<doc id="wr_1758-06-21" attrs="word" year="1758" month="06" day="21" corpus="2">
<head id="h2_d254e3304">
Cöln	w1_d254e3308
Willen	w3_d254e24964
seye,	w5_d254e24967
bekräftiget.	w7_d254e24970
</p>
<p id="p20_d254e24973">
Seit	w1_d254e24977
dem	w3_d254e24980
wurde	w5_d254e24983
feindlicher	w7_d254e24986
Seits	w9_d254e24989
abermalen	w11_d254e24992
zwischen	w13_d254e24996
Czech	w15_d254e24999
und	w17_d254e25002
Pirzin	w1_d254e25007
eine	w3_d254e25010
feindliche	w5_d254e25013
Fouragirung	w7_d254e25016
unternommen,	w9_d254e25019
die	w11_d254e25022
viele	w13_d254e25026
Jnfanterie	w15_d254e25029
und	w1_d254e25034
Hussaren	w3_d254e25037
zur	w5_d254e25040
Bedeckung	w7_d254e25043
hatte.	w9_d254e25046
Ausser	w11_d254e25049
deme	w13_d254e25053
stehet	w15_d254e25056
der	w17_d254e25059
Feind	w19_d254e25062
in	w21_d254e25065
seiner	w1_d254e25071
vorigen	w3_d254e25074
Position,	w5_d254e25077
und	w7_d254e25080
zu	w9_d254e25083
Ollmütz	w11_d254e25086
haltet	w13_d254e25090
die	w15_d254e25093
Canonade	w17_d254e25096
von	w19_d254e25099
bee	w21_d254e25102
den	w1_d254e25107
Seiten	w3_d254e25110
mit	w5_d254e25113
voriger	w7_d254e25116
Heftigkeit	w9_d254e25119
an.	w11_d254e25122
</p>
<p id="p22_d254e25125">
Ansonsten	w1_d254e25129
haben	w3_d254e25132
zu	w5_d254e25135
mehrerer	w7_d254e25138
Beschränkung	w9_d254e25141
deren	w11_d254e25144
feindlichen	w13_d254e25148
Streiffereyen,	w1_d254e25153
und	w3_d254e25156
Verbreitungen,	w5_d254e25159
der	w7_d254e25162
commandirende	w9_d254e25165
General=feld	w11_d254e25168
marschall	w1_d254e25173
Graf	w3_d254e25176
von	w5_d254e25179
Daun,	w7_d254e25182
unter	w9_d254e25185
Commando	w11_d254e25188
des	w13_d254e25192
General	w15_d254e25195
feldwacht	w17_d254e25198
meisters	w1_d254e25204
Grafens	w3_d254e25207
von	w5_d254e25210
Saint	w7_d254e25213
Jgnon	w9_d254e25216
ein	w11_d254e25219
beträchtliches	w13_d254e25223
Detaschement	w15_d254e25226
zu	w1_d254e25231
Prerau	w3_d254e25234
Posto	w5_d254e25237
fassen	w7_d254e25240
lassen,	w9_d254e25243
wovon	w11_d254e25246
sich	w13_d254e25250
allerdings	w15_d254e25253
der	w17_d254e25256
abgezielte	w19_d254e25259
güte	w21_d254e25262
Erfolg	w1_d254e25267
zu	w3_d254e25270
versprechen	w5_d254e25273
ist.	w7_d254e25276
</p>
<p id="p28_d254e25290">
Nämlichen	w1_d254e25294
Tages	w3_d254e25297
machte	w5_d254e25300
gedachter	w7_d254e25303
General=feld=marschall	w9_d254e25306
alle	w11_d254e25309
nöhtige	w1_d254e25314
Veranstaltungen	w3_d254e25317
zu	w5_d254e25320
dem	w7_d254e25323
Aufbruch	w9_d254e25326
der	w11_d254e25329
Kaiserl.	w13_d254e25333
Königl.	w15_d254e25336
Armee	w17_d254e25339
aus	w1_d254e25344
dem	w3_d254e25347
bisherigen	w5_d254e25350
Lager	w7_d254e25353
bey	w9_d254e25356
Gewitz	w11_d254e25359
in	w13_d254e25363
solcher	w15_d254e25366
Geheim,	w17_d254e25369
daß	w19_d254e25372
hievon	w21_d254e25375
bey	w1_d254e25381
der	w3_d254e25384
Armee	w5_d254e25387
nicht	w7_d254e25390
das	w9_d254e25393
Geringste	w11_d254e25396
gemutmasset,	w13_d254e25400
oder	w15_d254e25403
zum	w17_d254e25406
voraus	w19_d254e25409
be	w21_d254e25412
kannt	w1_d254e25417
werden	w3_d254e25420
konte,	w5_d254e25423
sintemalen	w7_d254e25426
die	w9_d254e25429
Ordre	w11_d254e25432
zum	w13_d254e25436
Aufbruch	w15_d254e25439
mit	w17_d254e25442
denen	w19_d254e25445
Marsch=zettuln	w1_d254e25450
denen	w3_d254e25453
General=feld=zeug=meistern	w5_d254e25456
erst	w7_d254e25459
spaten	w9_d254e25462
Abends	w11_d254e25465
unter	w1_d254e25470
der	w3_d254e25473
Hand	w5_d254e25476
zugestellet	w7_d254e25479
wurden,	w9_d254e25482
worauf	w11_d254e25485
erholt=commandirender	w13_d254e25489
General=feld=marschall	w1_d254e25495
sich	w3_d254e25498
selbsten	w5_d254e25501
annoch	w7_d254e25504
den	w9_d254e25507
nämlichen	w11_d254e25510
spaten	w13_d254e25514
Abend	w1_d254e25519
von	w3_d254e25522
dannen	w5_d254e25525
voraus	w7_d254e25528
begabe,	w9_d254e25531
um	w11_d254e25534
sowol	w13_d254e25538
das	w15_d254e25541
neu	w17_d254e25544
ausgestellte,	w19_d254e25547
als	w21_d254e25550
das	w1_d254e25555
anderweit	w3_d254e25558
darauf	w5_d254e25561
zu	w7_d254e25564
beziehende	w9_d254e25567
Lager	w11_d254e25570
zu	w13_d254e25574
besichtigen,	w15_d254e25577
und	w17_d254e25580
auszu	w19_d254e25583
wählen.	w1_d254e25588
Es	w3_d254e25591
brache	w5_d254e25594
de	w7_d254e25597
nnach	w9_d254e25600
</p>
<p id="p30_d254e25603">
Um	w1_d254e25607
nun	w3_d254e25610
diesen	w5_d254e25613
Marsche	w7_d254e25616
dem	w9_d254e25619
Feinde	w11_d254e25622
zu	w13_d254e25626
verbergen,	w15_d254e25629
wurde	w17_d254e25632
nicht	w19_d254e25635
verstattet	w1_d254e25640
die	w3_d254e25643
Zelter	w5_d254e25646
anzuschlagen,	w7_d254e25649
noch	w9_d254e25652
einige	w11_d254e25655
Feuer	w13_d254e25659
zu	w15_d254e25662
Nachts	w17_d254e25665
zu	w19_d254e25668
hal	w21_d254e25671
ten,	w1_d254e25676
wie	w3_d254e25679
dann	w5_d254e25682
auch	w7_d254e25685
weder	w9_d254e25688
der	w11_d254e25691
gewöhnliche	w13_d254e25695
Retraite=schuß	w15_d254e25698
geschahe;	w17_d254e25701
noch	w19_d254e25704
Tags	w1_d254e25710
darauf,	w3_d254e25713
als	w5_d254e25716
</p>
<p id="p32_d254e25719">
Den	w1_d254e25723
16.	w3_d254e25726
die	w5_d254e25729
sammentliche	w7_d254e25732
Armee	w9_d254e25735
vor	w11_d254e25738
Tags	w13_d254e25742
auf,	w15_d254e25745
und	w17_d254e25748
tratte	w19_d254e25751
nach	w21_d254e25754
Zuruck=lassung	w1_d254e25759
aller	w3_d254e25762
schweren	w5_d254e25765
Bagage	w7_d254e25768
den	w9_d254e25771
Marsche	w11_d254e25774
in	w13_d254e25778
5.	w15_d254e25781
Colonen	w17_d254e25784
na	w19_d254e25787
cher	w1_d254e25792
Prodiwanow	w3_d254e25795
an;	w5_d254e25798
das	w7_d254e25801
eingefallene	w9_d254e25804
Regen=wetter,	w11_d254e25807
so	w13_d254e25811
die	w15_d254e25814
ohnehin	w17_d254e25817
beschwerlichen	w1_d254e25823
Weege	w3_d254e25826
um	w5_d254e25829
ein	w7_d254e25832
merkliches	w9_d254e25835
verschlimmert,	w11_d254e25838
und	w13_d254e25842
welche	w15_d254e25845
die	w17_d254e25848
Armee	w1_d254e25853
über	w3_d254e25856
lauter	w5_d254e25859
Berge	w7_d254e25862
und	w9_d254e25865
Defiléen	w11_d254e25868
zu	w13_d254e25872
paßiren	w15_d254e25875
hatte,	w17_d254e25878
hielte	w19_d254e25881
den	w21_d254e25884
Zug	w1_d254e25889
in	w3_d254e25892
etwas	w5_d254e25895
auf,	w7_d254e25898
also	w9_d254e25901
zwar,	w11_d254e25904
daß	w13_d254e25908
die	w15_d254e25911
sammentliche	w17_d254e25914
Armee	w19_d254e25917
Abends	w21_d254e25920
ge	w23_d254e25923
gen	w1_d254e25928
6.	w3_d254e25931
Uhr	w5_d254e25934
in	w7_d254e25937
ihrem	w9_d254e25940
neuen	w11_d254e25943
Lager	w13_d254e25947
bey	w15_d254e25950
erholtem	w17_d254e25953
Prodiwanow	w19_d254e25956
einruckte.	w21_d254e25959
</p>
<p id="p34_d254e25962">
Den	w1_d254e25966
17.	w3_d254e25969
bey	w5_d254e25972
dem	w7_d254e25975
ferneren	w9_d254e25978
Aufbruch	w11_d254e25981
Vergatterung	w13_d254e25985
geschlagen	w15_d254e25988
worden;	w1_d254e25993
die	w3_d254e25996
Armee	w5_d254e25999
setzte	w7_d254e26002
dahero	w9_d254e26005
mit	w11_d254e26008
dem	w13_d254e26012
Tag	w15_d254e26015
ihren	w17_d254e26018
Marsche	w19_d254e26021
fernere	w21_d254e26024
in	w1_d254e26029
aller	w3_d254e26032
Stille,	w5_d254e26035
und	w7_d254e26038
ohne	w9_d254e26041
Rührung	w11_d254e26044
einigen	w13_d254e26048
Spiels,	w15_d254e26051
wie	w17_d254e26054
Tags	w19_d254e26057
vorhero,	w21_d254e26060
weiters	w1_d254e26066
in	w3_d254e26069
3.	w5_d254e26072
Colonen	w7_d254e26075
über	w9_d254e26078
Berge	w11_d254e26081
und	w13_d254e26085
Thäler	w15_d254e26088
fort.	w17_d254e26091
</p>
<p id="p36_d254e26095">
Der	w1_d254e26099
commandirende	w3_d254e26102
Feld=marschall	w5_d254e26105
befande	w7_d254e26108
sich	w9_d254e26111
für	w11_d254e26114
seine	w13_d254e26118
Person	w15_d254e26121
bey	w1_d254e26126
der	w3_d254e26129
Avant=garde,	w5_d254e26132
welche	w7_d254e26135
das	w9_d254e26138
Grenadier	w11_d254e26141
und	w13_d254e26145
Carabiniers=corps	w15_d254e26148
formirte,	w1_d254e26153
um	w3_d254e26156
aller	w5_d254e26159
Orten	w7_d254e26162
auf	w9_d254e26165
allen	w11_d254e26168
Fall	w13_d254e26172
selbsten	w15_d254e26175
gegenwärtig	w17_d254e26178
zu	w19_d254e26181
seyn,	w21_d254e26184
und	w1_d254e26190
die	w3_d254e26193
nöhtige	w5_d254e26196
Disposition	w7_d254e26199
unverlängt	w9_d254e26202
ankehren	w11_d254e26205
zu	w13_d254e26209
können.	w15_d254e26212
Bis	w17_d254e26215
zur	w19_d254e26218
letzten	w1_d254e26223
Debouchée	w3_d254e26226
wurde	w5_d254e26229
in	w7_d254e26232
obiger	w9_d254e26235
Ordnung	w11_d254e26238
fortgerucket,	w13_d254e26242
alda	w15_d254e26245
aber	w17_d254e26248
muste	w1_d254e26253
die	w3_d254e26256
Armee	w5_d254e26259
ehe	w7_d254e26262
sie	w9_d254e26265
sich	w11_d254e26268
auf	w13_d254e26272
die	w15_d254e26275
Ebene	w17_d254e26278
und	w19_d254e26281
Fläche	w21_d254e26284
heraus	w23_d254e26287
zoge,	w25_d254e26291
den	w27_d254e26294
weiteren	w1_d254e26299
Befehl	w3_d254e26302
des	w5_d254e26305
commandirenden	w7_d254e26308
Feld=marschallens	w9_d254e26311
gewärtigen,	w11_d254e26314
nach	w1_d254e26320
dessen	w3_d254e26323
Anlangung	w5_d254e26326
solche	w7_d254e26329
in	w9_d254e26332
das	w11_d254e26335
offene	w13_d254e26339
Feld	w15_d254e26342
nach	w17_d254e26345
der	w19_d254e26348
erhaltenen	w21_d254e26351
Disposition	w1_d254e26356
heraus	w3_d254e26359
ruckte,	w5_d254e26362
sich	w7_d254e26365
formirte,	w9_d254e26368
und	w11_d254e26371
das	w13_d254e26375
zwischen	w15_d254e26378
Predlitz	w17_d254e26381
und	w19_d254e26384
Ewanowitz	w1_d254e26389
ausgesteckte	w3_d254e26392
Lager	w5_d254e26395
bezoge,	w7_d254e26398
woselbst	w9_d254e26401
das	w11_d254e26404
vorhin	w13_d254e26408
unter	w15_d254e26411
dem	w17_d254e26414
</p>
<p id="p42_d254e26427">
General=feld=marschall=leutenant	w1_d254e26431
Marquis	w3_d254e26434
de	w5_d254e26437
Ville	w7_d254e26440
Commando	w9_d254e26443
gestan	w11_d254e26446
dene	w1_d254e26451
Corps	w3_d254e26454
sich	w5_d254e26457
mit	w7_d254e26460
derselben	w9_d254e26463
conjungirte.	w11_d254e26466
Beede	w13_d254e26470
diese	w15_d254e26473
Marsche,	w17_d254e26476
so	w19_d254e26479
wie	w1_d254e26484
oben	w3_d254e26487
erwehnt,	w5_d254e26490
in	w7_d254e26493
aller	w9_d254e26496
Stille	w11_d254e26499
beschehen,	w13_d254e26503
haben	w15_d254e26506
des	w17_d254e26509
Feindes	w19_d254e26512
sonstige	w21_d254e26515
genaue	w1_d254e26521
Aufmerksamkeit	w3_d254e26524
dergestalten	w5_d254e26527
umgangen,	w7_d254e26530
daß	w9_d254e26533
derselbe	w11_d254e26536
noch	w13_d254e26540
heu	w15_d254e26543
te,	w1_d254e26548
da	w3_d254e26551
die	w5_d254e26554
ganze	w7_d254e26557
Armee	w9_d254e26560
schon	w11_d254e26563
dahier	w13_d254e26567
gelagert	w15_d254e26570
ware,	w17_d254e26573
hiervon	w19_d254e26576
die	w21_d254e26579
wahre	w23_d254e26582
Kanntnuß	w1_d254e26587
noch	w3_d254e26590
nicht	w5_d254e26593
gehabt	w7_d254e26596
haben	w9_d254e26599
muß,	w11_d254e26602
indeme	w13_d254e26606
dessen	w15_d254e26609
Trupen	w17_d254e26612
annoch	w19_d254e26615
kurz	w1_d254e26620
vorhero	w3_d254e26623
gegen	w5_d254e26626
diese	w7_d254e26629
Gegenden	w9_d254e26632
fouragiret,	w11_d254e26635
und	w13_d254e26639
an	w15_d254e26642
seiner	w17_d254e26645
Position	w19_d254e26648
keine	w1_d254e26654
Veränderung	w3_d254e26657
beobachtet	w5_d254e26660
worden	w7_d254e26663
ist,	w9_d254e26666
mithin	w11_d254e26669
diese	w13_d254e26673
beede	w15_d254e26676
sehr	w17_d254e26679
vie	w19_d254e26682
len	w1_d254e26687
Beschwerlichkeiten	w3_d254e26690
ausgesetzt	w5_d254e26693
geweste	w7_d254e26696
Marsche,	w9_d254e26699
so	w11_d254e26702
ganz	w13_d254e26706
nahe	w15_d254e26709
an	w17_d254e26712
dem	w19_d254e26715
Feind	w1_d254e26720
gemacht	w3_d254e26723
worden,	w5_d254e26726
sehr	w7_d254e26729
glücklich,	w9_d254e26732
und	w11_d254e26735
nach	w13_d254e26739
Wunsch	w15_d254e26742
zuruckgeleget	w17_d254e26745
worden	w1_d254e26750
seynd.	w3_d254e26753
</p>
<head id="h2_d254e26759">
Brünn,	w1_d254e26763
den	w3_d254e26766
19.	w5_d254e26769
Junii,	w7_d254e26772
1758.	w9_d254e26775
</head>
<p id="p4_d254e26778">
Den	w1_d254e26782
18.	w3_d254e26785
dieses	w5_d254e26788
in	w7_d254e26791
der	w9_d254e26794
Fruh,	w11_d254e26797
hat	w13_d254e26801
der	w15_d254e26804
Herr	w17_d254e26807
General	w19_d254e26810
Saint	w21_d254e26813
Jgnon,	w23_d254e26816
mit	w25_d254e26820
Einverständniß	w1_d254e26825
der	w3_d254e26828
Ollmützer	w5_d254e26831
Garnison,	w7_d254e26834
ein	w9_d254e26837
unweit	w11_d254e26840
dieser	w13_d254e26844
Stadt	w15_d254e26847
jenseit	w17_d254e26850
der	w19_d254e26853
March	w1_d254e26858
postirt	w3_d254e26861
gestandenes	w5_d254e26864
feindliches	w7_d254e26867
Corpo	w9_d254e26870
von	w11_d254e26873
Cavallerie	w13_d254e26877
und	w15_d254e26880
Jnfanterie	w17_d254e26883
an	w1_d254e26889
zwey	w3_d254e26892
verschiedenen	w5_d254e26895
Orten,	w7_d254e26898
nämlich	w9_d254e26901
bey	w11_d254e26904
denen	w13_d254e26908
Dörfern	w15_d254e26911
Hollitz	w17_d254e26914
und	w19_d254e26917
Wi	w21_d254e26920
sternitz,	w1_d254e26925
angegriffen,	w3_d254e26928
und	w5_d254e26931
in	w7_d254e26934
die	w9_d254e26937
Flucht	w11_d254e26940
geschlagen.	w13_d254e26944
Bey	w15_d254e26947
Hollitz	w17_d254e26950
hat	w19_d254e26953
die	w21_d254e26956
feindliche	w1_d254e26961
Cavallerie	w3_d254e26964
nicht	w5_d254e26967
Stand	w7_d254e26970
gehalten,	w9_d254e26973
und	w11_d254e26976
eine	w13_d254e26980
seiner	w15_d254e26983
Frey=bataillone	w17_d254e26986
wurde	w1_d254e26991
von	w3_d254e26994
unsern	w5_d254e26997
Licaniern	w7_d254e27000
gar	w9_d254e27003
bald	w11_d254e27006
zum	w13_d254e27010
Weichen	w15_d254e27013
genöhtiget,	w17_d254e27016
nachdem	w19_d254e27019
sie	w21_d254e27022
eine	w1_d254e27028
Anzahl	w3_d254e27031
Todte	w5_d254e27034
auf	w7_d254e27037
dem	w9_d254e27040
Platze,	w11_d254e27043
und	w13_d254e27047
30	w15_d254e27050
Gefangene	w17_d254e27053
zuruck=gelassen.	w19_d254e27056
Bey	w21_d254e27059
Wisternitz	w1_d254e27064
stunden	w3_d254e27067
7.	w5_d254e27070
Escadronen	w7_d254e27073
des	w9_d254e27076
Bayreutischen	w11_d254e27079
Dragoner=regimente	w13_d254e27083
und	w1_d254e27088
2.	w3_d254e27091
von	w5_d254e27094
Ziethen,	w7_d254e27097
gegen	w9_d254e27100
welche	w11_d254e27103
das	w13_d254e27107
erst	w15_d254e27110
vor	w17_d254e27113
etlichen	w19_d254e27116
Monaten	w21_d254e27119
neu	w23_d254e27122
errich	w25_d254e27126
tete	w1_d254e27131
Löwen	w3_d254e27134
einische	w5_d254e27137
Regiment	w7_d254e27140
Chevaux	w9_d254e27143
legers,	w11_d254e27146
unter	w13_d254e27150
Anführung	w15_d254e27153
seines	w17_d254e27156
Obristen	w1_d254e27162
Grafers	w3_d254e27165
Stainville,	w5_d254e27168
die	w7_d254e27171
erste	w9_d254e27174
Probe	w11_d254e27177
seiner	w13_d254e27181
Tapferkeit	w15_d254e27184
abgeleget	w17_d254e27187
hat;	w1_d254e27192
massen	w3_d254e27195
dasselbe	w5_d254e27198
die	w7_d254e27201
feindlichen	w9_d254e27204
Escadronen	w11_d254e27207
über	w13_d254e27211
den	w15_d254e27214
Hauffen	w17_d254e27217
gewor	w19_d254e27220
fen,	w1_d254e27225
etliche	w3_d254e27228
hundert	w5_d254e27231
davon	w7_d254e27234
theils	w9_d254e27237
niedergehauen,	w11_d254e27240
theils	w13_d254e27244
verwundet,	w15_d254e27247
103	w17_d254e27250
Gefangene	w1_d254e27255
gemacht,	w3_d254e27258
und	w5_d254e27261
ein	w7_d254e27264
paar	w9_d254e27267
silberne	w11_d254e27270
Panken	w13_d254e27274
erobert	w15_d254e27277
hat.	w17_d254e27280
Nach	w19_d254e27283
dieser	w1_d254e27289
Expedition	w3_d254e27292
ist	w5_d254e27295
zwar	w7_d254e27298
das	w9_d254e27301
Kais.	w11_d254e27304
Kön.	w13_d254e27308
Corpo	w15_d254e27311
in	w17_d254e27314
Ruck=marsch	w19_d254e27317
gesetzet	w21_d254e27320
wo	w1_d254e27325
den;	w3_d254e27328
als	w5_d254e27331
es	w7_d254e27334
aber	w9_d254e27337
schon	w11_d254e27340
eine	w13_d254e27344
Stund=weegs	w15_d254e27347
marschiret	w17_d254e27350
war,	w19_d254e27353
und	w21_d254e27356
die	w23_d254e27359
Nachricht	w1_d254e27364
erhielte,	w3_d254e27367
daß	w5_d254e27370
der	w7_d254e27373
Feind	w9_d254e27376
sich	w11_d254e27379
wieder	w13_d254e27383
bey	w15_d254e27386
Wisternitz	w17_d254e27389
gesetzet,	w19_d254e27392
so	w21_d254e27395
hat	w1_d254e27400
der	w3_d254e27403
Herr	w5_d254e27406
General	w7_d254e27409
Saint	w9_d254e27412
Jgnon,	w11_d254e27415
ungeachtet	w13_d254e27419
die	w15_d254e27422
Pferde	w17_d254e27425
sehr	w19_d254e27428
ermüdel	w21_d254e27431
waren,	w1_d254e27437
auf	w3_d254e27440
der	w5_d254e27443
Stelle	w7_d254e27446
den	w9_d254e27449
Entschluß	w11_d254e27452
gefasset,	w13_d254e27456
wieder	w15_d254e27459
zuruck	w17_d254e27462
zu	w19_d254e27465
kehren	w21_d254e27468
und	w1_d254e27473
nicht	w3_d254e27476
weit	w5_d254e27479
von	w7_d254e27482
dem	w9_d254e27485
ernannten	w11_d254e27488
Dorfe	w13_d254e27492
sieben	w15_d254e27495
feindliche	w17_d254e27498
Escadrons	w19_d254e27501
durch	w21_d254e27504
das	w1_d254e27509
Würtenbergische	w3_d254e27512
Dragoner=regiment	w5_d254e27515
angreiffen	w7_d254e27518
zu	w9_d254e27521
lassen.	w11_d254e27524
Es	w13_d254e27528
ist	w15_d254e27531
auch	w1_d254e27536
solches	w3_d254e27539
von	w5_d254e27542
so	w7_d254e27545
glücklichem	w9_d254e27548
Erfolg	w11_d254e27551
gewesen,	w13_d254e27555
daß	w15_d254e27558
die	w17_d254e27561
Feinde	w19_d254e27564
über	w21_d254e27567
den	w23_d254e27570
Hauffen	w1_d254e27576
geworfen,	w3_d254e27579
und	w5_d254e27582
viele	w7_d254e27585
seiner	w9_d254e27588
Officiers	w11_d254e27591
und	w13_d254e27595
Gemeinen	w15_d254e27598
getödtet,	w17_d254e27601
ver	w19_d254e27604
wundet,	w1_d254e27609
und	w3_d254e27612
gefangen	w5_d254e27615
gemacht	w7_d254e27618
worden.	w9_d254e27621
Der	w11_d254e27624
General	w13_d254e27628
von	w15_d254e27631
Mayer,	w17_d254e27634
welcher	w1_d254e27639
das	w3_d254e27642
feindliche	w5_d254e27645
Corps	w7_d254e27648
commandiret,	w9_d254e27651
ist	w11_d254e27654
durch	w13_d254e27658
den	w15_d254e27661
Leib	w17_d254e27664
geschossen,	w19_d254e27667
und	w1_d254e27672
hat	w3_d254e27675
einen	w5_d254e27678
Hieb	w7_d254e27681
auf	w9_d254e27684
den	w11_d254e27687
Kopf	w13_d254e27691
bekommen.	w15_d254e27694
Die	w17_d254e27697
weiteren	w19_d254e27700
Umstände	w21_d254e27703
von	w1_d254e27709
dieser	w3_d254e27712
glücklichen	w5_d254e27715
Begebenheit	w7_d254e27718
werden	w9_d254e27721
nächstens	w11_d254e27724
zu	w13_d254e27728
vernehmen	w1_d254e27733
seyn.	w3_d254e27736
</p>
<head id="h2_d254e27786">
1	w1_d254e27790
2	w1_d254e27795
OUR)	w1_d254e27800
A	w1_d254e27806
L.	w3_d254e27809
3.	w1_d254e27814
Von	w1_d254e27821
der	w3_d254e27824
Kaiserl.	w5_d254e27827
und	w7_d254e27830
des	w9_d254e27833
Reichs=unter	w11_d254e27836
Kommande	w13_d254e27840
des	w1_d254e27846
Herrn	w3_d254e27849
Pfalz=grafens	w5_d254e27852
zu	w7_d254e27855
Zweybrücken	w9_d254e27858
Durchl.	w11_d254e27861
stehenden	w13_d254e27865
Armee	w15_d254e27868
aus	w1_d254e27873
dem	w3_d254e27876
Haupt=quartier	w5_d254e27879
Saatz	w7_d254e27882
in	w9_d254e27885
Böheim,	w11_d254e27888
vom	w13_d254e27892
10ten	w15_d254e27895
bis	w1_d254e27900
14.	w3_d254e27903
Jusij	w5_d254e27906
1758.	w7_d254e27909
</head>
<p id="p4_d254e27914">
DEn	w1_d254e27920
10.	w3_d254e27923
frühe	w5_d254e27926
ist	w7_d254e27929
das	w9_d254e27932
letzthin	w11_d254e27935
unter	w13_d254e27939
Commando	w15_d254e27942
des	w17_d254e27945
Herrn	w19_d254e27948
Genera	w21_d254e27951
len	w1_d254e27956
der	w3_d254e27959
Cavallerie	w5_d254e27962
Grafen	w7_d254e27965
von	w9_d254e27968
Althann	w11_d254e27971
nach	w13_d254e27975
Brix	w15_d254e27978
abgeschickte	w17_d254e27981
Corps,	w1_d254e27986
nachdem	w3_d254e27989
von	w5_d254e27992
selbigem	w7_d254e27995
alle	w9_d254e27998
Vor=nosten	w11_d254e28001
verstärket	w13_d254e28005
worden,	w15_d254e28008
wie	w17_d254e28011
derum	w1_d254e28017
in	w3_d254e28020
dem	w5_d254e28023
allhiesigen	w7_d254e28026
Lager	w9_d254e28029
eingerucket.	w11_d254e28032
</p>
<p id="p6_d254e28041">
Den	w1_d254e28045
11.	w3_d254e28048
kame	w5_d254e28051
von	w7_d254e28054
dem	w9_d254e28057
Herrn	w11_d254e28060
Generalen	w13_d254e28064
Grafen	w15_d254e28067
Esterhasy	w17_d254e28070
die	w19_d254e28073
Nachricht,	w1_d254e28078
daß,	w3_d254e28081
da	w5_d254e28084
ein	w7_d254e28087
starkes	w9_d254e28090
feindliches	w11_d254e28093
Corps	w13_d254e28097
bis	w15_d254e28100
Blauen	w17_d254e28103
und	w19_d254e28106
Ho	w21_d254e28109
vorgerucket,	w1_d254e28114
selber	w3_d254e28117
sich	w5_d254e28120
hierdurch	w7_d254e28123
veranlasset	w9_d254e28126
gesehen,	w11_d254e28129
seine	w13_d254e28133
Position	w15_d254e28136
mit	w1_d254e28142
dem	w3_d254e28145
unter	w5_d254e28148
seinem	w7_d254e28151
Commandb	w9_d254e28154
stehenden	w11_d254e28157
Corps	w13_d254e28161
zu	w15_d254e28164
veränderen,	w17_d254e28167
und	w19_d254e28170
sich	w1_d254e28175
hinter	w3_d254e28178
Sandau	w5_d254e28181
auf	w7_d254e28184
denen	w9_d254e28187
Anhöhen	w11_d254e28190
bey	w13_d254e28194
Alt=wasser	w15_d254e28197
zu	w17_d254e28200
setzen.	w19_d254e28203
Jnden	w21_d254e28206
sen	w1_d254e28211
hat	w3_d254e28214
er	w5_d254e28217
nicht	w7_d254e28220
allein	w9_d254e28223
das	w11_d254e28226
Schloß	w13_d254e28230
zu	w15_d254e28233
Hochberg	w17_d254e28236
mik	w19_d254e28239
einer	w21_d254e28242
zulänglichen	w23_d254e28245
Garnison	w1_d254e28250
versehen,	w3_d254e28253
sondern	w5_d254e28256
auch	w7_d254e28259
den	w9_d254e28262
Herrn	w11_d254e28265
General	w13_d254e28269
Lusinsky	w15_d254e28272
bey	w17_d254e28275
Asch	w1_d254e28281
postirter	w3_d254e28284
gelassen,	w5_d254e28287
welcher	w7_d254e28290
ebenfalls	w9_d254e28293
seine	w11_d254e28296
Vor=posten	w13_d254e28300
noch	w15_d254e28303
gegen	w17_d254e28306
Adorf	w1_d254e28311
haltet,	w3_d254e28314
und	w5_d254e28317
da	w7_d254e28320
auch	w9_d254e28323
sich	w11_d254e28326
einige	w13_d254e28330
Preußische	w15_d254e28333
Hussaren	w17_d254e28336
zu	w19_d254e28339
Tirschen	w21_d254e28342
reid	w1_d254e28347
sehen	w3_d254e28350
lassen,	w5_d254e28353
so	w7_d254e28356
schickte	w9_d254e28359
gedachter	w11_d254e28362
Herr	w13_d254e28366
General	w15_d254e28369
Esterhasy	w17_d254e28372
also	w19_d254e28375
gleich	w1_d254e28380
ein	w3_d254e28383
Commando	w5_d254e28386
dahin,	w7_d254e28389
um	w9_d254e28392
solche	w11_d254e28395
wegzujagen,	w13_d254e28399
welche	w15_d254e28402
aber	w17_d254e28405
dieses	w19_d254e28408
nicht	w1_d254e28414
erwarteten,	w3_d254e28417
sondern	w5_d254e28420
sich	w7_d254e28423
bey	w9_d254e28426
Annäherung	w11_d254e28429
der	w13_d254e28433
Unserigen	w15_d254e28436
also	w17_d254e28439
gleich	w1_d254e28444
zuruck	w3_d254e28447
zogen.	w5_d254e28450
</p>
<p id="p8_d254e28453">
Den	w1_d254e28457
12.	w3_d254e28460
wurden	w5_d254e28463
29.	w7_d254e28466
Preußische	w9_d254e28469
Kriegs=gefangene,	w11_d254e28472
so	w13_d254e28476
der	w15_d254e28479
Herr	w17_d254e28482
General	w1_d254e28487
Lusinsky	w3_d254e28490
letzthin	w5_d254e28493
bey	w7_d254e28496
Hof	w9_d254e28499
bekommen,	w11_d254e28502
in	w13_d254e28506
dem	w15_d254e28509
Hauptquar	w17_d254e28512
rier	w1_d254e28517
eingebracht,	w3_d254e28520
und	w5_d254e28523
von	w7_d254e28526
da	w9_d254e28529
weiters	w11_d254e28532
nacher	w13_d254e28536
Prag	w15_d254e28539
abgeschicket,	w17_d254e28542
bis	w19_d254e28545
auf	w1_d254e28551
sieben,	w3_d254e28554
