<doc id="wr_1759-03-17" attrs="word" year="1759" month="03" day="17" corpus="2">
<head id="h2_d331e3204">
Stettin	w4_d331e3207
und	w59_d331e25462
von	w61_d331e25465
der	w64_d331e25469
Gnade	w66_d331e25473
GOttes	w68_d331e25476
völlig	w70_d331e25480
verlassen	w72_d331e25483
gewesen	w74_d331e25486
seyn	w76_d331e25489
missen,	w79_d331e25493
dann	w81_d331e25498
da	w83_d331e25501
sie	w85_d331e25504
sich	w87_d331e25507
eines	w89_d331e25510
Theils	w91_d331e25513
auf	w93_d331e25517
verschiede	w95_d331e25520
neu	w98_d331e25524
Stegen	w100_d331e25528
und	w102_d331e25531
Wegen	w104_d331e25535
von	w106_d331e25538
einander	w108_d331e25541
getreunet,	w110_d331e25544
so	w112_d331e25547
</p>
<p id="p42_d331e25550">
.	w7_d331e25556
keinigten	w13_d331e25565
sie	w15_d331e25569
sich	w17_d331e25572
wieder	w19_d331e25575
Nucht	w22_d331e25579
auf	w24_d331e25584
dem	w26_d331e25587
Wege,	w29_d331e25591
der	w31_d331e25595
von	w33_d331e25598
dem	w35_d331e25602
nordlichen	w37_d331e25605
Ende	w39_d331e25608
des	w41_d331e25611
Gartens	w43_d331e25614
des	w46_d331e25619
peinlich	w48_d331e25623
Beklagten	w50_d331e25626
Joseph	w52_d331e25629
Mascarenhas	w54_d331e25632
vor	w56_d331e25635
bey	w59_d331e25640
gehet;	w61_d331e25644
und	w63_d331e25647
anstatt,	w65_d331e25650
daß	w67_d331e25653
sie	w69_d331e25657
daselbst	w71_d331e25660
einiges	w73_d331e25663
Merkmal	w76_d331e25667
von	w78_d331e25671
Reue	w80_d331e25675
oder	w82_d331e25678
Schmerz	w84_d331e25681
über	w86_d331e25684
so	w88_d331e25687
ein	w90_d331e25690
ab	w92_d331e25694
scheuliches	w95_d331e25698
Verbrechen	w97_d331e25702
geäussert	w99_d331e25705
hätten,	w101_d331e25708
so	w103_d331e25712
machten	w105_d331e25715
sie	w108_d331e25719
viel	w110_d331e25723
mehr	w112_d331e25726
allerhand	w114_d331e25730
tollkühne,	w116_d331e25733
prahlerische,	w118_d331e25736
und	w120_d331e25739
hochmütige	w123_d331e25743
Erklärungen.	w125_d331e25748
Der	w127_d331e25751
peinlich	w129_d331e25754
beklagte	w131_d331e25757
Joseph	w134_d331e25761
Mascarenhas,	w136_d331e25766
damaliger	w138_d331e25769
Herzog	w140_d331e25772
von	w142_d331e25775
Avei	w144_d331e25778
ro,	w147_d331e25783
warf	w149_d331e25787
den	w151_d331e25790
Carabiner,	w153_d331e25793
der	w155_d331e25796
ihm	w157_d331e25799
auf	w159_d331e25803
den	w161_d331e25806
Postillon	w163_d331e25809
des	w166_d331e25813
Königs	w168_d331e25817
versagt	w170_d331e25821
hatte,	w172_d331e25824
in	w174_d331e25827
vollem	w176_d331e25830
Grimm	w178_d331e25833
auf	w180_d331e25836
den	w183_d331e25841
Boden,	w185_d331e25845
wobey	w187_d331e25848
er	w189_d331e25851
in	w191_d331e25854
grossem	w193_d331e25858
Zorn	w195_d331e25861
und	w197_d331e25864
Wut	w199_d331e25867
ge	w201_d331e25870
gen	w204_d331e25875
diesen	w206_d331e25879
Carabiner	w208_d331e25882
die	w210_d331e25885
höllische	w212_d331e25888
Worte	w214_d331e25891
aus	w216_d331e25895
stieß:	w219_d331e25899
Daß	w221_d331e25903
dich	w223_d331e25906
alle	w225_d331e25909
Teufel	w227_d331e25913
holen,	w229_d331e25916
wann	w231_d331e25919
du	w234_d331e25923
mich	w236_d331e25927
so	w238_d331e25931
bedienst;	w240_d331e25934
und	w242_d331e25937
da	w244_d331e25940
der	w246_d331e25943
peinlich	w248_d331e25946
Be	w250_d331e25950
klagte	w253_d331e25954
Franz	w255_d331e25958
d'Aßis,	w257_d331e25961
damaliger	w259_d331e25964
Marquis	w261_d331e25968
de	w263_d331e25971
Tavo	w265_d331e25974
ra,	w268_d331e25978
einige	w270_d331e25982
Zweifel	w272_d331e25986
äusserte,	w274_d331e25989
ob	w276_d331e25992
auch	w278_d331e25995
Se.	w280_d331e25998
Majestät	w282_d331e26001
durch	w285_d331e26006
die	w287_d331e26010
Gottes=vergessene	w289_d331e26013
Schüsse,	w291_d331e26016
die	w293_d331e26019
man	w295_d331e26023
los	w297_d331e26026
gebreunet,	w300_d331e26030
getödtet	w302_d331e26034
seyn	w304_d331e26037
möchte,	w306_d331e26041
so	w308_d331e26044
sagte	w310_d331e26047
eben	w312_d331e26050
die	w314_d331e26053
ser	w317_d331e26058
peinlich	w319_d331e26062
beklagte	w321_d331e26065
Joseph	w323_d331e26068
Mascarenhas	w325_d331e26071
auch	w327_d331e26074
die	w329_d331e26078
se	w332_d331e26082
teufelische	w334_d331e26086
Worte:	w336_d331e26089
Es	w338_d331e26092
kommt	w340_d331e26096
nichts	w342_d331e26099
drauf	w344_d331e26102
an.	w347_d331e26106
Jst	w349_d331e26110
er	w351_d331e26114
noch	w353_d331e26117
nicht	w355_d331e26120
gestorben,	w357_d331e26123
so	w359_d331e26126
wird	w361_d331e26129
er	w364_d331e26134
doch	w366_d331e26138
sterben.	w368_d331e26141
Worauf	w370_d331e26144
ein	w372_d331e26147
anderer	w374_d331e26151
der	w376_d331e26154
Mit	w378_d331e26157
schuldigen	w381_d331e26161
noch	w383_d331e26165
andere	w385_d331e26169
Discurse	w387_d331e26172
voller	w389_d331e26175
Gottesläste	w391_d331e26178
rungen	w394_d331e26182
und	w396_d331e26187
Drohungen	w398_d331e26190
hinzufügte;	w400_d331e26193
während	w402_d331e26196
deme	w404_d331e26199
Joseph	w407_d331e26204
Maria	w409_d331e26208
de	w411_d331e26211
Tavora,	w413_d331e26214
einer	w415_d331e26217
von	w417_d331e26220
denen	w419_d331e26224
peinlich	w421_d331e26227
Beklagten	w424_d331e26231
sich	w426_d331e26235
mit	w428_d331e26238
grosser	w430_d331e26242
Beunruhigung	w432_d331e26245
erkundig	w434_d331e26248
te,	w437_d331e26252
warum	w439_d331e26256
der	w441_d331e26260
Joh.	w443_d331e26263
Michael,	w445_d331e26266
einer	w447_d331e26269
der	w449_d331e26272
Mitschuldi	w451_d331e26275
gen	w454_d331e26280
noch	w456_d331e26284
nicht	w458_d331e26287
zum	w460_d331e26290
Vorschein	w462_d331e26293
gekommen	w464_d331e26297
wäre.	w466_d331e26300
An	w468_d331e26303
dern	w471_d331e26307
Theils	w473_d331e26311
versammelten	w475_d331e26315
sie	w477_d331e26318
sich	w479_d331e26321
folgenden	w481_d331e26324
Tages	w483_d331e26327
des	w486_d331e26332
Morgens	w488_d331e26336
mit	w490_d331e26339
cinander	w492_d331e26342
in	w494_d331e26345
dem	w496_d331e26348
Hause	w498_d331e26352
des	w500_d331e26355
besag	w502_d331e26358
ten	w505_d331e26362
peinlich	w507_d331e26366
beklagten	w509_d331e26370
Jos.	w511_d331e26373
Mascarenhas,	w513_d331e26376
und	w515_d331e26379
hiel	w517_d331e26382
ten	w520_d331e26387
daselbst	w522_d331e26391
mit	w524_d331e26394
ihren	w526_d331e26397
Angehörigen	w528_d331e26400
diese	w530_d331e26403
Art	w532_d331e26407
von	w534_d331e26410
Conventicul,	w537_d331e26414
dessen	w539_d331e26418
oben	w541_d331e26421
gedacht	w543_d331e26425
worden,	w545_d331e26428
und	w547_d331e26431
füh	w549_d331e26434
ren	w552_d331e26438
fort,	w554_d331e26443
neue	w556_d331e26446
Merkmale	w558_d331e26449
ihrer	w560_d331e26452
unbiegsamen	w562_d331e26455
Grau	w564_d331e26458
samkeit,	w567_d331e26463
ihrer	w569_d331e26467
barbarischen	w571_d331e26470
Verzweiflung,	w573_d331e26473
und	w575_d331e26476
Be	w577_d331e26480
daurungs=würdigen	w580_d331e26484
Verstossung	w582_d331e26488
von	w584_d331e26491
aller	w586_d331e26494
Gnade	w588_d331e26498
GOttes	w591_d331e26502
zu	w593_d331e26506
Tage	w595_d331e26509
zu	w597_d331e26512
legen.	w599_d331e26516
Einige	w601_d331e26519
schalten	w603_d331e26522
heftig	w605_d331e26525
auf	w608_d331e26529
die	w610_d331e26534
Meuchel=morder	w612_d331e26537
Anton	w614_d331e26540
Alvarez,	w616_d331e26543
und	w618_d331e26546
Jo	w620_d331e26549
</p>
<p id="p44_d331e26552">
seph	w4_d331e26555
Policarp,	w6_d331e26559
daß	w8_d331e26562
sie	w10_d331e26565
so	w12_d331e26568
geschossen,	w14_d331e26572
daß	w16_d331e26575
der	w18_d331e26578
verderbliche	w21_d331e26582
Entzweck	w23_d331e26586
verfehlet	w25_d331e26590
worden;	w27_d331e26593
andere	w29_d331e26596
rühmten	w32_d331e26600
sich	w34_d331e26604
freventlich,	w36_d331e26608
daß	w38_d331e26611
sie	w40_d331e26614
gewiß	w42_d331e26617
zu	w44_d331e26620
Stande	w46_d331e26623
gekommen	w49_d331e26628
seyn	w51_d331e26632
wolten,	w53_d331e26635
wann	w55_d331e26638
der	w57_d331e26641
König	w59_d331e26645
an	w61_d331e26648
denen	w63_d331e26651
Orten	w66_d331e26655
vorbey	w68_d331e26659
gekommen	w70_d331e26663
wäre,	w72_d331e26666
wo	w74_d331e26669
sie	w76_d331e26672
im	w78_d331e26675
Hinter	w80_d331e26678
halt	w83_d331e26683
gestanden,	w85_d331e26687
und	w87_d331e26690
der	w89_d331e26693
König	w91_d331e26696
gewiß	w93_d331e26700
nicht	w95_d331e26703
mit	w97_d331e26706
dem	w100_d331e26710
Leben	w102_d331e26714
davon	w104_d331e26718
gekommen	w106_d331e26721
seyn	w108_d331e26724
solte,	w110_d331e26727
falls	w112_d331e26730
er	w114_d331e26733
den	w117_d331e26738
Weg	w119_d331e26742
fortgefahren	w121_d331e26745
wäre,	w123_d331e26748
auf	w125_d331e26751
welchem	w127_d331e26755
Er	w129_d331e26758
sich	w131_d331e26761
gewöhnlicher	w134_d331e26765
massen	w136_d331e26769
nach	w138_d331e26773
seinem	w140_d331e26776
Palast	w142_d331e26779
zuruck	w144_d331e26782
zu	w146_d331e26785
begeben	w149_d331e26790
pfleget,	w151_d331e26794
und	w153_d331e26797
wann	w155_d331e26800
er	w157_d331e26803
nicht	w159_d331e26806
über	w161_d331e26810
den	w163_d331e26813
Stein	w165_d331e26816
weg	w168_d331e26820
von	w170_d331e26824
Ajuda	w172_d331e26828
nach	w174_d331e26831
Junqueira	w176_d331e26834
umgekehret	w178_d331e26837
wäre.	w180_d331e26840
</p>
<head id="h2_d331e26846">
(Die	w4_d331e26849
Fortsetzung	w6_d331e26853
folget	w8_d331e26856
künftig)	w10_d331e26859
</head>
<p id="p4_d331e26862">
Einmal	w4_d331e26865
hundert	w6_d331e26869
zwey	w8_d331e26872
und	w10_d331e26875
neunzig	w12_d331e26878
kau	w14_d331e26882
send	w17_d331e26886
Reis	w19_d331e26890
betragen	w21_d331e26893
in	w23_d331e26896
Teutscher	w25_d331e26900
Münz	w28_d331e26904
mehr	w30_d331e26908
nicht,	w32_d331e26911
als	w34_d331e26914
vier	w36_d331e26918
hundert	w38_d331e26921
ächtzig	w41_d331e26925
Gulden.	w43_d331e26929
</p>
</doc>
