<doc id="wr_1756-10-09" attrs="word" year="1756" month="10" day="09" corpus="2">
<head id="h2_d81e3769">
Carpenteras	w1_d81e3773
Gelebung	w9_d81e26980
sothaner	w11_d81e26983
Kaiserlicher	w13_d81e26987
Avo-	w15_d81e26990
catoriorum,	w1_d81e26995
die	w3_d81e26998
Stände	w5_d81e27001
die	w7_d81e27004
ihrige	w9_d81e27007
Unterthanen	w11_d81e27010
auch	w13_d81e27014
noch	w15_d81e27017
ins	w17_d81e27020
beson	w19_d81e27023
sondere	w1_d81e27029
abruffen,	w3_d81e27032
und	w5_d81e27035
gegen	w7_d81e27038
die,	w9_d81e27041
deme	w11_d81e27044
sich	w13_d81e27048
gehorsamlich	w15_d81e27051
also	w17_d81e27054
nicht	w19_d81e27057
fü	w21_d81e27060
gende,	w1_d81e27065
mit	w3_d81e27068
der	w5_d81e27071
in	w7_d81e27074
denen	w9_d81e27077
Reichs=satzungen	w11_d81e27080
diesfalls	w13_d81e27084
enthaltenen	w15_d81e27087
Straf	w17_d81e27090
auf	w1_d81e27095
Leib,	w3_d81e27098
Ehr	w5_d81e27101
und	w7_d81e27104
Gut,	w9_d81e27107
unnachsichtlich	w11_d81e27110
verfahren.	w13_d81e27114
</p>
<p id="p26_d81e27117">
Und	w1_d81e27121
da	w3_d81e27124
ferner	w5_d81e27127
der	w7_d81e27130
Land=frieden,	w9_d81e27133
und	w11_d81e27136
dessen	w13_d81e27140
Executions=ordnung	w15_d81e27143
es	w1_d81e27148
ohnehin	w3_d81e27151
mit	w5_d81e27154
sich	w7_d81e27157
bringet,	w9_d81e27160
daß	w11_d81e27163
dem	w13_d81e27167
in	w15_d81e27170
einer	w17_d81e27173
Empörung	w19_d81e27176
wider	w21_d81e27179
Uns,	w23_d81e27182
als	w1_d81e27187
Römischen	w3_d81e27190
Kaisern,	w5_d81e27193
und	w7_d81e27196
das	w9_d81e27199
Heilige	w11_d81e27202
Römische	w13_d81e27206
Reich,	w15_d81e27209
und	w17_d81e27212
in	w19_d81e27215
einer	w1_d81e27221
Vergewaltigung	w3_d81e27224
wider	w5_d81e27227
Reichs=lande	w7_d81e27230
jetztmalen	w9_d81e27233
begriffenen	w11_d81e27236
Chur	w13_d81e27240
haus	w1_d81e27245
Brandenburg	w3_d81e27248
einiger	w5_d81e27251
Zuzug,	w7_d81e27254
Beystand	w9_d81e27257
und	w11_d81e27260
Vorschub	w13_d81e27264
aus	w15_d81e27267
Un	w17_d81e27270
seren	w1_d81e27275
und	w3_d81e27278
des	w5_d81e27281
Reichs=landen	w7_d81e27284
nicht	w9_d81e27287
mag	w11_d81e27290
gestattet,	w13_d81e27294
noch	w15_d81e27297
weniger	w17_d81e27300
gelei	w19_d81e27303
stet,	w1_d81e27308
noch	w3_d81e27311
auch	w5_d81e27314
demselben	w7_d81e27317
einige	w9_d81e27320
Werbung	w11_d81e27323
und	w13_d81e27327
Vergatterung	w15_d81e27330
nachge	w17_d81e27333
sehen	w1_d81e27339
werden,	w3_d81e27342
sondern	w5_d81e27345
vielmehr	w7_d81e27348
diese,	w9_d81e27351
wo	w11_d81e27354
solche	w13_d81e27358
etwann	w15_d81e27361
jetztmalen	w17_d81e27364
be	w19_d81e27367
stehen	w1_d81e27372
solten,	w3_d81e27375
Reichs=constitutons=mässig	w5_d81e27378
zu	w7_d81e27381
trennen	w9_d81e27384
seynd;	w11_d81e27387
so	w13_d81e27391
wer	w15_d81e27394
den	w1_d81e27399
Euer	w3_d81e27402
Liebden,	w5_d81e27405
als	w7_d81e27408
ausschreibender	w9_d81e27411
Fürst	w11_d81e27414
des	w13_d81e27418
Chur=rheinischen	w15_d81e27421
Kreises,	w1_d81e27426
der	w3_d81e27429
diesfälligen	w5_d81e27432
Reichs=satzungs=mässigen	w7_d81e27435
Gebühr,	w9_d81e27438
und	w11_d81e27441
der	w13_d81e27445
denenselben	w1_d81e27451
hierunter	w3_d81e27454
zukommenden	w5_d81e27457
Obsorge,	w7_d81e27460
von	w9_d81e27463
selbsten	w11_d81e27466
zwar	w13_d81e27470
erinneret	w15_d81e27473
seyn;	w1_d81e27478
Wir	w3_d81e27481
wollen	w5_d81e27484
jedoch	w7_d81e27487
denenselben	w9_d81e27490
die	w11_d81e27493
Befolgung	w13_d81e27497
all=dessen	w15_d81e27500
auch	w17_d81e27503
ausdrücklichen	w1_d81e27508
hiemit	w3_d81e27511
gnädigst	w5_d81e27514
aufgeben,	w7_d81e27517
mit	w9_d81e27520
dem	w11_d81e27523
ernstlichen	w13_d81e27527
Gesin	w15_d81e27530
nen,	w1_d81e27535
daß	w3_d81e27538
Euer	w5_d81e27541
Liebden	w7_d81e27544
auf	w9_d81e27547
den	w11_d81e27550
Vollzug	w13_d81e27554
dieser	w15_d81e27557
Reichssatzungs	w17_d81e27560
mässigen	w1_d81e27566
Gebühr	w3_d81e27569
genauest	w5_d81e27572
sehen,	w7_d81e27575
und	w9_d81e27578
darwider	w11_d81e27581
nichts	w13_d81e27585
gestatten,	w15_d81e27588
son	w17_d81e27591
dern	w1_d81e27596
den	w3_d81e27599
oder	w5_d81e27602
diejenige,	w7_d81e27605
welche	w9_d81e27608
darwider	w11_d81e27611
heimlich	w13_d81e27615
oder	w15_d81e27618
offentlich	w17_d81e27621
etwas	w19_d81e27624
zu	w1_d81e27629
unternehmen	w3_d81e27632
sich	w5_d81e27635
unterfangen	w7_d81e27638
solten,	w9_d81e27641
davon	w11_d81e27644
abhalten,	w13_d81e27648
und	w15_d81e27651
hiervon	w17_d81e27654
befindenden	w1_d81e27659
Umständen	w3_d81e27662
nach,	w5_d81e27665
alsbalden	w7_d81e27668
die	w9_d81e27671
gehorsamste	w11_d81e27674
Anzeige	w13_d81e27678
an	w15_d81e27681
Uns	w17_d81e27684
thun	w1_d81e27690
sollen,	w3_d81e27693
damit	w5_d81e27696
wider	w7_d81e27699
solche,	w9_d81e27702
nach	w11_d81e27705
Maßgebung	w13_d81e27709
des	w15_d81e27712
Landesfrie	w17_d81e27715
dens,	w1_d81e27720
verfahren	w3_d81e27723
werden	w5_d81e27726
möge.	w7_d81e27729
</p>
<p id="p32_d81e27742">
Wie	w1_d81e27746
nun	w3_d81e27749
diese	w5_d81e27752
Unsere	w7_d81e27755
Kaiserliche	w9_d81e27758
Verordnung	w11_d81e27761
in	w13_d81e27765
allen	w15_d81e27768
ihren	w17_d81e27771
Puncten	w1_d81e27776
oder	w3_d81e27779
Gebühr,	w5_d81e27782
und	w7_d81e27785
ihrer	w9_d81e27788
Erfordernuß	w11_d81e27791
nach,	w13_d81e27795
alsbalden	w15_d81e27798
und	w17_d81e27801
ohne	w1_d81e27806
mindesten	w3_d81e27809
Anstand	w5_d81e27812
oder	w7_d81e27815
Zeit=aufschub,	w9_d81e27818
gehorsamst	w11_d81e27821
seye	w13_d81e27825
voll	w15_d81e27828
zogen	w1_d81e27834
worden,	w3_d81e27837
darüber	w5_d81e27840
erwarten	w7_d81e27843
Wir	w9_d81e27846
die	w11_d81e27849
schleunige	w13_d81e27853
Anzeige,	w15_d81e27856
und	w17_d81e27859
verbleiben	w1_d81e27864
Deroselben	w3_d81e27867
mit	w5_d81e27870
beharrlicher	w7_d81e27873
Freundschaft,	w9_d81e27876
Kaiserlichen	w11_d81e27879
Gnaden	w1_d81e27884
und	w3_d81e27887
allem	w5_d81e27890
Guten	w7_d81e27893
vorderist	w9_d81e27896
wol	w11_d81e27899
beygethan.	w13_d81e27903
Gegeben	w15_d81e27906
zu	w17_d81e27909
Wien	w1_d81e27914
den	w3_d81e27917
13.	w5_d81e27920
Septembris	w7_d81e27923
Anno	w9_d81e27926
1756.	w11_d81e27929
Unsers	w13_d81e27933
Reichs	w15_d81e27936
im	w17_d81e27939
Zwolften.	w19_d81e27942
</p>
<head id="h2_d81e28005">
Aufschrift	w1_d81e28009
Dem	w1_d81e28014
gsten	w1_d81e28019
Hochwürdi	w1_d81e28025
Friederich	w1_d81e28030
Carl,	w1_d81e28035
Fohann	w1_d81e28040
E	w1_d81e28046
rz=bischoffen	w1_d81e28051
zu	w3_d81e28054
Maynz,	w5_d81e28057
Des	w1_d81e28062
Heiligen	w3_d81e28065
Römischen	w5_d81e28068
Reichs	w7_d81e28071
durch	w9_d81e28074
Germanien	w11_d81e28077
Erz=canzlern,	w1_d81e28082
und	w3_d81e28085
Bischoffen	w5_d81e28088
zu	w7_d81e28091
Worms,	w9_d81e28094
Unserm	w11_d81e28097
lieben	w1_d81e28103
Vetter	w3_d81e28106
und	w5_d81e28109
Chur=fürsten.	w7_d81e28112
Jn	w1_d81e28117
Gleichförmigkeit	w3_d81e28120
ergangen	w5_d81e28123
an	w7_d81e28126
übrige	w9_d81e28129
Kreis	w11_d81e28132
ausschreibende	w1_d81e28137
Fürsten.	w3_d81e28140
</head>
</doc>
