<doc id="wr_1762-05-01" attrs="word" year="1762" month="05" day="01" corpus="2">
<head id="h2_d652e3101">
Auszug	w1_d652e3105
Capitalien	w5_d652e24798
am	w7_d652e24801
sichersten	w9_d652e24804
auszulehnen,	w11_d652e24807
groß	w13_d652e24811
4to	w1_d652e24816
Göttingen,	w3_d652e24819
1762.	w5_d652e24822
1.	w7_d652e24825
fl.	w9_d652e24828
Auserlesene	w1_d652e24834
Künste	w3_d652e24837
für	w5_d652e24840
das	w7_d652e24843
Frauenzimmer,	w9_d652e24846
so	w11_d652e24849
wol	w1_d652e24854
in	w3_d652e24857
den	w5_d652e24860
Städten,	w7_d652e24863
als	w9_d652e24866
auf	w11_d652e24869
dem	w13_d652e24873
Lande,	w15_d652e24876
8vo	w17_d652e24879
Frankf.	w1_d652e24884
1761.	w3_d652e24887
36.	w5_d652e24890
kr.	w7_d652e24893
Kleine	w1_d652e24898
Haus=apothek	w3_d652e24901
für	w5_d652e24904
das	w7_d652e24907
Frauenzimmer,	w9_d652e24910
worinnen	w1_d652e24916
viele	w3_d652e24919
rare	w5_d652e24922
Kunst=stücke,	w7_d652e24925
auch	w9_d652e24928
wie	w11_d652e24931
Edel	w13_d652e24935
gesteine,	w1_d652e24940
Perlen,	w3_d652e24943
seidene	w5_d652e24946
Zeuge,	w7_d652e24949
Sammet	w9_d652e24952
rc	w11_d652e24955
zu	w13_d652e24959
säubern,	w1_d652e24964
enthalten,	w3_d652e24967
8vo	w5_d652e24970
Tübingen,	w7_d652e24973
1761.	w9_d652e24976
18.	w11_d652e24979
kr.	w13_d652e24983
Lambertini,	w1_d652e24988
Prosperi,	w3_d652e24991
Casus	w5_d652e24994
conscientiæ	w7_d652e24997
de	w9_d652e25000
man-	w11_d652e25003
dato,	w1_d652e25009
8vo	w3_d652e25012
August.	w5_d652e25015
Vind.	w7_d652e25018
1762	w9_d652e25021
1.	w11_d652e25024
fl.	w13_d652e25028
30.	w15_d652e25031
kr.	w17_d652e25034
Reden	w1_d652e25039
und	w3_d652e25042
andere	w5_d652e25045
Werke	w7_d652e25048
des	w9_d652e25051
Hrn.	w11_d652e25054
Kanzlers	w13_d652e25058
von	w15_d652e25061
Agnesseau,	w1_d652e25066
2.	w3_d652e25069
Theile,	w5_d652e25072
groß	w7_d652e25075
8.	w9_d652e25078
Leipz.	w11_d652e25081
1762.	w13_d652e25085
1.	w15_d652e25088
fl.	w17_d652e25091
</list>
<p id="p110_d652e25095">
Haus	w1_d652e25099
ist	w3_d652e25102
zu	w5_d652e25105
haben:	w7_d652e25108
Verzeichniß	w1_d652e25113
der	w3_d652e25116
in	w5_d652e25119
dem	w7_d652e25122
Bücherschranke	w9_d652e25125
des	w11_d652e25128
jüngst	w1_d652e25133
verstorbenen	w3_d652e25136
Herrn	w5_d652e25139
Onuphrius	w7_d652e25142
Foppers	w9_d652e25145
vor	w11_d652e25148
gefundenen	w1_d652e25154
Bücher,	w3_d652e25157
welche	w5_d652e25160
am	w7_d652e25163
47ten	w9_d652e25166
künftigen	w11_d652e25169
Monats	w1_d652e25174
in	w3_d652e25177
Oesterreich	w5_d652e25180
zu	w7_d652e25183
ebener	w9_d652e25186
Erde	w11_d652e25189
dem	w13_d652e25193
Meist	w15_d652e25196
bietenden	w1_d652e25201
werden	w3_d652e25204
hindan	w5_d652e25207
gegeben	w7_d652e25210
werden;	w9_d652e25213
Ein	w11_d652e25216
neu	w1_d652e25221
erdachter	w3_d652e25224
Scherz,	w5_d652e25227
der	w7_d652e25230
Tugend	w9_d652e25233
nicht	w11_d652e25236
vergißt,	w13_d652e25240
und	w1_d652e25246
beym	w3_d652e25249
Gelächter	w5_d652e25252
lehrt,	w7_d652e25255
verdient,	w9_d652e25258
daß	w11_d652e25261
man	w13_d652e25265
ihn	w1_d652e25270
lißt,	w3_d652e25273
Phahispinpler,	w5_d652e25276
8v	w7_d652e25279
geb.	w9_d652e25282
7.	w11_d652e25285
kr.	w13_d652e25289
</p>
<p id="p112_d652e25292">
Bey	w1_d652e25296
Joseph	w3_d652e25299
Kurzböck,	w5_d652e25302
Universitätsbuchdru	w7_d652e25305
ckern,	w1_d652e25310
in	w3_d652e25313
der	w5_d652e25316
Bogner=gasse	w7_d652e25319
im	w9_d652e25322
Hof=glaserischen	w11_d652e25325
</p>
<list id="l114_d652e25328">
Etwas	w1_d652e25332
zu	w3_d652e25335
lachen	w5_d652e25338
für	w7_d652e25341
Gelehrte,	w9_d652e25344
verfaßt	w11_d652e25347
von	w13_d652e25351
Ki	w15_d652e25354
</list>
<list id="l116_d652e25358">
lian	w1_d652e25362
Fidelbogen,	w3_d652e25365
einem	w5_d652e25368
Mitgliede	w7_d652e25371
der	w9_d652e25374
gelehrten	w11_d652e25377
Gesellschaft	w1_d652e25382
in	w3_d652e25385
Schlawaken,	w5_d652e25388
8vo.	w7_d652e25391
geb.	w9_d652e25394
14.	w11_d652e25397
kr.	w13_d652e25401
Der	w1_d652e25406
zufriedene	w3_d652e25409
Mensch,	w5_d652e25412
von	w7_d652e25415
Philipp	w9_d652e25418
Hafner,	w11_d652e25421
8vo	w1_d652e25427
7.	w3_d652e25430
kr.	w5_d652e25433
Neuntägige	w1_d652e25438
Andacht	w3_d652e25441
zu	w5_d652e25444
Ehren	w7_d652e25447
des	w9_d652e25450
Heil.	w11_d652e25453
Jo	w13_d652e25457
hann	w1_d652e25462
von	w3_d652e25465
Nepomuck,	w5_d652e25468
mit	w7_d652e25471
beygesetzten	w9_d652e25474
MeßBeicht	w11_d652e25477
und	w1_d652e25482
Communion=gebettern,	w3_d652e25485
wie	w5_d652e25488
auch	w7_d652e25491
besonderen	w9_d652e25494
auf	w1_d652e25500
jeden	w3_d652e25503
Tag	w5_d652e25506
gerichteten	w7_d652e25509
Tagzeiten,	w9_d652e25512
8v.	w11_d652e25515
in	w13_d652e25519
Le	w15_d652e25522
der	w1_d652e25527
51.	w3_d652e25530
kr.	w5_d652e25533
Novena	w1_d652e25538
in	w3_d652e25541
honorem	w5_d652e25544
S.	w7_d652e25547
Joannis	w9_d652e25550
Nepomuceni,	w11_d652e25553
adjunct.	w1_d652e25558
Missis,	w3_d652e25561
Confessionis	w5_d652e25564
&	w7_d652e25567
Commun	w9_d652e25570
onis	w11_d652e25573
precibus,	w1_d652e25579
nec	w3_d652e25582
non	w5_d652e25585
fingularibus	w7_d652e25588
Officiis,	w9_d652e25591
pro	w11_d652e25594
quo-	w13_d652e25598
libet	w1_d652e25603
die,	w3_d652e25606
8vo	w5_d652e25609
in	w7_d652e25612
Leder	w9_d652e25615
36.	w11_d652e25618
kr.	w13_d652e25622
</list>
<list id="l118_d652e25626">
</list>
<p id="p120_d652e25636">
Von	w1_d652e25640
des	w3_d652e25643
Hochfürstl.	w5_d652e25646
Passauischen	w7_d652e25649
Rentamts	w9_d652e25652
Königstetten	w1_d652e25657
wegen,	w3_d652e25660
wird	w5_d652e25663
hiermit	w7_d652e25666
jedermänniglich	w9_d652e25669
kund	w1_d652e25674
und	w3_d652e25677
zu	w5_d652e25680
wissen	w7_d652e25683
gemacht,	w9_d652e25686
daß	w11_d652e25689
den	w13_d652e25693
21.	w15_d652e25696
nächst	w17_d652e25699
eingehenden	w1_d652e25705
Monats	w3_d652e25708
May	w5_d652e25711
die	w7_d652e25714
anhero	w9_d652e25717
unterthä	w11_d652e25720
nige	w1_d652e25725
Peter	w3_d652e25728
Rösflische	w5_d652e25731
Behausung	w7_d652e25734
mit	w9_d652e25737
der	w11_d652e25740
darauf	w13_d652e25744
befindlichen	w1_d652e25749
Cramer=gerechtigkeit	w3_d652e25752
zu	w5_d652e25755
Tulbing,	w7_d652e25758
nebst	w1_d652e25763
Haus,	w3_d652e25766
auch	w5_d652e25769
Ueberländ=gründen	w7_d652e25772
an	w9_d652e25775
den	w11_d652e25778
Meist	w13_d652e25782
bietenden	w1_d652e25788
licitando	w3_d652e25791
zu	w5_d652e25794
verkauffen	w7_d652e25797
seye;	w9_d652e25800
wer	w11_d652e25803
nun	w13_d652e25807
sothane	w1_d652e25812
Behausung	w3_d652e25815
und	w5_d652e25818
Grund=stucke	w7_d652e25821
käuflich	w9_d652e25824
an	w11_d652e25827
sich	w1_d652e25832
zu	w3_d652e25835
bringen	w5_d652e25838
gedenket,	w7_d652e25841
derselbe	w9_d652e25844
kan	w11_d652e25847
sich	w13_d652e25851
bemeld	w15_d652e25854
ten	w1_d652e25859
21.	w3_d652e25862
May	w5_d652e25865
fruhe	w7_d652e25868
um	w9_d652e25871
9.	w11_d652e25874
Uhr	w13_d652e25878
bey	w15_d652e25881
obangezeigten	w17_d652e25884
Rent=amts=canzley=Königstätten	w1_d652e25890
anmelden,	w3_d652e25893
und	w5_d652e25896
die	w1_d652e25901
Behandlung	w3_d652e25904
vornehmen.	w5_d652e25907
</p>
<p id="p122_d652e25910">
Den	w1_d652e25914
7.	w3_d652e25917
Junii	w5_d652e25920
1762.	w7_d652e25923
wird	w9_d652e25926
auf	w11_d652e25929
dem	w13_d652e25933
allhiesigen	w15_d652e25936
Raht=haus	w1_d652e25941
das	w3_d652e25944
im	w5_d652e25947
Schlosser=gässel	w7_d652e25950
liegend	w9_d652e25953
und	w11_d652e25956
sogenannte	w1_d652e25961
Sperl	w3_d652e25964
wirths=haus	w5_d652e25967
dem	w7_d652e25970
Meistbieten	w9_d652e25973
den	w1_d652e25979
licitando	w3_d652e25982
fruhe	w5_d652e25985
um	w7_d652e25988
9.	w9_d652e25991
Uhr	w11_d652e25994
verkauffet	w13_d652e25998
werden,	w15_d652e26001
wer	w1_d652e26006
also	w3_d652e26009
sothane	w5_d652e26012
Behausung	w7_d652e26015
käuflich	w9_d652e26018
an	w11_d652e26021
sich	w13_d652e26025
zu	w15_d652e26028
bringen	w1_d652e26033
gedenket,	w3_d652e26036
hat	w5_d652e26039
sich	w7_d652e26042
an	w9_d652e26045
obbemeldtem	w11_d652e26048
Tag,	w13_d652e26052
und	w1_d652e26057
Stund	w3_d652e26060
auf	w5_d652e26063
dem	w7_d652e26066
Rahts=saal	w9_d652e26069
entweder	w11_d652e26072
per	w13_d652e26076
sönlich,	w1_d652e26082
oder	w3_d652e26085
durch	w5_d652e26088
Gewalttragere	w7_d652e26091
zu	w9_d652e26094
erscheinen.	w11_d652e26097
</p>
<p id="p124_d652e26100">
Demnach	w1_d652e26104
von	w3_d652e26107
Frauen	w5_d652e26110
Josepha	w7_d652e26113
Reindlin	w9_d652e26116
Wit	w11_d652e26119
tib	w1_d652e26124
zu	w3_d652e26127
Grätz	w5_d652e26130
seel.	w7_d652e26133
der	w9_d652e26136
Mariä	w11_d652e26139
Josephä	w13_d652e26143
Emerentiä	w15_d652e26146
Türkin,	w1_d652e26151
einer	w3_d652e26154
Landschafts=trompeters=tochter	w5_d652e26157
zu	w7_d652e26160
Clagenfurt	w1_d652e26166
in	w3_d652e26169
Cärnten	w5_d652e26172
gebürtig,	w7_d652e26175
welche	w9_d652e26178
sich	w11_d652e26181
mit	w13_d652e26185
einem	w1_d652e26190
Meotken=geschirr=machers=gesellen,	w3_d652e26193
Namens	w5_d652e26196
Johann	w1_d652e26201
Fischer	w3_d652e26204
zu	w5_d652e26207
Finme	w7_d652e26210
verheyrahtet,	w9_d652e26213
von	w11_d652e26216
dar	w13_d652e26220
nacher	w1_d652e26225
Agram	w3_d652e26228
in	w5_d652e26231
Croaten,	w7_d652e26234
und	w9_d652e26237
weiters,	w11_d652e26240
wohin	w13_d652e26244
ist	w1_d652e26250
unbewust,	w3_d652e26253
begeben,	w5_d652e26256
ein	w7_d652e26259
Legatum	w9_d652e26262
pr.	w11_d652e26265
600.	w13_d652e26269
fl.	w15_d652e26272
dergestalt	w1_d652e26277
vermachet	w3_d652e26280
worden,	w5_d652e26283
daß,	w7_d652e26286
weil	w9_d652e26289
ihr	w11_d652e26292
Aufent	w13_d652e26296
halt	w1_d652e26301
nicht	w3_d652e26304
bekannt	w5_d652e26307
war,	w7_d652e26310
wann	w9_d652e26313
sie	w11_d652e26316
sich	w13_d652e26320
inner	w15_d652e26323
5.	w17_d652e26326
Jah	w19_d652e26329
ren	w1_d652e26334
nicht	w3_d652e26337
meldete,	w5_d652e26340
solches	w7_d652e26343
Legatum	w9_d652e26346
unter	w11_d652e26349
die	w13_d652e26353
übrig	w15_d652e26356
Türkische	w1_d652e26362
Befreundte	w3_d652e26365
vertheilet	w5_d652e26368
werden	w7_d652e26371
sollte,	w9_d652e26374
3	w11_d652e26377
Dato	w1_d652e26382
des	w3_d652e26385
bereits	w5_d652e26388
den	w7_d652e26391
15.	w9_d652e26394
Junii	w11_d652e26397
1760.	w13_d652e26401
erfolgten	w15_d652e26404
Ableiben	w1_d652e26409
der	w3_d652e26412
gedachten	w5_d652e26415
Frauen	w7_d652e26418
Erblasserin	w9_d652e26421
seel.	w11_d652e26424
aber	w1_d652e26429
bis	w3_d652e26432
nun	w5_d652e26435
von	w7_d652e26438
dieser	w9_d652e26441
Person	w11_d652e26444
quaLegatariæ	w13_d652e26448
Auf	w15_d652e26451
enthalt	w1_d652e26457
keine	w3_d652e26460
Nachricht	w5_d652e26463
eingeloffen:	w7_d652e26466
Als	w9_d652e26469
wird	w11_d652e26472
sol	w13_d652e26476
ches	w1_d652e26481
anmit	w3_d652e26484
jedermänniglich	w5_d652e26487
kund	w7_d652e26490
gemacht,	w9_d652e26493
wer	w11_d652e26496
et	w13_d652e26500
wann	w1_d652e26505
von	w3_d652e26508
dieser	w5_d652e26511
Person	w7_d652e26514
eine	w9_d652e26517
Wissenschaft	w11_d652e26520
hat,	w13_d652e26524
selbe	w1_d652e26529
noch	w3_d652e26532
bey	w5_d652e26535
Leben	w7_d652e26538
sey,	w9_d652e26541
die	w11_d652e26544
Nachricht	w13_d652e26548
an	w15_d652e26551
den	w17_d652e26554
Hrn.	w19_d652e26557
Franz	w1_d652e26563
Xaveri	w3_d652e26566
Seidler,	w5_d652e26569
einer	w7_d652e26572
Löbl.	w9_d652e26575
Landschaft	w11_d652e26578
in	w13_d652e26582
Steyer	w1_d652e26587
Buchhalterey=adjuncten,	w3_d652e26590
als	w5_d652e26593
von	w7_d652e26596
obbemel	w9_d652e26599
ter	w1_d652e26604
Frauen	w3_d652e26607
Josephä	w5_d652e26610
Reindlin	w7_d652e26613
seel.	w9_d652e26616
instituirten	w11_d652e26619
Executorem	w1_d652e26624
Testamenti	w3_d652e26627
nacher	w5_d652e26630
Grätz	w7_d652e26633
in	w9_d652e26636
Steyer	w11_d652e26639
markt	w1_d652e26645
einschicken,	w3_d652e26648
oder	w5_d652e26651
die	w7_d652e26654
Türkin	w9_d652e26657
sich	w11_d652e26660
selbst	w13_d652e26664
gehö	w15_d652e26667
rig	w1_d652e26672
legitimiren	w3_d652e26675
solle,	w5_d652e26678
widrigens	w7_d652e26681
nach	w9_d652e26684
Verfliessung	w11_d652e26687
des	w1_d652e26692
Termins	w3_d652e26695
mit	w5_d652e26698
der	w7_d652e26701
Vertheilung	w9_d652e26704
des	w11_d652e26707
Legati	w13_d652e26711
für	w15_d652e26714
gegangen	w1_d652e26719
werden	w3_d652e26722
wurde.	w5_d652e26725
</p>
<p id="p126_d652e26728">
Auf	w1_d652e26732
Verordnung	w3_d652e26735
eines	w5_d652e26738
Hochlöbl.	w7_d652e26741
in	w9_d652e26744
Wechsel	w11_d652e26747
sachen	w1_d652e26752
aus	w3_d652e26755
Regierung	w5_d652e26758
aufgestellten	w7_d652e26761
Judicii	w9_d652e26764
Deleg.	w11_d652e26767
wird	w1_d652e26772
ein	w3_d652e26775
in	w5_d652e26778
einem	w7_d652e26781
Hals=black	w9_d652e26784
und	w11_d652e26787
einer	w13_d652e26791
Haar	w15_d652e26794
nadel,	w1_d652e26800
beede	w3_d652e26803
von	w5_d652e26806
Rauten	w7_d652e26809
bestehender	w9_d652e26812
Geschmuck	w11_d652e26815
plus	w13_d652e26819
offerenti	w1_d652e26824
licitando	w3_d652e26827
den	w5_d652e26830
8.	w7_d652e26833
May	w9_d652e26836
fruh	w11_d652e26839
um	w13_d652e26843
9.	w15_d652e26846
Uhr	w17_d652e26849
in	w1_d652e26854
ehehin	w3_d652e26857
vorreiterisch=nunmehro	w5_d652e26860
von	w7_d652e26863
Zollerischen	w9_d652e26866
Haus	w1_d652e26871
am	w3_d652e26874
Franciscaner=platz	w5_d652e26877
ruckwärts	w7_d652e26880
im	w9_d652e26883
ersten	w11_d652e26886
Stock	w1_d652e26892
verkauffet	w3_d652e26895
werden.	w5_d652e26898
</p>
</doc>
