<doc id="wr_1763-07-30" attrs="word" year="1763" month="07" day="30" corpus="2">
<head id="h2_d779e3159">
Lugand	w1_d779e3163
Hauses	w3_d779e24778
auf	w5_d779e24781
den	w7_d779e24784
8	w9_d779e24787
Junii	w11_d779e24790
anberaumt	w13_d779e24794
gewe	w15_d779e24797
ste	w1_d779e24802
Tagsatzung	w3_d779e24805
fruchtlos	w5_d779e24808
abgeloffen	w7_d779e24811
ist,	w9_d779e24814
eine	w11_d779e24817
zweyte	w13_d779e24821
auf	w1_d779e24827
den	w3_d779e24830
25.	w5_d779e24833
nächstkünftigen	w7_d779e24836
Monats	w9_d779e24839
Augusti	w11_d779e24842
ange	w13_d779e24846
ordnet	w1_d779e24851
worden	w3_d779e24854
seye;	w5_d779e24857
es	w7_d779e24860
werden	w9_d779e24863
demnach	w11_d779e24866
diejenige,	w13_d779e24870
so	w1_d779e24875
hierumen	w3_d779e24878
zu	w5_d779e24881
licitiren	w7_d779e24884
gedenken,	w9_d779e24887
an	w11_d779e24890
jetzt	w13_d779e24894
besag	w15_d779e24897
tem	w1_d779e24902
Tag	w3_d779e24905
fruhe	w5_d779e24908
um	w7_d779e24911
9.	w9_d779e24914
Uhr	w11_d779e24917
auf	w13_d779e24921
dem	w15_d779e24924
Raht=haus	w17_d779e24927
zu	w19_d779e24930
erscheinen	w1_d779e24936
haben.	w3_d779e24939
</p>
<list id="l64_d779e24942">
Von	w1_d779e24946
N.	w3_d779e24949
Burgermeister,	w5_d779e24952
Stadtrichter	w7_d779e24955
und	w9_d779e24958
Raht	w11_d779e24961
</list>
<list id="l66_d779e24965">
Wir	w1_d779e24969
R.	w3_d779e24972
N.	w5_d779e24975
Suzerintendenten	w7_d779e24978
und	w9_d779e24981
Syitlmei	w11_d779e24984
</list>
<p id="p68_d779e24988">
Wir	w1_d779e24992
R.	w3_d779e24995
N.	w5_d779e24998
Suzerintendenten	w7_d779e25001
und	w9_d779e25004
Syitlmei	w11_d779e25007
ster	w1_d779e25012
der	w3_d779e25015
Burger	w5_d779e25018
Spital	w7_d779e25021
in	w9_d779e25024
Wien	w11_d779e25027
geben	w13_d779e25031
hiermit	w15_d779e25034
jedermänniglich	w1_d779e25039
forderist	w3_d779e25042
aber	w5_d779e25045
denenjenigen	w7_d779e25048
Par	w9_d779e25051
theyen,	w1_d779e25057
so	w3_d779e25060
auf	w5_d779e25063
Absterben	w7_d779e25066
weyl.	w9_d779e25069
Carl	w11_d779e25072
Preßl,	w13_d779e25076
ge	w15_d779e25079
westen	w1_d779e25084
Apotheker	w3_d779e25087
gesellens	w5_d779e25090
in	w7_d779e25093
allhiesiger	w9_d779e25096
Burger	w11_d779e25099
spitals=apotheken	w1_d779e25104
seel.	w3_d779e25107
an	w5_d779e25110
desselben	w7_d779e25113
Verlassen	w9_d779e25116
schaft	w1_d779e25121
in	w3_d779e25124
Erb	w5_d779e25127
oder	w7_d779e25130
Schuld=sachen	w9_d779e25133
einige	w11_d779e25136
Sprü	w13_d779e25140
che	w1_d779e25146
und	w3_d779e25149
Forderungen	w5_d779e25152
haben,	w7_d779e25155
oder	w9_d779e25158
zu	w11_d779e25161
stellen	w13_d779e25165
ver	w15_d779e25168
meinen,	w1_d779e25173
hiermit	w3_d779e25176
offentlich	w5_d779e25179
zu	w7_d779e25182
vernehmen:	w9_d779e25185
was	w11_d779e25188
massen	w1_d779e25193
wegen	w3_d779e25196
sicherer	w5_d779e25199
Abhandlung	w7_d779e25202
der	w9_d779e25205
Verlassen	w11_d779e25208
schaft	w1_d779e25213
ein	w3_d779e25216
peremptorisch	w5_d779e25219
clausulirte	w7_d779e25222
Convocations	w9_d779e25225
und	w1_d779e25231
zugleich	w3_d779e25234
Liquidations=tagsatzung	w5_d779e25237
auf	w7_d779e25240
den	w9_d779e25243
22.	w11_d779e25246
Sept.	w1_d779e25251
dieß	w3_d779e25254
Jahrs	w5_d779e25257
fruhe	w7_d779e25260
um	w9_d779e25263
9.	w11_d779e25266
Uhr	w13_d779e25270
in	w15_d779e25273
des	w17_d779e25276
Wie	w19_d779e25279
nerischen	w1_d779e25284
Burger=spitals	w3_d779e25287
Grundbuch=stuben	w5_d779e25290
zu	w7_d779e25293
erscheinen,	w1_d779e25298
ex	w3_d779e25301
officio	w5_d779e25304
angeordnet	w7_d779e25307
worden	w9_d779e25310
seye.	w11_d779e25313
Solchemnach	w1_d779e25319
werden	w3_d779e25322
alle	w5_d779e25325
und	w7_d779e25328
jede	w9_d779e25331
obgedacht	w11_d779e25334
Preß	w13_d779e25338
lische	w1_d779e25343
Erb	w3_d779e25346
oder	w5_d779e25349
Schuld	w7_d779e25352
nehmere	w9_d779e25355
bey	w11_d779e25358
solch	w13_d779e25362
be	w15_d779e25365
stimmter	w1_d779e25370
Convocations=tagsatzung	w3_d779e25373
sich	w5_d779e25376
also	w7_d779e25379
ge	w9_d779e25382
wiß	w1_d779e25387
anzumelden,	w3_d779e25390
zu	w5_d779e25393
legitimiren,	w7_d779e25396
und	w9_d779e25399
unterein	w11_d779e25402
stens	w1_d779e25408
ihre	w3_d779e25411
Forderungen	w5_d779e25414
zu	w7_d779e25417
liquidiren	w9_d779e25420
sub	w11_d779e25423
primo,	w13_d779e25427
secundo,	w1_d779e25432
&	w3_d779e25435
tertio	w5_d779e25438
Termino	w7_d779e25441
hiemit	w9_d779e25444
dergestalten	w11_d779e25447
citiret,	w1_d779e25452
daß	w3_d779e25455
im	w5_d779e25458
Nichterscheinungs=fall	w7_d779e25461
jedennoch	w9_d779e25464
erholte	w1_d779e25469
Verlassenschafts=abhandlung	w3_d779e25472
geschlossen,	w5_d779e25475
was	w1_d779e25481
Rechtens	w3_d779e25484
ist,	w5_d779e25487
erkennet,	w7_d779e25490
auch	w9_d779e25493
darüberhin	w11_d779e25496
nie	w13_d779e25500
mand	w1_d779e25505
mehr	w3_d779e25508
angehöret,	w5_d779e25511
sondern	w7_d779e25514
denen	w9_d779e25517
Ausblei	w11_d779e25520
benden	w1_d779e25525
das	w3_d779e25528
ewige	w5_d779e25531
Stillschweigen	w7_d779e25534
auferleget	w9_d779e25537
wer	w11_d779e25540
den	w1_d779e25545
solle.	w3_d779e25548
</p>
<list id="l70_d779e25551">
Von	w1_d779e25555
der	w3_d779e25558
Verwalter=amts=canzley	w5_d779e25561
des	w7_d779e25564
allhie	w9_d779e25567
</list>
<p id="p72_d779e25572">
Von	w1_d779e25576
der	w3_d779e25579
Verwalter=amts=canzley	w5_d779e25582
des	w7_d779e25585
allhie	w9_d779e25588
sigen	w1_d779e25593
grossen	w3_d779e25596
Armen=hauses	w5_d779e25599
in	w7_d779e25602
der	w9_d779e25605
Alstergassen	w11_d779e25608
wird	w1_d779e25613
hiermit	w3_d779e25616
jedermänniglich	w5_d779e25619
kund	w7_d779e25622
und	w9_d779e25625
zu	w11_d779e25628
wis	w13_d779e25632
</p>
<p id="p76_d779e25637">
fen	w1_d779e25641
gemacht:	w3_d779e25644
Es	w5_d779e25647
seye	w7_d779e25650
die	w9_d779e25653
erdeuten	w11_d779e25656
grossen	w13_d779e25660
Armen	w15_d779e25663
haus	w1_d779e25668
angehörig	w3_d779e25671
Schwarzlisch	w5_d779e25674
oder	w7_d779e25677
Neubauerische	w9_d779e25680
Behausung	w1_d779e25685
ohnweit	w3_d779e25688
der	w5_d779e25691
sogenannten	w7_d779e25694
Adler=zeil	w9_d779e25697
licitando	w1_d779e25703
plus	w3_d779e25706
offerenti	w5_d779e25709
zu	w7_d779e25712
verkaufen	w9_d779e25715
verordnet,	w11_d779e25718
auch	w1_d779e25723
hierzu	w3_d779e25726
der	w5_d779e25729
23ste	w7_d779e25732
künftigen	w9_d779e25735
Monats	w11_d779e25738
Augusti	w13_d779e25742
fruh	w1_d779e25747
um	w3_d779e25750
8	w5_d779e25753
Uhr	w7_d779e25756
in	w9_d779e25759
der	w11_d779e25762
Armen=hauses	w13_d779e25766
Verwal	w15_d779e25769
teramts=canzey	w1_d779e25774
zu	w3_d779e25777
erscheinen	w5_d779e25780
bestimmet	w7_d779e25783
worden.	w9_d779e25786
Solchemnach	w1_d779e25792
werden	w3_d779e25795
alle	w5_d779e25798
und	w7_d779e25801
jede,	w9_d779e25804
so	w11_d779e25807
ermeld	w13_d779e25811
tes	w1_d779e25816
Haus	w3_d779e25819
käuflich	w5_d779e25822
an	w7_d779e25825
sich	w9_d779e25828
zu	w11_d779e25831
bringen	w13_d779e25835
gedenken,	w15_d779e25838
bey	w1_d779e25843
solch	w3_d779e25846
bestimmter	w5_d779e25849
Licitations=tagsatzung	w7_d779e25852
ent	w9_d779e25855
weder	w1_d779e25860
selbst	w3_d779e25863
persönlich,	w5_d779e25866
oder	w7_d779e25869
durch	w9_d779e25872
genugsam	w11_d779e25875
Be	w13_d779e25879
vollmächtigte	w1_d779e25885
zu	w3_d779e25888
erscheinen	w5_d779e25891
haben,	w7_d779e25894
wo	w9_d779e25897
sodann	w11_d779e25900
das	w13_d779e25904
Weitere,	w1_d779e25909
der	w3_d779e25912
Ordnung	w5_d779e25915
nach,	w7_d779e25918
fürgekehret	w9_d779e25921
werden	w11_d779e25924
soll.	w13_d779e25928
</p>
<list id="l78_d779e25931">
Bey	w1_d779e25935
dem	w3_d779e25938
Buchhändler	w5_d779e25941
Johann	w7_d779e25944
Paul	w9_d779e25947
Kraus	w11_d779e25950
nächst	w1_d779e25955
der	w3_d779e25958
K.	w5_d779e25961
K	w7_d779e25964
Burg,	w9_d779e25967
dem	w11_d779e25970
Comödienhaus	w13_d779e25974
gegen	w15_d779e25977
über	w1_d779e25982
ist	w3_d779e25985
zu	w5_d779e25988
haben:	w7_d779e25991
Formey,	w1_d779e25997
Herrn,	w3_d779e26000
kurzgefaßte	w5_d779e26003
Historie	w7_d779e26006
der	w9_d779e26009
Phi	w11_d779e26012
osophie,	w1_d779e26017
aus	w3_d779e26020
dem	w5_d779e26023
Franzosischen	w7_d779e26026
übersetzt	w9_d779e26029
8vo	w11_d779e26032
Ber	w13_d779e26036
Uin	w1_d779e26041
1763.	w3_d779e26044
42.	w5_d779e26047
kr.	w7_d779e26050
	w1_d779e26055
Abhandlung	w3_d779e26058
über	w5_d779e26061
den	w7_d779e26064
Ursprung	w9_d779e26067
der	w11_d779e26070
Gesell	w13_d779e26074
schaft	w1_d779e26080
und	w3_d779e26083
Sprache,	w5_d779e26086
wie	w7_d779e26089
auch	w9_d779e26092
über	w11_d779e26095
das	w13_d779e26099
Lehrge	w15_d779e26102
bäude	w1_d779e26107
der	w3_d779e26110
Ersetzung,	w5_d779e26113
8vo	w7_d779e26116
Berlin	w9_d779e26119
1763.	w11_d779e26122
7.	w13_d779e26126
kr.	w15_d779e26129
Watelet,	w1_d779e26134
Herrn,	w3_d779e26137
Kunst	w5_d779e26140
zu	w7_d779e26143
malen,	w9_d779e26146
nebst	w11_d779e26149
des	w13_d779e26153
selben	w1_d779e26158
Betrachtungen	w3_d779e26161
über	w5_d779e26164
die	w7_d779e26167
verschiedenen	w9_d779e26170
Thei	w11_d779e26173
le	w1_d779e26179
der	w3_d779e26182
Mahlerey,	w5_d779e26185
und	w7_d779e26188
des	w9_d779e26191
Hrn.	w11_d779e26194
Pernetty	w13_d779e26198
prakti	w15_d779e26201
schen	w1_d779e26206
Abhandlungen	w3_d779e26209
von	w5_d779e26212
den	w7_d779e26215
Arten	w9_d779e26218
der	w11_d779e26221
Mahlerey,	w13_d779e26225
8vo	w1_d779e26230
Leipzig	w3_d779e26233
1763.	w5_d779e26236
42.	w7_d779e26239
kr.	w9_d779e26242
Brockes,	w1_d779e26247
Herrn	w3_d779e26250
Berthold	w5_d779e26253
Heinrich,	w7_d779e26256
Auszug	w9_d779e26259
der	w1_d779e26265
vornehmsten	w3_d779e26268
Gedichte	w5_d779e26271
des	w7_d779e26274
irrdischen	w9_d779e26277
Vergnü	w11_d779e26280
gens	w1_d779e26285
in	w3_d779e26288
GOtt,	w5_d779e26291
mit	w7_d779e26294
Kupfern,	w9_d779e26297
groß	w11_d779e26300
8vo	w13_d779e26304
Hamburg,	w15_d779e26307
1763.	w1_d779e26312
5.	w3_d779e26315
fl.	w5_d779e26318
Geschichte	w1_d779e26323
derer	w3_d779e26326
Amazonen,	w5_d779e26329
mit	w7_d779e26332
Kupfern,	w9_d779e26335
8vo	w11_d779e26338
Berlin,	w1_d779e26344
1763.	w3_d779e26347
45.	w5_d779e26350
kr.	w7_d779e26353
Espagnac,	w1_d779e26358
Baron	w3_d779e26361
von,	w5_d779e26364
Versuch	w7_d779e26367
über	w9_d779e26370
den	w11_d779e26373
gros	w13_d779e26377
sen	w1_d779e26382
Krieg,	w3_d779e26385
oder	w5_d779e26388
Sammlung	w7_d779e26391
von	w9_d779e26394
Beobachtungen	w11_d779e26397
verschiedener	w1_d779e26402
Schriftsteller	w3_d779e26405
über	w5_d779e26408
die	w7_d779e26411
Art,	w9_d779e26414
densel	w11_d779e26417
ben	w1_d779e26423
vollkommener	w3_d779e26426
zu	w5_d779e26429
machen,	w7_d779e26432
2.	w9_d779e26435
Bände	w11_d779e26438
groß	w13_d779e26442
8vo	w15_d779e26445
Koppenhagen	w1_d779e26450
1763.	w3_d779e26453
2.	w5_d779e26456
fl.	w7_d779e26459
30.	w9_d779e26462
kr.	w11_d779e26465
Bochmius,	w1_d779e26470
Joh.	w3_d779e26473
Gottl.,	w5_d779e26476
Acta	w7_d779e26479
pacis	w9_d779e26482
Olivensis	w11_d779e26485
inedita	w1_d779e26490
Tomus	w3_d779e26493
I.	w5_d779e26496
in	w7_d779e26499
quo	w9_d779e26502
Joachimi	w11_d779e26505
Pastorii	w13_d779e26509
ab	w15_d779e26512
Hirtenberg	w1_d779e26518
aurora	w3_d779e26521
pacis	w5_d779e26524
Diarium	w7_d779e26527
pacificationis	w9_d779e26530
e	w1_d779e26535
Bibliotheca	w3_d779e26538
Zalusciana	w5_d779e26541
nunc	w7_d779e26544
primum	w9_d779e26547
prolatum	w11_d779e26550
Oliva	w1_d779e26555
pacis	w3_d779e26558
continentur,	w5_d779e26561
40	w7_d779e26564
maj.	w9_d779e26567
Vrarislaviæ,	w11_d779e26570
1763.	w1_d779e26575
4.	w3_d779e26578
fl.	w5_d779e26581
15.	w7_d779e26584
kr.	w9_d779e26587
Anti-Emile	w1_d779e26593
par	w3_d779e26596
Formey,	w5_d779e26599
nouvelle	w7_d779e26602
edition	w9_d779e26605
corrigée	w1_d779e26610
&	w3_d779e26613
augmentée,	w5_d779e26616
8vo	w7_d779e26619
Berlin,	w9_d779e26622
1763.	w11_d779e26625
1.	w13_d779e26629
fl.	w15_d779e26632
30.	w1_d779e26637
kr.	w3_d779e26640
Formey	w1_d779e26645
Discours	w3_d779e26648
sur	w5_d779e26651
l'Origine	w7_d779e26654
des	w9_d779e26657
Societés	w11_d779e26660
&	w1_d779e26666
du	w3_d779e26669
Langage	w5_d779e26672
&	w7_d779e26675
sur	w9_d779e26678
le	w11_d779e26681
Systeme	w13_d779e26685
de	w15_d779e26688
la	w17_d779e26691
Compen-	w19_d779e26694
lation,	w1_d779e26699
8vo	w3_d779e26702
Berlin	w5_d779e26705
1763.	w7_d779e26708
12.	w9_d779e26711
kr.	w11_d779e26714
Examen	w1_d779e26719
de	w3_d779e26722
la	w5_d779e26725
Confession	w7_d779e26728
de	w9_d779e26731
Foi	w11_d779e26734
du	w13_d779e26738
Vicaire	w15_d779e26741
Savoyard	w1_d779e26746
conrenue	w3_d779e26749
dans	w5_d779e26752
Emile	w7_d779e26755
par	w9_d779e26758
Mr.	w11_d779e26761
Bitan-	w13_d779e26765
bé,	w1_d779e26771
8vo	w3_d779e26774
Berlin,	w5_d779e26777
1763.	w7_d779e26780
24.	w9_d779e26783
kr.	w11_d779e26786
</list>
<list id="l80_d779e26790">
Bey	w1_d779e26794
dem	w3_d779e26797
Buchhändler	w5_d779e26800
Johann	w7_d779e26803
Paul	w9_d779e26806
Kraus	w11_d779e26809
</list>
<list id="l82_d779e26813">
Bey	w1_d779e26817
Emerich	w3_d779e26820
Felix	w5_d779e26823
Bader	w7_d779e26826
in	w9_d779e26829
der	w11_d779e26832
Bogner=gasse	w13_d779e26836
</list>
<p id="p84_d779e26841">
Bey	w1_d779e26845
Emerich	w3_d779e26848
Felix	w5_d779e26851
Bader	w7_d779e26854
in	w9_d779e26857
der	w11_d779e26860
Bogner=gasse	w13_d779e26864
neben	w1_d779e26869
dem	w3_d779e26872
Todten=kopf	w5_d779e26875
ist	w7_d779e26878
zu	w9_d779e26881
haben:	w11_d779e26884
Oekonomisches	w1_d779e26889
Wörter=buch,	w3_d779e26892
in	w5_d779e26895
welchem	w7_d779e26898
die	w9_d779e26901
allernöthigsten	w1_d779e26907
Haushaltungs=künste	w3_d779e26910
zur	w5_d779e26913
Stadt	w7_d779e26916
and	w1_d779e26921
Landwirthschaft	w3_d779e26924
gehörige	w5_d779e26927
Vortheile	w7_d779e26930
und	w9_d779e26933
Hand	w11_d779e26936
</p>
<list id="l86_d779e26939">
griffe	w1_d779e26943
nach	w3_d779e26946
alphabetischer	w5_d779e26949
Ordnung	w7_d779e26952
beschrieben	w9_d779e26955
sind,	w1_d779e26960
3.	w3_d779e26963
Theile	w5_d779e26966
8vo	w7_d779e26969
1763.	w9_d779e26972
7.	w11_d779e26975
fl.	w13_d779e26979
30.	w15_d779e26982
kr.	w17_d779e26985
R.	w1_d779e26990
P.	w3_d779e26993
de	w5_d779e26996
Sarasa,	w7_d779e26999
S.	w9_d779e27002
J.	w11_d779e27005
Kunst	w13_d779e27009
allzeit	w15_d779e27012
lustig	w17_d779e27015
zu	w19_d779e27018
le	w21_d779e27021
ben,	w1_d779e27027
und	w3_d779e27030
ruhig	w5_d779e27033
zu	w7_d779e27036
sterben,	w9_d779e27039
8vo	w11_d779e27042
17.	w13_d779e27046
kr.	w15_d779e27049
J.	w1_d779e27054
H.	w3_d779e27057
G.	w5_d779e27060
von	w7_d779e27063
Justi	w9_d779e27066
Abhandlung	w11_d779e27069
von	w13_d779e27073
denen	w15_d779e27076
Manufactur	w1_d779e27081
und	w3_d779e27084
Fabriken=regiements	w5_d779e27087
8vo	w7_d779e27090
34.	w9_d779e27093
kr.	w11_d779e27096
Remigii	w1_d779e27101
Maschat,	w3_d779e27104
&	w5_d779e27107
Jo.	w7_d779e27110
Walbrecht	w9_d779e27113
e	w11_d779e27116
Scholis	w13_d779e27120
piis,	w1_d779e27126
Resolutiones	w3_d779e27129
Quæstionum	w5_d779e27132
amplius	w7_d779e27135
DC.	w9_d779e27138
in	w1_d779e27143
utroque	w3_d779e27146
jure	w5_d779e27149
contreversarum	w7_d779e27152
alias	w9_d779e27155
sparsim,	w11_d779e27158
&	w1_d779e27163
per	w3_d779e27166
intervalla	w5_d779e27169
editæ,	w7_d779e27172
II.	w9_d779e27175
Tomi	w11_d779e27178
4to	w13_d779e27182
1762.	w15_d779e27185
4.	w17_d779e27188
fl.	w19_d779e27191
Geschichte	w1_d779e27196
derer	w3_d779e27199
Kaiserl.	w5_d779e27202
Königl.	w7_d779e27205
Regimenter,	w9_d779e27208
neue	w1_d779e27214
und	w3_d779e27217
verbesserte	w5_d779e27220
Ausgabe,	w7_d779e27223
1762.	w9_d779e27226
1.	w11_d779e27229
fl.	w13_d779e27233
Sammlung	w1_d779e27238
der	w3_d779e27241
in	w5_d779e27244
dem	w7_d779e27247
Herzogthum	w9_d779e27250
Schlesien	w11_d779e27253
und	w1_d779e27258
Grafschaft	w3_d779e27261
Glatz	w5_d779e27264
in	w7_d779e27267
FinanzJustizCrimi	w9_d779e27270
nal=Geistlicher	w1_d779e27275
Consistorial=kirchen=sachen	w3_d779e27278
rc.	w5_d779e27281
publicirten	w1_d779e27287
Edicte,	w3_d779e27290
Patente,	w5_d779e27293
Ordnungen,	w7_d779e27296
Man	w9_d779e27299
daten,	w1_d779e27304
Rescripten	w3_d779e27307
rc.	w5_d779e27310
welche	w7_d779e27313
unter	w9_d779e27316
der	w11_d779e27319
Regie	w13_d779e27323
rung	w1_d779e27328
Friedrichs	w3_d779e27331
Königs	w5_d779e27334
in	w7_d779e27337
Preussen	w9_d779e27340
ergangen	w11_d779e27343
sind,	w13_d779e27347
</list>
<p id="p88_d779e27351">
6ter	w1_d779e27355
Band	w3_d779e27358
4to	w5_d779e27361
1763.	w7_d779e27364
3.	w9_d779e27367
fl.	w11_d779e27370
Auch	w13_d779e27374
sind	w15_d779e27377
die	w17_d779e27380
5.	w19_d779e27383
vorhergehende	w1_d779e27388
Bände	w3_d779e27391
für	w5_d779e27394
17.	w7_d779e27397
fl.	w9_d779e27400
30.	w11_d779e27403
kr.	w13_d779e27407
zu	w15_d779e27410
haben.	w17_d779e27413
Unpartheyische	w1_d779e27418
Gedanken	w3_d779e27421
über	w5_d779e27424
die	w7_d779e27427
Anmerkun	w9_d779e27430
gen	w1_d779e27436
des	w3_d779e27439
deutschen	w5_d779e27442
Hippolithus	w7_d779e27445
a	w9_d779e27448
Lapide,	w11_d779e27451
8vo	w13_d779e27455
1762.	w1_d779e27460
40.	w3_d779e27463
kr.	w5_d779e27466
Geschichte	w1_d779e27471
derer	w3_d779e27474
Amazonen,	w5_d779e27477
8vo	w7_d779e27480
1763.	w9_d779e27483
40.	w11_d779e27486
kr.	w13_d779e27490
</p>
<list id="l90_d779e27493">
Bey	w1_d779e27497
Augustin	w3_d779e27500
Bernardi,	w5_d779e27503
Universitätsbuchhänd	w7_d779e27506
lern,	w1_d779e27511
der	w3_d779e27514
obern	w5_d779e27517
Jesuiten=pforten	w7_d779e27520
gegenüber	w9_d779e27523
ist	w11_d779e27526
zu	w1_d779e27531
haben:	w3_d779e27534
Lamberti	w1_d779e27540
Bos	w3_d779e27543
Ellipses	w5_d779e27546
græcæ,	w7_d779e27549
sive	w9_d779e27552
de	w11_d779e27555
vocibus,	w13_d779e27559
quæ	w1_d779e27564
in	w3_d779e27567
sermone	w5_d779e27570
græco	w7_d779e27573
per	w9_d779e27576
Ellipsin	w11_d779e27579
supprimun-	w13_d779e27583
tur,	w1_d779e27588
cum	w3_d779e27591
Doctorum	w5_d779e27594
Virorum	w7_d779e27597
observarionibus,	w9_d779e27600
quibus	w1_d779e27605
&	w3_d779e27608
suas	w5_d779e27611
adjecit	w7_d779e27614
M.	w9_d779e27617
Nic.	w11_d779e27620
Schwebelius,	w13_d779e27624
8vo	w15_d779e27627
maj.	w1_d779e27633
Norimb.	w3_d779e27636
1763.	w5_d779e27639
3.	w7_d779e27642
fl.	w9_d779e27645
Jo.	w1_d779e27650
Christoph	w3_d779e27653
Martini	w5_d779e27656
Thesaurus	w7_d779e27659
Dissertatio-	w9_d779e27662
num,	w1_d779e27667
quibus	w3_d779e27670
Historia,	w5_d779e27673
Genealogia	w7_d779e27676
&	w9_d779e27679
antiquita-	w11_d779e27682
tes	w1_d779e27687
tam	w3_d779e27690
sacræ	w5_d779e27693
quam	w7_d779e27696
profanæ	w9_d779e27699
illustrantur,	w11_d779e27702
maxi-	w13_d779e27706
mam	w1_d779e27712
partem	w3_d779e27715
rarissimarum,	w5_d779e27718
&	w7_d779e27721
ex	w9_d779e27724
MSa.	w11_d779e27727
interdum	w13_d779e27731
in	w1_d779e27736
lacem	w3_d779e27739
prolatarum,	w5_d779e27742
Tom.	w7_d779e27745
I.	w9_d779e27748
pars	w11_d779e27751
I.	w13_d779e27755
8vo	w15_d779e27758
maj.	w17_d779e27761
Norimb.	w1_d779e27766
1763.	w3_d779e27769
1.	w5_d779e27772
fl.	w7_d779e27775
Emilia:	w1_d779e27780
oder	w3_d779e27783
die	w5_d779e27786
belohnte	w7_d779e27789
Tugend,	w9_d779e27792
in	w11_d779e27795
der	w13_d779e27799
Ge	w15_d779e27802
schichte	w1_d779e27808
der	w3_d779e27811
Fräulein	w5_d779e27814
von	w7_d779e27817
Melvile,	w9_d779e27820
aus	w11_d779e27823
dem	w13_d779e27827
Eng	w15_d779e27830
lischen	w1_d779e27835
übersetzt,	w3_d779e27838
2.	w5_d779e27841
Theile,	w7_d779e27844
8vo	w9_d779e27847
Nürnb.	w11_d779e27850
1763.	w13_d779e27854
1.	w1_d779e27859
fl.	w3_d779e27862
Der	w1_d779e27867
reisende	w3_d779e27870
Musicant,	w5_d779e27873
eine	w7_d779e27876
anmuthige	w9_d779e27879
Ge	w11_d779e27882
schichte,	w1_d779e27888
aus	w3_d779e27891
dem	w5_d779e27894
Französis.	w7_d779e27897
übersetzt,	w9_d779e27900
80o	w11_d779e27903
Stock	w13_d779e27907
holm,	w1_d779e27912
1763.	w3_d779e27915
34.	w5_d779e27918
kr.	w7_d779e27921
Die	w1_d779e27926
neueste	w3_d779e27929
Art	w5_d779e27932
das	w7_d779e27935
Kaiser=spiel	w9_d779e27938
recht	w11_d779e27941
und	w13_d779e27945
wol	w1_d779e27950
zu	w3_d779e27953
spielen,	w5_d779e27956
8vo	w7_d779e27959
Nürnb.	w9_d779e27962
1763.	w11_d779e27965
7	w13_d779e27969
kr.	w15_d779e27972
Geschichte	w1_d779e27978
des	w3_d779e27981
Estevanille	w5_d779e27984
Gonzalez,	w7_d779e27987
mit	w9_d779e27990
dem	w11_d779e27993
Zunamen	w1_d779e27998
des	w3_d779e28001
Lustigen,	w5_d779e28004
von	w7_d779e28007
Herrn	w9_d779e28010
le	w11_d779e28013
Sage	w13_d779e28017
aus	w15_d779e28020
dem	w1_d779e28025
Spanischen	w3_d779e28028
gezogen,	w5_d779e28031
aus	w7_d779e28034
dem	w9_d779e28037
Französischen	w11_d779e28040
übersetzt,	w1_d779e28045
8vo	w3_d779e28048
Hamb.	w5_d779e28051
1763.	w7_d779e28054
1.	w9_d779e28057
fl.	w11_d779e28060
</list>
<list id="l92_d779e28064">
Den	w1_d779e28068
18.	w3_d779e28071
künftigen	w5_d779e28074
Monats	w7_d779e28077
Augusti	w9_d779e28080
wird	w11_d779e28083
in	w13_d779e28087
der	w15_d779e28090
</list>
<p id="p94_d779e28094">
Den	w1_d779e28098
18.	w3_d779e28101
künftigen	w5_d779e28104
Monats	w7_d779e28107
Augusti	w9_d779e28110
wird	w11_d779e28113
in	w13_d779e28117
der	w15_d779e28120
Dom=capitlischen	w1_d779e28125
Hof=meister=amts=canzley	w3_d779e28128
im	w1_d779e28133
Zwettel	w3_d779e28136
hof	w5_d779e28139
fruhe	w7_d779e28142
um	w9_d779e28145
8.	w11_d779e28148
Uhr	w13_d779e28152
die	w15_d779e28155
bey	w17_d779e28158
dem	w19_d779e28161
goldenen	w1_d779e28167
Vogel	w3_d779e28170
genannte,	w5_d779e28173
zu	w7_d779e28176
Maria	w9_d779e28179
hili	w11_d779e28182
ligende	w13_d779e28186
Behausung	w1_d779e28191
nebst	w3_d779e28194
darauf	w5_d779e28197
haftenden	w7_d779e28200
Schankgerech	w9_d779e28203
tigkeit	w1_d779e28208
und	w3_d779e28211
Garten,	w5_d779e28214
dann	w7_d779e28217
2.	w9_d779e28220
schönen	w11_d779e28223
Kellern	w13_d779e28227
dem	w15_d779e28230
Meistbietenden	w1_d779e28235
licitando	w3_d779e28238
verkaufet.	w5_d779e28241
</p>
</doc>
