<doc id="edoc_wd_1780-12-02" attrs="word" year="1780" month="12" day="02" corpus="1">
<p id="p4">
Monarchinn	w23
hohen	w12009
Würden	w12010
übereinstimmend	w12011
er=gebenen	w12012
<g/>
=
Verzierungen	w12015
wird	w12016
den	w12017
Beyfall	w12018
der	w12019
Liebhaber	w12020
verdienen	w12021
<g/>
—
<g/>
—
welche	w12024
sowohl	w12025
auf	w12026
Abfindung	w12027
<g/>
,
gut	w12029
groppirte	w12030
Ehrenzeichen	w12031
<g/>
,
und	w12033
nlichkeit	w12034
<g/>
,
als	w12036
auf	w12037
eine	w12038
durch	w12039
den	w12040
reinen	w12041
und	w12042
geschickten	w12043
Griffel	w12044
des	w12045
Künstlers	w12046
<g/>
(
obwohl	w12048
im	w12049
kleinen	w12050
<g/>
)
geschehenen	w12052
Ausführung	w12053
des	w12054
Ganzen	w12055
sattsamm	w12056
pflegen	w12057
<g/>
.
Der	w12059
Preiß	w12060
ist	w12061
24	w12062
kr	w12063
<g/>
.
</p>
<head id="hl24">
An	w12065
das	w12066
Böhmische	w12067
<g/>
,
Mährische	w12069
<g/>
,
und	w12071
Böh=misch	w12072
<g/>
=
<g/>
=
Schlesische	w12075
Publikum	w12076
<g/>
.
</head>
<p id="p95">
Es	w12078
sind	w12079
noch	w12080
einige	w12081
Exemplare	w12082
von	w12083
dem	w12084
so	w12085
nütz=lichen	w12086
<g/>
=
Sittenbüchlein	w12088
in	w12089
böhmischer	w12090
Sprache	w12091
über	w12092
das	w12093
Bauernvolk	w12094
obhanden	w12095
<g/>
,
die	w12097
man	w12098
gerne	w12099
unter	w12100
die	w12101
Dorfrichter	w12102
und	w12103
Gemeinden	w12104
in	w12105
dem	w12106
Königreiche	w12107
Böhmen	w12108
<g/>
,
und	w12110
Markgrafthum	w12111
Mäh=ren	w12112
<g/>
=
vertheilt	w12114
wissen	w12115
wollte	w12116
<g/>
;
daher	w12118
haben	w12119
sich	w12120
die	w12121
Herren	w12122
Wirthschaftsräthe	w12123
<g/>
,
und	w12125
Jnspektoren	w12126
<g/>
,
welche	w12128
dem	w12129
Nutzen	w12130
ihrer	w12131
Herrschaften	w12132
befördern	w12133
<g/>
,
und	w12135
zu	w12136
einer	w12137
bessern	w12138
Aufklärung	w12139
des	w12140
böhmischen	w12141
Landmanns	w12142
in	w12143
seinen	w12144
Pfichten	w12145
gegen	w12146
Gott	w12147
<g/>
,
sich	w12149
bsten	w12150
<g/>
,
die	w12152
Majestät	w12153
<g/>
,
Obrigkeiten	w12155
<g/>
,
und	w12157
das	w12158
Vaterland	w12159
auch	w12160
was	w12161
beytragen	w12162
wollen	w12163
hier	w12164
in	w12165
Wien	w12166
bey	w12167
dem	w12168
Hrn	w12169
<g/>
.
Johann	w12171
Lieber	w12172
<g/>
,
burgerl	w12174
<g/>
.
Handelsmann	w12176
zur	w12177
rothen	w12178
Sonne	w12179
am	w12180
Graben	w12181
zu	w12181a
melden	w12182
<g/>
,
welcher	w12184
die	w12185
Güte	w12186
haben	w12187
wird	w12188
<g/>
,
ih=nen	w12190
<g/>
=
solches	w12192
unentgeltlich	w12193
abzugeben	w12194
<g/>
.
<g/>
—
Wenn	w12197
gleich	w12198
der	w12199
gleichgiltste	w12200
Patrio	w12201
gegen	w12202
dieses	w12203
Sit=tenbüchlein	w12204
<g/>
=
unmöglich	w12206
gleichgiltig	w12207
seyn	w12208
kann	w12209
<g/>
,
un=terlies	w12211
<g/>
=
dem	w12213
ungeachtet	w12214
nicht	w12215
der	w12216
gelehrte	w12217
Herr	w12218
Anzeiger	w12219
der	w12220
böhmischen	w12221
<g/>
(
nunmehr	w12222
böhmisch	w12223
und	w12224
mährischen	w12225
<g/>
)
Litteratur	w12227
zu	w12228
Prag	w12229
im	w12230
2	w12231
<g/>
.
Stücke	w12233
einer	w12234
treflichen	w12235
Anzeigen	w12236
Pag	w12237
<g/>
.
165	w12239
mit	w12240
einem	w12241
Paar	w12242
handvoll	w12243
Koth	w12244
darnach	w12245
zu	w12246
schmeissen	w12247
<g/>
,
und	w12249
das	w12250
Publikum	w12251
bey	w12252
dessen	w12253
Kauf	w12254
zu	w12255
avertiren	w12256
<g/>
,
daß	w12258
es	w12259
nicht	w12260
böhmisch	w12261
<g/>
,
sondern	w12263
banakisch	w12264
wäre	w12265
<g/>
;
und	w12267
deswegen	w12268
wieder	w12269
von	w12270
jederman	w12271
zu	w12272
Prag	w12273
in	w12274
den	w12275
Buchladen	w12276
zurück	w12277
geschickt	w12278
würde	w12279
<g/>
,
der	w12281
solches	w12282
ge=kauft	w12283
<g/>
=
hat	w12285
<g/>
—
Wie	w12287
mein	w12288
böhmisch	w12289
Sittenbüch=lein	w12290
<g/>
=
im	w12292
banatischen	w12293
Dialekte	w12294
ausgefallen	w12295
seyn	w12296
soll	w12297
<g/>
,
ohne	w12299
daß	w12300
weder	w12301
Hana	w12302
mein	w12303
Vaterland	w12304
ist	w12305
<g/>
,
noch	w12307
ich	w12308
jemals	w12309
mit	w12310
diesen	w12311
guten	w12312
Leuten	w12313
einigen	w12314
Um=gang	w12315
<g/>
=
hatte	w12317
<g/>
,
und	w12319
am	w12320
allerwenigsten	w12321
diese	w12322
Spra=che	w12323
<g/>
=
aus	w12325
Büchern	w12326
erlernen	w12327
konnte	w12328
<g/>
,
war	w12330
mir	w12331
in	w12332
der	w12333
That	w12334
räthselhaft	w12335
<g/>
,
und	w12337
ausser	w12338
allem	w12339
Begrife	w12340
<g/>
.
Unfehlbar	w12342
muß	w12343
diesen	w12344
leichtgläubigen	w12345
Hrn	w12346
<g/>
.
AnAnzeiger	w12348
<g/>
=
</p>
<p id="p96">
zeiger	w12350
in	w12351
seinem	w12352
Urtheil	w12353
<g/>
,
welches	w12355
meinem	w12356
böh=mischen	w12357
<g/>
=
Sittenbüchlein	w12359
den	w12360
Staab	w12361
brechen	w12362
soll=te	w12363
<g/>
=
<g/>
,
die	w12366
k	w12367
<g/>
.
k	w12369
<g/>
.
priv	w12371
<g/>
.
mährisch	w12373
jüdische	w12374
Lehenbank	w12375
<g/>
(
die	w12377
es	w12378
im	w12379
Verschleisse	w12380
hatte	w12381
<g/>
,
und	w12383
sich	w12384
sonst	w12385
in	w12386
der	w12387
That	w12388
alle	w12389
nur	w12390
erdenkliche	w12391
Mühe	w12392
gab	w12393
<g/>
,
die	w12395
Sitten	w12396
unter	w12397
dem	w12398
christlichen	w12399
Bauernvolk	w12400
beßt=möglichst	w12401
<g/>
=
auszubreiten	w12403
<g/>
)
irre	w12405
gemacht	w12406
haben	w12407
<g/>
,
daß	w12409
auch	w12410
mein	w12411
böhmisch	w12412
Büchel	w12413
im	w12414
mährischen	w12415
<g/>
,
folg=lich	w12417
<g/>
=
banaischen	w12419
Dialekte	w12420
geschrieben	w12421
seyn	w12422
muß	w12423
<g/>
,
ohne	w12425
es	w12426
selbst	w12427
gelesen	w12428
<g/>
,
und	w12430
sich	w12431
um	w12432
dessen	w12433
Aus=drücke	w12434
<g/>
=
<g/>
,
ob	w12437
sie	w12438
böhmisch	w12439
<g/>
,
oder	w12441
banaisch	w12442
sind	w12443
<g/>
,
im	w12445
geringsten	w12446
bekümmert	w12447
zu	w12448
haben	w12449
<g/>
;
denn	w12451
daß	w12452
ihn	w12453
die	w12454
wenigen	w12455
orthographischen	w12456
Freyheiten	w12457
<g/>
,
der	w12459
ich	w12460
mich	w12461
darinn	w12462
bediente	w12463
<g/>
,
zu	w12465
diesem	w12466
Spruche	w12467
be=wogen	w12468
<g/>
=
haben	w12470
sollten	w12471
<g/>
,
glaub'	w12473
ich	w12474
deswegen	w12475
nicht	w12476
<g/>
,
weil	w12478
ich	w12479
sie	w12480
in	w12481
meiner	w12482
Vorrede	w12483
anzeigte	w12484
<g/>
,
und	w12486
ein	w12487
jeder	w12488
böhmischer	w12489
Bauernjunge	w12490
<g/>
,
der	w12492
sie	w12493
liest	w12494
<g/>
,
oh=ne	w12496
<g/>
=
allem	w12498
Anstand	w12499
auch	w12500
mein	w12501
Büchel	w12502
lesen	w12503
<g/>
,
und	w12505
verstehen	w12506
wird	w12507
<g/>
.
Sollte	w12509
ja	w12510
wider	w12511
Vermuthen	w12512
meine	w12513
Orthogrophie	w12514
diesen	w12515
gelehrten	w12516
Herrn	w12517
da=zu	w12518
<g/>
=
wirklich	w12520
verleitet	w12521
haben	w12522
<g/>
?
So	w12524
möchte	w12525
er	w12526
doch	w12527
bedenken	w12528
<g/>
,
daß	w12530
sein	w12531
Urtheil	w12532
bey	w12533
weitem	w12534
noch	w12535
nicht	w12536
das	w12537
Urtheil	w12538
aller	w12539
meiner	w12540
Landsleute	w12541
ist	w12542
<g/>
;
und	w12544
wenn	w12545
er	w12546
glaubt	w12547
<g/>
,
daß	w12549
seine	w12550
Brille	w12551
unter	w12552
allen	w12553
auf	w12554
der	w12555
Welt	w12556
die	w12557
untrüglichste	w12558
Brille	w12559
sey	w12560
<g/>
,
ihm	w12562
derley	w12563
Gegenstände	w12564
im	w12565
hellsten	w12566
Licht	w12567
darstellt	w12568
<g/>
,
ein	w12570
anderer	w12571
ein	w12572
gleiches	w12573
von	w12574
der	w12575
seinigen	w12576
glau=ben	w12577
<g/>
=
kann	w12579
<g/>
,
und	w12581
sich	w12582
nicht	w12583
so	w12584
leicht	w12585
eine	w12586
von	w12587
sei=nem	w12588
<g/>
=
Befehle	w12590
aufdringen	w12591
läßt	w12592
<g/>
.
Er	w12594
will	w12595
durch=aus	w12596
<g/>
=
nicht	w12598
leiden	w12599
<g/>
,
daß	w12601
eine	w12602
Nation	w12603
etwas	w12604
an	w12605
der	w12606
Orthographie	w12607
ihrer	w12608
Sprache	w12609
ändere	w12610
<g/>
,
son=dern	w12612
<g/>
=
diese	w12614
soll	w12615
immer	w12616
die	w12617
nämliche	w12618
bleiben	w12619
<g/>
,
wie	w12621
sie	w12622
von	w12623
undenklichen	w12624
Zeiten	w12625
gewesen	w12626
ist	w12627
<g/>
,
prote=stirt	w12629
<g/>
=
dagegen	w12631
feyerlich	w12632
<g/>
,
und	w12634
erwäget	w12635
nicht	w12636
<g/>
,
daß	w12638
sein	w12639
Protestiren	w12640
die	w12641
Nation	w12642
eben	w12643
so	w12644
wenigküm=mern	w12645
<g/>
=
wird	w12647
<g/>
,
als	w12649
sie	w12650
die	w12651
Wolken	w12652
vom	w12653
vorigen	w12654
Jahre	w12655
kümmern	w12656
werden	w12657
<g/>
;
geschweige	w12659
daß	w12660
eine	w12661
unter	w12662
ihnen	w12663
<g/>
,
zum	w12665
Beyspiele	w12666
<g/>
,
die	w12668
deutsche	w12669
ihr	w12670
willkürlich	w12671
Chaos	w12672
von	w12673
Orthographie	w12674
wieder	w12675
des=wegen	w12676
<g/>
=
annehmen	w12678
sollte	w12679
<g/>
,
weil	w12681
keiner	w12682
von	w12683
ihren	w12684
alten	w12685
Scribenten	w12686
<g/>
,
ja	w12688
nur	w12689
von	w12690
jenen	w12691
<g/>
,
die	w12693
höch=stens	w12694
<g/>
=
vor	w12696
50	w12697
Jahren	w12698
schrieben	w12699
<g/>
,
in	w12701
jener	w12702
Ortho=graphie	w12703
<g/>
=
geschrieben	w12705
hat	w12706
<g/>
,
in	w12708
der	w12709
man	w12710
heut	w12711
zu	w12712
Tage	w12713
in	w12714
Deutschland	w12715
allgemein	w12716
zu	w12717
schreiben	w12718
pflegt	w12719
<g/>
.
<g/>
—
Da	w12722
nun	w12723
derley	w12724
sophistischem	w12725
Prote=stiren	w12726
<g/>
=
ungeachtet	w12728
die	w12729
Deutschen	w12730
<g/>
,
Franzosen	w12732
<g/>
,
ja	w12734
fast	w12735
alle	w12736
Nationen	w12737
eine	w12738
solche	w12739
Reforme	w12740
an	w12741
ih=ren	w12742
<g/>
=
Orthographien	w12744
vorgenommen	w12745
haben	w12746
<g/>
;
so	w12748
lohnt	w12749
es	w12750
<g/>
,
glaub	w12752
ich	w12753
<g/>
,
immer	w12755
die	w12756
Mühe	w12757
<g/>
,
daß	w12759
auch	w12760
die	w12761
Böhmen	w12762
ihre	w12763
Sprache	w12764
in	w12765
eine	w12766
bessere	w12767
Ordnung	w12768
um	w12769
so	w12770
mehr	w12771
bringen	w12772
<g/>
,
als	w12774
diese	w12775
Spra=che	w12776
<g/>
=
noch	w12778
immer	w12779
die	w12780
Hauptsprache	w12781
eines	w12782
König=reichs	w12783
<g/>
=
<g/>
,
Markgrafthums	w12786
<g/>
,
und	w12788
dreyer	w12789
Fürsten=thümer	w12790
<g/>
=
bleibt	w12792
<g/>
,
und	w12794
aus	w12795
Mangel	w12796
nützlicher	w12797
böh=mischer	w12798
<g/>
=
Scribenten	w12799
<g/>
,
der	w12801
Böhme	w12802
noch	w12803
stäts	w12804
gegezwungen	w12805
<g/>
=
</p>
<p id="p97">
zwungen	w12807
ist	w12808
böhmische	w12809
Bücher	w12810
<g/>
(
wenn	w12812
er	w12813
an=derst	w12814
<g/>
=
eins	w12816
in	w12817
seiner	w12818
Sprache	w12819
lesen	w12820
will	w12821
<g/>
)
in	w12823
der	w12824
Fremde	w12825
zu	w12826
hollen	w12827
<g/>
,
und	w12829
dem	w12830
Ausländer	w12831
theuer	w12832
abzukaufen	w12833
<g/>
,
welche	w12835
derley	w12836
böhmische	w12837
Bücher	w12838
alsdenn	w12839
nicht	w12840
selten	w12841
<g/>
,
statt	w12843
einer	w12844
guten	w12845
Wirkung	w12846
<g/>
,
Unheil	w12848
im	w12849
Lande	w12850
stiften	w12851
<g/>
,
wenn	w12853
dieselben	w12854
ge=meiniglich	w12855
<g/>
=
der	w12857
Landesverfassung	w12858
zuwider	w12859
<g/>
,
den	w12861
guten	w12862
Sitten	w12863
nachtheilig	w12864
<g/>
,
und	w12866
der	w12867
Religion	w12868
schädlich	w12869
befunden	w12870
werden	w12871
<g/>
.
<g/>
—
Aus	w12874
dieser	w12875
Ur=sache	w12876
<g/>
=
also	w12878
<g/>
,
und	w12880
vorzüglich	w12881
weil	w12882
der	w12883
böhmische	w12884
Landmann	w12885
noch	w12886
kein	w12887
Buch	w12888
in	w12889
seiner	w12890
Sprache	w12891
aufzuweisen	w12892
hatte	w12893
<g/>
,
welches	w12895
ihn	w12896
mit	w12897
den	w12898
deut=lichsten	w12899
<g/>
=
Beyspielen	w12901
lehrte	w12902
<g/>
,
was	w12904
er	w12905
Gott	w12906
<g/>
,
sich	w12908
selbst	w12909
<g/>
,
seinem	w12911
Nächsten	w12912
<g/>
,
dem	w12914
Landesfürsten	w12915
<g/>
,
den	w12917
Obrigkeiten	w12918
<g/>
,
und	w12920
dem	w12921
Vaterlande	w12922
schuldig	w12923
ist	w12924
<g/>
,
ließ	w12926
ich	w12927
dies	w12928
Sittenbüchlein	w12929
in	w12930
böhmischer	w12931
Sprache	w12932
auf	w12933
eigene	w12934
Unkösten	w12935
<g/>
,
in	w12937
der	w12938
festesten	w12939
Hofnung	w12940
drucken	w12941
<g/>
,
daß	w12943
meine	w12944
dankbaren	w12945
Lands=leute	w12946
<g/>
=
diese	w12948
ganz	w12949
gewiß	w12950
ersetzen	w12951
<g/>
,
und	w12953
mich	w12954
schad=los	w12955
<g/>
=
halten	w12957
werden	w12958
<g/>
.
Allein	w12960
<g/>
,
weil	w12962
ich	w12963
mich	w12964
dar=inn	w12965
<g/>
=
jener	w12967
Orthographie	w12968
des	w12969
Rosa	w12970
und	w12971
Pohl	w12972
<g/>
,
die	w12974
doch	w12975
unter	w12976
meinen	w12977
Landesleuten	w12978
die	w12979
bekann=testen	w12980
<g/>
=
Sprachlehrer	w12982
sind	w12983
<g/>
,
bediente	w12985
<g/>
,
schalt	w12987
es	w12988
dieser	w12989
Hr	w12990
<g/>
.
Anzeiger	w12992
in	w12993
Prag	w12994
<g/>
,
wie	w12996
gesagt	w12997
<g/>
,
so=gleich	w12999
<g/>
=
banakisch	w13001
<g/>
,
und	w13003
der	w13004
edle	w13005
Herr	w13006
v	w13007
<g/>
.
Schön=feld	w13009
<g/>
=
<g/>
,
Buchdrucker	w13012
in	w13013
Prag	w13014
<g/>
(
der	w13016
dieses	w13017
Büchel	w13018
noch	w13019
eher	w13020
nachgedruckt	w13021
<g/>
,
als	w13023
ich	w13024
kaum	w13025
die	w13026
Hälfte	w13027
meiner	w13028
Unkösten	w13029
hereinbringen	w13030
konnte	w13031
<g/>
)
gar	w13033
un=verständlich	w13034
<g/>
=
<g/>
,
und	w13037
nicht	w13038
leserlich	w13039
<g/>
;
wolle	w13041
daher	w13042
aus	w13043
Liebe	w13044
zum	w13045
Vaterlande	w13046
dies	w13047
Buch	w13048
<g/>
(
weil	w13050
dasselbe	w13051
für	w13052
das	w13053
Bauernvolk	w13054
das	w13055
nützlichste	w13056
Buch	w13057
sey	w13058
<g/>
)
verbessern	w13060
<g/>
,
und	w13062
in	w13063
der	w13064
wahren	w13065
böhmischen	w13066
Mundart	w13067
dem	w13068
Publikum	w13069
selbst	w13070
im	w13071
Drucke	w13072
lie=fern	w13073
<g/>
=
<g/>
.
<g/>
—
Ob	w13077
dieser	w13078
edle	w13079
Herr	w13080
das	w13081
Buch	w13082
wirk=lich	w13083
<g/>
=
verbessert	w13085
<g/>
,
oder	w13087
vielmehr	w13088
von	w13089
Wort	w13090
zu	w13091
Wort	w13092
dem	w13093
meinigen	w13094
nachgedruckt	w13095
<g/>
,
folglich	w13097
öffentlich	w13098
wegen	w13099
der	w13100
Verbesserung	w13101
gelogen	w13102
<g/>
,
kann	w13104
nur	w13105
derjenige	w13106
entscheiden	w13107
<g/>
,
welcher	w13109
mein	w13110
Buch	w13111
<g/>
,
und	w13113
seinen	w13114
Nachdruck	w13115
gelesen	w13116
hat	w13117
<g/>
.
Doch	w13119
derley	w13120
Schwänke	w13121
<g/>
,
und	w13123
listige	w13124
Griffe	w13125
eigennütziger	w13126
Nachdrucker	w13127
<g/>
,
welche	w13129
die	w13130
Liebe	w13131
zum	w13132
Vaterlan=de	w13133
<g/>
=
nicht	w13135
eher	w13136
kennen	w13137
<g/>
,
als	w13139
bis	w13140
sie	w13141
die	w13142
Gelegen=heit	w13143
<g/>
=
erlauert	w13145
haben	w13146
<g/>
,
einen	w13148
ehrlichen	w13149
Mann	w13150
öf=fentlich	w13151
<g/>
=
<g/>
,
und	w13154
am	w13155
hellen	w13156
Tage	w13157
all	w13158
dessen	w13159
zu	w13160
be=rauben	w13161
<g/>
=
<g/>
,
wessen	w13164
Erwerbung	w13165
ihn	w13166
vieler	w13167
Nächte	w13168
Wachen	w13169
<g/>
,
Schweiß	w13171
<g/>
,
und	w13173
sauer	w13174
verdientes	w13175
Geld	w13176
gekostet	w13177
hat	w13178
<g/>
,
sind	w13180
zur	w13181
Genüge	w13182
bekannt	w13183
<g/>
,
als	w13185
daß	w13186
man	w13187
sie	w13188
wiederhollen	w13189
sollte	w13190
<g/>
.
Auch	w13192
der	w13193
ge=ringere	w13194
<g/>
=
Preis	w13196
derley	w13197
Nachdrücke	w13198
kann	w13199
die	w13200
ei=gennützigen	w13201
<g/>
=
Absichten	w13203
nicht	w13204
bemänteln	w13205
<g/>
,
wenn	w13207
man	w13208
auf	w13209
der	w13210
andern	w13211
Seitte	w13212
nimmt	w13213
<g/>
,
wie	w13215
ihr	w13216
Diebstahl	w13217
gemeiniglich	w13218
um	w13219
so	w13220
schlechter	w13221
gedrückt	w13222
wird	w13223
<g/>
,
um	w13225
wieviel	w13226
geringer	w13227
desselben	w13228
Preis	w13229
an=gesetzet	w13230
<g/>
=
ist	w13232
<g/>
;
gleichwie	w13234
bey	w13235
der	w13236
von	w13237
Schönfeld=schen	w13238
<g/>
=
Aussage	w13240
in	w13241
Vergleich	w13242
der	w13243
meinigen	w13244
hin=länglich	w13245
<g/>
=
zu	w13247
ersehen	w13248
<g/>
,
daß	w13250
der	w13251
Druck	w13252
und	w13253
das	w13254
Papier	w13255
zusamm	w13256
unmöglich	w13257
so	w13258
viel	w13259
gekostet	w13260
ha=ben	w13261
<g/>
=
<g/>
,
was	w13264
das	w13265
Papier	w13266
allein	w13267
bey	w13268
meiner	w13269
OriOriginal	w13270
<g/>
=
</p>
<p id="p98">
ginal	w13272
Auflage	w13273
gekostet	w13274
hat	w13275
<g/>
,
ohne	w13277
den	w13278
beträcht=lichen	w13279
<g/>
=
Druckerlohn	w13281
zu	w13282
gedenken	w13283
<g/>
.
<g/>
—
Daher	w13286
es	w13287
auch	w13288
ein	w13289
leichtes	w13290
wäre	w13291
<g/>
,
meine	w13293
Sache	w13294
da	w13295
zu	w13296
behaupten	w13297
<g/>
,
wo	w13299
man	w13300
Leute	w13301
belanget	w13302
<g/>
,
die	w13304
ei	w13305
wider	w13306
alles	w13307
Recht	w13308
und	w13309
Billigkeit	w13310
um	w13311
das	w13312
nige	w13313
gebracht	w13314
haben	w13315
<g/>
.
Da	w13317
ich	w13318
jedoch	w13319
einerseits	w13320
eben	w13321
kein	w13322
Freund	w13323
von	w13324
Strittigkeiten	w13325
bin	w13326
<g/>
,
und	w13328
andererseits	w13329
sich	w13330
diese	w13331
von	w13332
selbst	w13333
verbieten	w13334
<g/>
,
und	w13336
mir	w13337
Zeit	w13338
<g/>
,
Musse	w13340
und	w13341
Mittel	w13342
fehlen	w13343
<g/>
,
mag	w13345
er	w13346
Schönfeld	w13347
immer	w13348
in	w13349
Ruhe	w13350
das	w13351
geniessen	w13352
<g/>
,
was	w13354
er	w13355
mich	w13356
unrechtmäßig	w13357
gebracht	w13358
hat	w13359
<g/>
.
Ich	w13361
wünsche	w13362
sogar	w13363
<g/>
,
daß	w13365
ihn	w13366
mein	w13367
Verlust	w13368
reich	w13369
so	w13370
reich	w13371
mache	w13372
<g/>
,
daß	w13374
er	w13375
nimmermehr	w13376
Ursach	w13377
ha=be	w13378
<g/>
=
<g/>
,
irgendwo	w13381
einen	w13382
edler	w13383
denkenden	w13384
Patrioten	w13385
so	w13386
niederträchtig	w13387
zu	w13388
behandeln	w13389
<g/>
,
und	w13391
einen	w13392
an=dern	w13393
<g/>
=
von	w13395
derley	w13396
vaterländischen	w13397
Absichten	w13398
ab=zuschrecken	w13399
<g/>
=
<g/>
,
wie	w13402
niederträchtig	w13403
er	w13404
mich	w13405
behandelt	w13406
und	w13407
künftighin	w13408
für	w13409
mein	w13410
Vaterland	w13411
was	w13412
zu	w13413
unternehmen	w13414
abgeschrecket	w13415
hat	w13416
<g/>
.
Wien	w13418
den	w13419
Winterm	w13420
<g/>
.
1780	w13422
<g/>
.
</p>
<p id="p99">
Joseph	w13424
Prokop	w13425
<g/>
,
herrschaftl.	w13427
Rechnungs	w13428
Revident	w13429
<g/>
.
</p>
<head id="hl25">
Nachricht	w13431
<g/>
.
</head>
<p id="p100">
Jn	w13433
dem	w13434
k	w13435
<g/>
.
k	w13437
<g/>
.
Markt	w13439
Manerstorf	w13440
sind	w13441
zwey	w13442
Gebäude	w13443
<g/>
,
wovon	w13445
eines	w13446
auf	w13447
die	w13448
neueste	w13449
Art	w13450
meublirt	w13451
<g/>
,
in	w13453
11	w13454
Zimmern	w13455
<g/>
,
2	w13457
Kuchein	w13458
<g/>
,
einer	w13460
Wagenstellung	w13461
<g/>
,
Stallung	w13463
<g/>
,
Keller	w13465
<g/>
,
Elsgrube,	w13467
Lust	w13468
<g/>
=
und	w13470
Obstgartel	w13471
<g/>
;
das	w13473
andere	w13474
aber	w13475
in	w13476
Zimmern	w13477
<g/>
,
Kuchel	w13479
<g/>
,
Spels	w13481
<g/>
,
Scheuer	w13483
<g/>
,
Schit	w13485
kasten	w13486
<g/>
,
Stallungen	w13488
auf	w13489
Pferde	w13490
und	w13491
Hornvieh,	w13492
grossen	w13493
Keller	w13494
<g/>
,
Milchkeller	w13496
<g/>
,
dann	w13498
einem	w13499
grossen	w13500
Garten	w13501
mit	w13502
Obstbäumen	w13503
<g/>
,
nebst	w13505
Krautgarten	w13506
<g/>
,
Pflanzsteig	w13508
und	w13509
5	w13510
Last	w13511
Holz	w13512
bestehend	w13513
<g/>
,
entwe=der	w13515
<g/>
=
einzeln	w13517
oder	w13518
beede	w13519
zusammen	w13520
täglich	w13521
Bestand	w13522
zu	w13523
verlassen	w13524
<g/>
,
oder	w13526
allenfals	w13527
mit	w13528
aller	w13529
Einrichtung	w13530
und	w13531
vorfindigen	w13532
Geräthschaften	w13533
zu	w13534
verkaufen	w13535
<g/>
.
Wer	w13537
demnach	w13538
zu	w13539
einem	w13540
oder	w13541
an=dern	w13542
<g/>
=
Belieben	w13544
trägt	w13545
<g/>
,
kann	w13547
sich	w13548
des	w13549
mehrern	w13550
im	w13551
Judengässel	w13552
Nr	w13553
<g/>
.
501	w13555
im	w13556
3ten	w13557
Stock	w13558
bei	w13559
dem	w13560
Eigenthümer	w13561
erkundigen	w13562
<g/>
.
<g/>
—
Auch	w13565
ist	w13566
ein	w13567
4sitziges	w13568
Reiskalleß	w13569
auf	w13570
eisenen	w13571
Federn	w13572
täglich	w13573
zu	w13574
verkaufen	w13575
<g/>
,
und	w13577
sich	w13578
deshalb	w13579
eben	w13580
daselbst	w13581
anzumelden	w13582
<g/>
.
</p>
<p id="p101">
Hiemit	w13584
wird	w13585
jedermann	w13586
zu	w13587
wissen	w13588
gemacht	w13589
<g/>
,
daß	w13591
des	w13592
Georg	w13593
Michael	w13594
Humß	w13595
<g/>
,
gewest	w13597
burgl	w13598
<g/>
.
Mühlermeisters	w13600
zu	w13601
Wienerisch	w13602
<g/>
=
Neustadt	w13604
seel	w13605
<g/>
.
eigenthümlich	w13607
geweste	w13608
Mahlmühle	w13609
mit	w13610
3	w13611
Gän=gen	w13612
<g/>
=
<g/>
,
samt	w13615
Mahlzeug	w13616
und	w13617
anklebenden	w13618
Woh=nung	w13619
<g/>
=
<g/>
,
nebst	w13622
Stadel	w13623
und	w13624
Stallungen	w13625
<g/>
,
dann	w13627
da=zu	w13628
<g/>
=
gehörigen	w13630
in	w13631
6	w13632
1	w13633
<g/>
/
2	w13635
Tagw	w13636
<g/>
.
Wiesen	w13638
und	w13639
Tagw	w13640
<g/>
.
Krautäckern	w13642
bestehenden	w13643
Gründen	w13644
<g/>
,
auch	w13646
4	w13647
Joch	w13648
Uiberländfeldäckern	w13649
im	w13650
Hungarfeld	w13651
<g/>
,
in	w13653
Bestand	w13654
zu	w13655
verlassen	w13656
sey	w13657
<g/>
.
Wer	w13659
demnach	w13660
obige	w13661
Mahlmühle	w13662
samt	w13663
gemeldten	w13664
Grundstücken	w13665
in	w13666
Bestand	w13667
zu	w13668
nehmen	w13669
gedenket	w13670
<g/>
,
hat	w13672
sich	w13673
den	w13674
6	w13675
<g/>
.
Decemb	w13677
<g/>
.
d	w13679
<g/>
.
J	w13681
<g/>
.
bey	w13683
Joh	w13684
<g/>
.
Michael	w13686
Neuhauser	w13687
<g/>
,
burgerl	w13689
<g/>
.
Mühlermeister	w13691
zu	w13692
Neustadt	w13693
<g/>
,
als	w13695
be	w13696
</p>
<p id="p102">
derjährigen	w13697
Jos	w13698
<g/>
.
Hamß	w13700
<g/>
,
aufgestellten	w13702
Ger	w13703
<g/>
=
n	w13705
<g/>
,
anzumelden	w13707
<g/>
.
</p>
<p id="p103">
Wir	w13709
N	w13710
<g/>
.
Stadtrichter	w13712
und	w13713
Rath	w13714
der	w13715
landes=fürstl	w13716
<g/>
=
<g/>
.
Stadt	w13719
Hainburg	w13720
geben	w13721
hiemit	w13722
zu	w13723
ver=nehmen	w13724
<g/>
=
<g/>
:
daß	w13727
der	w13728
JodannJohann	w13729
Georg	w13730
Jakitisch	w13731
<g/>
,
Strumpfstrickermeister	w13733
alhier	w13734
<g/>
,
mit	w13736
seinem	w13737
Ver=mögen	w13738
<g/>
=
zur	w13740
Crida	w13741
gekommen	w13742
<g/>
,
und	w13744
also	w13745
die	w13746
Nothwendigkeit	w13747
erfodert	w13748
<g/>
