<doc id="wr_1763-06-11" attrs="word" year="1763" month="06" day="11" corpus="2">
<head id="h2_d765e3120">
Belle=isle	w1_d765e3124
schmale	w1_d765e24858
Borden,	w3_d765e24861
Wägen,	w5_d765e24864
Teutsch	w7_d765e24867
und	w9_d765e24870
Hungarisch	w11_d765e24873
Reit=zeug,	w1_d765e24878
Carabiner,	w3_d765e24881
Schuh,	w5_d765e24884
ganze	w7_d765e24887
Stuck	w9_d765e24890
rote	w11_d765e24893
Tücher,	w1_d765e24899
Hemder	w3_d765e24902
und	w5_d765e24905
Hungarische	w7_d765e24908
leinene	w9_d765e24911
Gatien,	w11_d765e24914
Stiefel	w1_d765e24919
samt	w3_d765e24922
Sporn,	w5_d765e24925
wie	w7_d765e24928
auch	w9_d765e24931
Zischmen,	w11_d765e24934
Säbel	w13_d765e24938
und	w1_d765e24943
Bajonet=kuppel,	w3_d765e24946
Pantaliers,	w5_d765e24949
samt	w7_d765e24952
Hagen,	w9_d765e24955
Hungarische	w1_d765e24960
Säbel,	w3_d765e24963
Taschen	w5_d765e24966
und	w7_d765e24969
Cartusch,	w9_d765e24972
samt	w11_d765e24975
Riem	w1_d765e24981
dem	w3_d765e24984
Meistbietenden	w5_d765e24987
gegen	w7_d765e24990
baarer	w9_d765e24993
Bezahlung	w11_d765e24996
fruh	w1_d765e25001
von	w3_d765e25004
9	w5_d765e25007
bis	w7_d765e25010
12.	w9_d765e25013
Nachmittag	w11_d765e25016
von	w13_d765e25020
3.	w15_d765e25023
bis	w17_d765e25026
6.	w19_d765e25029
Uhr	w21_d765e25032
hindangelassen	w1_d765e25037
werden.	w3_d765e25040
</p>
<list id="l32_d765e25043">
Wir	w1_d765e25047
Burgermeister	w3_d765e25050
Amts=verwalter,	w5_d765e25053
und	w7_d765e25056
Raht	w9_d765e25059
</list>
<p id="p34_d765e25063">
Wir	w1_d765e25067
Burgermeister	w3_d765e25070
Amts=verwalter,	w5_d765e25073
und	w7_d765e25076
Raht	w9_d765e25079
der	w1_d765e25084
Stadt	w3_d765e25087
Wien	w5_d765e25090
geben	w7_d765e25093
hiemit	w9_d765e25096
denen,	w11_d765e25099
so	w13_d765e25103
es	w15_d765e25106
zu	w17_d765e25109
wis	w19_d765e25112
sen	w1_d765e25117
nöthig,	w3_d765e25120
zu	w5_d765e25123
vernehmen;	w7_d765e25126
es	w9_d765e25129
habe	w11_d765e25132
uns	w13_d765e25136
Titl.	w15_d765e25139
Frau	w17_d765e25142
Maria	w1_d765e25148
Catharina	w3_d765e25151
verwittibte	w5_d765e25154
Gräfin	w7_d765e25157
v.	w9_d765e25160
Martinitz	w11_d765e25163
gebohrne	w1_d765e25168
Gräfin	w3_d765e25171
v.	w5_d765e25174
Trautson	w7_d765e25177
angezeiget,	w9_d765e25180
wie	w11_d765e25183
daß	w13_d765e25187
ihr	w1_d765e25192
4.	w3_d765e25195
Obercammer=amts	w5_d765e25198
ordinari	w7_d765e25201
Cameral-asse-	w9_d765e25204
gni,	w1_d765e25209
und	w3_d765e25212
zwar	w5_d765e25215
3.	w7_d765e25218
jedes	w9_d765e25221
pr.	w11_d765e25224
186.	w13_d765e25228
fl	w15_d765e25231
dann	w17_d765e25234
eines	w19_d765e25237
pr.	w21_d765e25240
88.	w1_d765e25246
fl.	w3_d765e25249
35	w5_d765e25252
ein	w7_d765e25255
viertel	w9_d765e25258
kr.	w11_d765e25261
alle	w13_d765e25265
sub	w15_d765e25268
Num.	w17_d765e25271
412.	w19_d765e25274
all	w21_d765e25277
schon	w1_d765e25282
im	w3_d765e25285
Jahr	w5_d765e25288
1760.	w7_d765e25291
entweders	w9_d765e25294
entfremdet	w11_d765e25297
wor	w13_d765e25301
den,	w1_d765e25306
oder	w3_d765e25309
ansonst	w5_d765e25312
im	w7_d765e25315
Verstoß	w9_d765e25318
gerahten	w11_d765e25321
seyen,	w13_d765e25325
und	w15_d765e25328
unerachtet	w1_d765e25333
all=fleißigen	w3_d765e25336
Nachforschens	w5_d765e25339
nicht	w7_d765e25342
mehr	w9_d765e25345
zu	w1_d765e25351
Handen	w3_d765e25354
zubringen	w5_d765e25357
waren,	w7_d765e25360
dahero	w9_d765e25363
um	w11_d765e25366
Affigirung	w13_d765e25370
eines	w1_d765e25375
in	w3_d765e25378
derley	w5_d765e25381
Fällen	w7_d765e25384
gewöhnlichen	w9_d765e25387
Vaval=edects	w11_d765e25390
anzulangen	w1_d765e25395
sich	w3_d765e25398
bemüßiget	w5_d765e25401
gesehen,	w7_d765e25404
und	w9_d765e25407
zumalen	w11_d765e25410
von	w1_d765e25415
Seiten	w3_d765e25418
eines	w5_d765e25421
Stadt=rahts	w7_d765e25424
hierinn	w9_d765e25427
auch	w11_d765e25430
gewil	w13_d765e25434
liget	w1_d765e25440
worden	w3_d765e25443
ist;	w5_d765e25446
solchemnach	w7_d765e25449
würdet	w9_d765e25452
der,	w11_d765e25455
und	w13_d765e25459
die	w15_d765e25462
jenige,	w1_d765e25467
so	w3_d765e25470
von	w5_d765e25473
obermeldtem	w7_d765e25476
Obercammer=amts	w9_d765e25479
ordinari	w1_d765e25484
Cameral-assegni	w3_d765e25487
einige	w5_d765e25490
Wissenschaft	w7_d765e25493
haben,	w9_d765e25496
oder	w1_d765e25501
hieran	w3_d765e25504
einige	w5_d765e25507
Sprüch	w7_d765e25510
zu	w9_d765e25513
haben	w11_d765e25516
vermeinen,	w13_d765e25520
von	w1_d765e25526
heut	w3_d765e25529
gesetztem	w5_d765e25532
Dato	w7_d765e25535
an,	w9_d765e25538
inner	w11_d765e25541
Jahr,	w13_d765e25545
6.	w15_d765e25548
Wochen	w17_d765e25551
und	w1_d765e25556
3.	w3_d765e25559
Täg	w5_d765e25562
bey	w7_d765e25565
unser	w9_d765e25568
und	w11_d765e25571
Gemeiner	w13_d765e25575
Stadt	w15_d765e25578
Wien	w17_d765e25581
Ober=cammer=amt	w1_d765e25586
entweder	w3_d765e25589
selbst	w5_d765e25592
persönlich	w7_d765e25595
oder	w1_d765e25600
durch	w3_d765e25603
einen	w5_d765e25606
hierzu	w7_d765e25609
hinlänglich	w9_d765e25612
Bevollmäch	w11_d765e25615
tigten	w1_d765e25621
alsogewiß	w3_d765e25624
zu	w5_d765e25627
erscheinen,	w7_d765e25630
und	w9_d765e25633
sich	w11_d765e25636
gewönli	w13_d765e25640
cher=massen	w1_d765e25645
zu	w3_d765e25648
legitimiren	w5_d765e25651
haben,	w7_d765e25654
wie	w9_d765e25657
im	w11_d765e25660
widrigen	w13_d765e25664
nach	w1_d765e25669
Verstreichung	w3_d765e25672
dieses	w5_d765e25675
Termins	w7_d765e25678
besagte	w9_d765e25681
Assegni	w11_d765e25684
gänzlich	w1_d765e25689
caßiret,	w3_d765e25692
und	w5_d765e25695
hinführo	w7_d765e25698
für	w9_d765e25701
null,	w11_d765e25704
nichtig,	w13_d765e25708
und	w1_d765e25714
unkräftig	w3_d765e25717
geachtet	w5_d765e25720
werden	w7_d765e25723
sollen.	w9_d765e25726
So	w11_d765e25729
man	w13_d765e25733
</p>
<p id="p40_d765e25747">
durch	w1_d765e25751
dieses	w3_d765e25754
offene	w5_d765e25757
Edict	w7_d765e25760
hiemit	w9_d765e25763
kund	w11_d765e25766
und	w13_d765e25770
zu	w15_d765e25773
wis	w17_d765e25776
sen	w1_d765e25781
machen	w3_d765e25784
wollen.	w5_d765e25787
Wien	w7_d765e25790
den	w9_d765e25793
21.	w11_d765e25796
May	w13_d765e25800
1763.	w15_d765e25803
</p>
<list id="l42_d765e25806">
Es	w1_d765e25810
itzu	w3_d765e25813
Simmering	w5_d765e25816
eine	w7_d765e25819
Stund	w9_d765e25822
von	w11_d765e25825
hier	w13_d765e25829
ein	w15_d765e25832
</list>
<p id="p44_d765e25836">
Es	w1_d765e25840
itzu	w3_d765e25843
Simmering	w5_d765e25846
eine	w7_d765e25849
Stund	w9_d765e25852
von	w11_d765e25855
hier	w13_d765e25859
ein	w15_d765e25862
neu	w1_d765e25867
wolgebautes	w3_d765e25870
Haus	w5_d765e25873
zu	w7_d765e25876
verkaufen,	w9_d765e25879
welches	w11_d765e25882
beste	w13_d765e25886
het	w1_d765e25891
in	w3_d765e25894
6.	w5_d765e25897
Zimmern	w7_d765e25900
und	w9_d765e25903
Cammer,	w11_d765e25906
einer	w13_d765e25910
Kuchel	w15_d765e25913
und	w17_d765e25916
Keller,	w1_d765e25922
samt	w3_d765e25925
Heu	w5_d765e25928
und	w7_d765e25931
Schutt=boden,	w9_d765e25934
dann	w11_d765e25937
einigen	w13_d765e25941
Zinns=zimmern,	w1_d765e25946
einem	w3_d765e25949
grossen	w5_d765e25952
und	w7_d765e25955
kleinen	w9_d765e25958
Kuchel	w11_d765e25961
garten	w1_d765e25966
und	w3_d765e25969
geraumigen	w5_d765e25972
Hof,	w7_d765e25975
und	w9_d765e25978
ist	w11_d765e25981
sich	w13_d765e25985
desfalls	w15_d765e25988
in	w17_d765e25991
dem	w1_d765e25996
Schulter=gassel	w3_d765e25999
im	w5_d765e26002
kleinen	w7_d765e26005
Jordan	w9_d765e26008
im	w11_d765e26011
2ten	w13_d765e26015
Stock	w1_d765e26021
vorwärts	w3_d765e26024
anzufragen.	w5_d765e26027
</p>
<list id="l46_d765e26030">
Jn	w1_d765e26034
Herrnals	w3_d765e26037
ist	w5_d765e26040
das	w7_d765e26043
Englische	w9_d765e26046
Haus	w11_d765e26049
samteinem	w13_d765e26053
</list>
<p id="p48_d765e26058">
Jn	w1_d765e26062
Herrnals	w3_d765e26065
ist	w5_d765e26068
das	w7_d765e26071
Englische	w9_d765e26074
Haus	w11_d765e26077
samteinem	w13_d765e26081
Garten,	w1_d765e26086
worinnen	w3_d765e26089
13.	w5_d765e26092
Partheyen	w7_d765e26095
Jnnwohner,	w9_d765e26098
auf	w11_d765e26101
4.	w1_d765e26106
Pferde	w3_d765e26109
Stallung,	w5_d765e26112
mit	w7_d765e26115
extra	w9_d765e26118
schönen	w11_d765e26121
Kellern,	w13_d765e26125
und	w1_d765e26131
1.	w3_d765e26134
Joch	w5_d765e26137
Acker	w7_d765e26140
versehen	w9_d765e26143
ist,	w11_d765e26146
zu	w13_d765e26150
verkaufen,	w15_d765e26153
wer	w17_d765e26156
solches	w1_d765e26161
an	w3_d765e26164
sich	w5_d765e26167
zu	w7_d765e26170
bringen	w9_d765e26173
gedenket,	w11_d765e26176
kan	w13_d765e26180
sich	w15_d765e26183
allda	w17_d765e26186
bey	w1_d765e26191
dem	w3_d765e26194
Haus	w5_d765e26197
inhaber	w7_d765e26200
anmelden.	w9_d765e26203
</p>
<list id="l50_d765e26206">
Von	w1_d765e26210
des	w3_d765e26213
Hochgräff	w5_d765e26216
Walseggischen	w7_d765e26219
Juches	w9_d765e26222
de-	w11_d765e26225
</list>
<p id="p52_d765e26229">
Von	w1_d765e26233
des	w3_d765e26236
Hochgräff	w5_d765e26239
Walseggischen	w7_d765e26242
Juches	w9_d765e26245
de-	w11_d765e26248
egati	w1_d765e26253
der	w3_d765e26256
Herrschaft	w5_d765e26259
Tribus=inkl	w7_d765e26262
wegen,	w9_d765e26265
wird	w11_d765e26268
hiermit	w1_d765e26273
jedermann,	w3_d765e26276
deme	w5_d765e26279
daran	w7_d765e26282
gelegen,	w9_d765e26285
kund	w11_d765e26288
und	w1_d765e26294
zu	w3_d765e26297
wissen	w5_d765e26300
gemacht:	w7_d765e26303
Es	w9_d765e26306
seye	w11_d765e26309
für	w13_d765e26313
nöthig	w15_d765e26316
be	w17_d765e26319
funden	w1_d765e26324
worden,	w3_d765e26327
über	w5_d765e26330
das	w7_d765e26333
in	w9_d765e26336
Verfall	w11_d765e26339
gerathene	w13_d765e26343
Vermögen	w1_d765e26348
weyl.	w3_d765e26351
Johann	w5_d765e26354
Cortes,	w7_d765e26357
gewest	w9_d765e26360
Gräfl.	w11_d765e26363
Wallseggischen	w1_d765e26368
Unterthans	w3_d765e26371
und	w5_d765e26374
Müller=meisters	w7_d765e26377
zu	w1_d765e26383
Tribuswinkl,	w3_d765e26386
seel.	w5_d765e26389
eine	w7_d765e26392
förmliche	w9_d765e26395
Ganthand	w11_d765e26398
lung	w1_d765e26403
anzuordnen,	w3_d765e26406
sohin	w5_d765e26409
dessen	w7_d765e26412
sammentliche	w9_d765e26415
Cre	w11_d765e26418
ditores	w1_d765e26423
zu	w3_d765e26426
Anmeld	w5_d765e26429
und	w7_d765e26432
Liquidirung	w9_d765e26435
ihrer	w11_d765e26438
For	w13_d765e26442
derungen	w1_d765e26447
der	w3_d765e26450
Ordnung	w5_d765e26453
nach	w7_d765e26456
fürzuladen.	w9_d765e26459
Gleich	w11_d765e26462
wie	w1_d765e26468
nun	w3_d765e26471
zu	w5_d765e26474
dem	w7_d765e26477
Ende,	w9_d765e26480
auf	w11_d765e26483
beschehenes	w13_d765e26487
Anlangen	w15_d765e26490
des	w1_d765e26495
in	w3_d765e26498
Sachen	w5_d765e26501
aufgestellten	w7_d765e26504
Curatoris	w9_d765e26507
Hrn.	w11_d765e26510
Franz	w13_d765e26514
Xaverii	w1_d765e26519
Leonhard	w3_d765e26522
Högg	w5_d765e26525
J.	w7_d765e26528
U.	w9_d765e26531
D.	w11_d765e26534
auch	w13_d765e26538
Kais.	w15_d765e26541
K.	w17_d765e26544
Hofkriegsrahts	w1_d765e26549
und	w3_d765e26552
Gerichts=advocatens,	w5_d765e26555
eine	w1_d765e26561
Tagsatzung	w3_d765e26564
auf	w5_d765e26567
den	w7_d765e26570
18.	w9_d765e26573
Augusti	w11_d765e26576
dies	w13_d765e26580
Jahrs	w15_d765e26583
Nachmittag	w1_d765e26588
um	w3_d765e26591
3.	w5_d765e26594
Uhr	w7_d765e26597
anberaumet	w9_d765e26600
worden;	w11_d765e26603
als	w13_d765e26607
werden	w1_d765e26612
alle	w3_d765e26615
diejenige,	w5_d765e26618
welche	w7_d765e26621
ex	w9_d765e26624
quocunque	w11_d765e26627
ti-	w13_d765e26631
tulo	w1_d765e26636
ves	w3_d765e26639
causa	w5_d765e26642
an	w7_d765e26645
weyl=Johann	w9_d765e26648
Cortes	w11_d765e26651
seel.	w13_d765e26655
Ver	w15_d765e26658
lassenschaft	w1_d765e26664
einige	w3_d765e26667
Sprüche	w5_d765e26670
haben,	w7_d765e26673
oder	w9_d765e26676
zu	w11_d765e26679
haben	w13_d765e26683
vermeinen,	w1_d765e26688
an	w3_d765e26691
obbestimmtem	w5_d765e26694
Tag	w7_d765e26697
und	w9_d765e26700
Stund	w11_d765e26703
in	w13_d765e26707
des	w1_d765e26712
Hochgräfl.	w3_d765e26715
Wallseggischen	w5_d765e26718
Judicis	w7_d765e26721
delegat	w9_d765e26724
Hrn.	w1_d765e26729
Jodoc	w3_d765e26732
Joseph	w5_d765e26735
Butt	w7_d765e26738
J.	w9_d765e26741
U.	w11_d765e26744
D.	w13_d765e26748
Hof	w15_d765e26751
und	w17_d765e26754
Gerichts=advocatens	w1_d765e26760
im	w3_d765e26763
Passauer	w5_d765e26766
Hof	w7_d765e26769
im	w9_d765e26772
ersten	w11_d765e26775
Stock	w1_d765e26780
innen	w3_d765e26783
habenden	w5_d765e26786
Wohnung	w7_d765e26789
also	w9_d765e26792
gewiß	w11_d765e26795
zu	w13_d765e26799
erscheinen,	w1_d765e26804
ihre	w3_d765e26807
Forderungen	w5_d765e26810
behörig	w7_d765e26813
anzumel	w9_d765e26816
den,	w1_d765e26821
und	w3_d765e26824
die	w5_d765e26827
Liquidations=doeumenten	w7_d765e26830
in	w9_d765e26833
for-	w11_d765e26836
ma	w1_d765e26842
probante	w3_d765e26845
einzulegen	w5_d765e26848
haben,	w7_d765e26851
als	w9_d765e26854
im	w11_d765e26857
widrigen	w13_d765e26861
denen	w1_d765e26866
Ausbleibenden	w3_d765e26869
das	w5_d765e26872
ewige	w7_d765e26875
Stillschweigen	w9_d765e26878
auferleget,	w1_d765e26883
sohin	w3_d765e26886
dieselbe	w5_d765e26889
von	w7_d765e26892
dieser	w9_d765e26895
Concurs	w11_d765e26898
massa	w1_d765e26903
gänzlich	w3_d765e26906
ausgeschlossen,	w5_d765e26909
und	w7_d765e26912
sonsten	w9_d765e26915
was	w11_d765e26918
Rechtens	w1_d765e26924
ist,	w3_d765e26927
in	w5_d765e26930
Sachen	w7_d765e26933
fürgekehret	w9_d765e26936
werden	w11_d765e26939
soll.	w13_d765e26943
</p>
<p id="p54_d765e26946">
Es	w1_d765e26950
befindet	w3_d765e26953
sich	w5_d765e26956
seit	w7_d765e26959
etlichen	w9_d765e26962
Tagen	w11_d765e26965
ein	w13_d765e26969
Mann	w15_d765e26972
von	w1_d765e26977
45.	w3_d765e26980
Jahren	w5_d765e26983
dahier,	w7_d765e26986
welcher	w9_d765e26989
von	w11_d765e26992
guter	w13_d765e26996
Fa	w15_d765e26999
mille	w1_d765e27004
aus	w3_d765e27007
dem	w5_d765e27010
Reich	w7_d765e27013
gebürtig,	w9_d765e27016
und	w11_d765e27019
unter	w13_d765e27023
der	w15_d765e27026
Kö	w17_d765e27029
nigl.	w1_d765e27035
Französischen	w3_d765e27038
leichten	w5_d765e27041
Cavalerie	w7_d765e27044
als	w9_d765e27047
Mare-	w11_d765e27050
chal	w1_d765e27055
des	w3_d765e27058
logis	w5_d765e27061
oder	w7_d765e27064
Wacht=meister	w9_d765e27067
einige	w11_d765e27070
Jahre	w13_d765e27074
in	w1_d765e27079
Diensten	w3_d765e27082
gestanden	w5_d765e27085
ist,	w7_d765e27088
wegen	w9_d765e27091
dem	w11_d765e27094
jüngsthin	w13_d765e27098
er	w15_d765e27101
folgten	w1_d765e27106
allgemeinen	w3_d765e27109
Frieden	w5_d765e27112
aber	w7_d765e27115
den	w9_d765e27118
Militair	w11_d765e27121
and	w1_d765e27127
gänzich	w3_d765e27130
quittirt	w5_d765e27133
hat.	w7_d765e27136
Er	w9_d765e27139
ist	w11_d765e27142
von	w13_d765e27146
einer	w15_d765e27149
gut	w17_d765e27152
</p>
<p id="p56_d765e27155">
und	w1_d765e27159
gefunden	w3_d765e27162
Leibes=censtitution,	w5_d765e27165
hat	w7_d765e27168
die	w9_d765e27171
Jurg	w11_d765e27174
studirt	w1_d765e27179
und	w3_d765e27182
absolvirt,	w5_d765e27185
auch	w7_d765e27188
nachhero	w9_d765e27191
die	w11_d765e27194
Schrei	w13_d765e27198
berey,	w1_d765e27203
Rechenkunst	w3_d765e27206
und	w5_d765e27209
Land=öconomie	w7_d765e27212
nicht	w9_d765e27215
allein	w11_d765e27218
gründlich	w1_d765e27224
erlernet,	w3_d765e27227
sondern	w5_d765e27230
auch	w7_d765e27233
bey	w9_d765e27236
einigen	w11_d765e27239
Herr	w13_d765e27243
schaften	w1_d765e27248
in	w3_d765e27251
verschiedenen	w5_d765e27254
Civil=bedienungen	w7_d765e27257
ehemals	w9_d765e27260
exercirt,	w1_d765e27265
ist	w3_d765e27268
einguter	w5_d765e27271
Concepist,	w7_d765e27274
hat	w9_d765e27277
eine	w11_d765e27280
feine	w13_d765e27284
und	w15_d765e27287
sehr	w17_d765e27290
deutliche	w1_d765e27295
Handschrift,	w3_d765e27298
und	w5_d765e27301
sowol	w7_d765e27304
zu	w9_d765e27307
Lande	w11_d765e27310
als	w13_d765e27314
zur	w1_d765e27320
See	w3_d765e27323
sehr	w5_d765e27326
weite	w7_d765e27329
Reisen	w9_d765e27332
gethan,	w11_d765e27335
und	w13_d765e27339
ist	w15_d765e27342
folg	w17_d765e27345
lich	w1_d765e27350
wol	w3_d765e27353
belebt,	w5_d765e27356
auch	w7_d765e27359
von	w9_d765e27362
einer	w11_d765e27365
guten	w13_d765e27369
Conduite,	w15_d765e27372
und	w1_d765e27377
mit	w3_d765e27380
andern	w5_d765e27383
nothwendigen	w7_d765e27386
Wissenschaften	w9_d765e27389
be	w11_d765e27392
gabet.	w1_d765e27397
Dieser	w3_d765e27400
Mensch	w5_d765e27403
nun	w7_d765e27406
suchet	w9_d765e27409
bey	w11_d765e27412
einer	w13_d765e27416
Herrschaft	w1_d765e27422
allhier	w3_d765e27425
ein	w5_d765e27428
wochentlich,	w7_d765e27431
monatlich	w9_d765e27434
oder	w1_d765e27439
jährliches	w3_d765e27442
geringes	w5_d765e27445
Solarium,	w7_d765e27448
(bis	w9_d765e27451
man	w11_d765e27454
erst	w13_d765e27458
lich	w1_d765e27463
die	w3_d765e27466
Probe	w5_d765e27469
von	w7_d765e27472
demselben	w9_d765e27475
genommen	w11_d765e27478
haben	w13_d765e27482
wird)	w1_d765e27487
zu	w3_d765e27490
seinem	w5_d765e27493
nothdürftigen	w7_d765e27496
Lebens=unterhalt	w9_d765e27499
eincconvenable	w1_d765e27505
Bedienung,	w3_d765e27508
entweder	w5_d765e27511
als	w7_d765e27514
Secrertaire,	w9_d765e27517
Scribent,	w1_d765e27522
Haus=hofmeister,	w3_d765e27525
Cammer=diener,	w5_d765e27528
oder	w7_d765e27531
auch	w1_d765e27536
als	w3_d765e27539
Jnspecteur,	w5_d765e27542
Verwalter,	w7_d765e27545
oder	w9_d765e27548
Schafner	w11_d765e27551
über	w1_d765e27556
eine	w3_d765e27559
herrschaftliche	w5_d765e27562
Oekonomie	w7_d765e27565
auf	w9_d765e27568
einem	w11_d765e27571
na	w13_d765e27575
he	w1_d765e27581
hier	w3_d765e27584
gelegenen	w5_d765e27587
oder	w7_d765e27590
auch	w9_d765e27593
weit	w11_d765e27596
entfernten	w13_d765e27600
Land	w15_d765e27603
guth,	w1_d765e27608
und	w3_d765e27611
lässet	w5_d765e27614
sich	w7_d765e27617
aus	w9_d765e27620
dringender	w11_d765e27623
Noth	w13_d765e27627
zuletzt	w15_d765e27630
gefallen,	w1_d765e27635
wie	w3_d765e27638
und	w5_d765e27641
welchergestalten	w7_d765e27644
man	w9_d765e27647
dense	w11_d765e27650
bey	w13_d765e27654
anzustellen	w1_d765e27659
belieben	w3_d765e27662
möchte.	w5_d765e27665
Hierbey	w7_d765e27668
ist	w9_d765e27671
noch	w11_d765e27674
kürzich	w13_d765e27678
anzumerken	w1_d765e27684
und	w3_d765e27687
nicht	w5_d765e27690
zu	w7_d765e27693
hinterhalten,	w9_d765e27696
daß	w11_d765e27699
der	w13_d765e27703
selbe	w1_d765e27708
zwar	w3_d765e27711
seine	w5_d765e27714
Frau	w7_d765e27717
von	w9_d765e27720
32.	w11_d765e27723
Jahren	w13_d765e27727
bey	w15_d765e27730
sich,	w17_d765e27733
aber	w1_d765e27738
ohne	w3_d765e27741
Kinder	w5_d765e27744
hat,	w7_d765e27747
welche	w9_d765e27750
alle	w11_d765e27753
weibliche	w13_d765e27757
Hand	w1_d765e27762
arbeiten	w3_d765e27765
und	w5_d765e27768
Haushaltungs=geschäften	w7_d765e27771
wol	w9_d765e27774
verstehet	w1_d765e27780
und	w3_d765e27783
erlernet	w5_d765e27786
hat,	w7_d765e27789
mithin	w9_d765e27792
allenfalls	w11_d765e27795
sich	w13_d765e27799
selbst	w1_d765e27804
ehrlich	w3_d765e27807
zu	w5_d765e27810
erhalten	w7_d765e27813
oder	w9_d765e27816
zu	w11_d765e27819
ernähren	w13_d765e27823
im	w15_d765e27826
Stan	w17_d765e27829
de	w1_d765e27834
ist.	w3_d765e27837
Diese	w5_d765e27840
zwey	w7_d765e27843
Dienst=suchende	w9_d765e27846
Personen	w11_d765e27849
seynd	w1_d765e27854
zu	w3_d765e27857
erfragen	w5_d765e27860
und	w7_d765e27863
logiren	w9_d765e27866
in	w11_d765e27869
dem	w13_d765e27873
hiesigen	w15_d765e27876
Gast=haus	w1_d765e27882
zur	w3_d765e27885
Ganß	w5_d765e27888
ohnweit	w7_d765e27891
dem	w9_d765e27894
rothen	w11_d765e27897
Thurn.	w13_d765e27901
</p>
<list id="l58_d765e27904">
Von	w1_d765e27908
der	w3_d765e27911
Hochgräfl.	w5_d765e27914
Carl	w7_d765e27917
Batthyanischen	w9_d765e27920
Her	w11_d765e27923
</list>
<p id="p60_d765e27928">
Von	w1_d765e27932
der	w3_d765e27935
Hochgräfl.	w5_d765e27938
Carl	w7_d765e27941
Batthyanischen	w9_d765e27944
Her	w11_d765e27947
schaft	w1_d765e27952
des	w3_d765e27955
Markts	w5_d765e27958
Vischament	w7_d765e27961
wegen,	w9_d765e27964
wird	w11_d765e27967
hiemit	w13_d765e27971
und	w1_d765e27976
durch	w3_d765e27979
gegenwärtiges	w5_d765e27982
Edict	w7_d765e27985
allen	w9_d765e27988
und	w11_d765e27991
jeden	w13_d765e27995
kund	w1_d765e28001
und	w3_d765e28004
zu	w5_d765e28007
wissen	w7_d765e28010
gemacht,	w9_d765e28013
welchergestalten	w11_d765e28016
nach	w13_d765e28020
gerichtl	w1_d765e28025
Jnventur	w3_d765e28028
und	w5_d765e28031
Schätzung	w7_d765e28034
des	w9_d765e28037
ab	w11_d765e28040
inrestato	w13_d765e28044
verstorbenen	w1_d765e28049
Jgnatz	w3_d765e28052
Krüttner	w5_d765e28055
seel.	w7_d765e28058
gewest	w9_d765e28061
Burgerl.	w11_d765e28064
Weisgärbers	w1_d765e28069
im	w3_d765e28072
ersagten	w5_d765e28075
Vischament	w7_d765e28078
hinterlasse	w9_d765e28081
nen	w1_d765e28087
Vermögen	w3_d765e28090
wegen	w5_d765e28093
angeschwollenen	w7_d765e28096
Schulden	w9_d765e28099
last	w1_d765e28104
die	w3_d765e28107
Licitirung	w5_d765e28110
dessen	w7_d765e28113
Hauses	w9_d765e28116
und	w11_d765e28119
Weißgärber	w13_d765e28123
gewerb	w1_d765e28128
vor	w3_d765e28131
Handen	w5_d765e28134
zu	w7_d765e28137
nehmen	w9_d765e28140
für	w11_d765e28143
nöhtig	w13_d765e28147
befunden,	w15_d765e28150
hierzu	w1_d765e28155
aber	w3_d765e28158
der	w5_d765e28161
14.	w7_d765e28164
Monats	w9_d765e28167
Junii	w11_d765e28170
a.	w13_d765e28174
c.	w15_d765e28177
um	w17_d765e28180
8.	w19_d765e28183
Uhr	w21_d765e28186
fruhe	w1_d765e28192
zur	w3_d765e28195
Tagsatzung	w5_d765e28198
bestimmet	w7_d765e28201
worden	w9_d765e28204
seye;	w11_d765e28207
da	w13_d765e28211
hero	w1_d765e28216
werden	w3_d765e28219
alle	w5_d765e28222
und	w7_d765e28225
jede,	w9_d765e28228
welche	w11_d765e28231
obbesagte	w13_d765e28235
Behau	w15_d765e28238
sung	w1_d765e28243
und	w3_d765e28246
Weißgärber=gewerb	w5_d765e28249
als	w7_d765e28252
Meistbietende	w9_d765e28255
an	w1_d765e28260
sich	w3_d765e28263
zu	w5_d765e28266
bringen	w7_d765e28269
vermeinen,	w9_d765e28272
am	w11_d765e28275
obbestimmten	w13_d765e28279
Tag	w1_d765e28285
und	w3_d765e28288
Stund	w5_d765e28291
in	w7_d765e28294
der	w9_d765e28297
Hochgräfl.	w11_d765e28300
Herrschafts	w13_d765e28304
canzley	w1_d765e28309
zu	w3_d765e28312
Vischament	w5_d765e28315
ad	w7_d765e28318
tractandum	w9_d765e28321
&	w11_d765e28324
conelu-	w13_d765e28328
dendum	w1_d765e28333
zu	w3_d765e28336
erscheinen,	w5_d765e28339
und	w7_d765e28342
sich	w9_d765e28345
allda	w11_d765e28348
zu	w13_d765e28352
melden	w15_d765e28355
haben.	w1_d765e28360
</p>
<list id="l62_d765e28363">
Den	w1_d765e28367
20	w3_d765e28370
dies	w5_d765e28373
Monats	w7_d765e28376
Junii	w9_d765e28379
fruhe	w11_d765e28382
um	w13_d765e28386
9.	w15_d765e28389
Uhr	w17_d765e28392
</list>
<p id="p64_d765e28396">
Den	w1_d765e28400
20	w3_d765e28403
dies	w5_d765e28406
Monats	w7_d765e28409
Junii	w9_d765e28412
fruhe	w11_d765e28415
um	w13_d765e28419
9.	w15_d765e28422
Uhr	w17_d765e28425
wird	w1_d765e28430
