<doc id="wr_1760-03-05" attrs="word" year="1760" month="03" day="05" corpus="2">
<head id="h2_d429e3121">
Aus	w1_d429e3125
die	w3_d429e24753
nach	w5_d429e24756
seinen	w7_d429e24759
abgelebten	w9_d429e24762
Eltern	w11_d429e24765
an	w13_d429e24769
ihn	w1_d429e24774
erblich	w3_d429e24777
gediehene	w5_d429e24780
Verlassenschaft	w7_d429e24783
nicht	w9_d429e24786
nur	w11_d429e24789
zu	w1_d429e24794
erheben,	w3_d429e24797
sondern	w5_d429e24800
auch	w7_d429e24803
sich	w9_d429e24806
allda	w11_d429e24809
Burgerlich	w13_d429e24813
niederzulassen	w1_d429e24819
anjetzo	w3_d429e24822
die	w5_d429e24825
Gelegenheit	w7_d429e24828
habe,	w9_d429e24831
wei	w11_d429e24834
len	w1_d429e24839
aber	w3_d429e24842
selber	w5_d429e24845
in	w7_d429e24848
seinem	w9_d429e24851
Varterland	w11_d429e24854
nicht	w13_d429e24858
zu	w15_d429e24861
er	w17_d429e24864
fragen,	w1_d429e24869
mithin	w3_d429e24872
entweder	w5_d429e24875
allzuweit	w7_d429e24878
geraten,	w9_d429e24881
oder	w11_d429e24884
aber	w1_d429e24889
gar	w3_d429e24892
verstorben	w5_d429e24895
ist,	w7_d429e24898
als	w9_d429e24901
wird	w11_d429e24904
um	w13_d429e24908
dessen	w15_d429e24911
nach	w17_d429e24914
forsch=oder	w1_d429e24920
allenfällige	w3_d429e24923
Einsendung	w5_d429e24926
des	w7_d429e24929
Todten	w9_d429e24932
scheins	w1_d429e24937
an	w3_d429e24940
seine	w5_d429e24943
in	w7_d429e24946
Brün	w9_d429e24949
befindliche	w11_d429e24952
Frau	w13_d429e24956
Schwe	w15_d429e24959
ster	w1_d429e24964
Joannam	w3_d429e24967
Daschitzkin,	w5_d429e24970
geborne	w7_d429e24973
Christin,	w9_d429e24976
die	w11_d429e24979
betreffende	w1_d429e24984
Orts	w3_d429e24987
obrigreit,	w5_d429e24990
gegen	w7_d429e24993
pr.	w9_d429e24996
Wechsel	w11_d429e24999
er	w13_d429e25003
folgender	w1_d429e25009
Richtigstellung	w3_d429e25012
aller	w5_d429e25015
diesfälligen	w7_d429e25018
Unko	w9_d429e25021
sten,	w1_d429e25026
angelegentlichst	w3_d429e25029
belanget.	w5_d429e25032
Brünn	w7_d429e25035
den	w9_d429e25038
1.	w11_d429e25041
Martii	w1_d429e25046
1760.	w3_d429e25049
</p>
<p id="p12_d429e25053">
Wir	w1_d429e25057
Endes	w3_d429e25060
Gefertigte,	w5_d429e25063
von	w7_d429e25066
einem	w9_d429e25069
Löbl.	w11_d429e25072
Land	w13_d429e25076
marschallischen	w1_d429e25081
Gericht	w3_d429e25084
verordnete	w5_d429e25087
Commissarien	w7_d429e25090
geben	w1_d429e25095
hiemit	w3_d429e25098
allen	w5_d429e25101
und	w7_d429e25104
jeden,	w9_d429e25107
welche	w11_d429e25110
an	w13_d429e25114
weil	w15_d429e25117
Herrn	w1_d429e25123
Georg	w3_d429e25126
Otto	w5_d429e25129
Leo	w7_d429e25132
Frey=herrn	w9_d429e25135
von	w11_d429e25138
Hochen	w13_d429e25142
egg	w1_d429e25147
seel	w3_d429e25150
hierländige	w5_d429e25153
Verlassenschaft	w7_d429e25156
einige	w9_d429e25159
Spruck	w11_d429e25162
und	w1_d429e25167
Anforderungen	w3_d429e25170
ex	w5_d429e25173
quacunque	w7_d429e25176
causa	w9_d429e25179
vel	w11_d429e25182
ti-	w13_d429e25186
tulo	w1_d429e25191
haben,	w3_d429e25194
oder	w5_d429e25197
zu	w7_d429e25200
haben	w9_d429e25203
vermeinen,	w11_d429e25206
vermit	w13_d429e25210
tels	w1_d429e25216
dieses	w3_d429e25219
offenen	w5_d429e25222
Edicts	w7_d429e25225
zu	w9_d429e25228
vernehmen:	w11_d429e25231
wel	w13_d429e25235
cher	w1_d429e25240
gestalten	w3_d429e25243
auf	w5_d429e25246
Anlangen	w7_d429e25249
Herrn	w9_d429e25252
Georg=Prix,	w11_d429e25255
Frey	w1_d429e25260
herrn	w3_d429e25263
von	w5_d429e25266
Hochenegg,	w7_d429e25269
Kaiserl.	w9_d429e25272
Königl.	w11_d429e25275
Land	w13_d429e25279
rahts	w1_d429e25284
ob	w3_d429e25287
der	w5_d429e25290
Ennß	w7_d429e25293
über	w9_d429e25296
erdeut=weil.	w11_d429e25299
Frey=herrn	w13_d429e25303
Georg	w1_d429e25309
Otto	w3_d429e25312
Leo	w5_d429e25315
Hocheneggische	w7_d429e25318
ad	w9_d429e25321
Cridam	w11_d429e25324
ge	w13_d429e25328
diehene	w1_d429e25333
hierländige	w3_d429e25336
Verlassenschaft	w5_d429e25339
eine	w7_d429e25342
Convo	w9_d429e25345
cation	w1_d429e25350
angeordnet,	w3_d429e25353
und	w5_d429e25356
zur	w7_d429e25359
Vertrettung	w9_d429e25362
dersel	w11_d429e25365
den	w1_d429e25370
Herr	w3_d429e25373
Carl	w5_d429e25376
Christoph	w7_d429e25379
von	w9_d429e25382
Gruber,	w11_d429e25385
J	w13_d429e25389
U.	w15_d429e25392
Do-	w17_d429e25395
ctor,	w1_d429e25401
auch	w3_d429e25404
Hof	w5_d429e25407
und	w7_d429e25410
Gerichts=advocat,	w9_d429e25413
als	w11_d429e25416
Cu-	w13_d429e25420
rator	w1_d429e25425
ad	w3_d429e25428
lites	w5_d429e25431
aufgestellet,	w7_d429e25434
zu	w9_d429e25437
dem	w11_d429e25440
Ende	w13_d429e25444
aber	w15_d429e25447
von	w17_d429e25450
uns	w1_d429e25455
der	w3_d429e25458
17.	w5_d429e25461
künftigen	w7_d429e25464
Monats	w9_d429e25467
Martii	w11_d429e25470
dies	w13_d429e25474
Jahrs	w15_d429e25477
zur	w1_d429e25482
gewöhnlichen	w3_d429e25485
Anmeld	w5_d429e25488
und	w7_d429e25491
Liquidirungstag	w9_d429e25494
satzung	w1_d429e25500
pro	w3_d429e25503
1mo.	w5_d429e25506
2do.	w7_d429e25509
ac	w9_d429e25512
ultimo	w11_d429e25515
Termino	w13_d429e25519
per-	w15_d429e25522
emptorie	w1_d429e25527
anberaumet	w3_d429e25530
worden;	w5_d429e25533
solchemnach	w7_d429e25536
wer	w9_d429e25539
den	w1_d429e25544
allerseits	w3_d429e25547
Jntereßirie	w5_d429e25550
an	w7_d429e25553
obbestimmten	w9_d429e25556
Tag	w11_d429e25559
Nachmittags	w1_d429e25564
um	w3_d429e25567
3.	w5_d429e25570
Uhr	w7_d429e25573
bey	w9_d429e25576
mir	w11_d429e25579
Johann	w13_d429e25583
Ho	w15_d429e25586
ratio	w1_d429e25592
Frey=herrn	w3_d429e25595
von	w5_d429e25598
Portoloti,	w7_d429e25601
in	w9_d429e25604
meinem	w11_d429e25607
in	w13_d429e25611
der	w1_d429e25616
Corrent=gassen	w3_d429e25619
in	w5_d429e25622
dem	w7_d429e25625
Kranembergischen	w9_d429e25628
Haus	w11_d429e25631
neben	w1_d429e25636
dem	w3_d429e25639
sogenannten	w5_d429e25642
Ofen=loch	w7_d429e25645
im	w9_d429e25648
ersten	w11_d429e25651
Stock	w13_d429e25655
habenden	w1_d429e25660
Wohn=zimmern	w3_d429e25663
also	w5_d429e25666
gewiß	w7_d429e25669
persönlich	w9_d429e25672
oder	w1_d429e25678
durch	w3_d429e25681
genugsam	w5_d429e25684
bevollmächtigte	w7_d429e25687
Gewalt	w9_d429e25690
tra	w11_d429e25693
gere	w1_d429e25698
zu	w3_d429e25701
erscheinen,	w5_d429e25704
alda	w7_d429e25707
ihre	w9_d429e25710
etwa	w11_d429e25713
habende	w13_d429e25717
For	w15_d429e25720
derungen	w1_d429e25725
anzumelden,	w3_d429e25728
und	w5_d429e25731
behörig	w7_d429e25734
zu	w9_d429e25737
liquidiren	w11_d429e25740
haben;	w1_d429e25745
wie	w3_d429e25748
im	w5_d429e25751
widrigen	w7_d429e25754
dieselbe	w9_d429e25757
nicht	w11_d429e25760
mehr	w13_d429e25764
ge	w15_d429e25767
höret,	w1_d429e25773
und	w3_d429e25776
denen	w5_d429e25779
Ausbleibenden	w7_d429e25782
das	w9_d429e25785
ewige	w11_d429e25788
Still	w13_d429e25792
schweigen	w1_d429e25797
auferleget	w3_d429e25800
werden	w5_d429e25803
solle.	w7_d429e25806
Actum	w9_d429e25809
Wien	w11_d429e25812
den	w1_d429e25817
8	w3_d429e25820
Januarii	w5_d429e25823
760.	w7_d429e25826
</p>
<head id="h2_d429e25832">
Johann	w1_d429e25836
Horatius	w3_d429e25839
Frey=herr	w5_d429e25842
von	w7_d429e25845
Portolloti.	w1_d429e25850
Joseph	w1_d429e25855
Edler	w3_d429e25858
von	w5_d429e25861
Mayerberg.	w7_d429e25864
</head>
<p id="p4_d429e25867">
Von	w1_d429e25871
der	w3_d429e25874
N.	w5_d429e25877
Oe	w7_d429e25880
Regierung	w9_d429e25883
wegen,	w11_d429e25886
wird	w13_d429e25890
mit	w15_d429e25893
gegenwärtig	w1_d429e25898
offenem	w3_d429e25901
Edict	w5_d429e25904
jedermänniglich,	w7_d429e25907
sowol	w9_d429e25910
An	w1_d429e25915
als	w3_d429e25918
Abwesenden,	w5_d429e25921
deme	w7_d429e25924
daran	w9_d429e25927
gelegen,	w11_d429e25930
kund	w13_d429e25934
und	w1_d429e25940
zu	w3_d429e25943
wissen	w5_d429e25946
gemacht:	w7_d429e25949
Es	w9_d429e25952
habe	w11_d429e25955
Regierung	w13_d429e25959
nach	w15_d429e25962
erfolgt=tödtlichen	w1_d429e25967
Hintritt	w3_d429e25970
des	w5_d429e25973
Joseph	w7_d429e25976
von	w9_d429e25979
Ri	w11_d429e25982
ga,	w1_d429e25987
gewest=Fürst=Ottingischen	w3_d429e25990
Hof=rahts	w5_d429e25993
zu	w7_d429e25996
</p>
<p id="p6_d429e25999">
Erfindung	w1_d429e26003
desselben	w3_d429e26006
etwa	w5_d429e26009
vorhandenen	w7_d429e26012
Æris	w9_d429e26015
alle-	w11_d429e26018
ni,	w1_d429e26023
folgends	w3_d429e26026
auch	w5_d429e26029
zu	w7_d429e26032
sicherer	w9_d429e26035
Abhandlung	w11_d429e26038
solcher	w13_d429e26042
Verlassenschaft	w1_d429e26047
für	w3_d429e26050
nöhtig	w5_d429e26053
befunden,	w7_d429e26056
die	w9_d429e26059
sam	w11_d429e26062
mentliche,	w1_d429e26068
sowol	w3_d429e26071
in	w5_d429e26074
als	w7_d429e26077
ausser	w9_d429e26080
Land	w11_d429e26083
befindliche	w13_d429e26087
Joseph	w1_d429e26092
von	w3_d429e26095
Rigaische	w5_d429e26098
Glaubigere	w7_d429e26101
zu	w9_d429e26104
Anmeld	w11_d429e26107
und	w13_d429e26111
Liquidirung	w1_d429e26116
ihrer	w3_d429e26119
an	w5_d429e26122
wiederholte	w7_d429e26125
Joseph	w9_d429e26128
von	w11_d429e26131
Ri	w13_d429e26135
gaische	w1_d429e26140
Verlassenschaft	w3_d429e26143
zu	w5_d429e26146
stellen	w7_d429e26149
habender	w9_d429e26152
Sprüch	w11_d429e26155
und	w1_d429e26161
Forderungen	w3_d429e26164
gerichtlich	w5_d429e26167
vorzuladen,	w7_d429e26170
und	w9_d429e26173
ein	w11_d429e26176
zuberuffen;	w1_d429e26181
zu	w3_d429e26184
welchem	w5_d429e26187
Ende	w7_d429e26190
denenselben	w9_d429e26193
der	w11_d429e26196
29.	w1_d429e26201
Tag	w3_d429e26204
künftigen	w5_d429e26207
Monats	w7_d429e26210
Martii	w9_d429e26213
dies	w11_d429e26216
Jahrs	w13_d429e26220
Nachmittag	w1_d429e26225
um	w3_d429e26228
3.	w5_d429e26231
Uhr	w7_d429e26234
zur	w9_d429e26237
gewöhnlichen	w11_d429e26240
Convo	w13_d429e26244
cations	w1_d429e26250
and	w3_d429e26253
Anmeldungs=tagsatzung	w5_d429e26256
zu	w7_d429e26259
all	w9_d429e26262
end	w11_d429e26265
licher	w1_d429e26270
Frist	w3_d429e26273
anberaumet	w5_d429e26276
worden.	w7_d429e26279
Solchemnach	w9_d429e26282
werden	w1_d429e26287
all	w3_d429e26290
und	w5_d429e26293
jede,	w7_d429e26296
welche	w9_d429e26299
bey	w11_d429e26302
gedacht	w13_d429e26306
des	w15_d429e26309
ab	w1_d429e26314
intestato	w3_d429e26317
verstorbenen	w5_d429e26320
Joseph	w7_d429e26323
von	w9_d429e26326
Riga	w11_d429e26329
ruck	w13_d429e26333
geblibener	w1_d429e26339
Verlassenschaft	w3_d429e26342
um	w5_d429e26345
rechtmäßiger	w7_d429e26348
For	w9_d429e26351
derung=willen	w1_d429e26356
einige	w3_d429e26359
Sprüch	w5_d429e26362
haben,	w7_d429e26365
oder	w9_d429e26368
zu	w11_d429e26371
haben	w1_d429e26376
vermeinen,	w3_d429e26379
an	w5_d429e26382
obbestimmten	w7_d429e26385
Tag	w9_d429e26388
und	w11_d429e26391
Stund	w1_d429e26396
vor	w3_d429e26399
Regierung	w5_d429e26402
in	w7_d429e26405
der	w9_d429e26408
daselbst	w11_d429e26411
zu	w13_d429e26415
solchem	w15_d429e26418
Ende	w1_d429e26424
offen	w3_d429e26427
haltenden	w5_d429e26430
Commißions=stuben	w7_d429e26433
entwe	w9_d429e26436
der	w1_d429e26441
selbst	w3_d429e26444
persönlich,	w5_d429e26447
oder	w7_d429e26450
durch	w9_d429e26453
hierzu	w11_d429e26456
genug	w13_d429e26460
sam	w1_d429e26465
gevollmächtigte	w3_d429e26468
Gewalt=tragere	w5_d429e26471
also	w7_d429e26474
gewiß	w9_d429e26477
zu	w1_d429e26482
erscheinen,	w3_d429e26485
und	w5_d429e26488
ihre	w7_d429e26491
an	w9_d429e26494
solche	w11_d429e26497
Verlassenschaft	w13_d429e26501
habende	w1_d429e26507
Anforderungen	w3_d429e26510
anzumelden,	w5_d429e26513
auch	w7_d429e26516
recht	w9_d429e26519
lich	w1_d429e26524
zu	w3_d429e26527
liquidiren	w5_d429e26530
haben;	w7_d429e26533
als	w9_d429e26536
im	w11_d429e26539
widrigen	w13_d429e26543
die	w15_d429e26546
Abhandlung	w1_d429e26551
gleichwolen	w3_d429e26554
vorgenommen,	w5_d429e26557
und	w7_d429e26560
un	w9_d429e26563
gehindert	w1_d429e26568
deren	w3_d429e26571
etwa	w5_d429e26574
vorhandenen	w7_d429e26577
Glaubigern,	w9_d429e26580
so	w1_d429e26586
sich	w3_d429e26589
mit	w5_d429e26592
ihren	w7_d429e26595
Anforderungen	w9_d429e26598
in	w11_d429e26601
bestimmter	w13_d429e26605
Zeit	w1_d429e26610
nicht	w3_d429e26613
angemeldet,	w5_d429e26616
solche	w7_d429e26619
Verlassenschaft	w9_d429e26622
de	w11_d429e26625
nen	w1_d429e26630
ab	w3_d429e26633
intestato	w5_d429e26636
kommenden	w7_d429e26639
Joseph	w9_d429e26642
von	w11_d429e26645
Rigas	w13_d429e26649
schen	w1_d429e26654
Erben	w3_d429e26657
eingeantwortet,	w5_d429e26660
auch	w7_d429e26663
ansonsten	w9_d429e26666
ex	w11_d429e26669
officio	w1_d429e26675
vorgekehret	w3_d429e26678
werden	w5_d429e26681
solle,	w7_d429e26684
was	w9_d429e26687
Rechtens	w11_d429e26690
ist.	w1_d429e26695
Wornach	w3_d429e26698
sich	w5_d429e26701
also	w7_d429e26704
ein	w9_d429e26707
jeder	w11_d429e26710
zu	w13_d429e26714
richten	w15_d429e26717
wis	w17_d429e26720
sen	w1_d429e26725
wird.	w3_d429e26728
So	w5_d429e26731
beschehen	w7_d429e26734
Wien	w9_d429e26737
den	w11_d429e26740
18.	w13_d429e26744
Dec.	w15_d429e26747
1759.	w17_d429e26750
</p>
<p id="p8_d429e26753">
Es	w1_d429e26757
seynd	w3_d429e26760
2.	w5_d429e26763
Kösten=braune	w7_d429e26766
Wallachen	w9_d429e26769
16.	w11_d429e26772
Faust	w13_d429e26776
hoch,	w1_d429e26781
im	w3_d429e26784
siebenden	w5_d429e26787
Jahr	w7_d429e26790
zu	w9_d429e26793
verkauffen,	w11_d429e26796
wer	w13_d429e26800
ein	w15_d429e26803
Belieben	w1_d429e26808
traget,	w3_d429e26811
selbe	w5_d429e26814
zu	w7_d429e26817
kauffen,	w9_d429e26820
der	w11_d429e26823
kan	w13_d429e26827
sich	w15_d429e26830
im	w1_d429e26836
Stopperischen	w3_d429e26839
Haus	w5_d429e26842
in	w7_d429e26845
der	w9_d429e26848
Kärntnerstraf	w11_d429e26851
sen	w1_d429e26856
im	w3_d429e26859
Bier=häusel	w5_d429e26862
im	w7_d429e26865
ersten	w9_d429e26868
Stock	w11_d429e26871
anmelden.	w13_d429e26875
</p>
<p id="p10_d429e26878">
Bey	w1_d429e26882
Johann	w3_d429e26885
Jacob	w5_d429e26888
Lidl	w7_d429e26891
Kupfer=stechern	w9_d429e26894
im	w11_d429e26897
Dortor	w1_d429e26902
Deimlischen	w3_d429e26905
Haus	w5_d429e26908
neben	w7_d429e26911
der	w9_d429e26914
Heil.	w11_d429e26917
Drey	w13_d429e26921
faltigkeit	w1_d429e26926
ist	w3_d429e26929
zu	w5_d429e26932
haben:	w7_d429e26935
</p>
<p id="p12_d429e26939">
Kriegs=schau=platz	w1_d429e26943
in	w3_d429e26946
denen	w5_d429e26949
Königl.	w7_d429e26952
Preußisch	w9_d429e26955
und	w1_d429e26960
Chur=brandenburgischen	w3_d429e26963
Landen,	w5_d429e26966
bestehend	w7_d429e26969
aus	w1_d429e26974
einer	w3_d429e26977
neuen	w5_d429e26980
und	w7_d429e26983
accuraten	w9_d429e26986
Land=karten,	w11_d429e26989
des	w13_d429e26993
ganzen	w1_d429e26999
Königreichs	w3_d429e27002
Preussen,	w5_d429e27005
Margarafschaft	w7_d429e27008
Brandenburg,	w1_d429e27013
Herzogtümern	w3_d429e27016
Pommern,	w5_d429e27019
Mag	w7_d429e27022
deburg,	w1_d429e27027
Meklenburg,	w3_d429e27030
und	w5_d429e27033
Pohlnisch=preussen,	w7_d429e27036
nebst	w1_d429e27041
einem	w3_d429e27044
grossen	w5_d429e27047
Theil	w7_d429e27050
des	w9_d429e27053
angränzenden	w11_d429e27056
Kö	w13_d429e27060
niereich	w1_d429e27066
Pohlens,	w3_d429e27069
Schlesiens,	w5_d429e27072
Lausitz,	w7_d429e27075
Sach	w9_d429e27078
sens,	w1_d429e27083
Hannövrisch	w3_d429e27086
und	w5_d429e27089
Hollsteinischer	w7_d429e27092
Gebieten,	w9_d429e27095
auch	w1_d429e27100
in	w3_d429e27103
die	w5_d429e27106
anderweite	w7_d429e27109
inländische	w9_d429e27112
Creißschei	w11_d429e27115
dungen	w1_d429e27120
genau	w3_d429e27123
abgetheilet,	w5_d429e27126
und	w7_d429e27129
mit	w9_d429e27132
Compas,	w11_d429e27135
Maß=stab,	w1_d429e27141
Zeichen=erklärung,	w3_d429e27144
und	w5_d429e27147
Register	w7_d429e27150
be	w9_d429e27153
stens	w1_d429e27158
versehen,	w3_d429e27161
auf	w5_d429e27164
2.	w7_d429e27167
Regal=bögen	w9_d429e27170
illuminirten	w11_d429e27173
das	w1_d429e27178
Stück	w3_d429e27181
à	w5_d429e27184
1.	w7_d429e27187
Fl.	w9_d429e27190
36	w11_d429e27193
illuminirter	w13_d429e27197
in	w15_d429e27200
Futeral	w17_d429e27203
1.	w1_d429e27208
Fl.	w3_d429e27211
50.	w5_d429e27214
Kr.	w7_d429e27217
</p>
</doc>
