<doc id="wr_1760-03-19" attrs="word" year="1760" month="03" day="19" corpus="2">
<head id="h2_d433e3251">
Lissaben	w1_d433e3255
Haus	w5_d433e24932
auf	w7_d433e24935
der	w9_d433e24938
Mölker=pastey	w11_d433e24941
mehr	w13_d433e24945
malen	w1_d433e24951
ex	w3_d433e24954
officio	w5_d433e24957
offentlich	w7_d433e24960
ausgefeilet,	w9_d433e24963
und	w11_d433e24966
dem	w13_d433e24970
Meist	w1_d433e24975
bietenden	w3_d433e24978
verkauffet	w5_d433e24981
werden	w7_d433e24984
solle,	w9_d433e24987
da	w11_d433e24990
nun	w13_d433e24994
hierzu	w1_d433e24999
der	w3_d433e25002
28.	w5_d433e25005
dies	w7_d433e25008
Monats	w9_d433e25011
zur	w11_d433e25014
Tagsatzung	w13_d433e25018
be	w15_d433e25021
stimmet	w1_d433e25026
worden	w3_d433e25029
ist,	w5_d433e25032
als	w7_d433e25035
wirdet	w9_d433e25038
ein	w11_d433e25041
solches	w13_d433e25045
hiemit	w15_d433e25048
jedermann,	w1_d433e25054
wer	w3_d433e25057
etwann	w5_d433e25060
dieses	w7_d433e25063
Haus	w9_d433e25066
käuflichen	w11_d433e25069
an	w1_d433e25074
sich	w3_d433e25077
zu	w5_d433e25080
bringen	w7_d433e25083
gesinnet	w9_d433e25086
ist,	w11_d433e25089
mit	w13_d433e25093
diesem	w15_d433e25096
Edict	w17_d433e25099
zu	w1_d433e25104
dem	w3_d433e25107
Ende	w5_d433e25110
kund	w7_d433e25113
und	w9_d433e25116
zu	w11_d433e25119
wissen	w13_d433e25123
gemacht,	w15_d433e25126
damit	w17_d433e25129
ein	w1_d433e25134
sich	w3_d433e25137
hervorthuender	w5_d433e25140
Kauffer	w7_d433e25143
bey	w9_d433e25146
obbemeldt	w11_d433e25149
bestimmten	w1_d433e25155
Licitations	w3_d433e25158
tagsatzung	w5_d433e25161
fruhe	w7_d433e25164
um	w9_d433e25167
9.	w11_d433e25170
Uhr	w13_d433e25174
oder	w1_d433e25179
da	w3_d433e25182
wir	w5_d433e25185
selbigen	w7_d433e25188
Tags	w9_d433e25191
etwann	w11_d433e25194
anderer	w13_d433e25198
Ge	w15_d433e25201
schäften	w1_d433e25206
halber	w3_d433e25209
nicht	w5_d433e25212
zu	w7_d433e25215
Raht	w9_d433e25218
sitzeten,	w11_d433e25221
den	w13_d433e25225
nächst	w15_d433e25228
darauf	w1_d433e25233
folgenden	w3_d433e25236
Rahts=tag	w5_d433e25239
vor	w7_d433e25242
uns	w9_d433e25245
erscheinen,	w11_d433e25248
und	w1_d433e25254
sich	w3_d433e25257
bey	w5_d433e25260
unser,	w7_d433e25263
und	w9_d433e25266
gemeiner	w11_d433e25269
Stadtgrund	w13_d433e25273
buch	w1_d433e25278
durch	w3_d433e25281
den	w5_d433e25284
daselbstigen	w7_d433e25287
Amts=schreiber	w9_d433e25290
anmel	w11_d433e25293
den	w1_d433e25298
lassen	w3_d433e25301
möge,	w5_d433e25304
allwo	w7_d433e25307
sodann	w9_d433e25310
das	w11_d433e25313
weiter	w13_d433e25317
Behörige	w15_d433e25320
tractiret	w1_d433e25325
werden	w3_d433e25328
solle.	w5_d433e25331
Actum	w7_d433e25334
Wien	w9_d433e25337
den	w11_d433e25340
8.	w13_d433e25344
Martii	w15_d433e25347
1760.	w1_d433e25353
</p>
<p id="p14_d433e25356">
Von	w1_d433e25360
der	w3_d433e25363
Kaiserl.	w5_d433e25366
Königl.	w7_d433e25369
Herrschaft	w9_d433e25372
Eberstorf	w11_d433e25375
an	w1_d433e25380
der	w3_d433e25383
Donau	w5_d433e25386
wegen,	w7_d433e25389
wird	w9_d433e25392
hiemit	w11_d433e25395
jedermän	w13_d433e25399
niglich	w1_d433e25404
kund	w3_d433e25407
und	w5_d433e25410
zu	w7_d433e25413
wissen	w9_d433e25416
gemacht,	w11_d433e25419
welcher	w13_d433e25423
gestalten	w1_d433e25429
des	w3_d433e25432
Joseph	w5_d433e25435
Lang,	w7_d433e25438
Burgerl.	w9_d433e25441
Wirt	w11_d433e25444
und	w13_d433e25448
Gastgeben	w1_d433e25453
seine	w3_d433e25456
Behäusung	w5_d433e25459
zu	w7_d433e25462
Klein=schwechat	w9_d433e25465
zum	w1_d433e25470
Heil	w3_d433e25473
drey	w5_d433e25476
Königen	w7_d433e25479
genannt	w9_d433e25482
plus	w11_d433e25485
offerenti	w13_d433e25489
zu	w1_d433e25494
verkauffen	w3_d433e25497
stehet;	w5_d433e25500
wer	w7_d433e25503
demnach	w9_d433e25506
sothane	w11_d433e25509
Behau	w13_d433e25513
sung	w1_d433e25519
käuflich	w3_d433e25522
an	w5_d433e25525
sich	w7_d433e25528
zu	w9_d433e25531
bringen	w11_d433e25534
gedenket,	w13_d433e25538
hat	w15_d433e25541
sich	w1_d433e25546
den	w3_d433e25549
22.	w5_d433e25552
dies	w7_d433e25555
Monats	w9_d433e25558
Martii	w11_d433e25561
in	w13_d433e25565
der	w15_d433e25568
Kais.	w17_d433e25571
Königl.	w1_d433e25576
Herrschafts=canzley	w3_d433e25579
zu	w5_d433e25582
besagtem	w7_d433e25585
Eber	w9_d433e25588
storf	w1_d433e25593
fruh	w3_d433e25596
um	w5_d433e25599
9.	w7_d433e25602
Uhr	w9_d433e25605
bey	w11_d433e25608
der	w13_d433e25612
diesfalls	w15_d433e25615
anbernum	w17_d433e25618
ten	w1_d433e25624
Licitations=tagsatzung	w3_d433e25627
anzumelden.	w5_d433e25630
Schloß	w7_d433e25633
Ederstorf	w1_d433e25638
an	w3_d433e25641
der	w5_d433e25644
Donau	w7_d433e25647
den	w9_d433e25650
8	w11_d433e25653
Martii	w13_d433e25657
1760.	w15_d433e25660
</p>
<p id="p16_d433e25663">
Demnach	w1_d433e25667
die	w3_d433e25670
auf	w5_d433e25673
den	w7_d433e25676
30.	w9_d433e25679
Jan.	w11_d433e25682
dies	w13_d433e25686
Jahrs	w15_d433e25689
letzt	w17_d433e25692
hin	w1_d433e25697
über	w3_d433e25700
beschehenes	w5_d433e25703
gerichtliches	w7_d433e25706
Anlangen	w9_d433e25709
der	w11_d433e25712
Frauen	w1_d433e25717
Anna	w3_d433e25720
Catharina	w5_d433e25723
Jenampin	w7_d433e25726
hæreditario	w9_d433e25729
</p>
<p id="p18_d433e25734">
nomine	w1_d433e25738
wider	w3_d433e25741
die	w5_d433e25744
Frau	w7_d433e25747
Annam	w9_d433e25750
Barbaram	w11_d433e25753
Solz	w13_d433e25757
terin,	w1_d433e25762
und	w3_d433e25765
Herrn	w5_d433e25768
Joseph	w7_d433e25771
Soldrerer,	w9_d433e25774
Burgerl.	w11_d433e25777
Handels=mann	w1_d433e25782
zu	w3_d433e25785
Prugg	w5_d433e25788
an	w7_d433e25791
der	w9_d433e25794
Leytha	w11_d433e25797
von	w13_d433e25801
ei	w15_d433e25804
nem	w1_d433e25810
aldasigem	w3_d433e25813
Löbl.	w5_d433e25816
Stadt=raht	w7_d433e25819
recto	w9_d433e25822
execu-	w11_d433e25825
tionis	w1_d433e25830
ordine	w3_d433e25833
verhängte	w5_d433e25836
Licitation	w7_d433e25839
aus	w9_d433e25842
Mangel	w11_d433e25845
einiger	w1_d433e25850
Licitanten	w3_d433e25853
ihren	w5_d433e25856
gewünschten	w7_d433e25859
Effect	w9_d433e25862
nicht	w11_d433e25865
erreichet,	w1_d433e25870
und	w3_d433e25873
nun	w5_d433e25876
auf	w7_d433e25879
ferneres	w9_d433e25882
Anlangen	w11_d433e25885
er	w13_d433e25889
deuter	w1_d433e25895
Frauen	w3_d433e25898
Jenampin	w5_d433e25901
von	w7_d433e25904
ersagt=Löbl.	w9_d433e25907
Stadt	w11_d433e25910
raht	w1_d433e25915
eine	w3_d433e25918
weitere	w5_d433e25921
Licitarions=tagsatzung	w7_d433e25924
wegen	w9_d433e25927
Verkauffung	w1_d433e25932
der	w3_d433e25935
zu	w5_d433e25938
bemeldtem	w7_d433e25941
Prugg	w9_d433e25944
an	w11_d433e25947
der	w13_d433e25951
Ley	w15_d433e25954
tha	w1_d433e25959
vorfindig	w3_d433e25962
auf	w5_d433e25965
dem	w7_d433e25968
Platz	w9_d433e25971
ligend	w11_d433e25974
Solderischen	w13_d433e25978
Behausung,	w1_d433e25984
samt	w3_d433e25987
der	w5_d433e25990
darauf	w7_d433e25993
haftenden	w9_d433e25996
Hand	w11_d433e25999
lungs=freyheit,	w1_d433e26004
dann	w3_d433e26007
zweyer	w5_d433e26010
andern	w7_d433e26013
Häusern,	w9_d433e26016
verschiedener	w1_d433e26021
Uberländ=äckern,	w3_d433e26024
Wein	w5_d433e26027
garten,	w7_d433e26030
und	w1_d433e26035
eines	w3_d433e26038
vor	w5_d433e26041
dem	w7_d433e26044
Wiener=thor	w9_d433e26047
befindlichen	w11_d433e26050
Uberländ=stadls	w1_d433e26056
und	w3_d433e26059
Garten,	w5_d433e26062
nicht	w7_d433e26065
minder	w9_d433e26068
ver	w11_d433e26071
schiedene	w1_d433e26076
Meuhlen	w3_d433e26079
und	w5_d433e26082
Effecten,	w7_d433e26085
samt	w9_d433e26088
denen	w11_d433e26091
verhandenen	w1_d433e26096
Weinen,	w3_d433e26099
und	w5_d433e26102
693.	w7_d433e26105
Emer	w9_d433e26108
mit	w11_d433e26111
Er	w13_d433e26115
sen	w1_d433e26120
beschlagenen	w3_d433e26123
leeren	w5_d433e26126
Fassen,	w7_d433e26129
endlichen	w9_d433e26132
des	w11_d433e26135
ge	w13_d433e26139
samten	w1_d433e26145
aus	w3_d433e26148
4.	w5_d433e26151
Stuck	w7_d433e26154
Pferd,	w9_d433e26157
3.	w11_d433e26160
s.	w13_d433e26164
v.	w15_d433e26167
Khü,	w17_d433e26170
1.	w19_d433e26173
Kalb,	w1_d433e26178
und	w3_d433e26181
einen	w5_d433e26184
1.	w7_d433e26187
jährigen	w9_d433e26190
Stierl,	w11_d433e26193
den	w13_d433e26197
26.	w15_d433e26200
dies	w1_d433e26205
Monats	w3_d433e26208
Martii	w5_d433e26211
auf	w7_d433e26214
dasigem	w9_d433e26217
Raht=haus	w11_d433e26220
fruh	w1_d433e26225
um	w3_d433e26228
9.	w5_d433e26231
Uhr	w7_d433e26234
anberaumet	w9_d433e26237
worden;	w11_d433e26240
als	w13_d433e26244
wer	w15_d433e26247
den	w1_d433e26253
alle	w3_d433e26256
diejenige,	w5_d433e26259
so	w7_d433e26262
dieses	w9_d433e26265
Haus	w11_d433e26268
samt	w13_d433e26272
der	w15_d433e26275
da	w17_d433e26278
rauf	w1_d433e26283
haftenden	w3_d433e26286
Handlungs=freyheit,	w5_d433e26289
oder	w7_d433e26292
übri	w9_d433e26295
gen	w1_d433e26300
Häusern,	w3_d433e26303
Grund=stücken,	w5_d433e26306
Meublen,	w7_d433e26309
Wein,	w9_d433e26312
und	w1_d433e26317
Vieh	w3_d433e26320
zu	w5_d433e26323
erkauffen	w7_d433e26326
gedenken,	w9_d433e26329
dergestalten	w11_d433e26332
vorgeladen,	w1_d433e26338
daß	w3_d433e26341
wiederholtes	w5_d433e26344
Haus	w7_d433e26347
und	w9_d433e26350
Hand	w11_d433e26353
lungs=freyheit,	w1_d433e26358
jedoch	w3_d433e26361
nicht	w5_d433e26364
anderst,	w7_d433e26367
als	w9_d433e26370
mit	w11_d433e26373
denen	w1_d433e26378
zu	w3_d433e26381
Pruga	w5_d433e26384
und	w7_d433e26387
dasiger	w9_d433e26390
Freyheit	w11_d433e26393
ligenden	w13_d433e26397
Uberländ=grund=stücken	w1_d433e26402
unter	w3_d433e26405
einsteus,	w5_d433e26408
die	w7_d433e26411
übrige	w1_d433e26417
in	w3_d433e26420
Hungarn	w5_d433e26423
ligende	w7_d433e26426
Wein=gärten,	w9_d433e26429
wie	w11_d433e26432
nicht	w1_d433e26437
minder	w3_d433e26440
die	w5_d433e26443
zu	w7_d433e26446
Prugg	w9_d433e26449
noch	w11_d433e26452
ligende	w13_d433e26456
2.	w15_d433e26459
Häu	w17_d433e26462
ser,	w1_d433e26467
Effecten,	w3_d433e26470
Meublen,	w5_d433e26473
Wein,	w7_d433e26476
Faß,	w9_d433e26479
und	w11_d433e26482
Vieh	w1_d433e26487
hingegen	w3_d433e26490
separatim	w5_d433e26493
den	w7_d433e26496
16.	w9_d433e26499
dies	w11_d433e26502
Monats	w13_d433e26506
Martii	w1_d433e26512
fruh	w3_d433e26515
um	w5_d433e26518
9	w7_d433e26521
Uhr	w9_d433e26524
verkauffet	w11_d433e26527
werden	w13_d433e26531
solle;	w15_d433e26534
wer	w1_d433e26539
demnach	w3_d433e26542
ein	w5_d433e26545
so	w7_d433e26548
anderes	w9_d433e26551
bemeldeter	w11_d433e26554
massen	w13_d433e26558
zu	w15_d433e26561
erkauffen	w1_d433e26566
entschlossen,	w3_d433e26569
der	w5_d433e26572
hat	w7_d433e26575
sich	w9_d433e26578
an	w11_d433e26581
obbemelde	w13_d433e26585
tem	w1_d433e26590
Tag	w3_d433e26593
und	w5_d433e26596
Stund	w7_d433e26599
zu	w9_d433e26602
Prugg	w11_d433e26605
an	w13_d433e26609
der	w15_d433e26612
Leytha	w17_d433e26615
einzufinden,	w1_d433e26621
und	w3_d433e26624
behorig	w5_d433e26627
anzumelden.	w7_d433e26630
</p>
<p id="p20_d433e26633">
Zu	w1_d433e26637
Meidling	w3_d433e26640
nichst	w5_d433e26643
Schönbrann	w7_d433e26646
ist	w9_d433e26649
des	w11_d433e26652
weil.	w13_d433e26656
Hrn.	w1_d433e26661
Johann	w3_d433e26664
Cornacki,	w5_d433e26667
gewest=Hof=befreyten	w7_d433e26670
Gold	w9_d433e26673
arbeiters	w1_d433e26678
in	w3_d433e26681
Wien	w5_d433e26684
daselbst	w7_d433e26687
habende	w9_d433e26690
Hof,	w11_d433e26693
samt	w13_d433e26697
darzu	w1_d433e26703
gehörigen	w3_d433e26706
Dienst=büchel,	w5_d433e26709
und	w7_d433e26712
darbey	w9_d433e26715
be	w11_d433e26718
findlich=mit	w1_d433e26723
Mauer	w3_d433e26726
umfangene	w5_d433e26729
Garten:	w7_d433e26732
Jtem	w9_d433e26735
an	w1_d433e26740
überländ	w3_d433e26743
Grund=stucken,	w5_d433e26746
drey	w7_d433e26749
verschiedene	w9_d433e26752
Joch	w1_d433e26757
Aecker,	w3_d433e26760
zwey	w5_d433e26763
und	w7_d433e26766
ein	w9_d433e26769
halbes	w11_d433e26772
Tagwerk	w13_d433e26776
Wie	w15_d433e26779
sen,	w1_d433e26785
fünf	w3_d433e26788
Viertel	w5_d433e26791
ein	w7_d433e26794
halbes	w9_d433e26797
Achtel	w11_d433e26800
Weingär	w13_d433e26804
ten,	w1_d433e26809
samt	w3_d433e26812
wenigen	w5_d433e26815
Haus=fahrnussen,	w7_d433e26818
so	w9_d433e26821
in	w11_d433e26824
Ti	w13_d433e26828
schen,	w1_d433e26833
Kästen,	w3_d433e26836
Sesseln,	w5_d433e26839
Beht,	w7_d433e26842
Bilder,	w9_d433e26845
end	w11_d433e26848
lichen	w1_d433e26853
34.	w3_d433e26856
Emer	w5_d433e26859
1758ger=wein,	w7_d433e26862
bey	w9_d433e26865
80.	w11_d433e26868
Emer	w13_d433e26872
Faß,	w1_d433e26878
und	w3_d433e26881
3.	w1_d433e26886
Stuck	w3_d433e26889
Rind=vieh	w5_d433e26892
bestehet,	w7_d433e26895
an	w9_d433e26898
die	w1_d433e26903
Meistbietende	w3_d433e26906
zu	w5_d433e26909
verkauffen,	w7_d433e26912
welche	w9_d433e26915
Licita	w11_d433e26918
tion	w1_d433e26923
den	w3_d433e26926
21.	w5_d433e26929
Appil	w7_d433e26932
dies	w9_d433e26935
Jahrs	w11_d433e26938
fruh	w13_d433e26942
um	w15_d433e26945
8.	w17_d433e26948
Uhr	w19_d433e26951
in	w1_d433e26957
gedacht=Cornackischen	w3_d433e26960
Haus	w5_d433e26963
zu	w7_d433e26966
Meidling	w9_d433e26969
wird	w1_d433e26974
vorgenommen,	w3_d433e26977
und	w5_d433e26980
die	w7_d433e26983
Liebhaber	w9_d433e26986
daselbst	w11_d433e26989
sich	w1_d433e26994
anzumelden	w3_d433e26997
haben	w5_d433e27000
werden.	w7_d433e27003
</p>
<head id="h4_d433e27014">
geden	w1_d433e27018
20.	w3_d433e27021
Martii	w5_d433e27024
1760.	w7_d433e27027
Ba	w1_d433e27032
neebere	w3_d433e27035
</head>
<p id="p6_d433e27038">
HOn	w1_d433e27042
dem	w3_d433e27045
Herrn	w5_d433e27048
Generalfeldmarschallleute	w7_d433e27051
nant	w1_d433e27056
Baron	w3_d433e27059
Lutzinsky	w5_d433e27062
ist	w7_d433e27065
der	w9_d433e27068
Bericht	w11_d433e27071
eingeloffen,	w13_d433e27075
was	w1_d433e27080
massen	w3_d433e27083
er	w5_d433e27086
den	w7_d433e27089
17.	w9_d433e27092
Dieses	w11_d433e27095
fruhe	w13_d433e27099
um	w15_d433e27102
6.	w17_d433e27105
Uhr	w19_d433e27108
die	w21_d433e27111
Stadt	w1_d433e27117
Zeits	w3_d433e27120
auf	w5_d433e27123
dreyen	w7_d433e27126
Seiten	w9_d433e27129
zugleich,	w11_d433e27132
nämlich	w13_d433e27136
bey	w15_d433e27139
dem	w1_d433e27144
St.	w3_d433e27147
Stephans=thor,	w5_d433e27150
durch	w7_d433e27153
ein	w9_d433e27156
Commando	w11_d433e27159
von	w13_d433e27163
Sachsen	w1_d433e27168
und	w3_d433e27171
Croaten,	w5_d433e27174
unter	w7_d433e27177
dem	w9_d433e27180
Sächsischen	w11_d433e27183
Hrn.	w13_d433e27187
Obristen	w1_d433e27192
von	w3_d433e27195
Carlsburg	w5_d433e27198
rechter	w7_d433e27201
Hand	w9_d433e27204
gegen	w11_d433e27207
Alten	w13_d433e27211
burg	w1_d433e27217
durch	w3_d433e27220
ein	w5_d433e27223
zusammen	w7_d433e27226
gesetztes	w9_d433e27229
Commando	w11_d433e27232
von	w13_d433e27236
dem	w15_d433e27239
Baranyaischen	w1_d433e27244
Hussaren	w3_d433e27247
und	w5_d433e27250
Chur=pfälzischen	w7_d433e27253
Dra	w9_d433e27256
goner=regiment,	w1_d433e27261
unter	w3_d433e27264
dem	w5_d433e27267
Baranyaischen	w7_d433e27270
Hrn.	w9_d433e27273
Obrist	w11_d433e27276
leutenant	w1_d433e27281
von	w3_d433e27284
Gräven,	w5_d433e27287
und	w7_d433e27290
linker	w9_d433e27293
Hand	w11_d433e27296
gegen	w13_d433e27300
Naum	w15_d433e27303
burg	w1_d433e27309
durch	w3_d433e27312
das	w5_d433e27315
Jäger=corps	w7_d433e27318
nebst	w9_d433e27321
einigen	w11_d433e27324
demselben	w13_d433e27328
zugegebenen	w1_d433e27333
Hussaren	w3_d433e27336
angreiffen	w5_d433e27339
lassen,	w7_d433e27342
welcher	w9_d433e27345
Angkief	w11_d433e27348
auch	w1_d433e27353
von	w3_d433e27356
allen	w5_d433e27359
Seiten	w7_d433e27362
mit	w9_d433e27365
so	w11_d433e27368
vieler	w13_d433e27372
Bravour,	w15_d433e27375
und	w17_d433e27378
so	w19_d433e27381
gutem	w1_d433e27386
Erfolg	w3_d433e27389
von	w5_d433e27392
statten	w7_d433e27395
gegangen,	w9_d433e27398
daß,	w11_d433e27401
ungeachtet	w13_d433e27405
die	w15_d433e27408
darinnen	w1_d433e27414
geweste	w3_d433e27417
feindliche	w5_d433e27420
Trupen,	w7_d433e27423
so	w9_d433e27426
mehrentheils	w11_d433e27429
aus	w1_d433e27434
Cavallerie	w3_d433e27437
bestanden,	w5_d433e27440
eben	w7_d433e27443
selbigen	w9_d433e27446
Tages	w11_d433e27449
von	w13_d433e27453
dort	w1_d433e27458
abmarschiren	w3_d433e27461
sollen,	w5_d433e27464
folgsam	w7_d433e27467
in	w9_d433e27470
voller	w11_d433e27473
Bereit	w13_d433e27477
schaft	w1_d433e27482
angetroffen	w3_d433e27485
worden,	w5_d433e27488
selbige	w7_d433e27491
dannoch	w9_d433e27494
gänzlich	w11_d433e27497
geschlagen,	w1_d433e27503
und	w3_d433e27506
zerstreuet	w5_d433e27509
worden,	w7_d433e27512
und	w9_d433e27515
(die	w11_d433e27518
vielen	w13_d433e27522
Todten,	w1_d433e27527
worunter	w3_d433e27530
sich	w5_d433e27533
ein	w7_d433e27536
Major	w9_d433e27539
befinden	w11_d433e27542
solle,	w13_d433e27546
und	w15_d433e27549
deren	w1_d433e27554
eigentliche	w3_d433e27557
Anzahl	w5_d433e27560
man	w7_d433e27563
noch	w9_d433e27566
nicht	w11_d433e27569
bestimmen	w13_d433e27573
kan,	w1_d433e27578
samt	w3_d433e27581
denen	w5_d433e27584
sich	w7_d433e27587
dabey	w9_d433e27590
Verloffenen	w11_d433e27593
nicht	w13_d433e27597
gerech	w15_d433e27600
net)	w1_d433e27606
nur	w3_d433e27609
allein	w5_d433e27612
an	w7_d433e27615
Kriegs=gefangenen	w9_d433e27618
206.	w11_d433e27621
Köpfe,	w13_d433e27625
worunter	w1_d433e27630
sich	w3_d433e27633
die	w5_d433e27636
beyde	w7_d433e27639
Herren	w9_d433e27642
Obristen	w11_d433e27645
von	w13_d433e27649
Arn	w15_d433e27652
stadt,	w1_d433e27657
und	w3_d433e27660
Dreskow,	w5_d433e27663
nebst	w7_d433e27666
5.	w9_d433e27669
Ritt=meisters,	w11_d433e27672
1.	w13_d433e27676
Leutenant,	w1_d433e27681
6.	w3_d433e27684
Cornets,	w5_d433e27687
1.	w7_d433e27690
Quartier=meister,	w9_d433e27693
und	w11_d433e27696
</p>
<p id="p10_d433e27701">
1.	w1_d433e27705
Auditor	w3_d433e27708
befinden,	w5_d433e27711
in	w7_d433e27714
diesseitige	w9_d433e27717
Gewalt	w11_d433e27720
verfallen,	w13_d433e27724
auch	w1_d433e27729
eine	w3_d433e27732
noch	w5_d433e27735
grössere	w7_d433e27738
Anzahl	w9_d433e27741
der	w11_d433e27744
schönsten	w13_d433e27748
Pferde,	w15_d433e27751
nebst	w1_d433e27756
2.	w3_d433e27759
Estandarten,	w5_d433e27762
und	w7_d433e27765
1.	w9_d433e27768
Paar	w11_d433e27771
Paucken	w13_d433e27775
erbeutet	w15_d433e27778
worden.	w1_d433e27784
Unserer	w3_d433e27787
Seits	w5_d433e27790
aber	w7_d433e27793
der	w9_d433e27796
Verlust	w11_d433e27799
an	w13_d433e27803
Todt	w15_d433e27806
und	w1_d433e27811
Bleßirten	w3_d433e27814
sich	w5_d433e27817
nur	w7_d433e27820
auf	w9_d433e27823
etliche	w11_d433e27826
wenige	w13_d433e27830
Mann	w15_d433e27833
belauffet.	w1_d433e27838
</p>
<head id="h2_d433e27844">
SPECIFICATION	w1_d433e27848
Deren	w1_d433e27853
zu	w3_d433e27856
Zei.	w5_d433e27859
tz	w1_d433e27864
den	w3_d433e27867
17.	w5_d433e27870
Martii	w7_d433e27873
gemachten	w9_d433e27876
Kriegs	w11_d433e27879
gefangenen.	w1_d433e27885
</head>
<head id="h2_d433e27891">
1.	w1_d433e27895
Obrister,	w3_d433e27898
von	w5_d433e27901
Arnstadt.	w7_d433e27904
1.	w1_d433e27909
Detto	w3_d433e27912
v.	w5_d433e27915
Bertkow.	w7_d433e27918
1.	w1_d433e27923
Detto,	w3_d433e27926
v.	w5_d433e27929
Dreskow.	w7_d433e27932
1.	w1_d433e27938
Auditor,	w3_d433e27941
Böhm.	w5_d433e27944
1.	w1_d433e27949
Rittmeister	w3_d433e27952
v.	w5_d433e27955
Backhof	w7_d433e27958
2.	w1_d433e27963
Wachtmeistere.	w3_d433e27966
1.	w1_d433e27971
Detto,	w3_d433e27974
v.	w5_d433e27977
Buttenow.	w7_d433e27980
1.	w1_d433e27986
Quartiermeister.	w3_d433e27989
1.	w1_d433e27994
Detto	w3_d433e27997
v.	w5_d433e28000
Buttenbrock.	w7_d433e28003
9.	w1_d433e28008
Caporals.	w3_d433e28011
1.	w1_d433e28016
Detto	w3_d433e28019
v.	w1_d433e28025
Kalbe.	w3_d433e28028
1.	w1_d433e28033
Stabs=trompeter.	w3_d433e28036
1.	w1_d433e28041
Detto	w3_d433e28044
v.	w1_d433e28049
Jllow.	w3_d433e28052
4.	w1_d433e28058
Trompetere.	w3_d433e28061
1.	w1_d433e28066
Leutenant	w3_d433e28069
v.	w5_d433e28072
Bismark.	w7_d433e28075
1.	w1_d433e28080
Fahnen=schmied.	w3_d433e28083
1.	w1_d433e28088
Cornet	w3_d433e28091
v.	w1_d433e28097
Rettger.	w3_d433e28100
1.	w1_d433e28105
Paucker.	w3_d433e28108
1.	w1_d433e28113
Detto	w3_d433e28116
Berter	w1_d433e28121
1.	w1_d433e28127
Regiments=sattler.	w3_d433e28130
1	w1_d433e28135
Detto	w3_d433e28138
Rege.	w1_d433e28143
1.	w1_d433e28148
Feldscherer.	w3_d433e28151
1.	w1_d433e28157
Detto	w3_d433e28160
Böhmer	w1_d433e28165
170.	w1_d433e28170
Gemeine.	w3_d433e28173
1.	w1_d433e28178
Detto	w3_d433e28181
v.	w1_d433e28187
Arnstadt.	w3_d433e28190
Sumunal	w1_d433e28195
2060.	w3_d433e28198
</head>
</doc>
