<doc id="wr_1757-12-17" attrs="word" year="1757" month="12" day="17" corpus="2">
<head id="h2_d203e3207">
Nieder=elbe	w1_d203e3211
</p>
<p id="p10_d203e25055">
Jn	w1_d203e25059
solcher	w3_d203e25062
Betrachtung	w5_d203e25065
entschlossen	w7_d203e25068
des	w9_d203e25071
Herrn	w11_d203e25074
Herzogs	w13_d203e25078
Carl	w15_d203e25081
von	w17_d203e25084
Lothringen	w1_d203e25089
Königl.	w3_d203e25092
Hoheit,	w5_d203e25095
und	w7_d203e25098
des	w9_d203e25101
Herrn	w11_d203e25104
Feld	w13_d203e25108
marschallen	w15_d203e25111
Grafens	w17_d203e25114
von	w19_d203e25117
Daun	w1_d203e25122
Excell	w3_d203e25125
nach	w5_d203e25128
einmütiger	w7_d203e25131
Meinung	w9_d203e25134
der	w11_d203e25137
Generalität	w13_d203e25141
mit	w15_d203e25144
der	w17_d203e25147
Kais.	w19_d203e25150
Kön.	w21_d203e25153
Armee,	w1_d203e25159
ohne	w3_d203e25162
weiters	w5_d203e25165
aufzubrechen,	w7_d203e25168
bis	w9_d203e25171
über	w11_d203e25174
das	w13_d203e25178
Schweidnitz=wasser	w15_d203e25181
zu	w17_d203e25184
marschieren,	w1_d203e25189
Lignitz	w3_d203e25192
sicher	w5_d203e25195
zu	w7_d203e25198
stellen,	w9_d203e25201
und	w11_d203e25204
überhaupt	w13_d203e25208
dahin	w15_d203e25211
zu	w17_d203e25214
trachten,	w19_d203e25217
de	w21_d203e25220
nen	w1_d203e25225
feindlichen	w3_d203e25228
Absichten	w5_d203e25231
Hindernuß	w7_d203e25234
einzustreuen	w9_d203e25237
</p>
<p id="p12_d203e25241">
Jn	w1_d203e25245
Lignitz	w3_d203e25248
wurde	w5_d203e25251
hinnach	w7_d203e25254
die	w9_d203e25257
Besatzung	w11_d203e25260
verstärket,	w13_d203e25264
in	w15_d203e25267
Neumark	w17_d203e25270
ei	w19_d203e25273
ne	w1_d203e25278
Tete	w3_d203e25281
von	w5_d203e25284
Banalisten,	w7_d203e25287
Hussaren,	w9_d203e25290
und	w11_d203e25293
commandirten	w13_d203e25297
Cavallerie	w15_d203e25300
gehal	w17_d203e25303
ten,	w1_d203e25308
auch	w3_d203e25311
solche	w5_d203e25314
durch	w7_d203e25317
die	w9_d203e25320
Chur=sächsische	w11_d203e25323
Chevaux	w13_d203e25327
legeres	w15_d203e25330
unterstützet;	w17_d203e25333
die	w19_d203e25336
Armee	w1_d203e25342
selbst	w3_d203e25345
wurde	w5_d203e25348
den	w7_d203e25351
3.	w9_d203e25354
dieses	w11_d203e25357
mit	w13_d203e25361
aller	w15_d203e25364
Nohtwendigkeit	w17_d203e25367
auf	w19_d203e25370
4.	w21_d203e25373
Täge	w23_d203e25376
hinlänglich	w1_d203e25381
versehen,	w3_d203e25384
und	w5_d203e25387
auf	w7_d203e25390
alle	w9_d203e25393
Fälle	w11_d203e25396
in	w13_d203e25400
Bereitschaft	w15_d203e25403
gesetzet,	w17_d203e25406
brach	w19_d203e25409
so	w21_d203e25412
dann	w1_d203e25417
den	w3_d203e25420
4.	w5_d203e25423
aus	w7_d203e25426
dem	w9_d203e25429
Lager	w11_d203e25432
auf,	w13_d203e25436
und	w15_d203e25439
passirte	w17_d203e25442
die	w19_d203e25445
Loh,	w21_d203e25448
und	w23_d203e25451
die	w25_d203e25455
Schweid	w27_d203e25458
nitz,	w1_d203e25463
um	w3_d203e25466
die	w5_d203e25469
neue	w7_d203e25472
Position	w9_d203e25475
zu	w11_d203e25478
nehmen.	w13_d203e25482
</p>
<p id="p14_d203e25485">
Es	w1_d203e25489
defilirten	w3_d203e25492
eben	w5_d203e25495
die	w7_d203e25498
Trupen,	w9_d203e25501
als	w11_d203e25504
die	w13_d203e25508
Raporten	w15_d203e25511
einlangten,	w17_d203e25514
daß	w19_d203e25517
der	w21_d203e25520
König	w1_d203e25525
von	w3_d203e25528
Preussen	w5_d203e25531
nämlichen	w7_d203e25534
Tags	w9_d203e25537
fruhe	w11_d203e25540
um	w13_d203e25544
5.	w15_d203e25547
Uhr	w17_d203e25550
mit	w19_d203e25553
seiner	w21_d203e25556
Armee	w23_d203e25559
von	w1_d203e25564
Barchwitz	w3_d203e25567
ab,	w5_d203e25570
und	w7_d203e25573
nacher	w9_d203e25576
Neumark	w11_d203e25579
marschieret	w13_d203e25583
wäre,	w15_d203e25586
somit	w17_d203e25589
die	w19_d203e25592
diessei	w21_d203e25595
tige	w1_d203e25601
daselbst	w3_d203e25604
gestandene	w5_d203e25607
Tete	w7_d203e25610
zuruck	w9_d203e25613
zu	w11_d203e25616
weichen	w13_d203e25620
sich	w15_d203e25623
bemüßiget	w17_d203e25626
befande.	w19_d203e25629
</p>
<p id="p20_d203e25642">
Man	w1_d203e25646
lesse	w3_d203e25649
dahero	w5_d203e25652
sammentliche	w7_d203e25655
Bagage	w9_d203e25658
hinter	w11_d203e25661
dem	w13_d203e25665
Schweidnißz	w15_d203e25668
wasser	w17_d203e25671
zn	w19_d203e25674
ruck.	w1_d203e25679
Die	w3_d203e25682
Colonnen	w5_d203e25685
beschleunigten	w7_d203e25688
ihren	w9_d203e25691
Marsche,	w11_d203e25694
stellten	w13_d203e25698
sich	w15_d203e25701
in	w17_d203e25704
Schlapt	w19_d203e25707
ordnung	w1_d203e25712
in	w3_d203e25715
zweyen	w5_d203e25718
Treffei,/	w7_d203e25721
der	w9_d203e25724
General	w11_d203e25727
der	w13_d203e25731
Cavallerie	w15_d203e25734
Graf	w17_d203e25737
von	w19_d203e25740
Nadas	w21_d203e25743
dy	w1_d203e25749
formirte	w3_d203e25752
mit	w5_d203e25755
seinen	w7_d203e25758
Unterhabenden	w9_d203e25761
Trupen	w11_d203e25764
en	w13_d203e25768
drittes	w15_d203e25771
Treffen,	w17_d203e25774
so	w19_d203e25777
be	w21_d203e25780
stimmet	w1_d203e25785
war,	w3_d203e25788
die	w5_d203e25791
linke	w7_d203e25794
Hlanque	w9_d203e25797
der	w11_d203e25800
Armee	w13_d203e25804
zu	w15_d203e25807
versicheren,	w17_d203e25810
und	w19_d203e25813
das	w21_d203e25816
orps	w23_d203e25819
de	w1_d203e25824
Reserve	w3_d203e25827
bliebe	w5_d203e25830
zur	w7_d203e25833
Unterstützung	w9_d203e25836
des	w11_d203e25839
rechten	w13_d203e25843
Flügels	w15_d203e25846
deltniret;	w17_d203e25849
die	w19_d203e25852
An	w21_d203e25855
mee	w1_d203e25860
hatte	w3_d203e25863
auf	w5_d203e25866
dem	w7_d203e25869
rechten	w9_d203e25872
Flügel	w11_d203e25875
das	w13_d203e25879
Dorf	w15_d203e25882
Nypern,	w17_d203e25885
auf	w19_d203e25888
dem	w21_d203e25891
linken	w23_d203e25894
den	w25_d203e25898
Ort	w1_d203e25904
Leuthen,	w3_d203e25907
und	w5_d203e25910
im	w7_d203e25913
Mittel=punct	w9_d203e25916
Frobelwitz.	w11_d203e25919
Sammentliche	w13_d203e25923
3.	w15_d203e25926
Ortschaf.	w17_d203e25929
ten	w1_d203e25934
wurden	w3_d203e25937
mit	w5_d203e25940
Mannschaft	w7_d203e25943
und	w9_d203e25946
Artillerie	w11_d203e25949
bestens	w13_d203e25953
besetzet,	w15_d203e25956
zu	w17_d203e25959
Frobelwiß	w19_d203e25962
8.	w1_d203e25967
Grenadiers=compagnien	w3_d203e25970
nebst	w5_d203e25973
vielen	w7_d203e25976
Piquerern,	w9_d203e25979
zu	w11_d203e25982
Leuthen	w13_d203e25986
7.	w15_d203e25989
Grenadiers	w17_d203e25992
compagnien	w1_d203e25997
nebst	w3_d203e26000
Piquetern,	w5_d203e26003
und	w7_d203e26006
endlich	w9_d203e26009
zu	w11_d203e26012
Nypern	w13_d203e26016
ebenfalls	w15_d203e26019
Piqueter	w17_d203e26022
eingeleget,	w1_d203e26028
sammentliche	w3_d203e26031
Grenadiers	w5_d203e26034
compagnien,	w7_d203e26037
nebst	w9_d203e26040
denen	w11_d203e26043
Piquctern	w13_d203e26047
vom	w1_d203e26052
Corps	w3_d203e26055
de	w5_d203e26058
Reserve	w7_d203e26061
aber	w9_d203e26064
auf	w11_d203e26067
den	w13_d203e26071
rechten	w15_d203e26074
Flügel	w17_d203e26077
der	w19_d203e26080
Cavallerie	w21_d203e26083
an	w23_d203e26086
der	w25_d203e26090
Spitze	w1_d203e26095
eines	w3_d203e26098
daselbst	w5_d203e26101
anstossenden	w7_d203e26104
Waldes	w9_d203e26107
postiret;	w11_d203e26110
weiters	w13_d203e26114
befande	w15_d203e26117
sich	w1_d203e26122
zu	w3_d203e26125
einer	w5_d203e26128
etwelchen	w7_d203e26131
Bedeckung	w9_d203e26134
des	w11_d203e26137
linken	w13_d203e26141
Flügels	w15_d203e26144
der	w17_d203e26147
General=feld	w19_d203e26150
wacht	w21_d203e26153
meister	w1_d203e26159
von	w3_d203e26162
Lusinzky	w5_d203e26165
mit	w7_d203e26168
2.	w9_d203e26171
Regimentern	w11_d203e26174
Hussaren,	w13_d203e26178
und	w15_d203e26181
einiger	w17_d203e26184
Gränz	w19_d203e26187
mannschaft,	w1_d203e26192
auch	w3_d203e26195
zu	w5_d203e26198
dessen	w7_d203e26201
Unterstützung	w9_d203e26204
der	w11_d203e26207
Königlich=pohlnisch	w13_d203e26211
Chursäch	w15_d203e26214
sische	w1_d203e26219
General=feld	w3_d203e26222
marschall=leutenant	w5_d203e26225
Graf	w7_d203e26228
von	w9_d203e26231
Nostitz	w11_d203e26234
mit	w13_d203e26238
denen	w15_d203e26241
he-	w17_d203e26244
vaux	w1_d203e26249
legeres,	w3_d203e26252
gegen	w5_d203e26255
dem	w7_d203e26258
rechten	w9_d203e26261
Flügel	w11_d203e26264
aber	w13_d203e26268
der	w15_d203e26271
General=feld	w17_d203e26274
marschall	w19_d203e26277
leutenant	w1_d203e26283
von	w3_d203e26286
Morocz	w5_d203e26289
mit	w7_d203e26292
2.	w9_d203e26295
Regimentern	w11_d203e26298
Hussaren,	w13_d203e26302
und	w15_d203e26305
einer	w17_d203e26308
Anzahl	w19_d203e26311
Gränzern.	w1_d203e26316
</p>
<p id="p22_d203e26319">
Jnzwoischazund	w1_d203e26323
da	w3_d203e26326
diesseits	w5_d203e26329
die	w7_d203e26332
sogestälige	w9_d203e26335
Pihpostkofengertoffen	w11_d203e26338
vor	w13_d203e26342
den	w1_d203e26347
hatte	w3_d203e26350
auch	w5_d203e26353
der	w7_d203e26356
Feind	w9_d203e26359
seine	w11_d203e26362
Armee	w13_d203e26366
völlig	w15_d203e26369
über	w17_d203e26372
Neumark	w19_d203e26375
herwärts	w21_d203e26378
gezogen.	w23_d203e26381
seinen	w1_d203e26386
rechten	w3_d203e26389
Flügel	w5_d203e26392
zu	w7_d203e26395
Krintsch,	w9_d203e26398
und	w11_d203e26401
den	w13_d203e26405
linken	w15_d203e26408
zu	w17_d203e26411
Bischdorf	w19_d203e26414
angelehnet,	w21_d203e26417
dann	w1_d203e26423
seine	w3_d203e26426
Vor=posten	w5_d203e26429
bis	w7_d203e26432
Born	w9_d203e26435
poussiret.	w11_d203e26438
</p>
<p id="p24_d203e26442">
Jn	w1_d203e26446
solcher	w3_d203e26449
Lostion	w5_d203e26452
blieben	w7_d203e26455
beederseitige	w9_d203e26458
Armeen	w11_d203e26461
die	w13_d203e26465
Nacht	w15_d203e26468
hindurch	w17_d203e26471
beym	w1_d203e26476
Gewehr,	w3_d203e26479
den	w5_d203e26482
5ten	w7_d203e26485
hingegen	w9_d203e26488
noch	w11_d203e26491
vor	w13_d203e26495
Tags	w15_d203e26498
hatte	w17_d203e26501
sich	w19_d203e26504
der	w21_d203e26507
Kaiserl.	w23_d203e26510
Königl.	w1_d203e26515
General	w3_d203e26518
der	w5_d203e26521
Cavallerie	w7_d203e26524
Graf	w9_d203e26527
von	w11_d203e26530
Nadasdy	w13_d203e26534
mit	w15_d203e26537
dem	w17_d203e26540
rechten	w19_d203e26543
Flü	w21_d203e26546
gel	w1_d203e26552
seiner	w3_d203e26555
Trupen,	w5_d203e26558
so	w7_d203e26561
ehedeme	w9_d203e26564
als	w11_d203e26567
ein	w13_d203e26571
drittes	w15_d203e26574
Treffen	w17_d203e26577
gestanden,	w19_d203e26580
zu	w21_d203e26583
Folge	w23_d203e26586
der	w1_d203e26591
beschehenen	w3_d203e26594
Verabredung	w5_d203e26597
an	w7_d203e26600
die	w9_d203e26603
Cavallerie	w11_d203e26606
des	w13_d203e26610
linken	w15_d203e26613
Flügels	w17_d203e26616
der	w19_d203e26619
Ar	w21_d203e26622
mee	w1_d203e26627
angeschlossen,	w3_d203e26630
somit	w5_d203e26633
von	w7_d203e26636
dannen	w9_d203e26639
die	w11_d203e26642
Flanque	w13_d203e26646
bis	w15_d203e26649
zu	w17_d203e26652
einer	w19_d203e26655
seitwärtigen	w21_d203e26658
Anhöhe,	w1_d203e26663
welche	w3_d203e26666
mit	w5_d203e26669
Artillerie	w7_d203e26672
bespicket	w9_d203e26675
worden,	w11_d203e26678
formiret,	w13_d203e26682
von	w15_d203e26685
dieser	w17_d203e26688
An	w19_d203e26691
höhe	w1_d203e26697
auch	w3_d203e26700
einen	w5_d203e26703
Hacke	w7_d203e26706
gemacht,	w9_d203e26709
und	w11_d203e26712
seine	w13_d203e26716
Mannschaft	w15_d203e26719
so	w17_d203e26722
gestellet,	w19_d203e26725
daß	w21_d203e26728
die	w1_d203e26733
Kaiserl.	w3_d203e26736
Trupen	w5_d203e26739
nächst	w7_d203e26742
an	w9_d203e26745
die	w11_d203e26748
Armee,	w13_d203e26752
sodann	w15_d203e26755
die	w17_d203e26758
Würtenbergische	w19_d203e26761
wei	w21_d203e26764
ters	w1_d203e26769
in	w3_d203e26772
der	w5_d203e26775
Flanque,	w7_d203e26778
und	w9_d203e26781
endlich	w11_d203e26784
die	w13_d203e26788
Bayerische	w15_d203e26791
in	w17_d203e26794
der	w19_d203e26797
Spitze	w21_d203e26800
des	w23_d203e26803
Hackens	w25_d203e26807
zu	w1_d203e26812
stehen	w3_d203e26815
kamen.	w5_d203e26818
</p>
<p id="p26_d203e26821">
Nach	w1_d203e26825
Anbruch	w3_d203e26828
des	w5_d203e26831
Tages	w7_d203e26834
fienge	w9_d203e26837
der	w11_d203e26840
Feind	w13_d203e26844
an	w15_d203e26847
zerschiedene	w17_d203e26850
Bevegun	w19_d203e26853
gen	w1_d203e26858
zu	w3_d203e26861
machen,	w5_d203e26864
sich	w7_d203e26867
bald	w9_d203e26870
links,	w11_d203e26873
bald	w13_d203e26877
rechts	w15_d203e26880
zu	w17_d203e26883
ziehen,	w19_d203e26886
und	w21_d203e26889
fuhre	w23_d203e26892
solcher	w25_d203e26896
ge	w27_d203e26899
stalten	w1_d203e26904
bis	w3_d203e26907
gegen	w5_d203e26910
Mittag	w7_d203e26913
fort;	w9_d203e26916
wo	w11_d203e26919
immittelst	w13_d203e26923
er	w15_d203e26926
immer	w17_d203e26929
den	w19_d203e26932
rechten	w21_d203e26935
Flüge	w23_d203e26938
der	w1_d203e26944
Kais.	w3_d203e26947
Kön.	w5_d203e26950
Armee	w7_d203e26953
mit	w9_d203e26956
dem	w11_d203e26959
ersten	w13_d203e26963
Anfall	w15_d203e26966
am	w17_d203e26969
meisten	w19_d203e26972
zu	w21_d203e26975
bedrohen	w23_d203e26978
schie	w25_d203e26982
ne,	w1_d203e26987
weshalben	w3_d203e26990
auch	w5_d203e26993
der	w7_d203e26996
General	w9_d203e26999
der	w11_d203e27002
Cavallerie	w13_d203e27006
Graf	w15_d203e27009
von	w17_d203e27012
Luchest	w19_d203e27015
veran	w21_d203e27018
</p>
<p id="p32_d203e27031">
lasset	w1_d203e27035
worden,	w3_d203e27038
zu	w5_d203e27041
wiederholtenmalen	w7_d203e27044
eine	w9_d203e27047
mehrere	w11_d203e27050
Unterstützung	w13_d203e27054
anzuber	w15_d203e27057
langen;	w1_d203e27062
besagtermassen	w3_d203e27065
war	w5_d203e27068
das	w7_d203e27071
Corps	w9_d203e27074
de	w11_d203e27077
Referve	w13_d203e27081
zu	w15_d203e27084
solchem	w17_d203e27087
bestimmet,	w19_d203e27090
gleichwolen	w1_d203e27095
aber	w3_d203e27098
wurde	w5_d203e27101
dessen	w7_d203e27104
Abschickung	w9_d203e27107
eine	w11_d203e27110
Zeit	w13_d203e27114
verschoben,	w15_d203e27117
um	w17_d203e27120
den	w19_d203e27123
feindlichen	w1_d203e27129
Antrag	w3_d203e27132
etwas	w5_d203e27135
sicherer	w7_d203e27138
abzunehmen;	w9_d203e27141
da	w11_d203e27144
aber	w13_d203e27148
wiederholter	w15_d203e27151
Graf	w17_d203e27154
von	w1_d203e27159
Luchesi	w3_d203e27162
in	w5_d203e27165
seinem	w7_d203e27168
Verlangen	w9_d203e27171
beständig	w11_d203e27174
insistirte,	w13_d203e27178
die	w15_d203e27181
Preußische	w17_d203e27184
hinter	w19_d203e27187
denen	w1_d203e27192
Anhöhen	w3_d203e27195
geschehene	w5_d203e27198
Bewegungen	w7_d203e27201
auch	w9_d203e27204
nicht	w11_d203e27207
so	w13_d203e27211
verläßlich	w15_d203e27214
wahrge	w17_d203e27217
nommen	w1_d203e27222
werden	w3_d203e27225
konten,	w5_d203e27228
und	w7_d203e27231
die	w9_d203e27234
Zeit	w11_d203e27237
sich	w13_d203e27241
schon	w15_d203e27244
gegen	w17_d203e27247
Mittag	w19_d203e27250
näherte	w21_d203e27253
so	w1_d203e27259
wurde	w3_d203e27262
ihm	w5_d203e27265
endlich	w7_d203e27268
solches	w9_d203e27271
verabfolget:	w11_d203e27274
wie	w13_d203e27278
dann	w15_d203e27281
des	w17_d203e27284
Herrn	w19_d203e27287
Feldmar	w21_d203e27290
schallens	w1_d203e27295
Grafens	w3_d203e27298
von	w5_d203e27301
Daun	w7_d203e27304
Excellenz	w9_d203e27307
sich	w11_d203e27310
selbst	w13_d203e27314
auf	w15_d203e27317
diesen	w17_d203e27320
Flügel	w19_d203e27323
begeben	w21_d203e27326
hatten,	w1_d203e27331
um,	w3_d203e27334
dafern	w5_d203e27337
es	w7_d203e27340
nöhtig,	w9_d203e27343
in	w11_d203e27346
eigener	w13_d203e27350
Person	w15_d203e27353
daselbst	w17_d203e27356
Raht	w19_d203e27359
zu	w21_d203e27362
schaf	w23_d203e27365
fen;	w1_d203e27370
allein	w3_d203e27373
kaum	w5_d203e27376
ware	w7_d203e27379
das	w9_d203e27382
Corps	w11_d203e27385
de	w13_d203e27389
Reserve	w15_d203e27392
dahin	w17_d203e27395
marschieret,	w19_d203e27398
so	w21_d203e27401
liesse	w23_d203e27404
sich	w1_d203e27410
die	w3_d203e27413
feindliche	w5_d203e27416
Cavallerie	w7_d203e27419
gegen	w9_d203e27422
den	w11_d203e27425
linken	w13_d203e27429
Flügel	w15_d203e27432
bereits	w17_d203e27435
etwas	w19_d203e27438
näher	w21_d203e27441
blicken,	w1_d203e27446
der	w3_d203e27449
Feind	w5_d203e27452
zoge	w7_d203e27455
sich	w9_d203e27458
hinnach	w11_d203e27461
mit	w13_d203e27465
sehr	w15_d203e27468
schnellen	w17_d203e27471
Schritten	w19_d203e27474
immerfort	w21_d203e27477
rechts,	w1_d203e27482
und	w3_d203e27485
gab	w5_d203e27488
andurch	w7_d203e27491
zu	w9_d203e27494
erkennen,	w11_d203e27497
daß	w13_d203e27501
es	w15_d203e27504
auf	w17_d203e27507
den	w19_d203e27510
Kaiserl	w21_d203e27513
Königl.	w23_d203e27516
lin	w25_d203e27520
ken	w1_d203e27525
Flügel,	w3_d203e27528
und	w5_d203e27531
auf	w7_d203e27534
dessen	w9_d203e27537
Flanque	w11_d203e27540
angesehen	w13_d203e27544
war	w15_d203e27547
Seine	w17_d203e27550
Königl.	w19_d203e27553
Hoheit,	w21_d203e27556
und	w1_d203e27562
des	w3_d203e27565
Herrn	w5_d203e27568
Feld=marschallens	w7_d203e27571
Grafen	w9_d203e27574
von	w11_d203e27577
Daun	w13_d203e27581
Excellenz	w15_d203e27584
beorderten	w17_d203e27587
demnach	w1_d203e27592
den	w3_d203e27595
Herrn	w5_d203e27598
Generalen	w7_d203e27601
der	w9_d203e27604
Cavallerie	w11_d203e27607
Fürsten	w13_d203e27611
von	w15_d203e27614
Esterhasy,	w17_d203e27617
nebst	w19_d203e27620
dem	w1_d203e27625
Herrn	w3_d203e27628
Feld=marschall	w5_d203e27631
leutenant	w7_d203e27634
Grafen	w9_d203e27637
Maquire,	w11_d203e27640
und	w13_d203e27644
Anger	w15_d203e27647
mit	w17_d203e27650
der	w19_d203e27653
ihnen	w1_d203e27658
zugetheilten	w3_d203e27661
Cavallerie	w5_d203e27664
und	w7_d203e27667
Jnfanterie,	w9_d203e27670
und	w11_d203e27673
endlich	w13_d203e27677
das	w15_d203e27680
gesammte	w17_d203e27683
zweyte	w1_d203e27689
Treffen	w3_d203e27692
zu	w5_d203e27695
Unterstützung	w7_d203e27698
der	w9_d203e27701
Flanque	w11_d203e27704
anzurucken.	w13_d203e27708
</p>
<p id="p34_d203e27711">
Gegen	w1_d203e27715
1.	w3_d203e27718
Uhr	w5_d203e27721
Nachmittag	w7_d203e27724
hatte	w9_d203e27727
der	w11_d203e27730
Feind	w13_d203e27734
sich	w15_d203e27737
derselben	w17_d203e27740
genähert,	w19_d203e27743
das	w21_d203e27746
kleine	w1_d203e27751
Feuer	w3_d203e27754
fienge	w5_d203e27757
gegen	w7_d203e27760
die	w9_d203e27763
Würtenbergische	w11_d203e27766
Trupen	w13_d203e27770
an,	w15_d203e27773
und	w17_d203e27776
da	w19_d203e27779
es	w21_d203e27782
heftig	w23_d203e27785
war,	w1_d203e27790
so	w3_d203e27793
wichen	w5_d203e27796
solche	w7_d203e27799
mit	w9_d203e27802
Verlassung	w11_d203e27805
ihrer	w13_d203e27809
Stücke	w15_d203e27812
zuruck,	w17_d203e27815
wordurch	w19_d203e27818
dann	w21_d203e27821
auch	w1_d203e27827
die	w3_d203e27830
Chur=bayrische	w5_d203e27833
Trupen,	w7_d203e27836
so	w9_d203e27839
die	w11_d203e27842
Hacke	w13_d203e27846
formiret,	w15_d203e27849
in	w17_d203e27852
Unordnung	w19_d203e27855
geriehten.	w1_d203e27860
Die	w3_d203e27863
gewichene	w5_d203e27866
Hülfs=trupen	w7_d203e27869
brachten	w9_d203e27872
sofort	w11_d203e27875
andere	w13_d203e27879
Kais.	w15_d203e27882
Kön.	w17_d203e27885
Regimenter	w1_d203e27890
ebenfalls	w3_d203e27893
ausser	w5_d203e27896
Ordnung,	w7_d203e27899
und	w9_d203e27902
hinderten,	w11_d203e27905
daß	w13_d203e27909
jene,	w15_d203e27912
so	w17_d203e27915
zur	w19_d203e27918
Un	w21_d203e27921
terstützung	w1_d203e27926
angerucket	w3_d203e27929
waren,	w5_d203e27932
nicht	w7_d203e27935
ordentlich	w9_d203e27938
operiren	w11_d203e27941
konten.	w13_d203e27945
Man	w15_d203e27948
trach	w17_d203e27951
tete	w1_d203e27957
mit	w3_d203e27960
vieler	w5_d203e27963
Mühe	w7_d203e27966
sie	w9_d203e27969
wiederum	w11_d203e27972
herzustellen,	w13_d203e27976
es	w15_d203e27979
ware	w17_d203e27982
aber	w19_d203e27985
alles	w21_d203e27988
verge	w23_d203e27991
blich,	w1_d203e27996
und	w3_d203e27999
kunten	w5_d203e28002
solche	w7_d203e28005
nicht	w9_d203e28008
mehr	w11_d203e28011
zu	w13_d203e28015
Stand	w15_d203e28018
gebracht	w17_d203e28021
werden.	w19_d203e28024
</p>
<p id="p36_d203e28028">
Während	w1_d203e28032
diesen	w3_d203e28035
Vorfällen	w5_d203e28038
hatte	w7_d203e28041
der	w9_d203e28044
Feind	w11_d203e28047
auch	w13_d203e28051
das	w15_d203e28054
Dorf	w17_d203e28057
Leuthen,	w19_d203e28060
und	w1_d203e28065
den	w3_d203e28068
linken	w5_d203e28071
Flügel	w7_d203e28074
der	w9_d203e28077
Armee	w11_d203e28080
selbst	w13_d203e28084
attaquiret,	w15_d203e28087
auch	w17_d203e28090
seine	w19_d203e28093
meiste	w21_d203e28096
Force	w23_d203e28099
dahin	w1_d203e28104
angewendet,	w3_d203e28107
gleichwolen	w5_d203e28110
wurde	w7_d203e28113
dessen	w9_d203e28116
Mannschaft	w11_d203e28119
zu	w13_d203e28123
Fuß	w15_d203e28126
und	w17_d203e28129
zu	w19_d203e28132
Pferd	w1_d203e28138
durch	w3_d203e28141
diesseitige	w5_d203e28144
Jnfanterie	w7_d203e28147
und	w9_d203e28150
Cavallerie	w11_d203e28153
zu	w13_d203e28157
drey=zerschiedenen	w15_d203e28160
ma	w17_d203e28163
len	w1_d203e28168
mit	w3_d203e28171
vielem	w5_d203e28174
Verlust	w7_d203e28177
zuruck	w9_d203e28180
getrieben,	w11_d203e28183
mithin	w13_d203e28187
denselben	w15_d203e28190
der	w17_d203e28193
Sieg	w19_d203e28196
durch	w21_d203e28199
geraume	w1_d203e28204
Zeit	w3_d203e28207
strittig	w5_d203e28210
und	w7_d203e28213
kostbar	w9_d203e28216
gemacht;	w11_d203e28219
nachdeme	w13_d203e28223
aber	w15_d203e28226
Preußischer	w17_d203e28229
Seits	w1_d203e28234
in	w3_d203e28237
der	w5_d203e28240
Oefnung	w7_d203e28243
der	w9_d203e28246
linken	w11_d203e28249
Flanque,	w13_d203e28253
und	w15_d203e28256
anmit	w17_d203e28259
auch	w19_d203e28262
im	w21_d203e28265
Rucken	w23_d203e28268
im	w25_d203e28272
mer	w1_d203e28278
weiter	w3_d203e28281
angedrungen,	w5_d203e28284
und	w7_d203e28287
beobachtet	w9_d203e28290
wurde,	w11_d203e28293
daß	w13_d203e28297
solchergestalten	w15_d203e28300
nicht	w17_d203e28303
mehr	w1_d203e28308
auszulangen	w3_d203e28311
ware,	w5_d203e28314
so	w7_d203e28317
sahe	w9_d203e28320
man	w11_d203e28323
endlich	w13_d203e28327
sich	w15_d203e28330
bemüßiget	w17_d203e28333
aus	w19_d203e28336
der	w21_d203e28339
Ge	w23_d203e28342
gend	w1_d203e28347
von	w3_d203e28350
Leuthen	w5_d203e28353
bis	w7_d203e28356
an	w9_d203e28359
das	w11_d203e28362
Schweidnitz=wasser	w13_d203e28366
und	w15_d203e28369
an	w17_d203e28372
die	w19_d203e28375
Loh	w21_d203e28378
sich	w23_d203e28381
zu	w25_d203e28385
ruck	w1_d203e28390
zu	w3_d203e28393
ziehen;	w5_d203e28396
solches	w7_d203e28399
geschahe	w9_d203e28402
in	w11_d203e28405
beständigem	w13_d203e28409
Feuer	w15_d203e28412
mit	w17_d203e28415
guter	w19_d203e28418
Ordnung,	w21_d203e28421
und	w1_d203e28427
auf	w3_d203e28430
solche	w5_d203e28433
Weis	w7_d203e28436
wurde	w9_d203e28439
die	w11_d203e28442
Battaille	w13_d203e28446
so	w15_d203e28449
von	w17_d203e28452
1.	w19_d203e28455
bis	w21_d203e28458
5.	w23_d203e28461
Uhr	w25_d203e28465
gedauret	w27_d203e28468
ha	w29_d203e28471
te,	w1_d203e28476
geendiget,	w3_d203e28479
dann	w5_d203e28482
dem	w7_d203e28485
Feind	w9_d203e28488
die	w11_d203e28491
Wahl=statt	w13_d203e28495
überlassen.	w15_d203e28498
</p>
<p id="p40_d203e28503">
Es	w1_d203e28507
nuß	w3_d203e28510
hiebey	w5_d203e28513
ungeahter	w7_d203e28516
die	w9_d203e28519
Schlahtniht	w11_d203e28522
gevonnen	w13_d203e28526
de	w15_d203e28529
Kasel.	w17_d203e28532
Königl.	w1_d203e28537
Generalität,	w3_d203e28540
denen	w5_d203e28543
sammentlichen	w7_d203e28546
Herren	w9_d203e28549
Stabs	w11_d203e28552
und	w13_d203e28556
Oberoffi	w15_d203e28559
ciers	w1_d203e28564
nicht	w3_d203e28567
minder	w5_d203e28570
denen	w7_d203e28573
Unter=officiers	w9_d203e28576
