<doc id="wr_1760-01-26" attrs="word" year="1760" month="01" day="26" corpus="2">
<head id="h2_d418e2999">
Coblenz	w1_d418e3003
oder	w3_d418e24718
zu	w5_d418e24721
machen	w7_d418e24724
vermeinen,	w9_d418e24727
durch	w11_d418e24730
Ausfer	w13_d418e24734
tigung	w1_d418e24739
gewöhnlicher	w3_d418e24742
Convocations=edicten	w5_d418e24745
suh	w7_d418e24748
clausula	w1_d418e24753
præclusi	w3_d418e24756
einberuffen	w5_d418e24759
werden	w7_d418e24762
sollen.	w9_d418e24765
Wann	w11_d418e24768
nun	w1_d418e24773
zu	w3_d418e24776
diesem	w5_d418e24779
Ende	w7_d418e24782
der	w9_d418e24785
22.	w11_d418e24788
künftigen	w13_d418e24792
Monats	w15_d418e24795
Wartii	w1_d418e24801
fruh	w3_d418e24804
um	w5_d418e24807
9.	w7_d418e24810
Uhr	w9_d418e24813
bey	w11_d418e24816
dieses	w13_d418e24820
Kaiserl.	w15_d418e24823
Kö	w17_d418e24826
nigl.	w1_d418e24831
Judicii	w3_d418e24834
Delegati	w5_d418e24837
Militaris	w7_d418e24840
mixti	w9_d418e24843
auf	w11_d418e24846
der	w13_d418e24850
Seiler=stadt	w1_d418e24855
in	w3_d418e24858
der	w5_d418e24861
sogenannten	w7_d418e24864
Holler	w9_d418e24867
stauden	w11_d418e24870
im	w1_d418e24875
ersten	w3_d418e24878
Stock	w5_d418e24881
befindlichen	w7_d418e24884
Canzley	w9_d418e24887
sub	w11_d418e24890
clau-	w13_d418e24894
lusa	w1_d418e24900
perpetui	w3_d418e24903
silentii	w5_d418e24906
pro	w7_d418e24909
1mo.	w9_d418e24912
2do.	w11_d418e24915
&	w13_d418e24919
3tio.	w15_d418e24922
Ter-	w17_d418e24925
mino	w1_d418e24930
zu	w3_d418e24933
erscheinen	w5_d418e24936
bestimmet	w7_d418e24939
worden	w9_d418e24942
ist.	w11_d418e24945
Sol	w13_d418e24949
chemnach	w1_d418e24954
werden	w3_d418e24957
alle	w5_d418e24960
und	w7_d418e24963
jede	w9_d418e24966
Generalfeld	w11_d418e24969
</p>
<p id="p44_d418e24972">
wacht=meister	w1_d418e24976
Stapplische	w3_d418e24979
Glaubigere	w5_d418e24982
an	w7_d418e24985
obbe	w9_d418e24988
stimmten	w1_d418e24993
Tag	w3_d418e24996
und	w5_d418e24999
Stund	w7_d418e25002
entweder	w9_d418e25005
selbst	w11_d418e25008
per	w13_d418e25012
sönlich,	w1_d418e25017
oder	w3_d418e25020
durch	w5_d418e25023
genugsam	w7_d418e25026
instruirte	w9_d418e25029
Bevoll	w11_d418e25032
mächtigte	w1_d418e25038
also	w3_d418e25041
gewiß	w5_d418e25044
zu	w7_d418e25047
erscheinen,	w9_d418e25050
und	w11_d418e25053
ihre	w13_d418e25057
et	w15_d418e25060
wann	w1_d418e25065
habende	w3_d418e25068
Sprüch	w5_d418e25071
und	w7_d418e25074
Anforderungen	w9_d418e25077
Rechts	w11_d418e25080
beständig	w1_d418e25085
zu	w3_d418e25088
liquidiren	w5_d418e25091
wissen,	w7_d418e25094
als	w9_d418e25097
im	w11_d418e25100
widrigen	w13_d418e25104
die	w1_d418e25109
liquidirende	w3_d418e25112
Creditores	w5_d418e25115
hindann	w7_d418e25118
gefertiget,	w9_d418e25121
die	w1_d418e25127
Ausbleibend	w3_d418e25130
und	w5_d418e25133
nicht	w7_d418e25136
Liquidirende	w9_d418e25139
aber	w11_d418e25142
von	w13_d418e25146
ersagt	w1_d418e25151
General=feld=wacht=meister	w3_d418e25154
von	w5_d418e25157
Stap	w7_d418e25160
plischen	w1_d418e25165
Verlassenschafts=massa	w3_d418e25168
gänzlich	w5_d418e25171
ausge	w7_d418e25174
schlossen,	w1_d418e25179
und	w3_d418e25182
denenselben	w5_d418e25185
das	w7_d418e25188
ewige	w9_d418e25191
Stillschwei	w11_d418e25194
gen	w1_d418e25200
auferleget	w3_d418e25203
werden	w5_d418e25206
solle.	w7_d418e25209
Wornach	w9_d418e25212
sich	w11_d418e25215
ein	w13_d418e25219
jeder	w1_d418e25224
intereßirter	w3_d418e25227
zu	w5_d418e25230
richten,	w7_d418e25233
und	w9_d418e25236
seinem	w11_d418e25239
Recht	w13_d418e25243
bestens	w1_d418e25248
zu	w3_d418e25251
invigiliren	w5_d418e25254
wissen	w7_d418e25257
wird.	w9_d418e25260
</p>
<p id="p46_d418e25265">
Von	w1_d418e25269
des	w3_d418e25272
Kaiserrl.	w5_d418e25275
Königl	w7_d418e25278
Jud.	w9_d418e25281
Deleg.	w11_d418e25284
mixti	w13_d418e25288
in	w1_d418e25293
militaribus	w3_d418e25296
im	w5_d418e25299
Erz=herzogtum	w7_d418e25302
Oesterreich	w9_d418e25305
un	w11_d418e25308
ter	w1_d418e25313
und	w3_d418e25316
ob	w5_d418e25319
der	w7_d418e25322
Enns	w9_d418e25325
wegen,	w11_d418e25328
wird	w13_d418e25332
hiemit	w15_d418e25335
durch	w17_d418e25338
dieses	w1_d418e25344
offentliche	w3_d418e25347
Edict	w5_d418e25350
kund	w7_d418e25353
und	w9_d418e25356
zu	w11_d418e25359
wissen	w13_d418e25363
ge	w15_d418e25366
macht:	w1_d418e25371
Was	w3_d418e25374
gestalten	w5_d418e25377
auf	w7_d418e25380
des	w9_d418e25383
zur	w11_d418e25386
Vertrettung	w13_d418e25390
des	w1_d418e25395
im	w3_d418e25398
Jahr	w5_d418e25401
1758.	w7_d418e25404
zu	w9_d418e25407
Außig	w11_d418e25410
in	w13_d418e25414
Böheim	w15_d418e25417
verstor	w17_d418e25420
benen	w1_d418e25425
Kaiserl.	w3_d418e25428
Königl.	w5_d418e25431
Generalfeldmarschall	w7_d418e25434
leutenant	w1_d418e25440
Herrn	w3_d418e25443
Samuel	w5_d418e25446
Sprecher	w7_d418e25449
von	w9_d418e25452
Berneg	w11_d418e25455
Verlassenschaft	w1_d418e25460
gerichtlich	w3_d418e25463
verordneten	w5_d418e25466
Curatoris	w7_d418e25469
Augustin	w1_d418e25474
Böck,	w3_d418e25477
J.	w5_d418e25480
U	w7_d418e25483
Doctoris	w9_d418e25486
gehorsamstes	w11_d418e25489
Anlangen	w1_d418e25494
verwilliget	w3_d418e25497
worden,	w5_d418e25500
daß	w7_d418e25503
alle	w9_d418e25506
diejenige,	w11_d418e25509
welche	w1_d418e25515
an	w3_d418e25518
ersagten	w5_d418e25521
Herrn	w7_d418e25524
Generalfeldmarschall	w9_d418e25527
leutenant	w1_d418e25532
von	w3_d418e25535
Sprechers	w5_d418e25538
Verlassenschaft	w7_d418e25541
einige	w9_d418e25544
Sprüche	w1_d418e25549
und	w3_d418e25552
Anforderungen	w5_d418e25555
haben,	w7_d418e25558
oder	w9_d418e25561
zu	w11_d418e25564
ma	w13_d418e25568
chen	w1_d418e25573
vermeinen,	w3_d418e25576
durch	w5_d418e25579
Ausfertigung	w7_d418e25582
gewöhnli	w9_d418e25585
cher	w1_d418e25591
Convocations=edicten	w3_d418e25594
peremptone	w5_d418e25597
sub	w7_d418e25600
clau-	w9_d418e25603
sula	w1_d418e25608
prææclusi	w3_d418e25611
einberuffen	w5_d418e25614
werden	w7_d418e25617
sollen.	w9_d418e25620
Wann	w11_d418e25623
nun	w1_d418e25628
zu	w3_d418e25631
diesem	w5_d418e25634
Ende	w7_d418e25637
der	w9_d418e25640
19.	w11_d418e25643
April	w13_d418e25647
dies	w15_d418e25650
Jahrs	w17_d418e25653
fruh	w1_d418e25658
um	w3_d418e25661
9.	w5_d418e25664
Uhr	w7_d418e25667
bey	w9_d418e25670
diesem	w11_d418e25673
Kaiserl.	w13_d418e25677
Königl	w15_d418e25680
Jud.	w17_d418e25683
Deleg.	w1_d418e25689
mixt.	w3_d418e25692
in	w5_d418e25695
militaribus	w7_d418e25698
auf	w9_d418e25701
der	w11_d418e25704
Sailerstadt	w13_d418e25708
in	w1_d418e25713
der	w3_d418e25716
sogenannten	w5_d418e25719
Holler=standen	w7_d418e25722
im	w9_d418e25725
ersten	w11_d418e25728
Stock	w13_d418e25732
befindlichen	w1_d418e25737
Canzley	w3_d418e25740
sub	w5_d418e25743
clausula	w7_d418e25746
perpetui	w9_d418e25749
silen-	w11_d418e25752
tii	w1_d418e25757
pro	w3_d418e25760
1mo.	w5_d418e25763
2do.	w7_d418e25766
&	w9_d418e25769
3tio.	w11_d418e25772
Termino	w13_d418e25776
zu	w15_d418e25779
erscheinen	w17_d418e25782
bestimmet	w1_d418e25788
worden	w3_d418e25791
ist.	w5_d418e25794
Solchemnach	w7_d418e25797
werden	w9_d418e25800
alle	w11_d418e25803
und	w1_d418e25808
jede	w3_d418e25811
General=feld=marschall=leutenant	w5_d418e25814
von	w7_d418e25817
Sprecher	w1_d418e25822
Glaubigere	w3_d418e25825
an	w5_d418e25828
obbestimmten	w7_d418e25831
Tag,	w9_d418e25834
und	w11_d418e25837
Stund	w1_d418e25842
entweder	w3_d418e25845
selbst	w5_d418e25848
persönlich,	w7_d418e25851
oder	w9_d418e25854
durch	w11_d418e25857
genugsam	w1_d418e25863
instituirte	w3_d418e25866
Bevollmächtigte	w5_d418e25869
also	w7_d418e25872
gewiß	w9_d418e25875
zu	w1_d418e25880
erscheinen,	w3_d418e25883
und	w5_d418e25886
ihre	w7_d418e25889
etwann	w9_d418e25892
habende	w11_d418e25895
Sprüch	w13_d418e25899
und	w1_d418e25904
Anforderungen	w3_d418e25907
Rechts	w5_d418e25910
beständig	w7_d418e25913
zu	w9_d418e25916
liquidi	w11_d418e25919
ren	w1_d418e25924
wissen;	w3_d418e25927
als	w5_d418e25930
im	w7_d418e25933
widrigen	w9_d418e25936
die	w11_d418e25939
liquidirende	w13_d418e25943
Cre	w15_d418e25946
ditores	w1_d418e25952
hindann	w3_d418e25955
gefertiget,	w5_d418e25958
die	w7_d418e25961
Ausbleibend	w9_d418e25964
und	w11_d418e25967
nicht	w1_d418e25972
Liquidirende	w3_d418e25975
aber	w5_d418e25978
von	w7_d418e25981
ersagt	w9_d418e25984
Generalfeld	w11_d418e25987
marschall-leutenant	w1_d418e25992
von	w3_d418e25995
Sprecherischen	w5_d418e25998
Verlas	w7_d418e26001
senschafts=massa	w1_d418e26006
gänzlich	w3_d418e26009
ausgeschlossen,	w5_d418e26012
und	w7_d418e26015
de	w9_d418e26018
nenselben	w1_d418e26024
das	w3_d418e26027
ewige	w5_d418e26030
Stillschweigen	w7_d418e26033
auferleget	w9_d418e26036
wer	w11_d418e26039
den	w1_d418e26044
solle.	w3_d418e26047
Wornach	w5_d418e26050
sich	w7_d418e26053
ein	w9_d418e26056
jeder	w11_d418e26059
Jntereßirter	w13_d418e26063
zu	w1_d418e26068
richten,	w3_d418e26071
und	w5_d418e26074
seinem	w7_d418e26077
Recht	w9_d418e26080
bestens	w11_d418e26083
zu	w13_d418e26087
invigi	w15_d418e26090
liren	w1_d418e26095
wissen	w3_d418e26098
wird.	w5_d418e26101
</p>
</doc>
