<doc id="wr_1760-08-13" attrs="word" year="1760" month="08" day="13" corpus="2">
<head id="h2_d475e3099">
Von	w1_d475e3103
Nothenburg,	w21_d475e24697
und	w23_d475e24700
Nosea	w1_d475e24705
ausgestellte	w3_d475e24708
Commandi	w5_d475e24711
es	w7_d475e24714
gleicher=gestalten	w9_d475e24717
veranlassen,	w11_d475e24720
und	w13_d475e24724
</p>
<p id="p14_d475e24738">
nicht	w1_d475e24742
nur	w3_d475e24745
all=jenseitige	w5_d475e24748
Brücken	w7_d475e24751
unberzüglich	w9_d475e24754
abbrennen,	w11_d475e24757
sondern	w13_d475e24761
auch	w15_d475e24764
die	w1_d475e24769
Waldungen	w3_d475e24772
stark	w5_d475e24775
verhauen,	w7_d475e24778
und	w9_d475e24781
die	w11_d475e24784
Weege	w13_d475e24788
verlegen	w15_d475e24791
lassen	w17_d475e24794
solle,	w19_d475e24797
da	w21_d475e24800
mit	w1_d475e24805
der	w3_d475e24808
Feind	w5_d475e24811
auf	w7_d475e24814
allen	w9_d475e24817
Seiten	w11_d475e24820
gleiche	w13_d475e24824
Beschwernuß	w15_d475e24827
finden,	w17_d475e24830
dadurch	w19_d475e24833
aber	w21_d475e24836
die	w1_d475e24842
Beschleunigung	w3_d475e24845
seines	w5_d475e24848
Marsch	w7_d475e24851
immer	w9_d475e24854
gehemmet	w11_d475e24857
werden	w13_d475e24861
möchte.	w15_d475e24864
</p>
<p id="p16_d475e24867">
Den	w1_d475e24871
2.	w3_d475e24874
hielte	w5_d475e24877
der	w7_d475e24880
König,	w9_d475e24883
so	w11_d475e24886
seine	w13_d475e24890
Trupen	w15_d475e24893
durch	w17_d475e24896
die	w19_d475e24899
vorgegangene	w21_d475e24902
3.	w1_d475e24907
Marsche,	w3_d475e24910
und	w5_d475e24913
insonders	w7_d475e24916
den	w9_d475e24919
zweyten,	w11_d475e24922
der	w13_d475e24926
sehr	w15_d475e24929
stark	w17_d475e24932
gewesen,	w19_d475e24935
nicht	w21_d475e24938
wenig	w1_d475e24943
fatigiret	w3_d475e24946
hatte	w5_d475e24949
in	w7_d475e24952
der	w9_d475e24955
obangeführten	w11_d475e24958
Position	w13_d475e24962
ebenfalls	w15_d475e24965
einen	w17_d475e24968
Rast	w19_d475e24971
tag,	w1_d475e24977
welches	w3_d475e24980
dann	w5_d475e24983
veranlassete,	w7_d475e24986
daß	w9_d475e24989
die	w11_d475e24992
K.	w13_d475e24996
K.	w15_d475e24999
Armee	w17_d475e25002
auch,	w19_d475e25005
wie	w21_d475e25008
Tags	w23_d475e25011
vor	w25_d475e25015
hero,	w1_d475e25020
stehen	w3_d475e25023
verbliebe,	w5_d475e25026
nur	w7_d475e25029
daß	w9_d475e25032
die	w11_d475e25035
Regimenter	w13_d475e25039
den	w15_d475e25042
Befehl	w17_d475e25045
bekommen,	w19_d475e25048
alle	w1_d475e25053
schwere	w3_d475e25056
Bagage	w5_d475e25059
bis	w7_d475e25062
Göhlau,	w9_d475e25065
woselbst	w11_d475e25068
sie	w13_d475e25072
die	w15_d475e25075
weitere	w17_d475e25078
Ordre	w19_d475e25081
abwar	w21_d475e25084
ten	w1_d475e25089
solte,	w3_d475e25092
ohne	w5_d475e25095
Verzug	w7_d475e25098
abgehen	w9_d475e25101
zu	w11_d475e25104
lassen,	w13_d475e25108
worzu	w15_d475e25111
auch	w17_d475e25114
von	w19_d475e25117
der	w21_d475e25120
Cavallerie	w23_d475e25123
die	w1_d475e25129
nöhtige	w3_d475e25132
Bedeckung	w5_d475e25135
ausgemacht	w7_d475e25138
wurde.	w9_d475e25141
Der	w11_d475e25144
commandiren	w13_d475e25148
de	w15_d475e25151
F.	w17_d475e25154
M.	w19_d475e25157
begabe	w1_d475e25162
sich	w3_d475e25165
diesen	w5_d475e25168
fruh	w7_d475e25171
Morgen	w9_d475e25174
in	w11_d475e25177
das	w13_d475e25181
Lager,	w15_d475e25184
um	w17_d475e25187
ein	w19_d475e25190
und	w21_d475e25193
andern	w23_d475e25196
selbst	w25_d475e25200
nachzusehen.	w1_d475e25205
Ansonsten	w3_d475e25208
wurde	w5_d475e25211
weder	w7_d475e25214
von	w9_d475e25217
dem	w11_d475e25220
F.	w13_d475e25224
Z.	w15_d475e25227
M.	w17_d475e25230
Grafen	w19_d475e25233
von	w21_d475e25236
Lascy	w1_d475e25241
noch	w3_d475e25244
auch	w5_d475e25247
durch	w7_d475e25250
den	w9_d475e25253
General	w11_d475e25256
Ried	w13_d475e25260
vom	w15_d475e25263
Feinde	w17_d475e25266
etwas	w19_d475e25269
Veränderli	w21_d475e25272
pyerswerda	w1_d475e25278
ge	w3_d475e25281
ches	w1_d475e25286
gemeldet,	w3_d475e25289
ausser	w5_d475e25292
daß	w7_d475e25295
der	w9_d475e25298
von	w11_d475e25301
dem	w13_d475e25305
letzteren	w15_d475e25308
nacher	w17_d475e25311
Ho	w19_d475e25314
is	w1_d475e25319
ge.	w3_d475e25322
stelte	w1_d475e25327
Hussaren=rittmeister	w3_d475e25330
raportiret	w5_d475e25333
hätte,	w7_d475e25336
wie	w9_d475e25339
seine	w11_d475e25342
auf	w13_d475e25346
Cotthu	w15_d475e25349
gangene	w1_d475e25355
Patrouillen	w3_d475e25358
hieselbst	w5_d475e25361
ein	w7_d475e25364
starkes	w9_d475e25367
Commando	w11_d475e25370
von	w13_d475e25374
Ziethischen	w15_d475e25377
Huf	w17_d475e25380
saren	w1_d475e25385
angetroffen;	w3_d475e25388
wohingegen	w5_d475e25391
von	w7_d475e25394
dem	w9_d475e25397
obbesagter=massen	w11_d475e25400
an	w13_d475e25404
der	w15_d475e25407
F.	w1_d475e25412
M.	w3_d475e25415
L.	w5_d475e25418
Baron	w7_d475e25421
von	w9_d475e25424
Beck	w11_d475e25427
die	w13_d475e25431
Nachricht	w15_d475e25434
eingelanget,	w17_d475e25437
Queiß	w1_d475e25442
befindlichen	w3_d475e25445
was	w1_d475e25451
massen	w3_d475e25454
der	w5_d475e25457
Prinz	w7_d475e25460
Heinrich	w9_d475e25463
mit	w11_d475e25466
seiner	w13_d475e25470
Armee	w15_d475e25473
nacher	w17_d475e25476
Schlesien	w19_d475e25479
sich	w21_d475e25482
zuruck	w1_d475e25487
ziehen,	w3_d475e25490
bey	w5_d475e25493
Züllichau	w7_d475e25496
die	w9_d475e25499
Oder	w11_d475e25502
paßiret,	w13_d475e25506
und	w15_d475e25509
gegen	w17_d475e25512
Glogau	w19_d475e25515
im	w21_d475e25518
An	w23_d475e25521
marsch	w1_d475e25526
begriffen,	w3_d475e25529
ja	w5_d475e25532
der	w7_d475e25535
General	w9_d475e25538
Golze	w11_d475e25541
mit	w13_d475e25545
6000.	w15_d475e25548
Mann	w17_d475e25551
schon	w19_d475e25554
im	w21_d475e25557
Vor	w23_d475e25560
aus	w1_d475e25565
dahin	w3_d475e25568
angelanget,	w5_d475e25571
und	w7_d475e25574
seine	w9_d475e25577
Vor=trupen	w11_d475e25580
gar	w13_d475e25584
bis	w15_d475e25587
Luben	w17_d475e25590
poußiret	w19_d475e25593
haben	w1_d475e25599
solle.	w3_d475e25602
Gegen	w5_d475e25605
Abend	w7_d475e25608
wurde	w9_d475e25611
von	w11_d475e25614
dem	w13_d475e25618
commandirenden	w15_d475e25621
Generalen	w17_d475e25624
Grafen	w1_d475e25629
von	w3_d475e25632
Daun	w5_d475e25635
der	w7_d475e25638
Befehl	w9_d475e25641
der	w11_d475e25644
Armee	w13_d475e25648
zugestellet,	w15_d475e25651
mit	w17_d475e25654
Anbruch	w19_d475e25657
des	w21_d475e25660
Tags	w23_d475e25663
aufzubrechen,	w1_d475e25668
und	w3_d475e25671
zu	w5_d475e25674
dem	w7_d475e25677
Ende	w9_d475e25680
die	w11_d475e25683
gewöhnliche	w13_d475e25687
Marsch=zettul	w15_d475e25690
heraus	w17_d475e25693
ge	w19_d475e25696
geben,	w1_d475e25701
deme	w3_d475e25704
zufolge	w5_d475e25707
</p>
<p id="p18_d475e25710">
Den	w1_d475e25714
3.	w3_d475e25717
fruh	w5_d475e25720
Morgens	w7_d475e25723
sich	w9_d475e25726
nacher	w11_d475e25729
Bautzen	w13_d475e25733
in	w15_d475e25736
Marsch	w17_d475e25739
gesetzet	w19_d475e25742
worden,	w21_d475e25745
dahero	w1_d475e25750
auch	w3_d475e25753
die	w5_d475e25756
Tags	w7_d475e25759
vorhero	w9_d475e25762
auf	w11_d475e25765
Göhlau	w13_d475e25769
abgeschickte	w15_d475e25772
Bagage	w17_d475e25775
von	w19_d475e25778
dan	w21_d475e25781
nen	w1_d475e25786
nacher	w3_d475e25789
Hochkirchen	w5_d475e25792
beordert,	w7_d475e25795
das	w9_d475e25798
übrige	w11_d475e25801
aber	w13_d475e25805
von	w15_d475e25808
solcher,	w17_d475e25811
so	w19_d475e25814
noch	w21_d475e25817
bey	w23_d475e25820
der	w1_d475e25826
Armee	w3_d475e25829
vorhanden,	w5_d475e25832
allschon	w7_d475e25835
um	w9_d475e25838
Mitternacht	w11_d475e25841
in	w13_d475e25845
Marsch	w15_d475e25848
gesetzet	w17_d475e25851
wurde,	w19_d475e25854
darauf	w1_d475e25859
die	w3_d475e25862
Reserve=artillerie,	w5_d475e25865
dann	w7_d475e25868
die	w9_d475e25871
Jnfanterie,	w11_d475e25874
und	w13_d475e25878
Cavallerie	w15_d475e25881
in	w17_d475e25884
3.	w19_d475e25887
Colonnen	w1_d475e25892
folgte,	w3_d475e25895
der	w5_d475e25898
Fürst	w7_d475e25901
Löwenstein	w9_d475e25904
mit	w11_d475e25907
dem	w13_d475e25911
Corps	w15_d475e25914
de	w17_d475e25917
Reserbe	w19_d475e25920
aber	w21_d475e25923
den	w23_d475e25926
Marsch	w1_d475e25931
beschlosse.	w3_d475e25934
Der	w5_d475e25937
Feind	w7_d475e25940
hat	w9_d475e25943
dann	w11_d475e25946
ebenfalls	w13_d475e25950
und	w15_d475e25953
zwar	w17_d475e25956
vor	w19_d475e25959
Tags	w21_d475e25962
sein	w23_d475e25965
bey	w25_d475e25969
Wandewitz	w1_d475e25975
gehabtes	w3_d475e25978
Lager	w5_d475e25981
verlassen,	w7_d475e25984
sich	w9_d475e25987
gegen	w11_d475e25990
Rödern	w13_d475e25994
/	w15_d475e25997
woselbster	w17_d475e26000
oberhald	w19_d475e26003
dieses	w1_d475e26008
Orts	w3_d475e26011
das	w5_d475e26014
Wasser	w7_d475e26017
von	w9_d475e26020
nämlichen	w11_d475e26023
Namen	w13_d475e26027
paßiret,	w15_d475e26030
gezogen,	w17_d475e26033
und	w19_d475e26036
so	w1_d475e26041
weiters	w3_d475e26044
auf	w5_d475e26047
Königsbruck	w7_d475e26050
gerucket,	w9_d475e26053
sohin	w11_d475e26056
sich	w13_d475e26060
zwischen	w15_d475e26063
diesem	w17_d475e26066
Ort	w19_d475e26069
und	w21_d475e26072
den	w1_d475e26077
Camenzberg,	w3_d475e26080
an	w5_d475e26083
welchem	w7_d475e26086
der	w9_d475e26089
rechte	w11_d475e26092
Flügel	w13_d475e26096
anschlosse,	w15_d475e26099
gelageret.	w17_d475e26102
Der	w1_d475e26108
</p>
<p id="p22_d475e26113">
Der	w1_d475e26117
General	w3_d475e26120
Lascy	w5_d475e26123
hatte	w7_d475e26126
sofort	w9_d475e26129
den	w11_d475e26132
Feind	w13_d475e26136
an	w15_d475e26139
der	w17_d475e26142
Seite	w19_d475e26145
eptoyret,	w21_d475e26148
und	w1_d475e26153
folglich	w3_d475e26156
seinen	w5_d475e26159
Weeg	w7_d475e26162
über	w9_d475e26165
Schönborn	w11_d475e26168
auf	w13_d475e26172
Liechtenau	w15_d475e26175
genommen,	w17_d475e26178
welches	w1_d475e26183
den	w3_d475e26186
Feind,	w5_d475e26189
der	w7_d475e26192
ohnedies	w9_d475e26195
wegen	w11_d475e26198
deren	w13_d475e26202
ihme	w15_d475e26205
in	w17_d475e26208
Weeg	w19_d475e26211
gelegten	w21_d475e26214
Ver	w23_d475e26217
hinderungen	w1_d475e26223
sehr	w3_d475e26226
langsam	w5_d475e26229
marschiren	w7_d475e26232
könnte,	w9_d475e26235
gewaltig	w11_d475e26238
incommoderte,	w13_d475e26242
und	w1_d475e26247
da	w3_d475e26250
die	w5_d475e26253
Arrier=garde	w7_d475e26256
verschiedentlich	w9_d475e26259
attaquiret	w11_d475e26262
wurde,	w13_d475e26266
sind	w15_d475e26269
ohne	w17_d475e26272
denen	w1_d475e26277
auf	w3_d475e26280
dem	w5_d475e26283
Platz	w7_d475e26286
Gebliebenen	w9_d475e26289
19.	w11_d475e26292
Gefangene	w13_d475e26296
eingebracht,	w15_d475e26299
auch	w17_d475e26302
15.	w19_d475e26305
Proviant=wägen	w1_d475e26310
erbeutet	w3_d475e26313
worden.	w5_d475e26316
Erst=benannter	w7_d475e26319
General	w9_d475e26322
nahme	w11_d475e26325
sohin	w1_d475e26331
auf	w3_d475e26334
denen	w5_d475e26337
Liechtenauer=anhöhen	w7_d475e26340
seine	w9_d475e26343
Position,	w11_d475e26346
welches	w13_d475e26350
dem	w15_d475e26353
Frind	w17_d475e26356
eine	w1_d475e26361
doppelte	w3_d475e26364
Front	w5_d475e26367
zu	w7_d475e26370
machen	w9_d475e26373
veranlasset,	w11_d475e26376
um	w13_d475e26380
mit	w15_d475e26383
einer	w17_d475e26386
Linie	w19_d475e26389
sich	w21_d475e26392
ge	w23_d475e26395
gen	w1_d475e26400
demselben,	w3_d475e26403
mit	w5_d475e26406
der	w7_d475e26409
anderen	w9_d475e26412
aber	w11_d475e26415
gegen	w13_d475e26419
dem	w15_d475e26422
nach	w17_d475e26425
Pulsnitz	w19_d475e26428
gelager	w21_d475e26431
ten	w1_d475e26436
General	w3_d475e26439
Ried	w5_d475e26442
entgegen	w7_d475e26445
zu	w9_d475e26448
stellen.	w11_d475e26451
</p>
<p id="p24_d475e26455">
Der	w1_d475e26459
heutige	w3_d475e26462
Befehl	w5_d475e26465
bey	w7_d475e26468
der	w9_d475e26471
K.	w11_d475e26474
K	w13_d475e26478
Armee	w15_d475e26481
ware,	w17_d475e26484
daß	w19_d475e26487
solche	w21_d475e26490
des	w23_d475e26493
an	w25_d475e26497
deren	w1_d475e26502
Tages	w3_d475e26505
zeitlichen	w5_d475e26508
abkochen,	w7_d475e26511
und	w9_d475e26514
sich	w11_d475e26517
dergestalten	w13_d475e26521
in	w15_d475e26524
Bereitschaft	w17_d475e26527
halten	w1_d475e26532
solle,	w3_d475e26535
um	w5_d475e26538
stündlichen	w7_d475e26541
aufbrechen	w9_d475e26544
zu	w11_d475e26547
können,	w13_d475e26551
indeme	w15_d475e26554
des	w17_d475e26557
comman	w19_d475e26560
direnden	w1_d475e26566
Generalen	w3_d475e26569
Grafens	w5_d475e26572
von	w7_d475e26575
Daun	w9_d475e26578
Excell.	w11_d475e26581
annoch	w13_d475e26585
die	w15_d475e26588
Raports	w17_d475e26591
er	w19_d475e26594
wärten	w1_d475e26599
wollten,	w3_d475e26602
ob,	w5_d475e26605
und	w7_d475e26608
wohin	w9_d475e26611
beyläufig	w11_d475e26614
der	w13_d475e26618
König	w15_d475e26621
</p>
<p id="p26_d475e26624">
Den	w1_d475e26628
4ten	w3_d475e26631
mit	w5_d475e26634
seiner	w7_d475e26637
Armee	w9_d475e26640
anwieder	w11_d475e26643
aufbrechen	w13_d475e26647
und	w15_d475e26650
marschiren	w17_d475e26653
mögte,	w1_d475e26658
um	w3_d475e26661
nicht	w5_d475e26664
nur	w7_d475e26667
demselben	w9_d475e26670
in	w11_d475e26673
gewisser	w13_d475e26677
Maaß	w15_d475e26680
immerhin	w17_d475e26683
in	w19_d475e26686
der	w21_d475e26689
Nä	w23_d475e26692
he	w1_d475e26697
zu	w3_d475e26700
seyn,	w5_d475e26703
sondern	w7_d475e26706
auch	w9_d475e26709
die	w11_d475e26712
diesseitige	w13_d475e26716
hiernach	w15_d475e26719
erforderliche	w17_d475e26722
Ankeh	w19_d475e26725
rungen	w1_d475e26731
zu	w3_d475e26734
rechter	w5_d475e26737
Zeit	w7_d475e26740
vornehmen	w9_d475e26743
zu	w11_d475e26746
mögen,	w13_d475e26750
da	w15_d475e26753
nun	w17_d475e26756
des	w19_d475e26759
Morgens	w21_d475e26762
8.	w1_d475e26767
Uhr	w3_d475e26770
zuverläßig	w5_d475e26773
zu	w7_d475e26776
vernehmen	w9_d475e26779
gewesen,	w11_d475e26782
daß	w13_d475e26786
der	w15_d475e26789
König	w17_d475e26792
sich	w19_d475e26795
mehr	w21_d475e26798
malen	w1_d475e26803
vor	w3_d475e26806
Tags	w5_d475e26809
in	w7_d475e26812
Marsche	w9_d475e26815
gesetzet,	w11_d475e26818
so	w13_d475e26822
haben	w15_d475e26825
des	w17_d475e26828
cwmmandirenden	w19_d475e26831
Generalens	w1_d475e26836
die	w3_d475e26839
unterhabende	w5_d475e26842
K.	w7_d475e26845
K.	w9_d475e26848
Armee,	w11_d475e26851
dann	w13_d475e26855
ebenfalls	w15_d475e26858
den	w17_d475e26861
Marsche	w19_d475e26864
antretten	w1_d475e26870
lassen,	w3_d475e26873
und	w5_d475e26876
ist	w7_d475e26879
solche	w9_d475e26882
in	w11_d475e26885
5.	w13_d475e26889
Colonnen	w15_d475e26892
in	w17_d475e26895
das	w19_d475e26898
neue	w21_d475e26901
ausgestoche	w23_d475e26904
ne	w1_d475e26909
Lager	w3_d475e26912
zwischen	w5_d475e26915
Reichenbach	w7_d475e26918
und	w9_d475e26921
Gersdorf	w11_d475e26924
marschiret,	w13_d475e26928
die	w15_d475e26931
erste	w17_d475e26934
be	w19_d475e26937
stunde	w1_d475e26942
aus	w3_d475e26945
der	w5_d475e26948
Jnfanterie	w7_d475e26951
und	w9_d475e26954
Cavallerie	w11_d475e26957
des	w13_d475e26961
rechten	w15_d475e26964
Flügels,	w17_d475e26967
die	w19_d475e26970
Re	w21_d475e26973
serbe=artillerie	w1_d475e26978
machte	w3_d475e26981
mit	w5_d475e26984
dem	w7_d475e26987
Grenadiers	w9_d475e26990
und	w11_d475e26993
Carabiniers=corps	w13_d475e26997
die	w1_d475e27003
2te,	w3_d475e27006
sodann	w5_d475e27009
die	w7_d475e27012
3te	w9_d475e27015
aus	w11_d475e27018
dem	w13_d475e27022
Corps	w15_d475e27025
de	w17_d475e27028
Bataille,	w19_d475e27031
endlichen	w21_d475e27034
formirte	w23_d475e27037
die	w1_d475e27042
Cavallerie,	w3_d475e27045
und	w5_d475e27048
Jnfanterie	w7_d475e27051
des	w9_d475e27054
linken	w11_d475e27057
Flügels,	w13_d475e27061
das	w15_d475e27064
Corps	w17_d475e27067
de	w19_d475e27070
Reser	w21_d475e27073
de	w1_d475e27078
aber,	w3_d475e27081
und	w5_d475e27084
bey	w7_d475e27087
diesem	w9_d475e27090
die	w11_d475e27093
Jnfanterie	w13_d475e27097
a	w15_d475e27100
la	w17_d475e27103
Tete	w19_d475e27106
die	w21_d475e27109
5te	w23_d475e27112
Colonne,	w25_d475e27116
die	w27_d475e27119
Bagage	w1_d475e27124
muste	w3_d475e27127
zugleich	w5_d475e27130
von	w7_d475e27133
Hochkirchen	w9_d475e27136
aufbrechen,	w11_d475e27139
bey	w13_d475e27143
Görlitz	w15_d475e27146
auf	w17_d475e27149
de	w19_d475e27152
nen	w1_d475e27158
allda	w3_d475e27161
rechts,	w5_d475e27164
und	w7_d475e27167
links	w9_d475e27170
der	w11_d475e27173
Stadt	w13_d475e27177
geschlagenen	w15_d475e27180
Pontons=brücken	w17_d475e27183
über	w1_d475e27188
die	w3_d475e27191
Neiß	w5_d475e27194
gehen,	w7_d475e27197
und	w9_d475e27200
auf	w11_d475e27203
der	w13_d475e27207
Plaine	w15_d475e27210
bey	w17_d475e27213
Leopoldshayn	w19_d475e27216
bis	w21_d475e27219
auf	w23_d475e27222
weitere	w1_d475e27227
Ordre	w3_d475e27230
eine	w5_d475e27233
Wagen=burg	w7_d475e27236
formiren,	w9_d475e27239
der	w11_d475e27242
General	w13_d475e27246
Ried	w15_d475e27249
hingegen	w17_d475e27252
hat	w19_d475e27255
te	w1_d475e27260
sich	w3_d475e27263
in	w5_d475e27266
die	w7_d475e27269
von	w9_d475e27272
der	w11_d475e27275
Armee	w13_d475e27279
hinter	w15_d475e27282
der	w17_d475e27285
Spree	w19_d475e27288
verlassene	w21_d475e27291
Position	w23_d475e27294
gezogen,	w25_d475e27298
daß	w1_d475e27304
also	w3_d475e27307
auf	w5_d475e27310
allen	w7_d475e27313
Seiten	w9_d475e27316
die	w11_d475e27319
beste	w13_d475e27323
Ordnung,	w15_d475e27326
und	w17_d475e27329
Vorsicht	w19_d475e27332
genommen	w21_d475e27335
wurde.	w23_d475e27338
Der	w1_d475e27343
Feind	w3_d475e27346
hatte	w5_d475e27349
während	w7_d475e27352
seines	w9_d475e27355
heutigen	w11_d475e27358
Marsch	w13_d475e27362
verschiedene	w15_d475e27365
Bewegungen	w17_d475e27368
gemacht,	w1_d475e27373
vermutlich	w3_d475e27376
in	w5_d475e27379
der	w7_d475e27382
Rucksicht,	w9_d475e27385
um	w11_d475e27388
die	w13_d475e27392
eigentliche	w15_d475e27395
Route	w17_d475e27398
dieses	w19_d475e27401
sei	w21_d475e27404
nes	w1_d475e27409
Marsch	w3_d475e27412
zu	w5_d475e27415
masquiren,	w7_d475e27418
es	w9_d475e27421
hatte	w11_d475e27424
aber	w13_d475e27428
solches	w15_d475e27431
jedoch	w17_d475e27434
keine	w19_d475e27437
andere	w21_d475e27440
Folge	w23_d475e27443
4	w1_d475e27449
und	w1_d475e27454
sehr	w3_d475e27457
schabt,	w1_d475e27462
als	w3_d475e27465
daß	w5_d475e27468
er	w7_d475e27471
seine	w9_d475e27474
Trupen	w11_d475e27477
ungemein	w13_d475e27481
andurch	w15_d475e27484
abmane	w17_d475e27487
</p>
<p id="p30_d475e27492">
spät	w1_d475e27496
gegen	w3_d475e27499
Abend	w5_d475e27502
erst	w7_d475e27505
einruckte,	w9_d475e27508
indeme	w11_d475e27511
der	w13_d475e27515
General	w15_d475e27518
Lasey	w17_d475e27521
denselben	w19_d475e27524
dannoch	w21_d475e27527
nicht	w23_d475e27530
ausser	w25_d475e27534
Augen	w27_d475e27537
liesse,	w1_d475e27542
sondern	w3_d475e27545
immer	w5_d475e27548
an	w7_d475e27551
der	w9_d475e27554
Seite	w11_d475e27557
nachruckte,	w13_d475e27561
mithin	w15_d475e27564
erhielte	w17_d475e27567
man	w19_d475e27570
auch	w21_d475e27573
von	w23_d475e27576
erst=ernanntem	w25_d475e27580
Ge	w27_d475e27583
neralen	w1_d475e27588
sehr	w3_d475e27591
spät	w5_d475e27594
in	w7_d475e27597
der	w9_d475e27600
Nacht	w11_d475e27603
erst	w13_d475e27607
den	w15_d475e27610
Raport,	w17_d475e27613
daß	w19_d475e27616
der	w21_d475e27619
König	w23_d475e27622
über	w25_d475e27626
Sarisch	w27_d475e27629
hinaus	w29_d475e27632
bis	w31_d475e27635
Radibor	w33_d475e27638
marschiret,	w1_d475e27644
an	w3_d475e27647
diesem	w5_d475e27650
Ort	w7_d475e27653
das	w9_d475e27656
Haupt=quartir	w11_d475e27659
genommen,	w13_d475e27663
und	w15_d475e27666
seinen	w17_d475e27669
linken	w19_d475e27672
Flügel	w21_d475e27675
auf	w23_d475e27678
Kö	w25_d475e27682
nigswerde	w1_d475e27687
gezogen	w3_d475e27690
hätte.	w5_d475e27693
Ein	w7_d475e27696
gleicher	w9_d475e27699
Versuch	w11_d475e27702
ist	w13_d475e27706
zwar	w15_d475e27709
wie	w17_d475e27712
gestern	w19_d475e27715
von	w21_d475e27718
wiederholtem	w23_d475e27721
G.	w25_d475e27725
F.	w27_d475e27728
Z.	w29_d475e27731
M.	w1_d475e27736
Grafen	w3_d475e27739
von	w5_d475e27742
Lasey,	w7_d475e27745
um	w9_d475e27748
die	w11_d475e27751
feindl.	w13_d475e27755
Arrier=garde	w15_d475e27758
zu	w17_d475e27761
attaquiren,	w19_d475e27764
gemacht	w21_d475e27767
worden,	w23_d475e27770
indeme	w25_d475e27774
aber	w27_d475e27777
der	w1_d475e27782
Feind	w3_d475e27785
mit	w5_d475e27788
Canonen,	w7_d475e27791
und	w9_d475e27794
namhafter	w11_d475e27797
Jnsanterie	w13_d475e27801
zugleich	w15_d475e27804
zu	w17_d475e27807
Hülfe	w19_d475e27810
geeilet,	w21_d475e27813
so	w23_d475e27816
wäre	w25_d475e27820
zwar	w27_d475e27823
solcher	w29_d475e27826
mißlungen,	w1_d475e27832
jedoch	w3_d475e27835
ist	w5_d475e27838
diessets	w7_d475e27841
dabey	w9_d475e27844
auch	w11_d475e27847
nichts	w13_d475e27851
verloren	w15_d475e27854
gegangen,	w17_d475e27857
sondern	w19_d475e27860
das	w21_d475e27863
Lager	w23_d475e27866
bey	w25_d475e27870
Böhla	w27_d475e27873
an	w1_d475e27878
des	w3_d475e27881
Feindes	w5_d475e27884
Seite	w7_d475e27887
bezogen	w9_d475e27890
worden.	w11_d475e27893
Der	w13_d475e27897
General	w15_d475e27900
Ried	w17_d475e27903
konte	w19_d475e27906
bey	w21_d475e27909
dieser	w23_d475e27912
des	w25_d475e27916
Felndes	w27_d475e27919
Bewe	w29_d475e27922
gung	w1_d475e27927
nicht	w3_d475e27930
anders	w5_d475e27933
als	w7_d475e27936
sich	w9_d475e27939
auf	w11_d475e27942
den	w13_d475e27946
weissen	w15_d475e27949
Berg	w17_d475e27952
ziehen,	w19_d475e27955
somit	w21_d475e27958
unseren	w23_d475e27961
weiteren	w25_d475e27965
Marsch	w27_d475e27968
bedecken	w29_d475e27971
welcher	w1_d475e27976
dann	w3_d475e27979
</p>
<p id="p32_d475e27982">
Den	w1_d475e27986
5.	w3_d475e27989
abermal	w5_d475e27992
fest	w7_d475e27995
in	w9_d475e27998
der	w11_d475e28001
obbesagten	w13_d475e28005
Ordnung	w15_d475e28008
angetretten,	w17_d475e28011
und	w19_d475e28014
nachdeme	w21_d475e28017
sowol	w23_d475e28020
bey	w25_d475e28024
Görlitz	w1_d475e28029
auf	w3_d475e28032
der	w5_d475e28035
hölzernen,	w7_d475e28038
als	w9_d475e28041
auf	w11_d475e28044
denen	w13_d475e28048
geschlagenen	w15_d475e28051
Pontons=brücken	w17_d475e28054
die	w19_d475e28057
Neiß	w21_d475e28060
paßiret	w23_d475e28063
wor	w25_d475e28067
den,	w1_d475e28072
bis	w3_d475e28075
in	w5_d475e28078
die	w7_d475e28081
Gegend	w9_d475e28084
von	w11_d475e28087
Kretschen,	w13_d475e28091
und	w15_d475e28094
Schreibersdorf	w17_d475e28097
in	w19_d475e28100
das	w21_d475e28103
Lager	w23_d475e28106
fortgesetzet,	w25_d475e28110
nur	w27_d475e28113
das	w29_d475e28116
Corps	w1_d475e28122
de	w3_d475e28125
Reserve	w5_d475e28128
wurde	w7_d475e28131
eines	w9_d475e28134
Theils	w11_d475e28137
dem	w13_d475e28141
General	w15_d475e28144
Ried	w17_d475e28147
zum	w19_d475e28150
Soutienne,	w21_d475e28153
andern	w23_d475e28156
Theils	w25_d475e28160
zu	w27_d475e28163
so	w29_d475e28166
mehrerer	w1_d475e28171
Versicherung	w3_d475e28174
des	w5_d475e28177
Marsches	w7_d475e28180
von	w9_d475e28183
der	w11_d475e28186
Armee	w13_d475e28190
bey	w15_d475e28193
Reichenbach	w17_d475e28196
unter	w19_d475e28199
dem	w21_d475e28202
Fürsten	w23_d475e28205
von	w25_d475e28209
Lö	w27_d475e28212
wenstein	w1_d475e28217
annoch	w3_d475e28220
zuruck	w5_d475e28223
gelassen,	w7_d475e28226
jedoch	w9_d475e28229
da	w11_d475e28232
der	w13_d475e28236
Feind	w15_d475e28239
nämlichen	w17_d475e28242
Tags	w19_d475e28245
seinen	w21_d475e28248
Marsch	w23_d475e28251
ebener	w25_d475e28255
