<doc id="wr_1762-04-21" attrs="word" year="1762" month="04" day="21" corpus="2">
<head id="h2_d649e3413">
Madrit	w1_d649e3417
im	w15_d649e25154
widrigen	w1_d649e25160
auf	w3_d649e25163
derenselben	w5_d649e25166
Ausbleiben	w7_d649e25169
des	w9_d649e25172
eröfter	w11_d649e25175
ten	w1_d649e25180
Hrn.	w3_d649e25183
Obrist	w5_d649e25186
wachtmeisters	w7_d649e25189
von	w9_d649e25192
Barille	w11_d649e25195
seel.	w13_d649e25199
Verlassenschaft	w1_d649e25204
ex	w3_d649e25207
officio	w5_d649e25210
abgehandlet,	w7_d649e25213
und	w9_d649e25216
was	w11_d649e25219
Rechtens	w1_d649e25224
ist,	w3_d649e25227
vorgekehret	w5_d649e25230
werden	w7_d649e25233
solle.	w9_d649e25236
Wornach	w11_d649e25239
sich	w1_d649e25245
ein	w3_d649e25248
jeder	w5_d649e25251
Jntereßirter	w7_d649e25254
zu	w9_d649e25257
richten,	w11_d649e25260
und	w13_d649e25264
seinem	w15_d649e25267
Recht	w1_d649e25272
bestens	w3_d649e25275
zu	w5_d649e25278
invigiliren	w7_d649e25281
wissen	w9_d649e25284
wird.	w11_d649e25287
</p>
<p id="p42_d649e25292">
Wir	w1_d649e25296
Endes	w3_d649e25299
gefertigte	w5_d649e25302
von	w7_d649e25305
dem	w9_d649e25308
Löbl.	w11_d649e25311
Landmar	w13_d649e25315
schallischen	w1_d649e25320
Gericht	w3_d649e25323
verordnete	w5_d649e25326
Commissarien	w7_d649e25329
geben	w9_d649e25332
hiemit	w1_d649e25337
allen	w3_d649e25340
und	w5_d649e25343
jeden,	w7_d649e25346
bey	w9_d649e25349
weil	w11_d649e25352
des	w13_d649e25356
Hoch	w15_d649e25359
und	w17_d649e25362
wol	w19_d649e25365
gebornen	w1_d649e25371
Hrn.	w3_d649e25374
Wenzel	w5_d649e25377
Adrian	w7_d649e25380
Grafens	w9_d649e25383
v.	w11_d649e25386
Enkevoirt	w13_d649e25390
seel.	w1_d649e25395
Convocation	w3_d649e25398
angemeldeten	w5_d649e25401
Creditoren,	w7_d649e25404
welche	w9_d649e25407
bey	w1_d649e25412
der	w3_d649e25415
über	w5_d649e25418
dessen	w7_d649e25421
Vermögen	w9_d649e25424
verfasten	w11_d649e25427
ersten	w13_d649e25431
Repar	w15_d649e25434
tition	w1_d649e25439
wegen	w3_d649e25442
nicht	w5_d649e25445
beygebrachten	w7_d649e25448
Liquidations	w9_d649e25451
und	w11_d649e25454
Legitimations	w1_d649e25460
documenten	w3_d649e25463
den	w5_d649e25466
ausgefallenen	w7_d649e25469
Di	w9_d649e25472
videnten	w1_d649e25477
nicht	w3_d649e25480
empfangen	w5_d649e25483
haben:	w7_d649e25486
besonders	w9_d649e25489
aber	w11_d649e25492
denen	w1_d649e25497
Hausmannischen	w3_d649e25500
Erben,	w5_d649e25503
denen	w7_d649e25506
Kirchen	w9_d649e25509
vättern	w1_d649e25514
zu	w3_d649e25517
Feuersbrunn,	w5_d649e25520
weil.	w7_d649e25523
Annä	w9_d649e25526
Mariä	w11_d649e25529
Sol	w13_d649e25533
derin	w1_d649e25539
seel.	w3_d649e25542
Erben,	w5_d649e25545
Andre	w7_d649e25548
Zebethuber	w9_d649e25551
seel.	w11_d649e25554
Erben,	w13_d649e25558
dem	w1_d649e25563
Johann	w3_d649e25566
Mayr,	w5_d649e25569
den	w7_d649e25572
Richter	w9_d649e25575
und	w11_d649e25578
Kirchenvat	w13_d649e25582
tern	w1_d649e25587
zu	w3_d649e25590
Weickerstorf,	w5_d649e25593
wie	w7_d649e25596
auch	w9_d649e25599
zu	w11_d649e25602
Winkel,	w13_d649e25606
zu	w15_d649e25609
Al	w17_d649e25612
tenwört,	w1_d649e25617
und	w3_d649e25620
zu	w5_d649e25623
Neueigen,	w7_d649e25626
dem	w9_d649e25629
Balthasar	w11_d649e25632
Schwei	w13_d649e25636
ger,	w1_d649e25642
als	w3_d649e25645
Puchtlerischen	w5_d649e25648
Universal=erben,	w7_d649e25651
dem	w9_d649e25654
Pfar	w11_d649e25657
rer	w1_d649e25662
zu	w3_d649e25665
Weickerstorf	w5_d649e25668
am	w7_d649e25671
Steinfeld,	w9_d649e25674
Joseph	w11_d649e25677
Rose	w13_d649e25681
nauer	w1_d649e25686
seel.	w3_d649e25689
Wittib,	w5_d649e25692
des	w7_d649e25695
Anton	w9_d649e25698
Felbermayr	w11_d649e25701
seel.	w13_d649e25705
Er	w15_d649e25708
ben,	w1_d649e25713
dem	w3_d649e25716
Jgnatz	w5_d649e25719
Heyler,	w7_d649e25722
des	w9_d649e25725
Christoph	w11_d649e25728
Ebenlan	w13_d649e25732
der	w1_d649e25738
seel.	w3_d649e25741
Erben,	w5_d649e25744
des	w7_d649e25747
N.	w9_d649e25750
Helvetius	w11_d649e25753
Erben,	w13_d649e25757
dem	w15_d649e25760
Jo	w17_d649e25763
hann	w1_d649e25768
Welleschitz,	w3_d649e25771
dem	w5_d649e25774
Johann	w7_d649e25777
Caspar	w9_d649e25780
Heyl,	w11_d649e25783
des	w13_d649e25787
Lorenz	w1_d649e25792
Mathieli	w3_d649e25795
Erben,	w5_d649e25798
des	w7_d649e25801
Mathias	w9_d649e25804
Schintel	w11_d649e25807
berger	w1_d649e25812
Erben,	w3_d649e25815
des	w5_d649e25818
Johann	w7_d649e25821
Max	w9_d649e25824
Gaßner	w11_d649e25827
seel.	w13_d649e25831
Er	w15_d649e25834
ben,	w1_d649e25840
des	w3_d649e25843
Carl	w5_d649e25846
Görl	w7_d649e25849
seel	w9_d649e25852
Erben,	w11_d649e25855
des	w13_d649e25859
Mathias	w15_d649e25862
Wil	w17_d649e25865
libald	w1_d649e25870
Petz	w3_d649e25873
Pfarrer	w5_d649e25876
zu	w7_d649e25879
Schönberg	w9_d649e25882
seel.	w11_d649e25885
Erben,	w13_d649e25889
nen	w1_d649e25894
Kirchen=vättern	w3_d649e25897
zu	w5_d649e25900
Stiefing,	w7_d649e25903
dem	w9_d649e25906
Johann	w11_d649e25909
Georg	w13_d649e25913
Hofbauer,	w1_d649e25918
des	w3_d649e25921
Johann	w5_d649e25924
Jay	w7_d649e25927
seel.	w9_d649e25930
Erben,	w11_d649e25933
der	w13_d649e25937
Eva	w15_d649e25940
Mayrin	w1_d649e25946
seel.	w3_d649e25949
Erben,	w5_d649e25952
des	w7_d649e25955
Leopold	w9_d649e25958
Frubewirt	w11_d649e25961
seel.	w13_d649e25965
Erben,	w1_d649e25970
dem	w3_d649e25973
Anton	w5_d649e25976
Hörman,	w7_d649e25979
dem	w9_d649e25982
Quirin	w11_d649e25985
Winkler,	w13_d649e25989
denen	w1_d649e25994
Magisischen	w3_d649e25997
Erben,	w5_d649e26000
dem	w7_d649e26003
Johann	w9_d649e26006
Franz	w11_d649e26009
Kip	w13_d649e26013
pes	w1_d649e26018
ex	w3_d649e26021
offic'o	w5_d649e26024
zu	w7_d649e26027
vernehmen:	w9_d649e26030
Nachdeme	w11_d649e26033
die	w13_d649e26037
in	w15_d649e26040
besagt=gräfl.	w1_d649e26046
Enkevoirtische	w3_d649e26049
Massam	w5_d649e26052
gehörige	w7_d649e26055
Acti	w9_d649e26058
va	w1_d649e26063
eingetrieben	w3_d649e26066
und	w5_d649e26069
uns	w7_d649e26072
auf	w9_d649e26075
Anlangen	w11_d649e26078
deren	w13_d649e26082
ver	w15_d649e26085
ordneten	w1_d649e26090
Curatorum	w3_d649e26093
bonorum	w5_d649e26096
&	w7_d649e26099
ad	w9_d649e26102
lires	w11_d649e26105
aufer	w13_d649e26109
leget	w1_d649e26114
worden,	w3_d649e26117
zu	w5_d649e26120
Verfassung	w7_d649e26123
der	w9_d649e26126
endlichen	w11_d649e26129
Massä	w13_d649e26133
repar	w1_d649e26139
ition	w3_d649e26142
die	w5_d649e26145
Creditores	w7_d649e26148
per	w9_d649e26151
Edicta	w11_d649e26154
ad	w13_d649e26158
valvas	w15_d649e26161
zu	w17_d649e26164
citiren,	w1_d649e26169
wie	w3_d649e26172
auch	w5_d649e26175
hierzu	w7_d649e26178
den	w9_d649e26181
3.	w11_d649e26184
künftigen	w13_d649e26188
Monats	w15_d649e26191
May	w1_d649e26196
Nachmittag	w3_d649e26199
um	w5_d649e26202
3.	w7_d649e26205
Uhr	w9_d649e26208
in	w11_d649e26211
mein	w13_d649e26215
von	w15_d649e26218
Aichen	w17_d649e26221
im	w1_d649e26226
grossen	w3_d649e26229
Christoph	w5_d649e26232
habenden	w7_d649e26235
Wohnzimmern	w9_d649e26238
zu	w11_d649e26241
erscheinen	w1_d649e26247
zur	w3_d649e26250
Tagsatzung	w5_d649e26253
bestimmet	w7_d649e26256
haben.	w9_d649e26259
Als	w11_d649e26262
</p>
<p id="p44_d649e26265">
werden	w1_d649e26269
dieselbe	w3_d649e26272
am	w5_d649e26275
besagten	w7_d649e26278
Tag,	w9_d649e26281
Stund	w11_d649e26284
und	w13_d649e26288
Ork	w15_d649e26291
alsogewiß	w1_d649e26296
zu	w3_d649e26299
erscheinen,	w5_d649e26302
und	w7_d649e26305
zugleich	w9_d649e26308
ihre	w11_d649e26311
Liquida	w13_d649e26315
tions	w1_d649e26320
und	w3_d649e26323
Legitimations=documenta	w5_d649e26326
beyzubringen	w7_d649e26329
und	w1_d649e26335
einzulegen	w3_d649e26338
haben,	w5_d649e26341
als	w7_d649e26344
im	w9_d649e26347
widrigen	w11_d649e26350
die	w13_d649e26354
letzte	w15_d649e26357
Re	w17_d649e26360
partion	w1_d649e26365
verfast,	w3_d649e26368
hieruber	w5_d649e26371
ex	w7_d649e26374
officio	w9_d649e26377
relationirt,	w11_d649e26380
die	w13_d649e26384
Massa	w1_d649e26389
unter	w3_d649e26392
die	w5_d649e26395
liquidirte	w7_d649e26398
Creditores	w9_d649e26401
mit	w11_d649e26404
deren	w13_d649e26408
selben	w1_d649e26413
gänzl.	w3_d649e26416
Ausschliessung	w5_d649e26419
vertheilet,	w7_d649e26422
und	w9_d649e26425
denen	w11_d649e26428
selben	w1_d649e26434
das	w3_d649e26437
ewige	w5_d649e26440
Stillschweigen	w7_d649e26443
auferleget	w9_d649e26446
werden	w11_d649e26449
solle.	w1_d649e26454
Actum	w3_d649e26457
Wien	w5_d649e26460
26.	w7_d649e26463
Martii	w9_d649e26466
1761.	w11_d649e26469
</p>
<p id="p46_d649e26472">
Von	w1_d649e26476
des	w3_d649e26479
K.	w5_d649e26482
K.	w7_d649e26485
Judicii	w9_d649e26488
Deleg.	w11_d649e26491
mixti	w13_d649e26495
in	w15_d649e26498
milita-	w17_d649e26501
ribus	w1_d649e26506
im	w3_d649e26509
Erzherzogtum	w5_d649e26512
Oesterreich	w7_d649e26515
unter	w9_d649e26518
und	w11_d649e26521
ob	w13_d649e26525
der	w15_d649e26528
Enns	w1_d649e26533
wegen,	w3_d649e26536
wird	w5_d649e26539
hiemit	w7_d649e26542
durch	w9_d649e26545
dieses	w11_d649e26548
offentliche	w13_d649e26552
Edict	w1_d649e26558
jedermänniglich,	w3_d649e26561
deme	w5_d649e26564
daran	w7_d649e26567
gelegen,	w9_d649e26570
kund	w11_d649e26573
und	w1_d649e26578
zu	w3_d649e26581
wissen	w5_d649e26584
gemacht:	w7_d649e26587
wasgestalten	w9_d649e26590
auf	w11_d649e26593
des	w13_d649e26597
Jo	w15_d649e26600
hann	w1_d649e26605
Jacob	w3_d649e26608
Dernuscheck,	w5_d649e26611
J	w7_d649e26614
U	w9_d649e26617
D.	w11_d649e26620
auch	w13_d649e26624
Hofkriegs	w15_d649e26627
rahts,	w1_d649e26632
und	w3_d649e26635
Gerichts=advocaten,	w5_d649e26638
als	w7_d649e26641
zu	w9_d649e26644
Vertrett	w11_d649e26647
und	w1_d649e26653
Richtigstellung	w3_d649e26656
der	w5_d649e26659
von	w7_d649e26662
dem	w9_d649e26665
jüngsthin	w11_d649e26668
alhier	w13_d649e26672
ab	w1_d649e26677
intestato	w3_d649e26680
verstorbenen	w5_d649e26683
Kaiserl.	w7_d649e26686
Königl.	w9_d649e26689
Ober	w11_d649e26692
leutennnten	w1_d649e26697
Carl	w3_d649e26700
Stibler	w5_d649e26703
seel.	w7_d649e26706
ruckgebliebenen	w9_d649e26709
Verlassenschaft	w1_d649e26714
Gerichtl.	w3_d649e26717
verordneten	w5_d649e26720
Curatotis	w7_d649e26723
gehorsamstes	w1_d649e26729
Anlangen	w3_d649e26732
verwilliget	w5_d649e26735
worden,	w7_d649e26738
daß	w9_d649e26741
alle	w1_d649e26746
diejenige,	w3_d649e26749
welche	w5_d649e26752
an	w7_d649e26755
erstersagt=Oberleutenant	w9_d649e26758
Stieblerischen	w1_d649e26763
Verlassenschaft	w3_d649e26766
titulo	w5_d649e26769
crediti,	w7_d649e26772
aus	w9_d649e26775
alio	w1_d649e26780
quocunque	w3_d649e26783
einige	w5_d649e26786
Sprüche	w7_d649e26789
oder	w9_d649e26792
Anforderun	w11_d649e26795
gen	w1_d649e26801
haben,	w3_d649e26804
oder	w5_d649e26807
zu	w7_d649e26810
haben	w9_d649e26813
vermeinen,	w11_d649e26816
durch	w13_d649e26820
Aus	w15_d649e26823
fertigung	w1_d649e26828
gewöhnlicher	w3_d649e26831
Convocations=edicten	w5_d649e26834
per	w7_d649e26837
emptorie	w1_d649e26842
sub	w3_d649e26845
clausula	w5_d649e26848
præclusi	w7_d649e26851
einberuffen	w9_d649e26854
wer	w11_d649e26857
den	w1_d649e26862
sollen.	w3_d649e26865
Wann	w5_d649e26868
nun	w7_d649e26871
zu	w9_d649e26874
diesem	w11_d649e26877
Ende	w13_d649e26881
der	w15_d649e26884
8.	w17_d649e26887
künftigen	w1_d649e26893
Monats	w3_d649e26896
Julii	w5_d649e26899
fruhe	w7_d649e26902
um	w9_d649e26905
9.	w11_d649e26908
Uhr	w13_d649e26912
bey	w15_d649e26915
die	w17_d649e26918
ses	w1_d649e26923
K.	w3_d649e26926
K	w5_d649e26929
Judicii	w7_d649e26932
deleg.	w9_d649e26935
mixti	w11_d649e26938
in	w13_d649e26942
milit.	w15_d649e26945
auf	w17_d649e26948
der	w19_d649e26951
Sailerstatt	w1_d649e26956
in	w3_d649e26959
der	w5_d649e26962
sogenannten	w7_d649e26965
Hollerstauden	w9_d649e26968
im	w11_d649e26971
ersten	w1_d649e26976
Stock	w3_d649e26979
befindlichen	w5_d649e26982
Canzley	w7_d649e26985
pro	w9_d649e26988
1mo,	w11_d649e26991
2do	w13_d649e26995
&	w15_d649e26998
3tio	w1_d649e27004
termino	w3_d649e27007
zu	w5_d649e27010
erscheine	w7_d649e27013
bestimmet	w9_d649e27016
worden	w11_d649e27019
ist	w13_d649e27023
Sol	w15_d649e27026
chemnach	w1_d649e27031
werde	w3_d649e27034
alle	w5_d649e27037
und	w7_d649e27040
jede	w9_d649e27043
Oberleutenant	w11_d649e27046
Stible	w13_d649e27050
rische	w1_d649e27055
Glaubigere	w3_d649e27058
am	w5_d649e27061
obbestimmten	w7_d649e27064
Tag	w9_d649e27067
und	w11_d649e27070
Stund	w13_d649e27074
entweder	w1_d649e27079
selbst	w3_d649e27082
persönlich,	w5_d649e27085
oder	w7_d649e27088
durch	w9_d649e27091
genugsam	w11_d649e27094
in	w13_d649e27098
struirte	w1_d649e27104
Bevollmächtigte	w3_d649e27107
alsogewiß	w5_d649e27110
zu	w7_d649e27113
erscheinen,	w9_d649e27116
und	w1_d649e27121
ihre	w3_d649e27124
etwann	w5_d649e27127
habende	w7_d649e27130
Sprüche	w9_d649e27133
und	w11_d649e27136
Anforde	w13_d649e27140
rungen,	w1_d649e27145
oder	w3_d649e27148
andere,	w5_d649e27151
wie	w7_d649e27154
immer	w9_d649e27157
Namen	w11_d649e27160
haben	w13_d649e27164
mögende,	w1_d649e27169
und	w3_d649e27172
an	w5_d649e27175
diese	w7_d649e27178
Verlassenschaft	w9_d649e27181
zu	w11_d649e27184
stellen	w13_d649e27188
vermeinende	w1_d649e27194
Prätensiones	w3_d649e27197
anzumelden,	w5_d649e27200
und	w7_d649e27203
Rechts	w9_d649e27206
beständig	w1_d649e27211
zu	w3_d649e27214
liquidiren,	w5_d649e27217
auch	w7_d649e27220
respective	w9_d649e27223
sich	w11_d649e27226
zu	w13_d649e27230
le	w15_d649e27233
gitimiren	w1_d649e27238
haben,	w3_d649e27241
wie	w5_d649e27244
im	w7_d649e27247
widrigen	w9_d649e27250
auf	w11_d649e27253
derensel	w13_d649e27257
ben	w1_d649e27262
Ausbleiben	w3_d649e27265
des	w5_d649e27268
eröfterten	w7_d649e27271
K.	w9_d649e27274
K.	w11_d649e27277
Oberleute	w13_d649e27281
nannts	w1_d649e27287
Carl	w3_d649e27290
Stiblers	w5_d649e27293
seel.	w7_d649e27296
Verlassenschaft	w9_d649e27299
ex	w11_d649e27302
of	w13_d649e27306
ficio	w1_d649e27311
abgehandelt,	w3_d649e27314
und	w5_d649e27317
was	w7_d649e27320
Rechtens	w9_d649e27323
ist,	w11_d649e27326
vorge	w13_d649e27330
kehret	w1_d649e27335
werden	w3_d649e27338
solle.	w5_d649e27341
Wornach	w7_d649e27344
sich	w9_d649e27347
ein	w11_d649e27350
jeder	w13_d649e27354
Jn	w15_d649e27357
tereßirter	w1_d649e27362
zu	w3_d649e27365
richten,	w5_d649e27368
und	w7_d649e27371
seinem	w9_d649e27374
Recht	w11_d649e27377
bestens	w13_d649e27381
zu	w1_d649e27387
invigiliren	w3_d649e27390
wissen	w5_d649e27393
wird.	w7_d649e27396
A	w1_d649e27401
</p>
<p id="p48_d649e27405">
Es	w1_d649e27409
dienet	w3_d649e27412
dem	w5_d649e27415
Publico	w7_d649e27418
zur	w9_d649e27421
Nachricht,	w11_d649e27424
daß	w13_d649e27428
den	w15_d649e27431
28.	w1_d649e27436
April	w3_d649e27439
a.	w5_d649e27442
e.	w7_d649e27445
ein	w9_d649e27448
schöner	w11_d649e27451
Vorrabt	w13_d649e27455
von	w15_d649e27458
Medici	w17_d649e27461
nischen	w1_d649e27466
und	w3_d649e27469
Chyrurgischen	w5_d649e27472
Büchern	w7_d649e27475
unter	w9_d649e27478
den	w11_d649e27481
Tuch	w13_d649e27485
lauben	w1_d649e27491
im	w3_d649e27494
Pfeifferischen	w5_d649e27497
Haus	w7_d649e27500
ersten	w9_d649e27503
Stocks	w11_d649e27506
lici	w13_d649e27510
tando	w1_d649e27515
verkauffet	w3_d649e27518
werden.	w5_d649e27521
Der	w7_d649e27524
Catalogus	w9_d649e27527
ist	w11_d649e27530
in	w13_d649e27534
der	w1_d649e27539
Buchlhandlung	w3_d649e27542
zum	w5_d649e27545
goldenen	w7_d649e27548
Vließ	w9_d649e27551
auf	w11_d649e27554
der	w13_d649e27558
hohen	w1_d649e27563
Brucken	w3_d649e27566
gratis	w5_d649e27569
zu	w7_d649e27572
bekommen.	w9_d649e27575
</p>
<p id="p52_d649e27580">
Sie	w1_d649e27584
verlangen	w3_d649e27587
von	w5_d649e27590
mir	w7_d649e27593
zu	w9_d649e27596
wissen,	w11_d649e27599
wer	w13_d649e27603
die	w15_d649e27606
Leute	w17_d649e27609
unserer	w1_d649e27614
neuen	w3_d649e27617
Wienerischen	w5_d649e27620
della	w7_d649e27623
Crusca	w9_d649e27626
seyn?	w11_d649e27629
Jch	w13_d649e27633
kann	w15_d649e27636
Sie	w17_d649e27639
versichern,	w19_d649e27642
daß	w21_d649e27645
es	w1_d649e27650
Mannsbilder	w3_d649e27653
sind.	w5_d649e27656
Hätten	w7_d649e27659
sie	w9_d649e27662
dieses	w11_d649e27665
vermuthet?	w13_d649e27669
Diese	w15_d649e27672
Herren	w17_d649e27675
geben	w19_d649e27678
mich	w21_d649e27681
als	w1_d649e27687
den	w3_d649e27690
Verleger	w5_d649e27693
Jhres	w7_d649e27696
Lustspiels	w9_d649e27699
an,	w11_d649e27702
und	w13_d649e27706
dieses	w15_d649e27709
aus	w17_d649e27712
dem	w19_d649e27715
Grunde,	w21_d649e27718
weil	w23_d649e27721
ich	w25_d649e27725
es	w1_d649e27730
gedruckt	w3_d649e27733
habe.	w5_d649e27736
Bündiger	w7_d649e27739
Schluß!	w9_d649e27742
Sie	w11_d649e27745
wissen,	w13_d649e27749
und	w15_d649e27752
viele	w17_d649e27755
wissen,	w19_d649e27758
daß	w21_d649e27761
ich	w23_d649e27764
es	w25_d649e27768
nicht	w1_d649e27773
bin;	w3_d649e27776
diese	w5_d649e27779
Herren	w7_d649e27782
aber	w9_d649e27785
wußten	w11_d649e27788
es	w13_d649e27792
nicht:	w15_d649e27795
allein	w17_d649e27798
sie	w19_d649e27801
meynten:	w21_d649e27804
ich	w23_d649e27807
meyne	w25_d649e27811
auch;	w1_d649e27816
was	w3_d649e27819
ich	w5_d649e27822
aber	w7_d649e27825
meyne,	w9_d649e27828
will	w11_d649e27831
ich	w13_d649e27835
nicht	w15_d649e27838
niederschreiben;	w17_d649e27841
aus	w19_d649e27844
Besorgniß,	w21_d649e27847
es	w23_d649e27850
dürfte	w25_d649e27854
dieses	w1_d649e27860
Schreiben	w3_d649e27863
unvermuthet	w5_d649e27866
einem	w7_d649e27869
Ohrenbläser	w9_d649e27872
zu	w11_d649e27875
Gesichte	w13_d649e27879
kommen,	w15_d649e27882
und	w17_d649e27885
wie	w19_d649e27888
würden	w1_d649e27893
mich	w3_d649e27896
alsdenn	w5_d649e27899
diese	w7_d649e27902
Herren	w9_d649e27905
ihre	w11_d649e27908
Lucianische	w13_d649e27912
Geißel	w15_d649e27915
empfinden	w17_d649e27918
lassen!	w19_d649e27921
Jch	w21_d649e27924
erschrack,	w1_d649e27929
mein	w3_d649e27932
Herr,	w5_d649e27935
als	w7_d649e27938
ich	w9_d649e27941
Jhr	w11_d649e27944
Schreiben	w13_d649e27948
erblickte.	w15_d649e27951
Wie?	w17_d649e27954
dachte	w19_d649e27957
ich,	w21_d649e27960
er	w23_d649e27963
trägt	w1_d649e27968
kein	w3_d649e27971
Bedenken	w5_d649e27974
sich	w7_d649e27977
wider	w9_d649e27980
so	w11_d649e27983
fürchterliche	w13_d649e27987
Kunstrichter	w15_d649e27990
öffentlich	w17_d649e27993
aufzuleh	w19_d649e27996
nen?	w1_d649e28002
Das	w3_d649e28005
ist	w5_d649e28008
verwegen!	w7_d649e28011
</p>
<p id="p54_d649e28014">
Sie	w1_d649e28018
dauren	w3_d649e28021
mich,	w5_d649e28024
mein	w7_d649e28027
Herr.	w9_d649e28030
Es	w11_d649e28033
mag	w13_d649e28037
Jhnen	w15_d649e28040
sauer	w17_d649e28043
werden,	w19_d649e28046
wenn	w21_d649e28049
Sie	w23_d649e28052
sich,	w1_d649e28057
nach	w3_d649e28060
dem	w5_d649e28063
Machtspruche	w7_d649e28066
unserer	w9_d649e28069
Kunstrichter,	w11_d649e28072
mit	w13_d649e28076
der	w15_d649e28079
gesitteten	w17_d649e28082
Welt	w19_d649e28085
aus	w21_d649e28088
sohnen	w1_d649e28093
wollen.	w3_d649e28096
Was	w5_d649e28099
meine	w7_d649e28102
eigene	w9_d649e28105
Aussohnung	w11_d649e28108
anlanget,	w13_d649e28112
darüber	w15_d649e28115
bin	w17_d649e28118
ich	w19_d649e28121
gar	w1_d649e28127
nicht	w3_d649e28130
in	w5_d649e28133
Verlegenheit.	w7_d649e28136
Jch	w9_d649e28139
darf	w11_d649e28142
ja	w13_d649e28146
nur	w15_d649e28149
die	w17_d649e28152
gelehrten	w19_d649e28155
Werke	w21_d649e28158
dieser	w23_d649e28161
Herren	w25_d649e28165
sammeln,	w1_d649e28170
und	w3_d649e28173
wieder	w5_d649e28176
auflegen.	w7_d649e28179
Sie	w9_d649e28182
sind	w11_d649e28185
zwar	w13_d649e28189
nicht	w15_d649e28192
leicht	w17_d649e28195
zu	w19_d649e28198
haben.	w21_d649e28201
Die	w23_d649e28204
gu	w25_d649e28208
ten	w1_d649e28213
Herren	w3_d649e28216
verlangen	w5_d649e28219
nur	w7_d649e28222
zehen	w9_d649e28225
Stücke:	w11_d649e28228
das	w13_d649e28232
muß	w15_d649e28235
ich	w17_d649e28238
als	w19_d649e28241
ein	w21_d649e28244
Zeichen	w23_d649e28247
ihrer	w25_d649e28251
Gewogenheit	w1_d649e28256
ansehen,	w3_d649e28259
und	w5_d649e28262
ihnen	w7_d649e28265
danken,	w9_d649e28268
daß	w11_d649e28271
sie	w13_d649e28275
nicht	w15_d649e28278
dreyßig	w17_d649e28281
begehret	w19_d649e28284
haben:	w21_d649e28287
weil	w1_d649e28293
es	w3_d649e28296
einem	w5_d649e28299
Buchdrucker	w7_d649e28302
leichter	w9_d649e28305
fällt,	w11_d649e28308
dreyßig	w13_d649e28312
zu	w15_d649e28315
drucken,	w17_d649e28318
als	w19_d649e28321
einem	w21_d649e28324
Gelehr	w23_d649e28327
ten	w1_d649e28332
auch	w3_d649e28335
nur	w5_d649e28338
eines	w7_d649e28341
zu	w9_d649e28344
schreiben.	w11_d649e28347
Mich	w13_d649e28351
dünkt,	w15_d649e28354
mein	w17_d649e28357
Herr,	w19_d649e28360
als	w21_d649e28363
ob	w23_d649e28366
diese	w25_d649e28370
Herren	w27_d649e28373
ein	w1_d649e28378
wenig	w3_d649e28381
zu	w5_d649e28384
strenge	w7_d649e28387
mit	w9_d649e28390
Jhnen	w11_d649e28393
verführen.	w13_d649e28397
Zehen	w15_d649e28400
gute	w17_d649e28403
Werke	w19_d649e28406
sollen	w21_d649e28409
Sie	w23_d649e28412
lie	w25_d649e28416
fern!	w1_d649e28421
Ey,	w3_d649e28424
das	w5_d649e28427
ist	w7_d649e28430
einmal	w9_d649e28433
zu	w11_d649e28436
viel!	w13_d649e28440
Reichen	w15_d649e28443
Sie	w17_d649e28446
eine	w19_d649e28449
Bittschrift	w21_d649e28452
ein,	w23_d649e28455
Sie	w25_d649e28459
erhal	w27_d649e28462
ten	w1_d649e28468
gewiß	w3_d649e28471
eine	w5_d649e28474
Mäßigung.	w7_d649e28477
Die	w9_d649e28480
werthen	w11_d649e28483
Herren	w13_d649e28487
haben	w15_d649e28490
ja	w17_d649e28493
auch	w19_d649e28496
geruhet,	w21_d649e28499
mich	w23_d649e28502
das	w1_d649e28507
Feine	w3_d649e28510
meiner	w5_d649e28513
Kunst	w7_d649e28516
zu	w9_d649e28519
lehren;	w11_d649e28522
dafür	w13_d649e28526
bin	w15_d649e28529
ich	w17_d649e28532
dankbar,	w19_d649e28535
und	w21_d649e28538
räume	w23_d649e28541
den	w25_d649e28545
selben	w1_d649e28550
ein,	w3_d649e28553
daß	w5_d649e28556
ich	w7_d649e28559
der	w9_d649e28562
Verleger	w11_d649e28565
ihres	w13_d649e28569
Lustspiels	w15_d649e28572
bin.	w17_d649e28575
</p>
<p id="p56_d649e28578">
Vorhin	w1_d649e28582
dachte	w3_d649e28585
ich,	w5_d649e28588
daß	w7_d649e28591
ich	w9_d649e28594
auf	w11_d649e28597
den	w13_d649e28601
Werth	w15_d649e28604
der	w17_d649e28607
Schriften	w19_d649e28610
keine	w21_d649e28613
so	w23_d649e28616
genaue	w25_d649e28620
Rücksicht	w1_d649e28625
haben	w3_d649e28628
dürfte;	w5_d649e28631
ich	w7_d649e28634
bekummerte	w9_d649e28637
mich	w11_d649e28640
zuforderst	w13_d649e28644
um	w15_d649e28647
meinen	w17_d649e28650
Vortheil;	w19_d649e28653
konnte	w1_d649e28658
ich	w3_d649e28661
diesen	w5_d649e28664
vermuthen,	w7_d649e28667
so	w9_d649e28670
unterwarf	w11_d649e28673
ich	w13_d649e28677
mich	w15_d649e28680
der	w17_d649e28683
Censur	w19_d649e28686
meiner	w21_d649e28689
Vor	w23_d649e28692
gesetzten;	w1_d649e28698
hatte	w3_d649e28701
ich	w5_d649e28704
diese,	w7_d649e28707
so	w9_d649e28710
gieng	w11_d649e28713
die	w13_d649e28717
Arbeit	w15_d649e28720
