<doc id="wr_1761-07-25" attrs="word" year="1761" month="07" day="25" corpus="2">
<head id="h2_d572e3011">
Umständliche	w1_d572e3015
præclusi	w13_d572e24839
&	w15_d572e24842
perpetui	w17_d572e24845
silentii	w1_d572e24850
in	w3_d572e24853
der	w5_d572e24856
Universitäts=canzley	w7_d572e24859
erscheinen,	w9_d572e24862
al	w11_d572e24865
da	w1_d572e24870
ihre	w3_d572e24873
Forderungen	w5_d572e24876
anmelden,	w7_d572e24879
auch	w9_d572e24882
solche	w11_d572e24885
unter	w13_d572e24889
einstens	w1_d572e24894
alsogewiß	w3_d572e24897
zu	w5_d572e24900
liquidiren,	w7_d572e24903
wie	w9_d572e24906
im	w11_d572e24909
widrigen	w13_d572e24913
und	w1_d572e24919
nach	w3_d572e24922
Verfliessung	w5_d572e24925
dieses	w7_d572e24928
Termins	w9_d572e24931
dieselbe	w11_d572e24934
nicht	w1_d572e24939
mehr	w3_d572e24942
gehöret,	w5_d572e24945
sondern	w7_d572e24948
ihnen	w9_d572e24951
das	w11_d572e24954
ewige	w13_d572e24958
Stillschweigen	w1_d572e24963
auferleget	w3_d572e24966
seyn,	w5_d572e24969
sohin	w7_d572e24972
denen	w9_d572e24975
insti	w11_d572e24978
tuirten	w1_d572e24983
Universal	w3_d572e24986
erben	w5_d572e24989
die	w7_d572e24992
Verlassenschaft	w9_d572e24995
einge	w11_d572e24998
antwortet	w1_d572e25004
werden	w3_d572e25007
solle.	w5_d572e25010
Wornach	w7_d572e25013
sich	w9_d572e25016
dann	w11_d572e25019
ein	w13_d572e25023
jeder	w1_d572e25028
zu	w3_d572e25031
richten,	w5_d572e25034
und	w7_d572e25037
sein	w9_d572e25040
Recht	w11_d572e25043
zu	w13_d572e25047
besorgen	w15_d572e25050
wis	w17_d572e25053
fen	w1_d572e25058
wird.	w3_d572e25061
</p>
<p id="p64_d572e25064">
Auf	w1_d572e25068
nächst=künftigen	w3_d572e25071
Donnerstag	w5_d572e25074
als	w7_d572e25077
den	w9_d572e25080
30.	w11_d572e25083
dieses	w1_d572e25088
wird	w3_d572e25091
ein	w5_d572e25094
Vorraht	w7_d572e25097
verschiedener	w9_d572e25100
guter	w11_d572e25103
Bü	w13_d572e25107
cher	w1_d572e25112
in	w3_d572e25115
dem	w5_d572e25118
grossen	w7_d572e25121
Passeuer=hof	w9_d572e25124
Vormittag	w11_d572e25127
von	w13_d572e25131
9.	w1_d572e25137
bis	w3_d572e25140
12.	w5_d572e25143
Nachmittag	w7_d572e25146
aber	w9_d572e25149
von	w11_d572e25152
3.	w13_d572e25156
bis	w15_d572e25159
6.	w17_d572e25162
Uhr	w19_d572e25165
plus	w1_d572e25170
offerenti	w3_d572e25173
licitiret	w5_d572e25176
werden,	w7_d572e25179
wovon	w9_d572e25182
der	w11_d572e25185
Catalo	w13_d572e25189
aus	w1_d572e25194
in	w3_d572e25197
dem	w5_d572e25200
Buchladen	w7_d572e25203
zum	w9_d572e25206
goldenen	w11_d572e25209
Vließ	w13_d572e25213
gra	w15_d572e25216
tis	w1_d572e25221
zu	w3_d572e25224
haben	w5_d572e25227
ist.	w7_d572e25230
</p>
<p id="p66_d572e25233">
Den	w1_d572e25237
26.	w3_d572e25240
August.	w5_d572e25243
wird	w7_d572e25246
das	w9_d572e25249
Haus	w11_d572e25252
beym	w13_d572e25256
gesträften	w15_d572e25259
Stifel	w1_d572e25264
mitsamt	w3_d572e25267
dem	w5_d572e25270
Pfadler=handel	w7_d572e25273
in	w9_d572e25276
der	w11_d572e25279
Ley	w13_d572e25283
</p>
<p id="p68_d572e25286">
pold=stadt	w1_d572e25290
in	w3_d572e25293
der	w5_d572e25296
Tändler=gassen	w7_d572e25299
fruh	w9_d572e25302
um	w11_d572e25305
9.	w13_d572e25309
Uhr	w15_d572e25312
auf	w1_d572e25317
dem	w3_d572e25320
Raht=haus	w5_d572e25323
verlicitiret	w7_d572e25326
werden,	w9_d572e25329
wer	w11_d572e25332
sol	w13_d572e25336
ches	w1_d572e25341
Willens	w3_d572e25344
ist	w5_d572e25347
zu	w7_d572e25350
kauffen,	w9_d572e25353
der	w11_d572e25356
kan	w13_d572e25360
sich	w15_d572e25363
melden.	w17_d572e25366
</p>
<p id="p70_d572e25369">
Denen	w1_d572e25373
respective	w3_d572e25376
Herren	w5_d572e25379
Garten=liebhaberen	w7_d572e25382
wird	w1_d572e25387
hiemit	w3_d572e25390
zu	w5_d572e25393
wissen	w7_d572e25396
gemacht,	w9_d572e25399
daß	w11_d572e25402
wiederum	w13_d572e25406
die	w1_d572e25411
neuen	w3_d572e25414
Blumen=zwibel=catalogi	w5_d572e25417
von	w7_d572e25420
den	w9_d572e25423
be	w11_d572e25426
rühmten	w1_d572e25432
Blumisten,	w3_d572e25435
Herrn	w5_d572e25438
Johann,	w7_d572e25441
und	w9_d572e25444
Mat	w11_d572e25447
thias	w1_d572e25452
Klefecker	w3_d572e25455
in	w5_d572e25458
Hamburg	w7_d572e25461
alhier	w9_d572e25464
angekommen,	w11_d572e25467
worinnen	w1_d572e25472
alle	w3_d572e25475
Sorten	w5_d572e25478
derer	w7_d572e25481
schönst	w9_d572e25484
und	w11_d572e25487
raresten	w13_d572e25491
Zwiebel	w1_d572e25496
oder	w3_d572e25499
Kiel=gewächsen	w5_d572e25502
nach	w7_d572e25505
dero	w9_d572e25508
Namen	w11_d572e25511
und	w1_d572e25517
Preis	w3_d572e25520
specificiret	w5_d572e25523
sind.	w7_d572e25526
Wem	w9_d572e25529
nun	w11_d572e25532
von	w13_d572e25536
der	w15_d572e25539
gleichen	w1_d572e25544
raren	w3_d572e25547
Zwibel	w5_d572e25550
und	w7_d572e25553
Kiel=werk,	w9_d572e25556
wie	w11_d572e25559
auch	w13_d572e25563
von	w1_d572e25568
besten	w3_d572e25571
Französischen	w5_d572e25574
hoch	w7_d572e25577
und	w9_d572e25580
niederstäm	w11_d572e25583
migen	w1_d572e25588
Obst=bäumen,	w3_d572e25591
ingleichen	w5_d572e25594
Taxis=pyrami	w7_d572e25597
den,	w1_d572e25603
Orangen,	w3_d572e25606
Lorbeer	w5_d572e25609
und	w7_d572e25612
Morthen=bäumen,	w9_d572e25615
auch	w1_d572e25620
allerhand	w3_d572e25623
frischen	w5_d572e25626
Garten=saamen,	w7_d572e25629
und	w9_d572e25632
Pflan	w11_d572e25635
zen,	w1_d572e25640
etwas	w3_d572e25643
beliebig	w5_d572e25646
seyn	w7_d572e25649
möchte,	w9_d572e25652
der	w11_d572e25655
wird	w13_d572e25659
bey	w15_d572e25662
dem	w1_d572e25667
Verleger	w3_d572e25670
des	w5_d572e25673
Wienerischen	w7_d572e25676
Diarii,	w9_d572e25679
obbesag	w11_d572e25682
ten	w1_d572e25688
Catalogum	w3_d572e25691
umsonst	w5_d572e25694
abholen	w7_d572e25697
zu	w9_d572e25700
lassen	w11_d572e25703
sich	w13_d572e25707
be	w15_d572e25710
lieben.	w1_d572e25715
Wann	w3_d572e25718
aber	w5_d572e25721
jemand	w7_d572e25724
nicht	w9_d572e25727
gerne	w11_d572e25730
adrittura	w13_d572e25734
von	w1_d572e25739
denen	w3_d572e25742
Hrn.	w5_d572e25745
Klefeckern	w7_d572e25748
in	w9_d572e25751
Hamburg	w11_d572e25754
eine	w13_d572e25758
Bestel	w15_d572e25761
lung	w1_d572e25766
machen	w3_d572e25769
möchte,	w5_d572e25772
so	w7_d572e25775
kan	w9_d572e25778
solches	w11_d572e25781
auch	w13_d572e25785
durch	w15_d572e25788
ihre	w17_d572e25791
allhiesige	w1_d572e25797
Herren	w3_d572e25800
Correspondenten	w5_d572e25803
(welche	w7_d572e25806
bey	w9_d572e25809
dem	w1_d572e25814
Verleger	w3_d572e25817
des	w5_d572e25820
Wienerischen	w7_d572e25823
Diarii	w9_d572e25826
zu	w11_d572e25829
erfra	w13_d572e25833
gen	w1_d572e25838
seynd)	w3_d572e25841
geschehen.	w5_d572e25844
</p>
<p id="p72_d572e25848">
Es	w1_d572e25852
wird	w3_d572e25855
hiemit	w5_d572e25858
jedermänniglich	w7_d572e25861
kund	w9_d572e25864
und	w11_d572e25867
zu	w13_d572e25871
wissen	w1_d572e25876
gemacht,	w3_d572e25879
daß	w5_d572e25882
ungehindert	w7_d572e25885
deren	w9_d572e25888
Ferien	w11_d572e25891
den	w1_d572e25896
7.	w3_d572e25899
Augusti	w5_d572e25902
dies	w7_d572e25905
1761.	w9_d572e25908
Jahr	w11_d572e25911
die	w13_d572e25915
bey	w15_d572e25918
der	w17_d572e25921
zu	w19_d572e25924
Anzbach	w1_d572e25930
ligend	w3_d572e25933
Joseph	w5_d572e25936
Wilhelm	w7_d572e25939
Dieppoldischen	w9_d572e25942
Behausung	w1_d572e25947
befindlich,	w3_d572e25950
der	w5_d572e25953
Herrschaft	w7_d572e25956
Neuemleng	w9_d572e25959
bach	w1_d572e25964
und	w3_d572e25967
Plankenberg	w5_d572e25970
dienstbare	w7_d572e25973
Uberländ	w9_d572e25976
grund	w11_d572e25979
stücke,	w1_d572e25984
und	w3_d572e25987
den	w5_d572e25990
8.	w7_d572e25993
Augusti	w9_d572e25996
hierauf	w11_d572e25999
die	w13_d572e26003
Joseph	w15_d572e26006
Dieppoldische	w1_d572e26012
Behausung	w3_d572e26015
zu	w5_d572e26018
Anzbach	w7_d572e26021
mit	w9_d572e26024
denen	w11_d572e26027
darzu	w1_d572e26032
gehörigen	w3_d572e26035
Grundstücken	w5_d572e26038
und	w7_d572e26041
Appertinentten	w9_d572e26044
selbsten	w1_d572e26049
fruh	w3_d572e26052
um	w5_d572e26055
8.	w7_d572e26058
Uhr	w9_d572e26061
in	w11_d572e26064
der	w13_d572e26068
Herrschaft	w15_d572e26071
Neuen	w17_d572e26074
lengbachischen	w1_d572e26079
Amts=canzley	w3_d572e26082
offentlich	w5_d572e26085
licitiret,	w7_d572e26088
und	w1_d572e26094
gegen	w3_d572e26097
baarer	w5_d572e26100
Bezahlung	w7_d572e26103
dem	w9_d572e26106
Meistbietenden	w11_d572e26109
verkauffet	w1_d572e26114
werden;	w3_d572e26117
derowegen	w5_d572e26120
alle	w7_d572e26123
diejenige,	w9_d572e26126
wel	w11_d572e26129
che	w1_d572e26134
so	w3_d572e26137
ein	w5_d572e26140
als	w7_d572e26143
anderes	w9_d572e26146
käuflich	w11_d572e26149
an	w13_d572e26153
sich	w15_d572e26156
zu	w17_d572e26159
bringert	w19_d572e26162
gedenken,	w1_d572e26167
an	w3_d572e26170
obbemeldten	w5_d572e26173
Tägen	w7_d572e26176
und	w9_d572e26179
Stunden	w11_d572e26182
in	w1_d572e26188
der	w3_d572e26191
Amts=canzley	w5_d572e26194
der	w7_d572e26197
Hochfürstl.	w9_d572e26200
Lubowirs	w11_d572e26203
kischen	w1_d572e26208
Herrschaft	w3_d572e26211
Neuen=lengbach	w5_d572e26214
zu	w7_d572e26217
erscheinen	w9_d572e26220
haben	w1_d572e26225
werden.	w3_d572e26228
</p>
<p id="p74_d572e26231">
Es	w1_d572e26235
ist	w3_d572e26238
in	w5_d572e26241
der	w7_d572e26244
Landes=fürstlichen	w9_d572e26247
Stadt	w11_d572e26250
Ybs	w13_d572e26254
in	w15_d572e26257
N.	w1_d572e26262
Oe.	w3_d572e26265
zu	w5_d572e26268
verkauffen,	w7_d572e26271
das	w9_d572e26274
zum	w11_d572e26277
goldenen	w13_d572e26281
Barn	w15_d572e26284
2.	w1_d572e26289
Stock	w3_d572e26292
hohe	w5_d572e26295
Gast=wirts=haus,	w7_d572e26298
nebst	w9_d572e26301
Gärten	w11_d572e26304
und	w1_d572e26310
Kellern	w3_d572e26313
vor	w5_d572e26316
der	w7_d572e26319
Stadt,	w9_d572e26322
zweyen	w11_d572e26325
extra	w13_d572e26329
Städlen,	w1_d572e26334
nebst	w3_d572e26337
Obst=gärten,	w5_d572e26340
Wein=gärten,	w7_d572e26343
Feldern,	w1_d572e26348
Wismeden;	w3_d572e26351
wer	w5_d572e26354
solches	w7_d572e26357
käuflichen	w9_d572e26360
an	w11_d572e26363
sich	w1_d572e26368
zu	w3_d572e26371
bringen	w5_d572e26374
gedenket,	w7_d572e26377
hat	w9_d572e26380
sich	w11_d572e26383
in	w13_d572e26387
Ybbs	w15_d572e26390
bey	w17_d572e26393
denen	w1_d572e26399
Prindlmayrisch	w3_d572e26402
und	w5_d572e26405
Meinhardischen	w7_d572e26408
Erben,	w9_d572e26411
in	w1_d572e26416
Wien	w3_d572e26419
aber	w5_d572e26422
bey	w7_d572e26425
dem	w9_d572e26428
K.	w11_d572e26431
K.	w13_d572e26435
Arciern	w15_d572e26438
Herrn	w17_d572e26441
Jo	w19_d572e26444
seph	w1_d572e26449
Grünthaller	w3_d572e26452
zu	w5_d572e26455
Penzing	w7_d572e26458
anzumelden,	w9_d572e26461
wie	w11_d572e26464
dann	w1_d572e26469
alles,	w3_d572e26472
samt	w5_d572e26475
Fechsung	w7_d572e26478
kan	w9_d572e26481
zusammen	w11_d572e26484
behand	w13_d572e26488
let	w1_d572e26494
werden,	w3_d572e26497
und	w5_d572e26500
wurden	w7_d572e26503
auch	w9_d572e26506
zum	w11_d572e26509
Theil	w13_d572e26513
Banco	w15_d572e26516
pöligationen	w1_d572e26521
angenommen.	w3_d572e26524
</p>
</doc>
