<doc id="wr_1759-07-07" attrs="word" year="1759" month="07" day="07" corpus="2">
<head id="h2_d363e4291">
Anrüchte	w1_d363e4295
relationiret,	w3_d363e25524
und	w5_d363e25527
denselben	w7_d363e25530
das	w9_d363e25533
ewige	w11_d363e25536
Stillschweigen	w1_d363e25542
auferleget	w3_d363e25545
werden	w5_d363e25548
solle.	w7_d363e25551
Actum	w9_d363e25554
Wien	w1_d363e25559
den	w3_d363e25562
15.	w5_d363e25565
Junii	w7_d363e25568
1759.	w9_d363e25571
</p>
<p id="p38_d363e25626">
Wir	w1_d363e25630
N.	w3_d363e25633
Burger=meister,	w5_d363e25636
Richter,	w7_d363e25639
und	w9_d363e25642
Raht	w11_d363e25645
beeder	w1_d363e25650
Landesfürstl.	w3_d363e25653
Städten	w5_d363e25656
Crems	w7_d363e25659
und	w9_d363e25662
Stein,	w11_d363e25665
geben	w1_d363e25670
hiemit	w3_d363e25673
jedermänniglich	w5_d363e25676
zu	w7_d363e25679
vernehmen,	w9_d363e25682
wel	w11_d363e25685
chergestalten	w1_d363e25691
wir	w3_d363e25694
zu	w5_d363e25697
Verkauffung	w7_d363e25700
der	w9_d363e25703
von	w11_d363e25706
dem	w13_d363e25710
Jo	w15_d363e25713
hann	w1_d363e25718
Jacob	w3_d363e25721
Krump,	w5_d363e25724
Burgerl.	w7_d363e25727
Roht=gärber,	w9_d363e25730
und	w11_d363e25733
Leder=zurichtern	w1_d363e25738
zu	w3_d363e25741
Crems	w5_d363e25744
bis	w7_d363e25747
anhero	w9_d363e25750
ingehabt	w11_d363e25753
in	w1_d363e25758
der	w3_d363e25761
sogenannten	w5_d363e25764
Lederer=gassen	w7_d363e25767
nahe	w9_d363e25770
an	w11_d363e25773
der	w13_d363e25777
Stadt	w1_d363e25783
ligenden	w3_d363e25786
Behausung	w5_d363e25789
samt	w7_d363e25792
der	w9_d363e25795
darauf	w11_d363e25798
haf	w13_d363e25802
tenden	w1_d363e25807
Roht=gärber=profeßion,	w3_d363e25810
Grund=stücken,	w5_d363e25813
Mo	w7_d363e25816
bilien,	w1_d363e25821
und	w3_d363e25824
Effecten	w5_d363e25827
an	w7_d363e25830
den	w9_d363e25833
Meist=bietenden	w11_d363e25836
eine	w13_d363e25840
abermalig	w1_d363e25845
clausulirte	w3_d363e25848
Licitations=tagsatzung	w5_d363e25851
auf	w7_d363e25854
den	w1_d363e25860
14.	w3_d363e25863
nächst=künftigen	w5_d363e25866
Monats	w7_d363e25869
Julii	w9_d363e25872
fruh	w11_d363e25875
um	w13_d363e25879
9.	w1_d363e25884
Uhr	w3_d363e25887
in	w5_d363e25890
der	w7_d363e25893
Krumpischen	w9_d363e25896
Behausung	w11_d363e25899
von	w13_d363e25903
unse	w15_d363e25906
ren	w1_d363e25911
in	w3_d363e25914
Sachen	w5_d363e25917
verordneten	w7_d363e25920
Commissarien	w9_d363e25923
Herrn	w11_d363e25926
Johann	w1_d363e25931
Jgnatz	w3_d363e25934
Feil,	w5_d363e25937
und	w7_d363e25940
Herrn	w9_d363e25943
Johann	w11_d363e25946
Georg	w13_d363e25950
Göllert,	w1_d363e25956
beeder	w3_d363e25959
des	w5_d363e25962
inneren	w7_d363e25965
Rahts	w9_d363e25968
zu	w11_d363e25971
erscheinen	w13_d363e25975
anberaumet	w1_d363e25980
haben;	w3_d363e25983
welches	w5_d363e25986
man	w7_d363e25989
hiemit	w9_d363e25992
all=jenen,	w11_d363e25995
so	w1_d363e26000
dieses	w3_d363e26003
mit	w5_d363e26006
schönen	w7_d363e26009
Zimmern,	w9_d363e26012
und	w11_d363e26015
Gewölbern,	w13_d363e26019
dann	w1_d363e26024
guten	w3_d363e26027
Wein=keller	w5_d363e26030
versehene	w7_d363e26033
Haus	w9_d363e26036
samt	w11_d363e26039
Gewerb	w1_d363e26045
licitando	w3_d363e26048
an	w5_d363e26051
sich	w7_d363e26054
zu	w9_d363e26057
bringen	w11_d363e26060
gesonnen,	w13_d363e26064
hat	w1_d363e26069
kund	w3_d363e26072
machen	w5_d363e26075
wollen.	w7_d363e26078
</p>
<p id="p40_d363e26081">
Wir	w1_d363e26085
Burgermeister=amts=verwalter	w3_d363e26088
und	w5_d363e26091
Raht	w7_d363e26094
der	w1_d363e26099
Stadt	w3_d363e26102
Wien,	w5_d363e26105
geben	w7_d363e26108
denen,	w9_d363e26111
so	w11_d363e26114
es	w13_d363e26118
zu	w15_d363e26121
wissen	w17_d363e26124
nöhtig,	w1_d363e26129
hiemit	w3_d363e26132
zu	w5_d363e26135
vernehmen.	w7_d363e26138
Es	w1_d363e26144
habe	w3_d363e26147
ein	w5_d363e26150
Stadt=raht	w1_d363e26155
für	w3_d363e26158
nöhtig	w5_d363e26161
befunden,	w7_d363e26164
die	w9_d363e26167
auf	w11_d363e26170
der	w13_d363e26174
Landstraß	w1_d363e26179
ligend=sogenannt	w3_d363e26182
Abbassisch	w5_d363e26185
oder	w7_d363e26188
Gräfl.	w9_d363e26191
Palmische	w1_d363e26196
Behausung	w3_d363e26199
und	w5_d363e26202
Garten,	w7_d363e26205
in	w9_d363e26208
Ansehung	w11_d363e26211
dere	w13_d363e26215
hievon	w1_d363e26221
ausständig	w3_d363e26224
gewesten	w5_d363e26227
sehr	w7_d363e26230
namhaften	w9_d363e26233
Steu	w11_d363e26236
ren,	w1_d363e26241
und	w3_d363e26244
Grund=buchs=forderungen,	w5_d363e26247
nach	w7_d363e26250
ex	w9_d363e26253
officio	w11_d363e26256
</p>
<p id="p42_d363e26259">
beschehener	w1_d363e26263
Schätzung,	w3_d363e26266
licitando	w5_d363e26269
plus	w7_d363e26272
offerenti	w9_d363e26275
hindann	w1_d363e26280
zu	w3_d363e26283
geben.	w5_d363e26286
Nachdeme	w7_d363e26289
nun	w9_d363e26292
der	w11_d363e26295
hieraus	w13_d363e26299
erköste	w1_d363e26304
Kauf=schilling,	w3_d363e26307
deductis	w5_d363e26310
deducendis,	w7_d363e26313
zu	w9_d363e26316
Grund=buchs=handen	w1_d363e26322
erleget	w3_d363e26325
worden,	w5_d363e26328
auch	w7_d363e26331
ein	w9_d363e26334
und	w11_d363e26337
andere	w1_d363e26342
Creditores	w3_d363e26345
hieran	w5_d363e26348
Ansprüch=machen;	w7_d363e26351
</p>
<p id="p44_d363e26354">
Als	w1_d363e26358
werden	w3_d363e26361
diejenige,	w5_d363e26364
so	w7_d363e26367
zu	w9_d363e26370
ersagten	w11_d363e26373
Haus	w13_d363e26377
kauf=schilling	w1_d363e26382
sich	w3_d363e26385
zu	w5_d363e26388
legitimiren	w7_d363e26391
wissen,	w9_d363e26394
oder	w11_d363e26397
hier	w13_d363e26401
zu	w1_d363e26406
einiges	w3_d363e26409
Recht	w5_d363e26412
oder	w7_d363e26415
Forderung	w9_d363e26418
zu	w11_d363e26421
haben	w13_d363e26425
ver	w15_d363e26428
meinen,	w1_d363e26434
von	w3_d363e26437
heut	w5_d363e26440
dato	w7_d363e26443
an,	w9_d363e26446
mit	w11_d363e26449
Ausschliessung	w13_d363e26453
deren	w1_d363e26458
Ferien,	w3_d363e26461
inner	w5_d363e26464
Zeit	w7_d363e26467
von	w9_d363e26470
6.	w11_d363e26473
Wochen	w13_d363e26477
und	w15_d363e26480
3	w17_d363e26483
Tägen,	w1_d363e26488
bey	w3_d363e26491
gemeiner	w5_d363e26494
Stadt	w7_d363e26497
Grund=buch	w9_d363e26500
sich	w11_d363e26503
alsogewiß	w1_d363e26508
anzumelden,	w3_d363e26511
zu	w5_d363e26514
legitimiren,	w7_d363e26517
und	w9_d363e26520
ihre	w11_d363e26523
Sprüch	w1_d363e26529
und	w3_d363e26532
Forderungen,	w5_d363e26535
wie	w7_d363e26538
Rechtens	w9_d363e26541
ist,	w11_d363e26544
zu	w13_d363e26548
liquidiren	w1_d363e26553
haben,	w3_d363e26556
wie	w5_d363e26559
im	w7_d363e26562
widrigen,	w9_d363e26565
und	w11_d363e26568
nach	w13_d363e26572
Verfliessung	w1_d363e26577
sothannen	w3_d363e26580
Termins,	w5_d363e26583
niemand	w7_d363e26586
mehr	w9_d363e26589
gehöret,	w1_d363e26594
sondern	w3_d363e26597
demselben	w5_d363e26600
das	w7_d363e26603
ewige	w9_d363e26606
Stillschwei	w11_d363e26609
gen	w1_d363e26615
auferleget	w3_d363e26618
werden	w5_d363e26621
solle.	w7_d363e26624
Actum	w9_d363e26627
Wien	w11_d363e26630
den	w13_d363e26634
15.	w1_d363e26639
Junii	w3_d363e26642
1759.	w5_d363e26645
</p>
<p id="p46_d363e26648">
Von	w1_d363e26652
der	w3_d363e26655
N.	w5_d363e26658
Oe.	w7_d363e26661
Regierung	w9_d363e26664
wegen	w11_d363e26667
wirdn	w13_d363e26671
gegenwärtig	w1_d363e26676
offenen	w3_d363e26679
Edict	w5_d363e26682
jedermänniglich	w7_d363e26685
sowol	w9_d363e26688
An	w1_d363e26693
als	w3_d363e26696
Abwesenden,	w5_d363e26699
deme	w7_d363e26702
daran	w9_d363e26705
gelegen,	w11_d363e26708
kund	w13_d363e26712
und	w1_d363e26718
zu	w3_d363e26721
wissen	w5_d363e26724
gemacht:	w7_d363e26727
Es	w9_d363e26730
habe	w11_d363e26733
Regierung	w13_d363e26737
nach	w15_d363e26740
erfolgt	w1_d363e26745
tödtlichen	w3_d363e26748
Hintrit	w5_d363e26751
weil.	w7_d363e26754
Frauen	w9_d363e26757
Maria	w11_d363e26760
Anna	w1_d363e26765
Freyin	w3_d363e26768
von	w5_d363e26771
Wunschwitz	w7_d363e26774
zu	w9_d363e26777
Erfindung	w11_d363e26780
dero	w13_d363e26784
selben	w1_d363e26789
etwann	w3_d363e26792
vorhandenen	w5_d363e26795
Æris	w7_d363e26798
aleni	w9_d363e26801
folgends	w11_d363e26804
auch	w1_d363e26810
zu	w3_d363e26813
sicherer	w5_d363e26816
Abhandlung	w7_d363e26819
solcher	w9_d363e26822
Verlassen	w11_d363e26825
schaft	w1_d363e26830
für	w3_d363e26833
nöhtig	w5_d363e26836
befunden,	w7_d363e26839
die	w9_d363e26842
sammentliche	w11_d363e26845
se	w13_d363e26849
wol	w1_d363e26854
in	w3_d363e26857
als	w5_d363e26860
ausser	w7_d363e26863
Land	w9_d363e26866
befindliche	w11_d363e26869
Wunschwitzische	w13_d363e26873
Glaubigere	w1_d363e26878
zu	w3_d363e26881
Anmeld	w5_d363e26884
und	w7_d363e26887
Liquidirung	w9_d363e26890
ihrer	w11_d363e26893
an	w13_d363e26897
wiederholte	w1_d363e26903
Wunschwitzische	w3_d363e26906
Verlassenschäft	w5_d363e26909
zu	w7_d363e26912
stellen	w1_d363e26917
habender	w3_d363e26920
Sprüch	w5_d363e26923
und	w7_d363e26926
Forderungen	w9_d363e26929
gericht	w11_d363e26932
lich=verzuladen,	w1_d363e26937
und	w3_d363e26940
einzuberuffen,	w5_d363e26943
zu	w7_d363e26946
welchem	w9_d363e26949
Ende	w1_d363e26954
denenselben	w3_d363e26957
der	w5_d363e26960
8te	w7_d363e26963
Tag	w9_d363e26966
des	w11_d363e26969
künftigen	w13_d363e26973
Mo	w15_d363e26976
nats	w1_d363e26982
Julii	w1_d363e26987
Nachmittag	w3_d363e26990
um	w5_d363e26993
3.	w7_d363e26996
Uhr	w9_d363e26999
zur	w11_d363e27002
gewohn	w13_d363e27006
lichen	w1_d363e27011
Convorations	w3_d363e27014
und	w5_d363e27017
Anmeldungs=tagsatzung	w7_d363e27020
zu	w1_d363e27025
all	w3_d363e27028
endlicher	w5_d363e27031
Frist	w7_d363e27034
anberaumet	w9_d363e27037
worden.	w11_d363e27040
Sol	w13_d363e27044
chemnach	w1_d363e27050
werden	w3_d363e27053
all	w5_d363e27056
und	w7_d363e27059
jede,	w9_d363e27062
welche	w11_d363e27065
bey	w13_d363e27069
ge	w15_d363e27072
dacht	w1_d363e27077
Maria	w3_d363e27080
Anna	w5_d363e27083
Freyin	w7_d363e27086
von	w9_d363e27089
Wunschwitzischen	w11_d363e27092
Verlassenschaft	w1_d363e27097
um	w3_d363e27100
rechtmäßiger	w5_d363e27103
Forderung	w7_d363e27106
willen	w9_d363e27109
einige	w1_d363e27114
Sprüch	w3_d363e27117
haben,	w5_d363e27120
oder	w7_d363e27123
zu	w9_d363e27126
haben	w11_d363e27129
vermeinen,	w13_d363e27133
an	w1_d363e27139
obbestimten	w3_d363e27142
Tag	w5_d363e27145
und	w7_d363e27148
Stund	w9_d363e27151
vor	w11_d363e27154
Regierung	w13_d363e27158
in	w1_d363e27163
der	w3_d363e27166
daselbst	w5_d363e27169
zu	w7_d363e27172
solchem	w9_d363e27175
Ende	w11_d363e27178
offen	w13_d363e27182
haltenden	w15_d363e27185
Commißions=stuben	w1_d363e27190
entweder	w3_d363e27193
selbst	w5_d363e27196
Personlich,	w7_d363e27199
oder	w1_d363e27204
durch	w3_d363e27207
hierzu	w5_d363e27210
genugsam	w7_d363e27213
Gevollmächtigte	w9_d363e27216
Ge	w11_d363e27219
walt=tragere	w1_d363e27225
alsogewiß	w3_d363e27228
zu	w5_d363e27231
erscheinen,	w7_d363e27234
und	w9_d363e27237
ihre	w11_d363e27240
an	w13_d363e27244
solche	w1_d363e27249
Verlassenschaft	w3_d363e27252
habende	w5_d363e27255
Anforderungen	w7_d363e27258
an	w9_d363e27261
zumelden,	w1_d363e27266
auch	w3_d363e27269
rechtlich	w5_d363e27272
zu	w7_d363e27275
liquidiren	w9_d363e27278
haben,	w11_d363e27281
als	w1_d363e27286
im	w3_d363e27289
widrigen	w5_d363e27292
die	w7_d363e27295
Abhandlung	w9_d363e27298
gleichwolen	w11_d363e27301
vor	w13_d363e27305
genommen,	w1_d363e27311
und	w3_d363e27314
ungehindert	w5_d363e27317
deren	w7_d363e27320
etwann	w9_d363e27323
vorhan	w11_d363e27326
denen	w1_d363e27331
Glaubigren,	w3_d363e27334
so	w5_d363e27337
sich	w7_d363e27340
mit	w9_d363e27343
ihren	w11_d363e27346
Anforderun	w13_d363e27350
gen	w1_d363e27355
in	w3_d363e27358
bestimter	w5_d363e27361
Zeit	w7_d363e27364
nicht	w9_d363e27367
angemeldet,	w11_d363e27370
solche	w13_d363e27374
Verlassenschaft	w1_d363e27379
denen	w3_d363e27382
institnirt	w5_d363e27385
und	w7_d363e27388
bereits	w9_d363e27391
er	w11_d363e27394
klärten	w1_d363e27400
Erben	w3_d363e27403
eingeantwortet,	w5_d363e27406
auch	w7_d363e27409
ansonsten	w9_d363e27412
ex	w11_d363e27415
Officio	w1_d363e27420
vorgekehret	w3_d363e27423
werden	w5_d363e27426
solle,	w7_d363e27429
was	w9_d363e27432
Rechtens	w11_d363e27435
ist.	w13_d363e27439
Wornach	w1_d363e27444
sich	w3_d363e27447
also	w5_d363e27450
ein	w7_d363e27453
jeder	w9_d363e27456
zu	w11_d363e27459
richten	w13_d363e27463
wissen	w15_d363e27466
witd.	w17_d363e27469
So	w1_d363e27474
beschehen	w3_d363e27477
Wien	w5_d363e27480
den	w7_d363e27483
12.	w9_d363e27486
May	w11_d363e27489
1759.	w13_d363e27493
</p>
<list id="l52_d363e27529">
</list>
<head id="h2_d363e27538">
OURNAL	w1_d363e27542
Aus	w1_d363e27547
dem	w3_d363e27550
Kaiserl.	w5_d363e27553
Königl.	w7_d363e27556
Haupt=quartier	w9_d363e27559
Bredl	w11_d363e27562
vom	w1_d363e27567
27.	w3_d363e27570
Junii	w5_d363e27573
bis	w7_d363e27576
2.	w9_d363e27579
Julii	w11_d363e27582
1759.	w13_d363e27586
</head>
<p id="p4_d363e27589">
NAchdeme	w1_d363e27593
entschlossen	w3_d363e27596
worden,	w5_d363e27599
mit	w7_d363e27602
der	w9_d363e27605
Kaiserl.	w11_d363e27608
Königl.	w13_d363e27612
Armee	w15_d363e27615
sich	w17_d363e27618
in	w19_d363e27621
Wweitere	w1_d363e27626
Bewegung	w3_d363e27629
zu	w5_d363e27632
setzen,	w7_d363e27635
so	w9_d363e27638
wurde	w11_d363e27641
</p>
<p id="p6_d363e27644">
Den	w1_d363e27648
27.	w3_d363e27651
von	w5_d363e27654
des	w7_d363e27657
commandirenden	w9_d363e27660
General=feld=marschallen	w11_d363e27663
Grafens	w13_d363e27667
von	w15_d363e27670
Daun	w1_d363e27675
Excell.	w3_d363e27678
bey	w5_d363e27681
der	w7_d363e27684
Parola	w9_d363e27687
der	w11_d363e27690
Befehl	w13_d363e27694
ausgegeben,	w15_d363e27697
daß	w17_d363e27700
sich	w19_d363e27703
auf	w21_d363e27706
folgenden	w23_d363e27709
Tag	w1_d363e27714
alles	w3_d363e27717
darzu	w5_d363e27720
bereit	w7_d363e27723
halten	w9_d363e27726
solle.	w11_d363e27729
Die	w13_d363e27733
bis	w15_d363e27736
nun	w17_d363e27739
eingeloffene	w19_d363e27742
Nachrichten	w21_d363e27745
be	w23_d363e27748
kräftigten	w1_d363e27754
ansonsten	w3_d363e27757
noch	w5_d363e27760
einstimmig,	w7_d363e27763
daß	w9_d363e27766
der	w11_d363e27769
Feind	w13_d363e27773
sich	w15_d363e27776
in	w17_d363e27779
der	w19_d363e27782
bisherigen	w21_d363e27785
Stel	w23_d363e27788
lung,	w1_d363e27793
und	w3_d363e27796
zwar	w5_d363e27799
mit	w7_d363e27802
seiner	w9_d363e27805
grösten	w11_d363e27808
Macht	w13_d363e27812
bey	w15_d363e27815
und	w17_d363e27818
in	w19_d363e27821
der	w21_d363e27824
Gegend	w23_d363e27827
Landshut	w25_d363e27831
be	w27_d363e27834
finde,	w1_d363e27839
der	w3_d363e27842
König	w5_d363e27845
auch	w7_d363e27848
selbsten	w9_d363e27851
noch	w11_d363e27854
hinfort	w13_d363e27858
dabey	w15_d363e27861
anwesend,	w17_d363e27864
und	w19_d363e27867
sein	w21_d363e27870
Haupt	w23_d363e27873
quartier	w1_d363e27878
zu	w3_d363e27881
Reichenhenersdorf	w5_d363e27884
haben	w7_d363e27887
solle.	w9_d363e27890
Jnfolge	w11_d363e27893
des	w13_d363e27897
gleich	w15_d363e27900
vorbemelde	w17_d363e27903
ten	w1_d363e27909
Befehls	w3_d363e27912
brache	w5_d363e27915
die	w7_d363e27918
Armee	w9_d363e27921
</p>
<p id="p8_d363e27924">
Den	w1_d363e27928
28.	w3_d363e27931
in	w5_d363e27934
2.	w7_d363e27937
Colonnen	w9_d363e27940
aus	w11_d363e27943
dem	w13_d363e27947
Lager	w15_d363e27950
bey	w17_d363e27953
Schurz	w19_d363e27956
auf,	w21_d363e27959
und	w23_d363e27962
marschirte	w25_d363e27966
die	w1_d363e27971
erste	w3_d363e27974
(welche	w5_d363e27977
in	w7_d363e27980
dem	w9_d363e27983
ersten	w11_d363e27986
Treffen	w13_d363e27990
der	w15_d363e27993
Jnfanterie	w17_d363e27996
nebst	w19_d363e27999
dem	w21_d363e28002
rechten	w23_d363e28005
Flü	w25_d363e28009
gel	w1_d363e28014
der	w3_d363e28017
Cavallerie	w5_d363e28020
beyder	w7_d363e28023
Treffen	w9_d363e28026
bestunde)	w11_d363e28029
unter	w13_d363e28033
Commando	w15_d363e28036
des	w17_d363e28039
Generalen	w19_d363e28042
der	w1_d363e28048
Cavallerie	w3_d363e28051
Barons	w5_d363e28054
von	w7_d363e28057
Buccow	w9_d363e28060
nach	w11_d363e28063
Horezicz,	w13_d363e28067
auf	w15_d363e28070
welcher	w17_d363e28073
Route	w19_d363e28076
nicht	w21_d363e28079
minder	w1_d363e28084
die	w3_d363e28087
Reserve=artillerie	w5_d363e28090
nebst	w7_d363e28093
ihrem	w9_d363e28096
Corps,	w11_d363e28099
und	w13_d363e28103
Regiment	w15_d363e28106
dahin	w17_d363e28109
folgte.	w19_d363e28112
Die	w1_d363e28117
2te	w3_d363e28120
Colonne	w5_d363e28123
wurde	w7_d363e28126
aus	w9_d363e28129
dem	w11_d363e28132
2ten	w13_d363e28136
Treffen	w15_d363e28139
der	w17_d363e28142
Jnfanterie,	w19_d363e28145
und	w21_d363e28148
dem	w23_d363e28151
linken	w25_d363e28155
Flugel	w1_d363e28160
der	w3_d363e28163
Cavallerie	w5_d363e28166
formiret,	w7_d363e28169
und	w9_d363e28172
ruckte	w11_d363e28175
selbe	w13_d363e28179
unter	w15_d363e28182
Anführung	w17_d363e28185
des	w19_d363e28188
Gene	w21_d363e28191
ralen	w1_d363e28197
der	w3_d363e28200
Cavallerie	w5_d363e28203
Grafens	w7_d363e28206
O	w9_d363e28209
Donel,	w11_d363e28212
und	w13_d363e28216
General=feld=zeug=meisters	w15_d363e28219
Ba	w17_d363e28222
rons	w1_d363e28227
v.	w3_d363e28230
Sincere	w5_d363e28233
auf	w7_d363e28236
Neudorf.	w9_d363e28239
Bey	w11_d363e28242
dieser	w13_d363e28246
Colonne	w15_d363e28249
befande	w17_d363e28252
sich	w19_d363e28255
auch	w21_d363e28258
des	w23_d363e28261
com	w25_d363e28265
mandirenden	w1_d363e28270
Feld=marschallen	w3_d363e28273
Excell.	w5_d363e28276
mit	w7_d363e28279
dem	w9_d363e28282
gesammten	w11_d363e28285
Haupt=quartier.	w13_d363e28289
Die	w1_d363e28294
beyde	w3_d363e28297
General=feld=marschall=leutenanten	w5_d363e28300
Baron	w7_d363e28303
v.	w9_d363e28306
Beck	w11_d363e28309
und	w13_d363e28313
Laudohn	w15_d363e28316
verblieben	w1_d363e28322
diesen	w3_d363e28325
Tag	w5_d363e28328
mit	w7_d363e28331
denen	w9_d363e28334
leichten	w11_d363e28337
Trupen	w13_d363e28341
noch	w15_d363e28344
in	w17_d363e28347
ihren	w19_d363e28350
alten	w21_d363e28353
Positio	w23_d363e28356
nen	w1_d363e28361
bey	w3_d363e28364
Trautenau	w5_d363e28367
und	w7_d363e28370
Politz	w9_d363e28373
stehen,	w11_d363e28376
von	w13_d363e28380
wannen	w15_d363e28383
ein	w17_d363e28386
und	w19_d363e28389
der	w21_d363e28392
andere	w23_d363e28395
die	w25_d363e28399
bey	w27_d363e28402
sich	w1_d363e28407
gehabte	w3_d363e28410
Teutsche	w5_d363e28413
Regimenter	w7_d363e28416
sowol	w9_d363e28419
Jnfanterie	w11_d363e28422
als	w13_d363e28426
Cavallerie	w15_d363e28429
nach	w17_d363e28432
Pleß	w19_d363e28435
und	w1_d363e28440
Schurz	w3_d363e28443
instradirten;	w5_d363e28446
indeme	w7_d363e28449
diese	w9_d363e28452
Trupen	w11_d363e28455
nebst	w13_d363e28459
einigen	w15_d363e28462
tausend	w17_d363e28465
Croaten	w19_d363e28468
und	w1_d363e28474
Hussaren	w3_d363e28477
das	w5_d363e28480
nach	w7_d363e28483
Abmarsche	w9_d363e28486
der	w11_d363e28489
Armee	w13_d363e28493
zur	w15_d363e28496
Bedeckung	w17_d363e28499
diesseitigen	w19_d363e28502
Ge	w21_d363e28505
genden	w1_d363e28510
des	w3_d363e28513
Königreichs	w5_d363e28516
Böhmen	w7_d363e28519
zuruck=verbleibende	w9_d363e28522
beträchtliche	w11_d363e28525
Corps	w13_d363e28529
zwelches	w1_d363e28534
von	w3_d363e28537
dem	w5_d363e28540
General=feld=zeug=meister	w7_d363e28543
Grafen	w9_d363e28546
v.	w11_d363e28549
Harsch	w13_d363e28553
commandiret	w15_d363e28556
wird	w1_d363e28561
/	w3_d363e28564
formiren	w5_d363e28567
werden.	w7_d363e28570
Gleich	w9_d363e28573
dann	w11_d363e28576
auch	w13_d363e28580
anheute	w15_d363e28583
die	w17_d363e28586
bis	w19_d363e28589
hieher	w21_d363e28592
zu	w23_d363e28595
Neustadt	w25_d363e28599
unter	w1_d363e28605
dem	w3_d363e28608
Departement	w5_d363e28611
erst=berührten	w7_d363e28614
Grafens	w9_d363e28617
v.	w11_d363e28620
Harsch	w13_d363e28624
gestandene	w15_d363e28627
Jnfan	w17_d363e28630
terie	w1_d363e28635
und	w3_d363e28638
Cavallerie=regimenter	w5_d363e28641
sich	w7_d363e28644
bey	w9_d363e28647
Pleß	w11_d363e28650
versammeln,	w13_d363e28654
und	w15_d363e28657
die	w17_d363e28660
3te	w19_d363e28663
Co	w21_d363e28666
wune	w1_d363e28671
der	w3_d363e28674
Armee	w5_d363e28677
ausmachen,	w7_d363e28680
worüber	w9_d363e28683
der	w11_d363e28686
General=feld=zeug=meister	w13_d363e28690
Herzog	w15_d363e28693
v.	w1_d363e28698
Ahrenberg	w3_d363e28701
das	w5_d363e28704
Commando	w7_d363e28707
führet,	w9_d363e28710
und	w11_d363e28713
dahero	w13_d363e28717
sich	w15_d363e28720
auch	w17_d363e28723
selber	w19_d363e28726
zu	w21_d363e28729
dessen	w23_d363e28732
Antrettung	w1_d363e28738
aus	w3_d363e28741
dem	w5_d363e28744
bisherigen	w7_d363e28747
Haupt=quartier	w9_d363e28750
Schurz	w11_d363e28753
dahin	w13_d363e28757
verfüget	w15_d363e28760
hat.	w1_d363e28765
</p>
<p id="p14_d363e28779">
Den	w1_d363e28783
29.	w3_d363e28786
setzte	w5_d363e28789
die	w7_d363e28792
erste	w9_d363e28795
Colonne	w11_d363e28798
der	w13_d363e28802
Armee	w15_d363e28805
mit	w17_d363e28808
dem	w19_d363e28811
General	w21_d363e28814
der	w23_d363e28817
Ca	w25_d363e28821
vallerie	w1_d363e28826
Baron	w3_d363e28829
v.	w5_d363e28832
Buccow,	w7_d363e28835
wie	w9_d363e28838
auch	w11_d363e28841
bemeldete	w13_d363e28845
Artillerie	w15_d363e28848
den	w17_d363e28851
Marsche	w19_d363e28854
wei	w21_d363e28857
ters	w1_d363e28862
auf	w3_d363e28865
Gitschin,	w5_d363e28868
dann	w7_d363e28871
des	w9_d363e28874
commandirenden	w11_d363e28877
Generalen	w13_d363e28881
Grafens	w15_d363e28884
von	w17_d363e28887
Daun	w19_d363e28890
Excellenz	w1_d363e28896
mit	w3_d363e28899
der	w5_d363e28902
2ten	w7_d363e28905
nach	w9_d363e28908
Lomnitz	w11_d363e28911
fort;	w13_d363e28915
dahingehen	w15_d363e28918
der	w17_d363e28921
Herzog	w19_d363e28924
von	w21_d363e28927
Ahren	w23_d363e28930
berg	w1_d363e28935
mit	w3_d363e28938
der	w5_d363e28941
3ten	w7_d363e28944
den	w9_d363e28947
Zug	w11_d363e28950
nach	w13_d363e28954
Horczicz	w15_d363e28957
nahme,	w17_d363e28960
welch=nämlichen	w19_d363e28963
Tag	w21_d363e28966
dann	w23_d363e28969
gleichfalls	w1_d363e28974
der	w3_d363e28977
General=feld=marschall=leutenant	w5_d363e28980
Baron	w7_d363e28983
von	w9_d363e28986
Laudohn	w11_d363e28989
mit	w13_d363e28993
de	w15_d363e28996
nen	w1_d363e29001
leichten	w3_d363e29004
Trupen	w5_d363e29007
aus	w7_d363e29010
seiner	w9_d363e29013
dermalig=bey	w11_d363e29016
Trautenau	w13_d363e29020
innen=gehabten	w15_d363e29023
Posi	w17_d363e29026
tion	w1_d363e29032
aufbrache,	w3_d363e29035
und	w5_d363e29038
über	w7_d363e29041
Arnau	w9_d363e29044
nach	w11_d363e29047
Henersdorf,	w13_d363e29051
desgleichen	w15_d363e29054
der	w17_d363e29057
General	w19_d363e29060
feld=marschall=leutenant	w1_d363e29065
Baron	w3_d363e29068
von	w5_d363e29071
Beck	w7_d363e29074
mit	w9_d363e29077
dem	w11_d363e29080
seinig=unterhabenden	w13_d363e29084
Commando	w1_d363e29089
nach	w3_d363e29092
Eypel	w5_d363e29095
abruckte.	w7_d363e29098
Ernannt	w9_d363e29101
Seine	w11_d363e29104
Excellenz	w13_d363e29108
der	w15_d363e29111
commandi	w17_d363e29114
rende	w1_d363e29119
General	w3_d363e29122
erhielte	w5_d363e29125
hieselbst	w7_d363e29128
in	w9_d363e29131
Lomnitz	w11_d363e29134
spat	w13_d363e29138
Abends	w15_d363e29141
die	w17_d363e29144
Nachricht,	w19_d363e29147
daß	w21_d363e29150
der	w1_d363e29156
König	w3_d363e29159
