<doc id="wr_1760-12-03" attrs="word" year="1760" month="12" day="03" corpus="2">
<head id="h2_d506e4041">
Journal	w1_d506e4045
or	w11_d506e23210
dentlichen	w1_d506e23215
Concurs	w3_d506e23218
auszuschreiben,	w5_d506e23221
zu	w7_d506e23224
welchem	w9_d506e23227
En	w11_d506e23230
de	w1_d506e23235
dann	w3_d506e23238
der	w5_d506e23241
11.	w7_d506e23244
Jan.	w9_d506e23247
176,	w11_d506e23250
fruh	w13_d506e23254
um	w15_d506e23257
9.	w17_d506e23260
Uhr	w19_d506e23263
auf	w21_d506e23266
gemeiner	w1_d506e23271
Stadt	w3_d506e23274
Raht=haus	w5_d506e23277
einzufinden	w7_d506e23280
bestilm	w9_d506e23283
met	w1_d506e23289
worden,	w3_d506e23292
an	w5_d506e23295
welchem	w7_d506e23298
Tag	w9_d506e23301
ein	w11_d506e23304
jeglicher,	w13_d506e23308
so	w15_d506e23311
an	w1_d506e23316
obbesagtem	w3_d506e23319
Franz	w5_d506e23322
Schwaiger	w7_d506e23325
Sprüch	w9_d506e23328
zu	w11_d506e23331
ha	w13_d506e23335
ben	w1_d506e23340
vermeinet,	w3_d506e23343
mit	w5_d506e23346
denen	w7_d506e23349
in	w9_d506e23352
Handen	w11_d506e23355
habenden	w13_d506e23359
Original=documenten	w1_d506e23364
zu	w3_d506e23367
erscheinen	w5_d506e23370
wissen	w7_d506e23373
wird,	w9_d506e23376
wie	w1_d506e23382
dann	w3_d506e23385
zu	w5_d506e23388
Abschneidung	w7_d506e23391
deren	w9_d506e23394
dieser	w11_d506e23397
Maxa	w13_d506e23401
verursachenden	w1_d506e23406
Unkösten	w3_d506e23409
obangesetzter	w5_d506e23412
Termin	w7_d506e23415
pro	w9_d506e23418
1mo.	w1_d506e23423
2do.	w3_d506e23426
&	w5_d506e23429
3tio,	w7_d506e23432
hiemit	w9_d506e23435
seine	w11_d506e23438
Kräften	w13_d506e23442
haben	w15_d506e23445
solle,	w1_d506e23450
wie	w3_d506e23453
dann	w5_d506e23456
derjenige,	w7_d506e23459
so	w9_d506e23462
sich	w11_d506e23465
an	w13_d506e23469
obbestimm	w15_d506e23472
ten	w1_d506e23478
Tag	w3_d506e23481
nicht	w5_d506e23484
einfinden	w7_d506e23487
wird,	w9_d506e23490
sodann	w11_d506e23493
mit	w13_d506e23497
seiner	w15_d506e23500
Forderung	w1_d506e23505
nicht	w3_d506e23508
mehr	w5_d506e23511
gehöret	w7_d506e23514
werden	w9_d506e23517
solle.	w11_d506e23520
</p>
<p id="p28_d506e23523">
Von	w1_d506e23527
N.	w3_d506e23530
Richter	w5_d506e23533
und	w7_d506e23536
Raht	w9_d506e23539
der	w11_d506e23542
Landesfürst	w13_d506e23546
lichen	w1_d506e23551
N.	w3_d506e23554
Oe.	w5_d506e23557
Stadt	w7_d506e23560
Closter=neuburg	w9_d506e23563
wegen,	w11_d506e23566
all	w1_d506e23571
und	w3_d506e23574
jeden,	w5_d506e23577
so	w7_d506e23580
an	w9_d506e23583
den	w11_d506e23586
Lorenz	w13_d506e23590
Ramb,	w15_d506e23593
be	w17_d506e23596
haust.	w1_d506e23602
Burgerl.	w3_d506e23605
Hauer	w5_d506e23608
allhier	w7_d506e23611
einige	w9_d506e23614
Sprüch	w11_d506e23617
und	w1_d506e23622
rechtliche	w3_d506e23625
Anforderungen	w5_d506e23628
zu	w7_d506e23631
haben	w9_d506e23634
vermei	w11_d506e23637
nen,	w1_d506e23642
kund	w3_d506e23645
und	w5_d506e23648
zu	w7_d506e23651
wissen	w9_d506e23654
zu	w11_d506e23657
machen,	w13_d506e23661
wasgestal	w15_d506e23664
ten	w1_d506e23669
man	w3_d506e23672
von	w5_d506e23675
Obrigkeits	w7_d506e23678
wegen	w9_d506e23681
bemüßiget	w11_d506e23684
ware,	w13_d506e23688
wegen	w1_d506e23694
verschiedenen	w3_d506e23697
sich	w5_d506e23700
hervorgethanenen	w7_d506e23703
Credits	w9_d506e23706
partheyen	w1_d506e23711
einen	w3_d506e23714
ordentlichen	w5_d506e23717
Concurs	w7_d506e23720
auszuschrei	w9_d506e23723
ben,	w1_d506e23728
zu	w3_d506e23731
welchem	w5_d506e23734
Ende	w7_d506e23737
dann	w9_d506e23740
der	w11_d506e23743
10.	w13_d506e23747
Jan.	w15_d506e23750
1761.	w17_d506e23753
fruh	w1_d506e23758
um	w3_d506e23761
9.	w5_d506e23764
Uhr	w7_d506e23767
auf	w9_d506e23770
gemeiner	w11_d506e23773
Stadt	w13_d506e23777
Raht	w15_d506e23780
haus	w17_d506e23783
einzufinden	w1_d506e23789
bestimmet	w3_d506e23792
worden,	w5_d506e23795
an	w7_d506e23798
welchem	w9_d506e23801
Tag	w11_d506e23804
ein	w1_d506e23809
jeglicher,	w3_d506e23812
so	w5_d506e23815
an	w7_d506e23818
obbesagtem	w9_d506e23821
Lorenz	w11_d506e23824
Ramb	w13_d506e23828
Sprüch	w1_d506e23833
zu	w3_d506e23836
haben	w5_d506e23839
vermeinet,	w7_d506e23842
mit	w9_d506e23845
denen	w11_d506e23848
in	w13_d506e23852
Han	w15_d506e23855
den	w1_d506e23860
habenden	w3_d506e23863
Documenten	w5_d506e23866
zu	w7_d506e23869
erscheinen	w9_d506e23872
wissen	w11_d506e23875
wird,	w1_d506e23881
wie	w3_d506e23884
dann	w5_d506e23887
zu	w7_d506e23890
Abschneidung	w9_d506e23893
deren	w11_d506e23896
dieser	w13_d506e23900
Maßä	w1_d506e23905
verursachenden	w3_d506e23908
Unkösten	w5_d506e23911
obangezogener	w7_d506e23914
Ter	w9_d506e23917
min	w1_d506e23922
pro	w3_d506e23925
1mo.	w5_d506e23928
edo.	w7_d506e23931
&	w9_d506e23934
3tio.	w11_d506e23937
hiemit	w13_d506e23941
seine	w15_d506e23944
Kräf	w17_d506e23947
ten	w1_d506e23952
haben	w3_d506e23955
solle,	w5_d506e23958
wie	w7_d506e23961
dann	w9_d506e23964
derjenige,	w11_d506e23967
so	w13_d506e23971
sich	w15_d506e23974
an	w17_d506e23977
obbestimmten	w1_d506e23983
Tag	w3_d506e23986
nicht	w5_d506e23989
einfinden	w7_d506e23992
wird,,	w9_d506e23995
sodann	w11_d506e23998
mit	w1_d506e24003
seiner	w3_d506e24006
Forderung	w5_d506e24009
nicht	w7_d506e24012
mehr	w9_d506e24015
gehöret	w11_d506e24018
werden	w13_d506e24022
solle.	w1_d506e24027
</p>
<head id="h4_d506e24035">
Auf	w1_d506e24039
Deren	w1_d506e24046
bey	w3_d506e24049
der	w5_d506e24052
den	w7_d506e24055
3ten	w9_d506e24058
Novemb.	w11_d506e24061
1760.	w13_d506e24065
vor	w15_d506e24068
gefallenen	w1_d506e24073
Action	w3_d506e24076
von	w5_d506e24079
der	w7_d506e24082
Kaiserl.	w9_d506e24085
Königl.	w11_d506e24088
Haupt	w13_d506e24092
armee	w1_d506e24098
sich	w3_d506e24101
geäusserten	w5_d506e24104
TodtBleßirt	w7_d506e24107
und	w9_d506e24110
Kriegs	w11_d506e24113
gefangenen,	w1_d506e24118
oder	w3_d506e24121
Unwissenden,	w5_d506e24124
als	w7_d506e24127
</head>
<head id="h2_d506e24133">
Jnfanterie.	w1_d506e24137
Von	w1_d506e24142
der	w3_d506e24145
Sr.	w1_d506e24150
Majest.	w3_d506e24153
des	w5_d506e24156
Kaisers.	w7_d506e24159
</head>
<p id="p4_d506e24162">
Flaßirte,	w1_d506e24166
Obrist	w3_d506e24169
Baron	w5_d506e24172
Leuwen	w7_d506e24175
1.	w9_d506e24178
Ma	w11_d506e24181
i6.	w1_d506e24188
von	w3_d506e24191
Busselot	w5_d506e24194
1.	w7_d506e24197
Hauptleute	w9_d506e24200
2.	w11_d506e24203
Bieschin,	w1_d506e24208
Marschallick.	w3_d506e24211
Gefangen	w5_d506e24214
oder	w7_d506e24217
un	w9_d506e24220
issen	w1_d506e24226
6.	w3_d506e24229
Libowsky	w5_d506e24232
Silv.	w7_d506e24235
Haneckart,	w9_d506e24238
schal	w1_d506e24243
Haneckert.	w1_d506e24248
Rechtenbach,	w3_d506e24251
Stoiber,	w5_d506e24254
Gott	w7_d506e24257
kofsky.	w1_d506e24262
Ober=leut.	w3_d506e24265
6.	w5_d506e24268
Jannschofsky,	w7_d506e24271
de	w9_d506e24274
Peot,	w1_d506e24280
Noble,	w3_d506e24283
d'Herbel.	w5_d506e24286
Mach,	w7_d506e24289
Catwinsky.	w9_d506e24292
Unterleut.	w1_d506e24297
bießirt	w3_d506e24300
Weinhard	w5_d506e24303
1.	w7_d506e24306
Gefan	w9_d506e24309
gen	w1_d506e24314
oder	w3_d506e24317
unwissend	w5_d506e24320
3.	w7_d506e24323
/	w9_d506e24326
Grameß,	w11_d506e24329
Hamm	w13_d506e24333
und	w15_d506e24336
Balldinote.	w1_d506e24341
Fähnrichs	w3_d506e24344
todt:	w5_d506e24347
Droven	w7_d506e24350
Margo.	w1_d506e24356
Bleßirt	w3_d506e24359
1.	w5_d506e24362
Hochstättel.	w7_d506e24365
Ge	w9_d506e24368
fangen	w1_d506e24373
den	w3_d506e24376
unwissend	w5_d506e24379
5.	w7_d506e24382
Sovelle,	w9_d506e24385
Wimers	w11_d506e24388
perg,	w1_d506e24393
Chevallier,	w3_d506e24396
Keisch,	w5_d506e24399
de	w7_d506e24402
Poules.	w9_d506e24405
Gren.	w11_d506e24408
vom	w1_d506e24413
Feld=wäbel	w3_d506e24416
an,	w5_d506e24419
todt	w7_d506e24422
4.	w9_d506e24425
Bleßirt	w11_d506e24428
27.	w13_d506e24432
Gefangen	w1_d506e24438
oder	w3_d506e24441
unwissend	w5_d506e24444
24.	w7_d506e24447
Ordinari	w9_d506e24450
todt	w1_d506e24455
31.	w3_d506e24458
Bleßirt	w5_d506e24461
79.	w7_d506e24464
Gefangen	w9_d506e24467
oder	w11_d506e24470
unssend	w1_d506e24475
362.	w3_d506e24478
Summa	w5_d506e24481
37.	w7_d506e24484
todt.	w9_d506e24487
|	w11_d506e24490
112	w13_d506e24494
406gefangen	w1_d506e24499
eder	w3_d506e24502
unwissend.	w5_d506e24505
bleßirt.	w1_d506e24511
Zusammen	w1_d506e24516
555.	w3_d506e24519
Mann.	w5_d506e24522
</p>
<head id="h2_d506e24528">
Erz=herzog	w1_d506e24532
Carl.	w3_d506e24535
</head>
<p id="p4_d506e24538">
Bleßirt	w1_d506e24542
Gren.	w3_d506e24545
Haupt=leute,	w5_d506e24548
2.	w7_d506e24551
Gr.	w9_d506e24554
Breda,	w11_d506e24557
Gefangen	w1_d506e24562
oder	w3_d506e24565
unwissend,	w5_d506e24568
Obrist	w7_d506e24571
Droß	w9_d506e24574
1.	w11_d506e24577
Earco.	w1_d506e24582
Fus.	w3_d506e24585
Haupr=leute	w5_d506e24588
todl	w7_d506e24591
2.	w9_d506e24594
Gabl.	w11_d506e24597
Bleßirt,	w1_d506e24603
Majors	w3_d506e24606
2.	w5_d506e24609
Oroß,	w7_d506e24612
Kiß.	w9_d506e24615
Haupt	w11_d506e24618
koffen,	w1_d506e24623
Pitt.	w3_d506e24626
Bleßirt	w5_d506e24629
2.	w7_d506e24632
Werger,	w9_d506e24635
Rumers	w11_d506e24638
leut.	w1_d506e24643
todt	w3_d506e24646
1.	w5_d506e24649
Frölich.	w7_d506e24652
Bleßirt	w9_d506e24655
4.	w11_d506e24658
Erodi,	w13_d506e24662
tiechen.	w1_d506e24667
Ober=leut	w3_d506e24670
bleßirt	w5_d506e24673
2.	w7_d506e24676
Huml,	w9_d506e24679
Ab	w11_d506e24682
Perttele,	w1_d506e24688
Draskozi,	w3_d506e24691
Pergmayr.	w5_d506e24694
Gefanges	w7_d506e24697
haltern.	w1_d506e24702
Unterkleut.	w3_d506e24705
2.	w5_d506e24708
Welser,	w7_d506e24711
Nord	w9_d506e24714
oder	w1_d506e24719
unwissend	w3_d506e24722
6.	w5_d506e24725
Mercies,	w7_d506e24728
Stingel,	w9_d506e24731
Seyf	w11_d506e24734
hofen.	w1_d506e24739
Fähnrichs	w3_d506e24742
2.	w5_d506e24745
Einöder,	w7_d506e24748
Gleller.	w9_d506e24751
fert,	w1_d506e24757
Feckete.	w3_d506e24760
Kerstneritz,	w5_d506e24763
Tatzier.	w7_d506e24766
Ober	w9_d506e24769
Gren.	w1_d506e24774
vom	w3_d506e24777
Feld=wäbel	w5_d506e24780
an,	w7_d506e24783
todt	w9_d506e24786
5.	w11_d506e24789
Bles	w13_d506e24793
leut.	w1_d506e24798
bleßirt	w3_d506e24801
3.	w5_d506e24804
Philippi,	w7_d506e24807
Nagy	w9_d506e24810
Jstwan,	w11_d506e24813
</p>
<p id="p6_d506e24816">
Gindel.	w1_d506e24820
Gesangen	w3_d506e24823
der	w5_d506e24826
unwissend	w7_d506e24829
6.	w9_d506e24832
Wag	w11_d506e24835
ner,	w1_d506e24840
Reichlin,	w3_d506e24843
Kohl,	w5_d506e24846
Wessery,	w7_d506e24849
Pinteck,	w9_d506e24852
Petri	w11_d506e24855
Unter=leut.	w1_d506e24860
bleßirt	w3_d506e24863
1.	w5_d506e24866
Gaßler.	w7_d506e24869
Gefangen	w9_d506e24872
oden	w1_d506e24878
unwissend	w3_d506e24881
5.	w5_d506e24884
Horetzny,	w7_d506e24887
Parcani,	w9_d506e24890
Ce	w11_d506e24893
som,	w1_d506e24898
Baar,	w3_d506e24901
Aromlati.	w5_d506e24904
Fähnrichs,	w7_d506e24907
bles	w9_d506e24910
sirt	w1_d506e24915
2.	w3_d506e24918
Karg,	w5_d506e24921
Otskay.	w7_d506e24924
Gefangen	w9_d506e24927
oder	w11_d506e24930
un	w13_d506e24934
wissend	w1_d506e24939
7.	w3_d506e24942
Thomas,	w5_d506e24945
Szagieni,	w7_d506e24948
Lyptay,	w9_d506e24951
Bei	w11_d506e24954
der,	w1_d506e24960
Persewitzky,	w3_d506e24963
Kis,	w5_d506e24966
Scheid.	w7_d506e24969
Wachtmei	w9_d506e24972
ster=leut.	w1_d506e24977
gefangen	w3_d506e24980
oder	w5_d506e24983
unwissend	w7_d506e24986
2.	w9_d506e24989
Tardler,	w11_d506e24992
Tomatscheck.	w1_d506e24997
Een.	w3_d506e25000
vom	w5_d506e25003
Feld=wäbel	w7_d506e25006
an,	w9_d506e25009
todt	w1_d506e25014
7.	w3_d506e25017
Bleßirt	w5_d506e25020
40.	w7_d506e25023
Gefangen	w9_d506e25026
oder	w11_d506e25029
un	w13_d506e25033
wissend	w1_d506e25039
22.	w3_d506e25042
Fuf.	w5_d506e25045
blenirt	w7_d506e25048
88.	w9_d506e25051
Gefangen	w11_d506e25054
oder	w1_d506e25059
unwissend	w3_d506e25062
492.	w5_d506e25065
Summa	w7_d506e25068
todt	w9_d506e25071
8.	w11_d506e25074
Bleßirt	w1_d506e25079
140.	w3_d506e25082
Gefangen	w5_d506e25085
ede	w7_d506e25088
unwissend	w9_d506e25091
541.	w11_d506e25094
Zusammen	w1_d506e25099
689.	w3_d506e25102
Mann.	w5_d506e25105
</p>
<head id="h2_d506e25111">
Carl	w1_d506e25115
Lothringen.	w3_d506e25118
Gren.	w1_d506e25123
vom	w3_d506e25126
Feld=wäbel	w5_d506e25129
an,	w7_d506e25132
todt	w9_d506e25135
3.	w11_d506e25138
Bles	w13_d506e25142
</head>
<head id="h4_d506e25159">
firt	w1_d506e25163
31.	w3_d506e25166
Gefangen	w5_d506e25169
oder	w7_d506e25172
unwissend	w9_d506e25175
20.	w11_d506e25178
Fußil.	w1_d506e25183
todt	w3_d506e25186
94.	w5_d506e25189
Bleßirt	w7_d506e25192
102.	w9_d506e25195
Gefanngen	w11_d506e25198
oder	w1_d506e25203
unwissend	w3_d506e25206
84.	w5_d506e25209
Summa	w7_d506e25212
todt	w9_d506e25215
101.	w11_d506e25218
Bleßirt	w1_d506e25224
143.	w3_d506e25227
Gefangen	w5_d506e25230
oder	w7_d506e25233
unwissend	w9_d506e25236
104.	w1_d506e25241
Zusammen	w3_d506e25244
348	w5_d506e25247
Mann.	w7_d506e25250
Neipperg.	w1_d506e25255
</head>
<p id="p6_d506e25258">
Gefangen	w1_d506e25262
oder	w3_d506e25265
unwissend,	w5_d506e25268
Obrist.	w7_d506e25271
Schrö	w9_d506e25274
der	w1_d506e25279
1.	w3_d506e25282
Obrist=leut.	w5_d506e25285
Königsbrunn	w7_d506e25288
1.	w9_d506e25291
Ma	w11_d506e25294
jor	w1_d506e25299
Fellner	w3_d506e25302
1.	w5_d506e25305
Haupt=leut,	w7_d506e25308
todt	w9_d506e25311
1.	w11_d506e25314
Frey.	w13_d506e25318
Bleßirt	w1_d506e25324
3.	w3_d506e25327
Langen,	w5_d506e25330
Wanczura,	w7_d506e25333
Junker.	w9_d506e25336
Ge	w11_d506e25339
fangen	w1_d506e25344
oder	w3_d506e25347
unwissend	w5_d506e25350
6.	w7_d506e25353
Peringen,	w9_d506e25356
Nimz,	w11_d506e25359
Gürtler,	w1_d506e25364
Vigneul,	w3_d506e25367
Hillebrand,	w5_d506e25370
Schröder.	w7_d506e25373
Ober=leut.	w1_d506e25378
todt	w3_d506e25381
2.	w5_d506e25384
Fluck,	w7_d506e25387
Preyß.	w9_d506e25390
Bleßirt	w11_d506e25393
2.	w1_d506e25399
Thoilliers,	w3_d506e25402
Minckwitz.	w5_d506e25405
Gefangen	w7_d506e25408
oder	w9_d506e25411
un	w1_d506e25416
issend	w3_d506e25419
5.	w5_d506e25422
Mieg,	w7_d506e25425
Lachawitz,	w9_d506e25428
Radmacher,	w11_d506e25431
,	w13_d506e25435
Hufnagl,	w1_d506e25440
de	w3_d506e25443
Monta.	w5_d506e25446
Gren.	w7_d506e25449
Ober=leut.	w9_d506e25452
ge	w11_d506e25455
fangen	w1_d506e25460
oder	w3_d506e25463
unwissend	w5_d506e25466
1.	w7_d506e25469
Sobietitzky.	w9_d506e25472
Un	w11_d506e25475
ter=leut.	w1_d506e25481
bleßirt	w3_d506e25484
2.	w5_d506e25487
Tobias,	w7_d506e25490
Köhler.	w9_d506e25493
Ge	w11_d506e25496
fangen	w1_d506e25501
oder	w3_d506e25504
unwissend	w5_d506e25507
4.	w7_d506e25510
Lynden,	w9_d506e25513
Linderl	w11_d506e25516
Händl,	w1_d506e25521
Genin.	w3_d506e25524
Fähnrichs,	w5_d506e25527
bleßirt	w7_d506e25530
2.	w9_d506e25533
Go	w11_d506e25536
ret,	w1_d506e25541
Albidona.	w3_d506e25544
Gefangen	w5_d506e25547
oder	w7_d506e25550
unwissend	w9_d506e25553
1.	w11_d506e25556
Smiel.	w1_d506e25562
Wacht=meister=leut.	w3_d506e25565
bleßirt	w5_d506e25568
1.	w7_d506e25571
Beck.	w9_d506e25574
Gefangen	w1_d506e25579
oder	w3_d506e25582
unwissend	w5_d506e25585
1.	w7_d506e25588
Ulbrich.	w9_d506e25591
Gre	w11_d506e25594
nad.	w1_d506e25599
vom	w3_d506e25602
Feld=wäbel	w5_d506e25605
an,	w7_d506e25608
bleßirt	w9_d506e25611
10.	w11_d506e25614
Ge	w13_d506e25618
fangen	w1_d506e25623
oder	w3_d506e25626
unwissend	w5_d506e25629
12.	w7_d506e25632
Fusil	w9_d506e25635
todt	w11_d506e25638
25.	w13_d506e25642
Bleßirt	w1_d506e25648
194.	w3_d506e25651
Gefangen	w5_d506e25654
oder	w7_d506e25657
unwissend	w9_d506e25660
253.	w1_d506e25665
Summa	w3_d506e25668
todt	w5_d506e25671
28.Bleßirt	w7_d506e25674
214.	w9_d506e25677
Gefangen	w1_d506e25682
oder	w3_d506e25685
unwissend	w5_d506e25688
286.	w7_d506e25691
Zusam	w9_d506e25694
men	w1_d506e25699
528.	w3_d506e25702
Mann.	w5_d506e25705
</p>
<head id="h2_d506e25711">
Hildburgshausen.	w1_d506e25715
</head>
<p id="p4_d506e25718">
Gefangen	w1_d506e25722
oder	w3_d506e25725
unwissend.	w5_d506e25728
Gren.	w7_d506e25731
Ober	w9_d506e25734
leut.	w1_d506e25739
2.	w3_d506e25742
Schröckinger,	w5_d506e25745
Eichelburg.	w7_d506e25748
Unter	w9_d506e25751
leut.	w1_d506e25756
bleßirt	w3_d506e25759
5.	w5_d506e25762
Baader,	w7_d506e25765
Baumgart	w9_d506e25768
Averner,	w11_d506e25771
Starioni,	w1_d506e25777
Libenhausen.	w3_d506e25780
Fähnrichs	w5_d506e25783
bleßirt	w7_d506e25786
2.	w9_d506e25789
Beran,	w1_d506e25794
Werner.	w3_d506e25797
Gren.	w5_d506e25800
vom	w7_d506e25803
Feld=wähl	w9_d506e25806
an,	w1_d506e25811
bleßirt	w3_d506e25814
32.	w5_d506e25817
gefangen	w7_d506e25820
oder	w9_d506e25823
unwissend	w11_d506e25826
22.	w1_d506e25831
Fus.	w3_d506e25834
tod	w5_d506e25837
21.	w7_d506e25840
bleßirt	w9_d506e25843
48.	w11_d506e25846
gefangen	w13_d506e25850
er	w1_d506e25856
n	w3_d506e25859
issend	w5_d506e25862
148.	w7_d506e25865
Summa,	w9_d506e25868
todt	w11_d506e25871
21.	w13_d506e25875
</p>
<p id="p6_d506e25878">
bleßirt	w1_d506e25882
87.	w3_d506e25885
gefangen	w5_d506e25888
oder	w7_d506e25891
unwissend	w9_d506e25894
178.	w11_d506e25897
zusammen	w1_d506e25902
280.	w3_d506e25905
Mann.	w5_d506e25908
</p>
<head id="h2_d506e25914">
Botta.	w1_d506e25918
</head>
<p id="p4_d506e25921">
Gefangen	w1_d506e25925
oder	w3_d506e25928
unwwissend,	w5_d506e25931
Obrist.	w7_d506e25934
Baron	w9_d506e25937
Rieben	w1_d506e25942
1.	w3_d506e25945
Bleßirt,	w5_d506e25948
Haupt=mann	w7_d506e25951
Eisner	w9_d506e25954
1.	w11_d506e25957
Gefangen	w1_d506e25962
oder	w3_d506e25965
unwissend	w5_d506e25968
Gren.	w7_d506e25971
Ober=leut.	w9_d506e25974
de	w1_d506e25980
la	w3_d506e25983
Costa	w5_d506e25986
1.	w7_d506e25989
Gren.	w9_d506e25992
Unter=leut.	w11_d506e25995
bleßirt	w13_d506e25999
1.	w1_d506e26004
Bretschneider,	w3_d506e26007
gefangen	w5_d506e26010
oder	w7_d506e26013
unwissend.	w9_d506e26016
Fus.	w1_d506e26021
Unter=leut.	w3_d506e26024
1.	w5_d506e26027
Sigofski.	w7_d506e26030
Fähnrich	w9_d506e26033
1.	w1_d506e26038
Magl.	w3_d506e26041
Gren.	w5_d506e26044
vom	w7_d506e26047
Feld=wäbl	w9_d506e26050
an	w11_d506e26053
todt	w13_d506e26057
1.	w15_d506e26060
bleßirt	w1_d506e26066
6.	w3_d506e26069
gefangen	w5_d506e26072
oder	w7_d506e26075
unwissend	w9_d506e26078
34.	w11_d506e26081
Fus.	w13_d506e26085
todt	w1_d506e26090
11.	w3_d506e26093
bleßirt	w5_d506e26096
46.	w7_d506e26099
gefangen	w9_d506e26102
oder	w11_d506e26105
unwis	w13_d506e26109
send	w1_d506e26114
77.	w3_d506e26117
Summa,	w5_d506e26120
todt	w7_d506e26123
12.	w9_d506e26126
bleßirt	w11_d506e26129
54.	w13_d506e26133
gefangen	w1_d506e26138
oder	w3_d506e26141
unwissend	w5_d506e26144
116.	w7_d506e26147
Zusammen	w9_d506e26150
182.	w1_d506e26156
Mann.	w3_d506e26159
</p>
<head id="h2_d506e26165">
Leopld	w1_d506e26169
Daun.	w3_d506e26172
</head>
<p id="p4_d506e26175">
Todt,	w1_d506e26179
Major	w3_d506e26182
Steinbrügl	w5_d506e26185
1.	w7_d506e26188
Haupt=leute	w9_d506e26191
bleßirt	w1_d506e26196
1.	w3_d506e26199
Ungar.	w5_d506e26202
Gefangen	w7_d506e26205
oder	w9_d506e26208
unwis	w11_d506e26211
send	w1_d506e26216
1.	w3_d506e26219
Pfeiffer.	w5_d506e26222
Ober=leut.	w7_d506e26225
bleßirt	w9_d506e26228
3.	w11_d506e26231
Graze,	w1_d506e26237
Zauner,	w3_d506e26240
Roth.	w5_d506e26243
Unter=leut.	w7_d506e26246
2.	w9_d506e26249
Weinziel,	w1_d506e26254
Schulz.	w3_d506e26257
Gefangen	w5_d506e26260
oder	w7_d506e26263
unwis	w9_d506e26266
send,	w1_d506e26271
Fähnrich	w3_d506e26274
1.	w5_d506e26277
Lemsen.	w7_d506e26280
Wachtmeister	w9_d506e26283
leut.	w1_d506e26288
2.	w3_d506e26291
Wehn,	w5_d506e26294
und	w7_d506e26297
Keihl.	w9_d506e26300
Gren.	w11_d506e26303
vom	w13_d506e26307
Feld=wäbl	w1_d506e26313
an,	w3_d506e26316
bleßirt	w5_d506e26319
5.	w7_d506e26322
Gefangen	w9_d506e26325
oder	w11_d506e26328
anissend	w1_d506e26333
39.	w3_d506e26336
Fus.	w5_d506e26339
todt	w7_d506e26342
9.	w9_d506e26345
bleßirt	w11_d506e26348
68.	w13_d506e26352
gefangen	w1_d506e26357
oder	w3_d506e26360
unwissend	w5_d506e26363
194.	w7_d506e26366
Summa,	w9_d506e26369
todt	w1_d506e26374
10.	w3_d506e26377
bleßirt	w5_d506e26380
79.	w7_d506e26383
gefangen	w9_d506e26386
oder	w11_d506e26389
unwiß	w13_d506e26393
send	w1_d506e26399
237.	w3_d506e26402
Zusammen	w5_d506e26405
326.	w7_d506e26408
Mann.	w9_d506e26411
</p>
<head id="h2_d506e26417">
Gaisrugg.	w1_d506e26421
</head>
<p id="p4_d506e26424">
Todt,	w1_d506e26428
Obrist	w3_d506e26431
Jttner,	w5_d506e26434
1.	w7_d506e26437
Gren.	w9_d506e26440
Haupt	w11_d506e26443
mann	w1_d506e26448
Kannarski,	w3_d506e26451
1.	w5_d506e26454
Fustlier=haupt=leute	w7_d506e26457
todt	w1_d506e26462
2.	w3_d506e26465
Wengen,	w5_d506e26468
Pitterer.	w7_d506e26471
Bleßirt	w9_d506e26474
6.	w11_d506e26477
le	w13_d506e26481
Tellier,	w1_d506e26487
Chorque,	w3_d506e26490
Spiegl,	w5_d506e26493
Sprecher,	w7_d506e26496
Har	w9_d506e26499
tung,	w1_d506e26504
Treyß.	w3_d506e26507
Gren.	w5_d506e26510
Ober=leut.	w7_d506e26513
bleßirt	w9_d506e26516
Brockmayr	w1_d506e26521
1.	w3_d506e26524
Fus.	w5_d506e26527
Ober=leut.	w7_d506e26530
todt	w9_d506e26533
Eichin	w11_d506e26536
ger	w1_d506e26541
1.	w3_d506e26544
Bleßirt	w5_d506e26547
5.	w7_d506e26550
Bredow,	w9_d506e26553
Halbach,	w11_d506e26556
</p>
<p id="p10_d506e26569">
Reunhard,	w1_d506e26573
Fromühler,	w3_d506e26576
Perglas.	w5_d506e26579
Gefan	w7_d506e26582
gen	w1_d506e26587
oder	w3_d506e26590
unwissend	w5_d506e26593
3.	w7_d506e26596
Herzog,	w9_d506e26599
Marschofsky,	w11_d506e26602
Ducker.	w1_d506e26607
Gren.	w3_d506e26610
Unter=leut.	w5_d506e26613
bleßirt	w7_d506e26616
1.	w9_d506e26619
Hi	w11_d506e26622
dessen.	w1_d506e26628
Fus.	w3_d506e26631
Unter=leut.	w5_d506e26634
todt	w7_d506e26637
1.	w9_d506e26640
Tazmann.	w11_d506e26643
Bleßirt	w1_d506e26648
2.	w3_d506e26651
Grüme,	w5_d506e26654
Fromühler.	w7_d506e26657
Gefangen	w9_d506e26660
oder	w1_d506e26665
unwissend	w3_d506e26668
2.	w5_d506e26671
Bourg,	w7_d506e26674
Scheibenhoffen.	w9_d506e26677
Fähnrichs:	w1_d506e26682
bleßirt	w3_d506e26685
4.	w5_d506e26688
Truber,	w7_d506e26691
Tonnenfeld,	w9_d506e26694
de	w1_d506e26700
Witt,	w3_d506e26703
Petacier.	w5_d506e26706
Gefangen	w7_d506e26709
oder	w9_d506e26712
unwis	w11_d506e26715
send	w1_d506e26720
1.	w3_d506e26723
Siederer.	w5_d506e26726
