<doc id="wr_1758-08-09" attrs="word" year="1758" month="08" day="09" corpus="2">
<head id="h2_d268e3404">
Aachen	w1_d268e3408
Uhr	w25_d268e24371
in	w27_d268e24374
der	w29_d268e24377
nämlichen	w31_d268e24380
Nacht	w1_d268e24386
auf,	w3_d268e24389
und	w5_d268e24392
retirirte	w7_d268e24395
sich	w9_d268e24398
nacher	w11_d268e24401
Cassel.	w13_d268e24405
</p>
<p id="p44_d268e24408">
Den	w1_d268e24412
22.	w3_d268e24415
setzten	w5_d268e24418
wir	w7_d268e24421
unseren	w9_d268e24424
Marsch	w11_d268e24427
bis	w13_d268e24431
an	w15_d268e24434
das	w17_d268e24437
Dorf	w19_d268e24440
Orles,	w21_d268e24443
so	w23_d268e24446
nur	w25_d268e24450
5.	w27_d268e24453
viertl	w29_d268e24456
Meile	w31_d268e24459
von	w1_d268e24464
Fritzlar	w3_d268e24467
ist,	w5_d268e24470
sort,	w7_d268e24473
und	w9_d268e24476
lagerten	w11_d268e24479
uns	w13_d268e24483
alsdann	w15_d268e24486
jenseit	w17_d268e24489
dieses	w19_d268e24492
Dorfes.	w21_d268e24495
Die	w23_d268e24498
Hussaren	w25_d268e24502
wurden,	w27_d268e24505
um	w1_d268e24510
dem	w3_d268e24513
Feind	w5_d268e24516
zu	w7_d268e24519
verfolgen,	w9_d268e24522
abgeschicket;	w11_d268e24525
die	w13_d268e24529
Dragoner	w15_d268e24532
und	w17_d268e24535
Grenadiers	w19_d268e24538
aber	w21_d268e24541
in	w23_d268e24544
ein	w25_d268e24548
vorwärts	w27_d268e24551
ligendes	w1_d268e24557
Dorf	w3_d268e24560
vorzurucken	w5_d268e24563
beorderet.	w7_d268e24566
Die	w9_d268e24569
Hussaren	w11_d268e24572
begaben	w13_d268e24576
sich	w15_d268e24579
bis	w17_d268e24582
in	w19_d268e24585
die	w21_d268e24588
Gegend	w23_d268e24591
von	w25_d268e24595
Cassel,	w1_d268e24600
und	w3_d268e24603
brachten	w5_d268e24606
4.	w7_d268e24609
Gefangene	w9_d268e24612
ein;	w11_d268e24615
sahen	w13_d268e24619
aber	w15_d268e24622
nichtes	w17_d268e24625
anders.	w19_d268e24628
Sie	w21_d268e24631
berichteten,	w23_d268e24634
daß	w25_d268e24638
der	w1_d268e24643
Feind	w3_d268e24646
eine	w5_d268e24649
Meile	w7_d268e24652
von	w9_d268e24655
Cassel	w11_d268e24658
hinter	w13_d268e24662
der	w15_d268e24665
Fulda	w17_d268e24668
sein	w19_d268e24671
Lager	w21_d268e24674
habe,	w23_d268e24677
und	w25_d268e24681
daß	w27_d268e24684
jedermann	w29_d268e24687
sie	w31_d268e24690
ver	w33_d268e24693
sicheret	w1_d268e24698
hätte,	w3_d268e24701
daß	w5_d268e24704
derselbe	w7_d268e24707
noch	w9_d268e24710
weiters	w11_d268e24713
bis	w13_d268e24717
Münden	w15_d268e24720
sich	w17_d268e24723
zuruck	w19_d268e24726
zu	w21_d268e24729
ziehen,	w23_d268e24732
im	w25_d268e24736
Begrif	w27_d268e24739
stehe.	w29_d268e24742
Ein	w1_d268e24748
gleiches	w3_d268e24751
sagten	w5_d268e24754
auch	w7_d268e24757
die	w9_d268e24760
den	w11_d268e24763
folgenden	w13_d268e24767
Tag	w15_d268e24770
von	w17_d268e24773
Cassel	w19_d268e24776
bey	w21_d268e24779
dem	w23_d268e24782
Herzog	w25_d268e24786
von	w27_d268e24789
Broglis	w29_d268e24792
sich	w1_d268e24797
eingefundene	w3_d268e24800
Deputirte.	w5_d268e24803
</p>
<p id="p46_d268e24806">
Den	w1_d268e24810
23.	w3_d268e24813
beschlosse	w5_d268e24816
der	w7_d268e24819
Herzog,	w9_d268e24822
in	w11_d268e24825
Erwegung,	w13_d268e24829
daß	w15_d268e24832
die	w17_d268e24835
Trupen	w19_d268e24838
von	w21_d268e24841
dem	w23_d268e24844
gemachten	w25_d268e24848
Marsch	w27_d268e24851
ziemlich	w1_d268e24856
abgemattet	w3_d268e24859
waren,	w5_d268e24862
und	w7_d268e24865
weilen	w9_d268e24868
er	w11_d268e24871
von	w13_d268e24875
allen	w15_d268e24878
Seiten	w17_d268e24881
versichert	w19_d268e24884
wurde,	w21_d268e24887
daß	w23_d268e24890
die	w25_d268e24894
Feinde	w27_d268e24897
bis	w29_d268e24900
Munden	w1_d268e24905
zurück	w3_d268e24908
wichen,	w5_d268e24911
von	w7_d268e24914
Orles	w9_d268e24917
nicht	w11_d268e24920
ehender	w13_d268e24924
als	w15_d268e24927
bis	w17_d268e24930
um	w19_d268e24933
7.	w21_d268e24936
Uhr	w23_d268e24939
fruh	w25_d268e24943
aufzubrechen;	w27_d268e24946
und	w29_d268e24949
nachdeme	w1_d268e24955
eine	w3_d268e24958
Cantonirung	w5_d268e24961
in	w7_d268e24964
dem	w9_d268e24967
Vorschlag	w11_d268e24970
gekommen	w13_d268e24974
ware,	w15_d268e24977
so	w17_d268e24980
befahl	w19_d268e24983
er,	w21_d268e24986
daß	w23_d268e24989
von	w25_d268e24993
denen	w27_d268e24996
Trupen	w1_d268e25001
jedermann	w3_d268e25004
an	w5_d268e25007
sein	w7_d268e25010
angewiesenes	w9_d268e25013
Ort,	w11_d268e25016
nach	w13_d268e25020
Maaß	w15_d268e25023
der	w17_d268e25026
Annäherung	w19_d268e25029
gegen	w21_d268e25032
Cassel,	w23_d268e25035
und	w25_d268e25039
gegen	w1_d268e25044
dem	w3_d268e25047
Feind,	w5_d268e25050
einrucken	w7_d268e25053
sollte;	w9_d268e25056
da	w11_d268e25059
er	w13_d268e25063
aber	w15_d268e25066
unter	w17_d268e25069
Wegs	w19_d268e25072
frische	w21_d268e25075
Nachrichten	w23_d268e25078
erhielte,	w25_d268e25082
daß	w27_d268e25085
der	w29_d268e25088
Feind	w1_d268e25093
annoch	w3_d268e25096
campirte,	w5_d268e25099
und	w7_d268e25102
von	w9_d268e25105
einer	w11_d268e25108
Anhöhe	w13_d268e25112
herab	w15_d268e25115
das	w17_d268e25118
feindliche	w19_d268e25121
Lager	w21_d268e25124
selbst	w23_d268e25127
zu	w25_d268e25131
Gesicht	w27_d268e25134
besame,	w1_d268e25140
so	w3_d268e25143
hielte	w5_d268e25146
er	w7_d268e25149
für	w9_d268e25152
besser,	w11_d268e25155
die	w13_d268e25159
Trupen	w15_d268e25162
nicht	w17_d268e25165
ehender	w19_d268e25168
in	w21_d268e25171
gedachte	w23_d268e25174
Cantonirungen	w25_d268e25178
einrucken	w27_d268e25181
</p>
<p id="p50_d268e25187">
zu	w1_d268e25191
lassen,	w3_d268e25194
als	w5_d268e25197
bis	w7_d268e25200
er	w9_d268e25203
nicht	w11_d268e25206
von	w13_d268e25210
der	w15_d268e25213
würklichen	w17_d268e25216
Retraite	w19_d268e25219
des	w21_d268e25222
Prinzens	w23_d268e25225
von	w25_d268e25229
Jsenburg	w27_d268e25232
nach	w29_d268e25235
Maaß	w1_d268e25240
unserer	w3_d268e25243
Anruckung	w5_d268e25246
gegen	w7_d268e25249
Cassel	w9_d268e25252
vollkommen	w11_d268e25255
versicheret	w13_d268e25259
ware.	w15_d268e25262
Man	w17_d268e25265
mutmassete	w19_d268e25268
zwar,	w1_d268e25273
den	w3_d268e25276
Feind	w5_d268e25279
seine	w7_d268e25282
Zelter	w9_d268e25285
abbrechen	w11_d268e25288
zu	w13_d268e25292
sehen,	w15_d268e25295
allein	w17_d268e25298
wir	w19_d268e25301
kamen	w21_d268e25304
bis	w23_d268e25307
vor	w25_d268e25311
die	w27_d268e25314
Thöre	w29_d268e25317
von	w31_d268e25320
Cassel,	w1_d268e25326
ohne	w3_d268e25329
daß	w5_d268e25332
man	w7_d268e25335
einer	w9_d268e25338
weiteren	w11_d268e25341
Bewegung	w13_d268e25345
in	w15_d268e25348
seinem	w17_d268e25351
Lager	w19_d268e25354
gewahr	w21_d268e25357
wurde.	w23_d268e25360
</p>
<p id="p52_d268e25363">
Eben	w1_d268e25367
damals	w3_d268e25370
machte	w5_d268e25373
also	w7_d268e25376
der	w9_d268e25379
Herzog	w11_d268e25382
von	w13_d268e25386
Broglio	w15_d268e25389
die	w17_d268e25392
benöthigte	w19_d268e25395
Vorkehrungen,	w21_d268e25398
dem	w23_d268e25401
Feind	w1_d268e25406
in	w3_d268e25409
seine	w5_d268e25412
Arrier=garde	w7_d268e25415
zu	w9_d268e25418
fallen,	w11_d268e25421
wann	w13_d268e25425
er	w15_d268e25428
aufbrechen,	w17_d268e25431
und	w19_d268e25434
sich	w21_d268e25437
in	w23_d268e25440
den	w25_d268e25444
Marsch	w27_d268e25447
setzen	w29_d268e25450
wur	w31_d268e25453
de.	w1_d268e25458
Er	w3_d268e25461
liesse	w5_d268e25464
auch	w7_d268e25467
Cassel	w9_d268e25470
durch	w11_d268e25473
die	w13_d268e25477
zur	w15_d268e25480
Sicherheit	w17_d268e25483
dieses	w19_d268e25486
Platzes,	w21_d268e25489
und	w23_d268e25492
dasiger	w25_d268e25496
Policey,	w27_d268e25499
ausge	w29_d268e25502
hobene	w1_d268e25508
Wachten	w3_d268e25511
in	w5_d268e25514
Besitz	w7_d268e25517
nehmen,	w9_d268e25520
und	w11_d268e25523
die	w13_d268e25527
Grenadiers	w15_d268e25530
an	w17_d268e25533
das	w19_d268e25536
Thor	w21_d268e25539
postiren,	w23_d268e25542
mit	w25_d268e25546
dem	w27_d268e25549
Ver	w29_d268e25552
bott	w1_d268e25557
des	w3_d268e25560
Eintritts;	w5_d268e25563
die	w7_d268e25566
Hussaren	w9_d268e25569
aber,	w11_d268e25572
und	w13_d268e25576
die	w15_d268e25579
Cavallerie	w17_d268e25582
wurden	w19_d268e25585
zu	w21_d268e25588
der	w23_d268e25591
eine	w25_d268e25595
Meile	w27_d268e25598
ober	w29_d268e25601
halb	w1_d268e25606
Cassel	w3_d268e25609
an	w5_d268e25612
der	w7_d268e25615
Fulda	w9_d268e25618
liegenden	w11_d268e25621
Mühle	w13_d268e25625
(alwo	w15_d268e25628
man	w17_d268e25631
durch	w19_d268e25634
das	w21_d268e25637
Wasser	w23_d268e25640
watten	w25_d268e25644
konnte,	w27_d268e25647
und	w29_d268e25650
wo	w1_d268e25655
auch	w3_d268e25658
der	w5_d268e25661
Feind	w7_d268e25664
Abends	w9_d268e25667
zuvor	w11_d268e25670
nach	w13_d268e25674
seinem	w15_d268e25677
Lager	w17_d268e25680
durchmarschirt	w19_d268e25683
ware)	w21_d268e25686
voraus	w23_d268e25689
geschickt,	w25_d268e25693
mit	w1_d268e25699
der	w3_d268e25702
Ordre,	w5_d268e25705
ihr	w7_d268e25708
Pack=werk	w9_d268e25711
und	w11_d268e25714
Säcke	w13_d268e25718
abzulegen,	w15_d268e25721
ihre	w17_d268e25724
Pferde	w19_d268e25727
zu	w21_d268e25730
füttern,	w23_d268e25733
und	w25_d268e25737
des	w27_d268e25740
weiteren	w29_d268e25743
Befehls	w1_d268e25748
gewärtig	w3_d268e25751
zu	w5_d268e25754
seyn.	w7_d268e25757
Die	w9_d268e25760
Artillerie	w11_d268e25763
und	w13_d268e25767
Jnfanterie	w15_d268e25770
bekamen	w17_d268e25773
auch	w19_d268e25776
die	w21_d268e25779
Ordre,	w23_d268e25782
leicht	w25_d268e25786
zu	w1_d268e25791
marschieren.	w3_d268e25794
</p>
<p id="p54_d268e25797">
ganze	w1_d268e25801
feindliche	w3_d268e25804
Lager	w5_d268e25807
besichtigen	w7_d268e25810
konte,	w9_d268e25813
welches	w11_d268e25816
er	w13_d268e25820
dann	w15_d268e25823
auch	w17_d268e25826
beständig	w19_d268e25829
von	w21_d268e25832
da	w23_d268e25835
aus	w25_d268e25839
beobachtete.	w27_d268e25842
Währenddieser	w1_d268e25847
Zeit	w3_d268e25850
avancirten	w5_d268e25853
unsere	w7_d268e25856
Trupen,	w9_d268e25859
und	w11_d268e25862
waren	w13_d268e25866
selbe	w15_d268e25869
nicht	w17_d268e25872
mehr	w19_d268e25875
weit	w21_d268e25878
von	w23_d268e25881
der	w25_d268e25885
Stadt,	w1_d268e25890
als	w3_d268e25893
man	w5_d268e25896
den	w7_d268e25899
Feind	w9_d268e25902
die	w11_d268e25905
Zelter	w13_d268e25909
abbrechen,	w15_d268e25912
mithin	w17_d268e25915
das	w19_d268e25918
Lager	w21_d268e25921
aufheben,	w23_d268e25924
und	w25_d268e25928
gegen	w27_d268e25931
halb	w29_d268e25934
12.	w31_d268e25937
Uhr	w1_d268e25943
den	w3_d268e25946
Marsch	w5_d268e25949
antretten,	w7_d268e25952
annebst	w9_d268e25955
den	w11_d268e25958
Weg	w13_d268e25962
von	w15_d268e25965
Münden	w17_d268e25968
erreichen	w19_d268e25971
sahe,	w21_d268e25974
von	w23_d268e25977
wannen	w25_d268e25981
sie	w27_d268e25984
durch	w29_d268e25987
das	w1_d268e25992
Dorf	w3_d268e25995
Sandershausen	w5_d268e25998
einige	w7_d268e26001
Jnfanterie	w9_d268e26004
nach	w11_d268e26007
denen	w13_d268e26011
Vorstädten	w15_d268e26014
von	w17_d268e26017
Cassel	w19_d268e26020
anrucken	w21_d268e26023
liessen,	w23_d268e26026
um	w1_d268e26031
ihre	w3_d268e26034
Jäger,	w5_d268e26037
welche	w7_d268e26040
in	w9_d268e26043
dem	w11_d268e26046
Dorf	w13_d268e26050
Bretzenhausen	w15_d268e26053
vorwärts	w17_d268e26056
ihres	w19_d268e26059
Lagers	w21_d268e26062
sich	w23_d268e26065
befanden,	w25_d268e26069
zu	w27_d268e26072
beschützen.	w1_d268e26077
So	w3_d268e26080
bald	w5_d268e26083
der	w7_d268e26086
Herzog	w9_d268e26089
dieses	w11_d268e26092
bemerkte,	w13_d268e26096
liesse	w15_d268e26099
er	w17_d268e26102
alsogleich	w19_d268e26105
den	w21_d268e26108
Befehl	w23_d268e26111
an	w25_d268e26115
die	w27_d268e26118
Frey	w29_d268e26121
willige,	w1_d268e26127
und	w3_d268e26130
an	w5_d268e26133
die	w7_d268e26136
Grenadiers	w9_d268e26139
ergehen,	w11_d268e26142
daß	w13_d268e26146
sie	w15_d268e26149
erwähnte	w17_d268e26152
Vorstädte	w19_d268e26155
unverzüglich	w21_d268e26158
besetzten,	w23_d268e26161
und	w25_d268e26165
den	w1_d268e26170
Feind	w3_d268e26173
allda	w5_d268e26176
nicht	w7_d268e26179
paßiren	w9_d268e26182
lassen	w11_d268e26185
sollten.	w13_d268e26189
</p>
<p id="p56_d268e26192">
Der	w1_d268e26196
Herzog	w3_d268e26199
von	w5_d268e26202
Broglio	w7_d268e26205
verfügte	w9_d268e26208
sich	w11_d268e26211
hierauf	w13_d268e26215
nacher	w15_d268e26218
Cassel,	w17_d268e26221
sahe	w19_d268e26224
allda	w21_d268e26227
die	w23_d268e26230
Wachten	w25_d268e26234
des	w27_d268e26237
Platzes	w1_d268e26242
defiliren,	w3_d268e26245
und	w5_d268e26248
bezoge	w7_d268e26251
das	w9_d268e26254
Haus	w11_d268e26257
des	w13_d268e26261
Hessen=casselischen	w15_d268e26264
Erb=prinzens,	w17_d268e26267
aus	w19_d268e26270
welchem	w21_d268e26273
er	w23_d268e26276
das	w25_d268e26280
</p>
<p id="p58_d268e26283">
Die	w1_d268e26287
Jnfanterie	w3_d268e26290
langte	w5_d268e26293
endlich	w7_d268e26296
an,	w9_d268e26299
und	w11_d268e26302
marschirte	w13_d268e26306
durch	w15_d268e26309
die	w17_d268e26312
Stadt.	w19_d268e26315
Die	w21_d268e26318
Hussaren,	w23_d268e26321
und	w25_d268e26325
die	w27_d268e26328
Cavallerie	w1_d268e26333
paßirten	w3_d268e26336
zu	w5_d268e26339
gleicher	w7_d268e26342
Zeit	w9_d268e26345
den	w11_d268e26348
Fluß	w13_d268e26352
an	w15_d268e26355
dem	w17_d268e26358
Ort,	w19_d268e26361
wo	w21_d268e26364
sie	w23_d268e26367
waren,	w25_d268e26371
und	w27_d268e26374
verfügten	w29_d268e26377
sich	w31_d268e26380
ge	w33_d268e26383
gen	w1_d268e26388
Bretzenhausen,	w3_d268e26391
welches	w5_d268e26394
Ort	w7_d268e26397
sie	w9_d268e26400
an	w11_d268e26403
ihrer	w13_d268e26407
Linken	w15_d268e26410
zu	w17_d268e26413
lassen	w19_d268e26416
hatten,	w21_d268e26419
um	w23_d268e26422
zu	w25_d268e26426
unserer	w27_d268e26429
Jnfanteri	w29_d268e26432
jenseit	w1_d268e26438
des	w3_d268e26441
Dorfes	w5_d268e26444
zu	w7_d268e26447
stossen.	w9_d268e26450
</p>
<p id="p60_d268e26454">
Zu	w1_d268e26458
Mittag	w3_d268e26461
ruckten	w5_d268e26464
die	w7_d268e26467
Grenadiers	w9_d268e26470
aus	w11_d268e26473
denen	w13_d268e26477
Vorstädten,	w15_d268e26480
und	w17_d268e26483
die	w19_d268e26486
Freywillige	w21_d268e26489
marschir	w23_d268e26492
ten	w1_d268e26497
bey	w3_d268e26500
nahe	w5_d268e26503
in	w7_d268e26506
gleicher	w9_d268e26509
Höhe	w11_d268e26512
mit	w13_d268e26516
der	w15_d268e26519
Cavallerie,	w17_d268e26522
welche	w19_d268e26525
rechter	w21_d268e26528
Hand,	w23_d268e26531
und	w25_d268e26535
nicht	w27_d268e26538
weit	w29_d268e26541
von	w1_d268e26546
Sandershausen	w3_d268e26549
sich	w5_d268e26552
befande,	w7_d268e26555
altwohin	w9_d268e26558
der	w11_d268e26561
Feind	w13_d268e26565
eine	w15_d268e26568
Anzahl	w17_d268e26571
Trupen	w19_d268e26574
geworffen	w21_d268e26577
hatte.	w23_d268e26580
Die	w1_d268e26586
Freywillige	w3_d268e26589
sonderten	w5_d268e26592
sich	w7_d268e26595
linker	w9_d268e26598
Seits	w11_d268e26601
ab,	w13_d268e26605
und	w15_d268e26608
marschirten	w17_d268e26611
unter	w19_d268e26614
Bedeckung	w21_d268e26617
einer	w23_d268e26620
klei	w25_d268e26624
nen	w1_d268e26629
Anhohe,	w3_d268e26632
die	w5_d268e26635
Links	w7_d268e26638
abhangend	w9_d268e26641
vor	w11_d268e26644
ihnen	w13_d268e26648
ware,	w15_d268e26651
bis	w17_d268e26654
an	w19_d268e26657
das	w21_d268e26660
Dorf.	w23_d268e26663
Die	w25_d268e26667
Grenadiers	w27_d268e26670
mit	w29_d268e26673
bey	w1_d268e26678
sich	w3_d268e26681
habenden	w5_d268e26684
4.	w7_d268e26687
kleinen	w9_d268e26690
Stücken	w11_d268e26693
traten	w13_d268e26697
den	w15_d268e26700
Marsch	w17_d268e26703
auf	w19_d268e26706
der	w21_d268e26709
Haupt=strasse	w23_d268e26712
dahin	w25_d268e26716
an,	w27_d268e26719
um	w29_d268e26722
das	w1_d268e26727
Dorf	w3_d268e26730
anzugreiffen,	w5_d268e26733
allein	w7_d268e26736
bey	w9_d268e26739
vorgenommener	w11_d268e26742
Recognoscirung	w13_d268e26746
sahe	w15_d268e26749
man	w17_d268e26752
niemanden	w19_d268e26755
allda;	w21_d268e26758
man	w1_d268e26764
marschirte	w3_d268e26767
demnach	w5_d268e26770
ohne	w7_d268e26773
Verweilung	w9_d268e26776
darauf	w11_d268e26779
zu,	w13_d268e26783
und	w15_d268e26786
bey	w17_d268e26789
dem	w19_d268e26792
Eintreffen	w21_d268e26795
fande	w23_d268e26798
man	w25_d268e26802
eine	w1_d268e26807
kleine	w3_d268e26810
Trupe,	w5_d268e26813
welche	w7_d268e26816
das	w9_d268e26819
Feuer	w11_d268e26822
von	w13_d268e26826
dem	w15_d268e26829
Vortrab	w17_d268e26832
unserer	w19_d268e26835
Grenadiers,	w21_d268e26838
und	w23_d268e26841
etwelche,	w25_d268e26845
jedoch	w1_d268e26850
ohne	w3_d268e26853
Würkung,	w5_d268e26856
auf	w7_d268e26859
sie	w9_d268e26862
beschehene	w11_d268e26865
Stuck=schüsse	w13_d268e26869
versuchte.	w15_d268e26872
</p>
<p id="p62_d268e26875">
Man	w1_d268e26879
glaubte	w3_d268e26882
damals,	w5_d268e26885
daß	w7_d268e26888
der	w9_d268e26891
Feind	w11_d268e26894
nacher	w13_d268e26898
Münden	w15_d268e26901
sich	w17_d268e26904
retirirte,	w19_d268e26907
und	w21_d268e26910
daß	w23_d268e26913
wir	w25_d268e26917
nur	w1_d268e26922
mit	w3_d268e26925
seiner	w5_d268e26928
Arrier=garde	w7_d268e26931
zu	w9_d268e26934
thun	w11_d268e26937
haben	w13_d268e26941
wurden,	w15_d268e26944
allein	w17_d268e26947
man	w19_d268e26950
hinterbrachte	w21_d268e26953
dem	w23_d268e26956
Herzog	w25_d268e26960
von	w1_d268e26965
Broglio,	w3_d268e26968
daß	w5_d268e26971
selber	w7_d268e26974
sich	w9_d268e26977
in	w11_d268e26980
Schlacht=ordnung	w13_d268e26984
gestellet	w15_d268e26987
habe,	w17_d268e26990
und	w19_d268e26993
also,	w21_d268e26996
sich	w23_d268e26999
zur	w25_d268e27003
Gegene	w27_d268e27006
wehr	w1_d268e27012
zu	w3_d268e27015
setzen,	w5_d268e27018
entschlossen	w7_d268e27021
scheine.	w9_d268e27024
</p>
<p id="p64_d268e27027">
Der	w1_d268e27031
Herzog	w3_d268e27034
verweilte	w5_d268e27037
nicht	w7_d268e27040
hievon	w9_d268e27043
alsogleich	w11_d268e27046
selbst	w13_d268e27050
den	w15_d268e27053
Augenschein	w17_d268e27056
einzunehmen,	w19_d268e27059
und	w21_d268e27062
verfügte	w1_d268e27067
sich	w3_d268e27070
demnach	w5_d268e27073
in	w7_d268e27076
eigener	w9_d268e27079
Person	w11_d268e27082
des	w13_d268e27086
Feindes	w15_d268e27089
Stellung	w17_d268e27092
zu	w19_d268e27095
recognosciren;	w21_d268e27098
womit	w23_d268e27101
er	w25_d268e27105
solchemnach	w1_d268e27110
seine	w3_d268e27113
Dispositionen	w5_d268e27116
abfassete,	w7_d268e27119
da	w9_d268e27122
indessen	w11_d268e27125
unsere	w13_d268e27129
Jnfanterie	w15_d268e27132
vollends	w17_d268e27135
zu	w19_d268e27138
Son	w21_d268e27141
Die	w1_d268e27147
dershauen	w1_d268e27152
eintraffe.	w3_d268e27155
</p>
<p id="p68_d268e27160">
Die	w1_d268e27164
Feinde	w3_d268e27167
hatten	w5_d268e27170
die	w7_d268e27173
Gipfel	w9_d268e27176
eines	w11_d268e27179
Berges	w13_d268e27183
innen,	w15_d268e27186
welcher	w17_d268e27189
nach	w19_d268e27192
verschiedenen	w21_d268e27195
Abfällen	w23_d268e27198
gegen	w1_d268e27203
Sandershausen	w3_d268e27206
zu,	w5_d268e27209
und	w7_d268e27212
längs	w9_d268e27215
einem	w11_d268e27218
von	w13_d268e27222
Bretzenhausen	w15_d268e27225
her=fliessenden	w17_d268e27228
Bächlein	w19_d268e27231
sich	w21_d268e27234
verlieret.	w1_d268e27239
Auf	w3_d268e27242
dem	w5_d268e27245
Berg	w7_d268e27248
gibt	w9_d268e27251
es	w11_d268e27254
eine	w13_d268e27258
grosse	w15_d268e27261
viertl	w17_d268e27264
Meile	w19_d268e27267
weit	w21_d268e27270
Dörfer.	w23_d268e27273
Die	w25_d268e27277
linke	w27_d268e27280
Seite	w29_d268e27283
dieses	w1_d268e27289
Berges	w3_d268e27292
ist	w5_d268e27295
ein	w7_d268e27298
abgeschnittener	w9_d268e27301
mit	w11_d268e27304
Gebüsche	w13_d268e27308
besetzter	w15_d268e27311
Thal,	w17_d268e27314
durch	w19_d268e27317
welchen	w21_d268e27320
die	w23_d268e27323
Fulda	w25_d268e27327
lauffet,	w1_d268e27332
und	w3_d268e27335
die	w5_d268e27338
rechte	w7_d268e27341
Seite	w9_d268e27344
sowol	w11_d268e27347
als	w13_d268e27351
der	w15_d268e27354
Gipfel	w17_d268e27357
ist	w19_d268e27360
voller	w21_d268e27363
Hügeln,	w23_d268e27366
und	w25_d268e27370
Gräben,	w27_d268e27373
so	w29_d268e27376
daß	w31_d268e27379
für	w1_d268e27384
die	w3_d268e27387
Cavallerie	w5_d268e27390
sehr	w7_d268e27393
wenig	w9_d268e27396
bequemes	w11_d268e27399
Erd=reich	w13_d268e27403
alda	w15_d268e27406
vorhanden	w17_d268e27409
ist;	w19_d268e27412
und	w21_d268e27415
dannoch	w23_d268e27418
hat	w25_d268e27422
die	w27_d268e27425
se	w1_d268e27430
daselbst	w3_d268e27433
gefochten,	w5_d268e27436
wie	w7_d268e27439
aus	w9_d268e27442
folgenden	w11_d268e27445
zu	w13_d268e27449
ersehen	w15_d268e27452
seyn	w17_d268e27455
wird.	w19_d268e27458
</p>
<p id="p70_d268e27461">
Die	w1_d268e27465
Feinde	w3_d268e27468
waren	w5_d268e27471
6.	w7_d268e27474
bis	w9_d268e27477
7000.	w11_d268e27480
Mann	w13_d268e27484
stark,	w15_d268e27487
davon	w17_d268e27490
ein	w19_d268e27493
Regiment	w21_d268e27496
Cavallerie	w23_d268e27499
aus	w25_d268e27503
800.,	w1_d268e27508
ein	w3_d268e27511
Dragoner=regiment	w5_d268e27514
aber	w7_d268e27517
aus	w9_d268e27520
800.	w11_d268e27523
Pferden	w13_d268e27527
bestunde.	w15_d268e27530
Diese	w17_d268e27533
Cavallerie	w19_d268e27536
stunde	w1_d268e27541
in	w3_d268e27544
Schlacht=ordnung	w5_d268e27547
in	w7_d268e27550
3.	w9_d268e27553
Schwadronen	w11_d268e27556
zur	w13_d268e27560
Linken,	w15_d268e27563
an	w17_d268e27566
den	w19_d268e27569
Wald	w21_d268e27572
sich	w23_d268e27575
anlehnend,	w25_d268e27579
in	w27_d268e27582
welchem	w1_d268e27588
einige	w3_d268e27591
Jnfanterie	w5_d268e27594
sich	w7_d268e27597
befande.	w9_d268e27600
Der	w11_d268e27603
übrige	w13_d268e27607
Theil	w15_d268e27610
streckte	w17_d268e27613
sich	w19_d268e27616
rechter	w21_d268e27619
Hand	w23_d268e27622
bis	w25_d268e27626
en	w1_d268e27631
den	w3_d268e27634
Abschnitt	w5_d268e27637
aus,	w7_d268e27640
und	w9_d268e27643
der	w11_d268e27646
gröste	w13_d268e27650
Theil	w15_d268e27653
der	w17_d268e27656
feindlichen	w19_d268e27659
Artilierie	w21_d268e27662
ware	w23_d268e27665
an	w25_d268e27669
eben	w27_d268e27672
dieser	w29_d268e27675
Seite	w1_d268e27680
postirt.	w3_d268e27683
Dieses	w5_d268e27686
also	w7_d268e27689
ist	w9_d268e27692
die	w11_d268e27695
Stellung,	w13_d268e27699
welche	w15_d268e27702
der	w17_d268e27705
Feind	w19_d268e27708
hatte,	w21_d268e27711
als	w23_d268e27714
unsere	w25_d268e27718
Jnfanterie	w27_d268e27721
zu	w1_d268e27726
Sandershausen	w3_d268e27729
ankame.	w5_d268e27732
Was	w7_d268e27735
nun	w9_d268e27738
unserer	w11_d268e27741
Seits	w13_d268e27745
hierbey	w15_d268e27748
vorgekehret	w17_d268e27751
worden,	w19_d268e27754
das	w21_d268e27757
bestehet	w1_d268e27763
in	w3_d268e27766
folgenden:	w5_d268e27769
</p>
<p id="p72_d268e27773">
Die	w1_d268e27777
Freywillige	w3_d268e27780
von	w5_d268e27783
der	w7_d268e27786
Jnfanterie	w9_d268e27789
zogen	w11_d268e27792
sich	w13_d268e27796
ein	w15_d268e27799
wenig	w17_d268e27802
vor	w19_d268e27805
denen	w21_d268e27808
Grenadiers	w23_d268e27811
an	w25_d268e27815
den	w1_d268e27820
Abschnitt	w3_d268e27823
bis	w5_d268e27826
auf	w7_d268e27829
eine	w9_d268e27832
gewisse	w11_d268e27835
Entfernung	w13_d268e27839
gegen	w15_d268e27842
dem	w17_d268e27845
Feind	w19_d268e27848
hinvor;	w21_d268e27851
