<doc id="wr_1762-03-24" attrs="word" year="1762" month="03" day="24" corpus="2">
<head id="h2_d641e3335">
Cadir	w1_d641e3339
welche	w9_d641e25069
an	w11_d641e25072
erstersagtGene	w13_d641e25076
ral	w1_d641e25081
Mastrillische	w3_d641e25084
Verlassenschaft	w5_d641e25087
titulo	w7_d641e25090
crediti,	w9_d641e25093
aut	w11_d641e25096
alio	w1_d641e25101
quocunque	w3_d641e25104
einige	w5_d641e25107
Sprüche	w7_d641e25110
oder	w9_d641e25113
Anforderun	w11_d641e25116
gen	w1_d641e25122
haben	w3_d641e25125
oder	w5_d641e25128
zu	w7_d641e25131
haben	w9_d641e25134
vermeinen,	w11_d641e25137
durch	w13_d641e25141
Ausfer	w15_d641e25144
tigung	w1_d641e25149
gewöhnlicher	w3_d641e25152
Convocations=edicten	w5_d641e25155
per-	w7_d641e25158
emptorie	w1_d641e25163
sub	w3_d641e25166
clausula	w5_d641e25169
præclusi	w7_d641e25172
einberuffen	w9_d641e25175
wer	w11_d641e25178
den	w1_d641e25183
sollen.	w3_d641e25186
Wann	w5_d641e25189
nun	w7_d641e25192
zu	w9_d641e25195
diesem	w11_d641e25198
Ende	w13_d641e25202
der	w15_d641e25205
4.	w17_d641e25208
künftigen	w1_d641e25214
Monats	w3_d641e25217
May	w5_d641e25220
fruh	w7_d641e25223
um	w9_d641e25226
9.	w11_d641e25229
Uhr	w13_d641e25233
bey	w15_d641e25236
dieses	w17_d641e25239
K.	w1_d641e25244
K.	w3_d641e25247
Judicii	w5_d641e25250
Deleg	w7_d641e25253
mixri	w9_d641e25256
in	w11_d641e25259
Militaribus	w13_d641e25263
auf	w15_d641e25266
der	w17_d641e25269
Seilerstatt	w1_d641e25274
in	w3_d641e25277
der	w5_d641e25280
sogenannten	w7_d641e25283
Hollerstauden	w9_d641e25286
im	w11_d641e25289
ersten	w1_d641e25294
Stock	w3_d641e25297
befindlichen	w5_d641e25300
Canzley	w7_d641e25303
pro	w9_d641e25306
1mo,	w11_d641e25309
2do	w13_d641e25313
&	w1_d641e25319
3tio	w3_d641e25322
Termino	w5_d641e25325
zu	w7_d641e25328
erscheinen	w9_d641e25331
bestimmet	w11_d641e25334
worden	w13_d641e25338
3	w1_d641e25343
Solchemnach	w3_d641e25346
werden	w5_d641e25349
all	w7_d641e25352
und	w9_d641e25355
jede	w11_d641e25358
General	w13_d641e25362
Mastrillische	w1_d641e25367
Glaubigere	w3_d641e25370
an	w5_d641e25373
obbestimmten	w7_d641e25376
Tag	w9_d641e25379
und	w11_d641e25382
Stund	w1_d641e25387
entweder	w3_d641e25390
selbst	w5_d641e25393
persönlich,	w7_d641e25396
oder	w9_d641e25399
durch	w11_d641e25402
ge	w13_d641e25406
nugsam	w1_d641e25412
instruirte	w3_d641e25415
Bevollmächtigte	w5_d641e25418
alsogewiß	w7_d641e25421
zu	w9_d641e25424
er	w11_d641e25427
scheinen,	w1_d641e25432
wie	w3_d641e25435
immer	w5_d641e25438
Namen	w7_d641e25441
haben	w9_d641e25444
mögende,	w11_d641e25447
und	w13_d641e25451
an	w1_d641e25456
diese	w3_d641e25459
Verlassenschaft	w5_d641e25462
zu	w7_d641e25465
stellen	w9_d641e25468
vermeinende	w11_d641e25471
Prätensiones	w1_d641e25476
anzumelden,	w3_d641e25479
und	w5_d641e25482
Rechts=wegen	w7_d641e25485
be	w9_d641e25488
ständig	w1_d641e25494
zu	w3_d641e25497
liquidiren,	w5_d641e25500
wie	w7_d641e25503
im	w9_d641e25506
widrigen	w11_d641e25509
auf	w13_d641e25513
deren	w15_d641e25516
selben	w1_d641e25521
Ausbleiben	w3_d641e25524
des	w5_d641e25527
eröfterten	w7_d641e25530
Hrn.	w9_d641e25533
Generalens	w11_d641e25536
Marchese	w1_d641e25541
de	w3_d641e25544
Mastrilli	w5_d641e25547
seel.	w7_d641e25550
Verlassenschaft	w9_d641e25553
ex	w11_d641e25556
officio	w1_d641e25561
abgehandelt,	w3_d641e25564
und	w5_d641e25567
was	w7_d641e25570
Rechtens	w9_d641e25573
ist,	w11_d641e25576
vorge	w13_d641e25580
kehret	w1_d641e25586
werden	w3_d641e25589
solle.	w5_d641e25592
Wornach	w7_d641e25595
sich	w9_d641e25598
ein	w11_d641e25601
jeder	w13_d641e25605
Jn	w15_d641e25608
tereßirter	w1_d641e25613
zu	w3_d641e25616
richten,	w5_d641e25619
und	w7_d641e25622
seinem	w9_d641e25625
Recht	w11_d641e25628
bestens	w13_d641e25632
zu	w1_d641e25637
invigiliren	w3_d641e25640
wissen	w5_d641e25643
wird.	w7_d641e25646
</p>
<list id="l48_d641e25650">
Jn	w1_d641e25654
des	w3_d641e25657
Joseph	w5_d641e25660
Krüchtens	w7_d641e25663
Buchhandlung	w9_d641e25666
bey	w11_d641e25669
der	w1_d641e25674
Welt=kugel	w3_d641e25677
im	w5_d641e25680
Seitzer=hof	w7_d641e25683
ist	w9_d641e25686
zu	w11_d641e25689
haben:	w13_d641e25693
Das	w1_d641e25698
Englische	w3_d641e25701
Garten=buch,	w5_d641e25704
oder	w7_d641e25707
Phikipp	w9_d641e25710
Mil	w11_d641e25713
lers	w1_d641e25719
Gärtner=lexicon,	w3_d641e25722
3.	w5_d641e25725
Theile	w7_d641e25728
fol.	w9_d641e25731
Nürnb.	w11_d641e25734
1750.	w13_d641e25738
1758	w1_d641e25743
à	w3_d641e25746
15.	w5_d641e25749
fl.	w7_d641e25752
Sianda	w1_d641e25757
(D.	w3_d641e25760
J.)	w5_d641e25763
Lexicon	w7_d641e25766
Polemicum,	w9_d641e25769
addita	w11_d641e25772
Bi-	w13_d641e25776
bliotheca	w1_d641e25781
Polemica	w3_d641e25784
3.	w5_d641e25787
Tomi,	w7_d641e25790
maj.	w9_d641e25793
8vo.	w11_d641e25796
Aug.	w13_d641e25800
Vind.	w15_d641e25803
1761,	w1_d641e25809
à	w3_d641e25812
4.	w5_d641e25815
fl.	w7_d641e25818
30.	w9_d641e25821
xr.	w11_d641e25824
Keller	w1_d641e25829
(Mart)	w3_d641e25832
neu	w5_d641e25835
eröfnete	w7_d641e25838
Himmels=schul,	w9_d641e25841
in	w1_d641e25846
welcher	w3_d641e25849
aus	w5_d641e25852
12.	w7_d641e25855
als	w9_d641e25858
so	w11_d641e25861
vielen	w13_d641e25865
Theilen	w15_d641e25868
vorgesetz	w17_d641e25871
ten	w1_d641e25876
Lehr	w3_d641e25879
puncten	w5_d641e25882
verschiedene	w7_d641e25885
Andachts	w9_d641e25888
und	w11_d641e25891
Tu	w13_d641e25895
gends=übungen,	w1_d641e25901
eine	w3_d641e25904
Christliche	w5_d641e25907
Seel	w7_d641e25910
zu	w9_d641e25913
erlernen	w11_d641e25916
hat,	w1_d641e25921
8vo.	w3_d641e25924
Augsp	w5_d641e25927
1750.	w7_d641e25930
à	w9_d641e25933
54.	w11_d641e25936
kr.	w13_d641e25940
Lohr	w1_d641e25945
(Franz	w3_d641e25948
Jos.)	w5_d641e25951
dreyßig	w7_d641e25954
anmüthige	w9_d641e25957
Handlun	w11_d641e25960
gen	w1_d641e25965
über	w3_d641e25968
einige	w5_d641e25971
der	w7_d641e25974
göttlichen	w9_d641e25977
Eigenschaften	w11_d641e25980
mit	w13_d641e25984
dem	w1_d641e25990
grossen	w3_d641e25993
GOtt,	w5_d641e25996
im	w7_d641e25999
Jahr	w9_d641e26002
1760.	w11_d641e26005
von	w13_d641e26009
öffentli	w15_d641e26012
</list>
<list id="l50_d641e26016">
cher	w1_d641e26020
Canzel	w3_d641e26023
nützlich	w5_d641e26026
gepflogen,	w7_d641e26029
anjetzo	w9_d641e26032
aber	w11_d641e26035
auf	w13_d641e26039
je	w15_d641e26042
den	w1_d641e26047
Tag	w3_d641e26050
des	w5_d641e26053
Monats	w7_d641e26056
in	w9_d641e26059
Zeit	w11_d641e26062
geistlicher	w13_d641e26066
Einsamkeit	w15_d641e26069
von	w1_d641e26074
geistlich	w3_d641e26077
als	w5_d641e26080
weltlichen	w7_d641e26083
Stands=personen	w9_d641e26086
er	w11_d641e26089
sprießlich	w1_d641e26095
abzulesen,	w3_d641e26098
4to.	w5_d641e26101
Augs.	w7_d641e26104
1761.	w9_d641e26107
à	w11_d641e26110
1.	w13_d641e26114
fl.	w15_d641e26117
15.	w17_d641e26120
kr.	w19_d641e26123
Mirabeau	w1_d641e26128
(des	w3_d641e26131
Hrn.	w5_d641e26134
Marquis)	w7_d641e26137
Politische	w9_d641e26140
und	w11_d641e26143
Oeconomische	w1_d641e26148
Menschen=freund,	w3_d641e26151
oder	w5_d641e26154
practische	w7_d641e26157
Vorschläge	w1_d641e26162
zum	w3_d641e26165
Aufnehmen	w5_d641e26168
der	w7_d641e26171
Bevölkerung	w9_d641e26174
der	w11_d641e26177
Staaten,	w1_d641e26183
und	w3_d641e26186
Erhaltung	w5_d641e26189
und	w7_d641e26192
Vermehrung	w9_d641e26195
ihrer	w11_d641e26198
Reichtümer,	w1_d641e26203
3.	w3_d641e26206
Theile,	w5_d641e26209
8vo.	w7_d641e26212
Hamb.	w9_d641e26215
1759.	w11_d641e26218
à	w13_d641e26222
1.	w15_d641e26225
fl.	w17_d641e26228
30.	w1_d641e26233
kr.	w3_d641e26236
Des	w1_d641e26241
Hrn.	w3_d641e26244
Abbts	w5_d641e26247
Ladvocat	w7_d641e26250
Historisches	w9_d641e26253
Hand	w11_d641e26256
wörter	w1_d641e26262
buch,	w3_d641e26265
worinnen	w5_d641e26268
von	w7_d641e26271
den	w9_d641e26274
Patriarchen,	w11_d641e26277
Kai	w13_d641e26281
sern,	w1_d641e26286
Königen,	w3_d641e26289
und	w5_d641e26292
andern	w7_d641e26295
Helden	w9_d641e26298
des	w11_d641e26301
Alterthums,	w13_d641e26305
Päpsten,	w1_d641e26310
Kirchen	w3_d641e26313
vättern	w5_d641e26316
rc.	w7_d641e26319
Nachricht	w9_d641e26322
ertheilet	w11_d641e26325
wird,	w1_d641e26330
3.	w3_d641e26333
Theile	w5_d641e26336
groß	w7_d641e26339
8vo.	w9_d641e26342
Ulm	w11_d641e26345
1760.	w13_d641e26349
1761.	w15_d641e26352
à	w17_d641e26355
6.	w19_d641e26358
fl.	w21_d641e26361
Es	w1_d641e26367
ist	w3_d641e26370
von	w5_d641e26373
diesem	w7_d641e26376
Werke	w9_d641e26379
auch	w11_d641e26382
der	w13_d641e26386
dritte	w15_d641e26389
Theil	w17_d641e26392
be	w19_d641e26395
sonders	w1_d641e26400
à	w3_d641e26403
2.	w5_d641e26406
fl.	w7_d641e26409
zu	w9_d641e26412
haben.	w11_d641e26415
Allerneueste	w1_d641e26420
Chur=sächsische	w3_d641e26423
Post=karte,	w5_d641e26426
darinnen	w7_d641e26429
das	w1_d641e26434
Churfürstentum	w3_d641e26437
Sachsen	w5_d641e26440
und	w7_d641e26443
seiner	w9_d641e26446
incorpo	w11_d641e26449
rirten	w1_d641e26455
Lande,	w3_d641e26458
wie	w5_d641e26461
auch	w7_d641e26464
andere	w9_d641e26467
angränzende	w11_d641e26470
vor	w13_d641e26474
nehmste	w1_d641e26479
Festungen,	w3_d641e26482
Städte,	w5_d641e26485
Flecken	w7_d641e26488
rc.	w9_d641e26491
mit	w11_d641e26494
unter	w13_d641e26498
schiedenen	w1_d641e26503
unten	w3_d641e26506
im	w5_d641e26509
Clave	w7_d641e26512
explicirten	w9_d641e26515
Anmerkun	w11_d641e26518
gen	w1_d641e26523
der	w3_d641e26526
Diöcesen,	w5_d641e26529
Aemter,	w7_d641e26532
Post=wege,	w9_d641e26535
Strassen,	w11_d641e26538
rc.	w13_d641e26542
zum	w1_d641e26548
Nutzen	w3_d641e26551
des	w5_d641e26554
Publici	w7_d641e26557
und	w9_d641e26560
der	w11_d641e26563
Armeen	w13_d641e26567
von	w15_d641e26570
Ad.	w17_d641e26573
Fr.	w1_d641e26578
Zuiner,	w3_d641e26581
Königl.	w5_d641e26584
Pohl.	w7_d641e26587
und	w9_d641e26590
Churfürstl.	w11_d641e26593
Säch	w13_d641e26597
sischen	w1_d641e26602
Land	w3_d641e26605
und	w5_d641e26608
Gränz	w7_d641e26611
commissario	w9_d641e26614
1760.	w11_d641e26617
aufs	w13_d641e26621
neue	w1_d641e26626
in	w3_d641e26629
Ordnung	w5_d641e26632
gebracht,	w7_d641e26635
à	w9_d641e26638
3.	w11_d641e26641
fl.	w13_d641e26645
30.	w15_d641e26648
kr.	w17_d641e26651
auf	w19_d641e26654
Lein	w21_d641e26657
</list>
<p id="p52_d641e26661">
wand	w1_d641e26665
gedruckt	w3_d641e26668
illum.	w5_d641e26671
à	w7_d641e26674
12.	w9_d641e26677
fl.	w11_d641e26680
</p>
<p id="p54_d641e26683">
Von	w1_d641e26687
dem	w3_d641e26690
Coliegio	w5_d641e26693
S.	w7_d641e26696
J.	w9_d641e26699
in	w11_d641e26702
Crems,	w13_d641e26706
als	w15_d641e26709
Herr	w17_d641e26712
schaft	w1_d641e26717
Lengenfeld	w3_d641e26720
wegen,	w5_d641e26723
allen	w7_d641e26726
denen,	w9_d641e26729
welchen	w11_d641e26732
hieran	w13_d641e26736
gelegen,	w1_d641e26741
hiemit	w3_d641e26744
durch	w5_d641e26747
dieses	w7_d641e26750
offene	w9_d641e26753
Valval=edict	w11_d641e26756
anzufügen,	w1_d641e26762
daß,	w3_d641e26765
nachdeme	w5_d641e26768
des	w7_d641e26771
Georgen	w9_d641e26774
Pauer,	w11_d641e26777
ge	w13_d641e26781
westen	w1_d641e26786
Schneider=meistern	w3_d641e26789
im	w5_d641e26792
Markt	w7_d641e26795
Lengenfeld	w9_d641e26798
seel.	w1_d641e26803
hieterlassener	w3_d641e26806
Sohn	w5_d641e26809
Joseph	w7_d641e26812
über	w9_d641e26815
38.	w11_d641e26818
Jahr	w13_d641e26822
würklich	w1_d641e26827
unbewust,	w3_d641e26830
und	w5_d641e26833
in	w7_d641e26836
keine	w9_d641e26839
Erfahrenheit	w11_d641e26842
ge	w13_d641e26846
bracht	w1_d641e26852
werden	w3_d641e26855
kau,	w5_d641e26858
ob	w7_d641e26861
selber	w9_d641e26864
sich	w11_d641e26867
annoch	w13_d641e26871
im	w15_d641e26874
Le	w17_d641e26877
ben	w1_d641e26882
befinde	w3_d641e26885
oder	w5_d641e26888
nicht;	w7_d641e26891
da	w9_d641e26894
nun	w11_d641e26897
die	w13_d641e26901
Lands=üblich	w15_d641e26904
präseribirte	w1_d641e26909
Zeit	w3_d641e26912
verstrichen,	w5_d641e26915
und	w7_d641e26918
dessen	w9_d641e26921
Befreundte	w11_d641e26924
auch	w1_d641e26929
bittlichen	w3_d641e26932
bey	w5_d641e26935
Hochlöbl.	w7_d641e26938
N.	w9_d641e26941
Oe.	w11_d641e26944
Regierung	w13_d641e26948
angelanget	w1_d641e26954
seynd,	w3_d641e26957
folgsam	w5_d641e26960
zu	w7_d641e26963
dem	w9_d641e26966
wiederholt	w11_d641e26969
Jo	w13_d641e26973
seph	w1_d641e26978
Paurischen	w3_d641e26981
bey	w5_d641e26984
diesseitiger	w7_d641e26987
Pupillen=cassa	w9_d641e26990
be	w11_d641e26993
findlichen	w1_d641e26998
Deposito	w3_d641e27001
der	w5_d641e27004
Weeg	w7_d641e27007
eröfnet	w9_d641e27010
worden	w11_d641e27013
ist.	w13_d641e27017
Als	w1_d641e27022
wird	w3_d641e27025
allen	w5_d641e27028
denenjenigen,	w7_d641e27031
so	w9_d641e27034
zu	w11_d641e27037
sothanem	w13_d641e27041
Erb	w15_d641e27044
theile	w1_d641e27050
einen	w3_d641e27053
Anspruch	w5_d641e27056
oder	w7_d641e27059
Recht	w9_d641e27062
haben	w11_d641e27065
oder	w13_d641e27069
zu	w15_d641e27072
ha	w17_d641e27075
ben	w1_d641e27080
vermeinen,	w3_d641e27083
kund	w5_d641e27086
und	w7_d641e27089
zu	w9_d641e27092
wissen	w11_d641e27095
gemacht,	w13_d641e27099
daß	w15_d641e27102
selbige	w1_d641e27107
von	w3_d641e27110
heutigem	w5_d641e27113
Dato	w7_d641e27116
an,	w9_d641e27119
binnen	w11_d641e27122
eines	w13_d641e27126
Jahrs,	w15_d641e27129
6.	w1_d641e27134
Wochen	w3_d641e27137
und	w5_d641e27140
3.	w7_d641e27143
Tägen	w9_d641e27146
alsogewiß	w11_d641e27149
in	w13_d641e27153
des	w15_d641e27156
Colle-	w17_d641e27159
gii	w1_d641e27165
S	w3_d641e27168
J.	w5_d641e27171
in	w7_d641e27174
Crems	w9_d641e27177
Canzley	w11_d641e27180
legitimiren,	w13_d641e27184
und	w15_d641e27187
die	w17_d641e27190
von	w1_d641e27195
ihnen	w3_d641e27198
ex	w5_d641e27201
quocunque	w7_d641e27204
demum	w9_d641e27207
Capite	w11_d641e27210
stellende	w13_d641e27214
Peatensiones	w1_d641e27219
zu	w3_d641e27222
liquidiren	w5_d641e27225
haben,	w7_d641e27228
wie	w9_d641e27231
im	w11_d641e27234
widr	w13_d641e27238
gen	w1_d641e27243
und	w3_d641e27246
nach	w5_d641e27249
Verfliessung	w7_d641e27252
sothanen	w9_d641e27255
Termins	w11_d641e27258
die	w13_d641e27262
vorgehört=Joseph	w1_d641e27268
Paurische	w3_d641e27271
Erbschaft	w5_d641e27274
ex	w7_d641e27277
officio	w9_d641e27280
abgehandelt,	w1_d641e27285
und	w3_d641e27288
denen	w5_d641e27291
sich	w7_d641e27294
legitimirenden	w9_d641e27297
Præ-	w11_d641e27300
stitis	w1_d641e27305
præstan	w3_d641e27308
is	w5_d641e27311
eingeanwortet	w7_d641e27314
werden	w9_d641e27317
wird.	w11_d641e27320
Wor	w13_d641e27324
nach	w1_d641e27329
sich	w3_d641e27332
dann	w5_d641e27335
alle	w7_d641e27338
diejenige	w9_d641e27341
zu	w11_d641e27344
richten,	w13_d641e27348
und	w15_d641e27351
diesem	w17_d641e27354
selbsten	w1_d641e27360
zu	w3_d641e27363
invigilren	w5_d641e27366
wissen	w7_d641e27369
werden.	w9_d641e27372
Datum	w11_d641e27375
Crems	w1_d641e27380
20.	w3_d641e27383
Martii	w5_d641e27386
1762.	w7_d641e27389
</p>
</doc>
