<doc id="wr_1761-12-16" attrs="word" year="1761" month="12" day="16" corpus="2">
<head id="h2_d613e3063">
Barcelona	w1_d613e3067
intimi	w11_d613e24800
det.	w1_d613e24805
Actum	w3_d613e24808
Wien	w5_d613e24811
den	w7_d613e24814
28.	w9_d613e24817
Novemb.	w11_d613e24820
1761.	w13_d613e24824
</p>
<p id="p20_d613e24827">
Von	w1_d613e24831
dem	w3_d613e24834
Kaiserl.	w5_d613e24837
Königl.	w7_d613e24840
Stadt	w9_d613e24843
und	w11_d613e24846
Land	w13_d613e24850
gericht	w1_d613e24855
Wien	w3_d613e24858
denen	w5_d613e24861
in	w7_d613e24864
dem	w9_d613e24867
Andre	w11_d613e24870
Arthofferischen	w13_d613e24874
Cridä=abschied	w1_d613e24879
in	w3_d613e24882
Classe	w5_d613e24885
4ta	w7_d613e24888
einkommendArthof	w9_d613e24891
ferische	w1_d613e24897
Creditoren,	w3_d613e24900
benanntl.	w5_d613e24903
Andre	w7_d613e24906
Rauch	w9_d613e24909
Bur	w11_d613e24912
gerl.	w1_d613e24917
Fleischhackermeister,	w3_d613e24920
Johann	w5_d613e24923
Glücker,	w7_d613e24926
Caspar	w9_d613e24929
Bischof,	w1_d613e24934
Johann	w3_d613e24937
Michael	w5_d613e24940
Stöckel,	w7_d613e24943
Franz	w9_d613e24946
Knotz,	w11_d613e24949
Johann	w1_d613e24954
Georg	w3_d613e24957
Cartell,	w5_d613e24960
Theresia	w7_d613e24963
Aichmayrin	w9_d613e24966
denen	w1_d613e24972
gesammt=Möllischen	w3_d613e24975
Erben,	w5_d613e24978
Joseph	w7_d613e24981
Wolf	w9_d613e24984
schack,	w1_d613e24989
mandatario	w3_d613e24992
nomine,	w5_d613e24995
dem	w7_d613e24998
Ferdinand	w9_d613e25001
Par	w11_d613e25004
zer	w1_d613e25009
und	w3_d613e25012
Christoph	w5_d613e25015
Müller,	w7_d613e25018
nomine	w9_d613e25021
Ambry	w11_d613e25024
und	w13_d613e25028
Bammüller,	w1_d613e25033
Annä	w3_d613e25036
Mariä	w5_d613e25039
Prunerin,	w7_d613e25042
Mathiä	w9_d613e25045
Schneider,	w1_d613e25051
Anton	w3_d613e25054
Mittermayr,	w5_d613e25057
Johann	w7_d613e25060
Seba	w9_d613e25063
stian	w1_d613e25068
Lämmer,	w3_d613e25071
Johann	w5_d613e25074
Georg	w7_d613e25077
Zillich,	w9_d613e25080
Herrn	w11_d613e25083
Franz	w1_d613e25088
Schreffel,	w3_d613e25091
K.	w5_d613e25094
K.	w7_d613e25097
Proviant=verwaltern,	w9_d613e25100
</p>
<p id="p22_d613e25103">
Mariä	w1_d613e25107
Annä	w3_d613e25110
Gasseckerin,	w5_d613e25113
vorhin	w7_d613e25116
verehligten	w9_d613e25119
Schenkin,	w1_d613e25124
und	w3_d613e25127
Johann	w5_d613e25130
Georg	w7_d613e25133
Seif	w9_d613e25136
anzuzeigen	w11_d613e25139
Wasmassen	w1_d613e25144
sie	w3_d613e25147
ernannte	w5_d613e25150
Creditores	w7_d613e25153
in	w9_d613e25156
dem	w11_d613e25159
ob	w13_d613e25163
angeführten	w1_d613e25169
Cridä=abschied	w3_d613e25172
in	w5_d613e25175
die	w7_d613e25178
4te	w9_d613e25181
Claß	w11_d613e25184
der	w13_d613e25188
gestalten	w1_d613e25193
eingetheilet	w3_d613e25196
worden,	w5_d613e25199
wann	w7_d613e25202
sie	w9_d613e25205
nämlich	w11_d613e25208
vorhero	w1_d613e25213
ihre	w3_d613e25216
bey	w5_d613e25219
der	w7_d613e25222
Arthofferischen	w9_d613e25225
Cridä=massa	w11_d613e25228
angemeldete	w1_d613e25233
Forderungen	w3_d613e25236
rechtlichen	w5_d613e25239
erwiesen	w7_d613e25242
ha	w9_d613e25245
ben	w1_d613e25251
werden;	w3_d613e25254
Wiezumalen	w5_d613e25257
nun	w7_d613e25260
aber	w9_d613e25263
bis	w11_d613e25266
jetzthero	w13_d613e25270
von	w1_d613e25275
denenselben	w3_d613e25278
zu	w5_d613e25281
der	w7_d613e25284
diesfälligen	w9_d613e25287
Liquidirung	w11_d613e25290
nicht	w1_d613e25295
abgeschritten,	w3_d613e25298
noch	w5_d613e25301
sonsten	w7_d613e25304
in	w9_d613e25307
Sachen	w11_d613e25310
et	w13_d613e25314
was	w1_d613e25319
fürgekehret	w3_d613e25322
worden;	w5_d613e25325
dahero	w7_d613e25328
der	w9_d613e25331
Arthofferi	w11_d613e25334
sche	w1_d613e25340
Hr.	w3_d613e25343
Curator	w5_d613e25346
ad	w7_d613e25349
lites	w9_d613e25352
gebetten,	w11_d613e25355
womit	w13_d613e25359
in	w15_d613e25362
die	w17_d613e25365
De	w19_d613e25368
sertirung	w1_d613e25373
der	w3_d613e25376
diesfällig	w5_d613e25379
denenselben	w7_d613e25382
aufgetragenen	w9_d613e25385
Anforderungs=liquidirung	w1_d613e25390
absolute	w3_d613e25393
gewilliget	w5_d613e25396
wer	w7_d613e25399
den	w1_d613e25404
möchte,	w3_d613e25407
worüber	w5_d613e25410
nach	w7_d613e25413
der	w9_d613e25416
bereits	w11_d613e25419
geloffen	w13_d613e25423
und	w1_d613e25429
fruchtlos	w3_d613e25432
verstrichenen	w5_d613e25435
14.	w7_d613e25438
tägigen	w9_d613e25441
Nohtdurft	w11_d613e25444
handlungs=auflag,	w1_d613e25449
wie	w3_d613e25452
auch	w5_d613e25455
Desertirungs=eriung	w7_d613e25458
rung,	w1_d613e25463
die	w3_d613e25466
anderweit	w5_d613e25469
gerichtl.	w7_d613e25472
Verordnung:	w9_d613e25475
Fiat	w11_d613e25478
Desertirung	w1_d613e25483
ex	w3_d613e25486
officio,	w5_d613e25489
doch	w7_d613e25492
dessen	w9_d613e25495
vorhero	w11_d613e25498
zum	w13_d613e25502
Ueberfluß	w1_d613e25508
zu	w3_d613e25511
erinneren,	w5_d613e25514
wofern	w7_d613e25517
nichts	w9_d613e25520
einkommen,	w11_d613e25523
nichts	w1_d613e25528
ergangen,	w3_d613e25531
untereinstens	w5_d613e25534
auch,	w7_d613e25537
weilen	w9_d613e25540
ihrer	w11_d613e25543
Creditoren	w1_d613e25548
dermaliget	w3_d613e25551
Aufenthalt	w5_d613e25554
nicht	w7_d613e25557
bekannt,	w9_d613e25560
wegen	w1_d613e25565
Jntimirung	w3_d613e25568
der	w5_d613e25571
erst	w7_d613e25574
bemeldeten	w9_d613e25577
Verordnung	w11_d613e25580
das	w1_d613e25586
gewöhnliche	w3_d613e25589
Edictum	w5_d613e25592
ad	w7_d613e25595
valvar	w9_d613e25598
bey	w11_d613e25601
der	w13_d613e25605
Canz	w15_d613e25608
ley	w1_d613e25613
auszufertigen	w3_d613e25616
veranlasset	w5_d613e25619
worden	w7_d613e25622
ist.	w9_d613e25625
Sol	w11_d613e25628
chemnach	w1_d613e25633
wird	w3_d613e25636
ihnen	w5_d613e25639
Eingangs=erwehnten	w7_d613e25642
Art	w9_d613e25645
hofferischen	w1_d613e25650
Creditoren	w3_d613e25653
die	w5_d613e25656
hievor	w7_d613e25659
mentionirte	w9_d613e25662
über	w11_d613e25665
flüßige	w1_d613e25671
Erinnerungs=desertirungs=verordnung	w3_d613e25674
in	w5_d613e25677
Kraft	w1_d613e25682
eines	w3_d613e25685
Gerichts=üblichen	w5_d613e25688
Termins	w7_d613e25691
von	w9_d613e25694
un	w11_d613e25697
ten	w1_d613e25702
gesetztem	w3_d613e25705
Dato	w5_d613e25708
an,	w7_d613e25711
das	w9_d613e25714
ist	w11_d613e25717
bis	w13_d613e25721
auf	w15_d613e25724
den	w17_d613e25727
8.	w19_d613e25730
künftigen	w1_d613e25735
Monats	w3_d613e25738
Jenner	w5_d613e25741
1762.	w7_d613e25744
hiemit	w9_d613e25747
anerin	w11_d613e25750
neret,	w1_d613e25756
wornach	w3_d613e25759
sie	w5_d613e25762
sich	w7_d613e25765
in	w9_d613e25768
allweg	w11_d613e25771
zu	w13_d613e25775
richten,	w15_d613e25778
und	w17_d613e25781
ihrem	w1_d613e25786
Juri	w3_d613e25789
invigiliren	w5_d613e25792
wissen	w7_d613e25795
werden.	w9_d613e25798
Actum	w11_d613e25801
Wien	w1_d613e25806
den	w3_d613e25809
2.	w5_d613e25812
Decemb.	w7_d613e25815
1761.	w9_d613e25818
</p>
<list id="l24_d613e25822">
Bey	w1_d613e25826
Emerich	w3_d613e25829
Felix	w5_d613e25832
Bader	w7_d613e25835
in	w9_d613e25838
der	w11_d613e25841
Dogner=gasse	w13_d613e25845
nächst	w1_d613e25850
dem	w3_d613e25853
Todten=kopf	w5_d613e25856
ist	w7_d613e25859
zu	w9_d613e25862
haben:	w11_d613e25865
Bibliotheque	w1_d613e25870
Campagne,	w3_d613e25873
ou	w5_d613e25876
Amusemens	w7_d613e25879
de	w9_d613e25882
l'Esprit	w1_d613e25888
&	w3_d613e25891
du	w5_d613e25894
Cour,	w7_d613e25897
XXIV.	w9_d613e25900
Tomes,	w11_d613e25903
12mo.	w13_d613e25907
1761.	w1_d613e25912
à	w3_d613e25915
fl.	w5_d613e25918
24.	w7_d613e25921
Predigen	w1_d613e25926
des	w3_d613e25929
P.	w5_d613e25932
Bourdaloue,	w7_d613e25935
aus	w9_d613e25938
der	w11_d613e25941
G.	w13_d613e25945
J.	w15_d613e25948
für	w1_d613e25953
den	w3_d613e25956
Advent,	w5_d613e25959
4to.	w7_d613e25962
à	w9_d613e25965
fl.	w11_d613e25968
2.	w13_d613e25972
Geistliche	w1_d613e25978
Betrachtungen	w3_d613e25981
auf	w5_d613e25984
alle	w7_d613e25987
Tag	w9_d613e25990
in	w11_d613e25993
dem	w13_d613e25997
Advent,	w1_d613e26002
oder	w3_d613e26005
anmütige	w5_d613e26008
geistliche	w7_d613e26011
Unterhaltungen	w9_d613e26014
von	w1_d613e26019
der	w3_d613e26022
Menschwerdung	w5_d613e26025
und	w7_d613e26028
Geburt	w9_d613e26031
des	w11_d613e26034
Sohns	w13_d613e26038
GOttes,	w1_d613e26043
von	w3_d613e26046
R.	w5_d613e26049
P.	w7_d613e26052
Joanne	w9_d613e26055
Crasset,	w11_d613e26058
S.	w13_d613e26062
J.	w15_d613e26065
8vo.	w17_d613e26068
geb.	w1_d613e26074
51.	w3_d613e26077
kr.	w5_d613e26080
ungeb.	w7_d613e26083
34.	w9_d613e26086
kr.	w11_d613e26089
Abendzeit=vertreib	w1_d613e26094
in	w3_d613e26097
verschiedenen	w5_d613e26100
Erzehlun	w7_d613e26103
gen,	w1_d613e26108
4ter	w3_d613e26111
Theil,	w5_d613e26114
1761.	w7_d613e26117
fl.	w9_d613e26120
1.	w11_d613e26123
Sti.	w1_d613e26128
Aurel.	w3_d613e26131
Augustini	w5_d613e26134
Opuscula	w7_d613e26137
tria,	w9_d613e26140
de	w11_d613e26143
fide	w13_d613e26147
rerum,	w1_d613e26153
quæ	w3_d613e26156
non	w5_d613e26159
videntur,	w7_d613e26162
de	w9_d613e26165
catechizandis	w11_d613e26168
rudibus,	w1_d613e26173
&	w3_d613e26176
de	w5_d613e26179
agone	w7_d613e26182
Christiano,	w9_d613e26185
8vo.	w11_d613e26188
1761.	w13_d613e26192
24.	w1_d613e26197
xr.	w3_d613e26200
William	w1_d613e26205
Haanemanns,	w3_d613e26208
verwunderlich	w5_d613e26211
Engli	w7_d613e26214
scher	w1_d613e26220
Wahrsager,	w3_d613e26223
oder	w5_d613e26226
ausführliches	w7_d613e26229
Prognosti	w9_d613e26232
con	w1_d613e26237
des	w3_d613e26240
1762.	w5_d613e26243
Jahrs,	w7_d613e26246
nebst	w9_d613e26249
Schlüssel	w11_d613e26252
dazu,	w13_d613e26256
34.	w1_d613e26261
kr.	w3_d613e26264
ohne	w5_d613e26267
Schlüssel	w7_d613e26270
24.	w9_d613e26273
kr.	w11_d613e26276
</list>
</doc>
