<doc id="wr_1761-10-21" attrs="word" year="1761" month="10" day="21" corpus="2">
<head id="h2_d597e3304">
Brest	w1_d597e3308
welchergestalten	w5_d597e24889
den	w7_d597e24892
16.	w9_d597e24895
künfti	w11_d597e24898
gen	w1_d597e24903
Monats	w3_d597e24906
Novemb.	w5_d597e24909
die	w7_d597e24912
von	w9_d597e24915
Poigerische	w11_d597e24918
Herr	w13_d597e24922
schaft	w1_d597e24928
Dietmanns	w3_d597e24931
offentlich	w5_d597e24934
wird	w7_d597e24937
feil	w9_d597e24940
geboten	w11_d597e24943
wer	w13_d597e24947
den,	w1_d597e24952
wer	w3_d597e24955
nun	w5_d597e24958
sothane	w7_d597e24961
Herrschaft	w9_d597e24964
Dietmanns	w11_d597e24967
käuf	w13_d597e24971
lichen	w1_d597e24976
an	w3_d597e24979
sich	w5_d597e24982
zu	w7_d597e24985
bringen	w9_d597e24988
gedenket,	w11_d597e24991
derselbe	w13_d597e24995
beliebe	w15_d597e24998
sich	w1_d597e25003
an	w3_d597e25006
obbestimmten	w5_d597e25009
Tag	w7_d597e25012
fruhe	w9_d597e25015
um	w11_d597e25018
8.	w13_d597e25022
Uhr	w15_d597e25025
bey	w17_d597e25028
dem	w1_d597e25034
Löbl.	w3_d597e25037
Land=marschallischen	w5_d597e25040
Gericht	w7_d597e25043
ad	w9_d597e25046
lici-	w11_d597e25049
tandum	w1_d597e25054
anzumelden	w3_d597e25057
</p>
<p id="p58_d597e25060">
Den	w1_d597e25064
7.	w3_d597e25067
Novemb.	w5_d597e25070
dies	w7_d597e25073
Jahrs	w9_d597e25076
fruh	w11_d597e25079
um	w13_d597e25083
8.	w15_d597e25086
Uhr	w17_d597e25089
wird	w1_d597e25094
bey	w3_d597e25097
dem	w5_d597e25100
Löbl.	w7_d597e25103
Landmarschallischen	w9_d597e25106
Gericht	w11_d597e25109
die	w1_d597e25114
Herrschaft	w3_d597e25117
Ober=ranna,	w5_d597e25120
samt	w7_d597e25123
denen	w9_d597e25126
dersel	w11_d597e25129
ben	w1_d597e25135
einverleibten	w3_d597e25138
Grund=stücken	w5_d597e25141
ästimirter	w7_d597e25144
massen	w9_d597e25147
pr.	w1_d597e25152
27370.	w3_d597e25155
fl.	w5_d597e25158
11.	w7_d597e25161
kr.	w9_d597e25164
offentlich	w11_d597e25167
feil	w13_d597e25171
gebotten,	w15_d597e25174
und	w1_d597e25179
dem	w3_d597e25182
Meistbietenden	w5_d597e25185
verkauffet	w7_d597e25188
werden.	w9_d597e25191
</p>
<head id="h2_d597e25197">
AVERTISSEMENT.	w1_d597e25201
</head>
<p id="p4_d597e25204">
Demnach	w1_d597e25208
mit	w3_d597e25211
Bewilligung	w5_d597e25214
einer	w7_d597e25217
hohen	w9_d597e25220
Lan	w11_d597e25223
des	w1_d597e25228
fürstl.	w3_d597e25231
N.	w5_d597e25234
Oe.	w7_d597e25237
Regierung	w9_d597e25240
eine	w11_d597e25243
Lotterie	w13_d597e25247
von	w15_d597e25250
BrüßlerMaliner	w1_d597e25255
und	w3_d597e25258
Antwerper=spitzen	w5_d597e25261
errich	w7_d597e25264
tet,	w1_d597e25270
und	w3_d597e25273
zu	w5_d597e25276
Abhollung	w7_d597e25279
deren	w9_d597e25282
Zetteln	w11_d597e25285
die	w13_d597e25289
Wohnung	w15_d597e25292
des	w1_d597e25297
N.	w3_d597e25300
Oe.	w5_d597e25303
Regiments=raht	w7_d597e25306
(Titl.)	w9_d597e25309
Herrn	w11_d597e25312
Jo	w13_d597e25316
seph	w1_d597e25321
Martin	w3_d597e25324
Edlen	w5_d597e25327
von	w7_d597e25330
Hauer,	w9_d597e25333
in	w11_d597e25336
der	w13_d597e25340
Waldzeil	w15_d597e25343
im	w1_d597e25348
Faberischen	w3_d597e25351
Haus	w5_d597e25354
im	w7_d597e25357
dritten	w9_d597e25360
Stock	w11_d597e25363
erkieset	w13_d597e25367
worden,	w1_d597e25373
als	w3_d597e25376
werden	w5_d597e25379
alle	w7_d597e25382
Herren	w9_d597e25385
und	w11_d597e25388
Frauen	w13_d597e25392
Liebhaber	w1_d597e25397
ersuchet,	w3_d597e25400
sich	w5_d597e25403
bey	w7_d597e25406
erwehntem	w9_d597e25409
Herrn	w11_d597e25412
Regiments=raht	w1_d597e25417
zu	w3_d597e25420
melden,	w5_d597e25423
und	w7_d597e25426
die	w9_d597e25429
Zettel	w11_d597e25432
gegen,	w1_d597e25437
Bezohlung	w3_d597e25440
eines	w5_d597e25443
Ducaten	w7_d597e25446
abzuhollen	w9_d597e25449
Die	w1_d597e25455
Plan	w3_d597e25458
dieser	w5_d597e25461
Lotterie	w7_d597e25464
aber	w9_d597e25467
werden	w11_d597e25470
bey	w13_d597e25474
dem	w15_d597e25477
Verleger	w1_d597e25482
des	w3_d597e25485
Wienerischen	w5_d597e25488
Diarii	w7_d597e25491
gratis	w9_d597e25494
hinaus	w11_d597e25497
gegeben.	w1_d597e25502
</p>
<p id="p6_d597e25505">
Den	w1_d597e25509
10.	w3_d597e25512
künftigen	w5_d597e25515
MonatsDetemb.	w7_d597e25518
fruhe	w9_d597e25521
um	w11_d597e25524
9.	w1_d597e25529
Uhr	w3_d597e25532
werden	w5_d597e25535
in	w7_d597e25538
der	w9_d597e25541
Hoch	w11_d597e25544
gräfl.	w13_d597e25548
Bathyanischen	w15_d597e25551
Herrschafts=canzley	w1_d597e25556
zu	w3_d597e25559
Trautmannstorf,	w5_d597e25562
die	w7_d597e25565
dem	w9_d597e25568
Georg	w1_d597e25574
Gindel,	w3_d597e25577
behausten	w5_d597e25580
Unterthan,	w7_d597e25583
und	w9_d597e25586
dessen	w11_d597e25589
Ehe=wirtin	w1_d597e25594
daselbst	w3_d597e25597
zugehörige	w5_d597e25600
überländ=Grund,	w7_d597e25603
stücke,	w1_d597e25608
benanntlich:	w3_d597e25611
zwey	w5_d597e25614
Joch	w7_d597e25617
überländ	w9_d597e25620
äcker	w11_d597e25623
am	w13_d597e25627
Parz,	w1_d597e25632
1.	w3_d597e25635
Joch	w5_d597e25638
am	w7_d597e25641
Margarethen=gemärch,	w9_d597e25644
item	w11_d597e25647
2.	w1_d597e25653
Joch	w3_d597e25656
in	w5_d597e25659
langen	w7_d597e25662
Aeckern,	w9_d597e25665
deto	w11_d597e25668
1.	w13_d597e25672
Joch	w15_d597e25675
in	w17_d597e25678
der	w19_d597e25681
Endten=grub,	w1_d597e25686
und	w3_d597e25689
2.	w5_d597e25692
Viertel	w7_d597e25695
Weingarten	w9_d597e25698
in	w11_d597e25701
Stixenberg	w1_d597e25706
licitando	w3_d597e25709
dem	w5_d597e25712
Meist=bietenden	w7_d597e25715
verkauf	w9_d597e25718
set	w1_d597e25723
werden;	w3_d597e25726
wer	w5_d597e25729
demnach	w7_d597e25732
solche	w9_d597e25735
überländ	w11_d597e25738
grund	w13_d597e25742
</p>
<p id="p8_d597e25745">
stücke	w1_d597e25749
käuflichen	w3_d597e25752
an	w5_d597e25755
sich	w7_d597e25758
zu	w9_d597e25761
bringen	w11_d597e25764
gedenket,	w13_d597e25768
hat	w15_d597e25771
sich	w1_d597e25776
derowegen	w3_d597e25779
an	w5_d597e25782
ob	w7_d597e25785
bestimmten	w9_d597e25788
Tag,	w11_d597e25791
Stund	w13_d597e25795
und	w15_d597e25798
Ort	w1_d597e25803
ad	w3_d597e25806
tractandum	w5_d597e25809
&	w7_d597e25812
concludendum	w9_d597e25815
behörig	w11_d597e25818
einzufinden	w1_d597e25824
und	w3_d597e25827
anzumelden.	w5_d597e25830
</p>
<list id="l10_d597e25833">
</list>
<p id="p12_d597e25839">
nächst	w1_d597e25843
der	w3_d597e25846
K.	w5_d597e25849
K.	w7_d597e25852
Burg,	w9_d597e25855
dem	w11_d597e25858
neuen	w13_d597e25862
Comedien	w15_d597e25865
haus	w1_d597e25870
gegenüber	w3_d597e25873
sind	w5_d597e25876
nachfolgende	w7_d597e25879
Bücher	w9_d597e25882
zu	w11_d597e25885
hoben:	w13_d597e25889
Bey	w1_d597e25894
Johann	w3_d597e25897
Jacob	w5_d597e25900
Lidl	w7_d597e25903
Kupfer=stechern	w9_d597e25906
im	w11_d597e25909
Doctor	w1_d597e25915
Deimlischen	w3_d597e25918
Haus	w5_d597e25921
neben	w7_d597e25924
der	w9_d597e25927
Heil.	w11_d597e25930
Dreyfal	w13_d597e25934
tigkeit	w1_d597e25939
ist	w3_d597e25942
nebst	w5_d597e25945
noch	w7_d597e25948
anderen	w9_d597e25951
mehrern	w11_d597e25954
verschiede	w13_d597e25958
nen	w1_d597e25963
Land=karten	w3_d597e25966
zu	w5_d597e25969
haben:	w7_d597e25972
Dermaliges	w9_d597e25975
Kriegs	w11_d597e25978
theatrum,	w1_d597e25983
oder	w3_d597e25986
neue	w5_d597e25989
und	w7_d597e25992
accurate	w9_d597e25995
Land=karte	w11_d597e25998
das	w13_d597e26002
ganze	w1_d597e26008
Königreich	w3_d597e26011
Böheim,	w5_d597e26014
Herzogtum	w7_d597e26017
Schlesien,	w9_d597e26020
und	w1_d597e26025
die	w3_d597e26028
Marggraftümer	w5_d597e26031
Mähren,	w7_d597e26034
Ober	w9_d597e26037
und	w11_d597e26040
Nieder=lausitz,	w1_d597e26045
nebst	w3_d597e26048
einem	w5_d597e26051
grossen	w7_d597e26054
Theil	w9_d597e26057
von	w11_d597e26060
Ober=sachsen,	w1_d597e26065
March	w3_d597e26068
Braudenburg,	w5_d597e26071
Königreich	w7_d597e26074
Pohlen	w1_d597e26080
und	w3_d597e26083
Hungarn,	w5_d597e26086
dann	w7_d597e26089
Erz=herzogtum	w9_d597e26092
Oesterreich	w1_d597e26097
begreiffend,	w3_d597e26100
auch	w5_d597e26103
in	w7_d597e26106
die	w9_d597e26109
kleinere	w11_d597e26112
inn	w13_d597e26116
ländische	w1_d597e26121
Landes=kreise	w3_d597e26124
genau	w5_d597e26127
abgetheilet,	w7_d597e26130
mit	w9_d597e26133
Compaß	w1_d597e26138
und	w3_d597e26141
Maaß=stäben	w5_d597e26144
auch	w7_d597e26147
Register	w9_d597e26150
bestens	w11_d597e26153
versehen,	w1_d597e26159
auf	w3_d597e26162
ein	w5_d597e26165
und	w7_d597e26168
ein	w9_d597e26171
halben	w11_d597e26174
Jmperialbo	w13_d597e26178
gen	w1_d597e26183
im	w3_d597e26186
Futeral	w5_d597e26189
pr.	w7_d597e26192
1.	w9_d597e26195
fl.	w11_d597e26198
45.	w13_d597e26202
kr.	w15_d597e26205
ohne	w17_d597e26208
Futeral	w19_d597e26211
pr.	w1_d597e26216
1.	w3_d597e26219
fl.	w5_d597e26222
30.	w7_d597e26225
kr.	w9_d597e26228
</p>
<p id="p14_d597e26231">
Von	w1_d597e26235
N.	w3_d597e26238
Richter	w5_d597e26241
und	w7_d597e26244
Raht	w9_d597e26247
der	w11_d597e26250
Stadt	w13_d597e26254
Waydho	w15_d597e26257
fen	w1_d597e26262
an	w3_d597e26265
der	w5_d597e26268
Ybbs	w7_d597e26271
wegen	w9_d597e26274
wird	w11_d597e26277
hiemit	w13_d597e26281
jedermännig	w15_d597e26284
lich	w1_d597e26289
kund	w3_d597e26292
und	w5_d597e26295
zu	w7_d597e26298
wissen	w9_d597e26301
gemacht;	w11_d597e26304
Es	w13_d597e26308
seye	w15_d597e26311
über	w17_d597e26314
die	w19_d597e26317
auf	w1_d597e26323
den	w3_d597e26326
11.	w5_d597e26329
letzt	w7_d597e26332
abgewichenen	w9_d597e26335
Monats	w11_d597e26338
Septemb.	w13_d597e26342
angeordnet=geweste	w1_d597e26347
Licitation	w3_d597e26350
des	w5_d597e26353
Johann	w7_d597e26356
Mi	w9_d597e26359
chael	w1_d597e26364
Pieringer,	w3_d597e26367
Burgerl.	w5_d597e26370
Fleischhackermeisters	w7_d597e26373
auf	w1_d597e26378
einen	w3_d597e26381
sehr	w5_d597e26384
gelegensamen	w7_d597e26387
Platz	w9_d597e26390
in	w11_d597e26393
der	w13_d597e26397
Stadt	w15_d597e26400
ligenden	w1_d597e26406
Behausung,	w3_d597e26409
samt	w5_d597e26412
der	w7_d597e26415
darauf	w9_d597e26418
haftenden	w11_d597e26421
Fleischhacker	w1_d597e26426
dann	w3_d597e26429
Bier	w5_d597e26432
und	w7_d597e26435
Mostschankgerech	w9_d597e26438
tigkeit	w1_d597e26443
eine	w3_d597e26446
weitere	w5_d597e26449
Licitations=tagsatzung	w7_d597e26452
auf	w9_d597e26455
den	w11_d597e26458
27.	w1_d597e26463
des	w3_d597e26466
nächst=eintrettenden	w5_d597e26469
Monats	w7_d597e26472
Novemb.	w9_d597e26475
zu	w11_d597e26478
bestimmen	w1_d597e26484
veranlasset	w3_d597e26487
worden.	w5_d597e26490
Wer	w7_d597e26493
demnach	w9_d597e26496
solche	w1_d597e26501
Pieringerische	w3_d597e26504
Behausung	w5_d597e26507
mit	w7_d597e26510
der	w9_d597e26513
besagten	w11_d597e26516
darauf	w1_d597e26521
haftenden	w3_d597e26524
Gerechtigkeit	w5_d597e26527
käuflich	w7_d597e26530
an	w9_d597e26533
sich	w11_d597e26536
zu	w1_d597e26541
bringen	w3_d597e26544
gedenket,	w5_d597e26547
derselbe	w7_d597e26550
hat	w9_d597e26553
sich	w11_d597e26556
dessentwe	w13_d597e26560
gen	w1_d597e26566
an	w3_d597e26569
dem	w5_d597e26572
gemeldeten	w7_d597e26575
27.	w9_d597e26578
Novemb.	w11_d597e26581
Vormittaß	w13_d597e26585
um	w1_d597e26590
9.	w3_d597e26593
Uhr	w5_d597e26596
auf	w7_d597e26599
dem	w9_d597e26602
aldortigen	w11_d597e26605
Raht=haus	w13_d597e26609
entwe	w15_d597e26612
der	w1_d597e26617
persönlich,	w3_d597e26620
oder	w5_d597e26623
durch	w7_d597e26626
einen	w9_d597e26629
genugsam	w11_d597e26632
Gevoll	w13_d597e26636
mächtigten	w1_d597e26641
anzumelden,	w3_d597e26644
wo	w5_d597e26647
sodann	w7_d597e26650
das	w9_d597e26653
weitere	w11_d597e26656
tractiret	w1_d597e26662
werden	w3_d597e26665
solle.	w5_d597e26668
</p>
<p id="p16_d597e26671">
Es	w1_d597e26675
ist	w3_d597e26678
dieser	w5_d597e26681
Täge	w7_d597e26684
ein	w9_d597e26687
goldenes	w11_d597e26690
Zahn=stierer	w13_d597e26694
bichsel,	w1_d597e26699
welches	w3_d597e26702
rund	w5_d597e26705
und	w7_d597e26708
durchaus	w9_d597e26711
glat,	w11_d597e26714
oben	w13_d597e26718
bey	w1_d597e26723
dem	w3_d597e26726
dickeren	w5_d597e26729
Ort	w7_d597e26732
ein	w9_d597e26735
Schnaperl,	w11_d597e26738
wann	w13_d597e26742
man	w15_d597e26745
es	w1_d597e26751
drucket,	w3_d597e26754
durch	w5_d597e26757
ein	w7_d597e26760
Federl	w9_d597e26763
aufspringet,	w11_d597e26766
in	w13_d597e26770
die	w15_d597e26773
sem	w1_d597e26778
Deckel	w3_d597e26781
befindet	w5_d597e26784
sich	w7_d597e26787
oben	w9_d597e26790
ein	w11_d597e26793
grüner	w13_d597e26797
Stein,	w15_d597e26800
mit	w1_d597e26805
darauf	w3_d597e26808
gestochener	w5_d597e26811
Wappen,	w7_d597e26814
unten	w9_d597e26817
an	w11_d597e26820
dem	w13_d597e26824
dünnern	w1_d597e26829
Ort	w3_d597e26832
befindet	w5_d597e26835
sich	w7_d597e26838
ein	w9_d597e26841
Ohnikel=stein	w11_d597e26844
mit	w13_d597e26848
verzohenen	w1_d597e26854
Namen,	w3_d597e26857
verloren	w5_d597e26860
gegangen,	w7_d597e26863
wer	w9_d597e26866
sol	w11_d597e26869
ches	w1_d597e26874
ausfindig	w3_d597e26877
machet,	w5_d597e26880
bekommt	w7_d597e26883
ein	w9_d597e26886
gute	w11_d597e26889
Recom	w13_d597e26893
pens,	w1_d597e26898
und	w3_d597e26901
hat	w5_d597e26904
sich	w7_d597e26907
bey	w9_d597e26910
Herrn	w11_d597e26913
Schätzmeister	w13_d597e26917
von	w15_d597e26920
der	w1_d597e26925
K.	w3_d597e26928
K.	w5_d597e26931
Haupt=mauth	w7_d597e26934
Augustin	w9_d597e26937
Jähn,	w11_d597e26940
wel	w13_d597e26944
cher	w1_d597e26950
im	w3_d597e26953
Fisch=hof	w5_d597e26956
im	w7_d597e26959
Matternischen	w9_d597e26962
Haus	w11_d597e26965
im	w13_d597e26969
vierten	w1_d597e26974
Stock	w3_d597e26977
wohnet,	w5_d597e26980
zu	w7_d597e26983
melden.	w9_d597e26986
</p>
<head id="h4_d597e26994">
Hamburg	w1_d597e26998
den	w3_d597e27001
12.	w5_d597e27004
October.	w7_d597e27007
</head>
<p id="p6_d597e27010">
Man	w1_d597e27014
hat	w3_d597e27017
nunmehro	w5_d597e27020
nachfolgende	w7_d597e27023
Relation	w9_d597e27026
mit	w11_d597e27029
mehrerer	w13_d597e27033
Ausführlich	w15_d597e27036
22	w1_d597e27041
8	w3_d597e27044
keit	w5_d597e27047
als	w7_d597e27050
jüngsthin	w9_d597e27053
heraus	w11_d597e27056
gegeben	w13_d597e27060
worden,	w15_d597e27063
von	w17_d597e27066
deme	w19_d597e27069
erhalten,	w21_d597e27072
so	w1_d597e27077
den	w3_d597e27080
18.	w5_d597e27083
des	w7_d597e27086
verflossenen	w9_d597e27089
September=Monats	w11_d597e27092
zwischen	w13_d597e27096
denen	w15_d597e27099
Schwedi	w17_d597e27102
schen	w1_d597e27108
unter	w3_d597e27111
Anführung	w5_d597e27114
des	w7_d597e27117
Majors	w9_d597e27120
Sprentsfort,	w11_d597e27123
und	w13_d597e27127
denen	w15_d597e27130
Preußischen	w17_d597e27133
von	w1_d597e27138
dem	w3_d597e27141
Obristen	w5_d597e27144
Belling	w7_d597e27147
commandirten	w9_d597e27150
Trupen	w11_d597e27153
vorgefallen.	w13_d597e27157
</p>
<p id="p8_d597e27160">
Das	w1_d597e27164
Preussische	w3_d597e27167
Fuß=volk	w5_d597e27170
grieffe	w7_d597e27173
den	w9_d597e27176
18.	w11_d597e27179
September	w13_d597e27183
um	w15_d597e27186
6.	w17_d597e27189
Uhr	w19_d597e27192
worgens	w1_d597e27197
Rothenmühle	w3_d597e27200
an,	w5_d597e27203
wurde	w7_d597e27206
aber	w9_d597e27209
von	w11_d597e27212
dem	w13_d597e27216
Bataillon	w15_d597e27219
Scaraburg,	w17_d597e27222
so	w1_d597e27227
diesen	w3_d597e27230
Posten	w5_d597e27233
besetzet	w7_d597e27236
hatte,	w9_d597e27239
mit	w11_d597e27242
einem	w13_d597e27246
Verlust	w15_d597e27249
von	w17_d597e27252
3.	w19_d597e27255
Officieren,	w21_d597e27258
und	w23_d597e27261
70.	w1_d597e27267
Gemeinen	w3_d597e27270
zuruck	w5_d597e27273
getrieben;	w7_d597e27276
inzwischen	w9_d597e27279
als	w11_d597e27282
dieses	w13_d597e27286
geschahe	w15_d597e27289
eilete	w17_d597e27292
der	w19_d597e27295
Major	w1_d597e27300
Sprengtsfort	w3_d597e27303
mit	w5_d597e27306
2.	w7_d597e27309
Grenadier=bataillonen,	w9_d597e27312
1.	w11_d597e27315
Freycompa	w13_d597e27319
gnie,	w1_d597e27324
und	w3_d597e27327
ungefehr	w5_d597e27330
400.	w7_d597e27333
aus	w9_d597e27336
Reuterey,	w11_d597e27339
Jägern,	w13_d597e27343
und	w15_d597e27346
Hussaren	w17_d597e27349
beste	w19_d597e27352
henden	w1_d597e27357
Köpfen	w3_d597e27360
durch	w5_d597e27363
Neus,	w7_d597e27366
diesem	w9_d597e27369
Posten	w11_d597e27372
zu	w13_d597e27376
Hülfe.	w15_d597e27379
Der	w17_d597e27382
Preussische	w19_d597e27385
Obriste	w1_d597e27391
Belling	w3_d597e27394
erschiene	w5_d597e27397
in	w7_d597e27400
eben	w9_d597e27403
diesem	w11_d597e27406
Augenblick	w13_d597e27410
mit	w15_d597e27413
seinem	w17_d597e27416
ganzen	w19_d597e27419
Hussaren=corps,	w1_d597e27424
dann	w3_d597e27427
mit	w5_d597e27430
denen	w7_d597e27433
Grenadiers=bataillonen	w9_d597e27436
von	w11_d597e27439
Jngers	w13_d597e27443
leben,	w1_d597e27448
und	w3_d597e27451
Rottkirch,	w5_d597e27454
dem	w7_d597e27457
Frey=regiment	w9_d597e27460
von	w11_d597e27463
Hordt,	w13_d597e27467
denen	w15_d597e27470
Freycom	w17_d597e27473
pagnien	w1_d597e27478
von	w3_d597e27481
Hülsen	w5_d597e27484
und	w7_d597e27487
Knesewitz,	w9_d597e27490
und	w11_d597e27493
hatte	w13_d597e27497
11.	w15_d597e27500
Canonen	w17_d597e27503
bey	w19_d597e27506
sich;	w21_d597e27509
Er	w23_d597e27512
stellte	w1_d597e27518
sich	w3_d597e27521
ohne	w5_d597e27524
Zeit	w7_d597e27527
Verlust	w9_d597e27530
in	w11_d597e27533
Schlacht=ordnung,	w13_d597e27537
pflanzte	w15_d597e27540
seine	w17_d597e27543
Stücke	w19_d597e27546
auf	w1_d597e27551
die	w3_d597e27554
Anhöhen,	w5_d597e27557
und	w7_d597e27560
liesse	w9_d597e27563
die	w11_d597e27566
Frey=compagnien	w13_d597e27570
des	w15_d597e27573
Capitains	w17_d597e27576
Lilie	w19_d597e27579
von	w1_d597e27584
seinen	w3_d597e27587
Grenadieren	w5_d597e27590
und	w7_d597e27593
dem	w9_d597e27596
Uberrest	w11_d597e27599
seines	w13_d597e27603
Fuß=volkes	w15_d597e27606
angreif	w17_d597e27609
sen,	w1_d597e27614
als	w3_d597e27617
selber	w5_d597e27620
eben	w7_d597e27623
beschäftiget	w9_d597e27626
ware	w11_d597e27629
seine	w13_d597e27633
Trupen	w15_d597e27636
auf	w17_d597e27639
der	w19_d597e27642
rechten	w21_d597e27645
Seite	w23_d597e27648
in	w1_d597e27654
Ordnung	w3_d597e27657
zu	w5_d597e27660
stellen,	w7_d597e27663
sie	w9_d597e27666
hielten	w11_d597e27669
eine	w13_d597e27673
Artillerie	w15_d597e27676
und	w17_d597e27679
Musquetende	w19_d597e27682
charge	w1_d597e27687
von	w3_d597e27690
denen	w5_d597e27693
feindlichen	w7_d597e27696
Grenadieren	w9_d597e27699
aus,	w11_d597e27702
und	w13_d597e27706
geriehten	w15_d597e27709
darüber	w17_d597e27712
et	w19_d597e27715
was	w1_d597e27720
in	w3_d597e27723
Unordnung,	w5_d597e27726
weil	w7_d597e27729
sie	w9_d597e27732
glaubten,	w11_d597e27735
daß	w13_d597e27739
dieses	w15_d597e27742
Feuer	w17_d597e27745
von	w19_d597e27748
unseren	w21_d597e27751
ei	w23_d597e27754
genen	w1_d597e27759
Trupen	w3_d597e27762
herkäme;	w5_d597e27765
indessen	w7_d597e27768
hatte	w9_d597e27771
der	w11_d597e27774
Major	w13_d597e27778
von	w15_d597e27781
Sprengtsfort	w17_d597e27784
sich	w19_d597e27787
vollig	w1_d597e27793
in	w3_d597e27796
Unordnug	w5_d597e27799
gestellet,	w7_d597e27802
und	w9_d597e27805
hierauf	w11_d597e27808
alsobald	w13_d597e27812
von	w15_d597e27815
seinen	w17_d597e27818
unterha	w19_d597e27821
benden	w1_d597e27826
Bataillonen	w3_d597e27829
die	w5_d597e27832
Jngerslebische	w7_d597e27835
Grenadiers	w9_d597e27838
angreiffen,	w11_d597e27841
und	w13_d597e27845
zer	w15_d597e27848
streuen	w1_d597e27853
lassen.	w3_d597e27856
</p>
<p id="p10_d597e27859">
Unser	w1_d597e27863
2tes	w3_d597e27866
Bataillon	w5_d597e27869
machte	w7_d597e27872
mit	w9_d597e27875
denen	w11_d597e27878
Rothkirchischen	w13_d597e27882
Grena	w15_d597e27885
diren	w1_d597e27890
ein	w3_d597e27893
gleiches,	w5_d597e27896
diese	w7_d597e27899
zogen	w9_d597e27902
sich	w11_d597e27905
in	w13_d597e27909
Unordnung	w15_d597e27912
zurücke,	w17_d597e27915
wir	w19_d597e27918
aber	w21_d597e27921
mach	w23_d597e27924
ten	w1_d597e27929
alsdann	w3_d597e27932
auf	w5_d597e27935
diese	w7_d597e27938
feindliche	w9_d597e27941
Bataillonen	w11_d597e27944
ein	w13_d597e27948
heftiges	w15_d597e27951
Feuer	w17_d597e27954
aus	w19_d597e27957
un	w21_d597e27960
seren	w1_d597e27966
mit	w3_d597e27969
gehackten	w5_d597e27972
Eisen	w7_d597e27975
geladenen	w9_d597e27978
Canonen.	w11_d597e27981
Die	w13_d597e27985
Frey	w15_d597e27988
compagnie	w17_d597e27991
von	w19_d597e27994
Sprengtsfort	w1_d597e27999
attaquirte	w3_d597e28002
ihrer	w5_d597e28005
Seits	w7_d597e28008
die	w9_d597e28011
Feinde	w11_d597e28014
mit	w13_d597e28018
aufgepflanzten	w15_d597e28021
Ba	w17_d597e28024
sonette,	w1_d597e28029
und	w3_d597e28032
verlohren	w5_d597e28035
30.	w7_d597e28038
bis	w9_d597e28041
40.	w11_d597e28044
Mann	w13_d597e28048
theils	w15_d597e28051
Todte	w17_d597e28054
theils	w19_d597e28057
Verwun	w21_d597e28060
dere,	w1_d597e28065
der	w3_d597e28068
Capitaine	w5_d597e28071
Lilie	w7_d597e28074
selbsten	w9_d597e28077
bekame	w11_d597e28080
eine	w13_d597e28084
starke	w15_d597e28087
Contusion	w17_d597e28090
auf	w19_d597e28093
der	w21_d597e28096
Brust,	w1_d597e28102
und	w3_d597e28105
eine	w5_d597e28108
heftige	w7_d597e28111
Wunde	w9_d597e28114
am	w11_d597e28117
Arm,	w13_d597e28121
und	w15_d597e28124
der	w17_d597e28127
ArtillerieLieute	w19_d597e28130
nant	w1_d597e28135
von	w3_d597e28138
Linnerstädt,	w5_d597e28141
welcher	w7_d597e28144
die	w9_d597e28147
2.	w11_d597e28150
kleine	w13_d597e28154
Stücke	w15_d597e28157
der	w17_d597e28160
Frey	w19_d597e28163
compagnie	w21_d597e28166
commandirte,	w1_d597e28171
wurde	w3_d597e28174
ein	w5_d597e28177
Arm	w7_d597e28180
zerschmettert;	w9_d597e28183
da	w11_d597e28186
nun	w13_d597e28190
über	w15_d597e28193
dieses	w17_d597e28196
auch	w19_d597e28199
diejenige	w1_d597e28204
verwundet	w3_d597e28207
worden,	w5_d597e28210
so	w7_d597e28213
diese	w9_d597e28216
Stücke	w11_d597e28219
zu	w13_d597e28223
bedienen	w15_d597e28226
hatten,	w17_d597e28229
so	w19_d597e28232
ge	w21_d597e28235
</p>
<p id="p16_d597e28249">
lunge	w1_d597e28253
es	w3_d597e28256
dem	w5_d597e28259
Jngerslebischen	w7_d597e28262
Bataillon	w9_d597e28265
sich	w11_d597e28268
dieser	w13_d597e28272
Stücke	w15_d597e28275
zu	w17_d597e28278
bemeiste	w19_d597e28281
ren;	w1_d597e28286
nachdeme	w3_d597e28289
selbes	w5_d597e28292
jedoch	w7_d597e28295
zum	w9_d597e28298
Andertenmal	w11_d597e28301
in	w13_d597e28305
Unordnung	w15_d597e28308
gebracht	w17_d597e28311
worden,	w1_d597e28316
und	w3_d597e28319
eben	w5_d597e28322
die	w7_d597e28325
Fläche	w9_d597e28328
zu	w11_d597e28331
gewinnen	w13_d597e28335
trachten	w15_d597e28338
wolte,	w17_d597e28341
drange	w19_d597e28344
un	w21_d597e28347
sere	w1_d597e28353
Reiterey	w3_d597e28356
mit	w5_d597e28359
solchem	w7_d597e28362
Muht	w9_d597e28365
und	w11_d597e28368
Heftigkeit	w13_d597e28372
auf	w15_d597e28375
dasselbe	w17_d597e28378
ein,	w19_d597e28381
daß	w21_d597e28384
eines	w23_d597e28387
von	w1_d597e28392
diesen	w3_d597e28395
Stücken	w5_d597e28398
mit	w7_d597e28401
gewaltsamer	w9_d597e28404
Hand	w11_d597e28407
wiederum	w13_d597e28411
erobert,	w15_d597e28414
und	w17_d597e28417
die	w19_d597e28420
Fein	w21_d597e28423
de	w1_d597e28428
das	w3_d597e28431
andere	w5_d597e28434
