<doc id="edoc_wd_1776-06-01" attrs="word" year="1776" month="06" day="01" corpus="1">
<head id="hl1">
Lisabon	w39
Re=glementen	w10487
<g/>
=
<g/>
,
dann	w10490
peinlicher	w10491
Gerichtsordnung	w10492
und	w10493
Civilgesetzen	w10494
<g/>
,
nebst	w10496
2	w10497
Anhängen	w10498
von	w10499
gebräuch=lichen	w10500
<g/>
=
österreichischen	w10502
Militärtortursarten	w10503
<g/>
,
und	w10505
von	w10506
denen	w10507
neu	w10508
herausgekommenen	w10509
Normalien	w10510
<g/>
,
dann	w10512
Verbesserungen	w10513
<g/>
,
samt	w10515
4	w10516
Registern	w10517
<g/>
,
2	w10519
Th	w10520
<g/>
.
Fol	w10522
<g/>
.
Preßburg	w10524
1772	w10525
<g/>
=
74	w10527
<g/>
.
ungeb	w10529
<g/>
.
8	w10531
fl	w10532
<g/>
.
</p>
<p id="p118">
Karls	w10534
Emanuels	w10535
von	w10536
Rieggers	w10537
Ritters	w10538
<g/>
,
kais	w10540
<g/>
.
auch	w10542
k	w10543
<g/>
.
k	w10545
<g/>
.
obersten	w10547
Hofgerichtskoncipistens	w10548
Abhandlung	w10549
von	w10550
dem	w10551
österreichischen	w10552
Hofmar=schallen	w10553
<g/>
=
<g/>
,
seinen	w10556
Rechten	w10557
<g/>
,
Pflichten	w10559
<g/>
,
Vorzügen	w10561
<g/>
,
und	w10563
Vortheilen	w10564
<g/>
,
dem	w10566
ihm	w10567
untergebenen	w10568
Hof=marschallamte	w10569
<g/>
=
und	w10571
seiner	w10572
Gerichtsbarkeit	w10573
<g/>
,
wel=che	w10575
<g/>
=
den	w10577
ersten	w10578
Theil	w10579
ausmacht	w10580
<g/>
;
der	w10582
allerdurchl	w10583
<g/>
.
röm	w10585
<g/>
.
Kaiserinn	w10587
und	w10588
Königinn	w10589
ꝛc	w10590
<g/>
.
ꝛc	w10592
<g/>
.
zugeeignet	w10594
<g/>
.
Jn	w10596
8vo	w10597
ungebunden	w10598
30	w10599
kr	w10600
<g/>
.
</p>
<p id="p119">
Riegger	w10602
<g/>
(
Paul	w10604
Joseph	w10605
von	w10606
<g/>
)
der	w10608
k	w10609
<g/>
.
k	w10611
<g/>
.
böhei=mischen	w10613
<g/>
=
und	w10615
österreichischen	w10616
Hofkanzley	w10617
wirkl	w10618
<g/>
.
Hofraths	w10620
und	w10621
Professor	w10622
<g/>
,
Nachtrag	w10624
zum	w10625
Cor-pus	w10626
<g/>
-
Juris	w10628
Ecclesiastici	w10629
Bohemici	w10630
<g/>
&
Austriaci	w10632
<g/>
,
gr	w10634
<g/>
.
8	w10636
<g/>
.
ungeb	w10638
<g/>
.
24	w10640
kr	w10641
<g/>
.
</p>
<head id="hl28">
Jn	w10643
der	w10644
von	w10645
Ghelenschen	w10646
Buchhandlung	w10647
am	w10648
hohen	w10649
Markt	w10650
nahe	w10651
an	w10652
den	w10653
Fleischbänken	w10654
<g/>
,
der	w10656
Schlange	w10657
über	w10658
<g/>
,
im	w10660
Postelschen	w10661
Hause	w10662
Nr	w10663
<g/>
.
520	w10665
sind	w10666
nebst	w10667
vielen	w10668
andern	w10669
alten	w10670
sehr	w10671
raren	w10672
und	w10673
neuen	w10674
Büchern	w10675
<g/>
,
Landkarten	w10677
und	w10678
Kupferstichen	w10679
<g/>
,
auch	w10681
folgende	w10682
zu	w10683
haben	w10684
<g/>
:
</head>
<p id="p120">
Journal	w10686
cum	w10687
Voyage	w10688
<g/>
,
par	w10690
Mr	w10691
<g/>
.
Collini	w10693
<g/>
,
avec	w10695
Figures	w10696
<g/>
,
8	w10698
<g/>
.
Manheim	w10700
1776	w10701
<g/>
.
3	w10703
fl	w10704
<g/>
.
</p>
<p id="p121">
Abhandlung	w10706
einer	w10707
Privatgesellschaft	w10708
in	w10709
Böhmen	w10710
<g/>
,
von	w10712
Born	w10713
<g/>
,
2ter	w10715
Band	w10716
<g/>
,
gr	w10718
<g/>
.
8	w10720
<g/>
.
Prag	w10722
1776	w10723
<g/>
.
1	w10725
fl	w10726
<g/>
.
48	w10728
kr	w10729
<g/>
.
</p>
<p id="p122">
Acta	w10731
Bohemiæ Bohemiae	w10732
<g/>
&
Moraviæ Moraviae	w10734
<g/>
,
Vol	w10736
<g/>
.
II	w10738
<g/>
.
Pars	w10740
I	w10741
<g/>
.
8	w10743
<g/>
.
15	w10745
kr	w10746
<g/>
.
</p>
<p id="p123">
Voigts	w10748
Versuch	w10749
einer	w10750
Geschichte	w10751
der	w10752
Universität	w10753
zu	w10754
Prag	w10755
<g/>
,
gr	w10757
<g/>
.
8	w10759
<g/>
.
Prag	w10761
1776	w10762
<g/>
.
24	w10764
kr	w10765
<g/>
.
</p>
<p id="p124">
Manuel	w10767
pour	w10768
les	w10769
Jeunes	w10770
Princes	w10771
<g/>
&
Seigneurs	w10773
12	w10774
<g/>
.
Basle	w10776
1775	w10777
<g/>
.
1	w10779
fl	w10780
<g/>
.
8	w10782
<g/>
.
kr	w10784
<g/>
.
</p>
<p id="p125">
Mikan	w10786
Catalogus	w10787
Plantarum	w10788
omnium	w10789
&c	w10790
<g/>
.
8	w10792
<g/>
.
Pragæ Pragae	w10794
1776	w10795
<g/>
.
2	w10797
fl	w10798
<g/>
.
</p>
<p id="p126">
Vollständige	w10800
Anleitung	w10801
zur	w10802
Seidenzucht	w10803
<g/>
,
8	w10805
<g/>
.
Carlsruhe	w10807
1776	w10808
<g/>
.
17	w10810
kr	w10811
<g/>
.
</p>
<p id="p127">
l'Accord	w10813
de	w10814
la	w10815
Religion	w10816
<g/>
&
des	w10818
Rangs	w10819
<g/>
,
8	w10821
<g/>
.
Francf	w10823
1775	w10824
<g/>
.
24	w10826
kr	w10827
<g/>
.
</p>
<p id="p128">
Pomey	w10829
Indiculus	w10830
universalis	w10831
<g/>
,
8	w10833
<g/>
.
Franc	w10835
<g/>
.
1775	w10837
<g/>
.
45	w10839
Nr	w10840
<g/>
.
</p>
<p id="p129a">
Scopoli	w10842
Crystallographia	w10843
hungarica	w10844
<g/>
,
cum	w10846
fig	w10847
<g/>
.
4	w10849
<g/>
.
Pragæ Pragae	w10851
1776	w10852
<g/>
.
3	w10854
fl	w10855
<g/>
.
15	w10857
kr	w10858
<g/>
.
</p>
<p id="p130a">
Kerns	w10860
Beschreibung	w10861
der	w10862
Schneckensteine	w10863
<g/>
,
und	w10865
sächsischen	w10866
Topasfelsen	w10867
<g/>
,
mit	w10869
5	w10870
Kupfern	w10871
<g/>
,
gr	w10873
<g/>
.
4	w10875
<g/>
.
Prag	w10877
1776	w10878
<g/>
.
1	w10880
fl	w10881
<g/>
.
6	w10883
kr	w10884
<g/>
.
</p>
<p id="p131">
Stephani	w10886
Lustspiele	w10887
<g/>
,
mit	w10889
Kupf	w10890
<g/>
.
3ter	w10892
Th	w10893
<g/>
.
gr	w10895
<g/>
.
8	w10897
<g/>
.
2	w10899
fl	w10900
<g/>
.
</p>
<p id="p132">
Schlettweins	w10902
Angelegenheit	w10903
für	w10904
das	w10905
ganze	w10906
Publikum	w10907
<g/>
,
gr	w10909
<g/>
.
8	w10911
<g/>
.
Carlsruhe	w10913
1776	w10914
<g/>
.
1	w10916
fl	w10917
<g/>
.
20	w10919
kr	w10920
<g/>
.
</p>
<p id="p133">
L	w10922
Momens	w10923
perdus	w10924
<g/>
,
ou	w10926
l'histoire	w10927
d'Adelaide	w10928
<g/>
,
anecdote	w10930
Morale	w10931
<g/>
,
8	w10933
<g/>
.
Vien	w10935
<g/>
.
177	w10937
6	w10938
<g/>
.
40	w10940
kr	w10941
<g/>
.
</p>
<p id="p134">
Nova	w10943
Bibliotheca	w10944
ecclesiastica	w10945
friburgensis	w10946
<g/>
,
Tomus	w10948
1	w10949
<g/>
&
2dus	w10951
<g/>
,
8	w10953
<g/>
.
Friburgi	w10955
1775	w10956
<g/>
.
1	w10958
<g/>
.
fl	w10960
<g/>
.
36	w10962
kr	w10963
<g/>
.
</p>
<p id="p135">
Geschichte	w10965
und	w10966
Erzehlungen	w10967
<g/>
,
6	w10969
Theile	w10970
<g/>
,
8	w10972
<g/>
.
Danzig	w10974
1775	w10975
<g/>
.
4	w10977
fl	w10978
<g/>
.
30	w10980
kr	w10981
<g/>
.
</p>
<p id="p136">
Die	w10983
Abendluft	w10984
im	w10985
Pratter	w10986
<g/>
,
8	w10988
<g/>
.
Frankf	w10990
<g/>
.
1774	w10992
34	w10993
kr	w10994
<g/>
.
</p>
<p id="p137">
Die	w10996
zu	w10997
Glück	w10998
und	w10999
Ehren	w11000
gelangte	w11001
Bäurin	w11002
<g/>
,
mit	w11004
Kupf	w11005
<g/>
.
8	w11007
<g/>
.
Frankf	w11009
<g/>
.
1772	w11011
<g/>
.
2	w11013
fl	w11014
<g/>
.
10	w11016
kr	w11017
<g/>
.
</p>
<p id="p138">
Charlotte	w11019
<g/>
,
oder	w11021
die	w11022
Geschite	w11023
des	w11024
Fräuleins	w11025
von	w11026
Weissensee	w11027
<g/>
,
2	w11029
Theile	w11030
<g/>
,
8	w11032
<g/>
.
Koppenhagen	w11034
1776	w11035
<g/>
,
1	w11037
fl	w11038
<g/>
.
30	w11040
kr	w11041
<g/>
.
</p>
<p id="p139">
Geschichte	w11043
des	w11044
Herrn	w11045
Ellison	w11046
<g/>
,
2	w11048
Theile	w11049
<g/>
,
8	w11051
<g/>
.
Lübeck	w11053
1774	w11054
<g/>
.
1	w11056
fl	w11057
<g/>
.
</p>
<p id="p140">
Geschichte	w11059
der	w11060
Lady	w11061
Lucie	w11062
Fenton	w11063
<g/>
,
a	w11065
<g/>
.
d	w11067
<g/>
.
Engl	w11069
<g/>
.
8	w11071
<g/>
.
Eisenach	w11073
1775	w11074
<g/>
.
1	w11076
fl	w11077
<g/>
.
48	w11079
kr	w11080
<g/>
.
</p>
<p id="p141">
Friderike	w11082
<g/>
,
oder	w11084
die	w11085
Husarenbeute	w11086
<g/>
,
mit	w11088
Kupf	w11089
<g/>
.
9	w11091
<g/>
.
Nürnb	w11093
<g/>
.
1775	w11095
<g/>
.
2	w11097
fl	w11098
<g/>
.
20	w11100
kr	w11101
<g/>
.
</p>
<p id="p142">
Nächtliche	w11103
Begebenheiten	w11104
des	w11105
Signor	w11106
Jocondo	w11107
<g/>
,
8	w11109
<g/>
.
Leipz	w11111
<g/>
.
1778	w11113
<g/>
.
28	w11115
kr	w11116
<g/>
.
</p>
<p id="p143">
Journal	w11118
für	w11119
das	w11120
Frauenzimmer	w11121
<g/>
,
2	w11123
Bände	w11124
<g/>
,
8	w11126
<g/>
.
Zürch	w11128
1769	w11129
<g/>
.
2	w11131
fl	w11132
<g/>
.
15	w11134
kr	w11135
<g/>
.
</p>
<p id="p144">
Geschichte	w11137
der	w11138
Jsabella	w11139
von	w11140
Miranda	w11141
<g/>
,
8	w11143
<g/>
.
Augsb	w11145
<g/>
.
1773	w11147
24	w11148
kr	w11149
<g/>
.
</p>
<p id="p145">
Leben	w11151
einiger	w11152
Kaufleute	w11153
und	w11154
Handlungsbedienten	w11155
<g/>
,
2	w11157
Theile	w11158
<g/>
,
8	w11160
<g/>
.
Hamb	w11162
<g/>
.
1771	w11164
<g/>
.
1	w11166
fl	w11167
<g/>
.
30	w11169
kr	w11170
<g/>
.
</p>
<p id="p146">
Der	w11172
Kranke	w11173
<g/>
,
oder	w11175
Geschichte	w11176
einer	w11177
guten	w11178
Famille	w11179
<g/>
,
2ter	w11181
Band	w11182
<g/>
,
8	w11184
<g/>
.
Nürnb	w11186
<g/>
.
1775	w11188
<g/>
.
40	w11190
kr	w11191
<g/>
.
</p>
<p id="p147">
Materialien	w11193
zur	w11194
öitingischen	w11195
Geschichte	w11196
<g/>
,
5	w11198
Bände	w11199
<g/>
,
mit	w11201
Kupf	w11202
<g/>
.
8	w11204
<g/>
.
Wallerstein	w11206
1773	w11207
<g/>
.
6	w11209
fl	w11210
<g/>
.
30	w11212
kr	w11213
<g/>
.
</p>
<p id="p148">
Poesie	w11215
del	w11216
Signor	w11217
Abate	w11218
Pietro	w11219
Metastasio	w11220
<g/>
.
9	w11222
Tomes	w11223
<g/>
,
8	w11225
<g/>
.
Torino	w11227
1757	w11228
<g/>
.
15	w11230
fl	w11231
<g/>
.
30	w11233
kr	w11234
<g/>
.
</p>
<p id="p149">
Klopstocks	w11236
deutsche	w11237
Republik	w11238
<g/>
,
1ster	w11240
Band	w11241
<g/>
,
8	w11243
<g/>
.
Frf	w11245
<g/>
.
1774	w11247
<g/>
.
1	w11249
fl	w11250
<g/>
.
</p>
<p id="p150">
Geschichte	w11252
berühmter	w11253
Frauenzimmer	w11254
<g/>
,
2	w11256
Bände	w11257
<g/>
,
8	w11259
Leipz	w11260
<g/>
.
2	w11262
fl	w11263
<g/>
.
48	w11265
kr	w11266
<g/>
.
</p>
<p id="p151">
Eberts	w11268
Naturlehre	w11269
<g/>
,
mit	w11271
Kupf	w11272
<g/>
.
8	w11274
<g/>
.
Leipz	w11276
<g/>
.
1775	w11278
<g/>
.
48	w11280
kr	w11281
<g/>
.
</p>
<p id="p152">
Freundschaft	w11283
und	w11284
Liebe	w11285
<g/>
,
in	w11287
melodischen	w11288
Liedern	w11289
<g/>
,
mit	w11291
Musik	w11292
<g/>
,
8	w11294
<g/>
.
Nürnb	w11296
<g/>
.
1774	w11298
<g/>
.
1	w11300
fl	w11301
<g/>
.
</p>
<p id="p153">
Lebens	w11303
<g/>
=
und	w11305
Regierungsgeschichte	w11306
Kaiser	w11307
Frantz	w11308
des	w11309
Ersten	w11310
<g/>
,
8	w11312
<g/>
.
Nürnb	w11314
<g/>
.
1766	w11316
<g/>
.
1	w11318
fl	w11319
<g/>
.
</p>
<p id="p154">
Neuer	w11321
Schauplatz	w11322
der	w11323
Natur	w11324
nach	w11325
alphabetischer	w11326
Ordnung	w11327
<g/>
,
erster	w11329
Band	w11330
<g/>
,
gr	w11332
<g/>
.
8	w11334
<g/>
.
Leipz	w11336
<g/>
.
1775	w11338
<g/>
.
4	w11340
fl	w11341
<g/>
.
</p>
<p id="p155">
Torrubio	w11343
Naturgeschichte	w11344
von	w11345
Spanien	w11346
<g/>
,
mit	w11348
14	w11349
Kupfertafeln	w11350
<g/>
,
gr	w11352
<g/>
:
4	w11354
<g/>
.
1773	w11356
<g/>
.
1	w11358
fl	w11359
<g/>
.
48	w11361
kr	w11362
<g/>
.
</p>
<p id="p156">
Trallcs	w11364
de	w11365
variolis	w11366
<g/>
,
8	w11368
<g/>
.
maj	w11370
<g/>
.
1761	w11372
Bresl	w11373
<g/>
.
30	w11375
kr	w11376
<g/>
.
</p>
<p id="p157">
<g/>
—
Amenitates	w11379
Roswaldensium	w11380
<g/>
,
8	w11382
<g/>
.
maj	w11384
<g/>
.
Bresl	w11386
<g/>
.
1774	w11388
<g/>
.
24	w11390
kr	w11391
<g/>
.
</p>
<p id="p158">
Tyrtæi Tyrtaei	w11393
opera	w11394
<g/>
,
quæ quae	w11396
Supersunt	w11397
omnia	w11398
<g/>
,
gr	w11400
<g/>
.
8	w11402
<g/>
.
Altenb	w11404
<g/>
.
1767	w11406
2	w11407
fl	w11408
<g/>
.
50	w11410
kr	w11411
<g/>
.
</p>
<p id="p159">
Ueber	w11413
die	w11414
freye	w11415
Ein	w11416
<g/>
=
und	w11418
Ausfuhr	w11419
des	w11420
Getraides	w11421
<g/>
,
gr	w11423
<g/>
.
8	w11425
<g/>
.
Riga	w11427
1772	w11428
<g/>
.
<g/>
.
24	w11431
kr	w11432
<g/>
.
</p>
<p id="p160">
Velazquez	w11434
Geschichte	w11435
der	w11436
spanischen	w11437
Dichtkunst	w11438
<g/>
,
gr	w11440
<g/>
.
8	w11442
<g/>
.
Göttingen	w11444
1769	w11445
<g/>
.
1	w11447
fl	w11448
<g/>
.
30	w11450
kr	w11451
<g/>
.
</p>
<p id="p161">
Verini	w11453
de	w11454
hæreditario haereditario	w11455
jure	w11456
<g/>
,
8	w11458
<g/>
.
maj	w11460
<g/>
.
Lipsiæ Lipsiae	w11462
1771	w11463
<g/>
.
36	w11465
kr	w11466
<g/>
.
</p>
<p id="p162">
Verschiedenes	w11468
zum	w11469
Lesen	w11470
<g/>
,
gr	w11472
<g/>
.
8	w11474
<g/>
.
Augsb	w11476
<g/>
.
1774	w11478
<g/>
.
54	w11480
kr	w11481
<g/>
.
</p>
<p id="p163">
Verzeichniß	w11483
der	w11484
Gemälde	w11485
in	w11486
der	w11487
Gallerie	w11488
zu	w11489
Dresden	w11490
<g/>
,
gr	w11492
<g/>
.
8	w11494
<g/>
.
Leipz	w11496
<g/>
.
1771	w11498
<g/>
.
1	w11500
fl	w11501
<g/>
.
8	w11503
kr	w11504
<g/>
.
</p>
<p id="p164">
Vielmir	w11506
de	w11507
D	w11508
<g/>
.
Thomæ Thomae	w11510
aquinatis	w11511
doctrina	w11512
<g/>
&
Scriptis	w11514
<g/>
,
4	w11516
<g/>
.
maj	w11518
<g/>
.
Vind	w11520
<g/>
.
1763	w11522
<g/>
.
1	w11524
fl	w11525
<g/>
.
</p>
<p id="p165">
Vierenklee	w11527
Arithmetik	w11528
und	w11529
Geometrie	w11530
<g/>
,
mit	w11532
Kupf	w11533
<g/>
.
gr	w11535
<g/>
.
8	w11537
<g/>
.
Leipz	w11539
<g/>
.
1767	w11541
<g/>
.
2	w11543
fl	w11544
<g/>
.
15	w11546
kr	w11547
<g/>
.
</p>
<p id="p166">
Von	w11549
der	w11550
Unschädlichkeit	w11551
der	w11552
Pocken	w11553
<g/>
,
gr	w11555
<g/>
.
8	w11557
<g/>
.
Göttingen	w11559
1768	w11560
<g/>
.
36	w11562
kr	w11563
<g/>
.
</p>
<head id="hl29">
Nachricht	w11576
<g/>
.
</head>
<p id="p167">
Nachdem	w11578
von	w11579
den	w11580
Kirch	w11581
<g/>
=
und	w11583
Micheldorfer=dann	w11584
<g/>
=
den	w11586
dahin	w11587
einverleibten	w11588
in	w11589
Oberösterreich	w11590
liegenden	w11591
Sensschmiedmeistern	w11592
<g/>
,
desgleichen	w11594
von	w11595
den	w11596
Stadt	w11597
<g/>
=
Steyrischen	w11599
Feilhauermeistern	w11600
schon	w11601
vielfältige	w11602
Klagen	w11603
vorgekommen	w11604
<g/>
,
daß	w11606
ausser	w11607
Landes	w11608
und	w11609
besonders	w11610
im	w11611
römischen	w11612
Reich	w11613
ihre	w11614
Zeichen	w11615
ganz	w11616
genau	w11617
nachgeschlagen	w11618
<g/>
,
und	w11620
die	w11621
Sens	w11622
<g/>
=
wie	w11624
Feilenwaare	w11625
den	w11626
auswärtigen	w11627
Ne=gocianten	w11628
<g/>
=
für	w11630
Kirch	w11631
<g/>
=
und	w11633
Micheldorfisch	w11634
dann	w11635
<g/>
,
Stadt	w11637
<g/>
=
Steyrische	w11639
verkauft	w11640
werden	w11641
<g/>
;
als	w11643
haben	w11644
Jhre	w11645
k	w11646
<g/>
.
k	w11648
<g/>
.
apost	w11650
<g/>
.
Majestät	w11652
zu	w11653
Steuerung	w11654
die=ses	w11655
<g/>
=
Unfuges	w11657
allergnädigst	w11658
bewilliget	w11659
<g/>
,
daß	w11661
die	w11662
gedachte	w11663
Sensschmiede	w11664
und	w11665
Feilhauermeister	w11666
nebst	w11667
ihren	w11668
ordinari	w11669
Zeichen	w11670
auf	w11671
ihre	w11672
Waare	w11673
<g/>
,
auch	w11675
die	w11676
österreichische	w11677
Landeswappen	w11678
beyschlagen	w11679
<g/>
,
und	w11681
diese	w11682
ihnen	w11683
gestattete	w11684
Befugniß	w11685
in	w11686
die	w11687
in	w11688
<g/>
=
und	w11690
ausländische	w11691
Zeitungen	w11692
zu	w11693
dem	w11694
Ende	w11695
einschal=ten	w11696
<g/>
=
lassen	w11698
därfen	w11699
<g/>
,
damit	w11701
sämtliche	w11702
Handelsleute	w11703
benachrichtiget	w11704
und	w11705
belehret	w11706
werden	w11707
<g/>
,
daß	w11709
<g/>
,
wo	w11711
auf	w11712
der	w11713
Kirch	w11714
<g/>
=
und	w11716
Micheldorfischen	w11717
<g/>
,
oder	w11719
übri=gen	w11720
<g/>
=
zu	w11722
diesem	w11723
Handwerk	w11724
gehörigen	w11725
Sens=dann	w11726
<g/>
=
auf	w11728
der	w11729
Stadt	w11730
<g/>
=
Steyrischen	w11732
Feilenwaare	w11733
obbemeldter	w11734
Beyschlag	w11735
des	w11736
österreichischen	w11737
Erb=landeswappen	w11738
<g/>
=
sich	w11740
nicht	w11741
befindet	w11742
<g/>
,
solche	w11744
für	w11745
kei=ne	w11746
<g/>
=
ächte	w11748
Kirch	w11749
<g/>
=
und	w11751
Micheldorfer	w11752
<g/>
=
oder	w11754
Steyr=rische	w11755
<g/>
=
<g/>
,
sondern	w11758
auswärtige	w11759
unächte	w11760
Waare	w11761
an=zusehen	w11762
<g/>
=
und	w11764
zu	w11765
halten	w11766
seye	w11767
<g/>
.
</p>
<p id="p168">
Es	w11769
ist	w11770
allhier	w11771
in	w11772
der	w11773
Stadt	w11774
auf	w11775
einer	w11776
sehr	w11777
gangbaren	w11778
Gasse	w11779
ein	w11780
wohlgebautes	w11781
Haus	w11782
von	w11783
3	w11784
Stockwerk	w11785
täglich	w11786
um	w11787
sehr	w11788
billigen	w11789
Preis	w11790
zu	w11791
verkaufen	w11792
<g/>
;
dieses	w11794
Haus	w11795
hat	w11796
nebst	w11797
andern	w11798
vie=len	w11799
<g/>
=
Gemächlichkeiten	w11801
<g/>
,
die	w11803
Wohlthat	w11804
<g/>
,
daß	w11806
das	w11807
k	w11808
<g/>
.
k	w11810
<g/>
.
Hofquartier	w11812
im	w11813
ersten	w11814
Stock	w11815
auf	w11816
jederzeit	w11817
bestimmt	w11818
<g/>
,
hingegen	w11820
der	w11821
zweyte	w11822
Stock	w11823
auf	w11824
eine	w11825
vollkommene	w11826
Herrschafts	w11827
<g/>
=
Wohnung	w11829
zugerichtet	w11830
und	w11831
prächtig	w11832
meublirt	w11833
ist	w11834
<g/>
,
also	w11836
<g/>
,
daß	w11838
jede	w11839
Herr=schaft	w11840
<g/>
=
ohne	w11842
mindesten	w11843
sogleich	w11844
einziehen	w11845
kann	w11846
<g/>
;
man	w11848
kann	w11849
auch	w11850
von	w11851
diesem	w11852
Haus	w11853
durch	w11854
eine	w11855
Rückthüre	w11856
mit	w11857
einen	w11858
Schritte	w11859
in	w11860
eine	w11861
Kapelle	w11862
kommen	w11863
<g/>
,
wo	w11865
täglich	w11866
eine	w11867
heil	w11868
<g/>
.
Messe	w11870
gelesen	w11871
wird	w11872
<g/>
.
Stallung	w11874
und	w11875
übrige	w11876
Zugehörungen	w11877
be=finden	w11878
<g/>
=
sich	w11880
eben	w11881
in	w11882
einer	w11883
den	w11884
Quartieren	w11885
ange=messenen	w11886
<g/>
=
Menge	w11888
<g/>
.
Nähere	w11890
Kundschaft	w11891
hievon	w11892
ist	w11893
auf	w11894
dem	w11895
Graben	w11896
Nro	w11897
<g/>
.
587	w11899
im	w11900
Steinmetzi=schen	w11901
<g/>
=
Haus	w11903
im	w11904
dritten	w11905
Stock	w11906
einzuhollen	w11907
<g/>
.
</p>
<p id="p169">
Auf	w11909
der	w11910
Landstrasse	w11911
nächst	w11912
dem	w11913
Nepomuceni=spital	w11914
<g/>
=
den	w11916
Elisabethinern	w11917
über	w11918
Nr	w11919
<g/>
.
328	w11921
ist	w11922
eine	w11923
herrschaftliche	w11924
Wohnung	w11925
von	w11926
12	w11927
auch	w11928
mehr	w11929
Zim=mern	w11930
<g/>
=
<g/>
,
grossen	w11933
Garten	w11934
<g/>
,
Stallung	w11936
auf	w11937
6	w11938
Pferd	w11939
<g/>
,
auf	w11941
4	w11942
Wägen	w11943
Wagenschupfen	w11944
<g/>
,
Geschirrkammer	w11946
<g/>
,
Heu	w11948
<g/>
=
und	w11950
Haberbehältniß	w11951
täglich	w11952
zu	w11953
verlassen	w11954
<g/>
;
ferner	w11956
ein	w11957
sehr	w11958
komodes	w11959
Haus	w11960
mit	w11961
dabey	w11962
be befindlichen	w11963
<g/>
=
</p>
<p id="p170">
findlichen	w11965
gut	w11966
zugerichten	w11967
Gärtel	w11968
<g/>
;
dann	w11970
in	w11971
der	w11972
Leopoldstadt	w11973
ein	w11974
Haus	w11975
mit	w11976
einem	w11977
Kuchelgarten	w11978
<g/>
,
wie	w11980
auch	w11981
ein	w11982
besonders	w11983
gut	w11984
und	w11985
nach	w11986
neuer	w11987
Art	w11988
verfertigtes	w11989
ganz	w11990
neues	w11991
Reiswagengestell	w11992
täg=lich	w11993
<g/>
=
zu	w11995
verkaufen	w11996
<g/>
,
und	w11998
sich	w11999
deshalb	w12000
in	w12001
bemeld=ten	w12002
<g/>
=
Haus	w12004
Nr	w12005
<g/>
.
328	w12007
anzufragen	w12008
<g/>
.
</p>
<p id="p171">
Auf	w12010
der	w12011
Landstrasse	w12012
in	w12013
der	w12014
Rauchfangkehrer=gasse	w12015
<g/>
=
ist	w12017
das	w12018
Haus	w12019
Nr	w12020
<g/>
.
257	w12022
um	w12023
billigen	w12024
Preis	w12025
täglich	w12026
zu	w12027
verkaufen	w12028
<g/>
:
es	w12030
bestehet	w12031
erstens	w12032
in	w12033
ei=nem	w12034
<g/>
=
Stöckel	w12036
von	w12037
4	w12038
Zimmern	w12039
<g/>
,
samt	w12041
Küche	w12042
<g/>
,
Speis	w12044
<g/>
.
Holzgewölb	w12046
<g/>
,
Keller	w12048
<g/>
,
Dienstbothenzim=mer	w12050
<g/>
=
und	w12052
Garten	w12053
<g/>
,
das	w12055
Aussehen	w12056
davon	w12057
ist	w12058
sehr	w12059
ergötzlich	w12060
<g/>
,
nämlich	w12062
in	w12063
verschiedene	w12064
Gärten	w12065
<g/>
,
im	w12067
Pratter	w12068
<g/>
,
auf	w12070
die	w12071
Donau	w12072
ꝛc	w12073
<g/>
.
<g/>
,
und	w12076
Zweytens	w12077
in	w12078
7	w12079
Zinswohnungen	w12080
und	w12081
einem	w12082
doppelten	w12083
Keller	w12084
<g/>
.
Die	w12086
Liebhaber	w12087
hiezu	w12088
können	w12089
sich	w12090
eben	w12091
alda	w12092
bey	w12093
dem	w12094
Hausinhaber	w12095
des	w12096
weitern	w12097
erkundigen	w12098
<g/>
.
</p>
<p id="p172">
Es	w12100
ist	w12101
ein	w12102
extra	w12103
guter	w12104
Ofnerwein	w12105
<g/>
,
der	w12107
Ei=mer	w12108
<g/>
=
a	w12110
8	w12111
fl	w12112
<g/>
.
zu	w12114
verkaufen	w12115
<g/>
,
wer	w12117
Belieben	w12118
hat	w12119
solchen	w12120
zu	w12121
kaufen	w12122
<g/>
,
kann	w12124
sich	w12125
auf	w12126
dem	w12127
Hayden=schuß	w12128
<g/>
=
Nro	w12130
<g/>
.
316	w12132
<g/>
.
im	w12134
dritten	w12135
Stock	w12136
rechterhand	w12137
dessentwegen	w12138
anmelden	w12139
und	w12140
verkosten	w12141
<g/>
.
</p>
<p id="p173">
Die	w12143
im	w12144
Fürst	w12145
Lambergischen	w12146
Kuchelgarten	w12147
in	w12148
der	w12149
Roßau	w12150
mitten	w12151
im	w12152
Hof	w12153
sich	w12154
befindliche	w12155
grosse	w12156
Wagenschupfen	w12157
<g/>
,
nebst	w12159
dem	w12160
darauf	w12161
erbauten	w12162
grossen	w12163
Heuboden	w12164
ist	w12165
zu	w12166
vollständigen	w12167
Gebrauch	w12168
täglich	w12169
zu	w12170
verlassen	w12171
<g/>
.
Wer	w12173
solche	w12174
in	w12175
Bestand	w12176
zu	w12177
nehmen	w12178
gedenket	w12179
<g/>
,
hat	w12181
sich	w12182
des	w12183
weitern	w12184
in	w12185
der	w12186
Stadt	w12187
im	w12188
Schottenhof	w12189
Nr	w12190
<g/>
.
1	w12192
im	w12193
2ten	w12194
Stock	w12195
zu	w12196
erkundigen	w12197
<g/>
.
</p>
<head id="hl30">
