<doc id="wr_1763-08-10" attrs="word" year="1763" month="08" day="10" corpus="2">
<head id="h2_d782e3112">
Elvas,	w1_d782e3116
capite	w1_d782e24791
Sprüch	w3_d782e24794
und	w5_d782e24797
Anforderungen	w7_d782e24800
zu	w9_d782e24803
haben	w11_d782e24806
ver	w13_d782e24810
meinen,	w1_d782e24815
sonderheitlich	w3_d782e24818
aber	w5_d782e24821
denen	w7_d782e24824
bey	w9_d782e24827
der	w11_d782e24830
schon	w13_d782e24834
unterm	w1_d782e24839
19.	w3_d782e24842
Monats=tag	w5_d782e24845
Januarii	w7_d782e24848
des	w9_d782e24851
1761sten	w11_d782e24854
Jahrs	w1_d782e24859
wegen	w3_d782e24862
der	w5_d782e24865
Frauen	w7_d782e24868
Mariä	w9_d782e24871
Annä	w11_d782e24874
Reschin	w13_d782e24878
seel.	w1_d782e24884
Verlafsenschaft	w3_d782e24887
fürgewesten	w5_d782e24890
Convacations	w7_d782e24893
tagsatzung	w1_d782e24898
noch	w3_d782e24901
nicht	w5_d782e24904
angemeldten	w7_d782e24907
Creditoren,	w9_d782e24910
de	w11_d782e24913
ren	w1_d782e24918
Erben,	w3_d782e24921
oder	w5_d782e24924
Ceßionarien	w7_d782e24927
hiemit	w9_d782e24930
zu	w11_d782e24933
verneh	w13_d782e24937
men:	w1_d782e24942
Es	w3_d782e24945
seye	w5_d782e24948
von	w7_d782e24951
einem	w9_d782e24954
Stadt=rath	w11_d782e24957
zu	w13_d782e24961
Been	w15_d782e24964
digung	w1_d782e24970
obernannter	w3_d782e24973
beyder	w5_d782e24976
Verlassenschaften	w7_d782e24979
eine	w9_d782e24982
nochmalige	w1_d782e24987
Anmeld	w3_d782e24990
und	w5_d782e24993
Liquidirungs=tagsatzung	w7_d782e24996
auf	w1_d782e25001
den	w3_d782e25004
12ten	w5_d782e25007
Monats=tag	w7_d782e25010
Sept.	w9_d782e25013
dies	w11_d782e25016
laufen	w13_d782e25020
den	w1_d782e25025
1763sten	w3_d782e25028
Jahrs	w5_d782e25031
anzuordnen	w7_d782e25034
für	w9_d782e25037
nöthig	w11_d782e25040
befun	w13_d782e25044
den	w1_d782e25050
worden,	w3_d782e25053
und	w5_d782e25056
dahero	w7_d782e25059
die	w9_d782e25062
samtliche	w11_d782e25065
Credito	w13_d782e25069
res	w1_d782e25074
und	w3_d782e25077
Theil=nehmere	w5_d782e25080
zur	w7_d782e25083
selben	w9_d782e25086
fürzuforderen	w11_d782e25089
und	w1_d782e25094
einzuberufen.	w3_d782e25097
Solchemnach	w5_d782e25100
haben	w7_d782e25103
sammtl.	w9_d782e25106
Creditores	w1_d782e25111
der	w3_d782e25114
Johann	w5_d782e25117
Friedrich	w7_d782e25120
und	w9_d782e25123
Mariä	w11_d782e25126
Au	w13_d782e25130
nä	w1_d782e25136
Reschischen	w3_d782e25139
Verlassenschaften	w5_d782e25142
an	w7_d782e25145
obbestimm	w9_d782e25148
tem	w1_d782e25153
Tag	w3_d782e25156
fruhe	w5_d782e25159
um	w7_d782e25162
8.	w9_d782e25165
Uhr,	w11_d782e25168
oder	w13_d782e25172
dafern	w15_d782e25175
wir	w17_d782e25178
die	w19_d782e25181
sen	w1_d782e25186
Tag	w3_d782e25189
etwa	w5_d782e25192
anderer	w7_d782e25195
Geschäften	w9_d782e25198
halber	w11_d782e25201
nicht	w13_d782e25205
zu	w15_d782e25208
Rath	w1_d782e25213
sitzeten,	w3_d782e25216
den	w5_d782e25219
nächst	w7_d782e25222
darauf	w9_d782e25225
folgenden	w11_d782e25228
Raths	w13_d782e25232
tag	w1_d782e25238
entweder	w3_d782e25241
selbst	w5_d782e25244
persönlich,	w7_d782e25247
oder	w9_d782e25250
durch	w11_d782e25253
genug	w13_d782e25257
sam	w1_d782e25262
bevollmächtigte	w3_d782e25265
Gewalttragere	w5_d782e25268
vor	w7_d782e25271
uns	w9_d782e25274
also	w11_d782e25277
gewiß	w1_d782e25282
zu	w3_d782e25285
erscheinen,	w5_d782e25288
und	w7_d782e25291
ihre	w9_d782e25294
Sprüch	w11_d782e25297
und	w13_d782e25301
For	w15_d782e25304
derungen	w1_d782e25309
Rechts=beständig	w3_d782e25312
zu	w5_d782e25315
erweisen,	w7_d782e25318
und	w9_d782e25321
zu	w11_d782e25324
liquidiren,	w1_d782e25330
wie	w3_d782e25333
im	w5_d782e25336
widrigen	w7_d782e25339
ohne	w9_d782e25342
Rucksicht	w11_d782e25345
auf	w13_d782e25349
die	w1_d782e25354
Ausbleibende	w3_d782e25357
oder	w5_d782e25360
nicht	w7_d782e25363
Liquidirende	w9_d782e25366
mit	w11_d782e25369
Ver	w13_d782e25373
theilung	w1_d782e25378
obbesagt	w3_d782e25381
Reschischen	w5_d782e25384
Verlassenschaften	w7_d782e25387
unter	w1_d782e25392
die	w3_d782e25395
anwesende	w5_d782e25398
und	w7_d782e25401
liquidirende	w9_d782e25404
Partheyen	w11_d782e25407
von	w1_d782e25413
Amts=wegen	w3_d782e25416
fürgegangen,	w5_d782e25419
und	w7_d782e25422
denen	w9_d782e25425
sich	w11_d782e25428
nicht	w1_d782e25433
anmeldenden	w3_d782e25436
oder	w5_d782e25439
ihre	w7_d782e25442
Forderungen	w9_d782e25445
nicht	w11_d782e25448
Rechts=beständig	w1_d782e25453
darzuthuen	w3_d782e25456
vermögenden	w5_d782e25459
Glau	w7_d782e25462
bigern	w1_d782e25467
das	w3_d782e25470
ewige	w5_d782e25473
Stillschweigen	w7_d782e25476
auferleget	w9_d782e25479
seyn	w11_d782e25482
solle.	w1_d782e25488
Wornach	w3_d782e25491
sich	w5_d782e25494
ein	w7_d782e25497
jeder	w9_d782e25500
zu	w11_d782e25503
richten	w13_d782e25507
und	w15_d782e25510
vor	w17_d782e25513
Schaden	w1_d782e25518
zu	w3_d782e25521
hüten	w5_d782e25524
wissen	w7_d782e25527
wird.	w9_d782e25530
</p>
<p id="p112_d782e25533">
Es	w1_d782e25537
ist	w3_d782e25540
in	w5_d782e25543
der	w7_d782e25546
Landes=fürstl.	w9_d782e25549
Stadt	w11_d782e25552
Tulni	w13_d782e25556
des	w15_d782e25559
Herrn	w1_d782e25564
Johann	w3_d782e25567
Jacob	w5_d782e25570
Hiersch,	w7_d782e25573
gewesten	w9_d782e25576
Stadt	w11_d782e25579
richters	w1_d782e25584
seel.	w3_d782e25587
hinterlassenen	w5_d782e25590
Behausung	w7_d782e25593
in	w9_d782e25596
der	w11_d782e25599
gros	w13_d782e25603
sen	w1_d782e25609
Brüder=gassen	w3_d782e25612
mit	w5_d782e25615
Ober	w7_d782e25618
und	w9_d782e25621
Unterwohnan	w11_d782e25624
</p>
<list id="l114_d782e25627">
Es	w1_d782e25631
ist	w3_d782e25634
in	w5_d782e25637
der	w7_d782e25640
Landes=fürstl.	w9_d782e25643
Stadt	w11_d782e25646
Tulni	w13_d782e25650
des	w15_d782e25653
</list>
<p id="p120_d782e25668">
gen,	w1_d782e25672
auch	w3_d782e25675
behörigen	w5_d782e25678
Stallungen	w7_d782e25681
und	w9_d782e25684
einem	w11_d782e25687
schö	w13_d782e25691
nen	w1_d782e25696
Haus=garten	w3_d782e25699
nebst	w5_d782e25702
dem	w7_d782e25705
darauf	w9_d782e25708
haftenden	w11_d782e25711
Brennholz=handel	w1_d782e25716
versehen,	w3_d782e25719
wie	w5_d782e25722
auch	w7_d782e25725
11.	w9_d782e25728
3.	w11_d782e25731
4tel	w13_d782e25735
Joch	w1_d782e25741
Acker,	w3_d782e25744
2.	w5_d782e25747
Tagwerk=wiesen,	w7_d782e25750
und	w9_d782e25753
Krautgar	w11_d782e25756
ten,	w1_d782e25761
Ueberländ=grundstücken	w3_d782e25764
nebst	w5_d782e25767
einem	w7_d782e25770
Stadl,	w9_d782e25773
alles	w1_d782e25778
in	w3_d782e25781
der	w5_d782e25784
Nähe	w7_d782e25787
um	w9_d782e25790
die	w11_d782e25793
Stadt	w13_d782e25797
gelegen,	w15_d782e25800
nebst	w17_d782e25803
4.	w1_d782e25808
Viertel	w3_d782e25811
Weingärten	w5_d782e25814
zu	w7_d782e25817
Freundorf,	w9_d782e25820
und	w11_d782e25823
Sta	w13_d782e25827
storf	w1_d782e25833
licitando	w3_d782e25836
zu	w5_d782e25839
verkaufen,	w7_d782e25842
ob	w9_d782e25845
zwar	w11_d782e25848
bey	w13_d782e25852
der	w15_d782e25855
den	w17_d782e25858
15ten	w1_d782e25863
Junii	w3_d782e25866
a.	w5_d782e25869
c.	w7_d782e25872
fürgewesten	w9_d782e25875
Licitationstagsa	w11_d782e25878
tzung	w1_d782e25883
sich	w3_d782e25886
ein	w5_d782e25889
Kaufer	w7_d782e25892
hervorgethan,	w9_d782e25895
jedoch	w11_d782e25898
auf	w13_d782e25902
die	w1_d782e25907
Schätzung	w3_d782e25910
kein	w5_d782e25913
zulängliches	w7_d782e25916
Anbot	w9_d782e25919
geschlagen,	w11_d782e25922
so	w1_d782e25928
hat	w3_d782e25931
man	w5_d782e25934
doch	w7_d782e25937
iterato	w9_d782e25940
zu	w11_d782e25943
Licitirung	w13_d782e25947
dieser	w15_d782e25950
Rea	w17_d782e25953
litäten	w1_d782e25958
zu	w3_d782e25961
dem	w5_d782e25964
Ende	w7_d782e25967
eine	w9_d782e25970
nochmalige	w11_d782e25973
Licitations	w13_d782e25977
tagsatzung,	w1_d782e25982
und	w3_d782e25985
zwar	w5_d782e25988
auf	w7_d782e25991
den	w9_d782e25994
28.	w11_d782e25997
nächst	w13_d782e26001
kommen	w15_d782e26004
den	w1_d782e26009
Monats	w3_d782e26012
Septemb.	w5_d782e26015
fruhe	w7_d782e26018
um	w9_d782e26021
9.	w11_d782e26024
Uhr	w13_d782e26028
derge	w15_d782e26031
stalten	w1_d782e26037
angeordnet,	w3_d782e26040
daß	w5_d782e26043
an	w7_d782e26046
obbestimmtem	w9_d782e26049
Tag	w11_d782e26052
und	w1_d782e26057
Stund	w3_d782e26060
diejenige,	w5_d782e26063
so	w7_d782e26066
Lust	w9_d782e26069
tragen,	w11_d782e26072
die	w13_d782e26076
Behau	w15_d782e26079
sung	w1_d782e26084
mit	w3_d782e26087
oder	w5_d782e26090
ohne	w7_d782e26093
Grundstücken	w9_d782e26096
käuflich	w11_d782e26099
an	w13_d782e26103
sich	w15_d782e26106
zu	w1_d782e26111
beingen;	w3_d782e26114
auf	w5_d782e26117
gemeiner	w7_d782e26120
Stadt	w9_d782e26123
Tulln	w11_d782e26126
Rath	w13_d782e26130
haus	w1_d782e26136
erscheinen,	w3_d782e26139
die	w5_d782e26142
Hirschische	w7_d782e26145
Creditores	w9_d782e26148
aber	w11_d782e26151
bessere	w1_d782e26156
Käuffer	w3_d782e26159
aufzubringen	w5_d782e26162
sich	w7_d782e26165
also	w9_d782e26168
gewiß	w11_d782e26171
an	w13_d782e26175
gelegen	w1_d782e26180
seyn	w3_d782e26183
lassen	w5_d782e26186
sollen,	w7_d782e26189
als	w9_d782e26192
im	w11_d782e26195
widrigen	w13_d782e26199
diese	w15_d782e26202
Realitäten	w1_d782e26207
auch	w3_d782e26210
unter	w5_d782e26213
der	w7_d782e26216
Schätzung	w9_d782e26219
ex	w11_d782e26222
officio	w13_d782e26226
veräussert	w1_d782e26232
werden	w3_d782e26235
würden.	w5_d782e26238
</p>
<list id="l122_d782e26241">
Landmarschall	w1_d782e26245
rc.	w3_d782e26248
</list>
<head id="h2_d782e26256">
Landmarschall	w1_d782e26260
rc.	w3_d782e26263
</head>
<p id="p4_d782e26266">
Entbiete	w1_d782e26270
N.	w3_d782e26273
allen	w5_d782e26276
und	w7_d782e26279
jeden,	w9_d782e26282
was	w11_d782e26285
Standes	w13_d782e26289
und	w15_d782e26292
Würden	w1_d782e26297
die	w3_d782e26300
seynd,	w5_d782e26303
der	w7_d782e26306
Gebühr	w9_d782e26309
nach	w11_d782e26312
meinen	w13_d782e26316
repe	w15_d782e26319
ctive	w1_d782e26324
Dienst	w3_d782e26327
im	w5_d782e26330
guten	w7_d782e26333
Willen	w9_d782e26336
zuvor,	w11_d782e26339
und	w13_d782e26343
füge	w15_d782e26346
hie	w17_d782e26349
mit	w1_d782e26355
zu	w3_d782e26358
vernehmen:	w5_d782e26361
</p>
<p id="p6_d782e26364">
Es	w1_d782e26368
habe	w3_d782e26371
bey	w5_d782e26374
dem	w7_d782e26377
allergnädigst	w9_d782e26380
anvertraut=N.	w11_d782e26383
Oe.	w1_d782e26388
Landmarschallischen	w3_d782e26391
Gericht	w5_d782e26394
der	w7_d782e26397
wolgeborne	w9_d782e26400
Hr.	w1_d782e26405
Philipp	w3_d782e26408
Dillherr	w5_d782e26411
Freyherr	w7_d782e26414
von	w9_d782e26417
Althenn	w11_d782e26420
man-	w13_d782e26424
datario	w1_d782e26430
nomine	w3_d782e26433
der	w5_d782e26436
Gräfl.	w7_d782e26439
Johann	w9_d782e26442
Anton	w11_d782e26445
Kuef	w13_d782e26449
steinischen	w1_d782e26454
Gerhabschaft	w3_d782e26457
schriftlich	w5_d782e26460
vorgestellet,	w7_d782e26463
was	w9_d782e26466
gestalten	w1_d782e26471
die	w3_d782e26474
den	w5_d782e26477
30.	w7_d782e26480
May	w9_d782e26483
dies	w11_d782e26486
Jahrs	w13_d782e26490
fürgeweste	w15_d782e26493
Licitations=tagsatzung	w1_d782e26498
der	w3_d782e26501
Gräfl.	w5_d782e26504
Kuefsteinischen	w7_d782e26507
Pupillar=herrschaft	w1_d782e26513
Litschau	w3_d782e26516
mehrmalen	w5_d782e26519
aus	w7_d782e26522
Ab	w9_d782e26525
gang	w1_d782e26530
eines	w3_d782e26533
Kaufers	w5_d782e26536
fruchtlos	w7_d782e26539
verstrichen	w9_d782e26542
wäre,	w11_d782e26545
die	w13_d782e26549
jemnach	w1_d782e26554
gebetten,	w3_d782e26557
ich	w5_d782e26560
geruhete	w7_d782e26563
ein	w9_d782e26566
anderweitiges	w11_d782e26569
Licitations=edict	w1_d782e26574
bey	w3_d782e26577
der	w5_d782e26580
Canzley	w7_d782e26583
ausfertigen	w9_d782e26586
zu	w11_d782e26589
lassen,	w1_d782e26595
wann	w3_d782e26598
nun	w5_d782e26601
in	w7_d782e26604
dieses	w9_d782e26607
Begehren	w11_d782e26610
gewilliget,	w13_d782e26614
und	w1_d782e26619
zur	w3_d782e26622
nochmaligen	w5_d782e26625
Licitations=tagsatzung	w7_d782e26628
der	w9_d782e26631
30.	w1_d782e26636
dies	w3_d782e26639
Monats	w5_d782e26642
Augusti	w7_d782e26645
bestimmet	w9_d782e26648
worden.	w11_d782e26651
Als	w13_d782e26655
hat	w1_d782e26660
man	w3_d782e26663
ein	w5_d782e26666
solches	w7_d782e26669
jedermänniglich	w9_d782e26672
zu	w11_d782e26675
dem	w13_d782e26679
Ende	w15_d782e26682
kund	w1_d782e26688
machen	w3_d782e26691
wollen,	w5_d782e26694
damit	w7_d782e26697
der	w9_d782e26700
oder	w11_d782e26703
diejenige,	w13_d782e26707
welche	w1_d782e26712
obberührte	w3_d782e26715
Herrschaft	w5_d782e26718
Litschau	w7_d782e26721
cum	w9_d782e26724
ap-	w11_d782e26727
pertinentiis	w1_d782e26732
käuflich	w3_d782e26735
an	w5_d782e26738
sich	w7_d782e26741
zu	w9_d782e26744
bringen	w11_d782e26747
Willens	w13_d782e26751
sind,	w1_d782e26756
am	w3_d782e26759
obbestimmten	w5_d782e26762
Tag	w7_d782e26765
fruhe	w9_d782e26768
um	w11_d782e26771
8.	w13_d782e26775
Uhr	w15_d782e26778
ad	w17_d782e26781
licitandum,	w1_d782e26787
tractandum	w3_d782e26790
&	w5_d782e26793
concludendum	w7_d782e26796
vor	w9_d782e26799
Gericht	w1_d782e26804
zu	w3_d782e26807
erscheinen	w5_d782e26810
wissen	w7_d782e26813
mögen;	w9_d782e26816
annebst	w11_d782e26819
wird	w13_d782e26823
denen	w1_d782e26828
sammentlichen	w3_d782e26831
Gräfl.	w5_d782e26834
Johann	w7_d782e26837
Anton	w9_d782e26840
Kuef	w11_d782e26843
steinischen	w1_d782e26848
respective	w3_d782e26851
Herren	w5_d782e26854
und	w7_d782e26857
Frauen	w9_d782e26860
Credito	w11_d782e26863
ribus	w1_d782e26869
hiemit	w3_d782e26872
anbefohlen,	w5_d782e26875
daß	w7_d782e26878
selbe	w9_d782e26881
bey	w11_d782e26884
dieser	w13_d782e26888
Li	w15_d782e26891
citations=tagsatzung	w1_d782e26896
alsogewiß	w3_d782e26899
erscheinen,	w5_d782e26902
und	w7_d782e26905
al	w9_d782e26908
lenfalls	w1_d782e26913
das	w3_d782e26916
ihnen	w5_d782e26919
zu	w7_d782e26922
statten	w9_d782e26925
kommende	w11_d782e26928
Jus	w13_d782e26932
offe-	w15_d782e26935
rendi	w1_d782e26940
exerciren,	w3_d782e26943
als	w5_d782e26946
im	w7_d782e26949
widrigen	w9_d782e26952
der	w11_d782e26955
Kauf	w13_d782e26959
abge	w15_d782e26962
schlossen,	w1_d782e26968
und	w3_d782e26971
dieselbe	w5_d782e26974
mit	w7_d782e26977
dem	w9_d782e26980
Jure	w11_d782e26983
offerendi	w13_d782e26987
nicht	w1_d782e26992
mehr	w3_d782e26995
gehöret	w5_d782e26998
werden	w7_d782e27001
sollen.	w9_d782e27004
</p>
<p id="p8_d782e27007">
Wer	w1_d782e27011
Banoreneiher	w3_d782e27014
dutdaennalten	w5_d782e27017
und	w7_d782e27020
Mris	w9_d782e27023
der	w1_d782e27028
Stadt	w3_d782e27031
Wien,	w5_d782e27034
geben	w7_d782e27037
hiemit	w9_d782e27040
durch	w11_d782e27043
dieses	w13_d782e27047
offene	w15_d782e27050
Edict	w1_d782e27055
jedermänniglich	w3_d782e27058
zu	w5_d782e27061
vernehmen,	w7_d782e27064
wasgestal	w9_d782e27067
ten	w1_d782e27073
wir	w3_d782e27076
über	w5_d782e27079
schriftlich	w7_d782e27082
beschehenes	w9_d782e27085
Anlangen	w11_d782e27088
und	w13_d782e27092
dienstl.	w1_d782e27097
Bitten	w3_d782e27100
deren	w5_d782e27103
von	w7_d782e27106
Petenneggischen	w9_d782e27109
Erben	w11_d782e27112
unterm	w1_d782e27117
8	w3_d782e27120
dies	w5_d782e27123
in	w7_d782e27126
ein	w9_d782e27129
gewönliches	w11_d782e27132
Licitations	w13_d782e27136
edict	w15_d782e27139
gewilliget	w1_d782e27144
und	w3_d782e27147
verordnet	w5_d782e27150
haben,	w7_d782e27153
daß	w9_d782e27156
die	w11_d782e27159
Klersische	w13_d782e27163
in	w1_d782e27169
der	w3_d782e27172
obern	w5_d782e27175
Bäckenstrassen	w7_d782e27178
liegende	w9_d782e27181
Behausung	w11_d782e27184
offentlich	w1_d782e27189
ausgefeilet,	w3_d782e27192
und	w5_d782e27195
dem	w7_d782e27198
Meistbietenden	w9_d782e27201
ver	w11_d782e27204
kaufet	w1_d782e27209
werden	w3_d782e27212
solle.	w5_d782e27215
Da	w7_d782e27218
nun	w9_d782e27221
hierzu	w11_d782e27224
der	w13_d782e27228
26.	w15_d782e27231
Mo	w17_d782e27234
nats	w1_d782e27239
tag	w3_d782e27242
Sept.	w5_d782e27245
laufenden	w7_d782e27248
1763	w9_d782e27251
Jahrs	w11_d782e27254
zur	w13_d782e27258
Tagsa	w15_d782e27261
tzung	w1_d782e27267
bestimmet	w3_d782e27270
worden	w5_d782e27273
ist,	w7_d782e27276
als	w9_d782e27279
wird	w11_d782e27282
ein	w13_d782e27286
solches	w15_d782e27289
hiemit	w1_d782e27294
jedermann,	w3_d782e27297
wer	w5_d782e27300
etwann	w7_d782e27303
dieses	w9_d782e27306
Haus	w11_d782e27309
käufl.	w13_d782e27313
an	w1_d782e27318
sich	w3_d782e27321
zu	w5_d782e27324
bringen	w7_d782e27327
gesinnet	w9_d782e27330
ist,	w11_d782e27333
mit	w13_d782e27337
diesem	w15_d782e27340
Edict	w17_d782e27343
zu	w1_d782e27348
dem	w3_d782e27351
Ende	w5_d782e27354
kund	w7_d782e27357
und	w9_d782e27360
zu	w11_d782e27363
wissen	w13_d782e27367
gemacht	w15_d782e27370
damit	w17_d782e27373
ein	w1_d782e27379
sich	w3_d782e27382
hervorthuender	w5_d782e27385
Kaufer	w7_d782e27388
bey	w9_d782e27391
obbemeltbe	w11_d782e27394
stimmten	w1_d782e27399
Licitations	w3_d782e27402
tagsatzung	w5_d782e27405
fruhs	w7_d782e27408
um	w9_d782e27411
9.	w11_d782e27414
Uhr	w13_d782e27418
oder	w1_d782e27423
da	w3_d782e27426
wir	w5_d782e27429
selbigen	w7_d782e27432
Tags	w9_d782e27435
etwann	w11_d782e27438
anderer	w13_d782e27442
Geschäf	w15_d782e27445
ten	w1_d782e27450
halber	w3_d782e27453
nicht	w5_d782e27456
zu	w7_d782e27459
Raht	w9_d782e27462
sitzeten,	w11_d782e27465
den	w13_d782e27469
nächst	w15_d782e27472
darauf	w17_d782e27475
folgenden	w1_d782e27481
Rahts	w3_d782e27484
tag	w5_d782e27487
vor	w7_d782e27490
uns	w9_d782e27493
erscheinen,	w11_d782e27496
und	w13_d782e27500
sich	w15_d782e27503
bey	w1_d782e27508
unfer	w3_d782e27511
und	w5_d782e27514
Gemeiner	w7_d782e27517
Stadt	w9_d782e27520
Grund=buch	w11_d782e27523
durch	w1_d782e27528
den	w3_d782e27531
daselbstigen	w5_d782e27534
Amts=schreiber	w7_d782e27537
anmelden	w9_d782e27540
lassen	w1_d782e27545
möge,	w3_d782e27548
alwo	w5_d782e27551
sodann	w7_d782e27554
das	w9_d782e27557
weiter=Behörige	w11_d782e27560
tractiret	w1_d782e27566
werden	w3_d782e27569
solle.	w5_d782e27572
</p>
<list id="l10_d782e27575">
Wer	w1_d782e27579
Banoreneiher	w3_d782e27582
dutdaennalten	w5_d782e27585
und	w7_d782e27588
Mris	w9_d782e27591
</list>
<list id="l12_d782e27596">
Wir	w1_d782e27600
Burgermeister	w3_d782e27603
amts=verwalter	w5_d782e27606
und	w7_d782e27609
Raht	w9_d782e27612
</list>
<p id="p14_d782e27616">
Wir	w1_d782e27620
Burgermeister	w3_d782e27623
amts=verwalter	w5_d782e27626
und	w7_d782e27629
Raht	w9_d782e27632
der	w1_d782e27637
Stadt	w3_d782e27640
Wien,	w5_d782e27643
geben	w7_d782e27646
hiemit	w9_d782e27649
durch	w11_d782e27652
dieses	w13_d782e27656
offene	w15_d782e27659
Edict	w1_d782e27664
jedermänniglich	w3_d782e27667
zu	w5_d782e27670
vernehmen,	w7_d782e27673
wasgestal	w9_d782e27676
ten	w1_d782e27682
wir	w3_d782e27685
über	w5_d782e27688
schriftlich	w7_d782e27691
beschehenes	w9_d782e27694
Anlangen	w11_d782e27697
und	w13_d782e27701
ferner	w1_d782e27706
gehorsamstes	w3_d782e27709
Bitten	w5_d782e27712
Johann	w7_d782e27715
und	w9_d782e27718
Jgnatz	w11_d782e27721
Nickl,	w1_d782e27726
als	w3_d782e27729
Barbara	w5_d782e27732
Stettmayerischen	w7_d782e27735
Erbens=erben	w9_d782e27738
unterm	w1_d782e27743
18.	w3_d782e27746
Junii	w5_d782e27749
1763.	w7_d782e27752
in	w9_d782e27755
ein	w11_d782e27758
nochmaliges	w13_d782e27762
Lici	w15_d782e27765
tations=edict	w1_d782e27771
gewilliget	w3_d782e27774
und	w5_d782e27777
verordnet	w7_d782e27780
haben,	w9_d782e27783
daß	w11_d782e27786
die	w1_d782e27791
Stettmayerischen	w3_d782e27794
in	w5_d782e27797
der	w7_d782e27800
Teinfalt=strassen	w9_d782e27803
li	w11_d782e27806
gende	w1_d782e27811
Behausung	w3_d782e27814
nochmalen	w5_d782e27817
öffentlich	w7_d782e27820
ausgefei	w9_d782e27823
let,	w1_d782e27828
und	w3_d782e27831
dem	w5_d782e27834
Meistbietenden	w7_d782e27837
verkaufet	w9_d782e27840
werden	w11_d782e27843
solle.	w13_d782e27847
Da	w1_d782e27853
nun	w3_d782e27856
hierzu	w5_d782e27859
der	w7_d782e27862
16.	w9_d782e27865
Monats=tag	w11_d782e27868
Sept.	w13_d782e27872
lau	w15_d782e27875
fenden	w1_d782e27880
1763.	w3_d782e27883
Jahrs	w5_d782e27886
zur	w7_d782e27889
Tagsatzung	w9_d782e27892
bestimmet	w11_d782e27895
worden	w1_d782e27900
ist,	w3_d782e27903
als	w5_d782e27906
wird	w7_d782e27909
ein	w9_d782e27912
solches	w11_d782e27915
hiemit	w13_d782e27919
jedermann,	w15_d782e27922
wer	w1_d782e27927
etwann	w3_d782e27930
dieses	w5_d782e27933
Haus	w7_d782e27936
käuflichen	w9_d782e27939
an	w11_d782e27942
sich	w13_d782e27946
zu	w15_d782e27949
brin	w17_d782e27952
gen	w1_d782e27958
gesinnet	w3_d782e27961
ist,	w5_d782e27964
mit	w7_d782e27967
diesem	w9_d782e27970
Edict	w11_d782e27973
zu	w13_d782e27977
dem	w15_d782e27980
Ende	w17_d782e27983
kund	w1_d782e27988
und	w3_d782e27991
zu	w5_d782e27994
wissen	w7_d782e27997
gemacht,	w9_d782e28000
damit	w11_d782e28003
ein	w13_d782e28007
sich	w15_d782e28010
her	w17_d782e28013
vorthuender	w1_d782e28018
Kaufer	w3_d782e28021
bey	w5_d782e28024
obbemelt=bestimmten	w7_d782e28027
Li	w9_d782e28030
citations=tagsatzung	w1_d782e28035
fruhe	w3_d782e28038
um	w5_d782e28041
9.	w7_d782e28044
Uhr,	w9_d782e28047
oder	w11_d782e28050
da	w13_d782e28054
wir	w15_d782e28057
selbigen	w1_d782e28063
Tags	w3_d782e28066
etwann	w5_d782e28069
anderer	w7_d782e28072
Geschäften	w9_d782e28075
halber	w11_d782e28078
nicht	w1_d782e28083
zu	w3_d782e28086
Raht	w5_d782e28089
sitzeten,	w7_d782e28092
den	w9_d782e28095
nächst	w11_d782e28098
darauf	w13_d782e28102
folgenden	w15_d782e28105
Rahts	w1_d782e28110
tag	w3_d782e28113
vor	w5_d782e28116
uns	w7_d782e28119
erscheinen,	w9_d782e28122
und	w11_d782e28125
sich	w13_d782e28129
bey	w15_d782e28132
unser	w17_d782e28135
und	w1_d782e28140
Gemeiner	w3_d782e28143
Stadt	w5_d782e28146
Grund	w7_d782e28149
buch	w9_d782e28152
durch	w11_d782e28155
den	w13_d782e28159
da	w15_d782e28162
selbstigen	w1_d782e28168
Amt=schreiber	w3_d782e28171
anmelden	w5_d782e28174
lassen	w7_d782e28177
möge,	w9_d782e28180
allwo	w1_d782e28185
sodann	w3_d782e28188
das	w5_d782e28191
weiter	w7_d782e28194
Behörige	w9_d782e28197
tractiret	w11_d782e28200
werden	w13_d782e28204
solle.	w1_d782e28209
</p>
<list id="l16_d782e28212">
Es	w1_d782e28216
seynd	w3_d782e28219
auf	w5_d782e28222
allhiesigem	w7_d782e28225
Peters=platz	w9_d782e28228
in	w11_d782e28231
dem	w13_d782e28235
</list>
<p id="p18_d782e28239">
Es	w1_d782e28243
sund	w3_d782e28246
auf	w5_d782e28249
allhasgemRateva=ulat	w7_d782e28252
in	w9_d782e28255
han	w11_d782e28258
sogenannten	w1_d782e28263
Klein=peters=haus	w3_d782e28266
im	w5_d782e28269
dritten	w7_d782e28272
Stock	w9_d782e28275
verschiedene	w1_d782e28280
gute	w3_d782e28283
Mahlereyen,	w5_d782e28286
Stuck	w7_d782e28289
und	w9_d782e28292
Paar	w11_d782e28295
weis	w1_d782e28301
zu	w3_d782e28304
verkaufen;	w5_d782e28307
so	w7_d782e28310
sich	w9_d782e28313
einige	w11_d782e28316
Liebhabere	w13_d782e28320
darzu	w15_d782e28323
einfinden	w1_d782e28328
werden,	w3_d782e28331
könen	w5_d782e28334
solche	w7_d782e28337
Mahlereyen	w9_d782e28340
denen	w11_d782e28343
selben	w1_d782e28348
im	w3_d782e28351
besagtem	w5_d782e28354
Haus	w7_d782e28357
gezeiget	w9_d782e28360
werden.	w11_d782e28363
