<doc id="wr_1762-07-28" attrs="word" year="1762" month="07" day="28" corpus="2">
<head id="h2_d677e3437">
Warschau	w1_d677e3441
Großfürst	w5_d677e23875
und	w7_d677e23878
Erbnehmer	w9_d677e23881
des	w11_d677e23884
Rußischen	w13_d677e23888
Thrones	w15_d677e23891
fügte	w17_d677e23894
er	w19_d677e23897
seiner	w21_d677e23900
Allerdurch	w23_d677e23903
leuchtigsten	w1_d677e23908
Muhme	w3_d677e23911
und	w5_d677e23914
Monarchin	w7_d677e23917
mancherley	w9_d677e23920
Herzeleid	w11_d677e23923
zu,	w13_d677e23927
und	w15_d677e23930
verursachte	w17_d677e23933
ihr	w19_d677e23936
viele	w21_d677e23939
Sor	w23_d677e23942
gen	w1_d677e23947
und	w3_d677e23950
Bekümmernüß,	w5_d677e23953
wie	w7_d677e23956
solches	w9_d677e23959
unserem	w11_d677e23962
ganzen	w13_d677e23966
Hofe	w15_d677e23969
bekannt	w17_d677e23972
ist.	w19_d677e23975
Er	w21_d677e23978
verstellte	w23_d677e23981
sich	w25_d677e23985
zwar	w27_d677e23988
in	w1_d677e23994
seinem	w3_d677e23997
äußerlichen	w5_d677e24000
Betragen	w7_d677e24003
so	w9_d677e24006
viel	w11_d677e24009
ihm	w13_d677e24013
möglich	w15_d677e24016
war,	w17_d677e24019
da	w19_d677e24022
ihm	w21_d677e24025
noch	w23_d677e24028
einige	w25_d677e24032
Forcht	w27_d677e24035
für	w29_d677e24038
die	w31_d677e24041
höchstseelige	w1_d677e24046
Monarchin	w3_d677e24049
zurück	w5_d677e24052
hielt;	w7_d677e24055
sahe	w9_d677e24058
aber	w11_d677e24061
im	w13_d677e24065
Herzen	w15_d677e24068
die	w17_d677e24071
Liebe,	w19_d677e24074
die	w21_d677e24077
sie	w23_d677e24080
als	w25_d677e24084
seine	w27_d677e24087
Blutsfreun	w29_d677e24090
din	w1_d677e24095
für	w3_d677e24098
ihn	w5_d677e24101
hegte,	w7_d677e24104
als	w9_d677e24107
den	w11_d677e24110
äußersten	w13_d677e24114
Zwang	w15_d677e24117
und	w17_d677e24120
eine	w19_d677e24123
Sclaverey	w21_d677e24126
an,	w23_d677e24129
und	w25_d677e24133
enthielt	w27_d677e24136
sich	w29_d677e24139
auch	w31_d677e24142
schon	w33_d677e24145
damalen	w1_d677e24150
nicht,	w3_d677e24153
allen	w5_d677e24156
unseren	w7_d677e24159
getreuen	w9_d677e24162
Unterthanen	w11_d677e24165
öffentliche	w13_d677e24169
Merkmale	w15_d677e24172
seiner	w17_d677e24175
sträflichen	w19_d677e24178
Un	w21_d677e24181
dankbarkeit,	w1_d677e24187
theils	w3_d677e24190
durch	w5_d677e24193
Verachtung	w7_d677e24196
ihrer	w9_d677e24199
Person	w11_d677e24202
selbst,	w13_d677e24206
theils	w15_d677e24209
durch	w17_d677e24212
seinen	w19_d677e24215
Haß	w21_d677e24218
gegen	w23_d677e24221
das	w25_d677e24225
</p>
<p id="p16_d677e24239">
Vatterland	w1_d677e24243
blicken	w3_d677e24246
zu	w5_d677e24249
lassen:	w7_d677e24252
ja	w9_d677e24255
die	w11_d677e24258
Gefälligkeit	w13_d677e24262
für	w15_d677e24265
seine	w17_d677e24268
eigene	w19_d677e24271
Leidenschaften	w21_d677e24274
gieng	w23_d677e24277
endlich	w25_d677e24281
so	w27_d677e24284
weit,	w1_d677e24289
daß	w3_d677e24292
er	w5_d677e24295
allen	w7_d677e24298
Wolstand	w9_d677e24301
und	w11_d677e24304
Würde	w13_d677e24308
des	w15_d677e24311
Thron=folgers	w17_d677e24314
von	w19_d677e24317
einem	w21_d677e24320
so	w23_d677e24323
grossen	w25_d677e24327
Reiche	w27_d677e24330
aus	w29_d677e24333
den	w1_d677e24338
Augen	w3_d677e24341
setzte.	w5_d677e24344
Mit	w7_d677e24347
einem	w9_d677e24350
Worte,	w11_d677e24353
man	w13_d677e24357
sahe	w15_d677e24360
schon	w17_d677e24363
damalen	w19_d677e24366
in	w21_d677e24369
ihm	w23_d677e24372
sehr	w25_d677e24376
wenig	w27_d677e24379
Merkmale	w29_d677e24382
von	w1_d677e24388
einer	w3_d677e24391
auch	w5_d677e24394
nur	w7_d677e24397
mittelmäßigen	w9_d677e24400
Ehrbegierde.	w11_d677e24403
Was	w13_d677e24407
war	w15_d677e24410
die	w17_d677e24413
Folge	w19_d677e24416
davon?	w21_d677e24419
kaum	w23_d677e24422
war	w25_d677e24426
er	w27_d677e24429
versichert,	w1_d677e24434
daß	w3_d677e24437
seine	w5_d677e24440
Muhme	w7_d677e24443
und	w9_d677e24446
Wolthäterin	w11_d677e24449
sich	w13_d677e24453
ihrem	w15_d677e24456
Ende	w17_d677e24459
nähere;	w19_d677e24462
so	w21_d677e24465
hatte	w23_d677e24468
er	w25_d677e24472
schon	w27_d677e24475
ihr	w29_d677e24478
Andenken	w1_d677e24483
aus	w3_d677e24486
seinem	w5_d677e24489
Herzen	w7_d677e24492
verbannet,	w9_d677e24495
ebe	w11_d677e24498
noch	w13_d677e24502
GOtt	w15_d677e24505
ihre	w17_d677e24508
Seele	w19_d677e24511
zu	w21_d677e24514
sich	w23_d677e24517
genommen	w25_d677e24521
hatte.	w27_d677e24524
Jhren	w1_d677e24529
erblasten	w3_d677e24532
Körper	w5_d677e24535
würdigte	w7_d677e24538
er	w9_d677e24541
entweder	w11_d677e24544
gar	w13_d677e24548
keines	w15_d677e24551
Anblicks,	w17_d677e24554
oder	w19_d677e24557
wenn	w21_d677e24560
er	w23_d677e24563
bey	w25_d677e24567
Gelegenhei	w27_d677e24570
ten,	w1_d677e24576
da	w3_d677e24579
das	w5_d677e24582
Ceremoniel	w7_d677e24585
seine	w9_d677e24588
Gegenwart	w11_d677e24591
erforderte,	w13_d677e24595
sich	w15_d677e24598
dessen	w17_d677e24601
nicht	w19_d677e24604
entziehen	w21_d677e24607
konte,	w23_d677e24610
sahe	w25_d677e24614
er	w27_d677e24617
ihren	w29_d677e24620
Sarg	w1_d677e24625
mit	w3_d677e24628
freudigen	w5_d677e24631
Augen	w7_d677e24634
an,	w9_d677e24637
und	w11_d677e24640
stieß	w13_d677e24644
dabey	w15_d677e24647
allerley	w17_d677e24650
undankbare	w19_d677e24653
Reden	w21_d677e24656
aus.	w23_d677e24659
Ja	w25_d677e24663
es	w27_d677e24666
wäre	w29_d677e24669
nicht	w1_d677e24674
einmal	w3_d677e24677
der	w5_d677e24680
Körper	w7_d677e24683
dieser	w9_d677e24686
grossen,	w11_d677e24689
und	w13_d677e24693
leutseligen	w15_d677e24696
Monarchin	w17_d677e24699
mit	w19_d677e24702
den	w21_d677e24705
gebührenden	w23_d677e24708
Ehren	w25_d677e24712
bezeugungen	w1_d677e24717
zur	w3_d677e24720
Erde	w5_d677e24723
bestattet	w7_d677e24726
worden,	w9_d677e24729
wenn	w11_d677e24732
nicht	w13_d677e24736
das	w15_d677e24739
Band	w17_d677e24742
der	w19_d677e24745
Verwandschaft,	w21_d677e24748
wodurch	w23_d677e24751
Wir	w1_d677e24757
mit	w3_d677e24760
ihrem	w5_d677e24763
Geblüte	w7_d677e24766
vereiniget	w9_d677e24769
worden,	w11_d677e24772
so	w13_d677e24776
wie	w15_d677e24779
Unsere	w17_d677e24782
zärtliche	w19_d677e24785
Zuneigungen	w21_d677e24788
für	w23_d677e24791
sie,	w25_d677e24795
und	w27_d677e24798
ihre	w29_d677e24801
gegenseitige	w1_d677e24806
außerordentliche	w3_d677e24809
Liebe	w5_d677e24812
für	w7_d677e24815
Uns,	w9_d677e24818
diese	w11_d677e24821
Pflicht	w13_d677e24825
Uns	w15_d677e24828
auferleget	w17_d677e24831
hätte.	w19_d677e24834
Es	w21_d677e24837
dunkte	w23_d677e24840
ihn,	w25_d677e24844
die	w1_d677e24849
höchste	w3_d677e24852
Gewalt,	w5_d677e24855
die	w7_d677e24858
er	w9_d677e24861
nunmehro	w11_d677e24864
als	w13_d677e24868
Monarch	w15_d677e24871
in	w17_d677e24874
Handen	w19_d677e24877
hatte,	w21_d677e24880
habe	w23_d677e24883
nicht	w25_d677e24887
ihren	w27_d677e24890
Ursprung	w29_d677e24893
von	w1_d677e24898
GOtt,	w3_d677e24901
sey	w5_d677e24904
auch	w7_d677e24907
nicht	w9_d677e24910
zum	w11_d677e24913
Besten	w13_d677e24917
und	w15_d677e24920
Wol	w17_d677e24923
seiner	w19_d677e24926
Unterthanen	w21_d677e24929
eingesetzet,	w23_d677e24932
sondern	w25_d677e24936
ungefäh	w27_d677e24939
rer	w1_d677e24945
Weise	w3_d677e24948
ihm	w5_d677e24951
zugefallen,	w7_d677e24954
um	w9_d677e24957
seine	w11_d677e24960
Begierden	w13_d677e24964
vergnügen	w15_d677e24967
zu	w17_d677e24970
können.	w19_d677e24973
Er	w21_d677e24976
vereinigte	w23_d677e24979
also	w25_d677e24983
seine	w27_d677e24986
unumschränkte	w1_d677e24991
Macht	w3_d677e24994
mit	w5_d677e24997
seinen	w7_d677e25000
unüberlegten	w9_d677e25003
Trieben;	w11_d677e25006
um	w13_d677e25010
Neuerungen	w15_d677e25013
im	w17_d677e25016
Reiche	w19_d677e25019
zu	w21_d677e25022
machen,	w23_d677e25025
so	w1_d677e25030
wie	w3_d677e25033
sie	w5_d677e25036
sein	w7_d677e25039
schwacher	w9_d677e25042
Geist	w11_d677e25045
zu	w13_d677e25049
Kränkung	w15_d677e25052
der	w17_d677e25055
Nation,	w19_d677e25058
nur	w21_d677e25061
ersinnen	w23_d677e25064
konte.	w25_d677e25068
Da	w27_d677e25071
er,	w29_d677e25074
wie	w31_d677e25077
man	w33_d677e25080
deutlich	w1_d677e25085
gesehen,	w3_d677e25088
keine	w5_d677e25091
Spur	w7_d677e25094
der	w9_d677e25097
wahren	w11_d677e25100
Griechischen	w13_d677e25104
Religion	w15_d677e25107
(obwol	w17_d677e25110
er	w19_d677e25113
in	w21_d677e25116
derselben	w23_d677e25119
genugsam	w25_d677e25123
unterrichtet	w1_d677e25129
worden)	w3_d677e25132
in	w5_d677e25135
seinem	w7_d677e25138
Herzen	w9_d677e25141
hegte,	w11_d677e25144
so	w13_d677e25148
versuchte	w15_d677e25151
er	w17_d677e25154
zu	w19_d677e25157
allerförderst	w21_d677e25160
den	w23_d677e25163
von	w25_d677e25167
Alters	w27_d677e25170
her	w29_d677e25173
in	w1_d677e25178
Rußland	w3_d677e25181
eingeführten	w5_d677e25184
wahren	w7_d677e25187
Glauben	w9_d677e25190
durch	w11_d677e25193
seine	w13_d677e25197
unumschränkte	w15_d677e25200
Gewalt	w17_d677e25203
unter	w19_d677e25206
dem	w21_d677e25209
Volke	w23_d677e25212
auszurotten,	w1_d677e25217
und	w3_d677e25220
entzog	w5_d677e25223
sich	w7_d677e25226
selbst	w9_d677e25229
dem	w11_d677e25232
Hause	w13_d677e25236
GOttes,	w15_d677e25239
bezeigte	w17_d677e25242
auch	w19_d677e25245
sonst	w21_d677e25248
nicht	w23_d677e25251
die	w25_d677e25255
geringste	w27_d677e25258
Andacht:	w1_d677e25263
und	w3_d677e25266
wenn	w5_d677e25269
gewissenhafte	w7_d677e25272
Personen	w9_d677e25275
von	w11_d677e25278
seinen	w13_d677e25282
Unterthanen,	w15_d677e25285
die	w17_d677e25288
seine	w19_d677e25291
wenige	w21_d677e25294
Ehrer	w23_d677e25297
bietung	w1_d677e25303
gegen	w3_d677e25306
die	w5_d677e25309
Heiligen,	w7_d677e25312
und	w9_d677e25315
seine	w11_d677e25318
Verachtung,	w13_d677e25322
oder	w15_d677e25325
vielmehr	w17_d677e25328
Verspottung,	w19_d677e25331
der	w21_d677e25334
Kirchen	w23_d677e25337
gebräuche	w1_d677e25342
sahen,	w3_d677e25345
und	w5_d677e25348
dadurch	w7_d677e25351
geärgert	w9_d677e25354
wurden,	w11_d677e25357
sich	w13_d677e25361
erkühnten	w15_d677e25364
ihm	w17_d677e25367
solches	w19_d677e25370
mit	w21_d677e25373
aller	w23_d677e25376
Ehrforcht	w25_d677e25380
vorzustellen,	w1_d677e25385
so	w3_d677e25388
entgiengen	w5_d677e25391
sie	w7_d677e25394
kaum	w9_d677e25397
den	w11_d677e25400
üblen	w13_d677e25404
Folgen,	w15_d677e25407
die	w17_d677e25410
bey	w19_d677e25413
einem	w21_d677e25416
eigensinnigen,	w23_d677e25419
ziegellosen,	w25_d677e25423
und	w1_d677e25428
keinem	w3_d677e25431
menschlichen	w5_d677e25434
Gerichte	w7_d677e25437
unterworfenen	w9_d677e25440
Regenten	w11_d677e25443
allemal	w13_d677e25447
zu	w15_d677e25450
beförchten	w17_d677e25453
sind.	w19_d677e25456
End	w21_d677e25459
lich	w1_d677e25465
fienge	w3_d677e25468
er	w5_d677e25471
sogar	w7_d677e25474
an,	w9_d677e25477
auf	w11_d677e25480
die	w13_d677e25484
Zerstöhrung	w15_d677e25487
der	w17_d677e25490
Kirchen	w19_d677e25493
selbst	w21_d677e25496
zu	w23_d677e25499
sinnen,	w25_d677e25503
und	w27_d677e25506
hatte	w29_d677e25509
schon	w31_d677e25512
würk	w33_d677e25515
lich	w1_d677e25520
den	w3_d677e25523
Befehl	w5_d677e25526
gegeben,	w7_d677e25529
einige	w9_d677e25532
derselben	w11_d677e25535
nieder	w13_d677e25539
zu	w15_d677e25542
reissen;	w17_d677e25545
vorher	w19_d677e25548
war	w21_d677e25551
aber	w23_d677e25554
schon	w25_d677e25558
denenjenigen,	w27_d677e25561
die	w1_d677e25566
ihrer	w3_d677e25569
schwächlichen	w5_d677e25572
Gesundheit	w7_d677e25575
halber	w9_d677e25578
die	w11_d677e25581
öffentlichen	w13_d677e25585
Kirchen	w15_d677e25588
nicht	w17_d677e25591
besuchen	w19_d677e25594
konten,	w21_d677e25597
und	w23_d677e25600
dennoch	w1_d677e25605
in	w3_d677e25608
ihren	w5_d677e25611
Häusern	w7_d677e25614
GOtt	w9_d677e25617
ihr	w11_d677e25620
Gebett	w13_d677e25624
darbringen	w15_d677e25627
wollten,	w17_d677e25630
ein	w19_d677e25633
für	w21_d677e25636
allemal	w23_d677e25639
von	w25_d677e25643
ihm	w27_d677e25646
ver	w29_d677e25649
botten	w1_d677e25655
worden,	w3_d677e25658
keine	w5_d677e25661
Capelle	w7_d677e25664
in	w9_d677e25667
ihren	w11_d677e25670
Häusern	w13_d677e25674
zu	w15_d677e25677
halten.	w17_d677e25680
Also	w19_d677e25683
wolte	w21_d677e25686
er	w23_d677e25689
über	w25_d677e25693
rechtglaubige	w27_d677e25696
Christen	w1_d677e25701
herrschen,	w3_d677e25704
und	w5_d677e25707
suchte	w7_d677e25710
gleichwol	w9_d677e25713
die	w11_d677e25716
Forcht	w13_d677e25720
GOttes,	w15_d677e25723
die	w17_d677e25726
uns	w19_d677e25729
in	w21_d677e25732
der	w23_d677e25735
heiligen	w25_d677e25739
Schrift	w27_d677e25742
als	w1_d677e25747
der	w3_d677e25750
Anfang	w5_d677e25753
der	w7_d677e25756
Weisheit	w9_d677e25759
angedeutet	w11_d677e25762
wird,	w13_d677e25766
bey	w15_d677e25769
denenselben	w17_d677e25772
zu	w19_d677e25775
erstücken.	w21_d677e25778
</p>
<p id="p18_d677e25781">
Nächst	w1_d677e25785
dieser	w3_d677e25788
wenigen	w5_d677e25791
Liebe	w7_d677e25794
zu	w9_d677e25797
GOtt,	w11_d677e25800
und	w13_d677e25804
der	w15_d677e25807
Hindansetzung	w17_d677e25810
seines	w19_d677e25813
Gesätzes,	w21_d677e25816
tratt	w23_d677e25819
er	w1_d677e25824
auch	w3_d677e25827
alle	w5_d677e25830
natürliche,	w7_d677e25833
und	w9_d677e25836
weltliche	w11_d677e25839
Gesätze	w13_d677e25843
mit	w15_d677e25846
Füssen,	w17_d677e25849
indeme	w19_d677e25852
er	w21_d677e25855
den	w23_d677e25858
von	w25_d677e25862
GOtt	w27_d677e25865
Uns	w29_d677e25868
verliehenen	w1_d677e25873
einigen	w3_d677e25876
Sohn,	w5_d677e25879
den	w7_d677e25882
Großfürsten	w9_d677e25885
Paul	w11_d677e25888
Petrowitsch,	w13_d677e25892
sogleich	w15_d677e25895
bey	w17_d677e25898
seiner	w19_d677e25901
Gelan	w21_d677e25904
gung	w1_d677e25910
auf	w3_d677e25913
den	w5_d677e25916
Rußisch=kaiserlichen	w7_d677e25919
Thron	w9_d677e25922
nicht	w11_d677e25925
zu	w13_d677e25929
seinem	w15_d677e25932
Nachfolger	w17_d677e25935
erklären	w19_d677e25938
wollte,	w21_d677e25941
son	w23_d677e25944
dern	w1_d677e25949
nach	w3_d677e25952
seinem	w5_d677e25955
Eigensinn	w7_d677e25958
einen	w9_d677e25961
Vorsatz	w11_d677e25964
in	w13_d677e25968
Herzen	w15_d677e25971
begte,	w17_d677e25974
der	w19_d677e25977
auf	w21_d677e25980
Unseren,	w23_d677e25983
und	w25_d677e25987
Unseres	w27_d677e25990
Sohnes	w1_d677e25995
Untergang	w3_d677e25998
abziehlete;	w5_d677e26001
nämlich,	w7_d677e26004
entweder	w9_d677e26007
das	w11_d677e26010
von	w13_d677e26014
seiner	w15_d677e26017
Muhme	w17_d677e26020
auf	w19_d677e26023
ihn	w21_d677e26026
vererbte	w23_d677e26029
Recht	w1_d677e26034
der	w3_d677e26037
Nachfolge	w5_d677e26040
übern	w7_d677e26043
Hauffen	w9_d677e26046
zu	w11_d677e26049
werfen,	w13_d677e26053
oder	w15_d677e26056
gar	w17_d677e26059
das	w19_d677e26062
Vatterland	w21_d677e26065
in	w23_d677e26068
fremde	w25_d677e26072
Hände	w27_d677e26075
zu	w29_d677e26078
lieferen,	w1_d677e26084
ohne	w3_d677e26087
sich	w5_d677e26090
des	w7_d677e26093
Satzes	w9_d677e26096
in	w11_d677e26099
dem	w13_d677e26103
Natur=rechte	w15_d677e26106
zu	w17_d677e26109
erinneren,	w19_d677e26112
daß	w21_d677e26115
Niemand	w23_d677e26118
sein	w25_d677e26122
Recht	w27_d677e26125
weiter	w1_d677e26130
</p>
<p id="p22_d677e26135">
weiter	w1_d677e26139
ausdehnen	w3_d677e26142
könne,	w5_d677e26145
als	w7_d677e26148
er	w9_d677e26151
es	w11_d677e26154
selbst	w13_d677e26158
empfangen.	w15_d677e26161
Ob	w17_d677e26164
Wir	w19_d677e26167
nun	w21_d677e26170
gleich	w23_d677e26173
mit	w25_d677e26177
bekümmer	w27_d677e26180
ten	w1_d677e26185
Herzen	w3_d677e26188
diese	w5_d677e26191
seine	w7_d677e26194
Absicht	w9_d677e26197
wahrnahmen,	w11_d677e26200
so	w13_d677e26204
vermuhteten	w15_d677e26207
Wir	w17_d677e26210
doch	w19_d677e26213
nicht,	w21_d677e26216
daß	w23_d677e26219
seine	w25_d677e26223
Ver	w27_d677e26226
folgung	w1_d677e26231
wider	w3_d677e26234
Uns	w5_d677e26237
und	w7_d677e26240
Unseren	w9_d677e26243
geliebtesten	w11_d677e26246
Sohn	w13_d677e26250
sich	w15_d677e26253
in	w17_d677e26256
der	w19_d677e26259
That	w21_d677e26262
so	w23_d677e26265
weit,	w25_d677e26269
als	w27_d677e26272
geschehen,	w29_d677e26275
erstrecken	w1_d677e26281
würde.	w3_d677e26284
Es	w5_d677e26287
bemerken	w7_d677e26290
aber	w9_d677e26293
alle	w11_d677e26296
Gewissenhafte,	w13_d677e26300
und	w15_d677e26303
nunmeho	w17_d677e26306
Unsere	w19_d677e26309
getreue	w21_d677e26312
Un	w23_d677e26315
terthanen,	w1_d677e26320
daß	w3_d677e26323
sein	w5_d677e26326
wildes	w7_d677e26329
Bestreben	w9_d677e26332
Unseren,	w11_d677e26335
und	w13_d677e26339
Unsers	w15_d677e26342
Erben	w17_d677e26345
Untergang	w19_d677e26348
zu	w21_d677e26351
befördern	w23_d677e26354
schon	w1_d677e26359
würklich	w3_d677e26362
auszubrechen	w5_d677e26365
anfieng.	w7_d677e26368
Die	w9_d677e26371
so	w11_d677e26374
edlen	w13_d677e26378
als	w15_d677e26381
frommen	w17_d677e26384
Herzen	w19_d677e26387
aller,	w21_d677e26390
bey	w23_d677e26393
denen	w25_d677e26397
die	w1_d677e26402
Wolfahrt	w3_d677e26405
ihres	w5_d677e26408
Vatterlandes	w7_d677e26411
einen	w9_d677e26414
wahren	w11_d677e26417
Eindruck	w13_d677e26421
gemacht	w15_d677e26424
hatte,	w17_d677e26427
geriehten	w19_d677e26430
darüber	w21_d677e26433
in	w1_d677e26439
die	w3_d677e26442
äusserste	w5_d677e26445
Unruhe,	w7_d677e26448
besonders	w9_d677e26451
da	w11_d677e26454
sie	w13_d677e26458
sahen,	w15_d677e26461
mit	w17_d677e26464
wie	w19_d677e26467
vieler	w21_d677e26470
Geduld	w23_d677e26473
Wir	w25_d677e26477
alle	w27_d677e26480
diese	w29_d677e26483
Ver	w31_d677e26486
folgungen	w1_d677e26491
über	w3_d677e26494
Uns	w5_d677e26497
ergehen	w7_d677e26500
liessen.	w9_d677e26503
Sie	w11_d677e26506
warneten	w13_d677e26510
Uns	w15_d677e26513
in	w17_d677e26516
Geheim	w19_d677e26519
vielfältig,	w21_d677e26522
und	w23_d677e26525
mit	w25_d677e26529
allem	w27_d677e26532
Eifer	w1_d677e26537
auf	w3_d677e26540
die	w5_d677e26543
Rettung	w7_d677e26546
Unsers	w9_d677e26549
Lebens	w11_d677e26552
bedacht	w13_d677e26556
zu	w15_d677e26559
seyn,	w17_d677e26562
und	w19_d677e26565
suchten	w21_d677e26568
Uns	w23_d677e26571
dadurch	w25_d677e26575
zu	w27_d677e26578
Uberneh	w29_d677e26581
mung	w1_d677e26586
der	w3_d677e26589
Regierungs=last	w5_d677e26592
zu	w7_d677e26595
bewegen.	w9_d677e26598
</p>
<p id="p24_d677e26602">
Jndessen	w1_d677e26606
da	w3_d677e26609
der	w5_d677e26612
Ausbruch	w7_d677e26615
des	w9_d677e26618
allgemeinen	w11_d677e26621
Unwillens	w13_d677e26625
wider	w15_d677e26628
ihn	w17_d677e26631
schon	w19_d677e26634
so	w21_d677e26637
zu	w23_d677e26640
sagen	w25_d677e26644
un	w27_d677e26647
vermeidlich	w1_d677e26652
ware,	w3_d677e26655
unterließ	w5_d677e26658
er	w7_d677e26661
dennoch	w9_d677e26664
nicht	w11_d677e26667
das	w13_d677e26671
Reich	w15_d677e26674
mehr	w17_d677e26677
und	w19_d677e26680
mehr	w21_d677e26683
zu	w23_d677e26686
kränken,	w25_d677e26690
indeme	w27_d677e26693
er	w1_d677e26698
alles	w3_d677e26701
dasjenige	w5_d677e26704
umkehrete,	w7_d677e26707
was	w9_d677e26710
der	w11_d677e26713
grosse	w13_d677e26717
Monarch	w15_d677e26720
und	w17_d677e26723
wahre	w19_d677e26726
Vatter	w21_d677e26729
seines	w23_d677e26732
Vatterlandes	w25_d677e26736
Unser	w1_d677e26742
geliebtester	w3_d677e26745
Anher	w5_d677e26748
Kaiser	w7_d677e26751
Peter	w9_d677e26754
der	w11_d677e26757
Grosse	w13_d677e26761
Höchst=seeligen	w15_d677e26764
und	w17_d677e26767
unsterblichen	w19_d677e26770
Andenkens,	w21_d677e26773
in	w1_d677e26778
Rußland	w3_d677e26781
eingeführet,	w5_d677e26784
und	w7_d677e26787
durch	w9_d677e26790
seinen	w11_d677e26793
unermüdeten	w13_d677e26797
Fleiß	w15_d677e26800
während	w17_d677e26803
seiner	w19_d677e26806
30=jährigen	w21_d677e26809
Regierung	w1_d677e26814
zu	w3_d677e26817
Stande	w5_d677e26820
gebracht	w7_d677e26823
hatte.	w9_d677e26826
Die	w11_d677e26829
Gesätze	w13_d677e26833
verloren	w15_d677e26836
ihre	w17_d677e26839
Kraft;	w19_d677e26842
die	w21_d677e26845
Gerichte	w23_d677e26848
und	w25_d677e26852
ih	w27_d677e26855
re	w1_d677e26860
Geschäfte	w3_d677e26863
wurden	w5_d677e26866
verachtet;	w7_d677e26869
ja	w9_d677e26872
man	w11_d677e26875
wollte	w13_d677e26879
nicht	w15_d677e26882
einmal,	w17_d677e26885
daß	w19_d677e26888
ihrer	w21_d677e26891
erwehnet	w23_d677e26894
würde:	w25_d677e26898
die	w27_d677e26901
Einkünfte	w1_d677e26907
des	w3_d677e26910
Reichs	w5_d677e26913
wurden	w7_d677e26916
zu	w9_d677e26919
unnützen,	w11_d677e26922
und	w13_d677e26926
noch	w15_d677e26929
dazu	w17_d677e26932
dem	w19_d677e26935
Lande	w21_d677e26938
schädlichen	w23_d677e26941
Ausgaben	w25_d677e26945
verschwendet;	w1_d677e26950
nach	w3_d677e26953
einem	w5_d677e26956
blutigen	w7_d677e26959
Kriege	w9_d677e26962
rüstete	w11_d677e26965
man	w13_d677e26969
sich	w15_d677e26972
bereits	w17_d677e26975
zu	w19_d677e26978
einem	w21_d677e26981
neuen,	w23_d677e26984
der	w25_d677e26988
so	w27_d677e26991
un	w29_d677e26994
zeitig,	w1_d677e26999
als	w3_d677e27002
dem	w5_d677e27005
wahren	w7_d677e27008
Vortheil	w9_d677e27011
des	w11_d677e27014
Rußischen	w13_d677e27018
Reichs	w15_d677e27021
wenig	w17_d677e27024
gemäß	w19_d677e27027
war.	w21_d677e27030
Gegen	w23_d677e27033
die	w25_d677e27037
Garde	w27_d677e27040
regimenter,	w1_d677e27045
welche	w3_d677e27048
seinen	w5_d677e27051
geheiligten	w7_d677e27054
Vorgängern	w9_d677e27057
auf	w11_d677e27060
dem	w13_d677e27064
Throne	w15_d677e27067
allezeit	w17_d677e27070
mit	w19_d677e27073
der	w21_d677e27076
vollkomme	w23_d677e27079
nesten	w1_d677e27085
Treue	w3_d677e27088
zugethan	w5_d677e27091
gewesen,	w7_d677e27094
faste	w9_d677e27097
er	w11_d677e27100
einen	w13_d677e27104
Haß,	w15_d677e27107
und	w17_d677e27110
fienge	w19_d677e27113
an	w21_d677e27116
bey	w23_d677e27119
denselben	w25_d677e27123
solche	w27_d677e27126
uner	w29_d677e27129
trägliche	w1_d677e27134
Neuerungen	w3_d677e27137
einzuführen,	w5_d677e27140
die	w7_d677e27143
statt	w9_d677e27146
dem	w11_d677e27149
kriegerischen	w13_d677e27153
Mut	w15_d677e27156
zu	w17_d677e27159
erheben,	w19_d677e27162
vielmehr	w21_d677e27165
in	w23_d677e27168
dem	w1_d677e27173
bekümmerten	w3_d677e27176
Herzen	w5_d677e27179
seiner	w7_d677e27182
mit	w9_d677e27185
allem	w11_d677e27188
Eifer	w13_d677e27192
für	w15_d677e27195
die	w17_d677e27198
Religion	w19_d677e27201
und	w21_d677e27204
das	w23_d677e27207
Vatterland	w25_d677e27211
fechten	w27_d677e27214
den,	w1_d677e27219
und	w3_d677e27222
ihres	w5_d677e27225
Blutes	w7_d677e27228
nicht	w9_d677e27231
schonenden	w11_d677e27234
getreuen	w13_d677e27238
Unterthanen	w15_d677e27241
die	w17_d677e27244
schmerzhaftesten	w19_d677e27247
Empfindun	w21_d677e27250
gen	w1_d677e27256
erregeten.	w3_d677e27259
Die	w5_d677e27262
Armee	w7_d677e27265
sonderte	w9_d677e27268
er	w11_d677e27271
durch	w13_d677e27275
seine	w15_d677e27278
neue	w17_d677e27281
Einrichtungen	w19_d677e27284
in	w21_d677e27287
lauter	w23_d677e27290
kleine	w25_d677e27294
Hauf	w27_d677e27297
fen	w1_d677e27302
ab,	w3_d677e27305
so,	w5_d677e27308
daß	w7_d677e27311
es	w9_d677e27314
schien,	w11_d677e27317
als	w13_d677e27321
gehöreten	w15_d677e27324
sie	w17_d677e27327
nicht	w19_d677e27330
einem	w21_d677e27333
Herrn:	w23_d677e27336
woraus	w25_d677e27340
nichts	w27_d677e27343
anders	w29_d677e27346
hätte	w31_d677e27349
erfolgen	w1_d677e27354
können,	w3_d677e27357
als	w5_d677e27360
daß	w7_d677e27363
einer	w9_d677e27366
den	w11_d677e27369
andern	w13_d677e27373
im	w15_d677e27376
Felde	w17_d677e27379
