<doc id="wr_1759-04-11" attrs="word" year="1759" month="04" day="11" corpus="2">
<head id="h2_d338e3632">
Coburg	w1_d338e3636
geweste	w1_d338e25313
Licitations=edicta	w3_d338e25316
des	w5_d338e25319
HofgräflichKufstei	w7_d338e25322
nischen	w1_d338e25327
Hauses,	w3_d338e25330
und	w5_d338e25333
Garten	w7_d338e25336
gelegen	w9_d338e25339
vor	w11_d338e25342
dem	w13_d338e25346
Schotten=thor	w1_d338e25351
verwilliget	w3_d338e25354
worden,	w5_d338e25357
daß	w7_d338e25360
eine	w9_d338e25363
noch	w11_d338e25366
malige	w1_d338e25371
Licitations=tag=satzung	w3_d338e25374
zu	w5_d338e25377
Verkauffung	w7_d338e25380
vor	w9_d338e25383
berührten	w1_d338e25389
Hauses	w3_d338e25392
und	w5_d338e25395
Garten	w7_d338e25398
angeordnet	w9_d338e25401
werde;	w11_d338e25404
zu	w1_d338e25409
welchem	w3_d338e25412
Ende	w5_d338e25415
dann	w7_d338e25418
auth	w9_d338e25421
hiemit	w11_d338e25424
der	w13_d338e25428
28te	w15_d338e25431
künf	w17_d338e25434
tigen	w1_d338e25439
Mouats	w3_d338e25442
Aprilis	w5_d338e25445
Vormittag	w7_d338e25448
um	w9_d338e25451
9.	w11_d338e25454
Uhr	w13_d338e25458
für	w1_d338e25463
diesseitig	w3_d338e25466
bestelltes,	w5_d338e25469
Grund=gericht	w7_d338e25472
pe-	w9_d338e25475
remptoriè	w1_d338e25481
cum	w3_d338e25484
clausula	w5_d338e25487
bestimmet	w7_d338e25490
wird.	w9_d338e25493
Wien	w11_d338e25496
in	w1_d338e25501
Schotten=hof	w3_d338e25504
den	w5_d338e25507
24.	w7_d338e25510
Martii	w9_d338e25513
1759.	w11_d338e25516
</p>
<p id="p18_d338e25519">
Von	w1_d338e25523
der	w3_d338e25526
K.	w5_d338e25529
K.	w7_d338e25532
N.	w9_d338e25535
Oe.	w11_d338e25538
Repräsentation	w13_d338e25542
und	w15_d338e25545
Cammer	w1_d338e25550
wird	w3_d338e25553
durch	w5_d338e25556
dieses	w7_d338e25559
offentliche	w9_d338e25562
Edict	w11_d338e25565
denen	w13_d338e25569
Demetrii	w1_d338e25574
Cosmä	w3_d338e25577
Sentaraischen	w5_d338e25580
Erben	w7_d338e25583
kund	w9_d338e25586
und	w11_d338e25589
zu	w1_d338e25595
wissen	w3_d338e25598
gemacht:	w5_d338e25601
Es	w7_d338e25604
seye	w9_d338e25607
bereits	w11_d338e25610
unterm	w13_d338e25614
28ten	w15_d338e25617
Novemb.	w1_d338e25622
letzt=abgewichenen	w3_d338e25625
1758sten	w5_d338e25628
Jahres	w7_d338e25631
bey	w9_d338e25634
dieser	w1_d338e25639
Repräsentation	w3_d338e25642
und	w5_d338e25645
Cammer	w7_d338e25648
in	w9_d338e25651
der	w11_d338e25654
zwischen	w13_d338e25658
dem	w1_d338e25663
Johann	w3_d338e25666
Luja,	w5_d338e25669
als	w7_d338e25672
der	w9_d338e25675
Lasarovizischen	w11_d338e25678
Wittib	w13_d338e25682
Ceßionario,	w1_d338e25688
dann	w3_d338e25691
ihnen	w5_d338e25694
Seutaraischen	w7_d338e25697
Erben	w9_d338e25700
der	w11_d338e25703
Abschied	w1_d338e25708
in	w3_d338e25711
Contumaciam	w5_d338e25714
dahin	w7_d338e25717
geschöpfet	w9_d338e25720
wor	w11_d338e25723
</p>
<p id="p20_d338e25726">
den,	w1_d338e25730
daß	w3_d338e25733
selbe	w5_d338e25736
ersagtem	w7_d338e25739
Luja	w9_d338e25742
nicht	w11_d338e25745
nur	w13_d338e25749
3000.	w15_d338e25752
son	w17_d338e25755
dern	w1_d338e25760
weiters	w3_d338e25763
1666.	w5_d338e25766
fl.	w7_d338e25769
40.	w9_d338e25772
kr.	w11_d338e25775
samt	w13_d338e25779
Jnteresse	w15_d338e25782
und	w17_d338e25785
Unkösten	w1_d338e25790
ersetzen	w3_d338e25793
sollen.	w5_d338e25796
</p>
<p id="p22_d338e25799">
Nun	w1_d338e25803
hat	w3_d338e25806
hierüber	w5_d338e25809
gedachter	w7_d338e25812
Luja	w9_d338e25815
gehorsamst	w11_d338e25818
vorgestellet,	w1_d338e25823
was	w3_d338e25826
massen	w5_d338e25829
von	w7_d338e25832
denen	w9_d338e25835
zu	w11_d338e25838
seiner	w13_d338e25842
Si	w15_d338e25845
cherheit	w1_d338e25850
bey	w3_d338e25853
dem	w5_d338e25856
Samnel	w7_d338e25859
Dobosi	w9_d338e25862
zu	w11_d338e25865
Hermanstadt	w13_d338e25869
in	w1_d338e25875
Siebenbürgen	w3_d338e25878
gelegenen	w5_d338e25881
4317	w7_d338e25884
fl.	w9_d338e25887
13.	w11_d338e25890
kr.	w13_d338e25894
durch	w15_d338e25897
den	w1_d338e25902
allhiesigen	w3_d338e25905
Wechsel=negotianten	w5_d338e25908
Heinrich	w7_d338e25911
Sta	w9_d338e25914
metz	w1_d338e25919
nur	w3_d338e25922
ein	w5_d338e25925
tausend	w7_d338e25928
acht	w9_d338e25931
hundert	w11_d338e25934
und	w13_d338e25938
fünf	w15_d338e25941
Gul	w17_d338e25944
den	w1_d338e25949
vier	w3_d338e25952
und	w5_d338e25955
dreyßig	w7_d338e25958
Kreutzer	w9_d338e25961
zu	w11_d338e25964
Repräsenkation	w13_d338e25968
und	w1_d338e25974
Cammer	w3_d338e25977
Handen	w5_d338e25980
erlegt	w7_d338e25983
worden	w9_d338e25986
wären,	w11_d338e25989
der	w13_d338e25993
selbe	w1_d338e25998
hat	w3_d338e26001
demnach	w5_d338e26004
gebetten,	w7_d338e26007
daß	w9_d338e26010
obgleich	w11_d338e26013
dieses	w13_d338e26017
Depositum	w1_d338e26022
zu	w3_d338e26025
seiner	w5_d338e26028
Befriedigung	w7_d338e26031
nicht	w9_d338e26034
erklecklich	w11_d338e26037
wäre,	w1_d338e26042
immittelst	w3_d338e26045
ihme	w5_d338e26048
jedoch	w7_d338e26051
solches	w9_d338e26054
erfolget	w11_d338e26057
wer	w13_d338e26061
den	w1_d338e26067
möchte,	w3_d338e26070
in	w5_d338e26073
welches	w7_d338e26076
Begehren	w9_d338e26079
auch	w11_d338e26082
gewilliget	w13_d338e26086
worden.	w1_d338e26091
So	w3_d338e26094
ihnen	w5_d338e26097
Seutaraischen	w7_d338e26100
Erben	w9_d338e26103
zu	w11_d338e26106
dem	w13_d338e26110
Ende	w1_d338e26115
hiemit	w3_d338e26118
erinneret	w5_d338e26121
wird,	w7_d338e26124
daß	w9_d338e26127
Falls	w11_d338e26130
selbe	w13_d338e26134
dage	w15_d338e26137
gen	w1_d338e26142
etwas	w3_d338e26145
einzuwenden	w5_d338e26148
vermeineten,	w7_d338e26151
sie	w9_d338e26154
dieses	w11_d338e26157
hier	w13_d338e26161
Orts	w1_d338e26167
binnen	w3_d338e26170
3.	w5_d338e26173
Monaten	w7_d338e26176
alsogewiß	w9_d338e26179
anzubringen	w11_d338e26182
haben,	w1_d338e26187
wie	w3_d338e26190
im	w5_d338e26193
widrigen	w7_d338e26196
obige	w9_d338e26199
1805.	w11_d338e26202
fl.	w13_d338e26206
34.	w15_d338e26209
kr.	w17_d338e26212
dem	w1_d338e26217
Luja	w3_d338e26220
ohne	w5_d338e26223
weiteren	w7_d338e26226
erfolgt	w9_d338e26229
werden	w11_d338e26232
sollen.	w13_d338e26236
Wornach	w1_d338e26241
sie	w3_d338e26244
Scutaraische	w5_d338e26247
Erben	w7_d338e26250
sich	w9_d338e26253
zu	w11_d338e26256
achten	w13_d338e26260
und	w15_d338e26263
ihrem	w1_d338e26269
etwann	w3_d338e26272
habenden	w5_d338e26275
Recht	w7_d338e26278
zu	w9_d338e26281
invigiliren	w11_d338e26284
wis	w13_d338e26288
sen	w1_d338e26293
werden.	w3_d338e26296
Wien	w5_d338e26299
den	w7_d338e26302
9.	w9_d338e26305
Januarii	w11_d338e26308
1759.	w13_d338e26312
</p>
<p id="p24_d338e26316">
Von	w1_d338e26320
dem	w3_d338e26323
Judicio	w5_d338e26326
Delegato	w7_d338e26329
des	w9_d338e26332
Grund=buchs	w11_d338e26335
der	w1_d338e26340
Cappellen	w3_d338e26343
SS.	w5_d338e26346
Philippi	w7_d338e26349
&	w9_d338e26352
Jacobi	w11_d338e26355
in	w13_d338e26359
dem	w15_d338e26362
soge	w17_d338e26365
nannten	w1_d338e26370
Keller=hof	w3_d338e26373
alhier,	w5_d338e26376
wird	w7_d338e26379
hiemit	w9_d338e26382
jederman	w11_d338e26385
niglich	w1_d338e26391
kund	w3_d338e26394
und	w5_d338e26397
zu	w7_d338e26400
wissen	w9_d338e26403
gemacht;	w11_d338e26406
was	w13_d338e26410
massen	w15_d338e26413
der	w1_d338e26418
Kerschnerische	w3_d338e26421
Curator	w5_d338e26424
ad	w7_d338e26427
lites	w9_d338e26430
Herr	w11_d338e26433
Carl	w13_d338e26437
Christoph	w1_d338e26442
edler	w3_d338e26445
von	w5_d338e26448
Gruber	w7_d338e26451
beeder	w9_d338e26454
Rechten	w11_d338e26457
Doc	w13_d338e26461
tor,	w1_d338e26466
auch	w3_d338e26469
Hof	w5_d338e26472
und	w7_d338e26475
Gerichts=advocat,	w9_d338e26478
wider	w11_d338e26481
den	w13_d338e26485
Johann	w1_d338e26491
Georg	w3_d338e26494
Thür,	w5_d338e26497
Burgerl.	w7_d338e26500
Lust=gartner	w9_d338e26503
auf	w11_d338e26506
der	w1_d338e26511
Landstrassen,	w3_d338e26514
und	w5_d338e26517
seine	w7_d338e26520
Ehewirtin	w9_d338e26523
Maria	w11_d338e26526
Theresia,	w1_d338e26531
wegen	w3_d338e26534
auf	w5_d338e26537
eine	w7_d338e26540
certiorirte	w9_d338e26543
Obligation	w11_d338e26546
dd.	w1_d338e26551
17.	w3_d338e26554
Septembris	w5_d338e26557
1749.	w7_d338e26560
schuldigen,	w9_d338e26563
zugleich	w11_d338e26566
auf	w13_d338e26570
das	w1_d338e26576
Thürische	w3_d338e26579
Haus	w5_d338e26582
und	w7_d338e26585
Garten	w9_d338e26588
Satz=weis	w11_d338e26591
vorge	w13_d338e26595
merkten	w1_d338e26600
ein	w3_d338e26603
tausend	w5_d338e26606
acht	w7_d338e26609
hundert	w9_d338e26612
Gulden	w11_d338e26615
Capital	w13_d338e26619
cum	w1_d338e26624
sua	w3_d338e26627
causs	w5_d338e26630
die	w7_d338e26633
gerichtliche	w9_d338e26636
Schätzung	w11_d338e26639
der	w13_d338e26643
Ord	w15_d338e26646
nung	w1_d338e26651
nach	w3_d338e26654
erhalten,	w5_d338e26657
sodann	w7_d338e26660
darüberhin	w9_d338e26663
die	w11_d338e26666
Lici	w13_d338e26670
tation	w1_d338e26676
solcher	w3_d338e26679
Behausung	w5_d338e26682
und	w7_d338e26685
Garten	w9_d338e26688
unterm	w11_d338e26691
2.	w13_d338e26695
May	w1_d338e26700
1757.	w3_d338e26703
auf	w5_d338e26706
den	w7_d338e26709
30.	w9_d338e26712
Junii	w11_d338e26715
ejusdem	w13_d338e26719
Anni	w15_d338e26722
be	w17_d338e26725
würket	w1_d338e26730
hat,	w3_d338e26733
nachdeme	w5_d338e26736
aber	w7_d338e26739
bey	w9_d338e26742
solcher	w11_d338e26745
Licitirungs	w13_d338e26749
tagsatzung	w1_d338e26754
kein	w3_d338e26757
Kauffer	w5_d338e26760
sich	w7_d338e26763
hervorgethan,	w9_d338e26766
so	w11_d338e26769
ist	w13_d338e26773
auf	w1_d338e26779
weiteres	w3_d338e26782
Anlangen	w5_d338e26785
des	w7_d338e26788
gedachten	w9_d338e26791
Kerschneri	w11_d338e26794
schen	w1_d338e26799
Herrn	w3_d338e26802
Curatoris	w5_d338e26805
in	w7_d338e26808
eine	w9_d338e26811
noch=malige	w11_d338e26814
Licita	w13_d338e26818
tion	w1_d338e26823
der	w3_d338e26826
2te	w5_d338e26829
des	w7_d338e26832
zukünftigen	w9_d338e26835
Monats	w11_d338e26838
May	w13_d338e26842
hiemit	w15_d338e26845
bestimmet	w1_d338e26850
worden.	w3_d338e26853
Solchemnach	w5_d338e26856
werden	w7_d338e26859
alle	w9_d338e26862
und	w11_d338e26865
jede,	w1_d338e26871
welche	w3_d338e26874
die	w5_d338e26877
gemeldete	w7_d338e26880
Thürische	w9_d338e26883
Behausung	w11_d338e26886
und	w1_d338e26891
Garten	w3_d338e26894
käuflich	w5_d338e26897
an	w7_d338e26900
sich	w9_d338e26903
zu	w11_d338e26906
bringen	w13_d338e26910
gedenken,	w15_d338e26913
den	w1_d338e26918
ob=bemeldten	w3_d338e26921
Tag	w5_d338e26924
fruh	w7_d338e26927
um	w9_d338e26930
8.	w11_d338e26933
Uhr,	w13_d338e26937
in	w15_d338e26940
dem	w17_d338e26943
be	w19_d338e26946
sagten	w1_d338e26951
Keller=hof	w3_d338e26954
alhier	w5_d338e26957
im	w7_d338e26960
ersten	w9_d338e26963
Stock	w11_d338e26966
gegen	w13_d338e26970
der	w15_d338e26973
Bäcker	w1_d338e26979
strassen	w3_d338e26982
heraus	w5_d338e26985
zu	w7_d338e26988
erscheinen	w9_d338e26991
haben,	w11_d338e26994
alwo	w13_d338e26998
sodann	w1_d338e27003
das	w3_d338e27006
Weitere	w5_d338e27009
tractiret	w7_d338e27012
werden	w9_d338e27015
solle.	w11_d338e27018
Wien	w13_d338e27022
den	w1_d338e27027
13.	w3_d338e27030
Martii	w5_d338e27033
1759.	w7_d338e27036
</p>
<head id="h4_d338e27044">
Nürnberg	w1_d338e27048
den	w3_d338e27051
5.	w5_d338e27054
April.	w7_d338e27057
</head>
<p id="p6_d338e27060">
DEn	w1_d338e27064
30.	w3_d338e27067
Martii	w5_d338e27070
ist	w7_d338e27073
ein	w9_d338e27076
feindliches	w11_d338e27079
Corps	w13_d338e27083
von	w15_d338e27086
Hessen	w17_d338e27089
und	w19_d338e27092
Hano	w21_d338e27095
veranern,	w1_d338e27100
ungefähr	w3_d338e27103
von	w5_d338e27106
12.	w7_d338e27109
bis	w9_d338e27112
15000.	w11_d338e27115
Mann	w13_d338e27119
bestehend,	w15_d338e27122
aus	w17_d338e27125
dem	w1_d338e27130
Fuldischen	w3_d338e27133
in	w5_d338e27136
den	w7_d338e27139
Fränkischen	w9_d338e27142
Kreis	w11_d338e27145
eingedrungen.	w13_d338e27149
Selbes	w15_d338e27152
hat	w17_d338e27155
sich	w1_d338e27161
in	w3_d338e27164
2.	w5_d338e27167
Colonnen	w7_d338e27170
getheilet,	w9_d338e27173
wovon	w11_d338e27176
die	w13_d338e27180
eine	w15_d338e27183
unter	w17_d338e27186
Commando	w19_d338e27189
des	w21_d338e27192
Erb=prinzens	w1_d338e27197
von	w3_d338e27200
Braunschweig	w5_d338e27203
über	w7_d338e27206
Bischofsheim	w9_d338e27209
und	w11_d338e27212
Melrich	w13_d338e27216
stadt,	w1_d338e27221
die	w3_d338e27224
andere	w5_d338e27227
hingegen	w7_d338e27230
unter	w9_d338e27233
dem	w11_d338e27236
Prinzen	w13_d338e27240
von	w15_d338e27243
Ysenburg	w17_d338e27246
über	w19_d338e27249
Fladungen	w1_d338e27254
und	w3_d338e27257
Kalten=sontheim	w5_d338e27260
vorgerucket.	w7_d338e27263
</p>
<p id="p8_d338e27266">
Der	w1_d338e27270
mit	w3_d338e27273
dem	w5_d338e27276
Zollerischen	w7_d338e27279
Küraßier=regiment	w9_d338e27282
zu	w11_d338e27285
Bischofsheim	w13_d338e27289
ge	w15_d338e27292
standene	w1_d338e27297
Herr	w3_d338e27300
General	w5_d338e27303
Gourey	w7_d338e27306
der	w9_d338e27309
ältere	w11_d338e27312
that	w13_d338e27316
zwar	w15_d338e27319
einen	w17_d338e27322
tapferen	w19_d338e27325
Widerstand,	w1_d338e27330
und	w3_d338e27333
reyoußirte	w5_d338e27336
die	w7_d338e27339
feindliche	w9_d338e27342
Vor=trupen	w11_d338e27345
mit	w13_d338e27349
vielem	w15_d338e27352
Verlust,	w1_d338e27358
wurde	w3_d338e27361
aber	w5_d338e27364
endlich	w7_d338e27367
durch	w9_d338e27370
die	w11_d338e27373
feindliche	w13_d338e27377
Ubermacht	w15_d338e27380
gezwun	w17_d338e27383
gen,	w1_d338e27388
sich	w3_d338e27391
nach	w5_d338e27394
Neustadt	w7_d338e27397
zuruck	w9_d338e27400
zu	w11_d338e27403
ziehen,	w13_d338e27407
wobey	w15_d338e27410
er	w17_d338e27413
an	w19_d338e27416
Todten,	w21_d338e27419
Bles	w23_d338e27422
sirten,	w1_d338e27427
und	w3_d338e27430
Verlornen	w5_d338e27433
70.	w7_d338e27436
Mann	w9_d338e27439
einbüste.	w11_d338e27442
</p>
<p id="p10_d338e27445">
Bey	w1_d338e27449
diesen	w3_d338e27452
Umständen	w5_d338e27455
zoge	w7_d338e27458
Herr	w9_d338e27461
Feld=marschall=leutenant	w11_d338e27464
Ahr	w13_d338e27468
berg	w1_d338e27473
seine	w3_d338e27476
unterhabende	w5_d338e27479
Trupen	w7_d338e27482
zwischen	w9_d338e27485
Tan	w11_d338e27488
und	w13_d338e27492
Kalten=Nordheim	w15_d338e27495
zusammen,	w1_d338e27500
eonjungirte	w3_d338e27503
sich	w5_d338e27506
mit	w7_d338e27509
denen	w9_d338e27512
unter	w11_d338e27515
Commando	w13_d338e27519
deren	w15_d338e27522
Herren	w17_d338e27525
Generalen	w1_d338e27531
Schallenberg	w3_d338e27534
und	w5_d338e27537
Kolb	w7_d338e27540
gestandenen	w9_d338e27543
Trupen,	w11_d338e27546
und	w13_d338e27550
marschir	w15_d338e27553
te	w1_d338e27558
gegen	w3_d338e27561
Meinungen,	w5_d338e27564
fande	w7_d338e27567
aber	w9_d338e27570
allda	w11_d338e27573
beyde	w13_d338e27577
feindliche	w15_d338e27580
Corps	w17_d338e27583
bereits	w19_d338e27586
vereinigt,	w1_d338e27591
mithin	w3_d338e27594
sich	w5_d338e27597
ausser	w7_d338e27600
Stand,	w9_d338e27603
den	w11_d338e27606
ihm	w13_d338e27610
an	w15_d338e27613
Macht	w17_d338e27616
so	w19_d338e27619
überle	w21_d338e27622
genen	w1_d338e27627
Feind	w3_d338e27630
anzugreiffen.	w5_d338e27633
Er	w7_d338e27636
zoge	w9_d338e27639
sich	w11_d338e27642
also	w13_d338e27646
nach	w15_d338e27649
Schmalkalden	w17_d338e27652
wobey	w1_d338e27658
die	w3_d338e27661
Feinde	w5_d338e27664
seine	w7_d338e27667
Arrier=garde	w9_d338e27670
anfielen,	w11_d338e27673
von	w13_d338e27677
dem	w15_d338e27680
Löblichen	w17_d338e27683
Hildburgshausischen	w1_d338e27688
Regiment	w3_d338e27691
hingegen	w5_d338e27694
unter	w7_d338e27697
Commando	w9_d338e27700
des	w11_d338e27703
Herr	w13_d338e27707
General	w1_d338e27712
Blonquet	w3_d338e27715
sehr	w5_d338e27718
übel	w7_d338e27721
empfangen,	w9_d338e27724
und	w11_d338e27727
mit	w13_d338e27731
beträchtlichen	w15_d338e27734
Ver	w17_d338e27737
lust	w1_d338e27742
repoußiret	w3_d338e27745
wurden.	w5_d338e27748
Wobey	w7_d338e27751
besonders	w9_d338e27754
die	w11_d338e27757
beyde	w13_d338e27761
Hildburgshau	w15_d338e27764
sische	w1_d338e27770
Grenadier=compagnien,	w3_d338e27773
so	w5_d338e27776
eben	w7_d338e27779
auch	w9_d338e27782
das	w11_d338e27785
Meiste	w13_d338e27789
dabey	w15_d338e27792
gelit	w17_d338e27795
ren,	w1_d338e27800
mit	w3_d338e27803
ganz	w5_d338e27806
ausnehmender	w7_d338e27809
Bravour,	w9_d338e27812
und	w11_d338e27815
Contenance	w13_d338e27819
gefochten.	w15_d338e27822
</p>
<p id="p12_d338e27826">
Da	w1_d338e27830
nun	w3_d338e27833
also	w5_d338e27836
gedachter	w7_d338e27839
Hr.	w9_d338e27842
Feld=marschall=leutenant	w11_d338e27845
Ahrberg	w13_d338e27849
sich	w1_d338e27854
in	w3_d338e27857
diesen	w5_d338e27860
den	w7_d338e27863
ganzen	w9_d338e27866
Winter	w11_d338e27869
hindurch	w13_d338e27873
völlig	w15_d338e27876
aufgezehrten	w17_d338e27879
Gegen	w19_d338e27882
den	w1_d338e27887
aus	w3_d338e27890
Mangel	w5_d338e27893
der	w7_d338e27896
Subsistenz	w9_d338e27899
nicht	w11_d338e27902
länger	w13_d338e27906
zu	w15_d338e27909
halten	w17_d338e27912
vermögend	w19_d338e27915
wa	w21_d338e27918
re,	w1_d338e27924
so	w3_d338e27927
hat	w5_d338e27930
er	w7_d338e27933
seinen	w9_d338e27936
Marsch	w11_d338e27939
nach	w13_d338e27943
Suhla,	w15_d338e27946
und	w17_d338e27949
von	w19_d338e27952
da	w21_d338e27955
über	w23_d338e27958
Schleißin	w25_d338e27962
</p>
<p id="p18_d338e27975">
gen	w1_d338e27979
nach	w3_d338e27982
Eisfeld,	w5_d338e27985
um	w7_d338e27988
sich	w9_d338e27991
sowol	w11_d338e27994
der	w13_d338e27998
Armee,	w15_d338e28001
als	w17_d338e28004
auch	w19_d338e28007
denen	w21_d338e28010
Magazinen	w23_d338e28013
zu	w1_d338e28018
näheren,	w3_d338e28021
genommen.	w5_d338e28024
</p>
<p id="p20_d338e28027">
Es	w1_d338e28031
setzte	w3_d338e28034
zwar	w5_d338e28037
der	w7_d338e28040
Feind	w9_d338e28043
noch	w11_d338e28046
verschiedentlich	w13_d338e28050
an	w15_d338e28053
die	w17_d338e28056
Arrier	w19_d338e28059
garde	w1_d338e28064
an,	w3_d338e28067
wurde	w5_d338e28070
aber	w7_d338e28073
jedesmal	w9_d338e28076
repoußiret.	w11_d338e28079
Jndessen	w13_d338e28083
hat	w15_d338e28086
sich	w17_d338e28089
der	w19_d338e28092
Feind	w1_d338e28097
von	w3_d338e28100
Meinungen	w5_d338e28103
bemeisteret,	w7_d338e28106
und	w9_d338e28109
die	w11_d338e28112
darinnen	w13_d338e28116
gelegene	w15_d338e28119
zwey	w17_d338e28122
Chur=Colnische	w1_d338e28128
Bataillons	w3_d338e28131
zu	w5_d338e28134
Kriegs=gefangenen	w7_d338e28137
gemacht;	w9_d338e28140
wie	w11_d338e28143
dann	w13_d338e28147
letzten	w1_d338e28152
Nachrichten	w3_d338e28155
zufolge	w5_d338e28158
das	w7_d338e28161
ganze	w9_d338e28164
feindliche	w11_d338e28167
Corpo	w13_d338e28171
zu	w15_d338e28174
dato	w17_d338e28177
zwischen	w19_d338e28180
Millerstadt	w1_d338e28185
und	w3_d338e28188
Meinungen	w5_d338e28191
stehet,	w7_d338e28194
dahingegen	w9_d338e28197
Hr.	w11_d338e28200
General	w13_d338e28204
Ahrberg	w15_d338e28207
mit	w1_d338e28212
seinen	w3_d338e28215
unterhabenden	w5_d338e28218
Trupen	w7_d338e28221
sich	w9_d338e28224
zwischen	w11_d338e28227
Eisfeld	w13_d338e28231
und	w15_d338e28234
Schleißingen	w17_d338e28237
postiret,	w1_d338e28243
auch	w3_d338e28246
die	w5_d338e28249
Vor=posten	w7_d338e28252
deren	w9_d338e28255
leichten	w11_d338e28258
Trupen	w13_d338e28262
bis	w15_d338e28265
gegen	w17_d338e28268
Meinungen	w19_d338e28271
extendiret	w1_d338e28276
hat.	w3_d338e28279
Jmmittelst	w5_d338e28282
rucket	w7_d338e28285
die	w9_d338e28288
gesammte	w11_d338e28291
Reichs=armee	w13_d338e28295
ganz	w15_d338e28298
nahe	w1_d338e28303
zusammen,	w3_d338e28306
und	w5_d338e28309
seynd	w7_d338e28312
bereits	w9_d338e28315
einige	w11_d338e28318
Jnfanterie	w13_d338e28322
und	w15_d338e28325
Cavallerie	w17_d338e28328
regimenter	w1_d338e28333
unter	w3_d338e28336
Commando	w5_d338e28339
des	w7_d338e28342
Hrn.	w9_d338e28345
Generalen	w11_d338e28348
der	w13_d338e28352
Cavallerie	w15_d338e28355
Grafens	w1_d338e28361
von	w3_d338e28364
Althan	w5_d338e28367
gegen	w7_d338e28370
Königshofen	w9_d338e28373
vorzurucken	w11_d338e28376
beordert	w13_d338e28380
wor	w15_d338e28383
den,	w1_d338e28388
um	w3_d338e28391
sowol	w5_d338e28394
das	w7_d338e28397
Ahrbergische	w9_d338e28400
Corps	w11_d338e28403
im	w13_d338e28407
Fall	w15_d338e28410
der	w17_d338e28413
Noht	w19_d338e28416
zu	w21_d338e28419
souteniren,	w23_d338e28422
als	w1_d338e28427
auch	w3_d338e28430
der	w5_d338e28433
weiteren	w7_d338e28436
feindlichen	w9_d338e28439
Vordringung	w11_d338e28442
Einhalt	w13_d338e28446
zu	w15_d338e28449
thun.	w17_d338e28452
Auf	w19_d338e28455
dem	w1_d338e28460
rechten	w3_d338e28463
Flügel	w5_d338e28466
hingegen	w7_d338e28469
haben	w9_d338e28472
sich	w11_d338e28475
alle	w13_d338e28479
feindliche	w15_d338e28482
Trupen,	w17_d338e28485
so	w19_d338e28488
über	w21_d338e28491
Saalfeld	w1_d338e28497
und	w3_d338e28500
Hof	w5_d338e28503
eingedrungen	w7_d338e28506
waren,	w9_d338e28509
nach	w11_d338e28512
Gera	w13_d338e28516
und	w15_d338e28519
Zwickau	w17_d338e28522
zuruck	w19_d338e28525
gezogen,	w1_d338e28530
daß	w3_d338e28533
also	w5_d338e28536
alle	w7_d338e28539
unsere	w9_d338e28542
Vor=posten	w11_d338e28545
sich	w13_d338e28549
wieder	w15_d338e28552
in	w17_d338e28555
ihrer	w19_d338e28558
vorigen	w21_d338e28561
Stellung	w1_d338e28566
befinden,	w3_d338e28569
und	w5_d338e28572
der	w7_d338e28575
in	w9_d338e28578
diesen	w11_d338e28581
Gegenden	w13_d338e28585
commandirende	w15_d338e28588
Hr.	w17_d338e28591
General	w1_d338e28596
der	w3_d338e28599
Cavallerie	w5_d338e28602
von	w7_d338e28605
Haddick	w9_d338e28608
sein	w11_d338e28611
Quartier	w13_d338e28615
in	w15_d338e28618
Cronach	w17_d338e28621
ge	w19_d338e28624
nommen.	w1_d338e28630
</p>
<head id="h2_d338e28636">
Bamberg	w1_d338e28640
den	w3_d338e28643
7.	w5_d338e28646
April.	w7_d338e28649
</head>
<p id="p4_d338e28652">
Von	w1_d338e28656
Meinungen	w3_d338e28659
ist	w5_d338e28662
die	w7_d338e28665
Nachricht	w9_d338e28668
eingeloffen,	w11_d338e28671
daß	w13_d338e28675
der	w15_d338e28678
Feind	w17_d338e28681
selbige	w1_d338e28686
Stadt	w3_d338e28689
bereits	w1_d338e28694
wieder	w3_d338e28697
verlassen,	w5_d338e28700
und	w7_d338e28703
über	w9_d338e28706
Bischofsheim	w11_d338e28709
und	w13_d338e28713
Kalten=nordheim	w1_d338e28719
sich	w3_d338e28722
zuruck	w5_d338e28725
ziehe.	w7_d338e28728
</p>
<list id="l10_d338e28755">
ris,	w1_d338e28759
1740.	w3_d338e28762
pr.	w5_d338e28765
7.	w7_d338e28768
Fl.	w9_d338e28771
30.	w11_d338e28774
Kr.	w13_d338e28778
Traite	w1_d338e28783
analytique	w3_d338e28786
des	w5_d338e28789
Sections	w7_d338e28792
coniques	w9_d338e28795
&	w11_d338e28798
de	w13_d338e28802
leur	w15_d338e28805
usage,	w17_d338e28808
pour	w19_d338e28811
la	w21_d338e28814
Re-	w23_d338e28817
solution	w1_d338e28822
des	w3_d338e28825
Equations	w5_d338e28828
dans	w7_d338e28831
les	w9_d338e28834
Problemes	w11_d338e28837
tant	w13_d338e28841
déterminéz	w15_d338e28844
qu'in-	w17_d338e28847
determinéz.	w1_d338e28853
Ouvrage	w3_d338e28856
posthume	w5_d338e28859
de	w7_d338e28862
M.	w9_d338e28865
le	w11_d338e28868
Marquis	w13_d338e28872
de	w15_d338e28875
l'Hospi-	w17_d338e28878
tal,	w1_d338e28883
av.	w3_d338e28886
fig.	w5_d338e28889
gr.	w7_d338e28892
4to	w9_d338e28895
Paris	w11_d338e28898
1720.	w13_d338e28902
