<doc id="wr_1763-03-09" attrs="word" year="1763" month="03" day="09" corpus="2">
<head id="h2_d741e3075">
Schluß	w1_d741e3079
aufzunehmen,	w7_d741e24698
kan	w9_d741e24701
sich	w11_d741e24704
in	w13_d741e24708
dem	w15_d741e24711
Kais.	w17_d741e24714
Kön.	w1_d741e24719
privilegirten	w3_d741e24722
Frag=amt	w5_d741e24725
im	w7_d741e24728
neuen	w9_d741e24731
Michae	w11_d741e24734
ler=haus	w1_d741e24739
anmelden,	w3_d741e24742
allwo	w5_d741e24745
die	w7_d741e24748
weitere	w9_d741e24751
Nachricht	w11_d741e24754
gegeben	w1_d741e24759
wird.	w3_d741e24762
</p>
<list id="l72_d741e24766">
Jn	w1_d741e24770
der	w3_d741e24773
Buchhandlung	w5_d741e24776
zum	w7_d741e24779
goldenen	w9_d741e24782
Vließ	w11_d741e24785
auf	w13_d741e24789
</list>
<p id="p74_d741e24793">
Endder	w1_d741e24797
Buhanhlen	w3_d741e24800
d	w5_d741e24803
der	w1_d741e24808
hohen	w3_d741e24811
Brucken	w5_d741e24814
wird	w7_d741e24817
folgender	w9_d741e24820
Catalogns	w11_d741e24823
gra	w13_d741e24827
tis	w1_d741e24832
ausgegeben:	w3_d741e24835
Bibliotheca	w5_d741e24838
Knoerriana	w7_d741e24841
pro	w9_d741e24844
au-	w11_d741e24847
ctione	w1_d741e24853
publicabitur.	w3_d741e24856
Viennæ	w5_d741e24859
Austriæ	w7_d741e24862
D.	w9_d741e24865
XXI.	w11_d741e24868
Martii	w1_d741e24873
MDCCLXIII.	w3_d741e24876
Auf	w5_d741e24879
dem	w7_d741e24882
alten	w9_d741e24885
Bauren	w11_d741e24888
markt,	w1_d741e24893
in	w3_d741e24896
dem	w5_d741e24899
sogenannten	w7_d741e24902
Margarethen=hof	w9_d741e24905
zwey	w11_d741e24908
</p>
<p id="p80_d741e24921">
ten	w1_d741e24925
Stocks,	w3_d741e24928
Pars	w5_d741e24931
III.	w7_d741e24934
Diese	w9_d741e24937
Bücher=licitation	w11_d741e24940
wird	w1_d741e24945
gehalten	w3_d741e24948
Vormittag	w5_d741e24951
von	w7_d741e24954
9.	w9_d741e24957
bis	w11_d741e24960
12.	w13_d741e24964
und	w15_d741e24967
Nach	w17_d741e24970
mittag	w1_d741e24975
von	w3_d741e24978
3.	w5_d741e24981
bis	w7_d741e24984
6.	w9_d741e24987
Uhr.	w11_d741e24990
</p>
<p id="p82_d741e24993">
Wie	w1_d741e24997
Burgermeister	w3_d741e25000
und	w5_d741e25003
Raht	w7_d741e25006
der	w9_d741e25009
Stadt	w11_d741e25012
Wien	w13_d741e25016
geben	w1_d741e25021
hiemit	w3_d741e25024
jedermänniglich	w5_d741e25027
zu	w7_d741e25030
vernehmen,	w9_d741e25033
was	w11_d741e25036
massen	w1_d741e25041
uns	w3_d741e25044
die	w5_d741e25047
Josepha	w7_d741e25050
Frölichin,	w9_d741e25053
geb.	w11_d741e25056
Buria	w13_d741e25060
nin	w1_d741e25066
angezeiget,	w3_d741e25069
wie	w5_d741e25072
daß	w7_d741e25075
ihr	w9_d741e25078
eine	w11_d741e25081
von	w13_d741e25085
dem	w15_d741e25088
Peter	w17_d741e25091
Stadlmayr	w1_d741e25096
behausten	w3_d741e25099
Mitnachbarn	w5_d741e25102
auf	w7_d741e25105
der	w9_d741e25108
Wind	w11_d741e25111
mühl	w1_d741e25116
allhier,	w3_d741e25119
und	w5_d741e25122
dessen	w7_d741e25125
Ehewirtin	w9_d741e25128
Helena	w11_d741e25131
auf	w13_d741e25135
gestellt	w1_d741e25140
auf	w3_d741e25143
die	w5_d741e25146
Mariam	w7_d741e25149
Annam	w9_d741e25152
Burianin	w11_d741e25155
lautend	w13_d741e25159
und	w1_d741e25165
an	w3_d741e25168
sie	w5_d741e25171
Frölichin	w7_d741e25174
per	w9_d741e25177
cessionem	w11_d741e25180
gediehen	w13_d741e25184
cer	w15_d741e25187
tiorirte	w1_d741e25192
Obligation	w3_d741e25195
de	w5_d741e25198
Dato	w7_d741e25201
19.	w9_d741e25204
Jenner	w11_d741e25207
1748.	w13_d741e25211
pr.	w1_d741e25216
3000.	w3_d741e25219
fl.	w5_d741e25222
a	w7_d741e25225
6.	w9_d741e25228
pro	w11_d741e25231
Cento	w13_d741e25235
jährlich	w15_d741e25238
laufenden	w17_d741e25241
Jn	w19_d741e25244
reressen,	w1_d741e25249
welche	w3_d741e25252
Darlehens=summa	w5_d741e25255
zugleich	w7_d741e25258
auch	w9_d741e25261
Satz=weis	w1_d741e25267
auf	w3_d741e25270
gedacht=Stadlmayrisches	w5_d741e25273
Haus	w7_d741e25276
unterm	w1_d741e25281
19.	w3_d741e25284
Februarii	w5_d741e25287
des	w7_d741e25290
nämlichen	w9_d741e25293
Jahrs	w11_d741e25296
bey	w13_d741e25300
dem	w1_d741e25305
Löbl.	w3_d741e25308
Stadt	w5_d741e25311
Wienerischen	w7_d741e25314
Theobaldischen	w9_d741e25317
Grund=buch	w1_d741e25322
vorgemerket,	w3_d741e25325
in	w5_d741e25328
Verstoß	w7_d741e25331
gerahten,	w9_d741e25334
und	w1_d741e25340
ungehindert	w3_d741e25343
alles	w5_d741e25346
fleißigen	w7_d741e25349
Nachforschens	w9_d741e25352
nicht	w1_d741e25357
zu	w3_d741e25360
Handen	w5_d741e25363
zu	w7_d741e25366
bringen	w9_d741e25369
wäre,	w11_d741e25372
dahero	w13_d741e25376
um	w15_d741e25379
Af	w17_d741e25382
figirung	w1_d741e25387
eines	w3_d741e25390
in	w5_d741e25393
derley	w7_d741e25396
Fällen	w9_d741e25399
gewönlichen	w11_d741e25402
Amor	w13_d741e25406
tisations=edict	w1_d741e25411
salvo	w3_d741e25414
jure	w5_d741e25417
des	w7_d741e25420
Satz=briefs	w9_d741e25423
gebet	w11_d741e25426
ten,	w1_d741e25432
so	w3_d741e25435
auch	w5_d741e25438
über	w7_d741e25441
die	w9_d741e25444
in	w11_d741e25447
Sachen	w13_d741e25451
angeordnete	w15_d741e25454
Tag	w17_d741e25457
satzung	w1_d741e25462
unterm	w3_d741e25465
8ten	w5_d741e25468
dies	w7_d741e25471
verwilliget	w9_d741e25474
worden	w11_d741e25477
ist.	w13_d741e25481
Solchemnach	w1_d741e25486
wird	w3_d741e25489
der	w5_d741e25492
oder	w7_d741e25495
diejenige,	w9_d741e25498
so	w11_d741e25501
von	w13_d741e25505
ob	w15_d741e25508
emelter	w1_d741e25513
Obligation	w3_d741e25516
pr.	w5_d741e25519
3000.	w7_d741e25522
fl.	w9_d741e25525
einige	w11_d741e25528
Wis	w13_d741e25532
senschaft	w1_d741e25538
haben,	w3_d741e25541
oder	w5_d741e25544
hieran	w7_d741e25547
einige	w9_d741e25550
Sprüch	w11_d741e25553
zu	w13_d741e25557
haben	w1_d741e25562
vermeinen,	w3_d741e25565
von	w5_d741e25568
heut	w7_d741e25571
gesetztem	w9_d741e25574
Dato	w11_d741e25577
an,	w13_d741e25581
inner	w1_d741e25586
Jahr,	w3_d741e25589
6.	w5_d741e25592
Wochen	w7_d741e25595
und	w9_d741e25598
3.	w11_d741e25601
Tägen	w13_d741e25605
bey	w15_d741e25608
gemei	w17_d741e25611
ner	w1_d741e25616
Stadt	w3_d741e25619
Wienerisch=Theobaldischen	w5_d741e25622
Grund	w7_d741e25625
buch	w1_d741e25631
alsogewiß	w3_d741e25634
zu	w5_d741e25637
erscheinen,	w7_d741e25640
und	w9_d741e25643
sich	w11_d741e25646
hierzu	w13_d741e25650
zu	w15_d741e25653
legitimiren	w1_d741e25658
haben,	w3_d741e25661
wie	w5_d741e25664
im	w7_d741e25667
widrigen	w9_d741e25670
nach	w11_d741e25673
Verstrei	w13_d741e25677
chung	w1_d741e25682
sothanen	w3_d741e25685
Termins	w5_d741e25688
besagte	w7_d741e25691
Obligation	w9_d741e25694
salvo	w11_d741e25697
jare	w1_d741e25702
des	w3_d741e25705
Satz=briefes	w5_d741e25708
gänzlichen	w7_d741e25711
caßiret,	w9_d741e25714
und	w11_d741e25717
für	w13_d741e25721
null=nichtig,	w1_d741e25727
und	w3_d741e25730
unkräftig	w5_d741e25733
geachtet,	w7_d741e25736
folgsam	w9_d741e25739
der	w11_d741e25742
Eigentümerin	w1_d741e25747
eine	w3_d741e25750
andere	w5_d741e25753
dergleichen	w7_d741e25756
Obliga	w9_d741e25759
tion	w1_d741e25764
ausgefertiget,	w3_d741e25767
und	w5_d741e25770
eingehändiget	w7_d741e25773
werden	w9_d741e25776
wurde.	w1_d741e25781
So	w3_d741e25784
man	w5_d741e25787
männiglich	w7_d741e25790
durch	w9_d741e25793
dieses	w11_d741e25796
offene	w13_d741e25800
Edict	w1_d741e25806
hiermit	w3_d741e25809
kund	w5_d741e25812
und	w7_d741e25815
zu	w9_d741e25818
wissen	w11_d741e25821
machen	w13_d741e25825
wol	w15_d741e25828
len.	w1_d741e25833
Wien	w3_d741e25836
den	w5_d741e25839
12.	w7_d741e25842
Novemb.	w9_d741e25845
1762.	w11_d741e25848
</p>
<list id="l84_d741e25852">
Wie	w1_d741e25856
Burgermeister	w3_d741e25859
und	w5_d741e25862
Raht	w7_d741e25865
der	w9_d741e25868
Stadt	w11_d741e25871
Wien	w13_d741e25875
</list>
<p id="p86_d741e25879">
Von	w1_d741e25883
N.	w3_d741e25886
Stadt=richter	w5_d741e25889
und	w7_d741e25892
Raht	w9_d741e25895
der	w11_d741e25898
Kais.	w13_d741e25902
Kö	w15_d741e25905
nigl.	w1_d741e25910
Viertel=stadt	w3_d741e25913
St.	w5_d741e25916
Pölten	w7_d741e25919
wegen,	w9_d741e25922
wird	w11_d741e25925
hie	w13_d741e25929
mit	w1_d741e25934
durch	w3_d741e25937
dieses	w5_d741e25940
offene	w7_d741e25943
Edict	w9_d741e25946
jedermänniglich	w11_d741e25949
kund	w13_d741e25953
und	w1_d741e25959
zu	w3_d741e25962
wissen	w5_d741e25965
gemacht,	w7_d741e25968
welchergestalten	w9_d741e25971
des	w11_d741e25974
Johann	w13_d741e25978
Anton	w1_d741e25983
Eder,	w3_d741e25986
Burgerl.	w5_d741e25989
Handelsmann,	w7_d741e25992
allhier	w9_d741e25995
im	w11_d741e25998
Holz=viertel	w1_d741e26003
gelegene	w3_d741e26006
Haus	w5_d741e26009
samt	w7_d741e26012
der	w9_d741e26015
darauf	w11_d741e26018
haf	w13_d741e26022
tenden	w1_d741e26027
Handlungs=gerechtigkeit	w3_d741e26030
licitando	w5_d741e26033
an	w7_d741e26036
den	w9_d741e26039
Meistbietenden	w1_d741e26045
überlassen	w3_d741e26048
und	w5_d741e26051
verkauffet	w7_d741e26054
werden	w9_d741e26057
solle,	w1_d741e26062
zu	w3_d741e26065
dem	w5_d741e26068
Ende	w7_d741e26071
dann	w9_d741e26074
eine	w11_d741e26077
nochmalige	w13_d741e26081
Licita	w15_d741e26084
tions=tagsatzung	w1_d741e26089
auf	w3_d741e26092
den	w5_d741e26095
8.	w7_d741e26098
April	w9_d741e26101
dies	w11_d741e26104
lauffenden	w13_d741e26108
1763sten	w1_d741e26113
Jahrs,	w3_d741e26116
fruhe	w5_d741e26119
um	w7_d741e26122
8.	w9_d741e26125
Uhr	w11_d741e26128
auf	w13_d741e26132
Gemeiner	w15_d741e26135
Stadt=raht=haus	w1_d741e26141
ad	w3_d741e26144
tractandum	w5_d741e26147
&	w7_d741e26150
concluden-	w9_d741e26153
dum	w1_d741e26158
bestimmet	w3_d741e26161
worden,	w5_d741e26164
wer	w7_d741e26167
also	w9_d741e26170
dieses	w11_d741e26173
Haus	w13_d741e26177
samt	w1_d741e26182
oben	w3_d741e26185
bemelten	w5_d741e26188
Handlungs=gerechtigkeit	w7_d741e26191
an	w9_d741e26194
sich	w1_d741e26199
zu	w3_d741e26202
bringen	w5_d741e26205
willens,	w7_d741e26208
kan	w9_d741e26211
am	w11_d741e26214
besagten	w13_d741e26218
Tag	w15_d741e26221
und	w17_d741e26224
Stund	w1_d741e26230
allda	w3_d741e26233
erscheinen,	w5_d741e26236
und	w7_d741e26239
sich	w9_d741e26242
durch	w11_d741e26245
den	w13_d741e26249
Rahts	w15_d741e26252
diener	w1_d741e26257
anmelden	w3_d741e26260
lassen.	w5_d741e26263
</p>
<list id="l88_d741e26266">
Von	w1_d741e26270
Sr.	w3_d741e26273
Hochwürden	w5_d741e26276
und	w7_d741e26279
Gnaden	w9_d741e26282
Heren	w11_d741e26285
Of	w13_d741e26289
</list>
<p id="p90_d741e26293">
Von	w1_d741e26297
Sr.	w3_d741e26300
Hochwürden	w5_d741e26303
und	w7_d741e26306
Gnaden	w9_d741e26309
Heren	w11_d741e26312
Of	w13_d741e26316
ficialen	w1_d741e26321
und	w3_d741e26324
Venerabilis	w5_d741e26327
Archi-episcopalis	w7_d741e26330
Confi-	w9_d741e26333
storii	w1_d741e26338
Viennensis	w3_d741e26341
wegen,	w5_d741e26344
wird	w7_d741e26347
hiemit	w9_d741e26350
jedermännig	w11_d741e26353
lich	w1_d741e26359
kund	w3_d741e26362
und	w5_d741e26365
zu	w7_d741e26368
wissen	w9_d741e26371
gemacht,	w11_d741e26374
daß	w13_d741e26378
der	w15_d741e26381
Paul	w17_d741e26384
Rie	w19_d741e26387
se	w1_d741e26392
und	w3_d741e26395
weltlicher	w5_d741e26398
Priester	w7_d741e26401
und	w9_d741e26404
Beneficiatus	w11_d741e26407
ad	w13_d741e26411
S.	w15_d741e26414
Salvatorem,	w1_d741e26419
ohne	w3_d741e26422
mindester	w5_d741e26425
Noht	w7_d741e26428
schon	w9_d741e26431
öfters	w11_d741e26434
über	w13_d741e26438
mäßige	w1_d741e26443
Schulden,	w3_d741e26446
ungehindert	w5_d741e26449
der	w7_d741e26452
zu	w9_d741e26455
verschiede	w11_d741e26458
nen	w1_d741e26464
malen	w3_d741e26467
ihme	w5_d741e26470
gegebenen	w7_d741e26473
Warnungen,	w9_d741e26476
contrahi	w11_d741e26479
ret	w1_d741e26484
habe,	w3_d741e26487
und	w5_d741e26490
also	w7_d741e26493
mit	w9_d741e26496
seinem	w11_d741e26499
Vermögen	w13_d741e26503
zu	w15_d741e26506
bah	w17_d741e26509
ren	w1_d741e26514
nicht	w3_d741e26517
fehig	w5_d741e26520
und	w7_d741e26523
tüchtig	w9_d741e26526
seye,	w11_d741e26529
mithin	w13_d741e26533
hat	w15_d741e26536
das	w17_d741e26539
Venerabile	w1_d741e26544
Archi-episcopale	w3_d741e26547
Consistorium	w5_d741e26550
ihn	w7_d741e26553
weltl.	w1_d741e26559
Priester	w3_d741e26562
Paul	w5_d741e26565
Riese	w7_d741e26568
ein	w9_d741e26571
Darlehen	w11_d741e26574
aufzuneh	w13_d741e26578
men,	w1_d741e26583
oder	w3_d741e26586
auf	w5_d741e26589
was	w7_d741e26592
immer	w9_d741e26595
für	w11_d741e26598
Art	w13_d741e26602
und	w15_d741e26605
Weis	w17_d741e26608
sich	w19_d741e26611
verbindlich	w1_d741e26616
zu	w3_d741e26619
machen,	w5_d741e26622
oder	w7_d741e26625
zu	w9_d741e26628
verpfänden	w11_d741e26631
für	w13_d741e26635
un	w15_d741e26638
fähig	w1_d741e26643
oder	w3_d741e26646
pro	w5_d741e26649
prodigo	w7_d741e26652
erkläret,	w9_d741e26655
und	w11_d741e26658
weitere	w13_d741e26662
Schul	w15_d741e26665
den	w1_d741e26671
zu	w3_d741e26674
machen,	w5_d741e26677
allen	w7_d741e26680
Gewalt	w9_d741e26683
und	w11_d741e26686
Macht	w13_d741e26690
hiemit	w15_d741e26693
benommen.	w1_d741e26698
Solchemnach	w3_d741e26701
werden	w5_d741e26704
alle	w7_d741e26707
und	w9_d741e26710
jede	w11_d741e26713
sich	w1_d741e26718
mit	w3_d741e26721
ihm	w5_d741e26724
Paul	w7_d741e26727
Riese	w9_d741e26730
ein	w11_d741e26733
Schulden=contract,	w13_d741e26737
wie	w1_d741e26742
er	w3_d741e26745
immer	w5_d741e26748
Namen	w7_d741e26751
haben	w9_d741e26754
mag,	w11_d741e26757
abzuschliessen,	w13_d741e26761
alsogewiß	w1_d741e26767
zu	w3_d741e26770
enthalben	w5_d741e26773
haben,	w7_d741e26776
als	w9_d741e26779
im	w11_d741e26782
widrigen	w13_d741e26786
all	w1_d741e26791
solches	w3_d741e26794
nach	w5_d741e26797
Anleitung	w7_d741e26800
der	w9_d741e26803
Rechten	w11_d741e26806
für	w13_d741e26810
unver	w15_d741e26813
bindlich,	w1_d741e26818
ungültig	w3_d741e26821
und	w5_d741e26824
kraftlos	w7_d741e26827
inner	w9_d741e26830
und	w11_d741e26833
auffer	w13_d741e26837
Gericht	w1_d741e26842
angesehen,	w3_d741e26845
und	w5_d741e26848
sie	w7_d741e26851
ihres	w9_d741e26854
Darlehens,	w11_d741e26857
oder	w13_d741e26861
sonstigen	w1_d741e26867
Creditirung	w3_d741e26870
gänzlich	w5_d741e26873
verlustiget	w7_d741e26876
werden	w9_d741e26879
wurden.	w1_d741e26884
Wornach	w3_d741e26887
sich	w5_d741e26890
jedermann	w7_d741e26893
zu	w9_d741e26896
richten,	w11_d741e26899
und	w13_d741e26903
für	w1_d741e26908
Schaden	w3_d741e26911
zu	w5_d741e26914
hüten	w7_d741e26917
wissen	w9_d741e26920
wird.	w11_d741e26923
Ex	w13_d741e26927
Consisto	w15_d741e26930
rio	w1_d741e26935
Archi-episcopali	w3_d741e26938
Viennensi	w5_d741e26941
28.	w7_d741e26944
Febr.	w9_d741e26947
1763.	w11_d741e26950
</p>
<p id="p92_d741e26953">
Von	w1_d741e26957
dem	w3_d741e26960
Kaiserl.	w5_d741e26963
Königl.	w7_d741e26966
Stadt	w9_d741e26969
und	w11_d741e26972
Landge	w13_d741e26976
richt	w1_d741e26981
Wien	w3_d741e26984
der	w5_d741e26987
Juliä	w7_d741e26990
Choisy	w9_d741e26993
anzuzeigen,	w11_d741e26996
es	w13_d741e27000
habe	w15_d741e27003
allda	w1_d741e27008
der	w3_d741e27011
Martin	w5_d741e27014
Roullier	w7_d741e27017
&	w9_d741e27020
Compagnie	w11_d741e27023
suppli-	w13_d741e27027
cando	w1_d741e27033
angebracht,	w3_d741e27036
daß,	w5_d741e27039
nachdeme	w7_d741e27042
sie	w9_d741e27045
Choisy	w11_d741e27048
aus	w13_d741e27052
dem	w1_d741e27057
wider	w3_d741e27060
sie	w5_d741e27063
wegen	w7_d741e27066
schuldigen	w9_d741e27069
80255.	w11_d741e27072
Livres	w13_d741e27076
4.	w15_d741e27079
Sous	w1_d741e27084
jüngsthin	w3_d741e27087
bewürkten	w5_d741e27090
Haus=arrest	w7_d741e27093
entwichen,	w9_d741e27096
und	w1_d741e27101
seitdeme	w3_d741e27104
nicht	w5_d741e27107
mehr	w7_d741e27110
zu	w9_d741e27113
betretten	w11_d741e27116
gewesen,	w13_d741e27120
ih	w15_d741e27123
me	w1_d741e27129
keine	w3_d741e27132
Hofnung	w5_d741e27135
übrig	w7_d741e27138
wäre,	w9_d741e27141
daß	w11_d741e27144
das	w13_d741e27148
von	w15_d741e27151
ih	w17_d741e27154
nen	w1_d741e27159
beyden	w3_d741e27162
ausser	w5_d741e27165
gerichtl.	w7_d741e27168
getroffene	w9_d741e27171
Compromiss	w11_d741e27174
in	w1_d741e27179
Erfüllung	w3_d741e27182
gebracht	w5_d741e27185
werde,	w7_d741e27188
folgbar	w9_d741e27191
das	w11_d741e27194
beste	w13_d741e27198
Expediens	w1_d741e27203
zu	w3_d741e27206
seyn	w5_d741e27209
schiene,	w7_d741e27212
daß	w9_d741e27215
ungehindert	w11_d741e27218
seine	w13_d741e27222
ermeldete	w1_d741e27228
Forderung	w3_d741e27231
deren	w5_d741e27234
80255.	w7_d741e27237
Livres	w9_d741e27240
über	w11_d741e27243
die	w13_d741e27247
zwischen	w1_d741e27252
ihme	w3_d741e27255
und	w5_d741e27258
ihr	w7_d741e27261
Choisy	w9_d741e27264
gemachte	w11_d741e27267
Berechnun	w13_d741e27271
gen	w1_d741e27276
ohnehin	w3_d741e27279
fast	w5_d741e27282
durchaus	w7_d741e27285
richtig	w9_d741e27288
gestellet	w11_d741e27291
worden,	w13_d741e27295
dennoch	w1_d741e27300
ein	w3_d741e27303
Erforderung	w5_d741e27306
ad	w7_d741e27309
liquidandum	w9_d741e27312
ange	w11_d741e27315
ordnet	w1_d741e27321
und	w3_d741e27324
ihr	w5_d741e27327
Choisy	w7_d741e27330
entweder	w9_d741e27333
selbst	w11_d741e27336
persönlich	w13_d741e27340
oder	w1_d741e27345
durch	w3_d741e27348
genugsam	w5_d741e27351
Bevollmächtigten	w7_d741e27354
alsogewiß	w9_d741e27357
zu	w1_d741e27362
erscheinen	w3_d741e27365
auferlegt	w5_d741e27368
werde,	w7_d741e27371
wie	w9_d741e27374
im	w11_d741e27377
widrigen	w13_d741e27381
sei	w15_d741e27384
ne	w1_d741e27389
obberührte	w3_d741e27392
Forderung	w5_d741e27395
pr.	w7_d741e27398
80255.	w9_d741e27401
Livres	w11_d741e27404
4.	w13_d741e27408
Sous	w1_d741e27414
für	w3_d741e27417
liquid	w5_d741e27420
gehalten	w7_d741e27423
werden	w9_d741e27426
solle;	w11_d741e27429
da	w13_d741e27433
nun	w15_d741e27436
den	w1_d741e27441
Begehren	w3_d741e27444
gemäß	w5_d741e27447
eine	w7_d741e27450
peremptorische	w9_d741e27453
Tagsa	w11_d741e27456
tzung	w1_d741e27461
angeordnet,	w3_d741e27464
und	w5_d741e27467
derentwillen	w7_d741e27470
den	w9_d741e27473
16.	w11_d741e27476
dies	w13_d741e27480
Monats	w1_d741e27485
Martii	w3_d741e27488
fruhe	w5_d741e27491
um	w7_d741e27494
8.	w9_d741e27497
Uhr	w11_d741e27500
auf	w13_d741e27504
dem	w15_d741e27507
Kaiserl.	w17_d741e27510
Königl.	w1_d741e27516
Stadt=gericht	w3_d741e27519
gefaster	w5_d741e27522
zu	w7_d741e27525
erscheinen	w9_d741e27528
be	w11_d741e27531
stimmet	w1_d741e27536
worden,	w3_d741e27539
dahero	w5_d741e27542
wird	w7_d741e27545
ihr	w9_d741e27548
Choisy	w11_d741e27551
(zuma	w13_d741e27555
len	w1_d741e27560
selbe	w3_d741e27563
allhier	w5_d741e27566
nicht	w7_d741e27569
zu	w9_d741e27572
betretten	w11_d741e27575
ist)	w13_d741e27579
diese	w15_d741e27582
besagt	w17_d741e27585
peremptorische	w1_d741e27590
Tagsatzung	w3_d741e27593
in	w5_d741e27596
Kraft	w7_d741e27599
gegenwärtig	w9_d741e27602
offenen	w1_d741e27608
Edicts,	w3_d741e27611
mittelst	w5_d741e27614
eines	w7_d741e27617
gewönlichen	w9_d741e27620
Valval	w11_d741e27623
termins,	w1_d741e27628
das	w3_d741e27631
ist	w5_d741e27634
auf	w7_d741e27637
dem	w9_d741e27640
obangemelten	w11_d741e27643
16.	w13_d741e27647
Martii	w15_d741e27650
dies	w1_d741e27655
Jahrs	w3_d741e27658
zur	w5_d741e27661
wissentlichen	w7_d741e27664
Nachricht	w9_d741e27667
intimiret.	w11_d741e27670
</p>
<list id="l94_d741e27673">
Von	w1_d741e27677
dem	w3_d741e27680
Kaiserl.	w5_d741e27683
Königl.	w7_d741e27686
Stadt	w9_d741e27689
und	w11_d741e27692
Landge	w13_d741e27696
</list>
</doc>
