<doc id="wr_1763-08-27" attrs="word" year="1763" month="08" day="27" corpus="2">
<head id="h2_d786e3060">
Cartagena	w1_d786e3064
im	w7_d786e24659
widrigen	w9_d786e24662
Eingangsge	w11_d786e24665
dachtes	w1_d786e24670
Franz	w3_d786e24673
Reyterisches	w5_d786e24676
Erb=guth	w7_d786e24679
pr.	w9_d786e24682
56.	w11_d786e24685
fl.	w13_d786e24689
22.	w1_d786e24695
1.	w3_d786e24698
halben	w5_d786e24701
kr.	w7_d786e24704
cum	w9_d786e24707
sua	w11_d786e24710
causa	w13_d786e24714
der	w15_d786e24717
sich	w17_d786e24720
gemeld	w19_d786e24723
ten	w1_d786e24728
und	w3_d786e24731
dermalen	w5_d786e24734
wissenden	w7_d786e24737
Thoma	w9_d786e24740
Payrischen	w11_d786e24743
und	w1_d786e24748
resp.	w3_d786e24751
des	w5_d786e24754
Franz	w7_d786e24757
Reyter	w9_d786e24760
nächsten	w11_d786e24763
Befreundten	w13_d786e24767
der	w1_d786e24772
Frauen	w3_d786e24775
Eva	w5_d786e24778
Zechetbauerin,	w7_d786e24781
geb.	w9_d786e24784
Rohrbeckin,	w11_d786e24787
ausgefolget	w1_d786e24793
werden	w3_d786e24796
solle.	w5_d786e24799
Obersultz	w7_d786e24802
den	w9_d786e24805
20sten	w11_d786e24808
Julii	w1_d786e24813
1763.	w3_d786e24816
</p>
<list id="l14_d786e24819">
Wit	w1_d786e24823
R.	w3_d786e24826
Restor	w5_d786e24829
&	w7_d786e24832
Constorum	w9_d786e24835
der	w11_d786e24838
uralt	w13_d786e24842
/	w15_d786e24845
und	w17_d786e24848
</list>
<p id="p16_d786e24852">
Wit	w1_d786e24856
R.	w3_d786e24859
Restor	w5_d786e24862
&	w7_d786e24865
Constorum	w9_d786e24868
der	w11_d786e24871
uralt	w13_d786e24875
/	w15_d786e24878
und	w17_d786e24881
weit=berühmten	w1_d786e24886
Universität	w3_d786e24889
allhier,	w5_d786e24892
geben	w7_d786e24895
hiemit	w9_d786e24898
jedermänniglich	w1_d786e24903
zu	w3_d786e24906
vernehmen,	w5_d786e24909
welchergestalten	w7_d786e24912
wir	w1_d786e24918
über	w3_d786e24921
das	w5_d786e24924
unterm	w7_d786e24927
31.	w9_d786e24930
elapsi	w11_d786e24933
mensis	w13_d786e24937
erfolgte	w15_d786e24940
Absterben	w1_d786e24945
des	w3_d786e24948
Johann	w5_d786e24951
Baptist	w7_d786e24954
Prassers,	w9_d786e24957
Universitä	w11_d786e24960
tischen	w1_d786e24965
Kunst	w3_d786e24968
und	w5_d786e24971
Buchführers	w7_d786e24974
allhier	w9_d786e24977
vorpflegen	w11_d786e24980
der	w1_d786e24985
dessen	w3_d786e24988
Verlassenschafts=abhandlung	w5_d786e24991
zu	w7_d786e24994
Rich	w9_d786e24997
tigstellung	w1_d786e25003
des	w3_d786e25006
eigentlichen	w5_d786e25009
Verlassenschaftsstan	w7_d786e25012
des,	w1_d786e25017
sohin	w3_d786e25020
zu	w5_d786e25023
vorläufiger	w7_d786e25026
Ausfindigmachung	w9_d786e25029
deren	w11_d786e25032
vorhandenen	w1_d786e25037
Passivorum	w3_d786e25040
alle	w5_d786e25043
und	w7_d786e25046
jede,	w9_d786e25049
welche	w11_d786e25052
an	w13_d786e25056
bemelte	w1_d786e25061
Verlassenschaft	w3_d786e25064
titulo	w5_d786e25067
Crediti,	w7_d786e25070
aut	w9_d786e25073
alio	w11_d786e25076
quocunque	w1_d786e25082
etwas	w3_d786e25085
zu	w5_d786e25088
prätendiren	w7_d786e25091
vermeinen,	w9_d786e25094
mit	w11_d786e25097
telst	w1_d786e25102
Affigirung	w3_d786e25105
deren	w5_d786e25108
in	w7_d786e25111
solchen	w9_d786e25114
Fällen	w11_d786e25117
gewönli	w13_d786e25121
chen	w1_d786e25126
Convocations=edicten	w3_d786e25129
gerichtl.	w5_d786e25132
fürgeladen,	w7_d786e25135
dann	w1_d786e25140
zu	w3_d786e25143
solchem	w5_d786e25146
Ende	w7_d786e25149
auf	w9_d786e25152
gemachtes	w11_d786e25155
Anlangen	w13_d786e25159
deren	w1_d786e25165
Vorstehern,	w3_d786e25168
der	w5_d786e25171
von	w7_d786e25174
dem	w9_d786e25177
abgelebten	w11_d786e25180
Prasser	w13_d786e25184
seel.	w1_d786e25189
zum	w3_d786e25192
Universal=erben	w5_d786e25195
eingesetzten	w7_d786e25198
Bruder	w9_d786e25201
schaft	w1_d786e25206
den	w3_d786e25209
16.	w5_d786e25212
nächst=kommenden	w7_d786e25215
Monats	w9_d786e25218
Novemb.	w11_d786e25221
inlebenden	w1_d786e25226
Jahrs	w3_d786e25229
zur	w5_d786e25232
Anmeldungs=tagsatzung	w7_d786e25235
bestimmet,	w1_d786e25241
untereinstens	w3_d786e25244
auch	w5_d786e25247
die	w7_d786e25250
Ausfertigung	w9_d786e25253
sothaner	w1_d786e25258
Convocations=edicten,	w3_d786e25261
und	w5_d786e25264
zwar	w7_d786e25267
sub	w9_d786e25270
clau-	w11_d786e25273
sula	w1_d786e25278
præclusi	w3_d786e25281
&	w5_d786e25284
perpetui	w7_d786e25287
silentii	w9_d786e25290
verordnet.	w11_d786e25293
Sol	w13_d786e25297
chemnach	w1_d786e25302
wird	w3_d786e25305
anmit	w5_d786e25308
allen	w7_d786e25311
und	w9_d786e25314
jeden,	w11_d786e25317
die	w13_d786e25321
an	w15_d786e25324
des	w17_d786e25327
vorbemelten	w1_d786e25333
Johann	w3_d786e25336
Baptist	w5_d786e25339
Prasser,	w7_d786e25342
Universitä	w9_d786e25345
tischen	w1_d786e25350
Buch	w3_d786e25353
und	w5_d786e25356
Kunstführers,	w7_d786e25359
ruckgebliebene	w9_d786e25362
Verlassenschaft	w1_d786e25367
quocunque	w3_d786e25370
demum	w5_d786e25373
ttulo	w7_d786e25376
einige	w9_d786e25379
Sprüch	w1_d786e25384
und	w3_d786e25387
Anforderungen	w5_d786e25390
zu	w7_d786e25393
stellen	w9_d786e25396
ver	w11_d786e25399
meinen,	w1_d786e25405
erinneret,	w3_d786e25408
daß	w5_d786e25411
selbe	w7_d786e25414
pro	w9_d786e25417
primo,	w11_d786e25420
secundo	w13_d786e25424
&	w1_d786e25429
terrio	w3_d786e25432
termino	w5_d786e25435
den	w7_d786e25438
16.	w9_d786e25441
Novemb.	w11_d786e25444
inlebenden	w13_d786e25448
Jahrs	w1_d786e25453
Nachmittags	w3_d786e25456
um	w5_d786e25459
2.	w7_d786e25462
Uhr	w9_d786e25465
sub	w11_d786e25468
clausula	w13_d786e25472
præclusi	w15_d786e25475
&	w1_d786e25480
perperui	w3_d786e25483
silentii	w5_d786e25486
in	w7_d786e25489
der	w9_d786e25492
Universitäts=canzley	w11_d786e25495
erscheinen,	w1_d786e25501
allda	w3_d786e25504
ihre	w5_d786e25507
Forderungen	w7_d786e25510
anmelden,	w9_d786e25513
auch	w11_d786e25516
solche	w1_d786e25521
</p>
<p id="p20_d786e25526">
solche	w1_d786e25530
untereinstens	w3_d786e25533
alsogewiß	w5_d786e25536
liquidiren,	w7_d786e25539
wie	w9_d786e25542
im	w11_d786e25545
widrigen,	w1_d786e25550
und	w3_d786e25553
nach	w5_d786e25556
Verfliessung	w7_d786e25559
dieses	w9_d786e25562
Termins	w11_d786e25565
dieselbe	w1_d786e25570
nicht	w3_d786e25573
mehr	w5_d786e25576
gehöret	w7_d786e25579
werden,	w9_d786e25582
sondern	w11_d786e25585
ihnen	w13_d786e25589
das	w1_d786e25595
ewige	w3_d786e25598
Stillschweigen	w5_d786e25601
auferleget	w7_d786e25604
seyn,	w9_d786e25607
sohin	w11_d786e25610
bemelte	w1_d786e25615
Verlassenschaft	w3_d786e25618
dem	w5_d786e25621
eingesetzten	w7_d786e25624
Universal	w9_d786e25627
erben	w1_d786e25632
Universal=erben	w3_d786e25635
eingeantwortet	w5_d786e25638
werden	w7_d786e25641
solle.	w1_d786e25646
Wornach	w3_d786e25649
sich	w5_d786e25652
ein	w7_d786e25655
jeder	w9_d786e25658
zu	w11_d786e25661
richten,	w13_d786e25665
und	w15_d786e25668
sein	w17_d786e25671
Recht	w1_d786e25677
zu	w3_d786e25680
besorgen	w5_d786e25683
wissen	w7_d786e25686
wird.	w9_d786e25689
</p>
<p id="p22_d786e25692">
Von	w1_d786e25696
der	w3_d786e25699
Kaiserl.	w5_d786e25702
Kön.	w7_d786e25705
N.	w9_d786e25708
Oe.	w11_d786e25711
Regierung	w13_d786e25715
we	w15_d786e25718
gen	w1_d786e25723
wird	w3_d786e25726
mit	w5_d786e25729
gegenwärtig	w7_d786e25732
offenem	w9_d786e25735
Edict	w11_d786e25738
denen	w13_d786e25742
in	w1_d786e25747
der	w3_d786e25750
Rädlerischen	w5_d786e25753
Claßification,	w7_d786e25756
und	w9_d786e25759
zwar	w11_d786e25762
in	w13_d786e25766
der	w1_d786e25772
dritten,	w3_d786e25775
oder	w5_d786e25778
Chyrographar=claß	w7_d786e25781
einkommen	w9_d786e25784
den	w1_d786e25789
Credits=partheyen,	w3_d786e25792
benanntlich	w5_d786e25795
des	w7_d786e25798
N.	w9_d786e25801
Ruck	w11_d786e25804
Medic.	w1_d786e25809
Doct.	w3_d786e25812
hinterlassenen	w5_d786e25815
Erben,	w7_d786e25818
dem	w9_d786e25821
Domi	w11_d786e25824
nico	w1_d786e25829
Antonio	w3_d786e25832
Ferrari,	w5_d786e25835
dem	w7_d786e25838
Johann	w9_d786e25841
Michael	w11_d786e25844
Mil	w13_d786e25848
ler,	w1_d786e25854
der	w3_d786e25857
Mariä	w5_d786e25860
Annä	w7_d786e25863
Manzadorin,	w9_d786e25866
dem	w11_d786e25869
Antonio	w13_d786e25873
Frank,	w1_d786e25878
weltlichen	w3_d786e25881
Priester,	w5_d786e25884
dem	w7_d786e25887
Franz	w9_d786e25890
Car	w11_d786e25893
Reichardt,	w1_d786e25898
der	w3_d786e25901
Rosaliä	w5_d786e25904
Sprintzlin,	w7_d786e25907
dem	w9_d786e25910
Joseph	w11_d786e25913
Bernhard	w1_d786e25918
Püttner,	w3_d786e25921
dem	w5_d786e25924
Joseph	w7_d786e25927
Michael	w9_d786e25930
Schuh	w11_d786e25933
macher,	w1_d786e25939
dem	w3_d786e25942
Carl	w5_d786e25945
Frölich,	w7_d786e25948
gewesten	w9_d786e25951
Rittmeister,	w11_d786e25954
der	w1_d786e25959
Theresiä	w3_d786e25962
Seidlin,	w5_d786e25965
dem	w7_d786e25968
Ludwig	w9_d786e25971
Herleben,	w11_d786e25974
dem	w13_d786e25978
Erhard	w1_d786e25983
Gruber,	w3_d786e25986
dem	w5_d786e25989
Lothario	w7_d786e25992
Moßing,	w9_d786e25995
dem	w11_d786e25998
Joseph	w1_d786e26003
Patigi,	w3_d786e26006
dem	w5_d786e26009
Nicolao	w7_d786e26012
Ewig,	w9_d786e26015
dem	w11_d786e26018
Thomä	w13_d786e26022
Walter,	w1_d786e26028
dem	w3_d786e26031
Caspar	w5_d786e26034
Schnack,	w7_d786e26037
der	w9_d786e26040
Franciscä	w11_d786e26043
v.	w13_d786e26047
Ghelen,	w1_d786e26052
dem	w3_d786e26055
Johann	w5_d786e26058
Adam	w7_d786e26061
Puntz,	w9_d786e26064
dem	w11_d786e26067
Bar	w13_d786e26071
tholomä	w1_d786e26076
Finck,	w3_d786e26079
dem	w5_d786e26082
Michael	w7_d786e26085
Röhrig,	w9_d786e26088
dem	w11_d786e26091
Lud	w13_d786e26095
wig	w1_d786e26100
Hereleben,	w3_d786e26103
derenselben	w5_d786e26106
Erben,	w7_d786e26109
Ceßionarien,	w9_d786e26112
Gewalttrageren,	w1_d786e26118
oder	w3_d786e26121
sonst	w5_d786e26124
Theilnehmenden	w7_d786e26127
und	w9_d786e26130
deme	w1_d786e26135
daran	w3_d786e26138
gelegen,	w5_d786e26141
kund	w7_d786e26144
und	w9_d786e26147
zu	w11_d786e26150
wissen	w13_d786e26154
gemacht:	w15_d786e26157
Es	w1_d786e26162
habe	w3_d786e26165
Regierung	w5_d786e26168
Besage	w7_d786e26171
des	w9_d786e26174
unterm	w11_d786e26177
13ten	w13_d786e26181
Novemb.	w1_d786e26186
1762.	w3_d786e26189
in	w5_d786e26192
Sachen	w7_d786e26195
geschöpften	w9_d786e26198
Verlasses	w11_d786e26201
unter	w1_d786e26207
anderen	w3_d786e26210
zu	w5_d786e26213
verordnen	w7_d786e26216
für	w9_d786e26219
nöthig	w11_d786e26222
erachtet,	w13_d786e26226
daß	w1_d786e26231
der	w3_d786e26234
gesammte	w5_d786e26237
Rädlerische	w7_d786e26240
Activ=stand	w9_d786e26243
mit	w11_d786e26246
all	w1_d786e26251
und	w3_d786e26254
jeden	w5_d786e26257
contra	w7_d786e26260
quoscunque	w9_d786e26263
zustehenden	w11_d786e26266
Ge	w13_d786e26270
rechtsamen	w1_d786e26275
denen	w3_d786e26278
sammentlich=Rädlerischen	w5_d786e26281
Cre	w7_d786e26284
dits=partheyen	w1_d786e26290
zu	w3_d786e26293
selbst	w5_d786e26296
eigener	w7_d786e26299
Untersuch	w9_d786e26302
Ein	w11_d786e26305
bringVortheil	w1_d786e26310
und	w3_d786e26313
sich	w5_d786e26316
Zahlhaftmachung	w7_d786e26319
in	w9_d786e26322
solutum	w1_d786e26327
aldiciret	w3_d786e26330
und	w5_d786e26333
überlassen,	w7_d786e26336
und	w9_d786e26339
dannen	w11_d786e26342
hero	w1_d786e26347
zur	w3_d786e26350
ordentlichen	w5_d786e26353
Bewerkstelligung	w7_d786e26356
dieser	w9_d786e26359
Ad	w11_d786e26362
dicirung	w1_d786e26368
von	w3_d786e26371
dem	w5_d786e26374
gerichtlich	w7_d786e26377
verordneten	w9_d786e26380
Rädle	w11_d786e26383
rischen	w1_d786e26388
Curatore	w3_d786e26391
ad	w5_d786e26394
lites	w7_d786e26397
um	w9_d786e26400
eine	w11_d786e26403
clausulirte	w13_d786e26407
Er	w15_d786e26410
forderung	w1_d786e26415
angelanget	w3_d786e26418
werden	w5_d786e26421
solle.	w7_d786e26424
Wann	w9_d786e26427
nun	w11_d786e26430
Regierung	w1_d786e26435
auf	w3_d786e26438
das	w5_d786e26441
hierwegen	w7_d786e26444
von	w9_d786e26447
ihme	w11_d786e26450
Curato-	w13_d786e26454
re	w1_d786e26460
ad	w3_d786e26463
lites	w5_d786e26466
jüngsthin	w7_d786e26469
beschehene	w9_d786e26472
Anlangen	w11_d786e26475
eine	w13_d786e26479
Er	w15_d786e26482
forderung	w1_d786e26487
angeordnet,	w3_d786e26490
und	w5_d786e26493
hierzu	w7_d786e26496
den	w9_d786e26499
10.	w11_d786e26502
künf	w13_d786e26506
rigen	w1_d786e26511
Monats	w3_d786e26514
Novemb.	w5_d786e26517
Nachmittag	w7_d786e26520
präcise	w9_d786e26523
um	w11_d786e26526
4.	w1_d786e26531
Uhr	w3_d786e26534
bestimmet	w5_d786e26537
hat.	w7_d786e26540
Als	w9_d786e26543
werden	w11_d786e26546
sie	w13_d786e26550
Eingangs	w15_d786e26553
benannte	w1_d786e26559
in	w3_d786e26562
der	w5_d786e26565
Rädlerischen	w7_d786e26568
Claßification,	w9_d786e26571
und	w11_d786e26574
zwar	w1_d786e26579
in	w3_d786e26582
der	w5_d786e26585
dritten	w7_d786e26588
oder	w9_d786e26591
Chyrographar=claß	w11_d786e26594
ein	w13_d786e26598
kommende	w1_d786e26603
Credits=partheyen	w3_d786e26606
und	w5_d786e26609
resp.	w7_d786e26612
derensel	w9_d786e26615
ben	w1_d786e26620
Erben,	w3_d786e26623
Ceßionarien,	w5_d786e26626
Gewalttragere,	w7_d786e26629
oder	w9_d786e26632
sonst	w1_d786e26638
Theilnehmende	w3_d786e26641
an	w5_d786e26644
obbestimmtem	w7_d786e26647
Tag	w9_d786e26650
und	w11_d786e26653
Stund	w1_d786e26658
vor	w3_d786e26661
Regierung	w5_d786e26664
in	w7_d786e26667
der	w9_d786e26670
daselbst	w11_d786e26673
zu	w13_d786e26677
solchem	w15_d786e26680
Ende	w1_d786e26685
offen	w3_d786e26688
haltenden	w5_d786e26691
Commißions=stuben	w7_d786e26694
ent	w9_d786e26697
weder	w1_d786e26702
selbst	w3_d786e26705
persönlich,	w5_d786e26708
oder	w7_d786e26711
durch	w9_d786e26714
hierzu	w11_d786e26717
genug	w13_d786e26721
sam	w1_d786e26727
gevollmächtigte	w3_d786e26730
Gewalttragere	w5_d786e26733
also	w7_d786e26736
gewiß	w9_d786e26739
zu	w11_d786e26742
erscheinen,	w1_d786e26747
und	w3_d786e26750
einen	w5_d786e26753
Uebernahms=ausschuß	w7_d786e26756
nam	w9_d786e26759
haft	w1_d786e26764
zu	w3_d786e26767
machen	w5_d786e26770
haben	w7_d786e26773
werden,	w9_d786e26776
wie	w11_d786e26779
im	w13_d786e26783
widrigen	w15_d786e26786
denen	w1_d786e26791
Erscheinenden,	w3_d786e26794
oder	w5_d786e26797
dem	w7_d786e26800
von	w9_d786e26803
denenselben	w11_d786e26806
</p>
<list id="l24_d786e26810">
Von	w1_d786e26814
der	w3_d786e26817
Kaiserl.	w5_d786e26820
Kön.	w7_d786e26823
N.	w9_d786e26826
Oe.	w11_d786e26829
Regierung	w13_d786e26833
we	w15_d786e26836
</list>
<p id="p26_d786e26840">
namhaft	w1_d786e26844
zu	w3_d786e26847
machen	w5_d786e26850
kommenden	w7_d786e26853
Ausschuß	w9_d786e26856
auf	w11_d786e26859
Ge	w13_d786e26863
fahr	w1_d786e26868
deren	w3_d786e26871
Aussenbleibenden	w5_d786e26874
die	w7_d786e26877
gesammte	w9_d786e26880
Massa	w11_d786e26883
übergeben,	w1_d786e26888
und	w3_d786e26891
diese	w5_d786e26894
Concurs=handlung	w7_d786e26897
ex	w9_d786e26900
offi-	w11_d786e26903
cio	w1_d786e26909
aufgehoben	w3_d786e26912
werden	w5_d786e26915
solle.	w7_d786e26918
Wornach	w9_d786e26921
sich	w11_d786e26924
ein	w13_d786e26928
jeder	w1_d786e26933
zu	w3_d786e26936
richten,	w5_d786e26939
und	w7_d786e26942
allenfalls	w9_d786e26945
vor	w11_d786e26948
Schaden	w13_d786e26952
zu	w15_d786e26955
hüten	w1_d786e26960
wissen	w3_d786e26963
wird.	w5_d786e26966
</p>
<p id="p28_d786e26969">
Von	w1_d786e26973
der	w3_d786e26976
Hochgräfl.	w5_d786e26979
Franz	w7_d786e26982
Harrachischen	w9_d786e26985
Amts	w11_d786e26988
canzley	w1_d786e26993
Rohrau	w3_d786e26996
wegen,	w5_d786e26999
wird	w7_d786e27002
jedermänniglich	w9_d786e27005
kund	w11_d786e27008
und	w1_d786e27013
zu	w3_d786e27016
wissen	w5_d786e27019
gemacht,	w7_d786e27022
daß,	w9_d786e27025
nachdeme	w11_d786e27028
die	w13_d786e27032
auf	w15_d786e27035
den	w17_d786e27038
14.	w1_d786e27044
Junii	w3_d786e27047
dies	w5_d786e27050
Jahrs	w7_d786e27053
zu	w9_d786e27056
Licitirung	w11_d786e27059
des	w13_d786e27063
Johann	w15_d786e27066
Wallers,	w1_d786e27071
Unterthans	w3_d786e27074
und	w5_d786e27077
Fleischhackermeisters	w7_d786e27080
zu	w1_d786e27085
Rohrau	w3_d786e27088
dermaligen	w5_d786e27091
Vermögens,	w7_d786e27094
bestehend	w9_d786e27097
in	w11_d786e27100
ei	w13_d786e27104
nem	w1_d786e27109
Ganz=lehen=haus,	w3_d786e27112
nebst	w5_d786e27115
darzu	w7_d786e27118
gehörigen	w9_d786e27121
46.	w11_d786e27124
Joch	w1_d786e27130
Haus	w3_d786e27133
und	w5_d786e27136
Haus=zinns=äckern,	w7_d786e27139
ein	w9_d786e27142
halb	w11_d786e27145
Joch	w1_d786e27150
Zinns	w3_d786e27153
wiesen,	w5_d786e27156
ein	w7_d786e27159
Viertel	w9_d786e27162
Joch	w11_d786e27165
Hauskraut	w13_d786e27169
garten,	w1_d786e27174
ein	w3_d786e27177
Felber=au,	w5_d786e27180
und	w7_d786e27183
1.	w9_d786e27186
Rohr=lust,	w11_d786e27189
samt	w13_d786e27193
Fleischhacker=gewerb,	w1_d786e27198
dann	w3_d786e27201
schwer	w5_d786e27204
und	w7_d786e27207
geringe	w9_d786e27210
in	w1_d786e27216
Geströhe	w3_d786e27219
befindliche	w5_d786e27222
Körner=fechsung,	w7_d786e27225
Vieh	w9_d786e27228
und	w1_d786e27233
übrigen	w3_d786e27236
Wirtschafts=fahrnussen,	w5_d786e27239
um	w7_d786e27242
Schul	w9_d786e27245
den=willen	w1_d786e27250
angeordnete	w3_d786e27253
Tagsatzung	w5_d786e27256
fruchtlos	w7_d786e27259
ver	w9_d786e27262
strichen,	w1_d786e27267
eine	w3_d786e27270
nochmalig	w5_d786e27273
und	w7_d786e27276
zweytere	w9_d786e27279
auf	w11_d786e27282
den	w13_d786e27286
10.	w1_d786e27292
Sept.	w3_d786e27295
1763.	w5_d786e27298
anberaumet	w7_d786e27301
worden	w9_d786e27304
seye;	w11_d786e27307
Dem	w13_d786e27311
nach	w1_d786e27316
haben	w3_d786e27319
all	w5_d786e27322
jene,	w7_d786e27325
so	w9_d786e27328
ersagt=Wallerische	w11_d786e27331
Be	w13_d786e27335
hausung	w1_d786e27340
samt	w3_d786e27343
Zugehörungen	w5_d786e27346
zu	w7_d786e27349
erkaufen	w9_d786e27352
gedenken,	w11_d786e27355
an	w1_d786e27360
gleich	w3_d786e27363
bemelten	w5_d786e27366
10.	w7_d786e27369
Septemb.	w9_d786e27372
fruhe	w11_d786e27375
um	w13_d786e27379
7.	w15_d786e27382
Uhr	w17_d786e27385
in	w1_d786e27391
der	w3_d786e27394
Herrschaftlichen	w5_d786e27397
Amts=canzley	w7_d786e27400
Rohrau	w9_d786e27403
sich	w1_d786e27408
anmelden	w3_d786e27411
zu	w5_d786e27414
lassen.	w7_d786e27417
</p>
<list id="l30_d786e27420">
Von	w1_d786e27424
der	w3_d786e27427
Hochgräfl.	w5_d786e27430
Franz	w7_d786e27433
Harrachischen	w9_d786e27436
Amts	w11_d786e27439
</list>
<p id="p32_d786e27443">
Wir	w1_d786e27447
Burgermeister=amts=verwalter	w3_d786e27450
und	w5_d786e27453
Rath	w7_d786e27456
der	w1_d786e27461
Stadt	w3_d786e27464
Wien	w5_d786e27467
geben	w7_d786e27470
hiemit	w9_d786e27473
durch	w11_d786e27476
dieses	w13_d786e27480
offe	w15_d786e27483
ne	w1_d786e27488
Edict	w3_d786e27491
jedermänniglich	w5_d786e27494
zu	w7_d786e27497
vernehmen:	w9_d786e27500
wasge	w11_d786e27503
stalten	w1_d786e27509
wir	w3_d786e27512
über	w5_d786e27515
das	w7_d786e27518
von	w9_d786e27521
dem	w11_d786e27524
Hochlöbl.	w13_d786e27528
O.	w15_d786e27531
H.	w17_d786e27534
M.	w19_d786e27537
Gericht	w1_d786e27542
eingelangte	w3_d786e27545
Compaß=schreiben	w5_d786e27548
d.	w7_d786e27551
d.	w9_d786e27554
21.	w11_d786e27557
Junii	w1_d786e27562
1763.	w3_d786e27565
und	w5_d786e27568
sodann	w7_d786e27571
hierüber	w9_d786e27574
schriftlich	w11_d786e27577
be	w13_d786e27581
schehenes	w1_d786e27586
Anlangen	w3_d786e27589
des	w5_d786e27592
gerichtlich	w7_d786e27595
verordnet	w9_d786e27598
Au	w11_d786e27601
gustin	w1_d786e27607
von	w3_d786e27610
Pallestrazischen	w5_d786e27613
Hrn.	w7_d786e27616
Curatoris	w9_d786e27619
ad	w11_d786e27622
li-	w13_d786e27626
tes	w1_d786e27631
werden	w3_d786e27634
die	w5_d786e27637
diesseitig	w7_d786e27640
angemeldte	w9_d786e27643
Creditores	w11_d786e27646
unterm	w1_d786e27651
13.	w3_d786e27654
Julii	w5_d786e27657
1763.	w7_d786e27660
in	w9_d786e27663
ein	w11_d786e27666
nochmaliges	w13_d786e27670
Li	w15_d786e27673
citations=edict,	w1_d786e27678
jedoch	w3_d786e27681
mit	w5_d786e27684
Präfigirung	w7_d786e27687
eines	w9_d786e27690
4	w11_d786e27693
wochigen	w1_d786e27699
Termins	w3_d786e27702
gewilliget,	w5_d786e27705
und	w7_d786e27708
verordnet	w9_d786e27711
ha	w11_d786e27714
ben,	w1_d786e27719
daß	w3_d786e27722
die	w5_d786e27725
von	w7_d786e27728
Pallestrazischen	w9_d786e27731
in	w11_d786e27734
der	w13_d786e27738
untern	w15_d786e27741
Bäcken=strassen	w1_d786e27746
liegende	w3_d786e27749
Behausung	w5_d786e27752
nochmalen	w7_d786e27755
öffentlich	w1_d786e27760
ausgefeilet,	w3_d786e27763
und	w5_d786e27766
dem	w7_d786e27769
Meistbietenden	w9_d786e27772
verkaufet	w1_d786e27778
werden	w3_d786e27781
solle;	w5_d786e27784
da	w7_d786e27787
nun	w9_d786e27790
hierzu	w11_d786e27793
der	w13_d786e27797
19te	w15_d786e27800
Monats=tag	w1_d786e27805
Septemb.	w3_d786e27808
laufenden	w5_d786e27811
1763.	w7_d786e27814
Jahrs	w9_d786e27817
zur	w1_d786e27822
Tagsatzung	w3_d786e27825
bestimmet	w5_d786e27828
worden	w7_d786e27831
ist;	w9_d786e27834
als	w11_d786e27837
wird	w13_d786e27841
ein	w1_d786e27846
solches	w3_d786e27849
hiermit	w5_d786e27852
jedermann,	w7_d786e27855
wer	w9_d786e27858
etwann	w11_d786e27861
die	w13_d786e27865
ses	w1_d786e27871
Haus	w3_d786e27874
käuflichen	w5_d786e27877
an	w7_d786e27880
sich	w9_d786e27883
zu	w11_d786e27886
bringen	w13_d786e27890
gesinnet	w15_d786e27893
ist,	w1_d786e27898
mit	w3_d786e27901
diesem	w5_d786e27904
Edict	w7_d786e27907
zu	w9_d786e27910
dem	w11_d786e27913
Ende	w13_d786e27917
kund	w15_d786e27920
und	w17_d786e27923
zu	w1_d786e27928
wissen	w3_d786e27931
gemacht,	w5_d786e27934
damit	w7_d786e27937
ein	w9_d786e27940
sich	w11_d786e27943
hervorthuen	w13_d786e27947
der	w1_d786e27952
Kaufer	w3_d786e27955
bey	w5_d786e27958
obbemeldt	w7_d786e27961
bestimmter	w9_d786e27964
Licitations	w11_d786e27967
tagsatzung	w1_d786e27973
fruhe	w3_d786e27976
um	w5_d786e27979
9.	w7_d786e27982
Uhr,	w9_d786e27985
oder	w11_d786e27988
da	w13_d786e27992
wir	w15_d786e27995
selbi	w17_d786e27998
gen	w1_d786e28003
Tags	w3_d786e28006
etwan	w5_d786e28009
anderer	w7_d786e28012
Geschäften	w9_d786e28015
halber	w11_d786e28018
nicht	w13_d786e28022
zu	w1_d786e28027
Rath	w3_d786e28030
sitzeten,	w5_d786e28033
den	w7_d786e28036
nächst	w9_d786e28039
darauf	w11_d786e28042
folgenden	w13_d786e28046
Raths=tag	w1_d786e28051
vor	w3_d786e28054
uns	w5_d786e28057
erscheinen,	w7_d786e28060
und	w9_d786e28063
sich	w11_d786e28066
bey	w13_d786e28070
un	w15_d786e28073
ser	w1_d786e28079
und	w3_d786e28082
gemeiner	w5_d786e28085
Stadt	w7_d786e28088
Wien	w9_d786e28091
Grund=buch	w11_d786e28094
durch	w13_d786e28098
den	w1_d786e28103
daselbstigen	w3_d786e28106
Amts=schreiber	w5_d786e28109
anmelden	w7_d786e28112
lassen	w9_d786e28115
möge,	w1_d786e28120
allwo	w3_d786e28123
sodann	w5_d786e28126
das	w7_d786e28129
Weitere	w9_d786e28132
behörig	w11_d786e28135
traezi	w13_d786e28139
ret	w1_d786e28144
werden	w3_d786e28147
solle.	w5_d786e28150
</p>
</doc>
