<doc id="wr_1759-05-02" attrs="word" year="1759" month="05" day="02" corpus="2">
<head id="h2_d344e3775">
Maynstrom	w1_d344e3779
Sprüch,	w9_d344e25561
und	w11_d344e25564
For	w13_d344e25568
derungen	w1_d344e25573
gerichtlich	w3_d344e25576
vorzuladen,	w5_d344e25579
und	w7_d344e25582
einzuberuf	w9_d344e25585
fen,	w1_d344e25590
und	w3_d344e25593
zu	w5_d344e25596
welchem	w7_d344e25599
Ende	w9_d344e25602
denenselben	w11_d344e25605
der	w13_d344e25609
18te	w15_d344e25612
Tag	w1_d344e25617
des	w3_d344e25620
künftigen	w5_d344e25623
Monats	w7_d344e25626
May	w9_d344e25629
Nachmittag	w11_d344e25632
um	w13_d344e25636
3.	w1_d344e25642
Uhr	w3_d344e25645
zur	w5_d344e25648
gewöhnlichen	w7_d344e25651
Convocation	w9_d344e25654
und	w11_d344e25657
An	w13_d344e25661
meldungs=tagsätzung	w1_d344e25666
zu	w3_d344e25669
all=endlicher	w5_d344e25672
Frist	w7_d344e25675
anbe	w9_d344e25678
raumet	w1_d344e25683
worden.	w3_d344e25686
Solchemnach	w5_d344e25689
werden	w7_d344e25692
all	w9_d344e25695
und	w11_d344e25698
jede,	w1_d344e25703
welche	w3_d344e25706
bey	w5_d344e25709
gedacht	w7_d344e25712
gräflich=Wedlischer	w9_d344e25715
Ver	w11_d344e25718
lassenschaft,	w1_d344e25724
um	w3_d344e25727
rechtmäßiger	w5_d344e25730
Forderung	w7_d344e25733
willen,	w9_d344e25736
einige	w1_d344e25741
Sprüch	w3_d344e25744
haben,	w5_d344e25747
oder	w7_d344e25750
zu	w9_d344e25753
haben	w11_d344e25756
vermeinen,	w13_d344e25760
an	w1_d344e25765
bestimten	w3_d344e25768
Tag	w5_d344e25771
und	w7_d344e25774
Stund	w9_d344e25777
vor	w11_d344e25780
Regierung	w13_d344e25784
in	w15_d344e25787
der	w1_d344e25792
daselbst	w3_d344e25795
zu	w5_d344e25798
solchem	w7_d344e25801
Ende	w9_d344e25804
offen	w11_d344e25807
haltenden	w13_d344e25811
Com	w15_d344e25814
mißions=stuben,	w1_d344e25820
entweder	w3_d344e25823
selbst	w5_d344e25826
Persönlich,	w7_d344e25829
oder	w9_d344e25832
durch	w1_d344e25837
hierzu	w3_d344e25840
genugsam	w5_d344e25843
bevollmächtigte	w7_d344e25846
Gewalt	w9_d344e25849
tragere	w1_d344e25854
also	w3_d344e25857
gewiß	w5_d344e25860
zu	w7_d344e25863
erscheinen,	w9_d344e25866
und	w11_d344e25869
ihre	w13_d344e25873
an	w15_d344e25876
solche	w1_d344e25881
Verlassenschaft	w3_d344e25884
habende	w5_d344e25887
Anforderungen	w7_d344e25890
an	w9_d344e25893
zumelden,	w1_d344e25899
auch	w3_d344e25902
rechtlich	w5_d344e25905
zu	w7_d344e25908
siquidiren	w9_d344e25911
haben,	w11_d344e25914
als	w13_d344e25918
im	w1_d344e25923
widrigen	w3_d344e25926
die	w5_d344e25929
Abhandlung	w7_d344e25932
gleichwolen	w9_d344e25935
vorge	w11_d344e25938
nommen,	w1_d344e25943
und	w3_d344e25946
ungehindert	w5_d344e25949
den	w7_d344e25952
etwa	w9_d344e25955
verhande	w11_d344e25958
nen	w1_d344e25963
Glaubigern,	w3_d344e25966
so	w5_d344e25969
sich	w7_d344e25972
mit	w9_d344e25975
ihren	w11_d344e25978
Anforderungen	w13_d344e25982
in	w1_d344e25988
bestimter	w3_d344e25991
Zeit	w5_d344e25994
nicht	w7_d344e25997
angemeldet,	w9_d344e26000
solche	w11_d344e26003
Ver	w13_d344e26007
lassenschaft	w1_d344e26012
dem	w3_d344e26015
diesfalls	w5_d344e26018
instituirten	w7_d344e26021
Universal-	w9_d344e26024
erben	w1_d344e26029
eingeantwortet,	w3_d344e26032
auch	w5_d344e26035
ansonsten	w7_d344e26038
ex	w9_d344e26041
Officio	w11_d344e26044
vorgekehret	w1_d344e26049
werden	w3_d344e26052
solle,	w5_d344e26055
was	w7_d344e26058
Rechtens	w9_d344e26061
ist.	w11_d344e26064
</p>
<p id="p42_d344e26067">
Es	w1_d344e26071
ist	w3_d344e26074
der	w5_d344e26077
bey	w7_d344e26080
dem	w9_d344e26083
Löbl.	w11_d344e26086
vacant	w13_d344e26090
Carolischen	w15_d344e26093
Hus	w17_d344e26096
saren=regiment	w1_d344e26101
gestandene	w3_d344e26104
Herr	w5_d344e26107
Ober=leutenant	w7_d344e26110
Frantz	w1_d344e26115
Anton	w3_d344e26118
von	w5_d344e26121
Storchenhausen	w7_d344e26124
(	w9_d344e26127
welcher	w11_d344e26130
vor	w13_d344e26134
hin	w1_d344e26140
bey	w3_d344e26143
dem	w5_d344e26146
Löbl.	w7_d344e26149
Printz	w9_d344e26152
de	w11_d344e26155
Ligne,	w13_d344e26159
jetzt	w15_d344e26162
Fürst	w17_d344e26165
Löwensteinischen	w1_d344e26170
Dragoner=regiment,	w3_d344e26173
glaublich	w5_d344e26176
als	w1_d344e26181
Proviant=meister	w3_d344e26184
gestanden)	w5_d344e26187
den	w7_d344e26190
letzten	w9_d344e26193
Oet.	w11_d344e26196
1758.	w1_d344e26201
als	w3_d344e26204
Wittwer	w5_d344e26207
bey	w7_d344e26210
obgedachten	w9_d344e26213
zu	w11_d344e26216
Kleinsel	w13_d344e26220
len	w1_d344e26226
in	w3_d344e26229
Siebenbürgen	w5_d344e26232
stehenden	w7_d344e26235
Löbl.	w9_d344e26238
Carolischen	w11_d344e26241
Regiments=corps	w1_d344e26246
verstorben,	w3_d344e26249
und	w5_d344e26252
von	w7_d344e26255
seinen	w9_d344e26258
er	w11_d344e26261
kauften	w1_d344e26266
Effecten	w3_d344e26269
70.	w5_d344e26272
bis	w7_d344e26275
80.	w9_d344e26278
fl.	w11_d344e26281
zuruckgebliben.	w13_d344e26285
Da	w1_d344e26290
er	w3_d344e26293
nun	w5_d344e26296
auf	w7_d344e26299
die	w9_d344e26302
vor	w11_d344e26305
seinem	w13_d344e26309
Tod	w15_d344e26312
an	w17_d344e26315
ihn	w19_d344e26318
gestellte	w21_d344e26321
Frage,	w1_d344e26327
ob	w3_d344e26330
er	w5_d344e26333
Kinder	w7_d344e26336
habe?	w9_d344e26339
nur	w11_d344e26342
dahin	w13_d344e26346
sich	w15_d344e26349
geäussert,	w17_d344e26352
daß	w1_d344e26357
er	w3_d344e26360
zwar	w5_d344e26363
einen	w7_d344e26366
Sohn,	w9_d344e26369
der	w11_d344e26372
unter	w13_d344e26376
dem	w15_d344e26379
Löbl.	w17_d344e26382
Fürst	w1_d344e26387
Salmischen	w3_d344e26390
Regiment	w5_d344e26393
als	w7_d344e26396
Fähndrich	w9_d344e26399
ge	w11_d344e26402
</p>
<p id="p44_d344e26405">
stauben,	w1_d344e26409
jedoch	w3_d344e26412
seit	w5_d344e26415
11.	w7_d344e26418
bis	w9_d344e26421
12.	w11_d344e26424
Jahren	w13_d344e26428
von	w15_d344e26431
ihme	w17_d344e26434
nichts	w1_d344e26439
gehöret,	w3_d344e26442
dahero	w5_d344e26445
selber	w7_d344e26448
vermutlich	w9_d344e26451
etwann	w11_d344e26454
bey	w13_d344e26458
einer	w1_d344e26463
Bataille	w3_d344e26466
geblieben	w5_d344e26469
seyn	w7_d344e26472
dörfte,	w9_d344e26475
gehabt	w11_d344e26478
ha	w13_d344e26482
be:	w1_d344e26488
Ersagt=köbl.	w3_d344e26491
Regiment	w5_d344e26494
aber	w7_d344e26497
von	w9_d344e26500
ihme	w11_d344e26503
gar	w13_d344e26507
keine	w1_d344e26512
Wissenschaft	w3_d344e26515
hat.	w5_d344e26518
Als	w7_d344e26521
wird	w9_d344e26524
ein	w11_d344e26527
solches	w13_d344e26531
zu	w15_d344e26534
dem	w1_d344e26539
Ende	w3_d344e26542
hiemit	w5_d344e26545
kund	w7_d344e26548
gemacht,	w9_d344e26551
damit	w11_d344e26554
sich	w13_d344e26558
er	w15_d344e26561
wehnten	w1_d344e26566
Herrn	w3_d344e26569
Ober=leutenants	w5_d344e26572
Franz	w7_d344e26575
Anton	w9_d344e26578
von	w11_d344e26581
Storchenhausen	w1_d344e26587
zuruck	w3_d344e26590
gelassener	w5_d344e26593
Herr	w7_d344e26596
Sohn,	w9_d344e26599
falls	w1_d344e26604
er	w3_d344e26607
noch	w5_d344e26610
im	w7_d344e26613
Leben,	w9_d344e26616
wegen	w11_d344e26619
dieser	w13_d344e26623
auf	w15_d344e26626
70.	w17_d344e26629
bis	w1_d344e26634
80.	w3_d344e26637
fl.	w5_d344e26640
erstreckenden	w7_d344e26643
Verlassenschaft	w9_d344e26646
bey	w11_d344e26649
ob	w13_d344e26653
erwehnt=Löbl.	w1_d344e26658
Regiment	w3_d344e26661
melden,	w5_d344e26664
und	w7_d344e26667
nach	w9_d344e26670
ge	w11_d344e26673
bräuchiger	w1_d344e26679
Legitimation	w3_d344e26682
diesen	w5_d344e26685
Betrag	w7_d344e26688
empfangen	w9_d344e26691
möge.	w1_d344e26696
</p>
<p id="p46_d344e26699">
Vermög	w1_d344e26703
eines	w3_d344e26706
von	w5_d344e26709
einer	w7_d344e26712
Hoch=löbl.	w9_d344e26715
N.	w11_d344e26718
Oe.	w13_d344e26722
Re	w15_d344e26725
gierung	w1_d344e26730
in	w3_d344e26733
Justitz=sachen	w5_d344e26736
unterm	w7_d344e26739
16.	w9_d344e26742
Jenner	w11_d344e26745
1758.	w13_d344e26749
ausgefertigt	w1_d344e26754
und	w3_d344e26757
affigirten	w5_d344e26760
Edicts	w7_d344e26763
sollen	w9_d344e26766
all=die	w11_d344e26769
jenige,	w1_d344e26775
welche	w3_d344e26778
an	w5_d344e26781
weil.	w7_d344e26784
Frau	w9_d344e26787
Josepha	w11_d344e26790
Freyin	w13_d344e26794
von	w15_d344e26797
Heßberg	w1_d344e26802
seel.	w3_d344e26805
Verlassenschaft	w5_d344e26808
ex	w7_d344e26811
quacunque	w9_d344e26814
cau-	w11_d344e26817
sa	w1_d344e26822
vel	w3_d344e26825
titulo	w5_d344e26828
einige	w7_d344e26831
Erb=sprüch	w9_d344e26834
oder	w11_d344e26837
Forderung	w13_d344e26841
zu	w15_d344e26844
machen	w1_d344e26849
vermeinen,	w3_d344e26852
auf	w5_d344e26855
den	w7_d344e26858
24.	w9_d344e26861
May	w11_d344e26864
1759.	w13_d344e26868
Nach	w15_d344e26871
mittags	w1_d344e26877
um	w3_d344e26880
4.	w5_d344e26883
Uhr	w7_d344e26886
zur	w9_d344e26889
gewöhnlichen	w11_d344e26892
Convoca	w13_d344e26896
tions	w1_d344e26901
und	w3_d344e26904
Anmeldungs=tag=satzung	w5_d344e26907
per	w7_d344e26910
se	w9_d344e26913
vel	w11_d344e26916
Man-	w13_d344e26920
datarium	w1_d344e26925
wol=instruirter	w3_d344e26928
sub	w5_d344e26931
clausula	w7_d344e26934
præclusi	w9_d344e26937
ac	w11_d344e26940
perpetui	w1_d344e26945
silentii	w3_d344e26948
erscheinen,	w5_d344e26951
und	w7_d344e26954
sich	w9_d344e26957
alda	w11_d344e26960
in	w13_d344e26964
der	w15_d344e26967
offen=stehenden	w1_d344e26973
Commißions=stuben	w3_d344e26976
anmelden.	w5_d344e26979
</p>
<p id="p48_d344e26983">
Auf	w1_d344e26987
Verordnung	w3_d344e26990
eines	w5_d344e26993
Löbl.	w7_d344e26996
Wienerischen	w9_d344e26999
Stadt=rahts	w1_d344e27004
sollen	w3_d344e27007
sich	w5_d344e27010
die	w7_d344e27013
von	w9_d344e27016
der	w11_d344e27019
Theresia	w13_d344e27023
Kel	w15_d344e27026
lerin	w1_d344e27031
verehlicht	w3_d344e27034
gewesten	w5_d344e27037
Sträßgödlin,	w7_d344e27040
gewester	w9_d344e27043
allhiesigen	w1_d344e27049
Stadt=quarde=feld=wäblin	w3_d344e27052
etwann	w5_d344e27055
vor	w7_d344e27058
handene	w1_d344e27063
Erben	w3_d344e27066
innerhalb	w5_d344e27069
6.	w7_d344e27072
Wochen,	w9_d344e27075
und	w11_d344e27078
3.	w13_d344e27082
Ta	w15_d344e27085
gen	w1_d344e27090
zu	w3_d344e27093
dem	w5_d344e27096
auf	w7_d344e27099
der	w9_d344e27102
Mölker=bastey	w11_d344e27105
nächst	w13_d344e27109
dem	w15_d344e27112
Schotten=thor	w1_d344e27117
gelegensogenanntKeller	w3_d344e27120
oder	w5_d344e27123
Straßgödlischen	w1_d344e27129
Haus	w3_d344e27132
alsogewiß	w5_d344e27135
legitimiren,	w7_d344e27138
und	w9_d344e27141
bey	w1_d344e27146
Gemeiner	w3_d344e27149
Stadt	w5_d344e27152
Wien	w7_d344e27155
Grund=buch	w9_d344e27158
die	w11_d344e27161
Rich	w13_d344e27165
tigkeit	w1_d344e27170
pflegen,	w3_d344e27173
wie	w5_d344e27176
im	w7_d344e27179
widrigen	w9_d344e27182
solches	w11_d344e27185
Haus	w13_d344e27189
ex	w15_d344e27192
officio	w1_d344e27197
geschätzt,	w3_d344e27200
und	w5_d344e27203
plus	w7_d344e27206
offerenti	w9_d344e27209
licitando	w11_d344e27212
ver	w13_d344e27216
kauffet	w1_d344e27222
werden	w3_d344e27225
solle.	w5_d344e27228
Actum	w7_d344e27231
den	w9_d344e27234
5.	w11_d344e27237
April	w13_d344e27241
1759.	w15_d344e27244
</p>
<p id="p50_d344e27247">
Dem	w1_d344e27251
Publico	w3_d344e27254
dienet	w5_d344e27257
zur	w7_d344e27260
Nachricht,	w9_d344e27263
wie	w11_d344e27266
daß	w13_d344e27270
von	w1_d344e27275
Seiten	w3_d344e27278
der	w5_d344e27281
Kaiserl.	w7_d344e27284
Königl.	w9_d344e27287
privilegirten	w11_d344e27290
Säbel	w1_d344e27295
und	w3_d344e27298
Klingen=fabrique	w5_d344e27301
in	w7_d344e27304
Sollenau,	w9_d344e27307
all	w11_d344e27310
hier	w1_d344e27316
in	w3_d344e27319
Wien	w5_d344e27322
im	w7_d344e27325
Doctor	w9_d344e27328
Marzellischen	w11_d344e27331
Haus	w13_d344e27335
im	w15_d344e27338
Kraut=gässel	w1_d344e27343
eine	w3_d344e27346
Niederlage	w5_d344e27349
von	w7_d344e27352
allerhand	w9_d344e27355
Gar	w11_d344e27358
tungen	w1_d344e27363
Klingen	w3_d344e27366
angeleget	w5_d344e27369
worden	w7_d344e27372
seye,	w9_d344e27375
wie	w11_d344e27378
dann	w13_d344e27382
auch	w1_d344e27387
die	w3_d344e27390
Bestahlungen	w5_d344e27393
von	w7_d344e27396
dort	w9_d344e27399
aus	w11_d344e27402
in	w13_d344e27406
guter	w15_d344e27409
Oula	w17_d344e27412
lität	w1_d344e27418
und	w3_d344e27421
Preis	w5_d344e27424
zu	w7_d344e27427
machen	w9_d344e27430
seynd;	w11_d344e27433
können	w13_d344e27437
auch	w15_d344e27440
allerhand	w1_d344e27445
Eisen	w3_d344e27448
und	w5_d344e27451
Meßing=waaren	w7_d344e27454
zum	w9_d344e27457
schlei	w11_d344e27460
fen	w1_d344e27465
und	w3_d344e27468
poliren	w5_d344e27471
dahin	w7_d344e27474
gegeben,	w9_d344e27477
und	w11_d344e27480
alle	w13_d344e27484
8.	w15_d344e27487
Ta	w17_d344e27490
ge	w1_d344e27495
wiederum	w3_d344e27498
zuruck	w5_d344e27501
erwartet	w7_d344e27504
werden,	w9_d344e27507
darumen	w11_d344e27510
man	w1_d344e27516
sich	w3_d344e27519
bey	w5_d344e27522
dem	w7_d344e27525
Haus=meister	w9_d344e27528
anzumelden	w11_d344e27531
hat	w13_d344e27535
</p>
<p id="p52_d344e27538">
Es	w1_d344e27542
ist	w3_d344e27545
ein	w5_d344e27548
weisses	w7_d344e27551
mit	w9_d344e27554
licht=brannen	w11_d344e27557
Flecken	w13_d344e27561
be	w15_d344e27564
sprenktes	w1_d344e27569
Windspiel,	w3_d344e27572
welches	w5_d344e27575
ein	w7_d344e27578
Weibel	w9_d344e27581
ist,	w11_d344e27584
verto	w13_d344e27588
ren	w1_d344e27593
gegangen,	w3_d344e27596
wer	w5_d344e27599
solches	w7_d344e27602
gefunden,	w9_d344e27605
der	w11_d344e27608
solle	w13_d344e27612
sich	w15_d344e27615
ein	w17_d344e27618
dem	w1_d344e27624
Gatterburgischen	w3_d344e27627
Haus	w5_d344e27630
im	w7_d344e27633
anderten	w9_d344e27636
Stockbey	w11_d344e27639
Sr.	w1_d344e27644
Excell.	w3_d344e27647
Hrn.	w5_d344e27650
Grafen	w7_d344e27653
von	w9_d344e27656
Durazzo	w11_d344e27659
anmelden,	w13_d344e27663
wird	w1_d344e27668
eine	w3_d344e27671
gute	w5_d344e27674
Recompens	w7_d344e27677
bekommen.	w9_d344e27680
</p>
<p id="p56_d344e27685">
A	w1_d344e27689
auf	w3_d344e27692
die	w5_d344e27695
letzthin	w7_d344e27698
bemerkte	w9_d344e27701
Zusammenruckung	w11_d344e27704
einiger	w13_d344e27708
6ePreußischer	w1_d344e27713
Trupen	w3_d344e27716
der	w5_d344e27719
Herr	w7_d344e27722
General	w9_d344e27725
von	w11_d344e27728
Had	w13_d344e27732
dick	w1_d344e27737
alle	w3_d344e27740
nöhtige	w5_d344e27743
Gegen=veranstaltungen	w7_d344e27746
veranlasset,	w9_d344e27749
so	w11_d344e27752
hat	w1_d344e27758
sich	w3_d344e27761
der	w5_d344e27764
Feind	w7_d344e27767
wieder	w9_d344e27770
zuruck	w11_d344e27773
gezogen,	w13_d344e27777
und	w15_d344e27780
stehet	w17_d344e27783
der	w19_d344e27786
malen	w1_d344e27791
mit	w3_d344e27794
8.	w5_d344e27797
Bataillons,	w7_d344e27800
zwey	w9_d344e27803
Cavallerie	w11_d344e27806
und	w13_d344e27810
ein	w15_d344e27813
Hus	w17_d344e27816
saren=regiment	w1_d344e27821
zu	w3_d344e27824
Plauen,	w5_d344e27827
wo	w7_d344e27830
hingegen	w9_d344e27833
der	w11_d344e27836
Herr	w13_d344e27840
Ge	w15_d344e27843
neral	w1_d344e27848
Kleefeld	w3_d344e27851
mit	w5_d344e27854
seinem	w7_d344e27857
unterhabenden	w9_d344e27860
Commando	w11_d344e27863
noch	w13_d344e27867
zu	w1_d344e27873
Hof	w3_d344e27876
postirter	w5_d344e27879
sich	w7_d344e27882
befindet.	w9_d344e27885
</p>
<p id="p58_d344e27888">
Es	w1_d344e27892
haben	w3_d344e27895
zugleich	w5_d344e27898
Se.	w7_d344e27901
Durchleucht	w9_d344e27904
der	w11_d344e27907
comman	w13_d344e27911
dirende	w1_d344e27916
Herr	w3_d344e27919
Feld=marschall	w5_d344e27922
Prinz	w7_d344e27925
von	w9_d344e27928
Zweybrücken,	w11_d344e27931
um	w13_d344e27935
auch	w1_d344e27940
die	w3_d344e27943
Fuldische	w5_d344e27946
Landen	w7_d344e27949
nach	w9_d344e27952
denen	w11_d344e27955
von	w13_d344e27959
dem	w15_d344e27962
Duc	w17_d344e27965
de	w19_d344e27968
Broglie	w1_d344e27974
über	w3_d344e27977
die	w5_d344e27980
Alliirte	w7_d344e27983
erfochtenen	w9_d344e27986
herrlichen	w11_d344e27989
Sieg	w13_d344e27993
nach	w15_d344e27996
Möglichkeit	w1_d344e28001
von	w3_d344e28004
denen	w5_d344e28007
Feinden	w7_d344e28010
zu	w9_d344e28013
säuberen,	w11_d344e28016
ein	w13_d344e28020
starkes	w15_d344e28023
Detaschement	w1_d344e28028
unter	w3_d344e28031
Commando	w5_d344e28034
des	w7_d344e28037
Seczenischen	w9_d344e28040
Herrn	w11_d344e28043
Obristen	w1_d344e28048
Baron	w3_d344e28051
von	w5_d344e28054
Weczey	w7_d344e28057
(welcher	w9_d344e28060
in	w11_d344e28063
allen	w13_d344e28067
Gelegen	w15_d344e28070
heiten	w1_d344e28076
besondere	w3_d344e28079
Proben	w5_d344e28082
der	w7_d344e28085
Tapferkeit,	w9_d344e28088
und	w11_d344e28091
militarischen	w13_d344e28095
Experienz	w1_d344e28100
abgeleget)	w3_d344e28103
nach	w5_d344e28106
Fulda	w7_d344e28109
detaschiret;	w9_d344e28112
bey	w11_d344e28115
des	w13_d344e28119
sen	w1_d344e28124
Anruckung	w3_d344e28127
verliesse	w5_d344e28130
der	w7_d344e28133
Feind	w9_d344e28136
Fulda	w11_d344e28139
auf	w13_d344e28143
das	w15_d344e28146
schleu	w17_d344e28149
nigste,	w1_d344e28154
allein	w3_d344e28157
gedachter	w5_d344e28160
Herr	w7_d344e28163
Obrister	w9_d344e28166
verfolgte	w11_d344e28169
ihn	w13_d344e28173
bis	w15_d344e28176
Schlitz,	w1_d344e28182
holte	w3_d344e28185
auch	w5_d344e28188
die	w7_d344e28191
Arrier=garde	w9_d344e28194
ein,	w11_d344e28197
welche	w13_d344e28201
er	w15_d344e28204
fogleich	w1_d344e28209
attaquiret,	w3_d344e28212
zersprenget,	w5_d344e28215
und	w7_d344e28218
5.	w9_d344e28221
Unter=officiers	w11_d344e28224
nebst	w1_d344e28229
27.	w3_d344e28232
Gemeinen	w5_d344e28235
Heßischen	w7_d344e28238
Dragonern	w9_d344e28241
und	w11_d344e28244
Hussaren	w13_d344e28248
ge	w15_d344e28251
fangen	w1_d344e28256
bekommen,	w3_d344e28259
auch	w5_d344e28262
in	w7_d344e28265
Fulda	w9_d344e28268
noch	w11_d344e28271
einige	w13_d344e28275
feindliche	w15_d344e28278
bleßirte	w1_d344e28284
Officiers,	w3_d344e28287
gegen	w5_d344e28290
Abnehmung	w7_d344e28293
ihres	w9_d344e28296
Revers,	w11_d344e28299
auf	w13_d344e28303
Parola	w1_d344e28308
zuruck	w3_d344e28311
gelassen.	w5_d344e28314
</p>
<p id="p60_d344e28318">
Nachdeme	w1_d344e28322
nun	w3_d344e28325
also	w5_d344e28328
die	w7_d344e28331
Feinde	w9_d344e28334
diese	w11_d344e28337
Gegenden	w13_d344e28341
voll	w15_d344e28344
ständig	w1_d344e28349
verlassen,	w3_d344e28352
so	w5_d344e28355
haben	w7_d344e28358
des	w9_d344e28361
commandirenden	w11_d344e28364
Genera	w13_d344e28368
</p>
<p id="p66_d344e28381">
len	w1_d344e28385
Durchleucht	w3_d344e28388
für	w5_d344e28391
nöhtig	w7_d344e28394
befunden	w9_d344e28397
/	w11_d344e28400
die	w13_d344e28404
allda	w15_d344e28407
postirte	w17_d344e28410
Trupen	w1_d344e28415
völlig	w3_d344e28418
in	w5_d344e28421
die	w7_d344e28424
Gegend	w9_d344e28427
von	w11_d344e28430
hier	w13_d344e28434
bis	w15_d344e28437
Liechtenfels	w17_d344e28440
zu	w19_d344e28443
ziehen,	w1_d344e28448
diejenige	w3_d344e28451
aber,	w5_d344e28454
so	w7_d344e28457
vorhin	w9_d344e28460
in	w11_d344e28463
diesem	w13_d344e28467
Betzierk	w15_d344e28470
can	w17_d344e28473
toniret,	w1_d344e28479
nach	w3_d344e28482
Culmbach,	w5_d344e28485
und	w7_d344e28488
Mönichsberg	w9_d344e28491
vorrucken	w11_d344e28494
zu	w13_d344e28498
lassen,	w1_d344e28503
in	w3_d344e28506
welch	w5_d344e28509
letzterem	w7_d344e28512
Ort	w9_d344e28515
auch	w11_d344e28518
Herr	w13_d344e28522
General	w15_d344e28525
von	w17_d344e28528
Haddick	w1_d344e28533
sein	w3_d344e28536
Quartier	w5_d344e28539
genommen.	w7_d344e28542
Weiters	w9_d344e28545
ist	w11_d344e28548
auch	w13_d344e28552
die	w15_d344e28555
sammentliche	w1_d344e28560
Reserve=artillerie	w3_d344e28563
zu	w5_d344e28566
Forchheim	w7_d344e28569
versamlet,	w9_d344e28572
da	w1_d344e28578
von	w3_d344e28581
auch	w5_d344e28584
schon	w7_d344e28587
verschiedenes	w9_d344e28590
nach	w11_d344e28593
Culmbach	w13_d344e28597
abge	w15_d344e28600
schicket	w1_d344e28605
worden;	w3_d344e28608
wohingegen	w5_d344e28611
das	w7_d344e28614
Haupt=quartier	w9_d344e28617
noch	w11_d344e28620
in	w13_d344e28624
dessen	w1_d344e28629
hier	w3_d344e28632
verbleibet.	w5_d344e28635
</p>
<p id="p68_d344e28638">
Die	w1_d344e28642
beyde	w3_d344e28645
Kaiserl.	w5_d344e28648
Königl.	w7_d344e28651
Feld=zeug=meistere	w9_d344e28654
Prinz	w11_d344e28657
von	w1_d344e28662
Baaden=durlach,	w3_d344e28665
und	w5_d344e28668
Baron	w7_d344e28671
St.	w9_d344e28674
Andre,	w11_d344e28677
auch	w13_d344e28681
Herr	w15_d344e28684
Feld=marschall=leutenant	w1_d344e28689
Graf	w3_d344e28692
Rudolph	w5_d344e28695
Palfi,	w7_d344e28698
seynd	w9_d344e28701
bey	w1_d344e28707
hiesiger	w3_d344e28710
Armee,	w5_d344e28713
um	w7_d344e28716
dabey	w9_d344e28719
nach	w11_d344e28722
aufhabenden	w13_d344e28726
Caracter	w1_d344e28731
zu	w3_d344e28734
dienen,	w5_d344e28737
angekommen.	w7_d344e28740
</p>
<head id="h4_d344e28790">
Jn	w1_d344e28794
des	w3_d344e28797
Herrmann	w5_d344e28800
Joseph	w7_d344e28803
Krüchtens	w9_d344e28806
Buch=gewölb,	w11_d344e28809
bey	w13_d344e28813
der	w1_d344e28818
Welt=kugel	w3_d344e28821
im	w5_d344e28824
Seitzer=hof,	w7_d344e28827
sind	w9_d344e28830
nachstehende	w11_d344e28833
Bücher	w13_d344e28837
um	w1_d344e28842
beygesetzt	w3_d344e28845
billigen	w5_d344e28848
Preiß	w7_d344e28851
zu	w9_d344e28854
haben:	w11_d344e28857
</head>
<p id="p6_d344e28860">
S.	w1_d344e28864
Augustini	w3_d344e28867
Opera	w5_d344e28870
omnia	w7_d344e28873
studio	w9_d344e28876
Monach.	w11_d344e28879
Ord.	w13_d344e28883
S.	w15_d344e28886
Benedicti	w17_d344e28889
e	w19_d344e28892
Congregatione	w21_d344e28895
S.	w23_d344e28898
Mauri,	w25_d344e28902
XII.	w1_d344e28907
Tomi	w3_d344e28910
fol.	w5_d344e28913
Venetiis	w7_d344e28916
1739.	w9_d344e28919
per	w11_d344e28922
80.	w13_d344e28926
Fl.	w15_d344e28929
</p>
<p id="p8_d344e28932">
Biblia	w1_d344e28936
Sacra	w3_d344e28939
cum	w5_d344e28942
notis	w7_d344e28945
&	w9_d344e28948
interpretatione	w11_d344e28951
du	w13_d344e28955
Hamcl	w15_d344e28958
II.	w17_d344e28961
Vol.	w19_d344e28964
4.	w21_d344e28967
Venetiis	w23_d344e28970
1755.	w25_d344e28974
per	w27_d344e28977
8.	w29_d344e28980
Fl.	w31_d344e28983
Biblia	w1_d344e28988
Sacra	w3_d344e28991
cum	w5_d344e28994
glossa	w7_d344e28997
ordinaria	w9_d344e29000
&	w11_d344e29003
Postilla	w13_d344e29007
Lyrani	w15_d344e29010
fol.	w17_d344e29013
Lugduni	w19_d344e29016
1545.	w21_d344e29019
5.	w23_d344e29022
Bände,	w25_d344e29026
per	w27_d344e29029
50.	w29_d344e29032
Fl.	w31_d344e29035
Biblia	w1_d344e29040
Sacra	w3_d344e29043
vulgatæ	w5_d344e29046
editionis,	w7_d344e29049
notis	w9_d344e29052
chronologicis,	w11_d344e29055
historicis,	w13_d344e29059
&	w15_d344e29062
geographicis	w17_d344e29065
illustra-	w19_d344e29068
ta,	w1_d344e29074
juxta	w3_d344e29077
edit.	w5_d344e29080
Parisiensem	w7_d344e29083
Ant.	w9_d344e29086
Vitrè	w11_d344e29089
cum	w13_d344e29093
fig.	w15_d344e29096
4.	w17_d344e29099
Venetiis,	w19_d344e29102
1754.	w21_d344e29105
per	w23_d344e29108
6.	w25_d344e29112
Fl.	w27_d344e29115
Biblia	w1_d344e29120
Hebraica	w3_d344e29123
adjectis	w5_d344e29126
notis	w7_d344e29129
Masorethicis,	w9_d344e29132
aliisque	w11_d344e29135
observationibus	w13_d344e29139
nec	w15_d344e29142
non	w17_d344e29145
versuum	w19_d344e29148
&	w21_d344e29151
