<doc id="wr_1757-06-29" attrs="word" year="1757" month="06" day="29" corpus="2">
<head id="h2_d156e3893">
Stokholm	w1_d156e3897
<head id="h2_d156e25894">
Sum.	w1_d156e25898
deren	w3_d156e25901
Verwun.	w5_d156e25904
52	w7_d156e25907
M.	w9_d156e25910
48	w11_d156e25913
Pf.	w13_d156e25917
Summa	w1_d156e25922
deren	w3_d156e25925
Todt	w5_d156e25928
und	w7_d156e25931
Verwun	w9_d156e25934
deten	w1_d156e25939
56.	w3_d156e25942
Mann	w5_d156e25945
73.	w7_d156e25948
Pferd.	w9_d156e25951
Regiment	w1_d156e25957
neu=Modena.	w3_d156e25960
Todte,	w1_d156e25965
nichts:	w3_d156e25968
Verwundete.	w1_d156e25973
Leutenants	w1_d156e25978
</head>
<head id="h2_d156e25984">
Summa	w1_d156e25988
deren	w3_d156e25991
Verw.	w5_d156e25994
5.	w7_d156e25997
M.	w9_d156e26000
4.	w11_d156e26003
Pf.	w13_d156e26007
Regiment	w1_d156e26012
Würtemberg.	w3_d156e26015
Todte.	w1_d156e26020
</head>
<p id="p4_d156e26023">
Verwundete.	w1_d156e26027
Obriste	w1_d156e26032
Graf	w3_d156e26035
St.	w5_d156e26038
Jgnon	w7_d156e26041
Haupt=leute	w1_d156e26046
Leutenants	w1_d156e26052
Fähndrichs	w1_d156e26057
Unter=officiers,	w1_d156e26062
und	w3_d156e26065
Gemeine	w5_d156e26068
9.	w7_d156e26071
Pferde	w1_d156e26076
</p>
<p id="p6_d156e26079">
Summa	w1_d156e26083
deren	w3_d156e26086
Verwundeten	w5_d156e26089
102	w7_d156e26092
Mann	w1_d156e26097
65.	w3_d156e26100
Pferd.	w5_d156e26103
Summa	w1_d156e26108
deren	w3_d156e26111
Todten	w5_d156e26114
und	w7_d156e26117
Ver	w9_d156e26120
wundeten	w1_d156e26126
104.	w3_d156e26129
M.	w5_d156e26132
65.	w7_d156e26135
Pf.	w9_d156e26138
</p>
<head id="h2_d156e26144">
Sum.	w1_d156e26148
deren	w3_d156e26151
Verw.	w5_d156e26154
38.	w7_d156e26157
M.	w9_d156e26160
101.	w11_d156e26163
Pf.	w13_d156e26167
Summa	w1_d156e26172
deren	w3_d156e26175
Todt	w5_d156e26178
und	w7_d156e26181
Verwun	w9_d156e26184
deten	w1_d156e26189
44.	w1_d156e26195
M.	w3_d156e26198
145.	w5_d156e26201
Pf.	w7_d156e26204
Regiment	w1_d156e26209
Alt=Modena.	w3_d156e26212
Todte.	w1_d156e26217
Unter=officiers,	w1_d156e26222
und	w3_d156e26225
Gemeine	w5_d156e26228
</head>
<head id="h2_d156e26234">
Summa	w1_d156e26238
deren	w3_d156e26241
Todten	w5_d156e26244
3.	w7_d156e26247
M.	w9_d156e26250
8.	w11_d156e26253
Pf.	w13_d156e26257
Verwundete.	w1_d156e26262
Rittmeister	w1_d156e26267
Cornets	w1_d156e26273
Unter	w1_d156e26278
officiers,	w3_d156e26281
und	w5_d156e26284
Gemeine	w7_d156e26287
18	w9_d156e26290
Pferde	w1_d156e26295
Summa	w1_d156e26300
deren	w3_d156e26303
Verw.	w5_d156e26306
20.	w7_d156e26309
M.	w9_d156e26312
10.	w11_d156e26315
Pf.	w13_d156e26319
</head>
<head id="h4_d156e26335">
Summa	w1_d156e26339
deren	w3_d156e26342
Todten	w5_d156e26345
12	w7_d156e26348
M.	w9_d156e26351
63	w11_d156e26354
Pf.	w13_d156e26358
Verwandete.	w1_d156e26363
Obriste	w1_d156e26368
Bar.	w3_d156e26371
Rechbach.	w5_d156e26374
</head>
<head id="h2_d156e26381">
Summa	w1_d156e26385
deren	w3_d156e26388
Verwundeten	w5_d156e26391
66	w7_d156e26394
M.	w9_d156e26397
62	w1_d156e26402
Pf.	w3_d156e26405
Summa	w1_d156e26410
deren	w3_d156e26413
Todten	w5_d156e26416
und	w7_d156e26419
Ver	w9_d156e26422
wundeten	w1_d156e26428
78	w3_d156e26431
M.	w5_d156e26434
125	w7_d156e26437
Pf.	w9_d156e26440
Regiment	w1_d156e26445
Kalkreuter.	w3_d156e26448
Todte.	w1_d156e26453
2	w1_d156e26458
Leutenants	w1_d156e26464
Unter=officiers,	w1_d156e26469
und	w3_d156e26472
Gemeine	w5_d156e26475
</head>
<head id="h2_d156e26481">
Pf.	w1_d156e26485
Summa	w1_d156e26490
deren	w3_d156e26493
Todten	w5_d156e26496
48	w7_d156e26499
M.	w9_d156e26502
45	w11_d156e26505
Verwundete.	w1_d156e26510
</head>
<list id="l4_d156e26513">
Obriste	w1_d156e26517
Graf	w3_d156e26520
St.	w5_d156e26523
Ignon	w7_d156e26526
Obrist=leutenant	w1_d156e26531
von	w3_d156e26534
Seideri	w5_d156e26537
Ritt=meister	w1_d156e26542
Leutenants	w1_d156e26548
Cornets	w1_d156e26553
Unter=officiers,	w1_d156e26558
und	w3_d156e26561
Gemeine	w5_d156e26564
62	w7_d156e26567
60	w1_d156e26572
Pferde	w1_d156e26578
</list>
<head id="h2_d156e26585">
Summa	w1_d156e26589
deren	w3_d156e26592
Verwundeten	w5_d156e26595
69	w7_d156e26598
M.	w9_d156e26601
60	w1_d156e26606
Pf.	w3_d156e26609
Summa	w1_d156e26614
deren	w3_d156e26617
Todten	w5_d156e26620
und	w7_d156e26623
Ver	w9_d156e26626
wundeten	w1_d156e26632
117	w3_d156e26635
M.	w5_d156e26638
105	w7_d156e26641
Pf.	w9_d156e26644
Regiment	w1_d156e26649
Serbelloni.	w3_d156e26652
Todte.	w1_d156e26657
Unter=officiers,	w1_d156e26662
und	w3_d156e26665
Gemeine	w5_d156e26668
</head>
<head id="h2_d156e26674">
Sum.	w1_d156e26678
deren	w3_d156e26681
Verwun.	w5_d156e26684
57	w7_d156e26687
M.	w9_d156e26690
62	w11_d156e26693
Pf.	w13_d156e26697
Summa	w1_d156e26702
deren	w3_d156e26705
Todten	w5_d156e26708
und	w7_d156e26711
Ver	w9_d156e26714
wundeten	w1_d156e26719
61	w3_d156e26722
M.	w5_d156e26725
86	w7_d156e26728
Pf.	w9_d156e26731
Regiment	w1_d156e26737
Schmerzing.	w3_d156e26740
Todte.	w1_d156e26745
Unter=officiers,	w1_d156e26750
und	w3_d156e26753
Gemeine	w5_d156e26756
28	w1_d156e26761
Pferde	w1_d156e26767
</head>
<head id="h2_d156e26773">
Summa	w1_d156e26777
deren	w3_d156e26780
Todten	w5_d156e26783
6	w7_d156e26786
M.	w9_d156e26789
28	w11_d156e26792
Pf.	w13_d156e26796
Verwundete.	w1_d156e26801
</head>
<head id="h2_d156e26807">
Aggr.	w1_d156e26811
Obriste	w3_d156e26814
Bellgoyoso	w5_d156e26817
Obrist=leutenaut	w1_d156e26822
Gabelkosen	w3_d156e26825
Leutenants	w1_d156e26830
Unter=officiers,	w1_d156e26836
und	w3_d156e26839
Gemeine	w5_d156e26842
|	w7_d156e26845
53	w9_d156e26848
41	w1_d156e26853
Pferde	w1_d156e26858
</head>
<head id="h2_d156e26865">
Summa	w1_d156e26869
deren	w3_d156e26872
Verwundeten	w5_d156e26875
64.	w7_d156e26878
M.	w9_d156e26881
	w1_d156e26886
41	w3_d156e26889
Pf.	w5_d156e26892
Summa	w1_d156e26897
deren	w3_d156e26900
Todten	w5_d156e26903
und	w7_d156e26906
Ver	w9_d156e26909
wundeten	w1_d156e26915
70	w3_d156e26918
M.	w5_d156e26921
69.	w7_d156e26924
Pf.	w9_d156e26927
Regiment	w1_d156e26932
Gelhay.	w3_d156e26935
Codte.	w1_d156e26940
</head>
<head id="h2_d156e26946">
Unter=officiers	w1_d156e26950
und	w3_d156e26953
Gemeine	w5_d156e26956
20	w7_d156e26959
M.	w9_d156e26962
15	w1_d156e26967
Pf.	w3_d156e26970
Pferde	w1_d156e26975
</head>
<head id="h4_d156e26983">
Regiment	w1_d156e26987
Odonell.	w3_d156e26990
Todte.	w1_d156e26995
</head>
<p id="p6_d156e26998">
Unter=officiers,	w1_d156e27002
und	w3_d156e27005
Gemeine	w5_d156e27008
3	w7_d156e27011
Pferde	w1_d156e27016
</p>
<head id="h2_d156e27022">
Verwundete.	w1_d156e27026
Ritt=meister	w1_d156e27031
Cornets	w1_d156e27036
Unter=officiers	w1_d156e27042
und	w3_d156e27045
Gemeine	w5_d156e27048
Pferde	w1_d156e27053
Sumia	w1_d156e27058
deren	w3_d156e27061
Verw.	w5_d156e27064
15.	w7_d156e27067
M.	w9_d156e27070
23.	w11_d156e27073
Pf.	w13_d156e27077
Summa	w1_d156e27082
deren	w3_d156e27085
Todt	w5_d156e27088
und	w7_d156e27091
Verwun	w9_d156e27094
deten	w1_d156e27100
18.	w1_d156e27105
M.	w3_d156e27108
26.	w5_d156e27111
Pf.	w7_d156e27114
</head>
<head id="h2_d156e27120">
Sächsische	w1_d156e27124
Garde	w3_d156e27127
Carabi	w5_d156e27130
niers.	w1_d156e27135
Todte.	w1_d156e27140
Nichts	w1_d156e27146
</head>
<p id="p4_d156e27149">
Derwonden.	w1_d156e27153
Obrist=leutenants	w1_d156e27158
von	w3_d156e27161
Merner	w5_d156e27164
|	w7_d156e27167
Obrist=wacht=meister	w1_d156e27172
v.	w3_d156e27175
Grünberg	w5_d156e27178
v.	w1_d156e27184
Hildenberg	w3_d156e27187
1	w5_d156e27190
Ritt=meister	w1_d156e27195
Leutenants	w1_d156e27200
</p>
<p id="p6_d156e27203">
Unter=officiers,	w1_d156e27207
und	w3_d156e27210
Gemeine	w5_d156e27213
Pferde	w1_d156e27218
Summa	w1_d156e27223
deren	w3_d156e27226
Verwundeten	w5_d156e27229
50	w7_d156e27232
</p>
<p id="p8_d156e27235">
M.	w1_d156e27239
17.	w3_d156e27242
Pf.	w5_d156e27245
Summa	w1_d156e27250
bey	w3_d156e27253
der	w5_d156e27256
Cavallerie	w7_d156e27259
todt.	w9_d156e27262
Obrist=leutenant	w1_d156e27267
2	w1_d156e27273
Obrist=wacht=meister	w1_d156e27278
Haupt=leute,	w1_d156e27283
und	w3_d156e27286
Ritt=meister	w5_d156e27289
2	w7_d156e27292
Leutenants	w1_d156e27297
Fähndrichs,	w1_d156e27303
und	w3_d156e27306
Cornets	w5_d156e27309
Unter=officiers,	w1_d156e27314
und	w3_d156e27317
Gemeine	w5_d156e27320
151	w7_d156e27323
</p>
<p id="p10_d156e27326">
Jn	w1_d156e27330
allen	w3_d156e27333
163.	w5_d156e27336
M.	w7_d156e27339
414.	w9_d156e27342
Pferde.	w11_d156e27345
Verwundete.	w1_d156e27350
Obriste	w1_d156e27355
Obrist=leutenants	w1_d156e27361
Obrist=wacht=meister	w1_d156e27366
Haupt=leute,	w1_d156e27371
und	w3_d156e27374
Ritt=meister	w5_d156e27377
23	w7_d156e27380
Leutenants	w1_d156e27385
.	w1_d156e27391
Fähndrichs,	w1_d156e27396
und	w3_d156e27399
Cornets	w5_d156e27402
18	w1_d156e27407
Unter=officiers,	w1_d156e27412
und	w3_d156e27415
Gemeine	w5_d156e27418
74.	w7_d156e27421
Jn	w1_d156e27427
allen	w3_d156e27430
825.	w5_d156e27433
M.	w7_d156e27436
748.	w9_d156e27439
Pferde.	w11_d156e27442
</p>
<p id="p12_d156e27446">
Wie	w1_d156e27450
zumalen	w3_d156e27453
aber	w5_d156e27456
viele	w7_d156e27459
zu	w9_d156e27462
dato	w11_d156e27465
nur	w13_d156e27469
verloren,	w15_d156e27472
und	w17_d156e27475
zum	w19_d156e27478
Theil	w21_d156e27481
bey	w23_d156e27484
Anfang	w1_d156e27489
der	w3_d156e27492
Schlacht	w5_d156e27495
dem	w7_d156e27498
Feind	w9_d156e27501
in	w11_d156e27504
die	w13_d156e27508
Hände	w15_d156e27511
gerahten,	w17_d156e27514
welche	w19_d156e27517
nach	w1_d156e27522
und	w3_d156e27525
nach	w5_d156e27528
wieder	w7_d156e27531
zuruck	w9_d156e27534
kommen,	w11_d156e27537
einige	w13_d156e27541
auch	w15_d156e27544
für	w17_d156e27547
todt	w19_d156e27550
gehalten	w21_d156e27553
worden,	w1_d156e27559
welche	w3_d156e27562
nur	w5_d156e27565
verwundet	w7_d156e27568
seynd,	w9_d156e27571
so	w11_d156e27574
wird	w13_d156e27578
man	w15_d156e27581
mit	w17_d156e27584
nächsten	w19_d156e27587
eine	w1_d156e27592
weitere	w3_d156e27595
Liste	w5_d156e27598
mit	w7_d156e27601
beygerückten	w9_d156e27604
Namen	w11_d156e27607
deren	w13_d156e27611
Herren	w15_d156e27614
Ofideren	w17_d156e27617
heraus	w1_d156e27622
gehen.	w3_d156e27625
</p>
<head id="h2_d156e27666">
O.URINIAI	w1_d156e27670
Aus	w1_d156e27675
dem	w3_d156e27678
Haupf=quarter	w5_d156e27681
Kolodles	w7_d156e27684
den	w9_d156e27687
26.	w11_d156e27690
</head>
<p id="p4_d156e27693">
Funii.	w1_d156e27697
Eut	w1_d156e27702
seynd	w3_d156e27705
des	w5_d156e27708
Hrn.	w7_d156e27711
Feldemarschallens	w9_d156e27714
Grafens	w11_d156e27717
von	w13_d156e27721
Dann	w1_d156e27726
Excellenz	w3_d156e27729
mit	w5_d156e27732
der	w7_d156e27735
ihrem	w9_d156e27738
Commando	w11_d156e27741
un	w13_d156e27745
.	w1_d156e27751
tergebenen	w1_d156e27756
Armée	w3_d156e27759
von	w5_d156e27762
Sl	w7_d156e27765
wore	w9_d156e27768
/	w11_d156e27771
würklich	w13_d156e27775
aufgebrochen,	w15_d156e27778
und	w1_d156e27783
in	w3_d156e27786
das	w5_d156e27789
gestern	w7_d156e27792
bemerkte	w9_d156e27795
Lager	w11_d156e27798
eingerucket,	w13_d156e27802
mithin	w15_d156e27805
beede	w1_d156e27810
Kaiserl.	w3_d156e27813
Königl.	w5_d156e27816
Arméen	w7_d156e27819
dermalen	w9_d156e27822
nur	w11_d156e27825
eine	w13_d156e27829
hal	w15_d156e27832
be	w1_d156e27838
Stund	w3_d156e27841
von	w5_d156e27844
einander	w7_d156e27847
entfernet.	w9_d156e27850
Von	w1_d156e27855
des	w3_d156e27858
Herrn	w5_d156e27861
Generalen	w7_d156e27864
der	w9_d156e27867
Cavallerie	w11_d156e27870
Grafens	w13_d156e27874
von	w1_d156e27879
Nadasdy	w3_d156e27882
Excell.	w5_d156e27885
ist	w7_d156e27888
die	w9_d156e27891
Nachricht	w11_d156e27894
eingelanget	w13_d156e27898
was	w15_d156e27901
gestalten	w1_d156e27906
sie	w3_d156e27909
ebenfals	w5_d156e27912
anheut	w7_d156e27915
das	w9_d156e27918
bey	w11_d156e27921
Czelakowiz	w13_d156e27925
aus	w15_d156e27928
gesteckte	w1_d156e27934
Lager	w3_d156e27937
mit	w5_d156e27940
dero	w7_d156e27943
unterhabenden	w9_d156e27946
gesamten	w11_d156e27949
Tru	w13_d156e27953
pen=corps	w1_d156e27958
bezogen,	w3_d156e27961
und	w5_d156e27964
daraufhin	w7_d156e27967
einen	w9_d156e27970
Cordon	w11_d156e27973
von	w13_d156e27977
Bodiebrad	w1_d156e27982
bis	w3_d156e27985
über	w5_d156e27988
Brandeis	w7_d156e27991
dergestalten	w9_d156e27994
formiret	w11_d156e27997
ha	w13_d156e28001
ben,	w1_d156e28006
daß	w3_d156e28009
sie	w5_d156e28012
von	w7_d156e28015
allen	w9_d156e28018
feindlichen	w11_d156e28021
Bewegungen	w13_d156e28025
sogleich	w15_d156e28028
die	w1_d156e28034
zuverläßige	w3_d156e28037
Wissenschaft	w5_d156e28040
haben	w7_d156e28043
können;	w9_d156e28046
gedachter	w11_d156e28049
General	w1_d156e28054
hat	w3_d156e28057
deme	w5_d156e28060
noch	w7_d156e28063
beygerucket,	w9_d156e28066
wasgestalten	w11_d156e28069
er	w13_d156e28073
selbsten	w1_d156e28078
beobachtet,	w3_d156e28081
daß	w5_d156e28084
der	w7_d156e28087
Feind	w9_d156e28090
von	w11_d156e28093
Nimburg	w13_d156e28097
sich	w15_d156e28100
ge	w17_d156e28103
gen	w1_d156e28108
Lissau	w3_d156e28111
ziehe,	w5_d156e28114
und	w7_d156e28117
daß	w9_d156e28120
er	w11_d156e28123
dahero	w13_d156e28127
dem	w15_d156e28130
bey	w17_d156e28133
Saakaiste	w19_d156e28136
henden	w1_d156e28142
Commando	w3_d156e28145
schon	w5_d156e28148
befohlen	w7_d156e28151
habe,	w9_d156e28154
Nimburg	w11_d156e28157
so	w13_d156e28161
gleich	w1_d156e28166
zu	w3_d156e28169
besetzen,	w5_d156e28172
im	w7_d156e28175
Fall	w9_d156e28178
solches,	w11_d156e28181
wie	w13_d156e28185
es	w15_d156e28188
scheine,	w17_d156e28191
von	w19_d156e28194
denen	w1_d156e28199
Preussen	w3_d156e28202
verlassen	w5_d156e28205
worden	w7_d156e28208
wäre.	w9_d156e28211
Daß	w1_d156e28216
von	w3_d156e28219
Raudnit/	w5_d156e28222
nacher	w7_d156e28225
Doxon	w9_d156e28228
vorgerucktdies	w11_d156e28231
seitige	w1_d156e28237
Commando	w3_d156e28240
zu	w5_d156e28243
Pferd	w7_d156e28246
meldet,	w9_d156e28249
daß	w11_d156e28252
die	w13_d156e28256
jenseits	w15_d156e28259
der	w1_d156e28264
Eger	w3_d156e28267
bey	w5_d156e28270
Budin	w7_d156e28273
gestandene	w9_d156e28276
feindliche	w11_d156e28279
Trupen	w13_d156e28283
gestern	w15_d156e28286
nacher	w1_d156e28291
Leitmeritz	w3_d156e28294
sich	w5_d156e28297
in	w7_d156e28300
Marche	w9_d156e28303
gesetzet,	w11_d156e28306
und	w13_d156e28310
daß	w15_d156e28313
das	w1_d156e28318
</p>
<p id="p8_d156e28323">
dasselbstige	w1_d156e28327
Lager	w3_d156e28330
sich	w5_d156e28333
verstärke,	w7_d156e28336
auch	w9_d156e28339
sehr	w11_d156e28342
viele	w13_d156e28346
Bag	w15_d156e28349
von	w1_d156e28354
Melnick	w3_d156e28357
dahin	w5_d156e28360
gekommen	w7_d156e28363
seye,	w9_d156e28366
wovon	w11_d156e28369
unsere	w13_d156e28373
Huf	w15_d156e28376
saren	w1_d156e28381
einen	w3_d156e28384
Theil	w5_d156e28387
Beut	w7_d156e28390
gemachet	w9_d156e28393
haben;	w11_d156e28396
wiedann	w13_d156e28400
ge	w15_d156e28403
sonsten	w1_d156e28409
der	w3_d156e28412
Feind	w5_d156e28415
stäts	w7_d156e28418
beunruhiget,	w9_d156e28421
und	w11_d156e28424
es	w13_d156e28428
heut	w15_d156e28431
wie	w17_d156e28434
derum	w1_d156e28439
in	w3_d156e28442
solchen	w5_d156e28445
Allarme	w7_d156e28448
gesetzet	w9_d156e28451
worden	w11_d156e28454
wäre,	w13_d156e28458
de	w15_d156e28461
nicht	w1_d156e28466
nur	w3_d156e28469
die	w5_d156e28472
in	w7_d156e28475
dem	w9_d156e28478
Lager	w11_d156e28481
sondern	w13_d156e28485
auch	w15_d156e28488
die	w17_d156e28491
zulecitm	w19_d156e28494
ritz	w1_d156e28499
befindliche	w3_d156e28502
feindliche	w5_d156e28505
Troupen	w7_d156e28508
zum	w9_d156e28511
Gewehr	w11_d156e28514
gela	w13_d156e28518
fen,	w1_d156e28524
und	w3_d156e28527
völlig	w5_d156e28530
eingerucket	w7_d156e28533
seyen.	w9_d156e28536
</p>
<head id="h2_d156e28543">
Vien	w1_d156e28547
den	w3_d156e28550
29.	w5_d156e28553
Junii	w7_d156e28556
1757.	w9_d156e28559
</head>
<p id="p4_d156e28562">
Nachdem	w1_d156e28566
von	w3_d156e28569
Stuttgard	w5_d156e28572
aus	w7_d156e28575
die	w9_d156e28578
Nachrichteing	w11_d156e28581
loffen,	w1_d156e28586
daß	w3_d156e28589
die	w5_d156e28592
zum	w7_d156e28595
Aufbruch	w9_d156e28598
nach	w11_d156e28601
der	w13_d156e28605
Kaiserl.	w15_d156e28608
K.	w17_d156e28611
nigl.	w1_d156e28616
Armée	w3_d156e28619
in	w5_d156e28622
Böhmen	w7_d156e28625
beorderte	w9_d156e28628
erste	w11_d156e28631
Brigade	w13_d156e28635
deren	w15_d156e28638
Herzoglich=Würtenbergischen	w1_d156e28644
Hülfs=trouben	w3_d156e28647
in	w5_d156e28650
3200	w7_d156e28653
Mann	w1_d156e28658
bestehend	w3_d156e28661
bey	w5_d156e28664
der	w7_d156e28667
am	w9_d156e28670
20.	w11_d156e28673
Junii	w13_d156e28677
fürgewesten	w15_d156e28680
Revut	w17_d156e28683
des	w1_d156e28688
Königl.	w3_d156e28691
Französischen	w5_d156e28694
Commissaire	w7_d156e28697
sothanen	w9_d156e28700
Mar-	w11_d156e28703
che	w1_d156e28708
anzutretten	w3_d156e28711
geweigeret,	w5_d156e28714
und	w7_d156e28717
gleichsam	w9_d156e28720
einen	w11_d156e28723
Auf	w13_d156e28727
stand	w1_d156e28733
unter	w3_d156e28736
sich	w5_d156e28739
durch	w7_d156e28742
Desertiren,	w9_d156e28745
und	w11_d156e28748
in	w13_d156e28752
andere	w15_d156e28755
Wee	w17_d156e28758
ge	w1_d156e28763
erreget	w3_d156e28766
haben,	w5_d156e28769
so	w7_d156e28772
seynd	w9_d156e28775
des	w11_d156e28778
Herrn	w13_d156e28782
Herzogs	w15_d156e28785
von	w17_d156e28788
Würtenbergs	w1_d156e28793
Durchleucht	w3_d156e28796
gewillet,	w5_d156e28799
eilfertigst	w7_d156e28802
von	w9_d156e28805
der	w11_d156e28808
Armée	w1_d156e28813
in	w3_d156e28816
Böhmen	w5_d156e28819
sich	w7_d156e28822
in	w9_d156e28825
Dero	w11_d156e28828
Landen	w13_d156e28832
zu	w15_d156e28835
begeben,	w17_d156e28838
um	w1_d156e28844
Dero	w3_d156e28847
Troupen	w5_d156e28850
zum	w7_d156e28853
Gehorsam,	w9_d156e28856
und	w11_d156e28859
ihre	w13_d156e28863
Schul	w15_d156e28866
digkeit	w1_d156e28871
persönlich	w3_d156e28874
anzuweisen,	w5_d156e28877
welchemnach	w7_d156e28880
Höchst	w9_d156e28883
dieselbe	w1_d156e28888
sich	w3_d156e28891
wieder	w5_d156e28894
bey	w7_d156e28897
gedachter	w9_d156e28900
Armée	w11_d156e28903
in	w13_d156e28907
Böhmen	w15_d156e28910
bald	w1_d156e28915
möglich	w3_d156e28918
einzufinden	w5_d156e28921
gedenken.	w7_d156e28924
</p>
</doc>
