<doc id="wr_1762-02-03" attrs="word" year="1762" month="02" day="03" corpus="2">
<head id="h2_d627e3760">
Madrit,	w1_d627e3764
zuruck	w9_d627e25517
2.	w11_d627e25520
Stock=werke,	w13_d627e25524
doch	w15_d627e25527
könnte	w1_d627e25532
auch	w3_d627e25535
ruckwerts	w5_d627e25538
der	w7_d627e25541
oberste	w9_d627e25544
Stock	w11_d627e25547
aufge	w13_d627e25551
führet,	w1_d627e25556
oder	w3_d627e25559
mit	w5_d627e25562
Caßirung	w7_d627e25565
des	w9_d627e25568
obersten	w11_d627e25571
grossen	w13_d627e25575
Vor=saal	w1_d627e25580
ein	w3_d627e25583
mehrere	w5_d627e25586
Gelegenheit	w7_d627e25589
mit	w9_d627e25592
geringen	w11_d627e25595
Spesen	w1_d627e25601
gemacht	w3_d627e25604
werden.	w5_d627e25607
Es	w7_d627e25610
hat	w9_d627e25613
dieses	w11_d627e25616
Haus	w13_d627e25620
2.	w1_d627e25625
schöne	w3_d627e25628
Böden	w5_d627e25631
und	w7_d627e25634
besonders	w9_d627e25637
den	w11_d627e25640
vordern	w13_d627e25644
wol	w15_d627e25647
und	w1_d627e25652
gut	w3_d627e25655
geflastert;	w5_d627e25658
ein	w7_d627e25661
grosses	w9_d627e25664
Handlungsge	w11_d627e25667
wölb	w1_d627e25672
mit	w3_d627e25675
der	w5_d627e25678
Schreib=stuben,	w7_d627e25681
einen	w9_d627e25684
Hand	w11_d627e25687
und	w13_d627e25691
ei	w15_d627e25694
nen	w1_d627e25700
grossen	w3_d627e25703
Preß	w5_d627e25706
gewölb;	w7_d627e25709
1.	w9_d627e25712
Stall	w11_d627e25715
auf	w13_d627e25719
4.	w15_d627e25722
Pferde,	w17_d627e25725
einen.	w1_d627e25730
s.	w3_d627e25733
v.	w5_d627e25736
Kühe	w7_d627e25739
und	w9_d627e25742
ein	w11_d627e25745
Schwein=stall,	w13_d627e25749
2.	w15_d627e25752
ge	w17_d627e25755
sperrte	w1_d627e25760
Holz=gewölber,	w3_d627e25763
und	w5_d627e25766
2.	w7_d627e25769
gute	w9_d627e25772
Pumpen	w11_d627e25775
brunn,	w1_d627e25780
2.	w3_d627e25783
gute	w5_d627e25786
Keller	w7_d627e25789
auf	w9_d627e25792
einander,	w11_d627e25795
und	w13_d627e25799
2.	w15_d627e25802
als	w17_d627e25805
ein	w1_d627e25811
grössern	w3_d627e25814
und	w5_d627e25817
ein	w7_d627e25820
kleinen	w9_d627e25823
Fisch=halter	w11_d627e25826
im	w13_d627e25830
un	w15_d627e25833
tersten	w1_d627e25838
Keller	w3_d627e25841
von	w5_d627e25844
beständig	w7_d627e25847
zu	w9_d627e25850
und	w11_d627e25853
abfliessenden	w13_d627e25857
frischen=Wasser.	w1_d627e25862
Es	w3_d627e25865
hat	w5_d627e25868
das	w7_d627e25871
Melzer=recht,	w9_d627e25874
und	w11_d627e25877
stosset	w1_d627e25882
ruckwärts	w3_d627e25885
an	w5_d627e25888
das	w7_d627e25891
Bräu=haus,	w9_d627e25894
Frauenach	w11_d627e25897
tel	w1_d627e25903
genannt:	w3_d627e25906
darumen	w5_d627e25909
das	w7_d627e25912
Gebräu	w9_d627e25915
oder	w11_d627e25918
Bier	w13_d627e25922
nicht	w15_d627e25925
über	w1_d627e25930
die	w3_d627e25933
Gassen	w5_d627e25936
darf	w7_d627e25939
geführet	w9_d627e25942
werden.	w11_d627e25945
Wann	w1_d627e25950
dann	w1_d627e25955
jemand	w3_d627e25958
ein	w5_d627e25961
Belieben	w7_d627e25964
hätte,	w9_d627e25967
solches	w11_d627e25970
Haus	w13_d627e25974
für	w1_d627e25980
ein	w3_d627e25983
billigen	w5_d627e25986
Preiß	w7_d627e25989
an	w9_d627e25992
sich	w11_d627e25995
zu	w13_d627e25999
erkauffen,	w15_d627e26002
selbter	w17_d627e26005
beliebe	w1_d627e26010
sich	w3_d627e26013
an	w5_d627e26016
das	w7_d627e26019
allhiesige	w9_d627e26022
Frag	w11_d627e26025
und	w13_d627e26029
Zei	w15_d627e26032
tungs=amt	w1_d627e26037
zu	w3_d627e26040
wenden,	w5_d627e26043
allwo	w7_d627e26046
die	w9_d627e26049
weitere	w11_d627e26052
Aus	w13_d627e26056
kunft	w1_d627e26061
des	w3_d627e26064
damaligen	w5_d627e26067
Jnhabers	w7_d627e26070
als	w9_d627e26073
Verkauffers,	w11_d627e26076
und	w1_d627e26082
des	w3_d627e26085
Preisses	w5_d627e26088
zu	w7_d627e26091
erlangen	w9_d627e26094
seyn	w11_d627e26097
wird.	w13_d627e26101
</p>
<p id="p32_d627e26106">
Zu	w1_d627e26110
Liesing	w3_d627e26113
ist	w5_d627e26116
die	w7_d627e26119
von	w9_d627e26122
Montfortische	w11_d627e26125
Mühl	w13_d627e26129
mit	w15_d627e26132
3.	w1_d627e26137
Gängen,	w3_d627e26140
getugsamer	w5_d627e26143
Wohnung,	w7_d627e26146
sieben	w9_d627e26149
ein	w11_d627e26152
halb	w13_d627e26156
Joch	w1_d627e26161
Aecker,	w3_d627e26164
5.	w5_d627e26167
Tagwerk=wiesen,	w7_d627e26170
2.	w9_d627e26173
Viertel	w11_d627e26176
Wein	w13_d627e26180
garten	w1_d627e26186
zu	w3_d627e26189
verkauffen,	w5_d627e26192
item	w7_d627e26195
ein	w9_d627e26198
wolgebauter	w11_d627e26201
Hof	w13_d627e26205
mit	w1_d627e26210
3.	w3_d627e26213
Viertel	w5_d627e26216
Weingarten	w7_d627e26219
am	w9_d627e26222
Haus,	w11_d627e26225
19.	w13_d627e26229
Joch	w15_d627e26232
Aecker,	w1_d627e26237
3.	w3_d627e26240
Tagwergk=cramet=wiesen.	w5_d627e26243
Ein	w1_d627e26248
Haus	w3_d627e26251
im	w1_d627e26257
neuen	w3_d627e26260
Lerchen=feld	w5_d627e26263
zur	w7_d627e26266
grünen	w9_d627e26269
Hofnung	w11_d627e26272
ge	w13_d627e26276
nannt	w1_d627e26281
an	w3_d627e26284
der	w5_d627e26287
Linie,	w7_d627e26290
2.	w9_d627e26293
Viertel	w11_d627e26296
Weingarten	w13_d627e26300
zu	w15_d627e26303
Weinhaus,	w1_d627e26308
in	w3_d627e26311
der	w5_d627e26314
sogenannten	w7_d627e26317
Hohenwart,	w9_d627e26320
15.	w11_d627e26323
Joch	w1_d627e26328
Aecker	w3_d627e26331
bey	w5_d627e26334
Gersthof.	w7_d627e26337
Wem	w9_d627e26340
etwas	w11_d627e26343
hievon	w13_d627e26347
zu	w1_d627e26353
erkauffen	w3_d627e26356
beliebig	w5_d627e26359
wäre,	w7_d627e26362
hat	w9_d627e26365
sich	w11_d627e26368
im	w13_d627e26372
Collerischen	w15_d627e26375
Haus,	w1_d627e26380
worinnen	w3_d627e26383
die	w5_d627e26386
St.	w7_d627e26389
Stanislai=capelle	w9_d627e26392
ist,	w11_d627e26395
im	w13_d627e26399
dritten	w1_d627e26404
Stock	w3_d627e26407
anzumelden.	w5_d627e26410
</p>
<p id="p34_d627e26415">
Von	w1_d627e26419
der	w3_d627e26422
N.	w5_d627e26425
Oe.	w7_d627e26428
Regierung	w9_d627e26431
wegen,	w11_d627e26434
wird	w13_d627e26438
mit	w15_d627e26441
gegenwärtig=offenem	w1_d627e26446
Edict	w3_d627e26449
jedermänniglich	w5_d627e26452
sowol	w7_d627e26455
An	w1_d627e26460
als	w3_d627e26463
Abwesend,	w5_d627e26466
deme	w7_d627e26469
daran	w9_d627e26472
gelegen,	w11_d627e26475
kund	w13_d627e26479
und	w1_d627e26485
zu	w3_d627e26488
wissen	w5_d627e26491
gemacht:	w7_d627e26494
Es	w9_d627e26497
habe	w11_d627e26500
Regierung	w13_d627e26504
nach	w15_d627e26507
erfolgt	w1_d627e26512
tödtlichen	w3_d627e26515
Hintritt	w5_d627e26518
des	w7_d627e26521
weil.	w9_d627e26524
Hrn	w11_d627e26527
Ladis	w13_d627e26531
lai	w1_d627e26536
Freyherrn	w3_d627e26539
Schygray	w5_d627e26542
eon	w7_d627e26545
Schuran,	w9_d627e26548
zu	w11_d627e26551
Erfin	w13_d627e26555
dung	w1_d627e26560
desselben	w3_d627e26563
etwa	w5_d627e26566
vorhandenen	w7_d627e26569
Æris	w9_d627e26572
alieni,	w11_d627e26575
folgends	w1_d627e26581
auch	w3_d627e26584
zu	w5_d627e26587
sicherer	w7_d627e26590
Abhandlung	w9_d627e26593
solcher	w11_d627e26596
Ver	w13_d627e26600
lassenschaft	w1_d627e26605
für	w3_d627e26608
nöhtig	w5_d627e26611
befunden,	w7_d627e26614
die	w9_d627e26617
sammentli	w11_d627e26620
che	w1_d627e26625
sowol	w3_d627e26628
in	w5_d627e26631
als	w7_d627e26634
ausser	w9_d627e26637
Land	w11_d627e26640
befindliche	w13_d627e26644
Freyherrl	w15_d627e26647
Schygraische	w1_d627e26652
Glaubigere	w3_d627e26655
zu	w5_d627e26658
Anmeld	w7_d627e26661
und	w9_d627e26664
Liqui	w11_d627e26667
dirung	w1_d627e26673
ihrer	w3_d627e26676
an	w5_d627e26679
wiederholte	w7_d627e26682
Freyherrl.	w9_d627e26685
Schygrgi	w11_d627e26688
</p>
<p id="p36_d627e26692">
sche	w1_d627e26696
Verlassenschaft	w3_d627e26699
zu	w5_d627e26702
stellen	w7_d627e26705
habende	w9_d627e26708
Sprüch	w11_d627e26711
und	w1_d627e26716
Forderungen	w3_d627e26719
gerichtlich	w5_d627e26722
vorzuladen,	w7_d627e26725
und	w9_d627e26728
ein	w11_d627e26731
zuberuffen,	w1_d627e26736
zu	w3_d627e26739
welchem	w5_d627e26742
Ende	w7_d627e26745
denenselben	w9_d627e26748
der	w11_d627e26751
18.	w13_d627e26755
Tag	w1_d627e26761
des	w3_d627e26764
künftigen	w5_d627e26767
Monats	w7_d627e26770
Martii	w9_d627e26773
Nachmittags	w11_d627e26776
um	w1_d627e26781
3.	w3_d627e26784
Uhr	w5_d627e26787
zur	w7_d627e26790
gewöhnlichen	w9_d627e26793
Convocations	w11_d627e26796
und	w13_d627e26800
Anmeldungs=tagsatzung	w1_d627e26805
zu	w3_d627e26808
all	w5_d627e26811
endlicher	w7_d627e26814
Frist	w9_d627e26817
an	w11_d627e26820
beraumet	w1_d627e26825
worden.	w3_d627e26828
Solchemnach	w5_d627e26831
werden	w7_d627e26834
alle	w9_d627e26837
und	w11_d627e26840
jede,	w1_d627e26846
welche	w3_d627e26849
bey	w5_d627e26852
gedachter	w7_d627e26855
Freyherrl.	w9_d627e26858
Schrgrai	w11_d627e26861
schen	w1_d627e26866
Verlassenschaft	w3_d627e26869
um	w5_d627e26872
rechtmäßiger	w7_d627e26875
Forderung	w9_d627e26878
willen	w1_d627e26883
einige	w3_d627e26886
Sprüch	w5_d627e26889
haben,	w7_d627e26892
oder	w9_d627e26895
zu	w11_d627e26898
haben	w13_d627e26902
ver	w15_d627e26905
meinen,	w1_d627e26910
an	w3_d627e26913
obbestimmten	w5_d627e26916
Tag	w7_d627e26919
und	w9_d627e26922
Stund	w11_d627e26925
vor	w13_d627e26929
Regierung	w1_d627e26935
in	w3_d627e26938
der	w5_d627e26941
daselbst	w7_d627e26944
zu	w9_d627e26947
solchem	w11_d627e26950
Ende	w13_d627e26954
offen	w15_d627e26957
haltenden	w1_d627e26962
Commißions=stuben	w3_d627e26965
entweder	w5_d627e26968
selbst	w7_d627e26971
persönlich,	w1_d627e26976
oder	w3_d627e26979
durch	w5_d627e26982
hiezu	w7_d627e26985
genugsam	w9_d627e26988
gevollmäch	w11_d627e26991
tigte	w1_d627e26996
Gewalt=tragere	w3_d627e26999
also	w5_d627e27002
gewiß	w7_d627e27005
zu	w9_d627e27008
erscheinen,	w11_d627e27011
und	w1_d627e27017
ihre	w3_d627e27020
an	w5_d627e27023
solche	w7_d627e27026
Verlassenschaft	w9_d627e27029
habende	w11_d627e27032
Anfor	w13_d627e27036
derungen	w1_d627e27041
anzumelden,	w3_d627e27044
auch	w5_d627e27047
rechtlich	w7_d627e27050
zu	w9_d627e27053
liquibi	w11_d627e27056
ren	w1_d627e27061
haben,	w3_d627e27064
als	w5_d627e27067
im	w7_d627e27070
widrigen	w9_d627e27073
die	w11_d627e27076
Abhandlung	w13_d627e27080
gleichwolen	w1_d627e27085
vorgenommen,	w3_d627e27088
und	w5_d627e27091
ungehindert	w7_d627e27094
de	w9_d627e27097
ren	w1_d627e27103
etwa	w3_d627e27106
vorhandenen	w5_d627e27109
Glaubigern,	w7_d627e27112
so	w9_d627e27115
sich	w11_d627e27118
mit	w13_d627e27122
ihren	w1_d627e27127
Anforderungen	w3_d627e27130
in	w5_d627e27133
bestimmter	w7_d627e27136
Zeit	w9_d627e27139
nicht	w11_d627e27142
an	w13_d627e27146
gemeldet,	w1_d627e27151
solche	w3_d627e27154
Verlassenschaft	w5_d627e27157
der	w7_d627e27160
sich	w9_d627e27163
hierzu	w11_d627e27166
erklärten	w1_d627e27171
Erben	w3_d627e27174
eingeantwortet,	w5_d627e27177
auch	w7_d627e27180
ansonsten	w9_d627e27183
ex	w1_d627e27189
officio	w3_d627e27192
vorgekehret	w5_d627e27195
werden	w7_d627e27198
solle,	w9_d627e27201
was	w11_d627e27204
Rechtens	w13_d627e27208
ist.	w1_d627e27213
Wornach	w3_d627e27216
sich	w5_d627e27219
also	w7_d627e27222
ein	w9_d627e27225
jeder	w11_d627e27228
zu	w13_d627e27232
richten	w15_d627e27235
wissen	w17_d627e27238
wird.	w1_d627e27243
</p>
<p id="p38_d627e27246">
Von	w1_d627e27250
der	w3_d627e27253
Hochgräfl.	w5_d627e27256
Herrschaft	w7_d627e27259
Rohrau	w9_d627e27262
Amts	w11_d627e27265
canzley	w1_d627e27270
wegen,	w3_d627e27273
wird	w5_d627e27276
durch	w7_d627e27279
dieses	w9_d627e27282
offentliche	w11_d627e27285
Fail	w13_d627e27289
edict	w1_d627e27294
jedermänniglich	w3_d627e27297
kund	w5_d627e27300
und	w7_d627e27303
zu	w9_d627e27306
wissen	w11_d627e27309
gemacht,	w13_d627e27313
daß	w1_d627e27319
des	w3_d627e27322
Mathias	w5_d627e27325
Rauchladner,	w7_d627e27328
gewesten	w9_d627e27331
Unter	w11_d627e27334
thans	w1_d627e27339
und	w3_d627e27342
Fleischhacker	w5_d627e27345
meisters	w7_d627e27348
zu	w9_d627e27351
Götlesbrunn	w11_d627e27354
seel.	w1_d627e27359
ruckgelassenes	w3_d627e27362
Vermögen,	w5_d627e27365
bestehend	w7_d627e27368
in	w9_d627e27371
einem	w11_d627e27374
Ganz=lehen	w1_d627e27379
mit	w3_d627e27382
28.	w5_d627e27385
1.	w7_d627e27388
Viertel	w9_d627e27391
Joch	w11_d627e27394
Haus	w13_d627e27398
äckern	w15_d627e27401
und	w1_d627e27407
übrig=darzu	w3_d627e27410
gehörigen	w5_d627e27413
Haus=gründen,	w7_d627e27416
dann	w9_d627e27419
einen	w1_d627e27424
Halb=lehen	w3_d627e27427
mit	w5_d627e27430
14.	w7_d627e27433
1.	w9_d627e27436
Viertel	w11_d627e27439
Joch	w13_d627e27443
Haus	w15_d627e27446
äckern,	w1_d627e27451
nebst	w3_d627e27454
dem	w5_d627e27457
Fleischhacker	w7_d627e27460
gewerb,	w9_d627e27463
14.	w11_d627e27466
Achtel	w1_d627e27471
Uberländ=weingärten,	w3_d627e27474
10.	w5_d627e27477
Joch	w7_d627e27480
Uberländ	w9_d627e27483
äckern,	w1_d627e27489
1.	w3_d627e27492
Holz=öden,	w5_d627e27495
3.	w7_d627e27498
Viertel	w9_d627e27501
Joch	w11_d627e27504
Wiesen,	w13_d627e27508
1.	w1_d627e27513
Gras=garten,	w3_d627e27516
und	w5_d627e27519
1.	w7_d627e27522
Uberländ=keller;	w9_d627e27525
Jtem	w11_d627e27528
164.	w1_d627e27533
Eimer	w3_d627e27536
1761ger=wein.,	w5_d627e27539
Körnern,	w7_d627e27542
Vieh,	w9_d627e27545
und	w1_d627e27550
Wirschafts=effecten	w3_d627e27553
um	w5_d627e27556
Schulden=willen	w7_d627e27559
auf	w1_d627e27565
den	w3_d627e27568
13.	w5_d627e27571
Febr.	w7_d627e27574
dies	w9_d627e27577
Jahrs	w11_d627e27580
dem	w13_d627e27584
Meistbieten	w15_d627e27587
ben	w1_d627e27592
ex	w3_d627e27595
officio	w5_d627e27598
verkauffet	w7_d627e27601
werden	w9_d627e27604
wird.	w11_d627e27607
Derohal	w13_d627e27611
ben	w1_d627e27616
dann	w3_d627e27619
all	w5_d627e27622
jene,	w7_d627e27625
so	w9_d627e27628
aus	w11_d627e27631
erst.	w13_d627e27635
erwehnter	w15_d627e27638
Rauch	w17_d627e27641
ladnerischen	w1_d627e27646
Verlassenschaft	w3_d627e27649
gegen	w5_d627e27652
baaren	w7_d627e27655
Geld	w9_d627e27658
et	w11_d627e27661
was	w1_d627e27667
zu	w3_d627e27670
erkauffen	w5_d627e27673
gedenken,	w7_d627e27676
an	w9_d627e27679
obbestimmten	w11_d627e27682
Tag	w13_d627e27686
fruh	w1_d627e27691
um	w3_d627e27694
8.	w5_d627e27697
Uhr	w7_d627e27700
in	w9_d627e27703
der	w11_d627e27706
herrschaftlichen	w13_d627e27710
Amts	w15_d627e27713
canzley	w1_d627e27718
Rohrau	w3_d627e27721
zu	w5_d627e27724
erscheinen.	w7_d627e27727
</p>
<p id="p40_d627e27730">
Hiemit	w1_d627e27734
wird	w3_d627e27737
jedermänniglich	w5_d627e27740
kund	w7_d627e27743
und	w9_d627e27746
zu	w11_d627e27749
wis	w13_d627e27753
sen	w1_d627e27758
gemacht,	w3_d627e27761
welcher	w5_d627e27764
gestalten	w7_d627e27767
den	w9_d627e27770
11.	w11_d627e27773
künftigen	w13_d627e27777
Monats	w1_d627e27782
Febr.	w3_d627e27785
das	w5_d627e27788
in	w7_d627e27791
dem	w9_d627e27794
sogenannten	w11_d627e27797
Kraut	w13_d627e27801
gäßl	w1_d627e27807
alhier	w3_d627e27810
gelegen=gräfl.	w5_d627e27813
Althannische	w7_d627e27816
Frey=haus	w9_d627e27819
plus	w1_d627e27824
offerenti	w3_d627e27827
offentlich	w5_d627e27830
wird	w7_d627e27833
feil	w9_d627e27836
gebotten	w11_d627e27839
wer	w13_d627e27843
den;	w1_d627e27848
wer	w3_d627e27851
nun	w5_d627e27854
sothanes	w7_d627e27857
Frey=haus	w9_d627e27860
käuflichen	w11_d627e27863
an	w13_d627e27867
sich	w1_d627e27872
zu	w3_d627e27875
bringen	w5_d627e27878
gedenket,	w7_d627e27881
derselbe	w9_d627e27884
beliebe	w11_d627e27887
sich	w13_d627e27891
an	w15_d627e27894
obbestimmten	w1_d627e27900
Tag	w3_d627e27903
bey	w5_d627e27906
dem	w7_d627e27909
Löbl.	w9_d627e27912
Landmarschal	w11_d627e27915
lischen	w1_d627e27920
Gericht	w3_d627e27923
früh	w5_d627e27926
um	w7_d627e27929
8.	w9_d627e27932
Uhr	w11_d627e27935
anzumelden.	w13_d627e27939
</p>
<p id="p44_d627e27944">
DOn	w1_d627e27948
der	w3_d627e27951
Röm.	w5_d627e27954
Kais.	w7_d627e27957
Kön.	w9_d627e27960
N.	w11_d627e27963
Oe.	w13_d627e27967
Regierung	w15_d627e27970
Swegen	w1_d627e27975
wird	w3_d627e27978
mit	w5_d627e27981
gegenwärtig	w7_d627e27984
offenem	w9_d627e27987
Edict	w11_d627e27990
jeder	w13_d627e27994
männiglich	w1_d627e27999
sowol	w3_d627e28002
an	w5_d627e28005
als	w7_d627e28008
abwesend,	w9_d627e28011
dem	w11_d627e28014
daran	w13_d627e28018
gelegen,	w15_d627e28021
kund	w17_d627e28024
und	w19_d627e28027
zu	w21_d627e28030
wissen	w1_d627e28036
gemacht:	w3_d627e28039
</p>
<p id="p46_d627e28042">
14.	w1_d627e28046
1	w1_d627e28051
Js	w1_d627e28056
habe	w3_d627e28059
der	w5_d627e28062
Jodoc	w7_d627e28065
Joseph	w9_d627e28068
Butt,	w11_d627e28071
U.	w13_d627e28075
J.	w15_d627e28078
D.	w17_d627e28081
Hof	w19_d627e28084
und	w21_d627e28087
Gerichtsadvo	w23_d627e28090
Wcat,	w1_d627e28096
als	w3_d627e28099
gerichtlich	w5_d627e28102
verordnet=Johann	w7_d627e28105
Michael	w9_d627e28108
v.	w11_d627e28111
Osterrischer	w13_d627e28115
Curat.	w15_d627e28118
angezeiget,	w1_d627e28123
welchergestalten	w3_d627e28126
nach	w5_d627e28129
Absterben	w7_d627e28132
des	w9_d627e28135
Hrn.	w11_d627e28138
Joh.	w13_d627e28142
Michael	w15_d627e28145
von	w17_d627e28148
Ostern,	w1_d627e28153
gewest=Chur=bayrischen	w3_d627e28156
Hof=rahts,	w5_d627e28159
und	w7_d627e28162
hohen	w9_d627e28165
Ritter=ordens	w11_d627e28168
St.	w13_d627e28172
Georgii	w1_d627e28177
Secretarii,	w3_d627e28180
unter	w5_d627e28183
dessen	w7_d627e28186
ruckgebliebenen	w9_d627e28189
Verlassenschaft	w11_d627e28192
verschie	w13_d627e28196
dene	w1_d627e28202
Genealogische	w3_d627e28205
Schriften	w5_d627e28208
und	w7_d627e28211
Briefschaften	w9_d627e28214
vorgefunden	w11_d627e28217
haben,	w13_d627e28221
welche	w1_d627e28226
zu	w3_d627e28229
Handen	w5_d627e28232
zu	w7_d627e28235
bringen	w9_d627e28238
denen	w11_d627e28241
angehenden	w13_d627e28245
Famillen	w15_d627e28248
vieles	w17_d627e28251
daran	w19_d627e28254
gelegen	w1_d627e28259
seyn	w3_d627e28262
möchte;	w5_d627e28265
zumalen	w7_d627e28268
er	w9_d627e28271
aber	w11_d627e28274
solche	w13_d627e28278
Famillen	w15_d627e28281
nicht	w17_d627e28284
ausfindig	w19_d627e28287
ma	w21_d627e28290
chen	w1_d627e28295
könte:	w3_d627e28298
als	w5_d627e28301
bate	w7_d627e28304
er	w9_d627e28307
denselben	w11_d627e28310
specificè,	w13_d627e28314
und	w15_d627e28317
benanntlich	w17_d627e28320
alle	w19_d627e28323
derley	w21_d627e28326
vorhandene	w1_d627e28332
Schriften	w3_d627e28335
per	w5_d627e28338
Edicta	w7_d627e28341
ad	w9_d627e28344
valvas	w11_d627e28347
in	w13_d627e28351
nachfolgender	w15_d627e28354
Ordnung	w17_d627e28357
bekannt	w1_d627e28362
zu	w3_d627e28365
machen;	w5_d627e28368
und	w7_d627e28371
zwar:	w9_d627e28374
</p>
<p id="p48_d627e28378">
Die	w1_d627e28382
Gräfl.	w3_d627e28385
Arec	w5_d627e28388
und	w7_d627e28391
Archische	w9_d627e28394
Documenta,	w11_d627e28397
dann	w13_d627e28401
Familienschrif	w15_d627e28404
ten,	w1_d627e28409
mit	w3_d627e28412
2.	w5_d627e28415
Original=wappen.	w7_d627e28418
Die	w9_d627e28421
von	w11_d627e28424
der	w13_d627e28428
Alben,	w15_d627e28431
und	w17_d627e28434
Alben	w19_d627e28437
Familien	w21_d627e28440
schriften.	w1_d627e28445
Ein	w3_d627e28448
sogenannt	w5_d627e28451
Azingerischer	w7_d627e28454
Kinder=vergleich.	w9_d627e28457
Ein	w11_d627e28460
Extractus	w13_d627e28464
die	w1_d627e28470
Arsinger	w3_d627e28473
von	w5_d627e28476
Turgenfeld	w7_d627e28479
betreffend.	w9_d627e28482
Ein	w11_d627e28485
Attestatum	w13_d627e28489
wegen	w15_d627e28492
denen	w17_d627e28495
Freyherrn	w1_d627e28500
Ahann	w3_d627e28503
v.	w5_d627e28506
Neuhaus.	w7_d627e28509
Verschiedene	w9_d627e28512
Concepte	w11_d627e28515
für	w13_d627e28519
die	w15_d627e28522
Gräfl.	w17_d627e28525
und	w19_d627e28528
Fürstl.	w1_d627e28533
Auerspergische	w3_d627e28536
Familie.	w5_d627e28539
Baron	w7_d627e28542
Auerische	w9_d627e28545
Nachricht.	w11_d627e28548
Althann	w13_d627e28552
Geneal.	w1_d627e28557
Jnformation.	w3_d627e28560
D'Aunieux	w5_d627e28563
Quillaune	w7_d627e28566
Albert	w9_d627e28569
Baron	w11_d627e28572
de	w13_d627e28576
Creucocu.	w15_d627e28579
Descriptio	w1_d627e28585
Heraldica	w3_d627e28588
samt	w5_d627e28591
Stammenbaum.	w7_d627e28594
Baron	w9_d627e28597
Baumgarten	w11_d627e28600
von	w13_d627e28604
Kufstein	w1_d627e28609
Geneal.	w3_d627e28612
Schriften.	w5_d627e28615
Hr.	w7_d627e28618
Wolfgang	w9_d627e28621
Christoph	w11_d627e28624
Freyherr	w13_d627e28628
v.	w15_d627e28631
Blu	w17_d627e28634
menthal	w1_d627e28639
Original=testament,	w3_d627e28642
Verlassenschafts=acta,	w5_d627e28645
und	w7_d627e28648
andere	w9_d627e28651
darzu	w11_d627e28654
ge	w13_d627e28658
hörige	w1_d627e28663
Instrumenta	w3_d627e28666
Attestatum	w5_d627e28669
wegen	w7_d627e28672
der	w9_d627e28675
Gräfl.	w11_d627e28678
Borromäischen	w13_d627e28682
Wap	w15_d627e28685
pen.	w1_d627e28691
Lömelburg,	w3_d627e28694
oder	w5_d627e28697
Boyenburgischer	w7_d627e28700
Stammenbaum,	w9_d627e28703
samt	w11_d627e28706
den	w13_d627e28710
dies	w15_d627e28713
fälligen	w1_d627e28718
Documenten.	w3_d627e28721
Zwey	w5_d627e28724
Fasciculi	w7_d627e28727
samt	w9_d627e28730
Stammenbaum	w11_d627e28733
für	w13_d627e28737
die	w15_d627e28740
Frey	w17_d627e28743
herrlich	w1_d627e28748
Burganischen	w3_d627e28751
Genealogie,	w5_d627e28754
Vormundschaft,	w7_d627e28757
und	w9_d627e28760
Güter.	w11_d627e28763
Ema	w13_d627e28767
nuelis	w1_d627e28772
Gräfin	w3_d627e28775
v.	w5_d627e28778
Bayern	w7_d627e28781
Ritter=proben.	w9_d627e28784
Comitis	w11_d627e28787
Perzeni	w13_d627e28791
anfräuliche	w15_d627e28794
Genealogie.	w1_d627e28800
Baronis	w3_d627e28803
Bibra	w5_d627e28806
Extractus	w7_d627e28809
Filiationis.	w9_d627e28812
Hrn.	w11_d627e28815
Grafens	w13_d627e28819
Breu	w15_d627e28822
ner	w1_d627e28827
projectirter	w3_d627e28830
Stammenbaum,	w5_d627e28833
samt	w7_d627e28836
einem	w9_d627e28839
Tauf=attestato.	w11_d627e28842
Herrn	w13_d627e28846
Grafens	w1_d627e28851
v.	w3_d627e28854
Beyersberg	w5_d627e28857
Genealogia	w7_d627e28860
picta.	w9_d627e28863
Hrn.	w11_d627e28866
Baronis	w13_d627e28870
de	w15_d627e28873
Glossen	w17_d627e28876
zu	w19_d627e28879
Haydenburg	w1_d627e28884
geschriebener	w3_d627e28887
Stammenbaum,	w5_d627e28890
samt	w7_d627e28893
Specification	w9_d627e28896
deren	w11_d627e28899
Rit	w13_d627e28903
ter	w1_d627e28909
proben,	w3_d627e28912
und	w5_d627e28915
sonstigen	w7_d627e28918
Schriften.	w9_d627e28921
Hrn.	w11_d627e28924
Carl	w13_d627e28928
Grafens	w15_d627e28931
von	w17_d627e28934
Daun	w19_d627e28937
Genealogia;	w1_d627e28942
Maltheser=ordens=schriften,	w3_d627e28945
Concepte,	w5_d627e28948
nebst	w7_d627e28951
dem	w9_d627e28954
Stammen	w11_d627e28957
</p>
<p id="p54_d627e28970">
baum.	w1_d627e28974
Hrn.	w3_d627e28977
Baron	w5_d627e28980
Everhard	w7_d627e28983
Descriptio	w9_d627e28986
Familiæ,	w11_d627e28989
nebst	w13_d627e28993
3.	w15_d627e28996
Protocolls	w17_d627e28999
extracten.	w1_d627e29004
Christoph	w3_d627e29007
Ulrichs	w5_d627e29010
von	w7_d627e29013
Eselsheim	w9_d627e29016
Original=heyrats=brief,	w11_d627e29019
samt	w13_d627e29023
anderen	w1_d627e29028
Schriften.	w3_d627e29031
Deren	w5_d627e29034
Herren	w7_d627e29037
Grafen	w9_d627e29040
