<doc id="edoc_wd_1771-03-27" attrs="word" year="1771" month="03" day="27" corpus="1">
<head id="hl1">
Cadix	w33
Geschmuck	w10286
<g/>
,
gold	w10288
<g/>
=
silber	w10290
<g/>
=
tompack=porcellain	w10292
<g/>
=
<g/>
,
schildgrot	w10295
<g/>
=
und	w10297
agatsteinene	w10298
Tabattie=ren	w10299
<g/>
=
<g/>
,
Etui	w10302
<g/>
,
gold	w10304
<g/>
=
und	w10306
silberne	w10307
Minutten	w10308
<g/>
=
Repe=tier	w10310
<g/>
=
<g/>
=
und	w10313
Kästenuhren	w10314
<g/>
,
gold	w10316
<g/>
=
und	w10318
silberne	w10319
Finger=ringe	w10320
<g/>
=
<g/>
,
silberne	w10323
Eßzeug	w10324
<g/>
,
silber	w10326
<g/>
=
und	w10328
tompackene	w10329
Degen	w10330
<g/>
,
Hirschfänger	w10332
<g/>
,
Scheibenröhr	w10334
und	w10335
Pistol=len	w10336
<g/>
=
<g/>
,
muntirte	w10339
spanische	w10340
Röhre	w10341
<g/>
,
dann	w10343
Porcellain	w10344
<g/>
,
Zinn	w10346
<g/>
,
Meßing	w10348
<g/>
,
und	w10350
kupfernes	w10351
Geschier	w10352
<g/>
,
Spie=gel	w10354
<g/>
=
in	w10356
vergoldten	w10357
Ramen	w10358
<g/>
,
Luster	w10360
<g/>
,
Leuchter	w10362
<g/>
,
cot=tonene	w10364
<g/>
=
Soffen	w10366
und	w10367
Sesseln	w10368
<g/>
,
fournirte	w10370
Schublad=kästen	w10371
<g/>
=
<g/>
,
und	w10374
Tische	w10375
<g/>
,
gemahlen	w10377
und	w10378
gestochene	w10379
Bil=der	w10380
<g/>
=
in	w10382
aichenen	w10383
Ramen	w10384
von	w10385
berühmten	w10386
Meistern	w10387
<g/>
,
wie	w10389
auch	w10390
extra	w10391
gute	w10392
Tockeyer	w10393
<g/>
=
Rhein	w10395
<g/>
=
hungarische	w10397
Ausbruch	w10398
und	w10399
St	w10400
<g/>
.
Georger	w10402
Weine	w10403
in	w10404
Bouteillen	w10405
<g/>
,
annebens	w10407
auch	w10408
ein	w10409
Pirutsch	w10410
und	w10411
Kaleß	w10412
<g/>
,
samt	w10414
Pferdgeschier	w10415
<g/>
,
nebst	w10417
noch	w10418
anderen	w10419
nahmhaften	w10420
Ge=räthschaften	w10421
<g/>
=
<g/>
,
Vormittag	w10424
von	w10425
9	w10426
<g/>
.
bis	w10428
12	w10429
<g/>
.
und	w10431
Nach=mittag	w10432
<g/>
=
von	w10434
3	w10435
<g/>
.
bis	w10437
6	w10438
<g/>
.
Uhr	w10440
dem	w10441
Meistbietenden	w10442
ge=gen	w10443
<g/>
=
baarer	w10445
Bezahlung	w10446
verabfolget	w10447
werden	w10448
<g/>
.
</p>
<p id="p123">
Wir	w10450
Bürgermeister	w10451
und	w10452
Rath	w10453
der	w10454
Stadt	w10455
Wien	w10456
geben	w10457
hiemit	w10458
jedermann	w10459
zu	w10460
vernehmen	w10461
<g/>
:
Es	w10463
sey	w10464
über	w10465
die	w10466
schon	w10467
ehedessen	w10468
angeordneten	w10469
Licitations=tagsatzungen	w10470
<g/>
=
verwilliget	w10472
worden	w10473
<g/>
,
das	w10475
Maxisch	w10476
in	w10477
der	w10478
Himmelpfortgasse	w10479
in	w10480
der	w10481
Stadt	w10482
liegende	w10483
Haus	w10484
abermal	w10485
offentlich	w10486
auszufeilen	w10487
<g/>
,
und	w10489
an	w10490
den	w10491
Meist=bietenden	w10492
<g/>
=
zu	w10494
verkaufen	w10495
<g/>
.
Da	w10497
nun	w10498
zu	w10499
diesem	w10500
Ende	w10501
der	w10502
29	w10503
<g/>
.
des	w10505
Monats	w10506
Aprils	w10507
dies	w10508
Jahrs	w10509
bestimmet	w10510
ist	w10511
<g/>
;
So	w10513
haben	w10514
diejenigen	w10515
<g/>
,
welche	w10517
das	w10518
gedachte	w10519
Haus	w10520
zu	w10521
kaufen	w10522
willens	w10523
sind	w10524
<g/>
,
an	w10526
dem	w10527
bestimmten	w10528
Tage	w10529
<g/>
,
oder	w10531
da	w10532
wir	w10533
anderer	w10534
Verhindernissen	w10535
hal=ber	w10536
<g/>
=
diesen	w10538
Tag	w10539
nicht	w10540
zu	w10541
Rath	w10542
sässen	w10543
<g/>
,
den	w10545
nächst	w10546
darauf	w10547
folgenden	w10548
Rathstag	w10549
frühe	w10550
um	w10551
8	w10552
<g/>
.
Uhr	w10554
vor	w10555
uns	w10556
zu	w10557
erscheinen	w10558
<g/>
,
und	w10560
sich	w10561
bey	w10562
unserem	w10563
und	w10564
ge=meiner	w10565
<g/>
=
Stadt	w10567
Grundbuch	w10568
durch	w10569
den	w10570
Amtsschrei=ber	w10571
<g/>
=
anmelden	w10573
zu	w10574
lassen	w10575
<g/>
,
folglich	w10577
der	w10578
weiteren	w10579
Be=handlung	w10580
<g/>
=
abzuwarten	w10582
<g/>
.
</p>
<p id="p124">
Wir	w10584
Bürgermeister	w10585
und	w10586
Rath	w10587
der	w10588
Stadt	w10589
Wien	w10590
geben	w10591
hiemit	w10592
des	w10593
Johann	w10594
Elias	w10595
<g/>
,
griechischen	w10597
Han=delsmanns	w10598
<g/>
=
zu	w10600
Leipzig	w10601
<g/>
,
sämmtlichen	w10603
Glaubigern	w10604
zu	w10605
vernehmen	w10606
<g/>
:
Es	w10608
haben	w10609
uns	w10610
die	w10611
Herren	w10612
Deputirte	w10613
zu	w10614
den	w10615
Handelsgerichten	w10616
in	w10617
gedachtem	w10618
Leipzig	w10619
mit=tels	w10620
<g/>
=
eines	w10622
Schreibens	w10623
vom	w10624
2	w10625
<g/>
.
März	w10627
dies	w10628
Jahrs	w10629
er=suchet	w10630
<g/>
=
<g/>
,
öffentlich	w10633
kund	w10634
zu	w10635
machen	w10636
<g/>
,
daß	w10638
auf	w10639
des	w10640
besagten	w10641
griechischen	w10642
Handelsmann	w10643
Elias	w10644
beschul=digten	w10645
<g/>
=
Ungehorsam	w10647
<g/>
,
in	w10649
dessen	w10650
daselbst	w10651
anhängigen	w10652
Schuld	w10653
<g/>
=
und	w10655
Prioritätsachen	w10656
<g/>
,
wegen	w10658
der	w10659
ausge=bliebenen	w10660
<g/>
=
Gläubiger	w10662
<g/>
,
ein	w10664
Urtheil	w10665
eingeholet	w10666
<g/>
,
und	w10668
zu	w10669
dessen	w10670
Publication	w10671
der	w10672
3	w10673
<g/>
.
Junii	w10675
dies	w10676
Jahrs	w10677
pro	w10678
Termino	w10679
ernennet	w10680
worden	w10681
sey	w10682
<g/>
.
Es	w10684
würden	w10685
da=her	w10686
<g/>
=
die	w10688
sämmtlichen	w10689
Eliasischen	w10690
ausgeblieben	w10691
be=kannt	w10692
<g/>
=
<g/>
=
und	w10695
unbekannten	w10696
Gläubiger	w10697
hiedurch	w10698
zu	w10699
dem	w10700
Ende	w10701
edictaliter	w10702
citiret	w10703
<g/>
,
daß	w10705
sie	w10706
an	w10707
dem	w10708
be=stimmten	w10709
<g/>
=
Tag	w10711
früher	w10712
Zeit	w10713
vor	w10714
den	w10715
Handelsgerich=ten	w10716
<g/>
=
auf	w10718
dem	w10719
Rathhause	w10720
zu	w10721
Leipzig	w10722
gebührend	w10723
er=scheinen	w10724
<g/>
=
<g/>
,
und	w10727
des	w10728
angeregten	w10729
Urtheils	w10730
Eröfnung	w10731
gewärtig	w10732
seyn	w10733
sollen	w10734
<g/>
.
So	w10736
man	w10737
hiemit	w10738
durch	w10739
die dieses	w10740
<g/>
=
</p>
<p id="p125">
ses	w10743
offene	w10744
Edict	w10745
hat	w10746
kund	w10747
und	w10748
zu	w10749
wissen	w10750
machen	w10751
wollen	w10752
<g/>
.
</p>
<p id="p126">
Von	w10754
des	w10755
k	w10756
<g/>
.
k	w10758
<g/>
.
Judici	w10760
Deleg	w10761
<g/>
.
Mil	w10763
<g/>
.
Mixti	w10765
im	w10766
Erz=herzogthum	w10767
<g/>
=
Oesterreich	w10769
unter	w10770
und	w10771
ob	w10772
der	w10773
Enns	w10774
we=gen	w10775
<g/>
=
<g/>
,
wird	w10778
mit	w10779
gegenwärtig	w10780
offenem	w10781
Edict	w10782
jeder=männiglich	w10783
<g/>
=
<g/>
,
sowohl	w10786
An	w10787
<g/>
=
als	w10789
Abwesenden	w10790
<g/>
,
deme	w10792
daran	w10793
gelegen	w10794
<g/>
,
kund	w10796
und	w10797
zu	w10798
wissen	w10799
gemacht	w10800
<g/>
:
Es	w10802
habe	w10803
dieses	w10804
k	w10805
<g/>
.
k	w10807
<g/>
.
Jud	w10809
<g/>
.
Del	w10811
Mil	w10812
<g/>
.
Mixtum	w10814
nach	w10815
un=term	w10816
<g/>
=
jüngst	w10818
verflossenen	w10819
Monats	w10820
Febr	w10821
<g/>
.
allhier	w10823
erfolgt	w10824
zeitlichen	w10825
Hintritt	w10826
der	w10827
pensionirt	w10828
k	w10829
<g/>
.
k	w10831
<g/>
.
Hauptmanns	w10833
Wittwe	w10834
<g/>
,
Frauen	w10836
Christina	w10837
Gräfinn	w10838
v	w10839
<g/>
.
Manroy	w10841
<g/>
,
zu	w10843
Ausfindigmachung	w10844
derselben	w10845
etwa	w10846
vorhandenen	w10847
Æris	w10848
alieni	w10849
<g/>
,
folgends	w10851
auch	w10852
zu	w10853
desto	w10854
sicherer	w10855
Abhandlung	w10856
sothaner	w10857
Verlassenschaft	w10858
für	w10859
nöthig	w10860
befunden	w10861
<g/>
,
die	w10863
sammentlich	w10864
<g/>
,
sowohl	w10866
in	w10867
<g/>
=
als	w10869
außer	w10870
Landes	w10871
befindliche	w10872
Gräfl	w10873
<g/>
.
Christina	w10875
v	w10876
<g/>
.
Man=roysche	w10878
<g/>
=
Glaubigere	w10880
zu	w10881
Anmeld	w10882
<g/>
=
und	w10884
Liquidirung	w10885
ihrer	w10886
an	w10887
sothane	w10888
Verlassenschaft	w10889
zu	w10890
stellen	w10891
haben=den	w10892
<g/>
=
Sprüche	w10894
und	w10895
Forderungen	w10896
gerichtl	w10897
vorzula=den	w10898
<g/>
=
<g/>
,
und	w10901
einzuberuffen	w10902
<g/>
.
Da	w10904
nun	w10905
auf	w10906
geziemen=des	w10907
<g/>
=
Ansuchen	w10909
des	w10910
Caspar	w10911
Eder	w10912
<g/>
,
und	w10914
Sebastian	w10915
Staffer	w10916
<g/>
,
dermaligen	w10918
Kirchenvätern	w10919
der	w10920
Kirche	w10921
St	w10922
<g/>
.
Petri	w10924
und	w10925
Pauli	w10926
zu	w10927
Erdberg	w10928
<g/>
,
der	w10930
10	w10931
<g/>
.
künftigen	w10933
Monats	w10934
Junii	w10935
frühe	w10936
um	w10937
9	w10938
<g/>
.
Uhr	w10940
zur	w10941
gewöhnlichen	w10942
Convocation	w10943
<g/>
=
und	w10945
Anmeldungstagsatzung	w10946
zu	w10947
all=endlicher	w10948
<g/>
=
Frist	w10950
anberaumet	w10951
worden	w10952
<g/>
.
Solchemnach	w10954
werden	w10955
alle	w10956
und	w10957
jede	w10958
<g/>
,
welche	w10960
bey	w10961
gedachter	w10962
Gräfl	w10963
<g/>
.
Christina	w10965
v	w10966
<g/>
.
Manroyschen	w10968
Verlassenschaft	w10969
um	w10970
recht=mäßiger	w10971
<g/>
=
Forderung	w10973
willen	w10974
einige	w10975
Sprüche	w10976
haben	w10977
<g/>
,
oder	w10979
zu	w10980
haben	w10981
vermeinen	w10982
<g/>
,
an	w10984
obbestimmten	w10985
Tag	w10986
und	w10987
Stund	w10988
in	w10989
der	w10990
in	w10991
der	w10992
Wallnerstrasse	w10993
im	w10994
Kaiser=haus	w10995
<g/>
=
im	w10997
ersten	w10998
Stock	w10999
befindlichen	w11000
Kanzley	w11001
dieses	w11002
k	w11003
<g/>
.
k	w11005
<g/>
.
Jud	w11007
<g/>
.
Del	w11009
<g/>
.
Mil	w11011
<g/>
.
Mixti	w11013
entweder	w11014
selbst	w11015
persön=lich	w11016
<g/>
=
<g/>
,
oder	w11019
durch	w11020
hiezu	w11021
genugsam	w11022
bevollmächtigte	w11023
Gewaltträger	w11024
also	w11025
gewiß	w11026
zu	w11027
erscheinen	w11028
<g/>
,
und	w11030
ihre	w11031
an	w11032
sothane	w11033
Verlassenschaft	w11034
habende	w11035
Anforderungen	w11036
mittels	w11037
Einlegung	w11038
der	w11039
mit	w11040
behörigem	w11041
Stempel	w11042
versehenen	w11043
Liquidations	w11044
<g/>
=
und	w11046
respective	w11047
Legitima=tion	w11048
<g/>
=
<g/>
=
documenten	w11051
sich	w11052
anzumelden	w11053
haben	w11054
<g/>
,
wie	w11056
im	w11057
widrigen	w11058
die	w11059
Abhandlung	w11060
ohne	w11061
weiterem	w11062
Zuwar=ten	w11063
<g/>
=
vorgenommen	w11065
<g/>
,
und	w11067
ohngehindert	w11068
deren	w11069
etwa	w11070
vorhandenen	w11071
Glaubigern	w11072
<g/>
,
welche	w11074
sich	w11075
mit	w11076
ihren	w11077
Anforderungen	w11078
in	w11079
dieser	w11080
bestimmten	w11081
Zeit	w11082
nicht	w11083
an=gemeldet	w11084
<g/>
=
<g/>
,
das	w11087
übrig	w11088
bleibende	w11089
Verlassenschafts=vermögen	w11090
<g/>
=
nach	w11092
Maaßgab	w11093
der	w11094
Gräfl	w11095
<g/>
.
Frauen	w11097
Erb=lasserinn	w11098
<g/>
=
Testament	w11100
oberwehnter	w11101
Kirchenvätern	w11102
nomine	w11103
der	w11104
Kirche	w11105
St	w11106
<g/>
.
Petri	w11108
und	w11109
Pauli	w11110
zu	w11111
Erd=berg	w11112
<g/>
=
als	w11114
instituirter	w11115
Universalerben	w11116
mit	w11117
Vortheil	w11118
und	w11119
Last	w11120
eingeantwortet	w11121
werden	w11122
würde	w11123
<g/>
.
Wornach	w11125
sich	w11126
also	w11127
ein	w11128
jeder	w11129
zu	w11130
richten	w11131
<g/>
,
und	w11133
vor	w11134
Schaden	w11135
zu	w11136
hütten	w11137
wissen	w11138
wird	w11139
<g/>
.
Wien	w11141
den	w11142
7	w11143
<g/>
.
März	w11145
1771	w11146
<g/>
.
</p>
<p id="p127">
Es	w11148
ist	w11149
ein	w11150
neuer	w11151
Schwimmer	w11152
auf	w11153
englische	w11154
Art	w11155
seit	w11156
grünen	w11157
feinen	w11158
Tuch	w11159
ausgem	w11160
h	w11161
cht	w11162
<g/>
,
mit	w11164
eiser=nen	w11165
<g/>
=
Axen	w11167
versehen	w11168
<g/>
,
auf	w11170
die	w11171
Reiß	w11172
und	w11173
in	w11174
der	w11175
Stadt	w11176
zu	w11177
gebrauchen	w11178
<g/>
.
Dann	w11180
ein	w11181
neues	w11182
Pierutsch	w11183
mit	w11184
gelben	w11185
Saffian	w11186
ausgemacht	w11187
mit	w11188
eisernen	w11189
</p>
<p id="p128">
Axen	w11190
versehen	w11191
<g/>
,
nicht	w11193
minder	w11194
ein	w11195
anderes	w11196
neues	w11197
Pierutsch	w11198
mit	w11199
feinen	w11200
grünen	w11201
Tuch	w11202
ausgemacht	w11203
<g/>
,
und	w11205
gleichfalls	w11206
mit	w11207
eisernen	w11208
Axen	w11209
versehen	w11210
<g/>
,
zu	w11212
verkaufen	w11213
<g/>
,
nebst	w11215
deme	w11216
18	w11217
<g/>
.
Blätter	w11219
Niederlän=derspalier	w11220
<g/>
=
<g/>
,
so	w11223
eine	w11224
Bataille	w11225
<g/>
,
Reitschul	w11227
und	w11228
Wal=dung	w11229
<g/>
=
vorstellen	w11231
<g/>
,
täglich	w11233
gegen	w11234
baares	w11235
Geld	w11236
zu	w11237
veräußern	w11238
<g/>
,
weshalben	w11240
man	w11241
sich	w11242
in	w11243
dem	w11244
Aleegäßl	w11245
hinter	w11246
der	w11247
Karlskirche	w11248
in	w11249
dem	w11250
Stallmeisterischen	w11251
Haus	w11252
bey	w11253
den	w11254
zwey	w11255
Schimmeln	w11256
bey	w11257
dem	w11258
Haus=inhaber	w11259
<g/>
=
anzumelden	w11261
hat	w11262
<g/>
.
</p>
<p id="p129">
Wir	w11264
Burgermeister	w11265
und	w11266
Rath	w11267
der	w11268
Stadt	w11269
Wien	w11270
<g/>
,
geben	w11272
hiemit	w11273
jedermann	w11274
zu	w11275
vernehmen	w11276
<g/>
:
es	w11278
sey	w11279
über	w11280
die	w11281
schon	w11282
ehedessen	w11283
angeordnete	w11284
Licitations=tagsatzung	w11285
<g/>
=
verwilliget	w11287
worden	w11288
<g/>
,
das	w11290
Plaichisch	w11291
zu	w11292
Erdberg	w11293
liegende	w11294
Kleinhäusel	w11295
abermal	w11296
ofentlich	w11297
auszufeilen	w11298
<g/>
,
und	w11300
an	w11301
den	w11302
Meistbietenden	w11303
zu	w11304
ver=kaufen	w11305
<g/>
=
<g/>
.
Da	w11308
nun	w11309
zu	w11310
diesem	w11311
Ende	w11312
der	w11313
29ste	w11314
des	w11315
Monats	w11316
Aprilis	w11317
dies	w11318
Jahrs	w11319
bestimmet	w11320
ist	w11321
<g/>
.
So	w11323
haben	w11324
diejenigen	w11325
<g/>
,
welche	w11327
das	w11328
gedachte	w11329
Klein=häusl	w11330
<g/>
=
zu	w11332
kaufen	w11333
willens	w11334
sind	w11335
<g/>
,
an	w11337
dem	w11338
bestimm=ten	w11339
<g/>
=
Tage	w11341
<g/>
,
oder	w11343
da	w11344
wir	w11345
anderer	w11346
Verhindernissen	w11347
halber	w11348
diesen	w11349
Tag	w11350
nicht	w11351
zu	w11352
Rath	w11353
sassen	w11354
<g/>
,
den	w11356
nächst	w11357
darauf	w11358
folgenden	w11359
Rathstag	w11360
früh	w11361
um	w11362
8	w11363
<g/>
.
Uhr	w11365
vor	w11366
uns	w11367
zu	w11368
erscheinen	w11369
<g/>
,
und	w11371
sich	w11372
bey	w11373
unserer	w11374
und	w11375
ge=meiner	w11376
<g/>
=
Stadt	w11378
Pupillenraitkammer	w11379
durch	w11380
den	w11381
Amtsschreiber	w11382
anmelden	w11383
zu	w11384
lassen	w11385
<g/>
,
folglich	w11387
der	w11388
weiteren	w11389
Behandlung	w11390
abzuwarten	w11391
<g/>
.
</p>
<p id="p130">
Den	w11393
3ten	w11394
April	w11395
und	w11396
folgende	w11397
Täge	w11398
werden	w11399
fruhe	w11400
von	w11401
9	w11402
<g/>
.
bis	w11404
12	w11405
<g/>
.
Nachmittag	w11407
von	w11408
3	w11409
<g/>
.
bis	w11411
6	w11412
<g/>
.
Uhr	w11414
im	w11415
Päzmayrischen	w11416
Haus	w11417
im	w11418
3ten	w11419
Stock	w11420
nächst	w11421
dem	w11422
Rumorhaus	w11423
im	w11424
tiefen	w11425
Graben	w11426
etwas	w11427
Silber	w11428
<g/>
,
Frauenkleidung	w11430
<g/>
,
weisse	w11432
Wäsch	w11433
<g/>
,
Bilder	w11435
<g/>
,
Tisch	w11437
<g/>
,
Sessel	w11439
<g/>
,
Zinn	w11441
<g/>
,
Meßing	w11443
<g/>
,
Kupfer	w11445
<g/>
,
Beth=gewand	w11447
<g/>
=
<g/>
,
und	w11450
andere	w11451
Verlassenschaftssachen	w11452
li=citando	w11453
<g/>
=
verkauffet	w11455
werden	w11456
<g/>
.
</p>
<p id="p131">
Es	w11458
ist	w11459
bey	w11460
dem	w11461
Krapfen	w11462
auf	w11463
der	w11464
Wieden	w11465
ein	w11466
schöner	w11467
großer	w11468
mit	w11469
springenden	w11470
Wasserpassen	w11471
<g/>
,
dann	w11473
einen	w11474
Saletl	w11475
<g/>
,
zwey	w11477
Zimmern	w11478
und	w11479
eine	w11480
Kuchel	w11481
<g/>
,
wie	w11483
auch	w11484
Holzgewölb	w11485
und	w11486
Keller	w11487
<g/>
,
mit	w11489
aller	w11490
Bequemlichkeit	w11491
versehener	w11492
Lustgarten	w11493
samt	w11494
dem	w11495
sich	w11496
erzeugenden	w11497
Obst	w11498
um	w11499
einen	w11500
billigen	w11501
Preiß	w11502
alltäglich	w11503
in	w11504
Bestandweiß	w11505
zu	w11506
verlassen	w11507
<g/>
,
und	w11509
ist	w11510
sich	w11511
dessentwegen	w11512
bey	w11513
dem	w11514
Hausmeister	w11515
um	w11516
das	w11517
Weitere	w11518
zu	w11519
erkundigen	w11520
<g/>
.
</p>
<p id="p132">
Von	w11522
der	w11523
fürstlich	w11524
Passauerischen	w11525
Rentamts=kanzley	w11526
<g/>
=
der	w11528
Herrschaft	w11529
Königstetten	w11530
wirdet	w11531
hie=mit	w11532
<g/>
=
jedermänniglich	w11534
kund	w11535
und	w11536
zu	w11537
wissen	w11538
gemacht	w11539
<g/>
,
was	w11541
gestalten	w11542
der	w11543
Joseph	w11544
Lininger	w11545
diesseitiger	w11546
Un=terthanns	w11547
<g/>
=
Sohn	w11549
von	w11550
Triebensee	w11551
in	w11552
V	w11553
<g/>
.
U	w11555
<g/>
.
M	w11557
<g/>
.
B	w11559
<g/>
.
schon	w11561
über	w11562
32	w11563
<g/>
.
Jahr	w11565
abwesend	w11566
seye	w11567
<g/>
,
und	w11569
seithe=ro	w11570
<g/>
=
von	w11572
ihme	w11573
ohnerachtet	w11574
alles	w11575
fleißigen	w11576
Nachfor=schens	w11577
<g/>
=
nichts	w11579
in	w11580
Erfahrung	w11581
gebracht	w11582
werden	w11583
kön=nen	w11584
<g/>
=
<g/>
.
Da	w11587
nun	w11588
dessen	w11589
leibl	w11590
<g/>
.
Bruders	w11592
Christian	w11593
Liningers	w11594
gewest	w11595
k	w11596
<g/>
.
k	w11598
<g/>
.
Waldbereiters	w11600
zu	w11601
Lippa	w11602
in	w11603
Temeswarer	w11604
Banat	w11605
seel	w11606
<g/>
.
hinterlassene	w11608
leibl	w11609
<g/>
.
Toch Tochter	w11611
<g/>
=
</p>
<p id="p133">
ter	w11614
Elisabeth	w11615
<g/>
,
nunmehr	w11617
verehelichte	w11618
Rauschin	w11619
zu	w11620
Arad	w11621
<g/>
,
als	w11623
nächste	w11624
Erbin	w11625
bey	w11626
dem	w11627
allhiesigen	w11628
Rentamt	w11629
um	w11630
die	w11631
Ausfolglassung	w11632
dessen	w11633
anliegend	w11634
und	w11635
allschon	w11636
samt	w11637
angewachsenen	w11638
Jnteresse	w11639
265	w11640
<g/>
.
fl	w11642
<g/>
.
betragend	w11644
väter	w11645
<g/>
=
und	w11647
mütterlichen	w11648
Erbsver=mögen	w11649
<g/>
=
angebracht	w11651
hat	w11652
<g/>
;
Als	w11654
wird	w11655
gedachter	w11656
Jo=seph	w11657
<g/>
=
Lininger	w11659
<g/>
,
oder	w11661
desselben	w11662
allenfalls	w11663
recht=mäßige	w11664
<g/>
=
Leibserben	w11666
wie	w11667
auch	w11668
die	w11669
sonsten	w11670
an	w11671
des=sen	w11672
<g/>
=
Vermögen	w11674
eine	w11675
rechtliche	w11676
Forderung	w11677
zu	w11678
ma=chen	w11679
<g/>
=
vermeinen	w11681
<g/>
,
durch	w11683
gegenwärtiges	w11684
Valval=edict	w11685
<g/>
=
peremptorie	w11687
citirt	w11688
<g/>
,
daß	w11690
sie	w11691
von	w11692
heut	w11693
Da=to	w11694
<g/>
=
an	w11696
<g/>
,
binnen	w11698
1	w11699
<g/>
.
Jahr	w11701
<g/>
,
6	w11703
<g/>
.
Wochen	w11705
und	w11706
3	w11707
Täg	w11708
entweders	w11709
selbst	w11710
persönlich	w11711
oder	w11712
durch	w11713
genugsam	w11714
Bevollmächtigte	w11715
bey	w11716
allhiesiger	w11717
Rentamtskanzley	w11718
der	w11719
Herrschaft	w11720
Königstetten	w11721
alsogewiß	w11722
erscheinen	w11723
<g/>
,
und	w11725
sich	w11726
behörig	w11727
legitimiren	w11728
sollen	w11729
<g/>
,
als	w11731
im	w11732
wi=drigen	w11733
<g/>
=
nach	w11735
verstrichenen	w11736
Termin	w11737
oberwehntes	w11738
Erbsvermögen	w11739
an	w11740
die	w11741
sich	w11742
angemeldet	w11743
nächste	w11744
Er=bin	w11745
<g/>
=
ohne	w11747
weiterer	w11748
Rucksicht	w11749
verabfolget	w11750
<g/>
,
und	w11752
ein=geantwortet	w11753
<g/>
=
werden	w11755
wurde	w11756
<g/>
.
Königstetten	w11758
den	w11759
16	w11760
<g/>
.
Octob	w11762
<g/>
.
1770	w11764
<g/>
.
</p>
<p id="p134">
Von	w11766
der	w11767
Fürstlich	w11768
Passauerischer	w11769
Rentamts=kanzley	w11770
<g/>
=
der	w11772
Herrschaft	w11773
Königstetten	w11774
<g/>
,
wird	w11776
hie=mit	w11777
<g/>
=
jedermänniglich	w11779
kund	w11780
und	w11781
zu	w11782
wissen	w11783
gemacht	w11784
<g/>
,
wasgestalten	w11786
der	w11787
Joh	w11788
<g/>
.
Bernhard	w11790
hiesiger	w11791
Unter=thans	w11792
<g/>
=
Sohn	w11794
von	w11795
St	w11796
<g/>
.
Andre	w11798
vor	w11799
den	w11800
Hagenthal	w11801
im	w11802
V	w11803
<g/>
.
O	w11805
<g/>
.
W	w11807
<g/>
.
W	w11809
<g/>
.
sich	w11811
als	w11812
Beck	w11813
zu	w11814
Semendria	w11815
in	w11816
Servien	w11817
bereits	w11818
schon	w11819
vor	w11820
40	w11821
<g/>
.
Jahren	w11823
nieder=gelassen	w11824
<g/>
=
<g/>
,
und	w11827
alldorten	w11828
sich	w11829
vereheliget	w11830
habe	w11831
<g/>
,
seit	w11833
Anno	w11834
1737	w11835
<g/>
.
aber	w11837
mithin	w11838
schon	w11839
aber	w11840
33	w11841
<g/>
.
Jahr	w11843
von	w11844
ihme	w11845
<g/>
,
ohngeachtet	w11847
alles	w11848
fleißigen	w11849
Nachfor=schens	w11850
<g/>
=
nichts	w11852
mehr	w11853
in	w11854
Erfahrung	w11855
gebracht	w11856
wer=den	w11857
<g/>
=
können	w11859
<g/>
.
Da	w11861
nun	w11862
dessen	w11863
vier	w11864
leibliche	w11865
Ge=schwistrigte	w11866
<g/>
=
<g/>
,
als	w11869
Paul	w11870
Bernhard	w11871
zu	w11872
Wien	w11873
<g/>
,
Eva	w11875
verehelichte	w11876
Lechnerin	w11877
zu	w11878
Klosterneuburg	w11879
<g/>
,
Sibil=la	w11881
<g/>
=
vereheligte	w11883
Pichlerin	w11884
zu	w11885
Wolfpäßing	w11886
<g/>
,
und	w11888
Mathias	w11889
Bernhard	w11890
zu	w11891
St	w11892
<g/>
.
Andre	w11894
seel	w11895
<g/>
.
hinterlas=sene	w11897
<g/>
=
drey	w11899
Kinder	w11900
bey	w11901
den	w11902
hiesigen	w11903
Rentamt	w11904
um	w11905
die	w11906
Ausfolglassung	w11907
dessen	w11908
anliegend	w11909
<g/>
,
und	w11911
allschon	w11912
samt	w11913
angewachsenen	w11914
Jnteresse	w11915
326	w11916
<g/>
.
fl	w11918
<g/>
.
12	w11920
<g/>
.
kr	w11922
<g/>
.
betragend	w11924
väterlich	w11925
<g/>
,
mütterlich	w11927
und	w11928
brüderlichen	w11929
Erbsvermögen	w11930
angelanget	w11931
haben	w11932
<g/>
;
als	w11934
wirdet	w11935
ge=dachter	w11936
<g/>
=
Johann	w11938
Bernhard	w11939
<g/>
,
oder	w11941
desselben	w11942
allen=falls	w11943
<g/>
=
rechtmäßige	w11945
Erben	w11946
<g/>
,
wie	w11948
auch	w11949
die	w11950
sonsten	w11951
an	w11952
dessen	w11953
Vermögen	w11954
eine	w11955
rechtliche	w11956
Forderung	w11957
zu	w11958
machen	w11959
vermeinen	w11960
<g/>
,
durch	w11962
gegenwärtiges	w11963
Valval=edict	w11964
<g/>
=
peremptorie	w11966
citiret	w11967
<g/>
,
daß	w11969
sie	w11970
von	w11971
heut	w11972
Dato	w11973
an	w11974
binnen	w11975
1	w11976
<g/>
.
Jahr	w11978
6	w11979
<g/>
.
Wochen	w11981
und	w11982
3	w11983
<g/>
.
Täg	w11985
entweders	w11986
selbst	w11987
persöhnlich	w11988
<g/>
,
oder	w11990
durch	w11991
genug=sam	w11992
<g/>
=
Gevollmächtigte	w11994
bey	w11995
der	w11996
allhiesigen	w11997
Rent=amtskanzley	w11998
<g/>
=
