<doc id="wr_1757-04-13" attrs="word" year="1757" month="04" day="13" corpus="2">
<head id="h2_d134e3550">
Genua,	w1_d134e3554
bey	w3_d134e25319
dasigem	w5_d134e25322
Haus=meister	w7_d134e25325
um	w9_d134e25328
wei	w11_d134e25331
tere	w1_d134e25336
Addresse	w3_d134e25339
an	w5_d134e25342
den	w7_d134e25345
diesortigen	w9_d134e25348
Admini	w11_d134e25351
stratorem	w1_d134e25356
beliebig	w3_d134e25359
anzumelden.	w5_d134e25362
</p>
<head id="h2_d134e25368">
EDICT.	w1_d134e25372
</head>
<p id="p4_d134e25375">
Von	w1_d134e25379
des	w3_d134e25382
würdigen	w5_d134e25385
St.	w7_d134e25388
Mariä	w9_d134e25391
Magda	w11_d134e25394
lenä	w1_d134e25399
Stifts	w3_d134e25402
Grund=buchs	w5_d134e25405
wegen,	w7_d134e25408
wird	w9_d134e25411
hiemit	w11_d134e25414
jedermänniglich	w1_d134e25419
durch	w3_d134e25422
dieses	w5_d134e25425
offentliche	w7_d134e25428
Edict	w9_d134e25431
kund	w1_d134e25437
und	w3_d134e25440
zu	w5_d134e25443
wissen	w7_d134e25446
gemacht,	w9_d134e25449
welchergestal	w11_d134e25452
ten	w1_d134e25457
die	w3_d134e25460
auf	w5_d134e25463
diesem	w7_d134e25466
Stifts=grund	w9_d134e25469
an	w11_d134e25472
der	w13_d134e25476
Wienn	w15_d134e25479
ligend	w1_d134e25484
Casimir	w3_d134e25487
Diglische	w5_d134e25490
Behausung	w7_d134e25493
zum	w9_d134e25496
goldenen	w1_d134e25501
Adler	w3_d134e25504
genannt,	w5_d134e25507
dem	w7_d134e25510
Meistbietenden	w9_d134e25513
verkauffet	w1_d134e25519
werden	w3_d134e25522
solle,	w5_d134e25525
als	w7_d134e25528
ist	w9_d134e25531
zu	w11_d134e25534
solchem	w13_d134e25538
Ende	w1_d134e25543
der	w3_d134e25546
26.	w5_d134e25549
künftigen	w7_d134e25552
Monats=tag	w9_d134e25555
Aprilis	w11_d134e25558
Vormittag	w1_d134e25563
fruhe	w3_d134e25566
um	w5_d134e25569
9.	w7_d134e25572
Uhr	w9_d134e25575
hierzu	w11_d134e25578
bestim	w13_d134e25582
met	w1_d134e25587
und	w3_d134e25590
angeordnet	w5_d134e25593
worden:	w7_d134e25596
wer	w9_d134e25599
demnach	w11_d134e25602
obbesagt	w1_d134e25608
Diglische	w3_d134e25611
Behausung	w5_d134e25614
käuflichen	w7_d134e25617
an	w9_d134e25620
sich	w1_d134e25625
zu	w3_d134e25628
bringen	w5_d134e25631
willens	w7_d134e25634
ist,	w9_d134e25637
der	w11_d134e25640
kan	w13_d134e25644
an	w15_d134e25647
vorbesag	w17_d134e25650
ten	w1_d134e25655
Tag	w3_d134e25658
und	w5_d134e25661
Stund	w7_d134e25664
bey	w9_d134e25667
diesem	w11_d134e25670
Stifts	w13_d134e25674
Grund=buch,	w1_d134e25679
so	w3_d134e25682
der	w5_d134e25685
Zeit	w7_d134e25688
in	w9_d134e25691
der	w11_d134e25694
Singerstras	w13_d134e25698
</p>
<p id="p8_d134e25703">
sen	w1_d134e25707
im	w3_d134e25710
Fähndrich=hof	w5_d134e25713
in	w7_d134e25716
Maulischen	w9_d134e25719
Hauß	w11_d134e25722
im	w1_d134e25727
3ten	w3_d134e25730
Stock	w5_d134e25733
ist,	w7_d134e25736
entweder	w9_d134e25739
persönlich	w11_d134e25742
oder	w13_d134e25746
durch	w1_d134e25751
einen	w3_d134e25754
genugsam	w5_d134e25757
begwalteten	w7_d134e25760
Manda-	w9_d134e25763
tarium	w1_d134e25769
erscheinen,	w3_d134e25772
allwo	w5_d134e25775
mit	w7_d134e25778
dem	w9_d134e25781
Meistbie	w11_d134e25784
tenden	w1_d134e25789
der	w3_d134e25792
Kauf	w5_d134e25795
geschlossen,	w7_d134e25798
und	w9_d134e25801
richtig	w11_d134e25804
ge	w13_d134e25808
macht	w1_d134e25813
werden	w3_d134e25816
solle.	w5_d134e25819
Gegeben	w7_d134e25822
Wien	w9_d134e25825
den	w11_d134e25828
10.	w13_d134e25832
Martii	w1_d134e25837
1757.	w3_d134e25840
</p>
<p id="p10_d134e25843">
Es	w1_d134e25847
ist	w3_d134e25850
auf	w5_d134e25853
künftigen	w7_d134e25856
St.	w9_d134e25859
Georgi	w11_d134e25862
1757.	w13_d134e25866
auf	w1_d134e25871
dem	w3_d134e25874
hohen	w5_d134e25877
Markt	w7_d134e25880
in	w9_d134e25883
der	w11_d134e25886
Stadt,	w13_d134e25890
im	w15_d134e25893
Die	w17_d134e25896
terichischen	w1_d134e25901
nunmehro	w3_d134e25904
Klerfischen	w5_d134e25907
Hauß	w7_d134e25910
im	w9_d134e25913
2.	w1_d134e25919
Stock	w3_d134e25922
eine	w5_d134e25925
Wohnung	w7_d134e25928
so	w9_d134e25931
in	w11_d134e25934
zwey	w13_d134e25938
Zimmern	w15_d134e25941
Kammer,	w1_d134e25946
Kuchel,	w3_d134e25949
und	w5_d134e25952
Holz=gewölb,	w7_d134e25955
dann	w9_d134e25958
eine	w1_d134e25963
andere	w3_d134e25966
im	w5_d134e25969
ersten	w7_d134e25972
Stock,	w9_d134e25975
in	w11_d134e25978
Zimmer,	w13_d134e25982
Kam	w15_d134e25985
mer,	w1_d134e25990
Kuchel,	w3_d134e25993
und	w5_d134e25996
Holz=gewölb	w7_d134e25999
bestehend,	w9_d134e26002
in	w11_d134e26005
Bestand	w1_d134e26011
zu	w3_d134e26014
verlassen,	w5_d134e26017
wessentwegen	w7_d134e26020
sich	w9_d134e26023
in	w11_d134e26026
der	w1_d134e26031
Wohlzeil	w3_d134e26034
im	w5_d134e26037
Kraußischen,	w7_d134e26040
ehehin	w9_d134e26043
genannt	w11_d134e26046
Fabrischen	w1_d134e26051
Haus,	w3_d134e26054
im	w5_d134e26057
ersten	w7_d134e26060
Stock	w9_d134e26063
bey	w11_d134e26066
Hrn.	w13_d134e26070
von	w1_d134e26075
Klerf	w3_d134e26078
anzumelden.	w5_d134e26081
</p>
<p id="p12_d134e26085">
Den	w1_d134e26089
19.	w3_d134e26092
April	w5_d134e26095
dies	w7_d134e26098
Jahrs	w9_d134e26101
frühe	w11_d134e26104
um	w13_d134e26108
8.	w15_d134e26111
Uhr	w1_d134e26116
wird	w3_d134e26119
in	w5_d134e26122
der	w7_d134e26125
Canzley	w9_d134e26128
des	w11_d134e26131
Kaiserl.	w13_d134e26135
Colle	w15_d134e26138
gii	w1_d134e26143
Societaeis	w3_d134e26146
JEsu	w5_d134e26149
alhier	w7_d134e26152
in	w9_d134e26155
Wien	w11_d134e26158
das	w13_d134e26162
Oberlinische	w1_d134e26168
zu	w3_d134e26171
Mauer	w5_d134e26174
gelegene	w7_d134e26177
Haus	w9_d134e26180
und	w11_d134e26183
Grund=stücke	w1_d134e26188
an	w3_d134e26191
dem	w5_d134e26194
Meist=bietenden	w7_d134e26197
Lici	w9_d134e26200
landa	w1_d134e26205
verkauffet	w3_d134e26208
werden.	w5_d134e26211
</p>
<p id="p14_d134e26214">
Den	w1_d134e26218
18.	w3_d134e26221
dies	w5_d134e26224
lauffenden	w7_d134e26227
Monats	w9_d134e26230
April	w11_d134e26233
früh	w1_d134e26238
um	w3_d134e26241
9.	w5_d134e26244
Uhr,	w7_d134e26247
wird	w9_d134e26250
das	w11_d134e26253
zum	w13_d134e26257
roten	w15_d134e26260
Stern	w17_d134e26263
in	w1_d134e26268
der	w3_d134e26271
Lepoold=stadt	w5_d134e26274
ligende	w7_d134e26277
und	w9_d134e26280
gemeiner	w11_d134e26283
Stadt	w1_d134e26289
Wien	w3_d134e26292
Grund=buch	w5_d134e26295
dienstbare	w7_d134e26298
Heldi	w9_d134e26301
sche	w1_d134e26306
Verlassenschafts=haus	w3_d134e26309
in	w5_d134e26312
dem	w7_d134e26315
alhiesi	w9_d134e26318
gen	w1_d134e26323
Raht=haus	w3_d134e26326
dem	w5_d134e26329
Meist=biettenden	w7_d134e26332
ver	w9_d134e26335
kauffet	w1_d134e26340
werden,	w3_d134e26343
wer	w5_d134e26346
also	w7_d134e26349
dieses	w9_d134e26352
käuflichen	w11_d134e26355
an	w13_d134e26359
sich	w1_d134e26365
zu	w3_d134e26368
bringen	w5_d134e26371
gesinnet	w7_d134e26374
ist,	w9_d134e26377
der	w11_d134e26380
hat	w13_d134e26384
an	w15_d134e26387
obbe	w17_d134e26390
meldeten	w1_d134e26395
Tag	w3_d134e26398
und	w5_d134e26401
Stund	w7_d134e26404
allda	w9_d134e26407
zu	w11_d134e26410
erscheinen.	w13_d134e26414
</p>
<p id="p16_d134e26417">
Den	w1_d134e26421
18.	w3_d134e26424
dieses	w5_d134e26427
Monats	w7_d134e26430
Aprilis,	w9_d134e26433
und	w11_d134e26436
die	w13_d134e26440
folgende	w1_d134e26445
Täg,	w3_d134e26448
werden	w5_d134e26451
in	w7_d134e26454
dem	w9_d134e26457
roten	w11_d134e26460
Rössel	w13_d134e26464
in	w15_d134e26467
der	w1_d134e26472
Wollzeil	w3_d134e26475
in	w5_d134e26478
zweyten	w7_d134e26481
Stock,	w9_d134e26484
fruh	w11_d134e26487
von	w13_d134e26491
9.	w15_d134e26494
bis	w1_d134e26500
12.	w3_d134e26503
Uhr,	w5_d134e26506
dann	w7_d134e26509
Nachmittag	w9_d134e26512
von	w11_d134e26515
3.	w13_d134e26519
bis	w15_d134e26522
6.	w17_d134e26525
Uhr,	w1_d134e26530
verschiedene	w3_d134e26533
Manns	w5_d134e26536
und	w7_d134e26539
FrauenKlei	w9_d134e26542
der,	w1_d134e26547
Geschmuck,	w3_d134e26550
Silber,	w5_d134e26553
Uhren,	w7_d134e26556
Spitzen	w9_d134e26559
Wäsch,	w1_d134e26564
Spiegel,	w3_d134e26567
Bilder,	w5_d134e26570
Kästen,	w7_d134e26573
Tisch,	w9_d134e26576
Sasfel,	w1_d134e26582
Cannape,	w3_d134e26585
Spalier,	w5_d134e26588
dann	w7_d134e26591
einige	w9_d134e26594
Jn	w11_d134e26597
dianische	w1_d134e26602
Sachen,	w3_d134e26605
Zinn,	w5_d134e26608
Better,	w7_d134e26611
und	w9_d134e26614
der	w11_d134e26617
gleichen	w1_d134e26622
Effecten,	w3_d134e26625
licitando	w5_d134e26628
dem	w7_d134e26631
Meistbie	w9_d134e26634
tenden,	w1_d134e26639
gegen	w3_d134e26642
alsogleich	w5_d134e26645
baarer	w7_d134e26648
Bezahlung	w9_d134e26651
hindan	w1_d134e26657
gegeben	w3_d134e26660
werden.	w5_d134e26663
</p>
<list id="l18_d134e26666">
</list>
<p id="p20_d134e26671">
Den	w1_d134e26675
22.	w3_d134e26678
April	w5_d134e26681
1757.	w7_d134e26684
wird	w9_d134e26687
allhier	w11_d134e26690
in	w13_d134e26694
dem	w15_d134e26697
Kaiserl.	w1_d134e26702
Königl.	w3_d134e26705
N.	w5_d134e26708
Oe.	w7_d134e26711
Wald=amt,	w9_d134e26714
in	w11_d134e26717
dem	w1_d134e26722
auch	w3_d134e26725
Kaiserl.	w5_d134e26728
Königl.	w7_d134e26731
Salz	w9_d134e26734
Ober=amf	w11_d134e26737
</p>
<p id="p22_d134e26740">
nächst	w1_d134e26744
der	w3_d134e26747
schwarzen	w5_d134e26750
Bürsten	w7_d134e26753
fruhe	w9_d134e26756
um	w11_d134e26759
9	w13_d134e26763
Uhr	w1_d134e26768
die	w3_d134e26771
Hallische	w5_d134e26774
Glaß=hütten	w7_d134e26777
am	w9_d134e26780
Polla,	w11_d134e26783
wie	w1_d134e26788
auch	w3_d134e26791
das	w5_d134e26794
daselbst	w7_d134e26797
stehende	w9_d134e26800
Hauptwirt	w11_d134e26803
schafts	w1_d134e26809
und	w3_d134e26812
Wohnungs=Gebäu	w5_d134e26815
samt	w7_d134e26818
denen	w9_d134e26821
darzu	w1_d134e26826
gehörigen	w3_d134e26829
20.	w5_d134e26832
Tag=werk	w7_d134e26835
Wiesen,	w9_d134e26838
mehr	w11_d134e26841
8.	w1_d134e26846
und	w3_d134e26849
2.	w5_d134e26852
Viertl	w7_d134e26855
Joch	w9_d134e26858
Acker,	w11_d134e26861
und	w13_d134e26865
24.	w15_d134e26868
zwey	w17_d134e26871
Viertl	w1_d134e26876
Tagwerk	w3_d134e26879
Vieh=weid,	w5_d134e26882
desgleichen	w7_d134e26885
4.	w9_d134e26888
bey	w1_d134e26894
obigen	w3_d134e26897
Gebäu	w5_d134e26900
befindliche	w7_d134e26903
Holzhacker	w9_d134e26906
häuseln,	w1_d134e26911
nicht	w3_d134e26914
weniger	w5_d134e26917
ein	w7_d134e26920
neu	w9_d134e26923
erbautes	w11_d134e26926
kleines	w1_d134e26931
Häusel,	w3_d134e26934
wie	w5_d134e26937
auch	w7_d134e26940
15.	w9_d134e26943
und	w11_d134e26946
3.	w13_d134e26950
Viertel	w15_d134e26953
Tag=werk	w1_d134e26958
Uberländ	w3_d134e26961
nebst	w5_d134e26964
11.	w7_d134e26967
Stuck	w9_d134e26970
Vieh,	w11_d134e26973
einer	w1_d134e26979
Saag	w3_d134e26982
und	w5_d134e26985
Mahl=mühl	w7_d134e26988
weiters	w9_d134e26991
licitiret,	w11_d134e26994
allenfalls	w1_d134e26999
dieser	w3_d134e27002
Wirtschaft	w5_d134e27005
in	w7_d134e27008
Bestund	w9_d134e27011
ver	w11_d134e27014
lassen	w1_d134e27019
werden.	w3_d134e27022
</p>
<p id="p24_d134e27026">
Bey	w1_d134e27030
Johann	w3_d134e27033
Christoph	w5_d134e27036
Held,	w7_d134e27039
Burgerlichen	w9_d134e27042
Buch=bindern	w1_d134e27047
auf	w3_d134e27050
dem	w5_d134e27053
Kohlmarkt	w7_d134e27056
im	w9_d134e27059
Sam	w11_d134e27062
sonischen	w1_d134e27067
Haus	w3_d134e27070
in	w5_d134e27073
seinem	w7_d134e27076
Gewölb	w9_d134e27079
ist	w11_d134e27082
zu	w13_d134e27086
ha	w15_d134e27089
ben:	w1_d134e27095
</p>
<p id="p26_d134e27098">
R.	w1_d134e27102
P.	w3_d134e27105
Don	w5_d134e27108
Pio	w7_d134e27111
Manzador,	w9_d134e27114
regulirten	w11_d134e27117
Priestern	w1_d134e27122
des	w3_d134e27125
H.	w5_d134e27128
Apostels	w7_d134e27131
Pauli.	w9_d134e27134
Das	w11_d134e27137
Erd	w13_d134e27141
beben	w1_d134e27146
in	w3_d134e27149
der	w5_d134e27152
Stund	w7_d134e27155
des	w9_d134e27158
Hinscheidens	w11_d134e27161
unsers	w13_d134e27165
Erlösers	w1_d134e27171
JEsu	w3_d134e27174
Christi	w5_d134e27177
sittlicher	w7_d134e27180
Weise	w9_d134e27183
aus	w11_d134e27186
gedeutet,	w1_d134e27191
und	w3_d134e27194
in	w5_d134e27197
der	w7_d134e27200
am	w9_d134e27203
heiligen	w11_d134e27206
Char=freytag	w13_d134e27210
gewöhnlichen	w1_d134e27215
Trauer=rede	w3_d134e27218
vorgestellet,	w5_d134e27221
in	w7_d134e27224
der	w9_d134e27227
Kaiserl.	w1_d134e27232
Königl.	w3_d134e27235
Hof=pfarr=kirche	w5_d134e27238
zu	w7_d134e27241
St.	w9_d134e27244
Mi	w11_d134e27247
chael	w1_d134e27253
in	w3_d134e27256
Wien,	w5_d134e27259
im	w7_d134e27262
Jahr	w9_d134e27265
1756.	w11_d134e27268
</p>
<p id="p28_d134e27271">
Von	w1_d134e27275
R.	w3_d134e27278
P.	w5_d134e27281
Bened.	w7_d134e27284
Lanz,	w9_d134e27287
aus	w11_d134e27290
der	w13_d134e27294
Gesell	w15_d134e27297
schaft	w1_d134e27302
JEsu,	w3_d134e27305
in	w5_d134e27308
besagter	w7_d134e27311
Kirch	w9_d134e27314
gewöhnlicher	w11_d134e27317
Feyertags=predigern,	w1_d134e27322
Predig	w3_d134e27325
von	w5_d134e27328
der	w7_d134e27331
Haus	w9_d134e27334
wirtschaft,	w1_d134e27340
am	w3_d134e27343
Fest	w5_d134e27346
St.	w7_d134e27349
Nicolai	w9_d134e27352
in	w11_d134e27355
der	w13_d134e27359
Kirchen	w15_d134e27362
des	w1_d134e27367
Kaiserl.	w3_d134e27370
Profeß=hauses	w5_d134e27373
der	w7_d134e27376
Gesellschaft	w9_d134e27379
JEsu	w1_d134e27384
am	w3_d134e27387
Hof	w5_d134e27390
in	w7_d134e27393
Wien,	w9_d134e27396
im	w11_d134e27399
Jahr	w13_d134e27403
1754.	w15_d134e27406
</p>
<p id="p30_d134e27409">
Von	w1_d134e27413
R.	w3_d134e27416
P.	w5_d134e27419
Benedicto	w7_d134e27422
Lanz,	w9_d134e27425
aus	w11_d134e27428
der	w13_d134e27432
Gesell	w15_d134e27435
schaft	w1_d134e27440
JEsu,	w3_d134e27443
in	w5_d134e27446
besagter	w7_d134e27449
Kirch	w9_d134e27452
gewöhnlichen	w11_d134e27455
Feyertag=prediger.	w1_d134e27460
Predig	w3_d134e27463
vom	w5_d134e27466
Mißbrauch	w7_d134e27469
göttlicher	w1_d134e27475
Güte,	w3_d134e27478
gehalten	w5_d134e27481
am	w7_d134e27484
anderten	w9_d134e27487
Pfingst	w11_d134e27490
feyertag,	w1_d134e27495
in	w3_d134e27498
der	w5_d134e27501
Kirche	w7_d134e27504
des	w9_d134e27507
Kaiserl.	w11_d134e27510
Profeß	w13_d134e27514
hauses	w1_d134e27519
der	w3_d134e27522
Gesellschaft	w5_d134e27525
JEsu	w7_d134e27528
am	w9_d134e27531
Hof.	w11_d134e27534
</p>
<p id="p32_d134e27537">
Pensées	w1_d134e27541
chretiennes	w3_d134e27544
pour	w5_d134e27547
jaque	w7_d134e27550
jour	w9_d134e27553
ou	w11_d134e27556
Mois,	w1_d134e27561
Senrimens	w3_d134e27564
de	w5_d134e27567
pieté	w7_d134e27570
pour	w9_d134e27573
ponvoir	w11_d134e27576
une	w1_d134e27581
fois	w3_d134e27584
le	w5_d134e27587
mois	w7_d134e27590
fe	w9_d134e27593
preparer	w11_d134e27596
à	w13_d134e27600
la	w15_d134e27603
mort	w17_d134e27606
&	w19_d134e27609
se	w1_d134e27615
la	w3_d134e27618
rendre	w5_d134e27621
heureuse.	w7_d134e27624
Beyde	w9_d134e27627
Theil	w11_d134e27630
in	w13_d134e27634
einem	w1_d134e27639
Band,	w3_d134e27642
Französisch	w5_d134e27645
gebunden,	w7_d134e27648
51.	w9_d134e27651
kr.	w11_d134e27654
</p>
<p id="p34_d134e27657">
Es	w1_d134e27661
ist	w3_d134e27664
zu	w5_d134e27667
Herrnals	w7_d134e27670
unwert	w9_d134e27673
der	w11_d134e27676
Pfarr	w13_d134e27680
kir	w15_d134e27683
chen	w1_d134e27688
ein	w3_d134e27691
neu	w5_d134e27694
erbautes	w7_d134e27697
Haus	w9_d134e27700
samt	w11_d134e27703
dem	w13_d134e27707
Garten	w15_d134e27710
zu	w17_d134e27713
verkauffen,	w1_d134e27718
wer	w3_d134e27721
solches	w5_d134e27724
zu	w7_d134e27727
erkauffen	w9_d134e27730
gedenket,	w11_d134e27733
derselbe	w1_d134e27739
kan	w3_d134e27742
sich	w5_d134e27745
bey	w7_d134e27748
dem	w9_d134e27751
Verleger	w11_d134e27754
des	w13_d134e27758
Wien	w15_d134e27761
nerischen	w1_d134e27766
Diarii	w3_d134e27769
um	w5_d134e27772
die	w7_d134e27775
weitere	w9_d134e27778
Auskunft	w11_d134e27781
anwelden.	w1_d134e27786
</p>
<head id="h2_d134e27828">
Neuntes	w1_d134e27832
Schreiben	w3_d134e27835
eines	w5_d134e27838
Particuliers	w7_d134e27841
enthal	w9_d134e27844
tend	w1_d134e27849
die	w3_d134e27852
weitere	w5_d134e27855
Fortsetzung	w7_d134e27858
deren	w9_d134e27861
Anmerkungen	w11_d134e27864
über	w13_d134e27868
die	w1_d134e27873
Preußische	w3_d134e27876
Kriegs=manifesten,	w5_d134e27879
Cireularien,	w7_d134e27882
und	w9_d134e27885
Memoires.	w1_d134e27891
</head>
<head id="h2_d134e27898">
Aus	w1_d134e27902
der	w3_d134e27905
Petersburger=Zeitung.	w5_d134e27908
</head>
<p id="p4_d134e27911">
SEin	w1_d134e27915
Herrr	w3_d134e27918
Meine	w5_d134e27921
im	w7_d134e27924
vorigen	w9_d134e27927
angeführte	w11_d134e27930
Anmerkung	w13_d134e27934
ist	w15_d134e27937
für	w17_d134e27940
sich	w19_d134e27943
Sop	w1_d134e27948
allein	w3_d134e27951
hinreichend,	w5_d134e27954
um	w7_d134e27957
allen	w9_d134e27960
Zweifel	w11_d134e27963
aufzulösen,	w13_d134e27967
daß	w15_d134e27970
der	w17_d134e27973
Kai	w19_d134e27976
serin	w1_d134e27981
Königin	w3_d134e27984
Majestät	w5_d134e27987
lediglich	w7_d134e27990
durch	w9_d134e27993
die	w11_d134e27996
vorgängige	w13_d134e28000
Preußische	w15_d134e28003
Kriegs=bewegungen,	w1_d134e28009
in	w3_d134e28012
die	w5_d134e28015
unumgängliche	w7_d134e28018
Nohtwendigkeit	w9_d134e28021
versetzet	w11_d134e28024
worden,	w1_d134e28029
auf	w3_d134e28032
ihre	w5_d134e28035
Gegenwehr	w7_d134e28038
so	w9_d134e28041
gut	w11_d134e28044
und	w13_d134e28048
geschwind,	w15_d134e28051
als	w17_d134e28054
möglich,	w19_d134e28057
be	w21_d134e28060
dacht	w1_d134e28065
zu	w3_d134e28068
seyn.	w5_d134e28071
</p>
<p id="p6_d134e28074">
Wie	w1_d134e28078
aber	w3_d134e28081
bey	w5_d134e28084
solchen	w7_d134e28087
notorischen	w9_d134e28090
und	w11_d134e28093
selbst	w13_d134e28097
eingestandenen	w15_d134e28100
Umstän	w17_d134e28103
den,	w1_d134e28108
dannoch	w3_d134e28111
eine	w5_d134e28114
unvermeidliche	w7_d134e28117
Nohtwehr	w9_d134e28120
Preußischer	w11_d134e28123
Seits	w13_d134e28127
be	w15_d134e28130
hauptet	w1_d134e28135
werden	w3_d134e28138
möge,	w5_d134e28141
ist	w7_d134e28144
um	w9_d134e28147
so	w11_d134e28150
weniger	w13_d134e28154
zu	w15_d134e28157
begreiffen,	w17_d134e28160
da	w19_d134e28163
dieser	w21_d134e28166
an	w23_d134e28169
geblichen	w1_d134e28175
Noht=wehr	w3_d134e28178
die	w5_d134e28181
eigene	w7_d134e28184
Bekanntnuß,	w9_d134e28187
so	w11_d134e28190
unfehlbare	w13_d134e28194
Vernunft	w15_d134e28197
schlüsse,	w1_d134e28202
offen=kündige	w3_d134e28205
Facta,	w5_d134e28208
und	w7_d134e28211
das,	w9_d134e28214
was	w11_d134e28217
verschiedene	w13_d134e28221
tausend	w15_d134e28224
Men	w17_d134e28227
schen	w1_d134e28232
mit	w3_d134e28235
Augen	w5_d134e28238
gesehen,	w7_d134e28241
auch	w9_d134e28244
alle	w11_d134e28247
Höfe	w13_d134e28251
aus	w15_d134e28254
denen	w17_d134e28257
Berichten	w19_d134e28260
ihrer	w21_d134e28263
Ge	w23_d134e28266
sandten	w1_d134e28271
wissen,	w3_d134e28274
gänzlich	w5_d134e28277
widersprechen.	w7_d134e28280
</p>
<p id="p8_d134e28283">
So	w1_d134e28287
lang	w3_d134e28290
also	w5_d134e28293
dergleichen	w7_d134e28296
überzeigende	w9_d134e28299
Proben,	w11_d134e28302
mehr	w13_d134e28306
als	w15_d134e28309
leere	w17_d134e28312
Wor	w19_d134e28315
te,	w1_d134e28320
bey	w3_d134e28323
billigen	w5_d134e28326
Gemütern	w7_d134e28329
Glauben	w9_d134e28332
verdienen,	w11_d134e28335
so	w13_d134e28339
fallen	w15_d134e28342
auch	w17_d134e28345
alle	w19_d134e28348
auf	w21_d134e28351
die	w1_d134e28356
Preußische	w3_d134e28359
willkürliche	w5_d134e28362
Asserta	w7_d134e28365
gebaute	w9_d134e28368
Schlüsse	w11_d134e28371
und	w13_d134e28375
politische	w15_d134e28378
Fol	w17_d134e28381
gerungen	w1_d134e28387
von	w3_d134e28390
selbsten	w5_d134e28393
hinweg,	w7_d134e28396
und	w9_d134e28399
verbleibet	w11_d134e28402
nur	w13_d134e28406
die	w15_d134e28409
richtige	w17_d134e28412
Wahr	w19_d134e28415
heit	w1_d134e28420
übrig,	w3_d134e28423
daß	w5_d134e28426
der	w7_d134e28429
König	w9_d134e28432
in	w11_d134e28435
Preussen	w13_d134e28439
sich	w15_d134e28442
mehrmalen	w17_d134e28445
als	w19_d134e28448
ein	w21_d134e28451
unge	w23_d134e28454
rechter	w1_d134e28459
Aggressor	w3_d134e28462
des	w5_d134e28465
Erz=hauses	w7_d134e28468
Oesterreich	w9_d134e28471
der	w11_d134e28474
Welt	w13_d134e28478
darstelle.	w15_d134e28481
Alle	w1_d134e28486
sonstige	w3_d134e28489
Vorbildungen,	w5_d134e28492
wodurch	w7_d134e28495
der	w9_d134e28498
ernannte	w11_d134e28501
König	w13_d134e28505
die	w15_d134e28508
Schuld	w17_d134e28511
von	w1_d134e28517
sich	w3_d134e28520
abzuwelzen	w5_d134e28523
suchet,	w7_d134e28526
finden	w9_d134e28529
ihre	w11_d134e28532
Abfertigung	w13_d134e28536
in	w15_d134e28539
der	w17_d134e28542
General	w19_d134e28545
antwort,	w1_d134e28550
daß	w3_d134e28553
selbe	w5_d134e28556
nicht	w7_d134e28559
den	w9_d134e28562
mindesten	w11_d134e28565
Grund	w13_d134e28569
haben,	w15_d134e28572
und	w17_d134e28575
nur	w19_d134e28578
aus	w21_d134e28581
selihen	w1_d134e28586
Supostis,	w3_d134e28589
oder	w5_d134e28592
ferigen	w7_d134e28595
Borurtbelen	w9_d134e28598
hren	w11_d134e28601
Utsprung	w13_d134e28605
ber	w15_d134e28608
führen.	w1_d134e28613
</p>
<p id="p14_d134e28627">
Wie	w1_d134e28631
dann	w3_d134e28634
die	w5_d134e28637
mißdeutete	w7_d134e28640
Versehung	w9_d134e28643
der	w11_d134e28646
Stadt	w13_d134e28650
Olmüz	w15_d134e28653
mit	w17_d134e28656
Stü	w19_d134e28659
cken	w1_d134e28664
und	w3_d134e28667
Munition,	w5_d134e28670
dadurch	w7_d134e28673
erläutert	w9_d134e28676
wird,	w11_d134e28679
daß	w13_d134e28683
der	w15_d134e28686
neue	w17_d134e28689
Festungs	w19_d134e28692
bau	w1_d134e28697
dieses	w3_d134e28700
Gränz=platzes,	w5_d134e28703
bekanntlich	w7_d134e28706
erst	w9_d134e28709
heuer	w11_d134e28712
in	w13_d134e28716
fertigen	w15_d134e28719
Stand	w17_d134e28722
ge	w19_d134e28725
kommen,	w1_d134e28731
und	w3_d134e28734
nichtes	w5_d134e28737
natürlicher	w7_d134e28740
noch	w9_d134e28743
gewöhnlicher	w11_d134e28746
sey,	w13_d134e28750
als	w15_d134e28753
die	w17_d134e28756
zu	w19_d134e28759
ei	w21_d134e28762
ner	w1_d134e28767
Festung	w3_d134e28770
gehörige	w5_d134e28773
Requisita	w7_d134e28776
dahin	w9_d134e28779
zu	w11_d134e28782
verschaffen.	w13_d134e28786
</p>
<p id="p16_d134e28789">
Jst	w1_d134e28793
nun	w3_d134e28796
die	w5_d134e28799
Veranlassung	w7_d134e28802
des	w9_d134e28805
gegenwärtigen	w11_d134e28808
Kriegs	w13_d134e28812
Preußischer	w15_d134e28815
Seits	w1_d134e28820
keine	w3_d134e28823
Nohtwehr	w5_d134e28826
(wie	w7_d134e28829
niemand	w9_d134e28832
einen	w11_d134e28835
so	w13_d134e28839
widersinnigen	w15_d134e28842
Begrif	w17_d134e28845
sich	w1_d134e28850
davon	w3_d134e28853
machen	w5_d134e28856
wird)	w7_d134e28859
so	w9_d134e28862
ist	w11_d134e28865
es	w13_d134e28869
noch	w15_d134e28872
weniger	w17_d134e28875
eine	w19_d134e28878
angerühmte	w21_d134e28881
Groß	w23_d134e28884
mut,	w1_d134e28890
die	w3_d134e28893
Freyheit	w5_d134e28896
von	w7_d134e28899
