<doc id="wr_1759-12-12" attrs="word" year="1759" month="12" day="12" corpus="2">
<head id="h2_d405e4228">
Lahn=strom	w4_d405e4231
Hnacinten.	w30_d405e26579
Gefüllte	w32_d405e26582
Jon	w34_d405e26585
chilien.	w37_d405e26590
Doppelte	w39_d405e26594
weisse	w41_d405e26597
Spanische	w43_d405e26600
Jonquilien.	w45_d405e26603
Gedoppelte	w48_d405e26608
grunculen.	w50_d405e26612
Von	w52_d405e26615
dreyßigerley	w54_d405e26618
Far	w56_d405e26621
ben,	w59_d405e26626
allerhand	w61_d405e26630
Apnuenlen.	w63_d405e26633
Arunculen	w65_d405e26636
la	w67_d405e26639
Bella	w69_d405e26643
di	w72_d405e26647
Brufseles.	w74_d405e26651
Gelbe	w76_d405e26654
Arunculen.	w78_d405e26657
Arunculen	w80_d405e26661
die	w82_d405e26664
schöne	w85_d405e26668
von	w87_d405e26672
Orleans.	w89_d405e26675
Gesprengte	w91_d405e26679
Arunculen	w93_d405e26682
von	w95_d405e26685
verschiedenen	w98_d405e26689
Farben.	w100_d405e26693
Arunculen	w102_d405e26697
der	w104_d405e26700
Prinz	w106_d405e26703
von	w108_d405e26706
Oranien.	w111_d405e26710
Pur	w113_d405e26715
rote	w115_d405e26718
extra	w117_d405e26721
schöne	w119_d405e26724
Arunculen.	w121_d405e26727
Al	w123_d405e26730
lerhand	w126_d405e26735
färbige	w128_d405e26739
Anemoni.	w130_d405e26742
Allerhand	w132_d405e26745
rot=artige	w134_d405e26748
</p>
<list id="l74_d405e26751">
diebeln,	w5_d405e26754
wie	w7_d405e26758
folget:	w9_d405e26761
Narcissi	w12_d405e26765
nobili	w14_d405e26770
von	w16_d405e26773
4.	w18_d405e26776
Sorten.	w20_d405e26779
Fruhe	w22_d405e26782
Nar	w24_d405e26785
eissen.	w27_d405e26790
Gefüllte	w29_d405e26794
Tazzetten.	w31_d405e26797
Weisse	w33_d405e26800
Tazietten.	w35_d405e26803
</list>
<p id="p76_d405e26807">
Anemein.	w4_d405e26810
Anlenioni	w6_d405e26814
la	w8_d405e26817
Bella	w10_d405e26820
di	w12_d405e26823
EraEE	w14_d405e26827
les.	w16_d405e26830
Auc	w18_d405e26833
moni	w21_d405e26837
der	w23_d405e26841
grosse	w25_d405e26845
Turband,	w27_d405e26848
Anemoni	w29_d405e26851
in	w31_d405e26854
Regen	w33_d405e26857
bogen.	w36_d405e26862
Anemoni	w38_d405e26866
der	w40_d405e26869
Prinz	w42_d405e26872
von	w44_d405e26875
Oranien.	w46_d405e26878
Aue	w48_d405e26882
moni	w51_d405e26886
alte	w53_d405e26890
Bollone.	w55_d405e26893
Anemoni,	w57_d405e26896
die	w59_d405e26900
schöne	w61_d405e26903
von	w63_d405e26906
Normandic.	w66_d405e26910
Persianische	w69_d405e26915
Tulpen,	w71_d405e26920
Türkische	w73_d405e26923
Tuk	w75_d405e26926
pen,	w78_d405e26930
und	w80_d405e26934
sonst	w82_d405e26938
allerhand	w84_d405e26941
Arten	w86_d405e26944
schöner	w88_d405e26947
Blumen.	w90_d405e26950
Saamen	w93_d405e26955
von	w95_d405e26959
Kauli	w97_d405e26962
Flor,	w99_d405e26965
von	w101_d405e26968
denen	w103_d405e26971
schönsten	w105_d405e26975
Sörten,	w108_d405e26979
Saamen	w110_d405e26983
von	w112_d405e26986
Broccoli	w114_d405e26989
Romani,	w116_d405e26993
extra	w118_d405e26996
schön.	w121_d405e27000
Die	w123_d405e27004
Blumen=kiele	w125_d405e27007
seynd	w127_d405e27011
durch	w129_d405e27014
und	w131_d405e27017
durch	w133_d405e27020
das	w136_d405e27024
100.	w138_d405e27029
vor	w140_d405e27032
4.	w142_d405e27035
fl.	w144_d405e27038
Der	w146_d405e27041
Saamen	w148_d405e27044
von	w150_d405e27048
Kaupli	w152_d405e27051
flor	w155_d405e27055
das	w157_d405e27059
Loht	w159_d405e27062
18.	w161_d405e27066
kr.	w163_d405e27069
Der	w165_d405e27072
Saamen	w167_d405e27075
von	w169_d405e27078
Brocali	w171_d405e27081
Romani	w174_d405e27086
das	w176_d405e27090
Loht	w178_d405e27093
15.	w180_d405e27096
kr.	w182_d405e27099
Saamen	w184_d405e27103
von	w186_d405e27106
Spani	w188_d405e27109
schen	w191_d405e27113
Zwiebeln	w193_d405e27117
das	w195_d405e27121
Loht	w197_d405e27124
15.	w199_d405e27127
kr.	w201_d405e27130
Saamen	w203_d405e27133
von	w205_d405e27136
Römischen	w208_d405e27141
Feuchel,	w210_d405e27145
das	w212_d405e27148
Leht	w214_d405e27151
15.	w216_d405e27154
kr.	w218_d405e27158
Saamen,	w220_d405e27161
vom	w223_d405e27165
Lombardischen	w225_d405e27169
Köhl,	w227_d405e27172
Melaun=kern,	w229_d405e27176
Cardi	w231_d405e27179
das	w234_d405e27183
Loht	w236_d405e27187
15.	w238_d405e27190
kr.	w240_d405e27194
NB.	w243_d405e27198
Wie	w245_d405e27202
auch	w247_d405e27205
Passatutti,	w249_d405e27208
die	w251_d405e27212
grosse	w253_d405e27215
Königin	w255_d405e27218
</p>
<list id="l78_d405e27221">
Artitschocken	w5_d405e27224
Kern,	w7_d405e27228
das	w9_d405e27231
Loht	w11_d405e27234
15.	w13_d405e27237
Kr.	w15_d405e27241
</list>
<p id="p80_d405e27248">
Hiemit	w4_d405e27251
wird	w6_d405e27255
allen	w8_d405e27258
und	w10_d405e27261
jeden,	w12_d405e27264
welche	w14_d405e27268
an	w16_d405e27271
ebeil.	w18_d405e27274
Frauen	w21_d405e27278
Theresiä	w23_d405e27282
verwittibten	w25_d405e27286
Freyin	w27_d405e27289
von	w29_d405e27292
Schel	w31_d405e27295
lerer,	w34_d405e27299
gebornen	w36_d405e27304
Freyin	w38_d405e27307
von	w40_d405e27310
Scherzern	w42_d405e27313
seel.	w44_d405e27316
Ver	w46_d405e27319
lassenschaftex	w49_d405e27324
quocunque	w51_d405e27328
demum	w53_d405e27331
utulo	w55_d405e27334
vel'causd.	w57_d405e27337
einige	w60_d405e27342
Sprüch	w62_d405e27346
und	w64_d405e27349
Anforderungen	w66_d405e27352
zu	w68_d405e27355
machen	w70_d405e27359
ha	w72_d405e27362
ben,	w75_d405e27366
kund,	w77_d405e27370
und	w79_d405e27373
zu	w81_d405e27377
wissen	w83_d405e27380
gemacht:	w85_d405e27383
daß	w87_d405e27386
die	w89_d405e27389
selbe	w92_d405e27394
auf	w94_d405e27398
den	w96_d405e27401
14.	w98_d405e27404
Januarii	w100_d405e27407
1760.	w102_d405e27410
Nachmittag	w104_d405e27414
um	w107_d405e27418
2.	w109_d405e27422
Uhr	w111_d405e27425
bey	w113_d405e27428
dem	w115_d405e27432
Kaiserl.	w117_d405e27435
Kön	w119_d405e27438
igl.	w122_d405e27442
Herrn	w124_d405e27446
Land	w126_d405e27450
schreiber	w129_d405e27454
im	w131_d405e27458
Zichinischen	w133_d405e27461
Haus	w135_d405e27464
in	w137_d405e27468
der	w139_d405e27471
Wald=zeil	w141_d405e27474
im	w144_d405e27478
zweyten	w146_d405e27482
Stock	w148_d405e27486
peremptorie	w150_d405e27489
pro	w152_d405e27492
1mo.	w154_d405e27495
2do.	w156_d405e27498
&	w159_d405e27503
3tio	w161_d405e27507
Termino	w163_d405e27510
also	w165_d405e27513
gewis	w167_d405e27516
erscheinen,	w169_d405e27519
ihre	w171_d405e27523
Sprüch	w174_d405e27527
anmelden,	w176_d405e27531
und	w178_d405e27534
behörig	w180_d405e27537
liquidiren,	w182_d405e27541
als	w184_d405e27544
im	w187_d405e27548
widrigen	w189_d405e27552
die	w191_d405e27555
Abhandlung	w193_d405e27559
vorgenommen,	w195_d405e27562
hier	w197_d405e27565
über	w200_d405e27569
ex	w202_d405e27573
officio	w204_d405e27577
relationiret,	w206_d405e27580
denen	w208_d405e27583
Ausbleiben	w210_d405e27586
den	w213_d405e27590
aber	w215_d405e27595
das	w217_d405e27598
ewige	w219_d405e27601
Stillschweigen	w221_d405e27604
auferlegt	w223_d405e27607
wer	w225_d405e27610
den	w228_d405e27615
solle.	w230_d405e27619
</p>
<list id="l82_d405e27625">
Bey	w5_d405e27628
Johann	w7_d405e27632
Jacob	w9_d405e27635
Lidl	w11_d405e27638
Kupfer=stechern	w13_d405e27641
im	w15_d405e27645
</list>
<p id="p84_d405e27650">
Doctor	w4_d405e27653
Deimlischen	w6_d405e27657
Haus	w8_d405e27660
neben	w10_d405e27663
der	w12_d405e27666
Heil.	w14_d405e27670
Drey	w16_d405e27673
faltigkeit	w19_d405e27677
ist	w21_d405e27681
zu	w23_d405e27684
haben:	w25_d405e27688
Eine	w28_d405e27692
neue	w30_d405e27696
und	w32_d405e27699
gecurate	w34_d405e27702
Land=karte	w36_d405e27706
von	w38_d405e27709
ganz	w40_d405e27712
Chür=sachsen,	w43_d405e27716
Meißen,	w45_d405e27720
Thüringen,	w47_d405e27724
Ober	w49_d405e27727
und	w51_d405e27730
Nieder=lausitz,	w54_d405e27734
Magdeburg,	w56_d405e27738
und	w58_d405e27742
Halberstadt,	w60_d405e27745
nebst	w62_d405e27748
einem	w65_d405e27752
grossen	w67_d405e27756
Theil	w69_d405e27760
daran	w71_d405e27763
gränzenden	w73_d405e27766
Nieder	w75_d405e27769
sachsens,	w78_d405e27773
Frankens,	w80_d405e27778
Bayerns,	w83_d405e27782
Böhmens,	w85_d405e27786
Poh	w87_d405e27789
lens,	w90_d405e27793
Schlesiens,	w92_d405e27798
und	w94_d405e27801
Chur	w96_d405e27804
march=brandenburgs,	w98_d405e27807
daß	w101_d405e27811
also	w103_d405e27816
hierinnen	w105_d405e27819
alle	w107_d405e27822
Operationes,	w109_d405e27825
sowol	w111_d405e27828
der	w113_d405e27831
Romisch=Kaiserl.	w116_d405e27836
und	w118_d405e27840
des	w120_d405e27843
Hril.	w122_d405e27846
Röm.	w124_d405e27849
Reichs=als	w126_d405e27853
der	w129_d405e27857
Röm.	w131_d405e27861
Kaiserl.	w133_d405e27864
Königl.	w135_d405e27867
zu	w137_d405e27871
Hungarn	w139_d405e27874
und	w141_d405e27877
Boheim,	w143_d405e27880
dann	w146_d405e27884
der	w148_d405e27889
Kayserlich	w150_d405e27892
Rußischen	w152_d405e27895
Armee	w154_d405e27898
gar	w156_d405e27901
füslich	w158_d405e27904
abgenommen	w161_d405e27909
werden	w163_d405e27913
können,	w165_d405e27916
und	w167_d405e27919
also	w169_d405e27922
bey	w171_d405e27926
Altue	w173_d405e27929
mehrigen	w176_d405e27933
Umständen	w178_d405e27937
zum	w180_d405e27940
Gebrauch	w182_d405e27944
sehr	w184_d405e27947
nützbue,	w186_d405e27950
Maaß=stab,	w189_d405e27954
Register,	w191_d405e27958
und	w193_d405e27962
auch	w196_d405e27966
mit	w198_d405e27970
Compaß	w200_d405e27973
übrigen	w203_d405e27977
erforderlichen	w205_d405e27982
Nohtwendigkeiten,	w207_d405e27985
bestend	w209_d405e27988
versehen,	w212_d405e27992
illuminirtet	w214_d405e27996
im	w216_d405e28000
Futeral	w218_d405e28003
per	w220_d405e28006
1.	w222_d405e28009
fl.	w224_d405e28012
45.	w226_d405e28015
rf.	w228_d405e28019
illuminirter	w231_d405e28023
ohne	w233_d405e28027
Fiteral	w235_d405e28030
per	w237_d405e28033
1.	w239_d405e28037
fl.	w241_d405e28040
30.	w243_d405e28043
kr.	w245_d405e28046
</p>
<list id="l90_d405e28102">
</list>
<head id="h2_d405e28121">
.	w4_d405e28124
ON	w13_d405e28136
RELATI	w16_d405e28141
Von	w22_d405e28149
dem	w24_d405e28154
den	w26_d405e28157
3.	w28_d405e28160
Decemb	w30_d405e28163
1759.	w32_d405e28166
durch	w34_d405e28169
den	w36_d405e28173
Kais.	w38_d405e28176
Kön.	w41_d405e28180
General=feld=marschall=leutenant	w43_d405e28184
Baron	w45_d405e28187
von	w47_d405e28191
Beck	w49_d405e28194
wider	w52_d405e28198
das	w54_d405e28202
jenseits	w56_d405e28205
der	w58_d405e28209
Elbe	w60_d405e28212
einige	w62_d405e28215
geraume	w64_d405e28218
Zeit	w66_d405e28221
über,	w68_d405e28224
unter	w70_d405e28228
Commando	w72_d405e28231
des	w75_d405e28235
Generalen	w77_d405e28239
Türk	w79_d405e28242
gestandene	w81_d405e28246
Preußische	w83_d405e28249
Corps	w85_d405e28252
unternom	w87_d405e28255
menen	w90_d405e28259
Angrif.	w92_d405e28264
</head>
<p id="p4_d405e28267">
</p>
<p id="p6_d405e28272">
Der	w4_d405e28275
eommandirende	w6_d405e28279
General=feld=marschall	w8_d405e28282
Graf	w10_d405e28285
von	w12_d405e28288
Daun	w14_d405e28292
hat	w16_d405e28295
für	w18_d405e28298
unumgänglich	w21_d405e28302
nöhtig	w23_d405e28306
befunden,	w25_d405e28310
das	w27_d405e28313
unter	w29_d405e28316
Commando	w31_d405e28319
des	w33_d405e28322
Gene	w35_d405e28325
ralen	w38_d405e28330
Türk	w40_d405e28334
in	w42_d405e28337
beyläuffig	w44_d405e28340
10.	w46_d405e28343
bis	w48_d405e28347
12.	w50_d405e28350
Bataillonen	w52_d405e28353
und	w54_d405e28356
1000.	w56_d405e28359
Pferden	w58_d405e28362
bereits	w61_d405e28367
seit	w63_d405e28371
einiger	w65_d405e28374
Zeit	w67_d405e28377
jenseits	w69_d405e28380
der	w71_d405e28384
Elbe	w73_d405e28387
bey	w75_d405e28390
Kohlen,	w77_d405e28393
Meissen	w79_d405e28396
gegen	w81_d405e28399
über	w84_d405e28404
stehend=feindliche	w86_d405e28408
Corps,	w88_d405e28411
so	w90_d405e28414
zum	w92_d405e28417
Theil	w94_d405e28421
auch	w96_d405e28424
weiters	w98_d405e28427
gegen	w100_d405e28430
Dres	w102_d405e28433
den	w105_d405e28438
allschon	w107_d405e28442
herunter	w109_d405e28445
gerucket	w111_d405e28448
gewesen,	w113_d405e28451
attaquiren,	w115_d405e28454
und	w117_d405e28458
über	w119_d405e28461
den	w121_d405e28464
Hauf	w123_d405e28467
fen	w126_d405e28471
werfen	w128_d405e28476
zu	w130_d405e28479
lassen,	w132_d405e28482
welche	w134_d405e28485
Befolgung	w136_d405e28488
besagt=commandirender	w138_d405e28491
Gene	w140_d405e28495
ral	w143_d405e28499
dem	w145_d405e28503
ebenfalls	w147_d405e28506
jenseits	w149_d405e28509
der	w151_d405e28513
Elbe	w153_d405e28516
auf	w155_d405e28519
dem	w157_d405e28522
Drachenberg	w159_d405e28525
unweit	w161_d405e28528
ernann	w163_d405e28532
ten	w166_d405e28536
Dresden	w168_d405e28540
mit	w170_d405e28543
einigen	w172_d405e28546
Trupen	w174_d405e28550
postirt	w176_d405e28553
gewesten	w178_d405e28556
Generalfeldmar	w180_d405e28559
schall=leutenanten	w183_d405e28563
Baron	w185_d405e28568
von	w187_d405e28571
Beck	w189_d405e28574
aufgetragen,	w191_d405e28577
auch	w193_d405e28580
ihme	w195_d405e28583
zu	w197_d405e28587
diesem	w199_d405e28590
Ende	w202_d405e28594
Tags	w204_d405e28598
vorhero	w206_d405e28601
einige	w208_d405e28605
Verstarkung	w210_d405e28608
von	w212_d405e28611
2.	w214_d405e28614
Grenadier=3.	w216_d405e28617
Fusiliers	w218_d405e28620
bataillons,	w221_d405e28625
und	w223_d405e28629
500.	w225_d405e28632
Carabiniers,	w227_d405e28635
unter	w229_d405e28638
Commando	w231_d405e28642
des	w233_d405e28645
Generalen	w235_d405e28648
May,	w238_d405e28652
von	w240_d405e28656
der	w242_d405e28660
Jnfanterie	w244_d405e28663
Grafen	w246_d405e28666
von	w248_d405e28669
Pellegrini	w250_d405e28672
zugesendet,	w252_d405e28675
und	w254_d405e28679
somit	w256_d405e28682
diese	w259_d405e28686
Unternehmung	w261_d405e28690
auf	w263_d405e28693
den	w265_d405e28697
3ten	w267_d405e28700
Dieses	w269_d405e28703
fest=gesetzet.	w271_d405e28706
Nun	w273_d405e28709
hat	w275_d405e28712
zwar	w277_d405e28716
das	w280_d405e28720
gehabte	w282_d405e28724
Vorhaben	w284_d405e28727
nicht	w286_d405e28730
gänzlich	w288_d405e28734
nach	w290_d405e28737
den	w292_d405e28740
vorgewesten	w294_d405e28743
Antrag	w296_d405e28746
sei	w298_d405e28749
nen	w301_d405e28754
Erfolg	w303_d405e28758
erreichen	w305_d405e28761
können,	w307_d405e28764
immassen	w309_d405e28767
der	w311_d405e28771
Feind	w313_d405e28774
von	w315_d405e28777
dem	w317_d405e28780
Anmarsch	w319_d405e28783
wiederholten	w322_d405e28788
Generals	w324_d405e28792
Baron	w326_d405e28795
von	w328_d405e28798
Beck	w330_d405e28801
sehr	w332_d405e28804
zeitlich	w334_d405e28808
avertiret	w336_d405e28811
worden,	w338_d405e28814
so,	w341_d405e28818
daß	w343_d405e28822
er	w345_d405e28826
den	w347_d405e28829
Feind	w349_d405e28832
bey	w351_d405e28835
seiner	w353_d405e28838
beschehenen	w355_d405e28841
Annäherung	w357_d405e28845
zwischen	w359_d405e28848
den	w361_d405e28851
2ten	w364_d405e28855
und	w366_d405e28859
3ten	w368_d405e28863
nach	w370_d405e28866
Mitternacht	w372_d405e28869
allschon	w374_d405e28872
auf	w376_d405e28875
dem	w378_d405e28878
Wein=gebürge	w380_d405e28882
bey	w382_d405e28885
Zschaschendorf	w385_d405e28889
unweit	w387_d405e28893
Meissen	w389_d405e28896
dergestalt	w391_d405e28900
vortheilhaft	w393_d405e28903
postiret	w395_d405e28906
fande,	w397_d405e28909
daß	w399_d405e28912
Rucken	w402_d405e28917
an	w404_d405e28921
ihme	w407_d405e28925
weder	w409_d405e28929
en	w411_d405e28932
Fronte,	w413_d405e28936
noch	w415_d405e28939
in	w417_d405e28942
der	w419_d405e28945
Flanque,	w421_d405e28948
vielweniger	w423_d405e28951
im	w425_d405e28955
der	w428_d405e28959
Elbe,	w430_d405e28963
wegen	w432_d405e28966
der	w434_d405e28969
jenseits	w436_d405e28973
auf	w438_d405e28976
denen	w440_d405e28979
Anhöhen	w442_d405e28982
aufgeführt=feindlichen	w444_d405e28985
schweren	w447_d405e28990
Artillerie,	w449_d405e28994
ohne	w451_d405e28997
10.	w453_d405e29000
Mann	w455_d405e29003
gegen	w457_d405e29006
1.	w459_d405e29010
zu	w461_d405e29013
verlieren,	w463_d405e29016
beyzukom	w465_d405e29019
men,	w468_d405e29023
möglich	w470_d405e29028
ware.	w472_d405e29031
</p>
<p id="p12_d405e29048">
Mehr=erwehnter	w7_d405e29054
General=feld	w9_d405e29058
marschal=leutenant	w11_d405e29061
Baron	w13_d405e29065
von	w15_d405e29068
Beck	w17_d405e29071
liesse	w20_d405e29075
dahero	w22_d405e29079
durch	w24_d405e29083
benannten	w26_d405e29086
Generalen	w28_d405e29089
Grafen	w30_d405e29092
von	w32_d405e29095
Pellegrini	w34_d405e29098
von	w36_d405e29102
oben,	w38_d405e29105
von	w41_d405e29109
unten	w43_d405e29113
der	w45_d405e29116
Elbe	w47_d405e29120
an	w49_d405e29123
aber	w51_d405e29126
durch	w53_d405e29129
den	w55_d405e29132
Generalen	w57_d405e29135
von	w59_d405e29139
Wiese	w61_d405e29142
mit	w63_d405e29145
der	w65_d405e29148
Ca	w67_d405e29151
vallerie	w70_d405e29156
die	w72_d405e29160
Retirade	w74_d405e29163
dem	w76_d405e29166
Feind	w78_d405e29169
abschneiden,	w80_d405e29172
dann	w82_d405e29176
nebst	w84_d405e29179
deme	w86_d405e29182
durch	w88_d405e29185
den	w90_d405e29188
Generalen	w93_d405e29193
von	w95_d405e29197
Nauendorf	w97_d405e29200
auf	w99_d405e29203
der	w101_d405e29206
Plaine	w103_d405e29209
rechts	w105_d405e29213
neben	w107_d405e29216
dem	w109_d405e29219
Gebürg	w111_d405e29222
die	w113_d405e29225
sich	w116_d405e29230
gezeigt=gegentheilige	w118_d405e29234
Cavallerie	w120_d405e29237
mit	w122_d405e29240
seinen	w124_d405e29243
Hussaren,	w126_d405e29246
und	w128_d405e29250
denen	w130_d405e29253
un	w132_d405e29256
Commando	w135_d405e29260
des	w137_d405e29264
Obristen	w139_d405e29268
von	w141_d405e29271
Schiebel	w143_d405e29274
befindlichen	w145_d405e29277
Uhlanen	w147_d405e29280
attaqui	w149_d405e29283
ter	w152_d405e29288
ren,	w155_d405e29293
welch=gegentheilige	w157_d405e29297
Cavallerie	w159_d405e29300
letzt=erwehnter	w161_d405e29303
General	w163_d405e29307
auch	w165_d405e29310
über	w167_d405e29313
den	w170_d405e29317
Hauffen	w172_d405e29321
geworfen,	w174_d405e29325
einige	w176_d405e29328
davon	w178_d405e29331
darnieder,	w180_d405e29334
und	w182_d405e29337
einige	w184_d405e29340
gefangen	w186_d405e29344
ge	w188_d405e29347
macht,	w191_d405e29351
die	w193_d405e29355
Ubrige	w195_d405e29358
aber	w197_d405e29362
bis	w199_d405e29365
an	w201_d405e29368
den	w203_d405e29371
Fuß	w205_d405e29374
des	w207_d405e29377
Bergs,	w209_d405e29381
unter	w211_d405e29384
die	w213_d405e29387
Stücke	w215_d405e29390
sich	w217_d405e29393
zu	w220_d405e29398
retiriren,	w222_d405e29402
genöhtiget.	w224_d405e29405
</p>
<p id="p14_d405e29411">
Da	w4_d405e29414
nun	w6_d405e29418
der	w8_d405e29421
Feind	w10_d405e29424
hierauf	w12_d405e29427
unter	w14_d405e29431
Begünstigung	w16_d405e29434
der	w18_d405e29437
Nacht	w20_d405e29440
getrach	w22_d405e29443
tet,	w25_d405e29448
sowol	w27_d405e29452
die	w29_d405e29455
Envallerie	w31_d405e29458
als	w33_d405e29461
Jnfanterie	w35_d405e29464
aus	w37_d405e29468
Mangel	w39_d405e29471
einer	w41_d405e29474
Schif=brücke,	w43_d405e29477
welche	w46_d405e29481
wegen	w48_d405e29486
des	w50_d405e29489
starken	w52_d405e29492
Eiß=ganges	w54_d405e29495
nicht	w56_d405e29498
zu	w58_d405e29501
Stande	w60_d405e29505
gebracht	w62_d405e29508
werden	w64_d405e29511
können,	w67_d405e29515
auf	w69_d405e29519
einigen	w71_d405e29523
von	w73_d405e29526
Meissen	w75_d405e29529
herüber	w77_d405e29532
geschickten	w79_d405e29535
Pletten	w81_d405e29538
und	w83_d405e29542
Schif	w85_d405e29545
fen,	w88_d405e29549
über	w90_d405e29553
die	w92_d405e29556
Elbe	w94_d405e29560
zu	w96_d405e29563
setzen,	w98_d405e29566
so	w100_d405e29569
liesse	w102_d405e29572
eröfteter	w104_d405e29575
Herr	w106_d405e29579
General	w108_d405e29582
Graf	w110_d405e29585
von	w112_d405e29588
Pellegrini,	w115_d405e29592
um	w117_d405e29597
sothane	w119_d405e29600
Uberfuhr,	w121_d405e29603
wo	w123_d405e29606
nicht	w125_d405e29609
gänzlich	w127_d405e29612
zu	w129_d405e29616
verhinderen,	w131_d405e29619
doch	w133_d405e29622
auf	w136_d405e29626
alle	w138_d405e29630
Art	w140_d405e29634
beschwerlich	w142_d405e29637
zu	w144_d405e29640
machen,	w146_d405e29643
2.	w148_d405e29646
zwölf=pfündige	w150_d405e29649
Canons	w152_d405e29653
auf	w154_d405e29656
eine	w156_d405e29659
Anhöhe	w159_d405e29663
führen,	w161_d405e29667
und	w163_d405e29671
mit	w165_d405e29674
solchen	w167_d405e29677
die	w169_d405e29680
ganze	w171_d405e29683
Nacht	w173_d405e29686
zwischen	w175_d405e29690
den	w177_d405e29693
3ten	w179_d405e29696
und	w181_d405e29699
4ten	w184_d405e29703
die	w186_d405e29708
Elbe	w188_d405e29711
bestreichen,	w190_d405e29714
welches	w192_d405e29717
auch	w194_d405e29720
von	w196_d405e29723
so	w198_d405e29727
guter	w200_d405e29730
Folge	w202_d405e29733
ware,	w204_d405e29736
daß	w206_d405e29739
dem	w209_d405e29744
Feind	w211_d405e29748
andurch	w213_d405e29751
5.	w215_d405e29754
beladene	w217_d405e29757
Schiffe	w219_d405e29760
zu	w221_d405e29764
Grunde	w223_d405e29767
gerichtet	w225_d405e29770
worden,	w227_d405e29773
und	w229_d405e29776
ob	w232_d405e29781
zwar	w234_d405e29785
auf	w236_d405e29788
denen	w238_d405e29791
wenig=übrigen	w240_d405e29794
der	w242_d405e29797
Transport	w244_d405e29801
sehr	w246_d405e29804
langsam	w248_d405e29807
bewürket	w250_d405e29810
wurde,	w253_d405e29814
so	w255_d405e29819
ist	w257_d405e29822
jedoch	w259_d405e29825
der	w261_d405e29828
gröste	w263_d405e29831
Theil	w265_d405e29834
des	w267_d405e29838
feindlichen	w269_d405e29841
Corps	w271_d405e29844
unter	w273_d405e29847
Faveur	w275_d405e29850
der	w278_d405e29855
jenseitigen	w280_d405e29859
Artillerie	w282_d405e29862
successivè	w284_d405e29865
hinüber	w286_d405e29868
gekommen,	w288_d405e29871
hat	w290_d405e29875
auch	w292_d405e29878
der	w294_d405e29881
Rest	w296_d405e29884
desselben	w299_d405e29888
sich	w301_d405e29893
von	w303_d405e29896
der	w305_d405e29899
Anhöhe	w307_d405e29902
hierunter	w309_d405e29905
an	w311_d405e29908
der	w313_d405e29912
Elbe	w315_d405e29915
über	w317_d405e29918
das	w319_d405e29921
Dorf	w321_d405e29924
Cöln	w323_d405e29927
auf	w326_d405e29932
den	w328_d405e29936
so=genannten	w330_d405e29939
Capell	w332_d405e29942
berg	w334_d405e29945
gezogen,	w336_d405e29949
und	w338_d405e29952
jetzt=besagtes	w340_d405e29955
Dorf	w342_d405e29958
besetzet;	w344_d405e29961
worauf	w347_d405e29966
eröfteter	w349_d405e29970
General=feld=marschall	w351_d405e29973
leutenant	w353_d405e29976
Baron	w355_d405e29979
von	w357_d405e29982
Beck	w359_d405e29986
an	w361_d405e29989
noch	w364_d405e29993
vor	w366_d405e29997
Tags	w368_d405e30000
den	w370_d405e30004
Obristen	w372_d405e30007
Baron	w374_d405e30010
von	w376_d405e30013
Zettwitz	w378_d405e30016
mit	w380_d405e30019
4.	w382_d405e30023
Grenadiers	w384_d405e30026
compagnien	w387_d405e30030
von	w389_d405e30034
denen	w391_d405e30037
Warasdinern,	w393_d405e30041
und	w395_d405e30044
Bannalisten	w397_d405e30047
nebst	w399_d405e30050
einem	w401_d405e30053
Bataillon	w404_d405e30058
von	w406_d405e30062
diesen	w408_d405e30065
Letzteren,	w410_d405e30068
und	w412_d405e30071
2.	w414_d405e30074
Bataillons	w416_d405e30078
von	w418_d405e30081
Joseph	w420_d405e30084
Esterha	w422_d405e30087
sy	w425_d405e30091
unter	w427_d405e30096
Auführung	w429_d405e30099
ihres	w431_d405e30102
Obrist=leutenants	w433_d405e30105
von	w435_d405e30108
Lumaga	w437_d405e30111
dem	w439_d405e30115
Feind	w441_d405e30118
auf	w443_d405e30121
den	w446_d405e30125
Fuß	w448_d405e30129
nachzurucken	w450_d405e30133
beorderte,	w452_d405e30136
auch	w454_d405e30139
demselben	w456_d405e30142
auf	w458_d405e30145
dem	w460_d405e30148
Capell=berg	w462_d405e30152
en	w464_d405e30155
Fronte	w467_d405e30159
angreiffen	w469_d405e30163
liesse;	w471_d405e30166
wo	w473_d405e30170
beynebst	w475_d405e30173
der	w477_d405e30176
Obriste	w479_d405e30179
von	w481_d405e30182
Niese	w483_d405e30185
des	w485_d405e30189
Waras	w487_d405e30192
diner=St.	w490_d405e30196
Georger=regiments	w492_d405e30200
mit	w494_d405e30203
seiner	w496_d405e30207
Bataillon	w498_d405e30210
solchem	w500_d405e30213
eben	w502_d405e30216
in	w504_d405e30219
Rucken	w507_d405e30224
gehen	w509_d405e30228
muste;	w511_d405e30231
der	w513_d405e30234
General	w515_d405e30237
von	w517_d405e30240
Nauendorf	w519_d405e30244
hingegen	w521_d405e30247
siele	w523_d405e30250
mit	w525_d405e30253
sei	w527_d405e30256
nen	w530_d405e30261
Hussaren	w532_d405e30265
in	w534_d405e30268
die	w536_d405e30271
Bagage	w538_d405e30274
ein,	w540_d405e30277
so	w542_d405e30281
längs	w544_d405e30284
an	w546_d405e30287
