<doc id="wr_1762-06-12" attrs="word" year="1762" month="06" day="12" corpus="2">
<head id="h2_d664e3095">
Monte=Christo,	w1_d664e3099
bey	w13_d664e24797
dem	w15_d664e24800
mir	w17_d664e24803
anvertraut	w1_d664e24808
hochgräflichen	w3_d664e24811
Judicio	w5_d664e24814
delegato	w7_d664e24817
auf	w1_d664e24822
Anlangen	w3_d664e24825
des	w5_d664e24828
Herrn	w7_d664e24831
Franz	w9_d664e24834
Xaveri	w11_d664e24837
Leonard	w13_d664e24841
Högg	w1_d664e24847
U.	w3_d664e24850
J.	w5_d664e24853
Doctoris,	w7_d664e24856
auch	w9_d664e24859
Kais.	w11_d664e24862
Kön.	w13_d664e24866
Hofkriegs	w15_d664e24869
rahts	w1_d664e24874
und	w3_d664e24877
Gerichts=advocaten,	w5_d664e24880
als	w7_d664e24883
zu	w9_d664e24886
Eintrei	w11_d664e24889
bung	w1_d664e24894
der	w3_d664e24897
Josephä	w5_d664e24900
Kunstinl.	w7_d664e24903
Activ=forderungen	w9_d664e24906
ge	w11_d664e24909
richtlich=verordneten	w1_d664e24914
Curatoris	w3_d664e24917
ad	w5_d664e24920
actum,	w7_d664e24923
wi	w9_d664e24926
der	w1_d664e24932
den	w3_d664e24935
Bernhard	w5_d664e24938
Petz	w7_d664e24941
burgerlichen	w9_d664e24944
Binder	w11_d664e24947
mei	w13_d664e24951
ster	w1_d664e24956
in	w3_d664e24959
dem	w5_d664e24962
Hochgräfl.	w7_d664e24965
Leopold	w9_d664e24968
Mariä	w11_d664e24971
Dietrich	w13_d664e24975
steinischen	w1_d664e24980
Markt	w3_d664e24983
Ober=hollabrun,	w5_d664e24986
und	w7_d664e24989
Magdale	w9_d664e24992
nam	w1_d664e24997
dessen	w3_d664e25000
Ehe=würtin	w5_d664e25003
wegen	w7_d664e25006
schuldig	w9_d664e25009
und	w11_d664e25012
Satz	w13_d664e25016
weis	w1_d664e25022
versicherten	w3_d664e25025
200.	w5_d664e25028
fl.	w7_d664e25031
Capital	w9_d664e25034
cum	w11_d664e25037
sua	w13_d664e25041
causa,	w15_d664e25044
über	w1_d664e25049
die	w3_d664e25052
geloffene	w5_d664e25055
gradus	w7_d664e25058
executionis	w9_d664e25061
und	w11_d664e25064
Erin	w13_d664e25068
nerung	w1_d664e25073
in	w3_d664e25076
die	w5_d664e25079
gerichtl.	w7_d664e25082
licitir	w9_d664e25085
und	w11_d664e25088
offentliche	w13_d664e25092
Feil	w15_d664e25095
bietung	w1_d664e25100
der	w3_d664e25103
gemeldt=Petzischen	w5_d664e25106
Conleuten	w7_d664e25109
zuge	w9_d664e25112
hörig	w1_d664e25118
und	w3_d664e25121
zu	w5_d664e25124
Ober=hollabrun	w7_d664e25127
ligenden	w9_d664e25130
Behau	w11_d664e25133
sung	w1_d664e25138
samt	w3_d664e25141
Binder=gewerbs=gerechtigkeit	w5_d664e25144
und	w7_d664e25147
Grund=stücken	w1_d664e25152
gewilligt,	w3_d664e25155
zu	w5_d664e25158
Vornehmung	w7_d664e25161
sotha	w9_d664e25164
ner	w1_d664e25169
Licitation	w3_d664e25172
auch	w5_d664e25175
der	w7_d664e25178
30.	w9_d664e25181
dies	w11_d664e25184
Monats	w13_d664e25188
Ju	w15_d664e25191
nii	w1_d664e25197
in	w3_d664e25200
der	w5_d664e25203
herrschaftlichen	w7_d664e25206
Amts	w9_d664e25209
canzley	w11_d664e25212
zu	w13_d664e25216
Sonn	w15_d664e25219
berg	w1_d664e25224
</p>
<p id="p32_d664e25229">
berg	w1_d664e25233
nächst	w3_d664e25236
Ober=hollabrun	w5_d664e25239
fruh	w7_d664e25242
um	w9_d664e25245
8.	w11_d664e25248
Uhr	w13_d664e25252
zu	w15_d664e25255
erscheinen	w1_d664e25260
bestimmet	w3_d664e25263
worden.	w5_d664e25266
Als	w7_d664e25269
werden	w9_d664e25272
all	w11_d664e25275
und	w13_d664e25279
jede,	w1_d664e25284
so	w3_d664e25287
obgedachte	w5_d664e25290
Behausung	w7_d664e25293
cum	w9_d664e25296
appertinen-	w11_d664e25299
riie	w1_d664e25305
käuflichen	w3_d664e25308
an	w5_d664e25311
sich	w7_d664e25314
zu	w9_d664e25317
bringen	w11_d664e25320
gedenken,	w13_d664e25324
an	w15_d664e25327
ob	w17_d664e25330
bemeldtem	w1_d664e25335
Tag,	w3_d664e25338
Stund,	w5_d664e25341
und	w7_d664e25344
Ort	w9_d664e25347
entweders	w11_d664e25350
für	w13_d664e25354
sich,	w1_d664e25359
oder	w3_d664e25362
durch	w5_d664e25365
genugsam	w7_d664e25368
Bevollmächtigte	w9_d664e25371
ad	w11_d664e25374
tra-	w13_d664e25378
ctandum	w1_d664e25383
&	w3_d664e25386
concludendum	w5_d664e25389
zu	w7_d664e25392
erscheinen	w9_d664e25395
wissen.	w11_d664e25398
Actum	w1_d664e25404
Wien	w3_d664e25407
den	w5_d664e25410
12.	w7_d664e25413
May	w9_d664e25416
1762.	w11_d664e25419
</p>
<p id="p34_d664e25422">
Von	w1_d664e25426
der	w3_d664e25429
N.	w5_d664e25432
Oe.	w7_d664e25435
Regierung	w9_d664e25438
wegen	w11_d664e25441
mit	w13_d664e25445
gegen	w15_d664e25448
wärtig=offenem	w1_d664e25453
Edict	w3_d664e25456
jedermänniglich	w5_d664e25459
sowol	w7_d664e25462
An	w9_d664e25465
als	w1_d664e25470
Abwesenden,	w3_d664e25473
deren	w5_d664e25476
daran	w7_d664e25479
gelegen,	w9_d664e25482
kund	w11_d664e25485
und	w13_d664e25489
zu	w1_d664e25495
wissen	w3_d664e25498
gemacht.	w5_d664e25501
Es	w7_d664e25504
seye	w9_d664e25507
die	w11_d664e25510
Regina	w13_d664e25514
Grüble	w15_d664e25517
rin,	w1_d664e25522
wie	w3_d664e25525
auch	w5_d664e25528
die	w7_d664e25531
Anna	w9_d664e25534
Maria	w11_d664e25537
Stramayerin	w13_d664e25541
in	w15_d664e25544
dem	w1_d664e25549
allhiesig=Heil.	w3_d664e25552
Dreyfaltigkeit=spital	w5_d664e25555
ohne	w7_d664e25558
hinterlassen	w1_d664e25563
letzt=willigen	w3_d664e25566
Geschops	w5_d664e25569
mit	w7_d664e25572
Tod	w9_d664e25575
ab	w11_d664e25578
gegangen,	w1_d664e25584
und	w3_d664e25587
habe	w5_d664e25590
sich	w7_d664e25593
hiernach	w9_d664e25596
um	w11_d664e25599
desselben	w13_d664e25603
ab	w15_d664e25606
intestato	w1_d664e25611
ruckgebliebene	w3_d664e25614
Verlassenschaft	w5_d664e25617
der	w7_d664e25620
Zeit	w9_d664e25623
noch	w1_d664e25628
niemand	w3_d664e25631
angemeldet.	w5_d664e25634
Wann	w7_d664e25637
nun	w9_d664e25640
Regierung,	w11_d664e25643
um	w1_d664e25648
die	w3_d664e25651
etwo	w5_d664e25654
ein	w7_d664e25657
oder	w9_d664e25660
anderen	w11_d664e25663
bey	w13_d664e25667
dieser	w15_d664e25670
Ver	w17_d664e25673
lassenschaft	w1_d664e25679
von	w3_d664e25682
Rechts	w5_d664e25685
wegen	w7_d664e25688
gebührend=nähere	w9_d664e25691
Erb=sprüch	w1_d664e25696
in	w3_d664e25699
Erfahrung	w5_d664e25702
zu	w7_d664e25705
bringen,	w9_d664e25708
anbey	w11_d664e25711
das	w13_d664e25715
etwa	w1_d664e25720
vorhandene	w3_d664e25723
æs	w5_d664e25726
alienum	w7_d664e25729
ausfindig	w9_d664e25732
zu	w11_d664e25735
ma	w13_d664e25739
chen,	w1_d664e25744
folgsam	w3_d664e25747
zu	w5_d664e25750
Abhandlung	w7_d664e25753
solcher	w9_d664e25756
Verlassen	w11_d664e25759
schaft	w1_d664e25765
sicher	w3_d664e25768
fürschreiten	w5_d664e25771
zu	w7_d664e25774
können,	w9_d664e25777
eine	w11_d664e25780
Noht	w13_d664e25784
dutft	w1_d664e25789
zu	w3_d664e25792
seyn	w5_d664e25795
befunden	w7_d664e25798
hat,	w9_d664e25801
alle	w11_d664e25804
hieran	w13_d664e25808
Theil	w15_d664e25811
nehmende	w1_d664e25816
sowol	w3_d664e25819
in	w5_d664e25822
als	w7_d664e25825
ausser	w9_d664e25828
Land	w11_d664e25831
befindliche	w13_d664e25835
Personen	w1_d664e25840
durch	w3_d664e25843
dieses	w5_d664e25846
offentliche	w7_d664e25849
Edict	w9_d664e25852
zu	w11_d664e25855
An	w13_d664e25859
meldLegitimir	w1_d664e25865
und	w3_d664e25868
Liquidirung	w5_d664e25871
ihrer	w7_d664e25874
an	w9_d664e25877
obbe	w11_d664e25880
meldte	w1_d664e25885
Verlassenschaft	w3_d664e25888
ex	w5_d664e25891
quacunque	w7_d664e25894
causa	w9_d664e25897
vel	w11_d664e25900
ti-	w13_d664e25904
tulo	w1_d664e25909
habender	w3_d664e25912
Sprüch	w5_d664e25915
und	w7_d664e25918
Forderungen	w9_d664e25921
gericht	w11_d664e25924
lich	w1_d664e25929
vorzuladen,	w3_d664e25932
und	w5_d664e25935
einzuberuffen,	w7_d664e25938
zu	w9_d664e25941
welchem	w11_d664e25944
Ende	w1_d664e25950
dann	w3_d664e25953
denenselben	w5_d664e25956
der	w7_d664e25959
5te	w9_d664e25962
Tag	w11_d664e25965
des	w13_d664e25969
zukünfti	w15_d664e25972
gen	w1_d664e25977
Monats	w3_d664e25980
Novembris	w5_d664e25983
um	w7_d664e25986
3.	w9_d664e25989
Uhr	w11_d664e25992
zur	w13_d664e25996
gewöhnli	w15_d664e25999
chen	w1_d664e26004
Convocations	w3_d664e26007
und	w5_d664e26010
Anmeldungs=tagsatzung	w7_d664e26013
zu	w1_d664e26018
all=endlicher	w3_d664e26021
Frist	w5_d664e26024
anberaumet	w7_d664e26027
worden.	w9_d664e26030
Sol	w11_d664e26033
chemnach	w1_d664e26039
werden	w3_d664e26042
all	w5_d664e26045
und	w7_d664e26048
jede,	w9_d664e26051
welche	w11_d664e26054
bey	w13_d664e26058
gedacht	w15_d664e26061
Regina	w1_d664e26066
Grüblischen,	w3_d664e26069
oder	w5_d664e26072
Anna	w7_d664e26075
Maria	w9_d664e26078
Stromay	w11_d664e26081
rischen	w1_d664e26086
Verlassenschaft	w3_d664e26089
um	w5_d664e26092
rechtmäßigen	w7_d664e26095
Erbs	w9_d664e26098
oder	w1_d664e26103
Schuld=forderung	w3_d664e26106
willen	w5_d664e26109
einige	w7_d664e26112
Sprüch	w9_d664e26115
ha	w11_d664e26118
ben,	w1_d664e26124
oder	w3_d664e26127
zu	w5_d664e26130
haben	w7_d664e26133
vermeinen	w9_d664e26136
an	w11_d664e26139
obbestimmten	w13_d664e26143
Tag	w1_d664e26148
und	w3_d664e26151
Stund	w5_d664e26154
vor	w7_d664e26157
Regierung	w9_d664e26160
in	w11_d664e26163
der	w13_d664e26167
daselbst	w15_d664e26170
zu	w17_d664e26173
solchem	w1_d664e26178
Ende	w3_d664e26181
offen=haltenden	w5_d664e26184
Commißions=stuben	w7_d664e26187
entweder	w1_d664e26192
selbst	w3_d664e26195
persönlich,	w5_d664e26198
oder	w7_d664e26201
durch	w9_d664e26204
hiezu	w11_d664e26207
ge	w13_d664e26211
nugsam	w1_d664e26217
gevollmächtigte	w3_d664e26220
Gewalttragere	w5_d664e26223
also	w7_d664e26226
ge	w9_d664e26229
wiß	w1_d664e26234
zu	w3_d664e26237
erscheinen,	w5_d664e26240
und	w7_d664e26243
ihre	w9_d664e26246
an	w11_d664e26249
solche	w13_d664e26253
Verlassen	w15_d664e26256
schaft	w1_d664e26261
habende	w3_d664e26264
Anforderungen	w5_d664e26267
anzumelden,	w7_d664e26270
recht	w9_d664e26273
lich	w1_d664e26278
zu	w3_d664e26281
legitimiren,	w5_d664e26284
und	w7_d664e26287
zu	w9_d664e26290
liquidiren	w11_d664e26293
haben,	w13_d664e26297
als	w15_d664e26300
im	w1_d664e26306
widrigen	w3_d664e26309
die	w5_d664e26312
Abhandlung	w7_d664e26315
gleichwolen	w9_d664e26318
vorge	w11_d664e26321
nommen	w1_d664e26326
und	w3_d664e26329
ungehindert	w5_d664e26332
deren	w7_d664e26335
etwo	w9_d664e26338
vorhande	w11_d664e26341
nen	w1_d664e26346
Erbs	w3_d664e26349
prätendenten	w5_d664e26352
oder	w7_d664e26355
Glaubigern,	w9_d664e26358
so	w11_d664e26361
sich	w13_d664e26365
mit	w1_d664e26370
ihrer	w3_d664e26373
Erbs	w5_d664e26376
und	w7_d664e26379
Schuld=forderungen	w9_d664e26382
in	w11_d664e26385
be	w13_d664e26389
stimmter	w1_d664e26395
Zeit	w3_d664e26398
nicht	w5_d664e26401
angemeldet,	w7_d664e26404
solche	w9_d664e26407
Verlassen	w11_d664e26410
schaft	w1_d664e26415
dem	w3_d664e26418
sich	w5_d664e26421
behörig	w7_d664e26424
legitimirenden	w9_d664e26427
eingeant	w11_d664e26430
wortet,	w1_d664e26435
auch	w3_d664e26438
ansonsten	w5_d664e26441
ex	w7_d664e26444
officio	w9_d664e26447
vorgekehret	w11_d664e26450
werden	w1_d664e26455
solle,	w3_d664e26458
was	w5_d664e26461
rechtens	w7_d664e26464
ist,	w9_d664e26467
wornach	w11_d664e26470
sich	w13_d664e26474
also	w15_d664e26477
ein	w1_d664e26483
jeder	w3_d664e26486
zu	w5_d664e26489
richten	w7_d664e26492
wissen	w9_d664e26495
wird.	w11_d664e26498
So	w13_d664e26502
beschehen	w15_d664e26505
Wien	w1_d664e26510
den	w3_d664e26513
17.	w5_d664e26516
Sept.	w7_d664e26519
1761.	w9_d664e26522
</p>
<list id="l36_d664e26526">
</list>
<p id="p38_d664e26531">
Von	w1_d664e26535
des	w3_d664e26538
Landes=fürstl.	w5_d664e26541
Sti.	w7_d664e26544
Leopoldi	w9_d664e26547
Stifts	w11_d664e26550
Eloster	w1_d664e26555
neuburg	w3_d664e26558
Ober=cammer	w5_d664e26561
wird	w7_d664e26564
hiemit	w9_d664e26567
jeder	w11_d664e26570
männiglich	w1_d664e26575
kund	w3_d664e26578
und	w5_d664e26581
zu	w7_d664e26584
wissen	w9_d664e26587
gemacht:	w11_d664e26590
Was	w13_d664e26594
massen	w1_d664e26600
sowol	w3_d664e26603
Herr	w5_d664e26606
Johann	w7_d664e26609
edler	w9_d664e26612
v.	w11_d664e26615
Fries	w13_d664e26619
K.	w15_d664e26622
K.	w17_d664e26625
Raht,	w1_d664e26630
als	w3_d664e26633
Mons.	w5_d664e26636
Chretier	w7_d664e26639
Bouvard	w9_d664e26642
et	w11_d664e26645
Compag.	w13_d664e26649
Joh.	w1_d664e26654
Georg	w3_d664e26657
Schuller	w5_d664e26660
et	w7_d664e26663
Compag.	w9_d664e26666
und	w11_d664e26669
endlichen	w13_d664e26673
Mons.	w1_d664e26678
Valentin	w3_d664e26681
Ruard,	w5_d664e26684
als	w7_d664e26687
von	w9_d664e26690
denen	w11_d664e26693
Unterhol	w13_d664e26697
zerischen	w1_d664e26703
Creditoren	w3_d664e26706
erkist	w5_d664e26709
und	w7_d664e26712
gevollmächtigte	w9_d664e26715
Ausschuß,	w1_d664e26720
bey	w3_d664e26723
gedachter	w5_d664e26726
Stifts=ober=cammer	w7_d664e26729
de	w1_d664e26734
præsentato	w3_d664e26737
24.	w5_d664e26740
May	w7_d664e26743
An.	w9_d664e26746
cur.	w11_d664e26749
um	w13_d664e26753
des	w15_d664e26756
Hrn.	w17_d664e26759
Au	w19_d664e26762
ton	w1_d664e26767
Unterholzers	w3_d664e26770
sein	w5_d664e26773
zu	w7_d664e26776
Hietzing	w9_d664e26779
vorhin	w11_d664e26782
Ermanin	w13_d664e26786
gerische	w1_d664e26792
allhiesigen	w3_d664e26795
Stifts	w5_d664e26798
Dorf	w7_d664e26801
und	w9_d664e26804
Grundherr	w11_d664e26807
lichen	w1_d664e26812
Jurisdiction	w3_d664e26815
zu	w5_d664e26818
verkauffen	w7_d664e26821
angelanget	w9_d664e26824
ha	w11_d664e26827
ben,	w1_d664e26832
sohin	w3_d664e26835
zu	w5_d664e26838
Fürgehung	w7_d664e26841
dessen	w9_d664e26844
der	w11_d664e26847
21ten	w13_d664e26851
dies	w15_d664e26854
Monats	w1_d664e26859
Junii	w3_d664e26862
bestimmet	w5_d664e26865
worden.	w7_d664e26868
Solchemnach	w9_d664e26871
werden	w1_d664e26877
all	w3_d664e26880
und	w5_d664e26883
jede,	w7_d664e26886
welche	w9_d664e26889
die	w11_d664e26892
gemeldtUnter	w13_d664e26896
holzer=vorhin	w1_d664e26901
Ermaningerische	w3_d664e26904
Behausung	w5_d664e26907
zu	w7_d664e26910
Hie	w9_d664e26913
tzing	w1_d664e26918
samt	w3_d664e26921
dem	w5_d664e26924
darbey	w7_d664e26927
befindlichen	w9_d664e26930
Garten,	w11_d664e26933
und	w13_d664e26937
ein	w1_d664e26942
Achtel	w3_d664e26945
Uberländ=weingarten,	w5_d664e26948
so	w7_d664e26951
der	w9_d664e26954
Zeit	w11_d664e26957
ein	w13_d664e26961
Acker	w1_d664e26967
am	w3_d664e26970
Hietzinger=abusive	w5_d664e26973
Königlberg	w7_d664e26976
käuflich	w9_d664e26979
an	w1_d664e26984
sich	w3_d664e26987
zu	w5_d664e26990
bringen	w7_d664e26993
gedenken,	w9_d664e26996
an	w11_d664e26999
dem	w13_d664e27003
obbemeldten	w15_d664e27006
Tag	w1_d664e27011
fruhe	w3_d664e27014
um	w5_d664e27017
9.	w7_d664e27020
Uhr,	w9_d664e27023
in	w11_d664e27026
der	w13_d664e27030
angeführt=dermalen	w15_d664e27033
Unterholzerischen	w1_d664e27038
Behausung	w3_d664e27041
zu	w5_d664e27044
Hietzing	w7_d664e27047
zu	w9_d664e27050
er	w11_d664e27053
scheinen,	w1_d664e27059
und	w3_d664e27062
anzumelden	w5_d664e27065
haben,	w7_d664e27068
alwo	w9_d664e27071
sodann	w11_d664e27074
das	w1_d664e27079
Weitere	w3_d664e27082
tractiret	w5_d664e27085
werden	w7_d664e27088
solle.	w9_d664e27091
Stift	w11_d664e27094
Closter	w13_d664e27098
neuburg	w1_d664e27103
den	w3_d664e27106
26.	w5_d664e27109
May	w7_d664e27112
1762.	w9_d664e27115
</p>
<list id="l40_d664e27118">
Bey	w1_d664e27122
dem	w3_d664e27125
Buchhändler	w5_d664e27128
Johann	w7_d664e27131
Paul	w9_d664e27134
Kraus	w11_d664e27137
nächst	w1_d664e27142
der	w3_d664e27145
K.	w5_d664e27148
K.	w7_d664e27151
Burg,	w9_d664e27154
dem	w11_d664e27157
neuen	w13_d664e27161
Comedient	w15_d664e27164
haus	w1_d664e27169
gegenüber	w3_d664e27172
sind	w5_d664e27175
nachfolgende	w7_d664e27178
Bücher	w9_d664e27181
zu	w11_d664e27184
haben,	w13_d664e27188
Amajonen=lieder,	w1_d664e27194
8vo	w3_d664e27197
Leipzig	w5_d664e27200
1762.	w7_d664e27203
30.	w9_d664e27206
kr.	w11_d664e27209
Fabeln	w1_d664e27214
für	w3_d664e27217
das	w5_d664e27220
schöne	w7_d664e27223
Geschlecht	w9_d664e27226
von	w11_d664e27229
Herrn	w13_d664e27233
Eduard	w1_d664e27238
Moore,	w3_d664e27241
aus	w5_d664e27244
dem	w7_d664e27247
Englischen,	w9_d664e27250
8vo	w11_d664e27253
Leipzig	w13_d664e27257
1762.	w1_d664e27262
24.	w3_d664e27265
kr.	w5_d664e27268
Die	w1_d664e27274
Mutter,	w3_d664e27277
oder	w5_d664e27280
das	w7_d664e27283
glückliche	w9_d664e27286
Elend,	w11_d664e27289
eine	w13_d664e27293
Geschichte,	w1_d664e27298
2.	w3_d664e27301
Theile	w5_d664e27304
8vo	w7_d664e27307
Leipzig	w9_d664e27310
45.	w11_d664e27313
kr.	w13_d664e27317
Der	w1_d664e27322
Advocat	w3_d664e27325
Patelin,	w5_d664e27328
ein	w7_d664e27331
Lust=spiel,	w9_d664e27334
in	w11_d664e27337
3.	w13_d664e27341
Aufzügen,	w1_d664e27346
aus	w3_d664e27349
dem	w5_d664e27352
Französischen	w7_d664e27355
von	w9_d664e27358
J.	w11_d664e27361
C.	w13_d664e27365
S.	w15_d664e27368
8vo	w1_d664e27374
Danzig,	w3_d664e27377
1762.	w5_d664e27380
24.	w7_d664e27383
kr.	w9_d664e27386
Adelungs,	w1_d664e27391
Joh.	w3_d664e27394
Christ.	w5_d664e27397
pragmatische	w7_d664e27400
Staats	w9_d664e27403
geschichte	w1_d664e27408
Europens	w3_d664e27411
von	w5_d664e27414
dem	w7_d664e27417
Ableben	w9_d664e27420
Kaiser	w11_d664e27423
Carls	w13_d664e27427
VI.	w1_d664e27432
an	w3_d664e27435
bis	w5_d664e27438
auf	w7_d664e27441
die	w9_d664e27444
gegenwärtige	w11_d664e27447
Zeiten,	w13_d664e27451
1ster	w15_d664e27454
Band,	w1_d664e27460
4to	w3_d664e27463
Gotha	w5_d664e27466
1762.	w7_d664e27469
1.	w9_d664e27472
fl.	w11_d664e27475
30.	w13_d664e27479
kr.	w15_d664e27482
Bohns,	w1_d664e27487
wolerfahrner	w3_d664e27490
Kaufmann,	w5_d664e27493
oder	w7_d664e27496
umstän	w9_d664e27499
</list>
<p id="p42_d664e27503">
dige	w1_d664e27507
Nachricht	w3_d664e27510
mit	w5_d664e27513
was	w7_d664e27516
für	w9_d664e27519
Waaren,	w11_d664e27522
Müßze,	w13_d664e27526
Maasse	w1_d664e27531
und	w3_d664e27534
Gewichte	w5_d664e27537
die	w7_d664e27540
vornehmsten	w9_d664e27543
Stadte	w11_d664e27546
in	w1_d664e27551
Deutschland,	w3_d664e27554
Spanien,	w5_d664e27557
Portugall,	w7_d664e27560
Frankreich,	w9_d664e27563
England,	w1_d664e27569
Holland,	w3_d664e27572
Braband,	w5_d664e27575
Dännemark,	w7_d664e27578
Poh	w9_d664e27581
len,	w1_d664e27586
Schweden,	w3_d664e27589
Jtalien,	w5_d664e27592
der	w7_d664e27595
Schweitz,	w9_d664e27598
Lief	w11_d664e27601
Rußland	w1_d664e27606
verkehren,	w3_d664e27609
wie	w5_d664e27612
von	w7_d664e27615
einem	w9_d664e27618
Orte	w11_d664e27621
auf	w13_d664e27625
andern	w1_d664e27630
gewechselt	w3_d664e27633
wird,	w5_d664e27636
die	w7_d664e27639
neuesten	w9_d664e27642
Wechsel	w11_d664e27645
Handels=ordnung,	w1_d664e27651
Jtal.	w3_d664e27654
Buchhalten,	w5_d664e27657
und	w7_d664e27660
Kllf	w9_d664e27663
mannischen	w1_d664e27668
Briefwechsel	w3_d664e27671
rc.	w5_d664e27674
nebst	w7_d664e27677
einer	w9_d664e27680
Abbildung	w11_d664e27683
des	w1_d664e27688
Hamburger	w3_d664e27691
Rath=hauses,	w5_d664e27694
Nieder=gerichts,	w7_d664e27697
Börse,	w1_d664e27702
Commergien=bibliothee,	w3_d664e27705
Waage	w5_d664e27708
und	w7_d664e27711
Cran,	w9_d664e27714
in	w1_d664e27720
groß	w3_d664e27723
8vo	w5_d664e27726
Hamburg,	w7_d664e27729
1762.	w9_d664e27732
3.	w11_d664e27735
fl.	w13_d664e27739
30.	w15_d664e27742
kr.	w17_d664e27745
</p>
<list id="l44_d664e27748">
Gottscheden	w1_d664e27752
erste	w3_d664e27755
Gründe	w5_d664e27758
der	w7_d664e27761
gesamten	w9_d664e27764
Welt	w11_d664e27767
weisheit,	w1_d664e27772
siebende	w3_d664e27775
und	w5_d664e27778
vermehrte	w7_d664e27781
Auflage,	w9_d664e27784
mit	w11_d664e27787
Kupfern,	w1_d664e27792
2.	w3_d664e27795
Theile,	w5_d664e27798
groß	w7_d664e27801
8vo	w9_d664e27804
Leipzig	w11_d664e27807
1762.	w13_d664e27811
3.	w15_d664e27814
fl.	w17_d664e27817
</list>
</doc>
