<doc id="wr_1759-09-08" attrs="word" year="1759" month="09" day="08" corpus="2">
<head id="h2_d379e4399">
Königsberg	w1_d379e4403
jenseits	w9_d379e23806
des	w11_d379e23809
Bobers	w13_d379e23813
bis	w15_d379e23816
gegen	w17_d379e23819
Weisbach	w19_d379e23822
herab	w21_d379e23825
und	w1_d379e23830
so	w3_d379e23833
gar	w5_d379e23836
in	w7_d379e23839
das	w9_d379e23842
Dorf	w11_d379e23845
hinein	w13_d379e23849
zogen.	w15_d379e23852
Da	w17_d379e23855
nun	w19_d379e23858
über	w21_d379e23861
die	w23_d379e23864
unter	w25_d379e23868
dem	w27_d379e23871
Obristen	w29_d379e23874
von	w1_d379e23880
Revitzky	w3_d379e23883
Anfangs	w5_d379e23886
vorgeruckte	w7_d379e23889
200.	w9_d379e23892
Pferde,	w11_d379e23895
noch	w13_d379e23899
100.	w15_d379e23902
Hussaren,	w17_d379e23905
nebst	w19_d379e23908
8.	w1_d379e23913
Escadrons	w3_d379e23916
Sächsischer	w5_d379e23919
Cavallerie	w7_d379e23922
in	w9_d379e23925
Bereitschaft	w11_d379e23928
gehalten	w13_d379e23932
wurden,	w15_d379e23935
so	w17_d379e23938
dran	w19_d379e23941
gen	w1_d379e23946
diese	w3_d379e23949
mit	w5_d379e23952
solchem	w7_d379e23955
Nachdruck	w9_d379e23958
auf	w11_d379e23961
die	w13_d379e23965
feindliche	w15_d379e23968
Cavallerie,	w17_d379e23971
daß	w19_d379e23974
dieselbe	w21_d379e23977
sich	w23_d379e23980
zu	w1_d379e23985
retiriren	w3_d379e23988
bemüßiget	w5_d379e23991
ware,	w7_d379e23994
wobey	w9_d379e23997
es	w11_d379e24000
dann	w13_d379e24004
geschahe,	w15_d379e24007
daß	w17_d379e24010
bey	w19_d379e24013
der	w21_d379e24016
Weißbacher	w23_d379e24019
</p>
<p id="p20_d379e24032">
brucken	w1_d379e24036
beyde	w3_d379e24039
Theile	w5_d379e24042
dergestalten	w7_d379e24045
Hand=gemein	w9_d379e24048
wurden,	w11_d379e24051
daß	w13_d379e24055
sie	w15_d379e24058
sich	w17_d379e24061
deren	w19_d379e24064
um	w21_d379e24067
gekehrten	w1_d379e24072
Pistolen	w3_d379e24075
gegen	w5_d379e24078
einander	w7_d379e24081
bedienten.	w9_d379e24084
</p>
<p id="p22_d379e24087">
Hierauf	w1_d379e24091
verfolgte	w3_d379e24094
die	w5_d379e24097
diesseitige	w7_d379e24100
die	w9_d379e24103
feindliche	w11_d379e24106
Cavallerie	w13_d379e24110
vollends	w15_d379e24113
bis	w17_d379e24116
unter	w1_d379e24121
die	w3_d379e24124
Verschantzungen	w5_d379e24127
bey	w7_d379e24130
Landshut.	w9_d379e24133
</p>
<p id="p24_d379e24137">
Unter	w1_d379e24141
während	w3_d379e24144
dieser	w5_d379e24147
Verfolgung	w7_d379e24150
des	w9_d379e24153
Feindes	w11_d379e24156
ist	w13_d379e24160
die	w15_d379e24163
vorgehabte	w17_d379e24166
Re	w19_d379e24169
cognoscirung	w1_d379e24174
auf	w3_d379e24177
denen	w5_d379e24180
äussersten	w7_d379e24183
Anhöhen	w9_d379e24186
des	w11_d379e24189
Johnsdorffer=gebürges	w1_d379e24194
vor	w1_d379e24200
sich	w3_d379e24203
gegangen.	w5_d379e24206
</p>
<p id="p26_d379e24209">
Mittlerweile	w1_d379e24213
wurden	w3_d379e24216
die	w5_d379e24219
auf	w7_d379e24222
denen	w9_d379e24225
Plasdorfer=anhöhen	w11_d379e24228
gestandene	w13_d379e24232
feindliche	w1_d379e24237
Frey=bataillons	w3_d379e24240
ebenfalls	w5_d379e24243
vertrieben,	w7_d379e24246
so	w9_d379e24249
sich	w11_d379e24252
zwar	w13_d379e24256
bey	w15_d379e24259
dem	w17_d379e24262
Sollosse	w19_d379e24265
zu	w1_d379e24270
Plasdorf	w3_d379e24273
wiederum	w5_d379e24276
zu	w7_d379e24279
setzen	w9_d379e24282
vermeinten,	w11_d379e24285
aber	w13_d379e24289
auch	w15_d379e24292
diesen	w17_d379e24295
Posten	w19_d379e24298
musten	w21_d379e24301
sie,	w1_d379e24307
da	w3_d379e24310
man	w5_d379e24313
ein	w7_d379e24316
paar	w9_d379e24319
Canonen	w11_d379e24322
aufführte,	w13_d379e24326
verlassen.	w15_d379e24329
</p>
<p id="p28_d379e24332">
Feindlicher	w1_d379e24336
Seits	w3_d379e24339
seynd	w5_d379e24342
19.	w7_d379e24345
Todte	w9_d379e24348
auf	w11_d379e24351
dem	w13_d379e24355
Platz	w15_d379e24358
geblieben;	w17_d379e24361
an	w19_d379e24364
Kriegs	w21_d379e24367
gefangenen	w1_d379e24372
aber	w3_d379e24375
nur	w5_d379e24378
8.	w7_d379e24381
Mann	w9_d379e24384
von	w11_d379e24387
der	w13_d379e24391
Cavallerie	w15_d379e24394
durch	w17_d379e24397
die	w19_d379e24400
Uhlanen	w21_d379e24403
und	w23_d379e24406
Hussaren	w1_d379e24411
eingebracht	w3_d379e24414
worden,	w5_d379e24417
dahingegen	w7_d379e24420
eine	w9_d379e24423
desto	w11_d379e24426
grössere	w13_d379e24430
Menge	w15_d379e24433
Deser	w17_d379e24436
teurs	w1_d379e24442
herüber	w3_d379e24445
getretten	w5_d379e24448
seynd.	w7_d379e24451
Bey	w9_d379e24454
dieser	w11_d379e24457
6	w13_d379e24461
stündigen	w15_d379e24464
Affaire	w17_d379e24467
haben	w19_d379e24470
die	w21_d379e24473
Rudolph	w1_d379e24478
Palfischen	w3_d379e24481
Hussaren	w5_d379e24484
sich	w7_d379e24487
vorzüglich	w9_d379e24490
hervorgethan,	w11_d379e24493
wie	w13_d379e24497
dann	w15_d379e24500
die	w17_d379e24503
selbe	w1_d379e24508
7.,	w3_d379e24511
die	w5_d379e24514
Sächsischen	w7_d379e24517
Escadrons	w9_d379e24520
8.,	w11_d379e24523
und	w13_d379e24527
die	w15_d379e24530
Uhlanen	w17_d379e24533
1.	w19_d379e24536
Bleßirten	w21_d379e24539
über	w23_d379e24542
kommen,	w1_d379e24547
welches	w3_d379e24550
auch	w5_d379e24553
der	w7_d379e24556
ganze	w9_d379e24559
Verlust	w11_d379e24562
ist	w13_d379e24566
den	w15_d379e24569
man	w17_d379e24572
disseits	w19_d379e24575
hierbey	w21_d379e24578
erlitten	w23_d379e24581
hat.	w25_d379e24585
Jnzwischen	w1_d379e24591
hat	w3_d379e24594
diese	w5_d379e24597
Unternehmung	w7_d379e24600
bey	w9_d379e24603
dem	w11_d379e24606
Feinde	w13_d379e24610
die	w15_d379e24613
Beysorge	w17_d379e24616
einer	w19_d379e24619
</p>
<p id="p30_d379e24622">
bevorstehend	w1_d379e24626
förmlichen	w3_d379e24629
Attaque	w5_d379e24632
erwecket,	w7_d379e24635
gestalten	w9_d379e24638
durch	w11_d379e24641
die	w13_d379e24645
</p>
<p id="p32_d379e24648">
Den	w1_d379e24652
1.	w3_d379e24655
dieses	w5_d379e24658
Monats	w7_d379e24661
September	w9_d379e24664
eingelangte	w11_d379e24667
Nachrichten	w13_d379e24671
bestätt	w15_d379e24674
get	w1_d379e24679
worden,	w3_d379e24682
daß	w5_d379e24685
nicht	w7_d379e24688
nur	w9_d379e24691
allein	w11_d379e24694
alle	w13_d379e24698
Veranstaltungen	w15_d379e24701
zur	w17_d379e24704
Defension	w19_d379e24707
in	w21_d379e24710
dem	w23_d379e24713
verschanzt=feindlichen	w1_d379e24718
Lager	w3_d379e24721
angekehret,	w5_d379e24724
sondern	w7_d379e24727
auch	w9_d379e24730
von	w11_d379e24733
dem	w13_d379e24737
General	w15_d379e24740
Fou	w17_d379e24743
quet,	w1_d379e24749
welcher	w3_d379e24752
mit	w5_d379e24755
denen	w7_d379e24758
von	w9_d379e24761
hier	w11_d379e24764
hinweggezogenen,	w13_d379e24768
und	w15_d379e24771
einigen	w17_d379e24774
von	w19_d379e24777
dem	w21_d379e24780
Prinz	w23_d379e24783
Heinrich	w1_d379e24788
vom	w3_d379e24791
Preußen	w5_d379e24794
ihme	w7_d379e24797
zuruckgelaffenen	w9_d379e24800
Trupen	w11_d379e24803
in	w13_d379e24807
der	w15_d379e24810
Gegend	w17_d379e24813
Lan	w19_d379e24816
gestanden,	w1_d379e24821
ein	w3_d379e24824
ergebiger	w5_d379e24827
Succurs	w7_d379e24830
anverlanget	w9_d379e24833
worden	w11_d379e24836
seye.	w13_d379e24840
Dieser	w15_d379e24843
hat	w17_d379e24846
sich	w19_d379e24849
auch	w1_d379e24854
schon	w3_d379e24857
</p>
<p id="p34_d379e24860">
Den	w1_d379e24864
2.	w3_d379e24867
und	w5_d379e24870
3.	w7_d379e24873
über	w9_d379e24876
Hirschberg	w11_d379e24879
nach	w13_d379e24883
gedachten	w15_d379e24886
Landshut	w17_d379e24889
in	w19_d379e24892
Marsche	w21_d379e24895
gesetzet,	w1_d379e24900
allwo	w3_d379e24903
er	w5_d379e24906
nach	w7_d379e24909
und	w9_d379e24912
nach	w11_d379e24915
mit	w13_d379e24919
dem	w15_d379e24922
General	w17_d379e24925
Fouquet	w19_d379e24928
selbsten	w21_d379e24931
angelan	w23_d379e24934
get,	w1_d379e24939
daß	w3_d379e24942
folglichen	w5_d379e24945
aldorten	w7_d379e24948
des	w9_d379e24951
Feindes	w11_d379e24954
Stärke	w13_d379e24958
</p>
<p id="p36_d379e24962">
Den	w1_d379e24966
4.	w3_d379e24969
schon	w5_d379e24972
wiederumen,	w7_d379e24975
so	w9_d379e24978
wie	w11_d379e24981
sie	w13_d379e24985
vor	w15_d379e24988
des	w17_d379e24991
General	w19_d379e24994
Fouquet	w21_d379e24997
Abmar	w23_d379e25000
sche	w1_d379e25005
gewesen,	w3_d379e25008
sich	w5_d379e25011
befindet.	w7_d379e25014
Ueber	w9_d379e25017
dieses	w11_d379e25020
bestättigen	w13_d379e25024
die	w15_d379e25027
weiters	w17_d379e25030
untern	w19_d379e25033
5.	w21_d379e25036
einge	w23_d379e25039
loffene	w1_d379e25044
Raports,	w3_d379e25047
daß	w5_d379e25050
immerhin	w7_d379e25053
mehrere	w9_d379e25056
feindliche	w11_d379e25059
Trupen	w13_d379e25063
an	w15_d379e25066
der	w17_d379e25069
Bober	w19_d379e25072
herauf	w21_d379e25075
gezogen	w1_d379e25081
wurden,	w3_d379e25084
auch	w5_d379e25087
das	w7_d379e25090
Magazin,	w9_d379e25093
so	w11_d379e25096
ehevor	w13_d379e25100
zu	w15_d379e25103
Krepelhof	w17_d379e25106
gewesen,	w19_d379e25109
nacher	w21_d379e25112
Landshut	w1_d379e25117
transportiret	w3_d379e25120
worden	w5_d379e25123
seye.	w7_d379e25126
</p>
<p id="p38_d379e25129">
Der	w1_d379e25133
in	w3_d379e25136
die	w5_d379e25139
Grafschaft	w7_d379e25142
Glatz	w9_d379e25145
commandirte	w11_d379e25148
Obrist=leutenant	w13_d379e25152
Graf	w15_d379e25155
von	w17_d379e25158
Donhof	w1_d379e25163
ist	w3_d379e25166
von	w5_d379e25169
Reichenbach	w7_d379e25172
wiederumen	w9_d379e25175
aufgebrochen,	w11_d379e25178
und	w13_d379e25182
hat	w15_d379e25185
sich	w17_d379e25188
nacher	w19_d379e25191
Frankenstein	w1_d379e25196
gewendet.	w3_d379e25199
Aldorten	w5_d379e25202
suchte	w7_d379e25205
die	w9_d379e25208
Garnison	w11_d379e25211
von	w13_d379e25215
Glatz	w15_d379e25218
denselben	w17_d379e25221
wann	w1_d379e25227
nicht	w3_d379e25230
abzuschneiden,	w5_d379e25233
wenigstens	w7_d379e25236
im	w9_d379e25239
weiteren	w11_d379e25242
Marsche	w13_d379e25246
zu	w15_d379e25249
behinderen.	w17_d379e25252
Es	w1_d379e25257
ruckten	w3_d379e25260
dahero	w5_d379e25263
von	w7_d379e25266
erholter	w9_d379e25269
Garnison	w11_d379e25272
ein	w13_d379e25276
Paar	w15_d379e25279
Bataillons	w17_d379e25282
bis	w19_d379e25285
Warth,	w21_d379e25288
und	w1_d379e25293
wurden	w3_d379e25296
auch	w5_d379e25299
vielleicht	w7_d379e25302
ihren	w9_d379e25305
Entzweck	w11_d379e25308
erreichet	w13_d379e25312
haben,	w15_d379e25315
wann	w17_d379e25318
der	w19_d379e25321
Obrist	w21_d379e25324
leutenant	w1_d379e25329
Graf	w3_d379e25332
von	w5_d379e25335
Dönhof	w7_d379e25338
nicht	w9_d379e25341
die	w11_d379e25344
Vorsicht	w13_d379e25348
gebrauchet,	w15_d379e25351
und	w17_d379e25354
dem	w19_d379e25357
Haupt=mästn	w21_d379e25360
Baron	w1_d379e25366
von	w3_d379e25369
Eichbeck	w5_d379e25372
mit	w7_d379e25375
einem	w9_d379e25378
commando	w11_d379e25381
Uhlanen	w13_d379e25385
und	w15_d379e25388
Hussaren,	w17_d379e25391
eben	w19_d379e25394
nacher	w1_d379e25399
Wartha	w3_d379e25402
detaschiret,	w5_d379e25405
mithin	w7_d379e25408
den	w9_d379e25411
nacher	w11_d379e25414
Potskau	w13_d379e25418
vorge	w15_d379e25421
habten	w1_d379e25426
Marsche	w3_d379e25429
bedecket	w5_d379e25432
hätte.	w7_d379e25435
</p>
<p id="p44_d379e25470">
JOURNAL.	w1_d379e25474
aus	w3_d379e25477
dem	w5_d379e25480
K.	w7_d379e25483
K.	w9_d379e25486
Haupt	w11_d379e25489
quar.	w13_d379e25493
Liederode	w15_d379e25496
vom	w17_d379e25499
30.	w19_d379e25502
Aug.	w21_d379e25505
bis	w23_d379e25508
3.	w25_d379e25512
Sept.	w27_d379e25515
Qufolge	w1_d379e25520
des	w3_d379e25523
gestern	w5_d379e25526
von	w7_d379e25529
dem	w9_d379e25532
commandirenden	w11_d379e25535
General=feld=marschallen	w13_d379e25539
Gra	w15_d379e25542
„	w1_d379e25547
fen	w3_d379e25550
von	w5_d379e25553
Daun	w7_d379e25556
ausgegebenen	w9_d379e25559
Befehl,	w11_d379e25562
daß	w13_d379e25566
die	w15_d379e25569
Armee	w17_d379e25572
sich	w19_d379e25575
Marsch=fertig	w21_d379e25578
halten	w1_d379e25584
solle,	w3_d379e25587
wurde	w5_d379e25590
solche	w7_d379e25593
heut	w9_d379e25596
</p>
<p id="p46_d379e25599">
Den	w1_d379e25603
30sten	w3_d379e25606
in	w5_d379e25609
zwey	w7_d379e25612
Treffen	w9_d379e25615
dergestalt	w11_d379e25618
nacher	w13_d379e25622
Moska	w15_d379e25625
in	w17_d379e25628
Marsche	w19_d379e25631
gesetzet,	w21_d379e25634
daß	w1_d379e25639
die	w3_d379e25642
erste	w5_d379e25645
Brigaden	w7_d379e25648
deren	w9_d379e25651
Grenadiers	w11_d379e25654
und	w13_d379e25658
Carabiniers	w15_d379e25661
dem	w17_d379e25664
ersten	w19_d379e25667
Tref	w21_d379e25670
fen,	w1_d379e25675
und	w3_d379e25678
dem	w5_d379e25681
zweyten	w7_d379e25684
die	w9_d379e25687
zweyte	w11_d379e25690
Grenadiers	w13_d379e25694
und	w15_d379e25697
Carabiniers=brigaden,	w17_d379e25700
dann	w19_d379e25703
de	w1_d379e25709
Reserve=artillerie	w3_d379e25712
auf	w5_d379e25715
der	w7_d379e25718
grossen	w9_d379e25721
Land	w11_d379e25724
strassen,	w13_d379e25728
die	w15_d379e25731
Bagage	w17_d379e25734
hingegen	w19_d379e25737
in	w21_d379e25740
zweyen	w1_d379e25745
Coionnen,	w3_d379e25748
und	w5_d379e25751
zwar	w7_d379e25754
die	w9_d379e25757
eine	w11_d379e25760
über	w13_d379e25764
Zillich,	w15_d379e25767
die	w17_d379e25770
andere	w19_d379e25773
aber	w21_d379e25776
über	w23_d379e25779
Buch	w25_d379e25783
zolz	w1_d379e25788
nachfolgte,	w3_d379e25791
und	w5_d379e25794
in	w7_d379e25797
diesem	w9_d379e25800
neu	w11_d379e25803
genommenen	w13_d379e25807
Lager	w15_d379e25810
ruckte	w17_d379e25813
auch	w19_d379e25816
der	w21_d379e25819
Gene	w23_d379e25822
tal	w1_d379e25827
der	w3_d379e25830
Cavallerie	w5_d379e25833
Baron	w7_d379e25836
von	w9_d379e25839
Buccow	w11_d379e25842
mit	w13_d379e25846
denen	w15_d379e25849
seinem	w17_d379e25852
Commando	w19_d379e25855
un	w21_d379e25858
er	w23_d379e25861
gestandenen	w1_d379e25867
Trupen	w3_d379e25870
von	w5_d379e25873
Rottenburg	w7_d379e25876
ein,	w9_d379e25879
dahingegen	w11_d379e25882
der	w13_d379e25886
Generabfeldmar	w15_d379e25889
schall=eutenant	w1_d379e25894
Baron	w3_d379e25897
von	w5_d379e25900
Beck	w7_d379e25903
auf	w9_d379e25906
die	w11_d379e25909
ihme	w13_d379e25913
eingelangte	w15_d379e25916
Raports	w17_d379e25919
der	w19_d379e25922
Ab	w21_d379e25925
ruckung	w1_d379e25930
des	w3_d379e25933
Ziethischen	w5_d379e25936
Corps	w7_d379e25939
nacher	w9_d379e25942
Sorau,	w11_d379e25945
und	w13_d379e25949
daß	w15_d379e25952
der	w17_d379e25955
Prinz	w19_d379e25958
Heinrich	w21_d379e25961
mit	w1_d379e25966
der	w3_d379e25969
beyhabenden	w5_d379e25972
Armeee	w7_d379e25975
bey	w9_d379e25978
Sagan	w11_d379e25981
ebenfalls	w13_d379e25985
die	w15_d379e25988
Bober	w17_d379e25991
paßiret	w19_d379e25994
seye,	w21_d379e25997
am	w1_d379e26003
diensamsten	w3_d379e26006
fande,	w5_d379e26009
sich	w7_d379e26012
mit	w9_d379e26015
seinen	w11_d379e26018
beyhabenden	w13_d379e26022
Trupen	w15_d379e26025
zwischen	w17_d379e26028
Wisau,	w19_d379e26031
und	w1_d379e26036
Nieder	w3_d379e26039
hartmannstorf	w5_d379e26042
zu	w7_d379e26045
setzen;	w9_d379e26048
er	w11_d379e26051
hinterliesse	w13_d379e26055
jedoch	w15_d379e26058
zu	w17_d379e26061
der	w19_d379e26064
ortig	w21_d379e26067
ferne	w23_d379e26070
ren	w1_d379e26075
Beobachtung	w3_d379e26078
des	w5_d379e26081
Feindes	w7_d379e26084
ein	w9_d379e26087
etwelches	w11_d379e26090
Hussaren=commando	w13_d379e26094
bey	w15_d379e26097
Zey	w17_d379e26100
pau,	w1_d379e26105
welches	w3_d379e26108
diesen	w5_d379e26111
Früh=morgen	w7_d379e26114
von	w9_d379e26117
einem	w11_d379e26120
gegentheilig=weit	w13_d379e26124
überlegenen	w15_d379e26127
angegriffen	w1_d379e26133
wurde.	w3_d379e26136
Es	w5_d379e26139
erwiese	w7_d379e26142
aber	w9_d379e26145
jenes	w11_d379e26148
hiebey	w13_d379e26152
eine	w15_d379e26155
solche	w17_d379e26158
sondere	w19_d379e26161
Stand	w21_d379e26164
haftigkeit,	w1_d379e26169
daß	w3_d379e26172
das	w5_d379e26175
gegentheilige	w7_d379e26178
sich	w9_d379e26181
anwieder	w11_d379e26184
mit	w13_d379e26188
Verlust	w15_d379e26191
nach	w17_d379e26194
Sagan	w19_d379e26197
zu	w21_d379e26200
tuck	w1_d379e26205
ziehen	w3_d379e26208
muste.	w5_d379e26211
</p>
<p id="p48_d379e26215">
Von	w1_d379e26219
dem	w3_d379e26222
Generalen	w5_d379e26225
der	w7_d379e26228
Cavallerie	w9_d379e26231
von	w11_d379e26234
Haddick	w13_d379e26238
wurde	w15_d379e26241
durch	w17_d379e26244
einen	w19_d379e26247
erstatteten	w1_d379e26252
Raport	w3_d379e26255
gemeldet,	w5_d379e26258
daß	w7_d379e26261
er,	w9_d379e26264
nachdeme	w11_d379e26267
die	w13_d379e26271
Rußisch=Kaiserl.	w15_d379e26274
Armee	w17_d379e26277
das	w1_d379e26282
Lager	w3_d379e26285
veränderet	w5_d379e26288
hätte,	w7_d379e26291
mit	w9_d379e26294
seinen	w11_d379e26297
Trupen	w13_d379e26301
nach	w15_d379e26304
Beskow	w17_d379e26307
abgerucket	w19_d379e26310
wäre.	w21_d379e26313
Ersagter	w1_d379e26319
General	w3_d379e26322
der	w5_d379e26325
Cavallerie	w7_d379e26328
sandte	w9_d379e26331
zu	w11_d379e26334
gleicher	w13_d379e26338
Zeit	w15_d379e26341
die	w17_d379e26344
Specificationen	w19_d379e26347
über	w1_d379e26352
die	w3_d379e26355
in	w5_d379e26358
der	w7_d379e26361
Festung	w9_d379e26364
Peitz	w11_d379e26367
gefundene	w13_d379e26371
Vorräte	w15_d379e26374
ein,	w17_d379e26377
welche	w19_d379e26380
hauptsächlichen	w21_d379e26383
darinnen	w1_d379e26388
bestehen,	w3_d379e26391
als:	w5_d379e26394
An	w7_d379e26397
baaren	w9_d379e26400
Geld	w11_d379e26403
200	w13_d379e26407
Rthlr.,	w15_d379e26410
an	w17_d379e26413
Proviant,	w19_d379e26416
und	w21_d379e26419
zwar	w23_d379e26422
an	w1_d379e26427
Rocken	w3_d379e26430
288.	w5_d379e26433
Schäffel,	w7_d379e26436
an	w9_d379e26439
Mehl	w11_d379e26442
260.	w13_d379e26446
Tonnen,	w15_d379e26449
dann	w17_d379e26452
112.	w19_d379e26455
Tonnen	w21_d379e26458
Salz.	w23_d379e26461
An	w1_d379e26467
Artillerie	w3_d379e26470
überkame	w5_d379e26473
man	w7_d379e26476
35.	w9_d379e26479
eisene	w11_d379e26482
Stücke	w13_d379e26486
von	w15_d379e26489
verschiedenen	w17_d379e26492
Caliber	w19_d379e26495
nebst	w1_d379e26500
ihren	w3_d379e26503
Lavetten	w5_d379e26506
und	w7_d379e26509
Lad=zeug,	w9_d379e26512
2.	w11_d379e26515
eisene	w13_d379e26519
50=pfündige	w15_d379e26522
Pöller,	w17_d379e26525
nebst	w19_d379e26528
zweyen	w21_d379e26531
Hand=pöllern	w1_d379e26536
à	w3_d379e26539
1.	w5_d379e26542
und	w7_d379e26545
2.	w9_d379e26548
Pfund,	w11_d379e26551
13314.	w13_d379e26555
geschliffene	w15_d379e26558
uncaliber=mäßige	w17_d379e26561
18	w1_d379e26566
ungeschliffene,	w3_d379e26569
und	w5_d379e26572
26535.	w7_d379e26575
caliber=mäßige	w9_d379e26578
Stuck=kugeln,	w11_d379e26581
208.	w13_d379e26585
deren	w15_d379e26588
50pfündigen	w1_d379e26594
Boben,	w3_d379e26597
18374.	w5_d379e26600
eiserne	w7_d379e26603
Schrott,	w9_d379e26606
60.	w11_d379e26609
Centner	w13_d379e26613
Pulfer,	w15_d379e26616
dann	w17_d379e26619
ei	w19_d379e26622
nen	w1_d379e26627
beträchtlichen	w3_d379e26630
Vorrat	w5_d379e26633
an	w7_d379e26636
Flinten=patronen,	w9_d379e26639
Kugeln,	w11_d379e26642
Steinern,	w13_d379e26646
Mus	w15_d379e26649
quetten	w1_d379e26654
Bajonetten,	w3_d379e26657
nebst	w5_d379e26660
einer	w7_d379e26663
Menge	w9_d379e26666
anderer	w11_d379e26669
Artillerie=requisiten	w13_d379e26673
von	w15_d379e26676
allerhand	w1_d379e26681
Gattung.	w3_d379e26684
</p>
<p id="p50_d379e26687">
Den	w1_d379e26691
31.	w3_d379e26694
brache	w5_d379e26697
die	w7_d379e26700
K.	w9_d379e26703
K.	w11_d379e26706
Armee	w13_d379e26710
wiederum,	w15_d379e26713
jedoch	w17_d379e26716
mit	w19_d379e26719
Zuruck	w21_d379e26722
lassung	w23_d379e26725
des	w1_d379e26730
Generals	w3_d379e26733
der	w5_d379e26736
Cavallerie	w7_d379e26739
Baron	w9_d379e26742
von	w11_d379e26745
Buccow,	w13_d379e26749
nebst	w15_d379e26752
dessen	w17_d379e26755
vorhin	w19_d379e26758
schon	w21_d379e26761
dergehabten	w1_d379e26766
Trupen	w3_d379e26769
aus	w5_d379e26772
ihrem	w7_d379e26775
Lager	w9_d379e26778
auf,	w11_d379e26781
und	w13_d379e26785
marschirte	w15_d379e26788
in	w17_d379e26791
4	w19_d379e26794
Colonnen	w21_d379e26797
nacher	w1_d379e26803
Först;	w3_d379e26806
die	w5_d379e26809
Reserve=artillerie	w7_d379e26812
folgte	w9_d379e26815
hiebey	w11_d379e26818
den	w13_d379e26822
Weeg	w15_d379e26825
der	w17_d379e26828
ersten.	w19_d379e26831
Das	w21_d379e26834
Haupt=quartier	w1_d379e26839
wurde	w3_d379e26842
zu	w5_d379e26845
Eule	w7_d379e26848
aufgeschlagen,	w9_d379e26851
woselbst	w11_d379e26854
aber	w13_d379e26858
der	w15_d379e26861
commandi	w17_d379e26864
rende	w1_d379e26869
General=feld=marschall	w3_d379e26872
sehr	w5_d379e26875
spät	w7_d379e26878
eintraffe,	w9_d379e26881
indeme	w11_d379e26884
er	w13_d379e26888
vorhero	w15_d379e26891
das	w17_d379e26894
La	w19_d379e26897
Heu	w1_d379e26902
ger	w1_d379e26908
beritte,	w3_d379e26911
und	w5_d379e26914
beaugenscheinigte.	w7_d379e26917
</p>
<p id="p54_d379e26922">
Heute	w1_d379e26926
früh	w3_d379e26929
lieffe	w5_d379e26932
von	w7_d379e26935
dem	w9_d379e26938
Generalen	w11_d379e26941
der	w13_d379e26945
Cavallerie	w15_d379e26948
von	w17_d379e26951
Haddick	w19_d379e26954
der	w21_d379e26957
Bericht	w1_d379e26962
ein,	w3_d379e26965
daß	w5_d379e26968
er	w7_d379e26971
gestern	w9_d379e26974
bey	w11_d379e26977
Moska	w13_d379e26981
würklichen	w15_d379e26984
angelanget	w17_d379e26987
seye,	w19_d379e26990
und	w21_d379e26993
daß	w23_d379e26996
der	w1_d379e27001
König	w3_d379e27004
in	w5_d379e27007
Preussen	w7_d379e27010
sich	w9_d379e27013
eben	w11_d379e27016
gestern	w13_d379e27020
früh	w15_d379e27023
bey	w17_d379e27026
Beskow	w19_d379e27029
hinter	w21_d379e27032
der	w23_d379e27035
Spree	w25_d379e27039
gelageret,	w1_d379e27045
dann	w3_d379e27048
die	w5_d379e27051
diesseitige	w7_d379e27054
Hussaren	w9_d379e27057
(welche	w11_d379e27060
auf	w13_d379e27064
der	w15_d379e27067
anderen	w17_d379e27070
Seite	w19_d379e27073
dieses	w21_d379e27076
Flusses	w1_d379e27081
gegen	w3_d379e27084
Trepatsch,	w5_d379e27087
um	w7_d379e27090
dessen	w9_d379e27093
Bewegungen	w11_d379e27096
zu	w13_d379e27100
observiren,	w15_d379e27103
wie	w17_d379e27106
auch	w19_d379e27109
die	w21_d379e27112
bey	w1_d379e27117
sothanem	w3_d379e27120
Dorfe	w5_d379e27123
befindliche	w7_d379e27126
Brucken	w9_d379e27129
über	w11_d379e27132
die	w13_d379e27136
Spree	w15_d379e27139
zu	w17_d379e27142
besetzen,	w19_d379e27145
marschi	w21_d379e27148
ret	w1_d379e27153
waren)	w3_d379e27156
mit	w5_d379e27159
einer	w7_d379e27162
Uebermacht	w9_d379e27165
von	w11_d379e27168
Hussaren	w13_d379e27172
und	w15_d379e27175
Dragonern	w17_d379e27178
bis	w19_d379e27181
über	w21_d379e27184
er	w23_d379e27187
meldeten	w1_d379e27193
Fluß	w3_d379e27196
poußiret,	w5_d379e27199
und	w7_d379e27202
die	w9_d379e27205
Brucken	w11_d379e27208
behauptet	w13_d379e27212
hätte.	w15_d379e27215
</p>
<p id="p56_d379e27218">
Den	w1_d379e27222
1.	w3_d379e27225
Sept.	w5_d379e27228
ruckte	w7_d379e27231
die	w9_d379e27234
K.	w11_d379e27237
K.	w13_d379e27241
Armee	w15_d379e27244
in	w17_d379e27247
2.	w19_d379e27250
Colonnen	w21_d379e27253
nach	w23_d379e27256
dem	w25_d379e27260
vo	w27_d379e27263
rigen	w1_d379e27268
Lager	w3_d379e27271
bey	w5_d379e27274
Triebel	w7_d379e27277
ab,	w9_d379e27280
die	w11_d379e27283
fahrende	w13_d379e27287
Bagage	w15_d379e27290
hingegen	w17_d379e27293
wurde	w19_d379e27296
sam	w21_d379e27299
mentlich	w1_d379e27304
unter	w3_d379e27307
einer	w5_d379e27310
Bedeckung	w7_d379e27313
nach	w9_d379e27316
Moska	w11_d379e27319
