<doc id="wr_1759-07-04" attrs="word" year="1759" month="07" day="04" corpus="2">
<head id="h2_d362e3837">
Cassel	w1_d362e3841
Körndl,	w1_d362e25605
Heu,	w3_d362e25608
Vieh,	w5_d362e25611
und	w7_d362e25614
Wagen=geschirr,	w9_d362e25617
gewilliget,	w1_d362e25623
und	w3_d362e25626
zu	w5_d362e25629
Vernehmung	w7_d362e25632
dieser	w9_d362e25635
Licitation	w11_d362e25638
der	w1_d362e25643
4.	w3_d362e25646
künftigen	w5_d362e25649
Monats	w7_d362e25652
Julii,	w9_d362e25655
fruhe	w11_d362e25658
um	w13_d362e25662
9.	w15_d362e25665
Uhr	w1_d362e25670
in	w3_d362e25673
dem	w5_d362e25676
Verwalter	w7_d362e25679
amt	w9_d362e25682
der	w11_d362e25685
Herrschaft	w13_d362e25689
Mun	w15_d362e25692
chendorf	w1_d362e25697
zur	w3_d362e25700
Tagsatzung	w5_d362e25703
bestimmet	w7_d362e25706
worden.	w9_d362e25709
</p>
<p id="p52_d362e25712">
Solchemnach	w1_d362e25716
werden	w3_d362e25719
alle	w5_d362e25722
und	w7_d362e25725
jede,	w9_d362e25728
so	w11_d362e25731
ernannte	w13_d362e25735
Schüttische	w1_d362e25740
Häuser,	w3_d362e25743
Haus	w5_d362e25746
und	w7_d362e25749
Ueberländgrund	w9_d362e25752
stücke,	w1_d362e25757
Wein,	w3_d362e25760
Körndl,	w5_d362e25763
Heu,	w7_d362e25766
Vieh,	w9_d362e25769
Wagen,	w11_d362e25772
und	w1_d362e25778
Geschirr,	w3_d362e25781
als	w5_d362e25784
Meist=bietende	w7_d362e25787
käuflich	w9_d362e25790
an	w11_d362e25793
sich	w13_d362e25797
zu	w1_d362e25802
bringen	w3_d362e25805
gedenken,	w5_d362e25808
an	w7_d362e25811
obbestimmten	w9_d362e25814
Tag,	w11_d362e25817
Stund,	w1_d362e25822
und	w3_d362e25825
Ort,	w5_d362e25828
ad	w7_d362e25831
tractandum	w9_d362e25834
&	w11_d362e25837
conclu-	w13_d362e25841
dendum	w1_d362e25846
zu	w3_d362e25849
erscheinen	w5_d362e25852
wissen.	w7_d362e25855
Wien	w9_d362e25858
den	w11_d362e25861
16.	w13_d362e25865
Junii	w1_d362e25871
1759.	w3_d362e25874
</p>
<list id="l58_d362e25912">
</list>
<head id="h2_d362e25920">
OURNAL	w1_d362e25924
Von	w1_d362e25929
der	w3_d362e25932
combinirt=Kaiserl.	w5_d362e25935
Königl.	w7_d362e25938
und	w9_d362e25941
Reichsexecu	w11_d362e25944
tions=armee	w1_d362e25949
vom	w3_d362e25952
24.	w5_d362e25955
bis	w7_d362e25958
28.	w9_d362e25961
Junii	w11_d362e25964
1759.	w13_d362e25968
Haupt=quartier	w15_d362e25971
Friesenhausen	w1_d362e25977
bey	w3_d362e25980
Hofheim.	w5_d362e25983
</head>
<p id="p4_d362e25986">
NAchdeme	w1_d362e25990
des	w3_d362e25993
commandirenden	w5_d362e25996
Herrn	w7_d362e25999
Generalfeld	w9_d362e26002
marschalls	w1_d362e26007
Prinzens	w3_d362e26010
von	w5_d362e26013
Pfalz=zweybrücken	w7_d362e26016
Hoch	w9_d362e26019
fürstl.	w1_d362e26024
Durchleucht	w3_d362e26027
mit	w5_d362e26030
aller=höchster	w7_d362e26033
Bewilligung	w9_d362e26036
sich	w11_d362e26039
auf	w13_d362e26043
eine	w1_d362e26049
kurze	w3_d362e26052
Zeit	w5_d362e26055
nach	w7_d362e26058
Mannheim	w9_d362e26061
zu	w11_d362e26064
begeben	w13_d362e26068
entschlossen	w15_d362e26071
hat	w17_d362e26074
ten,	w1_d362e26079
übergaben	w3_d362e26082
Selbe	w5_d362e26085
</p>
<p id="p6_d362e26088">
Den	w1_d362e26092
24.	w3_d362e26095
die	w5_d362e26098
mittlerweilige	w7_d362e26101
Besorgung	w9_d362e26104
dieses	w11_d362e26107
Gene	w13_d362e26111
ral=commando	w1_d362e26116
des	w3_d362e26119
Herrn	w5_d362e26122
Feld=marschallens	w7_d362e26125
Grafens	w9_d362e26128
von	w11_d362e26131
Herbelloni	w1_d362e26136
Excellenz,	w3_d362e26139
und	w5_d362e26142
tratten	w7_d362e26145
Dero	w9_d362e26148
Reise	w11_d362e26151
gegen	w13_d362e26155
Abend	w15_d362e26158
mit	w1_d362e26164
einer	w3_d362e26167
kleinen	w5_d362e26170
Suite	w7_d362e26173
nach	w9_d362e26176
ermeldeten	w11_d362e26179
Mannheim	w13_d362e26183
an,	w15_d362e26186
worauf	w1_d362e26191
</p>
<p id="p8_d362e26194">
Den	w1_d362e26198
25.	w3_d362e26201
das	w5_d362e26204
Haupt=quartier	w7_d362e26207
zu	w9_d362e26210
Friesenhausen	w11_d362e26213
ge	w13_d362e26217
nommen	w1_d362e26222
wurde,	w3_d362e26225
die	w5_d362e26228
Armee	w7_d362e26231
aber	w9_d362e26234
in	w11_d362e26237
ihrer	w13_d362e26241
vorigen	w15_d362e26244
Stellung	w17_d362e26247
bey	w1_d362e26252
Hofheim	w3_d362e26255
bliebe:	w5_d362e26258
wo	w7_d362e26261
hiernächst	w9_d362e26264
von	w11_d362e26267
dem	w13_d362e26271
Herrn	w15_d362e26274
Gene	w17_d362e26277
ral	w1_d362e26283
Baron	w3_d362e26286
von	w5_d362e26289
Luzinsky	w7_d362e26292
(welcher	w9_d362e26295
seine	w11_d362e26298
Vor=posten	w13_d362e26302
zu	w15_d362e26305
Ebersdorf,	w1_d362e26310
und	w3_d362e26313
Neuendorf,	w5_d362e26316
dann	w7_d362e26319
zu	w9_d362e26322
Helmbrechts,	w11_d362e26325
und	w13_d362e26329
Schwarzbach	w1_d362e26334
am	w3_d362e26337
Wald	w5_d362e26340
haltet	w7_d362e26343
Den	w1_d362e26348
26.	w3_d362e26351
die	w5_d362e26354
Nachricht	w7_d362e26357
eingienge,	w9_d362e26360
daß	w11_d362e26363
der	w13_d362e26367
Feind	w15_d362e26370
seine	w17_d362e26373
</p>
<p id="p10_d362e26376">
Vor=posten	w1_d362e26380
unweit	w3_d362e26383
Hartenstein,	w5_d362e26386
allwo	w7_d362e26389
ein	w9_d362e26392
Corps	w11_d362e26395
von	w13_d362e26399
denen	w15_d362e26402
zu	w1_d362e26407
Plauen,	w3_d362e26410
Rosenthal,	w5_d362e26413
Zwickau,	w7_d362e26416
und	w9_d362e26419
Reichenbach	w11_d362e26422
gelege	w13_d362e26426
nen	w1_d362e26431
Trupen	w3_d362e26434
stunde,	w5_d362e26437
halte,	w7_d362e26440
in	w9_d362e26443
Zwickau	w11_d362e26446
1.	w13_d362e26450
Bataillon,	w15_d362e26453
das	w17_d362e26456
von	w1_d362e26462
dannen	w3_d362e26465
abgeführt	w5_d362e26468
werdende	w7_d362e26471
Magazin	w9_d362e26474
bedecke,	w11_d362e26477
Prinz	w13_d362e26481
Heinrich	w1_d362e26486
hingegen	w3_d362e26489
mit	w5_d362e26492
der	w7_d362e26495
Armee	w9_d362e26498
bey	w11_d362e26501
Chemnitz,	w13_d362e26505
und	w15_d362e26508
Cschoppau	w1_d362e26513
in	w3_d362e26516
3.	w5_d362e26519
Lägern	w7_d362e26522
stehe,	w9_d362e26525
in	w11_d362e26528
dem	w13_d362e26532
ersten	w15_d362e26535
Ort	w17_d362e26538
aber	w19_d362e26541
sein	w21_d362e26544
Haupt=quartier	w1_d362e26549
habe.	w3_d362e26552
Ausser	w5_d362e26555
deme	w7_d362e26558
wird	w9_d362e26561
von	w11_d362e26564
denen	w13_d362e26568
Hrn.	w15_d362e26571
Generalen	w1_d362e26577
Baron	w3_d362e26580
von	w5_d362e26583
Ried,	w7_d362e26586
und	w9_d362e26589
Weczey	w11_d362e26592
raportiret	w13_d362e26596
daß	w1_d362e26601
die	w3_d362e26604
Jnsassen	w5_d362e26607
des	w7_d362e26610
Heßischen	w9_d362e26613
Gebiets	w11_d362e26616
noch	w13_d362e26620
in	w15_d362e26623
ihrer	w17_d362e26626
vori	w19_d362e26629
</p>
<p id="p16_d362e26645">
gen	w1_d362e26649
Hartnäckigkeit	w3_d362e26652
beharreten,	w5_d362e26655
und	w7_d362e26658
allen	w9_d362e26661
schuldigen	w11_d362e26664
Respeck	w13_d362e26668
ausser	w1_d362e26673
Augen	w3_d362e26676
setzeten,	w5_d362e26679
gleich	w7_d362e26682
dann	w9_d362e26685
einem	w11_d362e26688
von	w13_d362e26692
dieser	w15_d362e26695
combi	w17_d362e26698
nirten	w1_d362e26703
Armee	w3_d362e26706
nach	w5_d362e26709
Schmalkalden	w7_d362e26712
geruckten	w9_d362e26715
Kais.	w11_d362e26718
Königl.	w13_d362e26722
Commando	w1_d362e26728
bey	w3_d362e26731
erfolgter	w5_d362e26734
Annäherung	w7_d362e26737
die	w9_d362e26740
Stadt=thöre	w11_d362e26743
ver	w13_d362e26747
schlossen,	w1_d362e26752
und	w3_d362e26755
nicht	w5_d362e26758
ehender,	w7_d362e26761
dann	w9_d362e26764
bey	w11_d362e26767
Aufführung	w13_d362e26771
deren	w15_d362e26774
Stücken	w1_d362e26779
eröfnet	w3_d362e26782
worden,	w5_d362e26785
sonsten	w7_d362e26788
auch	w9_d362e26791
das	w11_d362e26794
Betragen	w13_d362e26798
keines	w15_d362e26801
wegs	w1_d362e26806
der	w3_d362e26809
Gebühr	w5_d362e26812
gleichförmig	w7_d362e26815
gewesen,	w9_d362e26818
ja	w11_d362e26821
sogar	w13_d362e26825
die	w15_d362e26828
Vorspann	w17_d362e26831
abgeschlagen	w1_d362e26837
worden	w3_d362e26840
seye.	w5_d362e26843
Und	w7_d362e26846
da	w9_d362e26849
hiernächst	w11_d362e26852
die	w13_d362e26856
Jnsassen	w15_d362e26859
von	w1_d362e26864
Häringen	w3_d362e26867
noch	w5_d362e26870
in	w7_d362e26873
dem	w9_d362e26876
letzteren	w11_d362e26879
Fruh=jahr,	w13_d362e26883
da	w15_d362e26886
ein	w17_d362e26889
Com	w19_d362e26892
mando	w1_d362e26897
des	w3_d362e26900
Löbl.	w5_d362e26903
Seczenischen	w7_d362e26906
Hussaren=regiments	w9_d362e26909
dahin	w11_d362e26912
gekommen	w1_d362e26917
ware,	w3_d362e26920
die	w5_d362e26923
Sturm=glocke	w7_d362e26926
zu	w9_d362e26929
leiten,	w11_d362e26932
einen	w13_d362e26936
Aufstand	w15_d362e26939
zu	w1_d362e26945
erregen,	w3_d362e26948
und	w5_d362e26951
sich	w7_d362e26954
mit	w9_d362e26957
gewafneter	w11_d362e26960
Hand	w13_d362e26964
solchem	w15_d362e26967
zu	w17_d362e26970
wi	w19_d362e26973
dersetzen,	w1_d362e26978
sich	w3_d362e26981
erkühnet	w5_d362e26984
hatten,	w7_d362e26987
wurde	w9_d362e26990
letzthin	w11_d362e26993
ein	w13_d362e26997
anderes	w15_d362e27000
Commando	w1_d362e27005
vom	w3_d362e27008
Löbl.	w5_d362e27011
Regiment	w7_d362e27014
dahin	w9_d362e27017
abgeschicket	w11_d362e27020
um	w13_d362e27024
die	w15_d362e27027
gehörige	w1_d362e27032
Straffe	w3_d362e27035
gegen	w5_d362e27038
dieses	w7_d362e27041
Ort	w9_d362e27044
zu	w11_d362e27047
verhängen,	w13_d362e27051
so	w15_d362e27054
selbes	w17_d362e27057
durch	w1_d362e27063
ihr	w3_d362e27066
voriges	w5_d362e27069
ganz	w7_d362e27072
widriges	w9_d362e27075
Betragen	w11_d362e27078
sich	w13_d362e27082
zugezogen	w15_d362e27085
hatte.	w1_d362e27090
</p>
<p id="p18_d362e27093">
Den	w1_d362e27097
27.	w3_d362e27100
wurde	w5_d362e27103
nichts	w7_d362e27106
veränderliches	w9_d362e27109
einberichtet,	w11_d362e27112
der	w1_d362e27117
Armee	w3_d362e27120
aber,	w5_d362e27123
sich	w7_d362e27126
marsch=fertig	w9_d362e27129
zu	w11_d362e27132
halten,	w13_d362e27136
der	w15_d362e27139
Befehl	w17_d362e27142
ertheilet,	w1_d362e27147
und	w3_d362e27150
obzwar	w5_d362e27153
selbe	w7_d362e27156
</p>
<p id="p20_d362e27159">
Den	w1_d362e27163
28.	w3_d362e27166
ihre	w5_d362e27169
dermalige	w7_d362e27172
Position	w9_d362e27175
nicht	w11_d362e27178
verliesse,	w13_d362e27182
so	w15_d362e27185
setzte	w1_d362e27190
sich	w3_d362e27193
doch	w5_d362e27196
ein	w7_d362e27199
anderes	w9_d362e27202
Corps	w11_d362e27205
nebst	w13_d362e27209
darzu	w15_d362e27212
gehöriger	w17_d362e27215
Artillerie	w1_d362e27220
unter	w3_d362e27223
Befehls=habung	w5_d362e27226
des	w7_d362e27229
Herrn	w9_d362e27232
Generalfeld	w11_d362e27235
marschall=leutenants	w1_d362e27241
Baron	w3_d362e27244
von	w5_d362e27247
Kolb	w7_d362e27250
mit	w9_d362e27253
Beygebung	w11_d362e27256
des	w13_d362e27260
Herrn	w1_d362e27265
Feld=marschall=leutenants	w3_d362e27268
von	w5_d362e27271
Anger,	w7_d362e27274
dann	w9_d362e27277
des	w11_d362e27280
die	w13_d362e27284
darzu	w1_d362e27289
bestimmte	w3_d362e27292
Cavallerie	w5_d362e27295
commandirenden	w7_d362e27298
Hrn.	w9_d362e27301
Obristen	w11_d362e27304
Baron	w1_d362e27309
von	w3_d362e27312
Seckendorf	w5_d362e27315
aus	w7_d362e27318
dem	w9_d362e27321
Lager	w11_d362e27324
nach	w13_d362e27328
Trappstadt	w15_d362e27331
in	w17_d362e27334
Marsch,	w1_d362e27340
von	w3_d362e27343
wannen	w5_d362e27346
selbes	w7_d362e27349
noch	w9_d362e27352
weiters	w11_d362e27355
abzurucken	w13_d362e27359
hat,	w15_d362e27362
wo	w1_d362e27367
indessen	w3_d362e27370
aber	w5_d362e27373
die	w7_d362e27376
Herren	w9_d362e27379
Generalen	w11_d362e27382
Baron	w13_d362e27386
Luzinsth,	w15_d362e27389
Kleefeld,	w1_d362e27394
Ried,	w3_d362e27397
und	w5_d362e27400
Weczey	w7_d362e27403
in	w9_d362e27406
ihrer	w11_d362e27409
vorigen	w13_d362e27413
Stel	w15_d362e27416
lung	w1_d362e27421
verblieben	w3_d362e27424
seynd.	w5_d362e27427
</p>
<head id="h4_d362e27435">
Nieder=sachsen	w1_d362e27439
den	w3_d362e27442
24.	w5_d362e27445
Junii.	w7_d362e27448
</head>
<p id="p6_d362e27451">
)l	w1_d362e27455
Hastede	w3_d362e27458
bey	w5_d362e27461
Bremen	w7_d362e27464
ist	w9_d362e27467
ein	w11_d362e27470
Hanöverisches	w13_d362e27474
De	w15_d362e27477
tasche	w17_d362e27480
&	w1_d362e27485
ment	w3_d362e27488
zu	w5_d362e27491
Bewahrung	w7_d362e27494
des	w9_d362e27497
aldort	w11_d362e27500
angelegten	w13_d362e27504
Heuma	w15_d362e27507
gazins	w1_d362e27512
angekommen,	w3_d362e27515
an	w5_d362e27518
dessen	w7_d362e27521
Erhaltung	w9_d362e27524
denen	w11_d362e27527
Engli	w13_d362e27531
schen	w1_d362e27537
Entrepreneurs	w3_d362e27540
um	w5_d362e27543
so	w7_d362e27546
mehrers	w9_d362e27549
gelegen	w11_d362e27552
ist,	w13_d362e27556
nachdeme	w15_d362e27559
die	w1_d362e27564
denenselben	w3_d362e27567
in	w5_d362e27570
der	w7_d362e27573
Gegend	w9_d362e27576
von	w11_d362e27579
Münden,	w13_d362e27583
Hoerten,	w15_d362e27586
und	w17_d362e27589
Geverungen	w1_d362e27594
von	w3_d362e27597
denen	w5_d362e27600
Französischen	w7_d362e27603
Trupen	w9_d362e27606
weggenom	w11_d362e27609
mene	w1_d362e27614
Magazins	w3_d362e27617
(worunter	w5_d362e27620
nebst	w7_d362e27623
anderen	w9_d362e27626
17.	w11_d362e27629
mit	w13_d362e27633
Pro	w15_d362e27636
viant	w1_d362e27642
beladene	w3_d362e27645
Schiffe,	w5_d362e27648
so	w7_d362e27651
von	w9_d362e27654
Cassel	w11_d362e27657
und	w13_d362e27661
Minden	w15_d362e27664
nach	w17_d362e27667
Hammel	w1_d362e27672
gerettet	w3_d362e27675
werden	w5_d362e27678
wollen)	w7_d362e27681
von	w9_d362e27684
weit	w11_d362e27687
mehrerer	w13_d362e27691
Wich	w15_d362e27694
tigkeit	w1_d362e27699
gewesen,	w3_d362e27702
als	w5_d362e27705
man	w7_d362e27708
sich	w9_d362e27711
anfänglich	w11_d362e27714
vorgestellet	w13_d362e27718
hat.	w1_d362e27723
Es	w3_d362e27726
ist	w5_d362e27729
dieser	w7_d362e27732
glückliche	w9_d362e27735
Streich	w11_d362e27738
durch	w13_d362e27742
die	w15_d362e27745
von	w17_d362e27748
dem	w19_d362e27751
Herzog	w1_d362e27757
von	w3_d362e27760
Broglie	w5_d362e27763
gleich	w7_d362e27766
nach	w9_d362e27769
der	w11_d362e27772
Einnahm	w13_d362e27776
von	w15_d362e27779
Cassel	w17_d362e27782
und	w1_d362e27787
Münden	w3_d362e27790
detaschirte	w5_d362e27793
leichte	w7_d362e27796
Trupen	w9_d362e27799
ausgeführet	w11_d362e27802
wor	w13_d362e27806
den,	w1_d362e27811
durch	w3_d362e27814
welche	w5_d362e27817
er	w7_d362e27820
zugleich	w9_d362e27823
die	w11_d362e27826
in	w13_d362e27830
der	w15_d362e27833
Gegend	w17_d362e27836
von	w19_d362e27839
Hoer	w21_d362e27842
ten	w1_d362e27847
und	w3_d362e27850
Beverungen	w5_d362e27853
befindliche	w7_d362e27856
Defileen	w9_d362e27859
occupiren	w11_d362e27862
lassen.	w13_d362e27866
Das	w1_d362e27872
aus	w3_d362e27875
mehr	w5_d362e27878
als	w7_d362e27881
1000.	w9_d362e27884
Kranken,	w11_d362e27887
und	w13_d362e27891
Bleßirten	w15_d362e27894
be	w17_d362e27897
stehende	w1_d362e27902
Hospital	w3_d362e27905
zu	w5_d362e27908
Preußisch=Minden	w7_d362e27911
ist	w9_d362e27914
bereits	w11_d362e27917
vor	w13_d362e27921
8.	w1_d362e27926
Tägen	w3_d362e27929
zu	w5_d362e27932
Schiffe	w7_d362e27935
nach	w9_d362e27938
Nienburg,	w11_d362e27941
und	w13_d362e27945
von	w15_d362e27948
da	w17_d362e27951
weiter	w19_d362e27954
nach	w1_d362e27959
Verden	w3_d362e27962
transportiret	w5_d362e27965
worden.	w7_d362e27968
Das	w9_d362e27971
grosse	w11_d362e27974
Osna	w13_d362e27978
drücker	w1_d362e27984
Hospital	w3_d362e27987
aber	w5_d362e27990
ist	w7_d362e27993
am	w9_d362e27996
20.	w11_d362e27999
in	w13_d362e28003
aller	w15_d362e28006
Eil,	w17_d362e28009
und	w19_d362e28012
zwar	w21_d362e28015
</p>
<p id="p8_d362e28018">
zu	w1_d362e28022
Land,	w3_d362e28025
nach	w5_d362e28028
vorgedachten	w7_d362e28031
Verden,	w9_d362e28034
und	w11_d362e28037
wie	w13_d362e28041
einige	w15_d362e28044
mei	w17_d362e28047
nen,	w1_d362e28052
gar	w3_d362e28055
nach	w5_d362e28058
Bremer=Vörde	w7_d362e28061
gebracht	w9_d362e28064
worden,	w11_d362e28067
anstatt	w13_d362e28071
dessen	w1_d362e28076
aber	w3_d362e28079
den	w5_d362e28082
21sten	w7_d362e28085
Dieses	w9_d362e28088
die	w11_d362e28091
sammentliche	w13_d362e28095
schwere	w15_d362e28098
Bagage	w1_d362e28104
der	w3_d362e28107
alliirten	w5_d362e28110
Armee	w7_d362e28113
zu	w9_d362e28116
Osnabrück	w11_d362e28119
aus	w13_d362e28123
Münster	w15_d362e28126
eingetroffen,	w1_d362e28131
auch	w3_d362e28134
noch	w5_d362e28137
den	w7_d362e28140
nämlichen	w9_d362e28143
Tag	w11_d362e28146
das	w13_d362e28150
ganze	w15_d362e28153
Engländische	w1_d362e28158
Commissariat	w3_d362e28161
von	w5_d362e28164
Münster	w7_d362e28167
daselbst	w9_d362e28170
erwar	w11_d362e28173
tet	w1_d362e28178
worden;	w3_d362e28181
gleich	w5_d362e28184
dann	w7_d362e28187
die	w9_d362e28190
beyden	w11_d362e28193
Haupt=entrepreneurs	w13_d362e28197
Catlor,	w1_d362e28203
und	w3_d362e28206
Prado	w5_d362e28209
allda	w7_d362e28212
angekommen,	w9_d362e28215
nicht	w11_d362e28218
minder	w13_d362e28222
der	w15_d362e28225
Hanöberische	w1_d362e28230
Kriegs=raht	w3_d362e28233
von	w5_d362e28236
Münchhausen,	w7_d362e28239
seinen	w9_d362e28242
Berg	w1_d362e28247
nach	w3_d362e28250
Hanover	w5_d362e28253
nehmend,	w7_d362e28256
allda	w9_d362e28259
paßiret	w11_d362e28262
ist.	w13_d362e28266
</p>
<p id="p12_d362e28272">
Jn	w1_d362e28276
Ost=frießland	w3_d362e28279
solle	w5_d362e28282
mall	w7_d362e28285
die	w9_d362e28288
bey	w11_d362e28291
der	w13_d362e28295
alliirten	w15_d362e28298
Ar	w17_d362e28301
mee	w1_d362e28306
befindliche	w3_d362e28309
Engländer	w5_d362e28312
mit	w7_d362e28315
ehesten	w9_d362e28318
erwarten,	w11_d362e28321
und	w13_d362e28325
wol	w15_d362e28328
len	w1_d362e28333
einige	w3_d362e28336
glauben,	w5_d362e28339
daß	w7_d362e28342
der	w9_d362e28345
Prinz	w11_d362e28348
Ferdinand	w13_d362e28352
selbsten	w15_d362e28355
wün	w17_d362e28358
schet,	w1_d362e28364
dieser	w3_d362e28367
Trupen	w5_d362e28370
mit	w7_d362e28373
guter	w9_d362e28376
Art	w11_d362e28379
loß	w13_d362e28383
zu	w15_d362e28386
werden,	w17_d362e28389
weilen	w19_d362e28392
selbige	w1_d362e28397
an	w3_d362e28400
die	w5_d362e28403
bey	w7_d362e28406
der	w9_d362e28409
alliirten	w11_d362e28412
Armee	w13_d362e28416
diese	w15_d362e28419
ganze	w17_d362e28422
Zeit	w19_d362e28425
her	w21_d362e28428
gehabte	w1_d362e28433
Strapatzen,	w3_d362e28436
und	w5_d362e28439
stätige	w7_d362e28442
Hin	w9_d362e28445
und	w11_d362e28448
Her=marsche	w13_d362e28452
sich	w15_d362e28455
nicht	w1_d362e28460
recht	w3_d362e28463
gewöhnen	w5_d362e28466
wollen;	w7_d362e28469
auch	w9_d362e28472
sollen	w11_d362e28475
die	w13_d362e28479
bey	w15_d362e28482
gedach	w17_d362e28485
ter	w1_d362e28491
Armee	w3_d362e28494
befindliche	w5_d362e28497
Hessen	w7_d362e28500
äusserst	w9_d362e28503
mißvergnüget	w11_d362e28506
seyn,	w13_d362e28510
und	w1_d362e28515
schlechte	w3_d362e28518
Lust	w5_d362e28521
bezeigen,	w7_d362e28524
sich	w9_d362e28527
in	w11_d362e28530
einer	w13_d362e28534
vorfallenden	w15_d362e28537
Gele	w17_d362e28540
genheit	w1_d362e28545
weiters	w3_d362e28548
zu	w5_d362e28551
sacrificiren,	w7_d362e28554
nachdeme	w9_d362e28557
ihr	w11_d362e28560
Vatter=land	w13_d362e28564
nunmehro	w1_d362e28569
zum	w3_d362e28572
drittenmal	w5_d362e28575
denen	w7_d362e28578
Französischen	w9_d362e28581
Trupen	w11_d362e28584
Preiß	w1_d362e28590
gegeben,	w3_d362e28593
und	w5_d362e28596
zu	w7_d362e28599
dessen	w9_d362e28602
Defension	w11_d362e28605
von	w13_d362e28609
Hanöveri	w15_d362e28612
scher	w1_d362e28617
Seite	w3_d362e28620
niemalen	w5_d362e28623
ein	w7_d362e28626
rechter	w9_d362e28629
Ernst	w11_d362e28632
gezeiget	w13_d362e28636
worden.	w15_d362e28639
Dahingegen	w1_d362e28644
wird	w3_d362e28647
das	w5_d362e28650
großmütige	w7_d362e28653
Betragen	w9_d362e28656
des	w11_d362e28659
Herrn	w13_d362e28663
Herzogs	w1_d362e28668
von	w3_d362e28671
Broglie,	w5_d362e28674
und	w7_d362e28677
die	w9_d362e28680
vortrefliche	w11_d362e28683
Disciplin	w13_d362e28687
der	w15_d362e28690
unter	w1_d362e28696
seinem	w3_d362e28699
Commando	w5_d362e28702
stehenden	w7_d362e28705
Trupen	w9_d362e28708
von	w11_d362e28711
allen	w13_d362e28715
Hes	w15_d362e28718
sen,	w1_d362e28723
vom	w3_d362e28726
Grösten	w5_d362e28729
bis	w7_d362e28732
zum	w9_d362e28735
Niedrigsten	w11_d362e28738
mit	w13_d362e28742
denen	w15_d362e28745
allergrö	w17_d362e28748
sten	w1_d362e28753
Lob=sprüchen	w3_d362e28756
erhoben,	w5_d362e28759
und	w7_d362e28762
ihnen	w9_d362e28765
offentlich	w11_d362e28768
nachgerüh	w13_d362e28772
met,	w1_d362e28777
daß	w3_d362e28780
solche	w5_d362e28783
ihre	w7_d362e28786
eigene	w9_d362e28789
alliirte	w11_d362e28792
Trupen	w13_d362e28796
in	w15_d362e28799
guter	w17_d362e28802
Ord	w19_d362e28805
nung	w1_d362e28811
und	w3_d362e28814
Menschen=liebe	w5_d362e28817
weit	w7_d362e28820
übertreffen.	w9_d362e28823
</p>
<head id="h2_d362e28830">
Wien	w1_d362e28834
den	w3_d362e28837
4.	w5_d362e28840
Julii.	w7_d362e28843
</head>
<p id="p4_d362e28846">
AUs	w1_d362e28850
dem	w3_d362e28853
Lager	w5_d362e28856
bey	w7_d362e28859
Wilschitz	w9_d362e28862
hat	w11_d362e28865
man,	w13_d362e28869
daß	w15_d362e28872
die	w17_d362e28875
Feinde	w19_d362e28878
den	w21_d362e28881
30.	w1_d362e28886
Junii	w3_d362e28889
bey	w5_d362e28892
Weißwasser	w7_d362e28895
die	w9_d362e28898
bey	w11_d362e28901
dem	w13_d362e28905
de	w15_d362e28908
Villischen	w17_d362e28911
Corps	w1_d362e28916
sich	w3_d362e28919
befindliche	w5_d362e28922
Croaten	w7_d362e28925
angegriffen,	w9_d362e28928
von	w11_d362e28931
diesen	w13_d362e28935
aber	w15_d362e28938
dergestalten	w1_d362e28944
empfangen	w3_d362e28947
worden	w5_d362e28950
seynd,	w7_d362e28953
daß	w9_d362e28956
sie	w11_d362e28959
nicht	w13_d362e28963
allein	w15_d362e28966
viele	w1_d362e28971
Todte	w3_d362e28974
(darunter	w5_d362e28977
2.	w7_d362e28980
Majors,	w9_d362e28983
und	w11_d362e28986
1.	w13_d362e28990
Haupt=mann	w15_d362e28993
)	w1_d362e28998
sondern	w3_d362e29001
auch	w5_d362e29004
2.	w7_d362e29007
Stücke	w9_d362e29010
auf	w11_d362e29013
dem	w13_d362e29017
Platz	w15_d362e29020
zuruck	w17_d362e29023
ge	w19_d362e29026
seynd	w1_d362e29031
lassen,	w1_d362e29037
dahingegen	w3_d362e29040
unserer	w5_d362e29043
Seits	w7_d362e29046
der	w9_d362e29049
Verlust	w11_d362e29052
sehr	w13_d362e29056
gering	w15_d362e29059
gewesen,	w1_d362e29064
wovon	w3_d362e29067
demnächsten	w5_d362e29070
ein	w7_d362e29073
ausführlichet	w9_d362e29076
Bericht	w1_d362e29081
erwartet	w3_d362e29084
wird.	w5_d362e29087
</p>
</doc>
