<doc id="wr_1758-10-04" attrs="word" year="1758" month="10" day="04" corpus="2">
<head id="h2_d284e3507">
Smirna	w1_d284e3511
Ausbleibende	w11_d284e25121
nicht	w13_d284e25125
mehr	w1_d284e25130
gehöret,	w3_d284e25133
sondern	w5_d284e25136
von	w7_d284e25139
ersagtGeneralfeld	w9_d284e25142
marchall=leutenant	w1_d284e25148
von	w3_d284e25151
Moroz	w5_d284e25154
Verlassenschafts	w7_d284e25157
massa	w1_d284e25162
gänzlichen	w3_d284e25165
ausgeschlossen,	w5_d284e25168
denenselben	w7_d284e25171
das	w9_d284e25174
ewige	w1_d284e25179
Stillschweigen	w3_d284e25182
auferleget,	w5_d284e25185
die	w7_d284e25188
nicht	w9_d284e25191
Liqui-	w11_d284e25194
dirende	w1_d284e25199
aber	w3_d284e25202
ex	w5_d284e25205
Officio	w7_d284e25208
abgewiesen	w9_d284e25211
werden	w11_d284e25214
sollen.	w13_d284e25218
Wornach	w1_d284e25224
sich	w3_d284e25227
ein	w5_d284e25230
jeder	w7_d284e25233
Jntereßirter	w9_d284e25236
zu	w11_d284e25239
richten,	w13_d284e25243
und	w1_d284e25248
seinem	w3_d284e25251
Recht	w5_d284e25254
zu	w7_d284e25257
invigiliren	w9_d284e25260
wissen	w11_d284e25263
wird.	w13_d284e25267
</p>
<p id="p14_d284e25270">
Von	w1_d284e25274
Jhro	w3_d284e25277
Hochwürden	w5_d284e25280
und	w7_d284e25283
Gnaden	w9_d284e25286
Hrn.	w11_d284e25289
Offi	w13_d284e25293
gialen	w1_d284e25298
&	w3_d284e25301
Venerabili	w5_d284e25304
Consistorio	w7_d284e25307
Archi-Episeopali,	w9_d284e25310
Viennensi,	w1_d284e25315
wegen	w3_d284e25318
des	w5_d284e25321
weil.	w7_d284e25324
Hrn.	w9_d284e25327
Johann	w11_d284e25330
Heinrich	w13_d284e25334
von	w1_d284e25340
Thonheim	w3_d284e25343
in	w5_d284e25346
Graben	w7_d284e25349
geweste	w9_d284e25352
K.	w11_d284e25355
K.	w13_d284e25359
Hauptman.	w15_d284e25362
seel.	w1_d284e25367
nachgelassenen	w3_d284e25370
Erben	w5_d284e25373
mit	w7_d284e25376
diesem	w9_d284e25379
offentlichen	w11_d284e25382
Edict	w1_d284e25387
hiemit	w3_d284e25390
anzufügen,	w5_d284e25393
es	w7_d284e25396
habe	w9_d284e25399
die	w11_d284e25402
Anna	w13_d284e25406
Maria.	w15_d284e25409
Elconora	w1_d284e25414
Cösterin,	w3_d284e25417
durch	w5_d284e25420
den	w7_d284e25423
unterm	w9_d284e25426
30.	w11_d284e25429
Junii	w13_d284e25433
die	w15_d284e25436
ses	w1_d284e25442
Jahrs	w3_d284e25445
bey	w5_d284e25448
diesem	w7_d284e25451
Erz=bischöfl.	w9_d284e25454
Consistorio	w11_d284e25457
pu	w13_d284e25461
blicirten	w1_d284e25466
Abschied	w3_d284e25469
aufgetragenen	w5_d284e25472
Juraments	w7_d284e25475
eine	w9_d284e25478
Tagsatzung	w1_d284e25483
nachfolgenden	w3_d284e25486
Jnhalts	w5_d284e25489
ausgewürket,	w7_d284e25492
nat,	w1_d284e25497
und	w3_d284e25500
wird	w5_d284e25503
zu	w7_d284e25506
Ablegung	w9_d284e25509
invermeldeten	w11_d284e25512
Jura	w13_d284e25516
ments	w1_d284e25522
der	w3_d284e25525
3te	w5_d284e25528
kommenden	w7_d284e25531
Monats	w9_d284e25534
Novembris	w11_d284e25537
Fruhe	w1_d284e25542
um	w3_d284e25545
9.	w5_d284e25548
Uhr	w7_d284e25551
bestimmet,	w9_d284e25554
wobey	w11_d284e25557
die	w13_d284e25561
Thonhei	w15_d284e25564
mische	w1_d284e25569
Erben	w3_d284e25572
entweder	w5_d284e25575
persönlich,	w7_d284e25578
oder	w9_d284e25581
durch	w11_d284e25584
einen	w13_d284e25588
genugsam	w1_d284e25593
Bevollmächtigten	w3_d284e25596
alsogewiß	w5_d284e25599
zu	w7_d284e25602
erschei	w9_d284e25605
nen	w1_d284e25611
haben	w3_d284e25614
werden,	w5_d284e25617
als	w7_d284e25620
im	w9_d284e25623
widrigen	w11_d284e25626
von	w13_d284e25630
der	w15_d284e25633
Impe-	w17_d284e25636
trantin	w1_d284e25641
das	w3_d284e25644
Jurament	w5_d284e25647
ex	w7_d284e25650
officib	w9_d284e25653
aufgenommen	w11_d284e25656
werden	w1_d284e25661
wurde,	w3_d284e25664
und	w5_d284e25667
solle	w7_d284e25670
diese	w9_d284e25673
Verordnung	w11_d284e25676
denen	w13_d284e25680
Gegentheilen	w1_d284e25685
nicht	w3_d284e25688
allein	w5_d284e25691
per	w7_d284e25694
Edictum	w9_d284e25697
ad	w11_d284e25700
7alvas,	w13_d284e25704
</p>
<head id="h2_d284e25710">
EDICT.	w1_d284e25714
</head>
<p id="p4_d284e25717">
so	w1_d284e25721
bey	w3_d284e25724
der	w5_d284e25727
Catzley	w7_d284e25730
auszufertigen,	w9_d284e25733
sondern	w11_d284e25736
auch	w13_d284e25740
in	w15_d284e25743
die	w17_d284e25746
offentliche	w1_d284e25751
Zeitungs=blätter	w3_d284e25754
zu	w5_d284e25757
drey	w7_d284e25760
verschiedenen	w9_d284e25763
malen	w1_d284e25768
intimiret	w3_d284e25771
werden.	w5_d284e25774
</p>
<p id="p6_d284e25777">
Solchemnach	w1_d284e25781
hat	w3_d284e25784
man	w5_d284e25787
ihnen	w7_d284e25790
dermalen	w9_d284e25793
unwis	w11_d284e25796
senden	w1_d284e25801
von	w3_d284e25804
Thonheimischen	w5_d284e25807
Erben	w7_d284e25810
obige	w9_d284e25813
auf	w11_d284e25816
den	w13_d284e25820
3.	w1_d284e25825
Novembr.	w3_d284e25828
mit	w5_d284e25831
besagter	w7_d284e25834
Clausul	w9_d284e25837
angeordnete	w11_d284e25840
Tag	w13_d284e25844
satzung	w1_d284e25850
durch	w3_d284e25853
dieses	w5_d284e25856
Valval-edict	w7_d284e25859
hiemit	w9_d284e25862
intimiren	w11_d284e25865
wollen.	w1_d284e25870
Ex	w3_d284e25873
Consistorio	w5_d284e25876
den	w7_d284e25879
21.	w9_d284e25882
Aug.	w11_d284e25885
1758.	w13_d284e25889
</p>
<p id="p8_d284e25892">
Den	w1_d284e25896
13ten	w3_d284e25899
Novembr.	w5_d284e25902
dieses	w7_d284e25905
1758.	w9_d284e25908
Jahr	w11_d284e25911
fruhe	w13_d284e25915
um	w1_d284e25920
9.	w3_d284e25923
Uhr	w5_d284e25926
haben	w7_d284e25929
all,	w9_d284e25932
und	w11_d284e25935
jede	w13_d284e25939
(welche	w15_d284e25942
an	w17_d284e25945
die	w19_d284e25948
Verlassenschaft	w1_d284e25953
des	w3_d284e25956
verstorbenen	w5_d284e25959
Joseph	w7_d284e25962
Kaisers	w9_d284e25965
eines	w1_d284e25971
gewest	w3_d284e25974
vacirenden	w5_d284e25977
Aufwarters,	w7_d284e25980
Schulden	w9_d284e25983
oder	w1_d284e25988
Erbschafts	w3_d284e25991
halber	w5_d284e25994
einige	w7_d284e25997
Sprüch,	w9_d284e26000
und	w11_d284e26003
For	w13_d284e26007
derungen	w1_d284e26012
zu	w3_d284e26015
machen	w5_d284e26018
vermeinen)	w7_d284e26021
in	w9_d284e26024
der	w11_d284e26027
Dom	w13_d284e26031
Capitlischen	w1_d284e26036
Hof=meister=amts=canzley	w3_d284e26039
in	w5_d284e26042
sogenan	w7_d284e26045
ten	w1_d284e26051
Zwettl=hof	w3_d284e26054
nächst	w5_d284e26057
St.	w7_d284e26060
Stephan	w9_d284e26063
sub	w11_d284e26066
Clansul-	w13_d284e26070
præclusi	w1_d284e26075
zu	w3_d284e26078
erscheinen,	w5_d284e26081
und	w7_d284e26084
unter	w9_d284e26087
einst	w11_d284e26090
zu	w13_d284e26094
liqui-	w15_d284e26097
diren.	w1_d284e26102
</p>
<p id="p10_d284e26105">
Bey	w1_d284e26109
Johann	w3_d284e26112
Jacob	w5_d284e26115
Lidl	w7_d284e26118
Kupfer=stechern	w9_d284e26121
im	w11_d284e26124
Do	w13_d284e26128
ctor	w1_d284e26133
Deimlischen	w3_d284e26136
Haus	w5_d284e26139
neben	w7_d284e26142
der	w9_d284e26145
Heil.	w11_d284e26148
Dreyfal	w13_d284e26152
tigkeit	w1_d284e26157
ist	w3_d284e26160
zu	w5_d284e26163
haben:	w7_d284e26166
Eine	w9_d284e26169
neue	w11_d284e26172
und	w13_d284e26176
aecurate	w15_d284e26179
Land	w17_d284e26182
karte	w1_d284e26188
des	w3_d284e26191
Mittägig	w5_d284e26194
Ober=sächsischen	w7_d284e26197
H.	w9_d284e26200
R.	w11_d284e26203
Reichs	w13_d284e26207
kreises	w1_d284e26212
des	w3_d284e26215
Chur=herzogtums	w5_d284e26218
Sachsen,	w7_d284e26221
Marggraf	w9_d284e26224
tum	w1_d284e26229
Meissen,	w3_d284e26232
und	w5_d284e26235
Land=grafschaft	w7_d284e26238
Thuringen	w9_d284e26241
be	w11_d284e26244
greiffend,	w1_d284e26249
worbey	w3_d284e26252
auch	w5_d284e26255
nicht	w7_d284e26258
allein	w9_d284e26261
die	w11_d284e26264
daran	w13_d284e26268
grän	w15_d284e26271
zende	w1_d284e26277
Sächs.	w3_d284e26280
Marggrafschaften	w5_d284e26283
Ober	w7_d284e26286
und	w9_d284e26289
Nie	w11_d284e26292
der=laußnitz	w1_d284e26297
nebst	w3_d284e26300
dem	w5_d284e26303
Preußisch	w7_d284e26306
im	w9_d284e26309
Niedersächsi	w11_d284e26312
schen	w1_d284e26317
Reichs=kreis	w3_d284e26320
ligenden	w5_d284e26323
Herzogtum	w7_d284e26326
Magdeburg	w9_d284e26329
und	w1_d284e26334
Fürstentum	w3_d284e26337
Halberstadt,	w5_d284e26340
sondern	w7_d284e26343
auch	w9_d284e26346
ein	w11_d284e26349
grosser	w1_d284e26355
Theil	w3_d284e26358
deren	w5_d284e26361
noch	w7_d284e26364
weiters	w9_d284e26367
daran	w11_d284e26370
gränzenden	w13_d284e26374
NiedersächsischOberrheinischFränkisch	w1_d284e26379
und	w3_d284e26382
Chur=bayrischen	w1_d284e26387
Reichs=kreisen,	w3_d284e26390
dann	w5_d284e26393
des	w7_d284e26396
König	w9_d284e26399
reichs	w1_d284e26404
Böhmens,	w3_d284e26407
Herzogtums	w5_d284e26410
Schlesiens,	w7_d284e26413
Marg	w9_d284e26416
graftum	w1_d284e26422
Chur=brandenburgs,	w3_d284e26425
und	w5_d284e26428
Königreich	w7_d284e26431
Pohlens	w1_d284e26436
befindlich,	w3_d284e26439
auch	w5_d284e26442
in	w7_d284e26445
die	w9_d284e26448
kleinere	w11_d284e26451
innländi	w13_d284e26455
sche	w1_d284e26460
Reichs=kreise,	w3_d284e26463
Bistümer,	w5_d284e26466
Herzog	w7_d284e26469
und	w9_d284e26472
Fürsten	w11_d284e26475
tümer,	w1_d284e26480
Grafschaften,	w3_d284e26483
Baronien	w5_d284e26486
rc.	w7_d284e26489
noch	w9_d284e26492
weiters	w11_d284e26495
eingetheilet,	w1_d284e26501
und	w3_d284e26504
mit	w5_d284e26507
Compas,	w7_d284e26510
und	w9_d284e26513
Mags=stäben,	w11_d284e26516
dann	w1_d284e26521
einen	w3_d284e26524
ordentlichen	w5_d284e26527
Register	w7_d284e26530
bestens	w9_d284e26533
versehen,	w11_d284e26536
sauber	w1_d284e26541
illuminirter	w3_d284e26544
das	w5_d284e26547
Exemplar	w7_d284e26550
à	w9_d284e26553
1.	w11_d284e26556
fl.	w13_d284e26560
30.	w15_d284e26563
kr.	w17_d284e26566
in	w1_d284e26571
Futterall	w3_d284e26574
aber	w5_d284e26577
gleichfalls	w7_d284e26580
illuminirter	w9_d284e26583
à	w11_d284e26586
1.	w13_d284e26590
fl.	w15_d284e26593
45.	w1_d284e26599
kr.	w3_d284e26602
</p>
<p id="p12_d284e26606">
Jn	w1_d284e26610
der	w3_d284e26613
Kurzböckischen	w5_d284e26616
Buch=druckerey	w7_d284e26619
in	w9_d284e26622
der	w1_d284e26627
Bogner=gasse	w3_d284e26630
im	w5_d284e26633
Hof=glaserischen	w7_d284e26636
Haus	w9_d284e26639
im	w1_d284e26644
ersten	w3_d284e26647
Stock	w5_d284e26650
ist	w7_d284e26653
zu	w9_d284e26656
haben:	w11_d284e26659
Des	w13_d284e26663
in	w15_d284e26666
denen	w17_d284e26669
letzten	w1_d284e26675
Zügen	w3_d284e26678
ligenden	w5_d284e26681
Herrn	w7_d284e26684
Groß,	w9_d284e26687
Zeitungs	w11_d284e26690
schreibers	w1_d284e26695
in	w3_d284e26698
Erlangen,	w5_d284e26701
poetisches	w7_d284e26704
Schreiben	w9_d284e26707
an	w1_d284e26712
sein	w3_d284e26715
partheyisches	w5_d284e26718
Herzens=brüderchen	w7_d284e26721
Herrn	w1_d284e26726
Krause,	w3_d284e26729
Berlinischen	w5_d284e26732
Zeitungsschrei	w7_d284e26735
ber,	w1_d284e26741
NB.	w3_d284e26744
Seine	w5_d284e26747
Reumütige	w7_d284e26750
Ab=bitt	w9_d284e26753
an	w11_d284e26756
das	w13_d284e26760
Erz=haus	w1_d284e26765
von	w3_d284e26768
Oesterreich	w5_d284e26771
enthaltend	w7_d284e26774
à	w9_d284e26777
7.	w11_d284e26780
Kr.	w13_d284e26784
</p>
<head id="h2_d284e26826">
OURNAL	w1_d284e26830
Aus	w1_d284e26835
dem	w3_d284e26838
Kaiserl.	w5_d284e26841
Königl.	w7_d284e26844
Haupt=quartier	w9_d284e26847
Stolpen	w11_d284e26850
vom	w1_d284e26855
23.	w3_d284e26858
bis	w5_d284e26861
27.	w7_d284e26864
September	w9_d284e26867
1758.	w11_d284e26870
DEn	w1_d284e26876
23.	w3_d284e26879
fiele	w5_d284e26882
weder	w7_d284e26885
dies	w9_d284e26888
noch	w11_d284e26891
feindlicher	w13_d284e26895
Seits	w15_d284e26898
etwas	w17_d284e26901
veränderliches	w19_d284e26904
vor.	w1_d284e26909
Die	w3_d284e26912
eingefallene	w5_d284e26915
ungestimme	w7_d284e26918
Witterung	w9_d284e26921
verhinderte	w11_d284e26924
sogar	w13_d284e26928
beyderseitig	w1_d284e26933
auf	w3_d284e26936
denen	w5_d284e26939
Vor=posten	w7_d284e26942
stehende	w9_d284e26945
Partheyen	w11_d284e26948
mit	w13_d284e26952
einander	w15_d284e26955
an	w17_d284e26958
</head>
<p id="p4_d284e26961">
zubinden,	w1_d284e26965
und	w3_d284e26968
sich,	w5_d284e26971
wie	w7_d284e26974
sonst	w9_d284e26977
üblich,	w11_d284e26980
unter	w13_d284e26984
einander	w15_d284e26987
zu	w17_d284e26990
beunruhigen.	w19_d284e26993
</p>
<p id="p6_d284e26996">
Den	w1_d284e27000
24.	w3_d284e27003
begabe	w5_d284e27006
sich	w7_d284e27009
der	w9_d284e27012
commandirende	w11_d284e27015
General=feld=marschall	w13_d284e27019
Graf	w1_d284e27024
von	w3_d284e27027
Daun	w5_d284e27030
schon	w7_d284e27033
mit	w9_d284e27036
dem	w11_d284e27039
frühesten	w13_d284e27043
Morgen	w15_d284e27046
von	w17_d284e27049
hier	w19_d284e27052
zu	w21_d284e27055
dem	w23_d284e27058
Corps	w25_d284e27062
des	w1_d284e27067
General=feld=marschall=leutenants	w3_d284e27070
von	w5_d284e27073
Laudohn,	w7_d284e27076
und	w9_d284e27079
die	w11_d284e27082
dort	w13_d284e27086
herum	w15_d284e27089
gelegene	w1_d284e27095
Gegend,	w3_d284e27098
alwo	w5_d284e27101
derselbe	w7_d284e27104
mehrmalen	w9_d284e27107
die	w11_d284e27110
Position	w13_d284e27114
des	w15_d284e27117
Feindes,	w17_d284e27120
und	w19_d284e27123
dessen	w1_d284e27128
Lager,	w3_d284e27131
dann	w5_d284e27134
die	w7_d284e27137
dahin	w9_d284e27140
führende	w11_d284e27143
Wege,	w13_d284e27147
und	w15_d284e27150
Zugänge	w17_d284e27153
in	w19_d284e27156
Begleitung	w21_d284e27159
des	w1_d284e27164
General=feld=marschall=leutenants,	w3_d284e27167
und	w5_d284e27170
General=quartier=meisters	w7_d284e27173
von	w1_d284e27178
Lacy	w3_d284e27181
recognoscirte.	w5_d284e27184
</p>
<p id="p8_d284e27187">
Die	w1_d284e27191
vorher=gegangene	w3_d284e27194
Nacht	w5_d284e27197
hindurch	w7_d284e27200
liesse	w9_d284e27203
oberwehnter	w11_d284e27206
General	w13_d284e27210
von	w1_d284e27215
Laudohn	w3_d284e27218
die	w5_d284e27221
feindliche	w7_d284e27224
Feld=wachten,	w9_d284e27227
und	w11_d284e27230
Piqueter	w13_d284e27234
durch	w15_d284e27237
die	w17_d284e27240
beyha	w19_d284e27243
bende	w1_d284e27248
Hussaren	w3_d284e27251
und	w5_d284e27254
Croaten	w7_d284e27257
der	w9_d284e27260
Gewohnheit	w11_d284e27263
nach,	w13_d284e27267
und	w15_d284e27270
zur	w17_d284e27273
Beförderung	w19_d284e27276
der	w21_d284e27279
gegentheiligen	w1_d284e27285
Desertion	w3_d284e27288
mit	w5_d284e27291
sehr	w7_d284e27294
gutem	w9_d284e27297
Erfolg	w11_d284e27300
allarmiren,	w13_d284e27304
gestalten	w15_d284e27307
gleich	w1_d284e27312
darauf	w3_d284e27315
wiederholter	w5_d284e27318
Dingen	w7_d284e27321
eine	w9_d284e27324
namhafte	w11_d284e27327
Anzahl	w13_d284e27331
feindlicher	w15_d284e27334
Aus	w17_d284e27337
reisser	w1_d284e27342
sich	w3_d284e27345
bey	w5_d284e27348
dem	w7_d284e27351
Corps	w9_d284e27354
vorberührten	w11_d284e27357
Generalens	w13_d284e27361
einfanden.	w15_d284e27364
</p>
<p id="p10_d284e27367">
Nämlichen	w1_d284e27371
Tag	w3_d284e27374
langte	w5_d284e27377
der	w7_d284e27380
General=feld=zeug=meister	w9_d284e27383
Prinz	w11_d284e27386
von	w13_d284e27390
Ba	w15_d284e27393
den=durlach	w1_d284e27398
um	w3_d284e27401
Mittags=zeit	w5_d284e27404
bey	w7_d284e27407
dem	w9_d284e27410
commandirenden	w11_d284e27413
Generalfeldmar	w13_d284e27417
schallen	w1_d284e27422
dahier	w3_d284e27425
im	w5_d284e27428
Haupt=quartier	w7_d284e27431
an.	w9_d284e27434
Er	w11_d284e27437
erhielte	w13_d284e27441
von	w15_d284e27444
solchem	w17_d284e27447
verschie	w19_d284e27450
dene	w1_d284e27456
Ordres,	w3_d284e27459
und	w5_d284e27462
Jnstructiones	w7_d284e27465
über	w9_d284e27468
eine	w11_d284e27471
mit	w13_d284e27475
dem	w15_d284e27478
dessen	w17_d284e27481
Commando	w19_d284e27484
an	w21_d284e27487
vertrauten	w1_d284e27492
Corps	w3_d284e27495
vorzunehmen	w5_d284e27498
habende	w7_d284e27501
Bewegung,	w9_d284e27504
und	w11_d284e27507
verfügte	w13_d284e27511
sich	w15_d284e27514
als	w17_d284e27517
dann	w1_d284e27522
gegen	w3_d284e27525
Abend	w5_d284e27528
dahin	w7_d284e27531
zuruck.	w9_d284e27534
</p>
<p id="p12_d284e27538">
Desgleichen	w1_d284e27542
hatte	w3_d284e27545
der	w5_d284e27548
commandirende	w7_d284e27551
General=feld=marschall	w9_d284e27554
Graf	w11_d284e27557
von	w1_d284e27562
Daun	w3_d284e27565
auch	w5_d284e27568
albereits	w7_d284e27571
mit	w9_d284e27574
dem	w11_d284e27577
Corps	w13_d284e27581
des	w15_d284e27584
Generalen	w17_d284e27587
von	w19_d284e27590
Laudohn	w21_d284e27593
ei	w23_d284e27596
</p>
<p id="p16_d284e27601">
ne	w1_d284e27605
Abänderung	w3_d284e27608
beschlossen,	w5_d284e27611
und	w7_d284e27614
dieses	w9_d284e27617
nacher	w11_d284e27620
Bischofswerda	w13_d284e27624
abrucken	w15_d284e27627
zu	w1_d284e27632
lassen	w3_d284e27635
angetragen;	w5_d284e27638
deme	w7_d284e27641
zufolge	w9_d284e27644
brache	w11_d284e27647
solches	w13_d284e27651
</p>
<p id="p18_d284e27654">
Den	w1_d284e27658
25.	w3_d284e27661
noch	w5_d284e27664
vor	w7_d284e27667
Tags	w9_d284e27670
aus	w11_d284e27673
seinem	w13_d284e27677
Lager	w15_d284e27680
auf,	w17_d284e27683
und	w19_d284e27686
verfolgte	w21_d284e27689
seinen	w23_d284e27692
Marsch	w1_d284e27697
in	w3_d284e27700
die	w5_d284e27703
neu=bestimmte	w7_d284e27706
Position,	w9_d284e27709
bey	w11_d284e27712
dessen	w13_d284e27716
dortiger	w15_d284e27719
Einruckung	w17_d284e27722
fanden	w1_d284e27727
die	w3_d284e27730
von	w5_d284e27733
demselben	w7_d284e27736
ausgeschickte	w9_d284e27739
Commandi	w11_d284e27742
zu	w13_d284e27746
Gellenau,	w15_d284e27749
Weis	w17_d284e27752
sach,	w1_d284e27758
und	w3_d284e27761
Gerstorf	w5_d284e27764
allenthalben	w7_d284e27767
starke	w9_d284e27770
Partheyen	w11_d284e27773
von	w13_d284e27777
feindlichen	w15_d284e27780
Hussaren,	w17_d284e27783
welche	w1_d284e27788
die	w3_d284e27791
Eintreibung	w5_d284e27794
der	w7_d284e27797
Fourage,	w9_d284e27800
und	w11_d284e27803
anderen	w13_d284e27807
Lieferungen	w15_d284e27810
allenthal	w17_d284e27813
ben	w1_d284e27818
zu	w3_d284e27821
verhinderen	w5_d284e27824
suchten.	w7_d284e27827
Jn	w9_d284e27830
die	w11_d284e27833
vorige	w13_d284e27837
Stellung	w15_d284e27840
berührtGeneral	w17_d284e27843
Laudohnischen	w1_d284e27848
Corps,	w3_d284e27851
nämlichen	w5_d284e27854
auf	w7_d284e27857
die	w9_d284e27860
Anhöhen	w11_d284e27863
von	w13_d284e27867
Dürnfux	w15_d284e27870
wurde	w17_d284e27873
der	w1_d284e27879
General=feld=marschall=leutenant	w3_d284e27882
Graf	w5_d284e27885
von	w7_d284e27888
Colloredo	w9_d284e27891
mit	w11_d284e27894
einigen	w13_d284e27898
Bataillons	w1_d284e27903
von	w3_d284e27906
der	w5_d284e27909
Armee	w7_d284e27912
aus	w9_d284e27915
beordert,	w11_d284e27918
und	w13_d284e27922
demselben	w15_d284e27925
die	w17_d284e27928
Souteni	w19_d284e27931
rung	w1_d284e27936
sothanen	w3_d284e27939
Postens	w5_d284e27942
aufgetragen.	w7_d284e27945
Auf	w9_d284e27948
diese	w11_d284e27951
unserer	w13_d284e27955
Seits	w15_d284e27958
gemachte	w17_d284e27961
Bewegung	w1_d284e27966
hat	w3_d284e27969
sonach	w5_d284e27972
das	w7_d284e27975
feindlich=vorhin	w9_d284e27978
Ziethisch	w11_d284e27981
nun	w13_d284e27985
aber	w15_d284e27988
Rezowi	w17_d284e27991
sche	w1_d284e27997
Corps,	w3_d284e28000
so	w5_d284e28003
dem	w7_d284e28006
General=Laudohnischen	w9_d284e28009
zur	w11_d284e28012
Beobachtung	w13_d284e28016
bis	w15_d284e28019
anhero	w17_d284e28022
gegen	w1_d284e28027
über	w3_d284e28030
gestanden,	w5_d284e28033
sich	w7_d284e28036
ebenfalls	w9_d284e28039
aus	w11_d284e28042
seiner	w13_d284e28046
Stellung	w15_d284e28049
begeben,	w17_d284e28052
und	w19_d284e28055
</p>
<p id="p20_d284e28058">
Den	w1_d284e28062
26.	w3_d284e28065
den	w5_d284e28068
Marsche	w7_d284e28071
nacher	w9_d284e28074
Franckenthal	w11_d284e28077
genommen,	w13_d284e28081
aldorten	w15_d284e28084
gegen	w1_d284e28089
besagten	w3_d284e28092
Bischofswerda	w5_d284e28095
sich	w7_d284e28098
gesetzet.	w9_d284e28101
</p>
<p id="p22_d284e28104">
Etwas	w1_d284e28108
später	w3_d284e28111
in	w5_d284e28114
dem	w7_d284e28117
Tag,	w9_d284e28120
und	w11_d284e28123
zwar	w13_d284e28127
nach	w15_d284e28130
vorhin	w17_d284e28133
beschehener	w19_d284e28136
Ab	w21_d284e28139
tragung	w1_d284e28144
deren	w3_d284e28147
über	w5_d284e28150
die	w7_d284e28153
Elbe	w9_d284e28156
geschlagenen	w11_d284e28159
Schif=brücken,	w13_d284e28163
wovon	w15_d284e28166
der	w17_d284e28169
Feind	w19_d284e28172
nur	w1_d284e28177
etwas	w3_d284e28180
weniges	w5_d284e28183
mit	w7_d284e28186
sich	w9_d284e28189
genommen,	w11_d284e28192
das	w13_d284e28196
meiste	w15_d284e28199
aber	w17_d284e28202
nacher	w19_d284e28205
Dresden	w21_d284e28208
abgeführet	w1_d284e28214
worden,	w3_d284e28217
brache	w5_d284e28220
auch	w7_d284e28223
das	w9_d284e28226
Groß	w11_d284e28229
der	w13_d284e28233
feindlichen	w15_d284e28236
Armee	w17_d284e28239
selbsten	w19_d284e28242
die	w1_d284e28247
Zelter	w3_d284e28250
ab,	w5_d284e28253
und	w7_d284e28256
setzte	w9_d284e28259
sich	w11_d284e28262
so	w13_d284e28266
fort	w15_d284e28269
in	w17_d284e28272
Marsch,	w19_d284e28275
zu	w21_d284e28278
dessen	w23_d284e28281
Bedeckung	w25_d284e28285
auf	w27_d284e28288
den	w1_d284e28293
Triebel=berg	w3_d284e28296
und	w5_d284e28299
hinter	w7_d284e28302
dem	w9_d284e28305
zu	w11_d284e28308
seiner	w13_d284e28312
Versicherung	w15_d284e28315
angelegten	w17_d284e28318
Ver	w19_d284e28321
hack	w1_d284e28326
starke	w3_d284e28329
Commandi	w5_d284e28332
zurück	w7_d284e28335
verblieben;	w9_d284e28338
sothanes	w11_d284e28341
Groß	w13_d284e28345
der	w15_d284e28348
feindlichen	w17_d284e28351
Armee	w1_d284e28357
wande	w3_d284e28360
sich	w5_d284e28363
in	w7_d284e28366
die	w9_d284e28369
Gegend	w11_d284e28372
Radeberg,	w13_d284e28376
und	w15_d284e28379
um	w17_d284e28382
solchen	w19_d284e28385
Marsch	w21_d284e28388
dem	w23_d284e28391
General	w1_d284e28396
Feld=marschall=leutenant	w3_d284e28399
von	w5_d284e28402
Laudohn	w7_d284e28405
zu	w9_d284e28408
verdecken,	w11_d284e28411
wurden	w13_d284e28415
des	w15_d284e28418
sen	w1_d284e28423
Vor=posten	w3_d284e28426
bey	w5_d284e28429
Groß=röhrsdorf,	w7_d284e28432
und	w9_d284e28435
Hauswalde	w11_d284e28438
durch	w13_d284e28442
13.	w15_d284e28445
feindliche	w17_d284e28448
Esquadrons	w1_d284e28453
und	w3_d284e28456
2.	w5_d284e28459
Bataillons	w7_d284e28462
Jnfanterie	w9_d284e28465
von	w11_d284e28468
dorten	w13_d284e28472
hinweg	w15_d284e28475
gedrucket,	w17_d284e28478
und	w1_d284e28484
die	w3_d284e28487
daselbst	w5_d284e28490
gelegene	w7_d284e28493
Anhöhen	w9_d284e28496
vom	w11_d284e28499
Feinde	w13_d284e28503
besetzet,	w15_d284e28506
dessen	w17_d284e28509
Armee	w19_d284e28512
alsdann	w1_d284e28517
zwischen	w3_d284e28520
Breitenbach	w5_d284e28523
und	w7_d284e28526
Burkau	w9_d284e28529
sich	w11_d284e28532
gelagert	w13_d284e28536
hat.	w15_d284e28539
Der	w17_d284e28542
Ge	w19_d284e28545
neral	w1_d284e28550
Feld=zeug=meister	w3_d284e28553
Prinz	w5_d284e28556
von	w7_d284e28559
Baaden=durlach	w9_d284e28562
tratte	w11_d284e28565
immittels	w13_d284e28569
eben	w1_d284e28574
anheut	w3_d284e28577
mit	w5_d284e28580
dem	w7_d284e28583
unterhabenden	w9_d284e28586
Corps	w11_d284e28589
d'Armee	w13_d284e28593
seinen	w15_d284e28596
Marsch	w17_d284e28599
nach	w19_d284e28602
der	w1_d284e28608
erhaltenen	w3_d284e28611
Ordre,	w5_d284e28614
dann	w7_d284e28617
der	w9_d284e28620
vor	w11_d284e28623
sich	w13_d284e28627
habenden	w15_d284e28630
Bestimmung	w17_d284e28633
an,	w1_d284e28638
und	w3_d284e28641
ruckte	w5_d284e28644
einsweilen	w7_d284e28647
