<doc id="wr_1759-12-05" attrs="word" year="1759" month="12" day="05" corpus="2">
<head id="h2_d403e4038">
Werra=strom	w1_d403e4042
werden	w3_d403e25945
solle.	w5_d403e25948
Wornach	w7_d403e25951
sich	w9_d403e25954
also	w11_d403e25957
die	w13_d403e25961
selbe	w1_d403e25966
zu	w3_d403e25969
richten	w5_d403e25972
wissen	w7_d403e25975
werden.	w9_d403e25978
Actum	w11_d403e25981
Wien	w13_d403e25985
den	w1_d403e25990
1.	w3_d403e25993
Sept.	w5_d403e25996
1759.	w7_d403e25999
</p>
<p id="p40_d403e26002">
Von	w1_d403e26006
der	w3_d403e26009
Kaiserl.	w5_d403e26012
Königl.	w7_d403e26015
N.	w9_d403e26018
Oe.	w11_d403e26021
Justitzbaneo	w13_d403e26025
deputation	w1_d403e26030
wegen,	w3_d403e26033
wird	w5_d403e26036
mit	w7_d403e26039
gegenwärtig=offenen	w9_d403e26042
Edict	w1_d403e26047
jedermänniglich	w3_d403e26050
sowol	w5_d403e26053
an	w7_d403e26056
als	w9_d403e26059
abwesenden,	w11_d403e26062
sonderheitlich	w1_d403e26068
jenen,	w3_d403e26071
so	w5_d403e26074
an	w7_d403e26077
denen	w1_d403e26082
darun	w3_d403e26085
gelegen,	w5_d403e26088
des	w1_d403e26093
bereits	w3_d403e26096
Anno	w5_d403e26099
1724.	w7_d403e26102
verloren	w9_d403e26105
gegangenen	w11_d403e26108
Peter	w13_d403e26112
Paumann	w1_d403e26117
vorfindigen	w3_d403e26120
Vermögens=verlassenschaft	w5_d403e26123
einige	w1_d403e26129
Ansprüch	w3_d403e26132
zu	w5_d403e26135
haben	w7_d403e26138
vermeinen,	w9_d403e26141
kund	w11_d403e26144
und	w13_d403e26148
zu	w1_d403e26153
wissen	w3_d403e26156
gemacht.	w5_d403e26159
</p>
<p id="p42_d403e26162">
Es	w1_d403e26166
habe	w3_d403e26169
der	w5_d403e26172
Anton	w7_d403e26175
Härsch	w9_d403e26178
Kaiserl.	w11_d403e26181
Königl.	w13_d403e26185
Wald	w1_d403e26190
umts	w3_d403e26193
Klein=häußler	w5_d403e26196
zu	w7_d403e26199
Kalten=leutgeben	w9_d403e26202
bey	w11_d403e26205
er	w1_d403e26210
ehemaligen	w3_d403e26213
Repräsentation	w5_d403e26216
und	w7_d403e26219
Cammer	w9_d403e26222
allschon	w1_d403e26228
untern	w3_d403e26231
19.	w5_d403e26234
December	w7_d403e26237
1757.	w9_d403e26240
mit	w11_d403e26243
mehre	w13_d403e26247
nen	w1_d403e26252
angebracht,	w3_d403e26255
wasmassen	w5_d403e26258
sich	w7_d403e26261
bey	w9_d403e26264
dem	w11_d403e26267
Kaiserl.	w13_d403e26271
Königl.	w1_d403e26276
Salz=ober=amt,	w3_d403e26279
eine	w5_d403e26282
auf	w7_d403e26285
den	w9_d403e26288
Namen	w11_d403e26291
Peter	w1_d403e26296
Paumann	w3_d403e26299
lautende	w5_d403e26302
alhiesige	w7_d403e26305
Stadtober	w9_d403e26308
vammer=amts=obligation	w1_d403e26314
pr.	w3_d403e26317
300.	w5_d403e26320
fl.	w7_d403e26323
Depositirter	w9_d403e26326
befinde,	w1_d403e26331
welche	w3_d403e26334
ihme	w5_d403e26337
nunmehro	w7_d403e26340
als	w9_d403e26343
nächsten	w11_d403e26346
Erben	w1_d403e26351
angefallen	w3_d403e26354
wäre,	w5_d403e26357
demnach	w7_d403e26360
um	w9_d403e26363
Erfolglas	w11_d403e26366
sung	w1_d403e26371
gehorsam	w3_d403e26374
angelanget	w5_d403e26377
und	w7_d403e26380
gebetten.	w9_d403e26383
Wann	w11_d403e26386
nun	w1_d403e26392
aber	w3_d403e26395
der	w5_d403e26398
Kaiserl.	w7_d403e26401
Königl.	w9_d403e26404
Hof	w11_d403e26407
und	w13_d403e26411
N.	w15_d403e26414
Oe.	w17_d403e26417
Herr	w1_d403e26422
Cammer=procurator	w3_d403e26425
in	w5_d403e26428
dem	w7_d403e26431
hierüber	w9_d403e26434
abge	w11_d403e26437
fordert	w1_d403e26442
und	w3_d403e26445
erstatteten	w5_d403e26448
Bericht	w7_d403e26451
angeführet,	w9_d403e26454
wel	w11_d403e26457
cher=gestalten	w1_d403e26462
obiger	w3_d403e26465
Peter	w5_d403e26468
Paumann	w7_d403e26471
in	w9_d403e26474
dem	w11_d403e26477
Jahr	w13_d403e26481
1724	w1_d403e26487
verloren	w3_d403e26490
gegangen,	w5_d403e26493
auch	w7_d403e26496
bis	w9_d403e26499
anhero	w11_d403e26502
nicht	w13_d403e26506
in	w15_d403e26509
Vorschein	w1_d403e26514
gekommen	w3_d403e26517
wäre,	w5_d403e26520
und	w7_d403e26523
zu	w9_d403e26526
dessen	w11_d403e26529
Gut	w13_d403e26533
bin.	w15_d403e26536
nen	w1_d403e26541
32.	w3_d403e26544
Jahren	w5_d403e26547
sich	w7_d403e26550
niemand	w9_d403e26553
legitimiret	w11_d403e26556
hätte	w13_d403e26560
und	w1_d403e26565
um	w3_d403e26568
diese	w5_d403e26571
300	w7_d403e26574
fl.	w9_d403e26577
die	w11_d403e26580
schon	w13_d403e26584
vor	w15_d403e26587
eininen	w17_d403e26590
Jah	w19_d403e26593
ren	w1_d403e26599
hervorgekommene	w3_d403e26602
Magdalena	w5_d403e26605
oder	w7_d403e26608
Theresia	w9_d403e26611
Paumannin,	w1_d403e26616
sich	w3_d403e26619
gar	w5_d403e26622
nicht	w7_d403e26625
mehr	w9_d403e26628
meldete,	w11_d403e26631
fol	w13_d403e26635
glich	w1_d403e26640
diese	w3_d403e26643
300.	w5_d403e26646
fl.	w7_d403e26649
für	w9_d403e26652
ein	w11_d403e26655
Erbloses,	w13_d403e26659
mithin	w15_d403e26662
dem	w17_d403e26665
allerhöchsten	w1_d403e26670
Ærario	w3_d403e26673
anheim	w5_d403e26676
gefallenes	w7_d403e26679
Gut	w9_d403e26682
an	w11_d403e26685
</p>
<p id="p44_d403e26688">
.	w1_d403e26696
mittelst	w1_d403e26710
dieses	w3_d403e26713
offenen	w5_d403e26716
Ediets	w7_d403e26719
alle,	w9_d403e26722
welche	w11_d403e26725
sothane	w13_d403e26729
300.	w1_d403e26734
fl.	w3_d403e26737
sive	w5_d403e26740
Jure	w7_d403e26743
Domini,	w9_d403e26746
oder	w11_d403e26749
Hæreditatis,	w13_d403e26753
des	w1_d403e26759
Auheimfalls,	w3_d403e26762
aut	w5_d403e26765
alio	w7_d403e26768
quocunque	w9_d403e26771
ansprsichig	w11_d403e26774
zu	w1_d403e26779
machen	w3_d403e26782
gedenken,	w5_d403e26785
in	w7_d403e26788
specie	w9_d403e26791
aber	w11_d403e26794
den	w13_d403e26798
weter	w15_d403e26801
mann,	w1_d403e26808
und	w3_d403e26811
dessen	w5_d403e26814
ei	w7_d403e26817
z.	w1_d403e26823
.	w1_d403e26828
Anort,	w1_d403e26833
und	w3_d403e26836
Hauns	w5_d403e26839
Georg	w7_d403e26842
Panmann,	w9_d403e26845
wie	w11_d403e26848
die	w1_d403e26853
Magdalena	w3_d403e26856
oder	w5_d403e26859
Theresia	w7_d403e26862
Paumannin,	w9_d403e26865
der	w1_d403e26871
gestalten	w1_d403e26876
gerichtlich	w3_d403e26879
vorzuladen,	w5_d403e26882
und	w7_d403e26885
einzuberuf	w9_d403e26888
fen,	w1_d403e26893
und	w3_d403e26896
denenselben	w5_d403e26899
eine	w7_d403e26902
Frist	w9_d403e26905
von	w11_d403e26908
einem	w13_d403e26912
Jahr	w15_d403e26915
6.	w1_d403e26920
Wochen	w3_d403e26923
und	w5_d403e26926
3.	w7_d403e26929
Tägen	w9_d403e26932
anzuberaumen,	w11_d403e26935
daß	w13_d403e26939
selbe	w1_d403e26945
von	w3_d403e26948
Zeit	w5_d403e26951
der	w7_d403e26954
Affitzirung	w9_d403e26957
dieses	w11_d403e26960
Edicts	w13_d403e26964
in	w15_d403e26967
dem	w17_d403e26970
erstbesatzten	w1_d403e26975
Termin	w3_d403e26978
vor	w5_d403e26981
der	w7_d403e26984
Kaiserl.	w9_d403e26987
Königl.	w11_d403e26990
N.	w13_d403e26994
Justinba	w1_d403e26999
znco=deputation,	w1_d403e27004
entweder	w3_d403e27007
solbe	w5_d403e27010
Oe.	w1_d403e27016
Persönlich,	w1_d403e27021
oder	w3_d403e27024
durch	w5_d403e27027
den	w7_d403e27030
ingsamme	w1_d403e27035
Bevollmach	w3_d403e27038
tigte	w1_d403e27043
erscheinen,	w3_d403e27046
und	w5_d403e27049
die	w7_d403e27052
erforderliche	w9_d403e27055
Legitima	w11_d403e27058
tienen	w1_d403e27064
also	w3_d403e27067
gewiß	w5_d403e27070
beybringen,	w7_d403e27073
wie	w9_d403e27076
im	w11_d403e27079
widrigen	w13_d403e27083
nach	w1_d403e27088
Verfliessung	w3_d403e27091
vorermeldten	w5_d403e27094
Termins	w7_d403e27097
oberdente	w9_d403e27100
Ober=cammer=amts=obligation,	w1_d403e27105
nebst	w3_d403e27108
ausständigen	w5_d403e27111
interesse	w1_d403e27116
dem	w3_d403e27119
Kaiserl.	w5_d403e27122
Königl.	w7_d403e27125
Hof	w9_d403e27128
und	w11_d403e27131
N	w13_d403e27135
Oe	w15_d403e27138
Herren	w1_d403e27144
Cammer=procuratori	w3_d403e27147
Æratii	w5_d403e27150
Nomine	w7_d403e27153
cingeantwortet,	w1_d403e27158
auch	w3_d403e27161
sonsten	w5_d403e27164
was	w7_d403e27167
rechtens	w9_d403e27170
ist;	w11_d403e27173
ex	w1_d403e27178
officio	w3_d403e27181
vorgekehret	w5_d403e27184
werden	w7_d403e27187
solle,	w9_d403e27190
wornach	w11_d403e27193
sich	w13_d403e27197
also	w1_d403e27202
ein	w3_d403e27205
jeder	w5_d403e27208
zu	w7_d403e27211
richten	w9_d403e27214
wissen	w11_d403e27217
wird.	w13_d403e27221
</p>
<p id="p46_d403e27224">
Hiemit	w1_d403e27228
wird	w3_d403e27231
allen	w5_d403e27234
und	w7_d403e27237
jeden,	w9_d403e27240
welche	w11_d403e27243
an	w13_d403e27247
weil.	w15_d403e27250
erestä	w1_d403e27255
verwittibten	w3_d403e27258
F.	w5_d403e27261
Frauen	w1_d403e27266
The	w3_d403e27269
reyin	w1_d403e27275
von	w3_d403e27278
Schel	w5_d403e27281
ser,	w1_d403e27286
gebornen	w3_d403e27289
Freyin	w5_d403e27292
von	w7_d403e27295
Scherzern	w9_d403e27298
seel.	w11_d403e27301
Ver	w13_d403e27305
lassenschaftex	w1_d403e27310
quocunque	w3_d403e27313
demum	w5_d403e27316
titulo	w7_d403e27319
velcausa,	w9_d403e27322
einige	w1_d403e27327
Sprüch	w3_d403e27330
und	w5_d403e27333
Anforderungen	w7_d403e27336
zu	w9_d403e27339
machen	w11_d403e27342
ha	w13_d403e27346
ben,	w1_d403e27352
kund,	w3_d403e27355
und	w5_d403e27358
zu	w7_d403e27361
wissen	w9_d403e27364
gemacht:	w11_d403e27367
daß	w13_d403e27371
die	w15_d403e27374
selbe	w1_d403e27379
auf	w3_d403e27382
den	w5_d403e27385
14.	w7_d403e27388
Januarii	w9_d403e27391
1760.	w11_d403e27394
Nachmittag	w13_d403e27398
um	w1_d403e27403
2.	w3_d403e27406
Uhr	w5_d403e27409
bey	w7_d403e27412
dem	w9_d403e27415
Kaiserl.	w11_d403e27418
Königl.	w13_d403e27422
Herrn	w15_d403e27425
Land	w17_d403e27428
schreiber	w1_d403e27433
im	w3_d403e27436
Zichinischen	w5_d403e27439
Haus	w7_d403e27442
in	w9_d403e27445
der	w11_d403e27448
Wald	w13_d403e27452
zeil	w15_d403e27455
im	w1_d403e27461
zweyten	w3_d403e27464
Stock	w5_d403e27467
peremptorie	w7_d403e27470
pro	w9_d403e27473
1mo.	w11_d403e27476
2do.	w13_d403e27480
&	w1_d403e27485
3tio	w3_d403e27488
Termino	w5_d403e27491
also	w7_d403e27494
gewis	w9_d403e27497
erscheinen,	w11_d403e27500
ihre	w13_d403e27504
Sprüch	w1_d403e27509
anmelden,	w3_d403e27512
und	w5_d403e27515
behörig	w7_d403e27518
liquidiren,	w9_d403e27521
als	w11_d403e27524
in	w1_d403e27529
die	w3_d403e27532
Abhandlung	w5_d403e27535
vorgenommen,	w7_d403e27538
hier	w9_d403e27541
im	w1_d403e27547
.	w3_d403e27550
über	w1_d403e27555
ex	w3_d403e27558
officio	w5_d403e27561
retationiret,	w7_d403e27564
denen	w9_d403e27567
Ausbleiben	w11_d403e27570
den	w1_d403e27575
aber	w3_d403e27578
das	w5_d403e27581
ewige	w7_d403e27584
Stillschweigen	w9_d403e27587
auferlegt	w11_d403e27590
wer	w13_d403e27594
.	w1_d403e27599
den	w1_d403e27605
solle.	w3_d403e27608
A	w1_d403e27617
</p>
<list id="l48_d403e27621">
ty	w1_d403e27625
Johann	w3_d403e27628
Jacob	w5_d403e27631
Lidl	w7_d403e27634
Kupfer=stechern	w9_d403e27637
im	w11_d403e27640
Doctor	w1_d403e27645
Denulischen	w3_d403e27648
Haus	w5_d403e27651
neben	w7_d403e27654
der	w9_d403e27657
Heil.	w11_d403e27660
Drey	w13_d403e27664
faltigkeit	w1_d403e27669
ist	w3_d403e27672
zu	w5_d403e27675
haben:	w7_d403e27678
Entwurf	w1_d403e27684
der	w3_d403e27687
Chur=süchsischen	w5_d403e27690
Haupt	w7_d403e27693
und	w9_d403e27696
Re	w11_d403e27699
idenz=stadt	w1_d403e27704
Dresden,	w3_d403e27707
nebst	w5_d403e27710
unligender	w7_d403e27713
Gegend	w9_d403e27716
von	w1_d403e27721
drey	w3_d403e27724
Meilen	w5_d403e27727
in	w7_d403e27730
Unckreis,	w9_d403e27733
worzunen	w11_d403e27736
alle	w13_d403e27740
Ort	w15_d403e27743
schaften	w1_d403e27748
genau	w3_d403e27751
angemerket,	w5_d403e27754
in	w7_d403e27757
ordinari	w9_d403e27760
Bogens	w11_d403e27763
Jllumi-	w1_d403e27769
grosse	w1_d403e27774
das	w3_d403e27777
Stuck=schwarz	w5_d403e27780
pr.	w7_d403e27783
17.	w9_d403e27786
Kr.	w11_d403e27789
nirter	w1_d403e27794
pr.	w3_d403e27797
21.	w5_d403e27800
Kr.	w7_d403e27803
</list>
<head id="h2_d403e27812">
Bey	w1_d403e27816
dem	w3_d403e27819
Verleger	w5_d403e27822
des	w7_d403e27825
Wienerischen	w9_d403e27828
Diarii	w11_d403e27831
ist	w13_d403e27835
in	w1_d403e27840
Commißion	w3_d403e27843
zu	w5_d403e27846
haben:	w7_d403e27849
Calendarium	w1_d403e27854
Tornaviense,	w3_d403e27857
ad	w5_d403e27860
Annum	w7_d403e27863
JEtu-	w9_d403e27866
Coristi	w1_d403e27872
M.	w3_d403e27875
DCC.	w5_d403e27878
LX.	w7_d403e27881
gebunden	w9_d403e27884
pr.	w11_d403e27887
36.	w13_d403e27891
kr.	w15_d403e27894
(o)	w1_d403e27901
50	w3_d403e27904
</head>
<list id="l8_d403e27939">
</list>
<head id="h2_d403e27947">
OURNAL	w1_d403e27951
Aus	w1_d403e27956
dem	w3_d403e27959
Kaiserl.	w5_d403e27962
Königl.	w7_d403e27965
Haupt=quartier	w9_d403e27968
bey	w11_d403e27971
Dresden	w13_d403e27975
vom	w1_d403e27980
22.	w3_d403e27983
bis	w5_d403e27986
26.	w7_d403e27989
Novemb.	w9_d403e27992
1759.	w11_d403e27995
</head>
<p id="p4_d403e27998">
Den	w1_d403e28002
22.	w3_d403e28005
wurde	w5_d403e28008
wegen	w7_d403e28011
des	w9_d403e28014
den	w11_d403e28017
20.,	w13_d403e28021
und	w15_d403e28024
21.	w17_d403e28027
erlangten	w19_d403e28030
so	w21_d403e28033
nahmhaften	w23_d403e28036
Vortheils	w1_d403e28041
und	w3_d403e28044
Sieges	w5_d403e28047
das	w7_d403e28050
Te	w9_d403e28053
Deum	w11_d403e28056
in	w13_d403e28060
dem	w15_d403e28063
Lager	w17_d403e28066
der	w19_d403e28069
Kais.	w21_d403e28072
Kön.	w23_d403e28075
Armee	w1_d403e28082
gehalten,	w3_d403e28085
und	w5_d403e28088
mittelst	w7_d403e28091
eines	w9_d403e28094
gesungenen	w11_d403e28097
Hoch=amts	w13_d403e28101
dem	w15_d403e28104
allmäch	w17_d403e28107
tigen	w1_d403e28113
GOtt	w3_d403e28116
die	w5_d403e28119
Danksagung	w7_d403e28122
abgestattet;	w9_d403e28125
dann	w11_d403e28128
die	w13_d403e28132
Preußische	w15_d403e28135
in	w17_d403e28138
13000.	w19_d403e28141
Mann	w1_d403e28146
bestehende	w3_d403e28149
Kriegs=gefangene,	w5_d403e28152
Unter=officiers,	w7_d403e28155
und	w9_d403e28158
Gemeine	w11_d403e28161
in	w13_d403e28165
2.	w15_d403e28168
Colonnen,	w1_d403e28173
und	w3_d403e28176
auf	w5_d403e28179
verschiedenen	w7_d403e28182
Weegen,	w9_d403e28185
unter	w11_d403e28188
Bedeckung	w13_d403e28192
zweyer	w15_d403e28195
Ca	w17_d403e28198
vallerie=regimentern,	w1_d403e28203
und	w3_d403e28206
2000.	w5_d403e28209
Mann	w7_d403e28212
Jnfanterie	w9_d403e28215
nach	w11_d403e28218
dem	w13_d403e28222
Königreich	w15_d403e28225
Böheim	w1_d403e28231
abgeschicket;	w3_d403e28234
und	w5_d403e28237
da	w7_d403e28240
denen	w9_d403e28243
eingeloffenen	w11_d403e28246
Nachrichten	w13_d403e28250
zu	w15_d403e28253
Folge,	w17_d403e28256
die	w1_d403e28261
feindliche	w3_d403e28264
Armee	w5_d403e28267
grösten	w7_d403e28270
Theils	w9_d403e28273
in	w11_d403e28276
denen	w13_d403e28280
Dörfern	w15_d403e28283
cantoniren	w17_d403e28286
sollte	w19_d403e28289
so	w1_d403e28294
liesse	w3_d403e28297
der	w5_d403e28300
commandirende	w7_d403e28303
General=feld=marschall	w9_d403e28306
Graf	w11_d403e28309
von	w13_d403e28313
Daun	w15_d403e28316
näm	w17_d403e28319
lichen	w1_d403e28324
Tags	w3_d403e28327
ein	w5_d403e28330
zusam=gesetztes	w7_d403e28333
Corps	w9_d403e28336
der	w11_d403e28339
diesseitigen	w13_d403e28343
Armee	w15_d403e28346
unter	w17_d403e28349
Com	w19_d403e28352
mando	w1_d403e28358
des	w3_d403e28361
Generalen	w5_d403e28364
der	w7_d403e28367
Cavallerie	w9_d403e28370
Baron	w11_d403e28373
von	w13_d403e28377
Buccow	w15_d403e28380
bloß	w17_d403e28383
zu	w19_d403e28386
dem	w21_d403e28389
Ende	w1_d403e28394
vorrucken,	w3_d403e28397
um	w5_d403e28400
die	w7_d403e28403
gegentheilige	w9_d403e28406
Stärke,	w11_d403e28409
und	w13_d403e28413
Verfassung	w15_d403e28416
zu	w17_d403e28419
ent	w19_d403e28422
decken.	w1_d403e28427
Als	w3_d403e28430
nun	w5_d403e28433
der	w7_d403e28436
Feind	w9_d403e28439
obige	w11_d403e28442
Bewegung	w13_d403e28446
vermerkte,	w15_d403e28449
zoge	w17_d403e28452
er	w19_d403e28455
eilends,	w21_d403e28458
und	w1_d403e28463
zwar	w3_d403e28466
in	w5_d403e28469
einer	w7_d403e28472
Zeit=frist	w9_d403e28475
von	w11_d403e28478
andert=halb	w13_d403e28482
Stund	w15_d403e28485
seine	w17_d403e28488
Armee	w19_d403e28491
zusam	w21_d403e28494
men,	w1_d403e28500
formirte	w3_d403e28503
sich	w5_d403e28506
sofort	w7_d403e28509
auf	w9_d403e28512
denen	w11_d403e28515
Anhöhen	w13_d403e28519
bey	w15_d403e28522
Kesselsdorf;	w17_d403e28525
und,	w19_d403e28528
wie	w21_d403e28531
die	w23_d403e28534
herüber	w1_d403e28539
getrettene	w3_d403e28542
Deserteurs	w5_d403e28545
aussagten,	w7_d403e28548
hätte	w9_d403e28551
sich	w11_d403e28554
der	w13_d403e28558
König	w15_d403e28561
auch	w17_d403e28564
selb	w19_d403e28567
sten	w1_d403e28572
gezeiget,	w3_d403e28575
indeme	w5_d403e28578
er	w7_d403e28581
angegriffen	w9_d403e28584
zu	w11_d403e28587
werden	w13_d403e28591
besorgte;	w15_d403e28594
nachdeme	w17_d403e28597
aber	w19_d403e28600
der	w1_d403e28605
commandirende	w3_d403e28608
General=feld=marschall	w5_d403e28611
Graf	w7_d403e28614
von	w9_d403e28617
Daun	w11_d403e28620
seine	w13_d403e28624
oberin	w15_d403e28627
nerte	w1_d403e28633
Absicht	w3_d403e28636
erreichet	w5_d403e28639
hatte,	w7_d403e28642
liessen	w9_d403e28645
Sie	w11_d403e28648
den	w13_d403e28652
Generalen	w15_d403e28655
der	w17_d403e28658
Cavallerie	w19_d403e28661
Baron	w1_d403e28666
von	w3_d403e28669
Buccow	w5_d403e28672
wieder	w7_d403e28675
in	w9_d403e28678
das	w11_d403e28681
Lager	w13_d403e28685
einrucken.	w15_d403e28688
Hiernächst	w17_d403e28691
über	w19_d403e28694
kamen	w1_d403e28699
Sie	w3_d403e28702
den	w5_d403e28705
Raport,	w7_d403e28708
welcher=gestalten	w9_d403e28711
der	w11_d403e28714
General	w13_d403e28718
von	w15_d403e28721
Brentano	w17_d403e28724
in	w19_d403e28727
der	w1_d403e28732
Meinung,	w3_d403e28735
daß	w5_d403e28738
zu	w7_d403e28741
Dippoldswalde	w9_d403e28744
nur	w11_d403e28747
etwas	w13_d403e28751
vom	w15_d403e28754
Feinde	w17_d403e28757
befindlich	w19_d403e28760
seyn	w1_d403e28766
möchte,	w3_d403e28769
bis	w5_d403e28772
dahin	w7_d403e28775
vorgerucket	w9_d403e28778
seye,	w11_d403e28781
und	w13_d403e28785
um	w15_d403e28788
selben	w17_d403e28791
zu	w19_d403e28794
delogiren,	w21_d403e28797
zu	w23_d403e28800
canoniren	w1_d403e28805
angefangen	w3_d403e28808
habe;	w5_d403e28811
nachdeme	w7_d403e28814
aber	w9_d403e28817
die	w11_d403e28820
feindliche	w13_d403e28824
Trupen	w15_d403e28827
aus	w17_d403e28830
er	w19_d403e28833
meldetem	w1_d403e28838
Dippoldswalde	w3_d403e28841
in	w5_d403e28844
so	w7_d403e28847
beträchtlicher	w9_d403e28850
Anzahl	w11_d403e28853
herausgezogen,	w13_d403e28857
daß	w15_d403e28860
man	w1_d403e28865
sie	w3_d403e28868
auf	w5_d403e28871
8000.	w7_d403e28874
bis	w9_d403e28877
9000.	w11_d403e28880
Mann	w13_d403e28884
geschätzet,	w15_d403e28887
so	w17_d403e28890
hätte	w19_d403e28893
ersagter	w21_d403e28896
Gene	w23_d403e28899
ral	w1_d403e28905
von	w3_d403e28908
Brentano,	w5_d403e28911
da	w7_d403e28914
er	w9_d403e28917
mehr	w11_d403e28920
als	w13_d403e28924
um	w15_d403e28927
die	w17_d403e28930
Helfte	w19_d403e28933
sich	w21_d403e28936
schwächer	w23_d403e28939
befande,	w25_d403e28943
von	w1_d403e28948
seinem	w3_d403e28951
Vorhaben	w5_d403e28954
nachgelassen,	w7_d403e28957
und	w9_d403e28960
sodann	w11_d403e28963
hinter	w13_d403e28967
Oberhasselgrü	w15_d403e28970
me	w1_d403e28975
Posto	w3_d403e28978
gefasset.	w5_d403e28981
</p>
<p id="p8_d403e28986">
Den	w1_d403e28990
23.	w3_d403e28993
wurden	w5_d403e28996
die	w7_d403e28999
Kriegs=gefangene	w9_d403e29002
Preußische	w11_d403e29005
Generals	w13_d403e29009
und	w15_d403e29012
Officiers	w1_d403e29017
von	w3_d403e29020
hinnen	w5_d403e29023
ebenfalls	w7_d403e29026
nach	w9_d403e29029
dem	w11_d403e29032
Königreich	w13_d403e29036
Böbeim	w15_d403e29039
escertiret.	w17_d403e29042
Nach	w1_d403e29047
einem	w3_d403e29050
heute	w5_d403e29053
von	w7_d403e29056
dem	w9_d403e29059
Generasen	w11_d403e29062
von	w13_d403e29066
Brenkänd	w15_d403e29069
ungelangten	w17_d403e29072
ze	w19_d403e29075
richt,	w1_d403e29081
hat	w3_d403e29084
den	w5_d403e29087
Feind	w7_d403e29090
nicht	w9_d403e29093
nur	w11_d403e29096
Dippoldswalde	w13_d403e29100
verlassen,	w15_d403e29103
und	w17_d403e29106
er	w19_d403e29109
dagogen	w21_d403e29112
daselbst	w1_d403e29117
seine	w3_d403e29120
Position	w5_d403e29123
genommen,	w7_d403e29126
sondern	w9_d403e29129
auch	w11_d403e29132
jener	w13_d403e29136
diesen	w15_d403e29139
Nachmittag	w17_d403e29142
sich	w1_d403e29147
von	w3_d403e29150
Klingenberg,	w5_d403e29153
und	w7_d403e29156
Pretschendorf	w9_d403e29159
hinweg	w11_d403e29162
undenich	w13_d403e29166
Freyberg	w15_d403e29169
gezo	w17_d403e29172
gen.	w1_d403e29177
Es	w3_d403e29180
solle	w5_d403e29183
dieses	w7_d403e29186
gegentheilige	w9_d403e29189
Corps	w11_d403e29192
aus	w13_d403e29196
7.	w15_d403e29199
Jnfanterie=regimentern,	w17_d403e29202
2.	w1_d403e29208
Frey=bataillons,	w3_d403e29211
1.	w5_d403e29214
Carabiniers=2.	w7_d403e29217
Küraßiers=4.	w9_d403e29220
Nagonon	w1_d403e29225
und	w3_d403e29228
1.	w5_d403e29231
Hussaren=regiment	w1_d403e29236
bestehen,	w3_d403e29239
so	w5_d403e29242
von	w7_d403e29245
dem	w9_d403e29248
Generalen	w11_d403e29251
Hüisen	w13_d403e29255
commandig	w15_d403e29258
ret	w1_d403e29263
wird,	w3_d403e29266
gestalten	w5_d403e29269
der	w7_d403e29272
Prinz	w9_d403e29275
Heinrich,	w11_d403e29278
welcher	w13_d403e29282
den	w15_d403e29285
21.	w17_d403e29288
in	w19_d403e29291
eigener	w21_d403e29294
Per	w23_d403e29297
son	w1_d403e29303
dabey	w3_d403e29306
ware,	w5_d403e29309
seitdeme	w7_d403e29312
sich	w9_d403e29315
wiederum	w11_d403e29318
nacher	w13_d403e29322
Nuckersdorf	w15_d403e29325
zur	w17_d403e29328
Armee	w19_d403e29331
.	w1_d403e29336
zuruck	w1_d403e29341
begeben	w3_d403e29344
hat.	w5_d403e29347
</p>
<p id="p10_d403e29350">
Den	w1_d403e29354
24.	w3_d403e29357
früh	w5_d403e29360
morgens	w7_d403e29363
gienge	w9_d403e29366
de	w11_d403e29369
General=feldachie	w1_d403e29374
Bä	w3_d403e29377
ron	w1_d403e29384
von	w3_d403e29387
Siskowitz	w5_d403e29390
mit	w7_d403e29393
denen	w9_d403e29396
bey	w11_d403e29399
letzt=hinniger	w13_d403e29403
so	w15_d403e29406
sehr	w17_d403e29409
zum	w19_d403e29412
Ruh	w1_d403e29418
der	w3_d403e29421
Kaiserk.	w1_d403e29426
Königl.	w3_d403e29429
Waffen	w5_d403e29432
ausgefallenen	w7_d403e29435
Afflire	w9_d403e29438
eroberten	w11_d403e29441
Siies=zeichen	w13_d403e29445
/	w15_d403e29448
und	w1_d403e29453
der	w3_d403e29456
hiervon	w5_d403e29459
erstattet=ausführlichen	w7_d403e29462
Relation	w9_d403e29465
von	w11_d403e29468
hier	w13_d403e29472
ab,	w15_d403e29475
und	w17_d403e29478
so	w19_d403e29481
ein	w1_d403e29486
als	w3_d403e29489
anderes	w5_d403e29492
nach	w7_d403e29495
dem	w9_d403e29498
Kais.	w11_d403e29501
Kön.	w13_d403e29505
Hof=lager	w15_d403e29508
zulüborbringen	w17_d403e29511
/	w19_d403e29514
desglei	w21_d403e29517
chen	w1_d403e29523
wurde	w3_d403e29526
auch	w5_d403e29529
die	w7_d403e29532
feindliche	w9_d403e29535
eroberte	w11_d403e29538
Artillerie	w13_d403e29542
nacher	w15_d403e29545
Muag	w17_d403e29548
abgeführet.	w19_d403e29551
Ansonst	w1_d403e29556
lieffe	w3_d403e29559
von	w5_d403e29562
dem	w7_d403e29565
General=feld=marschall=leutenanten	w9_d403e29568
Baron	w11_d403e29571
von	w13_d403e29575
Beck	w1_d403e29580
aus	w3_d403e29583
Bieschen	w5_d403e29586
