<doc id="wr_1763-11-16" attrs="word" year="1763" month="11" day="16" corpus="2">
<head id="h2_d809e3094">
Dublin	w1_d809e3098
genugsam	w11_d809e24752
bevoll	w13_d809e24756
mächtigte	w1_d809e24762
Gewalttragere	w3_d809e24765
ad	w5_d809e24768
liquidandum	w7_d809e24771
also	w9_d809e24774
gewiß,	w1_d809e24779
und	w3_d809e24782
zwar	w5_d809e24785
pro	w7_d809e24788
Termino	w9_d809e24791
1mo,	w11_d809e24794
2do,	w13_d809e24798
&	w15_d809e24801
3tio	w17_d809e24804
zu	w1_d809e24809
erscheinen,	w3_d809e24812
und	w5_d809e24815
ihre	w7_d809e24818
Behelffe	w9_d809e24821
schriftlich	w11_d809e24824
einzu	w13_d809e24828
legen	w1_d809e24833
haben	w3_d809e24836
werden,	w5_d809e24839
wie	w7_d809e24842
im	w9_d809e24845
widrigen	w11_d809e24848
die	w13_d809e24852
Anwe	w15_d809e24855
sende	w1_d809e24861
mit	w3_d809e24864
ihren	w5_d809e24867
Nothdurften	w7_d809e24870
angehöret,	w9_d809e24873
die	w11_d809e24876
Ab	w13_d809e24880
wesende	w1_d809e24885
aber	w3_d809e24888
nicht	w5_d809e24891
mehr	w7_d809e24894
vernommen	w9_d809e24897
werden,	w11_d809e24900
son	w13_d809e24904
dern	w1_d809e24909
ihnen	w3_d809e24912
das	w5_d809e24915
ewige	w7_d809e24918
Stillschweigen	w9_d809e24921
sub	w11_d809e24924
clansuli	w13_d809e24928
Brvelust	w1_d809e24933
auferleget	w3_d809e24936
seyn	w5_d809e24939
soll	w7_d809e24942
</p>
<list id="l56_d809e24945">
Von	w1_d809e24949
einem	w3_d809e24952
Löbl.	w5_d809e24955
N.	w7_d809e24958
Oe.	w9_d809e24961
Landschafts	w11_d809e24964
ober	w13_d809e24968
</list>
<p id="p58_d809e24972">
Von	w1_d809e24976
einem	w3_d809e24979
Löbl.	w5_d809e24982
N.	w7_d809e24985
Oe.	w9_d809e24988
Landschafts	w11_d809e24991
ober	w13_d809e24995
einnehmer	w1_d809e25000
amt	w3_d809e25003
wird	w5_d809e25006
hiermit	w7_d809e25009
kund	w9_d809e25012
gemacht,	w11_d809e25015
daß	w13_d809e25019
an	w1_d809e25024
denen	w3_d809e25027
zu	w5_d809e25030
Bestreitung	w7_d809e25033
deren	w9_d809e25036
erforderlichen	w11_d809e25039
Un	w13_d809e25043
kösten	w1_d809e25049
bey	w3_d809e25052
letzt=fürgewestem	w5_d809e25055
Krieg	w7_d809e25058
in	w9_d809e25061
besagtem	w11_d809e25064
Amte	w1_d809e25069
erlegten	w3_d809e25072
Anticipation	w5_d809e25075
und	w7_d809e25078
Subsidien	w9_d809e25081
alle	w11_d809e25084
von	w1_d809e25089
30.	w3_d809e25092
bis	w5_d809e25095
exclus.	w7_d809e25098
100	w9_d809e25101
fl.	w11_d809e25104
(wofür	w13_d809e25108
unterm	w15_d809e25111
letz	w17_d809e25114
ten	w1_d809e25119
Januario	w3_d809e25122
1760.	w5_d809e25125
datirte	w7_d809e25128
N.	w9_d809e25131
Oe.	w11_d809e25134
Landschafts	w13_d809e25138
obligationen	w1_d809e25144
ertheilet	w3_d809e25147
worden	w5_d809e25150
seynd)	w7_d809e25153
dermalen	w9_d809e25156
anwiederum	w1_d809e25161
von	w3_d809e25164
da	w5_d809e25167
aus	w7_d809e25170
zuruck	w9_d809e25173
bezahlet	w11_d809e25176
werden.	w13_d809e25180
Solchemnach	w1_d809e25185
werden	w3_d809e25188
all	w5_d809e25191
jene	w7_d809e25194
Partheyen,	w9_d809e25197
so	w11_d809e25200
der	w13_d809e25204
ley	w1_d809e25209
N.	w3_d809e25212
Oe.	w5_d809e25215
Landschafts	w7_d809e25218
obligationen	w9_d809e25221
in	w11_d809e25224
Hän	w13_d809e25228
den	w1_d809e25234
haben,	w3_d809e25237
wegen	w5_d809e25240
Zuruck	w7_d809e25243
ablung	w9_d809e25246
dieser	w11_d809e25249
ihrer	w13_d809e25253
Ca	w15_d809e25256
pitalien	w1_d809e25261
samt	w3_d809e25264
Jnteresse	w5_d809e25267
in	w7_d809e25270
bemeldtem	w9_d809e25273
Amte	w11_d809e25276
sich	w13_d809e25280
einzufinden,	w1_d809e25285
und	w3_d809e25288
vormerken	w5_d809e25291
zu	w7_d809e25294
lassen	w9_d809e25297
bedacht	w11_d809e25300
seyn;	w13_d809e25304
wo	w1_d809e25309
sohin	w3_d809e25312
selbe	w5_d809e25315
nach	w7_d809e25318
Arnas	w9_d809e25321
der	w11_d809e25324
eingehenden	w13_d809e25328
Erb	w15_d809e25331
steuer	w1_d809e25337
hindan	w3_d809e25340
bezahlt	w5_d809e25343
werden	w7_d809e25346
wurden.	w9_d809e25349
</p>
<list id="l60_d809e25353">
Von	w1_d809e25357
der	w3_d809e25360
8.	w5_d809e25363
K.	w7_d809e25366
boß	w9_d809e25369
hitals	w11_d809e25372
herschast	w13_d809e25376
Wolker	w15_d809e25379
</list>
<p id="p62_d809e25383">
Von	w1_d809e25387
der	w3_d809e25390
8.	w5_d809e25393
K.	w7_d809e25396
boß	w9_d809e25399
hitals	w11_d809e25402
herschast	w13_d809e25406
Wolker	w15_d809e25409
storf	w1_d809e25414
an	w3_d809e25417
der	w5_d809e25420
Hochleiten	w7_d809e25423
Amts=canzley	w9_d809e25426
wegen,	w11_d809e25429
wird	w1_d809e25434
hiemit	w3_d809e25437
kund	w5_d809e25440
und	w7_d809e25443
zu	w9_d809e25446
wissen	w11_d809e25449
gemacht:	w13_d809e25453
habe	w1_d809e25459
</p>
<p id="p66_d809e25464">
habe	w1_d809e25468
bey	w3_d809e25471
dieser	w5_d809e25474
Amts=canzley	w7_d809e25477
Maria	w9_d809e25480
Huberin.	w11_d809e25483
Jnwohnerin	w1_d809e25488
zu	w3_d809e25491
Groß	w5_d809e25494
intzerstorf	w7_d809e25497
angebracht,	w9_d809e25500
und	w11_d809e25503
behörig	w1_d809e25508
bewiesen,	w3_d809e25511
welcher	w5_d809e25514
gestalten	w7_d809e25517
ihr	w9_d809e25520
Bruder	w11_d809e25523
Mathias	w1_d809e25529
Huber,	w3_d809e25532
gewester	w5_d809e25535
Gemeiner	w7_d809e25538
unter	w9_d809e25541
dem	w11_d809e25544
K.	w1_d809e25549
K.	w3_d809e25552
Max	w5_d809e25555
und	w7_d809e25558
Emanuel	w9_d809e25561
Stahrenbergischen	w11_d809e25564
Jnfanterie=regiment	w1_d809e25569
schon	w3_d809e25572
über	w5_d809e25575
32.	w7_d809e25578
Jahr	w9_d809e25581
abwe	w11_d809e25584
send,	w1_d809e25589
und	w3_d809e25592
unwissend,	w5_d809e25595
auch	w7_d809e25598
durch	w9_d809e25601
so	w11_d809e25604
viele	w13_d809e25608
Jahre	w15_d809e25611
her	w1_d809e25617
von	w3_d809e25620
ihme	w5_d809e25623
nichts	w7_d809e25626
zu	w9_d809e25629
vernehmen	w11_d809e25632
gewesen	w13_d809e25636
seye;	w15_d809e25639
dahero	w1_d809e25644
gebetten,	w3_d809e25647
womit	w5_d809e25650
ihr	w7_d809e25653
als	w9_d809e25656
seiner	w11_d809e25659
nächsten	w13_d809e25663
An	w15_d809e25666
verwandtin,	w1_d809e25671
und	w3_d809e25674
Erbin,	w5_d809e25677
seine	w7_d809e25680
auf	w9_d809e25683
disseitiger	w11_d809e25686
Herrschaft	w1_d809e25691
liegende	w3_d809e25694
vätter	w5_d809e25697
und	w7_d809e25700
mütterliche	w9_d809e25703
in	w11_d809e25706
185.	w1_d809e25712
fl.	w3_d809e25715
cum	w5_d809e25718
sua	w7_d809e25721
causa	w9_d809e25724
bestende	w11_d809e25727
Erbschaft	w13_d809e25731
ausge	w15_d809e25734
folgt	w1_d809e25739
werden	w3_d809e25742
möchte,	w5_d809e25745
zumahlen	w7_d809e25748
nun	w9_d809e25751
hierüber	w11_d809e25754
die	w1_d809e25759
Ausfertigung	w3_d809e25762
des	w5_d809e25765
gewöhnlichen	w7_d809e25768
Edicts	w9_d809e25771
ver	w11_d809e25774
anlanst	w1_d809e25779
worden;	w3_d809e25782
Solchemnach	w5_d809e25785
solle	w7_d809e25788
er	w9_d809e25791
Matthias	w11_d809e25794
Huber,	w1_d809e25800
oder	w3_d809e25803
seine	w5_d809e25806
allenfals	w7_d809e25809
hinterlassene	w9_d809e25812
Kinder,	w11_d809e25815
wie	w1_d809e25820
auch	w3_d809e25823
alldiejenige,	w5_d809e25826
welche	w7_d809e25829
an	w9_d809e25832
besagtem	w11_d809e25835
Mat	w13_d809e25839
hias	w1_d809e25844
Huberischen	w3_d809e25847
Erbschaft	w5_d809e25850
sub	w7_d809e25853
quocunque	w9_d809e25856
ti-	w11_d809e25859
tulo	w1_d809e25864
Sprüch,	w3_d809e25867
und	w5_d809e25870
Forderungen	w7_d809e25873
haben,	w9_d809e25876
oder	w11_d809e25879
zu	w13_d809e25883
haben	w1_d809e25889
vermeinen,	w3_d809e25892
von	w5_d809e25895
heut	w7_d809e25898
dato	w9_d809e25901
innerhalb	w11_d809e25904
ein	w13_d809e25908
Jahr	w1_d809e25913
6.	w3_d809e25916
Wochen	w5_d809e25919
und	w7_d809e25922
3.	w9_d809e25925
Tägen	w11_d809e25928
in	w13_d809e25932
der	w15_d809e25935
herrschaft	w17_d809e25938
lichen	w1_d809e25943
Amts=canzley	w3_d809e25946
allhier	w5_d809e25949
sich	w7_d809e25952
also	w9_d809e25955
gewiß	w11_d809e25958
mel	w13_d809e25962
den,	w1_d809e25967
legitimiren,	w3_d809e25970
und	w5_d809e25973
ihre	w7_d809e25976
Forderungen	w9_d809e25979
liquidi	w11_d809e25982
ren,	w1_d809e25988
wie	w3_d809e25991
im	w5_d809e25994
widrigen	w7_d809e25997
nach	w9_d809e26000
solch=verstrichenen	w11_d809e26003
Termin	w1_d809e26008
niemand	w3_d809e26011
mehr	w5_d809e26014
gehöret,	w7_d809e26017
sondern	w9_d809e26020
sothane	w11_d809e26023
Erbschaft	w1_d809e26028
seiner	w3_d809e26031
Eingangs	w5_d809e26034
besagten	w7_d809e26037
Schwester	w9_d809e26040
ausgefolget,	w1_d809e26045
und	w3_d809e26048
was	w5_d809e26051
sonsten	w7_d809e26054
rechtens	w9_d809e26057
ist,	w11_d809e26060
vor	w13_d809e26064
gekehret	w1_d809e26070
werden	w3_d809e26073
solle.	w5_d809e26076
Schloß	w7_d809e26079
Wolckerstof	w9_d809e26082
den	w11_d809e26085
3.	w1_d809e26090
Novemb.	w3_d809e26093
1763.	w5_d809e26096
</p>
<list id="l68_d809e26099">
Nen	w1_d809e26103
de	w3_d809e26106
Lil	w5_d809e26109
Sist	w7_d809e26112
und	w9_d809e26115
erogen	w11_d809e26118
Llisea	w13_d809e26122
</list>
<p id="p70_d809e26126">
Nen	w1_d809e26130
de	w3_d809e26133
Lil	w5_d809e26136
Sist	w7_d809e26139
und	w9_d809e26142
erogen	w11_d809e26145
Llisea	w13_d809e26149
Mölk	w1_d809e26154
verordneten	w3_d809e26157
Kammer	w5_d809e26160
wegen,	w7_d809e26163
werden	w9_d809e26166
dieje	w11_d809e26169
nige,	w1_d809e26174
denen	w3_d809e26177
daran	w5_d809e26180
gelegen,	w7_d809e26183
hiemit	w9_d809e26186
erinneret,	w11_d809e26189
wel	w13_d809e26193
chergestalten	w1_d809e26199
ein	w3_d809e26202
dasig=gewester	w5_d809e26205
Kloster=bedienter	w7_d809e26208
Namens	w1_d809e26213
Johann	w3_d809e26216
Leitenmayr,	w5_d809e26219
ledigen	w7_d809e26222
Standes	w9_d809e26225
von	w1_d809e26230
Ziemetshausen	w3_d809e26233
aus	w5_d809e26236
Vorder=österreich	w7_d809e26239
gebürtig	w9_d809e26242
unterm	w1_d809e26247
4.	w3_d809e26250
letzt=abgewichenen	w5_d809e26253
Monats	w7_d809e26256
Octobris	w9_d809e26259
zwar	w1_d809e26265
mit	w3_d809e26268
Hinterlafsungeiner	w5_d809e26271
letztwilligen	w7_d809e26274
Dsipo	w9_d809e26277
sition,	w1_d809e26282
doch	w3_d809e26285
ohne	w5_d809e26288
Namhaftmachung	w7_d809e26291
seiner	w9_d809e26294
nächsten	w11_d809e26297
Anverwandten,	w1_d809e26302
und	w3_d809e26305
ordentlicher	w5_d809e26308
Erbs	w7_d809e26311
einsetzung	w9_d809e26314
mithin	w1_d809e26319
respective	w3_d809e26322
ab	w5_d809e26325
intestato	w7_d809e26328
verstorben	w9_d809e26331
seye;	w11_d809e26334
wann	w1_d809e26340
sich	w3_d809e26343
nun	w5_d809e26346
irgendswo	w7_d809e26349
noch	w9_d809e26352
einige	w11_d809e26355
Anverwandte	w13_d809e26359
zu	w1_d809e26364
besagtem	w3_d809e26367
Erblasser	w5_d809e26370
befinden	w7_d809e26373
möchten,	w9_d809e26376
die	w11_d809e26379
sich	w13_d809e26383
zu	w15_d809e26386
dessen	w1_d809e26391
wenigen	w3_d809e26394
Verlassenschaft	w5_d809e26397
behörig	w7_d809e26400
legitimiren	w9_d809e26403
könnten,	w1_d809e26408
so	w3_d809e26411
haben	w5_d809e26414
sich	w7_d809e26417
selbe	w9_d809e26420
innerhalb	w11_d809e26423
einem	w13_d809e26427
Jahr,	w15_d809e26430
und	w1_d809e26436
6.	w3_d809e26439
Wochen	w5_d809e26442
von	w7_d809e26445
heutigem	w9_d809e26448
Dato	w11_d809e26451
an,	w13_d809e26455
alsogewiß	w15_d809e26458
zu	w1_d809e26463
melden,	w3_d809e26466
wie	w5_d809e26469
im	w7_d809e26472
widrigen,	w9_d809e26475
was	w11_d809e26478
Rechtens	w13_d809e26482
ist,	w15_d809e26485
solle	w1_d809e26490
fürgekehret	w3_d809e26493
werden.	w5_d809e26496
Kloster	w7_d809e26499
Mölk	w9_d809e26502
den	w11_d809e26505
3ten	w13_d809e26509
Nov.	w1_d809e26514
1763.	w3_d809e26517
</p>
<list id="l72_d809e26521">
Bey	w1_d809e26525
dem	w3_d809e26528
Buchändler	w5_d809e26531
Johann	w7_d809e26534
Paul	w9_d809e26537
Krau	w11_d809e26540
</list>
<list id="l74_d809e26544">
nächst	w1_d809e26548
der	w3_d809e26551
K.	w5_d809e26554
K.	w7_d809e26557
Burg,	w9_d809e26560
dem	w11_d809e26563
Comödienhaus	w13_d809e26567
gegen	w15_d809e26570
über	w1_d809e26575
ist	w3_d809e26578
zu	w5_d809e26581
haben	w7_d809e26584
Maschat,	w1_d809e26589
Remigii,	w3_d809e26592
Resolutiones	w5_d809e26595
quæstionum	w7_d809e26598
amplius	w1_d809e26604
DC.	w3_d809e26607
in	w5_d809e26610
utrogne	w7_d809e26613
jure	w9_d809e26616
controversarum	w11_d809e26619
ediræ	w1_d809e26624
per	w3_d809e26627
P.	w5_d809e26630
Donatum	w7_d809e26633
Hofmann,	w9_d809e26636
II.	w11_d809e26639
Lartes,	w13_d809e26643
gte	w15_d809e26646
Aueust.	w1_d809e26651
Jind.	w3_d809e26654
1762.	w5_d809e26657
4.	w7_d809e26660
f.	w9_d809e26663
</list>
<p id="p76_d809e26667">
Bey	w1_d809e26671
dem	w3_d809e26674
Buchändler	w5_d809e26677
Johann	w7_d809e26680
Paul	w9_d809e26683
Krau	w11_d809e26686
crrit.	w1_d809e26691
</p>
<list id="l78_d809e26694">
Spielmann,	w1_d809e26698
Jac.	w3_d809e26701
Reinheld,	w5_d809e26704
Instivutlones	w7_d809e26707
Ci-	w9_d809e26710
miæ	w1_d809e26715
prælectionibus	w3_d809e26718
Academicis	w5_d809e26721
zdcommodatæ,	w7_d809e26724
8vo	w1_d809e26729
maj.	w3_d809e26732
Argentorati,	w5_d809e26735
1763.	w7_d809e26738
1.	w9_d809e26741
fl.	w11_d809e26744
15.	w13_d809e26748
kr.	w15_d809e26751
Günthers,	w1_d809e26757
Joh.	w3_d809e26760
Christian,	w5_d809e26763
Gedichte,	w7_d809e26766
sechste	w9_d809e26769
verbesserte	w1_d809e26774
Auflage,	w3_d809e26777
gr.	w5_d809e26780
8vo	w7_d809e26783
Breslau	w9_d809e26786
1764.	w11_d809e26789
2.	w13_d809e26793
fl.	w1_d809e26798
30.	w3_d809e26801
kr.	w5_d809e26804
Caranti.	w1_d809e26809
R.	w3_d809e26812
B.	w5_d809e26815
D.	w7_d809e26818
Bartholonæi,	w9_d809e26821
Thesaurus	w11_d809e26824
Sacrorum	w1_d809e26830
Rituna	w3_d809e26833
III.	w5_d809e26836
tomi,	w7_d809e26839
fol.	w9_d809e26842
Angustæ	w11_d809e26845
Vind.	w13_d809e26849
1763.	w1_d809e26854
10.	w3_d809e26857
fl.	w5_d809e26860
30.	w7_d809e26863
kr.	w9_d809e26866
Pallu,	w1_d809e26871
R.	w3_d809e26874
P.	w5_d809e26877
Martino	w7_d809e26880
S.	w9_d809e26883
J.	w11_d809e26886
vollständige	w13_d809e26890
Erklä	w15_d809e26893
rung	w1_d809e26898
des	w3_d809e26901
grossen	w5_d809e26904
Gebots	w7_d809e26907
von	w9_d809e26910
der	w11_d809e26913
Liebe	w13_d809e26917
des	w15_d809e26920
Näch	w17_d809e26923
stens,	w1_d809e26929
8vo	w3_d809e26932
Augsp.	w5_d809e26935
1763.	w7_d809e26938
1.	w9_d809e26941
fl.	w11_d809e26944
De	w1_d809e26949
Weitenau,	w3_d809e26952
Felicis	w5_d809e26955
Antonii,	w7_d809e26958
Centuris	w9_d809e26961
eon-	w11_d809e26964
siliorum	w1_d809e26969
Crimmalium,	w3_d809e26972
fol.	w5_d809e26975
August.	w7_d809e26978
Vind.	w9_d809e26981
1763.	w11_d809e26984
4.	w1_d809e26989
fl.	w3_d809e26992
30.	w5_d809e26995
kr.	w7_d809e26998
Cei,	w1_d809e27004
Stephan,	w3_d809e27007
Marianische	w5_d809e27010
Ehren=kron	w7_d809e27013
von	w9_d809e27016
12.	w1_d809e27021
Lob	w3_d809e27024
und	w5_d809e27027
Ehren=predigen	w7_d809e27030
auf	w9_d809e27033
verschiedenen	w11_d809e27036
hochfeyerl.	w1_d809e27041
Marianische	w3_d809e27044
Bruderschafts=fest=täg	w5_d809e27047
vorgetragen,	w1_d809e27052
4to	w3_d809e27055
Augspurg,	w5_d809e27058
1763.	w7_d809e27061
51.	w9_d809e27064
kr.	w11_d809e27067
Dolor	w1_d809e27073
Amarissimus	w3_d809e27076
B.	w5_d809e27079
B.	w7_d809e27082
Virginis	w9_d809e27085
Christo	w11_d809e27088
com-	w13_d809e27092
patientis,	w1_d809e27097
8vo	w3_d809e27100
Aug.	w5_d809e27103
Vindel.	w7_d809e27106
1763.	w9_d809e27109
21.	w11_d809e27112
kr.	w13_d809e27116
Chrysostomus,	w1_d809e27121
Johann,	w3_d809e27124
drey	w5_d809e27127
Bücher	w7_d809e27130
von	w9_d809e27133
der	w11_d809e27136
Vorsichtigkeit	w1_d809e27141
GOttes,	w3_d809e27144
aus	w5_d809e27147
dem	w7_d809e27150
Grichischen	w9_d809e27153
ins	w11_d809e27156
Deutsche	w1_d809e27162
übersetzt,	w3_d809e27165
8vo	w5_d809e27168
Augsp.	w7_d809e27171
1763.	w9_d809e27174
24.	w11_d809e27177
kr.	w13_d809e27181
</list>
<list id="l80_d809e27185">
Bey	w1_d809e27189
Emerich	w3_d809e27192
Feliz	w5_d809e27195
Bader	w7_d809e27198
in	w9_d809e27201
der	w11_d809e27204
Bogner=gasse	w13_d809e27208
</list>
<list id="l82_d809e27212">
Bey	w1_d809e27216
Emerich	w3_d809e27219
Feliz	w5_d809e27222
Bader	w7_d809e27225
in	w9_d809e27228
der	w11_d809e27231
Bogner=gasse	w13_d809e27235
neben	w1_d809e27240
dem	w3_d809e27243
Todten=kopf	w5_d809e27246
ist	w7_d809e27249
zu	w9_d809e27252
haben:	w11_d809e27255
Predigen,	w1_d809e27260
des	w3_d809e27263
Pater	w5_d809e27266
Bourdaloue,	w7_d809e27269
aus	w9_d809e27272
der	w11_d809e27275
Ge	w13_d809e27279
sellschaft	w1_d809e27285
Jesu,	w3_d809e27288
vor	w5_d809e27291
dem	w7_d809e27294
Advent,	w9_d809e27297
aus	w11_d809e27300
dem	w13_d809e27304
Fran	w15_d809e27307
zösischen	w1_d809e27312
ins	w3_d809e27315
Deutsche	w5_d809e27318
übersetzt	w7_d809e27321
von	w9_d809e27324
Joseph	w11_d809e27327
Lei	w13_d809e27331
denfeld,	w1_d809e27336
4to	w3_d809e27339
2.	w5_d809e27342
fl.	w7_d809e27345
Geistliche	w1_d809e27350
Betrachtungen	w3_d809e27353
auf	w5_d809e27356
alle	w7_d809e27359
Tag	w9_d809e27362
in	w11_d809e27365
den	w13_d809e27369
Advent,	w1_d809e27375
oder	w3_d809e27378
anmüthig=geistliche	w5_d809e27381
Unetrhaltun	w7_d809e27384
gen	w1_d809e27389
von	w3_d809e27392
der	w5_d809e27395
Menschwerdung	w7_d809e27398
und	w9_d809e27401
Geburt	w11_d809e27404
des	w13_d809e27408
Sohns	w15_d809e27411
GOttes,	w1_d809e27416
von	w3_d809e27419
R.	w5_d809e27422
P.	w7_d809e27425
Joanne	w9_d809e27428
Crasser,	w11_d809e27431
S	w13_d809e27435
J.	w15_d809e27438
8vo	w17_d809e27441
34.	w1_d809e27446
kr.	w3_d809e27449
geb.	w5_d809e27452
51.	w7_d809e27455
kr.	w9_d809e27458
Leben	w1_d809e27464
und	w3_d809e27467
Lehr	w5_d809e27470
JEsu	w7_d809e27473
Christi	w9_d809e27476
des	w11_d809e27479
Sohns	w13_d809e27483
Got	w15_d809e27486
tes,	w1_d809e27491
des	w3_d809e27494
Sohns	w5_d809e27497
Mariä,	w7_d809e27500
nach	w9_d809e27503
den	w11_d809e27506
HH.	w13_d809e27510
vier	w15_d809e27513
Evan	w17_d809e27516
gelien	w1_d809e27521
ordentlich	w3_d809e27524
verfasset,	w5_d809e27527
durch	w7_d809e27530
R.	w9_d809e27533
P.	w11_d809e27536
Anton	w13_d809e27540
Sreyerer,	w1_d809e27545
der	w3_d809e27548
Gesellschaft	w5_d809e27551
JEsu	w7_d809e27554
Priestern,	w9_d809e27557
4to	w11_d809e27560
2.	w1_d809e27566
fl.	w3_d809e27569
in	w5_d809e27572
Franzb.	w7_d809e27575
2.	w9_d809e27578
fl.	w11_d809e27581
45.	w13_d809e27585
kr.	w15_d809e27588
Der	w1_d809e27593
deutsche	w3_d809e27596
Seidenbau,	w5_d809e27599
aus	w7_d809e27602
Liebe	w9_d809e27605
zur	w11_d809e27608
Wahr	w13_d809e27612
heit	w1_d809e27617
befördert	w3_d809e27620
von	w5_d809e27623
Joh.	w7_d809e27626
Fr.	w9_d809e27629
Pfeiffer,	w11_d809e27632
8vo	w13_d809e27636
20.	w15_d809e27639
kr.	w17_d809e27642
Les	w1_d809e27647
Cent	w3_d809e27650
Nouvelles,	w5_d809e27653
Nouvelles	w7_d809e27656
de	w9_d809e27659
Madame	w11_d809e27662
de	w1_d809e27668
Gomez,	w3_d809e27671
20.	w5_d809e27674
Tomes,	w7_d809e27677
en	w9_d809e27680
12mo	w11_d809e27683
18.	w13_d809e27687
fl.	w15_d809e27690
De	w1_d809e27695
la	w3_d809e27698
Fonte	w5_d809e27701
des	w7_d809e27704
Mines,	w9_d809e27707
des	w11_d809e27710
Ponderies,	w13_d809e27714
des	w15_d809e27717
Grillages,	w1_d809e27722
des	w3_d809e27725
Fourneaux	w5_d809e27728
Potasse	w7_d809e27731
&c.	w9_d809e27734
traduis	w11_d809e27737
de	w13_d809e27741
l'Allemand	w1_d809e27746
de	w3_d809e27749
Chr.	w5_d809e27752
Andre	w7_d809e27755
Schlutter;	w9_d809e27758
publié	w11_d809e27761
par	w1_d809e27767
Mr.	w3_d809e27770
Hellot,	w5_d809e27773
2.	w7_d809e27776
Tomes	w9_d809e27779
avec	w11_d809e27782
fig.	w13_d809e27786
4to	w15_d809e27789
15.	w17_d809e27792
fl.	w19_d809e27795
Pyritologie,	w1_d809e27800
ou	w3_d809e27803
Histoire	w5_d809e27806
Naturelle	w7_d809e27809
de	w9_d809e27812
la	w11_d809e27815
Ey-	w13_d809e27819
rite	w1_d809e27824
&c.	w3_d809e27827
on	w5_d809e27830
y	w7_d809e27833
a	w9_d809e27836
joint	w11_d809e27839
de	w13_d809e27843
Flora	w15_d809e27846
Saturnisans,	w17_d809e27849
&	w19_d809e27852
les	w1_d809e27857
Opuscules	w3_d809e27860
Minéralogiques	w5_d809e27863
&c.	w7_d809e27866
par	w9_d809e27869
Mr.	w11_d809e27872
Jean	w13_d809e27876
Fred.	w1_d809e27882
Henckel,	w3_d809e27885
avec	w5_d809e27888
fig.	w7_d809e27891
4to	w9_d809e27894
8.	w11_d809e27897
fl.	w13_d809e27901
30.	w15_d809e27904
kr.	w17_d809e27907
Ecole	w1_d809e27912
Militaire,	w3_d809e27915
ouvrage	w5_d809e27918
composé	w7_d809e27921
par	w9_d809e27924
ordre	w11_d809e27927
du	w1_d809e27932
Gouvernement,	w3_d809e27935
3.	w5_d809e27938
Tomes,	w7_d809e27941
12mo	w9_d809e27944
3.	w11_d809e27947
fl.	w13_d809e27951
45.	w15_d809e27954
kr.	w17_d809e27957
Le	w1_d809e27962
Directeur	w3_d809e27965
Spirituel	w5_d809e27968
pout	w7_d809e27971
cenx	w9_d809e27974
qui	w11_d809e27977
p'en	w13_d809e27981
ant	w1_d809e27987
point.	w3_d809e27990
12mo	w5_d809e27993
1.	w7_d809e27996
f.	w9_d809e27999
30.	w11_d809e28002
kr.	w13_d809e28006
</list>
</doc>
