<doc id="wr_1763-06-01" attrs="word" year="1763" month="06" day="01" corpus="2">
<head id="h2_d763e3650">
Genua	w1_d763e3654
Umfange,	w7_d763e22790
daß	w9_d763e22793
die	w11_d763e22796
Jahre	w13_d763e22800
eines	w1_d763e22805
Jünglings	w3_d763e22808
schwerlich	w5_d763e22811
zureichend	w7_d763e22814
sind,	w9_d763e22817
den	w1_d763e22822
Besitz	w3_d763e22825
davon	w5_d763e22828
zu	w7_d763e22831
erlangen:	w9_d763e22834
ja	w11_d763e22837
man	w13_d763e22841
findet	w15_d763e22844
in	w1_d763e22849
dieser	w3_d763e22852
Schrift	w5_d763e22855
einige	w7_d763e22858
Züge,	w9_d763e22861
die	w11_d763e22864
man	w13_d763e22868
nur	w15_d763e22871
von	w1_d763e22877
der	w3_d763e22880
geübten	w5_d763e22883
Hand	w7_d763e22886
eines	w9_d763e22889
Hrn.	w11_d763e22892
P.	w13_d763e22896
Khells	w15_d763e22899
erwarten	w1_d763e22904
konte.	w3_d763e22907
Der	w5_d763e22910
Herr	w7_d763e22913
Verfasser	w9_d763e22916
rüh	w11_d763e22919
met	w1_d763e22924
sich	w3_d763e22927
selbst	w5_d763e22930
in	w7_d763e22933
der	w9_d763e22936
Vorrede	w11_d763e22939
des	w13_d763e22943
Beystan	w15_d763e22946
des	w1_d763e22951
dieses	w3_d763e22954
großen	w5_d763e22957
Lehrers.	w7_d763e22960
Er	w9_d763e22963
hat	w11_d763e22966
sich	w13_d763e22970
desselben	w1_d763e22976
getreue	w3_d763e22979
Anführung	w5_d763e22982
zu	w7_d763e22985
Nutze	w9_d763e22988
ge	w11_d763e22991
macht,	w1_d763e22996
und	w3_d763e22999
sowohl	w5_d763e23002
desselben	w7_d763e23005
als	w9_d763e23008
seine	w11_d763e23011
ei	w13_d763e23015
gene	w1_d763e23020
Wahrnehmungen	w3_d763e23023
in	w5_d763e23026
einer	w7_d763e23029
guten	w9_d763e23032
Schreibart	w1_d763e23037
sehr	w3_d763e23040
wohl	w5_d763e23043
ausgearbeitet.	w7_d763e23046
Nur	w9_d763e23049
da	w1_d763e23055
und	w3_d763e23058
dort	w5_d763e23061
eifert	w7_d763e23064
er,	w9_d763e23067
wie	w11_d763e23070
man	w13_d763e23074
es	w15_d763e23077
in	w17_d763e23080
seinem	w19_d763e23083
Alter	w1_d763e23088
zu	w3_d763e23091
thun	w5_d763e23094
pflegt,	w7_d763e23097
zu	w9_d763e23100
sehr	w11_d763e23103
wider	w13_d763e23107
dieje	w15_d763e23110
nigen,	w1_d763e23115
die	w3_d763e23118
einer	w5_d763e23121
anderen	w7_d763e23124
Meinung	w9_d763e23127
sind,	w11_d763e23130
als	w13_d763e23134
er	w1_d763e23139
ist.	w3_d763e23142
Uns	w5_d763e23145
dünket,	w7_d763e23148
daß	w9_d763e23151
man	w11_d763e23154
insonderheit	w13_d763e23158
bey	w1_d763e23164
gelehrten	w3_d763e23167
Streitfragen,	w5_d763e23170
da	w7_d763e23173
oft	w9_d763e23176
alles	w11_d763e23179
auf	w1_d763e23184
eine	w3_d763e23187
mehr	w5_d763e23190
oder	w7_d763e23193
weniger	w9_d763e23196
wahrscheinliche	w11_d763e23199
Muthmassung	w1_d763e23204
hinauslauft,	w3_d763e23207
ohne	w5_d763e23210
alle	w7_d763e23213
Hef	w9_d763e23216
tigkeit	w1_d763e23221
schreiben	w3_d763e23224
solte.	w5_d763e23227
</p>
<p id="p14_d763e23230">
(Der	w1_d763e23234
Beschluß	w3_d763e23237
folgt	w5_d763e23240
nächstens.)	w7_d763e23243
</p>
<list id="l18_d763e23248">
Es	w1_d763e23252
befindet	w3_d763e23255
sich	w5_d763e23258
seit	w7_d763e23261
etlichen	w9_d763e23264
Tagen	w11_d763e23267
ein	w13_d763e23271
Mann	w15_d763e23274
</list>
<p id="p20_d763e23278">
Es	w1_d763e23282
befindet	w3_d763e23285
sich	w5_d763e23288
seit	w7_d763e23291
etlichen	w9_d763e23294
Tagen	w11_d763e23297
ein	w13_d763e23301
Mann	w15_d763e23304
von	w1_d763e23309
45.	w3_d763e23312
Jahren	w5_d763e23315
dahier,	w7_d763e23318
welcher	w9_d763e23321
von	w11_d763e23324
guter	w13_d763e23328
Fa	w15_d763e23331
mille	w1_d763e23336
aus	w3_d763e23339
dem	w5_d763e23342
Reich	w7_d763e23345
gebürtig,	w9_d763e23348
und	w11_d763e23351
unter	w13_d763e23355
der	w15_d763e23358
Kö	w17_d763e23361
nigl.	w1_d763e23367
Französischen	w3_d763e23370
leichten	w5_d763e23373
Cavalerie	w7_d763e23376
als	w9_d763e23379
Mare-	w11_d763e23382
chal	w1_d763e23387
des	w3_d763e23390
logis	w5_d763e23393
oder	w7_d763e23396
Wacht=meister	w9_d763e23399
einige	w11_d763e23402
Jahre	w13_d763e23406
in	w1_d763e23411
Diensten	w3_d763e23414
gestanden	w5_d763e23417
ist,	w7_d763e23420
wegen	w9_d763e23423
dem	w11_d763e23426
jüngsthin	w13_d763e23430
er	w15_d763e23433
folgten	w1_d763e23438
allgemeinen	w3_d763e23441
Frieden	w5_d763e23444
aber	w7_d763e23447
den	w9_d763e23450
Militair	w11_d763e23453
stand	w1_d763e23459
gänzich	w3_d763e23462
quittirt	w5_d763e23465
hat.	w7_d763e23468
Er	w9_d763e23471
ist	w11_d763e23474
von	w13_d763e23478
einer	w15_d763e23481
gut	w17_d763e23484
und	w1_d763e23489
gesunden	w3_d763e23492
Leibes=constitution,	w5_d763e23495
hat	w7_d763e23498
die	w9_d763e23501
Jura	w11_d763e23504
studirt	w1_d763e23509
und	w3_d763e23512
absolvirt,	w5_d763e23515
auch	w7_d763e23518
nachhero	w9_d763e23521
die	w11_d763e23524
Schrei	w13_d763e23528
berey,	w1_d763e23533
Rechenkunst	w3_d763e23536
und	w5_d763e23539
Land=öconomie	w7_d763e23542
nicht	w9_d763e23545
allein	w11_d763e23548
gründlich	w1_d763e23554
erlernet	w3_d763e23557
sondern	w5_d763e23560
auch	w7_d763e23563
bey	w9_d763e23566
einigen	w11_d763e23569
Herr	w13_d763e23573
schaften	w1_d763e23578
in	w3_d763e23581
verschiedenen	w5_d763e23584
Civil=bedienungen	w7_d763e23587
ehemals	w9_d763e23590
exercirt,	w1_d763e23595
ist	w3_d763e23598
einguter	w5_d763e23601
Concepist,	w7_d763e23604
hat	w9_d763e23607
eine	w11_d763e23610
feine	w13_d763e23614
und	w15_d763e23617
sehr	w17_d763e23620
deutliche	w1_d763e23625
Handschrift,	w3_d763e23628
und	w5_d763e23631
sowol	w7_d763e23634
zu	w9_d763e23637
Lande	w11_d763e23640
als	w13_d763e23644
zur	w1_d763e23650
See	w3_d763e23653
sehr	w5_d763e23656
weite	w7_d763e23659
Reisen	w9_d763e23662
gethan,	w11_d763e23665
und	w13_d763e23669
ist	w15_d763e23672
folg	w17_d763e23675
lich	w1_d763e23680
wol	w3_d763e23683
belebt,	w5_d763e23686
auch	w7_d763e23689
von	w9_d763e23692
einer	w11_d763e23695
guten	w13_d763e23699
Conduite,	w15_d763e23702
und	w1_d763e23707
mit	w3_d763e23710
andern	w5_d763e23713
nothwendigen	w7_d763e23716
Wissenschaften	w9_d763e23719
be	w11_d763e23722
gabet.	w1_d763e23727
Dieser	w3_d763e23730
Mensch	w5_d763e23733
nun	w7_d763e23736
suchet	w9_d763e23739
bey	w11_d763e23742
einer	w13_d763e23746
Herrschaft	w1_d763e23752
allhier	w3_d763e23755
ein	w5_d763e23758
wochentlich,	w7_d763e23761
monatlich	w9_d763e23764
oder	w1_d763e23769
jährliches	w3_d763e23772
geringes	w5_d763e23775
Solarium,	w7_d763e23778
(bis	w9_d763e23781
man	w11_d763e23784
erst	w13_d763e23788
lich	w1_d763e23793
die	w3_d763e23796
Probe	w5_d763e23799
von	w7_d763e23802
demselben	w9_d763e23805
genommen	w11_d763e23808
haben	w13_d763e23812
wird)	w1_d763e23817
zu	w3_d763e23820
seinem	w5_d763e23823
nothdürftigen	w7_d763e23826
Lebens=unterhalt	w9_d763e23829
eineconvenable	w1_d763e23835
Bedienung,	w3_d763e23838
entweder	w5_d763e23841
als	w7_d763e23844
Secrertaire,	w9_d763e23847
Scribent,	w1_d763e23852
Haus=hofmeister,	w3_d763e23855
Cammer=diener,	w5_d763e23858
oder	w7_d763e23861
auch	w1_d763e23866
als	w3_d763e23869
Jnspecteue,	w5_d763e23872
Verwalter,	w7_d763e23875
oder	w9_d763e23878
Schafner	w11_d763e23881
über	w1_d763e23886
eine	w3_d763e23889
herrschaftliche	w5_d763e23892
Oekonomie	w7_d763e23895
auf	w9_d763e23898
einem	w11_d763e23901
na	w13_d763e23905
he	w1_d763e23911
hier	w3_d763e23914
gelegenen	w5_d763e23917
oder	w7_d763e23920
auch	w9_d763e23923
weit	w11_d763e23926
entfernten	w13_d763e23930
Land	w15_d763e23933
guth,	w1_d763e23938
und	w3_d763e23941
lässet	w5_d763e23944
sich	w7_d763e23947
aus	w9_d763e23950
dringender	w11_d763e23953
Noth	w13_d763e23957
zuletzt	w15_d763e23960
gefallen,	w1_d763e23965
wie	w3_d763e23968
und	w5_d763e23971
welchergestalten	w7_d763e23974
man	w9_d763e23977
denselben	w11_d763e23980
anzustellen	w1_d763e23985
belieben	w3_d763e23988
möchte.	w5_d763e23991
Hierbey	w7_d763e23994
ist	w9_d763e23997
noch	w11_d763e24000
kürzich	w13_d763e24004
anzumerken	w1_d763e24010
und	w3_d763e24013
nicht	w5_d763e24016
zu	w7_d763e24019
hinterhalten,	w9_d763e24022
daß	w11_d763e24025
der	w13_d763e24029
selbe	w1_d763e24034
zwar	w3_d763e24037
seine	w5_d763e24040
Frau	w7_d763e24043
von	w9_d763e24046
32.	w11_d763e24049
Jahren	w13_d763e24053
bey	w15_d763e24056
sich,	w17_d763e24059
aber	w1_d763e24064
ohne	w3_d763e24067
Kinder	w5_d763e24070
hat,	w7_d763e24073
welche	w9_d763e24076
alle	w11_d763e24079
weibliche	w13_d763e24083
Hand	w1_d763e24088
arbeiten	w3_d763e24091
und	w5_d763e24094
Haushaltungs=geschäften	w7_d763e24097
wol	w9_d763e24100
verstehet	w1_d763e24106
und	w3_d763e24109
erlernet	w5_d763e24112
hat,	w7_d763e24115
mithin	w9_d763e24118
allenfalls	w11_d763e24121
sich	w13_d763e24125
selbst	w1_d763e24130
ehrlich	w3_d763e24133
zu	w5_d763e24136
erhalten	w7_d763e24139
oder	w9_d763e24142
zu	w11_d763e24145
ernähren	w13_d763e24149
im	w15_d763e24152
Stan	w17_d763e24155
de	w1_d763e24160
ist.	w3_d763e24163
Diese	w5_d763e24166
zwey	w7_d763e24169
Dienst=suchende	w9_d763e24172
Personen	w11_d763e24175
seynd	w1_d763e24180
zu	w3_d763e24183
erfragen	w5_d763e24186
und	w7_d763e24189
logiren	w9_d763e24192
in	w11_d763e24195
dem	w13_d763e24199
hiesigen	w15_d763e24202
Gast=haus	w1_d763e24208
zur	w3_d763e24211
Gauß	w5_d763e24214
ohnweit	w7_d763e24217
dem	w9_d763e24220
rothen	w11_d763e24223
Thurn.	w13_d763e24227
</p>
<list id="l22_d763e24230">
Von	w1_d763e24234
der	w3_d763e24237
N.	w5_d763e24240
Oe.	w7_d763e24243
Regierung	w9_d763e24246
wegen	w11_d763e24249
wird	w13_d763e24253
mit	w15_d763e24256
</list>
<p id="p24_d763e24261">
Von	w1_d763e24265
der	w3_d763e24268
N.	w5_d763e24271
Oe.	w7_d763e24274
Regierung	w9_d763e24277
wegen	w11_d763e24280
wird	w13_d763e24284
mit	w15_d763e24287
gegenwärtig	w1_d763e24292
offenem	w3_d763e24295
Edict	w5_d763e24298
jedermanniglich,	w7_d763e24301
so	w9_d763e24304
wol	w1_d763e24309
An	w3_d763e24312
als	w5_d763e24315
Abwesenden,	w7_d763e24318
deme	w9_d763e24321
daran	w11_d763e24324
gelegen,	w13_d763e24328
kund	w1_d763e24334
und	w3_d763e24337
zu	w5_d763e24340
wissen	w7_d763e24343
gemacht:	w9_d763e24346
Es	w11_d763e24349
habe	w13_d763e24353
Regie	w15_d763e24356
rung	w1_d763e24361
nach	w3_d763e24364
erfolgt	w5_d763e24367
tödtlichem	w7_d763e24370
Hintritt	w9_d763e24373
des	w11_d763e24376
Caspar	w13_d763e24380
Paur,	w1_d763e24385
gewest	w3_d763e24388
Kais.	w5_d763e24391
Königl.	w7_d763e24394
Reitknechtsprovi	w9_d763e24397
soner	w1_d763e24402
und	w3_d763e24405
Christian	w5_d763e24408
Luz,	w7_d763e24411
gewesten	w9_d763e24414
Koch	w11_d763e24417
in	w13_d763e24421
dem	w15_d763e24424
Stift	w1_d763e24430
St.	w3_d763e24433
Dorothä	w5_d763e24436
allhier	w7_d763e24439
zu	w9_d763e24442
Erfindung	w11_d763e24445
dersel	w13_d763e24449
ben	w1_d763e24454
etwo	w3_d763e24457
vorhandenen	w5_d763e24460
æris	w7_d763e24463
alieni,	w9_d763e24466
folgends	w11_d763e24469
auch	w13_d763e24473
zu	w1_d763e24478
sicherer	w3_d763e24481
Abhandlung	w5_d763e24484
solcher	w7_d763e24487
Verlassenschaft	w9_d763e24490
für	w11_d763e24493
nöthig	w1_d763e24498
befunden,	w3_d763e24501
die	w5_d763e24504
sammtliche	w7_d763e24507
sowol	w9_d763e24510
in	w11_d763e24513
als	w13_d763e24517
aus	w15_d763e24520
ser	w1_d763e24526
Land	w3_d763e24529
befindlichen	w5_d763e24532
Paur	w7_d763e24535
und	w9_d763e24538
Luzische	w11_d763e24541
Glau	w13_d763e24545
biger	w1_d763e24550
zu	w3_d763e24553
Anmeld	w5_d763e24556
und	w7_d763e24559
Liquidirung	w9_d763e24562
ihrer	w11_d763e24565
an	w13_d763e24569
wie	w15_d763e24572
derholte	w1_d763e24577
Paur	w3_d763e24580
und	w5_d763e24583
Luzische	w7_d763e24586
Verlassenschaft	w9_d763e24589
zu	w11_d763e24592
habende	w1_d763e24597
Sprüch	w3_d763e24600
und	w5_d763e24603
Forderungen	w7_d763e24606
gerichtlich	w9_d763e24609
vor	w11_d763e24612
zuladen,	w1_d763e24618
und	w3_d763e24621
einzuberufen,	w5_d763e24624
zu	w7_d763e24627
welchem	w9_d763e24630
Ende	w11_d763e24633
de	w13_d763e24637
</p>
<p id="p26_d763e24640">
nenselben	w1_d763e24644
der	w3_d763e24647
27ste	w5_d763e24650
Tag	w7_d763e24653
des	w9_d763e24656
künftigen	w11_d763e24659
Monats	w13_d763e24663
Junii	w1_d763e24668
Nachmittag	w3_d763e24671
um	w5_d763e24674
4.	w7_d763e24677
Uhr	w9_d763e24680
zur	w11_d763e24683
gewöhnlichen	w13_d763e24687
Convocations	w1_d763e24692
und	w3_d763e24695
Anmeldungs=tagsatzung	w5_d763e24698
zu	w7_d763e24701
all	w1_d763e24707
endlicher	w3_d763e24710
Frist	w5_d763e24713
anberaumet	w7_d763e24716
worden.	w9_d763e24719
Solchem	w11_d763e24722
nach	w1_d763e24727
werden	w3_d763e24730
alle	w5_d763e24733
und	w7_d763e24736
jede,	w9_d763e24739
welche	w11_d763e24742
bey	w13_d763e24746
gedacht	w15_d763e24749
Paur	w1_d763e24754
und	w3_d763e24757
Luzischen	w5_d763e24760
Verlassenschaft,	w7_d763e24763
welche	w9_d763e24766
re	w11_d763e24769
spectu	w1_d763e24774
des	w3_d763e24777
Paul	w5_d763e24780
Luz	w7_d763e24783
in	w9_d763e24786
4.	w11_d763e24789
fl.	w13_d763e24793
51.	w15_d763e24796
kr.	w17_d763e24799
bestehet,	w19_d763e24802
um	w21_d763e24805
rechtmäßiger	w1_d763e24811
Forderung	w3_d763e24814
willen	w5_d763e24817
einige	w7_d763e24820
Sprüch	w9_d763e24823
ha	w11_d763e24826
ben,	w1_d763e24831
oder	w3_d763e24834
zu	w5_d763e24837
haben	w7_d763e24840
vermeinen,	w9_d763e24843
an	w11_d763e24846
obbestimmtem	w13_d763e24850
Tag	w1_d763e24855
und	w3_d763e24858
Stund	w5_d763e24861
vor	w7_d763e24864
Regierung	w9_d763e24867
in	w11_d763e24870
der	w13_d763e24874
daselbst	w15_d763e24877
zu	w17_d763e24880
solchem	w1_d763e24885
Ende	w3_d763e24888
offen	w5_d763e24891
haltenden	w7_d763e24894
Commißionsstu	w9_d763e24897
ben	w1_d763e24903
entweder	w3_d763e24906
selbst	w5_d763e24909
persönlich,	w7_d763e24912
oder	w9_d763e24915
durch	w11_d763e24918
hiezu	w13_d763e24922
genugsam	w1_d763e24927
gevollmächtigte	w3_d763e24930
Gewalttragere	w5_d763e24933
also	w7_d763e24936
ge	w9_d763e24939
wiß	w1_d763e24944
zu	w3_d763e24947
erscheinen,	w5_d763e24950
und	w7_d763e24953
ihre	w9_d763e24956
an	w11_d763e24959
solche	w13_d763e24963
Verlassen	w15_d763e24966
schaft	w1_d763e24971
habende	w3_d763e24974
Anforderungen	w5_d763e24977
anzumelden,	w7_d763e24980
auch	w9_d763e24983
rechtlich	w1_d763e24989
zu	w3_d763e24992
liquidiren	w5_d763e24995
haben,	w7_d763e24998
als	w9_d763e25001
im	w11_d763e25004
widrigen	w13_d763e25008
die	w15_d763e25011
Abhandlung	w1_d763e25016
gleichwolen	w3_d763e25019
vorgenommen,	w5_d763e25022
und	w7_d763e25025
ohn	w9_d763e25028
gehindert	w1_d763e25033
deren	w3_d763e25036
etwo	w5_d763e25039
vorhandenen	w7_d763e25042
Glaubigern,	w9_d763e25045
so	w1_d763e25050
sich	w3_d763e25053
mit	w5_d763e25056
ihren	w7_d763e25059
Anforderungen	w9_d763e25062
in	w11_d763e25065
bestimmter	w13_d763e25069
Zeit	w1_d763e25075
nicht	w3_d763e25078
angemeldet,	w5_d763e25081
solche	w7_d763e25084
Verlassenschaft	w9_d763e25087
de	w11_d763e25090
nen	w1_d763e25095
sich	w3_d763e25098
anmeldenden	w5_d763e25101
Erben	w7_d763e25104
eingeantwortet,	w9_d763e25107
auch	w11_d763e25110
ansonsten	w1_d763e25115
ex	w3_d763e25118
officio	w5_d763e25121
vorgekehret	w7_d763e25124
werden	w9_d763e25127
solle,	w11_d763e25130
was	w13_d763e25134
Rechtens	w1_d763e25139
ist.	w3_d763e25142
Wornach	w5_d763e25145
sich	w7_d763e25148
also	w9_d763e25151
ein	w11_d763e25154
jeder	w13_d763e25158
zu	w15_d763e25161
rich	w17_d763e25164
ten	w1_d763e25170
wissen	w3_d763e25173
wird.	w5_d763e25176
</p>
<list id="l28_d763e25179">
Nächstkünftigen	w1_d763e25183
Freytag	w3_d763e25186
als	w5_d763e25189
den	w7_d763e25192
3.	w9_d763e25195
und	w11_d763e25198
4ten	w13_d763e25202
</list>
<p id="p30_d763e25206">
NSchstkünftigen	w1_d763e25210
Frentaa	w3_d763e25213
als	w5_d763e25216
den	w7_d763e25219
3.	w9_d763e25222
und	w11_d763e25225
4ten	w13_d763e25229
Junii	w1_d763e25234
werden	w3_d763e25237
in	w5_d763e25240
der	w7_d763e25243
Joseph=stadt	w9_d763e25246
bey	w11_d763e25249
dem	w13_d763e25253
grünen	w15_d763e25256
Kreuz	w1_d763e25261
im	w3_d763e25264
1sten	w5_d763e25267
Stock	w7_d763e25270
verschiedene	w9_d763e25273
Verlassenschafts	w11_d763e25276
effecten,	w1_d763e25282
als	w3_d763e25285
etwas	w5_d763e25288
Gold	w7_d763e25291
und	w9_d763e25294
Silber,	w11_d763e25297
gute	w13_d763e25301
Perl,	w15_d763e25304
Uhren,	w1_d763e25309
Manns	w3_d763e25312
und	w5_d763e25315
Frauen=kleider,	w7_d763e25318
wie	w9_d763e25321
auch	w11_d763e25324
Wäsch,	w1_d763e25329
Beth=gewand,	w3_d763e25332
verschiedene	w5_d763e25335
Mahlereyen,	w7_d763e25338
Kästen,	w1_d763e25343
Tisch,	w3_d763e25346
Sessel,	w5_d763e25349
Zinn,	w7_d763e25352
Kupfer,	w9_d763e25355
Meßing,	w11_d763e25358
und	w13_d763e25362
andere	w1_d763e25368
Fahrnüssen	w3_d763e25371
Vormittag	w5_d763e25374
von	w7_d763e25377
9.	w9_d763e25380
bis	w11_d763e25383
12.	w13_d763e25387
Nach	w15_d763e25390
mittag	w1_d763e25395
aber	w3_d763e25398
von	w5_d763e25401
3.	w7_d763e25404
bis	w9_d763e25407
6.	w11_d763e25410
Uhr	w13_d763e25414
licitando	w15_d763e25417
gegen	w17_d763e25420
baa	w19_d763e25423
re	w1_d763e25428
Bezahlung	w3_d763e25431
verkaufet	w5_d763e25434
werden.	w7_d763e25437
</p>
<list id="l32_d763e25440">
Nächstkünftigen	w1_d763e25444
Montag	w3_d763e25447
als	w5_d763e25450
den	w7_d763e25453
6.	w9_d763e25456
dieses	w11_d763e25459
Mo	w13_d763e25463
</list>
<p id="p34_d763e25467">
Nächstkünftigon	w1_d763e25471
Mantag	w3_d763e25474
als	w5_d763e25477
den	w7_d763e25480
6	w9_d763e25483
dieses	w11_d763e25486
Go-	w13_d763e25490
nats	w1_d763e25495
Junii	w3_d763e25498
werden	w5_d763e25501
auf	w7_d763e25504
dem	w9_d763e25507
Juden=platz	w11_d763e25510
in	w13_d763e25514
der	w15_d763e25517
goldenen	w1_d763e25522
Saulen	w3_d763e25525
im	w5_d763e25528
anderten	w7_d763e25531
Stock	w9_d763e25534
verschiedene	w11_d763e25537
Verlassenschafts=effecten,	w1_d763e25543
als	w3_d763e25546
Juvelen,	w5_d763e25549
Gold,	w7_d763e25552
Silber,	w1_d763e25557
Galanterien,	w3_d763e25560
Uhren,	w5_d763e25563
Porcelain,	w7_d763e25566
Frauen	w9_d763e25569
kleider,	w1_d763e25574
deto	w3_d763e25577
Weißzeug,	w5_d763e25580
Spitzen,	w7_d763e25583
Sessel,	w9_d763e25586
Soffen,	w11_d763e25589
Bett	w1_d763e25594
gewand,	w3_d763e25597
wie	w5_d763e25600
auch	w7_d763e25603
Zinn,	w9_d763e25606
Meßing	w11_d763e25609
und	w13_d763e25613
Ku	w15_d763e25616
pfer,	w1_d763e25622
dann	w3_d763e25625
ein	w5_d763e25628
viersitziger	w7_d763e25631
mit	w9_d763e25634
rothem	w11_d763e25637
Tuch	w13_d763e25641
gefüt	w15_d763e25644
terter	w1_d763e25649
Wagen	w3_d763e25652
Vormittag	w5_d763e25655
von	w7_d763e25658
9.	w9_d763e25661
bis	w11_d763e25664
12.	w13_d763e25668
Nach	w15_d763e25671
mittag	w1_d763e25676
aber	w3_d763e25679
von	w5_d763e25682
3.	w7_d763e25685
bis	w9_d763e25688
6.	w11_d763e25691
Uhr	w13_d763e25695
dem	w15_d763e25698
Meistbieten	w17_d763e25701
den	w1_d763e25706
licitando	w3_d763e25709
gegen	w5_d763e25712
also	w7_d763e25715
gleich	w9_d763e25718
baar	w11_d763e25721
leistender	w13_d763e25725
Be	w15_d763e25728
zahlung	w1_d763e25734
verkaufet	w3_d763e25737
und	w5_d763e25740
hiermit	w7_d763e25743
die	w9_d763e25746
nachfolgende	w11_d763e25749
Täge	w1_d763e25754
continuiret	w3_d763e25757
werden.	w5_d763e25760
</p>
<p id="p36_d763e25764">
Hiemit	w1_d763e25768
wird	w3_d763e25771
jedermänniglich	w5_d763e25774
kund	w7_d763e25777
un	w9_d763e25780
zu	w11_d763e25783
wissen	w13_d763e25787
gemacht,	w1_d763e25792
daß	w3_d763e25795
in	w5_d763e25798
dem	w7_d763e25801
zur	w9_d763e25804
Kaiserl.	w11_d763e25807
Königl.	w13_d763e25811
Hof=spi	w15_d763e25814
tals=herrschaft	w1_d763e25819
Wolkerstorf	w3_d763e25822
an	w5_d763e25825
der	w7_d763e25828
Hochleiten	w9_d763e25831
gehö	w11_d763e25834
rigen	w1_d763e25840
Dorf	w3_d763e25843
groß	w5_d763e25846
Jnzerstorf	w7_d763e25849
nächst	w9_d763e25852
Zisterstorf	w11_d763e25855
das	w13_d763e25859
Bader=gewerb	w1_d763e25864
an	w3_d763e25867
einen	w5_d763e25870
von	w7_d763e25873
der	w9_d763e25876
Löbl.	w11_d763e25879
Medicini	w13_d763e25883
schen	w1_d763e25888
Facultät	w3_d763e25891
in	w5_d763e25894
Wien	w7_d763e25897
approbirten	w9_d763e25900
Bader	w11_d763e25903
licitan	w13_d763e25907
do	w1_d763e25912
zu	w3_d763e25915
verkaufen	w5_d763e25918
seye.	w7_d763e25921
Wer	w9_d763e25924
nun	w11_d763e25927
sothanes	w13_d763e25931
Bader	w15_d763e25934
gewörb	w1_d763e25940
käufl.	w3_d763e25943
an	w5_d763e25946
sich	w7_d763e25949
zu	w9_d763e25952
bringen	w11_d763e25955
gedenket,	w13_d763e25959
kan	w15_d763e25962
den	w17_d763e25965
21.	w19_d763e25968
</p>
<p id="p42_d763e25981">
künftigen	w1_d763e25985
Monats	w3_d763e25988
Julii	w5_d763e25991
Vormittag	w7_d763e25994
um	w9_d763e25997
9.	w11_d763e26000
Uhr	w13_d763e26004
in	w15_d763e26007
die	w1_d763e26012
Verwalterische	w3_d763e26015
Amts=canzley	w5_d763e26018
obgedachten	w7_d763e26021
Herrschaft	w1_d763e26026
Wolkerstorf	w3_d763e26029
erscheinen,	w5_d763e26032
allwo	w7_d763e26035
sodann	w9_d763e26038
mit	w1_d763e26044
dem	w3_d763e26047
Meistbietenden	w5_d763e26050
der	w7_d763e26053
Kauf	w9_d763e26056
geschlossen	w11_d763e26059
wer	w13_d763e26063
den	w1_d763e26068
solle.	w3_d763e26071
</p>
<list id="l44_d763e26074">
Es	w1_d763e26078
ist	w3_d763e26081
zu	w5_d763e26084
Meydling	w7_d763e26087
nahe	w9_d763e26090
bey	w11_d763e26093
Schönbrunn	w13_d763e26097
ein	w15_d763e26100
</list>
<p id="p46_d763e26104">
Ea	w1_d763e26108
ist	w3_d763e26111
in	w5_d763e26114
Menhling	w7_d763e26117
nahs	w9_d763e26120
hen	w11_d763e26123
Schönhrunn	w13_d763e26127
in	w15_d763e26130
wolgebautes	w1_d763e26135
Haus	w3_d763e26138
mit	w5_d763e26141
7.	w7_d763e26144
Zimmern	w9_d763e26147
im	w11_d763e26150
ersten	w13_d763e26154
Stock	w15_d763e26157
2.	w1_d763e26162
ausgeschalten	w3_d763e26165
Dach=zimmern,	w5_d763e26168
3.	w7_d763e26171
Zimmer	w9_d763e26174
zu	w11_d763e26177
ebe	w13_d763e26181
ner	w1_d763e26187
Erde,	w3_d763e26190
einer	w5_d763e26193
Gelegenheit	w7_d763e26196
für	w9_d763e26199
den	w11_d763e26202
Gartner,	w13_d763e26206
und	w15_d763e26209
saubern	w1_d763e26214
Haus=capellen,	w3_d763e26217
grossen	w5_d763e26220
Kuchel,	w7_d763e26223
Preßge	w9_d763e26226
wölb	w1_d763e26231
und	w3_d763e26234
gefüllter	w5_d763e26237
Eis=gruben,	w7_d763e26240
grossen	w9_d763e26243
Keller,	w11_d763e26246
Stallung	w1_d763e26251
auf	w3_d763e26254
6.	w5_d763e26257
Pferd,	w7_d763e26260
Kühe=stall,	w9_d763e26263
grossen	w11_d763e26266
Schu	w13_d763e26270
pen	w1_d763e26276
und	w3_d763e26279
Heu=boden,	w5_d763e26282
einen	w7_d763e26285
grossen	w9_d763e26288
Zierobst	w11_d763e26291
und	w13_d763e26295
Kuchel=garten,	w1_d763e26300
nebst	w3_d763e26303
Orangerie	w5_d763e26306
und	w7_d763e26309
Glas=haus	w9_d763e26312
in	w1_d763e26317
allen	w3_d763e26320
wol	w5_d763e26323
mobilirter,	w7_d763e26326
mit	w9_d763e26329
Behtern,	w11_d763e26332
Kästen,	w13_d763e26336
Tisch,	w1_d763e26341
Sesseln	w3_d763e26344
und	w5_d763e26347
Spiegeln,	w7_d763e26350
Porcelan,	w9_d763e26353
Kupfer,	w11_d763e26356
Zinn	w1_d763e26362
und	w3_d763e26365
Kuchel=geschirr	w5_d763e26368
wol	w7_d763e26371
versehen,	w9_d763e26374
