<doc id="wr_1760-04-02" attrs="word" year="1760" month="04" day="02" corpus="2">
<head id="h2_d437e3044">
Civitavechia	w1_d437e3048
nun	w7_d437e24711
ein	w9_d437e24714
so	w11_d437e24717
anderes	w13_d437e24721
käuf	w15_d437e24724
lich	w1_d437e24729
an	w3_d437e24732
sich	w5_d437e24735
zu	w7_d437e24738
bringen	w9_d437e24741
Belieben	w11_d437e24744
traget,	w13_d437e24748
wird	w15_d437e24751
in	w17_d437e24754
obgedachter	w1_d437e24759
Papier=mühl	w3_d437e24762
zu	w5_d437e24765
Leestorf	w7_d437e24768
an	w9_d437e24771
bestimten	w11_d437e24774
Tag	w1_d437e24780
und	w3_d437e24783
Stund	w5_d437e24786
zu	w7_d437e24789
erscheinen,	w9_d437e24792
und	w11_d437e24795
hierwegen	w13_d437e24799
sich	w1_d437e24804
anzumelden	w3_d437e24807
haben.	w5_d437e24810
Denen	w7_d437e24813
bishero	w9_d437e24816
noch	w11_d437e24819
nicht	w13_d437e24823
angemeldten	w1_d437e24828
Franz	w3_d437e24831
Rupert	w5_d437e24834
Würzischen	w7_d437e24837
Glaubi	w9_d437e24840
gern	w1_d437e24845
aber	w3_d437e24848
wird	w5_d437e24851
hiemit	w7_d437e24854
weiters	w9_d437e24857
mitgeben,	w11_d437e24860
daß	w13_d437e24864
dieselbe	w1_d437e24870
ihre	w3_d437e24873
etwa	w5_d437e24876
habende	w7_d437e24879
Sprüch	w9_d437e24882
und	w11_d437e24885
Forde	w13_d437e24889
rungen	w1_d437e24894
noch	w3_d437e24897
unter	w5_d437e24900
dieser	w7_d437e24903
Zeit	w9_d437e24906
alsogewiß	w11_d437e24909
anzu	w13_d437e24913
melden,	w1_d437e24918
und	w3_d437e24921
zu	w5_d437e24924
liquidiren	w7_d437e24927
haben,	w9_d437e24930
wie	w11_d437e24933
im	w13_d437e24937
widri	w15_d437e24940
gen	w1_d437e24945
sie	w3_d437e24948
nicht	w5_d437e24951
mehr	w7_d437e24954
gehöret,	w9_d437e24957
sondern	w11_d437e24960
die	w13_d437e24964
Crida	w15_d437e24967
vol	w17_d437e24970
lendet,	w1_d437e24976
und	w3_d437e24979
der	w5_d437e24982
Ausschlag	w7_d437e24985
hierüber	w9_d437e24988
abgefasset	w11_d437e24991
werden	w1_d437e24996
solle.	w3_d437e24999
Gegeben	w5_d437e25002
Schloß	w7_d437e25005
und	w9_d437e25008
Festen	w11_d437e25011
Leestorf	w13_d437e25015
den	w1_d437e25020
2.	w3_d437e25023
April	w5_d437e25026
1760.	w7_d437e25029
</p>
<p id="p56_d437e25032">
Bey	w1_d437e25036
denen	w3_d437e25039
Verlegern	w5_d437e25042
des	w7_d437e25045
Wienerischen	w9_d437e25048
Dia	w11_d437e25051
rii	w1_d437e25056
sind	w3_d437e25059
zu	w5_d437e25062
verkauffen:	w7_d437e25065
Zufällige	w9_d437e25068
Gedanken	w11_d437e25071
über	w13_d437e25075
die	w1_d437e25080
Teutsche	w3_d437e25083
Schau	w5_d437e25086
bühne	w7_d437e25089
zu	w9_d437e25092
Wien,	w11_d437e25095
von	w13_d437e25099
einem	w15_d437e25102
Verehrer	w1_d437e25108
des	w3_d437e25111
guten	w5_d437e25114
Geschmacks	w7_d437e25117
und	w9_d437e25120
guter	w11_d437e25123
Sit	w13_d437e25127
ten.	w1_d437e25132
Das	w3_d437e25135
Stück	w5_d437e25138
roh	w7_d437e25141
14.	w9_d437e25144
kr.	w11_d437e25147
im	w13_d437e25151
Falze	w15_d437e25154
17.	w17_d437e25157
Kr.	w19_d437e25160
</p>
<p id="p58_d437e25163">
Von	w1_d437e25167
N.	w3_d437e25170
Burger=meister,	w5_d437e25173
Stadt=richter	w7_d437e25176
und	w9_d437e25179
Rach	w1_d437e25184
der	w3_d437e25187
Landes=fürstl.	w5_d437e25190
Stadt	w7_d437e25193
Rötz,	w9_d437e25196
wirdet	w11_d437e25199
hie	w13_d437e25203
mit	w1_d437e25208
jedermänniglichen	w3_d437e25211
kund	w5_d437e25214
und	w7_d437e25217
zu	w9_d437e25220
wissen	w11_d437e25223
gemacht:	w13_d437e25227
welchergestalten	w1_d437e25233
die	w3_d437e25236
Jgnatz	w5_d437e25239
Teyberische	w7_d437e25242
Burgerl.	w9_d437e25245
Behausung	w1_d437e25250
(so	w3_d437e25253
mit	w5_d437e25256
wohlgebaucten	w7_d437e25259
und	w9_d437e25262
zu	w11_d437e25265
aller	w13_d437e25269
Würtschaft	w1_d437e25274
tauglichen	w3_d437e25277
Zimmern,	w5_d437e25280
und	w7_d437e25283
Gewölbern,	w9_d437e25286
dann	w1_d437e25291
einem	w3_d437e25294
schönen	w5_d437e25297
Keller	w7_d437e25300
und	w9_d437e25303
Stadl	w11_d437e25306
versehen	w13_d437e25310
ist)	w1_d437e25316
samt	w3_d437e25319
Seiffensieders=gewerb,	w5_d437e25322
alhier	w7_d437e25325
auf	w9_d437e25328
den	w11_d437e25331
11	w1_d437e25336
künftigen	w3_d437e25339
Monats	w5_d437e25342
Aprilis	w7_d437e25345
licitando,	w9_d437e25348
oder	w11_d437e25351
dem	w1_d437e25356
Meistbietenden	w3_d437e25359
verkauffet	w5_d437e25362
werden	w7_d437e25365
wird.	w9_d437e25368
Welcher	w1_d437e25373
demnach	w3_d437e25376
Belieben	w5_d437e25379
traget,	w7_d437e25382
ein	w9_d437e25385
solches	w11_d437e25388
</p>
<p id="p60_d437e25392">
dieser	w1_d437e25396
gestalten	w3_d437e25399
an	w5_d437e25402
sich	w7_d437e25405
zu	w9_d437e25408
bringen,	w11_d437e25411
sich	w13_d437e25415
am	w15_d437e25418
bemeld	w17_d437e25421
ten	w1_d437e25426
11.	w3_d437e25429
April	w5_d437e25432
um	w7_d437e25435
9.	w9_d437e25438
Uhr	w11_d437e25441
fruhe	w13_d437e25445
auf	w15_d437e25448
dem	w17_d437e25451
alhiesi	w19_d437e25454
gen	w1_d437e25459
Rath=haus	w3_d437e25462
zu	w5_d437e25465
melden	w7_d437e25468
wissen	w9_d437e25471
wird.	w11_d437e25474
Actum	w13_d437e25478
Landes=fürstl.	w1_d437e25484
Stadt	w3_d437e25487
Rotz	w5_d437e25490
den	w7_d437e25493
22.	w9_d437e25496
Febr.	w11_d437e25499
1760.	w13_d437e25503
</p>
<p id="p62_d437e25508">
Von	w1_d437e25512
der	w3_d437e25515
Röm.	w5_d437e25518
Kaiserl.	w7_d437e25521
zu	w9_d437e25524
Hungarn	w11_d437e25527
und	w13_d437e25531
Bö	w15_d437e25534
heim	w1_d437e25539
Königl.	w3_d437e25542
Apostol.	w5_d437e25545
Majest.	w7_d437e25548
verordneren	w9_d437e25551
Lan	w11_d437e25554
des=administration	w1_d437e25559
in	w3_d437e25562
dem	w5_d437e25565
Temesvarer=banat	w7_d437e25568
wegen:	w1_d437e25574
wird	w3_d437e25577
mit	w5_d437e25580
gegenwärtig=offenem	w7_d437e25583
Edict	w9_d437e25586
al	w11_d437e25589
len	w1_d437e25594
sowol	w3_d437e25597
anwesenden,	w5_d437e25600
als	w7_d437e25603
ausser	w9_d437e25606
dem	w11_d437e25609
Land	w13_d437e25613
be	w15_d437e25616
findlichen	w1_d437e25621
Credits=partheyen	w3_d437e25624
weil.	w5_d437e25627
Herrn	w7_d437e25630
Maxi	w9_d437e25633
milian	w1_d437e25638
Edlen	w3_d437e25641
von	w5_d437e25644
Rosendorf,	w7_d437e25647
gewesenen	w9_d437e25650
Admi	w11_d437e25653
nistrations=raht	w1_d437e25659
alhier	w3_d437e25662
seel.	w5_d437e25665
kund	w7_d437e25668
und	w9_d437e25671
zu	w11_d437e25674
wissen	w13_d437e25678
gemacht;	w1_d437e25683
welcher=gestalten	w3_d437e25686
zur	w5_d437e25689
Ordnungsmaßi	w7_d437e25692
gen	w1_d437e25697
Publicirung	w3_d437e25700
des	w5_d437e25703
über	w7_d437e25706
desselben	w9_d437e25709
ad	w11_d437e25712
Cridam	w13_d437e25716
gediehene	w1_d437e25721
Verlassenschaft	w3_d437e25724
geschöpften	w5_d437e25727
Claßifica	w7_d437e25730
tions=abschievs	w1_d437e25736
der	w3_d437e25739
11.	w5_d437e25742
hinkünftigen	w7_d437e25745
Monats	w9_d437e25748
Aprilis	w1_d437e25753
dieses	w3_d437e25756
lauffenden	w5_d437e25759
Jahrs	w7_d437e25762
zur	w9_d437e25765
Tagsatzung	w11_d437e25768
peremptorie	w1_d437e25773
angesetzet	w3_d437e25776
worden	w5_d437e25779
seye.	w7_d437e25782
Solchemnach	w9_d437e25785
dann	w1_d437e25790
all	w3_d437e25793
und	w5_d437e25796
jede	w7_d437e25799
von	w9_d437e25802
Rosendorfische	w11_d437e25805
respective	w13_d437e25809
Herren	w1_d437e25815
Glaubizere	w3_d437e25818
entweder	w5_d437e25821
selbst	w7_d437e25824
personlich,	w9_d437e25827
oder	w11_d437e25830
durch	w1_d437e25835
bevollmächtigte	w3_d437e25838
Gewalt	w5_d437e25841
tragere	w7_d437e25844
in	w9_d437e25847
dem	w11_d437e25850
bestimmten	w1_d437e25855
Tag	w3_d437e25858
den	w5_d437e25861
12	w7_d437e25864
Aprilis	w9_d437e25867
früh	w11_d437e25870
um	w13_d437e25874
10.	w15_d437e25877
Uhr	w1_d437e25882
vor	w3_d437e25885
dem	w5_d437e25888
Raht	w7_d437e25891
dieser	w9_d437e25894
Kaiserl.	w11_d437e25897
Königl.	w13_d437e25901
Lan	w15_d437e25904
des=administration	w1_d437e25910
zu	w3_d437e25913
Anhörung	w5_d437e25916
des	w7_d437e25919
besagten	w9_d437e25922
Crida=clapifications=abschieds,	w1_d437e25927
und	w3_d437e25930
nach	w5_d437e25933
Erfor	w7_d437e25936
dernuß	w1_d437e25941
zu	w3_d437e25944
Vorkehrung	w5_d437e25947
der	w7_d437e25950
weiteren	w9_d437e25953
Nohtdurft	w11_d437e25956
also	w1_d437e25961
gewiß	w3_d437e25964
zu	w5_d437e25967
erscheinen,	w7_d437e25970
hiemit	w9_d437e25973
vorgeladen	w11_d437e25976
wer	w13_d437e25980
den;	w1_d437e25986
als	w3_d437e25989
im	w5_d437e25992
widrigen	w7_d437e25995
nichts	w9_d437e25998
desto	w11_d437e26001
weniger	w13_d437e26005
im	w15_d437e26008
Sachen	w1_d437e26013
ex	w3_d437e26016
officio	w5_d437e26019
vorgegangen,	w7_d437e26022
auch	w9_d437e26025
hieruach	w11_d437e26028
der	w1_d437e26033
Repartitions=ausschlag	w3_d437e26036
vorgenommen,	w5_d437e26039
und	w7_d437e26042
die	w1_d437e26047
Abfertigung	w3_d437e26050
nach	w5_d437e26053
denen	w7_d437e26056
Classen	w9_d437e26059
geleistet	w11_d437e26062
wer	w13_d437e26066
den	w1_d437e26072
wurde.	w3_d437e26075
Wornach	w5_d437e26078
sich	w7_d437e26081
jeder	w9_d437e26084
Jntereßirter	w11_d437e26087
zu	w13_d437e26091
richten,	w1_d437e26096
und	w3_d437e26099
seinem	w5_d437e26102
Recht	w7_d437e26105
zu	w9_d437e26108
invigiliren	w11_d437e26111
wissen	w13_d437e26115
wird.	w1_d437e26120
Gegeben	w3_d437e26123
im	w5_d437e26126
Raht	w7_d437e26129
der	w9_d437e26132
Kaiserl	w11_d437e26135
Königl	w13_d437e26139
Ad	w15_d437e26142
ministration	w1_d437e26147
zu	w3_d437e26150
Temesvar	w5_d437e26153
den	w7_d437e26156
23.	w9_d437e26159
Febr.	w11_d437e26162
1760.	w13_d437e26166
</p>
<p id="p64_d437e26169">
Den	w1_d437e26173
9	w3_d437e26176
künftigen	w5_d437e26179
Monats	w7_d437e26182
April,	w9_d437e26185
und	w11_d437e26188
die	w13_d437e26192
dar	w15_d437e26195
auf	w1_d437e26200
folgende	w3_d437e26203
Täg,	w5_d437e26206
werden	w7_d437e26209
zu	w9_d437e26212
Leutzerstorf	w11_d437e26215
im	w13_d437e26219
Pfarr=hof	w1_d437e26224
alda	w3_d437e26227
folgende	w5_d437e26230
Effecten,	w7_d437e26233
als:	w9_d437e26236
Silber,	w11_d437e26239
Zünn,	w1_d437e26245
Metzing,	w3_d437e26248
Uhren,	w5_d437e26251
Bilder,	w7_d437e26254
Seffeln,	w9_d437e26257
Tisch,	w1_d437e26262
Tisch	w3_d437e26265
zeig,	w5_d437e26268
Manns=kleider,	w7_d437e26271
Bether	w9_d437e26274
und	w11_d437e26277
Lein=gewand,	w1_d437e26282
verschiedene	w3_d437e26285
gutte	w5_d437e26288
Wein,	w7_d437e26291
läre	w9_d437e26294
Fäß	w11_d437e26297
ser	w1_d437e26302
mit	w3_d437e26305
eisern	w5_d437e26308
Banden,	w7_d437e26311
Kuchel=geschirr,	w9_d437e26314
Chaisen,	w11_d437e26317
Vieh	w1_d437e26323
und	w3_d437e26326
andere	w5_d437e26329
Haus=fahrnussen,	w7_d437e26332
Vormitag	w9_d437e26335
von	w11_d437e26338
8.	w1_d437e26343
bis	w3_d437e26346
12.	w5_d437e26349
Uhr,	w7_d437e26352
Nachmittag	w9_d437e26355
von	w11_d437e26358
2.	w13_d437e26362
bis	w15_d437e26365
6.	w17_d437e26368
Uhr	w19_d437e26371
dem	w1_d437e26376
Meistbietenden	w3_d437e26379
gegen	w5_d437e26382
baren	w7_d437e26385
Gelderlag	w9_d437e26388
ver	w11_d437e26391
kauffet	w1_d437e26396
werden.	w3_d437e26399
</p>
</doc>
