<doc id="wr_1758-09-06" attrs="word" year="1758" month="09" day="06" corpus="2">
<head id="h2_d276e3771">
Leipzig	w1_d276e3775
Wilhelm	w5_d276e25382
des	w7_d276e25385
Heil.	w9_d276e25388
Röm.	w11_d276e25391
Reichs=fürst	w1_d276e25396
Trautson,	w3_d276e25399
Graf	w5_d276e25402
zu	w7_d276e25405
Faltenst.	w9_d276e25408
m	w11_d276e25411
Ritter	w1_d276e25416
des	w3_d276e25419
goldenen	w5_d276e25422
Vliesses,	w7_d276e25425
Jhrer	w9_d276e25428
Kaiserl.	w11_d276e25431
Königl.	w1_d276e25437
Majestät	w3_d276e25440
würklich=geheimer	w5_d276e25443
Raht,	w7_d276e25446
Obrist	w1_d276e25451
Hof=meister,	w3_d276e25454
und	w5_d276e25457
Land=marschall	w7_d276e25460
in	w9_d276e25463
Orsterreich	w1_d276e25468
unter	w3_d276e25471
der	w5_d276e25474
Ennsrc.	w7_d276e25477
Entbiert	w9_d276e25480
N.	w11_d276e25483
allen	w1_d276e25488
und	w3_d276e25491
jeden,	w5_d276e25494
was	w7_d276e25497
Standes	w9_d276e25500
oder	w11_d276e25503
Würden	w13_d276e25507
die	w1_d276e25513
seynd,	w3_d276e25516
der	w5_d276e25519
Gebühr	w7_d276e25522
nach,	w9_d276e25525
meinen	w11_d276e25528
respec	w13_d276e25532
tive	w1_d276e25537
dienst	w3_d276e25540
in	w5_d276e25543
guten	w7_d276e25546
Willen	w9_d276e25549
zuvor,	w11_d276e25552
und	w13_d276e25556
füge	w15_d276e25559
euch	w1_d276e25564
hiemit	w3_d276e25567
zu	w5_d276e25570
vernehmen;	w7_d276e25573
</p>
<p id="p6_d276e25576">
Welcher	w1_d276e25580
gestalten	w3_d276e25583
allerhöchst	w5_d276e25586
gedacht	w7_d276e25589
Jhrer	w9_d276e25592
Kaiserl	w1_d276e25597
Königl.	w3_d276e25600
Majestät	w5_d276e25603
allergerechtest	w7_d276e25606
an	w9_d276e25609
zubefehlen	w1_d276e25614
geruhet	w3_d276e25617
haben,	w5_d276e25620
den	w7_d276e25623
Herrn	w9_d276e25626
Ferdi	w11_d276e25629
nand	w1_d276e25635
Grafen	w3_d276e25638
von	w5_d276e25641
Kuefstein	w7_d276e25644
wegen	w9_d276e25647
deren	w11_d276e25650
von	w13_d276e25654
ihme,	w1_d276e25659
ungehindert	w3_d276e25662
deren	w5_d276e25665
an	w7_d276e25668
denselben	w9_d276e25671
er	w11_d276e25674
an	w13_d276e25678
genen	w1_d276e25683
nachdrucksammen	w3_d276e25686
Verordnungen,	w5_d276e25689
viel	w7_d276e25692
fältig=contrahirten	w1_d276e25697
Schulden,	w3_d276e25700
und	w5_d276e25703
geschlos	w7_d276e25706
senen	w1_d276e25712
schädlichen	w3_d276e25715
Negotien,	w5_d276e25718
auch	w7_d276e25721
bis	w9_d276e25724
anhero	w11_d276e25727
gezeigten	w1_d276e25732
üblen	w3_d276e25735
Wirtschaft	w5_d276e25738
pro	w7_d276e25741
Prodigo	w9_d276e25744
zu	w11_d276e25747
declariren.	w1_d276e25752
</p>
<p id="p8_d276e25755">
Als	w1_d276e25759
ist	w3_d276e25762
im	w5_d276e25765
Namen	w7_d276e25768
Jhro	w9_d276e25771
Kaiserl.	w11_d276e25774
Königl.	w13_d276e25778
Majestät	w1_d276e25783
unser	w3_d276e25786
allergnädigsten	w5_d276e25789
Frauen	w7_d276e25792
rc.	w9_d276e25795
mein	w1_d276e25800
Befehl	w3_d276e25803
hiemit,	w5_d276e25806
daß	w7_d276e25809
niemand	w9_d276e25812
mit	w11_d276e25815
besag	w13_d276e25819
ten	w1_d276e25825
Herrn	w3_d276e25828
Ferdinand	w5_d276e25831
Grafen	w7_d276e25834
von	w9_d276e25837
Kuefstein	w11_d276e25840
einiger	w1_d276e25845
Dingen	w3_d276e25848
weitershin	w5_d276e25851
contrahiren,	w7_d276e25854
und	w9_d276e25857
Regotia	w1_d276e25862
eingehen,	w3_d276e25865
vielweniger	w5_d276e25868
einiges	w7_d276e25871
Geld	w9_d276e25874
demselben	w1_d276e25879
Darlehens=weis	w3_d276e25882
geben,	w5_d276e25885
oder	w7_d276e25888
anver	w9_d276e25891
trauen,	w1_d276e25897
wie	w3_d276e25900
in	w5_d276e25903
widrigen	w7_d276e25906
der	w9_d276e25909
Contrahent,	w11_d276e25912
Negotiant,	w1_d276e25917
und	w3_d276e25920
Darleyher	w5_d276e25923
für	w7_d276e25926
das	w9_d276e25929
dargelie	w11_d276e25932
hene	w1_d276e25937
Creditum	w3_d276e25940
keine	w5_d276e25943
Zuruck=bezahlung,	w7_d276e25946
oder	w9_d276e25949
Ersetzung	w1_d276e25954
überkommen,	w3_d276e25957
die	w5_d276e25960
getroffene	w7_d276e25963
Negotia	w9_d276e25966
auch	w1_d276e25972
null,	w3_d276e25975
und	w5_d276e25978
nichtig	w7_d276e25981
seyn	w9_d276e25984
sollen.	w11_d276e25987
</p>
<p id="p10_d276e25990">
Welches	w1_d276e25994
hiemit	w3_d276e25997
zu	w5_d276e26000
jedermanns	w7_d276e26003
Wahrnung,	w9_d276e26006
und	w1_d276e26011
Nachricht,	w3_d276e26014
durch	w5_d276e26017
dieses	w7_d276e26020
offene	w9_d276e26023
valval-	w11_d276e26026
Edict	w1_d276e26031
kund	w3_d276e26034
gemacht,	w5_d276e26037
und	w7_d276e26040
hiernach	w9_d276e26043
sich	w11_d276e26046
je	w13_d276e26050
dermann	w1_d276e26056
zu	w3_d276e26059
richten,	w5_d276e26062
auch	w7_d276e26065
für	w9_d276e26068
Schaden	w11_d276e26071
zu	w13_d276e26075
hütten	w1_d276e26080
wissen	w3_d276e26083
wird;	w5_d276e26086
und	w7_d276e26089
es	w9_d276e26092
beschiht	w11_d276e26095
hieran	w13_d276e26099
allerhöchst	w1_d276e26104
Jhrer	w3_d276e26107
Kaiserl.	w5_d276e26110
Königl	w7_d276e26113
Majestät	w9_d276e26116
unserer	w1_d276e26121
allergnädigsten	w3_d276e26124
Frauen	w5_d276e26127
rc.	w7_d276e26130
gefälligster	w9_d276e26133
Willen,	w1_d276e26139
und	w3_d276e26142
Meinung.	w5_d276e26145
Wien	w7_d276e26148
den	w9_d276e26151
29.	w11_d276e26154
Julii.	w13_d276e26158
1758.	w1_d276e26163
</p>
<head id="h2_d276e26220">
OURNAL	w1_d276e26224
Aus	w1_d276e26229
dem	w3_d276e26232
Kaiserl.	w5_d276e26235
Königl.	w7_d276e26238
Haupt=quartier	w9_d276e26241
Nieder=rodern	w11_d276e26244
bey	w1_d276e26249
Radeburg	w3_d276e26252
vom	w5_d276e26255
30.	w7_d276e26258
Augusti	w9_d276e26261
bis	w11_d276e26264
1.	w13_d276e26268
Septemb.	w15_d276e26271
1758.	w17_d276e26274
</head>
<p id="p4_d276e26277">
DEn	w1_d276e26281
30.	w3_d276e26284
beschahe	w5_d276e26287
der	w7_d276e26290
Aufbruch	w9_d276e26293
der	w11_d276e26296
Kais	w13_d276e26300
Kön.	w15_d276e26303
Armee	w17_d276e26306
von	w19_d276e26309
Bautzen	w21_d276e26312
in	w23_d276e26315
5.	w25_d276e26319
Colonnen	w1_d276e26324
in	w3_d276e26327
die	w5_d276e26330
Gegend	w7_d276e26333
des	w9_d276e26336
Klosters	w11_d276e26339
Marien=stern.	w13_d276e26343
Der	w15_d276e26346
Obristleu	w17_d276e26349
tenant	w1_d276e26354
Pallasdy	w3_d276e26357
ist	w5_d276e26360
mit	w7_d276e26363
seinem	w9_d276e26366
Commando	w11_d276e26369
würklich	w13_d276e26373
bis	w15_d276e26376
Frankfort	w17_d276e26379
an	w19_d276e26382
der	w21_d276e26385
Oder	w1_d276e26391
durchgedrungen,	w3_d276e26394
und	w5_d276e26397
hat	w7_d276e26400
dortiger	w9_d276e26403
Enden,	w11_d276e26406
so	w13_d276e26410
weit	w15_d276e26413
er	w17_d276e26416
langen	w19_d276e26419
konte,	w21_d276e26422
Con	w23_d276e26425
tribsitionen,	w1_d276e26430
und	w3_d276e26433
Brand=steuern	w5_d276e26436
auszuschreiben,	w7_d276e26439
sich	w9_d276e26442
bemühet.	w11_d276e26445
Die	w13_d276e26449
Stadt	w15_d276e26452
Frankfort	w1_d276e26457
selbsten	w3_d276e26460
aber	w5_d276e26463
fande	w7_d276e26466
solcher	w9_d276e26469
mit	w11_d276e26472
einigen	w13_d276e26476
Bataillons	w15_d276e26479
Grenadiers,	w17_d276e26482
und	w19_d276e26485
einem	w1_d276e26490
Theil	w3_d276e26493
der	w5_d276e26496
Land	w7_d276e26499
militz	w9_d276e26502
besetzet,	w11_d276e26505
folglichen	w13_d276e26509
ware	w15_d276e26512
er	w17_d276e26515
nicht	w19_d276e26518
vermögend	w21_d276e26521
mit	w23_d276e26524
seinen	w1_d276e26530
beyhabenden	w3_d276e26533
500.	w5_d276e26536
Pferden	w7_d276e26539
diese	w9_d276e26542
Ausschreibungen	w11_d276e26545
bis	w13_d276e26549
in	w15_d276e26552
sothane	w17_d276e26555
Stadt	w19_d276e26558
zu	w1_d276e26563
erstrecken;	w3_d276e26566
gestalten	w5_d276e26569
aber	w7_d276e26572
nicht	w9_d276e26575
nur	w11_d276e26578
aus	w13_d276e26582
erholtem	w15_d276e26585
Frankfort,	w17_d276e26588
sondern	w19_d276e26591
auch	w21_d276e26594
von	w1_d276e26599
Berlin	w3_d276e26602
einige	w5_d276e26605
Detaschements	w7_d276e26608
von	w9_d276e26611
Jnfanterie	w11_d276e26614
und	w13_d276e26618
Hussaren	w15_d276e26621
sich	w17_d276e26624
gegen	w19_d276e26627
Gubben,	w1_d276e26632
und	w3_d276e26635
Muhl=rose	w5_d276e26638
zu	w7_d276e26641
ziehen	w9_d276e26644
begunten,	w11_d276e26647
und	w13_d276e26651
nebst	w15_d276e26654
deme	w17_d276e26657
ein	w19_d276e26660
anderes	w21_d276e26663
feind	w23_d276e26666
liches	w1_d276e26672
Corps	w3_d276e26675
aus	w5_d276e26678
Schlesien,	w7_d276e26681
so	w9_d276e26684
für	w11_d276e26687
16000.	w13_d276e26691
Mann	w15_d276e26694
ausgegeben	w17_d276e26697
wurde,	w19_d276e26700
nach	w21_d276e26703
so	w23_d276e26706
thanen	w1_d276e26711
Gubben	w3_d276e26714
sich	w5_d276e26717
gewendet,	w7_d276e26720
und	w9_d276e26723
aldorten	w11_d276e26726
eingerucket,	w13_d276e26730
fande	w15_d276e26733
dieser	w17_d276e26736
Obrist	w19_d276e26739
leutenant	w1_d276e26744
sich	w3_d276e26747
nicht	w5_d276e26750
mehr	w7_d276e26753
vermögend	w9_d276e26756
mit	w11_d276e26759
seinem	w13_d276e26763
Commando	w15_d276e26766
in	w17_d276e26769
der	w19_d276e26772
Gegend	w21_d276e26775
Frankfort	w1_d276e26780
Stand	w3_d276e26783
zu	w5_d276e26786
halten,	w7_d276e26789
sondern	w9_d276e26792
zoge	w11_d276e26795
sich	w13_d276e26799
nacher	w15_d276e26802
Tauer	w17_d276e26805
zuruck,	w19_d276e26808
um	w21_d276e26811
von	w23_d276e26814
dorten	w1_d276e26820
aus	w3_d276e26823
den	w5_d276e26826
Feind	w7_d276e26829
bey	w9_d276e26832
vorberührtem	w11_d276e26835
Gubben	w13_d276e26839
und	w15_d276e26842
Muhl=rose	w17_d276e26845
zu	w19_d276e26848
beobacht	w21_d276e26851
ten,	w1_d276e26856
und	w3_d276e26859
zugleich	w5_d276e26862
Peitz	w7_d276e26865
einiger=massen	w9_d276e26868
zu	w11_d276e26871
decken.	w13_d276e26875
</p>
<p id="p6_d276e26878">
Theils	w1_d276e26882
die	w3_d276e26885
angekommene	w5_d276e26888
Deserteurs	w7_d276e26891
bestättigen,	w9_d276e26894
und	w11_d276e26897
theils	w13_d276e26901
durchdas	w15_d276e26904
Land=volk	w1_d276e26909
hat	w3_d276e26912
man	w5_d276e26915
zu	w7_d276e26918
vernehmen	w9_d276e26921
bekommen,	w11_d276e26924
daß	w13_d276e26928
Preußischer	w15_d276e26931
Seits	w17_d276e26934
sowol	w19_d276e26937
zu	w21_d276e26940
Dresden,	w1_d276e26945
als	w3_d276e26948
in	w5_d276e26951
dem	w7_d276e26954
Lager	w9_d276e26957
bey	w11_d276e26960
Dohna	w13_d276e26964
über	w15_d276e26967
einem	w17_d276e26970
den	w19_d276e26973
26.	w21_d276e26976
von	w23_d276e26979
dem	w25_d276e26983
König	w27_d276e26986
wider	w1_d276e26992
die	w3_d276e26995
Russen	w5_d276e26998
erfochten	w7_d276e27001
worden	w9_d276e27004
seyn	w11_d276e27007
sollenden	w13_d276e27011
Sieg	w15_d276e27014
Rejouissance	w17_d276e27017
geschossen	w19_d276e27020
worden	w1_d276e27025
wäre;	w3_d276e27028
worüber	w5_d276e27031
jedoch	w7_d276e27034
dortiger	w9_d276e27037
Enden	w11_d276e27040
keine	w13_d276e27044
legale	w15_d276e27047
Nachricht	w17_d276e27050
einge	w19_d276e27053
loffen	w1_d276e27058
ist.	w3_d276e27061
</p>
<p id="p8_d276e27064">
Den	w1_d276e27068
31.	w3_d276e27071
verfolgte	w5_d276e27074
die	w7_d276e27077
diesseitige	w9_d276e27080
Armee	w11_d276e27083
nach	w13_d276e27087
Tags	w15_d276e27090
vorhero	w17_d276e27093
vorausge	w19_d276e27096
gangenen	w1_d276e27101
Grenadiers	w3_d276e27104
und	w5_d276e27107
Carabiniers=corps	w7_d276e27110
den	w9_d276e27113
Marsch	w11_d276e27116
bis	w13_d276e27120
nacher	w15_d276e27123
Königs	w17_d276e27126
bruck	w1_d276e27131
an	w3_d276e27134
die	w5_d276e27137
Gränze	w7_d276e27140
von	w9_d276e27143
Meissen,	w11_d276e27146
und	w13_d276e27150
bezoge	w15_d276e27153
dorten	w17_d276e27156
auf	w19_d276e27159
denen	w21_d276e27162
Anhöhen	w23_d276e27165
das	w25_d276e27169
ausgesteckte	w1_d276e27175
Lager.	w3_d276e27178
Von	w5_d276e27181
dem	w7_d276e27184
General=feld=zeug=meister	w9_d276e27187
Prinzen	w11_d276e27190
von	w13_d276e27194
Baden	w15_d276e27197
Durlach	w1_d276e27202
erhielte	w3_d276e27205
man	w5_d276e27208
anheut	w7_d276e27211
die	w9_d276e27214
Nachricht,	w11_d276e27217
daß	w13_d276e27221
der	w15_d276e27224
gegen	w17_d276e27227
ihm	w19_d276e27230
gestandene	w21_d276e27233
Feind	w1_d276e27238
sich	w3_d276e27241
in	w5_d276e27244
Bewegung	w7_d276e27247
gesetzet	w9_d276e27250
habe,	w11_d276e27253
und	w13_d276e27257
albereits	w15_d276e27260
bis	w17_d276e27263
Sprettau	w19_d276e27266
vorgerucket	w21_d276e27269
wäre.	w1_d276e27274
Gedachter	w3_d276e27277
Prinz,	w5_d276e27280
welcher	w7_d276e27283
dortiger	w9_d276e27286
Gegenden	w11_d276e27289
alle	w13_d276e27293
nur	w15_d276e27296
zuerwünschende	w17_d276e27299
</p>
<p id="p14_d276e27313">
Veranstaltungen	w1_d276e27317
mit	w3_d276e27320
besonderer	w5_d276e27323
Klug	w7_d276e27326
und	w9_d276e27329
Vorsichtigkeit	w11_d276e27332
angekehret,	w13_d276e27336
hat	w15_d276e27339
so	w17_d276e27342
nach	w1_d276e27347
unverlängt	w3_d276e27350
nacher	w5_d276e27353
Bunzlau	w7_d276e27356
und	w9_d276e27359
der	w11_d276e27362
Enden	w13_d276e27366
Trupen	w15_d276e27369
abgesendet,	w17_d276e27372
dem	w19_d276e27375
Feind	w21_d276e27378
auf	w1_d276e27383
dem	w3_d276e27386
Fuß	w5_d276e27389
zu	w7_d276e27392
folgen,	w9_d276e27395
und	w11_d276e27398
dessen	w13_d276e27402
weiteren	w15_d276e27405
Zug	w17_d276e27408
zu	w19_d276e27411
beobachten	w21_d276e27414
</p>
<p id="p16_d276e27417">
Das	w1_d276e27421
feindliche	w3_d276e27424
Corps	w5_d276e27427
bey	w7_d276e27430
Guben	w9_d276e27433
stehet	w11_d276e27436
dermalen	w13_d276e27440
noch	w15_d276e27443
aldorten	w17_d276e27446
unbe	w19_d276e27449
weglich.	w1_d276e27454
Dasselbe	w3_d276e27457
solle	w5_d276e27460
aus	w7_d276e27463
einem	w9_d276e27466
Dragoner=einem	w11_d276e27469
Kükaßier=regiment,	w13_d276e27473
und	w15_d276e27476
3.	w1_d276e27481
Escadronen	w3_d276e27484
Hussaren,	w5_d276e27487
dann	w7_d276e27490
10.	w9_d276e27493
Bataillons	w11_d276e27496
Jnfanterie	w13_d276e27500
zusammen	w15_d276e27503
gesetzet,	w17_d276e27506
und	w1_d276e27512
zur	w3_d276e27515
Verdringung	w5_d276e27518
des	w7_d276e27521
Feld=marschall=leutenants	w9_d276e27524
von	w11_d276e27527
Laudohn	w13_d276e27531
bestimmet,	w15_d276e27534
auch	w1_d276e27539
von	w3_d276e27542
diesem	w5_d276e27545
feindlichen	w7_d276e27548
Corps	w9_d276e27551
ein	w11_d276e27554
Leutenant	w13_d276e27558
des	w15_d276e27561
Löwensteinischen	w17_d276e27564
leichten	w19_d276e27567
Dragoner=regiments,	w1_d276e27572
der	w3_d276e27575
sich	w5_d276e27578
zu	w7_d276e27581
Peskau	w9_d276e27584
postiret	w11_d276e27587
hatte,	w13_d276e27591
aus	w15_d276e27594
seinen	w17_d276e27597
eigenem	w19_d276e27600
Verschulden,	w1_d276e27605
da	w3_d276e27608
er	w5_d276e27611
sich	w7_d276e27614
ohne	w9_d276e27617
genugsamer	w11_d276e27620
Vorsicht	w13_d276e27624
in	w15_d276e27627
dieses	w17_d276e27630
Städtlein	w19_d276e27633
bequar	w21_d276e27636
tieret	w1_d276e27642
hat,	w3_d276e27645
mit	w5_d276e27648
30.	w7_d276e27651
Pferden	w9_d276e27654
aufgehoben	w11_d276e27657
worden	w13_d276e27661
seye.	w15_d276e27664
</p>
<p id="p18_d276e27667">
Von	w1_d276e27671
dem	w3_d276e27674
Obristen	w5_d276e27677
des	w7_d276e27680
sogenannten	w9_d276e27683
Palatinal=regiments	w11_d276e27686
von	w13_d276e27690
Törröck	w15_d276e27693
langten	w1_d276e27698
dahier	w3_d276e27701
8.	w5_d276e27704
aus	w7_d276e27707
feindlicher	w9_d276e27710
Kriegs=gefangenschaft	w11_d276e27713
erledigte	w13_d276e27717
Hussaren,	w15_d276e27720
mit	w1_d276e27725
5.	w3_d276e27728
ebenfals	w5_d276e27731
wieder	w7_d276e27734
losgemachten	w9_d276e27737
Pferden	w11_d276e27740
an.	w13_d276e27744
Es	w15_d276e27747
hatte	w17_d276e27750
diesen	w19_d276e27753
Obristen	w21_d276e27756
der	w1_d276e27762
Prinz	w3_d276e27765
von	w5_d276e27768
Zweybrücken	w7_d276e27771
nacher	w9_d276e27774
Radeberg,	w11_d276e27777
um	w13_d276e27781
dorten	w15_d276e27784
Posto	w17_d276e27787
zu	w19_d276e27790
fassen.	w21_d276e27793
und	w1_d276e27798
die	w3_d276e27801
Communication	w5_d276e27804
zwischen	w7_d276e27807
der	w9_d276e27810
combinirten	w11_d276e27813
Reichs	w13_d276e27817
und	w15_d276e27820
Kaiserl.	w17_d276e27823
Kö	w19_d276e27826
nigl.	w1_d276e27831
Armee	w3_d276e27834
zu	w5_d276e27837
unterhalten,	w7_d276e27840
und	w9_d276e27843
zu	w11_d276e27846
versichern,	w13_d276e27850
detaschiret.	w15_d276e27853
Während	w17_d276e27856
seinem	w19_d276e27859
Dahin=marsch	w1_d276e27864
suchte	w3_d276e27867
solcher	w5_d276e27870
Stolpen	w7_d276e27873
zu	w9_d276e27876
besetzen;	w11_d276e27879
allein	w13_d276e27883
ein	w15_d276e27886
feindliches	w17_d276e27889
Com	w19_d276e27892
mando	w1_d276e27898
aus	w3_d276e27901
Dreßden	w5_d276e27904
ware	w7_d276e27907
bereits	w9_d276e27910
vorgekommen,	w11_d276e27913
und	w13_d276e27917
nahme	w15_d276e27920
von	w17_d276e27923
denen	w19_d276e27926
dahin	w21_d276e27929
gesendet	w1_d276e27934
diesseitigen	w3_d276e27937
Hussaren	w5_d276e27940
9.	w7_d276e27943
Mann	w9_d276e27946
gefangen.	w11_d276e27949
Ein	w13_d276e27953
von	w15_d276e27956
ersagtem	w17_d276e27959
Obri	w19_d276e27962
sten	w1_d276e27967
sonach	w3_d276e27970
dahin	w5_d276e27973
abgeschickter	w7_d276e27976
Cornet	w9_d276e27979
traffe	w11_d276e27982
die	w13_d276e27986
feindliche	w15_d276e27989
Parthey	w17_d276e27992
annoch	w19_d276e27995
an,	w21_d276e27998
attaquirte	w1_d276e28003
dieselbe,	w3_d276e28006
nahme	w5_d276e28009
ihr	w7_d276e28012
die	w9_d276e28015
Gefangene	w11_d276e28018
ab,	w13_d276e28022
und	w15_d276e28025
brachte	w17_d276e28028
vom	w19_d276e28031
Feind	w21_d276e28034
selbst	w23_d276e28037
1.	w1_d276e28043
Unter=officier,	w3_d276e28046
und	w5_d276e28049
11.	w7_d276e28052
Mann	w9_d276e28055
als	w11_d276e28058
Kriegs=gefangene	w13_d276e28062
ein,	w15_d276e28065
nachdeme	w17_d276e28068
das	w19_d276e28071
gan	w21_d276e28074
ze	w1_d276e28079
übrige	w3_d276e28082
feindliche	w5_d276e28085
Commando	w7_d276e28088
über	w9_d276e28091
Hals	w11_d276e28094
und	w13_d276e28098
Kopf	w15_d276e28101
nach	w17_d276e28104
Dreßden	w19_d276e28107
geflogen	w21_d276e28110
</p>
<p id="p20_d276e28113">
Den	w1_d276e28117
1ten	w3_d276e28120
September	w5_d276e28123
ist	w7_d276e28126
die	w9_d276e28129
Kaiserl.	w11_d276e28132
Königl.	w13_d276e28136
Armee	w15_d276e28139
von	w17_d276e28142
Königs=bruck	w19_d276e28145
in	w1_d276e28150
das	w3_d276e28153
dasige	w5_d276e28156
Lager	w7_d276e28159
abermalen	w9_d276e28162
abmarschiret.	w11_d276e28165
Dieses	w13_d276e28169
Lager	w15_d276e28172
langet	w17_d276e28175
mit	w19_d276e28178
sei	w21_d276e28181
nem	w1_d276e28186
rechten	w3_d276e28189
Flügel	w5_d276e28192
bis	w7_d276e28195
Nieder=ebersbach,	w9_d276e28198
und	w11_d276e28201
mit	w13_d276e28205
dem	w15_d276e28208
linken	w17_d276e28211
erstrecket	w19_d276e28214
sich	w21_d276e28217
dasselbe	w1_d276e28223
über	w3_d276e28226
den	w5_d276e28229
Wald	w7_d276e28232
bis	w9_d276e28235
Beerwalde.	w11_d276e28238
Das	w13_d276e28242
Grenadier	w15_d276e28245
und	w17_d276e28248
Carabinier	w19_d276e28251
corps	w1_d276e28256
angegen	w3_d276e28259
hatte	w5_d276e28262
sich	w7_d276e28265
schon	w9_d276e28268
ehender	w11_d276e28271
vor	w13_d276e28275
der	w15_d276e28278
Armee	w17_d276e28281
ebenfals	w19_d276e28284
dahier	w21_d276e28287
gesetzet.	w1_d276e28292
</p>
<p id="p22_d276e28295">
Der	w1_d276e28299
commandirende	w3_d276e28302
General=feld=marschall	w5_d276e28305
Graf	w7_d276e28308
von	w9_d276e28311
Daun	w11_d276e28314
beschäftiget	w13_d276e28318
sich	w1_d276e28323
dahier	w3_d276e28326
ohne	w5_d276e28329
Ermüdung	w7_d276e28332
mit	w9_d276e28335
verschiedenen	w11_d276e28338
Ankehrungen	w13_d276e28342
zu	w15_d276e28345
Ausführung	w17_d276e28348
derer	w1_d276e28353
vorhabenden	w3_d276e28356
Absichten.	w5_d276e28359
Ubrigens	w7_d276e28362
will	w9_d276e28365
in	w11_d276e28368
alhiesigen	w13_d276e28372
Landen	w15_d276e28375
ausgebreitet	w17_d276e28378
werden,	w1_d276e28384
als	w3_d276e28387
ob	w5_d276e28390
die	w7_d276e28393
zwischen	w9_d276e28396
denen	w11_d276e28399
Russen,	w13_d276e28403
und	w15_d276e28406
dem	w17_d276e28409
König	w19_d276e28412
in	w21_d276e28415
Preussen	w23_d276e28418
vorge	w25_d276e28422
fallene	w1_d276e28427
Action	w3_d276e28430
zum	w5_d276e28433
Nachtheil	w7_d276e28436
deren	w9_d276e28439
Ersteren	w11_d276e28442
am	w13_d276e28446
Ende	w15_d276e28449
ausgefallen	w17_d276e28452
seyn	w19_d276e28455
solle;	w1_d276e28460
von	w3_d276e28463
wessen	w5_d276e28466
ganzen	w7_d276e28469
Her=gang	w9_d276e28472
jedoch	w11_d276e28475
dato	w13_d276e28479
nichtes	w15_d276e28482
ver	w17_d276e28485
läßliches	w1_d276e28490
in	w3_d276e28493
Erfahrung	w5_d276e28496
zu	w7_d276e28499
bringen	w9_d276e28502
gewesen.	w11_d276e28505
</p>
<head id="h4_d276e28513">
Wien	w1_d276e28517
den	w3_d276e28520
6.	w5_d276e28523
Septembr.	w7_d276e28526
1758.	w9_d276e28529
</head>
<p id="p6_d276e28532">
DJesen	w1_d276e28536
Augen=blick	w3_d276e28539
erhalten	w5_d276e28542
wir	w7_d276e28545
aus	w9_d276e28548
Warschau	w11_d276e28551
folgende	w13_d276e28555
Nachricht	w15_d276e28558
6	w1_d276e28563
von	w1_d276e28570
dem,	w3_d276e28573
was	w5_d276e28576
bey	w7_d276e28579
der	w9_d276e28582
Kais.	w11_d276e28585
Rußischen	w13_d276e28589
Armee	w15_d276e28592
von	w17_d276e28595
23.	w19_d276e28598
bis	w21_d276e28601
27sten	w23_d276e28604
Augusti	w1_d276e28610
Abends	w3_d276e28613
vorgefallen	w5_d276e28616
ist:	w7_d276e28619
Nachdeme	w9_d276e28622
der	w11_d276e28625
König	w13_d276e28629
von	w15_d276e28632
Preussen	w17_d276e28635
mit	w1_d276e28640
55.	w3_d276e28643
bis	w5_d276e28646
60000.	w7_d276e28649
Mann	w9_d276e28652
den	w11_d276e28655
23.	w13_d276e28659
Augusti	w15_d276e28662
ganz	w17_d276e28665
unvermutet	w19_d276e28668
über	w21_d276e28671
die	w23_d276e28674
Oder	w1_d276e28679
gegangen,	w3_d276e28682
in	w5_d276e28685
der	w7_d276e28688
Absicht	w9_d276e28691
den	w11_d276e28694
Herrn	w13_d276e28698
Generalen	w15_d276e28701
Grafen	w17_d276e28704
von	w19_d276e28707
Fer	w21_d276e28710
mer	w1_d276e28715
anzugreiffen,	w3_d276e28718
schickte	w5_d276e28721
dieser	w7_d276e28724
alsogleich	w9_d276e28727
an	w11_d276e28730
den	w13_d276e28734
Herrn	w15_d276e28737
General	w17_d276e28740
Broune	w19_d276e28743
die	w1_d276e28749
Ordre	w3_d276e28752
mit	w5_d276e28755
seinem	w7_d276e28758
Observations=corps	w9_d276e28761
in	w11_d276e28764
der	w13_d276e28768
Gegend	w15_d276e28771
von	w17_d276e28774
Groß	w19_d276e28777
camin	w1_d276e28782
zu	w3_d276e28785
ihm	w5_d276e28788
zu	w7_d276e28791
stossen,	w9_d276e28794
desgleichen	w11_d276e28797
an	w13_d276e28801
den	w15_d276e28804
Herrn	w17_d276e28807
General	w19_d276e28810
Roman	w21_d276e28813
zow	w1_d276e28818
die	w3_d276e28821
ebenmäßige	w5_d276e28824
Ordre,	w7_d276e28827
mit	w9_d276e28830
seiner	w11_d276e28833
Division	w13_d276e28837
auf	w15_d276e28840
das	w17_d276e28843
schleunigste	w19_d276e28846
bey	w21_d276e28849
der	w1_d276e28854
Armee	w3_d276e28857
sich	w5_d276e28860
einzufinden;	w7_d276e28863
der	w9_d276e28866
Herr	w11_d276e28869
General	w13_d276e28873
Graf	w15_d276e28876
von	w17_d276e28879
Fermer	w19_d276e28882
aber	w1_d276e28888
setzte	w3_d276e28891
sich	w5_d276e28894
selbst	w7_d276e28897
aus	w9_d276e28900
der	w11_d276e28903
Gegend	w13_d276e28907
von	w15_d276e28910
Cüstrin	w17_d276e28913
nach	w19_d276e28916
besagtem	w21_d276e28919
Dorf	w23_d276e28922
in	w1_d276e28927
den	w3_d276e28930
Marsch,	w5_d276e28933
und	w7_d276e28936
den	w9_d276e28939
folgenden	w11_d276e28942
