<doc id="wr_1759-10-27" attrs="word" year="1759" month="10" day="27" corpus="2">
<head id="h2_d392e4020">
Altona	w1_d392e4024
ausgestelte	w9_d392e25807
Obligation	w11_d392e25810
dd.	w13_d392e25814
2.	w1_d392e25820
Jenner	w3_d392e25823
1726.	w5_d392e25826
pr.	w7_d392e25829
400.	w9_d392e25832
fl.	w11_d392e25835
nebst	w13_d392e25839
dem	w15_d392e25842
an	w17_d392e25845
die	w19_d392e25848
Julianam	w1_d392e25853
Leßlin	w3_d392e25856
ausgefertigten	w5_d392e25859
Obercammer	w7_d392e25862
amts	w1_d392e25867
Vormerk=schein	w3_d392e25870
auf	w5_d392e25873
gedacht	w7_d392e25876
Nicklischen	w9_d392e25879
Spallier	w1_d392e25884
macher=handel	w3_d392e25887
von	w5_d392e25890
27.	w7_d392e25893
Septembris	w9_d392e25896
1732.	w11_d392e25899
in	w1_d392e25905
Verstps	w3_d392e25908
gerahten,	w5_d392e25911
und	w7_d392e25914
ungehindert	w9_d392e25917
alles	w11_d392e25920
fleißi	w13_d392e25924
gen	w1_d392e25929
Nachforschen	w3_d392e25932
nicht	w5_d392e25935
zu	w7_d392e25938
Handen	w9_d392e25941
zu	w11_d392e25944
bringen	w13_d392e25948
wäre,	w15_d392e25951
dahero	w1_d392e25956
um	w3_d392e25959
Affigirung	w5_d392e25962
eines	w7_d392e25965
in	w9_d392e25968
derley	w11_d392e25971
Fällen	w13_d392e25975
ge	w15_d392e25978
wöhnlichen	w1_d392e25983
Valval-edicts	w3_d392e25986
gebetten,	w5_d392e25989
so	w7_d392e25992
ihnen	w9_d392e25995
auch	w11_d392e25998
verwilliget	w1_d392e26004
worden.	w3_d392e26007
</p>
<p id="p38_d392e26010">
Solchenmach	w1_d392e26014
der,	w3_d392e26017
und	w5_d392e26020
die	w7_d392e26023
jenige,	w9_d392e26026
so	w11_d392e26029
von	w13_d392e26033
ober	w15_d392e26036
meldeter	w1_d392e26041
Obligation,	w3_d392e26044
oder	w5_d392e26047
Vormerk=schein	w7_d392e26050
einige	w9_d392e26053
Wissenschaft	w1_d392e26058
haben,	w3_d392e26061
oder	w5_d392e26064
hieran	w7_d392e26067
einige	w9_d392e26070
Sprüch	w11_d392e26073
zu	w13_d392e26077
haben	w1_d392e26083
vermeinen,	w3_d392e26086
von	w5_d392e26089
heut	w7_d392e26092
gesetzten	w9_d392e26095
dato	w11_d392e26098
an,	w13_d392e26102
inner	w1_d392e26107
ein	w3_d392e26110
Jahr,	w5_d392e26113
6.	w7_d392e26116
Wochen,	w9_d392e26119
und	w11_d392e26122
3.	w13_d392e26126
Tägen	w15_d392e26129
bey	w17_d392e26132
unser,	w1_d392e26137
und	w3_d392e26140
gemeiner	w5_d392e26143
Stadt	w7_d392e26146
Ober=cammer=amt	w9_d392e26149
also	w1_d392e26154
gewiß	w3_d392e26157
zu	w5_d392e26160
erscheinen,	w7_d392e26163
und	w9_d392e26166
sich	w11_d392e26169
hierzu	w13_d392e26173
zu	w15_d392e26176
legi	w17_d392e26179
timiren	w1_d392e26185
haben,	w3_d392e26188
wie	w5_d392e26191
im	w7_d392e26194
widrigen	w9_d392e26197
nach	w11_d392e26200
Verstreichung	w13_d392e26204
sothanen	w1_d392e26209
Termins	w3_d392e26212
besagte	w5_d392e26215
Obligation	w7_d392e26218
gänzlichen	w9_d392e26221
caßirt,	w1_d392e26226
für	w3_d392e26229
null	w5_d392e26232
und	w7_d392e26235
nichtig	w9_d392e26238
angesehen,	w11_d392e26241
nicht	w13_d392e26245
min	w15_d392e26248
der	w1_d392e26253
auch	w3_d392e26256
gedachter	w5_d392e26259
Vormerk=schein	w7_d392e26262
abgethan,	w9_d392e26265
und	w11_d392e26268
für	w1_d392e26274
ungültig	w3_d392e26277
gehalten	w5_d392e26280
werden	w7_d392e26283
solle.	w9_d392e26286
So	w11_d392e26289
man	w13_d392e26293
durch	w1_d392e26298
dieses	w3_d392e26301
offene	w5_d392e26304
Edict	w7_d392e26307
hiemit	w9_d392e26310
kund	w11_d392e26313
und	w13_d392e26317
zu	w15_d392e26320
wiß	w17_d392e26323
sen	w1_d392e26328
machen	w3_d392e26331
wollen.	w5_d392e26334
Actum	w7_d392e26337
Wien	w9_d392e26340
del	w11_d392e26343
10.	w13_d392e26347
Octo	w15_d392e26350
ber	w1_d392e26355
1759.	w3_d392e26358
</p>
<p id="p40_d392e26364">
Von	w1_d392e26368
der	w3_d392e26371
Hoch=frey=herrlich=Wallhornischen	w5_d392e26374
Herrschaft	w1_d392e26379
Schönkirchen,	w3_d392e26382
wird	w5_d392e26385
hiemit	w7_d392e26388
jedermän	w9_d392e26391
niglich	w1_d392e26396
sowol	w3_d392e26399
An	w5_d392e26402
als	w7_d392e26405
Abwesenden,	w9_d392e26408
denen	w11_d392e26411
da	w13_d392e26415
ran	w1_d392e26421
gelegen,	w3_d392e26424
kund	w5_d392e26427
und	w7_d392e26430
zu	w9_d392e26433
wissen	w11_d392e26436
gemacht:	w13_d392e26440
Es	w15_d392e26443
seye	w1_d392e26448
in	w3_d392e26451
dem	w5_d392e26454
alhiesigen	w7_d392e26457
Markt	w9_d392e26460
Schonkirchen	w11_d392e26463
der	w13_d392e26467
friederich	w1_d392e26472
Lorenz,	w3_d392e26475
seiner	w5_d392e26478
Profeßion	w7_d392e26481
ein	w9_d392e26484
Orgel	w11_d392e26487
macher	w1_d392e26492
aus	w3_d392e26495
Magdeburg	w5_d392e26498
gebürtig	w7_d392e26501
ab	w9_d392e26504
intestato	w11_d392e26507
ge	w13_d392e26511
storben,	w1_d392e26517
und	w3_d392e26520
habe	w5_d392e26523
sich	w7_d392e26526
um	w9_d392e26529
desselben	w11_d392e26532
ruckgebliebe	w13_d392e26536
ne	w1_d392e26541
Verlassenschaft	w3_d392e26544
der	w5_d392e26547
Zeit	w7_d392e26550
niemand	w9_d392e26553
angemel	w11_d392e26556
det.	w1_d392e26561
Wann	w3_d392e26564
nun	w5_d392e26567
zu	w7_d392e26570
Ausfindig=machung	w9_d392e26573
deren	w11_d392e26576
hierzu	w1_d392e26581
rechtmäßigen	w3_d392e26584
Erben	w5_d392e26587
sowol,	w7_d392e26590
als	w9_d392e26593
deren	w11_d392e26596
an	w13_d392e26600
ermeldete	w1_d392e26606
Verlassenschaft	w3_d392e26609
einige	w5_d392e26612
Schuld	w7_d392e26615
Schuld,	w9_d392e26618
oder	w1_d392e26623
Fordernuß=tragenden	w3_d392e26626
Partheyen	w5_d392e26629
der	w7_d392e26632
15.	w9_d392e26635
Tag	w1_d392e26640
des	w3_d392e26643
Monats	w5_d392e26646
Januarii	w7_d392e26649
des	w9_d392e26652
künftigen	w11_d392e26655
1760.	w13_d392e26659
Jahrs	w1_d392e26664
fruh	w3_d392e26667
um	w5_d392e26670
9.	w7_d392e26673
Uhr	w9_d392e26676
zur	w11_d392e26679
gewöhnlichen	w13_d392e26683
Convo	w15_d392e26686
cations	w1_d392e26692
und	w3_d392e26695
Anmeldungs=tagsatzung	w5_d392e26698
zu	w7_d392e26701
all	w9_d392e26704
eno	w11_d392e26707
licher	w1_d392e26712
Frist	w3_d392e26715
durch	w5_d392e26718
dieses	w7_d392e26721
Edict	w9_d392e26724
anberaumet	w11_d392e26727
wor	w13_d392e26731
den.	w1_d392e26736
Solchemnach	w3_d392e26739
werden	w5_d392e26742
all	w7_d392e26745
und	w9_d392e26748
jede,	w11_d392e26751
welche	w13_d392e26755
bey	w1_d392e26760
erwehnt=Lorenzischen	w3_d392e26763
Herrschaft,	w5_d392e26766
um	w7_d392e26769
recht	w9_d392e26772
mäßiger	w1_d392e26778
Erbs	w3_d392e26781
oder	w5_d392e26784
Schuld=forderung	w7_d392e26787
willen	w9_d392e26790
ei	w11_d392e26793
nige	w1_d392e26798
Spruch	w3_d392e26801
haben,	w5_d392e26804
oder	w7_d392e26807
zu	w9_d392e26810
haben	w11_d392e26813
vermeinen,	w13_d392e26817
an	w1_d392e26822
obbestimmten	w3_d392e26825
Tag	w5_d392e26828
und	w7_d392e26831
Stund	w9_d392e26834
sich	w11_d392e26837
bey	w13_d392e26841
hiesis	w15_d392e26844
rey=herrlichen	w1_d392e26849
Amts=canzley	w3_d392e26852
Schönkirchen	w5_d392e26855
selbst	w1_d392e26861
persönlich,	w3_d392e26864
und	w5_d392e26867
durch	w7_d392e26870
genugsam	w9_d392e26873
Bevoll	w11_d392e26876
mächtigte	w1_d392e26881
anzumelden,	w3_d392e26884
zu	w5_d392e26887
legitimiren,	w7_d392e26890
und	w9_d392e26893
zu	w11_d392e26896
liquidiren	w1_d392e26901
haben.	w3_d392e26904
Als	w5_d392e26907
im	w7_d392e26910
widrigen	w9_d392e26913
die	w11_d392e26916
Abhand	w13_d392e26920
lung	w1_d392e26925
ex	w3_d392e26928
Officio	w5_d392e26931
vorgenommen,	w7_d392e26934
was	w9_d392e26937
Rechtens	w11_d392e26940
vorgekehret,	w1_d392e26946
denen	w3_d392e26949
Ausbleibenden	w5_d392e26952
aber	w7_d392e26955
das	w9_d392e26958
ewi	w11_d392e26961
ge	w1_d392e26966
Stillschweigen	w3_d392e26969
auferleget	w5_d392e26972
werden	w7_d392e26975
solle.	w9_d392e26978
Wor	w11_d392e26981
nach	w1_d392e26986
sich	w3_d392e26989
also	w5_d392e26992
ein	w7_d392e26995
jeder	w9_d392e26998
zu	w11_d392e27001
richten	w13_d392e27005
wissen	w15_d392e27008
wird.	w17_d392e27011
Sign.	w1_d392e27016
Schloß	w3_d392e27019
Schönkirchen	w5_d392e27022
den	w7_d392e27025
16.	w9_d392e27028
Oct.	w11_d392e27031
1759.	w13_d392e27035
</p>
<p id="p42_d392e27038">
Auf	w1_d392e27042
Verordnung	w3_d392e27045
des	w5_d392e27048
Jud.	w7_d392e27051
Delegat.	w9_d392e27054
des	w11_d392e27057
Fürstl.	w13_d392e27061
Leopoldi=stifts	w1_d392e27066
zu	w3_d392e27069
Closter=neuburg,	w5_d392e27072
wird	w7_d392e27075
die	w9_d392e27078
in	w11_d392e27081
dem	w1_d392e27086
neuen	w3_d392e27089
Lerchen	w5_d392e27092
feld	w7_d392e27095
ligend,	w9_d392e27098
und	w11_d392e27101
dem	w13_d392e27105
erstbe	w15_d392e27108
sagten	w1_d392e27114
Stift	w3_d392e27117
unterthänig	w5_d392e27120
Waagl.	w7_d392e27123
Behausung	w9_d392e27126
den	w11_d392e27129
17	w1_d392e27134
des	w3_d392e27137
nächstkommenden	w5_d392e27140
Monats	w7_d392e27143
Novembris	w9_d392e27146
li	w11_d392e27149
citando	w1_d392e27154
verkauffet,	w3_d392e27157
solchemnach	w5_d392e27160
werden	w7_d392e27163
all	w9_d392e27166
und	w11_d392e27169
jede,	w1_d392e27174
welche	w3_d392e27177
sothane	w5_d392e27180
Behausung	w7_d392e27183
käuflich	w9_d392e27186
an	w11_d392e27189
sich	w13_d392e27193
zu	w1_d392e27199
bringen	w3_d392e27202
gedenken,	w5_d392e27205
an	w7_d392e27208
obbemeldeten	w9_d392e27211
Tag	w11_d392e27214
frühe	w13_d392e27218
um	w1_d392e27223
8.	w3_d392e27226
Uhr	w5_d392e27229
auf	w7_d392e27232
der	w9_d392e27235
Ober	w11_d392e27238
cammer	w13_d392e27242
des	w15_d392e27245
Fürstlich	w17_d392e27248
St.	w1_d392e27253
Leopoldi=stift	w3_d392e27256
zu	w5_d392e27259
Closter=neuburg	w7_d392e27262
zu	w9_d392e27265
erschei	w11_d392e27268
neu	w1_d392e27273
haben,	w3_d392e27276
allwo	w5_d392e27279
das	w7_d392e27282
weitere	w9_d392e27285
tractiret	w11_d392e27288
werden	w13_d392e27292
solls.	w15_d392e27295
</p>
<head id="h2_d392e27336">
URNAL	w1_d392e27340
Aus	w1_d392e27345
dem	w3_d392e27348
Kaiserl.	w5_d392e27351
Königl.	w7_d392e27354
Haupt=quartier	w9_d392e27357
Belgern	w11_d392e27360
vom	w1_d392e27365
18.	w3_d392e27368
bis	w5_d392e27371
22.	w7_d392e27374
Octobr.	w9_d392e27377
1759.	w11_d392e27380
</head>
<p id="p4_d392e27383">
DEn	w1_d392e27387
18.	w3_d392e27390
brache	w5_d392e27393
die	w7_d392e27396
Kaiserl.	w9_d392e27399
Königl.	w11_d392e27402
Armee	w13_d392e27406
aus	w15_d392e27409
dem	w17_d392e27412
Lager	w1_d392e27417
bey	w3_d392e27420
Serhausen	w5_d392e27423
auf,	w7_d392e27426
und	w9_d392e27429
zoge	w11_d392e27432
sich	w13_d392e27436
in	w15_d392e27439
6.	w17_d392e27442
Co	w19_d392e27445
lonnen	w1_d392e27450
nacher	w3_d392e27453
Strehla.	w5_d392e27456
Der	w7_d392e27459
commandirende	w9_d392e27462
General	w11_d392e27465
feld=marschall	w1_d392e27471
Graf	w3_d392e27474
von	w5_d392e27477
Daun	w7_d392e27480
recognoscirte	w9_d392e27483
solch=neue	w11_d392e27486
Position,	w1_d392e27491
nebst	w3_d392e27494
denen	w5_d392e27497
umligenden	w7_d392e27500
Gegenden,	w9_d392e27503
und	w11_d392e27506
es	w13_d392e27510
ware	w15_d392e27513
bereits	w1_d392e27518
Mittags=zeit	w3_d392e27521
verflossen,	w5_d392e27524
als	w7_d392e27527
Sie	w9_d392e27530
in	w11_d392e27533
dem	w13_d392e27537
Haupt	w15_d392e27540
quartier,	w1_d392e27545
welches	w3_d392e27548
zu	w5_d392e27551
gedachtem	w7_d392e27554
Strehla	w9_d392e27557
genommen	w11_d392e27560
wur	w13_d392e27564
de,	w1_d392e27570
zuruck	w3_d392e27573
einlangten,	w5_d392e27576
wo	w7_d392e27579
ansonsten	w9_d392e27582
diesen	w11_d392e27585
Tag	w13_d392e27589
weiter	w15_d392e27592
nichts	w1_d392e27597
aufmerksames	w3_d392e27600
vorfiele.	w5_d392e27603
</p>
<p id="p6_d392e27606">
Den	w1_d392e27610
19.	w3_d392e27613
darauf	w5_d392e27616
setzte	w7_d392e27619
ersagte	w9_d392e27622
Armee	w11_d392e27625
ihren	w13_d392e27629
Marsch	w15_d392e27632
in	w1_d392e27637
7.	w3_d392e27640
Colonnen	w5_d392e27643
weiters	w7_d392e27646
nach	w9_d392e27649
Belgern	w11_d392e27652
fort,	w13_d392e27656
sie	w15_d392e27659
lagerte	w17_d392e27662
sich	w19_d392e27665
allda	w1_d392e27670
dergestalt,	w3_d392e27673
daß	w5_d392e27676
sie	w7_d392e27679
die	w9_d392e27682
Dörfer	w11_d392e27685
Mötterschitz,	w13_d392e27689
Böno	w15_d392e27692
witz.	w1_d392e27698
und	w3_d392e27701
Wessenich	w5_d392e27704
vor	w7_d392e27707
der	w9_d392e27710
Fronte	w11_d392e27713
hatte,	w13_d392e27717
welche	w15_d392e27720
Oerter	w17_d392e27723
Gleichwie	w1_d392e27728
die	w1_d392e27733
feindliche	w3_d392e27736
Vor=posten	w5_d392e27739
besetzt	w7_d392e27742
hielten.	w9_d392e27745
aber	w1_d392e27750
für	w3_d392e27753
nöhtig	w5_d392e27756
erkannt	w7_d392e27759
worden,	w9_d392e27762
selbe	w11_d392e27765
daraus	w13_d392e27769
zu	w15_d392e27772
delogi	w17_d392e27775
ren,	w1_d392e27781
so	w3_d392e27784
wurde	w5_d392e27787
die	w7_d392e27790
diesfällige	w9_d392e27793
Ausführung	w11_d392e27796
dem	w13_d392e27800
G.	w15_d392e27803
F.	w17_d392e27806
M.	w19_d392e27809
L.	w21_d392e27812
Grafen	w1_d392e27817
von	w3_d392e27820
Lascy	w5_d392e27823
aufgetragen;	w7_d392e27826
er	w9_d392e27829
formirte	w11_d392e27832
sohin	w13_d392e27836
im	w15_d392e27839
An	w17_d392e27842
gesicht	w1_d392e27847
des	w3_d392e27850
commandirenden	w5_d392e27853
General=feld=marschalls	w7_d392e27856
Gra	w9_d392e27859
fens	w1_d392e27864
von	w3_d392e27867
Daun	w5_d392e27870
die	w7_d392e27873
Attaque	w9_d392e27876
mittelst	w11_d392e27879
dem	w13_d392e27883
unter	w15_d392e27886
Commando	w17_d392e27889
des	w1_d392e27895
General=majors	w3_d392e27898
Emerich	w5_d392e27901
Grafen	w7_d392e27904
von	w9_d392e27907
Esterhazy	w11_d392e27910
ste	w13_d392e27914
henden	w1_d392e27919
Corps.	w3_d392e27922
Der	w5_d392e27925
Feind	w7_d392e27928
suchte	w9_d392e27931
jedoch	w11_d392e27934
gedachten	w13_d392e27938
Posten	w15_d392e27941
Jnfanterie,	w1_d392e27946
als	w3_d392e27949
Cavallerie	w5_d392e27952
mit	w7_d392e27955
allem	w9_d392e27958
Nach	w11_d392e27961
sowol	w1_d392e27966
durch	w3_d392e27969
druck	w1_d392e27975
zu	w3_d392e27978
souteniren,	w5_d392e27981
dahero	w7_d392e27984
auch	w9_d392e27987
die	w11_d392e27990
Carabiniers,	w13_d392e27994
und	w15_d392e27997
Grenadiers=brigaden	w1_d392e28002
zu	w3_d392e28005
Pferd	w5_d392e28008
und	w7_d392e28011
zu	w9_d392e28014
Fuß	w11_d392e28017
unter	w13_d392e28021
An	w15_d392e28024
führung	w1_d392e28029
deren	w3_d392e28032
General=majors	w5_d392e28035
d'Ayasasa,	w7_d392e28038
Fürst	w9_d392e28041
Lichten	w11_d392e28044
</p>
<p id="p12_d392e28058">
stein,	w1_d392e28062
Ziskowitz,	w3_d392e28065
und	w5_d392e28068
Pellegrini,	w7_d392e28071
zur	w9_d392e28074
Unterstützung	w11_d392e28077
ersag	w13_d392e28081
tes	w1_d392e28086
Grafens	w3_d392e28089
von	w5_d392e28092
Lascy	w7_d392e28095
ebenfalls	w9_d392e28098
vorruckten.	w11_d392e28101
Jndessen	w13_d392e28105
hat	w1_d392e28110
letzt=ernannter	w3_d392e28113
G.	w5_d392e28116
F.	w7_d392e28119
M.	w9_d392e28122
L.	w11_d392e28125
mit	w13_d392e28129
solcher	w15_d392e28132
Standhaftig	w17_d392e28135
keit	w1_d392e28141
den	w3_d392e28144
Angrif	w5_d392e28147
gemacht,	w7_d392e28150
daß	w9_d392e28153
hierdurch,	w11_d392e28156
und	w13_d392e28160
die	w15_d392e28163
beson	w17_d392e28166
ders	w1_d392e28171
erzeigte	w3_d392e28174
Bravour	w5_d392e28177
besagten	w7_d392e28180
Grafens	w9_d392e28183
von	w11_d392e28186
Esterhazy,	w13_d392e28190
nebst	w1_d392e28195
denen	w3_d392e28198
beygehabten	w5_d392e28201
beyden	w7_d392e28204
Hussaren	w9_d392e28207
regimentern	w11_d392e28210
Sr.	w13_d392e28214
Majestät	w1_d392e28219
des	w3_d392e28222
Kaisers,	w5_d392e28225
und	w7_d392e28228
des	w9_d392e28231
Esterhazyschen,	w11_d392e28234
dann	w13_d392e28238
ei	w15_d392e28241
niger	w1_d392e28247
Escadrons	w3_d392e28250
von	w5_d392e28253
denen	w7_d392e28256
Stabs=dragonern	w9_d392e28259
obbesagte	w11_d392e28262
Ortschaften	w1_d392e28267
dem	w3_d392e28270
Feinde	w5_d392e28273
abgedrungen,	w7_d392e28276
von	w9_d392e28279
sothanem	w11_d392e28282
Corps	w1_d392e28287
besetzet,	w3_d392e28290
und	w5_d392e28293
über	w7_d392e28296
50.	w9_d392e28299
Kriegs=gefangene	w11_d392e28302
einge	w13_d392e28306
bracht	w1_d392e28311
worden.	w3_d392e28314
Der	w5_d392e28317
Verlust	w7_d392e28320
an	w9_d392e28323
Todt	w11_d392e28326
und	w13_d392e28330
Bleßirten	w15_d392e28333
muß	w1_d392e28339
aber	w3_d392e28342
um	w5_d392e28345
gar	w7_d392e28348
vieles	w9_d392e28351
beträchtlicher	w11_d392e28354
seyn.	w13_d392e28358
Diesseits	w15_d392e28361
vermisset	w1_d392e28366
man	w3_d392e28369
keine	w5_d392e28372
Gefangene,	w7_d392e28375
und	w9_d392e28378
die	w11_d392e28381
Zahl	w13_d392e28385
der	w15_d392e28388
Todt	w17_d392e28391
und	w1_d392e28396
Bleßirten	w3_d392e28399
belauft	w5_d392e28402
sich	w7_d392e28405
nur	w9_d392e28408
auf	w11_d392e28411
etliche	w13_d392e28415
dreyßig	w15_d392e28418
Köpfe.	w17_d392e28421
Den	w1_d392e28426
20sten	w3_d392e28429
nahme	w5_d392e28432
der	w7_d392e28435
commandirende	w9_d392e28438
General	w11_d392e28441
feld=marschall	w1_d392e28447
abermal	w3_d392e28450
in	w5_d392e28453
der	w7_d392e28456
Fruhe	w9_d392e28459
eine	w11_d392e28462
Recognosci	w13_d392e28466
rung	w1_d392e28471
vor,	w3_d392e28474
wovon	w5_d392e28477
sie	w7_d392e28480
erst	w9_d392e28483
um	w11_d392e28486
Mittags=zeit	w13_d392e28490
zuruck=kamen,	w15_d392e28493
und	w1_d392e28498
erhielten	w3_d392e28501
hiernächst	w5_d392e28504
sowol	w7_d392e28507
von	w9_d392e28510
dem	w11_d392e28513
Generalen	w13_d392e28517
der	w15_d392e28520
Ca	w17_d392e28523
vallerie	w1_d392e28528
Baron	w3_d392e28531
von	w5_d392e28534
Buccow,	w7_d392e28537
welcher	w9_d392e28540
noch	w11_d392e28543
bey	w13_d392e28547
Schilda	w15_d392e28550
stehet,	w1_d392e28556
als	w3_d392e28559
von	w5_d392e28562
dem	w7_d392e28565
Obristen	w9_d392e28568
von	w11_d392e28571
Bosfort	w13_d392e28575
von	w15_d392e28578
Niska	w17_d392e28581
die	w1_d392e28586
Nachricht,	w3_d392e28589
daß	w5_d392e28592
der	w7_d392e28595
General	w9_d392e28598
Fink	w11_d392e28601
mit	w13_d392e28605
ungefähr	w15_d392e28608
8000.	w17_d392e28611
Mann	w1_d392e28616
gegen	w3_d392e28619
Eulenburg	w5_d392e28622
marschiret,	w7_d392e28625
mittelst	w9_d392e28628
daselbstiger	w11_d392e28631
Brücke	w1_d392e28636
gestern	w3_d392e28639
Vormittags	w5_d392e28642
die	w7_d392e28645
Mulda	w9_d392e28648
paßiret,	w11_d392e28651
und	w13_d392e28655
nächst	w1_d392e28661
dem	w3_d392e28664
dortigen	w5_d392e28667
Schloß=berg	w7_d392e28670
sich	w9_d392e28673
gelageret,	w11_d392e28676
dann	w13_d392e28680
das	w1_d392e28685
Städtel	w3_d392e28688
besetzet	w5_d392e28691
hätte.	w7_d392e28694
</p>
<p id="p14_d392e28697">
Den	w1_d392e28701
21sten	w3_d392e28704
befande	w5_d392e28707
sich	w7_d392e28710
die	w9_d392e28713
Kaiserl.	w11_d392e28716
Königl.	w13_d392e28720
Armee	w15_d392e28723
noch	w1_d392e28728
in	w3_d392e28731
ihrem	w5_d392e28734
Lager,	w7_d392e28737
gleich	w9_d392e28740
dann	w11_d392e28743
auch	w13_d392e28747
in	w15_d392e28750
dem	w17_d392e28753
feindli	w19_d392e28756
chen	w1_d392e28761
keine	w3_d392e28764
Veränderung	w5_d392e28767
wahrgenommen	w7_d392e28770
worden,	w9_d392e28773
übri	w11_d392e28776
gens	w1_d392e28782
aber	w3_d392e28785
gienge	w5_d392e28788
die	w7_d392e28791
Kundschaft	w9_d392e28794
ein,	w11_d392e28797
daß	w13_d392e28801
von	w15_d392e28804
oberzehlt	w17_d392e28807
vorgestrigen	w1_d392e28812
Scharmützel,	w3_d392e28815
vierzehn	w5_d392e28818
Wägen	w7_d392e28821
mit	w9_d392e28824
Bles	w11_d392e28827
sirten	w1_d392e28832
in	w3_d392e28835
Torgau	w5_d392e28838
eingefahren	w7_d392e28841
wären.	w9_d392e28844
</p>
<p id="p18_d392e28849">
Jn	w1_d392e28853
Emerich	w3_d392e28856
Felix	w5_d392e28859
Baders	w7_d392e28862
Buchgewölb	w9_d392e28865
in	w11_d392e28868
der	w13_d392e28872
Bognergasse	w15_d392e28875
neben	w17_d392e28878
dem	w19_d392e28881
Todtenkopf	w1_d392e28886
sind	w3_d392e28889
folgende	w5_d392e28892
Bücher	w7_d392e28895
um	w9_d392e28898
einen	w11_d392e28901
billigen	w13_d392e28905
Preis	w15_d392e28908
zu	w17_d392e28911
haben.	w19_d392e28914
</p>
<list id="l20_d392e28917">
Der	w1_d392e28921
Engländischen	w3_d392e28924
Pflanz=Städte	w5_d392e28927
in	w7_d392e28930
Nord=Amerika	w9_d392e28933
Geschichte	w11_d392e28936
und	w13_d392e28940
Hand	w15_d392e28943
jung	w1_d392e28948
nebst	w3_d392e28951
einer	w5_d392e28954
zuverläßigen	w7_d392e28957
Nachricht	w9_d392e28960
von	w11_d392e28963
der	w13_d392e28967
gegenwärtigen	w15_d392e28970
Anzahl	w17_d392e28973
der	w1_d392e28978
dasigen	w3_d392e28981
Einwohner,	w5_d392e28984
und	w7_d392e28987
einer	w9_d392e28990
umständlichen	w11_d392e28993
Beschreibung	w13_d392e28997
der	w15_d392e29000
Lan	w17_d392e29003
des=Verfassung.	w1_d392e29009
Aus	w3_d392e29012
dem	w5_d392e29015
Französischen	w7_d392e29018
übersetzt.	w9_d392e29021
8	w11_d392e29024
Stuttg.	w13_d392e29028
1755.	w15_d392e29031
24.	w17_d392e29034
kr.	w19_d392e29037
Geschichte	w1_d392e29042
und	w3_d392e29045
Handlung	w5_d392e29048
der	w7_d392e29051
Französischen	w9_d392e29054
Pflanz=Städte	w11_d392e29057
in	w13_d392e29061
NordAme	w15_d392e29064
rika,	w1_d392e29069
nebst	w3_d392e29072
einer	w5_d392e29075
zuverläßigen	w7_d392e29078
Nachricht	w9_d392e29081
von	w11_d392e29084
deren	w13_d392e29088
Bevölkerung,	w15_d392e29091
ihren	w17_d392e29094
Einwohnern,	w1_d392e29099
und	w3_d392e29102
der	w5_d392e29105
natürlichen	w7_d392e29108
Beschaffenheit	w9_d392e29111
des	w11_d392e29114
Landes,	w13_d392e29118
wie	w15_d392e29121
auch	w17_d392e29124
einer	w1_d392e29130
kurzen	w3_d392e29133
Einleitung	w5_d392e29136
in	w7_d392e29139
die	w9_d392e29142
jetzige	w11_d392e29145
Strittigkeiten	w13_d392e29149
der	w15_d392e29152
Engländer	w17_d392e29155
und	w19_d392e29158
Franzosen	w1_d392e29163
wegen	w3_d392e29166
Akadien.	w5_d392e29169
Mit	w7_d392e29172
einer	w9_d392e29175
Land=Karte,	w11_d392e29178
8.	w13_d392e29182
Stuttg.	w15_d392e29185
1756.	w17_d392e29188
45.	w19_d392e29191
kr.	w21_d392e29194
Amsterdam.	w1_d392e29199
12.	w3_d392e29202
fl.	w5_d392e29205
30.	w7_d392e29208
kr.	w9_d392e29211
</list>
<list id="l22_d392e29215">
Nouvelle	w1_d392e29219
Carte	w3_d392e29222
de	w5_d392e29225
l'Amerique	w7_d392e29228
septentrionale,	w9_d392e29231
par	w11_d392e29234
Henry	w13_d392e29238
Popple.	w15_d392e29241
7.	w17_d392e29244
Blätter.	w19_d392e29247
Neue	w1_d392e29252
Carte	w3_d392e29255
der	w5_d392e29258
Englischen	w7_d392e29261
und	w9_d392e29264
Franzœesischen	w11_d392e29267
Lænder	w13_d392e29271
in	w15_d392e29274
Nord-America,	w17_d392e29277
von	w1_d392e29282
Mitchel.	w3_d392e29285
8.	w5_d392e29288
Blætter.	w7_d392e29291
Amsterdam	w9_d392e29294
16.	w11_d392e29297
fl.	w13_d392e29301
40.	w15_d392e29304
kr.	w17_d392e29307
Abregé	w1_d392e29313
Portatif	w3_d392e29316
du	w5_d392e29319
Dictionaire	w7_d392e29322
geographique	w9_d392e29325
de	w11_d392e29328
la	w13_d392e29332
Martiniere	w15_d392e29335
2.	w17_d392e29338
Vol.	w19_d392e29341
8.	w21_d392e29344
Paris	w1_d392e29349
1759	w3_d392e29352
2.	w5_d392e29355
fl.	w7_d392e29358
30.	w9_d392e29361
kr.	w11_d392e29364
Histoire	w1_d392e29369
du	w3_d392e29372
Bas-Empire,	w5_d392e29375
encommençant	w7_d392e29378
a	w9_d392e29381
Constantin	w11_d392e29384
le	w13_d392e29388
Grand.	w15_d392e29391
Pr.	w17_d392e29394
Mr.	w19_d392e29397
