<doc id="wr_1759-05-16" attrs="word" year="1759" month="05" day="16" corpus="2">
<head id="h2_d348e3882">
Danzig	w1_d348e3886
zumalen	w1_d348e25745
aber	w3_d348e25748
ungeachtet	w5_d348e25751
all=möglichen	w7_d348e25754
Nachfor	w9_d348e25757
schens,	w1_d348e25763
weder	w3_d348e25766
dieselbe,	w5_d348e25769
noch	w7_d348e25772
dero	w9_d348e25775
Kinder	w11_d348e25778
und	w13_d348e25782
Er	w15_d348e25785
ben	w1_d348e25790
ausfindig	w3_d348e25793
gemacht	w5_d348e25796
werden	w7_d348e25799
können,	w9_d348e25802
so	w11_d348e25805
hat	w13_d348e25809
wol	w15_d348e25812
besagte	w1_d348e25817
Freyin	w3_d348e25820
von	w5_d348e25823
Dietrich	w7_d348e25826
zu	w9_d348e25829
dessen	w11_d348e25832
Kundma	w13_d348e25836
chung	w1_d348e25841
um	w3_d348e25844
Affigirung	w5_d348e25847
eines	w7_d348e25850
gewöhnlichen	w9_d348e25853
Valval	w11_d348e25856
edicts	w1_d348e25862
bey	w3_d348e25865
uns	w5_d348e25868
angelanget,	w7_d348e25871
und	w9_d348e25874
zumalen	w11_d348e25877
wir	w13_d348e25881
hier	w15_d348e25884
ein	w1_d348e25889
auch	w3_d348e25892
gewilliget;	w5_d348e25895
als	w7_d348e25898
wird	w9_d348e25901
ihr	w11_d348e25904
Catharinä	w13_d348e25908
Wun	w15_d348e25911
derlichin,	w1_d348e25916
oder	w3_d348e25919
in	w5_d348e25922
dero	w7_d348e25925
Abgang	w9_d348e25928
denen	w11_d348e25931
hinterlas	w13_d348e25935
senen	w1_d348e25940
Kindern	w3_d348e25943
und	w5_d348e25946
Erben	w7_d348e25949
hiemit	w9_d348e25952
auferleget,	w11_d348e25955
daß	w13_d348e25959
selbe	w1_d348e25965
von	w3_d348e25968
Dato	w5_d348e25971
an	w7_d348e25974
dieses	w9_d348e25977
affigirten	w11_d348e25980
Edicts	w13_d348e25984
binnen	w15_d348e25987
1.	w1_d348e25992
Jahr,	w3_d348e25995
6.	w5_d348e25998
Wochen,	w7_d348e26001
und	w9_d348e26004
3.	w11_d348e26007
Tägen	w13_d348e26011
bey	w15_d348e26014
unser,	w17_d348e26017
und	w19_d348e26020
gemeiner	w1_d348e26025
Stadt=pupillen=ratt=cammer	w3_d348e26028
entweder	w5_d348e26031
selbst,	w7_d348e26034
oder	w1_d348e26039
per	w3_d348e26042
Mandatarium	w5_d348e26045
sufficienter	w7_d348e26048
instructum	w9_d348e26051
zu	w1_d348e26057
sothanem	w3_d348e26060
Legat	w5_d348e26063
sich	w7_d348e26066
also	w9_d348e26069
gewiß	w11_d348e26072
behöriger=massen	w13_d348e26076
legitimiren,	w1_d348e26081
wie	w3_d348e26084
im	w5_d348e26087
widrigen	w7_d348e26090
bey	w9_d348e26093
Exspirirung	w11_d348e26096
die	w13_d348e26100
ses	w1_d348e26105
Termins	w3_d348e26108
dieselbe	w5_d348e26111
nicht	w7_d348e26114
mehr	w9_d348e26117
angehöret,	w11_d348e26120
sondern	w13_d348e26124
wiederholtes	w1_d348e26129
Legat	w3_d348e26132
der	w5_d348e26135
Frau	w7_d348e26138
Universal=erbin	w9_d348e26141
ohne	w11_d348e26144
weitern	w1_d348e26150
ausgefolget	w3_d348e26153
werden	w5_d348e26156
solle.	w7_d348e26159
So	w9_d348e26162
man	w11_d348e26165
denen	w13_d348e26169
elben	w1_d348e26174
durch	w3_d348e26177
dieses	w5_d348e26180
offene	w7_d348e26183
Edict	w9_d348e26186
zu	w11_d348e26189
dem	w13_d348e26193
Ende	w15_d348e26196
hie	w17_d348e26199
mit	w1_d348e26204
hat	w3_d348e26207
zu	w5_d348e26210
wissen	w7_d348e26213
machen	w9_d348e26216
wollen,	w11_d348e26219
daß	w13_d348e26223
sie	w15_d348e26226
sich	w17_d348e26229
hiet	w19_d348e26232
nach	w1_d348e26237
zu	w3_d348e26240
richten,	w5_d348e26243
und	w7_d348e26246
vor	w9_d348e26249
Schaden	w11_d348e26252
zu	w13_d348e26256
hüten	w15_d348e26259
wis	w17_d348e26262
sen	w1_d348e26268
sollen.	w3_d348e26271
Actum	w5_d348e26274
Wien	w7_d348e26277
den	w9_d348e26280
22.	w11_d348e26283
Febr.	w13_d348e26287
1759.	w15_d348e26290
</p>
<p id="p18_d348e26293">
Von	w1_d348e26297
Jhro	w3_d348e26300
Röm.	w5_d348e26303
Kaiserl.	w7_d348e26306
Königl.	w9_d348e26309
Apostolischen	w11_d348e26312
Majest.	w1_d348e26317
General=seld=zeugmeistern	w3_d348e26320
Graf	w5_d348e26323
Emanuel	w7_d348e26326
Stahrembergischen	w1_d348e26331
Jnfanterie=regiments	w3_d348e26334
Gerichts	w5_d348e26337
wegen	w1_d348e26343
hiemit	w3_d348e26346
jedermänniglich	w5_d348e26349
anzufügen:	w7_d348e26352
</p>
<p id="p20_d348e26355">
Es	w1_d348e26359
seye	w3_d348e26362
dieses	w5_d348e26365
Regiments	w7_d348e26368
bestelt=gewester	w9_d348e26371
zwey	w11_d348e26374
ter	w1_d348e26379
Obrist=leutenant	w3_d348e26382
Herr	w5_d348e26385
Franz	w7_d348e26388
Peter	w9_d348e26391
von	w11_d348e26394
Wey	w13_d348e26398
kard	w1_d348e26403
ab	w3_d348e26406
intestato,	w5_d348e26409
und	w7_d348e26412
ohne	w9_d348e26415
Hinterlassung	w11_d348e26418
eini	w13_d348e26422
ger	w1_d348e26428
Leibes=erben	w3_d348e26431
mit	w5_d348e26434
Tod	w7_d348e26437
abgegangen,	w9_d348e26440
mithin	w11_d348e26443
zu	w1_d348e26448
Ausfindigmachung	w3_d348e26451
deren	w5_d348e26454
etwan	w7_d348e26457
vorfindigen	w9_d348e26460
näch	w11_d348e26463
sten	w1_d348e26468
Befreundten,	w3_d348e26471
und	w5_d348e26474
Intestat-erben	w7_d348e26477
sowol,	w9_d348e26480
als	w11_d348e26483
auch	w1_d348e26488
des	w3_d348e26491
etwann	w5_d348e26494
vorhandenen	w7_d348e26497
Æris	w9_d348e26500
alieni	w11_d348e26503
für	w13_d348e26507
nöh	w15_d348e26510
tig	w1_d348e26516
befunden	w3_d348e26519
worden,	w5_d348e26522
eine	w7_d348e26525
Convocation	w9_d348e26528
anzu	w11_d348e26531
ordnen,	w1_d348e26536
und	w3_d348e26539
edictaliter	w5_d348e26542
zu	w7_d348e26545
jedermanns	w9_d348e26548
Wissen	w11_d348e26551
schaft	w1_d348e26556
kund	w3_d348e26559
zu	w5_d348e26562
machen.	w7_d348e26565
</p>
<p id="p22_d348e26568">
Wann	w1_d348e26572
nun	w3_d348e26575
aber	w5_d348e26578
hierzu	w7_d348e26581
eine	w9_d348e26584
Zeit=frist	w11_d348e26587
auf	w13_d348e26591
ein	w15_d348e26594
Jahr,	w1_d348e26599
6.	w3_d348e26602
Wochen	w5_d348e26605
und	w7_d348e26608
3.	w9_d348e26611
Täg	w11_d348e26614
peremtorie	w13_d348e26618
sub	w15_d348e26621
1mo	w1_d348e26626
2do	w3_d348e26629
ac	w5_d348e26632
3tio	w7_d348e26635
Termino,	w9_d348e26638
&	w11_d348e26641
clausula	w13_d348e26645
præclusi,	w15_d348e26648
ac	w1_d348e26654
perpetui	w3_d348e26657
filentii	w5_d348e26660
anberaumet	w7_d348e26663
worden	w9_d348e26666
ist:	w11_d348e26669
Als	w13_d348e26673
werden	w1_d348e26678
all	w3_d348e26681
und	w5_d348e26684
jede,	w7_d348e26687
welche	w9_d348e26690
an	w11_d348e26693
vorgedachtObrist	w13_d348e26697
leutenant	w1_d348e26702
Weykardische	w3_d348e26705
Verlassenschaft	w5_d348e26708
entweder	w7_d348e26711
Schulden	w1_d348e26716
oder	w3_d348e26719
Erbschafts	w5_d348e26722
halber,	w7_d348e26725
vel	w9_d348e26728
ex	w11_d348e26731
quo-	w13_d348e26735
cunque	w1_d348e26741
demum	w3_d348e26744
Juris	w5_d348e26747
capite,	w7_d348e26750
titulo,	w9_d348e26753
vel	w11_d348e26756
causa	w13_d348e26760
Sprüch	w1_d348e26765
und	w3_d348e26768
Anforderungen	w5_d348e26771
haben,	w7_d348e26774
oder	w9_d348e26777
zu	w11_d348e26780
ha	w13_d348e26784
ben	w1_d348e26789
vermeinen,	w3_d348e26792
binnen	w5_d348e26795
dem	w7_d348e26798
vorgesetzten	w9_d348e26801
Termin	w11_d348e26804
sich	w1_d348e26809
bey	w3_d348e26812
Eingangs	w5_d348e26815
gedachten	w7_d348e26818
Regiments=gericht	w9_d348e26821
also	w1_d348e26827
gewiß	w3_d348e26830
anzumelden,	w5_d348e26833
und	w7_d348e26836
zugleich	w9_d348e26839
ihre	w11_d348e26842
Sprüch	w13_d348e26846
oder	w1_d348e26851
Anforderungen	w3_d348e26854
Rechts=erforderlich	w5_d348e26857
zu	w7_d348e26860
liqui-	w9_d348e26863
diren	w1_d348e26868
haben,	w3_d348e26871
wie	w5_d348e26874
im	w7_d348e26877
widrigen	w9_d348e26880
dieselbe	w11_d348e26883
nach	w13_d348e26887
Ver	w15_d348e26890
streichung	w1_d348e26895
sothanen	w3_d348e26898
Terminis	w5_d348e26901
nicht	w7_d348e26904
mehr	w9_d348e26907
angehö	w11_d348e26910
ret,	w1_d348e26916
sondern	w3_d348e26919
ihnen	w5_d348e26922
das	w7_d348e26925
ewige	w9_d348e26928
Stillschweigen	w11_d348e26931
auf	w13_d348e26935
erleget,	w1_d348e26940
sohin	w3_d348e26943
erholt=Obrist=leutenant	w5_d348e26946
Weykardi	w7_d348e26949
schen	w1_d348e26954
Verlassenschaft	w3_d348e26957
ohne	w5_d348e26960
weiteren	w7_d348e26963
für	w9_d348e26966
Caduc	w11_d348e26969
und	w1_d348e26974
fällig	w3_d348e26977
erkläret,	w5_d348e26980
auch	w7_d348e26983
derowegen	w9_d348e26986
was	w11_d348e26989
Rech	w13_d348e26993
tens	w1_d348e26999
ist	w3_d348e27002
ex	w5_d348e27005
Officio	w7_d348e27008
vorgekehret	w9_d348e27011
werden	w11_d348e27014
solle.	w13_d348e27018
</p>
<p id="p24_d348e27022">
Wornach	w1_d348e27026
sich	w3_d348e27029
also	w5_d348e27032
ein	w7_d348e27035
jeder	w9_d348e27038
zu	w11_d348e27041
richten,	w13_d348e27045
und	w15_d348e27048
seinem	w1_d348e27053
Juri	w3_d348e27056
Iin	w5_d348e27059
tempore	w7_d348e27062
zu	w9_d348e27065
invigilixen	w11_d348e27068
wissen	w13_d348e27072
wird.	w15_d348e27075
Actum	w1_d348e27080
Cantonirungs=quartier	w3_d348e27083
Eidlitz	w5_d348e27086
im	w7_d348e27089
Satzer	w9_d348e27092
kreiß	w1_d348e27098
den	w3_d348e27101
1.	w5_d348e27104
April	w7_d348e27107
1759.	w9_d348e27110
</p>
<p id="p26_d348e27113">
Bey	w1_d348e27117
Johann	w3_d348e27120
Jacob	w5_d348e27123
Lidl	w7_d348e27126
Kupfer=stechern	w9_d348e27129
im	w11_d348e27132
Doctor	w1_d348e27137
Deimlischen	w3_d348e27140
Haus	w5_d348e27143
neben	w7_d348e27146
der	w9_d348e27149
Heil.	w11_d348e27152
Drey	w13_d348e27156
faltigkeit	w1_d348e27161
ist	w3_d348e27164
zu	w5_d348e27167
haben:	w7_d348e27170
</p>
<p id="p28_d348e27173">
Eine	w1_d348e27177
accurate	w3_d348e27180
Land=karte	w5_d348e27183
des	w7_d348e27186
ganzen	w9_d348e27189
Königreich	w11_d348e27192
Böhmens,	w1_d348e27197
worinnen	w3_d348e27200
alle	w5_d348e27203
darin	w7_d348e27206
befindliche	w9_d348e27209
Kreise,	w11_d348e27212
und	w1_d348e27217
darin	w3_d348e27220
ligende	w5_d348e27223
Ortschaften,	w7_d348e27226
Post=strassen	w9_d348e27229
rc.	w11_d348e27232
genau	w1_d348e27238
verzeichnet,	w3_d348e27241
worbey	w5_d348e27244
auch	w7_d348e27247
nicht	w9_d348e27250
nur	w11_d348e27253
allei	w13_d348e27257
ein	w1_d348e27262
grosser	w3_d348e27265
Theil	w5_d348e27268
Chur=sachsens,	w7_d348e27271
sondern	w9_d348e27274
auch	w11_d348e27277
von	w1_d348e27282
Chur=bayern,	w3_d348e27285
und	w5_d348e27288
anderen	w7_d348e27291
angränzenden	w9_d348e27294
Ländern	w1_d348e27299
befindlich,	w3_d348e27302
folglich	w5_d348e27305
bey	w7_d348e27308
gegenwärtigen	w9_d348e27311
Läuffen	w1_d348e27317
nutzlich	w3_d348e27320
zu	w5_d348e27323
gebrauchen,	w7_d348e27326
auch	w9_d348e27329
mit	w11_d348e27332
denen	w13_d348e27336
erforderlichen	w1_d348e27341
Maaß=stäben,	w3_d348e27344
und	w5_d348e27347
einem	w7_d348e27350
Register	w9_d348e27353
bestens	w1_d348e27358
versehen,	w3_d348e27361
auf	w5_d348e27364
2.	w7_d348e27367
Regal	w9_d348e27370
Bögen,	w11_d348e27373
Jllump	w13_d348e27377
irter	w1_d348e27382
a	w3_d348e27385
1.	w5_d348e27388
fl.	w7_d348e27391
in	w9_d348e27394
Futteral	w11_d348e27397
a	w13_d348e27401
1.	w15_d348e27404
fl.	w17_d348e27407
15.	w19_d348e27410
kr.	w21_d348e27413
</p>
<p id="p36_d348e27457">
Aus	w1_d348e27461
dem	w3_d348e27464
Kais.	w5_d348e27467
Kön.	w7_d348e27470
Haupt=quartier	w9_d348e27473
Schurz	w11_d348e27476
vom	w13_d348e27480
6.	w15_d348e27483
bis	w17_d348e27486
10.	w19_d348e27489
May	w21_d348e27492
1759.	w23_d348e27495
Den	w1_d348e27500
7ten	w3_d348e27503
langte	w5_d348e27506
der	w7_d348e27509
Bericht	w9_d348e27512
von	w11_d348e27515
dem	w13_d348e27519
Generalen	w15_d348e27522
der	w17_d348e27525
Cavallerie	w1_d348e27530
Marquis	w3_d348e27533
de	w5_d348e27536
Ville	w7_d348e27539
ein,	w9_d348e27542
daß	w11_d348e27545
der	w13_d348e27549
Chur	w15_d348e27552
sächsische	w1_d348e27558
General	w3_d348e27561
Graf	w5_d348e27564
von	w7_d348e27567
Renard	w9_d348e27570
den	w11_d348e27573
6.	w13_d348e27577
dieses	w15_d348e27580
vor	w17_d348e27583
Tags	w19_d348e27586
von	w1_d348e27591
einem	w3_d348e27594
starken	w5_d348e27597
feindlichen	w7_d348e27600
Detaschement	w9_d348e27603
in	w11_d348e27606
Großhen	w13_d348e27610
nersdorf	w1_d348e27615
angegriffen,	w3_d348e27618
und	w5_d348e27621
durch	w7_d348e27624
dessen	w9_d348e27627
Ubermacht	w11_d348e27630
anfäng	w13_d348e27634
lich	w1_d348e27639
zu	w3_d348e27642
weichen	w5_d348e27645
bemüßiget	w7_d348e27648
worden,	w9_d348e27651
da	w11_d348e27654
derselbe	w13_d348e27658
aber	w15_d348e27661
sich	w17_d348e27664
auf	w1_d348e27670
die	w3_d348e27673
unweit	w5_d348e27676
davon	w7_d348e27679
postirt	w9_d348e27682
gestandene	w11_d348e27685
Croaten	w13_d348e27689
zuruck	w15_d348e27692
gezogen,	w1_d348e27697
und	w3_d348e27700
sich	w5_d348e27703
neuerlich	w7_d348e27706
zu	w9_d348e27709
setzen	w11_d348e27712
die	w13_d348e27716
Zeit	w15_d348e27719
gewonnen,	w17_d348e27722
so	w1_d348e27727
hätte	w3_d348e27730
er	w5_d348e27733
den	w7_d348e27736
Feind	w9_d348e27739
nicht	w11_d348e27742
nur	w13_d348e27746
repoußiret,	w15_d348e27749
sondern	w17_d348e27752
bis	w19_d348e27755
ausser	w1_d348e27760
obbenanntes	w3_d348e27763
Dorf	w5_d348e27766
verfolget,	w7_d348e27769
wobey	w9_d348e27772
sich	w11_d348e27775
nebst	w13_d348e27779
de	w15_d348e27782
nen	w1_d348e27788
Uhlanen	w3_d348e27791
die	w5_d348e27794
Croaten	w7_d348e27797
/	w9_d348e27800
wie	w11_d348e27803
auch	w13_d348e27807
Carlstädter=Hussaren	w15_d348e27810
ungemein	w1_d348e27815
wohl	w3_d348e27818
verhalten	w5_d348e27821
haben	w7_d348e27824
sollen.	w9_d348e27827
Der	w11_d348e27830
diesseitige	w13_d348e27834
Verlust	w1_d348e27839
bestunde	w3_d348e27842
in	w5_d348e27845
4.	w7_d348e27848
Todten,	w9_d348e27851
15.	w11_d348e27854
Bleßirten,	w13_d348e27858
und	w15_d348e27861
28.	w17_d348e27864
Kriegs=gefangenen.	w1_d348e27869
Und	w3_d348e27872
ob	w5_d348e27875
man	w7_d348e27878
zwar	w9_d348e27881
vom	w11_d348e27884
Feinde	w13_d348e27888
nur	w15_d348e27891
S	w1_d348e27897
Kriegs=gefangene	w3_d348e27900
überkommen,	w5_d348e27903
so	w7_d348e27906
hätte	w9_d348e27909
derselbe	w11_d348e27912
dan	w13_d348e27916
noch	w1_d348e27921
eine	w3_d348e27924
weit	w5_d348e27927
übersteigende	w7_d348e27930
Zahl	w9_d348e27933
an	w11_d348e27936
Todt	w13_d348e27940
und	w15_d348e27943
Bleßirten	w17_d348e27946
(von	w1_d348e27951
welch	w3_d348e27954
letzteren	w5_d348e27957
annoch	w7_d348e27960
immer	w9_d348e27963
einige	w11_d348e27966
eingebracht	w13_d348e27970
wür	w15_d348e27973
den)	w1_d348e27978
eingebüsset.	w3_d348e27981
</p>
<head id="h2_d348e27987">
U	w1_d348e27991
1	w1_d348e27996
</head>
<p id="p4_d348e27999">
Die	w1_d348e28003
sonstige	w3_d348e28006
Nachrichten	w5_d348e28009
geben,	w7_d348e28012
daß	w9_d348e28015
der	w11_d348e28018
dermalige	w13_d348e28022
Commandant	w1_d348e28027
zu	w3_d348e28030
Dreßden	w5_d348e28033
Graf	w7_d348e28036
von	w9_d348e28039
Schmettau,	w11_d348e28042
den	w13_d348e28046
4.	w15_d348e28049
dieses	w1_d348e28054
denen	w3_d348e28057
Einwohnern	w5_d348e28060
in	w7_d348e28063
denen	w9_d348e28066
Vorstädten	w11_d348e28069
habe	w13_d348e28073
an	w15_d348e28076
deuten	w1_d348e28082
lassen,	w3_d348e28085
daß	w5_d348e28088
sie	w7_d348e28091
ihre	w9_d348e28094
Habseligkeiten	w11_d348e28097
in	w13_d348e28101
die	w15_d348e28104
Stadt	w17_d348e28107
in	w19_d348e28110
Sicherheit,	w1_d348e28115
die	w3_d348e28118
in	w5_d348e28121
der	w7_d348e28124
Stadt	w9_d348e28127
selbst	w11_d348e28130
aber	w13_d348e28134
die	w15_d348e28137
ihrige	w17_d348e28140
in	w19_d348e28143
mög	w21_d348e28146
lichste	w1_d348e28151
Verwahrung	w3_d348e28154
bringen	w5_d348e28157
solten,	w7_d348e28160
indeme	w9_d348e28163
er	w11_d348e28166
den	w13_d348e28170
Be	w15_d348e28173
sehl	w1_d348e28178
hätte,	w3_d348e28181
die	w5_d348e28184
Vorstädte,	w7_d348e28187
sobald	w9_d348e28190
die	w11_d348e28193
auf	w13_d348e28197
dem	w15_d348e28200
Kreutz=thurn	w17_d348e28203
stehende	w1_d348e28209
Wache	w3_d348e28212
die	w5_d348e28215
Kaiserl.	w7_d348e28218
Königl.	w9_d348e28221
Armee	w11_d348e28224
auf	w13_d348e28228
2.	w15_d348e28231
Stun	w17_d348e28234
den	w1_d348e28239
weit	w3_d348e28242
entdecken	w5_d348e28245
würde,	w7_d348e28248
in	w9_d348e28251
Brand	w11_d348e28254
stecken	w13_d348e28258
zu	w15_d348e28261
machen,	w17_d348e28264
</p>
<p id="p10_d348e28277">
Thor	w1_d348e28281
in	w3_d348e28284
der	w5_d348e28287
Neustadt	w7_d348e28290
gänzlich	w9_d348e28293
gesperret.	w11_d348e28296
Jn	w1_d348e28301
diesen	w3_d348e28304
Gegenden	w5_d348e28307
ist	w7_d348e28310
weder	w9_d348e28313
ab	w11_d348e28316
Seiten	w13_d348e28320
des	w15_d348e28323
Feindes,	w17_d348e28326
noch	w1_d348e28331
hier	w3_d348e28334
Orts	w5_d348e28337
etwas	w7_d348e28340
veränderliches	w9_d348e28343
vorgefallen,	w11_d348e28346
so	w13_d348e28350
nur	w15_d348e28353
im	w1_d348e28359
mindesten	w3_d348e28362
einer	w5_d348e28365
Erwehnung	w7_d348e28368
verdienete.	w9_d348e28371
Den	w1_d348e28376
8ten	w3_d348e28379
hat	w5_d348e28382
denen	w7_d348e28385
eingelangten	w9_d348e28388
Kundschaften	w11_d348e28391
zu	w13_d348e28395
folge	w1_d348e28400
der	w3_d348e28403
Feind	w5_d348e28406
einen	w7_d348e28409
Theil	w9_d348e28412
seiner	w11_d348e28415
Trupen,	w13_d348e28419
so	w15_d348e28422
bis	w17_d348e28425
nunzu	w19_d348e28428
stätshin	w1_d348e28433
cantoniret	w3_d348e28436
haben,	w5_d348e28439
nunmehro	w7_d348e28442
in	w9_d348e28445
die	w11_d348e28448
Läger	w13_d348e28452
abrü	w15_d348e28455
cken	w1_d348e28461
lassen;	w3_d348e28464
</p>
<p id="p12_d348e28468">
wobey	w1_d348e28472
es	w3_d348e28475
vielleicht	w5_d348e28478
mit	w7_d348e28481
der	w9_d348e28484
Stadt	w11_d348e28487
Dreßden	w13_d348e28491
selbst	w15_d348e28494
nicht	w17_d348e28497
am	w1_d348e28502
besten	w3_d348e28505
ablauffen	w5_d348e28508
möchte;	w7_d348e28511
die	w9_d348e28514
Brucken	w11_d348e28517
am	w13_d348e28521
Pirnaischen	w15_d348e28524
Thor	w1_d348e28529
wäre	w3_d348e28532
abgetragen,	w5_d348e28535
und	w7_d348e28538
dieses	w9_d348e28541
sowol	w11_d348e28544
als	w13_d348e28548
das	w15_d348e28551
schwarze	w17_d348e28554
</p>
<p id="p14_d348e28557">
Des	w1_d348e28561
commandirenden	w3_d348e28564
General=feld=marschalls	w5_d348e28567
Gra	w7_d348e28570
fens	w1_d348e28575
von	w3_d348e28578
Daun	w5_d348e28581
Excell.	w7_d348e28584
welche	w9_d348e28587
ihr	w11_d348e28590
Augenmerk	w13_d348e28594
auf	w15_d348e28597
alles,	w17_d348e28600
was	w1_d348e28605
den	w3_d348e28608
allerhöchsten	w5_d348e28611
Dienst	w7_d348e28614
intereßiret,	w9_d348e28617
zu	w11_d348e28620
wenden	w13_d348e28624
schon	w15_d348e28627
gewohnet	w1_d348e28633
sind,	w3_d348e28636
haben	w5_d348e28639
diesen	w7_d348e28642
Tag	w9_d348e28645
die	w11_d348e28648
Cavallerie	w13_d348e28652
ausru	w15_d348e28655
cken,	w1_d348e28660
und	w3_d348e28663
manoeuvriren,	w5_d348e28666
auch	w7_d348e28669
ob	w9_d348e28672
der	w11_d348e28675
dabey	w13_d348e28679
bezeigten	w15_d348e28682
Fertigkeit	w1_d348e28687
ein	w3_d348e28690
satsames	w5_d348e28693
Vergnügen	w7_d348e28696
verspühren	w9_d348e28699
lassen.	w11_d348e28702
Der	w1_d348e28707
König	w3_d348e28710
von	w5_d348e28713
Preussen	w7_d348e28716
solle	w9_d348e28719
sich	w11_d348e28722
noch	w13_d348e28726
immer	w15_d348e28729
in	w17_d348e28732
Landshut	w1_d348e28738
befinden,	w3_d348e28741
allwohin	w5_d348e28744
auch	w7_d348e28747
der	w9_d348e28750
Marggraf	w11_d348e28753
Carl	w13_d348e28757
nebst	w1_d348e28762
dem	w3_d348e28765
Prinzen	w5_d348e28768
Friderich	w7_d348e28771
von	w9_d348e28774
Würtenberg	w11_d348e28777
eingetroffen	w13_d348e28781
seye.	w1_d348e28786
Die	w3_d348e28789
</p>
<p id="p16_d348e28792">
Den	w1_d348e28796
9ten	w3_d348e28799
eingekommene	w5_d348e28802
Nachrichten	w7_d348e28805
vermelden	w9_d348e28808
mehr	w11_d348e28811
malen	w1_d348e28816
zerschiedene	w3_d348e28819
Marsches	w5_d348e28822
und	w7_d348e28825
Contre=marsches	w9_d348e28828
deren	w11_d348e28831
feindlichen	w1_d348e28836
Trupen,	w3_d348e28839
ohne	w5_d348e28842
jedoch	w7_d348e28845
ergründen	w9_d348e28848
zu	w11_d348e28851
mögen,	w13_d348e28855
wo	w15_d348e28858
hin	w1_d348e28864
andurch	w3_d348e28867
das	w5_d348e28870
Absehen	w7_d348e28873
gerichtet	w9_d348e28876
wäre,	w11_d348e28879
indessen	w13_d348e28883
ist	w15_d348e28886
man	w17_d348e28889
doch	w1_d348e28894
hier	w3_d348e28897
Orts	w5_d348e28900
in	w7_d348e28903
der	w9_d348e28906
vorigen	w11_d348e28909
Stellung	w13_d348e28913
ganz	w15_d348e28916
ruhig,	w17_d348e28919
wo	w19_d348e28922
hingegen	w1_d348e28927
von	w3_d348e28930
dem	w5_d348e28933
Prinz	w7_d348e28936
Heinrichischen	w9_d348e28939
Corps	w11_d348e28942
d'Armee	w13_d348e28946
ber	w15_d348e28949
lauten	w1_d348e28954
will,	w3_d348e28957
daß	w5_d348e28960
ein	w7_d348e28963
Theil	w9_d348e28966
von	w11_d348e28969
solchen	w13_d348e28973
von	w15_d348e28976
Zwickau	w17_d348e28979
aufgebro	w19_d348e28982
chen,	w1_d348e28988
und	w3_d348e28991
gegen	w5_d348e28994
Plauen	w7_d348e28997
marschiret	w9_d348e29000
seye;	w11_d348e29003
wovon	w13_d348e29007
sich	w1_d348e29012
das	w3_d348e29015
mehrere	w5_d348e29018
in	w7_d348e29021
balden	w9_d348e29024
erklären	w11_d348e29027
wird.	w13_d348e29031
</p>
<head id="h2_d348e29069">
JOURNAL	w1_d348e29073
der	w3_d348e29076
combinirten	w5_d348e29079
K.	w7_d348e29082
K.	w9_d348e29085
und	w11_d348e29088
Reichs=executions=armee	w13_d348e29092
vom	w15_d348e29095
8.	w17_d348e29098
bis	w19_d348e29101
11.	w1_d348e29106
May	w3_d348e29109
Haupt=quartier	w5_d348e29112
Cassendorf	w7_d348e29115
1759.	w9_d348e29118
</head>
<p id="p4_d348e29121">
ES	w1_d348e29125
hatte	w3_d348e29128
bereits	w5_d348e29131
den	w7_d348e29134
7.	w9_d348e29137
eine	w11_d348e29140
feindliche	w13_d348e29144
Colonne,	w15_d348e29147
so	w17_d348e29150
gegen	w19_d348e29153
Saalfeld	w21_d348e29156
marschieret	w1_d348e29161
ware,	w3_d348e29164
die	w5_d348e29167
Saale	w7_d348e29170
paßiret,	w9_d348e29173
wodurch	w11_d348e29176
dann	w13_d348e29180
Herr	w15_d348e29183
General	w17_d348e29186
Ried	w1_d348e29191
genöhtiget	w3_d348e29194
wurde,	w5_d348e29197
um	w7_d348e29200
nicht	w9_d348e29203
von	w11_d348e29206
dem	w13_d348e29210
Feind	w15_d348e29213
coupirt	w17_d348e29216
zu	w19_d348e29219
werden,	w21_d348e29222
sich	w23_d348e29225
hinter	w1_d348e29231
Northalben	w3_d348e29234
zu	w5_d348e29237
setzen.	w7_d348e29240
Er	w9_d348e29243
wurde	w11_d348e29246
alda	w13_d348e29250
</p>
<p id="p6_d348e29253">
Den	w1_d348e29257
8.	w3_d348e29260
vom	w5_d348e29263
Feind	w7_d348e29266
attaquiret,	w9_d348e29269
und	w11_d348e29272
zoge	w13_d348e29276
sich	w15_d348e29279
nach	w17_d348e29282
einem	w19_d348e29285
hartnäckig	w21_d348e29288
ten	w1_d348e29293
Gefecht	w3_d348e29296
und	w5_d348e29299
Widerstand	w7_d348e29302
nach	w9_d348e29305
Stein	w11_d348e29308
wiesen.	w13_d348e29312
</p>
<p id="p8_d348e29315">
Den	w1_d348e29319
9.	w3_d348e29322
grif	w5_d348e29325
ihn	w7_d348e29328
der	w9_d348e29331
Feind	w11_d348e29334
abermalen	w13_d348e29338
an,	w15_d348e29341
er	w17_d348e29344
soutenirte	w19_d348e29347
sich	w21_d348e29350
aber	w23_d348e29353
al	w25_d348e29357
da	w1_d348e29362
bis	w3_d348e29365
Abends,	w5_d348e29368
und	w7_d348e29371
zoge	w9_d348e29374
sich	w11_d348e29377
erst	w13_d348e29381
nach	w15_d348e29384
Waldenfels,	w17_d348e29387
als	w19_d348e29390
