<doc id="wr_1763-10-15" attrs="word" year="1763" month="10" day="15" corpus="2">
<head id="h2_d800e3755">
Niagara	w1_d800e3759
Tags	w19_d800e23431
etwann	w1_d800e23436
anderer	w3_d800e23439
Geschäften	w5_d800e23442
halber	w7_d800e23445
nicht	w9_d800e23448
zu	w11_d800e23451
Raht	w13_d800e23455
sitzeten,	w1_d800e23460
den	w3_d800e23463
nächts	w5_d800e23466
darauf	w7_d800e23469
folgenden	w9_d800e23472
Rahts=tag	w11_d800e23475
vor	w1_d800e23480
uns	w3_d800e23483
erscheinen,	w5_d800e23486
und	w7_d800e23489
sich	w9_d800e23492
dey	w11_d800e23495
unser	w13_d800e23499
und	w15_d800e23502
Gemei	w17_d800e23505
ner	w1_d800e23511
Stadt	w3_d800e23514
Grund=buch	w5_d800e23517
durch	w7_d800e23520
den	w9_d800e23523
daselbstigen	w11_d800e23526
Amts=schreiber	w1_d800e23531
anmelden	w3_d800e23534
lassen	w5_d800e23537
möge,	w7_d800e23540
allwo	w9_d800e23543
so	w11_d800e23546
dann	w1_d800e23551
das	w3_d800e23554
weiter	w5_d800e23557
Behörige	w7_d800e23560
tractiret	w9_d800e23563
werden	w11_d800e23566
solle.	w13_d800e23570
</p>
<list id="l28_d800e23573">
Sswird	w1_d800e23577
hiemitzu	w3_d800e23580
wissen	w5_d800e23583
gemacht,	w7_d800e23586
daß	w9_d800e23589
dieseni	w11_d800e23592
</list>
<p id="p30_d800e23596">
Sswird	w1_d800e23600
hiemitzu	w3_d800e23603
wissen	w5_d800e23606
gemacht,	w7_d800e23609
daß	w9_d800e23612
dieseni	w11_d800e23615
gen,	w1_d800e23620
welche	w3_d800e23623
an	w5_d800e23626
den	w7_d800e23629
allhier	w9_d800e23632
verstorbenen	w11_d800e23635
bey	w13_d800e23639
der	w15_d800e23642
Churfürstl.	w1_d800e23647
Sächsischen	w3_d800e23650
Gesandschaft	w5_d800e23653
gestandenen	w7_d800e23656
Hrn.	w1_d800e23662
Capitain	w3_d800e23665
Johann	w5_d800e23668
Gottfried	w7_d800e23671
Poland,	w9_d800e23674
einige	w11_d800e23677
Forderungen	w1_d800e23682
annoch	w3_d800e23685
zu	w5_d800e23688
haben	w7_d800e23691
vermeinen,	w9_d800e23694
oder	w11_d800e23697
an	w1_d800e23702
selbige	w3_d800e23705
rückstäudige	w5_d800e23708
Zahlung	w7_d800e23711
und	w9_d800e23714
Vergütangen	w11_d800e23717
zu	w1_d800e23722
thun	w3_d800e23725
haben,	w5_d800e23728
sich	w7_d800e23731
innerhalb	w9_d800e23734
4.	w11_d800e23737
Wochen	w13_d800e23741
bey	w15_d800e23744
er	w17_d800e23747
melter	w1_d800e23753
Churfürstl.	w3_d800e23756
Sächsischen	w5_d800e23759
Gelandschaft	w7_d800e23762
also	w9_d800e23765
gewiß	w1_d800e23770
anzumelden	w3_d800e23773
haben,	w5_d800e23776
als	w7_d800e23779
widrigenfalls	w9_d800e23782
nach	w11_d800e23785
Verlauf	w1_d800e23790
dieser	w3_d800e23793
Frist,	w5_d800e23796
man	w7_d800e23799
alle	w9_d800e23802
Anforderungen	w11_d800e23805
an	w13_d800e23809
den	w1_d800e23814
Verstorbenen	w3_d800e23817
weiter	w5_d800e23820
nicht	w7_d800e23823
anerkennen,	w9_d800e23826
und	w11_d800e23829
hergegen	w1_d800e23835
wider	w3_d800e23838
die	w5_d800e23841
so	w7_d800e23844
an	w9_d800e23847
selbigen	w11_d800e23850
auf	w13_d800e23854
enigige	w15_d800e23857
Art	w17_d800e23860
verhaftet	w1_d800e23865
geblieben,	w3_d800e23868
gerichtlich	w5_d800e23871
verfahren	w7_d800e23874
wird.	w9_d800e23877
</p>
<p id="p32_d800e23880">
Von	w1_d800e23884
der	w3_d800e23887
Hochgräfl.	w5_d800e23890
Dietrichsteieischen	w7_d800e23893
Herr	w9_d800e23896
schafts	w1_d800e23901
Ulrichskirchen	w3_d800e23904
Amts=canzley	w5_d800e23907
wegen,	w7_d800e23910
wird	w9_d800e23913
hiemit	w1_d800e23918
jedermänniglich	w3_d800e23921
kund	w5_d800e23924
und	w7_d800e23927
zu	w9_d800e23930
wissen	w11_d800e23933
ge	w13_d800e23937
macht,	w1_d800e23943
was	w3_d800e23946
massen	w5_d800e23949
die	w7_d800e23952
dem	w9_d800e23955
Franz	w11_d800e23958
Anton	w13_d800e23962
Jackisch,	w15_d800e23965
Burgerl.	w1_d800e23970
Bader	w3_d800e23973
im	w5_d800e23976
Markt	w7_d800e23979
Ulrichskirchen	w9_d800e23982
angehö	w11_d800e23985
rige	w1_d800e23990
Behausung,	w3_d800e23993
samt	w5_d800e23996
darzu	w7_d800e23999
gehörigen	w9_d800e24002
2.	w11_d800e24005
drey	w13_d800e24009
Viertel	w1_d800e24014
Joch	w3_d800e24017
Aecker,	w5_d800e24020
1.	w7_d800e24023
ein	w9_d800e24026
Viertel	w11_d800e24029
Tagwerk=wisen,	w13_d800e24033
und	w1_d800e24039
zwey	w3_d800e24042
Viertel	w5_d800e24045
Weingarten,	w7_d800e24048
wie	w9_d800e24051
auch	w11_d800e24054
dem	w13_d800e24058
dar	w15_d800e24061
auf	w1_d800e24066
haftenden	w3_d800e24069
Bader=gewörb	w5_d800e24072
an	w7_d800e24075
den	w9_d800e24078
Meistbieten	w11_d800e24081
den	w1_d800e24086
verkaufet	w3_d800e24089
werden	w5_d800e24092
wird,	w7_d800e24095
wer	w9_d800e24098
demnach	w11_d800e24101
hierauf	w13_d800e24105
eine	w1_d800e24110
Forderung	w3_d800e24113
oder	w5_d800e24116
Anspruch	w7_d800e24119
zu	w9_d800e24122
haben	w11_d800e24125
vermeinet,	w13_d800e24129
</p>
<list id="l34_d800e24132">
Von	w1_d800e24136
der	w3_d800e24139
Hochgräfl.	w5_d800e24142
Dietrichsteieischen	w7_d800e24145
Herr	w9_d800e24148
</list>
<p id="p40_d800e24163">
oder	w1_d800e24167
solche	w3_d800e24170
Behausung,	w5_d800e24173
Grund	w7_d800e24176
stuck	w9_d800e24179
und	w11_d800e24182
Gewörb	w13_d800e24186
käuflichen	w1_d800e24191
an	w3_d800e24194
sich	w5_d800e24197
zu	w7_d800e24200
bringen	w9_d800e24203
gedenket,	w11_d800e24206
hat	w13_d800e24210
sich	w15_d800e24213
in	w17_d800e24216
nerhalb	w1_d800e24221
6.	w3_d800e24224
Wochen	w5_d800e24227
und	w7_d800e24230
3.	w9_d800e24233
Tägen,	w11_d800e24236
und	w13_d800e24240
zwar	w15_d800e24243
den	w17_d800e24246
7.	w19_d800e24249
Novemb.	w1_d800e24255
dies	w3_d800e24258
Jahrs	w5_d800e24261
fruhe	w7_d800e24264
um	w9_d800e24267
8.	w11_d800e24270
Uhr	w13_d800e24274
bey	w15_d800e24277
vorgemel	w17_d800e24280
ter	w1_d800e24285
Herrschafs=canzley	w3_d800e24288
anzumelden.	w5_d800e24291
</p>
<list id="l42_d800e24296">
Obriser	w1_d800e24302
Hof	w3_d800e24305
marschell	w5_d800e24308
4.	w7_d800e24311
</list>
<head id="h2_d800e24319">
Obriser	w1_d800e24323
Hof	w3_d800e24326
marschell	w5_d800e24329
4.	w7_d800e24332
</head>
<p id="p4_d800e24335">
Geben	w1_d800e24339
mit	w3_d800e24342
gegenwärtig	w5_d800e24345
offenen	w7_d800e24348
Ediet	w9_d800e24351
jeder	w11_d800e24354
männiglich,	w1_d800e24359
sowol	w3_d800e24362
An	w5_d800e24365
als	w7_d800e24368
Abwesenden,	w9_d800e24371
deme	w11_d800e24374
daran	w1_d800e24379
gelegen,	w3_d800e24382
kund	w5_d800e24385
und	w7_d800e24388
zu	w9_d800e24391
wissen	w11_d800e24394
</p>
<p id="p6_d800e24397">
Nachdeme	w1_d800e24401
eine	w3_d800e24404
Nothdurft	w5_d800e24407
zu	w7_d800e24410
seyn	w9_d800e24413
befunden	w11_d800e24416
worden,	w1_d800e24421
über	w3_d800e24424
des	w5_d800e24427
verstorbenen	w7_d800e24430
Albert	w9_d800e24433
von	w11_d800e24436
Wi	w13_d800e24440
chartz	w1_d800e24445
gewest	w3_d800e24448
Kaiserl.	w5_d800e24451
Cammerdieners	w7_d800e24454
ruckgeblie	w9_d800e24457
benes	w1_d800e24463
Verlassenschafts=vermögen	w3_d800e24466
einen	w5_d800e24469
ordentli	w7_d800e24472
chen	w1_d800e24477
Concurs	w3_d800e24480
anzuordnen,	w5_d800e24483
und	w7_d800e24486
desselben	w9_d800e24489
samment	w11_d800e24492
liche	w1_d800e24497
sowol	w3_d800e24500
in	w5_d800e24503
als	w7_d800e24506
ausser	w9_d800e24509
Land	w11_d800e24512
befindliche	w13_d800e24516
Glau	w15_d800e24519
bigere	w1_d800e24524
zu	w3_d800e24527
Anmeld	w5_d800e24530
und	w7_d800e24533
Liquidirung	w9_d800e24536
ihrer	w11_d800e24539
an	w13_d800e24543
erstbemeldten	w1_d800e24549
Albert	w3_d800e24552
von	w5_d800e24555
Weichartzischen	w7_d800e24558
Ver	w9_d800e24561
lassenschafts=vermögen	w1_d800e24566
zu	w3_d800e24569
stellen	w5_d800e24572
habenden	w7_d800e24575
Sprü	w9_d800e24578
che	w1_d800e24583
und	w3_d800e24586
Forderungen	w5_d800e24589
einzuberufen,	w7_d800e24592
zu	w9_d800e24595
solchem	w11_d800e24598
Ende	w1_d800e24603
auch	w3_d800e24606
denenselben	w5_d800e24609
der	w7_d800e24612
5te	w9_d800e24615
Tag	w11_d800e24618
des	w13_d800e24622
Monats	w15_d800e24625
Novemb.	w1_d800e24631
inlebenden	w3_d800e24634
1763sten	w5_d800e24637
Jahrs	w7_d800e24640
Nachmittag	w9_d800e24643
präcife	w1_d800e24648
um	w3_d800e24651
4.	w5_d800e24654
Uhr	w7_d800e24657
zur	w9_d800e24660
gewöhnlichen	w11_d800e24663
Tagsatzung	w13_d800e24667
für	w1_d800e24672
die	w3_d800e24675
erst	w5_d800e24678
andert	w7_d800e24681
und	w9_d800e24684
dritte	w11_d800e24687
auch	w13_d800e24691
all	w15_d800e24694
endliche	w17_d800e24697
Frist	w1_d800e24702
sub	w3_d800e24705
clausula	w5_d800e24708
præclusi	w7_d800e24711
anberaumet	w9_d800e24714
worden.	w11_d800e24717
Als	w1_d800e24723
werden	w3_d800e24726
all	w5_d800e24729
und	w7_d800e24732
jede,	w9_d800e24735
welche	w11_d800e24738
an	w13_d800e24742
gedacht=Albert	w15_d800e24745
von	w1_d800e24750
Weichartzischen	w3_d800e24753
Verlassenschafts=vermögen	w5_d800e24756
ex	w1_d800e24761
quacunque	w3_d800e24764
causa	w5_d800e24767
vel	w7_d800e24770
titulo	w9_d800e24773
Sprüche	w11_d800e24776
und	w13_d800e24780
An	w15_d800e24783
forderungen	w1_d800e24788
haben,	w3_d800e24791
oder	w5_d800e24794
zu	w7_d800e24797
haben	w9_d800e24800
vermeinen,	w11_d800e24803
an	w1_d800e24809
obbestimmtem	w3_d800e24812
Tag	w5_d800e24815
und	w7_d800e24818
Stund	w9_d800e24821
vor	w11_d800e24824
der	w13_d800e24828
Amts	w15_d800e24831
canzley	w1_d800e24836
in	w3_d800e24839
dem	w5_d800e24842
Jacober=gässel	w7_d800e24845
in	w9_d800e24848
dem	w11_d800e24851
Craineri	w13_d800e24855
schen	w1_d800e24860
Stift=haus	w3_d800e24863
im	w5_d800e24866
ersten	w7_d800e24869
Stock	w9_d800e24872
entweder	w11_d800e24875
selbst	w13_d800e24879
persönlich,	w1_d800e24884
oder	w3_d800e24887
durch	w5_d800e24890
hierzu	w7_d800e24893
genugsame	w9_d800e24896
Gewalt	w11_d800e24899
tragere	w1_d800e24905
also	w3_d800e24908
gewiß	w5_d800e24911
zu	w7_d800e24914
erscheinen,	w9_d800e24917
und	w11_d800e24920
ihre	w13_d800e24924
an	w15_d800e24927
solche	w1_d800e24932
Cridä=massa	w3_d800e24935
habende	w5_d800e24938
Anforderungen	w7_d800e24941
an	w9_d800e24944
zumelden,	w1_d800e24949
auch	w3_d800e24952
zu	w5_d800e24955
Herstellung	w7_d800e24958
des	w9_d800e24961
erforderlichen	w11_d800e24964
rechtlichen	w1_d800e24969
Beweisthums	w3_d800e24972
ihre	w5_d800e24975
Schuld	w7_d800e24978
und	w9_d800e24981
Satz	w11_d800e24984
brief,	w1_d800e24990
oder	w3_d800e24993
ansonst	w5_d800e24996
habende	w7_d800e24999
LiquidationsUrkun	w9_d800e25002
den	w1_d800e25007
und	w3_d800e25010
rechtliche	w5_d800e25013
Behelfe	w7_d800e25016
in	w9_d800e25019
beglaubten	w11_d800e25022
Abschrif	w13_d800e25026
ten	w1_d800e25031
einzulegen,	w3_d800e25034
und	w5_d800e25037
die	w7_d800e25040
Originalia	w9_d800e25043
zu	w11_d800e25046
produci	w13_d800e25050
ren	w1_d800e25055
haben,	w3_d800e25058
wie	w5_d800e25061
im	w7_d800e25064
wiedrigen	w9_d800e25067
der	w11_d800e25070
Ausbleibende	w13_d800e25074
von	w1_d800e25080
gegenwärtiger	w3_d800e25083
Concurs=massa	w5_d800e25086
gänzlich	w7_d800e25089
aus	w9_d800e25092
geschlossen	w1_d800e25097
seyn,	w3_d800e25100
und	w5_d800e25103
ihme	w7_d800e25106
diesfalls	w9_d800e25109
das	w11_d800e25112
ewige	w13_d800e25116
Stillschweigen	w1_d800e25121
auferleget,	w3_d800e25124
der	w5_d800e25127
nicht	w7_d800e25130
Liquidiren	w9_d800e25133
de	w1_d800e25138
aber	w3_d800e25141
in	w5_d800e25144
der	w7_d800e25147
künftigen	w9_d800e25150
Claßification	w11_d800e25153
mit	w13_d800e25157
seiner	w15_d800e25160
unerwiesenen	w1_d800e25166
Anforderung	w3_d800e25169
abgewiesen	w5_d800e25172
werden	w7_d800e25175
sol	w9_d800e25178
le.	w1_d800e25183
Wornach	w3_d800e25186
sich	w5_d800e25189
ein	w7_d800e25192
jeder	w9_d800e25195
zu	w11_d800e25198
richten,	w13_d800e25202
und	w15_d800e25205
vor	w17_d800e25208
Schaden	w1_d800e25213
zu	w3_d800e25216
hüten	w5_d800e25219
wissen	w7_d800e25222
wird.	w9_d800e25225
Wien	w11_d800e25228
den	w13_d800e25232
13ten	w15_d800e25235
Juli	w1_d800e25240
1763.	w3_d800e25243
</p>
<list id="l8_d800e25246">
Von	w1_d800e25250
dem	w3_d800e25253
Zid	w5_d800e25256
däeguts	w7_d800e25259
der	w9_d800e25262
Habhzröß.	w11_d800e25265
Coel	w13_d800e25269
</list>
<p id="p10_d800e25273">
Von	w1_d800e25277
dem	w3_d800e25280
Zid	w5_d800e25283
däeguts	w7_d800e25286
der	w9_d800e25289
Habhzröß.	w11_d800e25292
Coel	w13_d800e25296
redischen	w1_d800e25301
Herrschaft	w3_d800e25304
Voßendorf	w5_d800e25307
wird	w7_d800e25310
hiemit	w9_d800e25313
je	w11_d800e25316
dermänniglich	w1_d800e25321
kund	w3_d800e25324
und	w5_d800e25327
zu	w7_d800e25330
wissen	w9_d800e25333
gemacht,	w11_d800e25336
was	w13_d800e25340
massen	w1_d800e25346
der	w3_d800e25349
Joseph	w5_d800e25352
und	w7_d800e25355
Christian	w9_d800e25358
Kurz,	w11_d800e25361
Leopold	w13_d800e25365
Lindmayr,	w1_d800e25370
und	w3_d800e25373
Adam	w5_d800e25376
Kopbauer	w7_d800e25379
Körner=handler	w9_d800e25382
zu	w1_d800e25387
Leopoldau	w3_d800e25390
wider	w5_d800e25393
den	w7_d800e25396
Joseph	w9_d800e25399
Widtwann	w11_d800e25402
Müll	w13_d800e25406
nermeister	w1_d800e25411
zu	w3_d800e25414
Neudorf,	w5_d800e25417
wegen	w7_d800e25420
bey	w9_d800e25423
dem	w11_d800e25426
Erzbischöfl.	w13_d800e25430
Hof=gericht	w1_d800e25436
in	w3_d800e25439
Wien	w5_d800e25442
eingeklägten,	w7_d800e25445
sodann	w9_d800e25448
über	w11_d800e25451
das	w1_d800e25456
von	w3_d800e25459
dort	w5_d800e25462
eingelangtes	w7_d800e25465
Compas=schreiben	w9_d800e25468
auf	w11_d800e25471
</p>
<p id="p12_d800e25475">
des	w1_d800e25479
Widtmann	w3_d800e25482
der	w5_d800e25485
Herrschaft	w7_d800e25488
Vößendorf	w9_d800e25491
dienst	w11_d800e25494
bare	w1_d800e25499
10.	w3_d800e25502
Joch	w5_d800e25505
Ueberländ=äcker	w7_d800e25508
in	w9_d800e25511
Neubergen,	w11_d800e25514
und	w1_d800e25519
8.	w3_d800e25522
Joch	w5_d800e25525
in	w7_d800e25528
Wolfsholz	w9_d800e25531
Satz=weiß	w11_d800e25534
vorgemerk	w13_d800e25538
ten	w1_d800e25544
154.	w3_d800e25547
Gulden	w5_d800e25550
Capital	w7_d800e25553
cum	w9_d800e25556
sua	w11_d800e25559
causa	w13_d800e25563
die	w15_d800e25566
ge	w17_d800e25569
richtliche	w1_d800e25574
Schätzung,	w3_d800e25577
sodann	w5_d800e25580
die	w7_d800e25583
Licitirung	w9_d800e25586
sol	w11_d800e25589
cher	w1_d800e25594
Grund=stücken	w3_d800e25597
der	w5_d800e25600
Ordnung	w7_d800e25603
nach	w9_d800e25606
erhalten	w11_d800e25609
haben.	w1_d800e25614
Wann	w3_d800e25617
nun	w5_d800e25620
zu	w7_d800e25623
solcher	w9_d800e25626
Licitirung	w11_d800e25629
der	w13_d800e25633
14.	w15_d800e25636
Decemb.	w1_d800e25642
dieses	w3_d800e25645
laufenden	w5_d800e25648
Jahrs	w7_d800e25651
ist	w9_d800e25654
bestimmet	w11_d800e25657
worden.	w1_d800e25662
Als	w3_d800e25665
werden	w5_d800e25668
alle	w7_d800e25671
diejenige,	w9_d800e25674
welche	w11_d800e25677
die	w13_d800e25681
besagte	w1_d800e25686
Ueberländ=äcker	w3_d800e25689
käuflichen	w5_d800e25692
an	w7_d800e25695
sich	w9_d800e25698
zu	w11_d800e25701
brin	w13_d800e25705
gen	w1_d800e25710
gedenken,	w3_d800e25713
den	w5_d800e25716
obbemeldten	w7_d800e25719
Tag	w9_d800e25722
fruhe	w11_d800e25725
um	w13_d800e25729
8.	w15_d800e25732
Uhr	w1_d800e25738
in	w3_d800e25741
der	w5_d800e25744
Herrschafts=canzley	w7_d800e25747
zu	w9_d800e25750
Bößendorf	w11_d800e25753
zu	w13_d800e25757
erscheinen	w1_d800e25762
haben,	w3_d800e25765
wo	w5_d800e25768
sodann	w7_d800e25771
das	w9_d800e25774
weitere	w11_d800e25777
tracti	w13_d800e25781
ret	w1_d800e25786
werden	w3_d800e25789
solle.	w5_d800e25792
</p>
<p id="p14_d800e25795">
Von	w1_d800e25799
des	w3_d800e25802
Fürfl.	w5_d800e25805
Stilts	w7_d800e25808
und	w9_d800e25811
Zungstäul.	w11_d800e25814
Cla	w13_d800e25818
sters	w1_d800e25823
zur	w3_d800e25826
Himmel=pforten	w5_d800e25829
Grundbuchs	w7_d800e25832
wegen,	w9_d800e25835
wird	w1_d800e25840
jedermänniglich	w3_d800e25843
durch	w5_d800e25846
gegenwärtiges	w7_d800e25849
Edict	w9_d800e25852
kund	w1_d800e25858
und	w3_d800e25861
zu	w5_d800e25864
wissen	w7_d800e25867
gemacht,	w9_d800e25870
daß,	w11_d800e25873
nachdeme	w13_d800e25877
der	w15_d800e25880
über	w1_d800e25885
weyl.	w3_d800e25888
Johann	w5_d800e25891
Adam	w7_d800e25894
Braun	w9_d800e25897
und	w11_d800e25900
dessen	w13_d800e25904
Ehe	w15_d800e25907
wirthin	w1_d800e25912
beeder	w3_d800e25915
seel.	w5_d800e25918
Verlassenschaft	w7_d800e25921
gerichtlich	w9_d800e25924
auf	w11_d800e25927
gestellte	w1_d800e25932
Cuaator	w3_d800e25935
ad	w5_d800e25938
lites	w7_d800e25941
Herr	w9_d800e25944
Franz	w11_d800e25947
Xaverius	w13_d800e25951
Leonhard	w1_d800e25957
Höga,	w3_d800e25960
J.	w5_d800e25963
U.	w7_d800e25966
D.	w9_d800e25969
auch	w11_d800e25972
Kais.	w13_d800e25976
Kön.	w15_d800e25979
Hof	w17_d800e25982
Kriegs=raths	w1_d800e25987
und	w3_d800e25990
Gerichts	w5_d800e25993
advocat,	w7_d800e25996
vermög	w9_d800e25999
schriftlichen	w1_d800e26004
Anlangen	w3_d800e26007
unterm	w5_d800e26010
26.	w7_d800e26013
Sept.	w9_d800e26016
dies	w11_d800e26019
Jahrs	w1_d800e26024
eine	w3_d800e26027
weitere	w5_d800e26030
Licitirung	w7_d800e26033
des	w9_d800e26036
am	w11_d800e26039
Spörken	w13_d800e26043
büchl	w1_d800e26049
liegend	w3_d800e26052
Braunischen	w5_d800e26055
Verlassenschaftshau	w7_d800e26058
ses	w1_d800e26063
verwilligter	w3_d800e26066
erhalten,	w5_d800e26069
zu	w7_d800e26072
Vornehmung	w9_d800e26075
solcher	w11_d800e26078
Licitirung	w1_d800e26083
der	w3_d800e26086
31.	w5_d800e26089
des	w7_d800e26092
Monats	w9_d800e26095
Octobr.	w11_d800e26098
Vormit	w13_d800e26102
tag	w1_d800e26107
um	w3_d800e26110
9.	w5_d800e26113
Uhr	w7_d800e26116
in	w9_d800e26119
der	w11_d800e26122
Closter=Himmelpfortischen	w13_d800e26126
Grund=stuben	w1_d800e26132
anberaumet	w3_d800e26135
worden;	w5_d800e26138
Dahero	w7_d800e26141
wer	w9_d800e26144
den	w1_d800e26149
alle	w3_d800e26152
und	w5_d800e26155
jede,	w7_d800e26158
so	w9_d800e26161
erstermeldtes	w11_d800e26164
Haus	w13_d800e26168
käufli	w15_d800e26171
chen	w1_d800e26176
an	w3_d800e26179
sich	w5_d800e26182
zu	w7_d800e26185
bringen	w9_d800e26188
gedenken,	w11_d800e26191
an	w13_d800e26195
obberühr	w15_d800e26198
tem	w1_d800e26203
Tag,	w3_d800e26206
Ort,	w5_d800e26209
und	w7_d800e26212
Stund	w9_d800e26215
zu	w11_d800e26218
erscheinen	w13_d800e26222
haben.	w15_d800e26225
wo	w1_d800e26231
sodann	w3_d800e26234
vorbemeldtes	w5_d800e26237
Haus	w7_d800e26240
dem	w9_d800e26243
Meistbieten	w11_d800e26246
den	w1_d800e26251
gegen	w3_d800e26254
baare	w5_d800e26257
Bezahlung	w7_d800e26260
käuflichen	w9_d800e26263
hindan	w11_d800e26266
ge	w13_d800e26270
lassen	w1_d800e26275
werden	w3_d800e26278
solle.	w5_d800e26281
</p>
<list id="l16_d800e26284">
Man	w1_d800e26288
des	w3_d800e26291
Kärst|	w5_d800e26294
Seift	w7_d800e26297
und	w9_d800e26300
Tungfränl	w11_d800e26303
Kla	w13_d800e26307
</list>
<list id="l18_d800e26311">
Bon	w1_d800e26315
dem	w3_d800e26318
Celleib	w5_d800e26321
deren	w7_d800e26324
Ceiskorum	w9_d800e26327
teptia	w11_d800e26330
</list>
<p id="p20_d800e26334">
Bon	w1_d800e26338
dem	w3_d800e26341
Celleib	w5_d800e26344
deren	w7_d800e26347
Ceiskorum	w9_d800e26350
teptia	w11_d800e26353
rium	w1_d800e26358
S.	w3_d800e26361
Pauli	w5_d800e26364
ad	w7_d800e26367
S.	w9_d800e26370
Martinum	w11_d800e26373
zu	w13_d800e26377
Mistelbach	w15_d800e26380
als	w17_d800e26383
Pfarr	w1_d800e26388
und	w3_d800e26391
Grund=obrigkeit	w5_d800e26394
wegen,	w7_d800e26397
wird	w9_d800e26400
hier	w11_d800e26403
mit	w1_d800e26409
jedermänniglich	w3_d800e26412
kund	w5_d800e26415
und	w7_d800e26418
zu	w9_d800e26421
wissen	w11_d800e26424
gemacht:	w13_d800e26428
Wasgestalten	w1_d800e26433
eine	w3_d800e26436
Hochlöbl.	w5_d800e26439
N.	w7_d800e26442
Oe.	w9_d800e26445
Regierung	w11_d800e26448
in	w1_d800e26453
der	w3_d800e26456
zwischen	w5_d800e26459
ersagtem	w7_d800e26462
Collegio,	w9_d800e26465
dann	w11_d800e26468
denen	w13_d800e26472
bee	w15_d800e26475
derseitig	w1_d800e26480
hiesigen	w3_d800e26483
Herren	w5_d800e26486
Richtern	w7_d800e26489
und	w9_d800e26492
Räthen	w11_d800e26495
geschwebten	w1_d800e26501
Strit=sache	w3_d800e26504
wegen	w5_d800e26507
Verlassung	w7_d800e26510
der	w9_d800e26513
alldasigen	w1_d800e26518
Kirchen=mühl	w3_d800e26521
unterm	w5_d800e26524
16.	w7_d800e26527
dieses	w9_d800e26530
Mo	w11_d800e26533
nats	w1_d800e26538
Sept.	w3_d800e26541
dahin	w5_d800e26544
erkennet	w7_d800e26547
hat,	w9_d800e26550
daß	w11_d800e26553
N.	w13_d800e26557
Richter	w15_d800e26560
und	w1_d800e26565
Rath	w3_d800e26568
deren	w5_d800e26571
beeden	w7_d800e26574
Gemeinden	w9_d800e26577
zu	w11_d800e26580
Mistelbach	w13_d800e26584
das	w1_d800e26590
von	w3_d800e26593
ihnen	w5_d800e26596
im	w7_d800e26599
Monat	w9_d800e26602
Julio	w11_d800e26605
wegen	w13_d800e26609
Bestand	w15_d800e26612
verlassung	w1_d800e26617
der	w3_d800e26620
sogenannten	w5_d800e26623
Dechant=mühl	w7_d800e26626
affi	w9_d800e26629
girte	w1_d800e26634
Edict	w3_d800e26637
ungehindert	w5_d800e26640
ihrer	w7_d800e26643
Weigerung	w9_d800e26646
alsogleich	w11_d800e26649
anwiederum	w1_d800e26654
abzunehmen,	w3_d800e26657
und	w5_d800e26660
von	w7_d800e26663
Ausfertigung	w9_d800e26666
derley	w1_d800e26672
Edicten	w3_d800e26675
sich	w5_d800e26678
künftig	w7_d800e26681
zu	w9_d800e26684
enthalten	w11_d800e26687
schuldig	w13_d800e26691
seyn	w1_d800e26696
sollen;	w3_d800e26699
Solchemnach	w5_d800e26702
wird	w7_d800e26705
in	w9_d800e26708
Folge	w11_d800e26711
oben	w13_d800e26715
wehnt	w1_d800e26720
Hochlöbl.	w3_d800e26723
Regierungs=verlaß,	w5_d800e26726
die	w7_d800e26729
der	w9_d800e26732
all	w11_d800e26735
dasigen	w1_d800e26740
Pfarr=kirchen	w3_d800e26743
eigenthümlich	w5_d800e26746
gehörige	w7_d800e26749
so	w9_d800e26752
genannte	w1_d800e26758
Pfaff	w3_d800e26761
oder	w5_d800e26764
Dechant=mühl	w7_d800e26767
mit	w9_d800e26770
denen	w11_d800e26773
</p>
<p id="p26_d800e26787">
dekmalen	w1_d800e26791
dabey	w3_d800e26794
befindlichen	w5_d800e26797
38.	w7_d800e26800
Joch	w9_d800e26803
Aeckern,	w11_d800e26806
6.	w1_d800e26811
1.	w3_d800e26814
halb	w5_d800e26817
Tagwerk	w7_d800e26820
Wiesen,	w9_d800e26823
und	w11_d800e26826
5.	w13_d800e26830
Fischbehäl	w15_d800e26833
tern	w1_d800e26838
auf	w3_d800e26841
den	w5_d800e26844
24	w7_d800e26847
des	w9_d800e26850
Monats	w11_d800e26853
Octob.	w13_d800e26857
Vormittag	w15_d800e26860
um	w1_d800e26866
9.	w3_d800e26869
Uhr	w5_d800e26872
denen	w7_d800e26875
Meistbietenden	w9_d800e26878
auf	w11_d800e26881
3.	w13_d800e26885
Jahr	w15_d800e26888
lang	w17_d800e26891
in	w1_d800e26896
alldasiger	w3_d800e26899
Collegii=grundstuben	w5_d800e26902
in	w7_d800e26905
Bestand	w9_d800e26908
verlassen	w1_d800e26913
werden.	w3_d800e26916
Wer	w5_d800e26919
demnach	w7_d800e26922
solche	w9_d800e26925
Mühl	w11_d800e26928
mit	w13_d800e26932
ihren	w1_d800e26937
Zugehörungen	w3_d800e26940
in	w5_d800e26943
Bestand	w7_d800e26946
zu	w9_d800e26949
nehmen	w11_d800e26952
gesin	w13_d800e26956
net	w1_d800e26962
ist,	w3_d800e26965
der	w5_d800e26968
hat	w7_d800e26971
an	w9_d800e26974
vorbemeldtem	w11_d800e26977
Tag	w13_d800e26981
und	w15_d800e26984
Stund	w17_d800e26987
