<doc id="edoc_wd_1781-12-29" attrs="word" year="1781" month="12" day="29" corpus="1">
<p id="p4">
Tausend	w24
Berlin	w10593
30	w10594
kr	w10595
<g/>
.
</p>
<p id="p103">
Musikalischer	w10597
Almanach	w10598
auf	w10599
das	w10600
Jahr	w10601
1782	w10602
<g/>
.
8	w10604
<g/>
.
Alethinopel	w10606
<g/>
,
36	w10608
kr	w10609
<g/>
.
</p>
<p id="p104">
Nürnberger	w10611
Kinderalmanach	w10612
auf	w10613
das	w10614
Jahr	w10615
1782	w10616
<g/>
.
m	w10618
<g/>
.
v	w10620
<g/>
.
K	w10622
<g/>
.
8	w10624
<g/>
.
Nürnb	w10626
<g/>
.
1	w10628
fl	w10629
<g/>
.
</p>
<p id="p105">
Grundriß	w10631
zu	w10632
einem	w10633
Erziehungsversuche	w10634
<g/>
,
8	w10636
<g/>
.
das	w10638
<g/>
.
1781	w10640
<g/>
.
20	w10642
kr	w10643
<g/>
.
</p>
<p id="p106">
De	w10645
ad	w10646
cives	w10647
<g/>
,
dum	w10649
Augustæ Augustae	w10650
lmperatricis	w10651
<g/>
,
Reg	w10653
Apost	w10654
<g/>
.
Mariæ Mariae	w10656
Theresiæ Theresiae	w10657
statua	w10658
mar-morea	w10659
<g/>
-
marmoreo	w10661
colosso	w10662
sumptibus	w10663
Rev	w10664
<g/>
.
Don	w10666
<g/>
.
M	w10668
<g/>
.
Görgei	w10670
de	w10671
Toporcza	w10672
<g/>
,
in	w10674
foro	w10675
L	w10676
<g/>
.
R	w10678
<g/>
.
civitatis	w10680
Strigon	w10681
<g/>
.
ritu	w10683
solenni	w10684
super-poneretur	w10685
<g/>
-
<g/>
,
8	w10688
<g/>
.
Pastini	w10690
1781	w10691
<g/>
.
gebund	w10693
<g/>
.
10	w10695
kr	w10696
<g/>
.
</p>
<p id="p107">
A	w10698
Pierre	w10699
le	w10700
grand	w10701
au	w10702
sujet	w10703
du	w10704
passage	w10705
de	w10706
LL	w10707
<g/>
.
AA	w10709
<g/>
.
Imperiales	w10711
Paul	w10712
Petrowitz	w10713
<g/>
&
Marie	w10715
Fedorowna	w10716
par	w10717
l'Abbé	w10718
Boujart	w10719
<g/>
,
4	w10721
<g/>
.
à	w10723
Vien=ne	w10724
<g/>
=
1781	w10726
<g/>
.
broché	w10728
7	w10729
kr	w10730
<g/>
.
</p>
<p id="p108">
Karl	w10732
Haldingers	w10733
Eintheilung	w10734
der	w10735
k	w10736
<g/>
.
k	w10738
<g/>
.
Natu=raliensammlung	w10740
<g/>
=
zu	w10742
Wien	w10743
<g/>
,
8	w10745
<g/>
.
1782	w10747
<g/>
.
20	w10749
kr	w10750
<g/>
.
</p>
<p id="p109">
Reise	w10752
von	w10753
Wien	w10754
nach	w10755
Paris	w10756
<g/>
,
in	w10758
Briefen	w10759
an	w10760
einen	w10761
Freund	w10762
<g/>
,
8	w10764
<g/>
.
Wien	w10766
1781	w10767
<g/>
.
20	w10769
kr	w10770
<g/>
.
</p>
<p id="p110">
Jn	w10772
der	w10773
von	w10774
Ghelenschen	w10775
Buchhandlung	w10776
in	w10777
der	w10778
Singerstrasse	w10779
dem	w10780
St	w10781
<g/>
.
Stephansthore	w10783
über	w10784
im	w10785
v	w10786
<g/>
.
Mannerischen	w10788
Hause	w10789
Nr	w10790
<g/>
.
931	w10792
sind	w10793
nebst	w10794
vielen	w10795
andern	w10796
Büchern	w10797
<g/>
,
Landkarten	w10799
und	w10800
Kupferstichen	w10801
<g/>
,
auch	w10803
folgende	w10804
zu	w10805
haben	w10806
<g/>
:
</p>
<p id="p111">
Einleitung	w10808
in	w10809
die	w10810
französische	w10811
Sprache	w10812
<g/>
,
erster	w10814
Theil	w10815
zum	w10816
Gebrauch	w10817
beym	w10818
mündlichen	w10819
Unter=richt	w10820
<g/>
=
der	w10822
Anfänger	w10823
<g/>
,
gr	w10825
<g/>
.
8	w10827
<g/>
.
Leipz	w10829
<g/>
.
1781	w10831
<g/>
.
36	w10833
kr	w10834
<g/>
.
</p>
<p id="p112">
Platonis	w10836
Menexenus	w10837
<g/>
&
Periclis	w10839
thucydidei	w10840
oratio	w10841
funebris	w10842
<g/>
,
recensuit	w10844
<g/>
&
animadversioni-bus	w10846
<g/>
-
illustravit	w10848
Jo	w10849
<g/>
.
Chr	w10851
<g/>
.
Gottleber	w10853
<g/>
,
8	w10855
<g/>
.
maj	w10857
<g/>
.
Lips	w10859
<g/>
.
1782	w10861
<g/>
.
</p>
<p id="p113">
Gründe	w10863
<g/>
(
die	w10865
ersten	w10866
<g/>
)
der	w10868
italiänischen	w10869
Sprache	w10870
in	w10871
30	w10872
Lrktionen	w10873
oder	w10874
Tabellen	w10875
<g/>
,
nebst	w10877
Fragen	w10878
<g/>
,
8	w10880
<g/>
.
Berlin	w10882
1781	w10883
<g/>
.
12	w10885
kr	w10886
<g/>
.
</p>
<p id="p114">
Beseke	w10888
<g/>
(
Johann	w10890
Melchior	w10891
Gottlieb	w10892
<g/>
)
Entwurf	w10894
eines	w10895
Lehrbuchs	w10896
der	w10897
natürlichen	w10898
Pflichten	w10899
<g/>
,
8	w10901
<g/>
.
Mi=tau	w10903
<g/>
=
30	w10905
kr	w10906
<g/>
.
</p>
<p id="p115">
Bachmann	w10908
<g/>
(
Johann	w10910
<g/>
)
Anfangsgründe	w10912
der	w10913
Naturhistorie	w10914
<g/>
,
8	w10916
<g/>
.
Frankf	w10918
<g/>
.
u	w10920
<g/>
.
Leipz	w10922
<g/>
.
1777	w10924
<g/>
.
30	w10926
kr	w10927
<g/>
.
</p>
<p id="p116">
Beschäftigungen	w10929
<g/>
(
angenehme9	w10931
in	w10932
der	w10933
Einsamkeit	w10934
<g/>
,
oder	w10936
tausend	w10937
Stück	w10938
auserlesener	w10939
Anekdoten	w10940
<g/>
,
2	w10942
Theile	w10943
8	w10944
<g/>
.
Leipz	w10946
<g/>
.
1781	w10948
<g/>
.
54	w10950
kr	w10951
<g/>
.
</p>
<p id="p117">
Briefe	w10953
für	w10954
junge	w10955
Leute	w10956
<g/>
,
nebst	w10958
einer	w10959
praktischen	w10960
Abhandlung	w10961
von	w10962
dem	w10963
guten	w10964
Geschmack	w10965
in	w10966
Brie=fen	w10967
<g/>
=
von	w10969
C	w10970
F	w10971
<g/>
.
Gellert	w10973
<g/>
,
8	w10975
Frankf	w10976
<g/>
.
v	w10978
<g/>
.
Leipz	w10980
<g/>
.
1771	w10982
<g/>
.
21	w10984
kr	w10985
<g/>
.
</p>
<p id="p118">
<g/>
——
Rosaliens	w10988
an	w10989
ihre	w10990
Freundin	w10991
Mariane	w10992
von	w10993
Sr**	w10994
<g/>
.
von	w10996
der	w10997
Verfasserin	w10998
des	w10999
Fräuleins	w11000
von	w11001
Sternheim	w11002
<g/>
,
3ter	w11004
Theil	w11005
<g/>
,
8	w11007
<g/>
.
Altenb	w11009
<g/>
.
1781	w11011
<g/>
.
1	w11013
fl	w11014
<g/>
.
21	w11016
kr	w11017
<g/>
.
</p>
<p id="p119">
Dormers	w11019
Briefwechsel	w11020
<g/>
,
8	w11022
<g/>
.
Berlin	w11024
1788	w11025
<g/>
.
30	w11027
kr	w11028
<g/>
.
</p>
<p id="p120">
Bayers	w11030
<g/>
(
Jakob	w11032
<g/>
)
kurze	w11034
Einleitung	w11035
der	w11036
griechischen	w11037
Sprache	w11038
a	w11039
<g/>
.
d	w11041
<g/>
.
Lateinis	w11043
<g/>
.
übers	w11045
<g/>
.
und	w11047
mit	w11048
Zu=sätzen	w11049
<g/>
=
vermehrt	w11051
<g/>
.
8	w11053
<g/>
.
Augsb	w11055
<g/>
.
1782	w11057
15	w11058
kr	w11059
<g/>
.
</p>
<p id="p121">
Blendwert	w11061
<g/>
(
das	w11063
<g/>
)
eine	w11065
komische	w11066
Oper	w11067
in	w11068
einem	w11069
Aufzuge	w11070
<g/>
,
8	w11072
<g/>
.
Gotha	w11074
1781	w11075
<g/>
.
15	w11077
kr	w11078
<g/>
.
</p>
<p id="p122">
Drillinge	w11080
<g/>
(
die	w11082
<g/>
)
ein	w11084
Lustspiel	w11085
in	w11086
4	w11087
Aufzügen	w11088
<g/>
,
8	w11090
<g/>
.
Gotha	w11092
1781	w11093
<g/>
.
30	w11095
kr	w11096
<g/>
.
</p>
<p id="p123">
Anne	w11098
und	w11099
Adelwert	w11100
<g/>
,
eine	w11102
dramatische	w11103
Scene	w11104
<g/>
,
8	w11106
<g/>
.
Salzb	w11108
<g/>
.
1781	w11110
<g/>
.
6	w11112
kr	w11113
<g/>
.
</p>
<p id="p124">
Englische	w11115
Spion	w11116
<g/>
(
der	w11118
<g/>
)
ein	w11120
Trauerspiel	w11121
in	w11122
5	w11123
Aufzügen	w11124
<g/>
,
von	w11126
Vierthaler	w11127
<g/>
,
8	w11129
das	w11130
<g/>
.
1781	w11132
<g/>
.
15	w11134
kr	w11135
<g/>
.
</p>
<p id="p125">
Fausts	w11137
<g/>
(
Doktor	w11139
<g/>
)
Leibgürtel	w11141
Posse	w11142
in	w11143
einem	w11144
Akt	w11145
mit	w11146
Gesang	w11147
nach	w11148
Rousseau	w11149
von	w11150
Wylius	w11151
<g/>
,
der	w11153
Gesang	w11154
von	w11155
Schink	w11156
<g/>
,
8	w11158
<g/>
.
Gotha	w11160
1781	w11161
<g/>
.
15	w11163
kr	w11164
<g/>
.
</p>
<p id="p126">
Theater	w11166
der	w11167
Ausländer	w11168
<g/>
,
3ter	w11170
Band	w11171
<g/>
,
8	w11173
<g/>
.
Gotha	w11175
1781	w11176
<g/>
.
1	w11178
fl	w11179
<g/>
.
</p>
<p id="p127">
Opern	w11181
<g/>
(
komische	w11183
<g/>
)
dre	w11185
Jtaliäner	w11186
<g/>
,
zum	w11188
Gebrauch	w11189
der	w11190
deutschen	w11191
Bühne	w11192
<g/>
,
herausgegeben	w11194
von	w11195
Bock	w11196
<g/>
,
2ter	w11198
Theil	w11199
<g/>
,
8	w11201
<g/>
.
Leipz	w11203
<g/>
.
1782	w11205
<g/>
.
27	w11207
kr	w11208
<g/>
.
</p>
<p id="p128">
gen	w11210
<g/>
,
hiemit	w11212
anzufügen	w11213
<g/>
:
Nachdem	w11215
eine	w11216
hochlöbl	w11217
ni	w11218
<g/>
.
öst	w11220
<g/>
.
Regierung	w11222
unterm	w11223
26	w11224
<g/>
.
Oktober	w11226
<g/>
,
und	w11228
6	w11229
<g/>
.
December	w11231
d	w11232
<g/>
.
J	w11234
<g/>
.
verordnet	w11236
hat	w11237
<g/>
,
daß	w11239
mit	w11240
Zu=ziehung	w11241
<g/>
=
des	w11243
von	w11244
seinem	w11245
Leutgebhaus	w11246
zu	w11247
Ehrns=dorf	w11248
<g/>
=
wegen	w11250
Schulden	w11251
entwichenen	w11252
Anton	w11253
Dein	w11254
<g/>
,
und	w11256
seiner	w11257
Gläubiger	w11258
<g/>
,
eine	w11260
nochmalige	w11261
Tag=satzung	w11262
<g/>
=
ad	w11264
liquidandum	w11265
<g/>
&
transigendum	w11267
an=geordnet	w11268
<g/>
=
<g/>
,
im	w11271
Fall	w11272
aber	w11273
zwischen	w11274
beeden	w11275
Thei=len	w11276
<g/>
=
kein	w11278
gütlicher	w11279
Vergleich	w11280
bewirkt	w11281
werden	w11282
könn=te	w11283
<g/>
=
<g/>
,
was	w11286
rechtens	w11287
ist	w11288
<g/>
,
vorgekehrt	w11290
werden	w11291
soll	w11292
<g/>
;
als	w11294
werden	w11295
er	w11296
Anton	w11297
Dein	w11298
<g/>
,
und	w11300
diejenige	w11301
<g/>
,
wel=che	w11303
<g/>
=
an	w11305
denselben	w11306
sub	w11307
quocunque	w11308
titulo	w11309
etwas	w11310
zu	w11311
fodern	w11312
haben	w11313
<g/>
,
den	w11315
27	w11316
<g/>
.
Jäner	w11318
<g/>
.
1782	w11320
vor=mittag	w11321
<g/>
=
um	w11323
9	w11324
Uhr	w11325
in	w11326
allhiesiger	w11327
Amtskanzley	w11328
unausbleiblich	w11329
erscheinen	w11330
<g/>
.
</p>
<head id="hl48">
Jn	w11332
der	w11333
Sonnleithnerischen	w11334
Universitätsbuchdru=ckerey	w11335
<g/>
=
am	w11337
Franziskanerplatz	w11338
Nr	w11339
<g/>
.
951	w11341
sind	w11342
folgende	w11343
Stücke	w11344
zu	w11345
haben	w11346
<g/>
:
</head>
<p id="p129">
Sulzers	w11348
Gedanken	w11349
über	w11350
den	w11351
Ursprung	w11352
<g/>
,
und	w11354
die	w11355
verschiedenen	w11356
Dienste	w11357
der	w11358
schönen	w11359
Künste	w11360
und	w11361
Wissenschaften	w11362
<g/>
,
a	w11364
<g/>
.
d	w11366
<g/>
.
Französis	w11368
<g/>
,
übers	w11370
<g/>
.
von	w11372
F	w11373
<g/>
.
C	w11375
<g/>
.
Sonnleithner	w11377
<g/>
.
</p>
<p id="p130">
Schreiben	w11379
eines	w11380
österreichischen	w11381
Pfarrers	w11382
über	w11383
die	w11384
Toleranz	w11385
nach	w11386
den	w11387
Grundsätzen	w11388
der	w11389
ka=tholischen	w11390
<g/>
=
Kirche	w11392
7	w11393
kr	w11394
<g/>
.
</p>
<p id="p131">
Sind	w11396
denn	w11397
die	w11398
Mönche	w11399
dem	w11400
Staate	w11401
so	w11402
unnütz	w11403
<g/>
,
wie	w11405
man	w11406
heutiges	w11407
Tags	w11408
glaubt	w11409
<g/>
?
7	w11411
kr	w11412
<g/>
.
</p>
<p id="p132">
Uiber	w11414
das	w11415
Recht	w11416
der	w11417
Regenten	w11418
in	w11419
Betref	w11420
der	w11421
dogmatischen	w11422
Bullen	w11423
<g/>
,
7	w11425
kr	w11426
<g/>
.
</p>
<p id="p133">
Uiber	w11428
das	w11429
unglückliche	w11430
Schicksal	w11431
der	w11432
Gelehrten	w11433
<g/>
,
8	w11435
kr	w11436
<g/>
.
</p>
<p id="p134">
Betrachtungen	w11438
eines	w11439
österreichischen	w11440
Pfarrers	w11441
über	w11442
das	w11443
Predigen	w11444
und	w11445
Katechisiren	w11446
<g/>
,
7	w11448
kr	w11449
<g/>
.
</p>
<p id="p135">
Katholischer	w11451
Unterricht	w11452
vom	w11453
heil	w11454
<g/>
.
Meßopfer	w11456
<g/>
,
24	w11458
kr	w11459
<g/>
.
</p>
<p id="p136">
Schreiben	w11461
Pabst	w11462
Benedikts	w11463
XIV	w11464
<g/>
.
an	w11466
Joseph	w11467
Bischof	w11468
zu	w11469
Augsburg	w11470
in	w11471
Betref	w11472
der	w11473
frommen	w11474
Nonne	w11475
Crescentia	w11476
aus	w11477
Kaufbaiern	w11478
<g/>
,
14	w11480
kr	w11481
<g/>
.
</p>
<p id="p137">
Philosophische	w11483
Gedanken	w11484
über	w11485
die	w11486
heimlichen	w11487
Eheversprechen	w11488
<g/>
,
7	w11490
kr	w11491
<g/>
.
</p>
<p id="p138">
Uiber	w11493
den	w11494
Mißbrauch	w11495
der	w11496
Billigkeit	w11497
einiger	w11498
Her=ren	w11499
<g/>
=
Räthe	w11501
<g/>
,
von	w11503
H**	w11504
10	w11505
kr	w11506
<g/>
.
</p>
<p id="p139">
Was	w11508
hat	w11509
der	w11510
Regent	w11511
für	w11512
ein	w11513
Recht	w11514
über	w11515
die	w11516
päbstlichen	w11517
Bullen	w11518
<g/>
?
7	w11520
kr	w11521
<g/>
.
</p>
<head id="hl49">
Bey	w11523
Franz	w11524
<g/>
.
Leopold	w11526
<g/>
.
Grund	w11528
<g/>
,
burgl	w11530
<g/>
.
Buchbin=der	w11532
<g/>
=
<g/>
,
in	w11535
dem	w11536
Gewölb	w11537
beyn	w11538
St	w11539
<g/>
.
Stephanshaupt=thor	w11541
<g/>
=
in	w11543
der	w11544
Kärntnerstrasse	w11545
ist	w11546
zu	w11547
haben	w11548
<g/>
:
</head>
<p id="p140">
Die	w11550
ganze	w11551
heil	w11552
<g/>
.
Schrift	w11554
des	w11555
alten	w11556
und	w11557
neuen	w11558
Testaments	w11559
<g/>
,
nach	w11561
der	w11562
von	w11563
der	w11564
katholischen	w11565
Kirche	w11566
angenommenen	w11567
lateinischen	w11568
Uiberse=tzung	w11569
<g/>
=
<g/>
,
in	w11572
einer	w11573
verbesserten	w11574
Auflage	w11575
heraus=gegeben	w11576
<g/>
=
<g/>
,
gr	w11579
<g/>
.
8	w11581
<g/>
.
Prag	w11583
im	w11584
Verlage	w11585
der	w11586
k	w11587
<g/>
.
k	w11589
<g/>
.
Normalschule	w11591
1781	w11592
in	w11593
2	w11594
feinen	w11595
Franzbän=den	w11596
<g/>
=
4	w11598
fl	w11599
<g/>
.
20	w11601
kr	w11602
<g/>
.
in	w11604
Leder	w11605
mit	w11606
Titl	w11607
4	w11608
fl	w11609
<g/>
.
</p>
<p id="p141">
Neu	w11611
eingerichteter	w11612
Prager	w11613
Almanach	w11614
zum	w11615
Nu=tzen	w11616
<g/>
=
und	w11618
Vergnügen	w11619
auf	w11620
das	w11621
Jahr	w11622
1782	w11623
<g/>
,
gebund	w11625
<g/>
.
1	w11627
fl	w11628
<g/>
.
</p>
<p id="p142">
Verschiedene	w11630
feine	w11631
und	w11632
ordinari	w11633
Vers	w11634
<g/>
=
und	w11636
an=dere	w11637
<g/>
=
Sackkalender	w11639
<g/>
,
mit	w11641
und	w11642
ohne	w11643
Kupfer	w11644
und	w11645
Spiegel	w11646
<g/>
.
</p>
<p id="p143">
Feindes	w11648
Briefpapier	w11649
mit	w11650
verschiedenen	w11651
Farben	w11652
<g/>
,
mit	w11654
vergoldeten	w11655
Schnitt	w11656
<g/>
,
und	w11658
seiner	w11659
Einfas=sung	w11660
<g/>
=
mit	w11662
und	w11663
ohne	w11664
Couvert	w11665
<g/>
,
wie	w11667
auch	w11668
ver=schiedene	w11669
<g/>
=
Wisitbilleter	w11671
<g/>
.
</p>
<head id="hl50">
Bey	w11673
Joseph	w11674
Gerold	w11675
<g/>
,
kais	w11677
<g/>
.
Reichshofbuchdru=ckern	w11679
<g/>
=
und	w11681
Universitätsbuchhändlern	w11682
sind	w11683
in	w11684
des=sen	w11685
<g/>
=
Buchhandlung	w11687
auf	w11688
dem	w11689
Kohlmarkt	w11690
neben	w11691
dem	w11692
schwarzen	w11693
Lamm	w11694
Nr	w11695
<g/>
.
138	w11697
nebst	w11698
vielen	w11699
andern	w11700
auch	w11701
folgende	w11702
Bücher	w11703
zu	w11704
haben	w11705
<g/>
:
</head>
<p id="p144">
Geographie	w11707
universelle	w11708
<g/>
,
exposée	w11710
dans	w11711
les	w11712
différentes	w11713
Methodes	w11714
qui	w11715
peuvent	w11716
abrégée	w11717
l'etude	w11718
<g/>
,
<g/>
&
faciliter	w11721
l'usage	w11722
de	w11723
cette	w11724
scien-ce	w11725
<g/>
-
avec	w11727
un	w11728
Traité	w11729
de	w11730
la	w11731
sphêre	w11732
<g/>
,
par	w11734
Mr	w11735
<g/>
.
Buffier	w11737
<g/>
,
avec	w11739
des	w11740
eartes	w11741
<g/>
,
gr	w11743
12	w11744
<g/>
.
Paris	w11746
1774	w11747
<g/>
.
1	w11749
fl	w11750
<g/>
.
30	w11752
kr	w11753
<g/>
.
</p>
<p id="p145">
<g/>
——
moderne	w11756
<g/>
,
précedée	w11758
d'un	w11759
petit	w11760
traité	w11761
de	w11762
la	w11763
sphére	w11764
<g/>
&
du	w11766
globe	w11767
ornée	w11768
de	w11769
traits	w11770
d'Histoire	w11771
naturelle	w11772
<g/>
&
politique	w11774
<g/>
&
termi-née	w11776
<g/>
-
par	w11778
une	w11779
Géographie	w11780
sacrée	w11781
<g/>
&
eccle-siastique	w11783
<g/>
-
<g/>
&
c	w11786
<g/>
.
par	w11788
Mr	w11789
<g/>
.
l'Abbé	w11791
Nicole	w11792
de	w11793
la	w11794
Croix	w11795
<g/>
,
nouvelle	w11797
Edition	w11798
<g/>
,
2	w11800
tomes	w11801
<g/>
,
gr	w11803
<g/>
.
12	w11805
<g/>
.
Paris	w11807
1777	w11808
<g/>
.
3	w11810
fl	w11811
<g/>
.
30	w11813
kr	w11814
<g/>
.
</p>
<p id="p146">
Voyage	w11816
dans	w11817
l'Hemisphêre	w11818
austral	w11819
<g/>
,
<g/>
&
au	w11822
tour	w11823
du	w11824
monde	w11825
<g/>
,
fait	w11827
sur	w11828
des	w11829
vaisseaux	w11830
de	w11831
Roi	w11832
l'Aventure	w11833
<g/>
&
la	w11835
Résolution	w11836
en	w11837
1772	w11838
74	w11839
<g/>
,
<g/>
&
75	w11842
<g/>
,
écrit	w11844
par	w11845
Jacques	w11846
Cook	w11847
<g/>
&
cette	w11849
de	w11850
Mr	w11851
<g/>
.
Forster	w11853
<g/>
,
traduit	w11855
de	w11856
l'Anglois	w11857
<g/>
,
6	w11859
to-mes	w11860
<g/>
-
<g/>
,
gr	w11863
<g/>
.
8	w11865
<g/>
.
Paris	w11867
1778	w11868
<g/>
.
13	w11870
fl	w11871
<g/>
.
</p>
<p id="p147">
Histoire	w11873
des	w11874
révolutions	w11875
de	w11876
Hongrie	w11877
<g/>
,
ou	w11879
l'on	w11880
donne	w11881
une	w11882
Idèe	w11883
juste	w11884
de	w11885
son	w11886
legitime	w11887
Gou-vernement	w11888
<g/>
-
<g/>
,
6	w11891
tomes	w11892
<g/>
,
gr	w11894
<g/>
.
12	w11896
<g/>
.
à	w11898
la	w11899
Haye	w11900
1739	w11901
6	w11902
fl	w11903
<g/>
.
</p>
<p id="p148">
<g/>
——
d'Ecosse	w11906
<g/>
,
sous	w11908
les	w11909
Regnes	w11910
de	w11911
Marie	w11912
Stuart	w11913
<g/>
&
die	w11915
Jacques	w11916
VI	w11917
<g/>
.
jusqu	w11919
à	w11920
l'avene-ment	w11921
<g/>
-
de	w11923
ce	w11924
prince	w11925
à	w11926
la	w11927
couronne	w11928
d'An-glettere	w11929
<g/>
-
<g/>
,
par	w11932
Mr	w11933
<g/>
.
Guillaume	w11935
Robertson	w11936
<g/>
,
4	w11938
tomes	w11939
<g/>
,
nouvelle	w11941
Edition	w11942
<g/>
,
gr	w11944
<g/>
.
12	w11946
<g/>
.
à	w11948
Lon-dres	w11949
<g/>
-
1772	w11951
<g/>
.
5	w11953
<g/>
.
fl	w11955
<g/>
.
30	w11957
kr	w11958
<g/>
.
</p>
<p id="p149">
Lettres	w11960
de	w11961
Madame	w11962
la	w11963
Marquise	w11964
de	w11965
Sévigné	w11966
à	w11967
Madame	w11968
la	w11969
Comtesse	w11970
de	w11971
Grignan	w11972
sa	w11973
fille	w11974
<g/>
,
9	w11976
tomes	w11977
<g/>
,
gr	w11979
<g/>
.
12	w11981
<g/>
.
à	w11983
Rouen	w11984
1780	w11985
<g/>
.
7	w11987
fl	w11988
<g/>
.
30	w11990
kr	w11991
<g/>
.
</p>
<p id="p150">
Mémoires	w11993
de	w11994
Maximilien	w11995
die	w11996
Béthune	w11997
Duc	w11998
de	w11999
Suily	w12000
<g/>
,
Ministres	w12002
de	w12003
Henri	w12004
IV	w12005
<g/>
.
mis	w12007
en	w12008
ordre	w12009
avec	w12010
des	w12011
Rémarques	w12012
<g/>
,
nouvelle	w12014
Edition	w12015
<g/>
,
revue	w12017
corrigée	w12018
<g/>
&
augmentée	w12020
<g/>
,
10	w12022
tomes	w12023
<g/>
,
gr	w12025
<g/>
.
12	w12027
<g/>
.
à	w12029
Londres	w12030
1778	w12031
<g/>
.
10	w12033
fl	w12034
<g/>
.
</p>
<p id="p151">
Les	w12036
Vies	w12037
des	w12038
Hommes	w12039
illustres	w12040
<g/>
,
de	w12042
Plutar-que	w12043
<g/>
-
<g/>
,
traduites	w12046
en	w12047
françois	w12048
<g/>
,
avec	w12050
de	w12051
Ré-marques	w12052
<g/>
-
historiques	w12054
<g/>
&
criciques	w12056
<g/>
,
par	w12058
Mad	w12059
<g/>
.
Dacier	w12061
<g/>
,
nouvelle	w12063
Edition	w12064
<g/>
,
revue	w12066
<g/>
&
cor-rigée	w12068
<g/>
-
<g/>
,
14	w12071
tomes	w12072
<g/>
,
gr	w12074
<g/>
.
12	w12076
à	w12077
Mæstricht Maestricht	w12078
1778	w12079
<g/>
.
15	w12081
fl	w12082
<g/>
.
</p>
<p id="p152">
De	w12084
l'Etat	w12085
<g/>
&
du	w12087
fort	w12088
<g/>
,
des	w12090
colonies	w12091
des	w12092
an-ciens	w12093
<g/>
-
Peuples	w12095
<g/>
,
gr	w12097
<g/>
.
8	w12099
<g/>
.
Yverdon	w12101
1779	w12102
<g/>
.
1	w12104
fl	w12105
<g/>
.
15	w12107
kr	w12108
<g/>
.
</p>
</doc>
