<doc id="wr_1759-03-10" attrs="word" year="1759" month="03" day="10" corpus="2">
<head id="h2_d329e3434">
Münden	w1_d329e3438
Description	w3_d329e25128
des	w5_d329e25131
toutes	w7_d329e25134
les	w9_d329e25137
choses	w11_d329e25140
naturelles,	w13_d329e25144
&	w15_d329e25147
artificielles	w17_d329e25150
&c.	w19_d329e25153
l'Explica-	w21_d329e25156
rion	w1_d329e25161
de	w3_d329e25164
tout	w5_d329e25167
ce	w7_d329e25170
que	w9_d329e25173
renferment	w11_d329e25176
les	w13_d329e25180
Sciences	w15_d329e25183
&	w17_d329e25186
les	w19_d329e25189
Arts	w21_d329e25192
soit	w23_d329e25195
libereaux,	w25_d329e25199
soit	w27_d329e25202
mechaniques,	w1_d329e25207
avec	w3_d329e25210
des	w5_d329e25213
Remarques	w7_d329e25216
d'Erudition	w9_d329e25219
&	w11_d329e25222
de	w13_d329e25226
Critique;	w15_d329e25229
Le	w17_d329e25232
tout	w19_d329e25235
tire	w21_d329e25238
des	w1_d329e25243
plus	w3_d329e25246
excellens	w5_d329e25249
Auteurs	w7_d329e25252
&c.	w9_d329e25255
qui	w11_d329e25258
ont	w13_d329e25262
paru	w15_d329e25265
jusqu'ici	w17_d329e25268
en	w19_d329e25271
differentes	w21_d329e25274
langues.	w23_d329e25277
Nouvelle	w1_d329e25283
Edition	w3_d329e25286
corrigée	w5_d329e25289
&	w7_d329e25292
considerablement	w9_d329e25295
augmentée,	w11_d329e25298
VII.	w13_d329e25302
Tomes	w15_d329e25305
Fol.	w17_d329e25308
Paris	w1_d329e25313
52.	w1_d329e25318
</p>
<p id="p52_d329e25321">
Memoires	w1_d329e25325
de	w3_d329e25328
Mr.	w5_d329e25331
l'Abbe	w7_d329e25334
Montgon;	w9_d329e25337
publies	w11_d329e25340
par	w13_d329e25344
lui	w15_d329e25347
meme,	w17_d329e25350
contenantes	w19_d329e25353
les	w1_d329e25358
differentes	w3_d329e25361
negociations	w5_d329e25364
dont	w7_d329e25367
il	w9_d329e25370
a	w11_d329e25373
été	w13_d329e25377
chargé	w15_d329e25380
dans	w17_d329e25383
les	w19_d329e25386
Cours	w21_d329e25389
de	w23_d329e25392
France,	w25_d329e25396
d'Espagne	w1_d329e25401
&	w3_d329e25404
de	w5_d329e25407
Portugall,	w7_d329e25410
&	w9_d329e25413
divers	w11_d329e25416
evenemens	w13_d329e25420
qui	w15_d329e25423
sont	w17_d329e25426
arrivés	w19_d329e25429
depuis	w21_d329e25432
l'An-	w23_d329e25435
née	w1_d329e25441
1715.	w3_d329e25444
Nouvelle	w5_d329e25447
Edition	w7_d329e25450
augmentée	w9_d329e25453
&	w11_d329e25456
Corrigée,	w13_d329e25460
VIII.	w15_d329e25463
Tomes	w17_d329e25466
12.	w19_d329e25469
Lau-	w21_d329e25472
2.	w1_d329e25477
fl.	w3_d329e25480
10.	w5_d329e25483
lanne	w1_d329e25488
</p>
<p id="p54_d329e25491">
Année	w1_d329e25495
Ecciesiastique	w3_d329e25498
ou	w5_d329e25501
instructions	w7_d329e25504
sur	w9_d329e25507
le	w11_d329e25510
propre	w13_d329e25514
du	w15_d329e25517
tems,	w17_d329e25520
&	w19_d329e25523
sur	w21_d329e25526
le	w23_d329e25529
propre	w1_d329e25534
&	w3_d329e25537
le	w5_d329e25540
comun	w7_d329e25543
des	w9_d329e25546
Saints;	w11_d329e25549
Avec	w13_d329e25553
une	w15_d329e25556
Explication	w17_d329e25559
des	w19_d329e25562
Epitres	w21_d329e25565
&	w23_d329e25568
des	w25_d329e25572
Evan-	w27_d329e25575
giles	w1_d329e25580
qui	w3_d329e25583
se	w5_d329e25586
lisent	w7_d329e25589
dans	w9_d329e25592
les	w11_d329e25595
cours	w13_d329e25599
de	w15_d329e25602
l'Année	w17_d329e25605
Ecclesiastique	w19_d329e25608
&	w21_d329e25611
dans	w23_d329e25614
les	w25_d329e25618
Egli-	w27_d329e25621
ses	w1_d329e25627
de	w3_d329e25630
Rome	w5_d329e25633
&	w7_d329e25636
de	w9_d329e25639
Paris,	w11_d329e25642
XV.	w13_d329e25646
Tomes	w15_d329e25649
12mo	w17_d329e25652
Paris	w19_d329e25655
1734.	w21_d329e25658
fl.	w23_d329e25661
18.	w25_d329e25665
Observations	w1_d329e25670
sur	w3_d329e25673
les	w5_d329e25676
Ecrits	w7_d329e25679
moderenes,	w9_d329e25682
XXXIII.	w11_d329e25685
Tomes	w13_d329e25689
12mo.	w15_d329e25692
Paris	w17_d329e25695
1735.	w1_d329e25700
fl.	w3_d329e25703
40.	w5_d329e25706
</p>
<p id="p56_d329e25709">
Traitée	w1_d329e25713
de	w3_d329e25716
la	w5_d329e25719
Police	w7_d329e25722
ou	w9_d329e25725
l'on	w11_d329e25728
trouvera	w13_d329e25732
l'Histoire	w15_d329e25735
de	w17_d329e25738
son	w19_d329e25741
Etablissement	w21_d329e25744
les	w23_d329e25747
fonctions	w1_d329e25752
&	w3_d329e25755
les	w5_d329e25758
prerogatives	w7_d329e25761
de	w9_d329e25764
ses	w11_d329e25767
Magistrats	w13_d329e25771
toutes	w15_d329e25774
les	w17_d329e25777
Loix	w19_d329e25780
&	w21_d329e25783
tous	w23_d329e25786
les	w25_d329e25790
Re-	w27_d329e25793
glemens	w1_d329e25798
qui	w3_d329e25801
la	w5_d329e25804
concernent.	w7_d329e25807
Onya	w9_d329e25810
jomt	w11_d329e25813
une	w13_d329e25817
Description	w15_d329e25820
historique	w17_d329e25823
de	w19_d329e25826
Pa-	w21_d329e25829
ris	w1_d329e25835
&	w3_d329e25838
huit	w5_d329e25841
Plans	w7_d329e25844
gravés	w9_d329e25847
qui	w11_d329e25850
representent	w13_d329e25854
son	w15_d329e25857
ancien	w17_d329e25860
Etat	w19_d329e25863
&	w21_d329e25866
ses	w23_d329e25869
diverses	w25_d329e25873
ac-	w27_d329e25876
croisissemens	w1_d329e25881
seconde	w3_d329e25884
Edition	w5_d329e25887
augmentée	w7_d329e25890
par	w9_d329e25893
Mr.	w11_d329e25896
de	w13_d329e25900
la	w15_d329e25903
Mare	w17_d329e25906
IV.	w19_d329e25909
Tomes	w21_d329e25912
Fol.	w23_d329e25915
Paris	w1_d329e25920
1722.	w3_d329e25923
fl.	w5_d329e25926
60.	w7_d329e25929
</p>
<p id="p58_d329e25932">
Diction	w1_d329e25936
ire	w3_d329e25939
universel	w5_d329e25942
de	w7_d329e25945
Medicine,	w9_d329e25948
de	w11_d329e25951
Chirurgie,	w13_d329e25955
de	w15_d329e25958
Chymie,	w17_d329e25961
de	w19_d329e25964
Bota	w21_d329e25967
nique,	w1_d329e25972
d'Anatomie,	w3_d329e25975
de	w5_d329e25978
Pharmacie,	w7_d329e25981
d'Histoire	w9_d329e25984
naturelle	w11_d329e25987
&c.	w13_d329e25991
Traduit	w15_d329e25994
de	w17_d329e25997
l'An-	w19_d329e26000
glois	w1_d329e26005
de	w3_d329e26008
Mr.	w5_d329e26011
de	w7_d329e26014
James	w9_d329e26017
par	w11_d329e26020
Mr.	w13_d329e26024
Diderot,	w15_d329e26027
Eidous,	w17_d329e26030
&	w19_d329e26033
Toussaint.	w21_d329e26036
Revu	w23_d329e26039
corri-	w25_d329e26043
gé	w1_d329e26049
&	w3_d329e26052
augmenté,	w5_d329e26055
pr.	w7_d329e26058
Mr.	w9_d329e26061
Julien	w11_d329e26064
Busson,	w13_d329e26068
VI.	w15_d329e26071
Tomes	w17_d329e26074
Fol.	w19_d329e26077
Paris	w21_d329e26080
1746.	w23_d329e26083
fl.	w25_d329e26087
75.	w27_d329e26090
</p>
<p id="p60_d329e26094">
Recueillés	w1_d329e26098
pr.	w3_d329e26101
Mr.	w5_d329e26104
Gayot	w7_d329e26107
de	w9_d329e26110
Pittaval,	w11_d329e26113
Advocat	w13_d329e26117
au	w15_d329e26120
Parlement	w17_d329e26123
de	w19_d329e26126
Paris.	w21_d329e26129
Nou-	w23_d329e26132
velle	w1_d329e26137
Edition	w3_d329e26140
augmentée	w5_d329e26143
&	w7_d329e26146
corrigée	w9_d329e26149
XXII.	w11_d329e26152
Tomes	w13_d329e26156
8vo.	w15_d329e26159
a	w17_d329e26162
la	w19_d329e26165
Haye	w21_d329e26168
1746.	w23_d329e26171
fl.	w25_d329e26175
24.	w27_d329e26178
Actions	w1_d329e26183
chretiennes	w3_d329e26186
ou	w5_d329e26189
discours	w7_d329e26192
de	w9_d329e26195
Morale	w11_d329e26198
sur	w13_d329e26202
le	w15_d329e26205
nouvellement	w17_d329e26208
de	w19_d329e26211
l'hom-	w21_d329e26214
me	w1_d329e26220
par	w3_d329e26223
l'Incarnation	w5_d329e26226
du	w7_d329e26229
verbe	w9_d329e26232
pour	w11_d329e26235
le	w13_d329e26239
St.	w15_d329e26242
tems	w17_d329e26245
de	w19_d329e26248
l'Avent	w21_d329e26251
divisé	w23_d329e26254
en	w25_d329e26258
quatre	w27_d329e26261
Semaines	w1_d329e26266
par	w3_d329e26269
le	w5_d329e26272
P.	w7_d329e26275
Simon	w9_d329e26278
de	w11_d329e26281
la	w13_d329e26285
Vierge	w15_d329e26288
Religieux	w17_d329e26291
Carme	w19_d329e26294
de	w21_d329e26297
la	w23_d329e26300
Province	w25_d329e26304
de	w27_d329e26307
Tourainne,	w1_d329e26312
XV.	w3_d329e26315
Tomes	w5_d329e26318
8vo.	w7_d329e26321
Liege	w9_d329e26324
1744.	w11_d329e26327
fl.	w13_d329e26331
15.	w15_d329e26334
Imitatiou	w1_d329e26339
de	w3_d329e26342
Jesus	w5_d329e26345
Christ	w7_d329e26348
nouvellement	w9_d329e26351
Traduite	w11_d329e26354
par	w13_d329e26358
le	w15_d329e26361
R.	w17_d329e26364
P.	w19_d329e26367
de	w21_d329e26370
Gonne-	w23_d329e26373
lieu	w1_d329e26379
de	w3_d329e26382
la	w5_d329e26385
Comp.	w7_d329e26388
de	w9_d329e26391
Jes.	w11_d329e26394
Selon	w13_d329e26398
l'Exemplaire	w15_d329e26401
de	w17_d329e26404
Paris,	w19_d329e26407
la	w21_d329e26410
Traduction	w23_d329e26413
alleman-	w25_d329e26417
de	w1_d329e26422
mile	w3_d329e26425
a	w5_d329e26428
Coté,	w7_d329e26431
de	w9_d329e26434
la	w11_d329e26437
Françoise,	w13_d329e26441
8vo,	w15_d329e26444
Breslau	w17_d329e26447
1755.	w19_d329e26450
</p>
<p id="p62_d329e26453">
Causes	w1_d329e26457
célebres	w3_d329e26460
&	w5_d329e26463
interessantes,	w7_d329e26466
avec	w9_d329e26469
les	w11_d329e26472
Jugemens	w13_d329e26476
qui	w15_d329e26479
les	w17_d329e26482
ont	w19_d329e26485
decidées.	w21_d329e26488
</p>
<p id="p66_d329e26493">
Le	w1_d329e26497
meme	w3_d329e26500
Livre	w5_d329e26503
Françoise	w7_d329e26506
&	w9_d329e26509
Latins,	w11_d329e26512
8vo.	w13_d329e26516
ibid.	w15_d329e26519
1754.	w17_d329e26522
Memoires	w1_d329e26527
pour	w3_d329e26530
Servir	w5_d329e26533
a	w7_d329e26536
l'Histoire	w9_d329e26539
des	w11_d329e26542
hommes	w13_d329e26546
illustres	w15_d329e26549
dans	w17_d329e26552
la	w19_d329e26555
Republi-	w21_d329e26558
que	w1_d329e26563
des	w3_d329e26566
Lettres	w5_d329e26569
avec	w7_d329e26572
un	w9_d329e26575
Catalogue	w11_d329e26578
raisonné	w13_d329e26582
de	w15_d329e26585
leurs	w17_d329e26588
ouvrages	w19_d329e26591
XLIII.	w21_d329e26594
Tomes	w23_d329e26597
12mo.	w1_d329e26603
Paris	w3_d329e26606
1729.	w5_d329e26609
</p>
<p id="p68_d329e26612">
La	w1_d329e26616
Geographie	w3_d329e26619
universelle	w5_d329e26622
ou	w7_d329e26625
l'on	w9_d329e26628
donne	w11_d329e26631
une	w13_d329e26635
idée	w15_d329e26638
abregée	w17_d329e26641
de	w19_d329e26644
quatre	w21_d329e26647
Parties	w1_d329e26652
du	w3_d329e26655
Monde	w5_d329e26658
&	w7_d329e26661
de	w9_d329e26664
differens	w11_d329e26667
Lieux	w13_d329e26671
qu'elles	w15_d329e26674
renferment	w17_d329e26677
par	w19_d329e26680
Jean	w21_d329e26683
Hubner	w23_d329e26686
&c.	w1_d329e26691
nouvelle	w3_d329e26694
Edition	w5_d329e26697
revue	w7_d329e26700
&c.	w9_d329e26703
augmentée,	w11_d329e26706
VI.	w13_d329e26710
Tomes	w15_d329e26713
8vo.	w17_d329e26716
Basle	w19_d329e26719
1757.	w21_d329e26722
fl.	w23_d329e26725
4.	w25_d329e26729
Oeuvres	w1_d329e26735
de	w3_d329e26738
Mr.	w5_d329e26741
Duplesis	w7_d329e26744
ancien	w9_d329e26747
Advocat	w11_d329e26750
au	w13_d329e26754
Parlement,	w15_d329e26757
2.	w17_d329e26760
vol.	w19_d329e26763
Fol.	w21_d329e26766
Paris	w1_d329e26771
1754.	w3_d329e26774
fl.	w5_d329e26777
24.	w7_d329e26780
</p>
<p id="p70_d329e26783">
Memoires	w1_d329e26787
concernant	w3_d329e26790
Christine	w5_d329e26793
Reine	w7_d329e26796
de	w9_d329e26799
Suede	w11_d329e26802
pour	w13_d329e26806
Servir	w15_d329e26809
d'Eclaircis-	w17_d329e26812
sement	w1_d329e26817
de	w3_d329e26820
Son	w5_d329e26823
Regne	w7_d329e26826
&	w9_d329e26829
Principalement	w11_d329e26832
de	w13_d329e26836
sa	w15_d329e26839
vie	w17_d329e26842
privée,	w19_d329e26845
&	w21_d329e26848
aux	w23_d329e26851
Evenemens	w25_d329e26855
de	w1_d329e26860
l'Histoire	w3_d329e26863
de	w5_d329e26866
son	w7_d329e26869
Tems	w9_d329e26872
civile	w11_d329e26875
&	w13_d329e26879
litteraire;	w15_d329e26882
Suivis	w17_d329e26885
de	w19_d329e26888
deux	w21_d329e26891
ouvrages	w23_d329e26894
de	w25_d329e26898
cette	w1_d329e26904
savante	w3_d329e26907
Princesse	w5_d329e26910
qui	w7_d329e26913
n'ont	w9_d329e26916
jamais	w11_d329e26919
été	w13_d329e26923
imprimes	w15_d329e26926
avec	w17_d329e26929
des	w19_d329e26932
Medailles	w21_d329e26935
2.	w23_d329e26938
vol.	w1_d329e26943
4.	w3_d329e26946
Amst.	w5_d329e26949
1751.	w7_d329e26952
fl.	w9_d329e26955
12.	w11_d329e26958
</p>
<p id="p72_d329e26962">
Memoires	w1_d329e26966
de	w3_d329e26969
Messire	w5_d329e26972
Philippe	w7_d329e26975
de	w9_d329e26978
Comines	w11_d329e26981
Seigneur	w13_d329e26985
d'Argenton,	w15_d329e26988
ou	w17_d329e26991
P'on	w19_d329e26994
trouve	w1_d329e26999
l'Histoire	w3_d329e27002
des	w5_d329e27005
Rois	w7_d329e27008
de	w9_d329e27011
France	w11_d329e27014
Louis	w13_d329e27018
XI.	w15_d329e27021
&	w17_d329e27024
Charles	w19_d329e27027
VIII.	w21_d329e27030
par	w23_d329e27033
Mrs.	w25_d329e27037
Go-	w27_d329e27040
defroy,	w1_d329e27045
augmentées	w3_d329e27048
par	w5_d329e27051
Mr.	w7_d329e27054
Lenglet	w9_d329e27057
Fresnoy	w11_d329e27060
4.	w13_d329e27064
vol.	w15_d329e27067
4to	w17_d329e27070
Londres	w19_d329e27073
1747.	w21_d329e27076
fl.	w23_d329e27079
20.	w25_d329e27083
Memoires	w1_d329e27089
pour	w3_d329e27092
servir	w5_d329e27095
a	w7_d329e27098
l'Hist.	w9_d329e27101
du	w11_d329e27104
XVIII.	w13_d329e27108
siecle,	w15_d329e27111
contenantes	w17_d329e27114
les	w19_d329e27117
Nego-	w21_d329e27120
tiations,	w1_d329e27125
Traitez,	w3_d329e27128
Resolutione	w5_d329e27131
&	w7_d329e27134
autres	w9_d329e27137
Documens	w11_d329e27140
authentiques	w13_d329e27144
concernant	w15_d329e27147
</p>
<p id="p74_d329e27150">
Histoire	w1_d329e27154
litteraire	w3_d329e27157
de	w5_d329e27160
la	w7_d329e27163
France,	w9_d329e27166
ou	w11_d329e27169
l'on	w13_d329e27173
traite	w15_d329e27176
de	w17_d329e27179
l'origine	w19_d329e27182
&	w21_d329e27185
du	w23_d329e27188
Progres	w25_d329e27192
de	w1_d329e27197
la	w3_d329e27200
Decadence	w5_d329e27203
&	w7_d329e27206
du	w9_d329e27209
retablissement	w11_d329e27212
des	w13_d329e27216
Sciences	w15_d329e27219
parmi	w17_d329e27222
les	w19_d329e27225
François	w21_d329e27228
&c.	w23_d329e27231
par	w1_d329e27236
des	w3_d329e27239
Religieux	w5_d329e27242
Benedictins	w7_d329e27245
de	w9_d329e27248
la	w11_d329e27251
Congregation	w13_d329e27255
de	w15_d329e27258
St.	w17_d329e27261
Maur.	w19_d329e27264
IX.	w21_d329e27267
vol.	w23_d329e27270
4to.	w25_d329e27274
Paris	w1_d329e27280
1733.	w3_d329e27283
bis	w5_d329e27286
1750.	w7_d329e27289
fl.	w9_d329e27292
45.	w11_d329e27295
</p>
<p id="p76_d329e27298">
Memoires	w1_d329e27302
de	w3_d329e27305
Condé	w5_d329e27308
servant	w7_d329e27311
d'Eclaircissement	w9_d329e27314
&	w11_d329e27317
de	w13_d329e27321
Preuves	w15_d329e27324
a	w17_d329e27327
l'Hist.	w19_d329e27330
de	w1_d329e27335
Mr.	w3_d329e27338
de	w5_d329e27341
Thou	w7_d329e27344
contenant	w9_d329e27347
ce	w11_d329e27350
qui	w13_d329e27354
S'est	w15_d329e27357
palsé	w17_d329e27360
de	w19_d329e27363
plus	w21_d329e27366
memorable	w23_d329e27369
en	w25_d329e27373
Europe-	w27_d329e27376
Ouvrage	w1_d329e27381
enrichi	w3_d329e27384
d'un	w5_d329e27387
grand	w7_d329e27390
nombre	w9_d329e27393
des	w11_d329e27396
Pieces	w13_d329e27400
curieuses,	w15_d329e27403
qui	w17_d329e27406
n'ont	w19_d329e27409
jamais	w21_d329e27412
paru,	w1_d329e27418
&	w3_d329e27421
des	w5_d329e27424
Notes	w7_d329e27427
historiques,	w9_d329e27430
augmente	w11_d329e27433
d'un	w13_d329e27437
supplement,	w15_d329e27440
qui	w17_d329e27443
contient	w19_d329e27446
la	w21_d329e27449
Legende	w1_d329e27454
du	w3_d329e27457
Cardinal	w5_d329e27460
de	w7_d329e27463
Lorainne	w9_d329e27466
Dom	w11_d329e27469
Claude	w13_d329e27473
de	w15_d329e27476
Guise	w17_d329e27479
&	w19_d329e27482
l'Apologie	w21_d329e27485
&	w23_d329e27488
Proces	w1_d329e27493
de	w3_d329e27496
Jean	w5_d329e27499
Chastel	w7_d329e27502
&c.	w9_d329e27505
VI.	w11_d329e27508
vol.	w13_d329e27512
4.	w15_d329e27515
Londres	w17_d329e27518
av	w19_d329e27521
fig.	w21_d329e27524
1753.	w23_d329e27527
fl.	w25_d329e27531
25.	w27_d329e27534
Nouveau	w1_d329e27539
Dictionaire	w3_d329e27542
historique	w5_d329e27545
pour	w7_d329e27548
servir	w9_d329e27551
de	w11_d329e27554
supplement	w13_d329e27558
au	w15_d329e27561
Dictio-	w17_d329e27564
</p>
<p id="p78_d329e27567">
Amst.	w1_d329e27571
1750.	w3_d329e27574
—	w5_d329e27577
1756.	w7_d329e27580
Döbels	w1_d329e27585
(Heinrich	w3_d329e27588
Wilhelms)	w5_d329e27591
Neu=eröfnete	w7_d329e27594
Jäger=Practica,	w9_d329e27597
oder	w11_d329e27600
der	w1_d329e27605
wol	w3_d329e27608
geübte	w5_d329e27611
und	w7_d329e27614
erfahrne	w9_d329e27617
Jäger,	w11_d329e27620
darinnen	w13_d329e27624
eine	w15_d329e27627
Anweisung	w17_d329e27630
zur	w19_d329e27633
ganzen	w21_d329e27636
hohen	w1_d329e27642
und	w3_d329e27645
niederen	w5_d329e27648
Jagd=wissenschaft	w7_d329e27651
enthalten,	w9_d329e27654
4.	w11_d329e27657
Theile	w13_d329e27661
Fol.	w15_d329e27664
Leipzig,	w17_d329e27667
Fl.	w1_d329e27672
8.	w3_d329e27675
1754.	w1_d329e27680
</p>
<p id="p80_d329e27683">
Schreiben	w1_d329e27687
eines	w3_d329e27690
aus	w5_d329e27693
Teutschland	w7_d329e27696
zuruck=kommenden	w9_d329e27699
Reisenden,	w11_d329e27702
an	w13_d329e27706
einen	w1_d329e27711
Officier	w3_d329e27714
bey	w5_d329e27717
der	w7_d329e27720
Rußisch=Kaiserlichen	w9_d329e27723
Armee,	w11_d329e27726
4to.	w13_d329e27730
Königsberg	w15_d329e27733
1758.	w17_d329e27736
à	w1_d329e27741
7.	w3_d329e27744
Kr.	w5_d329e27747
</p>
<p id="p82_d329e27750">
Histoire	w1_d329e27754
generale	w3_d329e27757
des	w5_d329e27760
voyages,	w7_d329e27763
ou	w9_d329e27766
nouvelle	w11_d329e27769
collection	w13_d329e27773
de	w15_d329e27776
toutes	w17_d329e27779
les	w19_d329e27782
Re-	w21_d329e27785
lations	w1_d329e27790
des	w3_d329e27793
Voyages	w5_d329e27796
par	w7_d329e27799
Mer	w9_d329e27802
&	w11_d329e27805
par	w13_d329e27809
Terre	w15_d329e27812
XVI.	w17_d329e27815
vol.	w19_d329e27818
enrichis	w21_d329e27821
de	w23_d329e27824
quantite	w25_d329e27828
des	w1_d329e27833
Figures	w3_d329e27836
&	w5_d329e27839
des	w7_d329e27842
Chartes	w9_d329e27845
Geographiques	w11_d329e27848
4to.	w13_d329e27852
a	w15_d329e27855
la	w17_d329e27858
Haye	w19_d329e27861
1747.	w21_d329e27864
bis	w23_d329e27867
1758.	w25_d329e27871
</p>
</doc>
