<doc id="edoc_wd_1772-06-24" attrs="word" year="1772" month="06" day="24" corpus="1">
<head id="hl1">
London	w28
Preis	w10676
ein	w10677
Pirutsch	w10678
vom	w10679
grünen	w10680
Tuch	w10681
mit	w10682
Tafetenen	w10683
Seitenpölster	w10684
alltäglich	w10685
zu	w10686
verkauffen	w10687
<g/>
,
welches	w10689
bey	w10690
dem	w10691
Lich=tensteg	w10692
<g/>
=
vom	w10694
sogenannten	w10695
Federlhof	w10696
über	w10697
<g/>
,
in	w10699
dem	w10700
Haus	w10701
Nro	w10702
<g/>
.
628	w10704
<g/>
.
stehet	w10706
<g/>
,
und	w10708
dieserwegen	w10709
bey	w10710
dem	w10711
dasigen	w10712
Hausmeister	w10713
sich	w10714
zu	w10715
erkundigen	w10716
<g/>
.
</p>
<p id="p105">
Von	w10718
des	w10719
erzbischöfl	w10720
<g/>
.
wienerischen	w10722
Konsistoriums	w10723
wegen	w10724
<g/>
:
wird	w10726
hiemit	w10727
jedermann	w10728
zu	w10729
wissen	w10730
gemacht	w10731
<g/>
,
daß	w10733
der	w10734
Franz	w10735
Xav	w10736
<g/>
.
Rolle	w10738
ein	w10739
weltl	w10740
<g/>
.
Priester	w10742
allhier	w10743
des	w10744
Todes	w10745
verfahren	w10746
<g/>
,
und	w10748
ein	w10749
letztwillig	w10750
mündli=ches	w10751
<g/>
=
Geschäft	w10753
zurückgelassen	w10754
<g/>
,
in	w10756
welchen	w10757
er	w10758
zu	w10759
sei=nem	w10760
<g/>
=
Erben	w10762
den	w10763
Leopold	w10764
Heissenhuth	w10765
zu	w10766
seinem	w10767
Erben	w10768
benennet	w10769
habe	w10770
<g/>
,
damit	w10772
nun	w10773
die	w10774
Abhandlung	w10775
gepflogen	w10776
werden	w10777
könne	w10778
<g/>
,
so	w10780
hat	w10781
der	w10782
dem	w10783
eingesetz=ten	w10784
<g/>
=
Universalerben	w10786
zugegebene	w10787
Curator	w10788
ad	w10789
actum	w10790
gebetten	w10791
<g/>
,
nicht	w10793
nur	w10794
allein	w10795
die	w10796
Gläubiger	w10797
zu	w10798
be=ruffen	w10799
<g/>
=
<g/>
,
sondern	w10802
auch	w10803
alle	w10804
<g/>
,
welche	w10806
auf	w10807
diese	w10808
Ver=lassenschaft	w10809
<g/>
=
<g/>
,
Erbschaftshalber	w10812
Sprüche	w10813
zu	w10814
ma=chen	w10815
<g/>
=
gedenken	w10817
vorzuladen	w10818
<g/>
,
zu	w10820
diesem	w10821
Ende	w10822
ist	w10823
auf	w10824
den	w10825
8	w10826
<g/>
.
Julii	w10828
Nachmittag	w10829
um	w10830
2	w10831
<g/>
.
Uhr	w10833
eine	w10834
Tag=satzung	w10835
<g/>
=
angeordnet	w10837
worden	w10838
<g/>
,
bey	w10840
welcher	w10841
alle	w10842
<g/>
,
die	w10844
eine	w10845
Forderung	w10846
es	w10847
sey	w10848
Erbschafts	w10849
<g/>
=
oder	w10851
Schulden	w10852
halber	w10853
machen	w10854
wollen	w10855
<g/>
,
an	w10857
obbestimmten	w10858
Tag	w10859
<g/>
,
und	w10861
Stund	w10862
in	w10863
der	w10864
erzbischöfl	w10865
<g/>
.
Konsistorialkanzley	w10867
also	w10868
gewiß	w10869
zu	w10870
erscheinen	w10871
<g/>
,
und	w10873
ihre	w10874
Sprüche	w10875
<g/>
,
und	w10877
For	w10878
derungen	w10879
entweder	w10880
persöhnlich	w10881
<g/>
,
oder	w10883
durch	w10884
hierzu	w10885
genugsam	w10886
Bevollmächtigte	w10887
<g/>
,
wie	w10889
es	w10890
sich	w10891
zu	w10892
Recht	w10893
gebühret	w10894
<g/>
,
anzumelden	w10896
haben	w10897
<g/>
,
als	w10899
im	w10900
widrigen	w10901
die	w10902
Ausbleibende	w10903
nicht	w10904
mehr	w10905
gehöret	w10906
<g/>
,
sondern	w10908
mit	w10909
ihren	w10910
Sprüchen	w10911
<g/>
,
und	w10913
Anforderungen	w10914
auf	w10915
allzeit	w10916
abgewiesen	w10917
<g/>
,
und	w10919
ausgeschlossen	w10920
seyn	w10921
sollen	w10922
<g/>
.
</p>
<p id="p106">
Von	w10924
der	w10925
gräflich	w10926
Wallseggischen	w10927
Herrschaft	w10928
Klamm	w10929
wegen	w10930
<g/>
,
gesammten	w10932
Creditspartheyen	w10933
den	w10934
ad	w10935
Cridam	w10936
gediehenen	w10937
Simon	w10938
Göbel	w10939
<g/>
,
behausten	w10941
Unterthans	w10942
zu	w10943
Gloggnitz	w10944
hiemit	w10945
ex	w10946
officio	w10947
anzu=fügen	w10948
<g/>
=
<g/>
.
Es	w10951
seye	w10952
gedacht	w10953
gräfliche	w10954
Herrschaft	w10955
Klamm	w10956
über	w10957
die	w10958
zu	w10959
dreymalen	w10960
fruchtlos	w10961
abge=loffenen	w10962
<g/>
=
Licitationstagsatzungen	w10964
des	w10965
göblischen	w10966
Hauses	w10967
<g/>
,
Gewerbs	w10969
<g/>
,
sammt	w10971
Grundstücken	w10972
keiner=dings	w10973
<g/>
=
mehr	w10975
gesinnet	w10976
<g/>
,
die	w10978
beschwerliche	w10979
Admini=stratiouAdministration	w10980
<g/>
=
fernershin	w10982
beyzubehalten	w10983
<g/>
,
sondern	w10985
viel=mehr	w10986
<g/>
=
bedacht	w10988
dieser	w10989
Göblischen	w10990
Crida	w10991
ein	w10992
baldi=ges	w10993
<g/>
=
Ende	w10995
zu	w10996
verschaffen	w10997
<g/>
,
und	w10999
habe	w11000
dahero	w11001
ver=ordnet	w11002
<g/>
=
zu	w11004
dem	w11005
Ende	w11006
eine	w11007
Citationstagsatzung	w11008
auf	w11009
den	w11010
16	w11011
<g/>
.
künftigen	w11013
Monats	w11014
Julii	w11015
sub	w11016
1mo	w11017
<g/>
,
2do	w11019
<g/>
,
</p>
<p id="p107">
3tio	w11022
termino	w11023
dergestalten	w11024
anzuberaumen	w11025
<g/>
,
daß	w11027
sie	w11028
gesammte	w11029
Creditores	w11030
entweder	w11031
selbst	w11032
persönlich	w11033
oder	w11034
durch	w11035
genugsam	w11036
bevollmächtigten	w11037
Mandata=rien	w11038
<g/>
=
alsogewiß	w11040
hierbey	w11041
erscheinen	w11042
<g/>
,
einen	w11044
gemein=schaftlichen	w11045
<g/>
=
Curatorem	w11047
und	w11048
respect	w11049
<g/>
.
Administra-torem	w11051
<g/>
-
MassæMassae	w11053
in	w11054
Vorschlag	w11055
bringen	w11056
<g/>
,
wie	w11058
im	w11059
wi=drigen	w11060
<g/>
=
das	w11062
ganze	w11063
Simon	w11064
Göblische	w11065
Cridävermö=gen	w11066
<g/>
=
ihnen	w11068
Creditoren	w11069
ex	w11070
ipso	w11071
addiciret	w11072
werden	w11073
solle	w11074
<g/>
.
</p>
<p id="p108">
Wir	w11076
Joseph	w11077
Georg	w11078
Hörl	w11079
<g/>
,
Jhro	w11081
röm	w11082
<g/>
.
k	w11084
<g/>
.
k	w11086
<g/>
.
apost	w11088
<g/>
.
Majest	w11090
<g/>
.
Stadt	w11092
<g/>
=
und	w11094
Landrichter	w11095
in	w11096
dero	w11097
Haupt=und	w11098
<g/>
=
Residenzstadt	w11100
Wien	w11101
<g/>
,
dann	w11103
N	w11104
<g/>
.
und	w11106
N	w11107
<g/>
.
gesam=te	w11109
<g/>
=
Beysitzere	w11111
des	w11112
k	w11113
<g/>
.
k	w11115
<g/>
.
Stadt	w11117
<g/>
=
und	w11119
Landgerichts	w11120
allda	w11121
<g/>
,
thuen	w11123
in	w11124
Kraft	w11125
gegenwärtig	w11126
offenen	w11127
Edicts	w11128
allen	w11129
<g/>
,
so	w11131
daran	w11132
gelegen	w11133
kund	w11134
und	w11135
zu	w11136
wissen	w11137
<g/>
,
was=gestalten	w11139
<g/>
=
der	w11141
Leonhard	w11142
Pfaffinger	w11143
burgerl	w11144
<g/>
.
Schnei=dermeister	w11146
<g/>
=
allhier	w11148
wegen	w11149
überhäuften	w11150
Schulden	w11151
cessionem	w11152
bonorum	w11153
angemeldet	w11154
<g/>
,
dahers	w11156
dann	w11157
die	w11158
Nothwendigkeit	w11159
erforderet	w11160
<g/>
,
ein	w11162
in	w11163
derglei=chen	w11164
<g/>
=
Fällen	w11166
gewöhnliche	w11167
Einberuffung	w11168
deren	w11169
ge=samt	w11170
<g/>
=
dießfällig	w11172
sowohl	w11173
in	w11174
als	w11175
etwa	w11176
außer	w11177
Landes	w11178
befindlichen	w11179
Creditspartheyen	w11180
anzuordnen	w11181
<g/>
,
um	w11183
damit	w11184
die	w11185
behörige	w11186
Abhandlung	w11187
vorgekehret	w11188
wer=den	w11189
<g/>
=
möge	w11191
<g/>
.
Solchemnach	w11193
wird	w11194
hiemit	w11195
allen	w11196
des	w11197
obgedachten	w11198
Pfaffinger	w11199
Gläubigern	w11200
zur	w11201
Anmel=dung	w11202
<g/>
=
ihrer	w11204
habenden	w11205
Sprüche	w11206
und	w11207
Anforderun=gen	w11208
<g/>
=
eine	w11210
Tagsatzung	w11211
pro	w11212
termino	w11213
1mo	w11214
<g/>
,
2do	w11216
<g/>
,
<g/>
&
3tio	w11219
peremptorie	w11220
von	w11221
unten	w11222
gesetzten	w11223
Dato	w11224
an	w11225
<g/>
,
und	w11227
zwar	w11228
mit	w11229
Einschließung	w11230
deren	w11231
entzwischen	w11232
fallenden	w11233
Pfingstferien	w11234
auf	w11235
den	w11236
11	w11237
<g/>
.
Julii	w11239
dies	w11240
Jahrs	w11241
früh	w11242
um	w11243
8	w11244
<g/>
.
Uhr	w11246
auf	w11247
dem	w11248
k	w11249
<g/>
.
k	w11251
<g/>
.
Stadtgericht	w11253
entweders	w11254
persönlich	w11255
<g/>
,
oder	w11257
durch	w11258
genugsam	w11259
be=vollmächtigte	w11260
<g/>
=
also	w11262
gewiß	w11263
zu	w11264
erscheinen	w11265
bestim=met	w11266
<g/>
=
<g/>
,
wie	w11269
im	w11270
widrigen	w11271
die	w11272
ausbleibend	w11273
<g/>
=
und	w11275
sich	w11276
in	w11277
bestimmter	w11278
Zeit	w11279
nicht	w11280
anmeldende	w11281
Gläubigere	w11282
mit	w11283
ihren	w11284
Sprüchen	w11285
nicht	w11286
mehr	w11287
angehöret	w11288
<g/>
,
son=dern	w11290
<g/>
=
von	w11292
des	w11293
mehrwiderholten	w11294
Leonhard	w11295
Pfaf=finger	w11296
<g/>
=
vorhandener	w11298
Haabschaft	w11299
und	w11300
Vermögen	w11301
völlig	w11302
ausgeschlossen	w11303
seyn	w11304
<g/>
,
auch	w11306
hieran	w11307
nicht	w11308
das	w11309
geringste	w11310
mehr	w11311
<g/>
,
bey	w11313
ewigen	w11314
Stillschweigen	w11315
zu	w11316
for=deren	w11317
<g/>
=
haben	w11319
sollen	w11320
<g/>
,
wornach	w11322
sich	w11323
dann	w11324
ein	w11325
jeder	w11326
zu	w11327
richten	w11328
<g/>
,
und	w11330
sein	w11331
Recht	w11332
zu	w11333
besorgen	w11334
wissen	w11335
wird	w11336
<g/>
.
Wien	w11338
den	w11339
22	w11340
<g/>
.
May	w11342
1772	w11343
<g/>
.
</p>
<p id="p109">
Wir	w11345
Joseph	w11346
Georg	w11347
Hörl	w11348
<g/>
,
Jhro	w11350
k	w11351
<g/>
.
k	w11353
<g/>
.
apostol	w11355
<g/>
.
Majest	w11357
<g/>
.
Stadt	w11359
<g/>
=
und	w11361
Landrichter	w11362
in	w11363
der	w11364
Haupt=und	w11365
<g/>
=
Residenzstadt	w11367
Wien	w11368
<g/>
,
dann	w11370
N	w11371
<g/>
.
und	w11373
N	w11374
<g/>
.
gesam=te	w11376
<g/>
=
Beysitzere	w11378
des	w11379
k	w11380
<g/>
.
k	w11382
<g/>
.
Stadt	w11384
<g/>
=
und	w11386
Landgerichts	w11387
allda	w11388
<g/>
,
thun	w11390
in	w11391
Kraft	w11392
gegenwärtig	w11393
offenen	w11394
Edikts	w11395
<g/>
,
allen	w11397
und	w11398
jeden	w11399
<g/>
,
so	w11401
daran	w11402
gelegen	w11403
<g/>
,
kund	w11405
und	w11406
zu	w11407
wissen	w11408
<g/>
,
was	w11410
Gestalten	w11411
der	w11412
Martin	w11413
Ernst	w11414
<g/>
,
burgerl	w11416
<g/>
.
Hartfleischselcher	w11418
allhier	w11419
wegen	w11420
überhäuften	w11421
Schul=den	w11422
<g/>
=
cessionem	w11424
bonorum	w11425
angemeldet	w11426
<g/>
,
dahero	w11428
dann	w11429
die	w11430
Nothwendigkeit	w11431
erfoderet	w11432
<g/>
,
ein	w11434
in	w11435
der=gleichen	w11436
Fällen	w11437
gewöhnliche	w11438
Einberufung	w11439
deren	w11440
gesammt	w11441
diesfällig	w11442
<g/>
,
sowohl	w11444
in	w11445
als	w11446
etwan	w11447
außer	w11448
Landes	w11449
befindlichen	w11450
Creditspartheyen	w11451
anzuordanzuordnen	w11452
<g/>
=
</p>
<p id="p110">
nen	w11454
<g/>
,
und	w11456
damit	w11457
die	w11458
behörige	w11459
Abhandlung	w11460
vorvorgekehret	w11461
<g/>
=
gekehret	w11463
werden	w11464
möge	w11465
<g/>
.
Solchemnach	w11467
wird	w11468
hie=mit	w11469
<g/>
=
all	w11471
<g/>
=
und	w11473
jeden	w11474
des	w11475
obgedachten	w11476
Ernst	w11477
Glau=bigern	w11478
<g/>
=
zur	w11480
Anmeldung	w11481
ihrer	w11482
habenden	w11483
Sprüch	w11484
und	w11485
Anfoderungen	w11486
eine	w11487
Tagsatzung	w11488
pro	w11489
termino	w11490
<g/>
,
1mo	w11492
<g/>
,
2do	w11494
<g/>
,
<g/>
&
3tio	w11497
<g/>
,
peremptorie	w11499
von	w11500
unten=gesetzten	w11501
<g/>
=
Dato	w11503
an	w11504
<g/>
,
und	w11506
zwar	w11507
mit	w11508
Einschliessung	w11509
deren	w11510
entzwischen	w11511
fallenden	w11512
Pfingstferien	w11513
auf	w11514
den	w11515
13	w11516
<g/>
.
künftigen	w11518
Monats	w11519
Julii	w11520
dieß	w11521
Jahrs	w11522
fruh	w11523
um	w11524
8	w11525
<g/>
.
Uhr	w11527
auf	w11528
dem	w11529
k	w11530
<g/>
.
k	w11532
<g/>
.
Stadtgericht	w11534
entweders	w11535
persönlich	w11536
<g/>
,
oder	w11538
durch	w11539
genugsam	w11540
Bevollmächtigte	w11541
alsogewiß	w11542
zu	w11543
erscheinen	w11544
bestimmet	w11545
<g/>
,
wie	w11547
in	w11548
widri=gen	w11549
<g/>
=
die	w11551
ausbleibende	w11552
und	w11553
sich	w11554
in	w11555
bestimmter	w11556
Zeit	w11557
nicht	w11558
anmeldende	w11559
Glaubigere	w11560
mit	w11561
ihren	w11562
Sprüchen	w11563
nicht	w11564
mehr	w11565
angehört	w11566
<g/>
,
sondern	w11568
von	w11569
des	w11570
mehr	w11571
wi=derholten	w11572
<g/>
=
Martin	w11574
Ernst	w11575
vorhandener	w11576
Habschaft	w11577
und	w11578
Vermögen	w11579
völlig	w11580
ausgeschlossen	w11581
seyn	w11582
<g/>
,
auch	w11584
hiervon	w11585
nicht	w11586
das	w11587
geringste	w11588
mehr	w11589
bey	w11590
ewigen	w11591
Stillschweigen	w11592
zu	w11593
fodern	w11594
haben	w11595
sollen	w11596
<g/>
,
wornach	w11598
sich	w11599
dann	w11600
ein	w11601
jeder	w11602
zu	w11603
richten	w11604
<g/>
,
und	w11606
sein	w11607
Recht	w11608
zu	w11609
besorgen	w11610
wissen	w11611
wird	w11612
<g/>
.
Wien	w11614
den	w11615
23	w11616
<g/>
.
May	w11618
1772	w11619
<g/>
.
</p>
<p id="p111">
Von	w11621
dem	w11622
k	w11623
<g/>
.
k	w11625
<g/>
.
Stadt	w11627
<g/>
=
und	w11629
Landgericht	w11630
Wien	w11631
dem	w11632
Joseph	w11633
Karl	w11634
Nützel	w11635
hiemit	w11636
anzufügen	w11637
<g/>
:
Es	w11639
habe	w11640
beygedacht	w11641
k	w11642
<g/>
.
k	w11644
<g/>
.
Stadtgericht	w11646
der	w11647
Jgnatz	w11648
Reichl	w11649
wider	w11650
ihne	w11651
Nützel	w11652
klagbar	w11653
angezeiget	w11654
<g/>
,
daß	w11656
nachdeme	w11657
er	w11658
Reichel	w11659
wegen	w11660
deren	w11661
an	w11662
ihne	w11663
Nützel	w11664
zu	w11665
forderen	w11666
habenden	w11667
53	w11668
<g/>
.
fl	w11670
<g/>
.
1	w11672
<g/>
.
kr	w11674
<g/>
.
seine	w11676
Befrie=digung	w11677
<g/>
=
in	w11679
der	w11680
Güte	w11681
nicht	w11682
erhalten	w11683
könnte	w11684
<g/>
,
er	w11686
die	w11687
ihme	w11688
Nützel	w11689
angehörig	w11690
<g/>
:
zur	w11692
Sicherheit	w11693
der	w11694
gedachten	w11695
Schuldforderung	w11696
inhabende	w11697
Bücher	w11698
zu	w11699
executiren	w11700
sich	w11701
bemüßiget	w11702
sehe	w11703
<g/>
;
Bätte	w11705
dahero	w11706
womit	w11707
in	w11708
die	w11709
gerichtl	w11710
<g/>
.
Schätzung	w11712
sothaner	w11713
Bücher	w11714
gewilliget	w11715
werden	w11716
möchte	w11717
<g/>
.
Da	w11719
nun	w11720
hierauf	w11721
der	w11722
Kläger	w11723
zum	w11724
Bescheid	w11725
Fiat	w11726
Schätzung	w11727
mit	w11728
Vor=wissen	w11729
<g/>
=
erhalten	w11731
<g/>
,
als	w11733
wird	w11734
die	w11735
diesfalls	w11736
ergange=ne	w11737
<g/>
=
Verordnung	w11739
ihme	w11740
Nützel	w11741
<g/>
,
zumalen	w11743
sein	w11744
Auf=enthalt	w11745
<g/>
=
unbekannt	w11747
<g/>
,
hiemit	w11749
öffentlich	w11750
zu	w11751
wissen	w11752
gemachet	w11753
<g/>
.
So	w11755
beschehen	w11756
Wien	w11757
den	w11758
23	w11759
<g/>
.
May	w11761
772	w11762
<g/>
.
</p>
<head id="hl22">
Nachricht	w11764
</head>
<p id="p112">
Es	w11765
wird	w11766
einem	w11767
hochgeneigten	w11768
Publiko	w11769
ohne	w11770
Zweifel	w11771
annoch	w11772
erinnerlich	w11773
seyn	w11774
<g/>
,
wie	w11776
das	w11777
voriges	w11778
Jahr	w11779
<g/>
,
das	w11781
so	w11782
sehr	w11783
bekannte	w11784
Stecknitzer	w11785
<g/>
=
Mineral=wasser	w11787
<g/>
=
<g/>
,
wegen	w11790
damals	w11791
angehaltenen	w11792
Regenwetter	w11793
<g/>
,
und	w11795
daraus	w11796
erfolgten	w11797
schlechten	w11798
Weg	w11799
<g/>
(
so	w11801
sehr	w11802
man	w11803
auch	w11804
gewünschet	w11805
<g/>
,
das	w11807
hochgeneigte	w11808
Publikum	w11809
zu	w11810
bedienen	w11811
<g/>
)
nicht	w11813
in	w11814
rechter	w11815
Zeit	w11816
angekommen	w11817
<g/>
,
die=ser	w11819
<g/>
=
Unordnung	w11821
aber	w11822
für	w11823
dieses	w11824
Jahr	w11825
<g/>
,
und	w11827
allzeit	w11828
vorzubeugen	w11829
<g/>
,
so	w11831
hat	w11832
man	w11833
alle	w11834
Sorg	w11835
getragen	w11836
<g/>
,
daß	w11838
gleichwie	w11839
ein	w11840
namhafter	w11841
Transport	w11842
schon	w11843
an=gekommen	w11844
<g/>
=
<g/>
,
deme	w11847
auch	w11848
der	w11849
anderte	w11850
würklich	w11851
ge=folget	w11852
<g/>
=
<g/>
,
und	w11855
hiemitordentlich	w11856
wird	w11857
continui=ret	w11858
<g/>
=
werden	w11860
<g/>
,
also	w11862
zwar	w11863
<g/>
,
daß	w11865
ein	w11866
hochgeneigtes	w11867
Publikum	w11868
<g/>
(
bey	w11870
Joseph	w11871
Korber	w11872
im	w11873
großen	w11874
Him=melporthaus	w11875
<g/>
=
von	w11877
der	w11878
Kirchen	w11879
gegenüber	w11880
sub	w11881
No	w11882
<g/>
.
968	w11884
<g/>
.
im	w11886
3ten	w11887
Stock	w11888
<g/>
)
nach	w11890
Verlangen	w11891
zu	w11892
allen	w11893
Stunden	w11894
solle	w11895
bedienet	w11896
werden	w11897
<g/>
,
die	w11899
Flaschen	w11900
pr	w11901
<g/>
.
30	w11903
<g/>
.
kr	w11905
<g/>
.
</p>
<p id="p113">
Wir	w11907
Burgermeister	w11908
und	w11909
Rath	w11910
der	w11911
Stadt	w11912
Wien	w11913
geben	w11914
hiemit	w11915
jedermann	w11916
zu	w11917
vernehmen	w11918
<g/>
;
Es	w11920
seye	w11921
auf	w11922
Anlangen	w11923
des	w11924
Zacharias	w11925
Grim	w11926
burgerlichen	w11927
Schneidermeisters	w11928
<g/>
,
wider	w11930
Lorenz	w11931
Bruckner	w11932
bur=gerl	w11933
<g/>
=
<g/>
.
Kuchelgartnern	w11936
verwilliget	w11937
worden	w11938
<g/>
,
das	w11940
Prucknerisch	w11941
in	w11942
der	w11943
Leopoldstadt	w11944
liegende	w11945
Haus	w11946
samt	w11947
Garten	w11948
<g/>
,
Grund	w11950
öffentlich	w11951
auszufeilen	w11952
<g/>
,
und	w11954
an	w11955
den	w11956
Meistbietenden	w11957
zu	w11958
verkaufen	w11959
<g/>
.
Da	w11961
nun	w11962
zu	w11963
diesem	w11964
Ende	w11965
der	w11966
29ste	w11967
Augusti	w11968
dies	w11969
Jahrs	w11970
bestim=met	w11971
<g/>
=
ist	w11973
<g/>
:
so	w11975
haben	w11976
diejenigen	w11977
<g/>
,
welche	w11979
das	w11980
gedachte	w11981
Haus	w11982
samt	w11983
Garten	w11984
<g/>
,
Grund	w11986
zu	w11987
kaufen	w11988
willens	w11989
sind	w11990
<g/>
,
an	w11992
den	w11993
bestimmten	w11994
Tage	w11995
<g/>
,
oder	w11997
da	w11998
wir	w11999
an=derer	w12000
<g/>
=
Verhindernissen	w12002
halber	w12003
diesen	w12004
Tag	w12005
nicht	w12006
zu	w12007
Rath	w12008
sässen	w12009
<g/>
,
den	w12011
nächst	w12012
darauffolgenden	w12013
Raths=tag	w12014
<g/>
=
früh	w12016
um	w12017
8	w12018
<g/>
.
Uhr	w12020
vor	w12021
uns	w12022
zu	w12023
erscheinen	w12024
<g/>
,
und	w12026
sich	w12027
bey	w12028
unserem	w12029
und	w12030
gmr	w12031
<g/>
.
Stadt	w12033
Grundbuch	w12034
durch	w12035
den	w12036
Amtsschreiber	w12037
anmelden	w12038
zu	w12039
lassen	w12040
<g/>
,
folglich	w12042
der	w12043
weiteren	w12044
Behandlung	w12045
abzuwarten	w12046
<g/>
.
Wien	w12048
den	w12049
30	w12050
<g/>
.
May	w12052
1772	w12053
<g/>
.
</p>
<p id="p114">
Von	w12055
N	w12056
<g/>
.
Richter	w12058
und	w12059
Rath	w12060
des	w12061
gräfl	w12062
<g/>
.
Auersper=gischen	w12064
<g/>
=
Markts	w12066
Steinenkirchen	w12067
am	w12068
Forst	w12069
in	w12070
V	w12071
<g/>
.
O	w12073
<g/>
.
W	w12075
<g/>
.
W	w12077
<g/>
.
wird	w12079
hiemit	w12080
jedermann	w12081
kund	w12082
gemacht	w12083
<g/>
.
Es	w12085
seye	w12086
des	w12087
Franz	w12088
Hofbauers	w12089
behausten	w12090
Burgers	w12091
und	w12092
Handelsmann	w12093
allhier	w12094
gesammtes	w12095
Vermögen	w12096
über=häufter	w12097
<g/>
=
Schulden	w12099
halber	w12100
zur	w12101
Ganthandlung	w12102
ge=diehen	w12103
<g/>
=
<g/>
,
und	w12106
nöthig	w12107
befunden	w12108
worden	w12109
<g/>
,
dessen	w12111
sam=mentliche	w12112
<g/>
=
in=	w12114
<g/>
=
und	w12116
außer	w12117
Landes	w12118
befindliche	w12119
Gläu=bigere	w12120
<g/>
=
mit	w12122
ihren	w12123
habenden	w12124
Sprüchen	w12125
und	w12126
Forde=rungen	w12127
<g/>
=
einzuberuffen	w12129
<g/>
,
und	w12131
zu	w12132
vernehmen	w12133
<g/>
.
Da	w12135
nun	w12136
hierzu	w12137
der	w12138
31	w12139
<g/>
.
August	w12141
dieses	w12142
Jahr	w12143
Vormit=tag	w12144
<g/>
=
um	w12146
9	w12147
<g/>
.
Uhr	w12149
für	w12150
die	w12151
erst	w12152
andert	w12153
und	w12154
dritte	w12155
mit=hin	w12156
<g/>
=
all	w12158
endliche	w12159
Frist	w12160
bestimmet	w12161
worden	w12162
ist	w12163
<g/>
,
so	w12165
werden	w12166
alle	w12167
<g/>
,
welche	w12169
an	w12170
Eingangs	w12171
ermeldten	w12172
Franz	w12173
Hofbauer	w12174
einige	w12175
Forderungen	w12176
haben	w12177
<g/>
,
oder	w12179
zu	w12180
ha=ben	w12181
<g/>
=
vermeinen	w12183
<g/>
,
an	w12185
obbemeldten	w12186
Tag	w12187
und	w12188
Stund	w12189
in	w12190
des	w12191
allhiesigen	w12192
Marktrichterswohnung	w12193
alsoge=wiß	w12194
<g/>
=
erscheinen	w12196
<g/>
,
und	w12198
ihre	w12199
Beweise	w12200
beybringen	w12201
<g/>
,
und	w12203
einlegen	w12204
<g/>
,
wie	w12206
im	w12207
widrigen	w12208
Niemand	w12209
mehr	w12210
gehö=ret	w12211
<g/>
,
sondern	w12213
allen	w12214
sich	w12215
nicht	w12216
meldenden	w12217
Hofbau=rischen	w12218
<g/>
=
Gläubigern	w12220
das	w12221
ewige	w12222
Stillschweigen	w12223
auf=erlegt	w12224
<g/>
=
werden	w12226
solle	w12227
<g/>
.
</p>
<p id="p115">
Von	w12229
N	w12230
<g/>
.
Richter	w12232
nndund	w12233
Rath	w12234
des	w12235
gräfl	w12236
<g/>
.
Auersper=gischen	w12238
<g/>
=
Markts	w12240
Steinenkirchen	w12241
am	w12242
Forst	w12243
im	w12244
V	w12245
<g/>
.
O	w12247
<g/>
.
W	w12249
<g/>
.
W	w12251
<g/>
.
wird	w12253
hiemit	w12254
jedermänniglich	w12255
kund	w12256
ge=macht	w12257
<g/>
=
<g/>
:
Es	w12260
erfordere	w12261
die	w12262
Nothwendigkeit	w12263
<g/>
,
daß	w12265
des	w12266
Franz	w12267
Hofbauers	w12268
behausten	w12269
Burgers	w12270
und	w12271
Han=delsmann	w12272
<g/>
=
allhier	w12274
besitzendes	w12275
Haus	w12276
und	w12277
Gewerb	w12278
<g/>
,
sammt	w12280
einem	w12281
großen	w12282
Obst=	w12283
und	w12284
Graßgarten	w12285
<g/>
,
dann	w12287
ein	w12288
und	w12289
ein	w12290
halben	w12291
Joch	w12292
Aecker	w12293
<g/>
,
nicht	w12295
weniger	w12296
ins	w12297
besondere	w12298
verschiedene	w12299
Waaren	w12300
<g/>
,
Vieh	w12302
<g/>
,
und	w12304
Einrichtung	w12305
an	w12306
die	w12307
Meistbietende	w12308
gegen	w12309
baare	w12310
Be=zahlung	w12311
<g/>
=
verkaufet	w12313
<g/>
,
und	w12315
hindanngelassen	w12316
werden	w12317
solle	w12318
<g/>
.
Da	w12320
nun	w12321
zur	w12322
Versteigerung	w12323
des	w12324
Hauses	w12325
und	w12326
der	w12327
Grundstücken	w12328
den	w12329
16	w12330
<g/>
.
Heumon	w12332
<g/>
.
Vormittag	w12334
um	w12335
9	w12336
<g/>
.
Uhr	w12338
zum	w12339
Verkauf	w12340
der	w12341
Waaren	w12342
<g/>
,
Viehes	w12344
und	w12345
Einrichtung	w12346
der	w12347
17	w12348
<g/>
.
und	w12350
darauf	w12351
folgende	w12352
Tage	w12353
erst	w12354
besagten	w12355
Monats	w12356
Vormittag	w12357
von	w12358
8	w12359
<g/>
.
bis	w12361
11	w12362
<g/>
.
Uhr	w12364
<g/>
,
Nachmittag	w12366
ven	w12367
2	w12368
<g/>
.
bis	w12370
6	w12371
<g/>
.
</p>
<p id="p116">
Uhr	w12373
bestimmet	w12374
worden	w12375
ist	w12376
<g/>
,
so	w12378
werden	w12379
alle	w12380
die=jenige	w12381
<g/>
=
<g/>
,
welche	w12384
obermeldtes	w12385
Haus	w12386
samt	w12387
Grund=stücken	w12388
<g/>
=
<g/>
,
dann	w12391
die	w12392
verhandene	w12393
Waaren	w12394
<g/>
,
Vieh	w12396
<g/>
,
und	w12398
