<doc id="wr_1761-03-21" attrs="word" year="1761" month="03" day="21" corpus="2">
<head id="h2_d537e2811">
Madtid	w1_d537e2815
obzwlässene	w11_d537e24447
nynegssy	w13_d537e24451
Wogensky	w15_d537e24454
Beh	w17_d537e24457
nam	w19_d537e24460
tolik	w21_d537e24463
Prihod	w23_d537e24466
poskptuge,	w1_d537e24471
ze	w3_d537e24474
zde	w5_d537e24477
we	w7_d537e24480
Widni	w9_d537e24483
tyhodenne	w11_d537e24486
w	w13_d537e24490
Posstowskych	w15_d537e24493
dwau	w17_d537e24496
dneh,	w19_d537e24499
totiz	w21_d537e24502
we	w23_d537e24505
Stredu,	w1_d537e24510
a	w3_d537e24513
w.	w5_d537e24516
Sobotu,	w7_d537e24519
dokonaly	w9_d537e24522
Nowinny	w11_d537e24525
Arch	w13_d537e24529
na	w15_d537e24532
Swetto	w17_d537e24535
wygiti	w19_d537e24538
müze;	w21_d537e24541
pro	w23_d537e24544
ce;	w1_d537e24549
take	w3_d537e24552
bezelstne	w5_d537e24555
se	w7_d537e24558
vaisstut	w9_d537e24561
ge,	w1_d537e24567
je	w3_d537e24570
takowa	w5_d537e24573
Snäz	w7_d537e24576
a	w9_d537e24579
Wydawek	w11_d537e24582
Mitownikum	w13_d537e24586
této	w15_d537e24589
Ricci	w1_d537e24594
tim	w3_d537e24597
priznilegss	w5_d537e24600
bude,	w7_d537e24603
cim	w9_d537e24606
wice	w11_d537e24609
oni	w13_d537e24613
tudy	w15_d537e24616
negpohodlnegssim	w17_d537e24619
Spüsobem	w19_d537e24622
Do	w21_d537e24625
konakost	w1_d537e24630
gegi,	w3_d537e24633
gakozto	w5_d537e24636
Vzitek	w7_d537e24639
Cwicenj	w9_d537e24642
a	w11_d537e24645
Auceku	w13_d537e24649
sweho,	w15_d537e24652
co	w17_d537e24655
negspisse	w19_d537e24658
dosähnaut	w21_d537e24661
mocti	w1_d537e24666
budau.	w3_d537e24669
</p>
<p id="p8_d537e24672">
Krpotessptedlnegssimu	w1_d537e24676
Vchopenj	w3_d537e24679
toho	w5_d537e24682
tak	w7_d537e24685
dükladneho,	w9_d537e24688
gak	w11_d537e24691
viterneho	w13_d537e24695
Skutku	w15_d537e24698
Gegi	w1_d537e24703
Cysarsko=Krätowska	w3_d537e24706
Aposstolskä	w5_d537e24709
Mikost	w7_d537e24712
mne	w9_d537e24715
onedehne	w11_d537e24718
s	w13_d537e24722
negmikostiwegssim	w15_d537e24725
zabawn	w1_d537e24730
im	w3_d537e24733
Nadanim	w5_d537e24736
zaopatriti	w7_d537e24739
räcika;	w9_d537e24742
ku	w11_d537e24745
kteremuzto	w13_d537e24749
negponizenegssimu	w15_d537e24752
Nasledku	w17_d537e24755
gsem	w1_d537e24761
horlik,	w3_d537e24764
wsse	w5_d537e24767
Zaopatkenj	w7_d537e24770
obgednati,	w9_d537e24773
by	w11_d537e24776
kprisstj	w13_d537e24780
nastawagicyho	w15_d537e24783
Mesce	w17_d537e24786
tohe	w19_d537e24789
Roku	w1_d537e24794
wssem	w3_d537e24797
Czeste	w5_d537e24800
Röeci	w7_d537e24803
Mikownikum	w9_d537e24806
s	w11_d537e24809
prwnim	w13_d537e24813
Wydawkem	w15_d537e24816
tyhs	w17_d537e24819
Cestych	w19_d537e24822
Nowin	w1_d537e24827
k	w3_d537e24830
gegich	w5_d537e24833
dokonalenn	w7_d537e24836
Vtessenj	w9_d537e24839
odemne	w11_d537e24842
stanzeno	w13_d537e24846
byti	w15_d537e24849
mohlo;	w17_d537e24852
a	w19_d537e24855
ktomu	w21_d537e24858
take	w1_d537e24863
Smeru	w3_d537e24866
(gakos	w5_d537e24869
Nawessti;	w7_d537e24872
dalekych	w9_d537e24875
Kragin	w11_d537e24878
w	w13_d537e24882
Cysarsto=Krälowskym	w15_d537e24885
sydel	w17_d537e24888
nim	w1_d537e24894
Meste	w3_d537e24897
Widni,	w5_d537e24900
proti	w7_d537e24903
ginym	w9_d537e24906
dedicno=kraginskym	w11_d537e24909
Mestäm,	w13_d537e24913
widy	w15_d537e24916
o	w17_d537e24919
nektery	w19_d537e24922
den	w21_d537e24925
dejwe	w1_d537e24930
dobjhagj)	w3_d537e24933
wsse	w5_d537e24936
prozretedlne	w7_d537e24939
Nastrazenj	w9_d537e24942
strany	w11_d537e24945
Obdrienj	w13_d537e24949
stältho	w15_d537e24952
vbezpecli	w17_d537e24955
weho	w1_d537e24960
Dopisu	w3_d537e24963
ktim	w5_d537e24966
wodawnegssimn	w7_d537e24969
Posluhowanj	w9_d537e24972
Mikownikum	w11_d537e24975
se	w13_d537e24979
stako.	w15_d537e24982
</p>
<p id="p10_d537e24985">
Proce;	w1_d537e24989
gak	w3_d537e24992
wernj	w5_d537e24995
Ciesky	w7_d537e24998
Wlasteney,	w9_d537e25001
kterj	w11_d537e25004
Pocestnost	w13_d537e25008
swe	w15_d537e25011
starozitne	w17_d537e25014
mater	w19_d537e25017
ste	w1_d537e25022
Röeci	w3_d537e25025
take	w5_d537e25028
do	w7_d537e25031
ginsch	w9_d537e25034
wzdalenych	w11_d537e25037
Kragin	w13_d537e25041
a	w15_d537e25044
Närodü	w17_d537e25047
chwalitebne	w19_d537e25050
rozssiriti	w21_d537e25053
snäzny	w1_d537e25058
bytichtegi,	w3_d537e25061
tak	w5_d537e25064
take	w7_d537e25067
wssechny	w9_d537e25070
ostatni	w11_d537e25073
Misownicy,	w13_d537e25077
kterj	w15_d537e25080
k	w17_d537e25083
Vzitku	w19_d537e25086
Obecnosti	w21_d537e25089
zauplneho	w1_d537e25095
gegiho	w3_d537e25098
Pochopenj	w5_d537e25101
se	w7_d537e25104
aucastnymi	w9_d537e25107
veiniti	w11_d537e25110
zädagi,	w13_d537e25114
pritomne	w15_d537e25117
k	w17_d537e25120
bränj	w19_d537e25123
g	w21_d537e25126
ponozenj	w1_d537e25131
tyh;	w3_d537e25134
Cestych	w5_d537e25137
Nowin,	w7_d537e25140
negenom	w9_d537e25143
die	w11_d537e25146
Stussnosti	w13_d537e25150
gednoho	w15_d537e25153
kasdeho	w17_d537e25156
Sta	w19_d537e25159
wu	w1_d537e25164
fluzebne=prätelsky	w3_d537e25167
se	w5_d537e25170
zuwi,	w7_d537e25173
nybrs	w9_d537e25176
yrake	w11_d537e25179
spoku	w13_d537e25183
se	w15_d537e25186
näwesstugi,	w17_d537e25189
5e	w19_d537e25192
k	w21_d537e25195
Obgednänz	w23_d537e25198
a	w1_d537e25203
porädneho	w3_d537e25206
Odbjrani	w5_d537e25209
tyhs	w7_d537e25212
Nowin,	w9_d537e25215
budto	w11_d537e25218
wzdegssym	w13_d537e25222
Cyfaksko=Krälowskym	w15_d537e25225
Htawnim	w1_d537e25231
Posstowskym	w3_d537e25234
Aurade,	w5_d537e25237
a	w7_d537e25240
neb	w9_d537e25243
vomne	w11_d537e25246
na	w13_d537e25250
Dominykänskym	w15_d537e25253
Nämessti	w17_d537e25256
(neb	w1_d537e25261
Place)	w3_d537e25264
wmogi	w5_d537e25267
Knihärne,	w7_d537e25270
gakozto	w9_d537e25273
zäkoznym	w11_d537e25276
tech	w13_d537e25280
Nowin	w15_d537e25283
Miste,	w17_d537e25286
die	w19_d537e25289
Li	w21_d537e25292
bosti	w1_d537e25297
se	w3_d537e25300
hlästi	w5_d537e25303
mohau.	w7_d537e25306
We	w9_d537e25309
Widmi	w11_d537e25312
due	w13_d537e25316
4.	w15_d537e25319
Brezna,	w17_d537e25322
Roku	w19_d537e25325
tispcyho	w21_d537e25328
sedmistyho	w23_d537e25331
sse	w25_d537e25335
desatsho	w1_d537e25340
prwniho.	w3_d537e25343
</p>
<head id="h2_d537e25350">
Leopold	w1_d537e25354
Jan	w3_d537e25357
Kaliwoda,	w5_d537e25360
Tistät	w1_d537e25365
Cysarsto=Röjösky	w3_d537e25368
Dworsky.	w5_d537e25371
</head>
</doc>
