<doc id="wr_1760-05-10" attrs="word" year="1760" month="05" day="10" corpus="2">
<head id="h2_d448e2992">
Konitz	w1_d448e2996
Constitutionibus,	w3_d448e24674
Summariis	w5_d448e24677
decre-	w7_d448e24680
tatium	w1_d448e24685
omnium	w3_d448e24688
Correctionibus	w5_d448e24691
ex	w7_d448e24694
rosteriori	w9_d448e24697
lure,	w11_d448e24700
zu	w13_d448e24704
erlassen	w15_d448e24707
vermeinen,	w17_d448e24710
auf	w19_d448e24713
den	w21_d448e24716
19.	w23_d448e24719
May	w25_d448e24723
Nach	w27_d448e24726
&5	w1_d448e24731
concilio	w3_d448e24734
Tridentino	w5_d448e24737
Collectis,	w7_d448e24740
Bollarium,	w9_d448e24743
mittags	w11_d448e24746
um	w13_d448e24750
4	w15_d448e24753
Uhr	w17_d448e24756
vor	w19_d448e24759
hochgedachter	w21_d448e24762
Regierung	w23_d448e24765
ad	w1_d448e24771
ejusdem	w3_d448e24774
concilii	w5_d448e24777
decreta	w7_d448e24780
spectentium	w9_d448e24783
Com-	w11_d448e24786
nendio	w1_d448e24791
auctæ	w3_d448e24794
&	w5_d448e24797
illastratæ	w7_d448e24800
ab	w9_d448e24803
Abaldo	w11_d448e24806
Giraldr	w13_d448e24810
&	w15_d448e24813
S.	w17_d448e24816
Caietano	w1_d448e24821
ex	w3_d448e24824
iisdem	w5_d448e24827
Scholis	w7_d448e24830
Pus	w9_d448e24833
Apost.	w11_d448e24836
Rom.	w13_d448e24840
Cleri	w1_d448e24845
Examinatore	w3_d448e24848
&	w5_d448e24851
Eicclesiæ	w7_d448e24854
Cleri	w9_d448e24857
Rectora-II.	w11_d448e24860
partes	w1_d448e24866
fol.	w3_d448e24869
Ferrariæ	w5_d448e24872
1760.	w7_d448e24875
à	w9_d448e24878
5.	w11_d448e24881
fl.	w13_d448e24885
39.	w15_d448e24888
x1.	w17_d448e24891
</list>
<p id="p42_d448e24895">
Jn	w1_d448e24899
des	w3_d448e24902
Hermann	w5_d448e24905
Joseph	w7_d448e24908
Krüchtens	w9_d448e24911
Buchge	w11_d448e24914
wölb	w1_d448e24919
bey	w3_d448e24922
der	w5_d448e24925
Welt	w7_d448e24928
kugel	w9_d448e24931
im	w11_d448e24934
Seitzer=hof,	w13_d448e24938
sind	w15_d448e24941
nebst	w17_d448e24944
</p>
<list id="l44_d448e24947">
Des	w1_d448e24951
Herrn	w3_d448e24954
Apostolo	w5_d448e24957
Zeno=weyl.	w7_d448e24960
Kaiserl.	w9_d448e24963
Kö.	w11_d448e24966
nigl.	w1_d448e24971
Hof	w3_d448e24974
poetens,	w5_d448e24977
neueröfnete	w7_d448e24980
Schau	w9_d448e24983
bühne	w11_d448e24986
Bit	w13_d448e24990
lischer	w1_d448e24995
Begebenheiten	w3_d448e24998
in	w5_d448e25001
XVII.	w7_d448e25004
Schau=spiele,	w9_d448e25007
aus	w11_d448e25010
dem	w1_d448e25016
Jtalienischen	w3_d448e25019
übersetzet	w5_d448e25022
von	w7_d448e25025
Petro	w9_d448e25028
Obladen	w11_d448e25031
Canon.	w1_d448e25036
Regul.	w3_d448e25039
Later.	w5_d448e25042
S.	w7_d448e25045
Augustini	w9_d448e25048
8.	w11_d448e25051
Augspurg	w13_d448e25055
1760.	w1_d448e25060
à	w3_d448e25063
51.	w5_d448e25066
kr.	w7_d448e25069
Pallu	w1_d448e25074
Mart.	w3_d448e25077
S.	w5_d448e25080
J.	w7_d448e25083
Weeg	w9_d448e25086
der	w11_d448e25089
Vollkommenheit	w13_d448e25093
durch	w1_d448e25099
die	w3_d448e25102
geistliche	w5_d448e25105
Uebungen	w7_d448e25108
des	w9_d448e25111
Heil.	w11_d448e25114
Jgnatii	w13_d448e25118
deren	w1_d448e25123
Ordens=personen	w3_d448e25126
beyderley	w5_d448e25129
Geschlechts	w7_d448e25132
ge	w9_d448e25135
zeigt,	w1_d448e25140
wegen	w3_d448e25143
besonderer	w5_d448e25146
Fürtreflichkeit	w7_d448e25149
des	w9_d448e25152
Werks	w11_d448e25155
aus	w1_d448e25160
dem	w3_d448e25163
Französischen	w5_d448e25166
in	w7_d448e25169
die	w9_d448e25172
Teutsche	w11_d448e25175
Sprache	w13_d448e25179
übersetzet,	w1_d448e25185
Augspurg	w3_d448e25188
1760.	w5_d448e25191
à	w7_d448e25194
40.	w9_d448e25197
kr.	w11_d448e25200
Livre	w1_d448e25205
(le)	w3_d448e25208
en	w5_d448e25211
quatre	w7_d448e25214
Couleurg	w9_d448e25217
imprimé	w11_d448e25220
enJaune,	w13_d448e25224
Bleu,	w1_d448e25229
Brun	w3_d448e25232
&	w5_d448e25235
Pourpre	w7_d448e25238
8.	w9_d448e25241
aux	w11_d448e25244
quatre	w13_d448e25248
Elemens	w15_d448e25251
de	w1_d448e25256
l’imptimeire	w3_d448e25259
des	w5_d448e25262
quutre	w7_d448e25265
Saisons	w9_d448e25268
4444.	w11_d448e25271
à	w13_d448e25275
51.	w15_d448e25278
xr.	w17_d448e25281
</list>
<list id="l46_d448e25288">
Bey	w1_d448e25292
Augustin	w3_d448e25295
Beruardi,	w5_d448e25298
Universitäts=buch	w7_d448e25301
häu	w9_d448e25304
dler,	w1_d448e25309
der	w3_d448e25312
obern	w5_d448e25315
Jesuiter=pforten	w7_d448e25318
gegen=über,	w9_d448e25321
zu	w1_d448e25326
haben:	w3_d448e25329
Jo.	w1_d448e25335
Christ.	w3_d448e25338
Hirsch.	w5_d448e25341
Bibliotheca	w7_d448e25344
Numismatica,	w9_d448e25347
exhibens	w1_d448e25352
Catalogum	w3_d448e25355
Auctorum	w5_d448e25358
qui	w7_d448e25361
de	w9_d448e25364
re	w11_d448e25367
mone	w13_d448e25371
taria	w1_d448e25376
&	w3_d448e25379
Numis.	w5_d448e25382
tam	w7_d448e25385
antiquis	w9_d448e25388
quam	w11_d448e25391
recentioti:	w13_d448e25395
bus	w1_d448e25400
scripsers	w3_d448e25403
fol.	w5_d448e25406
Norimb.	w7_d448e25409
1760.	w9_d448e25412
pr.	w11_d448e25415
2.	w13_d448e25419
fl.	w15_d448e25422
15.	w17_d448e25425
kr.	w19_d448e25428
Bjusd.	w1_d448e25434
des	w3_d448e25437
Teutschen	w5_d448e25440
Reichs=münz=archif,	w7_d448e25443
be	w9_d448e25446
stehend	w1_d448e25451
in	w3_d448e25454
einer	w5_d448e25457
Sammlung	w7_d448e25460
Kaiserl.	w9_d448e25463
und	w11_d448e25466
Reichs	w13_d448e25470
münz=gesätze,	w1_d448e25475
Ordnungen,	w3_d448e25478
Privilegien	w5_d448e25481
über	w7_d448e25484
da	w9_d448e25487
Münz=recht,	w1_d448e25492
Rescripten,	w3_d448e25495
Reichs=gutachten	w5_d448e25498
rc.	w7_d448e25501
nebst	w9_d448e25504
zuverläßigen	w1_d448e25510
Nachrichten	w3_d448e25513
von	w5_d448e25516
Teutschen	w7_d448e25519
Münzwe	w9_d448e25522
sen	w1_d448e25527
überhaupt,	w3_d448e25530
in	w5_d448e25533
ältern,	w7_d448e25536
mittlern	w9_d448e25539
und	w11_d448e25542
neuern	w13_d448e25546
Zeiten,	w1_d448e25551
6.	w3_d448e25554
Theile	w5_d448e25557
fol.	w7_d448e25560
Nürnberg	w9_d448e25563
1796.	w11_d448e25566
1760.	w13_d448e25570
auf	w15_d448e25573
Schreib=papier	w1_d448e25578
pr.	w3_d448e25581
21.	w5_d448e25584
fl.	w7_d448e25587
Die	w1_d448e25593
kleine	w3_d448e25596
Kriegs	w5_d448e25599
kunst,	w7_d448e25602
oder	w9_d448e25605
freye	w11_d448e25608
Gedanken	w13_d448e25612
über	w1_d448e25617
den	w3_d448e25620
Gebrauch,	w5_d448e25623
die	w7_d448e25626
Einrichtung	w9_d448e25629
und	w11_d448e25632
Ver	w13_d448e25636
richtungen	w1_d448e25641
der	w3_d448e25644
sogenannten	w5_d448e25647
leichten	w7_d448e25650
Völker,	w9_d448e25653
durch	w11_d448e25656
Herrn	w1_d448e25661
K.	w3_d448e25664
L.	w5_d448e25667
V.	w7_d448e25670
O.	w9_d448e25673
8.	w11_d448e25676
Frankf.	w13_d448e25680
1760.	w15_d448e25683
pr.	w17_d448e25686
21.	w19_d448e25689
kr.	w21_d448e25692
Des	w1_d448e25698
Herrn	w3_d448e25701
Apostolo	w5_d448e25704
Zeuo,	w7_d448e25707
neueröfnete	w9_d448e25710
Schau	w11_d448e25713
bühne	w1_d448e25718
Biblischer	w3_d448e25721
Begebenheiten	w5_d448e25724
in	w7_d448e25727
XVII.	w9_d448e25730
Schau	w11_d448e25733
spiele.	w1_d448e25738
Aus	w3_d448e25741
dem	w5_d448e25744
Ftalienischen	w7_d448e25747
übersetzet,	w9_d448e25750
8.	w11_d448e25753
Auß	w13_d448e25757
spurg	w1_d448e25762
1769.	w3_d448e25765
pr.	w5_d448e25768
51.	w7_d448e25771
kr.	w9_d448e25774
Geistliche	w1_d448e25780
Schau	w3_d448e25783
bühne,	w5_d448e25786
oder	w7_d448e25789
das	w9_d448e25792
Gebott	w11_d448e25795
der	w13_d448e25799
Liebe	w1_d448e25804
GOttes,	w3_d448e25807
durch	w5_d448e25810
fünf	w7_d448e25813
Heilige,	w9_d448e25816
Franciscus,	w11_d448e25819
in	w1_d448e25824
eben	w3_d448e25827
so	w5_d448e25830
vielen	w7_d448e25833
Betrachtungen	w9_d448e25836
vorgestellet.	w11_d448e25839
Aut	w13_d448e25843
dem	w1_d448e25848
Lateinischen	w3_d448e25851
des	w5_d448e25854
Herrn	w7_d448e25857
P.	w9_d448e25860
Franz	w11_d448e25863
Neumahr	w13_d448e25867
S.	w1_d448e25873
J.	w3_d448e25876
in	w5_d448e25879
Teutsche	w7_d448e25882
Verse	w9_d448e25885
übersetzet,	w11_d448e25888
groß	w13_d448e25892
8.	w15_d448e25895
Auß	w17_d448e25898
spurg	w1_d448e25903
1760.	w3_d448e25906
pr.	w5_d448e25909
45.	w7_d448e25912
kr.	w9_d448e25915
</list>
<p id="p48_d448e25920">
Auf	w1_d448e25924
Verordnung	w3_d448e25927
einer	w5_d448e25930
Hochlöbl.	w7_d448e25933
N.	w9_d448e25936
Oe	w11_d448e25939
Re	w13_d448e25943
gierung	w1_d448e25948
sollen	w3_d448e25951
all	w5_d448e25954
diejenige,	w7_d448e25957
so	w9_d448e25960
an	w11_d448e25963
weil.	w13_d448e25967
Herrn	w15_d448e25970
Jnseph	w1_d448e25975
Techterl	w3_d448e25978
von	w5_d448e25981
Hochenthall,	w7_d448e25984
gewest	w9_d448e25987
Kais.	w11_d448e25990
Königl.	w1_d448e25996
Hof=agenten	w3_d448e25999
seel.	w5_d448e26002
Verlassenschaft	w7_d448e26005
eunge	w9_d448e26008
Forderung	w1_d448e26013
oder	w3_d448e26016
ex	w5_d448e26019
quacunque	w7_d448e26022
alia	w9_d448e26025
causa	w11_d448e26028
Spruch	w13_d448e26032
in	w1_d448e26037
der	w3_d448e26040
alda	w5_d448e26043
zu	w7_d448e26046
dem	w9_d448e26049
Ende	w11_d448e26052
offen	w13_d448e26056
stehenden	w15_d448e26059
Commis	w17_d448e26062
sions=stuben	w1_d448e26067
selbst	w3_d448e26070
persönlich,	w5_d448e26073
oder	w7_d448e26076
durch	w9_d448e26079
hierzu	w11_d448e26082
genugsam	w1_d448e26088
Gevollmächtigte	w3_d448e26091
sub	w5_d448e26094
clausula	w7_d448e26097
præclun	w9_d448e26100
ac	w1_d448e26105
perpetui	w3_d448e26108
silentii	w5_d448e26111
erscheinen,	w7_d448e26114
und	w9_d448e26117
ihre	w11_d448e26120
Forde	w13_d448e26124
rung	w1_d448e26129
der	w3_d448e26132
Ordnung	w5_d448e26135
nach	w7_d448e26138
anmelden.	w9_d448e26141
</p>
</doc>
