<doc id="edoc_wd_1768-02-24" attrs="word" year="1768" month="02" day="24" corpus="1">
<head id="hl1">
Amsterdam	w35
Schupfen	w10616
<g/>
,
und	w10618
Stal=lungen	w10619
<g/>
=
wohlversehenes	w10621
Haus	w10622
<g/>
,
samt	w10624
der	w10625
darauf	w10626
haftenden	w10627
Leinwathshandlungsgerechtigkeit	w10628
<g/>
,
nebst	w10630
der	w10631
vorhandenen	w10632
Einrichtung	w10633
<g/>
,
und	w10635
allerhand	w10636
Gattungen	w10637
von	w10638
Leinwath	w10639
<g/>
,
Zwirn	w10641
<g/>
,
und	w10643
Bändel	w10644
licitando	w10645
verkauffet	w10646
werden	w10647
<g/>
.
Der	w10649
nun	w10650
hierzu	w10651
Belieben	w10652
traget	w10653
hat	w10654
sich	w10655
an	w10656
obbestimmten	w10657
Tag	w10658
<g/>
,
und	w10660
Stund	w10661
zu	w10662
Hainburg	w10663
in	w10664
ermeldt	w10665
Aichingeri=schen	w10666
<g/>
=
Haus	w10668
anzumelden	w10669
<g/>
.
</p>
<p id="p131">
Es	w10671
ist	w10672
zu	w10673
Hernals	w10674
das	w10675
v	w10676
<g/>
.
Piringerische	w10678
Haus	w10679
mit	w10680
Stallung	w10681
auf	w10682
6	w10683
<g/>
.
Pferde	w10685
samt	w10686
Garten	w10687
zu	w10688
ver=kaufen	w10689
<g/>
=
<g/>
,
wenn	w10692
jemand	w10693
ein	w10694
Belieben	w10695
trägt	w10696
solches	w10697
kauflich	w10698
an	w10699
sich	w10700
zu	w10701
bringen	w10702
<g/>
,
hat	w10704
sich	w10705
diesfalls	w10706
in	w10707
der	w10708
Jacobergasse	w10709
in	w10710
Crainerischen	w10711
Stifthaus	w10712
auf	w10713
</p>
<p id="p132">
der	w10714
vorderen	w10715
Stiegen	w10716
im	w10717
3ten	w10718
Stock	w10719
des	w10720
weite=ren	w10721
<g/>
=
zu	w10723
erkundigen	w10724
<g/>
.
</p>
<p id="p133">
Von	w10726
der	w10727
k	w10728
<g/>
.
k	w10730
<g/>
.
apost	w10732
<g/>
.
Majest	w10734
<g/>
.
N	w10736
<g/>
.
Oe	w10738
<g/>
.
Landrecht	w10740
wegen	w10741
<g/>
,
hiemit	w10743
jedermänniglich	w10744
anzufügen	w10745
<g/>
:
Es	w10747
seye	w10748
über	w10749
die	w10750
auf	w10751
Anlangen	w10752
des	w10753
Gräfl	w10754
<g/>
.
Franz	w10756
Adam	w10757
Pohlhaimischen	w10758
Curatoris	w10759
ad	w10760
Lites	w10761
Doctor	w10762
le	w10763
Fe=vre	w10764
<g/>
=
<g/>
,
mit	w10767
Zuziehung	w10768
allerseits	w10769
Jntereßirten	w10770
<g/>
,
unter	w10772
heutigen	w10773
Dato	w10774
wegen	w10775
käuflicher	w10776
Hindangebung	w10777
der	w10778
Herrschaft	w10779
Meyres	w10780
um	w10781
die	w10782
bey	w10783
letzterer	w10784
Licita=tionstagsatzung	w10785
<g/>
=
angebottene	w10787
70000	w10788
<g/>
.
fl	w10790
<g/>
.
fürgewesten	w10792
Tagsatzung	w10793
gerichtl	w10794
<g/>
.
veranlasset	w10796
worden	w10797
<g/>
,
daß	w10799
er=sagte	w10800
<g/>
=
Herrschaft	w10802
Meyres	w10803
nochmalen	w10804
um	w10805
70000	w10806
<g/>
.
fl	w10808
<g/>
.
feilgebotten	w10810
<g/>
,
und	w10812
dem	w10813
Meistbietenden	w10814
licitando	w10815
verkaufet	w10816
<g/>
,
allenfalls	w10818
<g/>
,
und	w10820
da	w10821
kein	w10822
Kaufer	w10823
<g/>
,
so	w10825
ein	w10826
mehreres	w10827
anbietete	w10828
<g/>
,
vorkommete	w10830
<g/>
,
dem	w10832
letzthin	w10833
sich	w10834
gemeldten	w10835
Kaufer	w10836
um	w10837
die	w10838
bereits	w10839
angebottene	w10840
70000	w10841
<g/>
.
fl	w10843
<g/>
.
hindan	w10845
gelassen	w10846
werden	w10847
solle	w10848
<g/>
.
Wann	w10850
nun	w10851
zu	w10852
solchem	w10853
Ende	w10854
zur	w10855
Licitationstagsatzung	w10856
der	w10857
22	w10858
<g/>
.
künftigen	w10860
Monats	w10861
März	w10862
bestimmet	w10863
worden	w10864
ist	w10865
<g/>
;
Als	w10867
werden	w10868
alle	w10869
und	w10870
jede	w10871
<g/>
,
welche	w10873
obbemeldte	w10874
Herrschaft	w10875
Meyres	w10876
cum	w10877
appertinentis	w10878
<g/>
,
wie	w10880
sol=che	w10881
<g/>
=
in	w10883
der	w10884
gerichtl	w10885
<g/>
.
Schätzung	w10887
bey	w10888
dem	w10889
Doctor	w10890
le	w10891
Fevre	w10892
in	w10893
dem	w10894
Burgerspittal	w10895
auf	w10896
allmaliges	w10897
An=melden	w10898
<g/>
=
einzusehen	w10900
ist	w10901
<g/>
,
beschrieben	w10903
und	w10904
eingetra=gen	w10905
<g/>
=
sind	w10907
<g/>
,
käuflichen	w10909
an	w10910
sich	w10911
zu	w10912
bringen	w10913
gedenken	w10914
<g/>
,
an	w10916
obbestimten	w10917
Tag	w10918
fruhe	w10919
um	w10920
8	w10921
<g/>
.
Uhr	w10923
ad	w10924
lici-tandum	w10925
<g/>
-
<g/>
,
tractandum	w10928
<g/>
,
<g/>
&
concludendum	w10931
vor	w10932
dem	w10933
k	w10934
<g/>
.
k	w10936
<g/>
.
N	w10938
<g/>
.
Oe	w10940
<g/>
.
Landrecht	w10942
zu	w10943
erscheinen	w10944
wissen	w10945
<g/>
.
</p>
<p id="p134">
Wir	w10947
N	w10948
<g/>
.
Richter	w10950
und	w10951
Rath	w10952
der	w10953
k	w10954
<g/>
.
k	w10956
<g/>
.
Landesfürstl	w10958
<g/>
.
Gränitzstadt	w10960
Hainburg	w10961
<g/>
,
thuen	w10963
in	w10964
Kraft	w10965
gegenwär=tigen	w10966
<g/>
=
offenen	w10968
Edicts	w10969
allen	w10970
und	w10971
jeden	w10972
<g/>
,
so	w10974
daran	w10975
gelegen	w10976
<g/>
,
kund	w10978
und	w10979
zu	w10980
wissen	w10981
<g/>
:
Welchergestalten	w10983
Johann	w10984
Michael	w10985
Aichinger	w10986
<g/>
,
burgerl	w10988
<g/>
.
Leinwat=handler	w10990
<g/>
=
allhier	w10992
<g/>
,
wegen	w10994
überhäuften	w10995
Schuldenlast	w10996
mit	w10997
seinem	w10998
Vermögen	w10999
zur	w11000
Crida	w11001
gediehen	w11002
<g/>
;
da=hero	w11004
<g/>
=
dann	w11006
die	w11007
Northwendigkeit	w11008
erforderet	w11009
<g/>
,
zu	w11011
Vor=nehmung	w11012
<g/>
=
deren	w11014
diesfällig	w11015
sammentlichen	w11016
Credits=partheyen	w11017
<g/>
=
eine	w11019
Convocation	w11020
anzuordnen	w11021
<g/>
;
Zu	w11023
wel=chem	w11024
<g/>
=
Ende	w11026
dann	w11027
eine	w11028
Tagsatzung	w11029
pro	w11030
1mo	w11031
<g/>
,
2do	w11033
<g/>
,
<g/>
&
3tio	w11036
peremptorio	w11037
deren	w11038
gewöhnlichen	w11039
6	w11040
<g/>
.
Wo=chen	w11042
<g/>
=
<g/>
,
und	w11045
3	w11046
<g/>
.
Tägen	w11048
<g/>
,
von	w11050
unten	w11051
gesetztem	w11052
Dato	w11053
an	w11054
gerechnet	w11055
<g/>
,
auf	w11057
dem	w11058
k	w11059
<g/>
.
k	w11061
<g/>
.
Rathhaus	w11063
entweder	w11064
persöhnlich	w11065
<g/>
,
oder	w11067
durch	w11068
genugsam	w11069
Bevollmächtig=te	w11070
<g/>
=
alsogewiß	w11072
zu	w11073
erscheinen	w11074
bestimmet	w11075
haben	w11076
<g/>
,
als	w11078
im	w11079
widrigen	w11080
die	w11081
ausbleibend	w11082
<g/>
,
und	w11084
sich	w11085
in	w11086
bestim=ter	w11087
<g/>
=
Zeit	w11089
nicht	w11090
anmeldende	w11091
Glaubigere	w11092
mit	w11093
ihren	w11094
Sprüchen	w11095
nicht	w11096
mehr	w11097
angehöret	w11098
<g/>
,
sondern	w11100
von	w11101
des	w11102
gedachten	w11103
Johann	w11104
Michael	w11105
Aichinger	w11106
vorhandenen	w11107
Habschaft	w11108
und	w11109
Vermögen	w11110
völlig	w11111
ausgeschlossen	w11112
<g/>
,
auch	w11114
hieran	w11115
nicht	w11116
das	w11117
geringste	w11118
mehr	w11119
bey	w11120
ewigem	w11121
Stillschweigen	w11122
zu	w11123
fordern	w11124
haben	w11125
sollen	w11126
<g/>
.
Wornach	w11128
sich	w11129
dann	w11130
ein	w11131
jeder	w11132
zu	w11133
richten	w11134
<g/>
,
und	w11136
sein	w11137
Recht	w11138
zu	w11139
besorgen	w11140
wissen	w11141
wird	w11142
<g/>
.
Stadt	w11144
Hainburg	w11145
den	w11146
12	w11147
<g/>
.
Febr	w11149
<g/>
.
1768	w11151
<g/>
.
</p>
<p id="p135">
Bey	w11154
dem	w11155
Franz	w11156
Leopold	w11157
Grund	w11158
<g/>
,
burgerl	w11160
<g/>
.
Buch=bindern	w11162
<g/>
=
in	w11164
dem	w11165
Gewölb	w11166
nächst	w11167
St	w11168
<g/>
.
Stephanus	w11170
Hauptthor	w11171
ist	w11172
zu	w11173
haben	w11174
<g/>
:
</p>
<p id="p136">
Christlichen	w11176
Gedanken	w11177
auf	w11178
jeden	w11179
Tag	w11180
der	w11181
vierzig=tägigen	w11182
<g/>
=
Fasten	w11184
<g/>
,
zusammen	w11186
getragen	w11187
von	w11188
einem	w11189
Priester	w11190
der	w11191
Gesellschaft	w11192
Jesu	w11193
<g/>
,
nebst	w11195
beygefügten	w11196
andächtigen	w11197
Besuchung	w11198
des	w11199
Calvaribergs	w11200
<g/>
,
8vo	w11202
<g/>
.
gebunden	w11204
in	w11205
Leder	w11206
34	w11207
<g/>
.
kr	w11209
<g/>
.
in	w11211
Papier	w11212
24	w11213
<g/>
.
kr	w11215
<g/>
.
</p>
<p id="p137">
Sichere	w11217
Einleitung	w11218
zu	w11219
dem	w11220
letzten	w11221
Ziel	w11222
und	w11223
Ende	w11224
<g/>
;
oder	w11226
nutzlicher	w11227
Unterricht	w11228
<g/>
,
den	w11230
Tag	w11231
mit	w11232
heilsamen	w11233
Gedanken	w11234
<g/>
,
und	w11236
andächtigen	w11237
Gemüts=erhebungen	w11238
<g/>
=
verdienstlich	w11240
zuzubringen	w11241
<g/>
.
8	w11243
<g/>
.
gebund	w11245
<g/>
.
in	w11247
Leder	w11248
24	w11249
<g/>
.
kr	w11251
<g/>
.
in	w11253
Papier	w11254
17	w11255
<g/>
.
kr	w11257
<g/>
.
</p>
<p id="p138">
Cantus	w11259
Ecclestasticus	w11260
sacræsacrae	w11261
historiæhistoriae	w11262
Passionis	w11263
Domini	w11264
nostri	w11265
Jesu	w11266
Christi	w11267
secundum	w11268
quatuor	w11269
Evangelistas	w11270
<g/>
;
nec	w11272
non	w11273
lamentationum	w11274
<g/>
&
le-ctionum	w11276
<g/>
-
pro	w11278
tribus	w11279
matutinis	w11280
tenebrarum	w11281
<g/>
,
juxta	w11283
Exemplar	w11284
RomæRomae	w11285
edtuim	w11286
emendatius	w11287
<g/>
.
fol	w11289
<g/>
.
im	w11291
Franz	w11292
<g/>
.
3	w11294
<g/>
.
fl	w11296
<g/>
.
30	w11298
<g/>
.
kr	w11300
<g/>
.
</p>
<p id="p139">
Gewöhnlicher	w11302
Gottesdienst	w11303
der	w11304
heil	w11305
<g/>
.
That	w11307
<g/>
=
oder	w11309
Marterwochen	w11310
<g/>
,
in	w11312
verschiedenen	w11313
Format	w11314
<g/>
,
und	w11316
Einbund	w11317
um	w11318
billigen	w11319
Preiß	w11320
<g/>
.
</p>
<p id="p140">
Sie	w11322
sind	w11323
auch	w11324
in	w11325
lateinisch	w11326
und	w11327
französischer	w11328
Sprach	w11329
zu	w11330
haben	w11331
<g/>
.
</p>
<p id="p141">
Christcatholisches	w11333
Meß	w11334
<g/>
=
und	w11336
Bethbuch	w11337
zum	w11338
Ge=brauch	w11339
<g/>
=
der	w11341
weltlichen	w11342
Standspersonen	w11343
<g/>
,
8	w11345
<g/>
.
in	w11347
feinen	w11348
Einbaund	w11349
mit	w11350
Futteral	w11351
2	w11352
<g/>
.
fl	w11354
<g/>
.
15	w11356
<g/>
.
kr	w11358
<g/>
.
</p>
<p id="p142">
Officium	w11360
Rakoczianam	w11361
<g/>
,
aus	w11363
dem	w11364
Lateinischen	w11365
in	w11366
das	w11367
Teutsche	w11368
übersetzt	w11369
<g/>
,
8	w11371
<g/>
.
in	w11373
feinem	w11374
Einbund	w11375
mit	w11376
Futteral	w11377
2	w11378
<g/>
.
fl	w11380
<g/>
.
30	w11382
<g/>
.
kr	w11384
<g/>
.
</p>
<p id="p143">
Joseph	w11386
Hecht	w11387
Einleitung	w11388
zum	w11389
Universal	w11390
euro=päischen	w11391
<g/>
=
Postrecht	w11393
<g/>
,
worinnen	w11395
der	w11396
Poststand	w11397
in	w11398
sei=ner	w11399
<g/>
=
Wesenheit	w11401
<g/>
,
Gerichtsordnnng	w11403
<g/>
,
Amtirung	w11405
<g/>
,
und	w11407
Freyheit	w11408
untersuchet	w11409
<g/>
,
und	w11411
mit	w11412
allerhöchsten	w11413
Pla=caten	w11414
<g/>
=
bewahret	w11416
<g/>
;
anbey	w11418
ein	w11419
Poststrassenschema	w11420
beygefüget	w11421
<g/>
.
8	w11423
<g/>
.
gebund	w11425
<g/>
.
51	w11427
<g/>
.
kr	w11429
<g/>
.
</p>
<p id="p144">
Bey	w11431
Joseph	w11432
Ferdinand	w11433
Baumgartner	w11434
<g/>
,
burgerl	w11436
Buchbinder	w11437
in	w11438
der	w11439
Wohlzeil	w11440
im	w11441
Pfanischen	w11442
Haus	w11443
im	w11444
3ten	w11445
Stock	w11446
<g/>
,
ist	w11448
zu	w11449
haben	w11450
<g/>
:
Die	w11452
Heldengeschicht	w11453
Carl	w11454
des	w11455
5ten	w11456
Herzog	w11457
von	w11458
Lothringen	w11459
<g/>
,
welche	w11461
bey	w11462
Gelegenheit	w11463
des	w11464
gehaltener	w11465
Dankfestes	w11466
wegen	w11467
Wie=dergenesung	w11468
<g/>
=
Jhrer	w11470
k	w11471
<g/>
.
k	w11473
<g/>
.
apost	w11475
<g/>
.
Majest	w11477
<g/>
.
unserer	w11479
al=lergnädigsten	w11480
<g/>
=
Landesfürstin	w11482
<g/>
,
den	w11484
22	w11485
<g/>
.
Julij	w11487
1767	w11488
<g/>
.
in	w11490
der	w11491
hohen	w11492
St	w11493
<g/>
.
Stephanus	w11495
Metropolitankirche	w11496
an	w11497
denen	w11498
Spalliern	w11499
zum	w11500
Vorschein	w11501
gekommen	w11502
<g/>
,
und	w11504
von	w11505
jedermanniglich	w11506
mit	w11507
Verwunderung	w11508
betrach=tet	w11509
<g/>
=
worden	w11511
<g/>
;
in	w11513
8	w11514
<g/>
.
Feldzügen	w11516
von	w11517
Tag	w11518
zu	w11519
Tag	w11520
<g/>
,
mit	w11522
Einrückung	w11523
der	w11524
merkwürdigsten	w11525
bey	w11526
dem	w11527
tür=kischen	w11528
<g/>
=
Hof	w11530
sich	w11531
ereignender	w11532
Begebenheiten	w11533
<g/>
,
aus=führlich	w11535
<g/>
=
beschrieben	w11537
<g/>
.
gr	w11539
<g/>
.
8	w11541
<g/>
.
samt	w11543
dem	w11544
Kupfer	w11545
<g/>
,
wie	w11547
die	w11548
Türcken	w11549
von	w11550
Wien	w11551
geschlagen	w11552
worden	w11553
<g/>
,
in	w11555
nach=folgenden	w11556
<g/>
=
Preisen	w11558
<g/>
,
als	w11560
ungebundener	w11561
30	w11562
<g/>
.
k	w11564
<g/>
.
in	w11566
brochirten	w11567
Einbund	w11568
34	w11569
<g/>
.
kr	w11571
<g/>
.
in	w11573
ordin	w11574
<g/>
.
Band	w11576
40	w11577
<g/>
.
kr	w11579
<g/>
.
in	w11581
Französ	w11582
<g/>
.
Band	w11584
51	w11585
<g/>
.
kr	w11587
<g/>
.
</p>
<p id="p145">
Item	w11589
ist	w11590
auch	w11591
allda	w11592
ein	w11593
starker	w11594
<g/>
,
auf	w11596
die	w11597
Reise	w11598
wohl	w11599
eingerichteer	w11600
viersitziger	w11601
Wagen	w11602
um	w11603
sehr	w11604
billigen	w11605
Preyß	w11606
zu	w11607
haben	w11608
<g/>
.
</p>
<p id="p146">
Wir	w11610
Burgermeister	w11611
und	w11612
Rath	w11613
der	w11614
Stadt	w11615
Wien	w11616
geben	w11617
hiermit	w11618
jedermann	w11619
zu	w11620
vernehmen	w11621
<g/>
:
Es	w11623
seye	w11624
auf	w11625
Anlangen	w11626
des	w11627
gerichtl	w11628
<g/>
.
aufgestellt	w11630
Gartneri=schen	w11631
<g/>
=
Hrn	w11633
<g/>
.
Curatoris	w11635
ad	w11636
Actum	w11637
Leopold	w11638
Moßbach	w11639
<g/>
,
J	w11641
<g/>
.
U	w11643
<g/>
.
D	w11645
<g/>
.
auch	w11647
Hof	w11648
<g/>
=
und	w11650
Gerichtsadvocaten	w11651
wider	w11652
Franz	w11653
Xaveri	w11654
Gartner	w11655
verwilliget	w11656
worden	w11657
<g/>
,
das	w11659
Gartnerische	w11660
burgerl	w11661
<g/>
.
Fuhrmannsgewerb	w11663
offentlich	w11664
auszufeilen	w11665
<g/>
,
und	w11667
an	w11668
den	w11669
Meistbietenden	w11670
zu	w11671
ver=kaufen	w11672
<g/>
=
<g/>
.
Da	w11675
nun	w11676
zu	w11677
diesem	w11678
Ende	w11679
der	w11680
27	w11681
<g/>
.
dies	w11683
Monats	w11684
Hornung	w11685
dies	w11686
Jahrs	w11687
bestimmet	w11688
ist	w11689
<g/>
;
So	w11691
haben	w11692
diejenigen	w11693
<g/>
,
welche	w11695
das	w11696
gedachte	w11697
Gewerb	w11698
zu	w11699
kauffen	w11700
willens	w11701
sind	w11702
<g/>
,
an	w11704
dem	w11705
bestimmten	w11706
Tag	w11707
<g/>
,
oder	w11709
da	w11710
wir	w11711
anderer	w11712
Geschäften	w11713
halber	w11714
diesen	w11715
Tag	w11716
nicht	w11717
zu	w11718
Rath	w11719
sässen	w11720
<g/>
,
den	w11722
nächst	w11723
darauf	w11724
folgenden	w11725
Raths	w11726
<g/>
=
Tag	w11728
fruhe	w11729
um	w11730
8	w11731
<g/>
.
Uhr	w11733
vor	w11734
uns	w11735
zu	w11736
erscheinen	w11737
<g/>
,
und	w11739
sich	w11740
durch	w11741
unseren	w11742
und	w11743
gem	w11744
<g/>
.
Stadt	w11746
geschwornen	w11747
Rathsdiener	w11748
anmelden	w11749
zu	w11750
lassen	w11751
<g/>
,
folglich	w11753
der	w11754
weiteren	w11755
Behandlung	w11756
abzuwarten	w11757
<g/>
.
</p>
<p id="p147">
Es	w11759
ist	w11760
ein	w11761
Haus	w11762
mit	w11763
hierauf	w11764
radicirter	w11765
Ge=rechtigkeit	w11766
<g/>
=
und	w11768
einem	w11769
Lustgärtl	w11770
vor	w11771
den	w11772
Kärntner=thor	w11773
<g/>
=
auf	w11775
der	w11776
Wieden	w11777
an	w11778
der	w11779
Landstrasse	w11780
zu	w11781
ver=kaufen	w11782
<g/>
=
<g/>
,
wer	w11785
solches	w11786
zu	w11787
kaufen	w11788
gedenket	w11789
<g/>
,
hat	w11791
sich	w11792
derowegen	w11793
in	w11794
der	w11795
nächst	w11796
der	w11797
Schottenkirche	w11798
ge=legenen	w11799
<g/>
=
Tainfaltstrassen	w11801
im	w11802
Bierhaus	w11803
bey	w11804
der	w11805
schönen	w11806
Latern	w11807
im	w11808
ersten	w11809
Stock	w11810
bey	w11811
den	w11812
Herrn	w11813
Joseph	w11814
Kirchmayr	w11815
zwischen	w11816
14	w11817
<g/>
.
Tagen	w11819
anzumel=den	w11820
<g/>
=
<g/>
,
wo	w11823
weiters	w11824
Auskunft	w11825
wird	w11826
ertheilet	w11827
werden	w11828
<g/>
.
</p>
<p id="p148">
Es	w11830
ist	w11831
ein	w11832
fast	w11833
neuer	w11834
auf	w11835
2	w11836
<g/>
.
Personen	w11838
gerichte=ter	w11839
<g/>
=
grau	w11841
angestrichener	w11842
<g/>
,
in	w11844
Pariß	w11845
verfertigter	w11846
Wa=gen	w11847
<g/>
=
<g/>
,
welcher	w11850
auch	w11851
allenfalls	w11852
mit	w11853
2	w11854
<g/>
.
Rädern	w11856
zu	w11857
fahren	w11858
wäre	w11859
<g/>
,
dessen	w11861
Kasten	w11862
aber	w11863
mit	w11864
grauen	w11865
Plusch	w11866
gefüttert	w11867
<g/>
,
mit	w11869
drey	w11870
Aufzuggläsern	w11871
<g/>
,
dann	w11873
2	w11874
<g/>
.
La=ternen	w11876
<g/>
=
<g/>
,
einen	w11879
gesperrten	w11880
Sitz	w11881
<g/>
,
und	w11883
sogenannten	w11884
Magazin	w11885
<g/>
,
auch	w11887
mehrere	w11888
anderen	w11889
Gemächlichkei=ten	w11890
<g/>
=
versehen	w11892
ist	w11893
<g/>
,
alltäglich	w11895
zu	w11896
verkaufen	w11897
<g/>
;
und	w11899
hat	w11900
man	w11901
sich	w11902
derowegen	w11903
in	w11904
dem	w11905
k	w11906
<g/>
.
k	w11908
<g/>
.
Frag	w11910
<g/>
=
und	w11912
Kund=schaftamt	w11913
<g/>
=
anzumelneqanzumelden	w11915
<g/>
.
</p>
<p id="p149">
Auf	w11917
der	w11918
Landstrassen	w11919
ausser	w11920
denen	w11921
Augustinern	w11922
<g/>
,
ist	w11924
das	w11925
Haus	w11926
bey	w11927
denen	w11928
3	w11929
<g/>
.
Raben	w11931
<g/>
,
worinnen	w11933
zu	w11934
ebener	w11935
Erden	w11936
5	w11937
<g/>
.
Zimmer	w11939
2	w11940
<g/>
.
Kucheln	w11942
<g/>
,
und	w11944
auf	w11945
der	w11946
Höhe	w11947
des	w11948
ersteren	w11949
Stocks	w11950
jeder	w11951
Seiten	w11952
4	w11953
<g/>
.
<g/>
,
mithin	w11956
zusammen	w11957
8	w11958
<g/>
.
Zimmer	w11960
<g/>
,
in	w11962
Mitte	w11963
ein	w11964
grosser	w11965
Saal	w11966
<g/>
,
durchaus	w11968
mit	w11969
Mobilien	w11970
eingerich=ter	w11971
<g/>
=
<g/>
,
dann	w11974
auf	w11975
4	w11976
<g/>
.
Pferd	w11978
Stallung	w11979
<g/>
,
2	w11981
<g/>
.
Art	w11983
Wa=genschupfen	w11984
<g/>
=
<g/>
,
2	w11987
<g/>
.
große	w11989
Keller	w11990
<g/>
,
ein	w11992
Holz	w11993
<g/>
=
und	w11995
Heugewölb	w11996
<g/>
,
ein	w11998
Eisgruben	w11999
<g/>
,
ein	w12001
groß	w12002
drey	w12003
ab=theiliger	w12004
<g/>
=
Garten	w12006
samt	w12007
einem	w12008
großen	w12009
Glashaus	w12010
mit	w12011
Orangerie	w12012
und	w12013
Blumenstöck	w12014
angefüllter	w12015
<g/>
,
täglichen	w12017
zu	w12018
verkauffen	w12019
<g/>
;
Wer	w12021
demnach	w12022
solchen	w12023
an	w12024
sich	w12025
zu	w12026
bringen	w12027
Lust	w12028
hat	w12029
<g/>
,
kann	w12031
sich	w12032
in	w12033
der	w12034
Stadt	w12035
bey	w12036
dem	w12037
grünen	w12038
Rössel	w12039
in	w12040
der	w12041
Schuler=strassen	w12042
<g/>
=
in	w12044
dem	w12045
ersten	w12046
Stock	w12047
auf	w12048
die	w12049
Strassen	w12050
hinaus	w12051
<g/>
,
beliebig	w12053
anmelden	w12054
<g/>
.
</p>
<p id="p150">
Es	w12058
werden	w12059
den	w12060
14	w12061
<g/>
.
künftigen	w12063
Monats	w12064
März	w12065
<g/>
,
und	w12067
die	w12068
folgende	w12069
Täge	w12070
in	w12071
dem	w12072
herrschaftl	w12073
<g/>
.
Schloß	w12075
zu	w12076
Stockern	w12077
<g/>
,
welches	w12079
zwischen	w12080
der	w12081
Stadt	w12082
Horn	w12083
<g/>
,
und	w12085
Egenburg	w12086
liegt	w12087
<g/>
,
die	w12089
sammentlichen	w12090
Mobi=lien	w12091
<g/>
=
und	w12093
Effecten	w12094
<g/>
,
bestehend	w12096
in	w12097
meist	w12098
schönen	w12099
Bildern	w12100
<g/>
,
Spalliren	w12102
<g/>
,
Spiegeln	w12104
<g/>
,
Kästen	w12106
<g/>
,
Beth=gewand	w12108
<g/>
=
<g/>
,
etwas	w12111
Silber	w12112
<g/>
,
Kupfer	w12114
<g/>
,
Zinn	w12116
<g/>
,
und	w12118
Ge=wöhr	w12119
<g/>
=
licitando	w12121
verkauffet	w12122
werden	w12123
<g/>
,
welches	w12125
zur	w12126
allgemeinen	w12127
Wissenschaft	w12128
deren	w12129
hiezu	w12130
Lusttragen=den	w12131
<g/>
=
anmit	w12133
bekannt	w12134
gemacht	w12135
wird	w12136
<g/>
.
</p>
<p id="p151">
Auf	w12138
der	w12139
gräfl	w12140
<g/>
.
Kufsteinischen	w12142
Herrschaft	w12143
Rapot=tenkirchen	w12144
<g/>
=
ist	w12146
mit	w12147
1	w12148
<g/>
.
Juni	w12150
dieses	w12151
1768	w12152
<g/>
.
Jahrs	w12154
der	w12155
zu	w12156
dieser	w12157
Herrschaft	w12158
eigenthumliche	w12159
hoch	w12160
<g/>
=
und	w12162
niedere	w12163
Wildbahn	w12164
<g/>
,
dann	w12166
der	w12167
nächst	w12168
dem	w12169
Schloß	w12170
gelegen	w12171
Herrschaftl	w12172
<g/>
.
Zier	w12174
<g/>
=
Obst	w12176
<g/>
=
und	w12178
Kuchelgar=ten	w12179
<g/>
=
wobey	w12181
eine	w12182
ziemlich	w12183
starke	w12184
theils	w12185
in	w12186
Grund	w12187
<g/>
,
theils	w12189
in	w12190
Küblen	w12191
stehende	w12192
Orangerie	w12193
befindlichen	w12194
<g/>
,
auch	w12196
ein	w12197
zu	w12198
denen	w12199
Wasserwerken	w12200
erforderlicher	w12201
Trücht	w12202
in	w12203
weiteren	w12204
Bestand	w12205
zu	w12206
verlassen	w12207
<g/>
.
Wer	w12209
demnach	w12210
gedenket	w12211
diesen	w12212
Wildbahn	w12213
mit	w12214
dem	w12215
Garten	w12216
auf	w12217
3	w12218
<g/>
.
oder	w12220
auch	w12221
mehrere	w12222
Jahre	w12223
Be=standweiß	w12224
<g/>
=
zu	w12226
übernehmen	w12227
<g/>
,
beliebe	w12229
sich	w12230
in	w12231
Kuf=steinischen	w12232
<g/>
=
Haus	w12234
im	w12235
3ten	w12236
Stock	w12237
bey	w12238
dem	w12239
Herr=schaftsinspectori	w12240
<g/>
=
zu	w12242
melden	w12243
<g/>
.
</p>
<p id="p152">
Von	w12245
der	w12246
röm	w12247
<g/>
.
k	w12249
<g/>
.
k	w12251
<g/>
.
Maj	w12253
<g/>
.
N	w12255
<g/>
.
Oe	w12257
<g/>
.
Regierung	w12259
wegen	w12260
wird	w12261
all	w12262
und	w12263
jeden	w12264
durch	w12265
gegenwärtig	w12266
of=fentliches	w12267
<g/>
=
Edict	w12269
zu	w12270
vernehmen	w12271
gegeben	w12272
<g/>
;
wasmas=sen	w12274
<g/>
=
Jhro	w12276
k	w12277
<g/>
.
k	w12279
<g/>
.
apostol	w12281
<g/>
.
Majest	w12283
<g/>
.
über	w12285
den	w12286
von	w12287
Jhr	w12288
Regierung	w12289
zu	w12290
Sicherstellung	w12291
der	w12292
hier	w12293
Landes	w12294
ausfindig	w12295
gemachten	w12296
annoch	w12297
anliegenden	w12298
gräflich	w12299
Michael	w12300
Ferdinand	w12301
Althannischen	w12302
Capitalien	w12303
al=lerunterthänigst	w12304
<g/>
=
erstatteten	w12306
Bericht	w12307
<g/>
,
und	w12309
hier=über	w12310
<g/>
=
allerhöchst	w12312
deroselben	w12313
in	w12314
Sachen	w12315
beschehenen	w12316
Vortrag	w12317
dem	w12318
Herrn	w12319
Michael	w12320
Ferdinand	w12321
Grafen	w12322
von	w12323
Althann	w12324
wegen	w12325
der	w12326
sich	w12327
bisherig	w12328
veroffen=bahrten	w12329
<g/>
=
