<doc id="wr_1757-10-26" attrs="word" year="1757" month="10" day="26" corpus="2">
<head id="h2_d190e3644">
Zarskoje=Selo	w1_d190e3648
Feind	w3_d190e28753
nichts	w5_d190e28756
angetroffen.	w7_d190e28759
Da	w9_d190e28762
aber	w11_d190e28765
vermög	w13_d190e28769
anderweiten	w15_d190e28772
Raporten	w17_d190e28775
ein	w19_d190e28778
Preußisches	w1_d190e28783
mit	w3_d190e28786
Artillerie	w5_d190e28789
und	w7_d190e28792
Pontons	w9_d190e28795
versehenes	w11_d190e28798
Detachement	w13_d190e28802
bey	w15_d190e28805
Auras	w17_d190e28808
sich	w1_d190e28813
befinden	w3_d190e28816
solle,	w5_d190e28819
so	w7_d190e28822
ist	w9_d190e28825
diesseits	w11_d190e28828
der	w13_d190e28832
Oder	w15_d190e28835
ebenfalls	w17_d190e28838
ein	w19_d190e28841
starkes	w21_d190e28844
Detache-	w23_d190e28847
ment	w1_d190e28852
unter	w3_d190e28855
dem	w5_d190e28858
General=feld=marschall=leutenant	w7_d190e28861
von	w9_d190e28864
Morocz	w11_d190e28867
den	w13_d190e28871
Fluß	w15_d190e28874
ab	w17_d190e28877
wärts	w1_d190e28883
beorderet	w3_d190e28886
worden,	w5_d190e28889
um	w7_d190e28892
all=feindlicher	w9_d190e28895
Unternehmung	w11_d190e28898
Einhalt	w13_d190e28902
zu	w15_d190e28905
thun.	w17_d190e28908
</p>
<head id="h2_d190e28914">
Eben	w1_d190e28918
alda	w3_d190e28921
den	w5_d190e28924
19.	w7_d190e28927
Octobris.	w9_d190e28930
</head>
<p id="p4_d190e28933">
FOn	w1_d190e28937
dem	w3_d190e28940
mit	w5_d190e28943
einem	w7_d190e28946
beträchtlichen	w9_d190e28949
Trupen=corps	w11_d190e28952
in	w13_d190e28956
die	w15_d190e28959
Laußnitz	w17_d190e28962
bey	w19_d190e28965
Bautzen	w1_d190e28970
stehenden	w3_d190e28973
Kaiserl.	w5_d190e28976
Königl.	w7_d190e28979
General=feld=zeug=meister	w9_d190e28982
Frey	w11_d190e28985
herrn	w1_d190e28990
von	w3_d190e28993
Marechal	w5_d190e28996
lieffe	w7_d190e28999
heut	w9_d190e29002
allhier	w11_d190e29005
die	w13_d190e29009
Nachricht	w15_d190e29012
ein,	w17_d190e29015
was	w19_d190e29018
massen	w21_d190e29021
ihme	w23_d190e29024
Kundschaften	w1_d190e29030
zugekommen	w3_d190e29033
wären,	w5_d190e29036
daß	w7_d190e29039
Prinz=Moritz	w9_d190e29042
von	w11_d190e29045
Dessau	w13_d190e29049
mit	w15_d190e29052
4	w17_d190e29055
Infanterie-	w1_d190e29060
einem	w3_d190e29063
Husseren	w5_d190e29066
und	w7_d190e29069
2.	w9_d190e29072
Cavallerie-regimentern,	w11_d190e29075
dann	w13_d190e29079
einigen	w15_d190e29082
schwe	w17_d190e29085
ren	w1_d190e29090
Canonen	w3_d190e29093
nach	w5_d190e29096
der	w7_d190e29099
zu	w9_d190e29102
Torgau	w11_d190e29105
beschehenen	w13_d190e29109
Passirung	w15_d190e29112
den	w17_d190e29115
15.	w19_d190e29118
dieses	w21_d190e29121
bis	w23_d190e29124
Jessen	w1_d190e29129
und	w3_d190e29132
Schweinitz	w5_d190e29135
gerucket	w7_d190e29138
wäre,	w9_d190e29141
ein	w11_d190e29144
Commando,	w13_d190e29148
so	w15_d190e29151
von	w17_d190e29154
der	w19_d190e29157
Armée	w1_d190e29163
des	w3_d190e29166
Königs	w5_d190e29169
derachiret	w7_d190e29172
worden,	w9_d190e29175
über	w11_d190e29178
Wallenberg	w13_d190e29182
an	w15_d190e29185
sich	w17_d190e29188
gezogen,	w19_d190e29191
und	w1_d190e29196
den	w3_d190e29199
16.	w5_d190e29202
seinen	w7_d190e29205
Marsche	w9_d190e29208
gegen	w11_d190e29211
Treunbitz	w13_d190e29215
in	w15_d190e29218
das	w17_d190e29221
Brandenburgische	w19_d190e29224
ge	w21_d190e29227
richtet	w1_d190e29232
hätte,	w3_d190e29235
in	w5_d190e29238
der	w7_d190e29241
Absicht	w9_d190e29244
solchen	w11_d190e29247
den	w13_d190e29251
17.	w15_d190e29254
bis	w17_d190e29257
in	w19_d190e29260
die	w21_d190e29263
Gegenden	w23_d190e29266
von	w25_d190e29270
Ber	w27_d190e29273
</p>
<p id="p8_d190e29278">
lin	w1_d190e29282
zu	w3_d190e29285
forciren;	w5_d190e29288
wohingegen	w7_d190e29291
der	w9_d190e29294
König	w11_d190e29297
mit	w13_d190e29301
der	w15_d190e29304
Armée	w17_d190e29307
den	w19_d190e29310
18.	w21_d190e29313
in	w23_d190e29316
Torgau	w25_d190e29320
wäre	w1_d190e29325
erwartet	w3_d190e29328
worden,	w5_d190e29331
ob,	w7_d190e29334
und	w9_d190e29337
wie	w11_d190e29340
weit	w13_d190e29344
aber	w15_d190e29347
diese	w17_d190e29350
Kundschaften	w19_d190e29353
gegrün	w21_d190e29356
der	w1_d190e29361
seyn	w3_d190e29364
dörften,	w5_d190e29367
muß	w7_d190e29370
erst	w9_d190e29373
durch	w11_d190e29376
weitere	w13_d190e29380
Berichte	w15_d190e29383
bestättiget	w17_d190e29386
werden.	w19_d190e29389
</p>
<head id="h2_d190e29395">
Eben	w1_d190e29399
alda	w3_d190e29402
den	w5_d190e29405
20.	w7_d190e29408
Octobris.	w9_d190e29411
</head>
<p id="p4_d190e29414">
A	w1_d190e29418
bereits	w3_d190e29421
vor	w5_d190e29424
etwelcher	w7_d190e29427
Zeit	w9_d190e29430
des	w11_d190e29433
commandirenden	w13_d190e29437
Herrn	w15_d190e29440
Herzogs	w17_d190e29443
von	w19_d190e29446
6	w1_d190e29451
Lothringen	w3_d190e29454
Königl.	w5_d190e29457
Hoheit	w7_d190e29460
die	w9_d190e29463
Idée	w11_d190e29466
gefasset,	w13_d190e29470
eine	w15_d190e29473
Diversion	w17_d190e29476
in	w19_d190e29479
die	w21_d190e29482
Mark	w23_d190e29485
Brandenburg	w1_d190e29490
vornehmen	w3_d190e29493
zu	w5_d190e29496
lassen,	w7_d190e29499
so	w9_d190e29502
ware	w11_d190e29505
solche	w13_d190e29509
dem	w15_d190e29512
Generalfeldmar	w17_d190e29515
schall=leutenant	w1_d190e29521
von	w3_d190e29524
Haddick,	w5_d190e29527
in	w7_d190e29530
Geheim	w9_d190e29533
und	w11_d190e29536
in	w13_d190e29540
der	w15_d190e29543
Absicht	w17_d190e29546
mitgetheilet	w19_d190e29549
worden,	w1_d190e29554
daß	w3_d190e29557
er	w5_d190e29560
über	w7_d190e29563
die	w9_d190e29566
Ausführung,	w11_d190e29569
welche	w13_d190e29573
man	w15_d190e29576
ihm	w17_d190e29579
zugedacht	w19_d190e29582
hätte,	w21_d190e29585
den	w1_d190e29590
weiteren	w3_d190e29593
Detail	w5_d190e29596
aufsetzen	w7_d190e29599
sollte.	w9_d190e29602
</p>
<p id="p6_d190e29605">
Er	w1_d190e29609
bewürkte	w3_d190e29612
ein	w5_d190e29615
solches	w7_d190e29618
alsogleich,	w9_d190e29621
verlangte	w11_d190e29624
hierzu	w13_d190e29628
ein	w15_d190e29631
Corps	w17_d190e29634
von	w19_d190e29637
ungefähr	w1_d190e29642
7000.	w3_d190e29645
Mann,	w5_d190e29648
und	w7_d190e29651
es	w9_d190e29654
würde	w11_d190e29657
auch	w13_d190e29661
theils	w15_d190e29664
aus	w17_d190e29667
Teutscher	w19_d190e29670
Infanterie	w21_d190e29673
und	w1_d190e29678
Cavallerie,	w3_d190e29681
theils	w5_d190e29684
aus	w7_d190e29687
Croaten	w9_d190e29690
und	w11_d190e29693
Hussaren	w13_d190e29697
zusammen	w15_d190e29700
gesetzet,	w17_d190e29703
dem	w19_d190e29706
selben	w1_d190e29712
einige	w3_d190e29715
leichte	w5_d190e29718
Stücke	w7_d190e29721
beygegeben,	w9_d190e29724
somit	w11_d190e29727
ihm	w13_d190e29731
Feld=marschall=leuten	w15_d190e29734
nant	w1_d190e29739
die	w3_d190e29742
Expedition	w5_d190e29745
aufgetragen.	w7_d190e29748
</p>
<p id="p8_d190e29751">
Nachdem	w1_d190e29755
er	w3_d190e29758
hierüber	w5_d190e29761
mit	w7_d190e29764
dem	w9_d190e29767
in	w11_d190e29770
der	w13_d190e29774
Laußnitz	w15_d190e29777
stehenden	w17_d190e29780
Feldzeug	w19_d190e29783
meister	w1_d190e29788
Herrn	w3_d190e29791
von	w5_d190e29794
Marchal	w7_d190e29797
über	w9_d190e29800
die	w11_d190e29803
Sicherheit	w13_d190e29807
im	w15_d190e29810
Rucken	w17_d190e29813
ein	w19_d190e29816
so	w21_d190e29819
anderes	w23_d190e29822
verabredet	w1_d190e29827
hatte,	w3_d190e29830
so	w5_d190e29833
wurde	w7_d190e29836
fest	w9_d190e29839
gestellet,	w11_d190e29842
daß	w13_d190e29846
1000.	w15_d190e29849
Croaten	w17_d190e29852
nebst	w19_d190e29855
300.	w21_d190e29858
Pferden	w1_d190e29864
unter	w3_d190e29867
Commando	w5_d190e29870
des	w7_d190e29873
Obristen	w9_d190e29876
Losi	w11_d190e29879
die	w13_d190e29883
Elbe	w15_d190e29886
von	w17_d190e29889
Schandau	w19_d190e29892
bis	w21_d190e29895
Meissen	w1_d190e29900
beobachten,	w3_d190e29903
und	w5_d190e29906
das	w7_d190e29909
zur	w9_d190e29912
Diversion	w11_d190e29915
gewidmete	w13_d190e29919
Corps	w15_d190e29922
bey	w17_d190e29925
Elster	w19_d190e29928
werda	w1_d190e29933
sich	w3_d190e29936
sammeln	w5_d190e29939
sollte.	w7_d190e29942
</p>
<list id="l10_d190e29945">
Diesem	w1_d190e29949
Antrag	w3_d190e29952
zu	w5_d190e29955
Folge	w7_d190e29958
beschahe	w9_d190e29961
die	w11_d190e29964
Zusammen=ziehung	w13_d190e29968
der	w15_d190e29971
Mann	w17_d190e29974
schaft	w1_d190e29979
gegen	w3_d190e29982
den	w5_d190e29985
10.	w1_d190e29990
dieses,	w3_d190e29993
und	w5_d190e29996
der	w7_d190e29999
Kaiserl.	w9_d190e30002
Königl.	w11_d190e30005
General=major	w13_d190e30009
von	w15_d190e30012
Kleefeld	w17_d190e30015
wur	w19_d190e30018
de	w1_d190e30024
bestimmet	w3_d190e30027
mit	w5_d190e30030
1100.	w7_d190e30033
Croaten,	w9_d190e30036
240.	w11_d190e30039
Mann	w13_d190e30043
Teutscher	w15_d190e30046
Infanterie,	w17_d190e30049
160.	w19_d190e30052
Pferden	w1_d190e30057
von	w3_d190e30060
der	w5_d190e30063
Teutschen	w7_d190e30066
Cavallerie,	w9_d190e30069
und	w11_d190e30072
310.	w13_d190e30076
Hussaren	w15_d190e30079
zur	w17_d190e30082
Elsterwer	w19_d190e30085
da	w1_d190e30090
zuruck	w3_d190e30093
zu	w5_d190e30096
bleiben,	w7_d190e30099
die	w9_d190e30102
schwarze	w11_d190e30105
Elster	w13_d190e30109
und	w15_d190e30112
Roder	w17_d190e30115
von	w19_d190e30118
Herzberg	w21_d190e30121
bis	w23_d190e30124
Grossenhaym	w1_d190e30129
zu	w3_d190e30132
beobachten,	w5_d190e30135
den	w7_d190e30138
kleinen	w9_d190e30141
Posto	w11_d190e30144
Senftenberg	w13_d190e30148
zu	w15_d190e30151
besetzen,	w17_d190e30154
wornach	w1_d190e30160
die	w3_d190e30163
zur	w5_d190e30166
Diversion	w7_d190e30169
gewidmete	w9_d190e30172
Mannschaft,	w11_d190e30175
so	w13_d190e30179
lediglich	w15_d190e30182
in	w17_d190e30185
900.	w19_d190e30188
Kö	w21_d190e30191
pfen	w1_d190e30196
Teutscher	w3_d190e30199
Infanterie,	w5_d190e30202
1000.	w7_d190e30205
Croaten,	w9_d190e30208
760	w11_d190e30211
Mann	w13_d190e30215
von	w15_d190e30218
der	w17_d190e30221
Teutschen	w19_d190e30224
Cavallerie,	w1_d190e30229
dann	w3_d190e30232
800.	w5_d190e30235
Hussaren	w7_d190e30238
bestunde,	w9_d190e30241
und	w11_d190e30244
von	w13_d190e30248
welch=letzteren	w15_d190e30251
noch	w17_d190e30254
100.	w1_d190e30259
Köpf	w3_d190e30262
zur	w5_d190e30265
Versicherung	w7_d190e30268
der	w9_d190e30271
Flanquen,	w11_d190e30274
und	w13_d190e30278
Unterhaltung	w15_d190e30281
der	w17_d190e30284
Corre	w19_d190e30287
spondenz	w1_d190e30293
angetragen	w3_d190e30296
wurden,	w5_d190e30299
den	w7_d190e30302
11.	w1_d190e30307
dieses	w3_d190e30310
von	w5_d190e30313
Elsterwerda	w7_d190e30316
auf	w9_d190e30319
Dobrilick,	w11_d190e30322
den	w13_d190e30326
12.	w1_d190e30331
von	w3_d190e30334
dannen	w5_d190e30337
auf	w7_d190e30340
Luckau,	w9_d190e30343
den	w11_d190e30346
13.	w1_d190e30351
auf	w3_d190e30354
Lüben,	w5_d190e30357
wo	w7_d190e30360
selbst	w9_d190e30363
der	w11_d190e30366
Feld=marschall=leutenant	w13_d190e30370
die	w15_d190e30373
Anstalten,	w17_d190e30376
als	w1_d190e30382
ob	w3_d190e30385
er	w5_d190e30388
längs	w7_d190e30391
der	w9_d190e30394
Sprée	w11_d190e30397
einen	w13_d190e30401
Cordon	w15_d190e30404
gegen	w17_d190e30407
Frankfort	w19_d190e30410
zu	w21_d190e30413
ziehen	w23_d190e30416
ge	w25_d190e30420
dächte,	w1_d190e30425
vorkehrte,	w3_d190e30428
auch	w5_d190e30431
300.	w7_d190e30434
Hussaren	w9_d190e30437
alldort	w11_d190e30440
stehen	w13_d190e30444
liesse,	w15_d190e30447
sodann	w17_d190e30450
den	w19_d190e30453
14.	w1_d190e30458
auf	w3_d190e30461
der	w5_d190e30464
geraden	w7_d190e30467
und	w9_d190e30470
kürzesten	w11_d190e30473
Strasse,	w13_d190e30477
so	w15_d190e30480
nach	w17_d190e30483
Berlin	w19_d190e30486
führet,	w21_d190e30489
bis	w1_d190e30494
Bucholz,	w3_d190e30497
ferners	w5_d190e30500
den|	w7_d190e30503
15.	w1_d190e30509
bis	w3_d190e30512
Wusterhausen	w5_d190e30515
marschierte,	w7_d190e30518
und	w9_d190e30521
endlich	w11_d190e30524
den	w13_d190e30528
16.	w1_d190e30533
dieses	w3_d190e30536
nach	w5_d190e30539
einem	w7_d190e30542
sechs=tägigen	w9_d190e30545
Marsch	w11_d190e30548
bey	w13_d190e30552
Berlin,	w15_d190e30555
als	w17_d190e30558
der	w19_d190e30561
Re	w21_d190e30564
sidenz=stadt	w1_d190e30569
des	w3_d190e30572
Königs	w5_d190e30575
von	w7_d190e30578
Preussen	w9_d190e30581
würklich	w11_d190e30584
anlangte;	w13_d190e30588
somit	w15_d190e30591
von	w17_d190e30594
sol	w19_d190e30597
</list>
<p id="p14_d190e30604">
cher,	w1_d190e30608
wie	w3_d190e30611
es	w5_d190e30614
der	w7_d190e30617
Kriegs=gebrauch	w9_d190e30620
mit	w11_d190e30623
sich	w13_d190e30627
bringet,	w15_d190e30630
eine	w17_d190e30633
Contribution	w19_d190e30636
ab	w21_d190e30639
forderte.	w1_d190e30644
Nun	w3_d190e30647
wollte	w5_d190e30650
man	w7_d190e30653
ab	w9_d190e30656
Seiten	w11_d190e30659
der	w13_d190e30663
Stadt	w15_d190e30666
sich	w17_d190e30669
zu	w19_d190e30672
dem	w21_d190e30675
Erlag	w23_d190e30678
nicht	w25_d190e30682
einverstehen,	w1_d190e30687
weshalben	w3_d190e30690
der	w5_d190e30693
Feld=marschall=leutenant	w7_d190e30696
von	w9_d190e30699
Haddick	w11_d190e30702
solche	w13_d190e30706
zu	w1_d190e30712
attaquiren	w3_d190e30715
sich	w5_d190e30718
bemüßiget	w7_d190e30721
sahe.	w9_d190e30724
Er	w11_d190e30727
emportirte	w13_d190e30731
auch	w15_d190e30734
das	w17_d190e30737
Thor,	w19_d190e30740
nebst	w21_d190e30743
der	w23_d190e30746
Brucke	w1_d190e30751
über	w3_d190e30754
die	w5_d190e30757
Sprée,	w7_d190e30760
warf	w9_d190e30763
die	w11_d190e30766
ihm	w13_d190e30770
entgegen	w15_d190e30773
gekommene	w17_d190e30776
2.	w19_d190e30779
feindliche	w21_d190e30782
Battaillons	w1_d190e30787
durch	w3_d190e30790
Hussaren,	w5_d190e30793
Cavallerie,	w7_d190e30796
und	w9_d190e30799
einen	w11_d190e30802
Theil	w13_d190e30806
der	w15_d190e30809
Croaten	w17_d190e30812
zwi	w19_d190e30815
schen	w1_d190e30820
denen	w3_d190e30823
Mauern	w5_d190e30826
über	w7_d190e30829
den	w9_d190e30832
Hauffen,	w11_d190e30835
machte	w13_d190e30839
400.	w15_d190e30842
Mann,	w17_d190e30845
worunter	w19_d190e30848
1.	w21_d190e30851
Ob	w23_d190e30854
rist,	w1_d190e30860
1.	w3_d190e30863
Major,	w5_d190e30866
und	w7_d190e30869
10.	w9_d190e30872
Ober=officier	w11_d190e30875
sich	w13_d190e30879
befanden,	w15_d190e30882
zu	w17_d190e30885
Kriegsgefange	w19_d190e30888
nen,	w1_d190e30893
und	w3_d190e30896
eroberte	w5_d190e30899
dabey	w7_d190e30902
6.	w9_d190e30905
Fahnen;	w11_d190e30908
wo	w13_d190e30912
immittelst	w15_d190e30915
der	w17_d190e30918
Königin	w19_d190e30921
Majestät	w21_d190e30924
mit	w1_d190e30929
der	w3_d190e30932
übrigen	w5_d190e30935
Garnison	w7_d190e30938
sich	w9_d190e30941
nach	w11_d190e30944
Spandau	w13_d190e30948
begabe	w15_d190e30951
</p>
<p id="p16_d190e30954">
Nach	w1_d190e30958
solcher	w3_d190e30961
Ereignuß	w5_d190e30964
erschienen	w7_d190e30967
die	w9_d190e30970
Deputirte	w11_d190e30973
der	w13_d190e30977
Stadt;	w15_d190e30980
da	w17_d190e30983
aber	w19_d190e30986
nebst	w1_d190e30991
der	w3_d190e30994
Garnison,	w5_d190e30997
so	w7_d190e31000
sich	w9_d190e31003
zur	w11_d190e31006
Gegen=wehr	w13_d190e31010
gesetzet,	w15_d190e31013
auch	w17_d190e31016
einige	w19_d190e31019
Burger	w21_d190e31022
die	w23_d190e31025
Waffen	w1_d190e31030
ergriffen,	w3_d190e31033
und	w5_d190e31036
gefeuert	w7_d190e31039
hatten	w9_d190e31042
(wie	w11_d190e31045
dann	w13_d190e31049
diesseits	w15_d190e31052
der	w17_d190e31055
Generalfeld	w19_d190e31058
wacht=meister	w1_d190e31064
von	w3_d190e31067
Babockzey	w5_d190e31070
tödtlich	w7_d190e31073
blessiret	w9_d190e31076
worden)	w11_d190e31079
so	w13_d190e31083
steigerte	w15_d190e31086
der	w17_d190e31089
Ge	w19_d190e31092
neral=feld=mar	w1_d190e31097
schall=leutenant	w3_d190e31100
Frey=herr	w5_d190e31103
von	w7_d190e31106
Haddick	w9_d190e31109
die	w11_d190e31112
geforderte	w13_d190e31116
Con-	w15_d190e31119
tribution,	w1_d190e31124
hielte	w3_d190e31127
jedoch	w5_d190e31130
immittelst	w7_d190e31133
die	w9_d190e31136
Trupen	w11_d190e31139
zwischen	w13_d190e31143
denen	w15_d190e31146
Mauren	w17_d190e31149
un	w19_d190e31152
ter	w1_d190e31157
dem	w3_d190e31160
Gewehr,	w5_d190e31163
und	w7_d190e31166
dergestalten	w9_d190e31169
wol	w11_d190e31172
beysammen,	w13_d190e31176
damit	w15_d190e31179
die	w17_d190e31182
Plünderung	w19_d190e31185
verhinderet	w1_d190e31191
werden	w3_d190e31194
möchte,	w5_d190e31197
immassen	w7_d190e31200
ihme	w9_d190e31203
die	w11_d190e31206
ausdrückliche	w13_d190e31210
Ordre	w15_d190e31213
gege	w17_d190e31216
ben	w1_d190e31221
worden,	w3_d190e31224
alles,	w5_d190e31227
so	w7_d190e31230
in	w9_d190e31233
denen	w11_d190e31236
Kriegs=gebräuchen	w13_d190e31240
wol=gesitteter	w15_d190e31243
Völker	w17_d190e31246
nicht	w1_d190e31251
gegründet,	w3_d190e31254
zu	w5_d190e31257
vermeiden,	w7_d190e31260
ins	w9_d190e31263
besondere	w11_d190e31266
aber	w13_d190e31270
für	w15_d190e31273
das	w17_d190e31276
Königliche	w19_d190e31279
Haus	w1_d190e31284
allen	w3_d190e31287
Egard	w5_d190e31290
zu	w7_d190e31293
haben,	w9_d190e31296
und	w11_d190e31299
die	w13_d190e31303
Königl.	w15_d190e31306
Lust=schlösser	w17_d190e31309
zu	w19_d190e31312
verschonen.	w21_d190e31315
Jn	w1_d190e31321
solchen	w3_d190e31324
Umständen	w5_d190e31327
befande	w7_d190e31330
sich	w9_d190e31333
die	w11_d190e31336
Expedition,	w13_d190e31340
als	w15_d190e31343
der	w17_d190e31346
Feldmar	w19_d190e31349
schall=leutenant	w1_d190e31354
unter	w3_d190e31357
dem	w5_d190e31360
16.	w7_d190e31363
dieses	w9_d190e31366
seinen	w11_d190e31369
letzteren	w13_d190e31373
Bericht	w15_d190e31376
abschickte;	w17_d190e31379
und	w19_d190e31382
man	w1_d190e31387
erwartet	w3_d190e31390
von	w5_d190e31393
dem	w7_d190e31396
weiteren	w9_d190e31399
Erfolg	w11_d190e31402
die	w13_d190e31406
fernere	w15_d190e31409
Nachrichten.	w17_d190e31412
</p>
<head id="h2_d190e31419">
Eben	w1_d190e31423
alda	w3_d190e31426
den	w5_d190e31429
21.	w7_d190e31432
Octobris.	w9_d190e31435
</head>
<p id="p4_d190e31438">
NAchdeme	w1_d190e31442
die	w3_d190e31445
Anzahl	w5_d190e31448
der	w7_d190e31451
Kaiserl.	w9_d190e31454
Königl.	w11_d190e31457
Trupen	w13_d190e31461
in	w15_d190e31464
den	w17_d190e31467
Gegenden	w19_d190e31470
von	w21_d190e31473
Schweidnitz	w1_d190e31478
sich	w3_d190e31481
immer	w5_d190e31484
mehr	w7_d190e31487
verstärket,	w9_d190e31490
auch	w11_d190e31493
gestern	w13_d190e31497
und	w15_d190e31500
heut	w17_d190e31503
unter	w19_d190e31506
Commando	w1_d190e31511
des	w3_d190e31514
General=feld=marschall=leutenants	w5_d190e31517
Herrn	w7_d190e31520
Herzogs	w9_d190e31523
von	w11_d190e31526
Ahrenberg	w1_d190e31532
mit	w3_d190e31535
Beygebung	w5_d190e31538
deren	w7_d190e31541
Herren	w9_d190e31544
General=feld=wacht=meistern	w11_d190e31547
Prin	w13_d190e31551
zen	w1_d190e31556
von	w3_d190e31559
Stolberg,	w5_d190e31562
und	w7_d190e31565
Baron	w9_d190e31568
von	w11_d190e31571
Wolfendorf	w13_d190e31575
15.	w15_d190e31578
complete	w17_d190e31581
Battaillons	w19_d190e31584
nebst	w1_d190e31589
6.	w3_d190e31592
Grenadier-compagnien	w5_d190e31595
neuerlich	w7_d190e31598
in	w9_d190e31601
den	w11_d190e31604
Marsch	w13_d190e31608
dahin	w15_d190e31611
gesetzet	w17_d190e31614
wor	w19_d190e31617
den,	w1_d190e31622
so	w3_d190e31625
wird	w5_d190e31628
nunmehro	w7_d190e31631
die	w9_d190e31634
Festung	w11_d190e31637
auf	w13_d190e31641
das	w15_d190e31644
engeste	w17_d190e31647
eingeschlossen	w19_d190e31650
werden,	w21_d190e31653
wie	w1_d190e31659
dann	w3_d190e31662
erst	w5_d190e31665
gestern	w7_d190e31668
der	w9_d190e31671
General	w11_d190e31674
der	w13_d190e31678
Cavallerie	w15_d190e31681
Graf	w17_d190e31684
von	w19_d190e31687
Nadasdy	w21_d190e31690
zu	w23_d190e31693
Ja	w25_d190e31697
cobsdorf	w1_d190e31702
Posto	w3_d190e31705
fassen	w5_d190e31708
lassen.	w7_d190e31711
</p>
<p id="p6_d190e31714">
Die	w1_d190e31718
Preußische	w3_d190e31721
Commandi,	w5_d190e31724
so	w7_d190e31727
seit	w9_d190e31730
etwelchen	w11_d190e31733
Tägen	w13_d190e31737
jenseits	w15_d190e31740
der	w17_d190e31743
Oder	w1_d190e31748
den	w3_d190e31751
Fluß	w5_d190e31754
abwärts	w7_d190e31757
marschieret	w9_d190e31760
seynd,	w11_d190e31763
haben	w13_d190e31767
gestern	w15_d190e31770
bey	w17_d190e31773
der	w19_d190e31776
Uberfuhr	w21_d190e31779
zu	w1_d190e31784
Steinau	w3_d190e31787
einen	w5_d190e31790
diesseitigen	w7_d190e31793
aus	w9_d190e31796
Jägern	w11_d190e31799
und	w13_d190e31803
Croaten	w15_d190e31806
bestandenen	w17_d190e31809
Posto	w19_d190e31812
canoniret,	w1_d190e31818
mithin	w3_d190e31821
selben	w5_d190e31824
sich	w7_d190e31827
zuruck	w9_d190e31830
zu	w11_d190e31833
ziehen	w13_d190e31837
bemüßiget,	w15_d190e31840
sofort	w17_d190e31843
eine	w19_d190e31846
Hus	w21_d190e31849
saren=parthey	w1_d190e31854
herüber	w3_d190e31857
gesetzt.	w5_d190e31860
Es	w7_d190e31863
ist	w9_d190e31866
aber	w11_d190e31869
gleich	w13_d190e31873
darauf	w15_d190e31876
von	w17_d190e31879
dem	w19_d190e31882
zu	w21_d190e31885
Lüben	w23_d190e31888
stehenden	w1_d190e31893
Obristen	w3_d190e31896
Frey=herrn	w5_d190e31899
von	w7_d190e31902
Gersdorf	w9_d190e31905
einige	w11_d190e31908
Cavallerie	w13_d190e31912
zu	w15_d190e31915
Unter	w17_d190e31918
stützung	w1_d190e31923
des	w3_d190e31926
Posten	w5_d190e31929
detachiret,	w7_d190e31932
nicht	w9_d190e31935
minder	w11_d190e31938
von	w13_d190e31942
dem	w15_d190e31945
das	w17_d190e31948
Commando	w19_d190e31951
in	w21_d190e31954
Lignitz	w1_d190e31960
besorgenden	w3_d190e31963
General=feld=wacht=meister	w5_d190e31966
von	w7_d190e31969
Materni	w9_d190e31972
ein	w11_d190e31975
Comman-	w13_d190e31979
do	w1_d190e31984
Hussaren	w3_d190e31987
nacher	w5_d190e31990
Zetlitz,	w7_d190e31993
dann	w9_d190e31996
ein	w11_d190e31999
anderes	w13_d190e32003
von	w15_d190e32006
Croaten	w17_d190e32009
nacher	w19_d190e32012
Diters	w21_d190e32015
</p>
<p id="p10_d190e32020">
bach	w1_d190e32024
abgeschicket	w3_d190e32027
worden,	w5_d190e32030
um	w7_d190e32033
die	w9_d190e32036
Bezirke	w11_d190e32039
von	w13_d190e32043
Preußischer	w15_d190e32046
Streifferey	w17_d190e32049
frey	w19_d190e32052
zu	w1_d190e32057
halten.	w3_d190e32060
</p>
<head id="h2_d190e32066">
Eben	w1_d190e32070
alda	w3_d190e32073
den	w5_d190e32076
22.	w7_d190e32079
October.	w9_d190e32082
</head>
<p id="p4_d190e32085">
DEy	w1_d190e32089
Gelegenheit	w3_d190e32092
der	w5_d190e32095
aus	w7_d190e32098
dem	w9_d190e32101
alhiesigen	w11_d190e32104
Kaiserl.	w13_d190e32108
Königl.	w15_d190e32111
Lager	w17_d190e32114
neuerlich	w19_d190e32117
Din	w1_d190e32122
die	w3_d190e32125
Gegend	w5_d190e32128
von	w7_d190e32131
Schweidnitz	w9_d190e32134
abgeschickten	w11_d190e32137
Trupen	w13_d190e32141
nahmen	w15_d190e32144
auch	w17_d190e32147
die	w19_d190e32150
Hussaren	w1_d190e32155
und	w3_d190e32158
Croaten,	w5_d190e32161
so	w7_d190e32164
dem	w9_d190e32167
Commando	w11_d190e32170
des	w13_d190e32174
General=feld=wacht=meister	w15_d190e32177
von	w1_d190e32183
Swröger	w3_d190e32186
untergeben	w5_d190e32189
seynd,	w7_d190e32192
eine	w9_d190e32195
anderweite	w11_d190e32198
Position,	w13_d190e32202
und	w15_d190e32205
befinden	w17_d190e32208
sich	w19_d190e32211
nunmehro	w1_d190e32216
in	w3_d190e32219
dem	w5_d190e32222
Bezirk	w7_d190e32225
von	w9_d190e32228
Opperau,	w11_d190e32231
Klettendorf,	w13_d190e32235
Hartlieb,	w15_d190e32238
Bettlarn	w17_d190e32241
mithin	w1_d190e32246
dies	w3_d190e32249
und	w5_d190e32252
jenseits	w7_d190e32255
