<doc id="wr_1757-11-05" attrs="word" year="1757" month="11" day="05" corpus="2">
<head id="h2_d193e3132">
Marseille	w1_d193e3136
Köpfen	w17_d193e24823
von	w19_d193e24826
</p>
<p id="p8_d193e24831">
Freysceompognien,	w1_d193e24835
und	w3_d193e24838
3	w5_d193e24841
zerschiedenen	w7_d193e24844
Hussareneregimentern	w9_d193e24847
bestanden	w11_d193e24850
auch	w1_d193e24855
mit	w3_d193e24858
6.	w5_d193e24861
Stücken,	w7_d193e24864
und	w9_d193e24867
2.	w11_d193e24870
Mörsern	w13_d193e24874
versehen	w15_d193e24877
gewesen	w17_d193e24880
seyn	w19_d193e24883
soll,	w21_d193e24886
gegen	w23_d193e24889
obi	w25_d193e24893
ges	w1_d193e24898
Commando	w3_d193e24901
an	w5_d193e24904
anonirte	w7_d193e24907
und	w9_d193e24910
attaquirte	w11_d193e24913
solches	w13_d193e24917
auf	w15_d193e24920
mehreren	w17_d193e24923
Seiten,	w19_d193e24926
und	w21_d193e24929
brachte	w1_d193e24935
es	w3_d193e24938
endlich,	w5_d193e24941
nachdem	w7_d193e24944
es	w9_d193e24947
sich,	w11_d193e24950
ungeachtet	w13_d193e24954
der	w15_d193e24957
allzugrossen	w17_d193e24960
feindlichen	w19_d193e24963
Ubermacht,	w1_d193e24968
bey	w3_d193e24971
3.	w5_d193e24974
Viertel=stund	w7_d193e24977
defendiret	w9_d193e24980
hatte,	w11_d193e24983
zum	w13_d193e24987
weichen;	w15_d193e24990
da	w17_d193e24993
aber	w19_d193e24996
der	w21_d193e24999
Feind	w1_d193e25004
sich	w3_d193e25007
eilfertig	w5_d193e25010
zuruck	w7_d193e25013
gezogen,	w9_d193e25016
so	w11_d193e25019
nahme	w13_d193e25023
es	w15_d193e25026
gleich	w17_d193e25029
darauf	w19_d193e25032
wiederum	w21_d193e25035
die	w23_d193e25038
alte	w1_d193e25043
Position,	w3_d193e25046
woselbst	w5_d193e25049
es	w7_d193e25052
sich	w9_d193e25055
auch	w11_d193e25058
noch	w13_d193e25062
immer	w15_d193e25065
befindet.	w17_d193e25068
Bey	w19_d193e25071
diesem	w21_d193e25074
Vor	w23_d193e25077
fall	w1_d193e25083
wurden	w3_d193e25086
anfänglich	w5_d193e25089
bis	w7_d193e25092
80.	w9_d193e25095
Mann	w11_d193e25098
an	w13_d193e25102
TodtBlessirt	w15_d193e25105
und	w17_d193e25108
Verlornen	w19_d193e25111
ge	w21_d193e25114
zehlet,	w1_d193e25119
von	w3_d193e25122
welch=letzteren	w5_d193e25125
aber	w7_d193e25128
seit	w9_d193e25131
deme	w11_d193e25134
sich	w13_d193e25138
schon	w15_d193e25141
wiederum	w17_d193e25144
einige	w19_d193e25147
zuruck	w21_d193e25150
ein	w23_d193e25153
gefunden	w1_d193e25158
haben,	w3_d193e25161
und	w5_d193e25164
noch	w7_d193e25167
mehrere	w9_d193e25170
einfinden	w11_d193e25173
dörften.	w13_d193e25177
Vom	w15_d193e25180
Feind	w17_d193e25183
seynd	w19_d193e25186
diesseits	w1_d193e25191
des	w3_d193e25194
Wassers	w5_d193e25197
8.	w7_d193e25200
Todte	w9_d193e25203
auf	w11_d193e25206
dem	w13_d193e25210
Platz	w15_d193e25213
geblieben,	w17_d193e25216
was	w19_d193e25219
er	w21_d193e25222
aber	w23_d193e25225
an	w25_d193e25229
der	w1_d193e25235
anderen	w3_d193e25238
Seite	w5_d193e25241
an	w7_d193e25244
solchen	w9_d193e25247
und	w11_d193e25250
Blessirten	w13_d193e25254
hinweg	w15_d193e25257
geschleppet,	w17_d193e25260
ist	w19_d193e25263
unbekannt.	w21_d193e25266
Bey	w1_d193e25271
der	w3_d193e25274
Belagerung	w5_d193e25277
von	w7_d193e25280
Schweidnitz	w9_d193e25283
machte	w11_d193e25286
nicht	w13_d193e25290
minder	w15_d193e25293
gestern	w17_d193e25296
die	w19_d193e25299
Garnison	w21_d193e25302
einen	w1_d193e25307
Ausfall,	w3_d193e25310
drunge	w5_d193e25313
auch	w7_d193e25316
bis	w9_d193e25319
an	w11_d193e25322
die	w13_d193e25326
Approche	w15_d193e25329
vor,	w17_d193e25332
bleßirte	w19_d193e25335
einige	w21_d193e25338
Mannschaft	w23_d193e25341
von	w25_d193e25345
denen	w1_d193e25350
Arbeitern,	w3_d193e25353
und	w5_d193e25356
nahme	w7_d193e25359
den	w9_d193e25362
Obrist	w11_d193e25365
Graf	w13_d193e25369
Molza	w15_d193e25372
nebst	w17_d193e25375
dem	w19_d193e25378
Major	w21_d193e25381
Uttenhorn	w23_d193e25384
von	w25_d193e25388
von	w1_d193e25394
Keul,	w3_d193e25397
dem	w5_d193e25400
Hauptmann	w7_d193e25403
Schelheim	w9_d193e25406
von	w11_d193e25409
Harrach,	w13_d193e25413
den	w15_d193e25416
Leutenant	w17_d193e25419
Ramponi	w19_d193e25422
von	w21_d193e25425
Hild	w23_d193e25428
burgshausen,	w1_d193e25433
und	w3_d193e25436
den	w5_d193e25439
Jngenieur=hauptmann	w7_d193e25442
Dekliere	w9_d193e25445
zu	w11_d193e25448
Kriegs=gefangenen;	w13_d193e25452
retirirte	w15_d193e25455
sich	w1_d193e25460
aber	w3_d193e25463
sobald,	w5_d193e25466
als	w7_d193e25469
die	w9_d193e25472
Posten	w11_d193e25475
zum	w13_d193e25479
Succuts	w15_d193e25482
herbey	w17_d193e25485
eileten;	w19_d193e25488
wo	w21_d193e25491
inzwischen	w23_d193e25494
die	w25_d193e25498
Grenadier-	w27_d193e25501
compagnie	w1_d193e25506
des	w3_d193e25509
Chur=bayrischen	w5_d193e25512
Leib=regiments	w7_d193e25515
sich	w9_d193e25518
besonders	w11_d193e25521
distin	w13_d193e25525
guiret	w15_d193e25528
hatte,	w17_d193e25531
gleich	w19_d193e25534
es	w21_d193e25537
der	w1_d193e25543
in	w3_d193e25546
denen	w5_d193e25549
Approchen	w7_d193e25552
commandirt=geweste	w9_d193e25555
General=feld=wachtmeister	w11_d193e25558
Fürst	w13_d193e25562
von	w15_d193e25565
Stol	w17_d193e25568
berg	w1_d193e25573
angerühmet	w3_d193e25576
hat.	w5_d193e25579
Jndessen	w7_d193e25582
ist	w9_d193e25585
die	w11_d193e25588
Paralelle,	w13_d193e25592
des	w15_d193e25595
obigen	w17_d193e25598
Anstandes	w19_d193e25601
ungehindert,	w21_d193e25604
bereits	w23_d193e25607
würklich	w1_d193e25612
gezogen	w3_d193e25615
worden,	w5_d193e25618
und	w7_d193e25621
dörften	w9_d193e25624
auch	w11_d193e25627
die	w13_d193e25631
Batterien	w15_d193e25634
gegen	w17_d193e25637
die	w19_d193e25640
feindliche	w21_d193e25643
Werker	w23_d193e25646
errichtet	w25_d193e25650
seyn,	w1_d193e25655
obschon	w3_d193e25658
die	w5_d193e25661
Nachricht	w7_d193e25664
davon,	w9_d193e25667
wie	w11_d193e25670
auch	w13_d193e25674
der	w15_d193e25677
eigentliche	w17_d193e25680
Detail	w19_d193e25683
von	w21_d193e25686
obiger	w23_d193e25689
Vorfallenheit	w25_d193e25693
noch	w1_d193e25699
nicht	w3_d193e25702
eingelanget	w5_d193e25705
ist.	w7_d193e25708
</p>
<head id="h2_d193e25715">
Eben	w1_d193e25719
alda	w3_d193e25722
den	w5_d193e25725
1.	w7_d193e25728
November.	w9_d193e25731
</head>
<p id="p4_d193e25734">
DJe	w1_d193e25738
Belagerung	w3_d193e25741
von	w5_d193e25744
Schweidnitz	w7_d193e25747
gewinnet	w9_d193e25750
,	w11_d193e25753
besag	w13_d193e25757
der	w15_d193e25760
von	w17_d193e25763
dort	w19_d193e25766
hieher	w21_d193e25769
einkommenden	w23_d193e25772
Be	w25_d193e25776
richte,	w1_d193e25781
ihren	w3_d193e25784
erwünschten	w5_d193e25787
Fortgang;	w7_d193e25790
und	w9_d193e25793
seynd	w11_d193e25796
in	w13_d193e25800
der	w15_d193e25803
Nacht	w17_d193e25806
zwischen	w19_d193e25809
dem	w21_d193e25812
30.	w23_d193e25815
und	w25_d193e25819
31.	w27_d193e25822
abgewichenen	w1_d193e25827
Monats	w3_d193e25830
die	w5_d193e25833
Lauf=gräben	w7_d193e25836
erbreitet,	w9_d193e25839
verbessert,	w11_d193e25842
und	w13_d193e25846
die	w15_d193e25849
Banquetten	w17_d193e25852
verfertiget,	w19_d193e25855
desgleichen	w1_d193e25861
auf	w3_d193e25864
der	w5_d193e25867
Anhöhe	w7_d193e25870
von	w9_d193e25873
Croischwitz	w11_d193e25876
drey	w13_d193e25880
Batterien	w15_d193e25883
zur	w17_d193e25886
Pflanzung	w19_d193e25889
der	w21_d193e25892
Canonen,	w23_d193e25895
und	w25_d193e25899
eine	w1_d193e25904
zu	w3_d193e25907
denen	w5_d193e25910
Mörsern	w7_d193e25913
in	w9_d193e25916
Stand	w11_d193e25919
gebracht	w13_d193e25923
,	w15_d193e25926
somit	w17_d193e25929
unverweilt,	w19_d193e25932
und	w21_d193e25935
mit	w23_d193e25938
guter	w25_d193e25942
Würkung	w27_d193e25945
daraus	w29_d193e25948
zu	w31_d193e25951
feuern,	w1_d193e25956
und	w3_d193e25959
zu	w5_d193e25962
spielen	w7_d193e25965
angefangen,	w9_d193e25968
auch	w11_d193e25971
bey	w13_d193e25975
solchem	w15_d193e25978
bis	w17_d193e25981
anhero	w19_d193e25984
kein	w21_d193e25987
anderer	w23_d193e25990
Verlust,	w25_d193e25994
als	w27_d193e25997
von	w29_d193e26000
5.	w1_d193e26005
Todten	w3_d193e26008
und	w5_d193e26011
6.	w7_d193e26014
Elessirten	w9_d193e26017
an	w11_d193e26020
Büchsen=meistern	w13_d193e26024
und	w15_d193e26027
Handlangern	w17_d193e26030
bemerket	w19_d193e26033
worden.	w21_d193e26036
</p>
<p id="p6_d193e26039">
Dahingegen	w1_d193e26043
hat	w3_d193e26046
es	w5_d193e26049
der	w7_d193e26052
feindlichen	w9_d193e26055
Garnison	w11_d193e26058
mit	w13_d193e26062
dem	w15_d193e26065
unterm	w17_d193e26068
30.	w19_d193e26071
Elapsi	w21_d193e26074
gegen	w23_d193e26077
unsere	w1_d193e26082
Appro	w3_d193e26085
chen	w5_d193e26088
bewürkten	w7_d193e26091
Ausfall	w9_d193e26094
gelungen,	w11_d193e26097
daß	w13_d193e26101
vermöge	w15_d193e26104
der	w17_d193e26107
nunmehro	w19_d193e26110
eingelangten	w21_d193e26113
Verzeichnuß	w1_d193e26118
diesseits	w3_d193e26121
gegen	w5_d193e26124
15.	w7_d193e26127
Officiers,	w9_d193e26130
und	w11_d193e26133
300.	w13_d193e26137
Gemeine	w15_d193e26140
an	w17_d193e26143
Todten,	w19_d193e26146
Bleßirten,	w21_d193e26149
und	w23_d193e26152
Verlornen,	w1_d193e26158
deren	w3_d193e26161
letztere	w5_d193e26164
Anzahl	w7_d193e26167
sich	w9_d193e26170
allein	w11_d193e26173
auf	w13_d193e26177
240.	w15_d193e26180
Köpfe	w17_d193e26183
belauffet,	w19_d193e26186
gezehlet	w21_d193e26189
werden.	w23_d193e26192
</p>
<p id="p8_d193e26195">
Den	w1_d193e26199
feindlichen	w3_d193e26202
Verlust	w5_d193e26205
hat	w7_d193e26208
man	w9_d193e26211
bis	w11_d193e26214
gegenwärtig	w13_d193e26218
noch	w15_d193e26221
nicht	w17_d193e26224
verläßlich	w19_d193e26227
in	w21_d193e26230
Er	w23_d193e26233
fahrung	w1_d193e26238
gebracht,	w3_d193e26241
jedoch	w5_d193e26244
muß	w7_d193e26247
solcher	w9_d193e26250
ebenfalls	w11_d193e26253
ziemlich	w13_d193e26257
beträglich	w15_d193e26260
gewesen	w17_d193e26263
seyn,	w19_d193e26266
weilen	w21_d193e26269
die	w1_d193e26274
Besatzung	w3_d193e26277
einen	w5_d193e26280
Still=stand,	w7_d193e26283
um	w9_d193e26286
ihre	w11_d193e26289
Todte	w13_d193e26293
zu	w15_d193e26296
begraben,	w17_d193e26299
anverlanget	w19_d193e26302
hat.	w21_d193e26305
Jn	w23_d193e26308
die	w25_d193e26312
sen	w1_d193e26318
Stillstand	w3_d193e26321
einzuwilligen,	w5_d193e26324
wurde	w7_d193e26327
auch	w9_d193e26330
Abseiten	w11_d193e26333
des	w13_d193e26337
Herrn	w15_d193e26340
Generalen	w17_d193e26343
der	w19_d193e26346
Cavallerie	w21_d193e26349
Grafen	w1_d193e26354
v.	w3_d193e26357
Nadascy,	w5_d193e26360
um	w7_d193e26363
da	w9_d193e26366
weniger	w11_d193e26369
ein	w13_d193e26373
bedenken	w15_d193e26376
getragen,	w17_d193e26379
als	w19_d193e26382
die	w21_d193e26385
Beweg=ursache	w23_d193e26388
in	w25_d193e26392
denen	w1_d193e26397
Pflichten	w3_d193e26400
der	w5_d193e26403
Menschlichkeit	w7_d193e26406
gegründet	w9_d193e26409
ist,	w11_d193e26412
jedoch	w13_d193e26416
hiebey	w15_d193e26419
die	w17_d193e26422
Bedingnuß	w19_d193e26425
zum	w21_d193e26428
Vor	w23_d193e26431
aus	w1_d193e26436
gesetzet,	w3_d193e26439
daß	w5_d193e26442
jeder	w7_d193e26445
Theil	w9_d193e26448
die	w11_d193e26451
Todte	w13_d193e26455
nicht	w15_d193e26458
weiter,	w17_d193e26461
als	w19_d193e26464
bis	w21_d193e26467
zur	w23_d193e26470
Halb=scheid	w25_d193e26474
des	w27_d193e26477
Terrains,	w29_d193e26480
so	w31_d193e26483
zwischen	w1_d193e26489
denen	w3_d193e26492
Festungs=werken,	w5_d193e26495
und	w7_d193e26498
denen	w9_d193e26501
Lauf=gräben	w11_d193e26504
gelegen	w13_d193e26508
ist,	w15_d193e26511
beerdigen	w17_d193e26514
solle;	w19_d193e26517
wie	w21_d193e26520
bil	w23_d193e26523
lig	w1_d193e26528
nun	w3_d193e26531
diese	w5_d193e26534
Bedingnuß	w7_d193e26537
ist,	w9_d193e26540
und	w11_d193e26543
anerkannt	w13_d193e26547
werden	w15_d193e26550
muß,	w17_d193e26553
so	w19_d193e26556
wurde	w21_d193e26559
sich	w23_d193e26562
doch	w25_d193e26566
Preußischer	w27_d193e26569
Seits	w29_d193e26572
derselben	w1_d193e26577
nicht	w3_d193e26580
gefüget.	w5_d193e26583
</p>
<p id="p10_d193e26586">
Jn	w1_d193e26590
dem	w3_d193e26593
hiesigen	w5_d193e26596
feindlichen	w7_d193e26599
Lager	w9_d193e26602
wird	w11_d193e26605
mit	w13_d193e26609
denen	w15_d193e26612
Verschanzungen,	w17_d193e26615
und	w19_d193e26618
Ausgrabung	w21_d193e26621
der	w1_d193e26626
Wölfs=gruben,	w3_d193e26629
wie	w5_d193e26632
es	w7_d193e26635
einige	w9_d193e26638
Kundschaften	w11_d193e26641
behaupten,	w13_d193e26645
noch	w15_d193e26648
immer	w17_d193e26651
fortgefahren.	w19_d193e26654
</p>
<head id="h2_d193e26696">
Haupt=quartier	w1_d193e26700
Pegau	w3_d193e26703
den	w5_d193e26706
26.	w7_d193e26709
Octobris	w9_d193e26712
1757.	w11_d193e26715
</head>
<p id="p4_d193e26718">
SAchdeme	w1_d193e26722
den	w3_d193e26725
22sten	w5_d193e26728
dieses	w7_d193e26731
die	w9_d193e26734
sammentliche	w11_d193e26737
Cavallerie	w13_d193e26741
der	w15_d193e26744
Kai	w17_d193e26747
serl.	w1_d193e26752
und	w3_d193e26755
Reichs=armée	w5_d193e26758
die	w7_d193e26761
Sala	w9_d193e26764
passiret	w11_d193e26767
hatte,	w13_d193e26771
ist	w15_d193e26774
Tags	w17_d193e26777
da	w19_d193e26780
rauf,	w1_d193e26785
nämlichen	w3_d193e26788
den	w5_d193e26791
23ten	w7_d193e26794
von	w9_d193e26797
gesammter	w11_d193e26800
sothaner	w13_d193e26804
Armée	w15_d193e26807
der	w17_d193e26810
Marsche	w1_d193e26816
nacher	w3_d193e26819
Skelen	w5_d193e26822
genommen,	w7_d193e26825
und	w9_d193e26828
das	w11_d193e26831
Haupt=quartier	w13_d193e26835
in	w15_d193e26838
so	w17_d193e26841
thanen	w1_d193e26846
Ort	w3_d193e26849
bezogen	w5_d193e26852
worden,	w7_d193e26855
von	w9_d193e26858
wannen	w11_d193e26861
nämlichen	w13_d193e26865
Tags	w15_d193e26868
der	w17_d193e26871
Fran	w19_d193e26874
zösische	w1_d193e26879
General=leutenant	w3_d193e26882
Marquis	w5_d193e26885
de	w7_d193e26888
Mailly	w9_d193e26891
mit	w11_d193e26894
seinem	w13_d193e26898
Corpetto	w15_d193e26901
nacher	w1_d193e26906
Stössen,	w3_d193e26909
der	w5_d193e26912
die	w7_d193e26915
diesseitige	w9_d193e26918
Vor=troupen	w11_d193e26921
commandixende	w13_d193e26925
ebenmäßig	w1_d193e26931
Französische	w3_d193e26934
General=leutenant	w5_d193e26937
Comte	w7_d193e26940
de	w9_d193e26943
St.	w11_d193e26946
Germain	w13_d193e26950
nacher	w1_d193e26955
Pegau,	w3_d193e26958
der	w5_d193e26961
General	w7_d193e26964
Graf	w9_d193e26967
von	w11_d193e26970
Scezeni	w13_d193e26974
mit	w15_d193e26977
allen	w17_d193e26980
Hussaren	w19_d193e26983
na	w21_d193e26986
cher	w1_d193e26991
Rötta,	w3_d193e26994
und	w5_d193e26997
endlich	w7_d193e27000
der	w9_d193e27003
General	w11_d193e27006
Laudon	w13_d193e27010
nacher	w15_d193e27013
Hohen=melsen	w17_d193e27016
vor	w19_d193e27019
gerucket	w1_d193e27024
seynd.	w3_d193e27027
</p>
<p id="p6_d193e27030">
Nämlichen	w1_d193e27034
Tags	w3_d193e27037
langte	w5_d193e27040
die	w7_d193e27043
Nachricht	w9_d193e27046
ein,	w11_d193e27049
daß	w13_d193e27053
der	w15_d193e27056
König	w17_d193e27059
in	w19_d193e27062
Preussen	w1_d193e27067
mit	w3_d193e27070
seiner	w5_d193e27073
Armée	w7_d193e27076
nacher	w9_d193e27079
Torgau	w11_d193e27082
zuruck	w13_d193e27086
gekehret,	w15_d193e27089
eine	w17_d193e27092
Preus	w19_d193e27095
sische	w1_d193e27100
Verstärkung	w3_d193e27103
auch	w5_d193e27106
in	w7_d193e27109
Leipzig	w9_d193e27112
angekommen	w11_d193e27115
seye;	w13_d193e27119
der	w15_d193e27122
General	w17_d193e27125
Laudon	w1_d193e27131
aber	w3_d193e27134
dem	w5_d193e27137
Feind	w7_d193e27140
bey	w9_d193e27143
Weissenfels,	w11_d193e27146
und	w13_d193e27150
General	w15_d193e27153
Scezeni	w17_d193e27156
solchen	w19_d193e27159
an	w1_d193e27164
der	w3_d193e27167
Elster	w5_d193e27170
beobachte,	w7_d193e27173
seine	w9_d193e27176
Patrouillen	w11_d193e27179
auch	w13_d193e27183
bis	w15_d193e27186
nach	w17_d193e27189
Eulenburg	w19_d193e27192
zwischen	w1_d193e27197
Leipzig	w3_d193e27200
und	w5_d193e27203
Torgau	w7_d193e27206
abgeschicket	w9_d193e27209
habe.	w11_d193e27212
</p>
<p id="p8_d193e27215">
Den	w1_d193e27219
24ten	w3_d193e27222
setzte	w5_d193e27225
die	w7_d193e27228
Kaiserl.	w9_d193e27231
Reichs=armée	w11_d193e27234
ihren	w13_d193e27238
Zug	w15_d193e27241
weiters	w17_d193e27244
nacher	w1_d193e27249
Teichern	w3_d193e27252
fort,	w5_d193e27255
des	w7_d193e27258
commandirenden	w9_d193e27261
Hrn.	w11_d193e27264
Feld=marschallens	w13_d193e27268
Herzogs	w1_d193e27273
von	w3_d193e27276
Sachsen=Hildburgshausen	w5_d193e27279
Durchl.	w7_d193e27282
begaben	w9_d193e27285
sich	w11_d193e27288
mit	w13_d193e27292
der	w15_d193e27295
Avant-garde	w1_d193e27301
bis	w3_d193e27304
in	w5_d193e27307
die	w7_d193e27310
Gegend	w9_d193e27313
von	w11_d193e27316
Leipzig,	w13_d193e27320
um	w15_d193e27323
solche	w17_d193e27326
in	w19_d193e27329
Augen	w21_d193e27332
schein	w1_d193e27337
zu	w3_d193e27340
nehmen,	w5_d193e27343
wo	w7_d193e27346
inzwischen	w9_d193e27349
obberührter	w11_d193e27352
Französische	w13_d193e27356
General	w15_d193e27359
leutenant	w1_d193e27364
Marquis	w3_d193e27367
de	w5_d193e27370
Mailly	w7_d193e27373
nacher	w9_d193e27376
Tocka,	w11_d193e27379
der	w13_d193e27383
General	w15_d193e27386
Laudon	w17_d193e27389
nacher	w1_d193e27394
Lüzen,	w3_d193e27397
und	w5_d193e27400
der	w7_d193e27403
General	w9_d193e27406
Scezeni	w11_d193e27409
bis	w13_d193e27413
gegen	w15_d193e27416
Leipzig	w17_d193e27419
nacher	w19_d193e27422
klein	w21_d193e27425
Konöwitz	w1_d193e27431
avanciret	w3_d193e27434
waren,	w5_d193e27437
der	w7_d193e27440
General	w9_d193e27443
St.	w11_d193e27446
Germain	w13_d193e27450
hingegen	w15_d193e27453
sich	w17_d193e27456
nacher	w1_d193e27461
Gautz	w3_d193e27464
verfüget	w5_d193e27467
hatte.	w7_d193e27470
</p>
<p id="p10_d193e27473">
Eben	w1_d193e27477
diesen	w3_d193e27480
Tag	w5_d193e27483
berichtete	w7_d193e27486
der	w9_d193e27489
General	w11_d193e27492
Laudon,	w13_d193e27496
wie	w15_d193e27499
daß	w17_d193e27502
das	w19_d193e27505
bis	w21_d193e27508
nun	w1_d193e27513
zu	w3_d193e27516
Weissenfels	w5_d193e27519
gestandene	w7_d193e27522
feindliche	w9_d193e27525
Corpo	w11_d193e27528
den	w13_d193e27532
23sten	w15_d193e27535
Nachts	w17_d193e27538
um	w19_d193e27541
10.	w1_d193e27546
Uhr	w3_d193e27549
aus	w5_d193e27552
Weissenfels	w7_d193e27555
sich	w9_d193e27558
retiriret,	w11_d193e27561
und	w13_d193e27565
seinen	w15_d193e27568
Zug	w17_d193e27571
gegen	w19_d193e27574
Leipzig	w21_d193e27577
</p>
<p id="p16_d193e27591">
genommen	w1_d193e27595
hätte;	w3_d193e27598
Merseburg	w5_d193e27601
hingegen	w7_d193e27604
noch	w9_d193e27607
durch	w11_d193e27610
ein	w13_d193e27614
anderweites	w15_d193e27617
Corps	w17_d193e27620
unter	w1_d193e27625
Commando	w3_d193e27628
des	w5_d193e27631
General	w7_d193e27634
Mayers	w9_d193e27637
besetzet,	w11_d193e27640
sothanes	w13_d193e27644
Corps	w15_d193e27647
aber	w17_d193e27650
auch	w1_d193e27655
alda	w3_d193e27658
beständig	w5_d193e27661
Marsch=fertig	w7_d193e27664
wäre.	w9_d193e27667
</p>
<p id="p18_d193e27670">
Gleichwie	w1_d193e27674
nun	w3_d193e27677
derer	w5_d193e27680
nach	w7_d193e27683
einander	w9_d193e27686
gemachten	w11_d193e27689
zweyen	w13_d193e27693
beschwerli	w15_d193e27696
chen	w1_d193e27701
Märschen	w3_d193e27704
ungeachtet	w5_d193e27707
bey	w7_d193e27710
diesen	w9_d193e27713
Umständen	w11_d193e27716
für	w13_d193e27720
nöthig	w15_d193e27723
befunden	w17_d193e27726
worden,	w1_d193e27731
mit	w3_d193e27734
der	w5_d193e27737
Armee	w7_d193e27740
weiter	w9_d193e27743
vorzurucken,	w11_d193e27746
also	w13_d193e27750
wunrde	w15_d193e27753
solche	w17_d193e27756
auch	w19_d193e27759
den	w1_d193e27765
25.	w3_d193e27768
nacher	w5_d193e27771
Pegau	w7_d193e27774
in	w9_d193e27777
Bewegung	w11_d193e27780
gesetzet,	w13_d193e27784
und	w15_d193e27787
von	w17_d193e27790
des	w19_d193e27793
commandi-	w21_d193e27796
renden	w1_d193e27801
Herrn	w3_d193e27804
Feld=marschalls	w5_d193e27807
Herzogs	w7_d193e27810
von	w9_d193e27813
Sachsen=hildburghausen	w11_d193e27816
Durchl.	w1_d193e27821
den	w3_d193e27824
eigenen	w5_d193e27827
Tag	w7_d193e27830
alldorten	w9_d193e27833
das	w11_d193e27836
Haupt=quartier	w13_d193e27840
genommen;	w15_d193e27843
den	w1_d193e27848
nämlichen	w3_d193e27851
Tag	w5_d193e27854
auch	w7_d193e27857
von	w9_d193e27860
des	w11_d193e27863
Reichs=general=feld=zeugmeisters	w13_d193e27867
Herrn	w1_d193e27873
Marggrafens	w3_d193e27876
zu	w5_d193e27879
Baaden=durlach	w7_d193e27882
Durchl.	w9_d193e27885
mit	w11_d193e27888
ihrem	w13_d193e27892
unterha	w15_d193e27895
benden	w1_d193e27900
Corps	w3_d193e27903
von	w5_d193e27906
Gera	w7_d193e27909
nacher	w9_d193e27912
Zeitz,	w11_d193e27915
auf	w13_d193e27919
erhaltenen	w15_d193e27922
Befehl,	w17_d193e27925
sich	w19_d193e27928
ge	w21_d193e27931
zogen.	w1_d193e27936
</p>
<p id="p20_d193e27939">
Vermög	w1_d193e27943
Bericht	w3_d193e27946
des	w5_d193e27949
General	w7_d193e27952
Grafens	w9_d193e27955
von	w11_d193e27958
Scezeni,	w13_d193e27962
ist	w15_d193e27965
der	w17_d193e27968
Feind	w19_d193e27971
den	w1_d193e27976
eigenen	w3_d193e27979
25.	w5_d193e27982
gegen	w7_d193e27985
2.	w9_d193e27988
Uhr	w11_d193e27991
Nachmittags,	w13_d193e27995
mit	w15_d193e27998
Jnfanterie	w17_d193e28001
sowol	w19_d193e28004
als	w1_d193e28009
Cavallerie,	w3_d193e28012
gegen	w5_d193e28015
seine	w7_d193e28018
Vor=posten	w9_d193e28021
aus	w11_d193e28024
der	w13_d193e28028
Stadt	w15_d193e28031
Leipzig	w17_d193e28034
vorge	w19_d193e28037
rucket;	w1_d193e28043
nachdeme	w3_d193e28046
aber	w5_d193e28049
sothaner	w7_d193e28052
General	w9_d193e28055
sein	w11_d193e28058
unterhabendes	w13_d193e28062
Corpo	w15_d193e28065
sogleich	w1_d193e28070
dem	w3_d193e28073
Feinde	w5_d193e28076
entgegen	w7_d193e28079
gestellet	w9_d193e28082
hätte,	w11_d193e28085
wäre	w13_d193e28089
derselbe	w15_d193e28092
zwar	w17_d193e28095
eine	w19_d193e28098
Weile	w1_d193e28103
stehen	w3_d193e28106
geblieben,	w5_d193e28109
und	w7_d193e28112
habe	w9_d193e28115
auch	w11_d193e28118
einige	w13_d193e28122
Canonen	w15_d193e28125
gegen	w17_d193e28128
unsere	w19_d193e28131
Hussaren	w1_d193e28136
abfeuren	w3_d193e28139
lassen;	w5_d193e28142
hätte	w7_d193e28145
sich	w9_d193e28148
aber	w11_d193e28151
sofort	w13_d193e28155
in	w15_d193e28158
die	w17_d193e28161
Stadt,	w19_d193e28164
ohne	w21_d193e28167
einigen	w1_d193e28173
unsern	w3_d193e28176
Verlust,	w5_d193e28179
wieder	w7_d193e28182
zuruck=gezogen,	w9_d193e28185
ausser	w11_d193e28188
daß	w13_d193e28192
ein	w15_d193e28195
Hussa	w17_d193e28198
ren=pferd	w1_d193e28203
dabey	w3_d193e28206
todt=geschossen	w5_d193e28209
worden.	w7_d193e28212
</p>
<p id="p22_d193e28215">
Nach	w1_d193e28219
denen,	w3_d193e28222
besagten	w5_d193e28225
Generalen	w7_d193e28228
von	w9_d193e28231
seinen	w11_d193e28234
Vor=posten	w13_d193e28238
zuruck	w15_d193e28241
gekommenen	w1_d193e28246
Berichten,	w3_d193e28249
solle	w5_d193e28252
den	w7_d193e28255
25.	w9_d193e28258
ein	w11_d193e28261
starkes	w13_d193e28265
Preußisches	w15_d193e28268
Corps	w17_d193e28271
nebst	w1_d193e28276
vieler	w3_d193e28279
Artillerie	w5_d193e28282
und	w7_d193e28285
Munition,	w9_d193e28288
in	w11_d193e28291
Eulenburg	w13_d193e28295
eingerucket	w15_d193e28298
seyn,	w1_d193e28304
der	w3_d193e28307
König	w5_d193e28310
auch	w7_d193e28313
selbsten	w9_d193e28316
in	w11_d193e28319
Person	w13_d193e28323
sich	w15_d193e28326
dabey	w17_d193e28329
befinden.	w1_d193e28334
</p>
</doc>
