<doc id="wr_1760-01-02" attrs="word" year="1760" month="01" day="02" corpus="2">
<head id="h2_d411e2925">
Erfurt	w1_d411e2929
dem	w7_d411e24714
Ende	w9_d411e24717
erinneret	w11_d411e24720
wird,	w13_d411e24724
damit	w1_d411e24729
dieselbe	w3_d411e24732
sich	w5_d411e24735
darnach	w7_d411e24738
zu	w9_d411e24741
richten,	w11_d411e24744
und	w13_d411e24748
für	w15_d411e24751
Schaden	w1_d411e24757
zu	w3_d411e24760
huten	w5_d411e24763
wissen	w7_d411e24766
mögen.	w9_d411e24769
Ex	w11_d411e24772
Consistorio	w13_d411e24776
Archi-Episeopali	w1_d411e24781
Viennensi	w3_d411e24784
den	w5_d411e24787
5.	w7_d411e24790
Dec.	w9_d411e24793
1759.	w11_d411e24796
</p>
<p id="p48_d411e24800">
Von	w1_d411e24804
der	w3_d411e24807
N.	w5_d411e24810
Oe.	w7_d411e24813
Regierung	w9_d411e24816
wegen,	w11_d411e24819
wird	w13_d411e24823
mit	w15_d411e24826
gegenwärtig=offenen	w1_d411e24831
Edict	w3_d411e24834
jedermänniglich,	w5_d411e24837
so	w7_d411e24840
wol	w1_d411e24845
An	w3_d411e24848
als	w5_d411e24851
Abwesenden,	w7_d411e24854
deme	w9_d411e24857
darau	w11_d411e24860
gelegen,	w13_d411e24864
kund	w1_d411e24870
und	w3_d411e24873
zu	w5_d411e24876
wissen	w7_d411e24879
gemacht:	w9_d411e24882
Es	w11_d411e24885
habe	w13_d411e24889
Regie	w15_d411e24892
rung	w1_d411e24897
nach	w3_d411e24900
erfolgt	w5_d411e24903
tödtlichen	w7_d411e24906
Hintritt	w9_d411e24909
der	w11_d411e24912
Ma	w13_d411e24916
riä	w1_d411e24921
Theresia	w3_d411e24924
di	w5_d411e24927
Voglia	w7_d411e24930
Wittib,	w9_d411e24933
zu	w11_d411e24936
Erfindung	w13_d411e24940
desselben	w1_d411e24945
etwann	w3_d411e24948
verhandenen	w5_d411e24951
Æris	w7_d411e24954
alieni,	w9_d411e24957
folgends	w11_d411e24960
auch	w1_d411e24966
zu	w3_d411e24969
sicherer	w5_d411e24972
Abhandlung	w7_d411e24975
solcher	w9_d411e24978
Verlassen	w11_d411e24981
schaft	w1_d411e24986
für	w3_d411e24989
nöhtig	w5_d411e24992
befunden,	w7_d411e24995
die	w9_d411e24998
sammentliche	w11_d411e25001
sowol	w1_d411e25006
in	w3_d411e25009
als	w5_d411e25012
ausser	w7_d411e25015
Land	w9_d411e25018
befindliche	w11_d411e25021
di	w13_d411e25025
Voglai	w15_d411e25028
sche	w1_d411e25033
Glaubiger	w3_d411e25036
zu	w5_d411e25039
Anmeld	w7_d411e25042
und	w9_d411e25045
Liquiderung	w11_d411e25048
ihrer	w13_d411e25052
an	w1_d411e25058
wiederholt	w3_d411e25061
di	w5_d411e25064
Voglaische	w7_d411e25067
Verlassenschaft	w9_d411e25070
zu	w11_d411e25073
stellen	w1_d411e25078
habender	w3_d411e25081
Sprüch	w5_d411e25084
und	w7_d411e25087
Forderungen	w9_d411e25090
gericht	w11_d411e25093
lich	w1_d411e25098
vorzuladen,	w3_d411e25101
und	w5_d411e25104
einzuberuffen;	w7_d411e25107
zu	w9_d411e25110
welchem	w11_d411e25113
Ende	w1_d411e25118
denenselben	w3_d411e25121
der	w5_d411e25124
24.	w7_d411e25127
Tag	w9_d411e25130
des	w11_d411e25133
Monats	w13_d411e25137
Ja	w15_d411e25140
nuarii	w1_d411e25146
1760.	w3_d411e25149
Nachmittag	w5_d411e25152
um	w7_d411e25155
4.	w9_d411e25158
Uhr	w11_d411e25161
zur	w13_d411e25165
genohn	w15_d411e25168
lichen	w1_d411e25173
Convocations	w3_d411e25176
und	w5_d411e25179
Anmeldungs=tagsatzung	w7_d411e25182
zu	w1_d411e25187
all=endlicher	w3_d411e25190
Frist	w5_d411e25193
anberaumet	w7_d411e25196
worden.	w9_d411e25199
Sol	w11_d411e25202
chemnach	w1_d411e25207
werden	w3_d411e25210
all	w5_d411e25213
und	w7_d411e25216
jede,	w9_d411e25219
welche	w11_d411e25222
bey	w13_d411e25226
ge	w15_d411e25229
dacht=Maria	w1_d411e25235
Theresia	w3_d411e25238
di	w5_d411e25241
Voglaischer	w7_d411e25244
Verlassen	w9_d411e25247
schaft	w1_d411e25252
um	w3_d411e25255
rechtmäßiger	w5_d411e25258
Forderung	w7_d411e25261
willen	w9_d411e25264
einige	w11_d411e25267
Sprüch	w1_d411e25272
haben,	w3_d411e25275
oder	w5_d411e25278
zu	w7_d411e25281
haben	w9_d411e25284
vermeinen,	w11_d411e25287
an	w13_d411e25291
obbestimmten	w1_d411e25296
Tag	w3_d411e25299
und	w5_d411e25302
Stund	w7_d411e25305
vor	w9_d411e25308
Regierung	w11_d411e25311
in	w13_d411e25315
der	w1_d411e25321
daselbst	w3_d411e25324
zu	w5_d411e25327
solchem	w7_d411e25330
Ende	w9_d411e25333
offen	w11_d411e25336
haltenden	w13_d411e25340
Com	w15_d411e25343
mißions	w1_d411e25348
stuben	w3_d411e25351
entweder	w5_d411e25354
selbst	w7_d411e25357
persönlich,	w9_d411e25360
oder	w11_d411e25363
durch	w1_d411e25368
hierzu	w3_d411e25371
genugsam	w5_d411e25374
gevollmächtigte	w7_d411e25377
Gewalt	w9_d411e25380
tragere	w1_d411e25385
also	w3_d411e25388
gewiß	w5_d411e25391
zu	w7_d411e25394
erscheinen,	w9_d411e25397
und	w11_d411e25400
ihre	w13_d411e25404
an	w15_d411e25407
solche	w1_d411e25413
Verlassenschaft	w3_d411e25416
habende	w5_d411e25419
Anforderung	w7_d411e25422
anzu	w9_d411e25425
melden,	w1_d411e25430
auch	w3_d411e25433
rechtlich	w5_d411e25436
zu	w7_d411e25439
liquidiren	w9_d411e25442
haben,	w11_d411e25445
als	w13_d411e25449
im	w1_d411e25454
widrigen	w3_d411e25457
die	w5_d411e25460
Abhandlung	w7_d411e25463
gleichwolen	w9_d411e25466
vorge	w11_d411e25469
nommen,	w1_d411e25474
und	w3_d411e25477
ungehindert	w5_d411e25480
deren	w7_d411e25483
etwann	w9_d411e25486
ver	w11_d411e25489
handenen	w1_d411e25495
Glaubigern,	w3_d411e25498
so	w5_d411e25501
sich	w7_d411e25504
mit	w9_d411e25507
ihren	w11_d411e25510
Anfor	w13_d411e25514
derungen	w1_d411e25519
in	w3_d411e25522
bestimmter	w5_d411e25525
Zeit	w7_d411e25528
nicht	w9_d411e25531
angemeldet,	w11_d411e25534
solche	w1_d411e25539
Verlassenschaft	w3_d411e25542
denen	w5_d411e25545
rechtmatigen	w7_d411e25548
di	w9_d411e25551
Vo	w11_d411e25554
glnischen	w1_d411e25559
Erben	w3_d411e25562
eingeantwortet,	w5_d411e25565
auch	w7_d411e25568
ansonsten	w9_d411e25571
ex	w1_d411e25577
officio	w3_d411e25580
vorgekehret	w5_d411e25583
werden	w7_d411e25586
solle,	w9_d411e25589
was	w11_d411e25592
Rech	w13_d411e25596
tens	w1_d411e25601
ist.	w3_d411e25604
Wornach	w5_d411e25607
sich	w7_d411e25610
also	w9_d411e25613
ein	w11_d411e25616
jeder	w13_d411e25620
zu	w15_d411e25623
richten	w17_d411e25626
wissen	w1_d411e25631
wird,	w3_d411e25634
So	w5_d411e25637
beschehen	w7_d411e25640
Wien	w9_d411e25643
den;	w11_d411e25646
Da	w13_d411e25650
cembris	w1_d411e25655
1759.	w3_d411e25658
</p>
</doc>
