<doc id="wr_1762-01-06" attrs="word" year="1762" month="01" day="06" corpus="2">
<head id="h2_d619e3497">
Lißbon	w1_d619e3501
ein	w15_d619e25223
auf	w17_d619e25226
besagter	w1_d619e25231
Herrschaft	w3_d619e25234
in	w5_d619e25237
dem	w7_d619e25240
Ort	w9_d619e25243
Staatz	w11_d619e25246
behaust	w13_d619e25250
gewester	w1_d619e25255
Unterthan,	w3_d619e25258
Balthasar	w5_d619e25261
Peinhoffer	w7_d619e25264
aus	w9_d619e25267
Bayern	w1_d619e25272
gebürtig,	w3_d619e25275
ohne	w5_d619e25278
Hinterlassung	w7_d619e25281
Eheleib	w9_d619e25284
lichen	w1_d619e25290
Erben	w3_d619e25293
ab	w5_d619e25296
intestato	w7_d619e25299
verstorben,	w9_d619e25302
um	w11_d619e25305
dessen	w13_d619e25309
zuruck	w1_d619e25314
gebliebene	w3_d619e25317
Verlassenschaft	w5_d619e25320
pr.	w7_d619e25323
50	w9_d619e25326
fl.	w11_d619e25329
einige	w13_d619e25333
Erben	w1_d619e25338
sich	w3_d619e25341
hervor	w5_d619e25344
gethan,	w7_d619e25347
und	w9_d619e25350
um	w11_d619e25353
die	w13_d619e25357
Einant	w15_d619e25360
wortung	w1_d619e25365
derselben	w3_d619e25368
angelanget	w5_d619e25371
haben.	w7_d619e25374
Da	w9_d619e25377
aber	w11_d619e25380
zu	w1_d619e25386
wissen	w3_d619e25389
nohtwendig,	w5_d619e25392
ob	w7_d619e25395
nicht	w9_d619e25398
einige	w11_d619e25401
obhanden,	w13_d619e25405
welche	w1_d619e25410
zu	w3_d619e25413
sothaner	w5_d619e25416
Peinhofferischen	w7_d619e25419
Verlassenschaft	w9_d619e25422
mehrere	w1_d619e25427
Erb=sprüche	w3_d619e25430
haben,	w5_d619e25433
oder	w7_d619e25436
zu	w9_d619e25439
haben	w11_d619e25442
ver	w13_d619e25446
meinen.	w1_d619e25451
Dahero	w3_d619e25454
dieselben	w5_d619e25457
von	w7_d619e25460
heut	w9_d619e25463
Dato	w11_d619e25466
ner	w1_d619e25472
einem	w3_d619e25475
Jahr,	w5_d619e25478
6.	w7_d619e25481
Wochen	w9_d619e25484
und	w11_d619e25487
3.	w13_d619e25491
Tägen	w15_d619e25494
bey	w17_d619e25497
alhiesiger	w1_d619e25502
Amts=canzley	w3_d619e25505
sich	w5_d619e25508
also	w7_d619e25511
gewiß	w9_d619e25514
melden,	w11_d619e25517
und	w1_d619e25522
behörig	w3_d619e25525
legitimiren	w5_d619e25528
sollen,	w7_d619e25531
wie	w9_d619e25534
im	w11_d619e25537
widri	w13_d619e25541
gen	w1_d619e25546
mit	w3_d619e25549
solcher	w5_d619e25552
Verlassenschaft,	w7_d619e25555
wie	w9_d619e25558
Rechtens	w11_d619e25561
ist,	w13_d619e25565
vorgegangen	w1_d619e25571
werden	w3_d619e25574
wird.	w5_d619e25577
Actum	w7_d619e25580
Staatz	w9_d619e25583
den	w11_d619e25586
28.	w1_d619e25591
Sept.	w3_d619e25594
1761.	w5_d619e25597
</p>
<list id="l58_d619e25600">
Bey	w1_d619e25604
dem	w3_d619e25607
Buchhändler	w5_d619e25610
Johann	w7_d619e25613
Paul	w9_d619e25616
Kraus,	w11_d619e25619
nächst	w1_d619e25624
der	w3_d619e25627
K.	w5_d619e25630
K.	w7_d619e25633
Burg,	w9_d619e25636
dem	w11_d619e25639
neuen	w13_d619e25643
Comedien	w15_d619e25646
haus	w1_d619e25651
gezenüber	w3_d619e25654
sind	w5_d619e25657
nachfolgende	w7_d619e25660
Bücher	w9_d619e25663
zu	w11_d619e25666
haben,	w13_d619e25670
auch	w1_d619e25676
wird	w3_d619e25679
ein	w5_d619e25682
neuer	w7_d619e25685
Catalogus	w9_d619e25688
von	w11_d619e25691
Französischen	w13_d619e25695
und	w1_d619e25700
Teutschen	w3_d619e25703
Büchern	w5_d619e25706
gratis	w7_d619e25709
ausgegeben.	w9_d619e25712
Charlotte	w1_d619e25717
die	w3_d619e25720
Geschichte	w5_d619e25723
der	w7_d619e25726
Fräutein	w9_d619e25729
von	w11_d619e25732
Weis	w13_d619e25736
sensee,	w1_d619e25741
2.	w3_d619e25744
Theile	w5_d619e25747
8vo.	w7_d619e25750
Koppenhagen	w9_d619e25753
1761.	w11_d619e25756
1.	w13_d619e25760
fl.	w15_d619e25763
30.	w1_d619e25769
kr.	w3_d619e25772
Vogels	w1_d619e25777
(D.	w3_d619e25780
Rudolph	w5_d619e25783
Augustin)	w7_d619e25786
practisches	w9_d619e25789
Mineral=system,	w1_d619e25794
groß	w3_d619e25797
8vo	w5_d619e25800
Leipzig	w7_d619e25803
1762.	w9_d619e25806
2.	w11_d619e25809
fl.	w13_d619e25813
30.	w15_d619e25816
kr.	w17_d619e25819
Gedanken	w1_d619e25824
über	w3_d619e25827
die	w5_d619e25830
Kriegs=kunst,	w7_d619e25833
8vo.	w9_d619e25836
Berlin	w11_d619e25839
1762.	w1_d619e25845
42.	w3_d619e25848
kr.	w5_d619e25851
L'Eprit	w1_d619e25856
de	w3_d619e25859
la	w5_d619e25862
Marquise	w7_d619e25865
de	w9_d619e25868
Sévigné,	w11_d619e25871
onvrage	w13_d619e25875
addrescé	w1_d619e25880
aux	w3_d619e25883
jeunes	w5_d619e25886
Demoiselles,	w7_d619e25889
oder	w9_d619e25892
schöne	w11_d619e25895
Gedanken,	w1_d619e25900
curieuse	w3_d619e25903
Nachrichten	w5_d619e25906
und	w7_d619e25909
artige	w9_d619e25912
Er	w11_d619e25915
zehlungen	w1_d619e25921
aus	w3_d619e25924
den	w5_d619e25927
Briefen	w7_d619e25930
der	w9_d619e25933
Marquisin	w11_d619e25936
von	w13_d619e25940
Se	w15_d619e25943
wigne	w1_d619e25948
an	w3_d619e25951
ihre	w5_d619e25954
Tochter	w7_d619e25957
die	w9_d619e25960
Gräfin	w11_d619e25963
von	w13_d619e25967
Grignau,	w15_d619e25970
8vo.	w1_d619e25975
Frf.	w3_d619e25978
1761	w5_d619e25981
45.	w7_d619e25984
kr.	w9_d619e25987
La	w1_d619e25992
Mor	w3_d619e25995
d'Abel,	w5_d619e25998
Poeme	w7_d619e26001
en	w9_d619e26004
cinq	w11_d619e26007
Chants,	w13_d619e26011
tra-	w15_d619e26014
duit	w1_d619e26020
de	w3_d619e26023
l’Allemand	w5_d619e26026
de	w7_d619e26029
Mr.	w9_d619e26032
Gesner	w11_d619e26035
par	w13_d619e26039
Mr.	w15_d619e26042
Huber,	w17_d619e26045
8vo.	w1_d619e26050
Paris	w3_d619e26053
1761.	w5_d619e26056
1.	w7_d619e26059
fl.	w9_d619e26062
</list>
<list id="l60_d619e26067">
Relation	w1_d619e26071
de	w3_d619e26074
la	w5_d619e26077
Maladie	w7_d619e26080
de	w9_d619e26083
la	w11_d619e26086
Confession,	w13_d619e26090
de	w15_d619e26093
la	w17_d619e26096
Fin	w1_d619e26101
de	w3_d619e26104
Mr.	w5_d619e26107
Voltaire	w7_d619e26110
p.	w9_d619e26113
Dubois	w11_d619e26116
8vo.	w13_d619e26120
1761.	w15_d619e26123
12.	w17_d619e26126
xr.	w19_d619e26129
Simonis	w1_d619e26134
(P.	w3_d619e26137
Jordan)	w5_d619e26140
Urtheil	w7_d619e26143
über	w9_d619e26146
die	w11_d619e26149
See	w13_d619e26153
len	w1_d619e26159
lehre	w3_d619e26162
einiger	w5_d619e26165
Aerzte,	w7_d619e26168
oder	w9_d619e26171
die	w11_d619e26174
Selbstzernich	w13_d619e26178
tung	w1_d619e26183
über	w3_d619e26186
des	w5_d619e26189
heutigen	w7_d619e26192
GOtt	w9_d619e26195
und	w11_d619e26198
die	w13_d619e26202
Seele	w15_d619e26205
längnenden	w1_d619e26210
Materialismus,	w3_d619e26213
8vo.	w5_d619e26216
Augsp.	w7_d619e26219
1761.	w9_d619e26222
1.	w1_d619e26227
fl.	w3_d619e26230
15.	w5_d619e26233
kr.	w7_d619e26236
Tralles	w1_d619e26242
(D.	w3_d619e26245
Balth.	w5_d619e26248
Ludov.	w7_d619e26251
de	w9_d619e26254
Methodo	w11_d619e26257
me-	w13_d619e26261
dendi	w1_d619e26266
variolis	w3_d619e26269
hactenus	w5_d619e26272
cognita	w7_d619e26275
sæpe	w9_d619e26278
insufficien-	w11_d619e26281
te	w1_d619e26286
magno	w3_d619e26289
pro	w5_d619e26292
inoculatione	w7_d619e26295
Argumento	w9_d619e26298
disserta-	w11_d619e26301
tio	w1_d619e26306
Epistolaris,	w3_d619e26309
8vo.	w5_d619e26312
1761.	w7_d619e26315
30.	w9_d619e26318
xr.	w11_d619e26321
Denkwürdigkeiten	w1_d619e26327
Friedrichs	w3_d619e26330
des	w5_d619e26333
grossen	w7_d619e26336
jetzt	w9_d619e26339
regierenden	w1_d619e26344
Konlgs	w3_d619e26347
in	w5_d619e26350
Preussen,	w7_d619e26353
8ter.	w9_d619e26356
Theil	w11_d619e26359
1.	w13_d619e26363
fl.	w15_d619e26366
auch	w1_d619e26371
sind	w3_d619e26374
alle	w5_d619e26377
Theile	w7_d619e26380
zu	w9_d619e26383
haben.	w11_d619e26386
Des	w1_d619e26391
Hrn.	w3_d619e26394
Franz	w5_d619e26397
Lafitau	w7_d619e26400
Fasten	w9_d619e26403
predigten,	w11_d619e26406
aus	w13_d619e26410
dem	w1_d619e26416
Französischen	w3_d619e26419
übersetzt,	w5_d619e26422
4.	w7_d619e26425
Theile,	w9_d619e26428
groß	w11_d619e26431
8vo.	w13_d619e26435
Wien	w1_d619e26440
1762.	w3_d619e26443
3	w5_d619e26446
fl.	w7_d619e26449
</list>
<p id="p62_d619e26453">
Wir	w1_d619e26457
Burgermeister	w3_d619e26460
Amts=verwalter	w5_d619e26463
und	w7_d619e26466
Raht	w9_d619e26469
der	w1_d619e26474
Stadt	w3_d619e26477
Wien,	w5_d619e26480
geben	w7_d619e26483
hiemit	w9_d619e26486
durch	w11_d619e26489
dieses	w13_d619e26493
of	w15_d619e26496
fene	w1_d619e26501
Edict	w3_d619e26504
jedermänniglich	w5_d619e26507
zu	w7_d619e26510
vernehmen,	w9_d619e26513
was	w11_d619e26516
gestalten	w1_d619e26522
wir	w3_d619e26525
über	w5_d619e26528
einen	w7_d619e26531
berahtschlagten	w9_d619e26534
Rait	w11_d619e26537
handlers	w1_d619e26542
Bericht	w3_d619e26545
d.	w5_d619e26548
d.	w7_d619e26551
18.	w9_d619e26554
Decemb.	w11_d619e26557
dies	w13_d619e26561
Jahrs	w15_d619e26564
in	w1_d619e26569
ein	w3_d619e26572
nochmalig	w5_d619e26575
und	w7_d619e26578
endliches	w9_d619e26581
Licitations=edict	w11_d619e26584
gewilliget,	w1_d619e26589
und	w3_d619e26592
verordnet	w5_d619e26595
haben,	w7_d619e26598
daß	w9_d619e26601
die	w11_d619e26604
De	w13_d619e26608
ckerische	w1_d619e26614
Apothecken	w3_d619e26617
mehrmalen	w5_d619e26620
offentlich	w7_d619e26623
ausge	w9_d619e26626
faillet,	w1_d619e26631
und	w3_d619e26634
dem	w5_d619e26637
Meistbietenden	w7_d619e26640
verkauffet	w9_d619e26643
wer	w11_d619e26646
den	w1_d619e26651
solle,	w3_d619e26654
da	w5_d619e26657
nun	w7_d619e26660
hierzu	w9_d619e26663
der	w11_d619e26666
18.	w13_d619e26670
Monats=tag	w15_d619e26673
Januatii	w1_d619e26678
1762	w3_d619e26681
mit	w5_d619e26684
dem	w7_d619e26687
Anhang	w9_d619e26690
zur	w11_d619e26693
Tagsatzung	w13_d619e26697
bestimmet	w1_d619e26703
worden	w3_d619e26706
ist,	w5_d619e26709
daß	w7_d619e26712
hierbey	w9_d619e26715
die	w11_d619e26718
Deckeri	w13_d619e26722
sche	w1_d619e26727
Wittib,	w3_d619e26730
und	w5_d619e26733
all	w7_d619e26736
übrige,	w9_d619e26739
sonderheitlichen	w11_d619e26742
die	w1_d619e26747
Chyrographar=creditores	w3_d619e26750
entweders	w5_d619e26753
persön	w7_d619e26756
lich,	w1_d619e26761
oder	w3_d619e26764
durch	w5_d619e26767
genugsam	w7_d619e26770
Bevollmächtigte	w9_d619e26773
also	w11_d619e26776
gewiß	w1_d619e26782
erscheinen,	w3_d619e26785
und	w5_d619e26788
entweders	w7_d619e26791
selbsten	w9_d619e26794
mit	w11_d619e26797
li	w13_d619e26801
citiren,	w1_d619e26806
oder	w3_d619e26809
andere	w5_d619e26812
anständige	w7_d619e26815
Kauffere	w9_d619e26818
mitbrin	w11_d619e26821
gen,	w1_d619e26826
wie	w3_d619e26829
im	w5_d619e26832
widrigen	w7_d619e26835
die	w9_d619e26838
auf	w11_d619e26841
28267.	w13_d619e26845
fl.	w15_d619e26848
33.	w17_d619e26851
kr.	w19_d619e26854
gerichtlich	w1_d619e26859
geschätzte	w3_d619e26862
Apothecker=freyheit,	w5_d619e26865
Medi	w7_d619e26868
camenta,	w1_d619e26874
Materialien,	w3_d619e26877
Pretiosa,	w5_d619e26880
und	w7_d619e26883
übrige	w9_d619e26886
Zugehörungen	w1_d619e26891
dem	w3_d619e26894
Balthasar	w5_d619e26897
Ranzauer	w7_d619e26900
um	w9_d619e26903
den	w11_d619e26906
von	w1_d619e26911
ihme	w3_d619e26914
theils	w5_d619e26917
in	w7_d619e26920
Stadt=banco,	w9_d619e26923
theils	w11_d619e26926
in	w13_d619e26930
Ober	w15_d619e26933
cammeramts	w1_d619e26938
und	w3_d619e26941
Landschafts=obligationen	w5_d619e26944
of	w7_d619e26947
ferirten	w1_d619e26953
Kauf=schilling	w3_d619e26956
pr.	w5_d619e26959
14000.	w7_d619e26962
fl.	w9_d619e26965
käuflichen	w11_d619e26968
hierum	w1_d619e26973
gelassen	w3_d619e26976
werden	w5_d619e26979
wurde;	w7_d619e26982
als	w9_d619e26985
wird	w11_d619e26988
ein	w13_d619e26992
sol	w15_d619e26995
ches	w1_d619e27000
hiemit	w3_d619e27003
jedermann,	w5_d619e27006
wer	w7_d619e27009
etwann	w9_d619e27012
diese	w11_d619e27015
Apothe	w13_d619e27019
cker=freyheit,	w1_d619e27024
samt	w3_d619e27027
obbenannt	w5_d619e27030
all=übrigen	w7_d619e27033
Zu	w9_d619e27036
gehörungen	w1_d619e27042
käuflichen	w3_d619e27045
an	w5_d619e27048
sich	w7_d619e27051
zu	w9_d619e27054
bringen	w11_d619e27057
gesinnet	w13_d619e27061
ist,	w1_d619e27066
mit	w3_d619e27069
diesem	w5_d619e27072
Edict	w7_d619e27075
zu	w9_d619e27078
dem	w11_d619e27081
Ende	w13_d619e27085
kund	w15_d619e27088
und	w17_d619e27091
zu	w19_d619e27094
wissen	w1_d619e27099
gemacht,	w3_d619e27102
damit	w5_d619e27105
ein	w7_d619e27108
sich	w9_d619e27111
hervorthuender	w11_d619e27114
Kauffer	w1_d619e27119
bey	w3_d619e27122
obbemeldt=bestimmten	w5_d619e27125
Licitations	w7_d619e27128
tagsatzung	w1_d619e27134
fruh	w3_d619e27137
um	w5_d619e27140
9.	w7_d619e27143
Uhr,	w9_d619e27146
oder	w11_d619e27149
da	w13_d619e27153
wir	w15_d619e27156
selbigen	w17_d619e27159
Tags	w1_d619e27164
etwa	w3_d619e27167
anderer	w5_d619e27170
Geschäften	w7_d619e27173
halber	w9_d619e27176
nicht	w11_d619e27179
zu	w13_d619e27183
Raht	w1_d619e27188
sitzeten,	w3_d619e27191
den	w5_d619e27194
nächst	w7_d619e27197
darauf	w9_d619e27200
folgenden	w11_d619e27203
Rahts	w13_d619e27207
tag	w1_d619e27212
vor	w3_d619e27215
uns	w5_d619e27218
erscheinen,	w7_d619e27221
und	w9_d619e27224
sich	w11_d619e27227
bey	w13_d619e27231
unser	w15_d619e27234
und	w17_d619e27237
gemeiner	w1_d619e27243
Stadt	w3_d619e27246
Pupillen	w5_d619e27249
rait	w7_d619e27252
cammer	w9_d619e27255
durch	w11_d619e27258
den	w13_d619e27262
daselbstigen	w1_d619e27267
Amts=schreiber	w3_d619e27270
anmelden	w5_d619e27273
lassen	w7_d619e27276
möge,	w9_d619e27279
allwo	w1_d619e27284
sodann	w3_d619e27287
das	w5_d619e27290
Weiter=behörige	w7_d619e27293
tractiret	w9_d619e27296
wer	w11_d619e27299
den	w1_d619e27304
solle.	w3_d619e27307
</p>
</doc>
