<doc id="wr_1757-02-12" attrs="word" year="1757" month="02" day="12" corpus="2">
<head id="h2_d117e3051">
Port=louis	w1_d117e3055
Verfahren	w13_d117e24873
des	w15_d117e24876
Königs	w17_d117e24879
von	w19_d117e24882
Preussen	w21_d117e24885
gegen	w1_d117e24891
die	w3_d117e24894
Sächsische	w5_d117e24897
Staaten	w7_d117e24900
/	w9_d117e24903
und	w11_d117e24906
gegen	w13_d117e24910
die	w15_d117e24913
Person	w17_d117e24916
des	w19_d117e24919
Königs	w21_d117e24922
von	w1_d117e24927
Pohlen	w3_d117e24930
selbst	w5_d117e24933
/	w7_d117e24936
mißbilligen	w9_d117e24939
/	w11_d117e24942
und	w13_d117e24946
denen	w15_d117e24949
großmütigen	w17_d117e24952
Gesin	w19_d117e24955
nungen	w1_d117e24960
Jhrer	w3_d117e24963
Majestät	w5_d117e24966
/	w7_d117e24969
der	w9_d117e24972
Kaiserin	w11_d117e24975
/	w13_d117e24979
wie	w15_d117e24982
auch	w17_d117e24985
dem	w19_d117e24988
Entschluß	w21_d117e24991
/	w23_d117e24994
den	w1_d117e24999
sie	w3_d117e25002
gefast	w5_d117e25005
hat	w7_d117e25008
/	w9_d117e25011
und	w11_d117e25014
der	w13_d117e25018
bloß	w15_d117e25021
dahin	w17_d117e25024
zielet	w19_d117e25027
/	w21_d117e25030
ihre	w23_d117e25033
Alliirten	w25_d117e25037
zu	w27_d117e25040
vertheidigen	w1_d117e25046
/	w3_d117e25049
den	w5_d117e25052
Frieden	w7_d117e25055
in	w9_d117e25058
Europa	w11_d117e25061
wieder	w13_d117e25065
herzustellen	w15_d117e25068
/	w17_d117e25071
und	w19_d117e25074
selbiges	w1_d117e25079
in	w3_d117e25082
das	w5_d117e25085
gehörige	w7_d117e25088
Gleich=gewicht	w9_d117e25091
wieder	w11_d117e25094
zu	w13_d117e25098
setzen	w15_d117e25101
/	w17_d117e25104
Gerech	w19_d117e25107
tigkeit	w1_d117e25112
widerfahren	w3_d117e25115
lassen.	w5_d117e25118
</p>
<p id="p26_d117e25132">
Jch	w1_d117e25136
berspreche	w3_d117e25139
mir	w5_d117e25142
von	w7_d117e25145
dem	w9_d117e25148
Eifer	w11_d117e25151
/	w13_d117e25155
welchen	w15_d117e25158
Eure	w17_d117e25161
Excellenz	w19_d117e25164
beständig	w1_d117e25169
gegen	w3_d117e25172
den	w5_d117e25175
König	w7_d117e25178
/	w9_d117e25181
Dero	w11_d117e25184
Herrn	w13_d117e25188
/	w15_d117e25191
geäussert	w17_d117e25194
haben	w19_d117e25197
/	w21_d117e25200
die	w23_d117e25203
selben	w1_d117e25208
gerechten	w3_d117e25211
Gesinnungen	w5_d117e25214
zur	w7_d117e25217
Erhaltung	w9_d117e25220
der	w11_d117e25223
Ruhe	w13_d117e25227
in	w15_d117e25230
Pohlen	w17_d117e25233
/	w19_d117e25236
und	w1_d117e25242
zur	w3_d117e25245
Unterstützung	w5_d117e25248
der	w7_d117e25251
allgemein	w9_d117e25254
gewordenen	w11_d117e25257
guten	w13_d117e25261
Sache.	w15_d117e25264
Jch	w1_d117e25269
schmeichle	w3_d117e25272
mir	w5_d117e25275
zu	w7_d117e25278
gleicher	w9_d117e25281
Zeit	w11_d117e25284
/	w13_d117e25288
daß	w15_d117e25291
Eure	w17_d117e25294
Excellenz	w19_d117e25297
sowol	w21_d117e25300
/	w23_d117e25303
als	w25_d117e25307
Dero	w1_d117e25312
Lands=leute	w3_d117e25315
/	w5_d117e25318
nicht	w7_d117e25321
ermangeln	w9_d117e25324
werden	w11_d117e25327
/	w13_d117e25331
durch	w15_d117e25334
die	w17_d117e25337
Erleichte	w19_d117e25340
rung	w1_d117e25345
des	w3_d117e25348
Marsches	w5_d117e25351
derer	w7_d117e25354
Trupen	w9_d117e25357
Jhrer	w11_d117e25360
Kaiserl.	w13_d117e25364
Majestät	w15_d117e25367
durch	w17_d117e25370
das	w1_d117e25376
Pohlnische	w3_d117e25379
Gebiete	w5_d117e25382
dem	w7_d117e25385
Könige	w9_d117e25388
Dero	w11_d117e25391
Herrn	w13_d117e25395
/	w15_d117e25398
in	w17_d117e25401
denen	w19_d117e25404
be	w21_d117e25407
trübten	w1_d117e25412
Umständen	w3_d117e25415
/	w5_d117e25418
darinn	w7_d117e25421
er	w9_d117e25424
sich	w11_d117e25427
befindet	w13_d117e25431
/	w15_d117e25434
und	w17_d117e25437
welche	w19_d117e25440
das	w21_d117e25443
Mit	w23_d117e25446
leiden	w1_d117e25451
aller	w3_d117e25454
derer	w5_d117e25457
/	w7_d117e25460
(so	w9_d117e25463
die	w11_d117e25466
Ehre	w13_d117e25470
/	w15_d117e25473
die	w17_d117e25476
Gerechtigkeit	w19_d117e25479
/	w21_d117e25482
und	w23_d117e25485
ihr	w25_d117e25489
Vatterland	w1_d117e25494
lieben)	w3_d117e25497
erwecken	w5_d117e25500
/	w7_d117e25503
einen	w9_d117e25506
wahren	w11_d117e25509
Dienst	w13_d117e25513
zu	w15_d117e25516
leisten	w17_d117e25519
/	w19_d117e25522
und	w21_d117e25525
daß	w1_d117e25531
man	w3_d117e25534
in	w5_d117e25537
Pohlen	w7_d117e25540
die	w9_d117e25543
heilsamsten	w11_d117e25546
Maaß=regeln	w13_d117e25550
ergreiffen	w15_d117e25553
werde	w17_d117e25556
/	w19_d117e25559
die	w1_d117e25564
grossen	w3_d117e25567
/	w5_d117e25570
und	w7_d117e25573
schädlichen	w9_d117e25576
Anschläge	w11_d117e25579
des	w13_d117e25583
Königs	w15_d117e25586
von	w17_d117e25589
Preussen	w19_d117e25592
zu	w1_d117e25597
vernichten.	w3_d117e25600
Nichts	w5_d117e25603
ist	w7_d117e25606
zur	w9_d117e25609
Erlangung	w11_d117e25612
dieses	w13_d117e25616
Endzwecks	w15_d117e25619
zuträg	w17_d117e25622
licher	w1_d117e25627
/	w3_d117e25630
als	w5_d117e25633
in	w7_d117e25636
diesem	w9_d117e25639
Reiche	w11_d117e25642
die	w13_d117e25646
Ruhe	w15_d117e25649
und	w17_d117e25652
Einigkeit	w19_d117e25655
/	w21_d117e25658
welche	w23_d117e25661
alda	w25_d117e25665
bisher	w1_d117e25671
unterbrochen	w3_d117e25674
gewesen	w5_d117e25677
/	w7_d117e25680
wieder	w9_d117e25683
herzustellen	w11_d117e25686
/	w13_d117e25690
und	w15_d117e25693
einmüthig	w17_d117e25696
zu	w19_d117e25699
bezeugen	w1_d117e25704
/	w3_d117e25707
daß	w5_d117e25710
man	w7_d117e25713
die	w9_d117e25716
kritischen	w11_d117e25719
Umstände	w13_d117e25723
der	w15_d117e25726
gegenwärtigen	w17_d117e25729
Zeit	w19_d117e25732
sich	w1_d117e25737
zu	w3_d117e25740
Herzen	w5_d117e25743
gehen	w7_d117e25746
lasse	w9_d117e25749
Meine	w1_d117e25754
allergnädigste	w3_d117e25757
Souveraine	w5_d117e25760
hat	w7_d117e25763
so	w9_d117e25766
viele	w11_d117e25769
überzeugende	w13_d117e25773
</p>
<p id="p28_d117e25776">
Proben	w1_d117e25780
von	w3_d117e25783
der	w5_d117e25786
aufrichtigen	w7_d117e25789
Freundschaft	w9_d117e25792
/	w11_d117e25795
welche	w13_d117e25799
sie	w15_d117e25802
gegen	w17_d117e25805
die	w19_d117e25808
Republic	w1_d117e25813
Pohlen	w3_d117e25816
unterhält	w5_d117e25819
/	w7_d117e25822
und	w9_d117e25825
von	w11_d117e25828
dem	w13_d117e25832
empfindlichen	w15_d117e25835
Antheile	w17_d117e25838
/	w19_d117e25841
durch	w1_d117e25846
welchen	w3_d117e25849
sie	w5_d117e25852
sowol	w7_d117e25855
für	w9_d117e25858
das	w11_d117e25861
Wolseyn	w13_d117e25865
der	w15_d117e25868
Republic	w17_d117e25871
überhaupt	w19_d117e25874
/	w21_d117e25877
als	w1_d117e25883
auch	w3_d117e25886
eines	w5_d117e25889
jeden	w7_d117e25892
Dero	w9_d117e25895
Landes=leuten	w11_d117e25898
insonderheit	w13_d117e25902
belebet	w15_d117e25905
ist	w17_d117e25908
/	w19_d117e25911
an	w1_d117e25916
den	w3_d117e25919
Tag	w5_d117e25922
geleget	w7_d117e25925
/	w9_d117e25928
daß	w11_d117e25931
ich	w13_d117e25935
keinesweges	w15_d117e25938
zweifele	w17_d117e25941
/	w19_d117e25944
Eure	w21_d117e25947
Ex	w1_d117e25952
cellenz	w1_d117e25957
seyen	w3_d117e25960
sowol	w5_d117e25963
davon	w7_d117e25966
/	w9_d117e25969
als	w11_d117e25972
auch	w13_d117e25976
von	w15_d117e25979
der	w17_d117e25982
Nohtwendigkeit	w19_d117e25985
/	w21_d117e25988
und	w23_d117e25991
dem	w1_d117e25997
Vortheile	w3_d117e26000
/	w5_d117e26003
die	w7_d117e26006
Gemüter	w9_d117e26009
in	w11_d117e26012
Pohlen	w13_d117e26016
zu	w15_d117e26019
vereinigen	w17_d117e26022
/	w19_d117e26025
vollkom	w21_d117e26028
men	w1_d117e26033
überzeuget.	w3_d117e26036
Jch	w5_d117e26039
schmeichle	w7_d117e26042
mir	w9_d117e26045
gleichfalls	w11_d117e26048
/	w13_d117e26052
Eure	w15_d117e26055
Excellenz	w17_d117e26058
werden	w1_d117e26063
sich	w3_d117e26066
ein	w5_d117e26069
Vergnügen	w7_d117e26072
daraus	w9_d117e26075
machen	w11_d117e26078
/	w13_d117e26082
Dero	w15_d117e26085
Landes=leute	w17_d117e26088
zu	w19_d117e26091
verbinden	w1_d117e26096
/	w3_d117e26099
daß	w5_d117e26102
sie	w7_d117e26105
aus	w9_d117e26108
einem	w11_d117e26111
Triebe	w13_d117e26115
der	w15_d117e26118
Ehre	w17_d117e26121
/	w19_d117e26124
und	w21_d117e26127
aus	w23_d117e26130
Liebe	w25_d117e26134
für	w27_d117e26137
ihren	w1_d117e26143
König	w3_d117e26146
das	w5_d117e26149
Unglück	w7_d117e26152
dieses	w9_d117e26155
Herrn	w11_d117e26158
Privat=streitigkeiten	w13_d117e26162
/	w15_d117e26165
und	w17_d117e26168
besondern	w1_d117e26173
Animositäten	w3_d117e26176
vorziehen	w5_d117e26179
werden	w7_d117e26182
/	w9_d117e26185
um	w11_d117e26188
die	w13_d117e26192
Sachen	w15_d117e26195
in	w17_d117e26198
ihren	w19_d117e26201
ehemaligen	w1_d117e26206
Zustand	w3_d117e26209
wieder	w5_d117e26212
zu	w7_d117e26215
setzen	w9_d117e26218
/	w11_d117e26221
und	w13_d117e26225
auf	w15_d117e26228
solche	w17_d117e26231
Art	w19_d117e26234
die	w21_d117e26237
Un	w23_d117e26240
ruhen	w1_d117e26245
/	w3_d117e26248
und	w5_d117e26251
Unordnungen	w7_d117e26254
ihres	w9_d117e26257
Vatterlandes	w11_d117e26260
zu	w13_d117e26264
heben	w15_d117e26267
/	w17_d117e26270
als	w19_d117e26273
welches	w21_d117e26276
Maaß=reguln	w1_d117e26282
seynd	w3_d117e26285
/	w5_d117e26288
die	w7_d117e26291
nicht	w9_d117e26294
nur	w11_d117e26297
den	w13_d117e26301
König	w15_d117e26304
/	w17_d117e26307
Jhren	w19_d117e26310
Herrn	w21_d117e26313
/	w23_d117e26316
in	w25_d117e26320
denen	w1_d117e26325
betrübten	w3_d117e26328
Umständen	w5_d117e26331
/	w7_d117e26334
worinn	w9_d117e26337
er	w11_d117e26340
sich	w13_d117e26344
befindet	w15_d117e26347
/	w17_d117e26350
unter	w19_d117e26353
die	w21_d117e26356
Arme	w23_d117e26359
</p>
<p id="p34_d117e26372">
greiffen	w1_d117e26376
/	w3_d117e26379
sondern	w5_d117e26382
auch	w7_d117e26385
unfehlbar	w9_d117e26388
zum	w11_d117e26391
Vortheile	w13_d117e26395
ihres	w15_d117e26398
Vatterlandes	w17_d117e26401
/	w19_d117e26404
und	w1_d117e26409
der	w3_d117e26412
gemeinen	w5_d117e26415
Sache	w7_d117e26418
ausschlagen	w9_d117e26421
werden.	w11_d117e26424
</p>
<p id="p36_d117e26428">
Jch	w1_d117e26432
zweifle	w3_d117e26435
nicht	w5_d117e26438
/	w7_d117e26441
Eure	w9_d117e26444
Excellenz	w11_d117e26447
werden	w13_d117e26451
Dero	w15_d117e26454
Seits	w17_d117e26457
alles	w19_d117e26460
Denenselben	w1_d117e26465
Mögliche	w3_d117e26468
thun	w5_d117e26471
/	w7_d117e26474
um	w9_d117e26477
einen	w11_d117e26480
so	w13_d117e26484
heilsamen	w15_d117e26487
Endzweck	w17_d117e26490
zu	w19_d117e26493
er	w21_d117e26496
reichen	w1_d117e26501
/	w3_d117e26504
und	w5_d117e26507
Dero	w7_d117e26510
Landes=leute	w9_d117e26513
durch	w11_d117e26516
gute	w13_d117e26520
Exempel	w15_d117e26523
dazu	w17_d117e26526
aufzu	w19_d117e26529
muntern.	w1_d117e26535
Eure	w3_d117e26538
Excellenz	w5_d117e26541
werden	w7_d117e26544
sich	w9_d117e26547
bey	w11_d117e26550
Jhrer	w13_d117e26554
Majestät	w15_d117e26557
/	w17_d117e26560
der	w19_d117e26563
Kaiserin	w1_d117e26568
/	w3_d117e26571
einen	w5_d117e26574
neuen	w7_d117e26577
Verdienst	w9_d117e26580
erwerben	w11_d117e26583
/	w13_d117e26587
wann	w15_d117e26590
Dieselben	w17_d117e26593
eine	w19_d117e26596
so	w21_d117e26599
günstige	w1_d117e26604
Gelegenheit	w3_d117e26607
/	w5_d117e26610
Dero	w7_d117e26613
Eifer	w9_d117e26616
für	w11_d117e26619
den	w13_d117e26623
König	w15_d117e26626
/	w17_d117e26629
Dero	w19_d117e26632
Herrn	w21_d117e26635
/	w23_d117e26638
in	w25_d117e26642
dem	w1_d117e26647
beklagens=würdigen	w3_d117e26650
Zustande	w5_d117e26653
(in	w7_d117e26656
welchen	w9_d117e26659
er	w11_d117e26662
sich	w13_d117e26666
gebracht	w15_d117e26669
sieht	w1_d117e26675
/	w3_d117e26678
und	w5_d117e26681
woran	w7_d117e26684
alle	w9_d117e26687
Europäische	w11_d117e26690
Mächte	w13_d117e26694
Antheil	w15_d117e26697
nehmen)	w17_d117e26700
zu	w19_d117e26703
bezeugen	w1_d117e26708
/	w3_d117e26711
nicht	w5_d117e26714
aus	w7_d117e26717
denen	w9_d117e26720
Händen	w11_d117e26723
gehen	w13_d117e26727
lassen.	w15_d117e26730
Eure	w17_d117e26733
Excellenz	w19_d117e26736
können	w1_d117e26741
versichert	w3_d117e26744
seyn	w5_d117e26747
/	w7_d117e26750
daß	w9_d117e26753
/	w11_d117e26756
da	w13_d117e26760
sich	w15_d117e26763
das	w17_d117e26766
Wol=wollen	w19_d117e26769
Jhrer	w21_d117e26772
Kai	w23_d117e26775
serlichen	w1_d117e26780
Majestät	w3_d117e26783
auf	w5_d117e26786
eine	w7_d117e26789
jede	w9_d117e26792
derselben	w11_d117e26795
ins	w13_d117e26799
besondere	w15_d117e26802
erstrecket	w17_d117e26805
/	w19_d117e26808
sel	w21_d117e26811
biges	w1_d117e26817
in	w3_d117e26820
Ansehung	w5_d117e26823
des	w7_d117e26826
ganzen	w9_d117e26829
Corporis	w11_d117e26832
noch	w13_d117e26836
viel	w15_d117e26839
grösser	w17_d117e26842
sey	w19_d117e26845
/	w21_d117e26848
und	w23_d117e26851
daß	w1_d117e26856
das	w3_d117e26859
sicherste	w5_d117e26862
Mittel	w7_d117e26865
/	w9_d117e26868
sich	w11_d117e26871
Jhro	w13_d117e26875
Majestät	w15_d117e26878
/	w17_d117e26881
der	w19_d117e26884
Kaiserin	w21_d117e26887
/	w23_d117e26890
Bey	w25_d117e26894
fall	w1_d117e26899
zu	w3_d117e26902
erwerben	w5_d117e26905
/	w7_d117e26908
einzig	w9_d117e26911
in	w11_d117e26914
der	w13_d117e26918
Bestrebung	w15_d117e26921
bestehe	w17_d117e26924
/	w19_d117e26927
die	w21_d117e26930
Gnade	w23_d117e26933
des	w25_d117e26937
Königs	w1_d117e26942
/	w3_d117e26945
Dero	w5_d117e26948
Herrn	w7_d117e26951
/	w9_d117e26954
dadurch	w11_d117e26957
zu	w13_d117e26961
erlangen	w15_d117e26964
/	w17_d117e26967
daß	w19_d117e26970
Sie	w21_d117e26973
demselben	w23_d117e26976
/	w25_d117e26980
wie	w1_d117e26986
auch	w3_d117e26989
der	w5_d117e26992
Republic	w7_d117e26995
/	w9_d117e26998
unstreitige	w11_d117e27001
Proben	w13_d117e27005
Dero	w15_d117e27008
Eifers	w17_d117e27011
/	w19_d117e27014
und	w21_d117e27017
Dero	w1_d117e27022
Treue	w3_d117e27025
bezeugen.	w5_d117e27028
Jch	w7_d117e27031
habe	w9_d117e27034
die	w11_d117e27037
Ehre	w13_d117e27041
mit	w15_d117e27044
der	w17_d117e27047
vollkommen	w19_d117e27050
sten	w1_d117e27055
Hochachtung	w3_d117e27058
/	w5_d117e27061
und	w7_d117e27064
unverletzlichsten	w9_d117e27067
Ergebenheit	w11_d117e27070
zu	w13_d117e27074
seyn:	w15_d117e27077
</p>
<p id="p38_d117e27080">
ergebnester,	w1_d117e27084
und	w3_d117e27087
gehorsamster	w5_d117e27090
Diener	w1_d117e27095
</p>
</doc>
