<doc id="wr_1760-05-03" attrs="word" year="1760" month="05" day="03" corpus="2">
<head id="h2_d446e3161">
Neu=pork	w1_d446e3165
nau	w1_d446e24904
seel	w3_d446e24907
Verlassenschaft	w5_d446e24910
gerichtlich	w7_d446e24913
verordneten	w9_d446e24916
Curatoris	w1_d446e24921
Augustin	w3_d446e24924
Böck	w5_d446e24927
J.	w7_d446e24930
U.	w9_d446e24933
D.	w11_d446e24936
auch	w13_d446e24940
Hof	w15_d446e24943
kriegs	w17_d446e24946
rahts	w1_d446e24952
und	w3_d446e24955
Gerichts=advocaten	w5_d446e24958
gehorsamstes	w7_d446e24961
An	w9_d446e24964
langen	w1_d446e24969
verwilliget	w3_d446e24972
worden,	w5_d446e24975
daß	w7_d446e24978
alle	w9_d446e24981
diejenige,	w11_d446e24984
welche	w13_d446e24988
an	w1_d446e24993
ersagt=Haupt=mann	w3_d446e24996
von	w5_d446e24999
Schwarzenanischen	w7_d446e25002
Verlassenschaft	w1_d446e25007
Ticulo	w3_d446e25010
Hæreditatis,	w5_d446e25013
Crediti,	w7_d446e25016
aut	w9_d446e25019
alio	w1_d446e25025
quocunque	w3_d446e25028
einige	w5_d446e25031
Sprüche,	w7_d446e25034
oder	w9_d446e25037
andere	w11_d446e25040
For	w13_d446e25044
derungen	w1_d446e25049
haben,	w3_d446e25052
oder	w5_d446e25055
zu	w7_d446e25058
machen	w9_d446e25061
vermeinen,	w11_d446e25064
durch	w13_d446e25068
Ausfertigung	w1_d446e25073
gewöhnlicher	w3_d446e25076
Convocations=edicten	w5_d446e25079
peremptorie	w1_d446e25084
sub	w3_d446e25087
clansula	w5_d446e25090
præclusi	w7_d446e25093
einberuffen	w9_d446e25096
werden	w1_d446e25102
sollen.	w3_d446e25105
Wann	w5_d446e25108
nun	w7_d446e25111
zu	w9_d446e25114
diesem	w11_d446e25117
Ende	w13_d446e25121
der	w15_d446e25124
erste	w1_d446e25129
Julii	w3_d446e25132
dies	w5_d446e25135
Jahrs	w7_d446e25138
fruhe	w9_d446e25141
um	w11_d446e25144
9.	w13_d446e25148
Uhr	w15_d446e25151
bey	w17_d446e25154
die	w19_d446e25157
ses	w1_d446e25162
Kaiserl.	w3_d446e25165
Königl.	w5_d446e25168
Judicii	w7_d446e25171
Delegatii	w9_d446e25174
mixti	w11_d446e25177
in	w13_d446e25181
Militaribus	w1_d446e25186
auf	w3_d446e25189
der	w5_d446e25192
Sailerstadt	w7_d446e25195
in	w9_d446e25198
der	w11_d446e25201
sogenann	w13_d446e25205
ten	w1_d446e25211
Hollerstauden	w3_d446e25214
im	w5_d446e25217
ersten	w7_d446e25220
Stock	w9_d446e25223
befindlichen	w11_d446e25226
Canzley	w1_d446e25231
sub	w3_d446e25234
glaususa	w5_d446e25237
perpetui	w7_d446e25240
silentii	w9_d446e25243
pro	w11_d446e25246
1mo.	w13_d446e25250
2do	w1_d446e25255
&	w3_d446e25258
tertio	w5_d446e25261
Ternino	w7_d446e25264
zu	w9_d446e25267
erscheinen	w11_d446e25270
bestimmet	w13_d446e25274
worden	w1_d446e25279
ist;	w3_d446e25282
Solchemnach	w5_d446e25285
werden	w7_d446e25288
all	w9_d446e25291
und	w11_d446e25294
jede	w13_d446e25298
an	w15_d446e25301
obbestimmten	w1_d446e25307
Tag	w3_d446e25310
und	w5_d446e25313
Stund	w7_d446e25316
entweder	w9_d446e25319
selbst	w11_d446e25322
Persönlich	w1_d446e25327
oder	w3_d446e25330
durch	w5_d446e25333
genugsam	w7_d446e25336
instruirte	w9_d446e25339
bevoll	w11_d446e25342
mächtigte	w1_d446e25347
also	w3_d446e25350
gewiß	w5_d446e25353
zu	w7_d446e25356
erscheinen,	w9_d446e25359
und	w11_d446e25362
ihre	w13_d446e25366
et	w15_d446e25369
wann	w1_d446e25374
habende	w3_d446e25377
Erbs=sprüche,	w5_d446e25380
oder	w7_d446e25383
andere,	w9_d446e25386
wie	w11_d446e25389
immer	w1_d446e25395
Namen	w3_d446e25398
habenmögende	w5_d446e25401
Anforderungen	w7_d446e25404
an	w9_d446e25407
zumelden,	w1_d446e25412
und	w3_d446e25415
Rechts	w5_d446e25418
beständig	w7_d446e25421
zu	w9_d446e25424
liquidiren,	w11_d446e25427
auch	w1_d446e25432
respective	w3_d446e25435
sich	w5_d446e25438
zu	w7_d446e25441
legitimiren	w9_d446e25444
wissen,	w11_d446e25447
wie	w13_d446e25451
im	w15_d446e25454
widrigen	w1_d446e25459
auf	w3_d446e25462
derenselben	w5_d446e25465
Ausbleiben	w7_d446e25468
des	w9_d446e25471
ersagt	w11_d446e25474
Herrn	w1_d446e25480
Haupt=marn	w3_d446e25483
Freyherrn	w5_d446e25486
von	w7_d446e25489
Schwarzenau	w9_d446e25492
seel.	w1_d446e25497
Verlassenschaft	w3_d446e25500
ex	w5_d446e25503
officio	w7_d446e25506
abgehandelt,	w9_d446e25509
die	w11_d446e25512
selbe	w1_d446e25517
hingegen	w3_d446e25520
nicht	w5_d446e25523
mehr	w7_d446e25526
gehöret,	w9_d446e25529
sondern	w11_d446e25532
ihnen	w13_d446e25536
das	w1_d446e25541
ewige	w3_d446e25544
Stillschweigen	w5_d446e25547
auferleget,	w7_d446e25550
und	w9_d446e25553
was	w11_d446e25556
rechtens	w1_d446e25562
ist,	w3_d446e25565
vorgekehret	w5_d446e25568
werden	w7_d446e25571
solle.	w9_d446e25574
Wornach	w11_d446e25577
sich	w1_d446e25582
ein	w3_d446e25585
jeder	w5_d446e25588
Jntereßirter	w7_d446e25591
zu	w9_d446e25594
richten,	w11_d446e25597
und	w13_d446e25601
seinem	w15_d446e25604
Recht	w1_d446e25609
bestens	w3_d446e25612
zu	w5_d446e25615
invigiliren	w7_d446e25618
wissen	w9_d446e25621
wird.	w11_d446e25624
Actum	w13_d446e25628
Wien	w1_d446e25633
den	w3_d446e25636
26.	w5_d446e25639
Martii	w7_d446e25642
1760.	w9_d446e25645
</p>
<head id="h2_d446e25651">
Land=marschall,	w1_d446e25655
rc.	w3_d446e25658
</head>
<p id="p4_d446e25661">
Von	w1_d446e25665
der	w3_d446e25668
durch	w5_d446e25671
die	w7_d446e25674
Hochlöbl.	w9_d446e25677
N.	w11_d446e25680
Oe.	w13_d446e25684
drey	w15_d446e25687
obere	w17_d446e25690
Herren	w1_d446e25695
Stände	w3_d446e25698
über	w5_d446e25701
die	w7_d446e25704
übernohmene	w9_d446e25707
Vicedomi	w11_d446e25710
schen	w1_d446e25715
Stück	w3_d446e25718
und	w5_d446e25721
Gülten	w7_d446e25724
aufgestelten	w9_d446e25727
Verwaltung	w11_d446e25730
wegen,	w1_d446e25736
wird	w3_d446e25739
hiemit	w5_d446e25742
jedermänniglich	w7_d446e25745
kund	w9_d446e25748
und	w11_d446e25751
zu	w13_d446e25755
wissen	w1_d446e25760
gemacht,	w3_d446e25763
welcher	w5_d446e25766
gestalten	w7_d446e25769
über	w9_d446e25772
des	w11_d446e25775
gericht	w13_d446e25779
lich	w1_d446e25784
verordnet	w3_d446e25787
Jgnatz	w5_d446e25790
Pertschischen	w7_d446e25793
Erben	w9_d446e25796
Herrn	w11_d446e25799
Curatoris	w1_d446e25804
contra	w3_d446e25807
die	w5_d446e25810
Hauerische	w7_d446e25813
Herren	w9_d446e25816
und	w11_d446e25819
Frauen	w13_d446e25823
Erbs=interessenten,	w1_d446e25829
gemacht	w3_d446e25832
dienliches	w5_d446e25835
Bitten	w7_d446e25838
von	w9_d446e25841
dem	w1_d446e25846
Löbl.	w3_d446e25849
Ständischen	w5_d446e25852
Judicio	w7_d446e25855
Delegato	w9_d446e25858
unterm	w11_d446e25861
1.	w1_d446e25866
Martii	w3_d446e25869
lauffenden	w5_d446e25872
Jahrs	w7_d446e25875
in	w9_d446e25878
die	w11_d446e25881
würkliche	w13_d446e25885
Li	w15_d446e25888
citirung	w1_d446e25893
besagt	w3_d446e25896
Haurischen	w5_d446e25899
zum	w7_d446e25902
grünen	w9_d446e25905
Thor	w11_d446e25908
be	w13_d446e25912
nannt,	w1_d446e25918
in	w3_d446e25921
der	w5_d446e25924
sogenannten	w7_d446e25927
Jäger	w9_d446e25930
zeil	w11_d446e25933
alhier	w13_d446e25937
ligen	w15_d446e25940
genden,	w1_d446e25945
und	w3_d446e25948
anhero	w5_d446e25951
dienstbaren	w7_d446e25954
Behausung	w9_d446e25957
gewil	w11_d446e25960
liget,	w1_d446e25965
zu	w3_d446e25968
solchem	w5_d446e25971
Ende	w7_d446e25974
auch	w9_d446e25977
der	w11_d446e25980
7te	w13_d446e25984
kommenden	w15_d446e25987
Monats	w1_d446e25992
May,	w3_d446e25995
früh	w5_d446e25998
um	w7_d446e26001
9.	w9_d446e26004
Uhr	w11_d446e26007
zur	w13_d446e26011
Licitations	w15_d446e26014
togsatzung	w1_d446e26020
in	w3_d446e26023
dem	w5_d446e26026
Land=haus	w7_d446e26029
in	w9_d446e26032
der	w11_d446e26035
Ständischen	w13_d446e26039
Verwaltung	w1_d446e26044
zu	w3_d446e26047
erscheinen	w5_d446e26050
bestimmet	w7_d446e26053
worden.	w9_d446e26056
Da	w11_d446e26059
hero	w1_d446e26064
all	w3_d446e26067
diejenige,	w5_d446e26070
welche	w7_d446e26073
bemeldt	w9_d446e26076
Haurische	w11_d446e26079
Be	w13_d446e26083
</p>
<p id="p6_d446e26086">
hausung	w1_d446e26090
käuflich	w3_d446e26093
an	w5_d446e26096
sich	w7_d446e26099
zu	w9_d446e26102
bringen	w11_d446e26105
gedenken,	w13_d446e26109
an	w15_d446e26112
obbemeldten	w1_d446e26117
Tag,	w3_d446e26120
Stund	w5_d446e26123
und	w7_d446e26126
Ort,	w9_d446e26129
entweders	w11_d446e26132
selbst	w1_d446e26137
persönlich,	w3_d446e26140
oder	w5_d446e26143
durch	w7_d446e26146
genugsamme	w9_d446e26149
Gevoll	w11_d446e26152
mächtigte	w1_d446e26158
ad	w3_d446e26161
licitandum,	w5_d446e26164
tractandum,	w7_d446e26167
&	w9_d446e26170
conclu-	w11_d446e26173
dendum	w1_d446e26178
zu	w3_d446e26181
erscheinen,	w5_d446e26184
und	w7_d446e26187
sich	w9_d446e26190
anzumelden	w11_d446e26193
ha	w13_d446e26197
ben.	w1_d446e26202
Wien	w3_d446e26205
im	w5_d446e26208
Land=haus	w7_d446e26211
in	w9_d446e26214
der	w11_d446e26217
Ständischen	w13_d446e26221
Grund=stuben	w1_d446e26226
den	w3_d446e26229
22.	w5_d446e26232
Martii	w7_d446e26235
1760.	w9_d446e26238
</p>
<p id="p8_d446e26241">
Von	w1_d446e26245
der	w3_d446e26248
Kaiserl.	w5_d446e26251
Königl.	w7_d446e26254
Hof=spittals=herr	w9_d446e26257
schaft	w1_d446e26262
Wolkerstorf	w3_d446e26265
an	w5_d446e26268
der	w7_d446e26271
Hochleiten	w9_d446e26274
wegen,	w11_d446e26277
wird	w13_d446e26281
hiemit	w1_d446e26286
jedermänniglich	w3_d446e26289
kund	w5_d446e26292
und	w7_d446e26295
zu	w9_d446e26298
wissen	w11_d446e26301
ge	w13_d446e26305
macht:	w1_d446e26311
welcher=gestalten	w3_d446e26314
auf	w5_d446e26317
beschehene	w7_d446e26320
Unter	w9_d446e26323
suchung	w1_d446e26328
des	w3_d446e26331
Johann	w5_d446e26334
Sebastian	w7_d446e26337
Heinrich,	w9_d446e26340
Bur	w11_d446e26343
gerl.	w1_d446e26348
Handls=mann	w3_d446e26351
im	w5_d446e26354
Markt	w7_d446e26357
Wolkerstorf	w9_d446e26360
Ver	w11_d446e26363
mögen	w1_d446e26368
sich	w3_d446e26371
geäussert,	w5_d446e26374
daß	w7_d446e26377
dessen	w9_d446e26380
Schulden	w11_d446e26383
das	w13_d446e26387
Ver	w15_d446e26390
mögen	w1_d446e26396
würklich	w3_d446e26399
übersteigen,	w5_d446e26402
und	w7_d446e26405
dahero	w9_d446e26408
einen	w11_d446e26411
Concursum	w1_d446e26416
Creditorum	w3_d446e26419
anzuordnen	w5_d446e26422
für	w7_d446e26425
nöhtig	w9_d446e26428
befunden	w1_d446e26433
worden	w3_d446e26436
seye.	w5_d446e26439
Da	w7_d446e26442
nun	w9_d446e26445
zu	w11_d446e26448
solchem	w13_d446e26452
En	w15_d446e26455
de	w1_d446e26460
der	w3_d446e26463
12.	w5_d446e26466
Monats=tag	w7_d446e26469
Junii	w9_d446e26472
dies	w11_d446e26475
Jahrs	w13_d446e26479
zur	w15_d446e26482
Con	w17_d446e26485
vocations=tagsatzung	w1_d446e26491
pro	w3_d446e26494
1mo.	w5_d446e26497
2do.	w7_d446e26500
&	w9_d446e26503
3tio.	w11_d446e26506
ter-	w13_d446e26510
mins	w1_d446e26515
peremptorie	w3_d446e26518
sub	w5_d446e26521
pœena	w7_d446e26524
præclusi	w9_d446e26527
anberau	w11_d446e26530
met	w1_d446e26535
worden;	w3_d446e26538
Als	w5_d446e26541
werden	w7_d446e26544
alle	w9_d446e26547
diejenige,	w11_d446e26550
welche	w13_d446e26554
an	w1_d446e26559
obbesagten	w3_d446e26562
Johann	w5_d446e26565
Sebastian	w7_d446e26568
Heinrich,	w9_d446e26571
sub	w11_d446e26574
quecunque	w1_d446e26580
titulo	w3_d446e26583
einige	w5_d446e26586
Sprüch	w7_d446e26589
und	w9_d446e26592
Anforde	w11_d446e26595
rungen	w1_d446e26600
haben,	w3_d446e26603
oder	w5_d446e26606
zu	w7_d446e26609
haben	w9_d446e26612
vermeinen,	w11_d446e26615
an	w13_d446e26619
obbestimmten	w1_d446e26624
Tag	w3_d446e26627
Vormittags	w5_d446e26630
um	w7_d446e26633
9.	w9_d446e26636
Uhr	w11_d446e26639
zur	w13_d446e26643
herrschaftlichen	w1_d446e26648
Amts=canzley	w3_d446e26651
anhero	w5_d446e26654
erscheinen,	w7_d446e26657
ihre	w1_d446e26663
Anforderungen	w3_d446e26666
behörig	w5_d446e26669
anmelden,	w7_d446e26672
und	w9_d446e26675
li	w11_d446e26678
quidiren;	w1_d446e26683
wie	w3_d446e26686
im	w5_d446e26689
widrigen	w7_d446e26692
denen	w9_d446e26695
Ausbleibenden	w11_d446e26698
das	w1_d446e26703
ewige	w3_d446e26706
Stillschweigen	w5_d446e26709
auferleget	w7_d446e26712
werden	w9_d446e26715
solle.	w11_d446e26718
Schloß	w1_d446e26723
Wolkerstorf	w3_d446e26726
den	w5_d446e26729
14.	w7_d446e26732
April	w9_d446e26735
1760.	w11_d446e26738
</p>
<p id="p10_d446e26741">
Von	w1_d446e26745
des	w3_d446e26748
Löbl.	w5_d446e26751
Stift	w7_d446e26754
und	w9_d446e26757
Closters	w11_d446e26760
Mölk	w13_d446e26764
Herr	w15_d446e26767
schaft	w1_d446e26772
zu	w3_d446e26775
Leestorf	w5_d446e26778
wegen,	w7_d446e26781
wird	w9_d446e26784
jedermänniglich	w11_d446e26787
kund	w1_d446e26792
und	w3_d446e26795
zu	w5_d446e26798
wissen	w7_d446e26801
gemacht;	w9_d446e26804
daß	w11_d446e26807
auf	w13_d446e26811
Absterben	w15_d446e26814
des	w1_d446e26820
Franz	w3_d446e26823
Rupert	w5_d446e26826
Würz,	w7_d446e26829
gewesten	w9_d446e26832
Papiermacher	w11_d446e26835
meisters	w1_d446e26840
daselbsten	w3_d446e26843
seel.	w5_d446e26846
desselben	w7_d446e26849
wolerbaute	w9_d446e26852
Be	w11_d446e26855
hausung	w1_d446e26860
und	w3_d446e26863
Papier=mühl,	w5_d446e26866
mit	w7_d446e26869
zugehörigen	w9_d446e26872
Haus=gründen,	w1_d446e26877
dann	w3_d446e26880
weiteren	w5_d446e26883
Fahrnussen	w7_d446e26886
an	w9_d446e26889
Behtern,	w1_d446e26895
Lein=gewand,	w3_d446e26898
Kästen,	w5_d446e26901
Bilder,	w7_d446e26904
Sessel,	w9_d446e26907
Faß,	w1_d446e26912
Zinn,	w3_d446e26915
Kupfer,	w5_d446e26918
Vieh	w7_d446e26921
und	w9_d446e26924
dergleichen,	w11_d446e26927
durch	w13_d446e26931
offentliche	w1_d446e26936
Licitation	w3_d446e26939
gegen	w5_d446e26942
Erlag	w7_d446e26945
des	w9_d446e26948
baren	w11_d446e26951
Gelds	w13_d446e26955
verkauffet	w1_d446e26960
werden	w3_d446e26963
solle,	w5_d446e26966
und	w7_d446e26969
der	w9_d446e26972
wegen	w11_d446e26975
eine	w13_d446e26979
Licita	w15_d446e26982
tions=tagsatzung	w1_d446e26988
auf	w3_d446e26991
den	w5_d446e26994
22.	w7_d446e26997
Monats	w9_d446e27000
May	w11_d446e27003
1760.	w13_d446e27007
angeordnet	w1_d446e27012
seye.	w3_d446e27015
Wer	w5_d446e27018
nun	w7_d446e27021
ein	w9_d446e27024
so	w11_d446e27027
anderes	w13_d446e27031
kauf	w15_d446e27034
lich	w1_d446e27039
an	w3_d446e27042
sich	w5_d446e27045
zu	w7_d446e27048
bringen	w9_d446e27051
Belieben	w11_d446e27054
traget,	w13_d446e27058
wird	w15_d446e27061
in	w17_d446e27064
obgedachter	w1_d446e27069
Papier=mühl	w3_d446e27072
zu	w5_d446e27075
Leestorf	w7_d446e27078
an	w9_d446e27081
bestimten	w11_d446e27084
Tag	w1_d446e27090
und	w3_d446e27093
Stund	w5_d446e27096
zu	w7_d446e27099
erscheinen,	w9_d446e27102
und	w11_d446e27105
hierwegen	w13_d446e27109
sich	w1_d446e27114
anzumelden	w3_d446e27117
haben.	w5_d446e27120
Denen	w7_d446e27123
bishero	w9_d446e27126
noch	w11_d446e27129
nicht	w13_d446e27133
angemeldten	w1_d446e27138
Franz	w3_d446e27141
Rupert	w5_d446e27144
Würzischen	w7_d446e27147
Glaubt	w9_d446e27150
gern	w1_d446e27155
aber	w3_d446e27158
wird	w5_d446e27161
hiemit	w7_d446e27164
weiters	w9_d446e27167
mitgeben,	w11_d446e27170
daß	w13_d446e27174
dieselbe	w1_d446e27180
ihre	w3_d446e27183
etwa	w5_d446e27186
habende	w7_d446e27189
Sprüch	w9_d446e27192
und	w11_d446e27195
Forde	w13_d446e27199
rungen	w1_d446e27204
noch	w3_d446e27207
unter	w5_d446e27210
dieser	w7_d446e27213
Zeit	w9_d446e27216
alsogewiß	w11_d446e27219
anzu	w13_d446e27223
melden,	w1_d446e27228
und	w3_d446e27231
zu	w5_d446e27234
liquidiren	w7_d446e27237
haben,	w9_d446e27240
wie	w11_d446e27243
im	w13_d446e27247
widri	w15_d446e27250
gen	w1_d446e27255
sie	w3_d446e27258
nicht	w5_d446e27261
mehr	w7_d446e27264
gehöret,	w9_d446e27267
sondern	w11_d446e27270
die	w13_d446e27274
Crida	w15_d446e27277
vol	w17_d446e27280
lendet,	w1_d446e27286
und	w3_d446e27289
der	w5_d446e27292
Ausschlag	w7_d446e27295
hierüber	w9_d446e27298
abgefasser	w11_d446e27301
werden	w1_d446e27306
solle.	w3_d446e27309
Gegeben	w5_d446e27312
Schloß	w7_d446e27315
und	w9_d446e27318
Festen	w11_d446e27321
Leestorf	w13_d446e27325
den	w1_d446e27330
2	w3_d446e27333
April	w5_d446e27336
1760.	w7_d446e27339
</p>
</doc>
