<doc id="wr_1759-06-06" attrs="word" year="1759" month="06" day="06" corpus="2">
<head id="h2_d354e3045">
Petersburg	w1_d354e3049
<p id="p20_d354e24668">
Dem	w1_d354e24672
1sten	w3_d354e24675
Junii	w5_d354e24678
dessen	w7_d354e24681
Ruck=zug	w9_d354e24684
anzeigten,	w11_d354e24687
welchen	w13_d354e24691
ebenfals	w15_d354e24694
die	w17_d354e24697
von	w19_d354e24700
Dem	w1_d354e24705
2ten	w3_d354e24708
nebst	w5_d354e24711
dem	w7_d354e24714
Anhang	w9_d354e24717
bestättigten,	w11_d354e24720
daß	w13_d354e24724
der	w15_d354e24727
Feind	w17_d354e24730
nicht	w19_d354e24733
nur	w21_d354e24736
allein	w1_d354e24741
Gefreß,	w3_d354e24744
sondern	w5_d354e24747
auch	w7_d354e24750
(nach	w9_d354e24753
Aussage	w11_d354e24756
deren	w13_d354e24760
Deserteurs)	w15_d354e24763
Hof	w17_d354e24766
verlassen	w19_d354e24769
habe,	w1_d354e24775
so	w3_d354e24778
ist,	w5_d354e24781
um	w7_d354e24784
in	w9_d354e24787
denen	w11_d354e24790
anderweiten	w13_d354e24794
Vorkehrungen	w15_d354e24797
desto	w17_d354e24800
verlaß	w19_d354e24803
licher	w1_d354e24808
fürzugehen,	w3_d354e24811
das	w5_d354e24814
Lager	w7_d354e24817
bis	w9_d354e24820
anhero	w11_d354e24823
dahier	w13_d354e24827
stehen	w1_d354e24832
geblieben.	w3_d354e24835
</p>
</doc>
