<doc id="wr_1757-01-12" attrs="word" year="1757" month="01" day="12" corpus="2">
<head id="h2_d108e2817">
Malta	w1_d108e2821
NOBIS.	w3_d108e24264
VIVENDI.	w5_d108e24267
JURA.	w7_d108e24270
DESCRIPSIT.	w9_d108e24273
REVOCATUM.	w11_d108e24276
IN.	w1_d108e24281
DOMINO.	w3_d108e24284
EXSPIRAVIT.	w5_d108e24287
AD.	w1_d108e24292
OUEM.	w3_d108e24295
IN.	w5_d108e24298
VITA.	w7_d108e24301
JUGITER.	w9_d108e24304
ASPIRAVIT.	w11_d108e24307
DECRETORIUM.	w1_d108e24312
DIEM.	w3_d108e24315
IMPAVIDO.	w5_d108e24318
LLLO.	w7_d108e24321
ANIMO.	w9_d108e24324
AC.	w11_d108e24327
VULTU,	w13_d108e24331
QUO.	w1_d108e24337
UTRAMQUE.	w3_d108e24340
TULIT.	w5_d108e24343
FORTUNAM.	w7_d108e24346
VIRILITER.	w9_d108e24349
EXCEPIT.	w11_d108e24352
NULLUM.	w1_d108e24357
A	w3_d108e24360
MALIA.	w5_d108e24363
MONUMENTUM.	w7_d108e24366
CLARIUS.	w9_d108e24369
POSTERITATI.	w1_d108e24374
RELINOUERE.	w3_d108e24377
POTUIT.	w5_d108e24380
QUAM.	w1_d108e24385
EFFICIEM.	w3_d108e24388
SANCTISSIMORUM.	w5_d108e24391
MORUM.	w7_d108e24394
SUORUM.	w9_d108e24397
AUSTRIACAE.	w1_d108e24403
ATOUE.	w3_d108e24406
BAVARICAE.	w5_d108e24409
VIRTUTIS.	w7_d108e24412
PROTOTXPON.	w9_d108e24415
OPTIMUM.	w1_d108e24420
OPTIMAE.	w3_d108e24423
PARENTIS.	w5_d108e24426
FILIUM.	w7_d108e24429
1No11T1881Mu	w1_d108e24434
M.	w3_d108e24437
NAXIAIEIANUM.	w5_d108e24440
J0S	w7_d108e24443
EPEUM.	w9_d108e24446
</list>
<list id="l6_d108e24450">
Jo.	w1_d108e24454
Cax.	w3_d108e24457
Non.	w5_d108e24460
ANrwruerrnt,	w7_d108e24463
S.	w1_d108e24468
R.	w3_d108e24471
I.	w5_d108e24474
Eq.	w7_d108e24477
Cæs.	w1_d108e24482
Anle	w3_d108e24485
Poct.	w5_d108e24488
LAur.	w7_d108e24491
</list>
</doc>
