<doc id="wr_1756-10-02" attrs="word" year="1756" month="10" day="02" corpus="2">
<head id="h2_d79e3406">
Neu=Yorck	w1_d79e3410
ein	w15_d79e25182
aus	w17_d79e25185
150.	w19_d79e25188
Hussaren,	w21_d79e25191
und	w23_d79e25194
400.	w25_d79e25198
Com	w27_d79e25201
mandirten	w1_d79e25206
von	w3_d79e25209
denen	w5_d79e25212
Dragoner=regimentern	w7_d79e25215
Bathyany	w9_d79e25218
und	w11_d79e25221
Kollowrath	w13_d79e25225
bestehendes	w15_d79e25228
Com	w17_d79e25231
mando,	w1_d79e25236
unter	w3_d79e25239
Anführung	w5_d79e25242
des	w7_d79e25245
Festeticzischen	w9_d79e25248
Hussaren=regiments	w11_d79e25251
Obristens	w13_d79e25255
Baron	w15_d79e25258
Lusynski	w17_d79e25261
den	w1_d79e25267
22ten	w3_d79e25270
dito	w5_d79e25273
um	w7_d79e25276
3.	w9_d79e25279
Uhr	w11_d79e25282
fruhe	w13_d79e25286
in	w15_d79e25289
den	w17_d79e25292
Ober=blesner=wald	w19_d79e25295
abrucken	w21_d79e25298
lassen,	w23_d79e25301
um	w25_d79e25305
des	w1_d79e25310
Feindes	w3_d79e25313
weiteres	w5_d79e25316
Vorhaben	w7_d79e25319
zu	w9_d79e25322
entdecken,	w11_d79e25325
und	w13_d79e25329
wann	w15_d79e25332
möglich,	w17_d79e25335
über	w19_d79e25338
selben	w21_d79e25341
einigen	w23_d79e25344
Vortheil	w1_d79e25349
zu	w3_d79e25352
erlangen.	w5_d79e25355
</p>
<p id="p6_d79e25358">
Bey	w1_d79e25362
anbrechenden	w3_d79e25365
Tag	w5_d79e25368
erreichte	w7_d79e25371
dieses	w9_d79e25374
Commando	w11_d79e25377
schon	w13_d79e25381
einige	w15_d79e25384
feindliche	w17_d79e25387
Esqua	w19_d79e25390
dronen,	w1_d79e25395
welche	w3_d79e25398
erholter	w5_d79e25401
Obrister	w7_d79e25404
mit	w9_d79e25407
seinen	w11_d79e25410
Hussaren	w13_d79e25414
herzhaft	w15_d79e25417
angegriffen,	w17_d79e25420
und	w19_d79e25423
die	w21_d79e25426
Drago	w23_d79e25429
ner	w1_d79e25434
solches	w3_d79e25437
sehend,	w5_d79e25440
thaten,	w7_d79e25443
ohne	w9_d79e25446
sich	w11_d79e25449
aufhalten	w13_d79e25453
zu	w15_d79e25456
lassen,	w17_d79e25459
ein	w19_d79e25462
gleiches	w21_d79e25465
</p>
<p id="p8_d79e25468">
Einige	w1_d79e25472
deren	w3_d79e25475
feindlichen	w5_d79e25478
Esquadronen	w7_d79e25481
wurden	w9_d79e25484
gleich	w11_d79e25487
über	w13_d79e25491
den	w15_d79e25494
Hauffen	w17_d79e25497
geworfen,	w19_d79e25500
und	w1_d79e25505
sehr	w3_d79e25508
viele	w5_d79e25511
nieder	w7_d79e25514
gemacht,	w9_d79e25517
verwundet,	w11_d79e25520
und	w13_d79e25524
gefangen	w15_d79e25527
genommen;	w17_d79e25530
da	w19_d79e25533
aber	w21_d79e25536
der	w23_d79e25539
Feind	w25_d79e25543
sehr	w27_d79e25546
namhafte	w1_d79e25551
Verstärkung	w3_d79e25554
erhielte,	w5_d79e25557
auch	w7_d79e25560
über	w9_d79e25563
dieses	w11_d79e25566
ein	w13_d79e25570
ansehnliches	w15_d79e25573
Commando	w17_d79e25576
hinter	w19_d79e25579
den	w21_d79e25582
Unter=bleßner=wald,	w1_d79e25588
um	w3_d79e25591
dem	w5_d79e25594
diesseitigen	w7_d79e25597
Commando	w9_d79e25600
in	w11_d79e25603
den	w13_d79e25607
Rucken	w15_d79e25610
zu	w17_d79e25613
kommen,	w19_d79e25616
anmar	w21_d79e25619
schieren	w1_d79e25624
liesse,	w3_d79e25627
und	w5_d79e25630
dieses	w7_d79e25633
würklich	w9_d79e25636
an	w11_d79e25639
Ort	w13_d79e25643
und	w15_d79e25646
Stelle	w17_d79e25649
gelanget	w19_d79e25652
ware,	w21_d79e25655
sahe	w23_d79e25658
sich	w25_d79e25662
selbes	w27_d79e25665
be	w29_d79e25668
müßiget,	w1_d79e25673
auf	w3_d79e25676
die	w5_d79e25679
Retirade	w7_d79e25682
zu	w9_d79e25685
gedenken,	w11_d79e25688
bey	w13_d79e25692
welcher	w15_d79e25695
Gelegenheit	w17_d79e25698
die	w19_d79e25701
Unserige	w21_d79e25704
120.	w23_d79e25707
Mann,	w25_d79e25711
und	w1_d79e25716
zwar	w3_d79e25719
Bathyani	w5_d79e25722
70.	w7_d79e25725
Kollowrath	w9_d79e25728
24.	w11_d79e25731
und	w13_d79e25735
Festeticz	w15_d79e25738
die	w17_d79e25741
übrige	w19_d79e25744
eingebüsset.	w21_d79e25747
</p>
<p id="p10_d79e25750">
Nächst	w1_d79e25754
deme	w3_d79e25757
seynd	w5_d79e25760
auch	w7_d79e25763
der	w9_d79e25766
Bathyanische	w11_d79e25769
Leutenant	w13_d79e25773
Bechinie,	w15_d79e25776
und	w17_d79e25779
der	w19_d79e25782
Festeticzi	w21_d79e25785
sche	w1_d79e25790
Cornet	w3_d79e25793
Josic	w5_d79e25796
verwundeter	w7_d79e25799
in	w9_d79e25802
die	w11_d79e25805
feindliche	w13_d79e25809
Hände	w15_d79e25812
gerahten;	w17_d79e25815
Tags	w19_d79e25818
darauf	w21_d79e25821
aber	w23_d79e25824
von	w25_d79e25828
dem	w1_d79e25833
Preußischen	w3_d79e25836
Feld=marschallen	w5_d79e25839
Grafen	w7_d79e25842
von	w9_d79e25845
Schwerin	w11_d79e25848
auf	w13_d79e25852
Officiers=parole	w15_d79e25855
entlassen,	w17_d79e25858
und	w1_d79e25864
anhero	w3_d79e25867
zuruck	w5_d79e25870
geschicket	w7_d79e25873
worden.	w9_d79e25876
</p>
<p id="p12_d79e25880">
Ungeachtet	w1_d79e25884
dessen	w3_d79e25887
hat	w5_d79e25890
der	w7_d79e25893
Feind,	w9_d79e25896
sich	w11_d79e25899
keines	w13_d79e25903
Vortheils	w15_d79e25906
zu	w17_d79e25909
rüh	w19_d79e25912
men,	w21_d79e25915
immassen	w23_d79e25918
nach	w25_d79e25922
Bestättigung	w1_d79e25927
gesamter	w3_d79e25930
dabey	w5_d79e25933
gewesten	w7_d79e25936
Officiers,	w9_d79e25939
auch	w11_d79e25942
deren	w13_d79e25946
herüber	w15_d79e25949
gekommenen	w17_d79e25952
Preußi	w19_d79e25955
schen	w1_d79e25960
Deserteurs	w3_d79e25963
der	w5_d79e25966
gegentheilige	w7_d79e25969
Verlust	w9_d79e25972
von	w11_d79e25975
denen	w13_d79e25979
Todten	w15_d79e25982
sehr	w17_d79e25985
beträchtlich,	w19_d79e25988
und	w21_d79e25991
mit	w23_d79e25994
Einbegrif	w1_d79e26000
deren	w3_d79e26003
Verwundeten	w5_d79e26006
ganz	w7_d79e26009
sicher	w9_d79e26012
auf	w11_d79e26015
300.	w13_d79e26019
Man	w15_d79e26022
gerechnet	w17_d79e26025
wird.	w19_d79e26028
</p>
<p id="p14_d79e26031">
Ansonsten	w1_d79e26035
hat	w3_d79e26038
der	w5_d79e26041
Feind	w7_d79e26044
ausser	w9_d79e26047
einer	w11_d79e26050
kleinen	w13_d79e26054
Fouragierung,	w15_d79e26057
auch	w17_d79e26060
heute	w19_d79e26063
nichts	w21_d79e26066
unter	w23_d79e26069
nommen,	w1_d79e26074
hingegen	w3_d79e26077
ist	w5_d79e26080
das	w7_d79e26083
Bethlemische	w9_d79e26086
Jnfanterie=regiment	w11_d79e26089
diesen	w13_d79e26093
Tag	w15_d79e26096
in	w17_d79e26099
hiesiges	w19_d79e26102
Lager	w21_d79e26105
eingerucket,	w1_d79e26110
nicht	w3_d79e26113
minder	w5_d79e26116
der	w7_d79e26119
zur	w9_d79e26122
Dienstleistung	w11_d79e26125
anhero	w13_d79e26129
angetragene	w15_d79e26132
Hr.	w17_d79e26135
General	w19_d79e26138
Feldwecht	w21_d79e26141
meister	w1_d79e26147
Graf	w3_d79e26150
Niclas	w5_d79e26153
Esterhazy	w7_d79e26156
hie	w9_d79e26159
er	w1_d79e26164
eingetroffen.	w3_d79e26167
</p>
<head id="h2_d79e26203">
Von	w1_d79e26207
Jöm.	w1_d79e26212
Kaiserl.	w1_d79e26217
Heiner	w1_d79e26223
hajestät,	w1_d79e26228
An	w1_d79e26233
des	w3_d79e26236
Königs	w1_d79e26241
in	w3_d79e26244
Preussen	w5_d79e26247
Majestät	w7_d79e26250
als	w9_d79e26253
Chur=fürsten	w11_d79e26256
zu	w1_d79e26262
Brandenburg	w3_d79e26265
/	w5_d79e26268
Erlassenes	w1_d79e26273
DEHORTATORIUM.	w1_d79e26278
</head>
<head id="h2_d79e26284">
JJr	w1_d79e26288
Franz	w3_d79e26291
von	w5_d79e26294
GOttes	w7_d79e26297
Gnaden	w9_d79e26300
Erwählter	w11_d79e26303
Rö	w13_d79e26307
mischer	w1_d79e26316
Kaiser	w3_d79e26319
/	w5_d79e26322
zu	w7_d79e26325
allen	w9_d79e26328
Zeiten	w11_d79e26331
Mehrer	w13_d79e26335
des	w15_d79e26338
Reichs	w17_d79e26341
/	w19_d79e26344
in	w1_d79e26350
Germanien	w3_d79e26353
und	w5_d79e26356
zu	w7_d79e26359
Jerusalem	w9_d79e26362
König,	w11_d79e26365
Herzog	w13_d79e26369
zu	w15_d79e26372
Lothringen	w17_d79e26375
und	w19_d79e26378
Barr,	w1_d79e26383
Groß=herzog	w3_d79e26386
zu	w5_d79e26389
Toscana,	w7_d79e26392
Fürst	w9_d79e26395
zu	w11_d79e26398
Charleville,	w13_d79e26402
Marg=graf	w15_d79e26405
zu	w17_d79e26408
Nomeny,	w1_d79e26413
Graf	w3_d79e26416
zu	w5_d79e26419
Falkenstein,	w7_d79e26422
rc.	w9_d79e26425
rc.	w11_d79e26428
</head>
<p id="p4_d79e26431">
Entbieten	w1_d79e26435
dem	w3_d79e26438
Durchleuchtigst=großmächtigen	w5_d79e26441
Fürsten,	w7_d79e26444
Herrn	w9_d79e26447
Frie	w11_d79e26450
derich	w1_d79e26455
zu	w3_d79e26458
Preussen	w5_d79e26461
König,	w7_d79e26464
Marg=grafen	w9_d79e26467
zu	w11_d79e26470
Brandenburg,	w13_d79e26474
Souverainen	w15_d79e26477
Herzogen	w1_d79e26482
von	w3_d79e26485
Schlesien,	w5_d79e26488
zu	w7_d79e26491
Magdeburg,	w9_d79e26494
zu	w11_d79e26497
Stettin,	w13_d79e26501
Pommern,	w15_d79e26504
der	w17_d79e26507
Cas	w19_d79e26510
suben	w1_d79e26516
und	w3_d79e26519
Wenden,	w5_d79e26522
auch	w7_d79e26525
zu	w9_d79e26528
Mecklenburg	w11_d79e26531
Herzogen,	w13_d79e26535
Burg=grafen	w15_d79e26538
zu	w17_d79e26541
Nürnberg,	w1_d79e26546
und	w3_d79e26549
Fürsten	w5_d79e26552
zu	w7_d79e26555
Halberstadt,	w9_d79e26558
Minden,	w11_d79e26561
Camin,	w13_d79e26565
Wenden	w15_d79e26568
/	w17_d79e26571
Schwerin,	w1_d79e26576
Ratzeburg,	w3_d79e26579
Ost=frießland	w5_d79e26582
und	w7_d79e26585
Meurs,	w9_d79e26588
Prinzen	w11_d79e26591
von	w13_d79e26595
Oranien	w15_d79e26598
und	w1_d79e26603
Neufchatel,	w3_d79e26606
Souverainen	w5_d79e26609
Grafen	w7_d79e26612
von	w9_d79e26615
Glatz,	w11_d79e26618
Grafen	w13_d79e26622
zu	w15_d79e26625
Hohenzollern	w17_d79e26628
und	w1_d79e26634
Schwerin,	w3_d79e26637
des	w5_d79e26640
Heil.	w7_d79e26643
Röm.	w9_d79e26646
Reichs	w11_d79e26649
Erz=kammerern	w13_d79e26653
und	w15_d79e26656
Chur=fürsten,	w17_d79e26659
Unserm	w1_d79e26664
besonders	w3_d79e26667
lieben	w5_d79e26670
Freund,	w7_d79e26673
Vetter	w9_d79e26676
und	w11_d79e26679
Brudern,	w13_d79e26683
Unsern	w15_d79e26686
Freund	w17_d79e26689
Vetter	w1_d79e26694
und	w3_d79e26697
Brüderlichen	w5_d79e26700
Willen,	w7_d79e26703
Lieb	w9_d79e26706
und	w11_d79e26709
alles	w13_d79e26713
Gutes.	w15_d79e26716
Durchleuchtigst	w17_d79e26719
Großmächtiger	w1_d79e26724
Fürst,	w3_d79e26727
besonders	w5_d79e26730
lieber	w7_d79e26733
Freund,	w9_d79e26736
Vetter	w11_d79e26739
und	w13_d79e26743
Bruder!	w15_d79e26746
Es	w17_d79e26749
ist	w1_d79e26755
nicht	w3_d79e26758
nur	w5_d79e26761
Reichs=kündig,	w7_d79e26764
sondern	w9_d79e26767
auch	w11_d79e26770
Uns	w13_d79e26774
von	w15_d79e26777
des	w17_d79e26780
Königs	w19_d79e26783
in	w21_d79e26786
Poh	w23_d79e26789
len	w1_d79e26794
Majestät,	w3_d79e26797
als	w5_d79e26800
Chur=fürstens	w7_d79e26803
zu	w9_d79e26806
Sachsen	w11_d79e26809
Liebden,	w13_d79e26813
die	w15_d79e26816
Anzeige	w17_d79e26819
be	w19_d79e26822
schehen,	w1_d79e26827
daß	w3_d79e26830
Euer	w5_d79e26833
Majestät	w7_d79e26836
als	w9_d79e26839
Chur=fürstens	w11_d79e26842
zu	w13_d79e26846
Brandenburg	w15_d79e26849
Liebden,	w17_d79e26852
mit	w1_d79e26857
einer	w3_d79e26860
gegen	w5_d79e26863
60000.	w7_d79e26866
Mann	w9_d79e26869
starken	w11_d79e26872
Kriegs=rüstung,	w13_d79e26876
aus	w15_d79e26879
Dero	w17_d79e26882
Chur	w19_d79e26885
brandenburgischen	w1_d79e26891
in	w3_d79e26894
die	w5_d79e26897
Chur=sächsische	w7_d79e26900
Lande,	w9_d79e26903
von	w11_d79e26906
zweyen	w13_d79e26910
Seiten	w15_d79e26913
her	w17_d79e26916
gewalt=thätig	w1_d79e26921
eingefallen,	w3_d79e26924
dieser	w5_d79e26927
zum	w7_d79e26930
grösten	w9_d79e26933
Theil	w11_d79e26936
sich	w13_d79e26940
bemächtiget,	w15_d79e26943
und	w17_d79e26946
wider	w1_d79e26951
die	w3_d79e26954
dasige	w5_d79e26957
Lande	w7_d79e26960
sowol,	w9_d79e26963
als	w11_d79e26966
auch	w13_d79e26970
wider	w15_d79e26973
die	w17_d79e26976
Unterthanen	w19_d79e26979
zu	w21_d79e26982
denen	w23_d79e26985
här	w25_d79e26989
testen	w1_d79e26994
Vergewaltigungen	w3_d79e26997
geschritten	w5_d79e27000
seyen,	w7_d79e27003
also	w9_d79e27006
zwar,	w11_d79e27009
daß	w13_d79e27013
sogleich,	w15_d79e27016
bey	w17_d79e27019
dem	w19_d79e27022
ersten	w1_d79e27028
Eintritt	w3_d79e27031
in	w5_d79e27034
die	w7_d79e27037
Chur=sächsische	w9_d79e27040
Lande,	w11_d79e27043
der	w13_d79e27047
Anfang	w15_d79e27050
mit	w17_d79e27053
Erforderung	w19_d79e27056
</p>
<p id="p10_d79e27069">
deren	w1_d79e27073
Portionen	w3_d79e27076
und	w5_d79e27079
Rationen,	w7_d79e27082
in	w9_d79e27085
einer	w11_d79e27088
unbeschreiblichen,	w13_d79e27092
und	w15_d79e27095
die	w17_d79e27098
Kräf	w19_d79e27101
ten	w1_d79e27106
des	w3_d79e27109
Landes	w5_d79e27112
weit	w7_d79e27115
übersteigenden	w9_d79e27118
Menge	w11_d79e27121
gemacht,	w13_d79e27125
denen	w15_d79e27128
Unterthanen	w17_d79e27131
das	w1_d79e27136
Rind=viehe,	w3_d79e27139
Pferd	w5_d79e27142
und	w7_d79e27145
Knechte	w9_d79e27148
weggeführet,	w11_d79e27151
Leipzig,	w13_d79e27155
gleich	w15_d79e27158
ande	w17_d79e27161
ren	w1_d79e27167
Städten,	w3_d79e27170
eingenommen,	w5_d79e27173
alle	w7_d79e27176
Königliche	w9_d79e27179
und	w11_d79e27182
Chur=sächsische	w13_d79e27186
Cassen	w15_d79e27189
spoliiret,	w1_d79e27194
und	w3_d79e27197
allen	w5_d79e27200
Cassieren,	w7_d79e27203
Stadt=rähten,	w9_d79e27206
und	w11_d79e27209
Kauf=leuten,	w13_d79e27213
auch	w15_d79e27216
an	w17_d79e27219
deren	w1_d79e27224
Unterthanen	w3_d79e27227
bey	w5_d79e27230
Lebens=straffe	w7_d79e27233
geboten	w9_d79e27236
worden	w11_d79e27239
seye,	w13_d79e27243
nichts	w15_d79e27246
mehr	w17_d79e27249
an	w1_d79e27254
des	w3_d79e27257
Königs	w5_d79e27260
in	w7_d79e27263
Pohlen	w9_d79e27266
Majestät,	w11_d79e27269
als	w13_d79e27273
Chur=fürstens	w15_d79e27276
zu	w17_d79e27279
Sachsen	w19_d79e27282
Lieb	w21_d79e27285
den	w1_d79e27291
auszuzahlen,	w3_d79e27294
sondern	w5_d79e27297
alle	w7_d79e27300
Gefälle,	w9_d79e27303
Accise,	w11_d79e27306
Steuren,	w13_d79e27310
und	w15_d79e27313
übrige	w17_d79e27316
Lan	w19_d79e27319
des=abgaben	w1_d79e27324
an	w3_d79e27327
Eurer	w5_d79e27330
Majestät	w7_d79e27333
als	w9_d79e27336
Chur=fürstens	w11_d79e27339
zu	w13_d79e27343
Brandenburg	w15_d79e27346
Lieb	w17_d79e27349
den,	w1_d79e27354
abzuführen;	w3_d79e27357
welche	w5_d79e27360
in	w7_d79e27363
sich	w9_d79e27366
feindliche	w11_d79e27369
Vergewaltigungen	w13_d79e27373
hernach	w15_d79e27376
wei	w17_d79e27379
ter	w1_d79e27384
dahin	w3_d79e27387
gemehret	w5_d79e27390
worden	w7_d79e27393
wären,	w9_d79e27396
daß	w11_d79e27399
in	w13_d79e27403
dem	w15_d79e27406
Lande	w17_d79e27409
fouragiret,	w19_d79e27412
denen	w21_d79e27415
Unterthanen	w1_d79e27421
Küsten	w3_d79e27424
und	w5_d79e27427
Kästen	w7_d79e27430
aufgeschlagen,	w9_d79e27433
und	w11_d79e27436
alles	w13_d79e27440
geplünderet	w15_d79e27443
wer	w17_d79e27446
de,	w1_d79e27451
mit	w3_d79e27454
der	w5_d79e27457
so	w7_d79e27460
gar	w9_d79e27463
angefügten	w11_d79e27466
grausamen	w13_d79e27470
Bedrohung,	w15_d79e27473
alles	w17_d79e27476
mit	w19_d79e27479
Feuer	w21_d79e27482
und	w23_d79e27485
Schwert	w1_d79e27490
zu	w3_d79e27493
verheeren;	w5_d79e27496
Uber	w7_d79e27499
dieses	w9_d79e27502
auch	w11_d79e27505
noch	w13_d79e27509
ferner	w15_d79e27512
Eurer	w17_d79e27515
Majestät	w19_d79e27518
als	w21_d79e27521
Chur=fürstens	w1_d79e27526
zu	w3_d79e27529
Brandenburg	w5_d79e27532
Liebden	w7_d79e27535
alles,	w9_d79e27538
was	w11_d79e27541
von	w13_d79e27545
dem	w15_d79e27548
Chursäch	w17_d79e27551
sischen	w1_d79e27557
Militar-stand	w3_d79e27560
zu	w5_d79e27563
bekommen	w7_d79e27566
gewesen,	w9_d79e27569
gefangen	w11_d79e27572
genommen,	w13_d79e27576
und	w15_d79e27579
endlichen	w1_d79e27584
so	w3_d79e27587
gar	w5_d79e27590
wider	w7_d79e27593
das	w9_d79e27596
Völker=recht	w11_d79e27599
selbsten	w13_d79e27603
den	w15_d79e27606
Chur=sächsischen	w17_d79e27609
Ge	w19_d79e27612
neral	w1_d79e27617
Meager,	w3_d79e27620
welcher	w5_d79e27623
an	w7_d79e27626
Sie	w9_d79e27629
mit	w11_d79e27632
Briefen	w13_d79e27636
gesendet	w15_d79e27639
worden,	w17_d79e27642
mehrere	w19_d79e27645
Täge	w1_d79e27650
als	w3_d79e27653
einen	w5_d79e27656
Kriegs=gefangenen	w7_d79e27659
herum	w9_d79e27662
führen	w11_d79e27665
lassen;	w13_d79e27669
Durch	w15_d79e27672
welche	w17_d79e27675
allerseits	w1_d79e27681
Fried=brüchige	w3_d79e27684
und	w5_d79e27687
äusserst	w7_d79e27690
feindliche	w9_d79e27693
Vergewaltigungen,	w11_d79e27696
des	w13_d79e27700
Königs	w1_d79e27705
von	w3_d79e27708
Pohlen	w5_d79e27711
Majestät	w7_d79e27714
als	w9_d79e27717
Chur=fürstens	w11_d79e27720
zu	w13_d79e27724
Sachsen	w15_d79e27727
Liebden	w17_d79e27730
sich	w19_d79e27733
bemüßiget	w1_d79e27738
gesehen	w3_d79e27741
hätten,	w5_d79e27744
Jhre	w7_d79e27747
Chur=fürstliche	w9_d79e27750
Residenz=stadt	w11_d79e27753
Dreßden	w13_d79e27757
zu	w1_d79e27762
verlassen,	w3_d79e27765
und	w5_d79e27768
sich	w7_d79e27771
mit	w9_d79e27774
Dero	w11_d79e27777
Kriegs=mannschaft	w13_d79e27781
in	w15_d79e27784
mögliche	w17_d79e27787
Sicherheit	w19_d79e27790
zu	w1_d79e27796
setzen,	w3_d79e27799
um	w5_d79e27802
weitern	w7_d79e27805
zudringlichen	w9_d79e27808
Anmutungen,	w11_d79e27811
und	w13_d79e27815
damit	w15_d79e27818
Jhrer	w17_d79e27821
Reichs=ständischen	w1_d79e27826
Freyheit	w3_d79e27829
sich	w5_d79e27832
wider	w7_d79e27835
solche	w9_d79e27838
eigenthätige	w11_d79e27841
Vergewalti	w13_d79e27845
gungen	w1_d79e27850
zu	w3_d79e27853
verwahren.	w5_d79e27856
</p>
<p id="p12_d79e27860">
Es	w1_d79e27864
hätten	w3_d79e27867
nicht	w5_d79e27870
minder	w7_d79e27873
Eurer	w9_d79e27876
Majestät	w11_d79e27879
als	w13_d79e27883
Chur=fürstens	w15_d79e27886
zu	w17_d79e27889
Bran	w19_d79e27892
Jhro	w1_d79e27897
jüngsthin	w3_d79e27900
durch	w5_d79e27903
den	w7_d79e27906
offenen	w9_d79e27909
Druck	w11_d79e27912
denburg	w1_d79e27917
Liebden	w3_d79e27920
in	w5_d79e27923
der	w7_d79e27926
von	w9_d79e27929
in	w1_d79e27935
Berlin	w3_d79e27938
bekannt	w5_d79e27941
gemachten	w7_d79e27944
Declaration	w9_d79e27947
sich	w11_d79e27950
deutlich	w13_d79e27954
erkläret,	w15_d79e27957
daß	w17_d79e27960
der	w19_d79e27963
Anzug	w1_d79e27968
dieser	w3_d79e27971
beträchtlichen	w5_d79e27974
Rüstung	w7_d79e27977
wider	w9_d79e27980
die	w11_d79e27983
Chur=böhmische	w13_d79e27987
Reichs	w15_d79e27990
lande	w1_d79e27995
gemeinet	w3_d79e27998
seye,	w5_d79e28001
somit	w7_d79e28004
eine	w9_d79e28007
weitere	w11_d79e28010
offentliche	w13_d79e28014
Befehdung	w15_d79e28017
und	w17_d79e28020
feindliche	w1_d79e28025
Uberziehung	w3_d79e28028
mehrerer	w5_d79e28031
Reichs=lande	w7_d79e28034
vollbracht	w9_d79e28037
werden	w11_d79e28040
wolle.	w13_d79e28044
</p>
<p id="p14_d79e28047">
Nun	w1_d79e28051
muß	w3_d79e28054
Eurer	w5_d79e28057
Majestät	w7_d79e28060
als	w9_d79e28063
Chur=fürstens	w11_d79e28066
zu	w13_d79e28070
Brandenburg	w15_d79e28073
Lieb	w17_d79e28076
den	w1_d79e28081
von	w3_d79e28084
selbsten	w5_d79e28087
wissend	w7_d79e28090
seyn,	w9_d79e28093
daß	w11_d79e28096
die	w13_d79e28100
von	w15_d79e28103
Jhro	w17_d79e28106
also	w19_d79e28109
angegangene	w21_d79e28112
Em	w23_d79e28115
pörung,	w1_d79e28120
und	w3_d79e28123
wider	w5_d79e28126
die	w7_d79e28129
Chur=sächsische	w9_d79e28132
Lande	w11_d79e28135
unternommene	w13_d79e28139
dergestal	w15_d79e28142
tete	w1_d79e28148
unbefugte	w3_d79e28151
Vergewaltigung,	w5_d79e28154
samt	w7_d79e28157
Seiner	w9_d79e28160
des	w11_d79e28163
Königs	w13_d79e28167
in	w15_d79e28170
Pohlen	w17_d79e28173
Ma	w19_d79e28176
jestät,	w1_d79e28181
als	w3_d79e28184
Chur=fürstens	w5_d79e28187
zu	w7_d79e28190
Sachsen	w9_d79e28193
Liebden,	w11_d79e28196
bewürkter	w13_d79e28200
thätlichen	w15_d79e28203
Ent	w17_d79e28206
Theil	w1_d79e28211
dessen	w3_d79e28214
Chur=landen,	w5_d79e28217
mit	w7_d79e28220
und	w9_d79e28223
nebst	w11_d79e28226
denen	w13_d79e28230
setzung	w1_d79e28235
von	w3_d79e28238
dem	w5_d79e28241
grösten;	w7_d79e28244
von	w1_d79e28250
Jhro	w3_d79e28253
Kriegs=mannschaft	w5_d79e28256
in	w7_d79e28259
denen	w9_d79e28262
Chur=sächsischen	w11_d79e28265
Landen	w13_d79e28269
ausge	w15_d79e28272
übten,	w1_d79e28277
und	w3_d79e28280
noch	w5_d79e28283
vordaurenden	w7_d79e28286
Erpressungen,	w9_d79e28289
Vergewaltigungen,	w11_d79e28292
Plün	w13_d79e28296
derungen,	w1_d79e28301
und	w3_d79e28304
Bezwingungen	w5_d79e28307
deren	w7_d79e28310
Chur=sächsischen	w9_d79e28313
Unterthanen,	w11_d79e28316
auch	w13_d79e28320
</p>
<p id="p20_d79e28333">
weitere	w1_d79e28337
Bedrohungen,	w3_d79e28340
alles	w5_d79e28343
mit	w7_d79e28346
Feuer	w9_d79e28349
und	w11_d79e28352
Schwert	w13_d79e28356
zu	w15_d79e28359
verheeren,	w17_d79e28362
in	w19_d79e28365
gleichen	w1_d79e28370
auch	w3_d79e28373
der	w5_d79e28376
angekündete	w7_d79e28379
weitere	w9_d79e28382
Anzug	w11_d79e28385
wider	w13_d79e28389
noch	w15_d79e28392
mehrere	w17_d79e28395
Reichs	w19_d79e28398
lande,	w1_d79e28403
nicht	w3_d79e28406
allein	w5_d79e28409
dem	w7_d79e28412
Land=frieden	w9_d79e28415
und	w11_d79e28418
der	w13_d79e28422
Reichs=verfassung	w15_d79e28425
aller	w17_d79e28428
dings	w1_d79e28434
und	w3_d79e28437
offenbar	w5_d79e28440
zuwider,	w7_d79e28443
sondern	w9_d79e28446
auch	w11_d79e28449
allerseits	w13_d79e28453
so	w15_d79e28456
beschaffen	w17_d79e28459
seyen,	w1_d79e28464
daß	w3_d79e28467
diese	w5_d79e28470
Unsere	w7_d79e28473
Kaiserliche	w9_d79e28476
Authorität,	w11_d79e28479
und	w13_d79e28483
die	w15_d79e28486
Hoheit	w17_d79e28489
des	w19_d79e28492
Reichs	w1_d79e28497
beleidigen,	w3_d79e28500
und	w5_d79e28503
dessen	w7_d79e28506
Verfassung	w9_d79e28509
den	w11_d79e28512
gänzlichen	w13_d79e28516
Umsturz,	w15_d79e28519
allen	w17_d79e28522
und	w1_d79e28527
jeden	w3_d79e28530
Ständen	w5_d79e28533
aber,	w7_d79e28536
ihrer	w9_d79e28539
Ordnung	w11_d79e28542
nach,	w13_d79e28546
eine	w15_d79e28549
gleich	w17_d79e28552
geartete	w19_d79e28555
Ver	w21_d79e28558
gewaltigung,	w1_d79e28564
und	w3_d79e28567
damit	w5_d79e28570
den	w7_d79e28573
gemeinsamen	w9_d79e28576
Untergang	w11_d79e28579
androhen,	w13_d79e28583
somit	w15_d79e28586
in	w1_d79e28591
sich	w3_d79e28594
eine	w5_d79e28597
feindliche	w7_d79e28600
An	w9_d79e28603
und	w11_d79e28606
Uberziehung	w13_d79e28610
des	w15_d79e28613
Reichs,	w17_d79e28616
und	w19_d79e28619
eine	w21_d79e28622
gänz	w23_d79e28625
liche	w1_d79e28630
Empörung	w3_d79e28633
wider	w5_d79e28636
Uns	w7_d79e28639
und	w9_d79e28642
das	w11_d79e28645
Reich	w13_d79e28649
seyen.	w15_d79e28652
</p>
<p id="p22_d79e28655">
Wir	w1_d79e28659
sehen	w3_d79e28662
uns	w5_d79e28665
demnach	w7_d79e28668
unumgänglich	w9_d79e28671
bemüßiget,	w11_d79e28674
wider	w13_d79e28678
ein	w15_d79e28681
sol	w17_d79e28684
