<doc id="wr_1758-06-03" attrs="word" year="1758" month="06" day="03" corpus="2">
<head id="h2_d249e4298">
Hamburg	w1_d249e4302
in	w15_d249e25956
Brand	w17_d249e25959
gerahten	w19_d249e25962
wären.	w1_d249e25967
Aus	w3_d249e25970
der	w5_d249e25973
Festung	w7_d249e25976
wurde	w9_d249e25979
nämlichen	w11_d249e25982
Tags	w13_d249e25986
sehr	w15_d249e25989
stark	w17_d249e25992
canoniret,	w19_d249e25995
massen	w1_d249e26000
der	w3_d249e26003
Feind	w5_d249e26006
bis	w7_d249e26009
an	w9_d249e26012
die	w11_d249e26015
sogenannte	w13_d249e26019
heiligen	w15_d249e26022
Kreutz=kapelle	w17_d249e26025
vorgerucket,	w19_d249e26028
und	w1_d249e26034
alda	w3_d249e26037
eine	w5_d249e26040
Arbeit	w7_d249e26043
zu	w9_d249e26046
unternehmen	w11_d249e26049
willens	w13_d249e26053
seyn	w15_d249e26056
solle.	w17_d249e26059
</p>
<p id="p16_d249e26062">
Den	w1_d249e26066
30.	w3_d249e26069
alschon	w5_d249e26072
mit	w7_d249e26075
Anbruch	w9_d249e26078
des	w11_d249e26081
Tages	w13_d249e26085
verfügte	w15_d249e26088
sich	w17_d249e26091
der	w19_d249e26094
comman	w21_d249e26097
dirende	w1_d249e26102
General=feld=marschall	w3_d249e26105
Graf	w5_d249e26108
von	w7_d249e26111
Daun	w9_d249e26114
wiederumen	w11_d249e26117
auf	w13_d249e26121
die	w15_d249e26124
Vor	w17_d249e26127
posten	w1_d249e26132
zu	w3_d249e26135
dem	w5_d249e26138
General=feld=wacht=meister	w7_d249e26141
von	w9_d249e26144
Laudohn	w11_d249e26147
nacher	w13_d249e26151
Konitz,	w15_d249e26154
nahme	w17_d249e26157
aldorten	w1_d249e26163
die	w3_d249e26166
feindlich	w5_d249e26169
sowol,	w7_d249e26172
als	w9_d249e26175
gedachten	w11_d249e26178
Generals	w13_d249e26182
inhabende	w15_d249e26185
Position	w17_d249e26188
in	w19_d249e26191
Augenschein,	w1_d249e26196
und	w3_d249e26199
kame	w5_d249e26202
hierauf	w7_d249e26205
zeitlichen	w9_d249e26208
Nachmittags	w11_d249e26211
in	w13_d249e26215
das	w15_d249e26218
Hauptquar	w17_d249e26221
tier	w1_d249e26226
zuruck.	w3_d249e26229
Alles	w5_d249e26232
was	w7_d249e26235
anheute	w9_d249e26238
theils	w11_d249e26241
durch	w13_d249e26245
die	w15_d249e26248
eingelangte	w17_d249e26251
Raports,	w19_d249e26254
und	w21_d249e26257
Kundschaften,	w1_d249e26262
theils	w3_d249e26265
durch	w5_d249e26268
die	w7_d249e26271
anlangende	w9_d249e26274
Deserteurs	w11_d249e26277
zu	w13_d249e26281
vernehmen	w15_d249e26284
kom	w17_d249e26287
met,	w1_d249e26293
bestehet	w3_d249e26296
indeme,	w5_d249e26299
daß	w7_d249e26302
jenseits	w9_d249e26305
Ollmütz	w11_d249e26308
zu	w13_d249e26312
Sternberg	w15_d249e26315
annoch	w17_d249e26318
einige	w19_d249e26321
Frey	w21_d249e26324
bataillons	w1_d249e26329
cantoniren,	w3_d249e26332
und	w5_d249e26335
bey	w7_d249e26338
Neustadt	w9_d249e26341
ein	w11_d249e26344
kleines	w13_d249e26348
Lager	w15_d249e26351
von	w17_d249e26354
etlich	w19_d249e26357
1000.	w21_d249e26360
Mann	w23_d249e26363
zur	w25_d249e26367
Sicher	w27_d249e26370
heit	w1_d249e26375
deren	w3_d249e26378
aus	w5_d249e26381
Schlesien	w7_d249e26384
zur	w9_d249e26387
Armee	w11_d249e26390
gehenden	w13_d249e26394
Transporten	w15_d249e26397
stehen	w17_d249e26400
solle.	w19_d249e26403
Die	w21_d249e26406
in	w23_d249e26409
dortigen	w25_d249e26413
Gegenden	w1_d249e26418
befindliche	w3_d249e26421
Land	w5_d249e26424
leute	w7_d249e26427
fliehen	w9_d249e26430
sehr	w11_d249e26433
zahl=reich	w13_d249e26437
zu	w15_d249e26440
denen	w17_d249e26443
in	w19_d249e26446
denen	w21_d249e26449
daselbstigen	w23_d249e26452
Gebur	w25_d249e26456
gen	w1_d249e26462
befindlich	w3_d249e26465
diesseitigen	w5_d249e26468
Commandi,	w7_d249e26471
so	w9_d249e26474
zu	w11_d249e26477
dem	w13_d249e26481
Detaschement	w15_d249e26484
des	w17_d249e26487
Obrist	w19_d249e26490
leut	w21_d249e26493
nan;	w23_d249e26496
von	w25_d249e26500
La	w27_d249e26503
nius	w1_d249e26508
gehören,	w3_d249e26511
mit	w5_d249e26514
welchen	w7_d249e26517
zugleich	w9_d249e26520
viele	w11_d249e26523
Deserteuts	w13_d249e26527
anlangen,	w15_d249e26530
und	w17_d249e26533
sammentliche	w19_d249e26536
auf	w21_d249e26539
Cupitu	w23_d249e26542
lation	w1_d249e26547
Dienste	w3_d249e26550
zu	w5_d249e26553
nehmen	w7_d249e26556
sich	w9_d249e26559
anerbieten.	w11_d249e26562
Durch	w13_d249e26566
die	w15_d249e26569
dem	w17_d249e26572
General	w19_d249e26575
Laudohn	w21_d249e26578
untergehene	w23_d249e26581
Erda	w25_d249e26585
ten	w1_d249e26590
wurden	w3_d249e26593
nämlichen	w5_d249e26596
Tags	w7_d249e26599
die	w9_d249e26602
bey	w11_d249e26605
Laskow	w13_d249e26609
etwas	w15_d249e26612
vorwärts	w17_d249e26615
dem	w19_d249e26618
feindlichen	w21_d249e26621
Det	w23_d249e26624
schement	w25_d249e26628
stehende	w1_d249e26634
Frey=bataillon	w3_d249e26637
allarmiret,	w5_d249e26640
5.	w7_d249e26643
Mann	w9_d249e26646
von	w11_d249e26649
solcher	w13_d249e26653
ertödtet,	w15_d249e26656
2.	w17_d249e26659
zu	w19_d249e26662
Kriegsgefan	w21_d249e26665
genen	w1_d249e26670
gemacht,	w3_d249e26673
auch	w5_d249e26676
an	w7_d249e26679
Gewehr,	w9_d249e26682
und	w11_d249e26685
Bagage	w13_d249e26689
verschiedenes	w15_d249e26692
erbeutet.	w17_d249e26695
</p>
<head id="h2_d249e26736">
OURNAL	w1_d249e26740
Von	w1_d249e26745
der	w3_d249e26748
Kaiserl.	w5_d249e26751
und	w7_d249e26754
des	w9_d249e26757
Reichs=unter	w11_d249e26760
Commands	w13_d249e26764
des	w1_d249e26769
Herrn	w3_d249e26772
Pfalz=grafens	w5_d249e26775
zu	w7_d249e26778
Zweybrucken	w9_d249e26781
Durchl.	w11_d249e26784
stehenden	w13_d249e26788
Armee	w15_d249e26791
in	w1_d249e26797
Böheim,	w3_d249e26800
vom	w5_d249e26803
26.	w7_d249e26806
bis	w9_d249e26809
30.	w11_d249e26812
May,	w13_d249e26816
1758.	w15_d249e26819
</head>
<p id="p4_d249e26822">
Den	w1_d249e26826
26.	w3_d249e26829
ist	w5_d249e26832
die	w7_d249e26835
Armee	w9_d249e26838
aus	w11_d249e26841
dem	w13_d249e26845
Lager	w15_d249e26848
von	w17_d249e26851
Teusing	w19_d249e26854
aufgebrochen,	w21_d249e26857
und	w1_d249e26862
nacher	w3_d249e26865
Luditz	w5_d249e26868
marschiret,	w7_d249e26871
wo	w9_d249e26874
solche,	w11_d249e26877
weilen	w13_d249e26881
die	w15_d249e26884
Artillerie	w17_d249e26887
und	w1_d249e26892
Bagage	w3_d249e26895
des	w5_d249e26898
üblen	w7_d249e26901
Weegs	w9_d249e26904
halber	w11_d249e26907
sehr	w13_d249e26911
spät	w15_d249e26914
nachgekommen,	w17_d249e26917
den	w19_d249e26920
27.	w21_d249e26923
Rast=tag	w1_d249e26929
gemacht;	w3_d249e26932
und	w5_d249e26935
wurde	w7_d249e26938
das	w9_d249e26941
Grenadier=corps,	w11_d249e26944
(so	w13_d249e26948
unter	w15_d249e26951
Com	w17_d249e26954
mando	w1_d249e26959
des	w3_d249e26962
Herrn	w5_d249e26965
General=majors	w7_d249e26968
Grafens	w9_d249e26971
von	w11_d249e26974
Hollnstein	w13_d249e26978
den	w15_d249e26981
Marsch	w17_d249e26984
der	w1_d249e26989
Armee	w3_d249e26992
bedecket	w5_d249e26995
gehabt,)	w7_d249e26998
bey	w9_d249e27001
solcher	w11_d249e27004
wieder	w13_d249e27008
einzurucken	w15_d249e27011
beordert.	w17_d249e27014
</p>
<p id="p6_d249e27017">
Herr	w1_d249e27021
General	w3_d249e27024
Luzinsky,	w5_d249e27027
so	w7_d249e27030
den	w9_d249e27033
25.	w11_d249e27036
bey	w13_d249e27040
Culm	w15_d249e27043
mit	w17_d249e27046
seinem	w19_d249e27049
Corps	w21_d249e27052
stehen	w1_d249e27057
geblieben,	w3_d249e27060
empfienge	w5_d249e27063
die	w7_d249e27066
Ordre,	w9_d249e27069
sich	w11_d249e27072
den	w13_d249e27076
26.	w15_d249e27079
auf	w17_d249e27082
die	w19_d249e27085
Anhöhen	w21_d249e27088
bey	w1_d249e27093
Horn	w3_d249e27096
zu	w5_d249e27099
lagern,	w7_d249e27102
von	w9_d249e27105
wannen	w11_d249e27108
solcher	w13_d249e27112
den	w15_d249e27115
Weeg	w17_d249e27118
nach	w19_d249e27121
Ellenbogen,	w21_d249e27124
nebst	w1_d249e27130
dem	w3_d249e27133
jenseitigen	w5_d249e27136
des	w7_d249e27139
Eger=stroms	w9_d249e27142
zu	w11_d249e27145
beobachten	w13_d249e27149
hat;	w15_d249e27152
da	w17_d249e27155
zu	w19_d249e27158
näm	w21_d249e27161
licher	w1_d249e27166
Zeit	w3_d249e27169
der	w5_d249e27172
Baronayische	w7_d249e27175
Obrist=wacht=meister	w9_d249e27178
von	w11_d249e27181
Grewen	w13_d249e27185
gegen	w15_d249e27188
Crasset	w1_d249e27193
vorruckte,	w3_d249e27196
und	w5_d249e27199
die	w7_d249e27202
Strassen	w9_d249e27205
von	w11_d249e27208
Falkenau	w13_d249e27212
und	w15_d249e27215
Heinrichsgrün	w17_d249e27218
observirte,	w1_d249e27223
wo	w3_d249e27226
hingegen	w5_d249e27229
der	w7_d249e27232
Obrist=leutenant	w9_d249e27235
Treskow	w11_d249e27238
mit	w13_d249e27242
seinem	w15_d249e27245
un	w17_d249e27248
terhabenden	w1_d249e27254
Commando	w3_d249e27257
bis	w5_d249e27260
nacher	w7_d249e27263
Töpel	w9_d249e27266
marschirte,	w11_d249e27269
und	w13_d249e27273
von	w15_d249e27276
dannen	w17_d249e27279
seine	w1_d249e27284
Patrouillen	w3_d249e27287
sowol	w5_d249e27290
diesseits	w7_d249e27293
an	w9_d249e27296
der	w11_d249e27299
Eger,	w13_d249e27303
als	w15_d249e27306
auch	w17_d249e27309
gegen	w19_d249e27312
Unter	w21_d249e27315
sandau	w1_d249e27320
ausschickte,	w3_d249e27323
welche	w5_d249e27326
dann	w7_d249e27329
zuruck	w9_d249e27332
gebracht,	w11_d249e27335
daß	w13_d249e27339
7.	w15_d249e27342
Escadrons	w17_d249e27345
Preußische	w1_d249e27350
Hussaren,	w3_d249e27353
so	w5_d249e27356
von	w7_d249e27359
dem	w9_d249e27362
Obristen	w11_d249e27365
Mayer	w13_d249e27369
mit	w15_d249e27372
seinen	w17_d249e27375
Leuten	w19_d249e27378
unterstützet	w1_d249e27384
waren,	w3_d249e27387
die	w5_d249e27390
Eger	w7_d249e27393
bey	w9_d249e27396
Wogan	w11_d249e27399
paßiret,	w13_d249e27403
und	w15_d249e27406
bis	w17_d249e27409
Unter=sandau	w19_d249e27412
vorgerucket	w1_d249e27417
seyen.	w3_d249e27420
</p>
<p id="p8_d249e27423">
Die	w1_d249e27427
Armee	w3_d249e27430
setzte	w5_d249e27433
sich	w7_d249e27436
sodann	w9_d249e27439
den	w11_d249e27442
28.	w13_d249e27446
wiederum	w15_d249e27449
in	w17_d249e27452
Marsch,	w19_d249e27455
und	w21_d249e27458
bezoge	w1_d249e27463
das	w3_d249e27466
Lager	w5_d249e27469
bey	w7_d249e27472
Rudig.	w9_d249e27475
Der	w11_d249e27478
Obrist=leutenant	w13_d249e27482
Treskow	w15_d249e27485
wurde	w17_d249e27488
beordert	w1_d249e27493
nachzumarschiren,	w3_d249e27496
und	w5_d249e27499
den	w7_d249e27502
nämlichen	w9_d249e27505
Abend	w11_d249e27508
bey	w13_d249e27512
der	w15_d249e27515
Armee	w17_d249e27518
mit	w19_d249e27521
seinem	w1_d249e27527
Commando	w3_d249e27530
einzurucken;	w5_d249e27533
dahingegen	w7_d249e27536
Hrn.	w9_d249e27539
Generalen	w11_d249e27542
Luzinsky,	w13_d249e27546
(nachdeme	w1_d249e27551
solcher	w3_d249e27554
obgedachten	w5_d249e27557
Major	w7_d249e27560
von	w9_d249e27563
Grewen	w11_d249e27566
mit	w13_d249e27570
seinem	w15_d249e27573
Deta	w17_d249e27576
schement	w1_d249e27581
auf	w3_d249e27584
denen	w5_d249e27587
Anhöhen	w7_d249e27590
zwischen	w9_d249e27593
Carls=bad	w11_d249e27596
und	w13_d249e27600
Ellenbogen	w15_d249e27603
zu	w17_d249e27606
ruck	w1_d249e27611
gelassen,	w3_d249e27614
und	w5_d249e27617
mit	w7_d249e27620
seinem	w9_d249e27623
ganzen	w11_d249e27626
Corps	w13_d249e27630
die	w15_d249e27633
Eger	w17_d249e27636
paßiret,	w19_d249e27639
und	w21_d249e27642
sich	w1_d249e27648
bey	w3_d249e27651
Teusing	w5_d249e27654
gelagert;	w7_d249e27657
und	w9_d249e27660
da	w11_d249e27663
man	w13_d249e27667
zugleich	w15_d249e27670
die	w17_d249e27673
Nachricht	w19_d249e27676
erhielte,	w21_d249e27679
daß	w1_d249e27684
das	w3_d249e27687
feindliche	w5_d249e27690
Commando	w7_d249e27693
einige	w9_d249e27696
Verstärkung	w11_d249e27699
überkommen,	w13_d249e27703
und	w15_d249e27706
</p>
<p id="p14_d249e27720">
bereits	w1_d249e27724
gegen	w3_d249e27727
Töpel	w5_d249e27730
und	w7_d249e27733
Plan	w9_d249e27736
zu	w11_d249e27739
streiffen	w13_d249e27743
beginnete,)	w15_d249e27746
alsogleich	w17_d249e27749
sechs	w19_d249e27752
Grenadier=compagnien	w1_d249e27757
mit	w3_d249e27760
zwey	w5_d249e27763
Stucken,	w7_d249e27766
und	w9_d249e27769
das	w11_d249e27772
Chur=pfälzische	w13_d249e27776
Cavallerie=regiment	w1_d249e27781
nacher	w3_d249e27784
Teusing	w5_d249e27787
zugeschicket	w7_d249e27790
wurden,	w9_d249e27793
um	w11_d249e27796
dessen	w13_d249e27800
Corps	w1_d249e27806
zu	w3_d249e27809
verstärken,	w5_d249e27812
und	w7_d249e27815
ihn	w9_d249e27818
in	w11_d249e27821
den	w13_d249e27825
Stand	w15_d249e27828
zu	w17_d249e27831
setzen,	w19_d249e27834
sowol	w21_d249e27837
das	w23_d249e27840
Magazin	w1_d249e27845
zu	w3_d249e27848
Teusing,	w5_d249e27851
als	w7_d249e27854
nicht	w9_d249e27857
minder	w11_d249e27860
die	w13_d249e27864
Pilsner=strassen,	w15_d249e27867
zu	w17_d249e27870
bede	w19_d249e27873
cken,	w1_d249e27878
zu	w3_d249e27881
welchem	w5_d249e27884
Ende	w7_d249e27887
dann	w9_d249e27890
erwehntem	w11_d249e27893
Hrn.	w13_d249e27897
Generalen	w15_d249e27900
aufgetra	w17_d249e27903
gen	w1_d249e27908
wurde,	w3_d249e27911
alsogleich	w5_d249e27914
auf	w7_d249e27917
Töpel	w9_d249e27920
vorzurucken,	w11_d249e27923
die	w13_d249e27927
feindliche	w15_d249e27930
Partheyen	w17_d249e27933
von	w1_d249e27939
da	w3_d249e27942
zu	w5_d249e27945
delogiren,	w7_d249e27948
und	w9_d249e27951
die	w11_d249e27954
dasige	w13_d249e27958
Gegenden	w15_d249e27961
von	w17_d249e27964
ihren	w19_d249e27967
Streiffe	w21_d249e27970
reyen	w1_d249e27975
zu	w3_d249e27978
säuberen.	w5_d249e27981
Heute,	w7_d249e27984
als	w9_d249e27987
</p>
<p id="p16_d249e27990">
Den	w1_d249e27994
29.	w3_d249e27997
ist	w5_d249e28000
die	w7_d249e28003
Armee	w9_d249e28006
in	w11_d249e28009
denen	w13_d249e28013
hier	w15_d249e28016
bey	w17_d249e28019
Satz	w19_d249e28022
ausgesteckten	w21_d249e28025
Lä	w23_d249e28028
gern	w1_d249e28033
eingerucket,	w3_d249e28036
und	w5_d249e28039
hat	w7_d249e28042
sich	w9_d249e28045
mit	w11_d249e28048
einem	w13_d249e28052
Theil	w15_d249e28055
deren	w17_d249e28058
Kaiserl.	w19_d249e28061
Kö	w21_d249e28064
niglichen	w1_d249e28069
Trupen,	w3_d249e28072
so	w5_d249e28075
bereits	w7_d249e28078
einige	w9_d249e28081
Tage	w11_d249e28084
unter	w13_d249e28088
Commando	w15_d249e28091
des	w17_d249e28094
Hrn.	w1_d249e28100
Generalens	w3_d249e28103
der	w5_d249e28106
Cavallerie	w7_d249e28109
Grafens	w9_d249e28112
von	w11_d249e28115
Althan	w13_d249e28119
campiret,	w15_d249e28122
vereiniget;	w1_d249e28127
zu	w3_d249e28130
welchem	w5_d249e28133
dann	w7_d249e28136
auch	w9_d249e28139
der	w11_d249e28142
Uberrest	w13_d249e28146
des	w15_d249e28149
unter	w17_d249e28152
Commando	w19_d249e28155
des	w1_d249e28160
Hrn.	w3_d249e28163
Generalen	w5_d249e28166
der	w7_d249e28169
Cavallerie	w9_d249e28172
Grafens	w11_d249e28175
von	w13_d249e28179
Serbelloni	w15_d249e28182
stehenden	w17_d249e28185
Corps,	w1_d249e28190
wovon	w3_d249e28193
ob=erwehnter	w5_d249e28196
Hr.	w7_d249e28199
Graf	w9_d249e28202
von	w11_d249e28205
Althan	w13_d249e28209
dependiret,	w15_d249e28212
zu	w17_d249e28215
stossen,	w1_d249e28221
und	w3_d249e28224
sammentlich	w5_d249e28227
unter	w7_d249e28230
Commando	w9_d249e28233
des	w11_d249e28236
Hrn.	w13_d249e28240
Generalfeld	w15_d249e28243
marschallen	w1_d249e28248
Prinzens	w3_d249e28251
von	w5_d249e28254
Zweybrücken	w7_d249e28257
zu	w9_d249e28260
stehen	w11_d249e28263
gewiedmet	w13_d249e28267
ist.	w15_d249e28270
</p>
<p id="p18_d249e28273">
Bon	w1_d249e28277
der	w3_d249e28280
Festung	w5_d249e28283
Eger	w7_d249e28286
ist	w9_d249e28289
die	w11_d249e28292
Nachricht	w13_d249e28296
eingeloffen,	w15_d249e28299
daß	w17_d249e28302
die	w19_d249e28305
feind	w21_d249e28308
liche	w1_d249e28313
Hussaren	w3_d249e28316
sich	w5_d249e28319
den	w7_d249e28322
26.	w9_d249e28325
ganz	w11_d249e28328
nahe	w13_d249e28332
an	w15_d249e28335
die	w17_d249e28338
Stadt	w19_d249e28341
gewaget;	w21_d249e28344
da	w23_d249e28347
man	w25_d249e28351
aber	w1_d249e28356
auf	w3_d249e28359
sie	w5_d249e28362
zu	w7_d249e28365
canoniren	w9_d249e28368
angefangen,	w11_d249e28371
haben	w13_d249e28375
sie	w15_d249e28378
sich	w17_d249e28381
alsogleich	w19_d249e28384
zer	w21_d249e28387
streuet,	w1_d249e28393
und	w3_d249e28396
mit	w5_d249e28399
Zuruck=lassung	w7_d249e28402
einiger	w9_d249e28405
Todten	w11_d249e28408
so	w13_d249e28412
eilfertig	w15_d249e28415
gegen	w17_d249e28418
dem	w19_d249e28421
Gros	w1_d249e28426
ihrer	w3_d249e28429
Armee,	w5_d249e28432
welche	w7_d249e28435
noch	w9_d249e28438
bey	w11_d249e28441
Wildstein	w13_d249e28445
stunde,	w15_d249e28448
zuruck=gezogen	w17_d249e28451
daß,	w1_d249e28456
ungeachtet	w3_d249e28459
ihnen	w5_d249e28462
von	w7_d249e28465
der	w9_d249e28468
Egerischen	w11_d249e28471
Garnison	w13_d249e28475
ein	w15_d249e28478
Hussaren	w17_d249e28481
commando	w1_d249e28486
nachgesetzet,	w3_d249e28489
jedoch	w5_d249e28492
nicht	w7_d249e28495
mehr	w9_d249e28498
möglich	w11_d249e28501
ware,	w13_d249e28505
solche	w15_d249e28508
ein	w17_d249e28511
zuholen.	w1_d249e28517
</p>
<p id="p20_d249e28520">
Ubrigens	w1_d249e28524
ist	w3_d249e28527
auch	w5_d249e28530
der	w7_d249e28533
Hr.	w9_d249e28536
General	w11_d249e28539
und	w13_d249e28543
Reichsfeldzeugmei	w15_d249e28546
ster	w1_d249e28551
Prinz	w3_d249e28554
August	w5_d249e28557
von	w7_d249e28560
Baaden	w9_d249e28563
beorderet	w11_d249e28566
worden,	w13_d249e28570
sich	w15_d249e28573
zu	w17_d249e28576
alhiesigen	w19_d249e28579
Executions=armee	w1_d249e28584
zur	w3_d249e28587
Dienst=leistung	w5_d249e28590
zu	w7_d249e28593
verfügen.	w9_d249e28596
</p>
</doc>
