<doc id="wr_1761-10-10" attrs="word" year="1761" month="10" day="10" corpus="2">
<head id="h2_d594e3279">
Schwedischer	w1_d594e3283
Ausfindigmachung	w3_d594e24854
des	w5_d594e24857
oberwehnt	w7_d594e24860
von	w9_d594e24863
Bar	w11_d594e24866
quenfeldischen	w1_d594e24871
Schulden=standes	w3_d594e24874
um	w5_d594e24877
Ausferti	w7_d594e24880
gung	w1_d594e24885
deren	w3_d594e24888
gewöhnlichen	w5_d594e24891
Convocations=edicten	w7_d594e24894
gehorsamst	w1_d594e24900
gebetten,	w3_d594e24903
in	w5_d594e24906
dieses	w7_d594e24909
Begehren	w9_d594e24912
auch	w11_d594e24915
ge	w13_d594e24919
williget,	w1_d594e24924
und	w3_d594e24927
zu	w5_d594e24930
Vernehmung	w7_d594e24933
sothauer	w9_d594e24936
Anmel	w11_d594e24939
dung	w1_d594e24944
Jhro	w3_d594e24947
Regierungs	w5_d594e24950
Mittels=raht	w7_d594e24953
Herr	w9_d594e24956
Jo	w11_d594e24959
hann	w1_d594e24964
Joseph	w3_d594e24967
von	w5_d594e24970
Bratsch,	w7_d594e24973
und	w9_d594e24976
Mittelssecreta	w11_d594e24979
rius	w1_d594e24985
Bernhard	w3_d594e24988
Franz	w5_d594e24991
von	w7_d594e24994
Pauminger,	w9_d594e24997
pro	w11_d594e25000
Com-	w13_d594e25004
missarius	w1_d594e25009
verordnet,	w3_d594e25012
von	w5_d594e25015
diesen	w7_d594e25018
aber	w9_d594e25021
der	w11_d594e25024
15.	w13_d594e25028
Mo	w15_d594e25031
nats=tag	w1_d594e25036
Decemb.	w3_d594e25039
dies	w5_d594e25042
Jahrs	w7_d594e25045
Nachmittags	w9_d594e25048
um	w11_d594e25051
3.	w1_d594e25056
Uhr	w3_d594e25059
bestimmet	w5_d594e25062
worden	w7_d594e25065
ist.	w9_d594e25068
Als	w11_d594e25071
werden	w13_d594e25075
alle	w15_d594e25078
und	w1_d594e25084
jede	w3_d594e25087
hieran	w5_d594e25090
Theilnehmende,	w7_d594e25093
sowol	w9_d594e25096
in	w11_d594e25099
als	w13_d594e25103
ausser	w1_d594e25108
Landes	w3_d594e25111
befindliche	w5_d594e25114
Creditores,	w7_d594e25117
so	w9_d594e25120
an	w11_d594e25123
vor	w13_d594e25127
erwehnten	w1_d594e25132
Ludwig	w3_d594e25135
von	w5_d594e25138
Barquenfeld	w7_d594e25141
einige	w9_d594e25144
Sprüch	w11_d594e25147
und	w1_d594e25152
Forderung	w3_d594e25155
zu	w5_d594e25158
stellen	w7_d594e25161
haben,	w9_d594e25164
an	w11_d594e25167
vorbemeldtem	w13_d594e25171
Tag	w1_d594e25177
und	w3_d594e25180
Stund	w5_d594e25183
in	w7_d594e25186
Jhro	w9_d594e25189
Regierung	w11_d594e25192
Mittels	w13_d594e25196
rahts	w1_d594e25201
Herrn	w3_d594e25204
Johann	w5_d594e25207
Joseph	w7_d594e25210
von	w9_d594e25213
Bratsch	w11_d594e25216
in	w13_d594e25220
der	w15_d594e25223
goldenen	w1_d594e25228
Sonne,	w3_d594e25231
unweit	w5_d594e25234
des	w7_d594e25237
roten	w9_d594e25240
Thurn	w11_d594e25243
im	w13_d594e25247
zweyten	w1_d594e25252
Stock	w3_d594e25255
habenden	w5_d594e25258
Hof=quartier	w7_d594e25261
sich	w9_d594e25264
anzu	w11_d594e25267
melden,	w1_d594e25273
und	w3_d594e25276
mit	w5_d594e25279
ihren	w7_d594e25282
Nohtdurften	w9_d594e25285
gefaster	w11_d594e25288
per	w13_d594e25292
emptorie	w1_d594e25297
zu	w3_d594e25300
erscheinen	w5_d594e25303
haben.	w7_d594e25306
</p>
<p id="p42_d594e25309">
Bey	w1_d594e25313
Joseph	w3_d594e25316
Kurzböck,	w5_d594e25319
Universitäts=buchdru	w7_d594e25322
ckern,	w1_d594e25327
in	w3_d594e25330
der	w5_d594e25333
Bogner=gasse	w7_d594e25336
im	w9_d594e25339
Hof=glaserischen	w11_d594e25342
Haus	w1_d594e25347
ist	w3_d594e25350
zu	w5_d594e25353
haben:	w7_d594e25356
</p>
<list id="l44_d594e25359">
Traurige	w1_d594e25363
und	w3_d594e25366
betrübte	w5_d594e25369
Folgen	w7_d594e25372
der	w9_d594e25375
schändlichen	w11_d594e25378
Eifersucht,	w1_d594e25383
wie	w3_d594e25386
auch	w5_d594e25389
heilsamer	w7_d594e25392
Unterricht,	w9_d594e25395
daß	w11_d594e25398
El	w13_d594e25402
tern,	w1_d594e25407
die	w3_d594e25410
ihre	w5_d594e25413
Kinder	w7_d594e25416
lieben,	w9_d594e25419
sie	w11_d594e25422
zu	w13_d594e25426
keiner	w15_d594e25429
Hey	w17_d594e25432
raht	w1_d594e25438
zwingen,	w3_d594e25441
sondern	w5_d594e25444
ihnen	w7_d594e25447
ihren	w9_d594e25450
freyen	w11_d594e25453
Wil	w13_d594e25457
len	w1_d594e25462
lassen	w3_d594e25465
sollen,	w5_d594e25468
enthalten	w7_d594e25471
in	w9_d594e25474
der	w11_d594e25477
Geschichte	w13_d594e25481
des	w15_d594e25484
Hrn.	w1_d594e25489
Jsaac	w3_d594e25492
Weltens,	w5_d594e25495
der	w7_d594e25498
sich	w9_d594e25501
am	w11_d594e25504
30.	w13_d594e25508
Aug.	w15_d594e25511
1761.	w17_d594e25514
zu	w1_d594e25519
Berlin	w3_d594e25522
eigenhändig	w5_d594e25525
umgebracht,	w7_d594e25528
nachdem	w9_d594e25531
er	w11_d594e25534
seine	w1_d594e25540
getreue	w3_d594e25543
Ehe=gattin	w5_d594e25546
Marianne,	w7_d594e25549
und	w9_d594e25552
derselben	w11_d594e25555
unschuldigen	w1_d594e25560
Liebhaber	w3_d594e25563
jämmerlich	w5_d594e25566
ermordet,	w7_d594e25569
verfasset	w1_d594e25574
von	w3_d594e25577
dem	w5_d594e25580
Verfasser	w7_d594e25583
8vo.	w9_d594e25586
à	w11_d594e25589
7.	w13_d594e25593
kr.	w15_d594e25596
Gespräche	w1_d594e25601
zwischen	w3_d594e25604
einem	w5_d594e25607
Herrschafts=inspe	w7_d594e25610
ctor,	w1_d594e25616
und	w3_d594e25619
dem	w5_d594e25622
dämischen	w7_d594e25625
Richter	w9_d594e25628
zu	w11_d594e25631
Tripstrill,	w13_d594e25635
4to.	w1_d594e25640
à	w3_d594e25643
7.	w5_d594e25646
kr.	w7_d594e25649
Schreiben	w1_d594e25654
eines	w3_d594e25657
in	w5_d594e25660
Preußischer	w7_d594e25663
Gefangenschaft	w9_d594e25666
sterbenden	w1_d594e25671
K.	w3_d594e25674
K.	w5_d594e25677
Officiers	w7_d594e25680
an	w9_d594e25683
seinen	w11_d594e25686
Sohn	w13_d594e25690
nach	w15_d594e25693
Prag,	w1_d594e25699
4to.	w3_d594e25702
à	w5_d594e25705
7.	w7_d594e25708
kr.	w9_d594e25711
Versuch	w1_d594e25716
einer	w3_d594e25719
Uebersetzung	w5_d594e25722
der	w7_d594e25725
Klag=lieder	w9_d594e25728
des	w11_d594e25731
Propheten	w1_d594e25736
Jeremiä	w3_d594e25739
in	w5_d594e25742
Versen	w7_d594e25745
von	w9_d594e25748
Franz	w11_d594e25751
Xavier	w13_d594e25755
Riedel,	w1_d594e25760
aus	w3_d594e25763
der	w5_d594e25766
Gesellschaft	w7_d594e25769
JEsu,	w9_d594e25772
in	w11_d594e25775
8vo.	w13_d594e25779
à	w15_d594e25782
12.	w17_d594e25785
kr.	w19_d594e25788
Antwort	w1_d594e25794
des	w3_d594e25797
Hrn.	w5_d594e25800
Friedlibs	w7_d594e25803
auf	w9_d594e25806
die	w11_d594e25809
Frage	w13_d594e25813
des	w15_d594e25816
Meister	w1_d594e25821
Grüblers,	w3_d594e25824
ob	w5_d594e25827
man	w7_d594e25830
bald	w9_d594e25833
Friede	w11_d594e25836
machen	w13_d594e25840
werde,	w1_d594e25845
4to.	w3_d594e25848
à	w5_d594e25851
7.	w7_d594e25854
kr.	w9_d594e25857
</list>
<list id="l46_d594e25861">
Das	w1_d594e25865
Preußische	w3_d594e25868
A	w5_d594e25871
B.	w7_d594e25874
C.	w9_d594e25877
oder	w11_d594e25880
Lob=gedicht	w13_d594e25884
auf	w15_d594e25887
den	w1_d594e25892
Königl.	w3_d594e25895
Preußischen	w5_d594e25898
Minister,	w7_d594e25901
Frepherrn	w9_d594e25904
von	w11_d594e25907
Ploto,	w1_d594e25912
4to.	w3_d594e25915
à	w5_d594e25918
7.	w7_d594e25921
kr.	w9_d594e25924
Der	w1_d594e25930
großmütige	w3_d594e25933
Hussar,	w5_d594e25936
und	w7_d594e25939
der	w9_d594e25942
besiegte	w11_d594e25945
Preußische	w1_d594e25950
Dragoner,	w3_d594e25953
eine	w5_d594e25956
Poetische	w7_d594e25959
Unterredung,	w9_d594e25962
a	w1_d594e25967
7.	w3_d594e25970
kr.	w5_d594e25973
</list>
<p id="p48_d594e25978">
Von	w1_d594e25982
des	w3_d594e25985
Löbl.	w5_d594e25988
Stift	w7_d594e25991
und	w9_d594e25994
Würdigen	w11_d594e25997
unser	w13_d594e26001
lie	w15_d594e26004
ben	w1_d594e26009
Frauen	w3_d594e26012
GOttes=haus	w5_d594e26015
zu	w7_d594e26018
den	w9_d594e26021
Schotten	w11_d594e26024
in	w13_d594e26028
Wien	w1_d594e26033
bestellten	w3_d594e26036
Grund=gericht	w5_d594e26039
wegen,	w7_d594e26042
wird	w9_d594e26045
hie	w11_d594e26048
mit	w1_d594e26054
jedermänniglich	w3_d594e26057
zu	w5_d594e26060
vernehmen	w7_d594e26063
gegeben,	w9_d594e26066
wel	w11_d594e26069
chergestalten	w1_d594e26074
Frau	w3_d594e26077
Maria	w5_d594e26080
Aloysia	w7_d594e26083
verwittibten	w9_d594e26086
Gräfin	w1_d594e26091
von	w3_d594e26094
Mollarth	w5_d594e26097
proprio	w7_d594e26100
&	w9_d594e26103
inandatario	w11_d594e26106
no-	w13_d594e26110
mine	w1_d594e26115
dero	w3_d594e26118
Tochter	w5_d594e26121
Frauen	w7_d594e26124
Mariä	w9_d594e26127
Antoniä	w11_d594e26130
ver	w13_d594e26134
mählten	w1_d594e26140
Gräfin	w3_d594e26143
von	w5_d594e26146
Meraviglia,	w7_d594e26149
als	w9_d594e26152
weil.	w11_d594e26155
Hrn.	w13_d594e26159
Johann	w1_d594e26164
Nepomuck	w3_d594e26167
Ernst	w5_d594e26170
Grafen	w7_d594e26173
von	w9_d594e26176
Mollarth	w11_d594e26179
seel.	w1_d594e26184
zuruckgelassene	w3_d594e26187
Universal=erbin	w5_d594e26190
angezeiget,	w7_d594e26193
wie	w1_d594e26198
daß	w3_d594e26201
die	w5_d594e26204
an	w7_d594e26207
den	w9_d594e26210
unter	w11_d594e26213
diesseitiges	w13_d594e26217
Grundbuch	w15_d594e26220
dienstbar,	w1_d594e26226
in	w3_d594e26229
der	w5_d594e26232
Herrn=gassen	w7_d594e26235
gelegen=gräfl.	w9_d594e26238
Mollarthischen	w1_d594e26243
Haus	w3_d594e26246
einkommende	w5_d594e26249
Posten,	w7_d594e26252
be	w9_d594e26255
nanntlichen:	w1_d594e26260
Herr	w3_d594e26263
Jacob	w5_d594e26266
Stänzler,	w7_d594e26269
unterm	w9_d594e26272
15.	w11_d594e26275
Martii	w1_d594e26280
1635.	w3_d594e26283
mit	w5_d594e26286
2000.	w7_d594e26289
fl.	w9_d594e26292
Herr	w11_d594e26295
Christoph	w13_d594e26299
von	w15_d594e26302
Eckel,	w1_d594e26308
Obristl=leutenant	w3_d594e26311
wegen	w5_d594e26314
des	w7_d594e26317
Guts	w9_d594e26320
Plum	w11_d594e26323
bau	w1_d594e26328
unterm	w3_d594e26331
25.	w5_d594e26334
Febr.	w7_d594e26337
1645.	w9_d594e26340
weil.	w11_d594e26343
Herr	w13_d594e26347
Thomas	w15_d594e26350
von	w1_d594e26355
Eyßfort,	w3_d594e26358
gewest	w5_d594e26361
Hungarischer	w7_d594e26364
Hof=cammer	w9_d594e26367
raht,	w1_d594e26372
und	w3_d594e26375
dessen	w5_d594e26378
Ehe=frauen	w7_d594e26381
beeder	w9_d594e26384
seel.	w11_d594e26387
nach	w13_d594e26391
gelassene	w1_d594e26397
Pupillen	w3_d594e26400
unterm	w5_d594e26403
28.	w7_d594e26406
Junii	w9_d594e26409
1690.	w11_d594e26412
mit	w13_d594e26416
2000.	w1_d594e26421
fl.	w3_d594e26424
und	w5_d594e26427
endlichen	w7_d594e26430
Frau	w9_d594e26433
Maximiliana	w11_d594e26436
The	w13_d594e26440
resia	w1_d594e26445
Stadtlerin,	w3_d594e26448
Geborne	w5_d594e26451
von	w7_d594e26454
Chürnberg,	w9_d594e26457
un	w11_d594e26460
term	w1_d594e26465
28.	w3_d594e26468
Junii	w5_d594e26471
1689.	w7_d594e26474
mit	w9_d594e26477
6000.	w11_d594e26480
fl.	w13_d594e26484
vorgemerk	w15_d594e26487
ter	w1_d594e26493
sich	w3_d594e26496
befinden,	w5_d594e26499
darauf	w7_d594e26502
auch	w9_d594e26505
Satzweiß	w11_d594e26508
indebite	w13_d594e26512
haften,	w1_d594e26517
und	w3_d594e26520
bereits	w5_d594e26523
schon	w7_d594e26526
vorlängst	w9_d594e26529
getilget	w11_d594e26532
wor	w13_d594e26536
den,	w1_d594e26541
die	w3_d594e26544
diesfällige	w5_d594e26547
Original=obligationes,	w7_d594e26550
Satz	w9_d594e26553
brief	w1_d594e26558
und	w3_d594e26561
übrige	w5_d594e26564
Documenta	w7_d594e26567
hingegen	w9_d594e26570
in	w11_d594e26573
Ver	w13_d594e26577
stoß	w1_d594e26583
gerahten	w3_d594e26586
wären,	w5_d594e26589
folgsam	w7_d594e26592
es	w9_d594e26595
an	w11_d594e26598
deme	w13_d594e26602
beru	w15_d594e26605
hete,	w1_d594e26610
daß	w3_d594e26613
solche	w5_d594e26616
mittels	w7_d594e26619
Affigirung	w9_d594e26622
eines	w11_d594e26625
gewöhn	w13_d594e26629
lichen	w1_d594e26634
Amortisations=edict	w3_d594e26637
abgethan,	w5_d594e26640
caßireth	w7_d594e26643
und	w1_d594e26648
annulliret	w3_d594e26651
werden	w5_d594e26654
könnten,	w7_d594e26657
als	w9_d594e26660
nun	w11_d594e26663
auch	w13_d594e26667
der	w15_d594e26670
Canzley	w1_d594e26676
die	w3_d594e26679
Ausfertigung	w5_d594e26682
vorberührten	w7_d594e26685
Edicts	w9_d594e26688
unterm	w1_d594e26693
5	w3_d594e26696
Novemb.	w5_d594e26699
a.	w7_d594e26702
c.	w9_d594e26705
auserleget	w11_d594e26708
worden;	w13_d594e26712
Sol	w15_d594e26715
chemnach	w1_d594e26720
wird	w3_d594e26723
der	w5_d594e26726
und	w7_d594e26729
diejenige,	w9_d594e26732
so	w11_d594e26735
von	w13_d594e26739
obbe	w15_d594e26742
meldten	w1_d594e26747
Documentis	w3_d594e26750
einige	w5_d594e26753
Wissenschaft	w7_d594e26756
haben,	w9_d594e26759
oder	w1_d594e26765
hieran	w3_d594e26768
einige	w5_d594e26771
Sprüche	w7_d594e26774
zu	w9_d594e26777
stellen	w11_d594e26780
vermeinen,	w13_d594e26784
von	w1_d594e26789
heut	w3_d594e26792
gesetztem	w5_d594e26795
Dato	w7_d594e26798
an	w9_d594e26801
inner	w11_d594e26804
1.	w13_d594e26808
Jahr	w15_d594e26811
6.	w17_d594e26814
Wochen	w1_d594e26819
und	w3_d594e26822
3.	w5_d594e26825
Täg	w7_d594e26828
bey	w9_d594e26831
vorbesagtem	w11_d594e26834
Grundbuch	w13_d594e26838
also	w1_d594e26843
gewiß	w3_d594e26846
zu	w5_d594e26849
erscheinen,	w7_d594e26852
und	w9_d594e26855
sich	w11_d594e26858
hierzu	w13_d594e26862
zu	w15_d594e26865
le	w17_d594e26868
gitimiren	w1_d594e26874
haben,	w3_d594e26877
wie	w5_d594e26880
im	w7_d594e26883
widrigen	w9_d594e26886
nach	w11_d594e26889
Verstrei	w13_d594e26893
chung	w1_d594e26898
solchen	w3_d594e26901
Termin	w5_d594e26904
berührte	w7_d594e26907
Originalobliga	w9_d594e26910
tiones,	w1_d594e26915
Satzbrief	w3_d594e26918
und	w5_d594e26921
übrige	w7_d594e26924
Documenta	w9_d594e26927
ganz	w11_d594e26930
lichen	w1_d594e26935
caßiret,	w3_d594e26938
und	w5_d594e26941
für	w7_d594e26944
null	w9_d594e26947
und	w11_d594e26950
nichtig	w13_d594e26954
gemachet	w15_d594e26957
werden	w1_d594e26963
sollen.	w3_d594e26966
Actum	w5_d594e26969
Wien	w7_d594e26972
den	w9_d594e26975
14.	w11_d594e26978
Nov.	w13_d594e26982
1766.	w15_d594e26985
</p>
<p id="p50_d594e26988">
Den	w1_d594e26992
7.	w3_d594e26995
Novemb.	w5_d594e26998
dies	w7_d594e27001
Jahrs	w9_d594e27004
fruh	w11_d594e27007
um	w13_d594e27011
8.	w15_d594e27014
Uhr	w17_d594e27017
wird	w1_d594e27022
bey	w3_d594e27025
dem	w5_d594e27028
Löbl	w7_d594e27031
Landmarschallischen	w9_d594e27034
Gericht	w11_d594e27037
die	w1_d594e27042
Herrschaft	w3_d594e27045
Ober=ranna,	w5_d594e27048
samt	w7_d594e27051
denen	w9_d594e27054
dersei	w11_d594e27057
ben	w1_d594e27063
einverleibten	w3_d594e27066
Grund	w5_d594e27069
stücken	w7_d594e27072
ästimirter	w9_d594e27075
massen	w11_d594e27078
pr.	w1_d594e27083
27370.	w3_d594e27086
fl.	w5_d594e27089
11	w7_d594e27092
kr.	w9_d594e27095
offentlich	w11_d594e27098
feil	w13_d594e27102
gebotten,	w15_d594e27105
und	w1_d594e27110
dem	w3_d594e27113
Meistbietenden	w5_d594e27116
verkauffet	w7_d594e27119
werden.	w9_d594e27122
</p>
<head id="h4_d594e27130">
Fahrhafte	w1_d594e27134
Relation	w3_d594e27137
</head>
<head id="h2_d594e27143">
Von	w1_d594e27147
deme,	w3_d594e27150
was	w5_d594e27153
bey	w7_d594e27156
denen	w9_d594e27159
Rußischen	w11_d594e27162
Vorrahtshäu	w13_d594e27166
sern	w1_d594e27171
sich	w3_d594e27174
zugetragen,	w5_d594e27177
vom	w7_d594e27180
15.	w9_d594e27183
September	w11_d594e27186
1761.	w13_d594e27190
</head>
<p id="p4_d594e27193">
Lin	w1_d594e27197
aus	w3_d594e27200
12000.	w5_d594e27203
Mann	w7_d594e27206
bestehendes	w9_d594e27209
feindliches	w11_d594e27212
Corps	w13_d594e27216
kame	w15_d594e27219
den	w17_d594e27222
15.	w19_d594e27225
Sept.	w1_d594e27230
um	w3_d594e27233
6.	w5_d594e27236
Uhr	w7_d594e27239
Morgens	w9_d594e27242
unter	w11_d594e27245
der	w13_d594e27249
Anführung	w15_d594e27252
der	w17_d594e27255
Generalen	w19_d594e27258
Platten,	w1_d594e27263
Knobloch	w3_d594e27266
und	w5_d594e27269
jungen	w7_d594e27272
Ziethen	w9_d594e27275
vor	w11_d594e27278
die	w13_d594e27282
Stadt	w15_d594e27285
Gostynin,	w17_d594e27288
und	w1_d594e27294
griffe	w3_d594e27297
unsere	w5_d594e27300
aldaselbsten	w7_d594e27303
gestandene	w9_d594e27306
Equipage	w11_d594e27309
an,	w13_d594e27313
hinter	w15_d594e27316
welcher	w17_d594e27319
die	w19_d594e27322
unter	w1_d594e27327
denen	w3_d594e27330
Befehlen	w5_d594e27333
des	w7_d594e27336
Brigadiers	w9_d594e27339
Cherepow	w11_d594e27342
stehende	w13_d594e27346
Ruß.	w15_d594e27349
Trupen	w17_d594e27352
nur	w1_d594e27357
mit	w3_d594e27360
Gehölze	w5_d594e27363
sich	w7_d594e27366
verschanzet	w9_d594e27369
hatten;	w11_d594e27372
gleich	w13_d594e27376
gedachter	w15_d594e27379
Brigadier	w17_d594e27382
glaubte,	w1_d594e27387
vermög	w3_d594e27390
denen	w5_d594e27393
Nachrichten	w7_d594e27396
der	w9_d594e27399
dasigen	w11_d594e27402
Pohlnischen	w13_d594e27406
Einwohne	w15_d594e27409
re,	w1_d594e27415
nur	w3_d594e27418
mit	w5_d594e27421
einem	w7_d594e27424
grossen	w9_d594e27427
von	w11_d594e27430
Glogau	w13_d594e27434
detaschirten	w15_d594e27437
feindlichen	w17_d594e27440
Corps	w19_d594e27443
zu	w1_d594e27448
thun	w3_d594e27451
zu	w5_d594e27454
haben;	w7_d594e27457
unsere	w9_d594e27460
Trupen	w11_d594e27463
fochten	w13_d594e27467
mit	w15_d594e27470
solcher	w17_d594e27473
Tapferkeit,	w19_d594e27476
daß	w21_d594e27479
sie	w1_d594e27484
die	w3_d594e27487
2.	w5_d594e27490
erste	w7_d594e27493
feindliche	w9_d594e27496
Angriffe,	w11_d594e27499
obwolen	w13_d594e27503
selbe	w15_d594e27506
mit	w17_d594e27509
einer	w19_d594e27512
lebhaften	w21_d594e27515
Canonade,	w1_d594e27520
und	w3_d594e27523
starken	w5_d594e27526
Musqueten=feuer	w7_d594e27529
begleitet	w9_d594e27532
waren,	w11_d594e27535
jedesmal	w13_d594e27539
mit	w15_d594e27542
grossem	w1_d594e27548
Verlust	w3_d594e27551
der	w5_d594e27554
Feinde	w7_d594e27557
repoußiret	w9_d594e27560
hatten;	w11_d594e27563
Allein	w13_d594e27567
die	w15_d594e27570
Feinde,	w17_d594e27573
wel	w19_d594e27576
che	w1_d594e27581
uns	w3_d594e27584
unendlich	w5_d594e27587
überlegen	w7_d594e27590
waren,	w9_d594e27593
formirten,	w11_d594e27596
nachdeme	w13_d594e27600
sie	w15_d594e27603
vorhero	w17_d594e27606
in	w19_d594e27609
einem	w1_d594e27614
unweit	w3_d594e27617
davon	w5_d594e27620
gelegenen	w7_d594e27623
Garten	w9_d594e27626
2.	w11_d594e27629
Batterien	w13_d594e27633
errichtet	w15_d594e27636
hatten,	w17_d594e27639
von	w1_d594e27644
welchen	w3_d594e27647
unsere	w5_d594e27650
Flanque	w7_d594e27653
gar	w9_d594e27656
füglich	w11_d594e27659
bestrichen	w13_d594e27663
werden	w15_d594e27666
konnte,	w17_d594e27669
zum	w19_d594e27672
drittenmal	w1_d594e27678
eine	w3_d594e27681
so	w5_d594e27684
lebhafte	w7_d594e27687
Attaque,	w9_d594e27690
daß	w11_d594e27693
unser	w13_d594e27697
mehr	w15_d594e27700
erwehnter	w17_d594e27703
Bri	w19_d594e27706
gadier	w1_d594e27711
Cherepow,	w3_d594e27714
welcher	w5_d594e27717
nicht	w7_d594e27720
mehr,	w9_d594e27723
dann	w11_d594e27726
2.	w13_d594e27730
Bataillonen,	w15_d594e27733
etwas	w17_d594e27736
von	w1_d594e27741
der	w3_d594e27744
Reiterey,	w5_d594e27747
nebst	w7_d594e27750
sehr	w9_d594e27753
wenigen	w11_d594e27756
Cosacken	w13_d594e27760
und	w15_d594e27763
4.	w17_d594e27766
Canonen	w19_d594e27769
bey	w21_d594e27772
sich	w1_d594e27777
hatte,	w3_d594e27780
sich	w5_d594e27783
gezwungen	w7_d594e27786
sahe,	w9_d594e27789
nach	w11_d594e27792
einer	w13_d594e27796
vierthalb=stündigen	w15_d594e27799
ta	w17_d594e27802
pferen	w1_d594e27808
Gegenwehr,	w3_d594e27811
in	w5_d594e27814
welcher	w7_d594e27817
er	w9_d594e27820
ganz	w11_d594e27823
und	w13_d594e27827
gar	w15_d594e27830
seine	w17_d594e27833
mitgehabte	w19_d594e27836
Cartetschen	w1_d594e27841
verschossen,	w3_d594e27844
und	w5_d594e27847
zum	w7_d594e27850
Ueberfluß	w9_d594e27853
seine	w11_d594e27856
unterhabende	w13_d594e27860
Trupen	w15_d594e27863
auf	w1_d594e27868
das	w3_d594e27871
äusserste	w5_d594e27874
abgemattet	w7_d594e27877
waren,	w9_d594e27880
die	w11_d594e27883
Feinde	w13_d594e27887
aber,	w15_d594e27890
welchen	w17_d594e27893
die	w19_d594e27896
Pohlnische	w1_d594e27901
Einwohnere	w3_d594e27904
die	w5_d594e27907
Thöre	w7_d594e27910
eines	w9_d594e27913
sicheren	w11_d594e27916
Klosters	w13_d594e27920
forciren	w15_d594e27923
hal	w17_d594e27926
fen,	w1_d594e27932
ihme	w3_d594e27935
allenthalben	w5_d594e27938
auf	w7_d594e27941
den	w9_d594e27944
Rucken	w11_d594e27947
kamen,	w13_d594e27951
mit	w15_d594e27954
aufgepflanzten	w17_d594e27957
Bajonetten	w1_d594e27962
aus	w3_d594e27965
denen	w5_d594e27968
innen	w7_d594e27971
gehabten	w9_d594e27974
Schanzen	w11_d594e27977
zu	w13_d594e27981
ziehen.	w15_d594e27984
</p>
<p id="p6_d594e27987">
Denen	w1_d594e27991
Nachrichten	w3_d594e27994
der	w5_d594e27997
Einwohner	w7_d594e28000
zufolge	w9_d594e28003
sollen	w11_d594e28006
die	w13_d594e28010
Feinde	w15_d594e28013
bey	w17_d594e28016
dieser	w1_d594e28021
Vorfallenheit	w3_d594e28024
weit	w5_d594e28027
mehr,	w7_d594e28030
dann	w9_d594e28033
wir	w11_d594e28036
eingebüsset	w13_d594e28040
haben,	w15_d594e28043
zumalen	w17_d594e28046
600.	w1_d594e28051
derselben	w3_d594e28054
auf	w5_d594e28057
dem	w7_d594e28060
Wahl=platz	w9_d594e28063
geblieben,	w11_d594e28066
welche	w13_d594e28070
man	w15_d594e28073
alsogleich	w17_d594e28076
ein	w19_d594e28079
scharren	w1_d594e28085
lassen,	w3_d594e28088
die	w5_d594e28091
Anzahl	w7_d594e28094
ihrer	w9_d594e28097
Verwundeten	w11_d594e28100
ist	w13_d594e28104
uns,	w15_d594e28107
einen	w17_d594e28110
Major	w19_d594e28113
</p>
<p id="p12_d594e28127">
ausgenommen,	w1_d594e28131
noch	w3_d594e28134
unbewust:	w5_d594e28137
unserer	w7_d594e28140
Seits	w9_d594e28143
haben	w11_d594e28146
wir	w13_d594e28150
nicht	w15_d594e28153
mehr,	w17_d594e28156
dann	w1_d594e28161
2.	w3_d594e28164
Capitains,	w5_d594e28167
1.	w7_d594e28170
Fähnrich,	w9_d594e28173
und	w11_d594e28176
129.	w13_d594e28180
Gemeine,	w15_d594e28183
welche	w17_d594e28186
sodann	w19_d594e28189
von	w1_d594e28194
denen	w3_d594e28197
Jnwohnern	w5_d594e28200
beerdiget	w7_d594e28203
worden,	w9_d594e28206
verlohren;	w11_d594e28209
die	w13_d594e28213
Anzahl	w15_d594e28216
unserer	w1_d594e28222
Verwundeten	w3_d594e28225
belauffet	w5_d594e28228
sich	w7_d594e28231
auf	w9_d594e28234
7.	w11_d594e28237
Officiers,	w13_d594e28241
und	w15_d594e28244
79.	w17_d594e28247
Ge	w19_d594e28250
meine,	w1_d594e28255
welche	w3_d594e28258
wir	w5_d594e28261
mit	w7_d594e28264
29.	w9_d594e28267
schwer	w11_d594e28270
verwundeten	w13_d594e28274
Preussen	w15_d594e28277
auf	w17_d594e28280
dem	w19_d594e28283
Pla	w21_d594e28286
tze	w1_d594e28291
liegen	w3_d594e28294
lassen.	w5_d594e28297
Der	w7_d594e28300
Brigadier	w9_d594e28303
Cherepow,	w11_d594e28306
und	w13_d594e28310
die	w15_d594e28313
Majors	w17_d594e28316
Pere	w19_d594e28319
consichin	w1_d594e28324
und	w3_d594e28327
Vesner	w5_d594e28330
musten	w7_d594e28333
sich	w9_d594e28336
mit	w11_d594e28339
dem	w13_d594e28343
Rest	w15_d594e28346
der	w17_d594e28349
2.	w19_d594e28352
Bataillonen,	w21_d594e28355
samt	w23_d594e28358
der	w1_d594e28364
noch	w3_d594e28367
übrig	w5_d594e28370
gebliebenen	w7_d594e28373
Cavallerie	w9_d594e28376
zu	w11_d594e28379
Kriegs=gefangenen	w13_d594e28383
ergeben:	w15_d594e28386
die	w1_d594e28391
Grausamkeit	w3_d594e28394
der	w5_d594e28397
Feinde	w7_d594e28400
gienge	w9_d594e28403
soweit,	w11_d594e28406
daß	w13_d594e28410
