<doc id="wr_1757-07-27" attrs="word" year="1757" month="07" day="27" corpus="2">
<head id="h2_d164e3680">
London	w4_d164e3683
so	w3_d164e23076
können	w5_d164e23079
sie	w7_d164e23082
mit	w9_d164e23085
Zuversicht	w11_d164e23088
hoffen,	w13_d164e23092
daß	w1_d164e23097
GOtt	w3_d164e23100
der	w5_d164e23103
Herrscharren	w7_d164e23106
Jhre	w9_d164e23109
gerechte	w11_d164e23112
Waffen	w1_d164e23118
segnen,	w3_d164e23121
die	w5_d164e23124
ungerechte	w7_d164e23127
Anschläge	w9_d164e23130
Jhrer	w1_d164e23135
Feinde	w3_d164e23138
zernichten,	w5_d164e23141
und	w7_d164e23144
Jhro	w9_d164e23147
gegen	w11_d164e23150
dieselbe	w1_d164e23155
kräftigen	w3_d164e23158
Beystand	w5_d164e23161
verleihen	w7_d164e23164
werde.	w9_d164e23167
</p>
<p id="p12_d164e23171">
Des	w1_d164e23175
Hrn	w3_d164e23178
Reichs;	w5_d164e23181
generalFeldzeug	w7_d164e23184
meisters,	w1_d164e23189
Herzogs	w3_d164e23192
zu	w5_d164e23195
Sachsen	w7_d164e23198
Hildburgs	w9_d164e23201
hausen	w1_d164e23206
Durchl.	w3_d164e23209
haben,	w5_d164e23212
laut	w7_d164e23215
Dero	w9_d164e23218
am	w11_d164e23221
1.	w13_d164e23225
diese	w15_d164e23228
zur	w1_d164e23234
Dictatur	w3_d164e23237
gekommenen	w5_d164e23240
Schreibens	w7_d164e23243
d.	w9_d164e23246
d.	w11_d164e23249
Wien	w1_d164e23254
den	w3_d164e23257
19.	w5_d164e23260
Junii	w7_d164e23263
der	w9_d164e23266
Reichsversamm	w11_d164e23269
lung	w1_d164e23274
die	w3_d164e23277
Uebernehmung	w5_d164e23280
des	w7_d164e23283
Commändo	w9_d164e23286
über	w11_d164e23289
die	w1_d164e23294
Reichs=executions=armee	w3_d164e23297
,	w5_d164e23300
wie	w7_d164e23303
auch	w9_d164e23306
die	w11_d164e23309
zu	w1_d164e23315
Handen	w3_d164e23318
Kaiserl.	w5_d164e23321
Maj.	w7_d164e23324
geschehene	w9_d164e23327
Ablegung	w11_d164e23330
des	w1_d164e23335
gewöhnlichen	w3_d164e23338
Eides	w5_d164e23341
am	w7_d164e23344
Kaiser	w9_d164e23347
und	w11_d164e23350
Reich	w13_d164e23354
vermeldet,	w1_d164e23359
mit	w3_d164e23362
angehenkter	w5_d164e23365
Versicherung	w7_d164e23368
daß	w1_d164e23373
sie	w3_d164e23376
sich	w5_d164e23379
würklich	w7_d164e23382
zur	w9_d164e23385
Armee	w11_d164e23388
herbey	w13_d164e23392
zu	w15_d164e23395
zie	w17_d164e23398
hen,	w1_d164e23404
und	w3_d164e23407
anmit	w5_d164e23410
sowol	w7_d164e23413
die	w9_d164e23416
Sicherstellung	w11_d164e23419
der	w1_d164e23424
vorligenden	w3_d164e23427
Kreise,	w5_d164e23430
wordurch	w7_d164e23433
die	w9_d164e23436
Rück	w11_d164e23439
wärtigen	w1_d164e23444
ohnehin	w3_d164e23447
vertheidiget	w5_d164e23450
würden,	w7_d164e23453
als	w9_d164e23456
die	w1_d164e23461
Entledigung	w3_d164e23464
derer	w5_d164e23467
würklich	w7_d164e23470
überzogenen	w9_d164e23473
Reichs	w1_d164e23479
ständen	w3_d164e23482
nach	w5_d164e23485
Möglichkeit	w7_d164e23488
zu	w9_d164e23491
befördern,	w11_d164e23494
in	w1_d164e23499
Hofnung,	w3_d164e23502
daß	w5_d164e23505
durch	w7_d164e23508
die	w9_d164e23511
von	w11_d164e23514
denen	w13_d164e23518
Kreiß	w15_d164e23521
ausschreibenden	w1_d164e23526
Herren	w3_d164e23529
Fürsten	w5_d164e23532
bereits	w7_d164e23535
vor	w9_d164e23538
gekehrte	w1_d164e23543
Anstalten,	w3_d164e23546
und	w5_d164e23549
weiter	w7_d164e23552
von	w9_d164e23555
samment	w11_d164e23558
lichen	w1_d164e23564
Ständen	w3_d164e23567
erlangende	w5_d164e23570
Unterstützung	w7_d164e23573
Sie	w9_d164e23576
die	w1_d164e23581
Gelegenheit	w3_d164e23584
überkommen	w5_d164e23587
würden,	w7_d164e23590
werk	w9_d164e23593
thätige	w1_d164e23598
Preben	w3_d164e23601
Jhrer	w5_d164e23604
treuesten	w7_d164e23607
Devotion	w9_d164e23610
und	w11_d164e23613
Eifer=vollen	w1_d164e23618
patriotischen	w3_d164e23621
Gesinnung,	w5_d164e23624
nicht	w7_d164e23627
weniger	w1_d164e23633
ihrer	w3_d164e23636
Danknehmigkeit	w5_d164e23639
gegen	w7_d164e23642
die	w9_d164e23645
höchst	w11_d164e23648
und	w1_d164e23653
hohe	w3_d164e23656
Principalschaften	w5_d164e23659
an	w7_d164e23662
den	w9_d164e23665
Tag	w11_d164e23668
zu	w13_d164e23672
legen,	w1_d164e23677
und	w3_d164e23680
Derselben	w5_d164e23683
in	w7_d164e23686
Sie	w9_d164e23689
gesetztes	w11_d164e23692
Ver	w13_d164e23696
trauen	w1_d164e23701
auf	w3_d164e23704
alle	w5_d164e23707
Weise	w1_d164e23713
zu	w3_d164e23716
erwiedern.	w5_d164e23719
An	w7_d164e23722
eben	w9_d164e23725
diesem	w1_d164e23730
1.	w3_d164e23733
Julii	w5_d164e23736
wurde	w7_d164e23739
auch	w9_d164e23742
das	w11_d164e23745
Conclu-	w13_d164e23749
sum	w1_d164e23754
trium	w3_d164e23757
Collegiorum	w5_d164e23760
von	w7_d164e23763
27.	w9_d164e23766
Junii	w11_d164e23769
dictiret,	w1_d164e23774
Kraft	w3_d164e23777
dessen	w5_d164e23780
auf	w7_d164e23783
mündlichen	w9_d164e23786
An	w11_d164e23789
trag	w1_d164e23795
höchst=gedachten	w3_d164e23798
Hrn.	w5_d164e23801
Herzogs	w7_d164e23804
zu	w9_d164e23807
Sach	w11_d164e23810
sen	w1_d164e23815
Hildburghausen	w3_d164e23818
Durchl.	w5_d164e23821
beschlossen	w7_d164e23824
wor	w9_d164e23827
den,	w1_d164e23832
von	w3_d164e23835
denen	w5_d164e23838
bezahit,	w7_d164e23841
und	w9_d164e23844
noch	w11_d164e23847
eingehen	w13_d164e23851
den	w1_d164e23856
Reichs=operations=cassa=geldern	w3_d164e23859
der	w5_d164e23862
commandirenden	w1_d164e23868
Reichs=generalität	w3_d164e23871
der	w5_d164e23874
malen	w1_d164e23879
100000	w3_d164e23882
fl.	w5_d164e23885
zu	w7_d164e23888
künftiger	w9_d164e23891
Berechnung	w11_d164e23894
dergestalt	w1_d164e23899
anzuweisen,	w3_d164e23902
daß	w5_d164e23905
Sr.	w7_d164e23908
Durchl.	w9_d164e23911
die	w11_d164e23914
baare,	w1_d164e23919
und	w3_d164e23922
zum	w5_d164e23925
Transport	w7_d164e23928
nicht	w9_d164e23931
allzu	w11_d164e23934
be	w13_d164e23938
schwerliche	w1_d164e23944
Gelder	w3_d164e23947
gegen	w5_d164e23950
Quittung	w7_d164e23953
mitzuge	w9_d164e23956
ben,	w1_d164e23961
die	w3_d164e23964
an	w5_d164e23967
sothaner	w7_d164e23970
Summe	w9_d164e23973
der	w11_d164e23976
100000.	w13_d164e23980
fl.	w1_d164e23985
aber	w3_d164e23988
noch	w5_d164e23991
ermanglende,	w7_d164e23994
demnächst	w9_d164e23997
ent	w11_d164e24000
weder	w1_d164e24005
in	w3_d164e24008
natura	w5_d164e24011
oder	w7_d164e24014
durch	w9_d164e24017
Anweis	w11_d164e24020
und	w13_d164e24024
Ueberwechslung	w1_d164e24030
nachzusenden,	w3_d164e24033
das	w5_d164e24036
Reichs	w7_d164e24039
caßier=amt	w1_d164e24044
auch	w3_d164e24047
hierzu	w5_d164e24050
anzuweisen,	w7_d164e24053
und	w9_d164e24056
der	w11_d164e24059
Kaiserl.	w1_d164e24064
Principal=commißion	w3_d164e24067
von	w5_d164e24070
dieser	w7_d164e24073
Entschliessing	w1_d164e24078
Nachricht	w3_d164e24081
zu	w5_d164e24084
geben.	w7_d164e24087
</p>
<head id="h4_d164e24103">
EVICT.	w1_d164e24107
</head>
<p id="p6_d164e24110">
digt=verruffenen	w1_d164e24114
Münzen	w3_d164e24117
vorgegangen	w5_d164e24120
wer	w7_d164e24123
den	w1_d164e24128
solle.	w3_d164e24131
</p>
<p id="p8_d164e24134">
Wornach	w1_d164e24138
sich	w3_d164e24141
Eingangs=gedachte	w5_d164e24144
Par	w7_d164e24147
theyen	w1_d164e24152
zu	w3_d164e24155
richten,	w5_d164e24158
und	w7_d164e24161
vor	w9_d164e24164
Schaden	w11_d164e24167
zu	w13_d164e24171
hüt	w15_d164e24174
ten	w1_d164e24179
wissen	w3_d164e24182
werden.	w5_d164e24185
Wien	w7_d164e24188
den	w9_d164e24191
28.	w11_d164e24194
Junii	w13_d164e24198
1757.	w1_d164e24204
</p>
<p id="p10_d164e24207">
Von	w1_d164e24211
der	w3_d164e24214
Kaiserl.	w5_d164e24217
Königl.	w7_d164e24220
und	w9_d164e24223
Landes=fürstl.	w11_d164e24226
N.	w1_d164e24231
Oe.	w3_d164e24234
Repräsentation	w5_d164e24237
und	w7_d164e24240
Cammer	w9_d164e24243
wegen,	w11_d164e24246
wird	w1_d164e24251
all=denen	w3_d164e24254
jenigen	w5_d164e24257
Partheyen,	w7_d164e24260
welchen	w9_d164e24263
von	w1_d164e24269
1ten	w3_d164e24272
May	w5_d164e24275
abgewichenen	w7_d164e24278
1756sten	w9_d164e24281
Jahrs	w11_d164e24284
bis	w1_d164e24289
Ende	w3_d164e24292
Aprilis	w5_d164e24295
inlebend	w7_d164e24298
1757.	w9_d164e24301
einig	w11_d164e24304
verruf	w13_d164e24308
fene	w1_d164e24313
Münzen	w3_d164e24316
abgenommen	w5_d164e24319
worden,	w7_d164e24322
sich	w9_d164e24325
aber	w11_d164e24328
bis	w1_d164e24333
anhero	w3_d164e24336
hierumen	w5_d164e24339
nicht	w7_d164e24342
gemeldet	w9_d164e24345
haben,	w11_d164e24348
durch	w1_d164e24354
dieses	w3_d164e24357
offene	w5_d164e24360
Ebict	w7_d164e24363
kund	w9_d164e24366
und	w11_d164e24369
zu	w13_d164e24373
wis	w15_d164e24376
sen	w1_d164e24381
gemacht.	w3_d164e24384
</p>
<p id="p12_d164e24388">
Es	w1_d164e24392
ist	w3_d164e24395
ausser	w5_d164e24398
dem	w7_d164e24401
Burg=thor	w9_d164e24404
gegen	w11_d164e24407
der	w13_d164e24411
Joseph=stadt	w1_d164e24416
ein	w3_d164e24419
grosses	w5_d164e24422
Haus	w7_d164e24425
(	w9_d164e24428
worinnen	w11_d164e24431
40.	w1_d164e24436
Zimmer,	w3_d164e24439
und	w5_d164e24442
deren	w7_d164e24445
meiste	w9_d164e24448
meublirt,	w11_d164e24451
nebst	w13_d164e24455
Stallungen	w1_d164e24461
auf	w3_d164e24464
etwelche	w5_d164e24467
40.	w7_d164e24470
Pferde,	w9_d164e24473
dann	w11_d164e24476
ei	w13_d164e24480
ner	w1_d164e24485
auf	w3_d164e24488
viele	w5_d164e24491
Wägen	w7_d164e24494
gehörigen	w9_d164e24497
Schupfen,	w11_d164e24500
wobey	w1_d164e24505
sich	w3_d164e24508
auch	w5_d164e24511
ein	w7_d164e24514
Garten	w9_d164e24517
befindet)	w11_d164e24520
für	w13_d164e24524
ei	w15_d164e24527
ne	w1_d164e24532
grosse	w3_d164e24535
Herrschaft	w5_d164e24538
in	w7_d164e24541
Bestand	w9_d164e24544
zu	w11_d164e24547
verlassen	w13_d164e24551
/	w15_d164e24554
welche	w1_d164e24560
solches	w3_d164e24563
zu	w5_d164e24566
bestehen	w7_d164e24569
Willens,	w9_d164e24572
die	w11_d164e24575
hat	w13_d164e24579
sich	w15_d164e24582
bey	w1_d164e24587
dem	w3_d164e24590
Kaiserl.	w5_d164e24593
Königl.	w7_d164e24596
Hof=kriegs	w9_d164e24599
agenten	w11_d164e24602
Hrn.	w1_d164e24607
Maximilian	w3_d164e24610
Emanuel	w5_d164e24613
Költz,	w7_d164e24616
in	w9_d164e24619
der	w11_d164e24622
Himmel=pfort=gassen	w1_d164e24627
bey	w3_d164e24630
dem	w5_d164e24633
weissen	w7_d164e24636
Engel	w9_d164e24639
im	w1_d164e24645
zweyten	w3_d164e24648
Stock	w5_d164e24651
von	w7_d164e24654
der	w9_d164e24657
Hungarischen	w11_d164e24660
Cron	w13_d164e24664
hinüber	w1_d164e24669
anzumelden.	w3_d164e24672
</p>
<p id="p14_d164e24675">
Es	w1_d164e24679
ist	w3_d164e24682
täglich	w5_d164e24685
zu	w7_d164e24688
verlassen	w9_d164e24691
oder	w11_d164e24694
zu	w13_d164e24698
verkau	w15_d164e24701
fen,	w1_d164e24706
das	w3_d164e24709
in	w5_d164e24712
der	w7_d164e24715
Alster=gassen	w9_d164e24718
gelegene	w11_d164e24721
Pet	w13_d164e24725
ternegische	w1_d164e24730
Hauß	w3_d164e24733
samt	w5_d164e24736
Garten,	w7_d164e24739
wie	w9_d164e24742
auch	w11_d164e24745
mit	w1_d164e24751
oder	w3_d164e24754
ohne	w5_d164e24757
Mobilien,	w7_d164e24760
ingleichen	w9_d164e24763
ein	w11_d164e24766
vier	w13_d164e24770
sitziger	w1_d164e24775
Wagen	w3_d164e24778
mit	w5_d164e24781
roten	w7_d164e24784
Plusch	w9_d164e24787
samt	w11_d164e24790
Sitz	w13_d164e24794
decken,	w1_d164e24799
wessenthalben	w3_d164e24802
sich	w5_d164e24805
in	w7_d164e24808
der	w9_d164e24811
Wolzeil	w11_d164e24814
in	w13_d164e24818
dem	w1_d164e24823
Kraußischen	w3_d164e24826
ehehin	w5_d164e24829
genannt	w7_d164e24832
Fabrischen	w9_d164e24835
Hauß	w1_d164e24841
im	w3_d164e24844
ersten	w5_d164e24847
Stock,	w7_d164e24850
bey	w9_d164e24853
Herrn	w11_d164e24856
von	w13_d164e24860
Klerff	w15_d164e24863
anzumelden.	w1_d164e24868
</p>
<p id="p16_d164e24871">
Es	w1_d164e24875
wird	w3_d164e24878
hiemit	w5_d164e24881
jedermänniglich	w7_d164e24884
kund	w9_d164e24887
und	w11_d164e24890
zu	w1_d164e24895
wissen	w3_d164e24898
gemacht,	w5_d164e24901
daß	w7_d164e24904
den	w9_d164e24907
29.	w11_d164e24910
künftigen	w13_d164e24914
Monats	w1_d164e24919
Augusti	w3_d164e24922
die	w5_d164e24925
bey	w7_d164e24928
denen	w9_d164e24931
Fleisch=bänken	w11_d164e24934
am	w1_d164e24940
Lug=eck	w3_d164e24943
gelegene	w5_d164e24946
Doctor	w7_d164e24949
Ertlische	w9_d164e24952
zwey	w11_d164e24955
Hauß=theile	w1_d164e24960
auf	w3_d164e24963
dem	w5_d164e24966
Raht=hauß	w7_d164e24969
alhier	w9_d164e24972
li	w11_d164e24975
citando	w1_d164e24980
an	w3_d164e24983
den	w5_d164e24986
Meist=bietenden	w7_d164e24989
werden	w9_d164e24992
ver	w11_d164e24995
kauffet	w1_d164e25000
werden,	w3_d164e25003
wer	w5_d164e25006
also	w7_d164e25009
diese	w9_d164e25012
Behausung	w11_d164e25015
käuflichen	w1_d164e25021
an	w3_d164e25024
sich	w5_d164e25027
zu	w7_d164e25030
bringen	w9_d164e25033
gedenket,	w11_d164e25036
dersel	w13_d164e25040
be	w1_d164e25045
kan	w3_d164e25048
sich	w5_d164e25051
an	w7_d164e25054
obbestimmten	w9_d164e25057
Tag	w11_d164e25060
auf	w13_d164e25064
dem	w15_d164e25067
alhiesigen	w1_d164e25072
Raht=hauß	w3_d164e25075
frühe	w5_d164e25078
um	w7_d164e25081
8.	w9_d164e25084
Uhr	w11_d164e25087
behö	w13_d164e25091
rig	w1_d164e25096
anmelden.	w3_d164e25099
</p>
<head id="h2_d164e25105">
J2	w1_d164e25109
DIC1	w3_d164e25112
</head>
<p id="p4_d164e25115">
Jch	w1_d164e25119
Johann	w3_d164e25122
Wilhelm	w5_d164e25125
des	w7_d164e25128
Heil.	w9_d164e25131
Röm.	w11_d164e25134
Reichs	w1_d164e25139
Fürst	w3_d164e25142
Trautson,	w5_d164e25145
Graf	w7_d164e25148
zu	w9_d164e25151
Falkenstein,	w11_d164e25154
Frey=herr	w1_d164e25159
zu	w3_d164e25162
Sprechen,	w5_d164e25165
und	w7_d164e25168
Schrofenstein,	w9_d164e25171
Ritter	w1_d164e25177
des	w3_d164e25180
goldenen	w5_d164e25183
Vliesses,	w7_d164e25186
Jhrer	w9_d164e25189
Kaiserl.	w11_d164e25192
Königl.	w1_d164e25197
Majestät	w3_d164e25200
würklich	w5_d164e25203
geheimer	w7_d164e25206
Raht,	w9_d164e25209
Obrister	w1_d164e25214
Hof=meister,	w3_d164e25217
und	w5_d164e25220
Land=marschall	w7_d164e25223
in	w9_d164e25226
Oesterreich	w1_d164e25231
unter	w3_d164e25234
der	w5_d164e25237
Ens,	w7_d164e25240
Entbiete	w9_d164e25243
N.	w11_d164e25246
</p>
<p id="p6_d164e25249">
Es	w1_d164e25253
seye	w3_d164e25256
zwar	w5_d164e25259
von	w7_d164e25262
dem	w9_d164e25265
Kaiserl.	w11_d164e25268
Königl.	w13_d164e25272
Münz	w1_d164e25277
und	w3_d164e25280
Berg=weesens	w5_d164e25283
Directionshof	w7_d164e25286
collegto	w1_d164e25291
dem	w3_d164e25294
Kaiserl.	w5_d164e25297
Königl.	w7_d164e25300
Hauptmünz	w9_d164e25303
amt	w1_d164e25309
bereits	w3_d164e25312
unterm	w5_d164e25315
17.	w7_d164e25318
Septembr.	w9_d164e25321
1751.	w11_d164e25324
wegen	w1_d164e25329
deren	w3_d164e25332
in	w5_d164e25335
ermeldetes	w7_d164e25338
Münz=amt	w9_d164e25341
ein	w11_d164e25344
bringend	w1_d164e25349
bekuffenen	w3_d164e25352
Münzen	w5_d164e25355
die	w7_d164e25358
Verordnung	w9_d164e25361
dahin	w1_d164e25366
gegeben	w3_d164e25369
worden,	w5_d164e25372
daß,	w7_d164e25375
wann	w9_d164e25378
nach	w11_d164e25381
Verfliessung	w1_d164e25387
dreyer	w3_d164e25390
Monats	w5_d164e25393
a	w7_d164e25396
die	w9_d164e25399
des	w11_d164e25402
Ab	w13_d164e25406
nahms	w1_d164e25411
die	w3_d164e25414
Partheyen	w5_d164e25417
hierwegen	w7_d164e25420
bey	w9_d164e25423
dem	w11_d164e25426
ehemalig	w1_d164e25431
in	w3_d164e25434
Causis	w5_d164e25437
Summi	w7_d164e25440
Principis	w9_d164e25443
&	w11_d164e25446
Commissorum	w1_d164e25451
angeordneten	w3_d164e25454
Consessu,	w5_d164e25457
nunmehro	w1_d164e25463
aber	w3_d164e25466
bey	w5_d164e25469
ihr	w7_d164e25472
Repräsentation	w9_d164e25475
und	w11_d164e25478
Cammer	w1_d164e25483
sich	w3_d164e25486
nicht	w5_d164e25489
meldeten,	w7_d164e25492
sothane	w9_d164e25495
ver	w11_d164e25498
ruffene	w1_d164e25503
Münzen	w3_d164e25506
zerschmozen,	w5_d164e25509
und	w7_d164e25512
der	w9_d164e25515
Wert	w11_d164e25518
hievon	w1_d164e25523
Jnstructions=mäßig	w3_d164e25526
dem	w5_d164e25529
allerhöchsten	w7_d164e25532
Grario	w1_d164e25538
verrechnet	w3_d164e25541
werden	w5_d164e25544
solle;	w7_d164e25547
Nachdeme	w9_d164e25550
aber	w1_d164e25555
der	w3_d164e25558
Kaiserl.	w5_d164e25561
Königl.	w7_d164e25564
Hof	w9_d164e25567
und	w11_d164e25570
N.	w13_d164e25574
Oe.	w15_d164e25577
Hr.	w1_d164e25582
Cammer=procurator,	w3_d164e25585
als	w5_d164e25588
Vertretten	w7_d164e25591
des	w1_d164e25596
Kaiserl.	w3_d164e25599
Königl.	w5_d164e25602
Haupt=münz=amts	w7_d164e25605
nach	w9_d164e25608
vorläuffig	w1_d164e25614
höherer	w3_d164e25617
Orten,	w5_d164e25620
erhaltenen	w7_d164e25623
Be	w9_d164e25626
angenehmung	w1_d164e25631
und	w3_d164e25634
Anberaumung	w5_d164e25637
eines	w7_d164e25640
an	w9_d164e25643
derweitigen	w1_d164e25648
Termins,	w3_d164e25651
dessen	w5_d164e25654
Edictale	w7_d164e25657
Kund=machung	w1_d164e25662
hier	w3_d164e25665
Orts	w5_d164e25668
gehorsamst	w7_d164e25671
ange	w9_d164e25674
langet	w1_d164e25680
und	w3_d164e25683
gebetten,	w5_d164e25686
in	w7_d164e25689
dieses	w9_d164e25692
sein	w11_d164e25695
Gesuch	w13_d164e25699
auch	w1_d164e25704
gewilliget	w3_d164e25707
worden;	w5_d164e25710
als	w7_d164e25713
werden	w9_d164e25716
all	w11_d164e25719
und	w13_d164e25723
jede	w1_d164e25728
Eingangs=gedachte	w3_d164e25731
Partheyen	w5_d164e25734
von	w7_d164e25737
Zeit	w9_d164e25740
der	w1_d164e25745
Affigirung	w3_d164e25748
dieses	w5_d164e25751
Edicts	w7_d164e25754
binnen	w9_d164e25757
6.	w11_d164e25760
Wochen	w13_d164e25764
3.	w1_d164e25770
Täg	w3_d164e25773
sich	w5_d164e25776
also	w7_d164e25779
gewiß	w9_d164e25782
bey	w11_d164e25785
ihr	w13_d164e25789
Repräsenta	w15_d164e25792
tion	w1_d164e25797
und	w3_d164e25800
Cammer	w5_d164e25803
anzumelden,	w7_d164e25806
und	w9_d164e25809
mit	w11_d164e25812
dem	w13_d164e25816
Kaiserl.	w1_d164e25821
Königl.	w3_d164e25824
Hof	w5_d164e25827
und	w7_d164e25830
N.	w9_d164e25833
Oe.	w11_d164e25836
Herrn	w13_d164e25840
Cammer=procuratore	w1_d164e25845
als	w3_d164e25848
Vertrettern	w5_d164e25851
des	w7_d164e25854
Kaiserl.	w1_d164e25860
Königl.	w3_d164e25863
Münz=amts	w5_d164e25866
ihr	w7_d164e25869
etwann	w9_d164e25872
gegen	w1_d164e25877
der	w3_d164e25880
vorgesehenen	w5_d164e25883
derley	w7_d164e25886
Münzenein	w9_d164e25889
ziehung	w1_d164e25894
zu	w3_d164e25897
haben	w5_d164e25900
vermeinendes	w7_d164e25903
Recht	w9_d164e25906
anzu	w11_d164e25909
führen	w1_d164e25914
haben,	w3_d164e25917
wie	w5_d164e25920
im	w7_d164e25923
widrigen	w9_d164e25926
ohne	w11_d164e25929
weite	w13_d164e25933
ren	w1_d164e25939
mit	w3_d164e25942
Verschmelz	w5_d164e25945
und	w7_d164e25948
respective	w9_d164e25951
Vertheil	w11_d164e25954
und	w1_d164e25959
Verrechnung	w3_d164e25962
all	w5_d164e25965
solcher	w7_d164e25968
von	w9_d164e25971
1ten	w11_d164e25974
May	w13_d164e25978
1756.	w1_d164e25983
bis	w3_d164e25986
Ende	w5_d164e25989
Aprilis	w7_d164e25992
dies	w9_d164e25995
1757.	w11_d164e25998
Jahrs	w13_d164e26002
ihnen	w1_d164e26007
Partheyen	w3_d164e26010
abgenommen	w5_d164e26013
und	w7_d164e26016
dem	w9_d164e26019
all	w11_d164e26022
hiesig	w1_d164e26028
Kaiserl.	w3_d164e26031
Königl.	w5_d164e26034
Münz=amt	w7_d164e26037
eingehän	w9_d164e26040
</p>
<p id="p10_d164e26045">
Trsen	w1_d164e26049
Weil.	w3_d164e26052
Matthäi	w5_d164e26055
Formachers	w7_d164e26058
seel.	w9_d164e26061
ab	w11_d164e26064
intestato	w1_d164e26069
kommenden	w3_d164e26072
in	w5_d164e26075
Kärnten,	w7_d164e26078
oder	w9_d164e26081
Crain	w11_d164e26084
befindlich	w1_d164e26089
seyn	w3_d164e26092
sollenden	w5_d164e26095
Erben	w7_d164e26098
meinen	w9_d164e26101
guten	w11_d164e26104
Willen	w1_d164e26110
zuvor,	w3_d164e26113
und	w5_d164e26116
füge	w7_d164e26119
hiemit	w9_d164e26122
zu	w11_d164e26125
verneh	w13_d164e26129
men.	w1_d164e26134
</p>
<p id="p12_d164e26138">
uind	w1_d164e26142
denen	w3_d164e26145
die	w5_d164e26148
an	w7_d164e26151
dessen	w9_d164e26154
Verlassenschaft	w11_d164e26157
einige	w13_d164e26161
Ansprüche	w1_d164e26166
zu	w3_d164e26169
haben	w5_d164e26172
vermeinen,	w7_d164e26175
angedeutet	w9_d164e26178
,	w11_d164e26181
da	w13_d164e26185
zu	w1_d164e26190
Verhandlung	w3_d164e26193
sothaner	w5_d164e26196
Riewerischen	w7_d164e26199
Ver	w9_d164e26202
lassenschaft	w1_d164e26208
der	w3_d164e26211
31.	w5_d164e26214
Tag	w7_d164e26217
künftigen	w9_d164e26220
Monats	w11_d164e26223
Decembris	w1_d164e26228
dies	w3_d164e26231
Jahrs	w5_d164e26234
bestimmet	w7_d164e26237
seye,	w9_d164e26240
wo	w11_d164e26243
bey	w1_d164e26248
sich	w3_d164e26251
erwehnt=Riemerische	w5_d164e26254
Befreundte	w7_d164e26257
und	w1_d164e26262
Erbs=nehmere	w3_d164e26265
in	w5_d164e26268
der	w7_d164e26271
Herrschaft=canzl	w9_d164e26274
Deinzendorf	w1_d164e26280
alsegereiß	w3_d164e26283
einzustellen,	w5_d164e26286
und	w7_d164e26289
be	w9_d164e26292
hörig	w1_d164e26297
zu	w3_d164e26300
legitimiren	w5_d164e26303
haben	w7_d164e26306
werden,	w9_d164e26309
als	w11_d164e26312
im	w13_d164e26316
widrigen	w1_d164e26321
dieselbe	w3_d164e26324
nicht	w5_d164e26327
mehr	w7_d164e26330
gehöret	w9_d164e26333
werden	w11_d164e26336
sollen.	w1_d164e26341
Schloß	w3_d164e26344
Deinzendorf	w5_d164e26347
den	w7_d164e26350
19.	w9_d164e26353
Juli	w11_d164e26356
1757.	w1_d164e26362
</p>
<head id="h2_d164e26368">
E	w1_d164e26372
DICT.	w3_d164e26375
</head>
<p id="p4_d164e26378">
Es	w1_d164e26382
habe	w3_d164e26385
bey	w5_d164e26388
dem	w7_d164e26391
min	w9_d164e26394
allergnädigst	w11_d164e26397
an	w13_d164e26401
vertrauten	w1_d164e26406
N.	w3_d164e26409
Oe.	w5_d164e26412
Land=marschallischen	w7_d164e26415
Ge	w9_d164e26418
richt	w1_d164e26423
der	w3_d164e26426
Hoch	w5_d164e26429
und	w7_d164e26432
Wolgeborne	w9_d164e26435
Herr	w11_d164e26438
Ru	w13_d164e26442
dolph	w1_d164e26448
Graf	w3_d164e26451
von	w5_d164e26454
Abensperg,	w7_d164e26457
und	w9_d164e26460
Traun	w11_d164e26463
hæ-	w13_d164e26467
reditario	w1_d164e26472
nomine	w3_d164e26475
schriftlich	w5_d164e26478
vorgestellet,	w7_d164e26481
welchergestalten	w1_d164e26486
zwar	w3_d164e26489
über	w5_d164e26492
gedachte	w7_d164e26495
Forma	w9_d164e26498
cherische	w1_d164e26503
Verlassenschaft	w3_d164e26506
eine	w5_d164e26509
Abhandlung,	w7_d164e26512
und	w1_d164e26518
Convocations	w3_d164e26521
tagsatzung	w5_d164e26524
angeordnet,	w7_d164e26527
und	w9_d164e26530
gewöhnlich	w1_d164e26535
clausulirte	w3_d164e26538
Convocations=edicta	w5_d164e26541
affigiret	w1_d164e26546
worden,	w3_d164e26549
bey	w5_d164e26552
sothaner	w7_d164e26555
Tag=satzung	w9_d164e26558
aber	w1_d164e26563
niemand,	w3_d164e26566
welcher	w5_d164e26569
an	w7_d164e26572
ermeldeter	w9_d164e26575
Verlas	w11_d164e26578
senschaft	w1_d164e26584
Spruch,	w3_d164e26587
oder	w5_d164e26590
Anforderung	w7_d164e26593
gema	w9_d164e26596
chet,	w1_d164e26601
erschienen	w3_d164e26604
wäre,	w5_d164e26607
folgsam	w7_d164e26610
derselbe	w9_d164e26613
als	w11_d164e26616
von	w1_d164e26621
dem	w3_d164e26624
verstorbenen	w5_d164e26627
Formacher	w7_d164e26630
seel.	w9_d164e26633
in	w11_d164e26636
seiner	w1_d164e26641
hinterlassenen	w3_d164e26644
lezt=willigen	w5_d164e26647
Disposi	w7_d164e26650
