<doc id="wr_1758-03-22" attrs="word" year="1758" month="03" day="22" corpus="2">
<head id="h2_d228e3161">
Aleppo	w1_d228e3165
Brünn	w1_d228e24931
in	w3_d228e24934
der	w5_d228e24937
Cardinalischen	w7_d228e24940
Wohnung	w9_d228e24943
eine	w11_d228e24946
Licitation	w1_d228e24951
vor	w3_d228e24954
sich	w5_d228e24957
gehen,	w7_d228e24960
welche	w9_d228e24963
etliche	w11_d228e24966
Täg	w1_d228e24972
hindurch	w3_d228e24975
dauren	w5_d228e24978
wird,	w7_d228e24981
solche	w9_d228e24984
bestehet	w11_d228e24987
in	w1_d228e24992
unterschiedlichen	w3_d228e24995
Preciosis,	w5_d228e24998
als	w7_d228e25001
Brillian	w9_d228e25004
tenRubinen	w1_d228e25009
und	w3_d228e25012
Schmaragden=ringen,	w5_d228e25015
goldene	w1_d228e25020
Ketten,	w3_d228e25023
Uhren,	w5_d228e25026
Tabatiern,	w7_d228e25029
Etuits,	w9_d228e25032
Schnallen,	w1_d228e25038
Hemd=knöpfel,	w3_d228e25041
und	w5_d228e25044
Stock	w7_d228e25047
knöpf,	w1_d228e25052
auch	w3_d228e25055
Mund=zeug,	w5_d228e25058
Englische	w7_d228e25061
Stock	w9_d228e25064
und	w1_d228e25069
Bendal=uhren,	w3_d228e25072
unterschiedliche	w5_d228e25075
Kleider,	w7_d228e25078
auch	w1_d228e25083
neue	w3_d228e25086
Stuck	w5_d228e25089
weissen	w7_d228e25092
Zeug,	w9_d228e25095
und	w11_d228e25098
auch	w13_d228e25102
von	w15_d228e25105
Silber,	w1_d228e25111
60.	w3_d228e25114
Stuck	w5_d228e25117
Gala=liverey,	w7_d228e25120
rot	w9_d228e25123
Scharlach	w1_d228e25128
mit	w3_d228e25131
silber	w5_d228e25134
bordirt	w7_d228e25137
auf	w9_d228e25140
allen	w11_d228e25143
Näh	w13_d228e25147
ten,	w1_d228e25152
auch	w3_d228e25155
24.	w5_d228e25158
Stück	w7_d228e25161
gantzneue	w9_d228e25164
Liverey	w11_d228e25167
extra	w13_d228e25171
fein,	w1_d228e25176
auch	w3_d228e25179
einige	w5_d228e25182
Garneturen	w7_d228e25185
ganz	w9_d228e25188
neue,	w11_d228e25191
und	w13_d228e25195
noch	w1_d228e25201
mehr	w3_d228e25204
dergleichen	w5_d228e25207
Sachen.	w7_d228e25210
</p>
<list id="l34_d228e25213">
Jn	w1_d228e25217
der	w3_d228e25220
Kurzböckilchen	w5_d228e25223
Buchdruckerey	w7_d228e25226
in	w9_d228e25229
der	w11_d228e25232
Bogner=gassen	w1_d228e25237
im	w3_d228e25240
Hof=glaserischen	w5_d228e25243
Haus	w7_d228e25246
ist	w1_d228e25251
zu	w3_d228e25254
haben:	w5_d228e25257
Die	w1_d228e25263
Ehre	w3_d228e25266
der	w5_d228e25269
Soldaten	w7_d228e25272
in	w9_d228e25275
Teutschen	w11_d228e25278
Rei	w13_d228e25282
men	w1_d228e25287
vor	w3_d228e25290
7.	w5_d228e25293
Kr.	w7_d228e25296
A.	w1_d228e25301
R.	w3_d228e25304
P.	w5_d228e25307
Grill,	w7_d228e25310
zwey	w9_d228e25313
Jahr=gänge	w11_d228e25316
Fasten	w13_d228e25320
predigen	w1_d228e25325
bestehend	w3_d228e25328
in	w5_d228e25331
60.	w7_d228e25334
Predigen,	w9_d228e25337
gebunden	w11_d228e25340
2.	w1_d228e25346
fl.	w3_d228e25349
24.	w5_d228e25352
Kr.	w7_d228e25355
ungebunden	w9_d228e25358
1.	w11_d228e25361
fl.	w13_d228e25365
45.	w15_d228e25368
Kr.	w17_d228e25371
</list>
<p id="p38_d228e25378">
Auf	w1_d228e25382
instehenden	w3_d228e25385
Georgi	w5_d228e25388
ist	w7_d228e25391
die	w9_d228e25394
in	w11_d228e25397
der	w13_d228e25401
hin	w15_d228e25404
teren	w1_d228e25409
Alster=gassen	w3_d228e25412
gelegene	w5_d228e25415
Graf	w7_d228e25418
Parische	w9_d228e25421
Reit=schul	w1_d228e25426
samt	w3_d228e25429
zweyen	w5_d228e25432
Stallungen,	w7_d228e25435
die	w9_d228e25438
eine	w11_d228e25441
auf	w1_d228e25447
20.,	w3_d228e25450
die	w5_d228e25453
andere	w7_d228e25456
auf	w9_d228e25459
11.	w11_d228e25462
Pferd,	w13_d228e25466
und	w15_d228e25469
Wa	w17_d228e25472
gen=schupfen	w1_d228e25477
nebst	w3_d228e25480
der	w5_d228e25483
ganzen	w7_d228e25486
Wohnung	w9_d228e25489
und	w11_d228e25492
Garten	w1_d228e25497
zusammen,	w3_d228e25500
oder	w5_d228e25503
auch	w7_d228e25506
die	w9_d228e25509
Wohnung	w11_d228e25512
nebst	w1_d228e25517
einer	w3_d228e25520
Stall=schupfen	w5_d228e25523
und	w7_d228e25526
Garten	w9_d228e25529
ohne	w11_d228e25532
die	w1_d228e25538
Reit=schul,	w3_d228e25541
und	w5_d228e25544
einen	w7_d228e25547
Stall	w9_d228e25550
auf	w11_d228e25553
diesen	w13_d228e25557
Sommer,	w1_d228e25562
oder	w3_d228e25565
auch	w5_d228e25568
auf	w7_d228e25571
das	w9_d228e25574
ganze	w11_d228e25577
Jahr	w13_d228e25581
zu	w15_d228e25584
verlassen.	w1_d228e25589
Es	w3_d228e25592
ist	w5_d228e25595
sich	w7_d228e25598
deßhalben	w9_d228e25601
bey	w11_d228e25604
dem	w13_d228e25608
Graf	w1_d228e25613
Parischen	w3_d228e25616
Regenten	w5_d228e25619
im	w7_d228e25622
Graf	w9_d228e25625
Pari	w11_d228e25628
rischen	w1_d228e25634
Haus	w3_d228e25637
in	w5_d228e25640
der	w7_d228e25643
Stadt	w9_d228e25646
anzufragen.	w11_d228e25649
</p>
<p id="p40_d228e25652">
Von	w1_d228e25656
der	w3_d228e25659
Kaiserl.	w5_d228e25662
Königl.	w7_d228e25665
Maj.	w9_d228e25668
N.	w11_d228e25671
Oe.	w13_d228e25675
Regierung	w1_d228e25680
in	w3_d228e25683
Justitz=sachen	w5_d228e25686
wegen	w7_d228e25689
N.	w9_d228e25692
allen	w11_d228e25695
und	w1_d228e25700
jeden	w3_d228e25703
anzufügen:	w5_d228e25706
was	w7_d228e25709
massen	w9_d228e25712
bey	w11_d228e25715
ihr	w13_d228e25719
Regierung	w1_d228e25725
in	w3_d228e25728
Justitz=sachen	w5_d228e25731
Antonius	w7_d228e25734
Bla	w9_d228e25737
sius	w1_d228e25742
Abrenk,	w3_d228e25745
U.	w5_d228e25748
J.	w7_d228e25751
D.	w9_d228e25754
Hof	w11_d228e25757
und	w13_d228e25761
Gerichts	w15_d228e25764
advocat	w1_d228e25769
als	w3_d228e25772
des	w5_d228e25775
zu	w7_d228e25778
Laubach	w9_d228e25781
gerichtlich	w11_d228e25784
aufge	w13_d228e25788
stellt=Wiesenederischen	w1_d228e25793
Curatoris	w3_d228e25796
Mandata	w5_d228e25799
rius	w1_d228e25805
gehorsamst	w3_d228e25808
angezeiget,	w5_d228e25811
wie	w7_d228e25814
selber	w9_d228e25817
wegen	w11_d228e25820
eines	w1_d228e25825
von	w3_d228e25828
dem	w5_d228e25831
Franz	w7_d228e25834
Joseph	w9_d228e25837
Moser,	w11_d228e25840
und	w13_d228e25844
Compag.	w1_d228e25849
an	w3_d228e25852
den	w5_d228e25855
Joseph	w7_d228e25858
Anton	w9_d228e25861
von	w11_d228e25864
Wies	w13_d228e25868
neder,	w1_d228e25873
oder	w3_d228e25876
dessen	w5_d228e25879
Ordre	w7_d228e25882
unterm	w9_d228e25885
24.	w11_d228e25888
Novemb.	w13_d228e25892
1725.	w1_d228e25898
ausgestellten	w3_d228e25901
Wechsel=briefes	w5_d228e25904
pr	w7_d228e25907
2000.	w9_d228e25910
fl.	w1_d228e25915
Capital	w3_d228e25918
von	w5_d228e25921
dem	w7_d228e25924
Moserischen	w9_d228e25927
Maßäad	w11_d228e25930
ministratore	w1_d228e25935
Jacob	w3_d228e25938
Forster	w5_d228e25941
nicht	w7_d228e25944
könnte,	w9_d228e25947
noch	w11_d228e25950
wolte	w1_d228e25955
befriediget	w3_d228e25958
werden,	w5_d228e25961
bate	w7_d228e25964
dannenhero	w9_d228e25967
gehorsamst	w1_d228e25973
in	w3_d228e25976
Ausfertigung	w5_d228e25979
des	w7_d228e25982
unterm	w9_d228e25985
10.	w11_d228e25988
Decemb.	w1_d228e25993
1757.	w3_d228e25996
veranlaßten	w5_d228e25999
Amortisations	w7_d228e26002
edicts	w1_d228e26007
zu	w3_d228e26010
gewilligen;	w5_d228e26013
Als	w7_d228e26016
wird	w9_d228e26019
demnach	w11_d228e26022
de	w13_d228e26026
neuselben,	w1_d228e26031
welche	w3_d228e26034
besagt=Moserischen	w5_d228e26037
Wech	w7_d228e26040
sel=brief	w1_d228e26046
zu	w3_d228e26049
Handen	w5_d228e26052
gebracht,	w7_d228e26055
hiemit	w9_d228e26058
kund	w11_d228e26061
und	w13_d228e26065
zu	w1_d228e26070
wissen	w3_d228e26073
gemacht,	w5_d228e26076
daß	w7_d228e26079
solch=Moserischer	w9_d228e26082
Wechsel=brief	w1_d228e26087
von	w3_d228e26090
num	w5_d228e26093
an,	w7_d228e26096
es	w9_d228e26099
seye	w11_d228e26102
dann	w13_d228e26106
daß	w1_d228e26111
ein	w3_d228e26114
rechtmäßiger	w5_d228e26117
Jnhaber	w7_d228e26120
dessen	w9_d228e26123
bey	w11_d228e26126
ihr	w13_d228e26130
Regierung	w1_d228e26136
in	w3_d228e26139
Justitz=sachen	w5_d228e26142
sein	w7_d228e26145
hieran	w9_d228e26148
ha	w11_d228e26151
bendes	w1_d228e26156
Recht	w3_d228e26159
darthue,	w5_d228e26162
nicht	w7_d228e26165
mehr	w9_d228e26168
gültig,	w11_d228e26171
auch	w1_d228e26176
gegen	w3_d228e26179
Producirung	w5_d228e26182
desselben	w7_d228e26185
vor	w9_d228e26188
Ver	w11_d228e26191
fliessung	w1_d228e26196
eines	w3_d228e26199
ganzen	w5_d228e26202
Jahrs,	w7_d228e26205
6.	w9_d228e26208
Wochen,	w11_d228e26211
und	w13_d228e26215
3.	w1_d228e26221
Tägen	w3_d228e26224
ihme	w5_d228e26227
Doctor	w7_d228e26230
Albrenk	w9_d228e26233
als	w11_d228e26236
Wiesene	w13_d228e26240
derischen	w1_d228e26245
Curatoris	w3_d228e26248
Mandatario	w5_d228e26251
auf	w7_d228e26254
weite	w9_d228e26257
res	w1_d228e26262
Anlangen	w3_d228e26265
das	w5_d228e26268
von	w7_d228e26271
der	w9_d228e26274
Moser	w11_d228e26277
und	w13_d228e26281
Compag.	w1_d228e26286
Massa	w3_d228e26289
auf	w5_d228e26292
selben	w7_d228e26295
kommende	w9_d228e26298
Quan	w11_d228e26301
tum	w1_d228e26307
erfolget	w3_d228e26310
wurde.	w5_d228e26313
Lien	w1_d228e26318
den	w3_d228e26321
2..	w5_d228e26324
May	w7_d228e26327
1756.	w1_d228e26332
</p>
<p id="p42_d228e26335">
Es	w1_d228e26339
dienet	w3_d228e26342
dem	w5_d228e26345
Publico	w7_d228e26348
zur	w9_d228e26351
Nachricht,	w11_d228e26354
daß	w13_d228e26358
den	w1_d228e26363
29ten	w3_d228e26366
dieses	w5_d228e26369
Monats	w7_d228e26372
Martii,	w9_d228e26375
und	w11_d228e26378
nach	w13_d228e26382
folgende	w1_d228e26387
Täge	w3_d228e26390
in	w5_d228e26393
dem	w7_d228e26396
Baron	w9_d228e26399
Russensteini	w11_d228e26402
schen	w1_d228e26408
Haus	w3_d228e26411
in	w5_d228e26414
der	w7_d228e26417
K.	w9_d228e26420
K	w11_d228e26423
Viertl=stadt	w13_d228e26427
St.	w15_d228e26430
Pölten,	w1_d228e26435
verschiedene	w3_d228e26438
Effecten,	w5_d228e26441
als	w7_d228e26444
extra	w9_d228e26447
schöne,	w11_d228e26450
</p>
<p id="p44_d228e26453">
in	w1_d228e26457
grosser	w3_d228e26460
Anzahl	w5_d228e26463
von	w7_d228e26466
berühmten	w9_d228e26469
Künstlern	w11_d228e26472
gemahlene	w1_d228e26477
Bilder	w3_d228e26480
mit	w5_d228e26483
sauberen	w7_d228e26486
Rahmen,	w9_d228e26489
ver	w11_d228e26492
schiedene	w1_d228e26497
schöne	w3_d228e26500
Kästen,	w5_d228e26503
und	w7_d228e26506
kleine	w9_d228e26509
Kästl,	w11_d228e26512
sau	w13_d228e26516
bere	w1_d228e26522
Spiel	w3_d228e26525
und	w5_d228e26528
andere	w7_d228e26531
Tischel,	w9_d228e26534
groß	w11_d228e26537
und	w13_d228e26541
kleine	w1_d228e26546
Spiegel,	w3_d228e26549
Spallier,	w5_d228e26552
Canapee,	w7_d228e26555
groß	w9_d228e26558
und	w11_d228e26561
kleine	w1_d228e26566
Truhen,	w3_d228e26569
sowol	w5_d228e26572
von	w7_d228e26575
schönen	w9_d228e26578
Holz	w11_d228e26581
als	w13_d228e26585
Eisen	w1_d228e26590
und	w3_d228e26593
Meßing=arbeit,	w5_d228e26596
schönes	w7_d228e26599
Ge	w9_d228e26602
schirr	w1_d228e26608
von	w3_d228e26611
Porcelan,	w5_d228e26614
Majolica,	w7_d228e26617
geschliffenes	w9_d228e26620
Glas,	w1_d228e26625
Kupfer,	w3_d228e26628
Metzing,	w5_d228e26631
Eifen,	w7_d228e26634
und	w9_d228e26637
Erden	w11_d228e26640
arbeit.	w1_d228e26645
Unterschiedliche	w3_d228e26648
nützliche	w5_d228e26651
Bücher,	w7_d228e26654
und	w9_d228e26657
Kupfer=stich,	w1_d228e26662
samt	w3_d228e26665
2.	w5_d228e26668
Zilinder	w7_d228e26671
spiegeln	w9_d228e26674
mit	w11_d228e26677
ihren	w1_d228e26683
Veränderungs=bildern,	w3_d228e26686
auch	w5_d228e26689
noch	w7_d228e26692
viele	w9_d228e26695
andere	w1_d228e26700
Sachen	w3_d228e26703
von	w5_d228e26706
Stein=arbeit.	w7_d228e26709
Ein	w9_d228e26712
Herr	w11_d228e26715
schaftlicher	w1_d228e26720
Stadt=zugleich	w3_d228e26723
Reise=wagen,	w5_d228e26726
samt	w7_d228e26729
einer	w1_d228e26734
Landauer=chaise,	w3_d228e26737
und	w5_d228e26740
andere	w7_d228e26743
Fahr	w9_d228e26746
nussen,	w1_d228e26752
dem	w3_d228e26755
Meistbietenden	w5_d228e26758
für	w7_d228e26761
baare	w9_d228e26764
Bezah	w11_d228e26767
lung	w1_d228e26772
licitando	w3_d228e26775
verkauffet	w5_d228e26778
werden.	w7_d228e26781
</p>
<p id="p46_d228e26784">
Den	w1_d228e26788
30.	w3_d228e26791
dies	w5_d228e26794
Monats	w7_d228e26797
Martii	w9_d228e26800
frühe	w11_d228e26803
von	w13_d228e26807
9.	w1_d228e26812
bis	w3_d228e26815
12.	w5_d228e26818
Nachmittags	w7_d228e26821
von.	w9_d228e26824
3.	w11_d228e26827
bis	w13_d228e26831
6.	w15_d228e26834
Uhr,	w17_d228e26837
und	w1_d228e26842
die	w3_d228e26845
darauf	w5_d228e26848
folgende	w7_d228e26851
Täge	w9_d228e26854
werden	w11_d228e26857
in	w13_d228e26861
der	w15_d228e26864
Rathgebische	w1_d228e26870
Behausung	w3_d228e26873
in	w5_d228e26876
der	w7_d228e26879
Woll=zeil	w9_d228e26882
von	w1_d228e26887
dem	w3_d228e26890
Strobel=kopf	w5_d228e26893
über,	w7_d228e26896
verschiedene	w9_d228e26899
Geschmuck,	w1_d228e26904
gold	w3_d228e26907
und	w5_d228e26910
silberne	w7_d228e26913
Repitier=uhren	w9_d228e26916
goldene	w1_d228e26921
und	w3_d228e26924
in	w5_d228e26927
Gold	w7_d228e26930
gefaßte	w9_d228e26933
Tabattieren	w11_d228e26936
und	w13_d228e26940
andere	w1_d228e26946
goldene	w3_d228e26949
Galanterie	w5_d228e26952
waaren	w7_d228e26955
gegen	w9_d228e26958
ba	w11_d228e26961
rer	w1_d228e26966
Bezahlung	w3_d228e26969
plus	w5_d228e26972
offerenti	w7_d228e26975
licitando	w9_d228e26978
ver	w11_d228e26981
kauffet	w1_d228e26986
werden.	w3_d228e26989
</p>
<p id="p48_d228e26993">
Die	w1_d228e26997
Collegia	w3_d228e27000
Experimentalia,	w5_d228e27003
und	w7_d228e27006
Phy.	w9_d228e27009
ficalische	w1_d228e27014
Abhandlungen,	w3_d228e27017
welche	w5_d228e27020
in	w7_d228e27023
dem	w9_d228e27026
Phy	w11_d228e27029
fico-Mathen	w1_d228e27034
atico	w3_d228e27037
Musæo	w5_d228e27040
Colleg	w7_d228e27043
i	w9_d228e27046
Acade	w11_d228e27049
miei	w1_d228e27055
Soc.	w3_d228e27058
JEsu	w5_d228e27061
von	w7_d228e27064
A.	w9_d228e27067
1745.	w11_d228e27070
beständig	w13_d228e27074
ge	w15_d228e27077
halten,	w1_d228e27082
und	w3_d228e27085
bey	w5_d228e27088
desselben	w7_d228e27091
fürgenommen	w9_d228e27094
en	w11_d228e27097
Vergrösserung,	w1_d228e27102
Bau,	w3_d228e27105
und	w5_d228e27108
Einrichtungsar	w7_d228e27111
briten	w1_d228e27116
durch	w3_d228e27119
einige	w5_d228e27122
Zeit	w7_d228e27125
verschoben	w9_d228e27128
wurden,	w11_d228e27131
werden	w1_d228e27137
nach	w3_d228e27140
der	w5_d228e27143
Oster=wochen	w7_d228e27146
ihren	w9_d228e27149
Anfan	w11_d228e27152
nehmen.	w1_d228e27157
Betreffend	w3_d228e27160
die	w5_d228e27163
hierzu	w7_d228e27166
erforderlich	w9_d228e27169
Billet,	w1_d228e27174
und	w3_d228e27177
die	w5_d228e27180
Zeit	w7_d228e27183
dieser	w9_d228e27186
Versammlungen	w11_d228e27189
verbleibet	w1_d228e27194
alles	w3_d228e27197
bey	w5_d228e27200
dem	w7_d228e27203
schon	w9_d228e27206
bekannten	w11_d228e27209
Ge	w13_d228e27213
brauch	w1_d228e27219
und	w3_d228e27222
der	w5_d228e27225
eingeführten	w7_d228e27228
Ordnung,	w9_d228e27231
daß	w11_d228e27234
näm	w1_d228e27239
ich	w3_d228e27242
jedes	w5_d228e27245
Collegiuri,	w7_d228e27248
von	w9_d228e27251
halber	w11_d228e27254
5.	w13_d228e27258
Uhr	w15_d228e27261
Abends,	w1_d228e27266
bis	w3_d228e27269
6.	w5_d228e27272
Uhr	w7_d228e27275
gehalten,	w9_d228e27278
und	w11_d228e27281
die	w13_d228e27285
hierauf	w15_d228e27288
folgende	w1_d228e27293
halbe	w3_d228e27296
Stund	w5_d228e27299
zur	w7_d228e27302
Unterrebung,	w9_d228e27305
oder	w11_d228e27308
wiederholter	w1_d228e27314
Vorzeigung	w3_d228e27317
eines	w5_d228e27320
oder	w7_d228e27323
des	w9_d228e27326
an	w11_d228e27329
deren	w1_d228e27334
Experin	w3_d228e27337
enti	w5_d228e27340
verliehen	w7_d228e27343
werde;	w9_d228e27346
die	w11_d228e27349
Bil	w13_d228e27353
let	w1_d228e27358
werden	w3_d228e27361
von	w5_d228e27364
dem	w7_d228e27367
Reverend.	w9_d228e27370
k.	w11_d228e27373
Præf	w13_d228e27377
cto	w15_d228e27380
des	w1_d228e27385
benannten	w3_d228e27388
Musæi	w5_d228e27391
den	w7_d228e27394
folgenden	w9_d228e27397
Tag	w11_d228e27400
nach	w1_d228e27406
dem	w3_d228e27409
weissen	w5_d228e27412
Sonntag	w7_d228e27415
ausgetheilet	w9_d228e27418
wer	w11_d228e27421
den.	w1_d228e27426
</p>
</doc>
