<doc id="edoc_wd_1772-05-20" attrs="word" year="1772" month="05" day="20" corpus="1">
<head id="hl1">
Stockholm	w29
Wochen	w13203
und	w13204
3	w13205
<g/>
.
Tagen	w13207
von	w13208
unten	w13209
gesetzten	w13210
Dato	w13211
an	w13212
für	w13213
allhiesige	w13214
Amtskanzley	w13215
entweder	w13216
selbst	w13217
<g/>
,
oder	w13219
durch	w13220
genugsam	w13220a
Bevollmächtigte	w13221
alsogewiß	w13222
er=scheinen	w13223
<g/>
=
<g/>
,
und	w13226
ihre	w13227
Forderungen	w13228
liquidiren	w13229
<g/>
,
als	w13231
im	w13232
widrigen	w13233
selbe	w13234
nicht	w13235
mehr	w13236
gehöret	w13237
<g/>
,
und	w13239
obbesagten	w13240
Balthas	w13241
<g/>
.
Matthäus	w13243
und	w13244
Mathias	w13245
Streicher	w13246
Erb=schaftsvermögen	w13247
<g/>
=
den	w13249
supplicirenden	w13250
Befreunden	w13251
ex	w13252
offcio	w13253
zugetheilet	w13254
werden	w13255
solle	w13256
<g/>
.
Schloß	w13258
Karl=spach	w13259
<g/>
=
<g/>
,
den	w13262
6	w13263
<g/>
.
April	w13265
<g/>
,
1772	w13267
<g/>
.
</p>
<p id="p101">
Wir	w13269
Bürgermeister	w13270
und	w13271
Rath	w13272
der	w13273
Stadt	w13274
Wien	w13275
geben	w13276
hiemit	w13277
jedermann	w13278
zu	w13279
vernehmen	w13280
<g/>
:
es	w13282
sey	w13283
der	w13284
Lorenz	w13285
Hauber	w13286
gewesener	w13287
bürgerl	w13288
<g/>
.
Bierwirth	w13290
all=hier	w13291
<g/>
=
<g/>
,
dann	w13294
dessen	w13295
beede	w13296
Ehewirthinen	w13297
<g/>
,
Theresia	w13299
der	w13300
ersten	w13301
<g/>
,
und	w13303
Maria	w13304
Anna	w13305
der	w13306
zweyten	w13307
Ehe	w13308
mit	w13309
Tod	w13310
abgegangen	w13311
<g/>
,
und	w13313
daher	w13314
<g/>
,
um	w13316
mit	w13317
der	w13318
künftigen	w13319
Ver=lassenschaftsabhandlung	w13320
<g/>
=
sicher	w13322
vorgehen	w13323
zu	w13324
können	w13325
<g/>
,
</p>
<p id="p102">
für	w13327
nothwendig	w13328
befunden	w13329
worden	w13330
<g/>
,
diejenigen	w13332
vorzu=laden	w13333
<g/>
=
<g/>
,
und	w13336
anzuhören	w13337
<g/>
,
welche	w13339
an	w13340
diese	w13341
Verlassen=schaften	w13342
<g/>
=
einige	w13344
Forderung	w13345
haben	w13346
möchten	w13347
<g/>
.
Da	w13349
wir	w13350
nun	w13351
entschlossen	w13352
sind	w13353
<g/>
,
eben	w13355
diese	w13356
Foderungen	w13357
an	w13358
dem	w13359
eigens	w13360
<g/>
,
und	w13362
zwar	w13363
für	w13364
das	w13365
erste	w13366
und	w13367
letztemal	w13368
hiezu	w13369
bestimmten	w13370
Tag	w13371
<g/>
,
nämlich	w13373
den	w13374
6	w13375
<g/>
.
Julii	w13377
dieß	w13378
Jahrs	w13379
<g/>
,
oder	w13381
da	w13382
wir	w13383
diesen	w13384
Tag	w13385
Hindernisse	w13386
halber	w13387
nicht	w13388
zu	w13389
Rath	w13390
säßen	w13391
<g/>
,
den	w13393
nächsten	w13394
Rathstag	w13395
frühe	w13396
um	w13397
8	w13398
<g/>
.
Uhr	w13400
zu	w13401
hören	w13402
und	w13403
zu	w13404
vernehmen	w13405
<g/>
.
So	w13407
haben	w13408
alle	w13409
<g/>
,
welche	w13411
an	w13412
des	w13413
Lorenz	w13414
Hauber	w13415
<g/>
,
und	w13417
dessen	w13418
2	w13419
<g/>
.
Ehewirthinen	w13421
<g/>
,
Theresia	w13423
und	w13424
Maria	w13425
Anna	w13426
sel	w13427
<g/>
.
Verlassenschaften	w13429
ei=ne	w13430
<g/>
=
rechtmäßige	w13432
Foderung	w13433
<g/>
,
es	w13435
sey	w13436
um	w13437
Erbschaft	w13438
<g/>
,
Schuld	w13440
oder	w13441
anderer	w13442
Ursachen	w13443
willen	w13444
<g/>
,
zu	w13446
haben	w13447
glau=ben	w13448
<g/>
=
<g/>
,
den	w13451
bestimmten	w13452
Tag	w13453
selbst	w13454
persönlich	w13455
<g/>
,
oder	w13457
durch	w13458
einen	w13459
hinlänglich	w13460
versehen	w13461
Gewalttrager	w13462
so	w13463
gewiß	w13464
vor	w13465
uns	w13466
zu	w13467
erscheinen	w13468
<g/>
,
und	w13470
sich	w13471
behörig	w13472
zu	w13473
legitimi=ren	w13474
<g/>
=
<g/>
,
und	w13477
ihre	w13478
Foderungen	w13479
darzuthun	w13480
<g/>
,
als	w13482
widrigen	w13483
Falls	w13484
auf	w13485
die	w13486
ausbleibenden	w13487
<g/>
,
oder	w13489
nicht	w13490
behörig	w13491
li=quidirenden	w13492
<g/>
=
Erben	w13494
<g/>
,
Gläubiger	w13496
und	w13497
Prätendenten	w13498
keine	w13499
Rücksicht	w13500
genommen	w13501
<g/>
,
mit	w13503
der	w13504
Abhandlung	w13505
und	w13506
Vertheilung	w13507
des	w13508
Verlassenschaftsguts	w13509
von	w13510
Amts	w13511
wegen	w13512
vorgegangen	w13513
<g/>
,
und	w13515
dasselbe	w13516
den	w13517
etwa	w13518
vorkommenden	w13519
Erben	w13520
unbedenklich	w13521
überlassen	w13522
wer=den	w13523
<g/>
=
würde	w13525
<g/>
.
Wien	w13527
<g/>
,
den	w13529
27	w13530
<g/>
.
April	w13532
<g/>
,
1772	w13534
<g/>
.
</p>
<p id="p103">
Wir	w13536
Joseph	w13537
Georg	w13538
Hörl	w13539
<g/>
,
Jhro	w13541
kais	w13542
<g/>
.
kön	w13544
<g/>
.
apost	w13546
<g/>
.
Majest	w13548
<g/>
.
Stadt	w13550
<g/>
=
und	w13552
Landrichter	w13553
in	w13554
dero	w13555
Haupt=und	w13556
<g/>
=
Residenzstadt	w13558
Wien	w13559
<g/>
,
dann	w13561
N	w13562
<g/>
.
und	w13564
N	w13565
<g/>
.
gesammte	w13567
Beysitzere	w13568
des	w13569
kais	w13570
<g/>
.
kön	w13572
<g/>
.
Stadt	w13574
<g/>
=
und	w13576
Landgerichts	w13577
allda	w13578
<g/>
,
thuen	w13580
in	w13581
kraft	w13582
gegenwärtig	w13583
offenen	w13584
Edikts=all	w13585
<g/>
=
<g/>
=
und	w13588
jeden	w13589
kund	w13590
<g/>
,
und	w13592
zu	w13593
wissen	w13594
<g/>
,
wasgestalten	w13596
der	w13597
Benedikt	w13598
Karrer	w13599
burgerl	w13600
<g/>
.
Fleischhackermeister	w13602
allhier	w13603
wegen	w13604
überhäuften	w13605
Schuldenlast	w13606
cessionem	w13607
bonorum	w13608
angemeldet	w13609
<g/>
,
dahero	w13611
dann	w13612
die	w13613
Nothwen=digkeit	w13614
<g/>
=
erforderet	w13616
<g/>
,
ein	w13618
in	w13619
dergleichen	w13620
Fällen	w13621
gewöhn=liche	w13622
<g/>
=
Einberuffung	w13624
deren	w13625
gesammt	w13626
diesfällig	w13627
so=wohl	w13628
<g/>
=
in	w13630
<g/>
=
als	w13632
etwa	w13633
außer	w13634
Landes	w13635
befindlichen	w13636
Cre=ditspartheyen	w13637
<g/>
=
anzuordnen	w13639
<g/>
,
um	w13641
damit	w13642
die	w13643
behörige	w13644
Abhandlung	w13645
vorgekehret	w13646
werden	w13647
möge	w13648
<g/>
.
Solchem=nach	w13650
<g/>
=
wird	w13652
hiemit	w13653
all	w13654
<g/>
=
und	w13656
jeden	w13657
des	w13658
obgedachten	w13659
Karrer	w13660
Gläubigern	w13661
zur	w13662
Anmeldung	w13663
ihrer	w13664
habenden	w13665
Sprüch	w13666
<g/>
,
und	w13668
Anforderungen	w13669
eine	w13670
Tagsatzung	w13671
pro	w13672
termino	w13673
1mo	w13674
<g/>
,
2do	w13676
<g/>
,
<g/>
&
3tio	w13679
peremptorio	w13680
von	w13681
unten	w13682
gesetzten	w13683
Dato	w13684
an	w13685
<g/>
,
und	w13687
zwar	w13688
mit	w13689
Einschlies=sung	w13690
<g/>
=
deren	w13692
entzwischen	w13693
fallenden	w13694
Pfingstferien	w13695
auf	w13696
den	w13697
15	w13698
<g/>
.
Junii	w13700
dies	w13701
Jahrs	w13702
frühe	w13703
um	w13704
8	w13705
<g/>
.
Uhr	w13707
auf	w13708
den	w13709
kais	w13710
<g/>
.
kön	w13712
<g/>
.
Stadtgericht	w13714
entweders	w13715
persönlich	w13716
<g/>
,
oder	w13718
durch	w13719
genugsame	w13720
Bevollmächtigte	w13721
alsogewiß	w13722
zu	w13723
er=scheinen	w13724
<g/>
=
bestimmet	w13726
<g/>
,
wie	w13728
im	w13729
widrigen	w13730
die	w13731
ausblei=bende	w13732
<g/>
=
<g/>
,
und	w13735
sich	w13736
in	w13737
bestimmter	w13738
Zeit	w13739
nicht	w13740
anmelden=de	w13741
<g/>
=
Gläubigere	w13743
mit	w13744
ihren	w13745
Sprüchen	w13746
nicht	w13747
mehr	w13748
an=gehöret	w13749
<g/>
=
<g/>
,
sondern	w13752
von	w13753
des	w13754
mehrwiderholten	w13755
Bene=dikt	w13756
<g/>
=
Karrer	w13758
vorhandener	w13759
Habschaft	w13760
<g/>
,
und	w13762
Vermögen	w13763
völlig	w13764
ausgeschlossen	w13765
seyn	w13766
<g/>
,
auch	w13768
hieran	w13769
nicht	w13770
das	w13771
geringste	w13772
mehr	w13773
bey	w13774
ewigen	w13775
Stillschweigen	w13776
zu	w13777
forde=ren	w13778
<g/>
=
haben	w13780
sollen	w13781
<g/>
.
Wornach	w13783
sich	w13784
dann	w13785
ein	w13786
jeder	w13787
zu	w13788
richten	w13789
und	w13790
sein	w13791
Recht	w13792
zu	w13793
besorgen	w13794
wissen	w13795
wird	w13796
<g/>
.
Wien	w13798
den	w13799
27	w13800
<g/>
.
April	w13802
1772	w13803
<g/>
.
</p>
<head id="hl25">
Koppenhagen	w13819
<g/>
,
den	w13821
30	w13822
<g/>
.
April	w13824
<g/>
.
</head>
<p id="p104">
Am	w13826
verwichenen	w13827
Dienstage	w13828
wurde	w13829
das	w13830
3	w13831
<g/>
.
Tage	w13833
zuvor	w13834
über	w13835
die	w13836
Grafen	w13837
Struensee	w13838
und	w13839
Brandt	w13840
gesprochene	w13841
scharfe	w13842
Urtheil	w13843
an	w13844
beyden	w13845
Unglücklichen	w13846
folgendermassen	w13847
voll=bracht	w13848
<g/>
=
<g/>
.
Nachdeme	w13851
sie	w13852
in	w13853
Kutschen	w13854
<g/>
,
von	w13856
der	w13857
Citadel	w13858
auf	w13859
einen	w13860
nahe	w13861
bey	w13862
der	w13863
Stadt	w13864
auf	w13865
einer	w13866
großen	w13867
Wiesen	w13868
aufgeführtes	w13869
hohes	w13870
Schaffott	w13871
geführet	w13872
waren	w13873
<g/>
,
wurde	w13875
durch	w13876
des	w13877
Henkers	w13878
Hand	w13879
ihre	w13880
Wappen	w13881
zerbrochen	w13882
und	w13883
vor	w13884
die	w13885
Füsse	w13886
geworfen	w13887
<g/>
,
sodann	w13889
die	w13890
rechte	w13891
Hand	w13892
und	w13893
der	w13894
Kopf	w13895
abgehauen	w13896
<g/>
,
gevier=theilt	w13898
<g/>
=
<g/>
,
und	w13901
endlich	w13902
bey	w13903
dem	w13904
Galgen	w13905
auf	w13906
das	w13907
Rad	w13908
gelegt	w13909
<g/>
.
Der	w13911
Kreiß	w13912
wurde	w13913
durch	w13914
vier	w13915
tausend	w13916
Matrosen	w13917
1200	w13918
<g/>
.
Mann	w13920
Jnfanterie	w13921
und	w13922
200	w13923
<g/>
.
Dragoner	w13925
geschlossen	w13926
<g/>
.
Ob	w13928
zwar	w13929
das	w13930
Urtheil	w13931
sehr	w13932
strenge	w13933
gewesen	w13934
ist	w13935
<g/>
,
so	w13937
hat=ten	w13938
<g/>
=
auch	w13940
diese	w13941
Staats	w13942
<g/>
=
Verbrecher	w13944
in	w13945
der	w13946
That	w13947
<g/>
,
das	w13949
gewonnene	w13950
königl	w13951
<g/>
.
Vertrauen	w13953
sehr	w13954
und	w13955
zum	w13956
größten	w13957
Nachtheil	w13958
des	w13959
Landes	w13960
miß=braucht	w13961
<g/>
=
<g/>
.
Sobald	w13964
Struensee	w13965
aus	w13966
seinem	w13967
Gefängnisse	w13968
geführet	w13969
war	w13970
<g/>
,
wurden	w13972
seinem	w13973
Bruder	w13974
dem	w13975
Justizrath	w13976
Struensee	w13977
die	w13978
Fes=seln	w13979
<g/>
=
abgenommen	w13981
und	w13982
mehrere	w13983
Freyheit	w13984
in	w13985
seiner	w13986
Gefangenschaft	w13987
gestattet	w13988
<g/>
.
Die	w13990
übri=gen	w13991
<g/>
=
Staats	w13993
<g/>
=
Gefangenen	w13995
<g/>
,
werden	w13997
vermuth=lich	w13998
<g/>
=
nächstens	w14000
nach	w14001
der	w14002
Vestung	w14003
Munkholm	w14004
in	w14005
Norwegen	w14006
geführt	w14007
werden	w14008
<g/>
.
Jnzwischen	w14010
ist	w14011
der	w14012
Proceß	w14013
der	w14014
Königinn	w14015
zu	w14016
Ende	w14017
gebracht	w14018
worden	w14019
<g/>
,
dergestalten	w14021
<g/>
,
daß	w14023
die	w14024
Eheschei=dung	w14025
<g/>
=
erkannt	w14027
worden	w14028
ist	w14029
<g/>
,
und	w14031
sie	w14032
als	w14033
Prin=zesinn	w14034
<g/>
=
von	w14036
Engelland	w14037
angesehen	w14038
werden	w14039
soll	w14040
<g/>
.
Auf	w14042
Vermittlung	w14043
des	w14044
englischen	w14045
Ministers	w14046
<g/>
,
wird	w14048
diese	w14049
Prinzesinn	w14050
nicht	w14051
nach	w14052
Aalborg	w14053
gehen	w14054
<g/>
,
sondern	w14056
nach	w14057
Zell	w14058
im	w14059
Hanove=rischen	w14060
<g/>
=
sich	w14062
begeben	w14063
<g/>
.
Erwehnter	w14065
Minister	w14066
erscheinet	w14067
weder	w14068
bey	w14069
Hof	w14070
noch	w14071
irgendwo	w14072
in	w14073
Gesellschaften	w14074
<g/>
.
</p>
<head id="hl26">
Ein	w14076
anders	w14077
Koppenhagen	w14078
den	w14079
2	w14080
<g/>
.
May	w14082
<g/>
.
</head>
<p id="p105">
Se	w14084
<g/>
.
Königl	w14086
<g/>
.
Majestät	w14088
belieben	w14089
<g/>
,
nebst	w14091
des	w14092
Erbprinzen	w14093
königl	w14094
<g/>
.
Hoheit	w14096
bey	w14097
der	w14098
itzigen	w14099
Frühlings	w14100
<g/>
=
Witterung	w14102
<g/>
,
fast	w14104
täglich	w14105
zu	w14106
promepromeniren	w14107
<g/>
=
</p>
<p id="p106">
niren	w14109
<g/>
.
Am	w14111
Dienstage	w14112
machten	w14113
Dieselben	w14114
eine	w14115
Tour	w14116
nach	w14117
Amack	w14118
<g/>
,
und	w14120
an	w14121
der	w14122
Mitt=woche	w14123
<g/>
=
aus	w14125
dem	w14126
Oster	w14127
<g/>
=
Thore	w14129
<g/>
,
worauf	w14131
Abends	w14132
Jhro	w14133
Majestäten	w14134
<g/>
,
der	w14136
König	w14137
und	w14138
die	w14139
Königinn	w14140
Juliana	w14141
Maria	w14142
<g/>
,
nebst	w14144
des	w14145
Erbprinzen	w14146
königl	w14147
<g/>
.
Hoheit	w14149
<g/>
,
zusammen	w14151
in	w14152
ei=nen	w14153
<g/>
=
Wagen	w14155
sich	w14156
nach	w14157
der	w14158
Oper	w14159
erhoben	w14160
<g/>
;
und	w14162
vorgestern	w14163
beehrten	w14164
die	w14165
konigl	w14166
<g/>
.
Herrschaften	w14168
den	w14169
dänischen	w14170
Schauplatz	w14171
mit	w14172
Jhrem	w14173
Be=suche	w14174
<g/>
=
<g/>
.
</p>
<p id="p107">
Die	w14177
Executionen	w14178
vom	w14179
28sten	w14180
April	w14181
sind	w14182
hier	w14183
noch	w14184
das	w14185
allgemeinste	w14186
Gespräch	w14187
<g/>
,
und	w14189
werden	w14190
es	w14191
vermuthlich	w14192
noch	w14193
lange	w14194
seyn	w14195
<g/>
,
weil	w14197
nicht	w14198
alle	w14199
von	w14200
den	w14201
Umständen	w14202
alles	w14203
zugleich	w14204
haben	w14205
wahrnehmen	w14206
oder	w14207
erfahren	w14208
können	w14209
<g/>
.
Unter	w14211
den	w14212
mancherley	w14213
Erzählungen	w14214
läuft	w14215
aber	w14216
sonder	w14217
Zweifel	w14218
<g/>
,
wie	w14220
in	w14221
dergleichen	w14222
Vorfällen	w14223
gewöhnlich	w14224
ist	w14225
<g/>
,
manches	w14227
unter	w14228
<g/>
,
das	w14230
<g/>
,
wie	w14232
bey	w14233
fortreissenden	w14234
Strömen	w14235
<g/>
,
nicht	w14237
allzu	w14238
ächt	w14239
und	w14240
lauter	w14241
seyn	w14242
mag	w14243
<g/>
;
daher	w14245
man	w14246
denn	w14247
für	w14248
itzo	w14249
nur	w14250
folgendes	w14251
als	w14252
das	w14253
Sicherste	w14254
und	w14255
Bewehrteste	w14256
mittheilen	w14257
will	w14258
<g/>
.
</p>
<p id="p108">
Der	w14260
Graf	w14261
Brandt	w14262
gieng	w14263
seinem	w14264
Tode	w14265
mit	w14266
einer	w14267
Freymüthigkeit	w14268
entgegen	w14269
<g/>
,
die	w14271
allein	w14272
aus	w14273
dem	w14274
Glauben	w14275
kommen	w14276
kann	w14277
<g/>
.
Als	w14279
ihm	w14280
sein	w14281
Urtheil	w14282
auf	w14283
dem	w14284
Gerüste	w14285
vorgelesen	w14286
war	w14287
<g/>
,
wendete	w14289
er	w14290
sich	w14291
gegen	w14292
die	w14293
Umstehenden	w14294
<g/>
,
bat	w14296
al=le	w14297
<g/>
=
<g/>
,
die	w14300
er	w14301
beleidiget	w14302
haben	w14303
könnte	w14304
<g/>
,
um	w14306
Verzeihung	w14307
<g/>
,
und	w14309
wünschete	w14310
<g/>
:
<g/>
"
Daß	w14312
die	w14313
<g/>
„
Kraft	w14314
des	w14315
Blutes	w14316
Jesu	w14317
dem	w14318
Könige	w14319
<g/>
,
dem	w14321
<g/>
„
königl	w14322
<g/>
.
Hause	w14324
und	w14325
dem	w14326
ganzen	w14327
Lande	w14328
zum	w14329
<g/>
„
Segen	w14330
gereichen	w14331
möchte	w14332
<g/>
!
<g/>
„
Welchen	w14335
Wunsch	w14336
der	w14337
Probst	w14338
Hee	w14339
laut	w14340
wiederholete	w14341
<g/>
,
so	w14343
<g/>
,
daß	w14345
die	w14346
nahe	w14347
stehenden	w14348
Zuschauer	w14349
es	w14350
deutlich	w14351
hö=ren	w14352
<g/>
=
konnten	w14354
<g/>
.
Als	w14356
dieser	w14357
Geistliche	w14358
seinen	w14359
Delinquenten	w14360
eingesegnet	w14361
hatte	w14362
<g/>
,
sprach	w14364
er	w14365
zu	w14366
demselben	w14367
<g/>
:
<g/>
"
So	w14369
gehen	w14370
Sie	w14371
denn	w14372
nun	w14373
ein	w14374
zur	w14375
ewigen	w14376
Freude	w14377
<g/>
...
</p>
<p id="p109">
Bevor	w14379
die	w14380
gräflichen	w14381
Wappen	w14382
beyder	w14383
Hin=gerichteten	w14384
<g/>
=
zerbrochen	w14386
wurden	w14387
<g/>
,
zeigte	w14389
der	w14390
Scharfrichter	w14391
einem	w14392
jeden	w14393
das	w14394
Seinige	w14395
<g/>
,
und	w14397
fragte	w14398
<g/>
:
<g/>
"
Jst	w14400
das	w14401
nicht	w14402
ihr	w14403
Wappen	w14404
<g/>
.
<g/>
„
</p>
<p id="p110">
Wie	w14407
der	w14408
Graf	w14409
Brandt	w14410
mit	w14411
Haupt	w14412
und	w14413
Hand	w14414
schon	w14415
auf	w14416
den	w14417
Blöcken	w14418
lag	w14419
<g/>
,
so	w14421
erin=nerte	w14422
<g/>
=
ihn	w14424
noch	w14425
der	w14426
Probst	w14427
Hee	w14428
an	w14429
die	w14430
Lage	w14431
Jesu	w14432
mit	w14433
dem	w14434
Angesichte	w14435
gegen	w14436
die	w14437
Erde	w14438
in	w14439
dem	w14440
Garten	w14441
Gethsamane	w14442
<g/>
.
Worauf	w14444
Brandt	w14445
erwiederte	w14446
<g/>
;
<g/>
"
Das	w14448
Blut	w14449
Jesu	w14450
rufet	w14451
für	w14452
meine	w14453
Seele	w14454
<g/>
.
<g/>
„
Mit	w14456
welchen	w14457
Worten	w14458
er	w14459
sein	w14460
Leben	w14461
endigte	w14462
<g/>
.
</p>
<p id="p111">
Der	w14464
Graf	w14465
Struensee	w14466
<g/>
,
der	w14468
in	w14469
seinem	w14470
Wagen	w14471
unter	w14472
dem	w14473
Gerüste	w14474
hielte	w14475
<g/>
,
hat	w14477
die	w14478
Hinrichtung	w14479
des	w14480
Grafen	w14481
Brandt	w14482
nicht	w14483
ange=sehen	w14484
<g/>
=
<g/>
.
Nachdem	w14487
er	w14488
von	w14489
diesem	w14490
Geistlichen	w14491
auf	w14492
das	w14493
Gerüste	w14494
geführet	w14495
war	w14496
<g/>
,
that	w14498
dersel=be	w14499
<g/>
=
die	w14501
folgende	w14502
drey	w14503
Fragen	w14504
an	w14505
ihn	w14506
<g/>
,
näm=lich	w14508
<g/>
=
1	w14510
<g/>
)
<g/>
“
Bereuen	w14513
Sie	w14514
alles	w14515
<g/>
,
wodurch	w14517
<g/>
„
Sie	w14519
Gott	w14520
und	w14521
Menschen	w14522
beleidiget	w14523
haben	w14524
<g/>
,
<g/>
„
von	w14527
Herzen	w14528
<g/>
?
2	w14530
<g/>
)
Verlassen	w14532
Sie	w14533
sich	w14534
um	w14535
<g/>
„
vor	w14537
Gott	w14538
Gnade	w14539
zu	w14540
finden	w14541
<g/>
,
allein	w14543
auf	w14544
die	w14545
<g/>
„
Versöhnung	w14547
Jesu	w14548
Christi	w14549
<g/>
?
3	w14551
<g/>
)
Gehen	w14553
Sie	w14554
<g/>
„
auch	w14556
ohne	w14557
Feindschaft	w14558
gegen	w14559
irgend	w14560
je=„mand	w14561
<g/>
=
<g/>
„
<g/>
,
wer	w14565
er	w14566
sein	w14567
mag	w14568
<g/>
,
aus	w14570
der	w14571
Welt	w14572
<g/>
.
<g/>
„
Auf	w14575
diese	w14576
Fragen	w14577
wurde	w14578
von	w14579
Struensee	w14580
fol=gendermaßen	w14581
<g/>
=
geantwortet	w14583
<g/>
:
Auf	w14585
die	w14586
erste	w14587
<g/>
:
<g/>
“
Meine	w14590
Gesinnungen	w14591
in	w14592
diesem	w14593
Stücke	w14594
sind	w14595
<g/>
„
Jhnen	w14597
bekannt	w14598
<g/>
;
und	w14600
ich	w14601
versichere	w14602
Sie	w14603
<g/>
,
<g/>
„
daß	w14606
dieselben	w14607
noch	w14608
itzo	w14609
dieselben	w14610
sind	w14611
<g/>
.
<g/>
„
Die	w14614
zwote	w14615
<g/>
:
<g/>
“
Jch	w14618
kenne	w14619
keinen	w14620
anderen	w14621
Weeg	w14622
bey	w14623
Gott	w14624
Gnade	w14625
zu	w14626
erlangen	w14627
<g/>
,
und	w14629
verlaße	w14630
mich	w14631
fest	w14632
darauf	w14633
<g/>
.
Endlich	w14635
auf	w14636
die	w14637
dritte	w14638
<g/>
:
<g/>
“
Jch	w14641
hoffe	w14642
nicht	w14643
<g/>
,
daß	w14645
ich	w14646
per=„sönliche	w14647
<g/>
=
<g/>
„
Feinde	w14650
habe	w14651
<g/>
,
sondern	w14653
<g/>
,
daß	w14655
die=„jenigen	w14656
<g/>
=
<g/>
„
<g/>
,
welche	w14660
mein	w14661
Unglück	w14662
veranlasset	w14663
<g/>
,
<g/>
„
solches	w14666
aus	w14667
Liebe	w14668
zum	w14669
Guten	w14670
gethan	w14671
ha=„ben	w14672
<g/>
=
<g/>
„
Jm	w14675
übrigen	w14676
beziehe	w14677
ich	w14678
mich	w14679
auf	w14680
<g/>
„
das	w14682
<g/>
,
was	w14684
ich	w14685
Jhnen	w14686
im	w14687
Wagen	w14688
gesagt	w14689
<g/>
„
habe	w14691
<g/>
.
„	w14693
Er	w14694
that	w14695
auch	w14696
dieselbe	w14697
Abbitte	w14698
<g/>
,
wie	w14700
Graf	w14701
Brandt	w14702
<g/>
,
bey	w14704
allen	w14705
Umstehenden	w14706
<g/>
,
und	w14708
wünschete	w14709
auf	w14710
gleiche	w14711
Weise	w14712
Segen	w14713
für	w14714
den	w14715
König	w14716
und	w14717
das	w14718
königl	w14719
<g/>
.
Haus	w14721
<g/>
.
Seine	w14723
Einsegnungs	w14724
<g/>
=
Rede	w14726
beschloß	w14727
der	w14728
Dokter	w14729
Münter	w14730
mit	w14731
diesen	w14732
Worten	w14733
<g/>
:
<g/>
“
So	w14736
gehen	w14737
Sie	w14738
hin	w14739
im	w14740
Frieden	w14741
Gottes	w14742
<g/>
,
wohin	w14744
<g/>
„
Gott	w14746
Sie	w14747
ruft	w14748
<g/>
„
Als	w14750
der	w14751
Scharfrichter	w14752
das	w14753
Beil	w14754
empor	w14755
hob	w14756
<g/>
,
die	w14758
Hand	w14759
abzuhauen	w14760
<g/>
,
fieng	w14762
Dokter	w14763
Münter	w14764
an	w14765
<g/>
,
dem	w14767
Grafen	w14768
zuzu=rufen	w14769
<g/>
=
<g/>
:
<g/>
“
Halt	w14773
im	w14774
Gedächtnisse	w14775
Jesum	w14776
den	w14777
Gekreutzigten	w14778
<g/>
;
<g/>
“
und	w14781
kaum	w14782
hatte	w14783
er	w14784
diese	w14785
Worte	w14786
ausgesprochen	w14787
<g/>
,
so	w14789
war	w14790
auch	w14791
die	w14792
Hin=richtung	w14793
<g/>
=
schon	w14795
geschehen	w14796
<g/>
.
Gleich	w14798
beym	w14799
Ab=hauen	w14800
<g/>
=
der	w14802
Hand	w14803
schiene	w14804
sich	w14805
eine	w14806
convulsiviconvulsivische	w14807
<g/>
=
</p>
<p id="p112">
sche	w14809
Bewegung	w14810
im	w14811
ganzen	w14812
Körper	w14813
auszu=breiten	w14814
<g/>
=
<g/>
:
und	w14817
als	w14818
der	w14819
Kopf	w14820
abgehauen	w14821
war	w14822
standen	w14823
die	w14824
Augen	w14825
noch	w14826
offen	w14827
<g/>
,
die	w14829
der	w14830
Scharfrichter	w14831
hernach	w14832
zudrückte	w14833
<g/>
.
</p>
<p id="p113">
Der	w14835
Probst	w14836
Hee	w14837
sowohl	w14838
<g/>
,
als	w14840
der	w14841
Doktor	w14842
Münter	w14843
<g/>
,
sind	w14845
Vorhabens	w14846
<g/>
,
von	w14848
dem	w14849
Merk=würdigsten	w14850
<g/>
=
<g/>
,
welches	w14853
sich	w14854
zwischen	w14855
ihnen	w14856
und	w14857
den	w14858
Grafen	w14859
Brandt	w14860
und	w14861
Struensee	w14862
in	w14863
der	w14864
Zeit	w14865
<g/>
,
da	w14867
sie	w14868
zu	w14869
ihnen	w14870
gegangen	w14871
sind	w14872
<g/>
,
zuge=tragen	w14874
<g/>
=
hat	w14876
<g/>
,
eine	w14878
umständliche	w14879
Nachricht	w14880
durch	w14881
den	w14882
Druck	w14883
bekannt	w14884
zu	w14885
machen	w14886
<g/>
.
</p>
<p id="p114">
Unterdessen	w14888
vernimt	w14889
man	w14890
von	w14891
den	w14892
Hand=lungen	w14893
<g/>
=
des	w14895
Grafen	w14896
Struensee	w14897
in	w14898
seinen	w14899
letz=ten	w14900
<g/>
=
Lebenstagen	w14902
verschiedenes	w14903
<g/>
.
Er	w14905
hat	w14906
kurz	w14907
vor	w14908
seinem	w14909
letzten	w14910
Schicksal	w14911
an	w14912
sein	w14913
Eltern	w14914
geschrieben	w14915
<g/>
,
und	w14917
in	w14918
diesem	w14919
Schreiben	w14920
unter	w14921
andern	w14922
bezeugt	w14923
<g/>
:
<g/>
“
Er	w14926
hoffe	w14927
mit	w14928
vollkom=„mener	w14929
<g/>
=
<g/>
„
Seelen	w14932
<g/>
=
Ruhe	w14934
zu	w14935
sterben	w14936
<g/>
,
die	w14938
er	w14939
<g/>
„
seiner	w14941
Ueberzeugung	w14942
von	w14943
der	w14944
Religion	w14945
und	w14946
<g/>
„
von	w14948
dem	w14949
Glauben	w14950
an	w14951
Jesum	w14952
zu	w14953
